Orthogroup	Prbh	Prav
OG0000557	Prbh.g_00285	Prav.g_01143
OG0000558	Prbh.g_00283	Prav.g_01145
OG0000559	Prbh.g_00279	Prav.g_01149
OG0000560	Prbh.g_00276	Prav.g_01152
OG0000561	Prbh.g_00275	Prav.g_01153
OG0000562	Prbh.g_00274	Prav.g_01154
OG0000563	Prbh.g_00273	Prav.g_01155
OG0000564	Prbh.g_00272	Prav.g_01156
OG0000565	Prbh.g_00269	Prav.g_01159
OG0000566	Prbh.g_00265	Prav.g_01161
OG0000567	Prbh.g_00261	Prav.g_01165
OG0000568	Prbh.g_00260	Prav.g_01166
OG0000569	Prbh.g_00259	Prav.g_01167
OG0000570	Prbh.g_00258	Prav.g_01168
OG0000571	Prbh.g_00256	Prav.g_01170
OG0000572	Prbh.g_00244	Prav.g_01183
OG0000573	Prbh.g_00238	Prav.g_01188
OG0000574	Prbh.g_00237	Prav.g_01189
OG0000575	Prbh.g_00233	Prav.g_01193
OG0000576	Prbh.g_00231	Prav.g_01195
OG0000577	Prbh.g_00230	Prav.g_01196
OG0000578	Prbh.g_00229	Prav.g_01197
OG0000579	Prbh.g_00228	Prav.g_01198
OG0000580	Prbh.g_00227	Prav.g_01199
OG0000581	Prbh.g_00224	Prav.g_01201
OG0000582	Prbh.g_00221	Prav.g_01204
OG0000583	Prbh.g_00220	Prav.g_01205
OG0000584	Prbh.g_00219	Prav.g_01206
OG0000585	Prbh.g_00217	Prav.g_01208
OG0000586	Prbh.g_00216	Prav.g_01209
OG0000587	Prbh.g_00215	Prav.g_01210
OG0000588	Prbh.g_01465	Prav.g_01214
OG0000589	Prbh.g_01462	Prav.g_01219
OG0000590	Prbh.g_01461	Prav.g_01220
OG0000591	Prbh.g_01457	Prav.g_01223
OG0000592	Prbh.g_01456	Prav.g_01224
OG0000593	Prbh.g_01221	Prav.g_01230
OG0000594	Prbh.g_01220	Prav.g_01231
OG0000595	Prbh.g_01219	Prav.g_01232
OG0000596	Prbh.g_01216	Prav.g_01236
OG0000597	Prbh.g_01213	Prav.g_01238
OG0000598	Prbh.g_01212	Prav.g_01239
OG0000599	Prbh.g_01209	Prav.g_01242
OG0000600	Prbh.g_01208	Prav.g_01243
OG0000601	Prbh.g_01207	Prav.g_01244
OG0000602	Prbh.g_01205	Prav.g_01246
OG0000603	Prbh.g_01204	Prav.g_01247
OG0000604	Prbh.g_01203	Prav.g_01248
OG0000605	Prbh.g_01202	Prav.g_01249
OG0000606	Prbh.g_01199	Prav.g_01252
OG0000607	Prbh.g_01196	Prav.g_01255
OG0000608	Prbh.g_01195	Prav.g_01256
OG0000609	Prbh.g_01194	Prav.g_01257
OG0000610	Prbh.g_01188	Prav.g_01262
OG0000611	Prbh.g_01185	Prav.g_01265
OG0000612	Prbh.g_01184	Prav.g_01266
OG0000613	Prbh.g_00907	Prav.g_01271
OG0000614	Prbh.g_00928	Prav.g_01290
OG0000615	Prbh.g_00939	Prav.g_01298
OG0000616	Prbh.g_01487	Prav.g_01312
OG0000617	Prbh.g_01167	Prav.g_00312
OG0000618	Prbh.g_01166	Prav.g_00313
OG0000619	Prbh.g_01165	Prav.g_00314
OG0000620	Prbh.g_01162	Prav.g_00317
OG0000621	Prbh.g_01161	Prav.g_00318
OG0000622	Prbh.g_01160	Prav.g_00319
OG0000623	Prbh.g_01159	Prav.g_00320
OG0000624	Prbh.g_01157	Prav.g_00321
OG0000625	Prbh.g_01156	Prav.g_00322
OG0000626	Prbh.g_01155	Prav.g_00323
OG0000627	Prbh.g_01154	Prav.g_00324
OG0000628	Prbh.g_01153	Prav.g_00325
OG0000629	Prbh.g_01151	Prav.g_00326
OG0000630	Prbh.g_01148	Prav.g_00329
OG0000631	Prbh.g_01056	Prav.g_00388
OG0000632	Prbh.g_01057	Prav.g_00389
OG0000633	Prbh.g_01058	Prav.g_00390
OG0000634	Prbh.g_00949	Prav.g_00393
OG0000635	Prbh.g_00950	Prav.g_00394
OG0000636	Prbh.g_00952	Prav.g_00396
OG0000637	Prbh.g_00954	Prav.g_00398
OG0000638	Prbh.g_00955	Prav.g_00399
OG0000639	Prbh.g_00956	Prav.g_00400
OG0000640	Prbh.g_00957	Prav.g_00401
OG0000641	Prbh.g_00961	Prav.g_00405
OG0000642	Prbh.g_00962	Prav.g_00406
OG0000643	Prbh.g_00963	Prav.g_00407
OG0000644	Prbh.g_00964	Prav.g_00408
OG0000645	Prbh.g_00965	Prav.g_00409
OG0000646	Prbh.g_00967	Prav.g_00411
OG0000647	Prbh.g_00969	Prav.g_00412
OG0000648	Prbh.g_00971	Prav.g_00414
OG0000649	Prbh.g_00972	Prav.g_00415
OG0000650	Prbh.g_00973	Prav.g_00416
OG0000651	Prbh.g_00974	Prav.g_00417
OG0000652	Prbh.g_00975	Prav.g_00418
OG0000653	Prbh.g_00977	Prav.g_00420
OG0000654	Prbh.g_00978	Prav.g_00421
OG0000655	Prbh.g_00979	Prav.g_00422
OG0000656	Prbh.g_00982	Prav.g_00425
OG0000657	Prbh.g_00989	Prav.g_00432
OG0000658	Prbh.g_00991	Prav.g_00433
OG0000659	Prbh.g_00992	Prav.g_00434
OG0000660	Prbh.g_00996	Prav.g_00438
OG0000661	Prbh.g_00998	Prav.g_00440
OG0000662	Prbh.g_01001	Prav.g_00442
OG0000663	Prbh.g_01003	Prav.g_00444
OG0000664	Prbh.g_01004	Prav.g_00445
OG0000665	Prbh.g_01010	Prav.g_00449
OG0000666	Prbh.g_01011	Prav.g_00450
OG0000667	Prbh.g_01015	Prav.g_00454
OG0000668	Prbh.g_00857	Prav.g_00483
OG0000669	Prbh.g_00868	Prav.g_00490
OG0000670	Prbh.g_00871	Prav.g_00492
OG0000671	Prbh.g_00873	Prav.g_00494
OG0000672	Prbh.g_00876	Prav.g_00497
OG0000673	Prbh.g_00879	Prav.g_00500
OG0000674	Prbh.g_00881	Prav.g_00502
OG0000675	Prbh.g_00882	Prav.g_00503
OG0000676	Prbh.g_00884	Prav.g_00505
OG0000677	Prbh.g_00885	Prav.g_00506
OG0000678	Prbh.g_00887	Prav.g_00508
OG0000679	Prbh.g_00891	Prav.g_00512
OG0000680	Prbh.g_00892	Prav.g_00513
OG0000681	Prbh.g_00895	Prav.g_00515
OG0000682	Prbh.g_00896	Prav.g_00516
OG0000683	Prbh.g_00897	Prav.g_00517
OG0000684	Prbh.g_00898	Prav.g_00519
OG0000685	Prbh.g_00900	Prav.g_00521
OG0000686	Prbh.g_00901	Prav.g_00522
OG0000687	Prbh.g_00902	Prav.g_00523
OG0000688	Prbh.g_01179	Prav.g_00526
OG0000689	Prbh.g_01178	Prav.g_00527
OG0000690	Prbh.g_01177	Prav.g_00528
OG0000691	Prbh.g_01176	Prav.g_00529
OG0000692	Prbh.g_01174	Prav.g_00530
OG0000693	Prbh.g_01173	Prav.g_00531
OG0000694	Prbh.g_01172	Prav.g_00532
OG0000695	Prbh.g_01060	Prav.g_00534
OG0000696	Prbh.g_01061	Prav.g_00535
OG0000697	Prbh.g_01062	Prav.g_00536
OG0000698	Prbh.g_01065	Prav.g_00539
OG0000699	Prbh.g_01066	Prav.g_00540
OG0000700	Prbh.g_01067	Prav.g_00541
OG0000701	Prbh.g_01068	Prav.g_00542
OG0000702	Prbh.g_01070	Prav.g_00544
OG0000703	Prbh.g_01071	Prav.g_00545
OG0000704	Prbh.g_01073	Prav.g_00546
OG0000705	Prbh.g_01079	Prav.g_00550
OG0000706	Prbh.g_01080	Prav.g_00551
OG0000707	Prbh.g_01081	Prav.g_00552
OG0000708	Prbh.g_01083	Prav.g_00553
OG0000709	Prbh.g_01087	Prav.g_00557
OG0000710	Prbh.g_01090	Prav.g_00560
OG0000711	Prbh.g_01106	Prav.g_00577
OG0000712	Prbh.g_01107	Prav.g_00579
OG0000713	Prbh.g_01108	Prav.g_00580
OG0000714	Prbh.g_01109	Prav.g_00581
OG0000715	Prbh.g_01111	Prav.g_00583
OG0000716	Prbh.g_01113	Prav.g_00585
OG0000717	Prbh.g_01114	Prav.g_00586
OG0000718	Prbh.g_01116	Prav.g_00902
OG0000719	Prbh.g_01118	Prav.g_00904
OG0000720	Prbh.g_01129	Prav.g_00913
OG0000721	Prbh.g_01133	Prav.g_00915
OG0000722	Prbh.g_01134	Prav.g_00916
OG0000723	Prbh.g_01138	Prav.g_00919
OG0000724	Prbh.g_01036	Prav.g_00928
OG0000725	Prbh.g_01030	Prav.g_00934
OG0000726	Prbh.g_01029	Prav.g_00935
OG0000727	Prbh.g_01028	Prav.g_00936
OG0000728	Prbh.g_01026	Prav.g_00938
OG0000729	Prbh.g_01351	Prav.g_00263
OG0000730	Prbh.g_01325	Prav.g_00004
OG0000731	Prbh.g_00432	Prav.g_00008
OG0000733	Prbh.g_01867	Prav.g_00034
OG0000734	Prbh.g_01299	Prav.g_00050
OG0000735	Prbh.g_01297	Prav.g_00052
OG0000736	Prbh.g_01296	Prav.g_00053
OG0000737	Prbh.g_01295	Prav.g_00054
OG0000738	Prbh.g_01291	Prav.g_00058
OG0000739	Prbh.g_01290	Prav.g_00059
OG0000740	Prbh.g_01289	Prav.g_00060
OG0000741	Prbh.g_01287	Prav.g_00061
OG0000742	Prbh.g_01284	Prav.g_00064
OG0000743	Prbh.g_01282	Prav.g_00066
OG0000744	Prbh.g_01280	Prav.g_00067
OG0000745	Prbh.g_01279	Prav.g_00068
OG0000746	Prbh.g_01277	Prav.g_00070
OG0000747	Prbh.g_01276	Prav.g_00071
OG0000748	Prbh.g_01272	Prav.g_00074
OG0000749	Prbh.g_01271	Prav.g_00075
OG0000750	Prbh.g_01270	Prav.g_00076
OG0000751	Prbh.g_01267	Prav.g_01868
OG0000752	Prbh.g_01265	Prav.g_01866
OG0000753	Prbh.g_01262	Prav.g_01863
OG0000754	Prbh.g_01260	Prav.g_01860
OG0000755	Prbh.g_01254	Prav.g_01857
OG0000756	Prbh.g_01253	Prav.g_01856
OG0000757	Prbh.g_01246	Prav.g_01850
OG0000758	Prbh.g_01245	Prav.g_01849
OG0000759	Prbh.g_01244	Prav.g_01848
OG0000760	Prbh.g_01243	Prav.g_01847
OG0000761	Prbh.g_01242	Prav.g_01846
OG0000762	Prbh.g_01241	Prav.g_01845
OG0000763	Prbh.g_01239	Prav.g_01843
OG0000764	Prbh.g_01238	Prav.g_01842
OG0000765	Prbh.g_01230	Prav.g_01833
OG0000766	Prbh.g_01229	Prav.g_01832
OG0000767	Prbh.g_01227	Prav.g_01830
OG0000768	Prbh.g_01226	Prav.g_01829
OG0000769	Prbh.g_01224	Prav.g_01827
OG0000770	Prbh.g_01451	Prav.g_01825
OG0000771	Prbh.g_01397	Prav.g_02003
OG0000772	Prbh.g_01845	Prav.g_01409
OG0000773	Prbh.g_01364	Prav.g_01429
OG0000774	Prbh.g_01366	Prav.g_01431
OG0000775	Prbh.g_01368	Prav.g_01433
OG0000776	Prbh.g_01369	Prav.g_01434
OG0000777	Prbh.g_01370	Prav.g_01435
OG0000778	Prbh.g_01371	Prav.g_01436
OG0000779	Prbh.g_01375	Prav.g_01440
OG0000780	Prbh.g_01376	Prav.g_01441
OG0000781	Prbh.g_01379	Prav.g_01444
OG0000782	Prbh.g_01380	Prav.g_01445
OG0000783	Prbh.g_01381	Prav.g_01446
OG0000784	Prbh.g_01382	Prav.g_01447
OG0000785	Prbh.g_01384	Prav.g_01449
OG0000786	Prbh.g_01387	Prav.g_01451
OG0000787	Prbh.g_01388	Prav.g_01452
OG0000788	Prbh.g_00206	Prav.g_01460
OG0000789	Prbh.g_00196	Prav.g_01463
OG0000790	Prbh.g_00014	Prav.g_01478
OG0000791	Prbh.g_00016	Prav.g_01480
OG0000792	Prbh.g_00017	Prav.g_01481
OG0000793	Prbh.g_00021	Prav.g_01484
OG0000794	Prbh.g_00022	Prav.g_01485
OG0000795	Prbh.g_00023	Prav.g_01486
OG0000796	Prbh.g_00027	Prav.g_01490
OG0000797	Prbh.g_00028	Prav.g_01491
OG0000798	Prbh.g_00062	Prav.g_01556
OG0000799	Prbh.g_00079	Prav.g_01560
OG0000800	Prbh.g_00080	Prav.g_01561
OG0000801	Prbh.g_00081	Prav.g_01562
OG0000802	Prbh.g_00083	Prav.g_01564
OG0000803	Prbh.g_00085	Prav.g_01566
OG0000804	Prbh.g_00086	Prav.g_01567
OG0000805	Prbh.g_00088	Prav.g_01569
OG0000806	Prbh.g_00090	Prav.g_01571
OG0000807	Prbh.g_00091	Prav.g_01572
OG0000808	Prbh.g_00092	Prav.g_01573
OG0000809	Prbh.g_00094	Prav.g_01576
OG0000810	Prbh.g_00095	Prav.g_01577
OG0000811	Prbh.g_00102	Prav.g_01581
OG0000812	Prbh.g_00104	Prav.g_01583
OG0000813	Prbh.g_00105	Prav.g_01584
OG0000814	Prbh.g_00107	Prav.g_01586
OG0000815	Prbh.g_00108	Prav.g_01587
OG0000816	Prbh.g_00110	Prav.g_01589
OG0000817	Prbh.g_00111	Prav.g_01590
OG0000818	Prbh.g_00116	Prav.g_01595
OG0000819	Prbh.g_00117	Prav.g_01596
OG0000820	Prbh.g_00118	Prav.g_01597
OG0000821	Prbh.g_00122	Prav.g_01601
OG0000822	Prbh.g_00123	Prav.g_01602
OG0000823	Prbh.g_00124	Prav.g_01603
OG0000824	Prbh.g_00127	Prav.g_01606
OG0000825	Prbh.g_00128	Prav.g_01607
OG0000826	Prbh.g_00129	Prav.g_01608
OG0000827	Prbh.g_00130	Prav.g_01609
OG0000828	Prbh.g_00133	Prav.g_01612
OG0000829	Prbh.g_00134	Prav.g_01613
OG0000830	Prbh.g_00135	Prav.g_01614
OG0000831	Prbh.g_00137	Prav.g_01616
OG0000832	Prbh.g_00147	Prav.g_01622
OG0000833	Prbh.g_00156	Prav.g_01630
OG0000834	Prbh.g_00157	Prav.g_01631
OG0000835	Prbh.g_00158	Prav.g_01632
OG0000836	Prbh.g_00159	Prav.g_01633
OG0000837	Prbh.g_00160	Prav.g_01634
OG0000838	Prbh.g_00163	Prav.g_01636
OG0000839	Prbh.g_00164	Prav.g_01637
OG0000840	Prbh.g_00165	Prav.g_01638
OG0000841	Prbh.g_00166	Prav.g_01639
OG0000842	Prbh.g_00167	Prav.g_01640
OG0000843	Prbh.g_00168	Prav.g_01641
OG0000844	Prbh.g_00169	Prav.g_01642
OG0000845	Prbh.g_00170	Prav.g_01643
OG0000846	Prbh.g_00171	Prav.g_01644
OG0000847	Prbh.g_00172	Prav.g_01645
OG0000848	Prbh.g_00173	Prav.g_01646
OG0000849	Prbh.g_00174	Prav.g_01647
OG0000850	Prbh.g_00176	Prav.g_01649
OG0000851	Prbh.g_00177	Prav.g_01650
OG0000852	Prbh.g_00178	Prav.g_01651
OG0000853	Prbh.g_00183	Prav.g_01655
OG0000854	Prbh.g_00185	Prav.g_01657
OG0000855	Prbh.g_00186	Prav.g_01658
OG0000856	Prbh.g_01454	Prav.g_01671
OG0000857	Prbh.g_00968	Prav.g_01699
OG0000858	Prbh.g_01789	Prav.g_01755
OG0000859	Prbh.g_01788	Prav.g_01756
OG0000860	Prbh.g_01780	Prav.g_01763
OG0000861	Prbh.g_01779	Prav.g_01764
OG0000862	Prbh.g_01778	Prav.g_01765
OG0000863	Prbh.g_01776	Prav.g_01767
OG0000864	Prbh.g_01775	Prav.g_01768
OG0000865	Prbh.g_01774	Prav.g_01769
OG0000866	Prbh.g_01773	Prav.g_01770
OG0000867	Prbh.g_01772	Prav.g_01771
OG0000868	Prbh.g_01770	Prav.g_01772
OG0000869	Prbh.g_01767	Prav.g_01776
OG0000870	Prbh.g_01762	Prav.g_01781
OG0000871	Prbh.g_01761	Prav.g_01782
OG0000872	Prbh.g_01760	Prav.g_01783
OG0000873	Prbh.g_01757	Prav.g_01786
OG0000874	Prbh.g_01754	Prav.g_01789
OG0000875	Prbh.g_01752	Prav.g_01790
OG0000876	Prbh.g_01751	Prav.g_01791
OG0000877	Prbh.g_01749	Prav.g_01793
OG0000878	Prbh.g_01748	Prav.g_01794
OG0000879	Prbh.g_01747	Prav.g_01795
OG0000880	Prbh.g_01746	Prav.g_01796
OG0000881	Prbh.g_01742	Prav.g_01800
OG0000882	Prbh.g_01737	Prav.g_01805
OG0000883	Prbh.g_01735	Prav.g_01807
OG0000884	Prbh.g_01733	Prav.g_01809
OG0000885	Prbh.g_01732	Prav.g_01810
OG0000886	Prbh.g_01731	Prav.g_01811
OG0000887	Prbh.g_01730	Prav.g_01812
OG0000888	Prbh.g_01728	Prav.g_01814
OG0000889	Prbh.g_01726	Prav.g_01816
OG0000890	Prbh.g_01725	Prav.g_01817
OG0000891	Prbh.g_01724	Prav.g_01818
OG0000892	Prbh.g_01723	Prav.g_00264
OG0000893	Prbh.g_01719	Prav.g_00268
OG0000894	Prbh.g_01716	Prav.g_00270
OG0000895	Prbh.g_01712	Prav.g_00273
OG0000896	Prbh.g_01711	Prav.g_00274
OG0000897	Prbh.g_01709	Prav.g_00276
OG0000898	Prbh.g_01708	Prav.g_00277
OG0000899	Prbh.g_01707	Prav.g_00278
OG0000900	Prbh.g_01706	Prav.g_00279
OG0000901	Prbh.g_01703	Prav.g_00282
OG0000902	Prbh.g_01701	Prav.g_00284
OG0000903	Prbh.g_01697	Prav.g_00287
OG0000904	Prbh.g_01692	Prav.g_00289
OG0000905	Prbh.g_01699	Prav.g_00294
OG0000906	Prbh.g_01700	Prav.g_00295
OG0000907	Prbh.g_01687	Prav.g_00590
OG0000908	Prbh.g_01684	Prav.g_00593
OG0000909	Prbh.g_01683	Prav.g_00594
OG0000910	Prbh.g_01682	Prav.g_00595
OG0000911	Prbh.g_01680	Prav.g_00597
OG0000912	Prbh.g_01679	Prav.g_00598
OG0000913	Prbh.g_01678	Prav.g_00599
OG0000914	Prbh.g_01677	Prav.g_00600
OG0000915	Prbh.g_01676	Prav.g_00601
OG0000916	Prbh.g_01675	Prav.g_00602
OG0000917	Prbh.g_01674	Prav.g_00603
OG0000918	Prbh.g_01673	Prav.g_00604
OG0000919	Prbh.g_01672	Prav.g_00605
OG0000920	Prbh.g_01671	Prav.g_00606
OG0000921	Prbh.g_01670	Prav.g_00607
OG0000922	Prbh.g_01669	Prav.g_00608
OG0000923	Prbh.g_01665	Prav.g_00612
OG0000924	Prbh.g_01664	Prav.g_00613
OG0000925	Prbh.g_01663	Prav.g_00614
OG0000926	Prbh.g_01662	Prav.g_00615
OG0000927	Prbh.g_01660	Prav.g_00617
OG0000928	Prbh.g_01659	Prav.g_00618
OG0000929	Prbh.g_01658	Prav.g_00619
OG0000930	Prbh.g_01657	Prav.g_00620
OG0000931	Prbh.g_01656	Prav.g_00621
OG0000932	Prbh.g_01655	Prav.g_00622
OG0000933	Prbh.g_01651	Prav.g_00626
OG0000934	Prbh.g_01649	Prav.g_00628
OG0000935	Prbh.g_01648	Prav.g_00629
OG0000936	Prbh.g_01647	Prav.g_00630
OG0000937	Prbh.g_01646	Prav.g_00631
OG0000938	Prbh.g_01643	Prav.g_00633
OG0000939	Prbh.g_01642	Prav.g_00634
OG0000940	Prbh.g_01635	Prav.g_00641
OG0000941	Prbh.g_01633	Prav.g_00643
OG0000942	Prbh.g_01631	Prav.g_00645
OG0000943	Prbh.g_01630	Prav.g_00646
OG0000944	Prbh.g_01628	Prav.g_00647
OG0000945	Prbh.g_01627	Prav.g_00648
OG0000946	Prbh.g_01621	Prav.g_00653
OG0000947	Prbh.g_01619	Prav.g_00655
OG0000948	Prbh.g_01618	Prav.g_00656
OG0000949	Prbh.g_01615	Prav.g_00659
OG0000950	Prbh.g_01608	Prav.g_00664
OG0000951	Prbh.g_01604	Prav.g_00668
OG0000952	Prbh.g_01600	Prav.g_00672
OG0000953	Prbh.g_01596	Prav.g_00675
OG0000954	Prbh.g_01592	Prav.g_00679
OG0000955	Prbh.g_01591	Prav.g_00680
OG0000956	Prbh.g_01589	Prav.g_00682
OG0000957	Prbh.g_01583	Prav.g_00687
OG0000958	Prbh.g_01582	Prav.g_00688
OG0000959	Prbh.g_01578	Prav.g_00692
OG0000960	Prbh.g_01577	Prav.g_00693
OG0000961	Prbh.g_01574	Prav.g_00695
OG0000962	Prbh.g_01572	Prav.g_00697
OG0000963	Prbh.g_01568	Prav.g_00701
OG0000964	Prbh.g_01567	Prav.g_00702
OG0000965	Prbh.g_01566	Prav.g_00703
OG0000966	Prbh.g_01560	Prav.g_00710
OG0000967	Prbh.g_01556	Prav.g_00714
OG0000968	Prbh.g_01554	Prav.g_00716
OG0000969	Prbh.g_01553	Prav.g_00717
OG0000970	Prbh.g_01552	Prav.g_00718
OG0000971	Prbh.g_01551	Prav.g_00719
OG0000972	Prbh.g_01550	Prav.g_00720
OG0000973	Prbh.g_01549	Prav.g_00721
OG0000974	Prbh.g_01548	Prav.g_00722
OG0000975	Prbh.g_01547	Prav.g_00723
OG0000976	Prbh.g_01546	Prav.g_00724
OG0000977	Prbh.g_01545	Prav.g_00725
OG0000978	Prbh.g_01544	Prav.g_00726
OG0000979	Prbh.g_01541	Prav.g_00729
OG0000980	Prbh.g_01539	Prav.g_00731
OG0000981	Prbh.g_01536	Prav.g_00733
OG0000982	Prbh.g_01534	Prav.g_00735
OG0000983	Prbh.g_01533	Prav.g_00736
OG0000984	Prbh.g_01532	Prav.g_00737
OG0000985	Prbh.g_01529	Prav.g_00740
OG0000986	Prbh.g_01527	Prav.g_00742
OG0000987	Prbh.g_01526	Prav.g_00743
OG0000988	Prbh.g_01523	Prav.g_00746
OG0000989	Prbh.g_01519	Prav.g_00750
OG0000990	Prbh.g_01514	Prav.g_00753
OG0000991	Prbh.g_01513	Prav.g_00754
OG0000992	Prbh.g_01510	Prav.g_00756
OG0000993	Prbh.g_01509	Prav.g_00757
OG0000994	Prbh.g_01508	Prav.g_00758
OG0000995	Prbh.g_01504	Prav.g_00762
OG0000996	Prbh.g_01503	Prav.g_00763
OG0000997	Prbh.g_01501	Prav.g_00764
OG0000998	Prbh.g_01499	Prav.g_00766
OG0000999	Prbh.g_01498	Prav.g_00767
OG0001000	Prbh.g_01495	Prav.g_00770
OG0001001	Prbh.g_01490	Prav.g_00772
OG0001002	Prbh.g_01485	Prav.g_00776
OG0001003	Prbh.g_01484	Prav.g_00778
OG0001004	Prbh.g_01483	Prav.g_00779
OG0001005	Prbh.g_01482	Prav.g_00780
OG0001006	Prbh.g_01478	Prav.g_00784
OG0001007	Prbh.g_01476	Prav.g_00786
OG0001008	Prbh.g_00395	Prav.g_01036
OG0001009	Prbh.g_00753	Prav.g_00095
OG0001010	Prbh.g_00752	Prav.g_00096
OG0001011	Prbh.g_00751	Prav.g_00097
OG0001012	Prbh.g_00739	Prav.g_00114
OG0001013	Prbh.g_00732	Prav.g_00119
OG0001014	Prbh.g_00729	Prav.g_00122
OG0001015	Prbh.g_00728	Prav.g_00123
OG0001016	Prbh.g_00709	Prav.g_00138
OG0001017	Prbh.g_00705	Prav.g_00142
OG0001018	Prbh.g_00703	Prav.g_00145
OG0001019	Prbh.g_00694	Prav.g_00154
OG0001020	Prbh.g_00693	Prav.g_00155
OG0001021	Prbh.g_00692	Prav.g_00156
OG0001022	Prbh.g_00689	Prav.g_00159
OG0001023	Prbh.g_00688	Prav.g_00160
OG0001024	Prbh.g_00685	Prav.g_00163
OG0001025	Prbh.g_00678	Prav.g_00169
OG0001026	Prbh.g_00670	Prav.g_00176
OG0001027	Prbh.g_00669	Prav.g_00177
OG0001028	Prbh.g_00667	Prav.g_00179
OG0001029	Prbh.g_00666	Prav.g_00180
OG0001030	Prbh.g_00650	Prav.g_00195
OG0001031	Prbh.g_00596	Prav.g_00852
OG0001032	Prbh.g_00595	Prav.g_00851
OG0001033	Prbh.g_00574	Prav.g_00830
OG0001034	Prbh.g_00544	Prav.g_00802
OG0001035	Prbh.g_00524	Prav.g_01901
OG0001036	Prbh.g_00520	Prav.g_01906
OG0001037	Prbh.g_00519	Prav.g_01907
OG0001038	Prbh.g_00501	Prav.g_01924
OG0001039	Prbh.g_00498	Prav.g_01927
OG0001040	Prbh.g_00496	Prav.g_01929
OG0001041	Prbh.g_00491	Prav.g_01933
OG0001042	Prbh.g_00474	Prav.g_01950
OG0001043	Prbh.g_00473	Prav.g_01951
OG0001044	Prbh.g_00440	Prav.g_01979
OG0001045	Prbh.g_00430	Prav.g_01988
OG0001046	Prbh.g_01877	Prav.g_00996
OG0001047	Prbh.g_00393	Prav.g_01038
OG0001048	Prbh.g_00392	Prav.g_01039
OG0001049	Prbh.g_00390	Prav.g_01041
OG0001050	Prbh.g_00389	Prav.g_01042
OG0001051	Prbh.g_00388	Prav.g_01043
OG0001052	Prbh.g_00360	Prav.g_01069
OG0001053	Prbh.g_00348	Prav.g_01081
OG0001054	Prbh.g_00333	Prav.g_01096
OG0001055	Prbh.g_00313	Prav.g_01115
OG0001056	Prbh.g_00293	Prav.g_01134
OG0001057	Prbh.g_00289	Prav.g_01139
OG0001058	Prbh.g_00281	Prav.g_01147
OG0001059	Prbh.g_00277	Prav.g_01151
OG0001060	Prbh.g_00270	Prav.g_01158
OG0001061	Prbh.g_00255	Prav.g_01171
OG0001062	Prbh.g_00253	Prav.g_01173
OG0001063	Prbh.g_00251	Prav.g_01175
OG0001064	Prbh.g_00250	Prav.g_01176
OG0001065	Prbh.g_00249	Prav.g_01177
OG0001066	Prbh.g_00248	Prav.g_01178
OG0001067	Prbh.g_00247	Prav.g_01179
OG0001068	Prbh.g_00246	Prav.g_01180
OG0001069	Prbh.g_00245	Prav.g_01181
OG0001070	Prbh.g_00243	Prav.g_01184
OG0001071	Prbh.g_00242	Prav.g_01185
OG0001072	Prbh.g_00240	Prav.g_01186
OG0001073	Prbh.g_00226	Prav.g_01200
OG0001074	Prbh.g_00214	Prav.g_01211
OG0001075	Prbh.g_00213	Prav.g_01212
OG0001076	Prbh.g_01459	Prav.g_01222
OG0001077	Prbh.g_01453	Prav.g_01226
OG0001078	Prbh.g_01217	Prav.g_01234
OG0001079	Prbh.g_01206	Prav.g_01245
OG0001080	Prbh.g_01200	Prav.g_01251
OG0001081	Prbh.g_01198	Prav.g_01253
OG0001082	Prbh.g_01197	Prav.g_01254
OG0001083	Prbh.g_01192	Prav.g_01259
OG0001084	Prbh.g_01191	Prav.g_01260
OG0001085	Prbh.g_00904	Prav.g_01268
OG0001086	Prbh.g_00905	Prav.g_01269
OG0001087	Prbh.g_00923	Prav.g_01286
OG0001088	Prbh.g_00924	Prav.g_01287
OG0001089	Prbh.g_00935	Prav.g_01295
OG0001090	Prbh.g_00946	Prav.g_00307
OG0001091	Prbh.g_01170	Prav.g_00309
OG0001092	Prbh.g_01169	Prav.g_00310
OG0001093	Prbh.g_01164	Prav.g_00315
OG0001094	Prbh.g_01171	Prav.g_00391
OG0001095	Prbh.g_00966	Prav.g_00410
OG0001096	Prbh.g_00980	Prav.g_00423
OG0001097	Prbh.g_00999	Prav.g_00441
OG0001098	Prbh.g_01019	Prav.g_00456
OG0001099	Prbh.g_00861	Prav.g_00487
OG0001100	Prbh.g_00870	Prav.g_00491
OG0001101	Prbh.g_00872	Prav.g_00493
OG0001102	Prbh.g_00875	Prav.g_00496
OG0001103	Prbh.g_00877	Prav.g_00498
OG0001104	Prbh.g_00899	Prav.g_00520
OG0001105	Prbh.g_00903	Prav.g_00524
OG0001106	Prbh.g_01074	Prav.g_00547
OG0001107	Prbh.g_01084	Prav.g_00554
OG0001108	Prbh.g_01088	Prav.g_00558
OG0001109	Prbh.g_01089	Prav.g_00559
OG0001110	Prbh.g_01091	Prav.g_00561
OG0001111	Prbh.g_01092	Prav.g_00562
OG0001112	Prbh.g_01093	Prav.g_00563
OG0001113	Prbh.g_01094	Prav.g_00564
OG0001114	Prbh.g_01095	Prav.g_00565
OG0001115	Prbh.g_01097	Prav.g_00567
OG0001116	Prbh.g_01098	Prav.g_00568
