Orthogroup	Prbh	Syak
OG0000565	Prbh.g_00269	Syak.g_02679
OG0000566	Prbh.g_00265	Syak.g_02683
OG0000567	Prbh.g_00261	Syak.g_02687
OG0000568	Prbh.g_00260	Syak.g_02690
OG0000569	Prbh.g_00259	Syak.g_02691
OG0000570	Prbh.g_00258	Syak.g_02692
OG0000571	Prbh.g_00256	Syak.g_02696
OG0000572	Prbh.g_00244	Syak.g_02713
OG0000573	Prbh.g_00238	Syak.g_02723
OG0000574	Prbh.g_00237	Syak.g_02724
OG0000575	Prbh.g_00233	Syak.g_02729
OG0000576	Prbh.g_00231	Syak.g_02731
OG0000577	Prbh.g_00230	Syak.g_02732
OG0000578	Prbh.g_00229	Syak.g_02733
OG0000579	Prbh.g_00228	Syak.g_02734
OG0000580	Prbh.g_00227	Syak.g_02735
OG0000581	Prbh.g_00224	Syak.g_02742
OG0000582	Prbh.g_00221	Syak.g_02748
OG0000583	Prbh.g_00220	Syak.g_02749
OG0000584	Prbh.g_00219	Syak.g_02750
OG0000585	Prbh.g_00217	Syak.g_02753
OG0000586	Prbh.g_00216	Syak.g_02754
OG0000587	Prbh.g_00215	Syak.g_02756
OG0000588	Prbh.g_01465	Syak.g_00004
OG0000589	Prbh.g_01462	Syak.g_00008
OG0000590	Prbh.g_01461	Syak.g_00009
OG0000591	Prbh.g_01457	Syak.g_00017
OG0000592	Prbh.g_01456	Syak.g_00018
OG0000593	Prbh.g_01221	Syak.g_00031
OG0000594	Prbh.g_01220	Syak.g_00032
OG0000595	Prbh.g_01219	Syak.g_00033
OG0000596	Prbh.g_01216	Syak.g_00038
OG0000597	Prbh.g_01213	Syak.g_00041
OG0000598	Prbh.g_01212	Syak.g_00042
OG0000599	Prbh.g_01209	Syak.g_00045
OG0000600	Prbh.g_01208	Syak.g_00046
OG0000601	Prbh.g_01207	Syak.g_00047
OG0000602	Prbh.g_01205	Syak.g_00053
OG0000603	Prbh.g_01204	Syak.g_00054
OG0000604	Prbh.g_01203	Syak.g_00056
OG0000605	Prbh.g_01202	Syak.g_00259
OG0000606	Prbh.g_01199	Syak.g_00326
OG0000607	Prbh.g_01196	Syak.g_00329
OG0000608	Prbh.g_01195	Syak.g_00330
OG0000609	Prbh.g_01194	Syak.g_00332
OG0000610	Prbh.g_01188	Syak.g_00347
OG0000611	Prbh.g_01185	Syak.g_00350
OG0000612	Prbh.g_01184	Syak.g_00351
OG0000613	Prbh.g_00907	Syak.g_01525
OG0000614	Prbh.g_00928	Syak.g_00705
OG0000615	Prbh.g_00939	Syak.g_00393
OG0000616	Prbh.g_01487	Syak.g_01810
OG0000617	Prbh.g_01167	Syak.g_00799
OG0000618	Prbh.g_01166	Syak.g_00798
OG0000619	Prbh.g_01165	Syak.g_00797
OG0000620	Prbh.g_01162	Syak.g_00779
OG0000621	Prbh.g_01161	Syak.g_00780
OG0000622	Prbh.g_01160	Syak.g_00781
OG0000623	Prbh.g_01159	Syak.g_00782
OG0000624	Prbh.g_01157	Syak.g_00784
OG0000625	Prbh.g_01156	Syak.g_00785
OG0000626	Prbh.g_01155	Syak.g_00786
OG0000627	Prbh.g_01154	Syak.g_00561
OG0000628	Prbh.g_01153	Syak.g_00560
OG0000629	Prbh.g_01151	Syak.g_00556
OG0000630	Prbh.g_01148	Syak.g_00552
OG0000631	Prbh.g_01056	Syak.g_00545
OG0000632	Prbh.g_01057	Syak.g_00544
OG0000633	Prbh.g_01058	Syak.g_00542
OG0000634	Prbh.g_00949	Syak.g_00430
OG0000635	Prbh.g_00950	Syak.g_00431
OG0000636	Prbh.g_00952	Syak.g_00433
OG0000637	Prbh.g_00954	Syak.g_00435
OG0000638	Prbh.g_00955	Syak.g_00436
OG0000639	Prbh.g_00956	Syak.g_00437
OG0000640	Prbh.g_00957	Syak.g_00438
OG0000641	Prbh.g_00961	Syak.g_00442
OG0000642	Prbh.g_00962	Syak.g_00443
OG0000643	Prbh.g_00963	Syak.g_00444
OG0000644	Prbh.g_00964	Syak.g_00445
OG0000645	Prbh.g_00965	Syak.g_00447
OG0000646	Prbh.g_00967	Syak.g_00450
OG0000647	Prbh.g_00969	Syak.g_00452
OG0000648	Prbh.g_00971	Syak.g_00456
OG0000649	Prbh.g_00972	Syak.g_00457
OG0000650	Prbh.g_00973	Syak.g_00458
OG0000651	Prbh.g_00974	Syak.g_00459
OG0000652	Prbh.g_00975	Syak.g_00460
OG0000653	Prbh.g_00977	Syak.g_00462
OG0000654	Prbh.g_00978	Syak.g_00625
OG0000655	Prbh.g_00979	Syak.g_00624
OG0000656	Prbh.g_00982	Syak.g_00621
OG0000657	Prbh.g_00989	Syak.g_00609
OG0000658	Prbh.g_00991	Syak.g_00606
OG0000659	Prbh.g_00992	Syak.g_00605
OG0000660	Prbh.g_00996	Syak.g_00601
OG0000661	Prbh.g_00998	Syak.g_00599
OG0000662	Prbh.g_01001	Syak.g_00597
OG0000663	Prbh.g_01003	Syak.g_00594
OG0000664	Prbh.g_01004	Syak.g_00593
OG0000665	Prbh.g_01010	Syak.g_00086
OG0000666	Prbh.g_01011	Syak.g_00078
OG0000667	Prbh.g_01015	Syak.g_00340
OG0000668	Prbh.g_00857	Syak.g_00643
OG0000669	Prbh.g_00868	Syak.g_00363
OG0000670	Prbh.g_00871	Syak.g_00366
OG0000671	Prbh.g_00873	Syak.g_00368
OG0000672	Prbh.g_00876	Syak.g_00371
OG0000673	Prbh.g_00879	Syak.g_00374
OG0000674	Prbh.g_00881	Syak.g_00376
OG0000675	Prbh.g_00882	Syak.g_00377
OG0000676	Prbh.g_00884	Syak.g_00379
OG0000677	Prbh.g_00885	Syak.g_00380
OG0000678	Prbh.g_00887	Syak.g_00386
OG0000679	Prbh.g_00891	Syak.g_00397
OG0000680	Prbh.g_00892	Syak.g_00398
OG0000681	Prbh.g_00895	Syak.g_00401
OG0000682	Prbh.g_00896	Syak.g_00402
OG0000683	Prbh.g_00897	Syak.g_00403
OG0000684	Prbh.g_00898	Syak.g_00409
OG0000685	Prbh.g_00900	Syak.g_00411
OG0000686	Prbh.g_00901	Syak.g_00412
OG0000687	Prbh.g_00902	Syak.g_00413
OG0000688	Prbh.g_01179	Syak.g_00418
OG0000689	Prbh.g_01178	Syak.g_00421
OG0000690	Prbh.g_01177	Syak.g_00422
OG0000691	Prbh.g_01176	Syak.g_00423
OG0000692	Prbh.g_01174	Syak.g_00424
OG0000693	Prbh.g_01173	Syak.g_00426
OG0000694	Prbh.g_01172	Syak.g_00427
OG0000695	Prbh.g_01060	Syak.g_00540
OG0000696	Prbh.g_01061	Syak.g_00539
OG0000697	Prbh.g_01062	Syak.g_00538
OG0000698	Prbh.g_01065	Syak.g_00535
OG0000699	Prbh.g_01066	Syak.g_00534
OG0000700	Prbh.g_01067	Syak.g_00533
OG0000701	Prbh.g_01068	Syak.g_00532
OG0000702	Prbh.g_01070	Syak.g_00522
OG0000703	Prbh.g_01071	Syak.g_00521
OG0000704	Prbh.g_01073	Syak.g_00519
OG0000705	Prbh.g_01079	Syak.g_00511
OG0000706	Prbh.g_01080	Syak.g_00510
OG0000707	Prbh.g_01081	Syak.g_00509
OG0000708	Prbh.g_01083	Syak.g_00506
OG0000709	Prbh.g_01087	Syak.g_00498
OG0000710	Prbh.g_01090	Syak.g_00494
OG0000711	Prbh.g_01106	Syak.g_00466
OG0000712	Prbh.g_01107	Syak.g_00464
OG0000713	Prbh.g_01108	Syak.g_00463
OG0000714	Prbh.g_01109	Syak.g_00629
OG0000715	Prbh.g_01111	Syak.g_00631
OG0000716	Prbh.g_01113	Syak.g_00635
OG0000717	Prbh.g_01114	Syak.g_00636
OG0000718	Prbh.g_01116	Syak.g_00640
OG0000719	Prbh.g_01118	Syak.g_00642
OG0000720	Prbh.g_01129	Syak.g_00655
OG0000721	Prbh.g_01133	Syak.g_00657
OG0000722	Prbh.g_01134	Syak.g_00658
OG0000723	Prbh.g_01138	Syak.g_00790
OG0000724	Prbh.g_01036	Syak.g_00749
OG0000725	Prbh.g_01030	Syak.g_00731
OG0000726	Prbh.g_01029	Syak.g_00730
OG0000727	Prbh.g_01028	Syak.g_00729
OG0000728	Prbh.g_01026	Syak.g_00727
OG0000729	Prbh.g_01351	Syak.g_01683
OG0000730	Prbh.g_01325	Syak.g_01248
OG0000731	Prbh.g_00432	Syak.g_01237
OG0000733	Prbh.g_01867	Syak.g_01905
OG0000734	Prbh.g_01299	Syak.g_02184
OG0000735	Prbh.g_01297	Syak.g_00914
OG0000736	Prbh.g_01296	Syak.g_00913
OG0000737	Prbh.g_01295	Syak.g_00912
OG0000738	Prbh.g_01291	Syak.g_00907
OG0000739	Prbh.g_01290	Syak.g_00906
OG0000740	Prbh.g_01289	Syak.g_00905
OG0000741	Prbh.g_01287	Syak.g_00902
OG0000742	Prbh.g_01284	Syak.g_00899
OG0000743	Prbh.g_01282	Syak.g_00897
OG0000744	Prbh.g_01280	Syak.g_00896
OG0000745	Prbh.g_01279	Syak.g_00894
OG0000746	Prbh.g_01277	Syak.g_00892
OG0000747	Prbh.g_01276	Syak.g_00891
OG0000748	Prbh.g_01272	Syak.g_00875
OG0000749	Prbh.g_01271	Syak.g_00874
OG0000750	Prbh.g_01270	Syak.g_00873
OG0000751	Prbh.g_01267	Syak.g_00862
OG0000752	Prbh.g_01265	Syak.g_00860
OG0000753	Prbh.g_01262	Syak.g_00857
OG0000754	Prbh.g_01260	Syak.g_00852
OG0000755	Prbh.g_01254	Syak.g_00841
OG0000756	Prbh.g_01253	Syak.g_00840
OG0000757	Prbh.g_01246	Syak.g_00833
OG0000758	Prbh.g_01245	Syak.g_00832
OG0000759	Prbh.g_01244	Syak.g_00831
OG0000760	Prbh.g_01243	Syak.g_00830
OG0000761	Prbh.g_01242	Syak.g_00829
OG0000762	Prbh.g_01241	Syak.g_00827
OG0000763	Prbh.g_01239	Syak.g_00825
OG0000764	Prbh.g_01238	Syak.g_00824
OG0000765	Prbh.g_01230	Syak.g_00669
OG0000766	Prbh.g_01229	Syak.g_00670
OG0000767	Prbh.g_01227	Syak.g_00672
OG0000768	Prbh.g_01226	Syak.g_00673
OG0000769	Prbh.g_01224	Syak.g_00675
OG0000770	Prbh.g_01451	Syak.g_00678
OG0000771	Prbh.g_01397	Syak.g_00755
OG0000772	Prbh.g_01845	Syak.g_02048
OG0000773	Prbh.g_01364	Syak.g_00921
OG0000774	Prbh.g_01366	Syak.g_00926
OG0000775	Prbh.g_01368	Syak.g_00929
OG0000776	Prbh.g_01369	Syak.g_00930
OG0000777	Prbh.g_01370	Syak.g_00931
OG0000778	Prbh.g_01371	Syak.g_00932
OG0000779	Prbh.g_01375	Syak.g_00938
OG0000780	Prbh.g_01376	Syak.g_00942
OG0000781	Prbh.g_01379	Syak.g_00946
OG0000782	Prbh.g_01380	Syak.g_00947
OG0000783	Prbh.g_01381	Syak.g_00948
OG0000784	Prbh.g_01382	Syak.g_00949
OG0000785	Prbh.g_01384	Syak.g_00951
OG0000786	Prbh.g_01387	Syak.g_00956
OG0000787	Prbh.g_01388	Syak.g_00957
OG0000788	Prbh.g_00206	Syak.g_00048
OG0000789	Prbh.g_00196	Syak.g_00085
OG0000790	Prbh.g_00014	Syak.g_02560
OG0000791	Prbh.g_00016	Syak.g_02558
OG0000792	Prbh.g_00017	Syak.g_02557
OG0000793	Prbh.g_00021	Syak.g_02552
OG0000794	Prbh.g_00022	Syak.g_02551
OG0000795	Prbh.g_00023	Syak.g_02550
OG0000796	Prbh.g_00027	Syak.g_02547
OG0000797	Prbh.g_00028	Syak.g_02546
OG0000798	Prbh.g_00033	Syak.g_01456
OG0000799	Prbh.g_00079	Syak.g_00981
OG0000800	Prbh.g_00080	Syak.g_00989
OG0000801	Prbh.g_00081	Syak.g_00990
OG0000802	Prbh.g_00083	Syak.g_00995
OG0000803	Prbh.g_00085	Syak.g_01021
OG0000804	Prbh.g_00086	Syak.g_01026
OG0000805	Prbh.g_00088	Syak.g_01029
OG0000806	Prbh.g_00090	Syak.g_01031
OG0000807	Prbh.g_00091	Syak.g_01033
OG0000808	Prbh.g_00092	Syak.g_01034
OG0000809	Prbh.g_00094	Syak.g_01038
OG0000810	Prbh.g_00095	Syak.g_01039
OG0000811	Prbh.g_00102	Syak.g_01045
OG0000812	Prbh.g_00104	Syak.g_01047
OG0000813	Prbh.g_00105	Syak.g_01048
OG0000814	Prbh.g_00107	Syak.g_01051
OG0000815	Prbh.g_00108	Syak.g_01053
OG0000816	Prbh.g_00110	Syak.g_01055
OG0000817	Prbh.g_00111	Syak.g_01056
OG0000818	Prbh.g_00116	Syak.g_01060
OG0000819	Prbh.g_00117	Syak.g_01064
OG0000820	Prbh.g_00118	Syak.g_01065
OG0000821	Prbh.g_00122	Syak.g_01071
OG0000822	Prbh.g_00123	Syak.g_01073
OG0000823	Prbh.g_00124	Syak.g_01074
OG0000824	Prbh.g_00127	Syak.g_01080
OG0000825	Prbh.g_00128	Syak.g_01081
OG0000826	Prbh.g_00129	Syak.g_01082
OG0000827	Prbh.g_00130	Syak.g_01083
OG0000828	Prbh.g_00133	Syak.g_01086
OG0000829	Prbh.g_00134	Syak.g_01087
OG0000830	Prbh.g_00135	Syak.g_01088
OG0000831	Prbh.g_00137	Syak.g_01091
OG0000832	Prbh.g_00147	Syak.g_02482
OG0000833	Prbh.g_00156	Syak.g_02473
OG0000834	Prbh.g_00157	Syak.g_02470
OG0000835	Prbh.g_00158	Syak.g_02469
OG0000836	Prbh.g_00159	Syak.g_02466
OG0000837	Prbh.g_00160	Syak.g_02465
OG0000838	Prbh.g_00163	Syak.g_02461
OG0000839	Prbh.g_00164	Syak.g_02460
OG0000840	Prbh.g_00165	Syak.g_02459
OG0000841	Prbh.g_00166	Syak.g_02458
OG0000842	Prbh.g_00167	Syak.g_02457
OG0000843	Prbh.g_00168	Syak.g_02456
OG0000844	Prbh.g_00169	Syak.g_02454
OG0000845	Prbh.g_00170	Syak.g_02453
OG0000846	Prbh.g_00171	Syak.g_02452
OG0000847	Prbh.g_00172	Syak.g_02451
OG0000848	Prbh.g_00173	Syak.g_02449
OG0000849	Prbh.g_00174	Syak.g_02448
OG0000850	Prbh.g_00176	Syak.g_02445
OG0000851	Prbh.g_00177	Syak.g_02440
OG0000852	Prbh.g_00178	Syak.g_02439
OG0000853	Prbh.g_00183	Syak.g_02435
OG0000854	Prbh.g_00185	Syak.g_02433
OG0000855	Prbh.g_00186	Syak.g_02432
OG0000856	Prbh.g_01454	Syak.g_00021
OG0000857	Prbh.g_00968	Syak.g_00451
OG0000858	Prbh.g_01789	Syak.g_02426
OG0000859	Prbh.g_01788	Syak.g_02425
OG0000860	Prbh.g_01780	Syak.g_02414
OG0000861	Prbh.g_01779	Syak.g_02413
OG0000862	Prbh.g_01778	Syak.g_02412
OG0000863	Prbh.g_01776	Syak.g_02409
OG0000864	Prbh.g_01775	Syak.g_02408
OG0000865	Prbh.g_01774	Syak.g_02407
OG0000866	Prbh.g_01773	Syak.g_02406
OG0000867	Prbh.g_01772	Syak.g_02405
OG0000868	Prbh.g_01770	Syak.g_02402
OG0000869	Prbh.g_01767	Syak.g_02398
OG0000870	Prbh.g_01762	Syak.g_02393
OG0000871	Prbh.g_01761	Syak.g_02392
OG0000872	Prbh.g_01760	Syak.g_02386
OG0000873	Prbh.g_01757	Syak.g_02383
OG0000874	Prbh.g_01754	Syak.g_02379
OG0000875	Prbh.g_01752	Syak.g_02377
OG0000876	Prbh.g_01751	Syak.g_02375
OG0000877	Prbh.g_01749	Syak.g_02372
OG0000878	Prbh.g_01748	Syak.g_02371
OG0000879	Prbh.g_01747	Syak.g_02370
OG0000880	Prbh.g_01746	Syak.g_02369
OG0000881	Prbh.g_01742	Syak.g_02363
OG0000882	Prbh.g_01737	Syak.g_02358
OG0000883	Prbh.g_01735	Syak.g_02355
OG0000884	Prbh.g_01733	Syak.g_02353
OG0000885	Prbh.g_01732	Syak.g_02352
OG0000886	Prbh.g_01731	Syak.g_02351
OG0000887	Prbh.g_01730	Syak.g_02350
OG0000888	Prbh.g_01728	Syak.g_02348
OG0000889	Prbh.g_01726	Syak.g_02346
OG0000890	Prbh.g_01725	Syak.g_02334
OG0000891	Prbh.g_01724	Syak.g_02333
OG0000892	Prbh.g_01723	Syak.g_02329
OG0000893	Prbh.g_01719	Syak.g_01393
OG0000894	Prbh.g_01716	Syak.g_01390
OG0000895	Prbh.g_01712	Syak.g_01386
OG0000896	Prbh.g_01711	Syak.g_01385
OG0000897	Prbh.g_01709	Syak.g_01383
OG0000898	Prbh.g_01708	Syak.g_01382
OG0000899	Prbh.g_01707	Syak.g_01381
OG0000900	Prbh.g_01706	Syak.g_01380
OG0000901	Prbh.g_01703	Syak.g_01375
OG0000902	Prbh.g_01701	Syak.g_01368
OG0000903	Prbh.g_01697	Syak.g_01353
OG0000904	Prbh.g_01692	Syak.g_01358
OG0000905	Prbh.g_01699	Syak.g_01363
OG0000906	Prbh.g_01700	Syak.g_01366
OG0000907	Prbh.g_01687	Syak.g_01351
OG0000908	Prbh.g_01684	Syak.g_01348
OG0000909	Prbh.g_01683	Syak.g_01347
OG0000910	Prbh.g_01682	Syak.g_01346
OG0000911	Prbh.g_01680	Syak.g_01344
OG0000912	Prbh.g_01679	Syak.g_01343
OG0000913	Prbh.g_01678	Syak.g_01342
OG0000914	Prbh.g_01677	Syak.g_01341
OG0000915	Prbh.g_01676	Syak.g_01339
OG0000916	Prbh.g_01675	Syak.g_01338
OG0000917	Prbh.g_01674	Syak.g_01337
OG0000918	Prbh.g_01673	Syak.g_01336
OG0000919	Prbh.g_01672	Syak.g_01335
OG0000920	Prbh.g_01671	Syak.g_01334
OG0000921	Prbh.g_01670	Syak.g_01333
OG0000922	Prbh.g_01669	Syak.g_01332
OG0000923	Prbh.g_01665	Syak.g_01328
OG0000924	Prbh.g_01664	Syak.g_01327
OG0000925	Prbh.g_01663	Syak.g_01326
OG0000926	Prbh.g_01662	Syak.g_01325
OG0000927	Prbh.g_01660	Syak.g_01323
OG0000928	Prbh.g_01659	Syak.g_01322
OG0000929	Prbh.g_01658	Syak.g_01321
OG0000930	Prbh.g_01657	Syak.g_01320
OG0000931	Prbh.g_01656	Syak.g_01319
OG0000932	Prbh.g_01655	Syak.g_01318
OG0000933	Prbh.g_01651	Syak.g_01312
OG0000934	Prbh.g_01649	Syak.g_01310
OG0000935	Prbh.g_01648	Syak.g_01309
OG0000936	Prbh.g_01647	Syak.g_01308
OG0000937	Prbh.g_01646	Syak.g_01307
OG0000938	Prbh.g_01643	Syak.g_01304
OG0000939	Prbh.g_01642	Syak.g_01303
OG0000940	Prbh.g_01635	Syak.g_01297
OG0000941	Prbh.g_01633	Syak.g_01295
OG0000942	Prbh.g_01631	Syak.g_01293
OG0000943	Prbh.g_01630	Syak.g_01292
OG0000944	Prbh.g_01628	Syak.g_01290
OG0000945	Prbh.g_01627	Syak.g_01288
OG0000946	Prbh.g_01621	Syak.g_01283
OG0000947	Prbh.g_01619	Syak.g_01280
OG0000948	Prbh.g_01618	Syak.g_01279
OG0000949	Prbh.g_01615	Syak.g_01551
OG0000950	Prbh.g_01608	Syak.g_01562
OG0000951	Prbh.g_01604	Syak.g_01569
OG0000952	Prbh.g_01600	Syak.g_01574
OG0000953	Prbh.g_01596	Syak.g_01627
OG0000954	Prbh.g_01592	Syak.g_01633
OG0000955	Prbh.g_01591	Syak.g_01634
OG0000956	Prbh.g_01589	Syak.g_01636
OG0000957	Prbh.g_01583	Syak.g_01648
OG0000958	Prbh.g_01582	Syak.g_01649
OG0000959	Prbh.g_01578	Syak.g_01653
OG0000960	Prbh.g_01577	Syak.g_01654
OG0000961	Prbh.g_01574	Syak.g_01679
OG0000962	Prbh.g_01572	Syak.g_01682
OG0000963	Prbh.g_01568	Syak.g_01687
OG0000964	Prbh.g_01567	Syak.g_01688
OG0000965	Prbh.g_01566	Syak.g_01689
OG0000966	Prbh.g_01560	Syak.g_01711
OG0000967	Prbh.g_01556	Syak.g_01715
OG0000968	Prbh.g_01554	Syak.g_01719
OG0000969	Prbh.g_01553	Syak.g_01721
OG0000970	Prbh.g_01552	Syak.g_01722
OG0000971	Prbh.g_01551	Syak.g_01724
OG0000972	Prbh.g_01550	Syak.g_01725
OG0000973	Prbh.g_01549	Syak.g_01726
OG0000974	Prbh.g_01548	Syak.g_01727
OG0000975	Prbh.g_01547	Syak.g_01728
OG0000976	Prbh.g_01546	Syak.g_01729
OG0000977	Prbh.g_01545	Syak.g_01731
OG0000978	Prbh.g_01544	Syak.g_01732
OG0000979	Prbh.g_01541	Syak.g_01735
OG0000980	Prbh.g_01539	Syak.g_01738
OG0000981	Prbh.g_01536	Syak.g_01741
OG0000982	Prbh.g_01534	Syak.g_01941
OG0000983	Prbh.g_01533	Syak.g_01940
OG0000984	Prbh.g_01532	Syak.g_01939
OG0000985	Prbh.g_01529	Syak.g_01935
OG0000986	Prbh.g_01527	Syak.g_01933
OG0000987	Prbh.g_01526	Syak.g_01931
OG0000988	Prbh.g_01523	Syak.g_01925
OG0000989	Prbh.g_01519	Syak.g_01912
OG0000990	Prbh.g_01514	Syak.g_01900
OG0000991	Prbh.g_01513	Syak.g_01896
OG0000992	Prbh.g_01510	Syak.g_01893
OG0000993	Prbh.g_01509	Syak.g_01892
OG0000994	Prbh.g_01508	Syak.g_01889
OG0000995	Prbh.g_01504	Syak.g_01880
OG0000996	Prbh.g_01503	Syak.g_01839
OG0000997	Prbh.g_01501	Syak.g_01828
OG0000998	Prbh.g_01499	Syak.g_01826
OG0000999	Prbh.g_01498	Syak.g_01825
OG0001000	Prbh.g_01495	Syak.g_01821
OG0001001	Prbh.g_01490	Syak.g_01814
OG0001002	Prbh.g_01485	Syak.g_01807
OG0001003	Prbh.g_01484	Syak.g_01806
OG0001004	Prbh.g_01483	Syak.g_01805
OG0001005	Prbh.g_01482	Syak.g_01804
OG0001006	Prbh.g_01478	Syak.g_01797
OG0001007	Prbh.g_01476	Syak.g_01795
OG0001008	Prbh.g_00395	Syak.g_01190
OG0001009	Prbh.g_00753	Syak.g_01762
OG0001010	Prbh.g_00752	Syak.g_01761
OG0001011	Prbh.g_00751	Syak.g_01759
OG0001012	Prbh.g_00739	Syak.g_01946
OG0001013	Prbh.g_00732	Syak.g_01969
OG0001014	Prbh.g_00729	Syak.g_01975
OG0001015	Prbh.g_00728	Syak.g_01976
OG0001016	Prbh.g_00709	Syak.g_02250
OG0001017	Prbh.g_00705	Syak.g_02244
OG0001018	Prbh.g_00703	Syak.g_02242
OG0001019	Prbh.g_00694	Syak.g_02218
OG0001020	Prbh.g_00693	Syak.g_02214
OG0001021	Prbh.g_00692	Syak.g_02210
OG0001022	Prbh.g_00689	Syak.g_02205
OG0001023	Prbh.g_00688	Syak.g_02204
OG0001024	Prbh.g_00685	Syak.g_02201
OG0001025	Prbh.g_00678	Syak.g_02195
OG0001026	Prbh.g_00670	Syak.g_02182
OG0001027	Prbh.g_00669	Syak.g_02178
OG0001028	Prbh.g_00667	Syak.g_02176
OG0001029	Prbh.g_00666	Syak.g_02174
OG0001030	Prbh.g_00650	Syak.g_02153
OG0001031	Prbh.g_00596	Syak.g_02079
OG0001032	Prbh.g_00595	Syak.g_02077
OG0001033	Prbh.g_00574	Syak.g_02037
OG0001034	Prbh.g_00544	Syak.g_02305
OG0001035	Prbh.g_00524	Syak.g_01422
OG0001036	Prbh.g_00520	Syak.g_01427
OG0001037	Prbh.g_00519	Syak.g_01429
OG0001038	Prbh.g_00501	Syak.g_01457
OG0001039	Prbh.g_00498	Syak.g_01460
OG0001040	Prbh.g_00496	Syak.g_01463
OG0001041	Prbh.g_00491	Syak.g_01468
OG0001042	Prbh.g_00474	Syak.g_01500
OG0001043	Prbh.g_00473	Syak.g_01504
OG0001044	Prbh.g_00440	Syak.g_01247
OG0001045	Prbh.g_00430	Syak.g_01234
OG0001046	Prbh.g_01877	Syak.g_00479
OG0001047	Prbh.g_00393	Syak.g_01188
OG0001048	Prbh.g_00392	Syak.g_01187
OG0001049	Prbh.g_00390	Syak.g_01184
OG0001050	Prbh.g_00389	Syak.g_01183
OG0001051	Prbh.g_00388	Syak.g_01182
OG0001052	Prbh.g_00360	Syak.g_01122
OG0001053	Prbh.g_00348	Syak.g_02577
OG0001054	Prbh.g_00333	Syak.g_02596
OG0001055	Prbh.g_00313	Syak.g_02617
OG0001056	Prbh.g_00293	Syak.g_02645
OG0001057	Prbh.g_00289	Syak.g_00964
OG0001058	Prbh.g_00281	Syak.g_02668
OG0001060	Prbh.g_00270	Syak.g_02677
OG0001061	Prbh.g_00255	Syak.g_02697
OG0001062	Prbh.g_00253	Syak.g_02699
OG0001063	Prbh.g_00251	Syak.g_02704
OG0001064	Prbh.g_00250	Syak.g_02705
OG0001065	Prbh.g_00249	Syak.g_02706
OG0001066	Prbh.g_00248	Syak.g_02707
OG0001067	Prbh.g_00247	Syak.g_02708
OG0001068	Prbh.g_00246	Syak.g_02709
OG0001069	Prbh.g_00245	Syak.g_02710
OG0001070	Prbh.g_00243	Syak.g_02714
OG0001071	Prbh.g_00242	Syak.g_02715
OG0001072	Prbh.g_00240	Syak.g_02721
OG0001073	Prbh.g_00226	Syak.g_02736
OG0001074	Prbh.g_00214	Syak.g_00098
OG0001075	Prbh.g_00213	Syak.g_02760
OG0001076	Prbh.g_01459	Syak.g_00011
OG0001077	Prbh.g_01453	Syak.g_00024
OG0001078	Prbh.g_01217	Syak.g_00036
OG0001079	Prbh.g_01206	Syak.g_00049
OG0001080	Prbh.g_01200	Syak.g_00264
OG0001081	Prbh.g_01198	Syak.g_00327
OG0001082	Prbh.g_01197	Syak.g_00328
OG0001083	Prbh.g_01192	Syak.g_00336
OG0001084	Prbh.g_01191	Syak.g_00337
OG0001085	Prbh.g_00904	Syak.g_00354
OG0001086	Prbh.g_00905	Syak.g_00356
OG0001087	Prbh.g_00923	Syak.g_00691
OG0001088	Prbh.g_00924	Syak.g_00694
OG0001089	Prbh.g_00935	Syak.g_00722
OG0001090	Prbh.g_00946	Syak.g_00806
OG0001091	Prbh.g_01170	Syak.g_00804
OG0001092	Prbh.g_01169	Syak.g_00801
OG0001093	Prbh.g_01164	Syak.g_00794
OG0001094	Prbh.g_01171	Syak.g_00428
OG0001095	Prbh.g_00966	Syak.g_00448
OG0001096	Prbh.g_00980	Syak.g_00623
OG0001097	Prbh.g_00999	Syak.g_00598
OG0001098	Prbh.g_01019	Syak.g_00578
OG0001099	Prbh.g_00861	Syak.g_02175
OG0001100	Prbh.g_00870	Syak.g_00365
OG0001101	Prbh.g_00872	Syak.g_00367
OG0001102	Prbh.g_00875	Syak.g_00370
OG0001103	Prbh.g_00877	Syak.g_00372
OG0001104	Prbh.g_00899	Syak.g_00410
OG0001105	Prbh.g_00903	Syak.g_00414
OG0001106	Prbh.g_01074	Syak.g_00518
OG0001107	Prbh.g_01084	Syak.g_00505
OG0001108	Prbh.g_01088	Syak.g_00497
OG0001109	Prbh.g_01089	Syak.g_00495
OG0001110	Prbh.g_01091	Syak.g_00493
OG0001111	Prbh.g_01092	Syak.g_00491
OG0001112	Prbh.g_01093	Syak.g_00489
OG0001113	Prbh.g_01094	Syak.g_00406
OG0001114	Prbh.g_01095	Syak.g_00488
OG0001115	Prbh.g_01097	Syak.g_00484
OG0001116	Prbh.g_01098	Syak.g_00482
OG0001117	Prbh.g_01099	Syak.g_00481
OG0001118	Prbh.g_01100	Syak.g_00480
OG0001119	Prbh.g_01101	Syak.g_00478
OG0001120	Prbh.g_01102	Syak.g_00474
OG0001123	Prbh.g_01124	Syak.g_00650
OG0001124	Prbh.g_01126	Syak.g_00652
OG0001125	Prbh.g_01128	Syak.g_00654
OG0001126	Prbh.g_01042	Syak.g_00757
OG0001127	Prbh.g_01041	Syak.g_00756
