Orthogroup	Prbh	Syap
OG0000584	Prbh.g_00219	Syap.g_01530
OG0000585	Prbh.g_00217	Syap.g_01526
OG0000586	Prbh.g_00216	Syap.g_01525
OG0000587	Prbh.g_00215	Syap.g_01523
OG0000588	Prbh.g_01465	Syap.g_00776
OG0000589	Prbh.g_01462	Syap.g_00941
OG0000590	Prbh.g_01461	Syap.g_00940
OG0000591	Prbh.g_01457	Syap.g_01289
OG0000592	Prbh.g_01456	Syap.g_01288
OG0000593	Prbh.g_01221	Syap.g_00890
OG0000594	Prbh.g_01220	Syap.g_00891
OG0000595	Prbh.g_01219	Syap.g_00892
OG0000596	Prbh.g_01216	Syap.g_00898
OG0000597	Prbh.g_01213	Syap.g_00903
OG0000598	Prbh.g_01212	Syap.g_00904
OG0000599	Prbh.g_01209	Syap.g_00908
OG0000600	Prbh.g_01208	Syap.g_00909
OG0000601	Prbh.g_01207	Syap.g_00910
OG0000602	Prbh.g_01205	Syap.g_00640
OG0000603	Prbh.g_01204	Syap.g_00641
OG0000604	Prbh.g_01203	Syap.g_02769
OG0000605	Prbh.g_01202	Syap.g_02501, Syap.g_02771
OG0000606	Prbh.g_01199	Syap.g_02506
OG0000607	Prbh.g_01196	Syap.g_00093
OG0000608	Prbh.g_01195	Syap.g_00094
OG0000609	Prbh.g_01194	Syap.g_00096
OG0000610	Prbh.g_01188	Syap.g_01963
OG0000611	Prbh.g_01185	Syap.g_01958
OG0000612	Prbh.g_01184	Syap.g_01957
OG0000613	Prbh.g_00907	Syap.g_02480
OG0000615	Prbh.g_00939	Syap.g_00154
OG0000616	Prbh.g_01487	Syap.g_00127
OG0000617	Prbh.g_01167	Syap.g_00513
OG0000618	Prbh.g_01166	Syap.g_00514
OG0000619	Prbh.g_01165	Syap.g_00515
OG0000620	Prbh.g_01162	Syap.g_00520
OG0000621	Prbh.g_01161	Syap.g_00521
OG0000622	Prbh.g_01160	Syap.g_00523
OG0000623	Prbh.g_01159	Syap.g_00526
OG0000624	Prbh.g_01157	Syap.g_00527
OG0000625	Prbh.g_01156	Syap.g_00528
OG0000626	Prbh.g_01155	Syap.g_00529
OG0000627	Prbh.g_01154	Syap.g_00848
OG0000628	Prbh.g_01153	Syap.g_00850
OG0000629	Prbh.g_01151	Syap.g_02334
OG0000630	Prbh.g_01148	Syap.g_02793
OG0000631	Prbh.g_01056	Syap.g_01724
OG0000632	Prbh.g_01057	Syap.g_01725
OG0000633	Prbh.g_01058	Syap.g_01726
OG0000634	Prbh.g_00949	Syap.g_00190
OG0000635	Prbh.g_00950	Syap.g_00191
OG0000636	Prbh.g_00952	Syap.g_00193
OG0000637	Prbh.g_00954	Syap.g_00195
OG0000638	Prbh.g_00955	Syap.g_00196
OG0000639	Prbh.g_00956	Syap.g_00197
OG0000640	Prbh.g_00957	Syap.g_00198
OG0000641	Prbh.g_00961	Syap.g_00203
OG0000642	Prbh.g_00962	Syap.g_02732
OG0000643	Prbh.g_00963	Syap.g_02731
OG0000644	Prbh.g_00964	Syap.g_02730
OG0000645	Prbh.g_00965	Syap.g_02726
OG0000646	Prbh.g_00967	Syap.g_02723
OG0000647	Prbh.g_00969	Syap.g_02721
OG0000648	Prbh.g_00971	Syap.g_02719
OG0000649	Prbh.g_00972	Syap.g_02718
OG0000650	Prbh.g_00973	Syap.g_02717
OG0000651	Prbh.g_00974	Syap.g_02716
OG0000652	Prbh.g_00975	Syap.g_02715
OG0000653	Prbh.g_00977	Syap.g_02713
OG0000654	Prbh.g_00978	Syap.g_02711
OG0000655	Prbh.g_00979	Syap.g_02710
OG0000656	Prbh.g_00982	Syap.g_02706
OG0000657	Prbh.g_00989	Syap.g_01845
OG0000658	Prbh.g_00991	Syap.g_01841
OG0000659	Prbh.g_00992	Syap.g_01840
OG0000660	Prbh.g_00996	Syap.g_01835
OG0000662	Prbh.g_01001	Syap.g_00823
OG0000663	Prbh.g_01003	Syap.g_00826
OG0000664	Prbh.g_01004	Syap.g_00828
OG0000665	Prbh.g_01010	Syap.g_02331
OG0000666	Prbh.g_01011	Syap.g_01573
OG0000667	Prbh.g_01015	Syap.g_01979
OG0000668	Prbh.g_00857	Syap.g_02765
OG0000669	Prbh.g_00868	Syap.g_02371
OG0000670	Prbh.g_00871	Syap.g_02368
OG0000671	Prbh.g_00873	Syap.g_01260
OG0000672	Prbh.g_00876	Syap.g_01257
OG0000673	Prbh.g_00879	Syap.g_01253
OG0000674	Prbh.g_00881	Syap.g_01251
OG0000675	Prbh.g_00882	Syap.g_01250
OG0000676	Prbh.g_00884	Syap.g_01248
OG0000677	Prbh.g_00885	Syap.g_01246
OG0000678	Prbh.g_00887	Syap.g_01239
OG0000679	Prbh.g_00891	Syap.g_00157
OG0000680	Prbh.g_00892	Syap.g_00158
OG0000681	Prbh.g_00895	Syap.g_00163
OG0000682	Prbh.g_00896	Syap.g_00165
OG0000683	Prbh.g_00897	Syap.g_00166
OG0000684	Prbh.g_00898	Syap.g_00169
OG0000685	Prbh.g_00900	Syap.g_00172
OG0000686	Prbh.g_00901	Syap.g_00173
OG0000687	Prbh.g_00902	Syap.g_00174
OG0000688	Prbh.g_01179	Syap.g_00178
OG0000689	Prbh.g_01178	Syap.g_00180
OG0000690	Prbh.g_01177	Syap.g_00181
OG0000691	Prbh.g_01176	Syap.g_00182
OG0000692	Prbh.g_01174	Syap.g_00184
OG0000693	Prbh.g_01173	Syap.g_00185
OG0000694	Prbh.g_01172	Syap.g_00186
OG0000695	Prbh.g_01060	Syap.g_01729
OG0000696	Prbh.g_01061	Syap.g_01730
OG0000697	Prbh.g_01062	Syap.g_01734
OG0000698	Prbh.g_01065	Syap.g_01737
OG0000699	Prbh.g_01066	Syap.g_01738
OG0000700	Prbh.g_01067	Syap.g_01739
OG0000701	Prbh.g_01068	Syap.g_01740
OG0000702	Prbh.g_01070	Syap.g_01747
OG0000703	Prbh.g_01071	Syap.g_01750
OG0000704	Prbh.g_01073	Syap.g_01753
OG0000705	Prbh.g_01079	Syap.g_02022
OG0000706	Prbh.g_01080	Syap.g_02020
OG0000707	Prbh.g_01081	Syap.g_02019
OG0000708	Prbh.g_01083	Syap.g_02016
OG0000709	Prbh.g_01087	Syap.g_00121
OG0000711	Prbh.g_01106	Syap.g_02686
OG0000712	Prbh.g_01107	Syap.g_02688
OG0000713	Prbh.g_01108	Syap.g_02689
OG0000714	Prbh.g_01109	Syap.g_02691
OG0000715	Prbh.g_01111	Syap.g_02693
OG0000716	Prbh.g_01113	Syap.g_02696
OG0000717	Prbh.g_01114	Syap.g_02697
OG0000718	Prbh.g_01116	Syap.g_02701
OG0000719	Prbh.g_01118	Syap.g_02767
OG0000720	Prbh.g_01129	Syap.g_02780
OG0000721	Prbh.g_01133	Syap.g_02782
OG0000722	Prbh.g_01134	Syap.g_02783
OG0000723	Prbh.g_01138	Syap.g_00532
OG0000725	Prbh.g_01030	Syap.g_01559
OG0000726	Prbh.g_01029	Syap.g_01560
OG0000727	Prbh.g_01028	Syap.g_01561
OG0000728	Prbh.g_01026	Syap.g_01564
OG0000729	Prbh.g_01351	Syap.g_01122
OG0000730	Prbh.g_01325	Syap.g_00572
OG0000731	Prbh.g_00432	Syap.g_00560
OG0000733	Prbh.g_01867	Syap.g_01971
OG0000734	Prbh.g_01299	Syap.g_02628
OG0000735	Prbh.g_01297	Syap.g_00244
OG0000736	Prbh.g_01296	Syap.g_00243
OG0000737	Prbh.g_01295	Syap.g_00242
OG0000738	Prbh.g_01291	Syap.g_00236
OG0000739	Prbh.g_01290	Syap.g_00235
OG0000740	Prbh.g_01289	Syap.g_00234
OG0000741	Prbh.g_01287	Syap.g_00231
OG0000742	Prbh.g_01284	Syap.g_00229
OG0000743	Prbh.g_01282	Syap.g_00226
OG0000744	Prbh.g_01280	Syap.g_00225
OG0000745	Prbh.g_01279	Syap.g_00222
OG0000746	Prbh.g_01277	Syap.g_00220
OG0000747	Prbh.g_01276	Syap.g_00219
OG0000748	Prbh.g_01272	Syap.g_00212
OG0000749	Prbh.g_01271	Syap.g_00211
OG0000750	Prbh.g_01270	Syap.g_00210
OG0000751	Prbh.g_01267	Syap.g_00205
OG0000752	Prbh.g_01265	Syap.g_01793
OG0000753	Prbh.g_01262	Syap.g_02775
OG0000754	Prbh.g_01260	Syap.g_01883
OG0000755	Prbh.g_01254	Syap.g_01893
OG0000757	Prbh.g_01246	Syap.g_00427
OG0000758	Prbh.g_01245	Syap.g_00428
OG0000759	Prbh.g_01244	Syap.g_00429
OG0000760	Prbh.g_01243	Syap.g_00430
OG0000761	Prbh.g_01242	Syap.g_00431
OG0000762	Prbh.g_01241	Syap.g_00434
OG0000763	Prbh.g_01239	Syap.g_02624
OG0000764	Prbh.g_01238	Syap.g_02623
OG0000765	Prbh.g_01230	Syap.g_02440
OG0000766	Prbh.g_01229	Syap.g_02439
OG0000767	Prbh.g_01227	Syap.g_02437
OG0000768	Prbh.g_01226	Syap.g_02436
OG0000769	Prbh.g_01224	Syap.g_02434
OG0000770	Prbh.g_01451	Syap.g_02431
OG0000772	Prbh.g_01845	Syap.g_02295
OG0000773	Prbh.g_01364	Syap.g_00885
OG0000774	Prbh.g_01366	Syap.g_01473
OG0000775	Prbh.g_01368	Syap.g_01475
OG0000776	Prbh.g_01369	Syap.g_01476
OG0000777	Prbh.g_01370	Syap.g_01478
OG0000778	Prbh.g_01371	Syap.g_01479
OG0000779	Prbh.g_01375	Syap.g_01494
OG0000780	Prbh.g_01376	Syap.g_01496
OG0000781	Prbh.g_01379	Syap.g_02609
OG0000782	Prbh.g_01380	Syap.g_02611
OG0000783	Prbh.g_01381	Syap.g_02612
OG0000784	Prbh.g_01382	Syap.g_02613
OG0000785	Prbh.g_01384	Syap.g_02281
OG0000786	Prbh.g_01387	Syap.g_02287
OG0000787	Prbh.g_01388	Syap.g_02288
OG0000788	Prbh.g_00206	Syap.g_01932
OG0000789	Prbh.g_00196	Syap.g_00372
OG0000791	Prbh.g_00016	Syap.g_02520
OG0000792	Prbh.g_00017	Syap.g_02519
OG0000793	Prbh.g_00021	Syap.g_02141
OG0000794	Prbh.g_00022	Syap.g_02200
OG0000795	Prbh.g_00023	Syap.g_02199
OG0000796	Prbh.g_00027	Syap.g_02448
OG0000797	Prbh.g_00028	Syap.g_02449
OG0000798	Prbh.g_00033	Syap.g_01363
OG0000798	Prbh.g_00062	Syap.g_01269
OG0000799	Prbh.g_00079	Syap.g_02488
OG0000800	Prbh.g_00080	Syap.g_02487
OG0000801	Prbh.g_00081	Syap.g_02486
OG0000802	Prbh.g_00083	Syap.g_02659
OG0000803	Prbh.g_00085	Syap.g_02109
OG0000804	Prbh.g_00086	Syap.g_02113
OG0000805	Prbh.g_00088	Syap.g_02115
OG0000806	Prbh.g_00090	Syap.g_02117
OG0000807	Prbh.g_00091	Syap.g_02118
OG0000808	Prbh.g_00092	Syap.g_02119
OG0000809	Prbh.g_00094	Syap.g_02122
OG0000810	Prbh.g_00095	Syap.g_02124
OG0000811	Prbh.g_00102	Syap.g_02472
OG0000812	Prbh.g_00104	Syap.g_02474
OG0000813	Prbh.g_00105	Syap.g_02475
OG0000814	Prbh.g_00107	Syap.g_02753
OG0000815	Prbh.g_00108	Syap.g_02752
OG0000816	Prbh.g_00110	Syap.g_02289
OG0000817	Prbh.g_00111	Syap.g_02527
OG0000818	Prbh.g_00116	Syap.g_02001
OG0000819	Prbh.g_00117	Syap.g_02002
OG0000820	Prbh.g_00118	Syap.g_02003
OG0000821	Prbh.g_00122	Syap.g_02009
OG0000822	Prbh.g_00123	Syap.g_02011
OG0000824	Prbh.g_00127	Syap.g_00008
OG0000825	Prbh.g_00128	Syap.g_00009
OG0000826	Prbh.g_00129	Syap.g_00010
OG0000827	Prbh.g_00130	Syap.g_00011
OG0000828	Prbh.g_00133	Syap.g_00014
OG0000829	Prbh.g_00134	Syap.g_00015
OG0000830	Prbh.g_00135	Syap.g_00016
OG0000831	Prbh.g_00137	Syap.g_00019
OG0000832	Prbh.g_00147	Syap.g_00752
OG0000833	Prbh.g_00156	Syap.g_00021
OG0000834	Prbh.g_00157	Syap.g_00023
OG0000835	Prbh.g_00158	Syap.g_00024
OG0000836	Prbh.g_00159	Syap.g_00026
OG0000837	Prbh.g_00160	Syap.g_00027
OG0000838	Prbh.g_00163	Syap.g_00031
OG0000839	Prbh.g_00164	Syap.g_00032
OG0000840	Prbh.g_00165	Syap.g_00033
OG0000841	Prbh.g_00166	Syap.g_00034
OG0000842	Prbh.g_00167	Syap.g_00035
OG0000843	Prbh.g_00168	Syap.g_00036
OG0000844	Prbh.g_00169	Syap.g_00039
OG0000845	Prbh.g_00170	Syap.g_00040
OG0000846	Prbh.g_00171	Syap.g_00042
OG0000847	Prbh.g_00172	Syap.g_00043
OG0000848	Prbh.g_00173	Syap.g_00045
OG0000849	Prbh.g_00174	Syap.g_00046
OG0000850	Prbh.g_00176	Syap.g_00310
OG0000851	Prbh.g_00177	Syap.g_01214
OG0000852	Prbh.g_00178	Syap.g_01215
OG0000853	Prbh.g_00183	Syap.g_01219
OG0000854	Prbh.g_00185	Syap.g_01222
OG0000855	Prbh.g_00186	Syap.g_01223
OG0000856	Prbh.g_01454	Syap.g_01286
OG0000857	Prbh.g_00968	Syap.g_02722
OG0000858	Prbh.g_01789	Syap.g_00612
OG0000859	Prbh.g_01788	Syap.g_00613
OG0000860	Prbh.g_01780	Syap.g_00623
OG0000861	Prbh.g_01779	Syap.g_02789
OG0000862	Prbh.g_01778	Syap.g_01789
OG0000863	Prbh.g_01776	Syap.g_01784
OG0000864	Prbh.g_01775	Syap.g_01783
OG0000865	Prbh.g_01774	Syap.g_01781, Syap.g_01782
OG0000866	Prbh.g_01773	Syap.g_01780
OG0000867	Prbh.g_01772	Syap.g_01779
OG0000868	Prbh.g_01770	Syap.g_01775
OG0000869	Prbh.g_01767	Syap.g_01770
OG0000870	Prbh.g_01762	Syap.g_01401
OG0000871	Prbh.g_01761	Syap.g_01400
OG0000872	Prbh.g_01760	Syap.g_01394
OG0000873	Prbh.g_01757	Syap.g_01390
OG0000874	Prbh.g_01754	Syap.g_01388
OG0000875	Prbh.g_01752	Syap.g_01386
OG0000876	Prbh.g_01751	Syap.g_00822
OG0000877	Prbh.g_01749	Syap.g_01380
OG0000878	Prbh.g_01748	Syap.g_01378
OG0000879	Prbh.g_01747	Syap.g_01377
OG0000880	Prbh.g_01746	Syap.g_01376
OG0000882	Prbh.g_01737	Syap.g_01516
OG0000883	Prbh.g_01735	Syap.g_01511
OG0000884	Prbh.g_01733	Syap.g_01509
OG0000885	Prbh.g_01732	Syap.g_01508
OG0000886	Prbh.g_01731	Syap.g_01507
OG0000887	Prbh.g_01730	Syap.g_01506
OG0000888	Prbh.g_01728	Syap.g_01504
OG0000889	Prbh.g_01726	Syap.g_01502
OG0000890	Prbh.g_01725	Syap.g_01499
OG0000891	Prbh.g_01724	Syap.g_01498
OG0000892	Prbh.g_01723	Syap.g_02671
OG0000893	Prbh.g_01719	Syap.g_02497
OG0000894	Prbh.g_01716	Syap.g_02679
OG0000895	Prbh.g_01712	Syap.g_00546
OG0000896	Prbh.g_01711	Syap.g_00545
OG0000897	Prbh.g_01709	Syap.g_00543
OG0000898	Prbh.g_01708	Syap.g_00542
OG0000899	Prbh.g_01707	Syap.g_00541
OG0000900	Prbh.g_01706	Syap.g_00540
OG0000901	Prbh.g_01703	Syap.g_01930
OG0000902	Prbh.g_01701	Syap.g_01929
OG0000903	Prbh.g_01697	Syap.g_01916
OG0000904	Prbh.g_01692	Syap.g_01922
OG0000905	Prbh.g_01699	Syap.g_01925
OG0000906	Prbh.g_01700	Syap.g_01927
OG0000907	Prbh.g_01687	Syap.g_01914
OG0000908	Prbh.g_01684	Syap.g_01235
OG0000909	Prbh.g_01683	Syap.g_01236
OG0000910	Prbh.g_01682	Syap.g_01237
OG0000911	Prbh.g_01680	Syap.g_00511
OG0000912	Prbh.g_01679	Syap.g_00510
OG0000913	Prbh.g_01678	Syap.g_00509
OG0000914	Prbh.g_01677	Syap.g_00508
OG0000915	Prbh.g_01676	Syap.g_00506
OG0000916	Prbh.g_01675	Syap.g_00505
OG0000917	Prbh.g_01674	Syap.g_00504
OG0000918	Prbh.g_01673	Syap.g_00503
OG0000919	Prbh.g_01672	Syap.g_00502
OG0000920	Prbh.g_01671	Syap.g_00501
OG0000921	Prbh.g_01670	Syap.g_00500
OG0000922	Prbh.g_01669	Syap.g_00499
OG0000923	Prbh.g_01665	Syap.g_00495
OG0000924	Prbh.g_01664	Syap.g_00494
OG0000925	Prbh.g_01663	Syap.g_00493
OG0000926	Prbh.g_01662	Syap.g_00492
OG0000927	Prbh.g_01660	Syap.g_00490
OG0000928	Prbh.g_01659	Syap.g_00489
OG0000929	Prbh.g_01658	Syap.g_00488
OG0000930	Prbh.g_01657	Syap.g_00487
OG0000931	Prbh.g_01656	Syap.g_00486
OG0000932	Prbh.g_01655	Syap.g_00485
OG0000933	Prbh.g_01651	Syap.g_00479
OG0000934	Prbh.g_01649	Syap.g_00477
OG0000935	Prbh.g_01648	Syap.g_00476
OG0000936	Prbh.g_01647	Syap.g_00475
OG0000937	Prbh.g_01646	Syap.g_00474
OG0000938	Prbh.g_01643	Syap.g_00471
OG0000939	Prbh.g_01642	Syap.g_00469
OG0000940	Prbh.g_01635	Syap.g_00460
OG0000941	Prbh.g_01633	Syap.g_00458
OG0000942	Prbh.g_01631	Syap.g_00606
OG0000943	Prbh.g_01630	Syap.g_00604
OG0000944	Prbh.g_01628	Syap.g_00602
OG0000945	Prbh.g_01627	Syap.g_00601
OG0000946	Prbh.g_01621	Syap.g_00595
OG0000947	Prbh.g_01619	Syap.g_00591
OG0000948	Prbh.g_01618	Syap.g_00590
OG0000949	Prbh.g_01615	Syap.g_01051
OG0000950	Prbh.g_01608	Syap.g_01061
OG0000951	Prbh.g_01604	Syap.g_01070
OG0000952	Prbh.g_01600	Syap.g_01074
OG0000953	Prbh.g_01596	Syap.g_01078
OG0000954	Prbh.g_01592	Syap.g_01089
OG0000955	Prbh.g_01591	Syap.g_01090
OG0000956	Prbh.g_01589	Syap.g_01092
OG0000957	Prbh.g_01583	Syap.g_01109
OG0000958	Prbh.g_01582	Syap.g_01110
OG0000959	Prbh.g_01578	Syap.g_01114
OG0000960	Prbh.g_01577	Syap.g_01115
OG0000961	Prbh.g_01574	Syap.g_02170
OG0000962	Prbh.g_01572	Syap.g_01121
OG0000963	Prbh.g_01568	Syap.g_01124
OG0000964	Prbh.g_01567	Syap.g_01125
OG0000965	Prbh.g_01566	Syap.g_01126
OG0000966	Prbh.g_01560	Syap.g_01141
OG0000967	Prbh.g_01556	Syap.g_00633
OG0000968	Prbh.g_01554	Syap.g_00998
OG0000969	Prbh.g_01553	Syap.g_00996
OG0000970	Prbh.g_01552	Syap.g_00995
OG0000971	Prbh.g_01551	Syap.g_00993
OG0000972	Prbh.g_01550	Syap.g_00992
OG0000973	Prbh.g_01549	Syap.g_00991
OG0000974	Prbh.g_01548	Syap.g_00990
OG0000975	Prbh.g_01547	Syap.g_00989
OG0000976	Prbh.g_01546	Syap.g_00988
OG0000977	Prbh.g_01545	Syap.g_00986
OG0000978	Prbh.g_01544	Syap.g_00985
OG0000979	Prbh.g_01541	Syap.g_00980
OG0000980	Prbh.g_01539	Syap.g_00977
OG0000981	Prbh.g_01536	Syap.g_01812
OG0000982	Prbh.g_01534	Syap.g_00132
OG0000983	Prbh.g_01533	Syap.g_00134
OG0000984	Prbh.g_01532	Syap.g_00135
OG0000985	Prbh.g_01529	Syap.g_00140
OG0000986	Prbh.g_01527	Syap.g_01044
OG0000987	Prbh.g_01526	Syap.g_01033
OG0000988	Prbh.g_01523	Syap.g_01027
OG0000989	Prbh.g_01519	Syap.g_01011
OG0000990	Prbh.g_01514	Syap.g_02087
OG0000991	Prbh.g_01513	Syap.g_02091
OG0000992	Prbh.g_01510	Syap.g_02095
OG0000993	Prbh.g_01509	Syap.g_02097
OG0000994	Prbh.g_01508	Syap.g_02101
OG0000996	Prbh.g_01503	Syap.g_01817
OG0000997	Prbh.g_01501	Syap.g_02590
OG0000998	Prbh.g_01499	Syap.g_02591
OG0000999	Prbh.g_01498	Syap.g_02592
OG0001001	Prbh.g_01490	Syap.g_02605
OG0001002	Prbh.g_01485	Syap.g_00124
OG0001003	Prbh.g_01484	Syap.g_02310
OG0001004	Prbh.g_01483	Syap.g_02311
OG0001005	Prbh.g_01482	Syap.g_02312
OG0001006	Prbh.g_01478	Syap.g_00053
OG0001007	Prbh.g_01476	Syap.g_00055
OG0001008	Prbh.g_00395	Syap.g_02060
OG0001012	Prbh.g_00739	Syap.g_00371
OG0001013	Prbh.g_00732	Syap.g_01325
OG0001016	Prbh.g_00709	Syap.g_01695
OG0001033	Prbh.g_00574	Syap.g_00105
OG0001035	Prbh.g_00524	Syap.g_01594
OG0001038	Prbh.g_00501	Syap.g_01362
OG0001039	Prbh.g_00498	Syap.g_01359
OG0001040	Prbh.g_00496	Syap.g_01356
OG0001041	Prbh.g_00491	Syap.g_01352
OG0001043	Prbh.g_00473	Syap.g_01676
OG0001044	Prbh.g_00440	Syap.g_00571
OG0001053	Prbh.g_00348	Syap.g_02253
OG0001054	Prbh.g_00333	Syap.g_00274
OG0001055	Prbh.g_00313	Syap.g_00252
OG0001059	Prbh.g_00277	Syap.g_00306
OG0001060	Prbh.g_00270	Syap.g_00299
OG0001061	Prbh.g_00255	Syap.g_01309
OG0001062	Prbh.g_00253	Syap.g_01314
OG0001072	Prbh.g_00240	Syap.g_00441
OG0001073	Prbh.g_00226	Syap.g_00122, Syap.g_00455
OG0001078	Prbh.g_01217	Syap.g_00896
OG0001080	Prbh.g_01200	Syap.g_02505
OG0001085	Prbh.g_00904	Syap.g_01953
OG0001094	Prbh.g_01171	Syap.g_00187
OG0001095	Prbh.g_00966	Syap.g_02725
OG0001096	Prbh.g_00980	Syap.g_02709
OG0001100	Prbh.g_00870	Syap.g_02369
OG0001102	Prbh.g_00875	Syap.g_01258
OG0001103	Prbh.g_00877	Syap.g_01256
OG0001104	Prbh.g_00899	Syap.g_00171
OG0001105	Prbh.g_00903	Syap.g_00175
OG0001107	Prbh.g_01084	Syap.g_02015
OG0001108	Prbh.g_01088	Syap.g_00119
OG0001122	Prbh.g_01119	Syap.g_02766
OG0001123	Prbh.g_01124	Syap.g_01872
OG0001133	Prbh.g_00008	Syap.g_01292
OG0001136	Prbh.g_01286	Syap.g_00230
OG0001137	Prbh.g_01273	Syap.g_00213
OG0001140	Prbh.g_01249	Syap.g_02134
OG0001152	Prbh.g_00026	Syap.g_02447
OG0001154	Prbh.g_00132	Syap.g_00013
OG0001155	Prbh.g_00149	Syap.g_00750
OG0001160	Prbh.g_00181	Syap.g_01217
OG0001162	Prbh.g_01824	Syap.g_02366
OG0001163	Prbh.g_01790	Syap.g_00609
OG0001164	Prbh.g_01787	Syap.g_00614
OG0001165	Prbh.g_01784	Syap.g_00619
OG0001168	Prbh.g_01743	Syap.g_01372
OG0001171	Prbh.g_01729	Syap.g_01505
OG0001172	Prbh.g_01714	Syap.g_00547
OG0001177	Prbh.g_01694	Syap.g_01920
OG0001178	Prbh.g_01777	Syap.g_01786, Syap.g_01787
OG0001179	Prbh.g_01661	Syap.g_00491
OG0001180	Prbh.g_01638	Syap.g_00097, Syap.g_00465
OG0001181	Prbh.g_01634	Syap.g_00459
OG0001183	Prbh.g_01620	Syap.g_00594
OG0001185	Prbh.g_01586	Syap.g_01104
OG0001186	Prbh.g_01562	Syap.g_01140
OG0001187	Prbh.g_01559	Syap.g_01142
OG0001188	Prbh.g_01557	Syap.g_00634
OG0001189	Prbh.g_01540	Syap.g_00979
OG0001191	Prbh.g_01525	Syap.g_01030
OG0001192	Prbh.g_01520	Syap.g_01021
OG0001197	Prbh.g_01486	Syap.g_00126
OG0001198	Prbh.g_01479	Syap.g_00052
OG0001199	Prbh.g_00708	Syap.g_01696
OG0001200	Prbh.g_00706	Syap.g_01698
OG0001202	Prbh.g_00583	Syap.g_01613
OG0001203	Prbh.g_00542	Syap.g_01154
OG0001204	Prbh.g_00536	Syap.g_01577
OG0001217	Prbh.g_01875	Syap.g_01464
OG0001218	Prbh.g_01339	Syap.g_00020
OG0001219	Prbh.g_01054	Syap.g_02794
OG0001221	Prbh.g_00889	Syap.g_01777
OG0001222	Prbh.g_01131	Syap.g_02027
OG0001224	Prbh.g_01035	Syap.g_01551
OG0001225	Prbh.g_01033	Syap.g_01553
OG0001226	Prbh.g_01444	Syap.g_02551
OG0001228	Prbh.g_01232	Syap.g_01063
OG0001229	Prbh.g_01872	Syap.g_00827
OG0001230	Prbh.g_00089	Syap.g_02116
OG0001231	Prbh.g_00410	Syap.g_00073
OG0001232	Prbh.g_01759	Syap.g_01393
OG0001235	Prbh.g_01698	Syap.g_01924
OG0001236	Prbh.g_01605	Syap.g_01069
OG0001237	Prbh.g_01601	Syap.g_01073
OG0001238	Prbh.g_01524	Syap.g_01028
OG0001239	Prbh.g_00711	Syap.g_01693, Syap.g_01692
OG0001242	Prbh.g_00662	Syap.g_02227, Syap.g_02229
OG0001243	Prbh.g_00655	Syap.g_02219
OG0001244	Prbh.g_00640	Syap.g_02192
OG0001246	Prbh.g_00824	Syap.g_00267
OG0001248	Prbh.g_00920	Syap.g_00423
OG0001249	Prbh.g_00442	Syap.g_00575
OG0001250	Prbh.g_00995	Syap.g_01836
OG0001251	Prbh.g_00858	Syap.g_01549, Syap.g_01727
OG0001253	Prbh.g_01442	Syap.g_01969
OG0001255	Prbh.g_01300	Syap.g_02523
OG0001256	Prbh.g_00188	Syap.g_01225
OG0001258	Prbh.g_01786	Syap.g_00617
OG0001261	Prbh.g_01653	Syap.g_00482
OG0001262	Prbh.g_01542	Syap.g_00981
OG0001263	Prbh.g_00653	Syap.g_02216
OG0001265	Prbh.g_00663	Syap.g_02231
OG0001266	Prbh.g_00579	Syap.g_01618
OG0001267	Prbh.g_00499	Syap.g_01360
OG0001268	Prbh.g_00433	Syap.g_00563
OG0001270	Prbh.g_00398	Syap.g_02056
OG0001271	Prbh.g_00359	Syap.g_02759
OG0001272	Prbh.g_00345	Syap.g_02250
OG0001274	Prbh.g_00556	Syap.g_01897
OG0001275	Prbh.g_01112	Syap.g_02694
OG0001276	Prbh.g_01123	Syap.g_01873
OG0001278	Prbh.g_01228	Syap.g_02438
OG0001279	Prbh.g_01396	Syap.g_02663
OG0001282	Prbh.g_00010	Syap.g_01701
OG0001284	Prbh.g_00175	Syap.g_00047
OG0001286	Prbh.g_01640	Syap.g_00467
OG0001287	Prbh.g_01579	Syap.g_00418
OG0001288	Prbh.g_01569	Syap.g_01123
OG0001289	Prbh.g_00696	Syap.g_02365
OG0001291	Prbh.g_00645	Syap.g_02207
OG0001292	Prbh.g_00531	Syap.g_01583
OG0001297	Prbh.g_00316	Syap.g_00255
OG0001299	Prbh.g_01186	Syap.g_01959
OG0001304	Prbh.g_01136	Syap.g_00536
OG0001305	Prbh.g_01027	Syap.g_01562
OG0001306	Prbh.g_01298	Syap.g_00245
OG0001307	Prbh.g_01936	Syap.g_00403
OG0001308	Prbh.g_00109	Syap.g_02751, Syap.g_02750
OG0001310	Prbh.g_01769	Syap.g_01774
OG0001311	Prbh.g_01125	Syap.g_01871
OG0001312	Prbh.g_01063	Syap.g_01735
OG0001314	Prbh.g_01949, Prbh.g_00791	Syap.g_00330, Syap.g_00391
OG0001315	Prbh.g_01861	Syap.g_00596
OG0001318	Prbh.g_00522	Syap.g_01596, Syap.g_01597
OG0001319	Prbh.g_00506	Syap.g_02338
OG0001323	Prbh.g_00310	Syap.g_00757
OG0001332	Prbh.g_00146	Syap.g_01548
OG0001333	Prbh.g_01744	Syap.g_01373
OG0001336	Prbh.g_01491	Syap.g_02602
