Orthogroup	Prbh	Syar
OG0000549	Prbh.g_00311	Syar.g_02693
OG0000550	Prbh.g_00306	Syar.g_02689
OG0000551	Prbh.g_00303	Syar.g_02684
OG0000552	Prbh.g_00302	Syar.g_02683
OG0000553	Prbh.g_00301	Syar.g_02679
OG0000554	Prbh.g_00295	Syar.g_02352
OG0000555	Prbh.g_00288	Syar.g_02336
OG0000556	Prbh.g_00286	Syar.g_02332
OG0000557	Prbh.g_00285	Syar.g_02328
OG0000558	Prbh.g_00283	Syar.g_02326
OG0000559	Prbh.g_00279	Syar.g_02322
OG0000560	Prbh.g_00276	Syar.g_02320
OG0000561	Prbh.g_00275	Syar.g_02319
OG0000562	Prbh.g_00274	Syar.g_02318
OG0000563	Prbh.g_00273	Syar.g_02317
OG0000564	Prbh.g_00272	Syar.g_02316
OG0000565	Prbh.g_00269	Syar.g_02312
OG0000566	Prbh.g_00265	Syar.g_02308
OG0000567	Prbh.g_00261	Syar.g_02304
OG0000568	Prbh.g_00260	Syar.g_02302
OG0000569	Prbh.g_00259	Syar.g_02301
OG0000570	Prbh.g_00258	Syar.g_02300
OG0000571	Prbh.g_00256	Syar.g_02298
OG0000572	Prbh.g_00244	Syar.g_02201
OG0000573	Prbh.g_00238	Syar.g_02191
OG0000574	Prbh.g_00237	Syar.g_02190
OG0000575	Prbh.g_00233	Syar.g_03180
OG0000576	Prbh.g_00231	Syar.g_02187
OG0000577	Prbh.g_00230	Syar.g_02186
OG0000578	Prbh.g_00229	Syar.g_02185
OG0000579	Prbh.g_00228	Syar.g_02184
OG0000580	Prbh.g_00227	Syar.g_02183
OG0000581	Prbh.g_00224	Syar.g_02175
OG0000582	Prbh.g_00221	Syar.g_02131
OG0000583	Prbh.g_00220	Syar.g_02132
OG0000584	Prbh.g_00219	Syar.g_02133
OG0000585	Prbh.g_00217	Syar.g_02170
OG0000586	Prbh.g_00216	Syar.g_02171
OG0000587	Prbh.g_00215	Syar.g_02173
OG0000588	Prbh.g_01465	Syar.g_02275
OG0000589	Prbh.g_01462	Syar.g_02261
OG0000590	Prbh.g_01461	Syar.g_02260
OG0000591	Prbh.g_01457	Syar.g_02246
OG0000592	Prbh.g_01456	Syar.g_02245
OG0000593	Prbh.g_01221	Syar.g_02414
OG0000594	Prbh.g_01220	Syar.g_02415
OG0000595	Prbh.g_01219	Syar.g_02416
OG0000596	Prbh.g_01216	Syar.g_02421
OG0000597	Prbh.g_01213	Syar.g_02424
OG0000598	Prbh.g_01212	Syar.g_02425
OG0000599	Prbh.g_01209	Syar.g_02428
OG0000600	Prbh.g_01208	Syar.g_02429
OG0000601	Prbh.g_01207	Syar.g_02430
OG0000602	Prbh.g_01205	Syar.g_02435
OG0000603	Prbh.g_01204	Syar.g_02436
OG0000604	Prbh.g_01203	Syar.g_02438
OG0000605	Prbh.g_01202	Syar.g_02440
OG0000606	Prbh.g_01199	Syar.g_02443
OG0000607	Prbh.g_01196	Syar.g_02446
OG0000608	Prbh.g_01195	Syar.g_02447
OG0000609	Prbh.g_01194	Syar.g_02470
OG0000610	Prbh.g_01188	Syar.g_01917
OG0000611	Prbh.g_01185	Syar.g_01914
OG0000612	Prbh.g_01184	Syar.g_01913
OG0000613	Prbh.g_00907	Syar.g_00712
OG0000614	Prbh.g_00928	Syar.g_02012, Syar.g_01344
OG0000615	Prbh.g_00939	Syar.g_02603
OG0000616	Prbh.g_01487	Syar.g_00454
OG0000617	Prbh.g_01167	Syar.g_01576
OG0000618	Prbh.g_01166	Syar.g_01575
OG0000619	Prbh.g_01165	Syar.g_01574
OG0000620	Prbh.g_01162	Syar.g_01569
OG0000621	Prbh.g_01161	Syar.g_01568
OG0000622	Prbh.g_01160	Syar.g_01566
OG0000623	Prbh.g_01159	Syar.g_01565
OG0000624	Prbh.g_01157	Syar.g_01564
OG0000625	Prbh.g_01156	Syar.g_01563
OG0000626	Prbh.g_01155	Syar.g_01562
OG0000627	Prbh.g_01154	Syar.g_01868
OG0000628	Prbh.g_01153	Syar.g_01869
OG0000629	Prbh.g_01151	Syar.g_01872
OG0000630	Prbh.g_01148	Syar.g_02586
OG0000631	Prbh.g_01056	Syar.g_02579
OG0000632	Prbh.g_01057	Syar.g_02578
OG0000633	Prbh.g_01058	Syar.g_02576
OG0000634	Prbh.g_00949	Syar.g_02635
OG0000635	Prbh.g_00950	Syar.g_02636
OG0000636	Prbh.g_00952	Syar.g_02638
OG0000637	Prbh.g_00954	Syar.g_02640
OG0000638	Prbh.g_00955	Syar.g_02641
OG0000639	Prbh.g_00956	Syar.g_02642
OG0000640	Prbh.g_00957	Syar.g_02643
OG0000641	Prbh.g_00961	Syar.g_02648
OG0000642	Prbh.g_00962	Syar.g_02649
OG0000643	Prbh.g_00963	Syar.g_02650
OG0000644	Prbh.g_00964	Syar.g_02651
OG0000645	Prbh.g_00965	Syar.g_02652
OG0000646	Prbh.g_00967	Syar.g_02655
OG0000647	Prbh.g_00969	Syar.g_02657
OG0000648	Prbh.g_00971	Syar.g_02659
OG0000649	Prbh.g_00972	Syar.g_02660
OG0000650	Prbh.g_00973	Syar.g_02661
OG0000651	Prbh.g_00974	Syar.g_02662
OG0000652	Prbh.g_00975	Syar.g_02663
OG0000653	Prbh.g_00977	Syar.g_02665
OG0000654	Prbh.g_00978	Syar.g_02666
OG0000655	Prbh.g_00979	Syar.g_02667
OG0000656	Prbh.g_00982	Syar.g_02479
OG0000657	Prbh.g_00989	Syar.g_01812
OG0000658	Prbh.g_00991	Syar.g_01815
OG0000659	Prbh.g_00992	Syar.g_01816
OG0000660	Prbh.g_00996	Syar.g_01820
OG0000661	Prbh.g_00998	Syar.g_03175, Syar.g_01822
OG0000662	Prbh.g_01001	Syar.g_01829
OG0000663	Prbh.g_01003	Syar.g_01832
OG0000664	Prbh.g_01004	Syar.g_01837
OG0000665	Prbh.g_01010	Syar.g_02774
OG0000666	Prbh.g_01011	Syar.g_01241
OG0000667	Prbh.g_01015	Syar.g_02346
OG0000668	Prbh.g_00857	Syar.g_01802
OG0000669	Prbh.g_00868	Syar.g_01627
OG0000670	Prbh.g_00871	Syar.g_01624
OG0000671	Prbh.g_00873	Syar.g_01622
OG0000672	Prbh.g_00876	Syar.g_01619
OG0000673	Prbh.g_00879	Syar.g_01615
OG0000674	Prbh.g_00881	Syar.g_01613
OG0000675	Prbh.g_00882	Syar.g_01612
OG0000676	Prbh.g_00884	Syar.g_01608
OG0000677	Prbh.g_00885	Syar.g_01607
OG0000678	Prbh.g_00887	Syar.g_02037
OG0000679	Prbh.g_00891	Syar.g_02606
OG0000680	Prbh.g_00892	Syar.g_02607
OG0000681	Prbh.g_00895	Syar.g_02610
OG0000682	Prbh.g_00896	Syar.g_02611
OG0000683	Prbh.g_00897	Syar.g_02612
OG0000684	Prbh.g_00898	Syar.g_02615
OG0000685	Prbh.g_00900	Syar.g_02617
OG0000686	Prbh.g_00901	Syar.g_02618
OG0000687	Prbh.g_00902	Syar.g_02619
OG0000688	Prbh.g_01179	Syar.g_02624
OG0000689	Prbh.g_01178	Syar.g_02626
OG0000690	Prbh.g_01177	Syar.g_02627
OG0000691	Prbh.g_01176	Syar.g_02628
OG0000692	Prbh.g_01174	Syar.g_02629
OG0000693	Prbh.g_01173	Syar.g_02631
OG0000694	Prbh.g_01172	Syar.g_02632
OG0000695	Prbh.g_01060	Syar.g_02573
OG0000696	Prbh.g_01061	Syar.g_02572
OG0000697	Prbh.g_01062	Syar.g_02570
OG0000698	Prbh.g_01065	Syar.g_02567
OG0000699	Prbh.g_01066	Syar.g_02566
OG0000700	Prbh.g_01067	Syar.g_02565
OG0000701	Prbh.g_01068	Syar.g_02564
OG0000702	Prbh.g_01070	Syar.g_02559
OG0000703	Prbh.g_01071	Syar.g_02557
OG0000704	Prbh.g_01073	Syar.g_02555
OG0000705	Prbh.g_01079	Syar.g_02547
OG0000706	Prbh.g_01080	Syar.g_02546
OG0000707	Prbh.g_01081	Syar.g_02545
OG0000708	Prbh.g_01083	Syar.g_02542
OG0000709	Prbh.g_01087	Syar.g_02534
OG0000710	Prbh.g_01090	Syar.g_02528
OG0000711	Prbh.g_01106	Syar.g_02499
OG0000712	Prbh.g_01107	Syar.g_02497
OG0000713	Prbh.g_01108	Syar.g_02496
OG0000714	Prbh.g_01109	Syar.g_02494
OG0000715	Prbh.g_01111	Syar.g_02492
OG0000716	Prbh.g_01113	Syar.g_02488
OG0000717	Prbh.g_01114	Syar.g_02487
OG0000718	Prbh.g_01116	Syar.g_02483
OG0000719	Prbh.g_01118	Syar.g_01804
OG0000720	Prbh.g_01129	Syar.g_01790
OG0000721	Prbh.g_01133	Syar.g_01788
OG0000722	Prbh.g_01134	Syar.g_01787
OG0000723	Prbh.g_01138	Syar.g_01560
OG0000724	Prbh.g_01036	Syar.g_01367, Syar.g_02120
OG0000725	Prbh.g_01030	Syar.g_01934
OG0000726	Prbh.g_01029	Syar.g_01935
OG0000727	Prbh.g_01028	Syar.g_01936
OG0000728	Prbh.g_01026	Syar.g_01938
OG0000729	Prbh.g_01351	Syar.g_00593
OG0000730	Prbh.g_01325	Syar.g_01115
OG0000731	Prbh.g_00432	Syar.g_01127
OG0000733	Prbh.g_01867	Syar.g_02234
OG0000734	Prbh.g_01299	Syar.g_03128
OG0000735	Prbh.g_01297	Syar.g_01522
OG0000736	Prbh.g_01296	Syar.g_01523
OG0000737	Prbh.g_01295	Syar.g_01524
OG0000738	Prbh.g_01291	Syar.g_01530
OG0000739	Prbh.g_01290	Syar.g_01531
OG0000740	Prbh.g_01289	Syar.g_01532
OG0000741	Prbh.g_01287	Syar.g_01535
OG0000742	Prbh.g_01284	Syar.g_01538
OG0000743	Prbh.g_01282	Syar.g_01541
OG0000744	Prbh.g_01280	Syar.g_01542
OG0000745	Prbh.g_01279	Syar.g_01545
OG0000746	Prbh.g_01277	Syar.g_01549
OG0000747	Prbh.g_01276	Syar.g_01551
OG0000748	Prbh.g_01272	Syar.g_01945
OG0000749	Prbh.g_01271	Syar.g_01946
OG0000750	Prbh.g_01270	Syar.g_01947
OG0000751	Prbh.g_01267	Syar.g_01952
OG0000752	Prbh.g_01265	Syar.g_01954
OG0000753	Prbh.g_01262	Syar.g_01957
OG0000754	Prbh.g_01260	Syar.g_01963
OG0000755	Prbh.g_01254	Syar.g_01974
OG0000756	Prbh.g_01253	Syar.g_01975
OG0000757	Prbh.g_01246	Syar.g_01984
OG0000758	Prbh.g_01245	Syar.g_01985
OG0000759	Prbh.g_01244	Syar.g_01986
OG0000760	Prbh.g_01243	Syar.g_01987
OG0000761	Prbh.g_01242	Syar.g_01988
OG0000762	Prbh.g_01241	Syar.g_01992
OG0000763	Prbh.g_01239	Syar.g_01699
OG0000764	Prbh.g_01238	Syar.g_01700
OG0000765	Prbh.g_01230	Syar.g_01718
OG0000766	Prbh.g_01229	Syar.g_01719
OG0000767	Prbh.g_01227	Syar.g_01721
OG0000768	Prbh.g_01226	Syar.g_01722
OG0000769	Prbh.g_01224	Syar.g_01724
OG0000770	Prbh.g_01451	Syar.g_01727
OG0000771	Prbh.g_01397	Syar.g_01373
OG0000772	Prbh.g_01845	Syar.g_00746
OG0000773	Prbh.g_01364	Syar.g_02694
OG0000774	Prbh.g_01366	Syar.g_02771
OG0000775	Prbh.g_01368	Syar.g_02773
OG0000776	Prbh.g_01369	Syar.g_01755
OG0000777	Prbh.g_01370	Syar.g_01754
OG0000778	Prbh.g_01371	Syar.g_01753
OG0000779	Prbh.g_01375	Syar.g_02779
OG0000780	Prbh.g_01376	Syar.g_02781
OG0000781	Prbh.g_01379	Syar.g_02785
OG0000782	Prbh.g_01380	Syar.g_02786
OG0000783	Prbh.g_01381	Syar.g_02787
OG0000784	Prbh.g_01382	Syar.g_02788
OG0000785	Prbh.g_01384	Syar.g_02791
OG0000786	Prbh.g_01387	Syar.g_02795
OG0000787	Prbh.g_01388	Syar.g_02796
OG0000788	Prbh.g_00206	Syar.g_02331
OG0000789	Prbh.g_00196	Syar.g_02040
OG0000790	Prbh.g_00014	Syar.g_01456
OG0000791	Prbh.g_00016	Syar.g_01454
OG0000792	Prbh.g_00017	Syar.g_01453
OG0000793	Prbh.g_00021	Syar.g_01243
OG0000794	Prbh.g_00022	Syar.g_01242
OG0000795	Prbh.g_00023	Syar.g_01240
OG0000796	Prbh.g_00027	Syar.g_01236
OG0000797	Prbh.g_00028	Syar.g_01235
OG0000798	Prbh.g_00033	Syar.g_00222
OG0000798	Prbh.g_00062	Syar.g_02701
OG0000799	Prbh.g_00079	Syar.g_02844
OG0000800	Prbh.g_00080	Syar.g_02843
OG0000801	Prbh.g_00081	Syar.g_02842
OG0000802	Prbh.g_00083	Syar.g_02825
OG0000803	Prbh.g_00085	Syar.g_02822
OG0000804	Prbh.g_00086	Syar.g_02819
OG0000805	Prbh.g_00088	Syar.g_02817
OG0000806	Prbh.g_00090	Syar.g_02815
OG0000807	Prbh.g_00091	Syar.g_02814
OG0000808	Prbh.g_00092	Syar.g_02813
OG0000809	Prbh.g_00094	Syar.g_02811
OG0000810	Prbh.g_00095	Syar.g_02810
OG0000811	Prbh.g_00102	Syar.g_02805
OG0000812	Prbh.g_00104	Syar.g_02803
OG0000813	Prbh.g_00105	Syar.g_02802
OG0000814	Prbh.g_00107	Syar.g_02800
OG0000815	Prbh.g_00108	Syar.g_02799
OG0000816	Prbh.g_00110	Syar.g_02797
OG0000817	Prbh.g_00111	Syar.g_02861
OG0000818	Prbh.g_00116	Syar.g_01418
OG0000819	Prbh.g_00117	Syar.g_01417
OG0000820	Prbh.g_00118	Syar.g_01416
OG0000821	Prbh.g_00122	Syar.g_01410
OG0000822	Prbh.g_00123	Syar.g_01408
OG0000823	Prbh.g_00124	Syar.g_01407
OG0000824	Prbh.g_00127	Syar.g_01402
OG0000825	Prbh.g_00128	Syar.g_01401
OG0000826	Prbh.g_00129	Syar.g_01400
OG0000827	Prbh.g_00130	Syar.g_01399
OG0000828	Prbh.g_00133	Syar.g_01396
OG0000829	Prbh.g_00134	Syar.g_01395
OG0000830	Prbh.g_00135	Syar.g_01394
OG0000831	Prbh.g_00137	Syar.g_01391
OG0000832	Prbh.g_00147	Syar.g_01213
OG0000833	Prbh.g_00156	Syar.g_02877
OG0000834	Prbh.g_00157	Syar.g_02878
OG0000835	Prbh.g_00158	Syar.g_02879
OG0000836	Prbh.g_00159	Syar.g_02881
OG0000837	Prbh.g_00160	Syar.g_02882
OG0000838	Prbh.g_00163	Syar.g_02886
OG0000839	Prbh.g_00164	Syar.g_02887
OG0000840	Prbh.g_00165	Syar.g_02888
OG0000841	Prbh.g_00166	Syar.g_02889
OG0000842	Prbh.g_00167	Syar.g_02890
OG0000843	Prbh.g_00168	Syar.g_02891
OG0000844	Prbh.g_00169	Syar.g_02893
OG0000845	Prbh.g_00170	Syar.g_02894
OG0000846	Prbh.g_00171	Syar.g_02895
OG0000847	Prbh.g_00172	Syar.g_02896
OG0000848	Prbh.g_00173	Syar.g_02898
OG0000849	Prbh.g_00174	Syar.g_02899
OG0000850	Prbh.g_00176	Syar.g_02902
OG0000851	Prbh.g_00177	Syar.g_02905
OG0000852	Prbh.g_00178	Syar.g_02906
OG0000853	Prbh.g_00183	Syar.g_02910
OG0000854	Prbh.g_00185	Syar.g_02912
OG0000855	Prbh.g_00186	Syar.g_02913
OG0000856	Prbh.g_01454	Syar.g_02243
OG0000857	Prbh.g_00968	Syar.g_02656
OG0000858	Prbh.g_01789	Syar.g_02920
OG0000859	Prbh.g_01788	Syar.g_02921
OG0000860	Prbh.g_01780	Syar.g_02931
OG0000861	Prbh.g_01779	Syar.g_02932
OG0000862	Prbh.g_01778	Syar.g_02942
OG0000863	Prbh.g_01776	Syar.g_02944
OG0000864	Prbh.g_01775	Syar.g_02945
OG0000865	Prbh.g_01774	Syar.g_02946
OG0000866	Prbh.g_01773	Syar.g_02947
OG0000867	Prbh.g_01772	Syar.g_02948
OG0000868	Prbh.g_01770	Syar.g_02950
OG0000869	Prbh.g_01767	Syar.g_02955
OG0000870	Prbh.g_01762	Syar.g_02960
OG0000871	Prbh.g_01761	Syar.g_02961
OG0000872	Prbh.g_01760	Syar.g_02967
OG0000873	Prbh.g_01757	Syar.g_02970
OG0000874	Prbh.g_01754	Syar.g_02974
OG0000875	Prbh.g_01752	Syar.g_02975
OG0000876	Prbh.g_01751	Syar.g_01828
OG0000877	Prbh.g_01749	Syar.g_02977
OG0000878	Prbh.g_01748	Syar.g_02978
OG0000879	Prbh.g_01747	Syar.g_02979
OG0000880	Prbh.g_01746	Syar.g_02980
OG0000881	Prbh.g_01742	Syar.g_02984
OG0000882	Prbh.g_01737	Syar.g_02989
OG0000883	Prbh.g_01735	Syar.g_02992
OG0000884	Prbh.g_01733	Syar.g_02994
OG0000885	Prbh.g_01732	Syar.g_02995
OG0000886	Prbh.g_01731	Syar.g_02996
OG0000887	Prbh.g_01730	Syar.g_02998
OG0000888	Prbh.g_01728	Syar.g_03000
OG0000889	Prbh.g_01726	Syar.g_03002
OG0000890	Prbh.g_01725	Syar.g_03005
OG0000891	Prbh.g_01724	Syar.g_03006
OG0000892	Prbh.g_01723	Syar.g_03008
OG0000893	Prbh.g_01719	Syar.g_00150
OG0000894	Prbh.g_01716	Syar.g_00145
OG0000895	Prbh.g_01712	Syar.g_00141
OG0000896	Prbh.g_01711	Syar.g_00140
OG0000897	Prbh.g_01709	Syar.g_00138
OG0000898	Prbh.g_01708	Syar.g_00137
OG0000899	Prbh.g_01707	Syar.g_00136
OG0000900	Prbh.g_01706	Syar.g_00135
OG0000901	Prbh.g_01703	Syar.g_00130
OG0000902	Prbh.g_01701	Syar.g_01013
OG0000903	Prbh.g_01697	Syar.g_01026
OG0000904	Prbh.g_01692	Syar.g_01021
OG0000905	Prbh.g_01699	Syar.g_01018
OG0000906	Prbh.g_01700	Syar.g_01015
OG0000907	Prbh.g_01687	Syar.g_01028
OG0000908	Prbh.g_01684	Syar.g_01031
OG0000909	Prbh.g_01683	Syar.g_01032
OG0000910	Prbh.g_01682	Syar.g_01033
OG0000911	Prbh.g_01680	Syar.g_01035
OG0000912	Prbh.g_01679	Syar.g_01036
OG0000913	Prbh.g_01678	Syar.g_01037
OG0000914	Prbh.g_01677	Syar.g_01038
OG0000915	Prbh.g_01676	Syar.g_01040
OG0000916	Prbh.g_01675	Syar.g_01041
OG0000917	Prbh.g_01674	Syar.g_01042
OG0000918	Prbh.g_01673	Syar.g_01043
OG0000919	Prbh.g_01672	Syar.g_01044
OG0000920	Prbh.g_01671	Syar.g_01045
OG0000921	Prbh.g_01670	Syar.g_01046
OG0000922	Prbh.g_01669	Syar.g_01047
OG0000923	Prbh.g_01665	Syar.g_01051
OG0000924	Prbh.g_01664	Syar.g_01052
OG0000925	Prbh.g_01663	Syar.g_01053
OG0000926	Prbh.g_01662	Syar.g_01054
OG0000927	Prbh.g_01660	Syar.g_01056
OG0000928	Prbh.g_01659	Syar.g_01057
OG0000929	Prbh.g_01658	Syar.g_01058
OG0000930	Prbh.g_01657	Syar.g_01059
OG0000931	Prbh.g_01656	Syar.g_01060
OG0000932	Prbh.g_01655	Syar.g_01061
OG0000933	Prbh.g_01651	Syar.g_01066
OG0000934	Prbh.g_01649	Syar.g_01068
OG0000935	Prbh.g_01648	Syar.g_01069
OG0000936	Prbh.g_01647	Syar.g_01070
OG0000937	Prbh.g_01646	Syar.g_01071
OG0000938	Prbh.g_01643	Syar.g_01074
OG0000939	Prbh.g_01642	Syar.g_01075
OG0000940	Prbh.g_01635	Syar.g_01081
OG0000941	Prbh.g_01633	Syar.g_01083
OG0000942	Prbh.g_01631	Syar.g_01085
OG0000943	Prbh.g_01630	Syar.g_01086
OG0000944	Prbh.g_01628	Syar.g_01088
OG0000945	Prbh.g_01627	Syar.g_01089
OG0000946	Prbh.g_01621	Syar.g_01095
OG0000947	Prbh.g_01619	Syar.g_01098
OG0000948	Prbh.g_01618	Syar.g_01099
OG0000949	Prbh.g_01615	Syar.g_00283
OG0000950	Prbh.g_01608	Syar.g_00661
OG0000951	Prbh.g_01604	Syar.g_00656
OG0000952	Prbh.g_01600	Syar.g_00651
OG0000953	Prbh.g_01596	Syar.g_00248
OG0000954	Prbh.g_01592	Syar.g_00258
OG0000955	Prbh.g_01591	Syar.g_00259
OG0000956	Prbh.g_01589	Syar.g_00261
OG0000957	Prbh.g_01583	Syar.g_00610
OG0000958	Prbh.g_01582	Syar.g_00609
OG0000959	Prbh.g_01578	Syar.g_00605
OG0000960	Prbh.g_01577	Syar.g_00604
OG0000961	Prbh.g_01574	Syar.g_00094
OG0000962	Prbh.g_01572	Syar.g_00594
OG0000963	Prbh.g_01568	Syar.g_00590
OG0000964	Prbh.g_01567	Syar.g_00589
OG0000965	Prbh.g_01566	Syar.g_00588
OG0000966	Prbh.g_01560	Syar.g_00549
OG0000967	Prbh.g_01556	Syar.g_00545
OG0000968	Prbh.g_01554	Syar.g_00542
OG0000969	Prbh.g_01553	Syar.g_00540
OG0000970	Prbh.g_01552	Syar.g_00539
OG0000971	Prbh.g_01551	Syar.g_00537
OG0000972	Prbh.g_01550	Syar.g_00536
OG0000973	Prbh.g_01549	Syar.g_00535
OG0000974	Prbh.g_01548	Syar.g_00534
OG0000975	Prbh.g_01547	Syar.g_00533
OG0000976	Prbh.g_01546	Syar.g_00532
OG0000977	Prbh.g_01545	Syar.g_00530
OG0000978	Prbh.g_01544	Syar.g_00529
OG0000979	Prbh.g_01541	Syar.g_00526
OG0000980	Prbh.g_01539	Syar.g_00523
OG0000981	Prbh.g_01536	Syar.g_00520
OG0000982	Prbh.g_01534	Syar.g_00331
OG0000983	Prbh.g_01533	Syar.g_00332
OG0000984	Prbh.g_01532	Syar.g_00333
OG0000985	Prbh.g_01529	Syar.g_00337
OG0000986	Prbh.g_01527	Syar.g_00344
OG0000987	Prbh.g_01526	Syar.g_00346
OG0000988	Prbh.g_01523	Syar.g_00352
OG0000989	Prbh.g_01519	Syar.g_00377
OG0000990	Prbh.g_01514	Syar.g_00697
OG0000991	Prbh.g_01513	Syar.g_00700
OG0000992	Prbh.g_01510	Syar.g_00704
OG0000993	Prbh.g_01509	Syar.g_00705
OG0000994	Prbh.g_01508	Syar.g_00708
OG0000995	Prbh.g_01504	Syar.g_03212, Syar.g_00624
OG0000996	Prbh.g_01503	Syar.g_00861
OG0000997	Prbh.g_01501	Syar.g_00437
OG0000998	Prbh.g_01499	Syar.g_00439
OG0000999	Prbh.g_01498	Syar.g_00440
OG0001000	Prbh.g_01495	Syar.g_00955, Syar.g_00444
OG0001001	Prbh.g_01490	Syar.g_00450
OG0001002	Prbh.g_01485	Syar.g_00457
OG0001003	Prbh.g_01484	Syar.g_00459
OG0001004	Prbh.g_01483	Syar.g_00460
OG0001005	Prbh.g_01482	Syar.g_00461
OG0001006	Prbh.g_01478	Syar.g_00468
OG0001007	Prbh.g_01476	Syar.g_00470
OG0001008	Prbh.g_00395	Syar.g_01178
OG0001009	Prbh.g_00753	Syar.g_00500
OG0001010	Prbh.g_00752	Syar.g_00501
OG0001011	Prbh.g_00751	Syar.g_00503
OG0001013	Prbh.g_00732	Syar.g_00906
OG0001014	Prbh.g_00729	Syar.g_00914
OG0001015	Prbh.g_00728	Syar.g_00915
OG0001017	Prbh.g_00705	Syar.g_03050
OG0001018	Prbh.g_00703	Syar.g_03052
OG0001019	Prbh.g_00694	Syar.g_03086
OG0001020	Prbh.g_00693	Syar.g_03092
OG0001021	Prbh.g_00692	Syar.g_03098
OG0001022	Prbh.g_00689	Syar.g_03102
OG0001023	Prbh.g_00688	Syar.g_03103
OG0001024	Prbh.g_00685	Syar.g_02276
OG0001025	Prbh.g_00678	Syar.g_03115
OG0001026	Prbh.g_00670	Syar.g_03131
OG0001027	Prbh.g_00669	Syar.g_00031
OG0001028	Prbh.g_00667	Syar.g_00034
OG0001029	Prbh.g_00666	Syar.g_00036
OG0001030	Prbh.g_00650	Syar.g_00058
OG0001031	Prbh.g_00596	Syar.g_00129
OG0001032	Prbh.g_00595	Syar.g_01011
OG0001033	Prbh.g_00574	Syar.g_00962
OG0001034	Prbh.g_00544	Syar.g_03022
OG0001035	Prbh.g_00524	Syar.g_00171
OG0001036	Prbh.g_00520	Syar.g_00193
OG0001037	Prbh.g_00519	Syar.g_00195
OG0001038	Prbh.g_00501	Syar.g_00223
OG0001039	Prbh.g_00498	Syar.g_00226
OG0001040	Prbh.g_00496	Syar.g_00229
OG0001041	Prbh.g_00491	Syar.g_00234
OG0001042	Prbh.g_00474	Syar.g_00831
OG0001043	Prbh.g_00473	Syar.g_00826
OG0001044	Prbh.g_00440	Syar.g_01117
OG0001045	Prbh.g_00430	Syar.g_01130
OG0001046	Prbh.g_01877	Syar.g_02514
OG0001047	Prbh.g_00393	Syar.g_01180
OG0001048	Prbh.g_00392	Syar.g_01181
OG0001049	Prbh.g_00390	Syar.g_02872
OG0001050	Prbh.g_00389	Syar.g_02871
OG0001051	Prbh.g_00388	Syar.g_02870
OG0001052	Prbh.g_00360	Syar.g_01269
OG0001053	Prbh.g_00348	Syar.g_01472
OG0001054	Prbh.g_00333	Syar.g_01492
OG0001055	Prbh.g_00313	Syar.g_01513
OG0001056	Prbh.g_00293	Syar.g_02349
OG0001057	Prbh.g_00289	Syar.g_02341
OG0001058	Prbh.g_00281	Syar.g_02324
OG0001059	Prbh.g_00277	Syar.g_00422
OG0001060	Prbh.g_00270	Syar.g_02315
OG0001061	Prbh.g_00255	Syar.g_02297
OG0001062	Prbh.g_00253	Syar.g_02294
OG0001063	Prbh.g_00251	Syar.g_02209
OG0001064	Prbh.g_00250	Syar.g_02208
OG0001065	Prbh.g_00249	Syar.g_02207
OG0001066	Prbh.g_00248	Syar.g_02206
OG0001067	Prbh.g_00247	Syar.g_02205
OG0001068	Prbh.g_00246	Syar.g_02204
OG0001069	Prbh.g_00245	Syar.g_02203
OG0001070	Prbh.g_00243	Syar.g_02200
OG0001071	Prbh.g_00242	Syar.g_02199
OG0001072	Prbh.g_00240	Syar.g_02195
OG0001073	Prbh.g_00226	Syar.g_02182
OG0001074	Prbh.g_00214	Syar.g_02031
OG0001075	Prbh.g_00213	Syar.g_02215
OG0001076	Prbh.g_01459	Syar.g_02253
OG0001077	Prbh.g_01453	Syar.g_02240
OG0001078	Prbh.g_01217	Syar.g_02419
OG0001079	Prbh.g_01206	Syar.g_02431
OG0001080	Prbh.g_01200	Syar.g_02442
OG0001081	Prbh.g_01198	Syar.g_02444
OG0001082	Prbh.g_01197	Syar.g_02445
OG0001083	Prbh.g_01192	Syar.g_02473
OG0001084	Prbh.g_01191	Syar.g_02474
OG0001085	Prbh.g_00904	Syar.g_01688
OG0001086	Prbh.g_00905	Syar.g_01686
OG0001087	Prbh.g_00923	Syar.g_02347
OG0001088	Prbh.g_00924	Syar.g_00431
OG0001089	Prbh.g_00935	Syar.g_01942
OG0001090	Prbh.g_00946	Syar.g_01582
OG0001091	Prbh.g_01170	Syar.g_01580
OG0001092	Prbh.g_01169	Syar.g_01578
OG0001093	Prbh.g_01164	Syar.g_01572
OG0001094	Prbh.g_01171	Syar.g_02633
OG0001095	Prbh.g_00966	Syar.g_02653
OG0001096	Prbh.g_00980	Syar.g_02476
OG0001097	Prbh.g_00999	Syar.g_01823
OG0001098	Prbh.g_01019	Syar.g_01672
OG0001099	Prbh.g_00861	Syar.g_00035
OG0001100	Prbh.g_00870	Syar.g_01625
OG0001101	Prbh.g_00872	Syar.g_01623
OG0001102	Prbh.g_00875	Syar.g_01620
OG0001103	Prbh.g_00877	Syar.g_01618
OG0001104	Prbh.g_00899	Syar.g_02616
OG0001105	Prbh.g_00903	Syar.g_02620
OG0001106	Prbh.g_01074	Syar.g_02553
OG0001107	Prbh.g_01084	Syar.g_02541
