Orthogroup	Prbi	Prbn
OG0000537	Prbi.g_00495	Prbn.g_00622
OG0000538	Prbi.g_00503	Prbn.g_00613
OG0000539	Prbi.g_00504	Prbn.g_00612
OG0000540	Prbi.g_00505	Prbn.g_00611
OG0000541	Prbi.g_00506	Prbn.g_00610
OG0000542	Prbi.g_00508	Prbn.g_00609
OG0000543	Prbi.g_00510	Prbn.g_00607
OG0000544	Prbi.g_00511	Prbn.g_00606
OG0000545	Prbi.g_00513	Prbn.g_00604
OG0000546	Prbi.g_00516	Prbn.g_00601
OG0000547	Prbi.g_00518	Prbn.g_00599
OG0000548	Prbi.g_00519	Prbn.g_00598
OG0000549	Prbi.g_00521	Prbn.g_00596
OG0000550	Prbi.g_00526	Prbn.g_00592
OG0000551	Prbi.g_00530	Prbn.g_00589
OG0000552	Prbi.g_00531	Prbn.g_00588
OG0000553	Prbi.g_00532	Prbn.g_00587
OG0000554	Prbi.g_00537	Prbn.g_00582
OG0000555	Prbi.g_00545	Prbn.g_00574
OG0000556	Prbi.g_00547	Prbn.g_00572
OG0000557	Prbi.g_00548	Prbn.g_00571
OG0000558	Prbi.g_00550	Prbn.g_00569
OG0000559	Prbi.g_00554	Prbn.g_00565
OG0000560	Prbi.g_00557	Prbn.g_00562
OG0000561	Prbi.g_00558	Prbn.g_00561
OG0000562	Prbi.g_00559	Prbn.g_00560
OG0000563	Prbi.g_00560	Prbn.g_00559
OG0000564	Prbi.g_00561	Prbn.g_00558
OG0000565	Prbi.g_00564	Prbn.g_00556
OG0000566	Prbi.g_00566	Prbn.g_00552
OG0000567	Prbi.g_00570	Prbn.g_00548
OG0000568	Prbi.g_00571	Prbn.g_00547
OG0000569	Prbi.g_00572	Prbn.g_00546
OG0000570	Prbi.g_00573	Prbn.g_00545
OG0000571	Prbi.g_00575	Prbn.g_00543
OG0000572	Prbi.g_00588	Prbn.g_00529
OG0000573	Prbi.g_00594	Prbn.g_00523
OG0000574	Prbi.g_00595	Prbn.g_00522
OG0000575	Prbi.g_00599	Prbn.g_00518
OG0000576	Prbi.g_00601	Prbn.g_00516
OG0000577	Prbi.g_00602	Prbn.g_00515
OG0000578	Prbi.g_00603	Prbn.g_00514
OG0000579	Prbi.g_00604	Prbn.g_00513
OG0000580	Prbi.g_00605	Prbn.g_00512
OG0000581	Prbi.g_00607	Prbn.g_00509
OG0000582	Prbi.g_00610	Prbn.g_00506
OG0000583	Prbi.g_00611	Prbn.g_00505
OG0000584	Prbi.g_00612	Prbn.g_00504
OG0000585	Prbi.g_00614	Prbn.g_00502
OG0000586	Prbi.g_00615	Prbn.g_00501
OG0000587	Prbi.g_00616	Prbn.g_00500
OG0000588	Prbi.g_00620	Prbn.g_00496
OG0000589	Prbi.g_00623	Prbn.g_00494
OG0000590	Prbi.g_00624	Prbn.g_00493
OG0000591	Prbi.g_00627	Prbn.g_00489
OG0000592	Prbi.g_00628	Prbn.g_00488
OG0000593	Prbi.g_00635	Prbn.g_00423
OG0000594	Prbi.g_00636	Prbn.g_00424
OG0000595	Prbi.g_00637	Prbn.g_00425
OG0000596	Prbi.g_00641	Prbn.g_00429
OG0000597	Prbi.g_00643	Prbn.g_00432
OG0000598	Prbi.g_00644	Prbn.g_00433
OG0000599	Prbi.g_00647	Prbn.g_00436
OG0000600	Prbi.g_00648	Prbn.g_00437
OG0000601	Prbi.g_00649	Prbn.g_00438
OG0000602	Prbi.g_00651	Prbn.g_00440
OG0000603	Prbi.g_00652	Prbn.g_00441
OG0000604	Prbi.g_00653	Prbn.g_00442
OG0000605	Prbi.g_00654	Prbn.g_00443
OG0000606	Prbi.g_00657	Prbn.g_00446
OG0000607	Prbi.g_00660	Prbn.g_00449
OG0000608	Prbi.g_00661	Prbn.g_00450
OG0000609	Prbi.g_00662	Prbn.g_00834
OG0000610	Prbi.g_00667	Prbn.g_00840
OG0000611	Prbi.g_00670	Prbn.g_00843
OG0000612	Prbi.g_00671	Prbn.g_00844
OG0000613	Prbi.g_00676	Prbn.g_01591
OG0000614	Prbi.g_00695	Prbn.g_01570
OG0000615	Prbi.g_00704	Prbn.g_01559
OG0000616	Prbi.g_00708	Prbn.g_00905
OG0000617	Prbi.g_00751	Prbn.g_00860
OG0000618	Prbi.g_00752	Prbn.g_00861
OG0000619	Prbi.g_00753	Prbn.g_00862
OG0000620	Prbi.g_00756	Prbn.g_01947
OG0000621	Prbi.g_00757	Prbn.g_01948
OG0000622	Prbi.g_00758	Prbn.g_01949
OG0000623	Prbi.g_00759	Prbn.g_01950
OG0000624	Prbi.g_00760	Prbn.g_01952
OG0000625	Prbi.g_00761	Prbn.g_01345
OG0000626	Prbi.g_00762	Prbn.g_01346
OG0000627	Prbi.g_00763	Prbn.g_01347
OG0000628	Prbi.g_00764	Prbn.g_01348
OG0000629	Prbi.g_00765	Prbn.g_01349
OG0000630	Prbi.g_00768	Prbn.g_01352
OG0000631	Prbi.g_00838	Prbn.g_01445
OG0000632	Prbi.g_00839	Prbn.g_01444
OG0000633	Prbi.g_00840	Prbn.g_01443
OG0000634	Prbi.g_00843	Prbn.g_01550
OG0000635	Prbi.g_00844	Prbn.g_01549
OG0000636	Prbi.g_00846	Prbn.g_01547
OG0000637	Prbi.g_00848	Prbn.g_01545
OG0000638	Prbi.g_00849	Prbn.g_01544
OG0000639	Prbi.g_00850	Prbn.g_01543
OG0000640	Prbi.g_00851	Prbn.g_01542
OG0000641	Prbi.g_00855	Prbn.g_01538
OG0000642	Prbi.g_00856	Prbn.g_01537
OG0000643	Prbi.g_00857	Prbn.g_01536
OG0000644	Prbi.g_00858	Prbn.g_01535
OG0000645	Prbi.g_00859	Prbn.g_01534
OG0000646	Prbi.g_00861	Prbn.g_01532
OG0000647	Prbi.g_00862	Prbn.g_01530
OG0000648	Prbi.g_00864	Prbn.g_01528
OG0000649	Prbi.g_00865	Prbn.g_01527
OG0000650	Prbi.g_00866	Prbn.g_01526
OG0000651	Prbi.g_00867	Prbn.g_01525
OG0000652	Prbi.g_00868	Prbn.g_01524
OG0000653	Prbi.g_00870	Prbn.g_01522
OG0000654	Prbi.g_00871	Prbn.g_01521
OG0000655	Prbi.g_00872	Prbn.g_01520
OG0000656	Prbi.g_00875	Prbn.g_01517
OG0000657	Prbi.g_00883	Prbn.g_01509
OG0000658	Prbi.g_00884	Prbn.g_01507
OG0000659	Prbi.g_00885	Prbn.g_01506
OG0000660	Prbi.g_00889	Prbn.g_01502
OG0000661	Prbi.g_00891	Prbn.g_01500
OG0000662	Prbi.g_00893	Prbn.g_01498
OG0000663	Prbi.g_00895	Prbn.g_01496
OG0000664	Prbi.g_00896	Prbn.g_01495
OG0000665	Prbi.g_00900	Prbn.g_01489
OG0000666	Prbi.g_00901	Prbn.g_01488
OG0000667	Prbi.g_00905	Prbn.g_01484
OG0000668	Prbi.g_00934	Prbn.g_01930
OG0000669	Prbi.g_00942	Prbn.g_01632
OG0000670	Prbi.g_00944	Prbn.g_01629
OG0000671	Prbi.g_00946	Prbn.g_01626
OG0000672	Prbi.g_00949	Prbn.g_01623
OG0000673	Prbi.g_00952	Prbn.g_01620
OG0000674	Prbi.g_00954	Prbn.g_01618
OG0000675	Prbi.g_00955	Prbn.g_01617
OG0000676	Prbi.g_00957	Prbn.g_01615
OG0000677	Prbi.g_00958	Prbn.g_01614
OG0000678	Prbi.g_00960	Prbn.g_01612
OG0000679	Prbi.g_00964	Prbn.g_01608
OG0000680	Prbi.g_00965	Prbn.g_01607
OG0000681	Prbi.g_00968	Prbn.g_01604
OG0000682	Prbi.g_00969	Prbn.g_01603
OG0000683	Prbi.g_00970	Prbn.g_01602
OG0000684	Prbi.g_00971	Prbn.g_01600
OG0000685	Prbi.g_00973	Prbn.g_01598
OG0000686	Prbi.g_00974	Prbn.g_01597
OG0000687	Prbi.g_00975	Prbn.g_01596
OG0000688	Prbi.g_00978	Prbn.g_00848
OG0000689	Prbi.g_00979	Prbn.g_00849
OG0000690	Prbi.g_00980	Prbn.g_00850
OG0000691	Prbi.g_00981	Prbn.g_00851
OG0000692	Prbi.g_00983	Prbn.g_00853
OG0000693	Prbi.g_00984	Prbn.g_00854
OG0000694	Prbi.g_00985	Prbn.g_00855
OG0000695	Prbi.g_00987	Prbn.g_01441
OG0000696	Prbi.g_00988	Prbn.g_01440
OG0000697	Prbi.g_00989	Prbn.g_01439
OG0000698	Prbi.g_00992	Prbn.g_01436
OG0000699	Prbi.g_00993	Prbn.g_01435
OG0000700	Prbi.g_00994	Prbn.g_01434
OG0000701	Prbi.g_00995	Prbn.g_01433
OG0000702	Prbi.g_00997	Prbn.g_01431
OG0000703	Prbi.g_00998	Prbn.g_01430
OG0000704	Prbi.g_00999	Prbn.g_01428
OG0000705	Prbi.g_01003	Prbn.g_01425
OG0000706	Prbi.g_01004	Prbn.g_01424
OG0000707	Prbi.g_01005	Prbn.g_01423
OG0000708	Prbi.g_01006	Prbn.g_01421
OG0000709	Prbi.g_01010	Prbn.g_01417
OG0000710	Prbi.g_01013	Prbn.g_01414
OG0000711	Prbi.g_01030	Prbn.g_01396
OG0000712	Prbi.g_01032	Prbn.g_01395
OG0000713	Prbi.g_01033	Prbn.g_01394
OG0000714	Prbi.g_01034	Prbn.g_01393
OG0000715	Prbi.g_01036	Prbn.g_01391
OG0000716	Prbi.g_01038	Prbn.g_01389
OG0000717	Prbi.g_01039	Prbn.g_01388
OG0000718	Prbi.g_01055	Prbn.g_01384
OG0000719	Prbi.g_01057	Prbn.g_01382
OG0000720	Prbi.g_01066	Prbn.g_01370
OG0000721	Prbi.g_01068	Prbn.g_01366
OG0000722	Prbi.g_01069	Prbn.g_01365
OG0000723	Prbi.g_01072	Prbn.g_01361
OG0000724	Prbi.g_01081	Prbn.g_01466
OG0000725	Prbi.g_01087	Prbn.g_01472
OG0000726	Prbi.g_01088	Prbn.g_01473
OG0000727	Prbi.g_01089	Prbn.g_01474
OG0000728	Prbi.g_01091	Prbn.g_01476
OG0000729	Prbi.g_01138	Prbn.g_01106
OG0000730	Prbi.g_01142	Prbn.g_01147
OG0000731	Prbi.g_01146	Prbn.g_00111
OG0000732	Prbi.g_01155	Prbn.g_00954
OG0000733	Prbi.g_01175	Prbn.g_01651
OG0000734	Prbi.g_01192	Prbn.g_01173
OG0000735	Prbi.g_01194	Prbn.g_01175
OG0000736	Prbi.g_01195	Prbn.g_01176
OG0000737	Prbi.g_01196	Prbn.g_01177
OG0000738	Prbi.g_01200	Prbn.g_01181
OG0000739	Prbi.g_01201	Prbn.g_01182
OG0000740	Prbi.g_01202	Prbn.g_01183
OG0000741	Prbi.g_01203	Prbn.g_01185
OG0000742	Prbi.g_01206	Prbn.g_01188
OG0000743	Prbi.g_01208	Prbn.g_01190
OG0000744	Prbi.g_01209	Prbn.g_01191
OG0000745	Prbi.g_01210	Prbn.g_01192
OG0000746	Prbi.g_01212	Prbn.g_01194
OG0000747	Prbi.g_01213	Prbn.g_01195
OG0000748	Prbi.g_01216	Prbn.g_01199
OG0000749	Prbi.g_01217	Prbn.g_01200
OG0000750	Prbi.g_01218	Prbn.g_01201
OG0000751	Prbi.g_01220	Prbn.g_01204
OG0000752	Prbi.g_01222	Prbn.g_01206
OG0000753	Prbi.g_01225	Prbn.g_01208
OG0000754	Prbi.g_01228	Prbn.g_01211
OG0000755	Prbi.g_01231	Prbn.g_00390
OG0000756	Prbi.g_01232	Prbn.g_00391
OG0000757	Prbi.g_01238	Prbn.g_00398
OG0000758	Prbi.g_01239	Prbn.g_00399
OG0000759	Prbi.g_01240	Prbn.g_00400
OG0000760	Prbi.g_01241	Prbn.g_00401
OG0000761	Prbi.g_01242	Prbn.g_00402
OG0000762	Prbi.g_01243	Prbn.g_00403
OG0000763	Prbi.g_01245	Prbn.g_00405
OG0000764	Prbi.g_01246	Prbn.g_00406
OG0000765	Prbi.g_01255	Prbn.g_00414
OG0000766	Prbi.g_01256	Prbn.g_00415
OG0000767	Prbi.g_01258	Prbn.g_00417
OG0000768	Prbi.g_01259	Prbn.g_00418
OG0000769	Prbi.g_01261	Prbn.g_00420
OG0000770	Prbi.g_01263	Prbn.g_00483
OG0000771	Prbi.g_01277	Prbn.g_00886
OG0000772	Prbi.g_01363	Prbn.g_01671
OG0000773	Prbi.g_01382	Prbn.g_01093
OG0000774	Prbi.g_01384	Prbn.g_01091
OG0000775	Prbi.g_01386	Prbn.g_01089
OG0000776	Prbi.g_01387	Prbn.g_01088
OG0000777	Prbi.g_01388	Prbn.g_01087
OG0000778	Prbi.g_01389	Prbn.g_01086
OG0000779	Prbi.g_01393	Prbn.g_01082
OG0000780	Prbi.g_01394	Prbn.g_01081
OG0000781	Prbi.g_01397	Prbn.g_01077
OG0000782	Prbi.g_01398	Prbn.g_01076
OG0000783	Prbi.g_01399	Prbn.g_01075
OG0000784	Prbi.g_01400	Prbn.g_01074
OG0000785	Prbi.g_01402	Prbn.g_01072
OG0000786	Prbi.g_01404	Prbn.g_01069
OG0000787	Prbi.g_01405	Prbn.g_01068
OG0000788	Prbi.g_01426	Prbn.g_00615
OG0000789	Prbi.g_01429	Prbn.g_00883
OG0000790	Prbi.g_01444	Prbn.g_00155
OG0000791	Prbi.g_01446	Prbn.g_00157
OG0000792	Prbi.g_01447	Prbn.g_00158
OG0000793	Prbi.g_01450	Prbn.g_00161
OG0000794	Prbi.g_01451	Prbn.g_00162
OG0000795	Prbi.g_01452	Prbn.g_00163
OG0000796	Prbi.g_01456	Prbn.g_00167
OG0000797	Prbi.g_01457	Prbn.g_00168
OG0000799	Prbi.g_01571	Prbn.g_00195
OG0000800	Prbi.g_01572	Prbn.g_00196
OG0000801	Prbi.g_01573	Prbn.g_00197
OG0000802	Prbi.g_01575	Prbn.g_00199
OG0000803	Prbi.g_01577	Prbn.g_00201
OG0000804	Prbi.g_01578	Prbn.g_00202
OG0000805	Prbi.g_01580	Prbn.g_00204
OG0000806	Prbi.g_01582	Prbn.g_00206
OG0000807	Prbi.g_01583	Prbn.g_00207
OG0000808	Prbi.g_01584	Prbn.g_00208
OG0000809	Prbi.g_01587	Prbn.g_00210
OG0000810	Prbi.g_01588	Prbn.g_00211
OG0000811	Prbi.g_01594	Prbn.g_00215
OG0000812	Prbi.g_01596	Prbn.g_00217
OG0000813	Prbi.g_01597	Prbn.g_00218
OG0000814	Prbi.g_01599	Prbn.g_00220
OG0000815	Prbi.g_01600	Prbn.g_00221
OG0000816	Prbi.g_01602	Prbn.g_00223
OG0000817	Prbi.g_01603	Prbn.g_00224
OG0000818	Prbi.g_01608	Prbn.g_00229
OG0000819	Prbi.g_01609	Prbn.g_00230
OG0000820	Prbi.g_01610	Prbn.g_00231
OG0000821	Prbi.g_01613	Prbn.g_00235
OG0000822	Prbi.g_01614	Prbn.g_00236
OG0000823	Prbi.g_01615	Prbn.g_00237
OG0000824	Prbi.g_01618	Prbn.g_00240
OG0000825	Prbi.g_01619	Prbn.g_00241
OG0000826	Prbi.g_01620	Prbn.g_00242
OG0000827	Prbi.g_01621	Prbn.g_00243
OG0000828	Prbi.g_01624	Prbn.g_00246
OG0000829	Prbi.g_01625	Prbn.g_00247
OG0000830	Prbi.g_01626	Prbn.g_00248
OG0000831	Prbi.g_01628	Prbn.g_00250
OG0000832	Prbi.g_01634	Prbn.g_00260
OG0000833	Prbi.g_01642	Prbn.g_00269
OG0000834	Prbi.g_01643	Prbn.g_00270
OG0000835	Prbi.g_01644	Prbn.g_00271
OG0000836	Prbi.g_01645	Prbn.g_00272
OG0000837	Prbi.g_01646	Prbn.g_00273
OG0000838	Prbi.g_01648	Prbn.g_00275
OG0000839	Prbi.g_01649	Prbn.g_00276
OG0000840	Prbi.g_01650	Prbn.g_00277
OG0000841	Prbi.g_01651	Prbn.g_00278
OG0000842	Prbi.g_01652	Prbn.g_00279
OG0000843	Prbi.g_01653	Prbn.g_00280
OG0000844	Prbi.g_01654	Prbn.g_00281
OG0000845	Prbi.g_01655	Prbn.g_00282
OG0000846	Prbi.g_01656	Prbn.g_00283
OG0000847	Prbi.g_01657	Prbn.g_00284
OG0000848	Prbi.g_01658	Prbn.g_00285
OG0000849	Prbi.g_01659	Prbn.g_00286
OG0000850	Prbi.g_01661	Prbn.g_00288
OG0000851	Prbi.g_01662	Prbn.g_00289
OG0000852	Prbi.g_01663	Prbn.g_00904
OG0000853	Prbi.g_01667	Prbn.g_00898
OG0000854	Prbi.g_01669	Prbn.g_00896
OG0000855	Prbi.g_01670	Prbn.g_00895
OG0000856	Prbi.g_01685	Prbn.g_00486
OG0000857	Prbi.g_01711	Prbn.g_01531
OG0000858	Prbi.g_01781	Prbn.g_01738
OG0000859	Prbi.g_01782	Prbn.g_01739
OG0000860	Prbi.g_01789	Prbn.g_01747
OG0000861	Prbi.g_01790	Prbn.g_01748
OG0000862	Prbi.g_01791	Prbn.g_01749
OG0000863	Prbi.g_01793	Prbn.g_01751
OG0000864	Prbi.g_01794	Prbn.g_01752
OG0000865	Prbi.g_01795	Prbn.g_01753
OG0000866	Prbi.g_01796	Prbn.g_01754
OG0000867	Prbi.g_01797	Prbn.g_01755
OG0000868	Prbi.g_01798	Prbn.g_01757
OG0000869	Prbi.g_01802	Prbn.g_01760
OG0000870	Prbi.g_01807	Prbn.g_01765
OG0000871	Prbi.g_01808	Prbn.g_01766
OG0000872	Prbi.g_01809	Prbn.g_01767
OG0000873	Prbi.g_01812	Prbn.g_01771
OG0000874	Prbi.g_01815	Prbn.g_01774
OG0000875	Prbi.g_01816	Prbn.g_01775
OG0000876	Prbi.g_01817	Prbn.g_01776
OG0000877	Prbi.g_01819	Prbn.g_01778
OG0000878	Prbi.g_01820	Prbn.g_01779
OG0000879	Prbi.g_01821	Prbn.g_01780
OG0000880	Prbi.g_01822	Prbn.g_01781
OG0000881	Prbi.g_01826	Prbn.g_01785
OG0000882	Prbi.g_01831	Prbn.g_01790
OG0000883	Prbi.g_01832	Prbn.g_01792
OG0000884	Prbi.g_01834	Prbn.g_01794
OG0000885	Prbi.g_01835	Prbn.g_01795
OG0000886	Prbi.g_01836	Prbn.g_01796
OG0000887	Prbi.g_01837	Prbn.g_01797
OG0000888	Prbi.g_01839	Prbn.g_01799
OG0000889	Prbi.g_01841	Prbn.g_01801
OG0000890	Prbi.g_01842	Prbn.g_01802
OG0000891	Prbi.g_01843	Prbn.g_01803
OG0000892	Prbi.g_01845	Prbn.g_01805
OG0000893	Prbi.g_01848	Prbn.g_01809
OG0000894	Prbi.g_01850	Prbn.g_01812
OG0000895	Prbi.g_01853	Prbn.g_01816
OG0000896	Prbi.g_01854	Prbn.g_01817
OG0000897	Prbi.g_01856	Prbn.g_01819
OG0000898	Prbi.g_01857	Prbn.g_01820
OG0000899	Prbi.g_01858	Prbn.g_01821
OG0000900	Prbi.g_01859	Prbn.g_01822
OG0000901	Prbi.g_01863	Prbn.g_01825
OG0000902	Prbi.g_01865	Prbn.g_01827
OG0000903	Prbi.g_01868	Prbn.g_01831
OG0000904	Prbi.g_01870	Prbn.g_01835
OG0000905	Prbi.g_01875	Prbn.g_01829
OG0000906	Prbi.g_01876	Prbn.g_01828
OG0000907	Prbi.g_01896	Prbn.g_01838
OG0000908	Prbi.g_01899	Prbn.g_01841
OG0000909	Prbi.g_01900	Prbn.g_01842
OG0000910	Prbi.g_01901	Prbn.g_01843
OG0000911	Prbi.g_01903	Prbn.g_01845
OG0000912	Prbi.g_01904	Prbn.g_01846
OG0000913	Prbi.g_01905	Prbn.g_01847
OG0000914	Prbi.g_01906	Prbn.g_01848
OG0000915	Prbi.g_01907	Prbn.g_01849
OG0000916	Prbi.g_01908	Prbn.g_01850
OG0000917	Prbi.g_01909	Prbn.g_01851
OG0000918	Prbi.g_01910	Prbn.g_01852
OG0000919	Prbi.g_01911	Prbn.g_01853
OG0000920	Prbi.g_01912	Prbn.g_01854
OG0000921	Prbi.g_01913	Prbn.g_01855
OG0000922	Prbi.g_01914	Prbn.g_01856
OG0000923	Prbi.g_01918	Prbn.g_01860
OG0000924	Prbi.g_01919	Prbn.g_01861
OG0000925	Prbi.g_01920	Prbn.g_01862
OG0000926	Prbi.g_01921	Prbn.g_01863
OG0000927	Prbi.g_01923	Prbn.g_01865
OG0000928	Prbi.g_01924	Prbn.g_01866
OG0000929	Prbi.g_01925	Prbn.g_01867
OG0000930	Prbi.g_01926	Prbn.g_01868
OG0000931	Prbi.g_01927	Prbn.g_01869
OG0000932	Prbi.g_01928	Prbn.g_01870
OG0000933	Prbi.g_01932	Prbn.g_01874
OG0000934	Prbi.g_01934	Prbn.g_01876
OG0000935	Prbi.g_01935	Prbn.g_01877
OG0000936	Prbi.g_01936	Prbn.g_01878
OG0000937	Prbi.g_01937	Prbn.g_01879
OG0000938	Prbi.g_01939	Prbn.g_01882
OG0000939	Prbi.g_01940	Prbn.g_01883
OG0000940	Prbi.g_01947	Prbn.g_01890
OG0000941	Prbi.g_01949	Prbn.g_01892
OG0000942	Prbi.g_01951	Prbn.g_01894
OG0000943	Prbi.g_01952	Prbn.g_01895
OG0000944	Prbi.g_01953	Prbn.g_01897
OG0000945	Prbi.g_01954	Prbn.g_01898
OG0000946	Prbi.g_01958	Prbn.g_01903
OG0000947	Prbi.g_01960	Prbn.g_01905
OG0000948	Prbi.g_01961	Prbn.g_01906
OG0000949	Prbi.g_01964	Prbn.g_01909
OG0000950	Prbi.g_01969	Prbn.g_01916
OG0000951	Prbi.g_01973	Prbn.g_01920
OG0000952	Prbi.g_01977	Prbn.g_01015
OG0000953	Prbi.g_01980	Prbn.g_01011
OG0000954	Prbi.g_01984	Prbn.g_01007
OG0000955	Prbi.g_01985	Prbn.g_01006
OG0000956	Prbi.g_01987	Prbn.g_01004
OG0000957	Prbi.g_01992	Prbn.g_00998
OG0000958	Prbi.g_01993	Prbn.g_00997
OG0000959	Prbi.g_01997	Prbn.g_00993
OG0000960	Prbi.g_01998	Prbn.g_00992
OG0000961	Prbi.g_02000	Prbn.g_00989
OG0000962	Prbi.g_02002	Prbn.g_00987
OG0000963	Prbi.g_02006	Prbn.g_00983
OG0000964	Prbi.g_02007	Prbn.g_00982
OG0000965	Prbi.g_02008	Prbn.g_00981
OG0000966	Prbi.g_02027	Prbn.g_00975
OG0000967	Prbi.g_02032	Prbn.g_00971
OG0000968	Prbi.g_02034	Prbn.g_00969
OG0000969	Prbi.g_02035	Prbn.g_00968
OG0000970	Prbi.g_02036	Prbn.g_00967
OG0000971	Prbi.g_02037	Prbn.g_00966
OG0000972	Prbi.g_02038	Prbn.g_00965
OG0000973	Prbi.g_02039	Prbn.g_00964
OG0000974	Prbi.g_02040	Prbn.g_00963
OG0000975	Prbi.g_02041	Prbn.g_00962
OG0000976	Prbi.g_02042	Prbn.g_00961
OG0000977	Prbi.g_02043	Prbn.g_00960
OG0000978	Prbi.g_02044	Prbn.g_00959
OG0000979	Prbi.g_02047	Prbn.g_00957
OG0000980	Prbi.g_02049	Prbn.g_00955
OG0000981	Prbi.g_02051	Prbn.g_00952
OG0000982	Prbi.g_02053	Prbn.g_00950
OG0000983	Prbi.g_02054	Prbn.g_00949
OG0000984	Prbi.g_02055	Prbn.g_00948
OG0000985	Prbi.g_02058	Prbn.g_00945
OG0000986	Prbi.g_02060	Prbn.g_00943
OG0000987	Prbi.g_02061	Prbn.g_00942
OG0000988	Prbi.g_02064	Prbn.g_00939
OG0000989	Prbi.g_02068	Prbn.g_00935
OG0000990	Prbi.g_02071	Prbn.g_00931
OG0000991	Prbi.g_02072	Prbn.g_00930
OG0000992	Prbi.g_02074	Prbn.g_00927
OG0000993	Prbi.g_02075	Prbn.g_00926
OG0000994	Prbi.g_02076	Prbn.g_00925
OG0000995	Prbi.g_02080	Prbn.g_00921
OG0000996	Prbi.g_02081	Prbn.g_00920
OG0000997	Prbi.g_02082	Prbn.g_00917
OG0000998	Prbi.g_02084	Prbn.g_00915
OG0000999	Prbi.g_02085	Prbn.g_00914
OG0001000	Prbi.g_02088	Prbn.g_00911
OG0001001	Prbi.g_02090	Prbn.g_00908
OG0001002	Prbi.g_02094	Prbn.g_00291
OG0001003	Prbi.g_02095	Prbn.g_00292
OG0001004	Prbi.g_02096	Prbn.g_00293
OG0001005	Prbi.g_02097	Prbn.g_00294
OG0001006	Prbi.g_02101	Prbn.g_00298
OG0001007	Prbi.g_02103	Prbn.g_00300
OG0001008	Prbi.g_00438	Prbn.g_00676
OG0001009	Prbi.g_00027	Prbn.g_00755
OG0001010	Prbi.g_00028	Prbn.g_00754
OG0001011	Prbi.g_00029	Prbn.g_00752
OG0001012	Prbi.g_00052	Prbn.g_00738
OG0001013	Prbi.g_00059	Prbn.g_00731
OG0001014	Prbi.g_00062	Prbn.g_00728
OG0001015	Prbi.g_00063	Prbn.g_00726
OG0001016	Prbi.g_00080	Prbn.g_00704
OG0001017	Prbi.g_00084	Prbn.g_01343
OG0001018	Prbi.g_00087	Prbn.g_01341
OG0001019	Prbi.g_00096	Prbn.g_01332
OG0001020	Prbi.g_00097	Prbn.g_01331
OG0001021	Prbi.g_00098	Prbn.g_01330
OG0001022	Prbi.g_00101	Prbn.g_01327
OG0001023	Prbi.g_00102	Prbn.g_01326
OG0001024	Prbi.g_00105	Prbn.g_01322
OG0001025	Prbi.g_00111	Prbn.g_01315
OG0001026	Prbi.g_00118	Prbn.g_01306
OG0001027	Prbi.g_00119	Prbn.g_01305
OG0001028	Prbi.g_00121	Prbn.g_01303
OG0001029	Prbi.g_00123	Prbn.g_01302
OG0001030	Prbi.g_00138	Prbn.g_01286
OG0001031	Prbi.g_00210	Prbn.g_00367
OG0001032	Prbi.g_00211	Prbn.g_00366
OG0001033	Prbi.g_00232	Prbn.g_00345
OG0001034	Prbi.g_00260	Prbn.g_00314
OG0001035	Prbi.g_00278	Prbn.g_00021
OG0001036	Prbi.g_00283	Prbn.g_00025
OG0001037	Prbi.g_00284	Prbn.g_00026
OG0001038	Prbi.g_00302	Prbn.g_00045
OG0001039	Prbi.g_00305	Prbn.g_00048
OG0001040	Prbi.g_00307	Prbn.g_00050
OG0001041	Prbi.g_00311	Prbn.g_00055
OG0001042	Prbi.g_00328	Prbn.g_00072
OG0001043	Prbi.g_00329	Prbn.g_00073
OG0001044	Prbi.g_00357	Prbn.g_00104
OG0001045	Prbi.g_00366	Prbn.g_00113
OG0001046	Prbi.g_00403	Prbn.g_01697
OG0001047	Prbi.g_00440	Prbn.g_00674
OG0001048	Prbi.g_00441	Prbn.g_00673
OG0001049	Prbi.g_00443	Prbn.g_00671
OG0001050	Prbi.g_00444	Prbn.g_00670
OG0001051	Prbi.g_00445	Prbn.g_00669
OG0001052	Prbi.g_00474	Prbn.g_00643
OG0001053	Prbi.g_00486	Prbn.g_00631
OG0001054	Prbi.g_00501	Prbn.g_00616
OG0001055	Prbi.g_00520	Prbn.g_00597
OG0001056	Prbi.g_00539	Prbn.g_00580
OG0001057	Prbi.g_00544	Prbn.g_00575
OG0001058	Prbi.g_00552	Prbn.g_00567
OG0001059	Prbi.g_00556	Prbn.g_00563
OG0001060	Prbi.g_00563	Prbn.g_00557
OG0001061	Prbi.g_00576	Prbn.g_00542
OG0001062	Prbi.g_00578	Prbn.g_00540
OG0001063	Prbi.g_00580	Prbn.g_00538
OG0001064	Prbi.g_00581	Prbn.g_00537
OG0001065	Prbi.g_00582	Prbn.g_00536
OG0001066	Prbi.g_00583	Prbn.g_00535
OG0001067	Prbi.g_00584	Prbn.g_00534
OG0001068	Prbi.g_00585	Prbn.g_00533
OG0001069	Prbi.g_00586	Prbn.g_00532
OG0001070	Prbi.g_00589	Prbn.g_00528
OG0001071	Prbi.g_00590	Prbn.g_00527
OG0001072	Prbi.g_00592	Prbn.g_00525
OG0001073	Prbi.g_00606	Prbn.g_00511
OG0001074	Prbi.g_00617	Prbn.g_00499
