Orthogroup	Prbi	Prbc
OG0000520	Prbi.g_00449	Prbc.g_01509
OG0000521	Prbi.g_00454	Prbc.g_01514
OG0000522	Prbi.g_00456	Prbc.g_01516
OG0000523	Prbi.g_00457	Prbc.g_01517
OG0000524	Prbi.g_00463	Prbc.g_01524
OG0000525	Prbi.g_00466	Prbc.g_01528
OG0000526	Prbi.g_00467	Prbc.g_01529
OG0000527	Prbi.g_00476	Prbc.g_01532
OG0000528	Prbi.g_00481	Prbc.g_01538
OG0000529	Prbi.g_00484	Prbc.g_01541
OG0000530	Prbi.g_00487	Prbc.g_01544
OG0000531	Prbi.g_00488	Prbc.g_01545
OG0000532	Prbi.g_00490	Prbc.g_01546
OG0000533	Prbi.g_00491	Prbc.g_01547
OG0000534	Prbi.g_00492	Prbc.g_01548
OG0000535	Prbi.g_00493	Prbc.g_01549
OG0000536	Prbi.g_00494	Prbc.g_01550
OG0000537	Prbi.g_00495	Prbc.g_01551
OG0000538	Prbi.g_00503	Prbc.g_01580
OG0000539	Prbi.g_00504	Prbc.g_01581
OG0000540	Prbi.g_00505	Prbc.g_01582
OG0000541	Prbi.g_00506	Prbc.g_01583
OG0000542	Prbi.g_00508	Prbc.g_01585
OG0000543	Prbi.g_00510	Prbc.g_01587
OG0000544	Prbi.g_00511	Prbc.g_01588
OG0000545	Prbi.g_00513	Prbc.g_01590
OG0000546	Prbi.g_00516	Prbc.g_01593
OG0000547	Prbi.g_00518	Prbc.g_01595
OG0000548	Prbi.g_00519	Prbc.g_01596
OG0000549	Prbi.g_00521	Prbc.g_01599
OG0000550	Prbi.g_00526	Prbc.g_01603
OG0000551	Prbi.g_00530	Prbc.g_01606
OG0000552	Prbi.g_00531	Prbc.g_01607
OG0000553	Prbi.g_00532	Prbc.g_01608
OG0000554	Prbi.g_00537	Prbc.g_01613
OG0000555	Prbi.g_00545	Prbc.g_01621
OG0000556	Prbi.g_00547	Prbc.g_01623
OG0000557	Prbi.g_00548	Prbc.g_01624
OG0000558	Prbi.g_00550	Prbc.g_01627
OG0000559	Prbi.g_00554	Prbc.g_01631
OG0000560	Prbi.g_00557	Prbc.g_01634
OG0000561	Prbi.g_00558	Prbc.g_01635
OG0000562	Prbi.g_00559	Prbc.g_01636
OG0000563	Prbi.g_00560	Prbc.g_01637
OG0000564	Prbi.g_00561	Prbc.g_01638
OG0000565	Prbi.g_00564	Prbc.g_01641
OG0000566	Prbi.g_00566	Prbc.g_01643
OG0000567	Prbi.g_00570	Prbc.g_01647
OG0000568	Prbi.g_00571	Prbc.g_01648
OG0000569	Prbi.g_00572	Prbc.g_01649
OG0000570	Prbi.g_00573	Prbc.g_01650
OG0000571	Prbi.g_00575	Prbc.g_01652
OG0000572	Prbi.g_00588	Prbc.g_01663
OG0000573	Prbi.g_00594	Prbc.g_01668
OG0000574	Prbi.g_00595	Prbc.g_01670
OG0000575	Prbi.g_00599	Prbc.g_01673
OG0000576	Prbi.g_00601	Prbc.g_01675
OG0000577	Prbi.g_00602	Prbc.g_01676
OG0000578	Prbi.g_00603	Prbc.g_01677
OG0000579	Prbi.g_00604	Prbc.g_01678
OG0000580	Prbi.g_00605	Prbc.g_01679
OG0000581	Prbi.g_00607	Prbc.g_01682
OG0000582	Prbi.g_00610	Prbc.g_01685
OG0000583	Prbi.g_00611	Prbc.g_01686
OG0000584	Prbi.g_00612	Prbc.g_01687
OG0000585	Prbi.g_00614	Prbc.g_01689
OG0000586	Prbi.g_00615	Prbc.g_01690
OG0000587	Prbi.g_00616	Prbc.g_01691
OG0000588	Prbi.g_00620	Prbc.g_01695
OG0000589	Prbi.g_00623	Prbc.g_01698
OG0000590	Prbi.g_00624	Prbc.g_01699
OG0000591	Prbi.g_00627	Prbc.g_01702
OG0000592	Prbi.g_00628	Prbc.g_01703
OG0000593	Prbi.g_00635	Prbc.g_01709
OG0000594	Prbi.g_00636	Prbc.g_01710
OG0000595	Prbi.g_00637	Prbc.g_01711
OG0000596	Prbi.g_00641	Prbc.g_01715
OG0000597	Prbi.g_00643	Prbc.g_01717
OG0000598	Prbi.g_00644	Prbc.g_01718
OG0000599	Prbi.g_00647	Prbc.g_01721
OG0000600	Prbi.g_00648	Prbc.g_01722
OG0000601	Prbi.g_00649	Prbc.g_01723
OG0000602	Prbi.g_00651	Prbc.g_01725
OG0000603	Prbi.g_00652	Prbc.g_01726
OG0000604	Prbi.g_00653	Prbc.g_01727
OG0000605	Prbi.g_00654	Prbc.g_01728
OG0000606	Prbi.g_00657	Prbc.g_01731
OG0000607	Prbi.g_00660	Prbc.g_01734
OG0000608	Prbi.g_00661	Prbc.g_01735
OG0000609	Prbi.g_00662	Prbc.g_01736
OG0000610	Prbi.g_00667	Prbc.g_01742
OG0000611	Prbi.g_00670	Prbc.g_01745
OG0000612	Prbi.g_00671	Prbc.g_01746
OG0000613	Prbi.g_00676	Prbc.g_01752
OG0000614	Prbi.g_00695	Prbc.g_01775
OG0000615	Prbi.g_00704	Prbc.g_01782
OG0000616	Prbi.g_00708	Prbc.g_01055
OG0000617	Prbi.g_00751	Prbc.g_01793
OG0000618	Prbi.g_00752	Prbc.g_01794
OG0000619	Prbi.g_00753	Prbc.g_01795
OG0000620	Prbi.g_00756	Prbc.g_01798
OG0000621	Prbi.g_00757	Prbc.g_01799
OG0000622	Prbi.g_00758	Prbc.g_01800
OG0000623	Prbi.g_00759	Prbc.g_01801
OG0000624	Prbi.g_00760	Prbc.g_01803
OG0000625	Prbi.g_00761	Prbc.g_01804
OG0000626	Prbi.g_00762	Prbc.g_01805
OG0000627	Prbi.g_00763	Prbc.g_01807
OG0000628	Prbi.g_00764	Prbc.g_01808
OG0000629	Prbi.g_00765	Prbc.g_01809
OG0000630	Prbi.g_00768	Prbc.g_01812
OG0000631	Prbi.g_00838	Prbc.g_02007
OG0000632	Prbi.g_00839	Prbc.g_02008
OG0000633	Prbi.g_00840	Prbc.g_02009
OG0000634	Prbi.g_00843	Prbc.g_01854
OG0000635	Prbi.g_00844	Prbc.g_01855
OG0000636	Prbi.g_00846	Prbc.g_01857
OG0000637	Prbi.g_00848	Prbc.g_01859
OG0000638	Prbi.g_00849	Prbc.g_01860
OG0000639	Prbi.g_00850	Prbc.g_01861
OG0000640	Prbi.g_00851	Prbc.g_01862
OG0000641	Prbi.g_00855	Prbc.g_01866
OG0000642	Prbi.g_00856	Prbc.g_01867
OG0000643	Prbi.g_00857	Prbc.g_01868
OG0000644	Prbi.g_00858	Prbc.g_01869
OG0000645	Prbi.g_00859	Prbc.g_01870
OG0000646	Prbi.g_00861	Prbc.g_01873
OG0000647	Prbi.g_00862	Prbc.g_01875
OG0000648	Prbi.g_00864	Prbc.g_01877
OG0000649	Prbi.g_00865	Prbc.g_01878
OG0000650	Prbi.g_00866	Prbc.g_01879
OG0000651	Prbi.g_00867	Prbc.g_01880
OG0000652	Prbi.g_00868	Prbc.g_01881
OG0000653	Prbi.g_00870	Prbc.g_01883
OG0000654	Prbi.g_00871	Prbc.g_01884
OG0000655	Prbi.g_00872	Prbc.g_01885
OG0000656	Prbi.g_00875	Prbc.g_01888
OG0000657	Prbi.g_00883	Prbc.g_01895
OG0000658	Prbi.g_00884	Prbc.g_01897
OG0000659	Prbi.g_00885	Prbc.g_01898
OG0000660	Prbi.g_00889	Prbc.g_01903
OG0000661	Prbi.g_00891	Prbc.g_01905
OG0000662	Prbi.g_00893	Prbc.g_01907
OG0000663	Prbi.g_00895	Prbc.g_01909
OG0000664	Prbi.g_00896	Prbc.g_01910
OG0000665	Prbi.g_00900	Prbc.g_01914
OG0000666	Prbi.g_00901	Prbc.g_01915
OG0000667	Prbi.g_00905	Prbc.g_01919
OG0000668	Prbi.g_00934	Prbc.g_01959
OG0000669	Prbi.g_00942	Prbc.g_01967
OG0000670	Prbi.g_00944	Prbc.g_01970
OG0000671	Prbi.g_00946	Prbc.g_01972
OG0000672	Prbi.g_00949	Prbc.g_01975
OG0000673	Prbi.g_00952	Prbc.g_01978
OG0000674	Prbi.g_00954	Prbc.g_01980
OG0000675	Prbi.g_00955	Prbc.g_01981
OG0000676	Prbi.g_00957	Prbc.g_01983
OG0000677	Prbi.g_00958	Prbc.g_01984
OG0000678	Prbi.g_00960	Prbc.g_01987
OG0000679	Prbi.g_00964	Prbc.g_01991
OG0000680	Prbi.g_00965	Prbc.g_01992
OG0000681	Prbi.g_00968	Prbc.g_01995
OG0000682	Prbi.g_00969	Prbc.g_01996
OG0000683	Prbi.g_00970	Prbc.g_01997
OG0000684	Prbi.g_00971	Prbc.g_01837
OG0000685	Prbi.g_00973	Prbc.g_01839
OG0000686	Prbi.g_00974	Prbc.g_01840
OG0000687	Prbi.g_00975	Prbc.g_01841
OG0000688	Prbi.g_00978	Prbc.g_01844
OG0000689	Prbi.g_00979	Prbc.g_01845
OG0000690	Prbi.g_00980	Prbc.g_01846
OG0000691	Prbi.g_00981	Prbc.g_01847
OG0000692	Prbi.g_00983	Prbc.g_01849
OG0000693	Prbi.g_00984	Prbc.g_01850
OG0000694	Prbi.g_00985	Prbc.g_01851
OG0000695	Prbi.g_00987	Prbc.g_02011
OG0000696	Prbi.g_00988	Prbc.g_02012
OG0000697	Prbi.g_00989	Prbc.g_02013
OG0000698	Prbi.g_00992	Prbc.g_02016
OG0000699	Prbi.g_00993	Prbc.g_02017
OG0000700	Prbi.g_00994	Prbc.g_02018
OG0000701	Prbi.g_00995	Prbc.g_02019
OG0000702	Prbi.g_00997	Prbc.g_02021
OG0000703	Prbi.g_00998	Prbc.g_02022
OG0000704	Prbi.g_00999	Prbc.g_02023
OG0000705	Prbi.g_01003	Prbc.g_02029
OG0000706	Prbi.g_01004	Prbc.g_02030
OG0000707	Prbi.g_01005	Prbc.g_02031
OG0000708	Prbi.g_01006	Prbc.g_02033
OG0000709	Prbi.g_01010	Prbc.g_02037
OG0000710	Prbi.g_01013	Prbc.g_02040
OG0000711	Prbi.g_01030	Prbc.g_02055
OG0000712	Prbi.g_01032	Prbc.g_02057
OG0000713	Prbi.g_01033	Prbc.g_02058
OG0000714	Prbi.g_01034	Prbc.g_02059
OG0000715	Prbi.g_01036	Prbc.g_02061
OG0000716	Prbi.g_01038	Prbc.g_02062
OG0000717	Prbi.g_01039	Prbc.g_02063
OG0000718	Prbi.g_01055	Prbc.g_02079
OG0000719	Prbi.g_01057	Prbc.g_02080
OG0000720	Prbi.g_01066	Prbc.g_02091
OG0000721	Prbi.g_01068	Prbc.g_02092
OG0000722	Prbi.g_01069	Prbc.g_02093
OG0000723	Prbi.g_01072	Prbc.g_02097
OG0000724	Prbi.g_01081	Prbc.g_02108
OG0000725	Prbi.g_01087	Prbc.g_01934
OG0000726	Prbi.g_01088	Prbc.g_01933
OG0000727	Prbi.g_01089	Prbc.g_01932
OG0000728	Prbi.g_01091	Prbc.g_01930
OG0000729	Prbi.g_01138	Prbc.g_00201
OG0000730	Prbi.g_01142	Prbc.g_01244
OG0000731	Prbi.g_01146	Prbc.g_01252
OG0000732	Prbi.g_01155	Prbc.g_00987
OG0000733	Prbi.g_01175	Prbc.g_00897
OG0000734	Prbi.g_01192	Prbc.g_01462
OG0000735	Prbi.g_01194	Prbc.g_01460
OG0000736	Prbi.g_01195	Prbc.g_01459
OG0000737	Prbi.g_01196	Prbc.g_01458
OG0000738	Prbi.g_01200	Prbc.g_01454
OG0000739	Prbi.g_01201	Prbc.g_01453
OG0000740	Prbi.g_01202	Prbc.g_01452
OG0000741	Prbi.g_01203	Prbc.g_01450
OG0000742	Prbi.g_01206	Prbc.g_01447
OG0000743	Prbi.g_01208	Prbc.g_01445
OG0000744	Prbi.g_01209	Prbc.g_01444
OG0000745	Prbi.g_01210	Prbc.g_01442
OG0000746	Prbi.g_01212	Prbc.g_01440
OG0000747	Prbi.g_01213	Prbc.g_01439
OG0000748	Prbi.g_01216	Prbc.g_01435
OG0000749	Prbi.g_01217	Prbc.g_01434
OG0000750	Prbi.g_01218	Prbc.g_01433
OG0000751	Prbi.g_01220	Prbc.g_01430
OG0000752	Prbi.g_01222	Prbc.g_01428
OG0000753	Prbi.g_01225	Prbc.g_01426
OG0000754	Prbi.g_01228	Prbc.g_01422
OG0000755	Prbi.g_01231	Prbc.g_01418
OG0000756	Prbi.g_01232	Prbc.g_01417
OG0000757	Prbi.g_01238	Prbc.g_01410
OG0000758	Prbi.g_01239	Prbc.g_01409
OG0000759	Prbi.g_01240	Prbc.g_01408
OG0000760	Prbi.g_01241	Prbc.g_01407
OG0000761	Prbi.g_01242	Prbc.g_01406
OG0000762	Prbi.g_01243	Prbc.g_01405
OG0000763	Prbi.g_01245	Prbc.g_01403
OG0000764	Prbi.g_01246	Prbc.g_01402
OG0000765	Prbi.g_01255	Prbc.g_01394
OG0000766	Prbi.g_01256	Prbc.g_01393
OG0000767	Prbi.g_01258	Prbc.g_01392
OG0000768	Prbi.g_01259	Prbc.g_01391
OG0000769	Prbi.g_01261	Prbc.g_01389
OG0000770	Prbi.g_01263	Prbc.g_01388
OG0000771	Prbi.g_01277	Prbc.g_02103
OG0000772	Prbi.g_01363	Prbc.g_01320
OG0000773	Prbi.g_01382	Prbc.g_00557
OG0000774	Prbi.g_01384	Prbc.g_00560
OG0000775	Prbi.g_01386	Prbc.g_00561
OG0000776	Prbi.g_01387	Prbc.g_00562
OG0000777	Prbi.g_01388	Prbc.g_00563
OG0000778	Prbi.g_01389	Prbc.g_00564
OG0000779	Prbi.g_01393	Prbc.g_00568
OG0000780	Prbi.g_01394	Prbc.g_00569
OG0000781	Prbi.g_01397	Prbc.g_00571
OG0000782	Prbi.g_01398	Prbc.g_00572
OG0000783	Prbi.g_01399	Prbc.g_00573
OG0000784	Prbi.g_01400	Prbc.g_00574
OG0000785	Prbi.g_01402	Prbc.g_00576
OG0000786	Prbi.g_01404	Prbc.g_00579
OG0000787	Prbi.g_01405	Prbc.g_00580
OG0000788	Prbi.g_01426	Prbc.g_01820
OG0000789	Prbi.g_01429	Prbc.g_02100
OG0000790	Prbi.g_01444	Prbc.g_00662
OG0000791	Prbi.g_01446	Prbc.g_00664
OG0000792	Prbi.g_01447	Prbc.g_00665
OG0000793	Prbi.g_01450	Prbc.g_00668
OG0000794	Prbi.g_01451	Prbc.g_00669
OG0000795	Prbi.g_01452	Prbc.g_00670
OG0000796	Prbi.g_01456	Prbc.g_00674
OG0000797	Prbi.g_01457	Prbc.g_00675
OG0000799	Prbi.g_01571	Prbc.g_00690
OG0000800	Prbi.g_01572	Prbc.g_00691
OG0000801	Prbi.g_01573	Prbc.g_00692
OG0000802	Prbi.g_01575	Prbc.g_00694
OG0000803	Prbi.g_01577	Prbc.g_00696
OG0000804	Prbi.g_01578	Prbc.g_00697
OG0000805	Prbi.g_01580	Prbc.g_00699
OG0000806	Prbi.g_01582	Prbc.g_00701
OG0000807	Prbi.g_01583	Prbc.g_00702
OG0000808	Prbi.g_01584	Prbc.g_00703
OG0000809	Prbi.g_01587	Prbc.g_00707
OG0000810	Prbi.g_01588	Prbc.g_00708
OG0000811	Prbi.g_01594	Prbc.g_00712
OG0000812	Prbi.g_01596	Prbc.g_00714
OG0000813	Prbi.g_01597	Prbc.g_00715
OG0000814	Prbi.g_01599	Prbc.g_00717
OG0000815	Prbi.g_01600	Prbc.g_00718
OG0000816	Prbi.g_01602	Prbc.g_00720
OG0000817	Prbi.g_01603	Prbc.g_00721
OG0000818	Prbi.g_01608	Prbc.g_00725
OG0000819	Prbi.g_01609	Prbc.g_00726
OG0000820	Prbi.g_01610	Prbc.g_00727
OG0000821	Prbi.g_01613	Prbc.g_00730
OG0000822	Prbi.g_01614	Prbc.g_00731
OG0000823	Prbi.g_01615	Prbc.g_00732
OG0000824	Prbi.g_01618	Prbc.g_00735
OG0000825	Prbi.g_01619	Prbc.g_00736
OG0000826	Prbi.g_01620	Prbc.g_00737
OG0000827	Prbi.g_01621	Prbc.g_00738
OG0000828	Prbi.g_01624	Prbc.g_00741
OG0000829	Prbi.g_01625	Prbc.g_00742
OG0000830	Prbi.g_01626	Prbc.g_00743
OG0000831	Prbi.g_01628	Prbc.g_00745
OG0000832	Prbi.g_01634	Prbc.g_00755
OG0000833	Prbi.g_01642	Prbc.g_00763
OG0000834	Prbi.g_01643	Prbc.g_00764
OG0000835	Prbi.g_01644	Prbc.g_00765
OG0000836	Prbi.g_01645	Prbc.g_00766
OG0000837	Prbi.g_01646	Prbc.g_00767
OG0000838	Prbi.g_01648	Prbc.g_00769
OG0000839	Prbi.g_01649	Prbc.g_00770
OG0000840	Prbi.g_01650	Prbc.g_00771
OG0000841	Prbi.g_01651	Prbc.g_00772
OG0000842	Prbi.g_01652	Prbc.g_00773
OG0000843	Prbi.g_01653	Prbc.g_00774
OG0000844	Prbi.g_01654	Prbc.g_00775
OG0000845	Prbi.g_01655	Prbc.g_00776
OG0000846	Prbi.g_01656	Prbc.g_00777
OG0000847	Prbi.g_01657	Prbc.g_00778
OG0000848	Prbi.g_01658	Prbc.g_00779
OG0000849	Prbi.g_01659	Prbc.g_00780
OG0000850	Prbi.g_01661	Prbc.g_00782
OG0000851	Prbi.g_01662	Prbc.g_00783
OG0000852	Prbi.g_01663	Prbc.g_00784
OG0000853	Prbi.g_01667	Prbc.g_00789
OG0000854	Prbi.g_01669	Prbc.g_00791
OG0000855	Prbi.g_01670	Prbc.g_00792
OG0000856	Prbi.g_01685	Prbc.g_00677
OG0000857	Prbi.g_01711	Prbc.g_01874
OG0000858	Prbi.g_01781	Prbc.g_00827
OG0000859	Prbi.g_01782	Prbc.g_00828
OG0000860	Prbi.g_01789	Prbc.g_00834
OG0000861	Prbi.g_01790	Prbc.g_00835
OG0000862	Prbi.g_01791	Prbc.g_00836
OG0000863	Prbi.g_01793	Prbc.g_00837
OG0000864	Prbi.g_01794	Prbc.g_00838
OG0000865	Prbi.g_01795	Prbc.g_00839
OG0000866	Prbi.g_01796	Prbc.g_00840
OG0000867	Prbi.g_01797	Prbc.g_00841
OG0000868	Prbi.g_01798	Prbc.g_00842
OG0000869	Prbi.g_01802	Prbc.g_00845
OG0000870	Prbi.g_01807	Prbc.g_00850
OG0000871	Prbi.g_01808	Prbc.g_00851
OG0000872	Prbi.g_01809	Prbc.g_00852
OG0000873	Prbi.g_01812	Prbc.g_00855
OG0000874	Prbi.g_01815	Prbc.g_00858
OG0000875	Prbi.g_01816	Prbc.g_00860
OG0000876	Prbi.g_01817	Prbc.g_00861
OG0000877	Prbi.g_01819	Prbc.g_00863
OG0000878	Prbi.g_01820	Prbc.g_00864
OG0000879	Prbi.g_01821	Prbc.g_00865
OG0000880	Prbi.g_01822	Prbc.g_00866
OG0000881	Prbi.g_01826	Prbc.g_00869
OG0000882	Prbi.g_01831	Prbc.g_00874
OG0000883	Prbi.g_01832	Prbc.g_00876
OG0000884	Prbi.g_01834	Prbc.g_00878
OG0000885	Prbi.g_01835	Prbc.g_00879
OG0000886	Prbi.g_01836	Prbc.g_00880
OG0000887	Prbi.g_01837	Prbc.g_00881
OG0000888	Prbi.g_01839	Prbc.g_00883
OG0000889	Prbi.g_01841	Prbc.g_00885
OG0000890	Prbi.g_01842	Prbc.g_00886
OG0000891	Prbi.g_01843	Prbc.g_00887
OG0000892	Prbi.g_01845	Prbc.g_00889
OG0000893	Prbi.g_01848	Prbc.g_00933
OG0000894	Prbi.g_01850	Prbc.g_00936
OG0000895	Prbi.g_01853	Prbc.g_00939
OG0000896	Prbi.g_01854	Prbc.g_00940
OG0000897	Prbi.g_01856	Prbc.g_00942
OG0000898	Prbi.g_01857	Prbc.g_00943
OG0000899	Prbi.g_01858	Prbc.g_00944
OG0000900	Prbi.g_01859	Prbc.g_00945
OG0000901	Prbi.g_01863	Prbc.g_00948
OG0000902	Prbi.g_01865	Prbc.g_00950
OG0000903	Prbi.g_01868	Prbc.g_00960
OG0000904	Prbi.g_01870	Prbc.g_00955
OG0000905	Prbi.g_01875	Prbc.g_00952
OG0000906	Prbi.g_01876	Prbc.g_00951
OG0000907	Prbi.g_01896	Prbc.g_00327
OG0000908	Prbi.g_01899	Prbc.g_00324
OG0000909	Prbi.g_01900	Prbc.g_00323
OG0000910	Prbi.g_01901	Prbc.g_00322
OG0000911	Prbi.g_01903	Prbc.g_00320
OG0000912	Prbi.g_01904	Prbc.g_00319
OG0000913	Prbi.g_01905	Prbc.g_00318
OG0000914	Prbi.g_01906	Prbc.g_00317
OG0000915	Prbi.g_01907	Prbc.g_00316
OG0000916	Prbi.g_01908	Prbc.g_00315
OG0000917	Prbi.g_01909	Prbc.g_00314
OG0000918	Prbi.g_01910	Prbc.g_00313
OG0000919	Prbi.g_01911	Prbc.g_00312
OG0000920	Prbi.g_01912	Prbc.g_00311
OG0000921	Prbi.g_01913	Prbc.g_00310
OG0000922	Prbi.g_01914	Prbc.g_00309
OG0000923	Prbi.g_01918	Prbc.g_00305
OG0000924	Prbi.g_01919	Prbc.g_00304
OG0000925	Prbi.g_01920	Prbc.g_00303
OG0000926	Prbi.g_01921	Prbc.g_00302
OG0000927	Prbi.g_01923	Prbc.g_00300
OG0000928	Prbi.g_01924	Prbc.g_00299
OG0000929	Prbi.g_01925	Prbc.g_00298
OG0000930	Prbi.g_01926	Prbc.g_00297
OG0000931	Prbi.g_01927	Prbc.g_00296
OG0000932	Prbi.g_01928	Prbc.g_00295
OG0000933	Prbi.g_01932	Prbc.g_00291
OG0000934	Prbi.g_01934	Prbc.g_00289
OG0000935	Prbi.g_01935	Prbc.g_00288
OG0000936	Prbi.g_01936	Prbc.g_00287
OG0000937	Prbi.g_01937	Prbc.g_00286
OG0000938	Prbi.g_01939	Prbc.g_00283
OG0000939	Prbi.g_01940	Prbc.g_00282
OG0000940	Prbi.g_01947	Prbc.g_00275
OG0000941	Prbi.g_01949	Prbc.g_00273
OG0000942	Prbi.g_01951	Prbc.g_00271
OG0000943	Prbi.g_01952	Prbc.g_00270
OG0000944	Prbi.g_01953	Prbc.g_00268
OG0000945	Prbi.g_01954	Prbc.g_00267
OG0000946	Prbi.g_01958	Prbc.g_00248
OG0000947	Prbi.g_01960	Prbc.g_00246
OG0000948	Prbi.g_01961	Prbc.g_00245
OG0000949	Prbi.g_01964	Prbc.g_00242
OG0000950	Prbi.g_01969	Prbc.g_00237
OG0000951	Prbi.g_01973	Prbc.g_00233
OG0000952	Prbi.g_01977	Prbc.g_00229
OG0000953	Prbi.g_01980	Prbc.g_00225
OG0000954	Prbi.g_01984	Prbc.g_00221
OG0000955	Prbi.g_01985	Prbc.g_00220
OG0000956	Prbi.g_01987	Prbc.g_00218
OG0000957	Prbi.g_01992	Prbc.g_00213
OG0000958	Prbi.g_01993	Prbc.g_00212
OG0000959	Prbi.g_01997	Prbc.g_00208
OG0000960	Prbi.g_01998	Prbc.g_00207
OG0000961	Prbi.g_02000	Prbc.g_00204
OG0000962	Prbi.g_02002	Prbc.g_00202
OG0000963	Prbi.g_02006	Prbc.g_00197
OG0000964	Prbi.g_02007	Prbc.g_00196
OG0000965	Prbi.g_02008	Prbc.g_00195
OG0000966	Prbi.g_02027	Prbc.g_00965
OG0000967	Prbi.g_02032	Prbc.g_00969
OG0000968	Prbi.g_02034	Prbc.g_00971
OG0000969	Prbi.g_02035	Prbc.g_00972
OG0000970	Prbi.g_02036	Prbc.g_00973
OG0000971	Prbi.g_02037	Prbc.g_00974
OG0000972	Prbi.g_02038	Prbc.g_00975
OG0000973	Prbi.g_02039	Prbc.g_00976
OG0000974	Prbi.g_02040	Prbc.g_00977
OG0000975	Prbi.g_02041	Prbc.g_00978
OG0000976	Prbi.g_02042	Prbc.g_00979
OG0000977	Prbi.g_02043	Prbc.g_00980
OG0000978	Prbi.g_02044	Prbc.g_00981
OG0000979	Prbi.g_02047	Prbc.g_00984
OG0000980	Prbi.g_02049	Prbc.g_00986
OG0000981	Prbi.g_02051	Prbc.g_00989
OG0000982	Prbi.g_02053	Prbc.g_00991
OG0000983	Prbi.g_02054	Prbc.g_00992
OG0000984	Prbi.g_02055	Prbc.g_00993
OG0000985	Prbi.g_02058	Prbc.g_00996
OG0000986	Prbi.g_02060	Prbc.g_00998
OG0000987	Prbi.g_02061	Prbc.g_00999
OG0000988	Prbi.g_02064	Prbc.g_01002
OG0000989	Prbi.g_02068	Prbc.g_01006
OG0000990	Prbi.g_02071	Prbc.g_01011
OG0000991	Prbi.g_02072	Prbc.g_01012
OG0000992	Prbi.g_02074	Prbc.g_01015
OG0000993	Prbi.g_02075	Prbc.g_01016
OG0000994	Prbi.g_02076	Prbc.g_01017
OG0000995	Prbi.g_02080	Prbc.g_01021
OG0000996	Prbi.g_02081	Prbc.g_01022
OG0000997	Prbi.g_02082	Prbc.g_01043
OG0000998	Prbi.g_02084	Prbc.g_01045
OG0000999	Prbi.g_02085	Prbc.g_01046
OG0001000	Prbi.g_02088	Prbc.g_01049
OG0001001	Prbi.g_02090	Prbc.g_01052
OG0001002	Prbi.g_02094	Prbc.g_01057
OG0001003	Prbi.g_02095	Prbc.g_01060
OG0001004	Prbi.g_02096	Prbc.g_01061
OG0001005	Prbi.g_02097	Prbc.g_01062
OG0001006	Prbi.g_02101	Prbc.g_01067
OG0001007	Prbi.g_02103	Prbc.g_01069
OG0001008	Prbi.g_00438	Prbc.g_01498
OG0001009	Prbi.g_00027	Prbc.g_01097
OG0001010	Prbi.g_00028	Prbc.g_01098
OG0001011	Prbi.g_00029	Prbc.g_01099
OG0001012	Prbi.g_00052	Prbc.g_01121
OG0001013	Prbi.g_00059	Prbc.g_01126
OG0001014	Prbi.g_00062	Prbc.g_01129
OG0001015	Prbi.g_00063	Prbc.g_01130
OG0001016	Prbi.g_00080	Prbc.g_00500
OG0001017	Prbi.g_00084	Prbc.g_00496
OG0001018	Prbi.g_00087	Prbc.g_00493
OG0001019	Prbi.g_00096	Prbc.g_00484
OG0001020	Prbi.g_00097	Prbc.g_00483
OG0001021	Prbi.g_00098	Prbc.g_00482
OG0001022	Prbi.g_00101	Prbc.g_00479
OG0001023	Prbi.g_00102	Prbc.g_00478
OG0001024	Prbi.g_00105	Prbc.g_00475
OG0001025	Prbi.g_00111	Prbc.g_00468
OG0001026	Prbi.g_00118	Prbc.g_00460
OG0001027	Prbi.g_00119	Prbc.g_00459
OG0001028	Prbi.g_00121	Prbc.g_00457
OG0001029	Prbi.g_00123	Prbc.g_00455
OG0001030	Prbi.g_00138	Prbc.g_00439
OG0001031	Prbi.g_00210	Prbc.g_00385
OG0001032	Prbi.g_00211	Prbc.g_00384
OG0001033	Prbi.g_00232	Prbc.g_00364
OG0001034	Prbi.g_00260	Prbc.g_00334
OG0001035	Prbi.g_00278	Prbc.g_01150
OG0001036	Prbi.g_00283	Prbc.g_01154
OG0001037	Prbi.g_00284	Prbc.g_01155
OG0001038	Prbi.g_00302	Prbc.g_01171
OG0001039	Prbi.g_00305	Prbc.g_01173
OG0001040	Prbi.g_00307	Prbc.g_01176
OG0001041	Prbi.g_00311	Prbc.g_01180
OG0001042	Prbi.g_00328	Prbc.g_01196
OG0001043	Prbi.g_00329	Prbc.g_01197
OG0001044	Prbi.g_00357	Prbc.g_01245
OG0001045	Prbi.g_00366	Prbc.g_01254
OG0001046	Prbi.g_00403	Prbc.g_02168
OG0001047	Prbi.g_00440	Prbc.g_01500
OG0001048	Prbi.g_00441	Prbc.g_01501
OG0001049	Prbi.g_00443	Prbc.g_01503
OG0001050	Prbi.g_00444	Prbc.g_01504
OG0001051	Prbi.g_00445	Prbc.g_01505
OG0001052	Prbi.g_00474	Prbc.g_01531
OG0001053	Prbi.g_00486	Prbc.g_01543
OG0001054	Prbi.g_00501	Prbc.g_01557
OG0001055	Prbi.g_00520	Prbc.g_01597
OG0001056	Prbi.g_00539	Prbc.g_01615
OG0001057	Prbi.g_00544	Prbc.g_01620
