Orthogroup	Prbi	Prbh
OG0000533	Prbi.g_00491	Prbh.g_00343
OG0000534	Prbi.g_00492	Prbh.g_00342
OG0000535	Prbi.g_00493	Prbh.g_00341
OG0000536	Prbi.g_00494	Prbh.g_00340
OG0000537	Prbi.g_00495	Prbh.g_00339
OG0000538	Prbi.g_00503	Prbh.g_00329
OG0000539	Prbi.g_00504	Prbh.g_00328
OG0000540	Prbi.g_00505	Prbh.g_00327
OG0000541	Prbi.g_00506	Prbh.g_00326
OG0000542	Prbi.g_00508	Prbh.g_00325
OG0000543	Prbi.g_00510	Prbh.g_00323
OG0000544	Prbi.g_00511	Prbh.g_00322
OG0000545	Prbi.g_00513	Prbh.g_00320
OG0000546	Prbi.g_00516	Prbh.g_00317
OG0000547	Prbi.g_00518	Prbh.g_00315
OG0000548	Prbi.g_00519	Prbh.g_00314
OG0000549	Prbi.g_00521	Prbh.g_00311
OG0000550	Prbi.g_00526	Prbh.g_00306
OG0000551	Prbi.g_00530	Prbh.g_00303
OG0000552	Prbi.g_00531	Prbh.g_00302
OG0000553	Prbi.g_00532	Prbh.g_00301
OG0000554	Prbi.g_00537	Prbh.g_00295
OG0000555	Prbi.g_00545	Prbh.g_00288
OG0000556	Prbi.g_00547	Prbh.g_00286
OG0000557	Prbi.g_00548	Prbh.g_00285
OG0000558	Prbi.g_00550	Prbh.g_00283
OG0000559	Prbi.g_00554	Prbh.g_00279
OG0000560	Prbi.g_00557	Prbh.g_00276
OG0000561	Prbi.g_00558	Prbh.g_00275
OG0000562	Prbi.g_00559	Prbh.g_00274
OG0000563	Prbi.g_00560	Prbh.g_00273
OG0000564	Prbi.g_00561	Prbh.g_00272
OG0000565	Prbi.g_00564	Prbh.g_00269
OG0000566	Prbi.g_00566	Prbh.g_00265
OG0000567	Prbi.g_00570	Prbh.g_00261
OG0000568	Prbi.g_00571	Prbh.g_00260
OG0000569	Prbi.g_00572	Prbh.g_00259
OG0000570	Prbi.g_00573	Prbh.g_00258
OG0000571	Prbi.g_00575	Prbh.g_00256
OG0000572	Prbi.g_00588	Prbh.g_00244
OG0000573	Prbi.g_00594	Prbh.g_00238
OG0000574	Prbi.g_00595	Prbh.g_00237
OG0000575	Prbi.g_00599	Prbh.g_00233
OG0000576	Prbi.g_00601	Prbh.g_00231
OG0000577	Prbi.g_00602	Prbh.g_00230
OG0000578	Prbi.g_00603	Prbh.g_00229
OG0000579	Prbi.g_00604	Prbh.g_00228
OG0000580	Prbi.g_00605	Prbh.g_00227
OG0000581	Prbi.g_00607	Prbh.g_00224
OG0000582	Prbi.g_00610	Prbh.g_00221
OG0000583	Prbi.g_00611	Prbh.g_00220
OG0000584	Prbi.g_00612	Prbh.g_00219
OG0000585	Prbi.g_00614	Prbh.g_00217
OG0000586	Prbi.g_00615	Prbh.g_00216
OG0000587	Prbi.g_00616	Prbh.g_00215
OG0000588	Prbi.g_00620	Prbh.g_01465
OG0000589	Prbi.g_00623	Prbh.g_01462
OG0000590	Prbi.g_00624	Prbh.g_01461
OG0000591	Prbi.g_00627	Prbh.g_01457
OG0000592	Prbi.g_00628	Prbh.g_01456
OG0000593	Prbi.g_00635	Prbh.g_01221
OG0000594	Prbi.g_00636	Prbh.g_01220
OG0000595	Prbi.g_00637	Prbh.g_01219
OG0000596	Prbi.g_00641	Prbh.g_01216
OG0000597	Prbi.g_00643	Prbh.g_01213
OG0000598	Prbi.g_00644	Prbh.g_01212
OG0000599	Prbi.g_00647	Prbh.g_01209
OG0000600	Prbi.g_00648	Prbh.g_01208
OG0000601	Prbi.g_00649	Prbh.g_01207
OG0000602	Prbi.g_00651	Prbh.g_01205
OG0000603	Prbi.g_00652	Prbh.g_01204
OG0000604	Prbi.g_00653	Prbh.g_01203
OG0000605	Prbi.g_00654	Prbh.g_01202
OG0000606	Prbi.g_00657	Prbh.g_01199
OG0000607	Prbi.g_00660	Prbh.g_01196
OG0000608	Prbi.g_00661	Prbh.g_01195
OG0000609	Prbi.g_00662	Prbh.g_01194
OG0000610	Prbi.g_00667	Prbh.g_01188
OG0000611	Prbi.g_00670	Prbh.g_01185
OG0000612	Prbi.g_00671	Prbh.g_01184
OG0000613	Prbi.g_00676	Prbh.g_00907
OG0000614	Prbi.g_00695	Prbh.g_00928
OG0000615	Prbi.g_00704	Prbh.g_00939
OG0000616	Prbi.g_00708	Prbh.g_01487
OG0000617	Prbi.g_00751	Prbh.g_01167
OG0000618	Prbi.g_00752	Prbh.g_01166
OG0000619	Prbi.g_00753	Prbh.g_01165
OG0000620	Prbi.g_00756	Prbh.g_01162
OG0000621	Prbi.g_00757	Prbh.g_01161
OG0000622	Prbi.g_00758	Prbh.g_01160
OG0000623	Prbi.g_00759	Prbh.g_01159
OG0000624	Prbi.g_00760	Prbh.g_01157
OG0000625	Prbi.g_00761	Prbh.g_01156
OG0000626	Prbi.g_00762	Prbh.g_01155
OG0000627	Prbi.g_00763	Prbh.g_01154
OG0000628	Prbi.g_00764	Prbh.g_01153
OG0000629	Prbi.g_00765	Prbh.g_01151
OG0000630	Prbi.g_00768	Prbh.g_01148
OG0000631	Prbi.g_00838	Prbh.g_01056
OG0000632	Prbi.g_00839	Prbh.g_01057
OG0000633	Prbi.g_00840	Prbh.g_01058
OG0000634	Prbi.g_00843	Prbh.g_00949
OG0000635	Prbi.g_00844	Prbh.g_00950
OG0000636	Prbi.g_00846	Prbh.g_00952
OG0000637	Prbi.g_00848	Prbh.g_00954
OG0000638	Prbi.g_00849	Prbh.g_00955
OG0000639	Prbi.g_00850	Prbh.g_00956
OG0000640	Prbi.g_00851	Prbh.g_00957
OG0000641	Prbi.g_00855	Prbh.g_00961
OG0000642	Prbi.g_00856	Prbh.g_00962
OG0000643	Prbi.g_00857	Prbh.g_00963
OG0000644	Prbi.g_00858	Prbh.g_00964
OG0000645	Prbi.g_00859	Prbh.g_00965
OG0000646	Prbi.g_00861	Prbh.g_00967
OG0000647	Prbi.g_00862	Prbh.g_00969
OG0000648	Prbi.g_00864	Prbh.g_00971
OG0000649	Prbi.g_00865	Prbh.g_00972
OG0000650	Prbi.g_00866	Prbh.g_00973
OG0000651	Prbi.g_00867	Prbh.g_00974
OG0000652	Prbi.g_00868	Prbh.g_00975
OG0000653	Prbi.g_00870	Prbh.g_00977
OG0000654	Prbi.g_00871	Prbh.g_00978
OG0000655	Prbi.g_00872	Prbh.g_00979
OG0000656	Prbi.g_00875	Prbh.g_00982
OG0000657	Prbi.g_00883	Prbh.g_00989
OG0000658	Prbi.g_00884	Prbh.g_00991
OG0000659	Prbi.g_00885	Prbh.g_00992
OG0000660	Prbi.g_00889	Prbh.g_00996
OG0000661	Prbi.g_00891	Prbh.g_00998
OG0000662	Prbi.g_00893	Prbh.g_01001
OG0000663	Prbi.g_00895	Prbh.g_01003
OG0000664	Prbi.g_00896	Prbh.g_01004
OG0000665	Prbi.g_00900	Prbh.g_01010
OG0000666	Prbi.g_00901	Prbh.g_01011
OG0000667	Prbi.g_00905	Prbh.g_01015
OG0000668	Prbi.g_00934	Prbh.g_00857
OG0000669	Prbi.g_00942	Prbh.g_00868
OG0000670	Prbi.g_00944	Prbh.g_00871
OG0000671	Prbi.g_00946	Prbh.g_00873
OG0000672	Prbi.g_00949	Prbh.g_00876
OG0000673	Prbi.g_00952	Prbh.g_00879
OG0000674	Prbi.g_00954	Prbh.g_00881
OG0000675	Prbi.g_00955	Prbh.g_00882
OG0000676	Prbi.g_00957	Prbh.g_00884
OG0000677	Prbi.g_00958	Prbh.g_00885
OG0000678	Prbi.g_00960	Prbh.g_00887
OG0000679	Prbi.g_00964	Prbh.g_00891
OG0000680	Prbi.g_00965	Prbh.g_00892
OG0000681	Prbi.g_00968	Prbh.g_00895
OG0000682	Prbi.g_00969	Prbh.g_00896
OG0000683	Prbi.g_00970	Prbh.g_00897
OG0000684	Prbi.g_00971	Prbh.g_00898
OG0000685	Prbi.g_00973	Prbh.g_00900
OG0000686	Prbi.g_00974	Prbh.g_00901
OG0000687	Prbi.g_00975	Prbh.g_00902
OG0000688	Prbi.g_00978	Prbh.g_01179
OG0000689	Prbi.g_00979	Prbh.g_01178
OG0000690	Prbi.g_00980	Prbh.g_01177
OG0000691	Prbi.g_00981	Prbh.g_01176
OG0000692	Prbi.g_00983	Prbh.g_01174
OG0000693	Prbi.g_00984	Prbh.g_01173
OG0000694	Prbi.g_00985	Prbh.g_01172
OG0000695	Prbi.g_00987	Prbh.g_01060
OG0000696	Prbi.g_00988	Prbh.g_01061
OG0000697	Prbi.g_00989	Prbh.g_01062
OG0000698	Prbi.g_00992	Prbh.g_01065
OG0000699	Prbi.g_00993	Prbh.g_01066
OG0000700	Prbi.g_00994	Prbh.g_01067
OG0000701	Prbi.g_00995	Prbh.g_01068
OG0000702	Prbi.g_00997	Prbh.g_01070
OG0000703	Prbi.g_00998	Prbh.g_01071
OG0000704	Prbi.g_00999	Prbh.g_01073
OG0000705	Prbi.g_01003	Prbh.g_01079
OG0000706	Prbi.g_01004	Prbh.g_01080
OG0000707	Prbi.g_01005	Prbh.g_01081
OG0000708	Prbi.g_01006	Prbh.g_01083
OG0000709	Prbi.g_01010	Prbh.g_01087
OG0000710	Prbi.g_01013	Prbh.g_01090
OG0000711	Prbi.g_01030	Prbh.g_01106
OG0000712	Prbi.g_01032	Prbh.g_01107
OG0000713	Prbi.g_01033	Prbh.g_01108
OG0000714	Prbi.g_01034	Prbh.g_01109
OG0000715	Prbi.g_01036	Prbh.g_01111
OG0000716	Prbi.g_01038	Prbh.g_01113
OG0000717	Prbi.g_01039	Prbh.g_01114
OG0000718	Prbi.g_01055	Prbh.g_01116
OG0000719	Prbi.g_01057	Prbh.g_01118
OG0000720	Prbi.g_01066	Prbh.g_01129
OG0000721	Prbi.g_01068	Prbh.g_01133
OG0000722	Prbi.g_01069	Prbh.g_01134
OG0000723	Prbi.g_01072	Prbh.g_01138
OG0000724	Prbi.g_01081	Prbh.g_01036
OG0000725	Prbi.g_01087	Prbh.g_01030
OG0000726	Prbi.g_01088	Prbh.g_01029
OG0000727	Prbi.g_01089	Prbh.g_01028
OG0000728	Prbi.g_01091	Prbh.g_01026
OG0000729	Prbi.g_01138	Prbh.g_01351
OG0000730	Prbi.g_01142	Prbh.g_01325
OG0000731	Prbi.g_01146	Prbh.g_00432
OG0000733	Prbi.g_01175	Prbh.g_01867
OG0000734	Prbi.g_01192	Prbh.g_01299
OG0000735	Prbi.g_01194	Prbh.g_01297
OG0000736	Prbi.g_01195	Prbh.g_01296
OG0000737	Prbi.g_01196	Prbh.g_01295
OG0000738	Prbi.g_01200	Prbh.g_01291
OG0000739	Prbi.g_01201	Prbh.g_01290
OG0000740	Prbi.g_01202	Prbh.g_01289
OG0000741	Prbi.g_01203	Prbh.g_01287
OG0000742	Prbi.g_01206	Prbh.g_01284
OG0000743	Prbi.g_01208	Prbh.g_01282
OG0000744	Prbi.g_01209	Prbh.g_01280
OG0000745	Prbi.g_01210	Prbh.g_01279
OG0000746	Prbi.g_01212	Prbh.g_01277
OG0000747	Prbi.g_01213	Prbh.g_01276
OG0000748	Prbi.g_01216	Prbh.g_01272
OG0000749	Prbi.g_01217	Prbh.g_01271
OG0000750	Prbi.g_01218	Prbh.g_01270
OG0000751	Prbi.g_01220	Prbh.g_01267
OG0000752	Prbi.g_01222	Prbh.g_01265
OG0000753	Prbi.g_01225	Prbh.g_01262
OG0000754	Prbi.g_01228	Prbh.g_01260
OG0000755	Prbi.g_01231	Prbh.g_01254
OG0000756	Prbi.g_01232	Prbh.g_01253
OG0000757	Prbi.g_01238	Prbh.g_01246
OG0000758	Prbi.g_01239	Prbh.g_01245
OG0000759	Prbi.g_01240	Prbh.g_01244
OG0000760	Prbi.g_01241	Prbh.g_01243
OG0000761	Prbi.g_01242	Prbh.g_01242
OG0000762	Prbi.g_01243	Prbh.g_01241
OG0000763	Prbi.g_01245	Prbh.g_01239
OG0000764	Prbi.g_01246	Prbh.g_01238
OG0000765	Prbi.g_01255	Prbh.g_01230
OG0000766	Prbi.g_01256	Prbh.g_01229
OG0000767	Prbi.g_01258	Prbh.g_01227
OG0000768	Prbi.g_01259	Prbh.g_01226
OG0000769	Prbi.g_01261	Prbh.g_01224
OG0000770	Prbi.g_01263	Prbh.g_01451
OG0000771	Prbi.g_01277	Prbh.g_01397
OG0000772	Prbi.g_01363	Prbh.g_01845
OG0000773	Prbi.g_01382	Prbh.g_01364
OG0000774	Prbi.g_01384	Prbh.g_01366
OG0000775	Prbi.g_01386	Prbh.g_01368
OG0000776	Prbi.g_01387	Prbh.g_01369
OG0000777	Prbi.g_01388	Prbh.g_01370
OG0000778	Prbi.g_01389	Prbh.g_01371
OG0000779	Prbi.g_01393	Prbh.g_01375
OG0000780	Prbi.g_01394	Prbh.g_01376
OG0000781	Prbi.g_01397	Prbh.g_01379
OG0000782	Prbi.g_01398	Prbh.g_01380
OG0000783	Prbi.g_01399	Prbh.g_01381
OG0000784	Prbi.g_01400	Prbh.g_01382
OG0000785	Prbi.g_01402	Prbh.g_01384
OG0000786	Prbi.g_01404	Prbh.g_01387
OG0000787	Prbi.g_01405	Prbh.g_01388
OG0000788	Prbi.g_01426	Prbh.g_00206
OG0000789	Prbi.g_01429	Prbh.g_00196
OG0000790	Prbi.g_01444	Prbh.g_00014
OG0000791	Prbi.g_01446	Prbh.g_00016
OG0000792	Prbi.g_01447	Prbh.g_00017
OG0000793	Prbi.g_01450	Prbh.g_00021
OG0000794	Prbi.g_01451	Prbh.g_00022
OG0000795	Prbi.g_01452	Prbh.g_00023
OG0000796	Prbi.g_01456	Prbh.g_00027
OG0000797	Prbi.g_01457	Prbh.g_00028
OG0000799	Prbi.g_01571	Prbh.g_00079
OG0000800	Prbi.g_01572	Prbh.g_00080
OG0000801	Prbi.g_01573	Prbh.g_00081
OG0000802	Prbi.g_01575	Prbh.g_00083
OG0000803	Prbi.g_01577	Prbh.g_00085
OG0000804	Prbi.g_01578	Prbh.g_00086
OG0000805	Prbi.g_01580	Prbh.g_00088
OG0000806	Prbi.g_01582	Prbh.g_00090
OG0000807	Prbi.g_01583	Prbh.g_00091
OG0000808	Prbi.g_01584	Prbh.g_00092
OG0000809	Prbi.g_01587	Prbh.g_00094
OG0000810	Prbi.g_01588	Prbh.g_00095
OG0000811	Prbi.g_01594	Prbh.g_00102
OG0000812	Prbi.g_01596	Prbh.g_00104
OG0000813	Prbi.g_01597	Prbh.g_00105
OG0000814	Prbi.g_01599	Prbh.g_00107
OG0000815	Prbi.g_01600	Prbh.g_00108
OG0000816	Prbi.g_01602	Prbh.g_00110
OG0000817	Prbi.g_01603	Prbh.g_00111
OG0000818	Prbi.g_01608	Prbh.g_00116
OG0000819	Prbi.g_01609	Prbh.g_00117
OG0000820	Prbi.g_01610	Prbh.g_00118
OG0000821	Prbi.g_01613	Prbh.g_00122
OG0000822	Prbi.g_01614	Prbh.g_00123
OG0000823	Prbi.g_01615	Prbh.g_00124
OG0000824	Prbi.g_01618	Prbh.g_00127
OG0000825	Prbi.g_01619	Prbh.g_00128
OG0000826	Prbi.g_01620	Prbh.g_00129
OG0000827	Prbi.g_01621	Prbh.g_00130
OG0000828	Prbi.g_01624	Prbh.g_00133
OG0000829	Prbi.g_01625	Prbh.g_00134
OG0000830	Prbi.g_01626	Prbh.g_00135
OG0000831	Prbi.g_01628	Prbh.g_00137
OG0000832	Prbi.g_01634	Prbh.g_00147
OG0000833	Prbi.g_01642	Prbh.g_00156
OG0000834	Prbi.g_01643	Prbh.g_00157
OG0000835	Prbi.g_01644	Prbh.g_00158
OG0000836	Prbi.g_01645	Prbh.g_00159
OG0000837	Prbi.g_01646	Prbh.g_00160
OG0000838	Prbi.g_01648	Prbh.g_00163
OG0000839	Prbi.g_01649	Prbh.g_00164
OG0000840	Prbi.g_01650	Prbh.g_00165
OG0000841	Prbi.g_01651	Prbh.g_00166
OG0000842	Prbi.g_01652	Prbh.g_00167
OG0000843	Prbi.g_01653	Prbh.g_00168
OG0000844	Prbi.g_01654	Prbh.g_00169
OG0000845	Prbi.g_01655	Prbh.g_00170
OG0000846	Prbi.g_01656	Prbh.g_00171
OG0000847	Prbi.g_01657	Prbh.g_00172
OG0000848	Prbi.g_01658	Prbh.g_00173
OG0000849	Prbi.g_01659	Prbh.g_00174
OG0000850	Prbi.g_01661	Prbh.g_00176
OG0000851	Prbi.g_01662	Prbh.g_00177
OG0000852	Prbi.g_01663	Prbh.g_00178
OG0000853	Prbi.g_01667	Prbh.g_00183
OG0000854	Prbi.g_01669	Prbh.g_00185
OG0000855	Prbi.g_01670	Prbh.g_00186
OG0000856	Prbi.g_01685	Prbh.g_01454
OG0000857	Prbi.g_01711	Prbh.g_00968
OG0000858	Prbi.g_01781	Prbh.g_01789
OG0000859	Prbi.g_01782	Prbh.g_01788
OG0000860	Prbi.g_01789	Prbh.g_01780
OG0000861	Prbi.g_01790	Prbh.g_01779
OG0000862	Prbi.g_01791	Prbh.g_01778
OG0000863	Prbi.g_01793	Prbh.g_01776
OG0000864	Prbi.g_01794	Prbh.g_01775
OG0000865	Prbi.g_01795	Prbh.g_01774
OG0000866	Prbi.g_01796	Prbh.g_01773
OG0000867	Prbi.g_01797	Prbh.g_01772
OG0000868	Prbi.g_01798	Prbh.g_01770
OG0000869	Prbi.g_01802	Prbh.g_01767
OG0000870	Prbi.g_01807	Prbh.g_01762
OG0000871	Prbi.g_01808	Prbh.g_01761
OG0000872	Prbi.g_01809	Prbh.g_01760
OG0000873	Prbi.g_01812	Prbh.g_01757
OG0000874	Prbi.g_01815	Prbh.g_01754
OG0000875	Prbi.g_01816	Prbh.g_01752
OG0000876	Prbi.g_01817	Prbh.g_01751
OG0000877	Prbi.g_01819	Prbh.g_01749
OG0000878	Prbi.g_01820	Prbh.g_01748
OG0000879	Prbi.g_01821	Prbh.g_01747
OG0000880	Prbi.g_01822	Prbh.g_01746
OG0000881	Prbi.g_01826	Prbh.g_01742
OG0000882	Prbi.g_01831	Prbh.g_01737
OG0000883	Prbi.g_01832	Prbh.g_01735
OG0000884	Prbi.g_01834	Prbh.g_01733
OG0000885	Prbi.g_01835	Prbh.g_01732
OG0000886	Prbi.g_01836	Prbh.g_01731
OG0000887	Prbi.g_01837	Prbh.g_01730
OG0000888	Prbi.g_01839	Prbh.g_01728
OG0000889	Prbi.g_01841	Prbh.g_01726
OG0000890	Prbi.g_01842	Prbh.g_01725
OG0000891	Prbi.g_01843	Prbh.g_01724
OG0000892	Prbi.g_01845	Prbh.g_01723
OG0000893	Prbi.g_01848	Prbh.g_01719
OG0000894	Prbi.g_01850	Prbh.g_01716
OG0000895	Prbi.g_01853	Prbh.g_01712
OG0000896	Prbi.g_01854	Prbh.g_01711
OG0000897	Prbi.g_01856	Prbh.g_01709
OG0000898	Prbi.g_01857	Prbh.g_01708
OG0000899	Prbi.g_01858	Prbh.g_01707
OG0000900	Prbi.g_01859	Prbh.g_01706
OG0000901	Prbi.g_01863	Prbh.g_01703
OG0000902	Prbi.g_01865	Prbh.g_01701
OG0000903	Prbi.g_01868	Prbh.g_01697
OG0000904	Prbi.g_01870	Prbh.g_01692
OG0000905	Prbi.g_01875	Prbh.g_01699
OG0000906	Prbi.g_01876	Prbh.g_01700
OG0000907	Prbi.g_01896	Prbh.g_01687
OG0000908	Prbi.g_01899	Prbh.g_01684
OG0000909	Prbi.g_01900	Prbh.g_01683
OG0000910	Prbi.g_01901	Prbh.g_01682
OG0000911	Prbi.g_01903	Prbh.g_01680
OG0000912	Prbi.g_01904	Prbh.g_01679
OG0000913	Prbi.g_01905	Prbh.g_01678
OG0000914	Prbi.g_01906	Prbh.g_01677
OG0000915	Prbi.g_01907	Prbh.g_01676
OG0000916	Prbi.g_01908	Prbh.g_01675
OG0000917	Prbi.g_01909	Prbh.g_01674
OG0000918	Prbi.g_01910	Prbh.g_01673
OG0000919	Prbi.g_01911	Prbh.g_01672
OG0000920	Prbi.g_01912	Prbh.g_01671
OG0000921	Prbi.g_01913	Prbh.g_01670
OG0000922	Prbi.g_01914	Prbh.g_01669
OG0000923	Prbi.g_01918	Prbh.g_01665
OG0000924	Prbi.g_01919	Prbh.g_01664
OG0000925	Prbi.g_01920	Prbh.g_01663
OG0000926	Prbi.g_01921	Prbh.g_01662
OG0000927	Prbi.g_01923	Prbh.g_01660
OG0000928	Prbi.g_01924	Prbh.g_01659
OG0000929	Prbi.g_01925	Prbh.g_01658
OG0000930	Prbi.g_01926	Prbh.g_01657
OG0000931	Prbi.g_01927	Prbh.g_01656
OG0000932	Prbi.g_01928	Prbh.g_01655
OG0000933	Prbi.g_01932	Prbh.g_01651
OG0000934	Prbi.g_01934	Prbh.g_01649
OG0000935	Prbi.g_01935	Prbh.g_01648
OG0000936	Prbi.g_01936	Prbh.g_01647
OG0000937	Prbi.g_01937	Prbh.g_01646
OG0000938	Prbi.g_01939	Prbh.g_01643
OG0000939	Prbi.g_01940	Prbh.g_01642
OG0000940	Prbi.g_01947	Prbh.g_01635
OG0000941	Prbi.g_01949	Prbh.g_01633
OG0000942	Prbi.g_01951	Prbh.g_01631
OG0000943	Prbi.g_01952	Prbh.g_01630
OG0000944	Prbi.g_01953	Prbh.g_01628
OG0000945	Prbi.g_01954	Prbh.g_01627
OG0000946	Prbi.g_01958	Prbh.g_01621
OG0000947	Prbi.g_01960	Prbh.g_01619
OG0000948	Prbi.g_01961	Prbh.g_01618
OG0000949	Prbi.g_01964	Prbh.g_01615
OG0000950	Prbi.g_01969	Prbh.g_01608
OG0000951	Prbi.g_01973	Prbh.g_01604
OG0000952	Prbi.g_01977	Prbh.g_01600
OG0000953	Prbi.g_01980	Prbh.g_01596
OG0000954	Prbi.g_01984	Prbh.g_01592
OG0000955	Prbi.g_01985	Prbh.g_01591
OG0000956	Prbi.g_01987	Prbh.g_01589
OG0000957	Prbi.g_01992	Prbh.g_01583
OG0000958	Prbi.g_01993	Prbh.g_01582
OG0000959	Prbi.g_01997	Prbh.g_01578
OG0000960	Prbi.g_01998	Prbh.g_01577
OG0000961	Prbi.g_02000	Prbh.g_01574
OG0000962	Prbi.g_02002	Prbh.g_01572
OG0000963	Prbi.g_02006	Prbh.g_01568
OG0000964	Prbi.g_02007	Prbh.g_01567
OG0000965	Prbi.g_02008	Prbh.g_01566
OG0000966	Prbi.g_02027	Prbh.g_01560
OG0000967	Prbi.g_02032	Prbh.g_01556
OG0000968	Prbi.g_02034	Prbh.g_01554
OG0000969	Prbi.g_02035	Prbh.g_01553
OG0000970	Prbi.g_02036	Prbh.g_01552
OG0000971	Prbi.g_02037	Prbh.g_01551
OG0000972	Prbi.g_02038	Prbh.g_01550
OG0000973	Prbi.g_02039	Prbh.g_01549
OG0000974	Prbi.g_02040	Prbh.g_01548
OG0000975	Prbi.g_02041	Prbh.g_01547
OG0000976	Prbi.g_02042	Prbh.g_01546
OG0000977	Prbi.g_02043	Prbh.g_01545
OG0000978	Prbi.g_02044	Prbh.g_01544
OG0000979	Prbi.g_02047	Prbh.g_01541
OG0000980	Prbi.g_02049	Prbh.g_01539
OG0000981	Prbi.g_02051	Prbh.g_01536
OG0000982	Prbi.g_02053	Prbh.g_01534
OG0000983	Prbi.g_02054	Prbh.g_01533
OG0000984	Prbi.g_02055	Prbh.g_01532
OG0000985	Prbi.g_02058	Prbh.g_01529
OG0000986	Prbi.g_02060	Prbh.g_01527
OG0000987	Prbi.g_02061	Prbh.g_01526
OG0000988	Prbi.g_02064	Prbh.g_01523
OG0000989	Prbi.g_02068	Prbh.g_01519
OG0000990	Prbi.g_02071	Prbh.g_01514
OG0000991	Prbi.g_02072	Prbh.g_01513
OG0000992	Prbi.g_02074	Prbh.g_01510
OG0000993	Prbi.g_02075	Prbh.g_01509
OG0000994	Prbi.g_02076	Prbh.g_01508
OG0000995	Prbi.g_02080	Prbh.g_01504
OG0000996	Prbi.g_02081	Prbh.g_01503
OG0000997	Prbi.g_02082	Prbh.g_01501
OG0000998	Prbi.g_02084	Prbh.g_01499
OG0000999	Prbi.g_02085	Prbh.g_01498
OG0001000	Prbi.g_02088	Prbh.g_01495
OG0001001	Prbi.g_02090	Prbh.g_01490
OG0001002	Prbi.g_02094	Prbh.g_01485
OG0001003	Prbi.g_02095	Prbh.g_01484
OG0001004	Prbi.g_02096	Prbh.g_01483
OG0001005	Prbi.g_02097	Prbh.g_01482
OG0001006	Prbi.g_02101	Prbh.g_01478
OG0001007	Prbi.g_02103	Prbh.g_01476
OG0001008	Prbi.g_00438	Prbh.g_00395
OG0001009	Prbi.g_00027	Prbh.g_00753
OG0001010	Prbi.g_00028	Prbh.g_00752
OG0001011	Prbi.g_00029	Prbh.g_00751
OG0001012	Prbi.g_00052	Prbh.g_00739
OG0001013	Prbi.g_00059	Prbh.g_00732
OG0001014	Prbi.g_00062	Prbh.g_00729
OG0001015	Prbi.g_00063	Prbh.g_00728
OG0001016	Prbi.g_00080	Prbh.g_00709
OG0001017	Prbi.g_00084	Prbh.g_00705
OG0001018	Prbi.g_00087	Prbh.g_00703
OG0001019	Prbi.g_00096	Prbh.g_00694
OG0001020	Prbi.g_00097	Prbh.g_00693
OG0001021	Prbi.g_00098	Prbh.g_00692
OG0001022	Prbi.g_00101	Prbh.g_00689
OG0001023	Prbi.g_00102	Prbh.g_00688
OG0001024	Prbi.g_00105	Prbh.g_00685
OG0001025	Prbi.g_00111	Prbh.g_00678
OG0001026	Prbi.g_00118	Prbh.g_00670
OG0001027	Prbi.g_00119	Prbh.g_00669
OG0001028	Prbi.g_00121	Prbh.g_00667
OG0001029	Prbi.g_00123	Prbh.g_00666
OG0001030	Prbi.g_00138	Prbh.g_00650
OG0001031	Prbi.g_00210	Prbh.g_00596
OG0001032	Prbi.g_00211	Prbh.g_00595
OG0001033	Prbi.g_00232	Prbh.g_00574
OG0001034	Prbi.g_00260	Prbh.g_00544
OG0001035	Prbi.g_00278	Prbh.g_00524
OG0001036	Prbi.g_00283	Prbh.g_00520
OG0001037	Prbi.g_00284	Prbh.g_00519
OG0001038	Prbi.g_00302	Prbh.g_00501
OG0001039	Prbi.g_00305	Prbh.g_00498
OG0001040	Prbi.g_00307	Prbh.g_00496
OG0001041	Prbi.g_00311	Prbh.g_00491
OG0001042	Prbi.g_00328	Prbh.g_00474
OG0001043	Prbi.g_00329	Prbh.g_00473
OG0001044	Prbi.g_00357	Prbh.g_00440
OG0001045	Prbi.g_00366	Prbh.g_00430
OG0001046	Prbi.g_00403	Prbh.g_01877
OG0001047	Prbi.g_00440	Prbh.g_00393
OG0001048	Prbi.g_00441	Prbh.g_00392
OG0001049	Prbi.g_00443	Prbh.g_00390
OG0001050	Prbi.g_00444	Prbh.g_00389
OG0001051	Prbi.g_00445	Prbh.g_00388
OG0001052	Prbi.g_00474	Prbh.g_00360
OG0001053	Prbi.g_00486	Prbh.g_00348
OG0001054	Prbi.g_00501	Prbh.g_00333
OG0001055	Prbi.g_00520	Prbh.g_00313
OG0001056	Prbi.g_00539	Prbh.g_00293
OG0001057	Prbi.g_00544	Prbh.g_00289
OG0001058	Prbi.g_00552	Prbh.g_00281
OG0001059	Prbi.g_00556	Prbh.g_00277
OG0001060	Prbi.g_00563	Prbh.g_00270
OG0001061	Prbi.g_00576	Prbh.g_00255
OG0001062	Prbi.g_00578	Prbh.g_00253
OG0001063	Prbi.g_00580	Prbh.g_00251
OG0001064	Prbi.g_00581	Prbh.g_00250
OG0001065	Prbi.g_00582	Prbh.g_00249
OG0001066	Prbi.g_00583	Prbh.g_00248
OG0001067	Prbi.g_00584	Prbh.g_00247
OG0001068	Prbi.g_00585	Prbh.g_00246
OG0001069	Prbi.g_00586	Prbh.g_00245
OG0001070	Prbi.g_00589	Prbh.g_00243
OG0001071	Prbi.g_00590	Prbh.g_00242
