Orthogroup	Prbi	Syas
OG0000586	Prbi.g_00615	Syas.g_00867
OG0000587	Prbi.g_00616	Syas.g_00865
OG0000588	Prbi.g_00620	Syas.g_00960
OG0000589	Prbi.g_00623	Syas.g_00121
OG0000590	Prbi.g_00624	Syas.g_00120
OG0000591	Prbi.g_00627	Syas.g_00106
OG0000592	Prbi.g_00628	Syas.g_00105
OG0000593	Prbi.g_00635	Syas.g_00750
OG0000594	Prbi.g_00636	Syas.g_00749
OG0000595	Prbi.g_00637	Syas.g_00748
OG0000596	Prbi.g_00641	Syas.g_00743
OG0000597	Prbi.g_00643	Syas.g_00740
OG0000598	Prbi.g_00644	Syas.g_00739
OG0000599	Prbi.g_00647	Syas.g_00732
OG0000600	Prbi.g_00648	Syas.g_00731
OG0000601	Prbi.g_00649	Syas.g_00730
OG0000602	Prbi.g_00651	Syas.g_00725
OG0000603	Prbi.g_00652	Syas.g_00724
OG0000604	Prbi.g_00653	Syas.g_00721
OG0000605	Prbi.g_00654	Syas.g_00719
OG0000606	Prbi.g_00657	Syas.g_00716
OG0000607	Prbi.g_00660	Syas.g_00713
OG0000608	Prbi.g_00661	Syas.g_00712
OG0000609	Prbi.g_00662	Syas.g_00710
OG0000610	Prbi.g_00667	Syas.g_00702
OG0000611	Prbi.g_00670	Syas.g_00699
OG0000612	Prbi.g_00671	Syas.g_00698
OG0000613	Prbi.g_00676	Syas.g_01825
OG0000614	Prbi.g_00695	Syas.g_01044
OG0000615	Prbi.g_00704	Syas.g_00650
OG0000616	Prbi.g_00708	Syas.g_02011
OG0000617	Prbi.g_00751	Syas.g_00180
OG0000618	Prbi.g_00752	Syas.g_00181
OG0000619	Prbi.g_00753	Syas.g_00182
OG0000620	Prbi.g_00756	Syas.g_00188
OG0000621	Prbi.g_00757	Syas.g_00189
OG0000622	Prbi.g_00758	Syas.g_00190
OG0000623	Prbi.g_00759	Syas.g_00191
OG0000624	Prbi.g_00760	Syas.g_00192
OG0000625	Prbi.g_00761	Syas.g_00193
OG0000626	Prbi.g_00762	Syas.g_00194
OG0000627	Prbi.g_00763	Syas.g_00372
OG0000628	Prbi.g_00764	Syas.g_00373
OG0000629	Prbi.g_00765	Syas.g_00376
OG0000630	Prbi.g_00768	Syas.g_00397
OG0000631	Prbi.g_00838	Syas.g_00405
OG0000632	Prbi.g_00839	Syas.g_00406
OG0000633	Prbi.g_00840	Syas.g_00407
OG0000634	Prbi.g_00843	Syas.g_00600
OG0000635	Prbi.g_00844	Syas.g_00599
OG0000636	Prbi.g_00846	Syas.g_00597
OG0000637	Prbi.g_00848	Syas.g_00595
OG0000638	Prbi.g_00849	Syas.g_00594
OG0000639	Prbi.g_00850	Syas.g_00593
OG0000640	Prbi.g_00851	Syas.g_00592
OG0000641	Prbi.g_00855	Syas.g_00587
OG0000642	Prbi.g_00856	Syas.g_00586
OG0000643	Prbi.g_00857	Syas.g_00585
OG0000644	Prbi.g_00858	Syas.g_00584
OG0000645	Prbi.g_00859	Syas.g_00583
OG0000646	Prbi.g_00861	Syas.g_00580
OG0000647	Prbi.g_00862	Syas.g_00578
OG0000648	Prbi.g_00864	Syas.g_00576
OG0000649	Prbi.g_00865	Syas.g_00575
OG0000650	Prbi.g_00866	Syas.g_00574
OG0000651	Prbi.g_00867	Syas.g_00573
OG0000652	Prbi.g_00868	Syas.g_00572
OG0000653	Prbi.g_00870	Syas.g_00570
OG0000654	Prbi.g_00871	Syas.g_00569
OG0000655	Prbi.g_00872	Syas.g_00568
OG0000656	Prbi.g_00875	Syas.g_00565
OG0000657	Prbi.g_00883	Syas.g_00232
OG0000658	Prbi.g_00884	Syas.g_00235
OG0000659	Prbi.g_00885	Syas.g_00236
OG0000660	Prbi.g_00889	Syas.g_00240
OG0000661	Prbi.g_00891	Syas.g_00242
OG0000662	Prbi.g_00893	Syas.g_00281
OG0000663	Prbi.g_00895	Syas.g_00284
OG0000664	Prbi.g_00896	Syas.g_00287
OG0000665	Prbi.g_00900	Syas.g_00385
OG0000666	Prbi.g_00901	Syas.g_01362
OG0000667	Prbi.g_00905	Syas.g_00088
OG0000668	Prbi.g_00934	Syas.g_00221
OG0000669	Prbi.g_00942	Syas.g_00684
OG0000670	Prbi.g_00944	Syas.g_00681
OG0000671	Prbi.g_00946	Syas.g_00679
OG0000672	Prbi.g_00949	Syas.g_00676
OG0000673	Prbi.g_00952	Syas.g_00673
OG0000674	Prbi.g_00954	Syas.g_00671
OG0000675	Prbi.g_00955	Syas.g_00670
OG0000676	Prbi.g_00957	Syas.g_00668
OG0000677	Prbi.g_00958	Syas.g_00667
OG0000678	Prbi.g_00960	Syas.g_00660
OG0000679	Prbi.g_00964	Syas.g_00629
OG0000680	Prbi.g_00965	Syas.g_00628
OG0000681	Prbi.g_00968	Syas.g_00625
OG0000682	Prbi.g_00969	Syas.g_00624
OG0000683	Prbi.g_00970	Syas.g_00623
OG0000684	Prbi.g_00971	Syas.g_00621
OG0000685	Prbi.g_00973	Syas.g_00187
OG0000686	Prbi.g_00974	Syas.g_00619
OG0000687	Prbi.g_00975	Syas.g_00618
OG0000688	Prbi.g_00978	Syas.g_00612
OG0000689	Prbi.g_00979	Syas.g_00610
OG0000690	Prbi.g_00980	Syas.g_00609
OG0000691	Prbi.g_00981	Syas.g_00608
OG0000692	Prbi.g_00983	Syas.g_00606
OG0000693	Prbi.g_00984	Syas.g_00604
OG0000694	Prbi.g_00985	Syas.g_00603
OG0000695	Prbi.g_00987	Syas.g_00410
OG0000696	Prbi.g_00988	Syas.g_00411
OG0000697	Prbi.g_00989	Syas.g_00413
OG0000698	Prbi.g_00992	Syas.g_00417
OG0000699	Prbi.g_00993	Syas.g_00419
OG0000700	Prbi.g_00994	Syas.g_00420
OG0000701	Prbi.g_00995	Syas.g_00421
OG0000702	Prbi.g_00997	Syas.g_00437
OG0000703	Prbi.g_00998	Syas.g_00438
OG0000704	Prbi.g_00999	Syas.g_00446
OG0000705	Prbi.g_01003	Syas.g_00453
OG0000706	Prbi.g_01004	Syas.g_00454
OG0000707	Prbi.g_01005	Syas.g_00455
OG0000708	Prbi.g_01006	Syas.g_00458
OG0000709	Prbi.g_01010	Syas.g_00466
OG0000710	Prbi.g_01013	Syas.g_00497
OG0000711	Prbi.g_01030	Syas.g_00546
OG0000712	Prbi.g_01032	Syas.g_00548
OG0000713	Prbi.g_01033	Syas.g_00549
OG0000714	Prbi.g_01034	Syas.g_00551
OG0000715	Prbi.g_01036	Syas.g_00553
OG0000716	Prbi.g_01038	Syas.g_00556
OG0000717	Prbi.g_01039	Syas.g_00557
OG0000718	Prbi.g_01055	Syas.g_00561
OG0000719	Prbi.g_01057	Syas.g_00223
OG0000720	Prbi.g_01066	Syas.g_00209
OG0000721	Prbi.g_01068	Syas.g_00207
OG0000722	Prbi.g_01069	Syas.g_00206
OG0000723	Prbi.g_01072	Syas.g_00196
OG0000724	Prbi.g_01081	Syas.g_00999
OG0000725	Prbi.g_01087	Syas.g_01024
OG0000726	Prbi.g_01088	Syas.g_01025
OG0000727	Prbi.g_01089	Syas.g_01026
OG0000728	Prbi.g_01091	Syas.g_01028
OG0000729	Prbi.g_01138	Syas.g_02145
OG0000730	Prbi.g_01142	Syas.g_01544
OG0000731	Prbi.g_01146	Syas.g_01532
OG0000732	Prbi.g_01155	Syas.g_02086
OG0000733	Prbi.g_01175	Syas.g_00096
OG0000734	Prbi.g_01192	Syas.g_02414
OG0000735	Prbi.g_01194	Syas.g_01201
OG0000736	Prbi.g_01195	Syas.g_01200
OG0000737	Prbi.g_01196	Syas.g_01199
OG0000738	Prbi.g_01200	Syas.g_01193
OG0000739	Prbi.g_01201	Syas.g_01192
OG0000740	Prbi.g_01202	Syas.g_01191
OG0000741	Prbi.g_01203	Syas.g_01188
OG0000742	Prbi.g_01206	Syas.g_01185
OG0000743	Prbi.g_01208	Syas.g_01182
OG0000744	Prbi.g_01209	Syas.g_01181
OG0000745	Prbi.g_01210	Syas.g_01178
OG0000746	Prbi.g_01212	Syas.g_01176
OG0000747	Prbi.g_01213	Syas.g_01174
OG0000748	Prbi.g_01216	Syas.g_01146
OG0000749	Prbi.g_01217	Syas.g_01144
OG0000750	Prbi.g_01218	Syas.g_01143
OG0000751	Prbi.g_01220	Syas.g_01138
OG0000752	Prbi.g_01222	Syas.g_01136
OG0000753	Prbi.g_01225	Syas.g_01133
OG0000754	Prbi.g_01228	Syas.g_01128
OG0000755	Prbi.g_01231	Syas.g_01117
OG0000756	Prbi.g_01232	Syas.g_01116
OG0000757	Prbi.g_01238	Syas.g_01108
OG0000758	Prbi.g_01239	Syas.g_01107
OG0000759	Prbi.g_01240	Syas.g_01106
OG0000760	Prbi.g_01241	Syas.g_01105
OG0000761	Prbi.g_01242	Syas.g_01104
OG0000762	Prbi.g_01243	Syas.g_01102
OG0000763	Prbi.g_01245	Syas.g_01091
OG0000764	Prbi.g_01246	Syas.g_01090
OG0000765	Prbi.g_01255	Syas.g_01076
OG0000766	Prbi.g_01256	Syas.g_01075
OG0000767	Prbi.g_01258	Syas.g_01073
OG0000768	Prbi.g_01259	Syas.g_01072
OG0000769	Prbi.g_01261	Syas.g_01070
OG0000770	Prbi.g_01263	Syas.g_01067
OG0000771	Prbi.g_01277	Syas.g_00993
OG0000772	Prbi.g_01363	Syas.g_01461
OG0000773	Prbi.g_01382	Syas.g_00002
OG0000774	Prbi.g_01384	Syas.g_02862
OG0000775	Prbi.g_01386	Syas.g_02860
OG0000776	Prbi.g_01387	Syas.g_02859
OG0000777	Prbi.g_01388	Syas.g_02858
OG0000778	Prbi.g_01389	Syas.g_02857
OG0000779	Prbi.g_01393	Syas.g_02852
OG0000780	Prbi.g_01394	Syas.g_02847
OG0000781	Prbi.g_01397	Syas.g_02842
OG0000782	Prbi.g_01398	Syas.g_02841
OG0000783	Prbi.g_01399	Syas.g_02840
OG0000784	Prbi.g_01400	Syas.g_02839
OG0000785	Prbi.g_01402	Syas.g_02837
OG0000786	Prbi.g_01404	Syas.g_02833
OG0000787	Prbi.g_01405	Syas.g_02832
OG0000788	Prbi.g_01426	Syas.g_00782
OG0000789	Prbi.g_01429	Syas.g_01507
OG0000790	Prbi.g_01444	Syas.g_01266
OG0000791	Prbi.g_01446	Syas.g_01268
OG0000792	Prbi.g_01447	Syas.g_01269
OG0000793	Prbi.g_01450	Syas.g_01359
OG0000794	Prbi.g_01451	Syas.g_01361
OG0000795	Prbi.g_01452	Syas.g_01363
OG0000796	Prbi.g_01456	Syas.g_01368
OG0000797	Prbi.g_01457	Syas.g_01369
OG0000799	Prbi.g_01571	Syas.g_02789
OG0000800	Prbi.g_01572	Syas.g_02790
OG0000801	Prbi.g_01573	Syas.g_02791
OG0000802	Prbi.g_01575	Syas.g_02797
OG0000803	Prbi.g_01577	Syas.g_02800
OG0000804	Prbi.g_01578	Syas.g_02803
OG0000805	Prbi.g_01580	Syas.g_02805
OG0000806	Prbi.g_01582	Syas.g_02807
OG0000807	Prbi.g_01583	Syas.g_02808
OG0000808	Prbi.g_01584	Syas.g_02809
OG0000809	Prbi.g_01587	Syas.g_02811
OG0000810	Prbi.g_01588	Syas.g_02813
OG0000811	Prbi.g_01594	Syas.g_02822
OG0000812	Prbi.g_01596	Syas.g_02824
OG0000813	Prbi.g_01597	Syas.g_02825
OG0000814	Prbi.g_01599	Syas.g_02827
OG0000815	Prbi.g_01600	Syas.g_02829
OG0000816	Prbi.g_01602	Syas.g_02831
OG0000817	Prbi.g_01603	Syas.g_02753
OG0000818	Prbi.g_01608	Syas.g_01282
OG0000819	Prbi.g_01609	Syas.g_01283
OG0000820	Prbi.g_01610	Syas.g_01284
OG0000821	Prbi.g_01613	Syas.g_01289
OG0000822	Prbi.g_01614	Syas.g_01291
OG0000823	Prbi.g_01615	Syas.g_01292
OG0000824	Prbi.g_01618	Syas.g_01297
OG0000825	Prbi.g_01619	Syas.g_01298
OG0000826	Prbi.g_01620	Syas.g_01299
OG0000827	Prbi.g_01621	Syas.g_01300
OG0000828	Prbi.g_01624	Syas.g_01303
OG0000829	Prbi.g_01625	Syas.g_01304
OG0000830	Prbi.g_01626	Syas.g_01305
OG0000831	Prbi.g_01628	Syas.g_01308
OG0000832	Prbi.g_01634	Syas.g_01476
OG0000833	Prbi.g_01642	Syas.g_02738
OG0000834	Prbi.g_01643	Syas.g_02737
OG0000835	Prbi.g_01644	Syas.g_02736
OG0000836	Prbi.g_01645	Syas.g_02732
OG0000837	Prbi.g_01646	Syas.g_02731
OG0000838	Prbi.g_01648	Syas.g_02727
OG0000839	Prbi.g_01649	Syas.g_02726
OG0000840	Prbi.g_01650	Syas.g_02725
OG0000841	Prbi.g_01651	Syas.g_02724
OG0000842	Prbi.g_01652	Syas.g_02723
OG0000843	Prbi.g_01653	Syas.g_02722
OG0000844	Prbi.g_01654	Syas.g_02720
OG0000845	Prbi.g_01655	Syas.g_02719
OG0000846	Prbi.g_01656	Syas.g_02718
OG0000847	Prbi.g_01657	Syas.g_02717
OG0000848	Prbi.g_01658	Syas.g_02715
OG0000849	Prbi.g_01659	Syas.g_02714
OG0000850	Prbi.g_01661	Syas.g_02711
OG0000851	Prbi.g_01662	Syas.g_02708
OG0000852	Prbi.g_01663	Syas.g_02707
OG0000853	Prbi.g_01667	Syas.g_02703
OG0000854	Prbi.g_01669	Syas.g_02701
OG0000855	Prbi.g_01670	Syas.g_02700
OG0000856	Prbi.g_01685	Syas.g_00103
OG0000857	Prbi.g_01711	Syas.g_00579
OG0000858	Prbi.g_01781	Syas.g_02693
OG0000859	Prbi.g_01782	Syas.g_02692
OG0000860	Prbi.g_01789	Syas.g_02679
OG0000861	Prbi.g_01790	Syas.g_02678
OG0000862	Prbi.g_01791	Syas.g_02677
OG0000863	Prbi.g_01793	Syas.g_02675
OG0000864	Prbi.g_01794	Syas.g_02674
OG0000865	Prbi.g_01795	Syas.g_02673
OG0000866	Prbi.g_01796	Syas.g_02672
OG0000867	Prbi.g_01797	Syas.g_02671
OG0000868	Prbi.g_01798	Syas.g_02667
OG0000869	Prbi.g_01802	Syas.g_02662
OG0000870	Prbi.g_01807	Syas.g_02657
OG0000871	Prbi.g_01808	Syas.g_02656
OG0000872	Prbi.g_01809	Syas.g_02650
OG0000873	Prbi.g_01812	Syas.g_02647
OG0000874	Prbi.g_01815	Syas.g_02645
OG0000875	Prbi.g_01816	Syas.g_02644
OG0000876	Prbi.g_01817	Syas.g_00280
OG0000877	Prbi.g_01819	Syas.g_02603
OG0000878	Prbi.g_01820	Syas.g_02602
OG0000879	Prbi.g_01821	Syas.g_02601
OG0000880	Prbi.g_01822	Syas.g_02600
OG0000881	Prbi.g_01826	Syas.g_02596
OG0000882	Prbi.g_01831	Syas.g_02591
OG0000883	Prbi.g_01832	Syas.g_02586
OG0000884	Prbi.g_01834	Syas.g_02584
OG0000885	Prbi.g_01835	Syas.g_02583
OG0000886	Prbi.g_01836	Syas.g_02582
OG0000887	Prbi.g_01837	Syas.g_02581
OG0000888	Prbi.g_01839	Syas.g_02579
OG0000889	Prbi.g_01841	Syas.g_02577
OG0000890	Prbi.g_01842	Syas.g_02574
OG0000891	Prbi.g_01843	Syas.g_02573
OG0000892	Prbi.g_01845	Syas.g_02571
OG0000893	Prbi.g_01848	Syas.g_01677
OG0000894	Prbi.g_01850	Syas.g_01667
OG0000895	Prbi.g_01853	Syas.g_01663
OG0000896	Prbi.g_01854	Syas.g_01662
OG0000897	Prbi.g_01856	Syas.g_01660
OG0000898	Prbi.g_01857	Syas.g_01659
OG0000899	Prbi.g_01858	Syas.g_01658
OG0000900	Prbi.g_01859	Syas.g_01657
OG0000901	Prbi.g_01863	Syas.g_01652
OG0000902	Prbi.g_01865	Syas.g_01651
OG0000903	Prbi.g_01868	Syas.g_01637
OG0000904	Prbi.g_01870	Syas.g_01642
OG0000905	Prbi.g_01875	Syas.g_01647
OG0000906	Prbi.g_01876	Syas.g_01649
OG0000907	Prbi.g_01896	Syas.g_01635
OG0000908	Prbi.g_01899	Syas.g_01632
OG0000909	Prbi.g_01900	Syas.g_01631
OG0000910	Prbi.g_01901	Syas.g_01630
OG0000911	Prbi.g_01903	Syas.g_01628
OG0000912	Prbi.g_01904	Syas.g_01627
OG0000913	Prbi.g_01905	Syas.g_01626
OG0000914	Prbi.g_01906	Syas.g_01625
OG0000915	Prbi.g_01907	Syas.g_01623
OG0000916	Prbi.g_01908	Syas.g_01622
OG0000917	Prbi.g_01909	Syas.g_01621
OG0000918	Prbi.g_01910	Syas.g_01620
OG0000919	Prbi.g_01911	Syas.g_01619
OG0000920	Prbi.g_01912	Syas.g_01618
OG0000921	Prbi.g_01913	Syas.g_01617
OG0000922	Prbi.g_01914	Syas.g_01616
OG0000923	Prbi.g_01918	Syas.g_01612
OG0000924	Prbi.g_01919	Syas.g_01611
OG0000925	Prbi.g_01920	Syas.g_01610
OG0000926	Prbi.g_01921	Syas.g_01609
OG0000927	Prbi.g_01923	Syas.g_01607
OG0000928	Prbi.g_01924	Syas.g_01606
OG0000929	Prbi.g_01925	Syas.g_01605
OG0000930	Prbi.g_01926	Syas.g_01604
OG0000931	Prbi.g_01927	Syas.g_01603
OG0000932	Prbi.g_01928	Syas.g_01602
OG0000933	Prbi.g_01932	Syas.g_01596
OG0000934	Prbi.g_01934	Syas.g_01594
OG0000935	Prbi.g_01935	Syas.g_01593
OG0000936	Prbi.g_01936	Syas.g_01592
OG0000937	Prbi.g_01937	Syas.g_01591
OG0000938	Prbi.g_01939	Syas.g_01588
OG0000939	Prbi.g_01940	Syas.g_01587
OG0000940	Prbi.g_01947	Syas.g_01580
OG0000941	Prbi.g_01949	Syas.g_01578
OG0000942	Prbi.g_01951	Syas.g_01576
OG0000943	Prbi.g_01952	Syas.g_01575
OG0000944	Prbi.g_01953	Syas.g_01573
OG0000945	Prbi.g_01954	Syas.g_01572
OG0000946	Prbi.g_01958	Syas.g_01565
OG0000947	Prbi.g_01960	Syas.g_01562
OG0000948	Prbi.g_01961	Syas.g_01561
OG0000949	Prbi.g_01964	Syas.g_02213
OG0000950	Prbi.g_01969	Syas.g_02197
OG0000951	Prbi.g_01973	Syas.g_02190
OG0000952	Prbi.g_01977	Syas.g_02186
OG0000953	Prbi.g_01980	Syas.g_02182
OG0000954	Prbi.g_01984	Syas.g_02174
OG0000955	Prbi.g_01985	Syas.g_02173
OG0000956	Prbi.g_01987	Syas.g_02171
OG0000957	Prbi.g_01992	Syas.g_02158
OG0000958	Prbi.g_01993	Syas.g_02157
OG0000959	Prbi.g_01997	Syas.g_02154
OG0000960	Prbi.g_01998	Syas.g_02153
OG0000961	Prbi.g_02000	Syas.g_02345
OG0000962	Prbi.g_02002	Syas.g_02146
OG0000963	Prbi.g_02006	Syas.g_02143
OG0000964	Prbi.g_02007	Syas.g_02142
OG0000965	Prbi.g_02008	Syas.g_02141
OG0000966	Prbi.g_02027	Syas.g_02112
OG0000967	Prbi.g_02032	Syas.g_02108
OG0000968	Prbi.g_02034	Syas.g_02106
OG0000969	Prbi.g_02035	Syas.g_02104
OG0000970	Prbi.g_02036	Syas.g_02103
OG0000971	Prbi.g_02037	Syas.g_02101
OG0000972	Prbi.g_02038	Syas.g_02100
OG0000973	Prbi.g_02039	Syas.g_02099
OG0000974	Prbi.g_02040	Syas.g_02098
OG0000975	Prbi.g_02041	Syas.g_02097
OG0000976	Prbi.g_02042	Syas.g_02096
OG0000977	Prbi.g_02043	Syas.g_02094
OG0000978	Prbi.g_02044	Syas.g_02093
OG0000979	Prbi.g_02047	Syas.g_02090
OG0000980	Prbi.g_02049	Syas.g_02087
OG0000981	Prbi.g_02051	Syas.g_02084
OG0000982	Prbi.g_02053	Syas.g_01882
OG0000983	Prbi.g_02054	Syas.g_01883
OG0000984	Prbi.g_02055	Syas.g_01884
OG0000985	Prbi.g_02058	Syas.g_01888
OG0000986	Prbi.g_02060	Syas.g_01891
OG0000987	Prbi.g_02061	Syas.g_01897
OG0000988	Prbi.g_02064	Syas.g_01902
OG0000989	Prbi.g_02068	Syas.g_01908
OG0000990	Prbi.g_02071	Syas.g_01937
OG0000991	Prbi.g_02072	Syas.g_01939
OG0000992	Prbi.g_02074	Syas.g_01943
OG0000993	Prbi.g_02075	Syas.g_01945
OG0000994	Prbi.g_02076	Syas.g_01948
OG0000995	Prbi.g_02080	Syas.g_01955
OG0000996	Prbi.g_02081	Syas.g_01977
OG0000997	Prbi.g_02082	Syas.g_01993
OG0000998	Prbi.g_02084	Syas.g_01995
OG0000999	Prbi.g_02085	Syas.g_01996
OG0001000	Prbi.g_02088	Syas.g_02000
OG0001001	Prbi.g_02090	Syas.g_02006
OG0001002	Prbi.g_02094	Syas.g_02014
OG0001003	Prbi.g_02095	Syas.g_02016
OG0001004	Prbi.g_02096	Syas.g_02017
OG0001005	Prbi.g_02097	Syas.g_02018
OG0001006	Prbi.g_02101	Syas.g_02032
OG0001007	Prbi.g_02103	Syas.g_02034
OG0001008	Prbi.g_00438	Syas.g_01496
OG0001009	Prbi.g_00027	Syas.g_02065
OG0001010	Prbi.g_00028	Syas.g_02066
OG0001011	Prbi.g_00029	Syas.g_02068
OG0001012	Prbi.g_00052	Syas.g_00152
OG0001013	Prbi.g_00059	Syas.g_01866
OG0001014	Prbi.g_00062	Syas.g_01857
OG0001015	Prbi.g_00063	Syas.g_01856
OG0001016	Prbi.g_00080	Syas.g_02517
OG0001017	Prbi.g_00084	Syas.g_02511
OG0001018	Prbi.g_00087	Syas.g_02509
OG0001019	Prbi.g_00096	Syas.g_02469
OG0001020	Prbi.g_00097	Syas.g_02443
OG0001021	Prbi.g_00098	Syas.g_02437
OG0001022	Prbi.g_00101	Syas.g_02434
OG0001023	Prbi.g_00102	Syas.g_02433
OG0001024	Prbi.g_00105	Syas.g_00135
OG0001025	Prbi.g_00111	Syas.g_02424
OG0001026	Prbi.g_00118	Syas.g_02412
OG0001027	Prbi.g_00119	Syas.g_02408
OG0001028	Prbi.g_00121	Syas.g_02405
OG0001029	Prbi.g_00123	Syas.g_02403
OG0001030	Prbi.g_00138	Syas.g_02384
OG0001031	Prbi.g_00210	Syas.g_02293
OG0001032	Prbi.g_00211	Syas.g_02290
OG0001033	Prbi.g_00232	Syas.g_02239
OG0001034	Prbi.g_00260	Syas.g_02556
OG0001035	Prbi.g_00278	Syas.g_01704
OG0001036	Prbi.g_00283	Syas.g_01709
OG0001037	Prbi.g_00284	Syas.g_01711
OG0001038	Prbi.g_00302	Syas.g_01751
OG0001039	Prbi.g_00305	Syas.g_01754
OG0001041	Prbi.g_00311	Syas.g_01761
OG0001042	Prbi.g_00328	Syas.g_01821
OG0001043	Prbi.g_00329	Syas.g_01817
OG0001044	Prbi.g_00357	Syas.g_01542
OG0001045	Prbi.g_00366	Syas.g_01529
OG0001046	Prbi.g_00403	Syas.g_00532
OG0001047	Prbi.g_00440	Syas.g_01494
OG0001048	Prbi.g_00441	Syas.g_01493
OG0001049	Prbi.g_00443	Syas.g_02742
OG0001050	Prbi.g_00444	Syas.g_02743
OG0001051	Prbi.g_00445	Syas.g_02744
OG0001052	Prbi.g_00474	Syas.g_01337
OG0001053	Prbi.g_00486	Syas.g_01250
OG0001054	Prbi.g_00501	Syas.g_01231
OG0001055	Prbi.g_00520	Syas.g_01210
OG0001056	Prbi.g_00539	Syas.g_00068
OG0001057	Prbi.g_00544	Syas.g_00763
OG0001058	Prbi.g_00552	Syas.g_00787
OG0001059	Prbi.g_00556	Syas.g_00791
OG0001060	Prbi.g_00563	Syas.g_00797
OG0001061	Prbi.g_00576	Syas.g_00816
OG0001062	Prbi.g_00578	Syas.g_00819
OG0001063	Prbi.g_00580	Syas.g_00830
OG0001064	Prbi.g_00581	Syas.g_00831
OG0001065	Prbi.g_00582	Syas.g_00832
OG0001066	Prbi.g_00583	Syas.g_00833
OG0001067	Prbi.g_00584	Syas.g_00834
OG0001068	Prbi.g_00585	Syas.g_00835
OG0001069	Prbi.g_00586	Syas.g_00836
OG0001070	Prbi.g_00589	Syas.g_00840
OG0001071	Prbi.g_00590	Syas.g_00841
OG0001072	Prbi.g_00592	Syas.g_00844
OG0001073	Prbi.g_00606	Syas.g_00855
OG0001074	Prbi.g_00617	Syas.g_00157
OG0001075	Prbi.g_00618	Syas.g_00163
OG0001076	Prbi.g_00626	Syas.g_00113
OG0001077	Prbi.g_00630	Syas.g_00101
OG0001078	Prbi.g_00639	Syas.g_00745
OG0001079	Prbi.g_00650	Syas.g_00729
OG0001080	Prbi.g_00656	Syas.g_00717
OG0001081	Prbi.g_00658	Syas.g_00715
OG0001082	Prbi.g_00659	Syas.g_00714
OG0001083	Prbi.g_00664	Syas.g_00707
OG0001084	Prbi.g_00665	Syas.g_00706
OG0001085	Prbi.g_00673	Syas.g_00693
OG0001086	Prbi.g_00674	Syas.g_00691
OG0001087	Prbi.g_00691	Syas.g_00071
OG0001088	Prbi.g_00692	Syas.g_01060
OG0001089	Prbi.g_00700	Syas.g_01039
OG0001090	Prbi.g_00746	Syas.g_00980
OG0001091	Prbi.g_00748	Syas.g_00979
OG0001092	Prbi.g_00749	Syas.g_00178
OG0001093	Prbi.g_00754	Syas.g_00184
OG0001095	Prbi.g_00860	Syas.g_00582
OG0001097	Prbi.g_00892	Syas.g_00243
OG0001098	Prbi.g_00907	Syas.g_00880
OG0001099	Prbi.g_00939	Syas.g_02404
OG0001100	Prbi.g_00943	Syas.g_00682
OG0001101	Prbi.g_00945	Syas.g_00680
OG0001102	Prbi.g_00948	Syas.g_00677
OG0001103	Prbi.g_00950	Syas.g_00675
OG0001104	Prbi.g_00972	Syas.g_00620
OG0001105	Prbi.g_00976	Syas.g_00617
OG0001106	Prbi.g_01000	Syas.g_00447
OG0001107	Prbi.g_01007	Syas.g_00459
OG0001108	Prbi.g_01011	Syas.g_00494
OG0001109	Prbi.g_01012	Syas.g_00496
OG0001110	Prbi.g_01014	Syas.g_00498
OG0001111	Prbi.g_01015	Syas.g_00500
OG0001112	Prbi.g_01016	Syas.g_00503
OG0001113	Prbi.g_01017	Syas.g_00504
OG0001114	Prbi.g_01018	Syas.g_00505
OG0001115	Prbi.g_01020	Syas.g_00527
OG0001116	Prbi.g_01021	Syas.g_00529
OG0001117	Prbi.g_01022	Syas.g_00530
OG0001118	Prbi.g_01023	Syas.g_00531
OG0001119	Prbi.g_01024	Syas.g_00533
OG0001120	Prbi.g_01026	Syas.g_00539
OG0001122	Prbi.g_01058	Syas.g_00222
OG0001123	Prbi.g_01062	Syas.g_00214
OG0001124	Prbi.g_01064	Syas.g_00212
OG0001125	Prbi.g_01065	Syas.g_00210
OG0001126	Prbi.g_01075	Syas.g_00991
OG0001127	Prbi.g_01076	Syas.g_00992
OG0001128	Prbi.g_01078	Syas.g_00995
OG0001129	Prbi.g_01079	Syas.g_00997
OG0001130	Prbi.g_01080	Syas.g_00998
OG0001131	Prbi.g_01117	Syas.g_01401
OG0001132	Prbi.g_01127	Syas.g_00525
OG0001133	Prbi.g_01161	Syas.g_00109
OG0001136	Prbi.g_01204	Syas.g_01187
OG0001138	Prbi.g_01233	Syas.g_01114
OG0001139	Prbi.g_01234	Syas.g_01112
OG0001140	Prbi.g_01235	Syas.g_01111
OG0001141	Prbi.g_01236	Syas.g_01110
OG0001142	Prbi.g_01237	Syas.g_01109
OG0001143	Prbi.g_01244	Syas.g_01092
OG0001144	Prbi.g_01249	Syas.g_01084
OG0001145	Prbi.g_01383	Syas.g_02867
OG0001146	Prbi.g_01395	Syas.g_02846
OG0001147	Prbi.g_01425	Syas.g_01329
OG0001148	Prbi.g_01441	Syas.g_01263
OG0001149	Prbi.g_01442	Syas.g_01264
OG0001150	Prbi.g_01443	Syas.g_01265
OG0001151	Prbi.g_01454	Syas.g_01366
OG0001152	Prbi.g_01455	Syas.g_01367
