Orthogroup	Prbi	Syad
OG0000559	Prbi.g_00554	Syad.g_01016
OG0000560	Prbi.g_00557	Syad.g_01019
OG0000561	Prbi.g_00558	Syad.g_01020
OG0000562	Prbi.g_00559	Syad.g_01021
OG0000563	Prbi.g_00560	Syad.g_01022
OG0000564	Prbi.g_00561	Syad.g_01023
OG0000565	Prbi.g_00564	Syad.g_01027
OG0000566	Prbi.g_00566	Syad.g_01031
OG0000567	Prbi.g_00570	Syad.g_01035
OG0000568	Prbi.g_00571	Syad.g_01040
OG0000569	Prbi.g_00572	Syad.g_01041
OG0000570	Prbi.g_00573	Syad.g_01042
OG0000571	Prbi.g_00575	Syad.g_01046
OG0000572	Prbi.g_00588	Syad.g_01064
OG0000573	Prbi.g_00594	Syad.g_01072
OG0000574	Prbi.g_00595	Syad.g_01077
OG0000575	Prbi.g_00599	Syad.g_01083
OG0000576	Prbi.g_00601	Syad.g_01085
OG0000577	Prbi.g_00602	Syad.g_01086
OG0000578	Prbi.g_00603	Syad.g_01087
OG0000579	Prbi.g_00604	Syad.g_01088
OG0000580	Prbi.g_00605	Syad.g_01089
OG0000581	Prbi.g_00607	Syad.g_01097
OG0000582	Prbi.g_00610	Syad.g_02206
OG0000583	Prbi.g_00611	Syad.g_02205
OG0000584	Prbi.g_00612	Syad.g_02204
OG0000585	Prbi.g_00614	Syad.g_02202
OG0000586	Prbi.g_00615	Syad.g_02201
OG0000587	Prbi.g_00616	Syad.g_02199
OG0000588	Prbi.g_00620	Syad.g_02183
OG0000589	Prbi.g_00623	Syad.g_02178
OG0000590	Prbi.g_00624	Syad.g_02177
OG0000591	Prbi.g_00627	Syad.g_02169
OG0000592	Prbi.g_00628	Syad.g_02168
OG0000593	Prbi.g_00635	Syad.g_02156
OG0000594	Prbi.g_00636	Syad.g_02155
OG0000595	Prbi.g_00637	Syad.g_02154
OG0000596	Prbi.g_00641	Syad.g_02149
OG0000597	Prbi.g_00643	Syad.g_02146
OG0000598	Prbi.g_00644	Syad.g_02145
OG0000599	Prbi.g_00647	Syad.g_02142
OG0000600	Prbi.g_00648	Syad.g_02141
OG0000601	Prbi.g_00649	Syad.g_02140
OG0000602	Prbi.g_00651	Syad.g_02135
OG0000603	Prbi.g_00652	Syad.g_02134
OG0000604	Prbi.g_00653	Syad.g_02131
OG0000605	Prbi.g_00654	Syad.g_02026
OG0000606	Prbi.g_00657	Syad.g_01567
OG0000607	Prbi.g_00660	Syad.g_01571
OG0000608	Prbi.g_00661	Syad.g_01572
OG0000609	Prbi.g_00662	Syad.g_01574
OG0000610	Prbi.g_00667	Syad.g_01589
OG0000611	Prbi.g_00670	Syad.g_01592
OG0000612	Prbi.g_00671	Syad.g_01593
OG0000613	Prbi.g_00676	Syad.g_00457
OG0000614	Prbi.g_00695	Syad.g_01340
OG0000615	Prbi.g_00704	Syad.g_01948
OG0000616	Prbi.g_00708	Syad.g_00145
OG0000617	Prbi.g_00751	Syad.g_01810
OG0000618	Prbi.g_00752	Syad.g_01809
OG0000619	Prbi.g_00753	Syad.g_01808
OG0000620	Prbi.g_00756	Syad.g_01803
OG0000621	Prbi.g_00757	Syad.g_01802
OG0000622	Prbi.g_00758	Syad.g_01801
OG0000623	Prbi.g_00759	Syad.g_01800
OG0000624	Prbi.g_00760	Syad.g_01798
OG0000625	Prbi.g_00761	Syad.g_01797
OG0000626	Prbi.g_00762	Syad.g_01796
OG0000627	Prbi.g_00763	Syad.g_01640
OG0000628	Prbi.g_00764	Syad.g_01641
OG0000629	Prbi.g_00765	Syad.g_01644
OG0000630	Prbi.g_00768	Syad.g_01648
OG0000631	Prbi.g_00838	Syad.g_01658
OG0000632	Prbi.g_00839	Syad.g_01659
OG0000633	Prbi.g_00840	Syad.g_01660
OG0000634	Prbi.g_00843	Syad.g_01893
OG0000635	Prbi.g_00844	Syad.g_01892
OG0000636	Prbi.g_00846	Syad.g_01890
OG0000637	Prbi.g_00848	Syad.g_01888
OG0000638	Prbi.g_00849	Syad.g_01887
OG0000639	Prbi.g_00850	Syad.g_01886
OG0000640	Prbi.g_00851	Syad.g_01885
OG0000641	Prbi.g_00855	Syad.g_01881
OG0000642	Prbi.g_00856	Syad.g_01880
OG0000643	Prbi.g_00857	Syad.g_01878
OG0000644	Prbi.g_00858	Syad.g_01877
OG0000645	Prbi.g_00859	Syad.g_01875
OG0000646	Prbi.g_00861	Syad.g_01872
OG0000647	Prbi.g_00862	Syad.g_01870
OG0000648	Prbi.g_00864	Syad.g_01860
OG0000649	Prbi.g_00865	Syad.g_01859
OG0000650	Prbi.g_00866	Syad.g_01858
OG0000651	Prbi.g_00867	Syad.g_01857
OG0000652	Prbi.g_00868	Syad.g_01856
OG0000653	Prbi.g_00870	Syad.g_01850
OG0000654	Prbi.g_00871	Syad.g_01849
OG0000655	Prbi.g_00872	Syad.g_01848
OG0000656	Prbi.g_00875	Syad.g_01845
OG0000657	Prbi.g_00883	Syad.g_01240
OG0000658	Prbi.g_00884	Syad.g_01231
OG0000659	Prbi.g_00885	Syad.g_01230
OG0000660	Prbi.g_00889	Syad.g_01226
OG0000661	Prbi.g_00891	Syad.g_01224
OG0000662	Prbi.g_00893	Syad.g_01222
OG0000663	Prbi.g_00895	Syad.g_01219
OG0000664	Prbi.g_00896	Syad.g_01209
OG0000665	Prbi.g_00900	Syad.g_02115
OG0000666	Prbi.g_00901	Syad.g_02027
OG0000667	Prbi.g_00905	Syad.g_00612
OG0000668	Prbi.g_00934	Syad.g_01688
OG0000669	Prbi.g_00942	Syad.g_01606
OG0000670	Prbi.g_00944	Syad.g_01609
OG0000671	Prbi.g_00946	Syad.g_01611
OG0000672	Prbi.g_00949	Syad.g_01615
OG0000673	Prbi.g_00952	Syad.g_01618
OG0000674	Prbi.g_00954	Syad.g_01620
OG0000675	Prbi.g_00955	Syad.g_01633
OG0000676	Prbi.g_00957	Syad.g_01635
OG0000677	Prbi.g_00958	Syad.g_01636
OG0000678	Prbi.g_00960	Syad.g_01957
OG0000679	Prbi.g_00964	Syad.g_01922
OG0000680	Prbi.g_00965	Syad.g_01921
OG0000681	Prbi.g_00968	Syad.g_01919
OG0000682	Prbi.g_00969	Syad.g_01918
OG0000683	Prbi.g_00970	Syad.g_01917
OG0000684	Prbi.g_00971	Syad.g_01912
OG0000685	Prbi.g_00973	Syad.g_01910
OG0000686	Prbi.g_00974	Syad.g_01909
OG0000687	Prbi.g_00975	Syad.g_01908
OG0000688	Prbi.g_00978	Syad.g_01904
OG0000689	Prbi.g_00979	Syad.g_01902
OG0000690	Prbi.g_00980	Syad.g_01901
OG0000691	Prbi.g_00981	Syad.g_01900
OG0000692	Prbi.g_00983	Syad.g_01899
OG0000693	Prbi.g_00984	Syad.g_01897
OG0000694	Prbi.g_00985	Syad.g_01896
OG0000695	Prbi.g_00987	Syad.g_01662
OG0000696	Prbi.g_00988	Syad.g_01663
OG0000697	Prbi.g_00989	Syad.g_01789
OG0000698	Prbi.g_00992	Syad.g_01786
OG0000699	Prbi.g_00993	Syad.g_01785
OG0000700	Prbi.g_00994	Syad.g_01784
OG0000701	Prbi.g_00995	Syad.g_01783
OG0000702	Prbi.g_00997	Syad.g_01775
OG0000703	Prbi.g_00998	Syad.g_01774
OG0000704	Prbi.g_00999	Syad.g_01772
OG0000705	Prbi.g_01003	Syad.g_01765
OG0000706	Prbi.g_01004	Syad.g_01764
OG0000707	Prbi.g_01005	Syad.g_01763
OG0000708	Prbi.g_01006	Syad.g_01760
OG0000709	Prbi.g_01010	Syad.g_01745
OG0000710	Prbi.g_01013	Syad.g_01738
OG0000711	Prbi.g_01030	Syad.g_01710
OG0000712	Prbi.g_01032	Syad.g_01708
OG0000713	Prbi.g_01033	Syad.g_01707
OG0000714	Prbi.g_01034	Syad.g_01705
OG0000715	Prbi.g_01036	Syad.g_01703
OG0000716	Prbi.g_01038	Syad.g_01697
OG0000717	Prbi.g_01039	Syad.g_01696
OG0000718	Prbi.g_01055	Syad.g_01692
OG0000719	Prbi.g_01057	Syad.g_01690
OG0000720	Prbi.g_01066	Syad.g_01677
OG0000721	Prbi.g_01068	Syad.g_01675
OG0000722	Prbi.g_01069	Syad.g_01674
OG0000723	Prbi.g_01072	Syad.g_01791
OG0000724	Prbi.g_01081	Syad.g_01284
OG0000725	Prbi.g_01087	Syad.g_01293
OG0000726	Prbi.g_01088	Syad.g_01294
OG0000727	Prbi.g_01089	Syad.g_01295
OG0000728	Prbi.g_01091	Syad.g_01297
OG0000729	Prbi.g_01138	Syad.g_00331
OG0000730	Prbi.g_01142	Syad.g_00758
OG0000731	Prbi.g_01146	Syad.g_00770
OG0000732	Prbi.g_01155	Syad.g_00214
OG0000733	Prbi.g_01175	Syad.g_00028
OG0000734	Prbi.g_01192	Syad.g_02809
OG0000735	Prbi.g_01194	Syad.g_01120
OG0000736	Prbi.g_01195	Syad.g_01121
OG0000737	Prbi.g_01196	Syad.g_01122
OG0000738	Prbi.g_01200	Syad.g_01127
OG0000739	Prbi.g_01201	Syad.g_01145
OG0000740	Prbi.g_01202	Syad.g_01146
OG0000741	Prbi.g_01203	Syad.g_01149
OG0000742	Prbi.g_01206	Syad.g_01151
OG0000743	Prbi.g_01208	Syad.g_01153
OG0000744	Prbi.g_01209	Syad.g_01154
OG0000745	Prbi.g_01210	Syad.g_01156
OG0000746	Prbi.g_01212	Syad.g_01158
OG0000747	Prbi.g_01213	Syad.g_01159
OG0000748	Prbi.g_01216	Syad.g_01170
OG0000749	Prbi.g_01217	Syad.g_01173
OG0000750	Prbi.g_01218	Syad.g_01174
OG0000751	Prbi.g_01220	Syad.g_01182
OG0000752	Prbi.g_01222	Syad.g_01184
OG0000753	Prbi.g_01225	Syad.g_01187
OG0000754	Prbi.g_01228	Syad.g_01516
OG0000755	Prbi.g_01231	Syad.g_01504
OG0000756	Prbi.g_01232	Syad.g_01498
OG0000757	Prbi.g_01238	Syad.g_01487
OG0000758	Prbi.g_01239	Syad.g_01486
OG0000759	Prbi.g_01240	Syad.g_01485
OG0000760	Prbi.g_01241	Syad.g_01484
OG0000761	Prbi.g_01242	Syad.g_01480
OG0000762	Prbi.g_01243	Syad.g_01474
OG0000763	Prbi.g_01245	Syad.g_01468
OG0000764	Prbi.g_01246	Syad.g_01467
OG0000765	Prbi.g_01255	Syad.g_01447
OG0000766	Prbi.g_01256	Syad.g_01446
OG0000767	Prbi.g_01258	Syad.g_01444
OG0000768	Prbi.g_01259	Syad.g_01443
OG0000769	Prbi.g_01261	Syad.g_01441
OG0000770	Prbi.g_01263	Syad.g_01437
OG0000771	Prbi.g_01277	Syad.g_01278
OG0000772	Prbi.g_01363	Syad.g_02078
OG0000773	Prbi.g_01382	Syad.g_01114
OG0000774	Prbi.g_01384	Syad.g_02396
OG0000775	Prbi.g_01386	Syad.g_02398
OG0000776	Prbi.g_01387	Syad.g_02399
OG0000777	Prbi.g_01388	Syad.g_02400
OG0000778	Prbi.g_01389	Syad.g_02401
OG0000779	Prbi.g_01393	Syad.g_02407
OG0000780	Prbi.g_01394	Syad.g_02411
OG0000781	Prbi.g_01397	Syad.g_02415
OG0000782	Prbi.g_01398	Syad.g_02416
OG0000783	Prbi.g_01399	Syad.g_02418
OG0000784	Prbi.g_01400	Syad.g_02419
OG0000785	Prbi.g_01402	Syad.g_02421
OG0000786	Prbi.g_01404	Syad.g_01101
OG0000787	Prbi.g_01405	Syad.g_01100
OG0000788	Prbi.g_01426	Syad.g_02139
OG0000789	Prbi.g_01429	Syad.g_01982
OG0000790	Prbi.g_01444	Syad.g_00886
OG0000791	Prbi.g_01446	Syad.g_00885
OG0000792	Prbi.g_01447	Syad.g_00884
OG0000793	Prbi.g_01450	Syad.g_00879
OG0000794	Prbi.g_01451	Syad.g_00878
OG0000795	Prbi.g_01452	Syad.g_00877
OG0000796	Prbi.g_01456	Syad.g_00871
OG0000797	Prbi.g_01457	Syad.g_00870
OG0000799	Prbi.g_01571	Syad.g_02243
OG0000800	Prbi.g_01572	Syad.g_02245
OG0000801	Prbi.g_01573	Syad.g_02246
OG0000802	Prbi.g_01575	Syad.g_02251
OG0000803	Prbi.g_01577	Syad.g_02255
OG0000804	Prbi.g_01578	Syad.g_02260
OG0000805	Prbi.g_01580	Syad.g_02266
OG0000806	Prbi.g_01582	Syad.g_02267
OG0000807	Prbi.g_01583	Syad.g_02269
OG0000808	Prbi.g_01584	Syad.g_02270
OG0000809	Prbi.g_01587	Syad.g_02273
OG0000810	Prbi.g_01588	Syad.g_02274
OG0000811	Prbi.g_01594	Syad.g_02283
OG0000812	Prbi.g_01596	Syad.g_02285
OG0000813	Prbi.g_01597	Syad.g_02286
OG0000814	Prbi.g_01599	Syad.g_02288
OG0000815	Prbi.g_01600	Syad.g_02289
OG0000816	Prbi.g_01602	Syad.g_02290
OG0000817	Prbi.g_01603	Syad.g_02291
OG0000818	Prbi.g_01608	Syad.g_02297
OG0000819	Prbi.g_01609	Syad.g_02298
OG0000820	Prbi.g_01610	Syad.g_02299
OG0000821	Prbi.g_01613	Syad.g_02305
OG0000822	Prbi.g_01614	Syad.g_02307
OG0000823	Prbi.g_01615	Syad.g_02308
OG0000824	Prbi.g_01618	Syad.g_02314
OG0000825	Prbi.g_01619	Syad.g_02315
OG0000826	Prbi.g_01620	Syad.g_02316
OG0000827	Prbi.g_01621	Syad.g_02317
OG0000828	Prbi.g_01624	Syad.g_02320
OG0000829	Prbi.g_01625	Syad.g_02321
OG0000830	Prbi.g_01626	Syad.g_02322
OG0000831	Prbi.g_01628	Syad.g_02325
OG0000832	Prbi.g_01634	Syad.g_02538
OG0000833	Prbi.g_01642	Syad.g_02550
OG0000834	Prbi.g_01643	Syad.g_02552
OG0000835	Prbi.g_01644	Syad.g_02553
OG0000836	Prbi.g_01645	Syad.g_02557
OG0000837	Prbi.g_01646	Syad.g_02561
OG0000838	Prbi.g_01648	Syad.g_02565
OG0000839	Prbi.g_01649	Syad.g_02566
OG0000840	Prbi.g_01650	Syad.g_02567
OG0000841	Prbi.g_01651	Syad.g_02568
OG0000842	Prbi.g_01652	Syad.g_02569
OG0000843	Prbi.g_01653	Syad.g_02570
OG0000844	Prbi.g_01654	Syad.g_02577
OG0000845	Prbi.g_01655	Syad.g_02578
OG0000846	Prbi.g_01656	Syad.g_02579
OG0000847	Prbi.g_01657	Syad.g_02580
OG0000848	Prbi.g_01658	Syad.g_02582
OG0000849	Prbi.g_01659	Syad.g_02583
OG0000850	Prbi.g_01661	Syad.g_02586
OG0000851	Prbi.g_01662	Syad.g_02592
OG0000852	Prbi.g_01663	Syad.g_02593
OG0000853	Prbi.g_01667	Syad.g_02597
OG0000854	Prbi.g_01669	Syad.g_02606
OG0000855	Prbi.g_01670	Syad.g_02607
OG0000856	Prbi.g_01685	Syad.g_02166
OG0000857	Prbi.g_01711	Syad.g_01871
OG0000858	Prbi.g_01781	Syad.g_02613
OG0000859	Prbi.g_01782	Syad.g_02614
OG0000860	Prbi.g_01789	Syad.g_02625
OG0000861	Prbi.g_01790	Syad.g_02626
OG0000862	Prbi.g_01791	Syad.g_02628
OG0000863	Prbi.g_01793	Syad.g_02631
OG0000864	Prbi.g_01794	Syad.g_02632
OG0000865	Prbi.g_01795	Syad.g_02633
OG0000866	Prbi.g_01796	Syad.g_02634
OG0000867	Prbi.g_01797	Syad.g_02635
OG0000868	Prbi.g_01798	Syad.g_02637
OG0000869	Prbi.g_01802	Syad.g_02643
OG0000870	Prbi.g_01807	Syad.g_02648
OG0000871	Prbi.g_01808	Syad.g_02649
OG0000872	Prbi.g_01809	Syad.g_02657
OG0000873	Prbi.g_01812	Syad.g_02660
OG0000874	Prbi.g_01815	Syad.g_02655
OG0000875	Prbi.g_01816	Syad.g_02662
OG0000876	Prbi.g_01817	Syad.g_03003
OG0000877	Prbi.g_01819	Syad.g_02480
OG0000878	Prbi.g_01820	Syad.g_02481
OG0000879	Prbi.g_01821	Syad.g_02482
OG0000880	Prbi.g_01822	Syad.g_02483
OG0000881	Prbi.g_01826	Syad.g_02489
OG0000882	Prbi.g_01831	Syad.g_02494
OG0000883	Prbi.g_01832	Syad.g_02497
OG0000884	Prbi.g_01834	Syad.g_02499
OG0000885	Prbi.g_01835	Syad.g_02500
OG0000886	Prbi.g_01836	Syad.g_02501
OG0000887	Prbi.g_01837	Syad.g_02502
OG0000888	Prbi.g_01839	Syad.g_02504
OG0000889	Prbi.g_01841	Syad.g_02506
OG0000890	Prbi.g_01842	Syad.g_02512
OG0000891	Prbi.g_01843	Syad.g_02513
OG0000892	Prbi.g_01845	Syad.g_02517
OG0000893	Prbi.g_01848	Syad.g_00589
OG0000894	Prbi.g_01850	Syad.g_00592
OG0000895	Prbi.g_01853	Syad.g_00596
OG0000896	Prbi.g_01854	Syad.g_00597
OG0000897	Prbi.g_01856	Syad.g_00599
OG0000898	Prbi.g_01857	Syad.g_00600
OG0000899	Prbi.g_01858	Syad.g_00601
OG0000900	Prbi.g_01859	Syad.g_00602
OG0000901	Prbi.g_01863	Syad.g_00607
OG0000902	Prbi.g_01865	Syad.g_00609
OG0000903	Prbi.g_01868	Syad.g_00645
OG0000904	Prbi.g_01870	Syad.g_00640
OG0000905	Prbi.g_01875	Syad.g_00632
OG0000906	Prbi.g_01876	Syad.g_00630
OG0000907	Prbi.g_01896	Syad.g_00648
OG0000908	Prbi.g_01899	Syad.g_00651
OG0000909	Prbi.g_01900	Syad.g_00652
OG0000910	Prbi.g_01901	Syad.g_00653
OG0000911	Prbi.g_01903	Syad.g_00655
OG0000912	Prbi.g_01904	Syad.g_00656
OG0000913	Prbi.g_01905	Syad.g_00657
OG0000914	Prbi.g_01906	Syad.g_00658
OG0000915	Prbi.g_01907	Syad.g_00660
OG0000916	Prbi.g_01908	Syad.g_00661
OG0000917	Prbi.g_01909	Syad.g_00662
OG0000918	Prbi.g_01910	Syad.g_00663
OG0000919	Prbi.g_01911	Syad.g_00664
OG0000920	Prbi.g_01912	Syad.g_00665
OG0000921	Prbi.g_01913	Syad.g_00666
OG0000922	Prbi.g_01914	Syad.g_00667
OG0000923	Prbi.g_01918	Syad.g_00671
OG0000924	Prbi.g_01919	Syad.g_00672
OG0000925	Prbi.g_01920	Syad.g_00673
OG0000926	Prbi.g_01921	Syad.g_00674
OG0000927	Prbi.g_01923	Syad.g_00676
OG0000928	Prbi.g_01924	Syad.g_00677
OG0000929	Prbi.g_01925	Syad.g_00678
OG0000930	Prbi.g_01926	Syad.g_00679
OG0000931	Prbi.g_01927	Syad.g_00680
OG0000932	Prbi.g_01928	Syad.g_00681
OG0000933	Prbi.g_01932	Syad.g_00687
OG0000934	Prbi.g_01934	Syad.g_00689
OG0000935	Prbi.g_01935	Syad.g_00690
OG0000936	Prbi.g_01936	Syad.g_00691
OG0000937	Prbi.g_01937	Syad.g_00692
OG0000938	Prbi.g_01939	Syad.g_00695
OG0000939	Prbi.g_01940	Syad.g_00696
OG0000940	Prbi.g_01947	Syad.g_00703
OG0000941	Prbi.g_01949	Syad.g_00705
OG0000942	Prbi.g_01951	Syad.g_00707
OG0000943	Prbi.g_01952	Syad.g_00708
OG0000944	Prbi.g_01953	Syad.g_00710
OG0000945	Prbi.g_01954	Syad.g_00711
OG0000946	Prbi.g_01958	Syad.g_00716
OG0000947	Prbi.g_01960	Syad.g_00719
OG0000948	Prbi.g_01961	Syad.g_00720
OG0000949	Prbi.g_01964	Syad.g_00432
OG0000950	Prbi.g_01969	Syad.g_00418
OG0000951	Prbi.g_01973	Syad.g_00411
OG0000952	Prbi.g_01977	Syad.g_00375
OG0000953	Prbi.g_01980	Syad.g_00369
OG0000954	Prbi.g_01984	Syad.g_00364
OG0000955	Prbi.g_01985	Syad.g_00363
OG0000956	Prbi.g_01987	Syad.g_00361
OG0000957	Prbi.g_01992	Syad.g_00350
OG0000958	Prbi.g_01993	Syad.g_00349
OG0000959	Prbi.g_01997	Syad.g_00345
OG0000960	Prbi.g_01998	Syad.g_00344
OG0000961	Prbi.g_02000	Syad.g_00335
OG0000962	Prbi.g_02002	Syad.g_00332
OG0000963	Prbi.g_02006	Syad.g_00325
OG0000964	Prbi.g_02007	Syad.g_00324
OG0000965	Prbi.g_02008	Syad.g_00323
OG0000966	Prbi.g_02027	Syad.g_00246
OG0000967	Prbi.g_02032	Syad.g_00234
OG0000968	Prbi.g_02034	Syad.g_00243
OG0000969	Prbi.g_02035	Syad.g_00240
OG0000970	Prbi.g_02036	Syad.g_00239
OG0000971	Prbi.g_02037	Syad.g_00229
OG0000972	Prbi.g_02038	Syad.g_00228
OG0000973	Prbi.g_02039	Syad.g_00227
OG0000974	Prbi.g_02040	Syad.g_00226
OG0000975	Prbi.g_02041	Syad.g_00225
OG0000976	Prbi.g_02042	Syad.g_00224
OG0000977	Prbi.g_02043	Syad.g_00222
OG0000978	Prbi.g_02044	Syad.g_00221
OG0000979	Prbi.g_02047	Syad.g_00218
OG0000980	Prbi.g_02049	Syad.g_00215
OG0000981	Prbi.g_02051	Syad.g_00212
OG0000982	Prbi.g_02053	Syad.g_03035
OG0000983	Prbi.g_02054	Syad.g_03036
OG0000984	Prbi.g_02055	Syad.g_03037
OG0000985	Prbi.g_02058	Syad.g_03039
OG0000986	Prbi.g_02060	Syad.g_03049
OG0000987	Prbi.g_02061	Syad.g_00002
OG0000988	Prbi.g_02064	Syad.g_00008
OG0000989	Prbi.g_02068	Syad.g_00020
OG0000990	Prbi.g_02071	Syad.g_00061
OG0000991	Prbi.g_02072	Syad.g_00064
OG0000992	Prbi.g_02074	Syad.g_00067
OG0000993	Prbi.g_02075	Syad.g_00069
OG0000994	Prbi.g_02076	Syad.g_00071
OG0000995	Prbi.g_02080	Syad.g_00077
OG0000996	Prbi.g_02081	Syad.g_00121
OG0000997	Prbi.g_02082	Syad.g_00128
OG0000998	Prbi.g_02084	Syad.g_00130
OG0000999	Prbi.g_02085	Syad.g_00131
OG0001000	Prbi.g_02088	Syad.g_00136
OG0001001	Prbi.g_02090	Syad.g_00141
OG0001002	Prbi.g_02094	Syad.g_00148
OG0001003	Prbi.g_02095	Syad.g_00150
OG0001004	Prbi.g_02096	Syad.g_00151
OG0001005	Prbi.g_02097	Syad.g_00152
OG0001006	Prbi.g_02101	Syad.g_00160
OG0001007	Prbi.g_02103	Syad.g_00162
OG0001008	Prbi.g_00438	Syad.g_02449
OG0001009	Prbi.g_00027	Syad.g_00194
OG0001010	Prbi.g_00028	Syad.g_00195
OG0001011	Prbi.g_00029	Syad.g_00196
OG0001012	Prbi.g_00052	Syad.g_03030
OG0001013	Prbi.g_00059	Syad.g_03011
OG0001014	Prbi.g_00062	Syad.g_03002
OG0001015	Prbi.g_00063	Syad.g_03001
OG0001016	Prbi.g_00080	Syad.g_02734
OG0001017	Prbi.g_00084	Syad.g_02740
OG0001018	Prbi.g_00087	Syad.g_02742
OG0001019	Prbi.g_00096	Syad.g_02771
OG0001020	Prbi.g_00097	Syad.g_02777
OG0001021	Prbi.g_00098	Syad.g_02781
OG0001022	Prbi.g_00101	Syad.g_02786
OG0001023	Prbi.g_00102	Syad.g_02787
OG0001024	Prbi.g_00105	Syad.g_02791
OG0001025	Prbi.g_00111	Syad.g_02798
OG0001026	Prbi.g_00118	Syad.g_02811
OG0001027	Prbi.g_00119	Syad.g_02817
OG0001028	Prbi.g_00121	Syad.g_02819
OG0001029	Prbi.g_00123	Syad.g_02821
OG0001030	Prbi.g_00138	Syad.g_02848
OG0001031	Prbi.g_00210	Syad.g_02925
OG0001032	Prbi.g_00211	Syad.g_02928
OG0001033	Prbi.g_00232	Syad.g_02956
OG0001034	Prbi.g_00260	Syad.g_00819
OG0001035	Prbi.g_00278	Syad.g_00559
OG0001036	Prbi.g_00283	Syad.g_00554
OG0001037	Prbi.g_00284	Syad.g_00552
OG0001039	Prbi.g_00305	Syad.g_00522
OG0001040	Prbi.g_00307	Syad.g_00519
OG0001041	Prbi.g_00311	Syad.g_00514
OG0001042	Prbi.g_00328	Syad.g_00485
OG0001043	Prbi.g_00329	Syad.g_00481
OG0001044	Prbi.g_00357	Syad.g_00760
OG0001045	Prbi.g_00366	Syad.g_00773
OG0001046	Prbi.g_00403	Syad.g_01722
OG0001047	Prbi.g_00440	Syad.g_02447
OG0001048	Prbi.g_00441	Syad.g_02446
OG0001049	Prbi.g_00443	Syad.g_02443
OG0001050	Prbi.g_00444	Syad.g_02442
OG0001051	Prbi.g_00445	Syad.g_02441
OG0001052	Prbi.g_00474	Syad.g_02357
OG0001054	Prbi.g_00501	Syad.g_00925
OG0001055	Prbi.g_00520	Syad.g_00946
OG0001056	Prbi.g_00539	Syad.g_00982
OG0001057	Prbi.g_00544	Syad.g_00996
OG0001058	Prbi.g_00552	Syad.g_01015
OG0001059	Prbi.g_00556	Syad.g_01018
OG0001060	Prbi.g_00563	Syad.g_01025
OG0001061	Prbi.g_00576	Syad.g_01047
OG0001062	Prbi.g_00578	Syad.g_01049
OG0001063	Prbi.g_00580	Syad.g_01056
OG0001064	Prbi.g_00581	Syad.g_01057
OG0001065	Prbi.g_00582	Syad.g_01058
OG0001066	Prbi.g_00583	Syad.g_01059
OG0001067	Prbi.g_00584	Syad.g_01060
OG0001068	Prbi.g_00585	Syad.g_01061
OG0001069	Prbi.g_00586	Syad.g_01062
OG0001070	Prbi.g_00589	Syad.g_01065
OG0001071	Prbi.g_00590	Syad.g_01066
OG0001072	Prbi.g_00592	Syad.g_01070
OG0001073	Prbi.g_00606	Syad.g_01090
OG0001074	Prbi.g_00617	Syad.g_02197
OG0001075	Prbi.g_00618	Syad.g_02196
OG0001076	Prbi.g_00626	Syad.g_02175
OG0001077	Prbi.g_00630	Syad.g_02164
OG0001078	Prbi.g_00639	Syad.g_02151
OG0001079	Prbi.g_00650	Syad.g_02138
OG0001080	Prbi.g_00656	Syad.g_02008
OG0001081	Prbi.g_00658	Syad.g_01568
OG0001082	Prbi.g_00659	Syad.g_01569
OG0001083	Prbi.g_00664	Syad.g_01578
OG0001084	Prbi.g_00665	Syad.g_01586
OG0001085	Prbi.g_00673	Syad.g_01596
OG0001086	Prbi.g_00674	Syad.g_01598
OG0001087	Prbi.g_00691	Syad.g_01372
OG0001088	Prbi.g_00692	Syad.g_01368
OG0001089	Prbi.g_00700	Syad.g_01302
OG0001090	Prbi.g_00746	Syad.g_01817
OG0001091	Prbi.g_00748	Syad.g_01815
OG0001092	Prbi.g_00749	Syad.g_01812
OG0001093	Prbi.g_00754	Syad.g_01806
OG0001094	Prbi.g_00841	Syad.g_01895
OG0001095	Prbi.g_00860	Syad.g_01874
OG0001096	Prbi.g_00873	Syad.g_01847
OG0001097	Prbi.g_00892	Syad.g_01223
OG0001098	Prbi.g_00907	Syad.g_02005, Syad.g_01995
OG0001099	Prbi.g_00939	Syad.g_02820
OG0001100	Prbi.g_00943	Syad.g_01608
OG0001101	Prbi.g_00945	Syad.g_01610
OG0001102	Prbi.g_00948	Syad.g_01613
OG0001103	Prbi.g_00950	Syad.g_01616
OG0001104	Prbi.g_00972	Syad.g_01911
OG0001105	Prbi.g_00976	Syad.g_01907
OG0001106	Prbi.g_01000	Syad.g_01771
OG0001107	Prbi.g_01007	Syad.g_01759
OG0001108	Prbi.g_01011	Syad.g_01744
OG0001109	Prbi.g_01012	Syad.g_01739
OG0001110	Prbi.g_01014	Syad.g_01737
OG0001111	Prbi.g_01015	Syad.g_01735
OG0001112	Prbi.g_01016	Syad.g_01733
OG0001113	Prbi.g_01017	Syad.g_01732
OG0001114	Prbi.g_01018	Syad.g_01731
OG0001115	Prbi.g_01020	Syad.g_01727
OG0001116	Prbi.g_01021	Syad.g_01725
OG0001117	Prbi.g_01022	Syad.g_01724
OG0001118	Prbi.g_01023	Syad.g_01723
OG0001119	Prbi.g_01024	Syad.g_01721
OG0001120	Prbi.g_01026	Syad.g_01717
