Orthogroup	Prbi	Syan
OG0000573	Prbi.g_00594	Syan.g_00963
OG0000574	Prbi.g_00595	Syan.g_00965
OG0000575	Prbi.g_00599	Syan.g_01003
OG0000576	Prbi.g_00601	Syan.g_01007
OG0000577	Prbi.g_00602	Syan.g_01008
OG0000578	Prbi.g_00603	Syan.g_01009
OG0000579	Prbi.g_00604	Syan.g_01010
OG0000580	Prbi.g_00605	Syan.g_01011
OG0000581	Prbi.g_00607	Syan.g_01018
OG0000582	Prbi.g_00610	Syan.g_01030
OG0000583	Prbi.g_00611	Syan.g_01029
OG0000584	Prbi.g_00612	Syan.g_01028
OG0000585	Prbi.g_00614	Syan.g_01024
OG0000586	Prbi.g_00615	Syan.g_01022
OG0000587	Prbi.g_00616	Syan.g_01020
OG0000588	Prbi.g_00620	Syan.g_00215
OG0000589	Prbi.g_00623	Syan.g_00016
OG0000590	Prbi.g_00624	Syan.g_00015
OG0000591	Prbi.g_00627	Syan.g_00003
OG0000592	Prbi.g_00628	Syan.g_00002
OG0000593	Prbi.g_00635	Syan.g_00820
OG0000594	Prbi.g_00636	Syan.g_00819
OG0000595	Prbi.g_00637	Syan.g_00818
OG0000596	Prbi.g_00641	Syan.g_00813
OG0000597	Prbi.g_00643	Syan.g_00810
OG0000598	Prbi.g_00644	Syan.g_00809
OG0000599	Prbi.g_00647	Syan.g_00802
OG0000600	Prbi.g_00648	Syan.g_00801
OG0000601	Prbi.g_00649	Syan.g_00800
OG0000602	Prbi.g_00651	Syan.g_00796
OG0000603	Prbi.g_00652	Syan.g_00795
OG0000604	Prbi.g_00653	Syan.g_00792
OG0000605	Prbi.g_00654	Syan.g_00783
OG0000606	Prbi.g_00657	Syan.g_00780
OG0000607	Prbi.g_00660	Syan.g_00777
OG0000608	Prbi.g_00661	Syan.g_00776
OG0000609	Prbi.g_00662	Syan.g_00774
OG0000610	Prbi.g_00667	Syan.g_00766
OG0000611	Prbi.g_00670	Syan.g_00763
OG0000612	Prbi.g_00671	Syan.g_00762
OG0000613	Prbi.g_00676	Syan.g_01965
OG0000614	Prbi.g_00695	Syan.g_00184
OG0000615	Prbi.g_00704	Syan.g_00728
OG0000616	Prbi.g_00708	Syan.g_01694
OG0000617	Prbi.g_00751	Syan.g_00324
OG0000618	Prbi.g_00752	Syan.g_00325
OG0000619	Prbi.g_00753	Syan.g_00326
OG0000620	Prbi.g_00756	Syan.g_00331
OG0000621	Prbi.g_00757	Syan.g_00332
OG0000622	Prbi.g_00758	Syan.g_00334
OG0000623	Prbi.g_00759	Syan.g_00335
OG0000624	Prbi.g_00760	Syan.g_00337
OG0000625	Prbi.g_00761	Syan.g_00338
OG0000626	Prbi.g_00762	Syan.g_00339
OG0000627	Prbi.g_00763	Syan.g_00465
OG0000628	Prbi.g_00764	Syan.g_00466
OG0000629	Prbi.g_00765	Syan.g_00469
OG0000630	Prbi.g_00768	Syan.g_00474
OG0000631	Prbi.g_00838	Syan.g_00484
OG0000632	Prbi.g_00839	Syan.g_00485
OG0000633	Prbi.g_00840	Syan.g_00489
OG0000634	Prbi.g_00843	Syan.g_00694
OG0000635	Prbi.g_00844	Syan.g_00693
OG0000636	Prbi.g_00846	Syan.g_00691
OG0000637	Prbi.g_00848	Syan.g_00689
OG0000638	Prbi.g_00849	Syan.g_00688
OG0000639	Prbi.g_00850	Syan.g_00687
OG0000640	Prbi.g_00851	Syan.g_00686
OG0000641	Prbi.g_00855	Syan.g_00682
OG0000642	Prbi.g_00856	Syan.g_00681
OG0000643	Prbi.g_00857	Syan.g_00679
OG0000644	Prbi.g_00858	Syan.g_00678
OG0000645	Prbi.g_00859	Syan.g_00676
OG0000646	Prbi.g_00861	Syan.g_00673
OG0000647	Prbi.g_00862	Syan.g_00671
OG0000648	Prbi.g_00864	Syan.g_00669
OG0000649	Prbi.g_00865	Syan.g_00668
OG0000650	Prbi.g_00866	Syan.g_00667
OG0000651	Prbi.g_00867	Syan.g_00666
OG0000652	Prbi.g_00868	Syan.g_00665
OG0000653	Prbi.g_00870	Syan.g_00663
OG0000654	Prbi.g_00871	Syan.g_00661
OG0000655	Prbi.g_00872	Syan.g_00660
OG0000656	Prbi.g_00875	Syan.g_00656
OG0000657	Prbi.g_00883	Syan.g_00375
OG0000658	Prbi.g_00884	Syan.g_00378
OG0000659	Prbi.g_00885	Syan.g_00379
OG0000660	Prbi.g_00889	Syan.g_00383
OG0000661	Prbi.g_00891	Syan.g_00385
OG0000662	Prbi.g_00893	Syan.g_00392
OG0000663	Prbi.g_00895	Syan.g_00395
OG0000664	Prbi.g_00896	Syan.g_00397
OG0000665	Prbi.g_00900	Syan.g_00788
OG0000666	Prbi.g_00901	Syan.g_02100
OG0000667	Prbi.g_00905	Syan.g_00044
OG0000668	Prbi.g_00934	Syan.g_00365
OG0000669	Prbi.g_00942	Syan.g_00751
OG0000670	Prbi.g_00944	Syan.g_00748
OG0000671	Prbi.g_00946	Syan.g_00746
OG0000672	Prbi.g_00949	Syan.g_00743
OG0000673	Prbi.g_00952	Syan.g_00740
OG0000674	Prbi.g_00954	Syan.g_00738
OG0000675	Prbi.g_00955	Syan.g_00737
OG0000676	Prbi.g_00957	Syan.g_00735
OG0000677	Prbi.g_00958	Syan.g_00734
OG0000678	Prbi.g_00960	Syan.g_00732
OG0000679	Prbi.g_00964	Syan.g_00724
OG0000680	Prbi.g_00965	Syan.g_00723
OG0000681	Prbi.g_00968	Syan.g_00720
OG0000682	Prbi.g_00969	Syan.g_00719
OG0000683	Prbi.g_00970	Syan.g_00718
OG0000684	Prbi.g_00971	Syan.g_00715
OG0000685	Prbi.g_00973	Syan.g_00713
OG0000686	Prbi.g_00974	Syan.g_00712
OG0000687	Prbi.g_00975	Syan.g_00711
OG0000688	Prbi.g_00978	Syan.g_00706
OG0000689	Prbi.g_00979	Syan.g_00704
OG0000690	Prbi.g_00980	Syan.g_00703
OG0000691	Prbi.g_00981	Syan.g_00702
OG0000692	Prbi.g_00983	Syan.g_00700
OG0000693	Prbi.g_00984	Syan.g_00698
OG0000694	Prbi.g_00985	Syan.g_00697
OG0000695	Prbi.g_00987	Syan.g_00492
OG0000696	Prbi.g_00988	Syan.g_00493
OG0000697	Prbi.g_00989	Syan.g_00495
OG0000698	Prbi.g_00992	Syan.g_00498
OG0000699	Prbi.g_00993	Syan.g_00500
OG0000700	Prbi.g_00994	Syan.g_00501
OG0000701	Prbi.g_00995	Syan.g_00502
OG0000702	Prbi.g_00997	Syan.g_00534
OG0000703	Prbi.g_00998	Syan.g_00546
OG0000704	Prbi.g_00999	Syan.g_00550
OG0000705	Prbi.g_01003	Syan.g_00557
OG0000706	Prbi.g_01004	Syan.g_00558
OG0000707	Prbi.g_01005	Syan.g_00559
OG0000708	Prbi.g_01006	Syan.g_00562
OG0000709	Prbi.g_01010	Syan.g_00570
OG0000710	Prbi.g_01013	Syan.g_00574
OG0000711	Prbi.g_01030	Syan.g_00607
OG0000712	Prbi.g_01032	Syan.g_00609
OG0000713	Prbi.g_01033	Syan.g_00610
OG0000714	Prbi.g_01034	Syan.g_00624
OG0000715	Prbi.g_01036	Syan.g_00626
OG0000716	Prbi.g_01038	Syan.g_00630
OG0000717	Prbi.g_01039	Syan.g_00631
OG0000718	Prbi.g_01055	Syan.g_00651
OG0000719	Prbi.g_01057	Syan.g_00367
OG0000720	Prbi.g_01066	Syan.g_00354
OG0000721	Prbi.g_01068	Syan.g_00352
OG0000722	Prbi.g_01069	Syan.g_00351
OG0000723	Prbi.g_01072	Syan.g_00341
OG0000724	Prbi.g_01081	Syan.g_00299
OG0000725	Prbi.g_01087	Syan.g_00194
OG0000726	Prbi.g_01088	Syan.g_00193
OG0000727	Prbi.g_01089	Syan.g_00192
OG0000728	Prbi.g_01091	Syan.g_00190
OG0000729	Prbi.g_01138	Syan.g_01885
OG0000730	Prbi.g_01142	Syan.g_02147
OG0000731	Prbi.g_01146	Syan.g_02135
OG0000732	Prbi.g_01155	Syan.g_01726
OG0000733	Prbi.g_01175	Syan.g_01147
OG0000734	Prbi.g_01192	Syan.g_02982
OG0000735	Prbi.g_01194	Syan.g_02713
OG0000736	Prbi.g_01195	Syan.g_02712
OG0000737	Prbi.g_01196	Syan.g_02711
OG0000738	Prbi.g_01200	Syan.g_02705
OG0000739	Prbi.g_01201	Syan.g_02704
OG0000740	Prbi.g_01202	Syan.g_02703
OG0000741	Prbi.g_01203	Syan.g_02700
OG0000742	Prbi.g_01206	Syan.g_02697
OG0000743	Prbi.g_01208	Syan.g_02694
OG0000744	Prbi.g_01209	Syan.g_02693
OG0000745	Prbi.g_01210	Syan.g_02690
OG0000746	Prbi.g_01212	Syan.g_02687
OG0000747	Prbi.g_01213	Syan.g_02685
OG0000748	Prbi.g_01216	Syan.g_02669
OG0000749	Prbi.g_01217	Syan.g_02668
OG0000750	Prbi.g_01218	Syan.g_02667
OG0000751	Prbi.g_01220	Syan.g_02661
OG0000752	Prbi.g_01222	Syan.g_02659
OG0000753	Prbi.g_01225	Syan.g_02656
OG0000754	Prbi.g_01228	Syan.g_02650
OG0000755	Prbi.g_01231	Syan.g_02641
OG0000756	Prbi.g_01232	Syan.g_02640
OG0000757	Prbi.g_01238	Syan.g_02623
OG0000758	Prbi.g_01239	Syan.g_02622
OG0000759	Prbi.g_01240	Syan.g_02621
OG0000760	Prbi.g_01241	Syan.g_02620
OG0000761	Prbi.g_01242	Syan.g_02619
OG0000762	Prbi.g_01243	Syan.g_02617
OG0000763	Prbi.g_01245	Syan.g_02615
OG0000764	Prbi.g_01246	Syan.g_02614
OG0000765	Prbi.g_01255	Syan.g_02587
OG0000766	Prbi.g_01256	Syan.g_02586
OG0000767	Prbi.g_01258	Syan.g_02584
OG0000768	Prbi.g_01259	Syan.g_02583
OG0000769	Prbi.g_01261	Syan.g_02581
OG0000770	Prbi.g_01263	Syan.g_02561
OG0000771	Prbi.g_01277	Syan.g_00305
OG0000772	Prbi.g_01363	Syan.g_00436
OG0000773	Prbi.g_01382	Syan.g_01199
OG0000774	Prbi.g_01384	Syan.g_01205
OG0000775	Prbi.g_01386	Syan.g_01207
OG0000776	Prbi.g_01387	Syan.g_01208
OG0000777	Prbi.g_01388	Syan.g_01209
OG0000778	Prbi.g_01389	Syan.g_01210
OG0000779	Prbi.g_01393	Syan.g_01215
OG0000780	Prbi.g_01394	Syan.g_01218
OG0000781	Prbi.g_01397	Syan.g_01222
OG0000782	Prbi.g_01398	Syan.g_01223
OG0000783	Prbi.g_01399	Syan.g_01224
OG0000784	Prbi.g_01400	Syan.g_01225
OG0000785	Prbi.g_01402	Syan.g_01228
OG0000786	Prbi.g_01404	Syan.g_01243
OG0000787	Prbi.g_01405	Syan.g_01244
OG0000788	Prbi.g_01426	Syan.g_00843
OG0000789	Prbi.g_01429	Syan.g_00075
OG0000790	Prbi.g_01444	Syan.g_02778
OG0000791	Prbi.g_01446	Syan.g_02780
OG0000792	Prbi.g_01447	Syan.g_02781
OG0000793	Prbi.g_01450	Syan.g_02879
OG0000794	Prbi.g_01451	Syan.g_02881
OG0000795	Prbi.g_01452	Syan.g_02882
OG0000796	Prbi.g_01456	Syan.g_02886
OG0000797	Prbi.g_01457	Syan.g_02888
OG0000799	Prbi.g_01571	Syan.g_01310
OG0000800	Prbi.g_01572	Syan.g_01308
OG0000801	Prbi.g_01573	Syan.g_01307
OG0000802	Prbi.g_01575	Syan.g_01303
OG0000803	Prbi.g_01577	Syan.g_01294
OG0000804	Prbi.g_01578	Syan.g_01291
OG0000805	Prbi.g_01580	Syan.g_01289
OG0000806	Prbi.g_01582	Syan.g_01287
OG0000807	Prbi.g_01583	Syan.g_01286
OG0000808	Prbi.g_01584	Syan.g_01285
OG0000809	Prbi.g_01587	Syan.g_01281
OG0000810	Prbi.g_01588	Syan.g_01280
OG0000811	Prbi.g_01594	Syan.g_01272
OG0000812	Prbi.g_01596	Syan.g_01270
OG0000813	Prbi.g_01597	Syan.g_01269
OG0000814	Prbi.g_01599	Syan.g_01267
OG0000815	Prbi.g_01600	Syan.g_01249
OG0000816	Prbi.g_01602	Syan.g_01247
OG0000817	Prbi.g_01603	Syan.g_01328
OG0000818	Prbi.g_01608	Syan.g_02807
OG0000819	Prbi.g_01609	Syan.g_02808
OG0000820	Prbi.g_01610	Syan.g_02809
OG0000821	Prbi.g_01613	Syan.g_02815
OG0000822	Prbi.g_01614	Syan.g_02817
OG0000823	Prbi.g_01615	Syan.g_02818
OG0000824	Prbi.g_01618	Syan.g_02824
OG0000825	Prbi.g_01619	Syan.g_02825
OG0000826	Prbi.g_01620	Syan.g_02826
OG0000827	Prbi.g_01621	Syan.g_02827
OG0000828	Prbi.g_01624	Syan.g_02830
OG0000829	Prbi.g_01625	Syan.g_02831
OG0000830	Prbi.g_01626	Syan.g_02832
OG0000831	Prbi.g_01628	Syan.g_02834
OG0000832	Prbi.g_01634	Syan.g_02408
OG0000833	Prbi.g_01642	Syan.g_01343
OG0000834	Prbi.g_01643	Syan.g_01345
OG0000835	Prbi.g_01644	Syan.g_01346
OG0000836	Prbi.g_01645	Syan.g_01349
OG0000837	Prbi.g_01646	Syan.g_01351
OG0000838	Prbi.g_01648	Syan.g_01355
OG0000839	Prbi.g_01649	Syan.g_01356
OG0000840	Prbi.g_01650	Syan.g_01357
OG0000841	Prbi.g_01651	Syan.g_01358
OG0000842	Prbi.g_01652	Syan.g_01359
OG0000843	Prbi.g_01653	Syan.g_01360
OG0000844	Prbi.g_01654	Syan.g_01362
OG0000845	Prbi.g_01655	Syan.g_01363
OG0000846	Prbi.g_01656	Syan.g_01364
OG0000847	Prbi.g_01657	Syan.g_01365
OG0000848	Prbi.g_01658	Syan.g_01367
OG0000849	Prbi.g_01659	Syan.g_01368
OG0000850	Prbi.g_01661	Syan.g_01371
OG0000851	Prbi.g_01662	Syan.g_01374
OG0000852	Prbi.g_01663	Syan.g_01375
OG0000853	Prbi.g_01667	Syan.g_01379
OG0000854	Prbi.g_01669	Syan.g_01381
OG0000855	Prbi.g_01670	Syan.g_01382
OG0000856	Prbi.g_01685	Syan.g_01136
OG0000857	Prbi.g_01711	Syan.g_00672
OG0000858	Prbi.g_01781	Syan.g_01389
OG0000859	Prbi.g_01782	Syan.g_01390
OG0000860	Prbi.g_01789	Syan.g_01402
OG0000861	Prbi.g_01790	Syan.g_01403
OG0000862	Prbi.g_01791	Syan.g_01412
OG0000863	Prbi.g_01793	Syan.g_01414
OG0000864	Prbi.g_01794	Syan.g_00969
OG0000865	Prbi.g_01795	Syan.g_01415
OG0000866	Prbi.g_01796	Syan.g_01416
OG0000867	Prbi.g_01797	Syan.g_01417
OG0000868	Prbi.g_01798	Syan.g_01421
OG0000869	Prbi.g_01802	Syan.g_01426
OG0000870	Prbi.g_01807	Syan.g_01431
OG0000871	Prbi.g_01808	Syan.g_01432
OG0000872	Prbi.g_01809	Syan.g_01438
OG0000873	Prbi.g_01812	Syan.g_01441
OG0000874	Prbi.g_01815	Syan.g_01443
OG0000875	Prbi.g_01816	Syan.g_01445
OG0000876	Prbi.g_01817	Syan.g_00391
OG0000877	Prbi.g_01819	Syan.g_01449
OG0000878	Prbi.g_01820	Syan.g_01450
OG0000879	Prbi.g_01821	Syan.g_01451
OG0000880	Prbi.g_01822	Syan.g_01452
OG0000881	Prbi.g_01826	Syan.g_01457
OG0000882	Prbi.g_01831	Syan.g_01462
OG0000883	Prbi.g_01832	Syan.g_01464
OG0000884	Prbi.g_01834	Syan.g_01466
OG0000885	Prbi.g_01835	Syan.g_01467
OG0000886	Prbi.g_01836	Syan.g_01468
OG0000887	Prbi.g_01837	Syan.g_01469
OG0000888	Prbi.g_01839	Syan.g_01471
OG0000889	Prbi.g_01841	Syan.g_01473
OG0000890	Prbi.g_01842	Syan.g_01476
OG0000891	Prbi.g_01843	Syan.g_01477
OG0000892	Prbi.g_01845	Syan.g_01480
OG0000893	Prbi.g_01848	Syan.g_02103
OG0000894	Prbi.g_01850	Syan.g_02108
OG0000895	Prbi.g_01853	Syan.g_02112
OG0000896	Prbi.g_01854	Syan.g_02113
OG0000897	Prbi.g_01856	Syan.g_02115
OG0000898	Prbi.g_01857	Syan.g_02116
OG0000899	Prbi.g_01858	Syan.g_02117
OG0000900	Prbi.g_01859	Syan.g_02118
OG0000901	Prbi.g_01863	Syan.g_02123
OG0000902	Prbi.g_01865	Syan.g_02125
OG0000903	Prbi.g_01868	Syan.g_02252
OG0000904	Prbi.g_01870	Syan.g_02258
OG0000905	Prbi.g_01875	Syan.g_02129
OG0000906	Prbi.g_01876	Syan.g_02127
OG0000907	Prbi.g_01896	Syan.g_02245
OG0000908	Prbi.g_01899	Syan.g_02242
OG0000909	Prbi.g_01900	Syan.g_02241
OG0000910	Prbi.g_01901	Syan.g_02240
OG0000911	Prbi.g_01903	Syan.g_02238
OG0000912	Prbi.g_01904	Syan.g_02237
OG0000913	Prbi.g_01905	Syan.g_02236
OG0000914	Prbi.g_01906	Syan.g_02235
OG0000915	Prbi.g_01907	Syan.g_02233
OG0000916	Prbi.g_01908	Syan.g_02232
OG0000917	Prbi.g_01909	Syan.g_02231
OG0000918	Prbi.g_01910	Syan.g_02230
OG0000919	Prbi.g_01911	Syan.g_02229
OG0000920	Prbi.g_01912	Syan.g_02228
OG0000921	Prbi.g_01913	Syan.g_02227
OG0000922	Prbi.g_01914	Syan.g_02226
OG0000923	Prbi.g_01918	Syan.g_02222
OG0000924	Prbi.g_01919	Syan.g_02221
OG0000925	Prbi.g_01920	Syan.g_02220
OG0000926	Prbi.g_01921	Syan.g_02219
OG0000927	Prbi.g_01923	Syan.g_02217
OG0000928	Prbi.g_01924	Syan.g_02216
OG0000929	Prbi.g_01925	Syan.g_02215
OG0000930	Prbi.g_01926	Syan.g_02214
OG0000931	Prbi.g_01927	Syan.g_02213
OG0000932	Prbi.g_01928	Syan.g_02212
OG0000933	Prbi.g_01932	Syan.g_02206
OG0000934	Prbi.g_01934	Syan.g_02204
OG0000935	Prbi.g_01935	Syan.g_02203
OG0000936	Prbi.g_01936	Syan.g_02202
OG0000937	Prbi.g_01937	Syan.g_02201
OG0000938	Prbi.g_01939	Syan.g_02198
OG0000939	Prbi.g_01940	Syan.g_02197
OG0000940	Prbi.g_01947	Syan.g_02188
OG0000941	Prbi.g_01949	Syan.g_02186
OG0000942	Prbi.g_01951	Syan.g_02184
OG0000943	Prbi.g_01952	Syan.g_02183
OG0000944	Prbi.g_01953	Syan.g_02181
OG0000945	Prbi.g_01954	Syan.g_02180
OG0000946	Prbi.g_01958	Syan.g_02167
OG0000947	Prbi.g_01960	Syan.g_02164
OG0000948	Prbi.g_01961	Syan.g_02163
OG0000949	Prbi.g_01964	Syan.g_01951
OG0000950	Prbi.g_01969	Syan.g_01940
OG0000951	Prbi.g_01973	Syan.g_01932
OG0000952	Prbi.g_01977	Syan.g_01927
OG0000953	Prbi.g_01980	Syan.g_01922
OG0000954	Prbi.g_01984	Syan.g_01916
OG0000955	Prbi.g_01985	Syan.g_01915
OG0000956	Prbi.g_01987	Syan.g_01913
OG0000957	Prbi.g_01992	Syan.g_01898
OG0000958	Prbi.g_01993	Syan.g_01897
OG0000959	Prbi.g_01997	Syan.g_01893
OG0000960	Prbi.g_01998	Syan.g_01892
OG0000961	Prbi.g_02000	Syan.g_03024
OG0000962	Prbi.g_02002	Syan.g_01887
OG0000963	Prbi.g_02006	Syan.g_01881
OG0000964	Prbi.g_02007	Syan.g_01880
OG0000965	Prbi.g_02008	Syan.g_01879
OG0000966	Prbi.g_02027	Syan.g_01812
OG0000967	Prbi.g_02032	Syan.g_01804
OG0000968	Prbi.g_02034	Syan.g_01706
OG0000969	Prbi.g_02035	Syan.g_01708
OG0000970	Prbi.g_02036	Syan.g_01709
OG0000971	Prbi.g_02037	Syan.g_01711
OG0000972	Prbi.g_02038	Syan.g_01712
OG0000973	Prbi.g_02039	Syan.g_01713
OG0000974	Prbi.g_02040	Syan.g_01714
OG0000975	Prbi.g_02041	Syan.g_01715
OG0000976	Prbi.g_02042	Syan.g_01716
OG0000977	Prbi.g_02043	Syan.g_01718
OG0000978	Prbi.g_02044	Syan.g_01719
OG0000979	Prbi.g_02047	Syan.g_01722
OG0000980	Prbi.g_02049	Syan.g_01725
OG0000981	Prbi.g_02051	Syan.g_01728
OG0000982	Prbi.g_02053	Syan.g_01566
OG0000983	Prbi.g_02054	Syan.g_01567
OG0000984	Prbi.g_02055	Syan.g_01568
OG0000985	Prbi.g_02058	Syan.g_01572
OG0000986	Prbi.g_02060	Syan.g_01574
OG0000987	Prbi.g_02061	Syan.g_01576
OG0000988	Prbi.g_02064	Syan.g_01581
OG0000989	Prbi.g_02068	Syan.g_01587
OG0000990	Prbi.g_02071	Syan.g_01615
OG0000991	Prbi.g_02072	Syan.g_01618
OG0000992	Prbi.g_02074	Syan.g_01622
OG0000993	Prbi.g_02075	Syan.g_01623
OG0000994	Prbi.g_02076	Syan.g_01625
OG0000995	Prbi.g_02080	Syan.g_01629
OG0000996	Prbi.g_02081	Syan.g_01653
OG0000997	Prbi.g_02082	Syan.g_01677
OG0000998	Prbi.g_02084	Syan.g_01679
OG0000999	Prbi.g_02085	Syan.g_01680
OG0001000	Prbi.g_02088	Syan.g_01684
OG0001001	Prbi.g_02090	Syan.g_01690
OG0001002	Prbi.g_02094	Syan.g_01697
OG0001003	Prbi.g_02095	Syan.g_01699
OG0001004	Prbi.g_02096	Syan.g_01700
OG0001005	Prbi.g_02097	Syan.g_01701
OG0001006	Prbi.g_02101	Syan.g_01794
OG0001007	Prbi.g_02103	Syan.g_01796
OG0001008	Prbi.g_00438	Syan.g_02397
OG0001009	Prbi.g_00027	Syan.g_01748
OG0001010	Prbi.g_00028	Syan.g_01747
OG0001011	Prbi.g_00029	Syan.g_01745
OG0001012	Prbi.g_00052	Syan.g_00281
OG0001013	Prbi.g_00059	Syan.g_01542
OG0001014	Prbi.g_00062	Syan.g_01535
OG0001015	Prbi.g_00063	Syan.g_01534
OG0001016	Prbi.g_00080	Syan.g_02912
OG0001017	Prbi.g_00084	Syan.g_02918
OG0001018	Prbi.g_00087	Syan.g_02920
OG0001019	Prbi.g_00096	Syan.g_02947
OG0001020	Prbi.g_00097	Syan.g_02951
OG0001021	Prbi.g_00098	Syan.g_02958
OG0001022	Prbi.g_00101	Syan.g_02964
OG0001023	Prbi.g_00102	Syan.g_02965
OG0001024	Prbi.g_00105	Syan.g_00968
OG0001025	Prbi.g_00111	Syan.g_02971
OG0001026	Prbi.g_00118	Syan.g_02984
OG0001027	Prbi.g_00119	Syan.g_02308
OG0001028	Prbi.g_00121	Syan.g_02305
OG0001029	Prbi.g_00123	Syan.g_02303
OG0001030	Prbi.g_00138	Syan.g_02281
OG0001031	Prbi.g_00210	Syan.g_03060
OG0001032	Prbi.g_00211	Syan.g_03063
OG0001033	Prbi.g_00232	Syan.g_00970
OG0001034	Prbi.g_00260	Syan.g_02425
OG0001035	Prbi.g_00278	Syan.g_02062
OG0001036	Prbi.g_00283	Syan.g_02056
OG0001037	Prbi.g_00284	Syan.g_02054
OG0001038	Prbi.g_00302	Syan.g_02025
OG0001039	Prbi.g_00305	Syan.g_02022
OG0001040	Prbi.g_00307	Syan.g_02019
OG0001041	Prbi.g_00311	Syan.g_02015
OG0001042	Prbi.g_00328	Syan.g_01992
OG0001043	Prbi.g_00329	Syan.g_01988
OG0001044	Prbi.g_00357	Syan.g_02145
OG0001045	Prbi.g_00366	Syan.g_02132
OG0001046	Prbi.g_00403	Syan.g_00591
OG0001047	Prbi.g_00440	Syan.g_02399
OG0001048	Prbi.g_00441	Syan.g_02400
OG0001049	Prbi.g_00443	Syan.g_01340
OG0001050	Prbi.g_00444	Syan.g_01339
OG0001051	Prbi.g_00445	Syan.g_01338
OG0001052	Prbi.g_00474	Syan.g_02850
OG0001053	Prbi.g_00486	Syan.g_02761
OG0001054	Prbi.g_00501	Syan.g_02742
OG0001055	Prbi.g_00520	Syan.g_02721
OG0001056	Prbi.g_00539	Syan.g_01161
OG0001057	Prbi.g_00544	Syan.g_00832
OG0001058	Prbi.g_00552	Syan.g_00851
OG0001059	Prbi.g_00556	Syan.g_00855
OG0001060	Prbi.g_00563	Syan.g_00861
OG0001061	Prbi.g_00576	Syan.g_00880
OG0001063	Prbi.g_00580	Syan.g_00945
OG0001064	Prbi.g_00581	Syan.g_00946
OG0001065	Prbi.g_00582	Syan.g_00947
OG0001066	Prbi.g_00583	Syan.g_00948
OG0001067	Prbi.g_00584	Syan.g_00949
OG0001068	Prbi.g_00585	Syan.g_00950
OG0001069	Prbi.g_00586	Syan.g_00951
OG0001070	Prbi.g_00589	Syan.g_00955
OG0001071	Prbi.g_00590	Syan.g_00956
OG0001072	Prbi.g_00592	Syan.g_00960
OG0001073	Prbi.g_00606	Syan.g_01012
OG0001074	Prbi.g_00617	Syan.g_00202
OG0001075	Prbi.g_00618	Syan.g_00200
OG0001076	Prbi.g_00626	Syan.g_00012
OG0001077	Prbi.g_00630	Syan.g_01140
OG0001078	Prbi.g_00639	Syan.g_00815
OG0001079	Prbi.g_00650	Syan.g_00799
OG0001080	Prbi.g_00656	Syan.g_00781
OG0001081	Prbi.g_00658	Syan.g_00779
OG0001082	Prbi.g_00659	Syan.g_00778
OG0001083	Prbi.g_00664	Syan.g_00771
OG0001084	Prbi.g_00665	Syan.g_00770
OG0001086	Prbi.g_00674	Syan.g_00757
OG0001087	Prbi.g_00691	Syan.g_01159
OG0001088	Prbi.g_00692	Syan.g_02688
OG0001089	Prbi.g_00700	Syan.g_00185
OG0001090	Prbi.g_00746	Syan.g_00317
OG0001091	Prbi.g_00748	Syan.g_00320
OG0001092	Prbi.g_00749	Syan.g_00322
OG0001093	Prbi.g_00754	Syan.g_00328
OG0001094	Prbi.g_00841	Syan.g_00696
OG0001095	Prbi.g_00860	Syan.g_00675
OG0001096	Prbi.g_00873	Syan.g_00659
OG0001097	Prbi.g_00892	Syan.g_00386
OG0001099	Prbi.g_00939	Syan.g_02304
OG0001100	Prbi.g_00943	Syan.g_00749
OG0001101	Prbi.g_00945	Syan.g_00747
OG0001102	Prbi.g_00948	Syan.g_00744
OG0001103	Prbi.g_00950	Syan.g_00742
OG0001104	Prbi.g_00972	Syan.g_00714
OG0001106	Prbi.g_01000	Syan.g_00551
OG0001107	Prbi.g_01007	Syan.g_00563
OG0001108	Prbi.g_01011	Syan.g_00571
OG0001109	Prbi.g_01012	Syan.g_00573
OG0001110	Prbi.g_01014	Syan.g_00575
OG0001111	Prbi.g_01015	Syan.g_00577
OG0001112	Prbi.g_01016	Syan.g_00579
OG0001113	Prbi.g_01017	Syan.g_00580
OG0001114	Prbi.g_01018	Syan.g_00581
OG0001115	Prbi.g_01020	Syan.g_00586
OG0001116	Prbi.g_01021	Syan.g_00588
OG0001117	Prbi.g_01022	Syan.g_00589
OG0001118	Prbi.g_01023	Syan.g_00590
OG0001119	Prbi.g_01024	Syan.g_00592
OG0001120	Prbi.g_01026	Syan.g_00597
OG0001122	Prbi.g_01058	Syan.g_00366
OG0001123	Prbi.g_01062	Syan.g_00359
OG0001124	Prbi.g_01064	Syan.g_00357
OG0001125	Prbi.g_01065	Syan.g_00355
OG0001126	Prbi.g_01075	Syan.g_00307
OG0001127	Prbi.g_01076	Syan.g_00306
OG0001128	Prbi.g_01078	Syan.g_00303
OG0001129	Prbi.g_01079	Syan.g_00301
OG0001130	Prbi.g_01080	Syan.g_00300
OG0001131	Prbi.g_01117	Syan.g_00079
OG0001132	Prbi.g_01127	Syan.g_00100
OG0001133	Prbi.g_01161	Syan.g_00006
OG0001134	Prbi.g_01174	Syan.g_01146
OG0001135	Prbi.g_01177	Syan.g_01150
OG0001136	Prbi.g_01204	Syan.g_02699
OG0001137	Prbi.g_01215	Syan.g_02670
