Orthogroup	Prbi	Syaj
OG0000536	Prbi.g_00494	Syaj.g_00084
OG0000537	Prbi.g_00495	Syaj.g_00085
OG0000538	Prbi.g_00503	Syaj.g_00096
OG0000539	Prbi.g_00504	Syaj.g_00097
OG0000540	Prbi.g_00505	Syaj.g_00098
OG0000541	Prbi.g_00506	Syaj.g_00099
OG0000542	Prbi.g_00508	Syaj.g_00102
OG0000543	Prbi.g_00510	Syaj.g_00104
OG0000544	Prbi.g_00511	Syaj.g_00105
OG0000545	Prbi.g_00513	Syaj.g_00107
OG0000546	Prbi.g_00516	Syaj.g_00109
OG0000547	Prbi.g_00518	Syaj.g_00111
OG0000548	Prbi.g_00519	Syaj.g_00112
OG0000549	Prbi.g_00521	Syaj.g_00118
OG0000550	Prbi.g_00526	Syaj.g_00123
OG0000551	Prbi.g_00530	Syaj.g_00128
OG0000552	Prbi.g_00531	Syaj.g_00129
OG0000553	Prbi.g_00532	Syaj.g_00133
OG0000554	Prbi.g_00537	Syaj.g_00145
OG0000555	Prbi.g_00545	Syaj.g_00163
OG0000556	Prbi.g_00547	Syaj.g_00167
OG0000557	Prbi.g_00548	Syaj.g_00178
OG0000558	Prbi.g_00550	Syaj.g_00181
OG0000559	Prbi.g_00554	Syaj.g_00185
OG0000560	Prbi.g_00557	Syaj.g_00188
OG0000561	Prbi.g_00558	Syaj.g_00189
OG0000562	Prbi.g_00559	Syaj.g_00190
OG0000563	Prbi.g_00560	Syaj.g_00191
OG0000564	Prbi.g_00561	Syaj.g_00192
OG0000565	Prbi.g_00564	Syaj.g_00195
OG0000566	Prbi.g_00566	Syaj.g_00199
OG0000567	Prbi.g_00570	Syaj.g_00203
OG0000568	Prbi.g_00571	Syaj.g_00207
OG0000569	Prbi.g_00572	Syaj.g_00208
OG0000570	Prbi.g_00573	Syaj.g_00209
OG0000571	Prbi.g_00575	Syaj.g_00213
OG0000572	Prbi.g_00588	Syaj.g_00230
OG0000573	Prbi.g_00594	Syaj.g_00238
OG0000574	Prbi.g_00595	Syaj.g_00242
OG0000575	Prbi.g_00599	Syaj.g_00247
OG0000576	Prbi.g_00601	Syaj.g_00249
OG0000577	Prbi.g_00602	Syaj.g_00250
OG0000578	Prbi.g_00603	Syaj.g_00251
OG0000579	Prbi.g_00604	Syaj.g_00252
OG0000580	Prbi.g_00605	Syaj.g_00253
OG0000581	Prbi.g_00607	Syaj.g_00261
OG0000582	Prbi.g_00610	Syaj.g_01338
OG0000583	Prbi.g_00611	Syaj.g_01337
OG0000584	Prbi.g_00612	Syaj.g_01336
OG0000585	Prbi.g_00614	Syaj.g_01334
OG0000586	Prbi.g_00615	Syaj.g_01333
OG0000587	Prbi.g_00616	Syaj.g_01331
OG0000588	Prbi.g_00620	Syaj.g_01313
OG0000589	Prbi.g_00623	Syaj.g_01308
OG0000590	Prbi.g_00624	Syaj.g_01307
OG0000591	Prbi.g_00627	Syaj.g_01299
OG0000592	Prbi.g_00628	Syaj.g_01298
OG0000593	Prbi.g_00635	Syaj.g_01287
OG0000594	Prbi.g_00636	Syaj.g_01286
OG0000595	Prbi.g_00637	Syaj.g_01285
OG0000596	Prbi.g_00641	Syaj.g_01280
OG0000597	Prbi.g_00643	Syaj.g_01277
OG0000598	Prbi.g_00644	Syaj.g_01276
OG0000599	Prbi.g_00647	Syaj.g_01273
OG0000600	Prbi.g_00648	Syaj.g_01272
OG0000601	Prbi.g_00649	Syaj.g_01271
OG0000602	Prbi.g_00651	Syaj.g_01266
OG0000603	Prbi.g_00652	Syaj.g_01265
OG0000604	Prbi.g_00653	Syaj.g_01262
OG0000605	Prbi.g_00654	Syaj.g_01153
OG0000606	Prbi.g_00657	Syaj.g_00698
OG0000607	Prbi.g_00660	Syaj.g_00702
OG0000608	Prbi.g_00661	Syaj.g_00703
OG0000609	Prbi.g_00662	Syaj.g_00705
OG0000610	Prbi.g_00667	Syaj.g_00714
OG0000611	Prbi.g_00670	Syaj.g_00717
OG0000612	Prbi.g_00671	Syaj.g_00718
OG0000613	Prbi.g_00676	Syaj.g_02500
OG0000614	Prbi.g_00695	Syaj.g_00480
OG0000615	Prbi.g_00704	Syaj.g_01065
OG0000616	Prbi.g_00708	Syaj.g_02245
OG0000617	Prbi.g_00751	Syaj.g_00952
OG0000618	Prbi.g_00752	Syaj.g_00951
OG0000619	Prbi.g_00753	Syaj.g_00950
OG0000620	Prbi.g_00756	Syaj.g_00945
OG0000621	Prbi.g_00757	Syaj.g_00944
OG0000622	Prbi.g_00758	Syaj.g_00943
OG0000623	Prbi.g_00759	Syaj.g_00942
OG0000624	Prbi.g_00760	Syaj.g_00940
OG0000625	Prbi.g_00761	Syaj.g_00939
OG0000626	Prbi.g_00762	Syaj.g_00938
OG0000627	Prbi.g_00763	Syaj.g_00765
OG0000628	Prbi.g_00764	Syaj.g_00766
OG0000629	Prbi.g_00765	Syaj.g_00769
OG0000630	Prbi.g_00768	Syaj.g_00773
OG0000631	Prbi.g_00838	Syaj.g_00786
OG0000632	Prbi.g_00839	Syaj.g_00787
OG0000633	Prbi.g_00840	Syaj.g_00789
OG0000634	Prbi.g_00843	Syaj.g_01030
OG0000635	Prbi.g_00844	Syaj.g_01029
OG0000636	Prbi.g_00846	Syaj.g_01024
OG0000637	Prbi.g_00848	Syaj.g_01022
OG0000638	Prbi.g_00849	Syaj.g_01021
OG0000639	Prbi.g_00850	Syaj.g_01020
OG0000640	Prbi.g_00851	Syaj.g_01019
OG0000641	Prbi.g_00855	Syaj.g_01015
OG0000642	Prbi.g_00856	Syaj.g_01014
OG0000643	Prbi.g_00857	Syaj.g_01012
OG0000644	Prbi.g_00858	Syaj.g_01011
OG0000645	Prbi.g_00859	Syaj.g_01009
OG0000646	Prbi.g_00861	Syaj.g_01006
OG0000647	Prbi.g_00862	Syaj.g_01004
OG0000648	Prbi.g_00864	Syaj.g_01001
OG0000649	Prbi.g_00865	Syaj.g_01000
OG0000650	Prbi.g_00866	Syaj.g_00999
OG0000651	Prbi.g_00867	Syaj.g_00998
OG0000652	Prbi.g_00868	Syaj.g_00997
OG0000653	Prbi.g_00870	Syaj.g_00991
OG0000654	Prbi.g_00871	Syaj.g_00990
OG0000655	Prbi.g_00872	Syaj.g_00989
OG0000656	Prbi.g_00875	Syaj.g_00986
OG0000657	Prbi.g_00883	Syaj.g_00382
OG0000658	Prbi.g_00884	Syaj.g_00379
OG0000659	Prbi.g_00885	Syaj.g_00378
OG0000660	Prbi.g_00889	Syaj.g_00374
OG0000661	Prbi.g_00891	Syaj.g_00372
OG0000662	Prbi.g_00893	Syaj.g_00370
OG0000663	Prbi.g_00895	Syaj.g_00367
OG0000664	Prbi.g_00896	Syaj.g_00358
OG0000665	Prbi.g_00900	Syaj.g_01243
OG0000666	Prbi.g_00901	Syaj.g_01154
OG0000667	Prbi.g_00905	Syaj.g_02661
OG0000668	Prbi.g_00934	Syaj.g_00816
OG0000669	Prbi.g_00942	Syaj.g_00730
OG0000670	Prbi.g_00944	Syaj.g_00733
OG0000671	Prbi.g_00946	Syaj.g_00735
OG0000672	Prbi.g_00949	Syaj.g_00739
OG0000673	Prbi.g_00952	Syaj.g_00742
OG0000674	Prbi.g_00954	Syaj.g_00744
OG0000675	Prbi.g_00955	Syaj.g_00757
OG0000676	Prbi.g_00957	Syaj.g_00759
OG0000677	Prbi.g_00958	Syaj.g_00760
OG0000678	Prbi.g_00960	Syaj.g_01075
OG0000679	Prbi.g_00964	Syaj.g_01061
OG0000680	Prbi.g_00965	Syaj.g_01060
OG0000681	Prbi.g_00968	Syaj.g_01057
OG0000682	Prbi.g_00969	Syaj.g_01056
OG0000683	Prbi.g_00970	Syaj.g_01055
OG0000684	Prbi.g_00971	Syaj.g_01051
OG0000685	Prbi.g_00973	Syaj.g_01049
OG0000686	Prbi.g_00974	Syaj.g_01048
OG0000687	Prbi.g_00975	Syaj.g_01047
OG0000688	Prbi.g_00978	Syaj.g_01041
OG0000689	Prbi.g_00979	Syaj.g_01039
OG0000690	Prbi.g_00980	Syaj.g_01038
OG0000691	Prbi.g_00981	Syaj.g_01037
OG0000692	Prbi.g_00983	Syaj.g_01036
OG0000693	Prbi.g_00984	Syaj.g_01034
OG0000694	Prbi.g_00985	Syaj.g_01033
OG0000695	Prbi.g_00987	Syaj.g_00791
OG0000696	Prbi.g_00988	Syaj.g_00792
OG0000697	Prbi.g_00989	Syaj.g_00932
OG0000698	Prbi.g_00992	Syaj.g_00929
OG0000699	Prbi.g_00993	Syaj.g_00928
OG0000700	Prbi.g_00994	Syaj.g_00927
OG0000701	Prbi.g_00995	Syaj.g_00926
OG0000702	Prbi.g_00997	Syaj.g_00916
OG0000703	Prbi.g_00998	Syaj.g_00915
OG0000704	Prbi.g_00999	Syaj.g_00913
OG0000705	Prbi.g_01003	Syaj.g_00906
OG0000706	Prbi.g_01004	Syaj.g_00905
OG0000707	Prbi.g_01005	Syaj.g_00904
OG0000708	Prbi.g_01006	Syaj.g_00901
OG0000709	Prbi.g_01010	Syaj.g_00872
OG0000710	Prbi.g_01013	Syaj.g_00867
OG0000711	Prbi.g_01030	Syaj.g_00839
OG0000712	Prbi.g_01032	Syaj.g_00837
OG0000713	Prbi.g_01033	Syaj.g_00836
OG0000714	Prbi.g_01034	Syaj.g_00834
OG0000715	Prbi.g_01036	Syaj.g_00832
OG0000716	Prbi.g_01038	Syaj.g_00825
OG0000717	Prbi.g_01039	Syaj.g_00824
OG0000718	Prbi.g_01055	Syaj.g_00820
OG0000719	Prbi.g_01057	Syaj.g_00818
OG0000720	Prbi.g_01066	Syaj.g_00805
OG0000721	Prbi.g_01068	Syaj.g_00803
OG0000722	Prbi.g_01069	Syaj.g_00802
OG0000723	Prbi.g_01072	Syaj.g_00934
OG0000724	Prbi.g_01081	Syaj.g_00421
OG0000725	Prbi.g_01087	Syaj.g_00430
OG0000726	Prbi.g_01088	Syaj.g_00431
OG0000727	Prbi.g_01089	Syaj.g_00432
OG0000728	Prbi.g_01091	Syaj.g_00434
OG0000729	Prbi.g_01138	Syaj.g_02397
OG0000730	Prbi.g_01142	Syaj.g_02802
OG0000731	Prbi.g_01146	Syaj.g_02814
OG0000732	Prbi.g_01155	Syaj.g_02315
OG0000733	Prbi.g_01175	Syaj.g_02151
OG0000734	Prbi.g_01192	Syaj.g_01895
OG0000735	Prbi.g_01194	Syaj.g_00286
OG0000736	Prbi.g_01195	Syaj.g_00287
OG0000737	Prbi.g_01196	Syaj.g_00288
OG0000738	Prbi.g_01200	Syaj.g_00293
OG0000739	Prbi.g_01201	Syaj.g_00295
OG0000740	Prbi.g_01202	Syaj.g_00296
OG0000741	Prbi.g_01203	Syaj.g_00299
OG0000742	Prbi.g_01206	Syaj.g_00301
OG0000743	Prbi.g_01208	Syaj.g_00303
OG0000744	Prbi.g_01209	Syaj.g_00304
OG0000745	Prbi.g_01210	Syaj.g_00306
OG0000746	Prbi.g_01212	Syaj.g_00308
OG0000747	Prbi.g_01213	Syaj.g_00309
OG0000748	Prbi.g_01216	Syaj.g_00319
OG0000749	Prbi.g_01217	Syaj.g_00322
OG0000750	Prbi.g_01218	Syaj.g_00323
OG0000751	Prbi.g_01220	Syaj.g_00331
OG0000752	Prbi.g_01222	Syaj.g_00333
OG0000753	Prbi.g_01225	Syaj.g_00336
OG0000754	Prbi.g_01228	Syaj.g_00643
OG0000755	Prbi.g_01231	Syaj.g_00631
OG0000756	Prbi.g_01232	Syaj.g_00625
OG0000757	Prbi.g_01238	Syaj.g_00614
OG0000758	Prbi.g_01239	Syaj.g_00613
OG0000759	Prbi.g_01240	Syaj.g_00612
OG0000760	Prbi.g_01241	Syaj.g_00611
OG0000761	Prbi.g_01242	Syaj.g_00609
OG0000762	Prbi.g_01243	Syaj.g_00603
OG0000763	Prbi.g_01245	Syaj.g_00597
OG0000764	Prbi.g_01246	Syaj.g_00596
OG0000765	Prbi.g_01255	Syaj.g_00577
OG0000766	Prbi.g_01256	Syaj.g_00576
OG0000767	Prbi.g_01258	Syaj.g_00574
OG0000768	Prbi.g_01259	Syaj.g_00573
OG0000769	Prbi.g_01261	Syaj.g_00571
OG0000770	Prbi.g_01263	Syaj.g_00567
OG0000771	Prbi.g_01277	Syaj.g_00415
OG0000772	Prbi.g_01363	Syaj.g_01208
OG0000773	Prbi.g_01382	Syaj.g_00280
OG0000774	Prbi.g_01384	Syaj.g_01502
OG0000775	Prbi.g_01386	Syaj.g_01504
OG0000776	Prbi.g_01387	Syaj.g_01505
OG0000777	Prbi.g_01388	Syaj.g_01506
OG0000778	Prbi.g_01389	Syaj.g_01507
OG0000779	Prbi.g_01393	Syaj.g_01513
OG0000780	Prbi.g_01394	Syaj.g_01517
OG0000781	Prbi.g_01397	Syaj.g_01521
OG0000782	Prbi.g_01398	Syaj.g_01522
OG0000783	Prbi.g_01399	Syaj.g_01524
OG0000784	Prbi.g_01400	Syaj.g_01525
OG0000785	Prbi.g_01402	Syaj.g_01526
OG0000786	Prbi.g_01404	Syaj.g_00265
OG0000787	Prbi.g_01405	Syaj.g_00264
OG0000788	Prbi.g_01426	Syaj.g_01270
OG0000789	Prbi.g_01429	Syaj.g_01121
OG0000790	Prbi.g_01444	Syaj.g_00054
OG0000791	Prbi.g_01446	Syaj.g_00053
OG0000792	Prbi.g_01447	Syaj.g_00052
OG0000793	Prbi.g_01450	Syaj.g_00047
OG0000794	Prbi.g_01451	Syaj.g_00046
OG0000795	Prbi.g_01452	Syaj.g_00045
OG0000796	Prbi.g_01456	Syaj.g_00039
OG0000797	Prbi.g_01457	Syaj.g_00038
OG0000799	Prbi.g_01571	Syaj.g_01352
OG0000800	Prbi.g_01572	Syaj.g_01354
OG0000801	Prbi.g_01573	Syaj.g_01355
OG0000802	Prbi.g_01575	Syaj.g_01359
OG0000803	Prbi.g_01577	Syaj.g_01363
OG0000804	Prbi.g_01578	Syaj.g_01366
OG0000805	Prbi.g_01580	Syaj.g_01369
OG0000806	Prbi.g_01582	Syaj.g_01370
OG0000807	Prbi.g_01583	Syaj.g_01372
OG0000808	Prbi.g_01584	Syaj.g_01373
OG0000809	Prbi.g_01587	Syaj.g_01376
OG0000810	Prbi.g_01588	Syaj.g_01377
OG0000811	Prbi.g_01594	Syaj.g_01385
OG0000812	Prbi.g_01596	Syaj.g_01387
OG0000813	Prbi.g_01597	Syaj.g_01388
OG0000814	Prbi.g_01599	Syaj.g_01390
OG0000815	Prbi.g_01600	Syaj.g_01391
OG0000816	Prbi.g_01602	Syaj.g_01392
OG0000817	Prbi.g_01603	Syaj.g_01393
OG0000818	Prbi.g_01608	Syaj.g_01399
OG0000819	Prbi.g_01609	Syaj.g_01400
OG0000820	Prbi.g_01610	Syaj.g_01401
OG0000821	Prbi.g_01613	Syaj.g_01412
OG0000822	Prbi.g_01614	Syaj.g_01414
OG0000823	Prbi.g_01615	Syaj.g_01415
OG0000824	Prbi.g_01618	Syaj.g_01421
OG0000825	Prbi.g_01619	Syaj.g_01422
OG0000826	Prbi.g_01620	Syaj.g_01423
OG0000827	Prbi.g_01621	Syaj.g_01424
OG0000828	Prbi.g_01624	Syaj.g_01427
OG0000829	Prbi.g_01625	Syaj.g_01428
OG0000830	Prbi.g_01626	Syaj.g_01429
OG0000831	Prbi.g_01628	Syaj.g_01431
OG0000832	Prbi.g_01634	Syaj.g_01635
OG0000833	Prbi.g_01642	Syaj.g_01647
OG0000834	Prbi.g_01643	Syaj.g_01649
OG0000835	Prbi.g_01644	Syaj.g_01650
OG0000836	Prbi.g_01645	Syaj.g_01654
OG0000837	Prbi.g_01646	Syaj.g_01661
OG0000838	Prbi.g_01648	Syaj.g_01665
OG0000839	Prbi.g_01649	Syaj.g_01666
OG0000840	Prbi.g_01650	Syaj.g_01667
OG0000841	Prbi.g_01651	Syaj.g_01668
OG0000842	Prbi.g_01652	Syaj.g_01669
OG0000843	Prbi.g_01653	Syaj.g_01670
OG0000844	Prbi.g_01654	Syaj.g_01680
OG0000845	Prbi.g_01655	Syaj.g_01681
OG0000846	Prbi.g_01656	Syaj.g_01682
OG0000847	Prbi.g_01657	Syaj.g_01683
OG0000848	Prbi.g_01658	Syaj.g_01685
OG0000849	Prbi.g_01659	Syaj.g_01686
OG0000850	Prbi.g_01661	Syaj.g_01689
OG0000851	Prbi.g_01662	Syaj.g_01694
OG0000852	Prbi.g_01663	Syaj.g_01695
OG0000853	Prbi.g_01667	Syaj.g_01699
OG0000854	Prbi.g_01669	Syaj.g_01701
OG0000855	Prbi.g_01670	Syaj.g_01702
OG0000856	Prbi.g_01685	Syaj.g_01296
OG0000857	Prbi.g_01711	Syaj.g_01005
OG0000858	Prbi.g_01781	Syaj.g_01708
OG0000859	Prbi.g_01782	Syaj.g_01709
OG0000860	Prbi.g_01789	Syaj.g_01723
OG0000861	Prbi.g_01790	Syaj.g_01724
OG0000862	Prbi.g_01791	Syaj.g_01725
OG0000863	Prbi.g_01793	Syaj.g_01728
OG0000864	Prbi.g_01794	Syaj.g_01729
OG0000865	Prbi.g_01795	Syaj.g_01730
OG0000866	Prbi.g_01796	Syaj.g_01731
OG0000867	Prbi.g_01797	Syaj.g_01732
OG0000868	Prbi.g_01798	Syaj.g_01734
OG0000869	Prbi.g_01802	Syaj.g_01742
OG0000870	Prbi.g_01807	Syaj.g_01747
OG0000871	Prbi.g_01808	Syaj.g_01748
OG0000872	Prbi.g_01809	Syaj.g_01756
OG0000873	Prbi.g_01812	Syaj.g_01759
OG0000874	Prbi.g_01815	Syaj.g_01754
OG0000875	Prbi.g_01816	Syaj.g_01762
OG0000876	Prbi.g_01817	Syaj.g_02084
OG0000877	Prbi.g_01819	Syaj.g_01586
OG0000878	Prbi.g_01820	Syaj.g_01587
OG0000879	Prbi.g_01821	Syaj.g_01588
OG0000880	Prbi.g_01822	Syaj.g_01589
OG0000881	Prbi.g_01826	Syaj.g_01595
OG0000882	Prbi.g_01831	Syaj.g_01599
OG0000883	Prbi.g_01832	Syaj.g_01601
OG0000884	Prbi.g_01834	Syaj.g_01603
OG0000885	Prbi.g_01835	Syaj.g_01604
OG0000886	Prbi.g_01836	Syaj.g_01605
OG0000887	Prbi.g_01837	Syaj.g_01606
OG0000888	Prbi.g_01839	Syaj.g_01608
OG0000889	Prbi.g_01841	Syaj.g_01610
OG0000890	Prbi.g_01842	Syaj.g_01615
OG0000891	Prbi.g_01843	Syaj.g_01616
OG0000892	Prbi.g_01845	Syaj.g_01620
OG0000893	Prbi.g_01848	Syaj.g_02636
OG0000894	Prbi.g_01850	Syaj.g_02639
OG0000895	Prbi.g_01853	Syaj.g_02643
OG0000896	Prbi.g_01854	Syaj.g_02644
OG0000897	Prbi.g_01856	Syaj.g_02646
OG0000898	Prbi.g_01857	Syaj.g_02647
OG0000899	Prbi.g_01858	Syaj.g_02648
OG0000900	Prbi.g_01859	Syaj.g_02649
OG0000901	Prbi.g_01863	Syaj.g_02654
OG0000902	Prbi.g_01865	Syaj.g_02656
OG0000903	Prbi.g_01868	Syaj.g_02689
OG0000904	Prbi.g_01870	Syaj.g_02684
OG0000905	Prbi.g_01875	Syaj.g_02678
OG0000906	Prbi.g_01876	Syaj.g_02676
OG0000907	Prbi.g_01896	Syaj.g_02692
OG0000908	Prbi.g_01899	Syaj.g_02695
OG0000909	Prbi.g_01900	Syaj.g_02696
OG0000910	Prbi.g_01901	Syaj.g_02697
OG0000911	Prbi.g_01903	Syaj.g_02699
OG0000912	Prbi.g_01904	Syaj.g_02700
OG0000913	Prbi.g_01905	Syaj.g_02701
OG0000914	Prbi.g_01906	Syaj.g_02702
OG0000915	Prbi.g_01907	Syaj.g_02704
OG0000916	Prbi.g_01908	Syaj.g_02705
OG0000917	Prbi.g_01909	Syaj.g_02706
OG0000918	Prbi.g_01910	Syaj.g_02707
OG0000919	Prbi.g_01911	Syaj.g_02708
OG0000920	Prbi.g_01912	Syaj.g_02709
OG0000921	Prbi.g_01913	Syaj.g_02710
OG0000922	Prbi.g_01914	Syaj.g_02711
OG0000923	Prbi.g_01918	Syaj.g_02715
OG0000924	Prbi.g_01919	Syaj.g_02716
OG0000925	Prbi.g_01920	Syaj.g_02717
OG0000926	Prbi.g_01921	Syaj.g_02718
OG0000927	Prbi.g_01923	Syaj.g_02720
OG0000928	Prbi.g_01924	Syaj.g_02721
OG0000929	Prbi.g_01925	Syaj.g_02722
OG0000930	Prbi.g_01926	Syaj.g_02723
OG0000931	Prbi.g_01927	Syaj.g_02724
OG0000932	Prbi.g_01928	Syaj.g_02725
OG0000933	Prbi.g_01932	Syaj.g_02731
OG0000934	Prbi.g_01934	Syaj.g_02733
OG0000935	Prbi.g_01935	Syaj.g_02734
OG0000936	Prbi.g_01936	Syaj.g_02735
OG0000937	Prbi.g_01937	Syaj.g_02736
OG0000938	Prbi.g_01939	Syaj.g_02739
OG0000939	Prbi.g_01940	Syaj.g_02740
OG0000940	Prbi.g_01947	Syaj.g_02747
OG0000941	Prbi.g_01949	Syaj.g_02749
OG0000942	Prbi.g_01951	Syaj.g_02751
OG0000943	Prbi.g_01952	Syaj.g_02752
OG0000944	Prbi.g_01953	Syaj.g_02754
OG0000945	Prbi.g_01954	Syaj.g_02756
OG0000946	Prbi.g_01958	Syaj.g_02761
OG0000947	Prbi.g_01960	Syaj.g_02764
OG0000948	Prbi.g_01961	Syaj.g_02765
OG0000949	Prbi.g_01964	Syaj.g_02474
OG0000950	Prbi.g_01969	Syaj.g_02459
OG0000951	Prbi.g_01973	Syaj.g_02452
OG0000952	Prbi.g_01977	Syaj.g_02446
OG0000953	Prbi.g_01980	Syaj.g_02442
OG0000954	Prbi.g_01984	Syaj.g_02435
OG0000955	Prbi.g_01985	Syaj.g_02434
OG0000956	Prbi.g_01987	Syaj.g_02432
OG0000957	Prbi.g_01992	Syaj.g_02419
OG0000958	Prbi.g_01993	Syaj.g_02418
OG0000959	Prbi.g_01997	Syaj.g_02413
OG0000960	Prbi.g_01998	Syaj.g_02412
OG0000961	Prbi.g_02000	Syaj.g_02402
OG0000962	Prbi.g_02002	Syaj.g_02398
OG0000963	Prbi.g_02006	Syaj.g_02393
OG0000964	Prbi.g_02007	Syaj.g_02392
OG0000965	Prbi.g_02008	Syaj.g_02391
OG0000966	Prbi.g_02027	Syaj.g_02370
OG0000967	Prbi.g_02032	Syaj.g_02334
OG0000968	Prbi.g_02034	Syaj.g_02363
OG0000969	Prbi.g_02035	Syaj.g_02338
OG0000970	Prbi.g_02036	Syaj.g_02337
OG0000971	Prbi.g_02037	Syaj.g_02331
OG0000972	Prbi.g_02038	Syaj.g_02330
OG0000973	Prbi.g_02039	Syaj.g_02329
OG0000974	Prbi.g_02040	Syaj.g_02328
OG0000975	Prbi.g_02041	Syaj.g_02327
OG0000976	Prbi.g_02042	Syaj.g_02326
OG0000977	Prbi.g_02043	Syaj.g_02324
OG0000978	Prbi.g_02044	Syaj.g_02322
OG0000979	Prbi.g_02047	Syaj.g_02319
OG0000980	Prbi.g_02049	Syaj.g_02316
OG0000981	Prbi.g_02051	Syaj.g_02313
OG0000982	Prbi.g_02053	Syaj.g_02112
OG0000983	Prbi.g_02054	Syaj.g_02113
OG0000984	Prbi.g_02055	Syaj.g_02114
OG0000985	Prbi.g_02058	Syaj.g_02116
OG0000986	Prbi.g_02060	Syaj.g_02123
OG0000987	Prbi.g_02061	Syaj.g_02125
OG0000988	Prbi.g_02064	Syaj.g_02131
OG0000989	Prbi.g_02068	Syaj.g_02142
OG0000990	Prbi.g_02071	Syaj.g_02165
OG0000991	Prbi.g_02072	Syaj.g_02168
OG0000992	Prbi.g_02074	Syaj.g_02171
OG0000993	Prbi.g_02075	Syaj.g_02173
OG0000994	Prbi.g_02076	Syaj.g_02177
OG0000995	Prbi.g_02080	Syaj.g_02182
OG0000996	Prbi.g_02081	Syaj.g_02221
OG0000997	Prbi.g_02082	Syaj.g_02228
OG0000998	Prbi.g_02084	Syaj.g_02230
OG0000999	Prbi.g_02085	Syaj.g_02231
OG0001000	Prbi.g_02088	Syaj.g_02236
OG0001001	Prbi.g_02090	Syaj.g_02241
OG0001002	Prbi.g_02094	Syaj.g_02248
OG0001003	Prbi.g_02095	Syaj.g_02250
OG0001004	Prbi.g_02096	Syaj.g_02251
OG0001005	Prbi.g_02097	Syaj.g_02252
OG0001006	Prbi.g_02101	Syaj.g_02260
OG0001007	Prbi.g_02103	Syaj.g_02262
OG0001008	Prbi.g_00438	Syaj.g_01554
OG0001009	Prbi.g_00027	Syaj.g_02294
OG0001010	Prbi.g_00028	Syaj.g_02295
OG0001011	Prbi.g_00029	Syaj.g_02296
OG0001012	Prbi.g_00052	Syaj.g_02108
OG0001014	Prbi.g_00062	Syaj.g_02083
OG0001015	Prbi.g_00063	Syaj.g_02082
OG0001016	Prbi.g_00080	Syaj.g_01824
OG0001017	Prbi.g_00084	Syaj.g_01830
OG0001018	Prbi.g_00087	Syaj.g_01832
OG0001019	Prbi.g_00096	Syaj.g_01849
OG0001020	Prbi.g_00097	Syaj.g_01862
OG0001021	Prbi.g_00098	Syaj.g_01867
OG0001022	Prbi.g_00101	Syaj.g_01872
OG0001023	Prbi.g_00102	Syaj.g_01873
OG0001024	Prbi.g_00105	Syaj.g_01877
OG0001025	Prbi.g_00111	Syaj.g_01884
OG0001026	Prbi.g_00118	Syaj.g_01897
OG0001027	Prbi.g_00119	Syaj.g_01903
OG0001028	Prbi.g_00121	Syaj.g_01905
OG0001029	Prbi.g_00123	Syaj.g_01907
OG0001030	Prbi.g_00138	Syaj.g_01933
OG0001031	Prbi.g_00210	Syaj.g_02012
OG0001032	Prbi.g_00211	Syaj.g_02015
OG0001033	Prbi.g_00232	Syaj.g_02044
OG0001034	Prbi.g_00260	Syaj.g_02875
OG0001035	Prbi.g_00278	Syaj.g_02603
OG0001036	Prbi.g_00283	Syaj.g_02599
OG0001037	Prbi.g_00284	Syaj.g_02597
OG0001038	Prbi.g_00302	Syaj.g_02567
OG0001039	Prbi.g_00305	Syaj.g_02564
OG0001040	Prbi.g_00307	Syaj.g_02561
OG0001041	Prbi.g_00311	Syaj.g_02556
OG0001042	Prbi.g_00328	Syaj.g_02527
OG0001043	Prbi.g_00329	Syaj.g_02523
OG0001044	Prbi.g_00357	Syaj.g_02804
OG0001045	Prbi.g_00366	Syaj.g_02817
OG0001046	Prbi.g_00403	Syaj.g_00851
OG0001047	Prbi.g_00440	Syaj.g_01552
OG0001048	Prbi.g_00441	Syaj.g_01551
OG0001049	Prbi.g_00443	Syaj.g_01548
OG0001050	Prbi.g_00444	Syaj.g_01547
OG0001051	Prbi.g_00445	Syaj.g_01546
OG0001052	Prbi.g_00474	Syaj.g_01448
OG0001053	Prbi.g_00486	Syaj.g_00075
OG0001054	Prbi.g_00501	Syaj.g_00092
OG0001055	Prbi.g_00520	Syaj.g_00113
OG0001056	Prbi.g_00539	Syaj.g_00149
OG0001057	Prbi.g_00544	Syaj.g_00160
OG0001058	Prbi.g_00552	Syaj.g_00183
OG0001059	Prbi.g_00556	Syaj.g_00187
OG0001060	Prbi.g_00563	Syaj.g_00193
OG0001061	Prbi.g_00576	Syaj.g_00214
OG0001062	Prbi.g_00578	Syaj.g_00216
OG0001063	Prbi.g_00580	Syaj.g_00222
OG0001064	Prbi.g_00581	Syaj.g_00223
OG0001065	Prbi.g_00582	Syaj.g_00224
OG0001066	Prbi.g_00583	Syaj.g_00225
OG0001067	Prbi.g_00584	Syaj.g_00226
OG0001068	Prbi.g_00585	Syaj.g_00227
OG0001069	Prbi.g_00586	Syaj.g_00228
OG0001070	Prbi.g_00589	Syaj.g_00231
OG0001071	Prbi.g_00590	Syaj.g_00232
OG0001072	Prbi.g_00592	Syaj.g_00236
OG0001073	Prbi.g_00606	Syaj.g_00254
OG0001074	Prbi.g_00617	Syaj.g_01327
