Orthogroup	Praa	Pran
OG0000579	Praa.g_00659	Pran.g_01519
OG0000580	Praa.g_00660	Pran.g_01518
OG0000581	Praa.g_00661	Pran.g_01517
OG0000582	Praa.g_00662	Pran.g_01516
OG0000583	Praa.g_00663	Pran.g_01515
OG0000584	Praa.g_00664	Pran.g_01514
OG0000585	Praa.g_00665	Pran.g_01513
OG0000586	Praa.g_00667	Pran.g_01511
OG0000587	Praa.g_00668	Pran.g_01510
OG0000588	Praa.g_00670	Pran.g_01508
OG0000589	Praa.g_00671	Pran.g_01507
OG0000590	Praa.g_00673	Pran.g_01505
OG0000591	Praa.g_00679	Pran.g_01499
OG0000592	Praa.g_00680	Pran.g_01498
OG0000593	Praa.g_00681	Pran.g_01497
OG0000594	Praa.g_00683	Pran.g_01495
OG0000595	Praa.g_00684	Pran.g_01494
OG0000596	Praa.g_00685	Pran.g_01493
OG0000597	Praa.g_00687	Pran.g_01491
OG0000598	Praa.g_00688	Pran.g_01490
OG0000599	Praa.g_00689	Pran.g_01489
OG0000600	Praa.g_00690	Pran.g_01488
OG0000601	Praa.g_00692	Pran.g_01486
OG0000602	Praa.g_00693	Pran.g_01485
OG0000603	Praa.g_00694	Pran.g_01484
OG0000604	Praa.g_00695	Pran.g_01483
OG0000605	Praa.g_00696	Pran.g_01482
OG0000606	Praa.g_00697	Pran.g_01481
OG0000607	Praa.g_00699	Pran.g_01479
OG0000608	Praa.g_00700	Pran.g_01478
OG0000609	Praa.g_00704	Pran.g_01472
OG0000610	Praa.g_00705	Pran.g_01471
OG0000611	Praa.g_00712	Pran.g_01459
OG0000612	Praa.g_00713	Pran.g_01458
OG0000613	Praa.g_00714	Pran.g_01457
OG0000614	Praa.g_00715	Pran.g_01456
OG0000615	Praa.g_00717	Pran.g_01454
OG0000616	Praa.g_00718	Pran.g_01453
OG0000617	Praa.g_00719	Pran.g_01452
OG0000618	Praa.g_00720	Pran.g_01451
OG0000619	Praa.g_00721	Pran.g_01450
OG0000620	Praa.g_00722	Pran.g_01449
OG0000621	Praa.g_00723	Pran.g_01448
OG0000622	Praa.g_00724	Pran.g_01447
OG0000623	Praa.g_00725	Pran.g_01446
OG0000624	Praa.g_00726	Pran.g_01445
OG0000625	Praa.g_00727	Pran.g_01444
OG0000626	Praa.g_00728	Pran.g_01443
OG0000627	Praa.g_00729	Pran.g_01442
OG0000628	Praa.g_00730	Pran.g_01441
OG0000629	Praa.g_00731	Pran.g_01440
OG0000630	Praa.g_00732	Pran.g_01439
OG0000631	Praa.g_00734	Pran.g_01437
OG0000632	Praa.g_00747	Pran.g_01420
OG0000633	Praa.g_00751	Pran.g_01415
OG0000634	Praa.g_00764	Pran.g_01400
OG0000635	Praa.g_00766	Pran.g_01378
OG0000636	Praa.g_00767	Pran.g_01377
OG0000637	Praa.g_00768	Pran.g_01376
OG0000638	Praa.g_00780	Pran.g_01365
OG0000639	Praa.g_00789	Pran.g_01356
OG0000640	Praa.g_00791	Pran.g_01354
OG0000641	Praa.g_00794	Pran.g_01352
OG0000642	Praa.g_00795	Pran.g_01351
OG0000643	Praa.g_00796	Pran.g_01350
OG0000644	Praa.g_00797	Pran.g_01349
OG0000645	Praa.g_00798	Pran.g_01348
OG0000646	Praa.g_00799	Pran.g_01347
OG0000647	Praa.g_00800	Pran.g_01346
OG0000648	Praa.g_00802	Pran.g_01344
OG0000649	Praa.g_00803	Pran.g_01343
OG0000650	Praa.g_00804	Pran.g_01342
OG0000651	Praa.g_00805	Pran.g_01341
OG0000652	Praa.g_00806	Pran.g_01340
OG0000653	Praa.g_00807	Pran.g_01339
OG0000654	Praa.g_00809	Pran.g_01337
OG0000655	Praa.g_00812	Pran.g_01335
OG0000656	Praa.g_00813	Pran.g_01334
OG0000657	Praa.g_00814	Pran.g_01333
OG0000658	Praa.g_00815	Pran.g_01332
OG0000659	Praa.g_00816	Pran.g_01331
OG0000660	Praa.g_00817	Pran.g_01330
OG0000661	Praa.g_00818	Pran.g_01329
OG0000662	Praa.g_00819	Pran.g_01328
OG0000663	Praa.g_00820	Pran.g_01327
OG0000664	Praa.g_00821	Pran.g_01326
OG0000665	Praa.g_00822	Pran.g_01325
OG0000666	Praa.g_00823	Pran.g_01324
OG0000667	Praa.g_00824	Pran.g_01323
OG0000668	Praa.g_00825	Pran.g_01322
OG0000669	Praa.g_00827	Pran.g_01320
OG0000670	Praa.g_00828	Pran.g_01319
OG0000671	Praa.g_00829	Pran.g_01318
OG0000672	Praa.g_00830	Pran.g_01317
OG0000673	Praa.g_00831	Pran.g_01316
OG0000674	Praa.g_00832	Pran.g_01315
OG0000675	Praa.g_00834	Pran.g_01313
OG0000676	Praa.g_00835	Pran.g_01312
OG0000677	Praa.g_00838	Pran.g_01310
OG0000678	Praa.g_00840	Pran.g_01308
OG0000679	Praa.g_00841	Pran.g_01307
OG0000680	Praa.g_00842	Pran.g_01306
OG0000681	Praa.g_00843	Pran.g_01305
OG0000682	Praa.g_00844	Pran.g_01304
OG0000683	Praa.g_00846	Pran.g_01302
OG0000684	Praa.g_00847	Pran.g_01301
OG0000685	Praa.g_00848	Pran.g_01300
OG0000686	Praa.g_00849	Pran.g_01299
OG0000687	Praa.g_00850	Pran.g_01298
OG0000688	Praa.g_00851	Pran.g_01297
OG0000689	Praa.g_00852	Pran.g_01296
OG0000690	Praa.g_00853	Pran.g_01295
OG0000691	Praa.g_00854	Pran.g_01294
OG0000692	Praa.g_00856	Pran.g_01292
OG0000693	Praa.g_00857	Pran.g_01291
OG0000694	Praa.g_00858	Pran.g_01290
OG0000695	Praa.g_00859	Pran.g_01289
OG0000696	Praa.g_00860	Pran.g_01287
OG0000697	Praa.g_00862	Pran.g_01285
OG0000698	Praa.g_00864	Pran.g_01283
OG0000699	Praa.g_00865	Pran.g_01282
OG0000700	Praa.g_00892	Pran.g_00413
OG0000701	Praa.g_00896	Pran.g_00418
OG0000702	Praa.g_00899	Pran.g_00421
OG0000703	Praa.g_00900	Pran.g_00422
OG0000704	Praa.g_00901	Pran.g_00423
OG0000705	Praa.g_00902	Pran.g_00424
OG0000706	Praa.g_00903	Pran.g_00425
OG0000707	Praa.g_00904	Pran.g_00426
OG0000708	Praa.g_00905	Pran.g_00427
OG0000709	Praa.g_00907	Pran.g_00429
OG0000710	Praa.g_00908	Pran.g_00430
OG0000711	Praa.g_00909	Pran.g_00431
OG0000712	Praa.g_00910	Pran.g_00432
OG0000713	Praa.g_00911	Pran.g_00433
OG0000714	Praa.g_00913	Pran.g_00435
OG0000715	Praa.g_00914	Pran.g_00436
OG0000716	Praa.g_00916	Pran.g_00438
OG0000717	Praa.g_00917	Pran.g_00439
OG0000718	Praa.g_00918	Pran.g_00440
OG0000719	Praa.g_00920	Pran.g_00442
OG0000720	Praa.g_00921	Pran.g_00443
OG0000721	Praa.g_00923	Pran.g_00445
OG0000722	Praa.g_00924	Pran.g_00446
OG0000723	Praa.g_00925	Pran.g_00447
OG0000724	Praa.g_00926	Pran.g_00449
OG0000725	Praa.g_00927	Pran.g_00450
OG0000726	Praa.g_00928	Pran.g_00451
OG0000727	Praa.g_00929	Pran.g_00452
OG0000728	Praa.g_00930	Pran.g_00453
OG0000729	Praa.g_00931	Pran.g_00454
OG0000730	Praa.g_00932	Pran.g_00455
OG0000731	Praa.g_00933	Pran.g_00456
OG0000732	Praa.g_00934	Pran.g_00457
OG0000733	Praa.g_00935	Pran.g_00458
OG0000734	Praa.g_00936	Pran.g_00459
OG0000735	Praa.g_00938	Pran.g_00461
OG0000736	Praa.g_00939	Pran.g_00462
OG0000737	Praa.g_00940	Pran.g_00463
OG0000738	Praa.g_00941	Pran.g_00464
OG0000739	Praa.g_00942	Pran.g_00465
OG0000740	Praa.g_00943	Pran.g_00466
OG0000741	Praa.g_00944	Pran.g_00467
OG0000742	Praa.g_00946	Pran.g_00469
OG0000743	Praa.g_00947	Pran.g_00470
OG0000744	Praa.g_00948	Pran.g_00471
OG0000745	Praa.g_00949	Pran.g_00472
OG0000746	Praa.g_00950	Pran.g_00473
OG0000747	Praa.g_00951	Pran.g_00474
OG0000748	Praa.g_00952	Pran.g_00475
OG0000749	Praa.g_00953	Pran.g_00476
OG0000750	Praa.g_00954	Pran.g_00477
OG0000751	Praa.g_00955	Pran.g_00478
OG0000752	Praa.g_00956	Pran.g_00479
OG0000753	Praa.g_00958	Pran.g_00481
OG0000754	Praa.g_00959	Pran.g_00482
OG0000755	Praa.g_00960	Pran.g_00483
OG0000756	Praa.g_00961	Pran.g_00484
OG0000757	Praa.g_00962	Pran.g_00485
OG0000758	Praa.g_00963	Pran.g_00486
OG0000759	Praa.g_00965	Pran.g_00488
OG0000760	Praa.g_00966	Pran.g_00489
OG0000761	Praa.g_00967	Pran.g_00490
OG0000762	Praa.g_00969	Pran.g_00492
OG0000763	Praa.g_00970	Pran.g_00493
OG0000764	Praa.g_00971	Pran.g_00494
OG0000765	Praa.g_00972	Pran.g_00495
OG0000766	Praa.g_00973	Pran.g_00496
OG0000767	Praa.g_00975	Pran.g_00498
OG0000768	Praa.g_00976	Pran.g_00499
OG0000769	Praa.g_00977	Pran.g_00500
OG0000770	Praa.g_00978	Pran.g_00501
OG0000771	Praa.g_00979	Pran.g_00502
OG0000772	Praa.g_00980	Pran.g_00503
OG0000773	Praa.g_00981	Pran.g_00504
OG0000774	Praa.g_00982	Pran.g_00505
OG0000775	Praa.g_00983	Pran.g_00506
OG0000776	Praa.g_00985	Pran.g_00508
OG0000777	Praa.g_00987	Pran.g_00510
OG0000778	Praa.g_00988	Pran.g_00511
OG0000779	Praa.g_00989	Pran.g_00512
OG0000780	Praa.g_00991	Pran.g_00514
OG0000781	Praa.g_00993	Pran.g_00516
OG0000782	Praa.g_00994	Pran.g_00517
OG0000783	Praa.g_01008	Pran.g_00537
OG0000784	Praa.g_01010	Pran.g_00539
OG0000785	Praa.g_01011	Pran.g_00540
OG0000786	Praa.g_01012	Pran.g_00541
OG0000787	Praa.g_01013	Pran.g_00542
OG0000788	Praa.g_01017	Pran.g_00546
OG0000789	Praa.g_01019	Pran.g_00548
OG0000790	Praa.g_01020	Pran.g_00549
OG0000791	Praa.g_01021	Pran.g_00550
OG0000792	Praa.g_01022	Pran.g_00551
OG0000793	Praa.g_01023	Pran.g_00552
OG0000794	Praa.g_01025	Pran.g_00554
OG0000795	Praa.g_01028	Pran.g_00557
OG0000796	Praa.g_01029	Pran.g_00558
OG0000797	Praa.g_01031	Pran.g_00560
OG0000798	Praa.g_01032	Pran.g_00561
OG0000799	Praa.g_01033	Pran.g_00562
OG0000800	Praa.g_01034	Pran.g_00563
OG0000801	Praa.g_01037	Pran.g_00566
OG0000802	Praa.g_01038	Pran.g_00567
OG0000803	Praa.g_01040	Pran.g_00569
OG0000804	Praa.g_01041	Pran.g_00570
OG0000805	Praa.g_01042	Pran.g_00571
OG0000806	Praa.g_01044	Pran.g_00573
OG0000807	Praa.g_01070	Pran.g_00154
OG0000808	Praa.g_01080	Pran.g_00144
OG0000809	Praa.g_01083	Pran.g_00141
OG0000810	Praa.g_01084	Pran.g_00140
OG0000811	Praa.g_01091	Pran.g_00133
OG0000812	Praa.g_01095	Pran.g_00129
OG0000813	Praa.g_01099	Pran.g_00125
OG0000814	Praa.g_01101	Pran.g_00123
OG0000815	Praa.g_01115	Pran.g_00110
OG0000816	Praa.g_01128	Pran.g_00092
OG0000817	Praa.g_01129	Pran.g_00091
OG0000818	Praa.g_01134	Pran.g_00085
OG0000819	Praa.g_01141	Pran.g_00078
OG0000820	Praa.g_01145	Pran.g_00075
OG0000821	Praa.g_01147	Pran.g_00073
OG0000822	Praa.g_01148	Pran.g_00072
OG0000823	Praa.g_01149	Pran.g_00071
OG0000824	Praa.g_01150	Pran.g_00070
OG0000825	Praa.g_01151	Pran.g_00069
OG0000826	Praa.g_01152	Pran.g_00068
OG0000827	Praa.g_01153	Pran.g_00067
OG0000828	Praa.g_01154	Pran.g_00066
OG0000829	Praa.g_01155	Pran.g_00065
OG0000830	Praa.g_01156	Pran.g_00064
OG0000831	Praa.g_01158	Pran.g_00061
OG0000832	Praa.g_01160	Pran.g_00059
OG0000833	Praa.g_01161	Pran.g_00058
OG0000834	Praa.g_01162	Pran.g_00057
OG0000835	Praa.g_01163	Pran.g_00056
OG0000836	Praa.g_01164	Pran.g_00055
OG0000837	Praa.g_01166	Pran.g_00053
OG0000838	Praa.g_01167	Pran.g_00052
OG0000839	Praa.g_01168	Pran.g_00051
OG0000840	Praa.g_01169	Pran.g_00050
OG0000841	Praa.g_01170	Pran.g_00049
OG0000842	Praa.g_01171	Pran.g_00048
OG0000843	Praa.g_01172	Pran.g_00047
OG0000844	Praa.g_01173	Pran.g_00046
OG0000845	Praa.g_01174	Pran.g_00045
OG0000846	Praa.g_01177	Pran.g_00042
OG0000847	Praa.g_01179	Pran.g_00040
OG0000848	Praa.g_01180	Pran.g_00039
OG0000849	Praa.g_01181	Pran.g_00038
OG0000850	Praa.g_01182	Pran.g_00037
OG0000851	Praa.g_01183	Pran.g_00036
OG0000852	Praa.g_01185	Pran.g_00034
OG0000853	Praa.g_01186	Pran.g_00033
OG0000854	Praa.g_01188	Pran.g_00031
OG0000855	Praa.g_01189	Pran.g_00030
OG0000856	Praa.g_01190	Pran.g_00029
OG0000857	Praa.g_01191	Pran.g_00028
OG0000858	Praa.g_01192	Pran.g_00027
OG0000859	Praa.g_01193	Pran.g_00026
OG0000860	Praa.g_01194	Pran.g_00025
OG0000861	Praa.g_01195	Pran.g_00024
OG0000862	Praa.g_01196	Pran.g_00023
OG0000863	Praa.g_01197	Pran.g_00022
OG0000864	Praa.g_01198	Pran.g_00021
OG0000865	Praa.g_01199	Pran.g_00020
OG0000866	Praa.g_01200	Pran.g_00019
OG0000867	Praa.g_01201	Pran.g_00018
OG0000868	Praa.g_01202	Pran.g_00017
OG0000869	Praa.g_01204	Pran.g_00015
OG0000870	Praa.g_01205	Pran.g_00014
OG0000871	Praa.g_01207	Pran.g_00012
OG0000872	Praa.g_01208	Pran.g_00011
OG0000873	Praa.g_01210	Pran.g_00009
OG0000874	Praa.g_01211	Pran.g_00008
OG0000875	Praa.g_01212	Pran.g_00007
OG0000876	Praa.g_01213	Pran.g_00006
OG0000877	Praa.g_01215	Pran.g_00004
OG0000878	Praa.g_01290	Pran.g_00899
OG0000879	Praa.g_01307	Pran.g_00887
OG0000880	Praa.g_01308	Pran.g_00886
OG0000881	Praa.g_01309	Pran.g_00885
OG0000882	Praa.g_01310	Pran.g_00884
OG0000883	Praa.g_01311	Pran.g_00883
OG0000884	Praa.g_01313	Pran.g_00881
OG0000885	Praa.g_01314	Pran.g_00880
OG0000886	Praa.g_01315	Pran.g_00879
OG0000887	Praa.g_01316	Pran.g_00878
OG0000888	Praa.g_01317	Pran.g_00877
OG0000889	Praa.g_01320	Pran.g_00874
OG0000890	Praa.g_01321	Pran.g_00873
OG0000891	Praa.g_01322	Pran.g_00872
OG0000892	Praa.g_01324	Pran.g_00870
OG0000893	Praa.g_01325	Pran.g_00869
OG0000894	Praa.g_01326	Pran.g_00868
OG0000895	Praa.g_01327	Pran.g_00867
OG0000896	Praa.g_01328	Pran.g_00866
OG0000897	Praa.g_01329	Pran.g_00865
OG0000898	Praa.g_01331	Pran.g_00863
OG0000899	Praa.g_01332	Pran.g_00862
OG0000900	Praa.g_01348	Pran.g_00855
OG0000901	Praa.g_01352	Pran.g_00854
OG0000902	Praa.g_01353	Pran.g_00853
OG0000903	Praa.g_01354	Pran.g_00852
OG0000904	Praa.g_01356	Pran.g_00850
OG0000905	Praa.g_01358	Pran.g_00848
OG0000906	Praa.g_01360	Pran.g_00847
OG0000907	Praa.g_01361	Pran.g_00846
OG0000908	Praa.g_01364	Pran.g_00843
OG0000909	Praa.g_01368	Pran.g_00839
OG0000910	Praa.g_01369	Pran.g_00838
OG0000911	Praa.g_01370	Pran.g_00837
OG0000912	Praa.g_01371	Pran.g_00836
OG0000913	Praa.g_01372	Pran.g_00835
OG0000914	Praa.g_01373	Pran.g_00834
OG0000915	Praa.g_01374	Pran.g_00833
OG0000916	Praa.g_01375	Pran.g_00832
OG0000917	Praa.g_01376	Pran.g_00831
OG0000918	Praa.g_01377	Pran.g_00830
OG0000919	Praa.g_01378	Pran.g_00829
OG0000920	Praa.g_01379	Pran.g_00828
OG0000921	Praa.g_01380	Pran.g_00827
OG0000922	Praa.g_01381	Pran.g_00826
OG0000923	Praa.g_01382	Pran.g_00825
OG0000924	Praa.g_01383	Pran.g_00824
OG0000925	Praa.g_01384	Pran.g_00823
OG0000926	Praa.g_01395	Pran.g_00822
OG0000927	Praa.g_01458	Pran.g_00751
OG0000928	Praa.g_01459	Pran.g_00750
OG0000929	Praa.g_01460	Pran.g_00749
OG0000930	Praa.g_01461	Pran.g_00748
OG0000931	Praa.g_01462	Pran.g_00747
OG0000932	Praa.g_01464	Pran.g_00745
OG0000933	Praa.g_01465	Pran.g_00744
OG0000934	Praa.g_01466	Pran.g_00743
OG0000935	Praa.g_01467	Pran.g_00742
OG0000936	Praa.g_01468	Pran.g_00741
OG0000937	Praa.g_01469	Pran.g_00740
OG0000938	Praa.g_01470	Pran.g_00739
OG0000939	Praa.g_01471	Pran.g_00738
OG0000940	Praa.g_01472	Pran.g_00737
OG0000941	Praa.g_01474	Pran.g_00735
OG0000942	Praa.g_01475	Pran.g_00734
OG0000943	Praa.g_01478	Pran.g_00731
OG0000944	Praa.g_01479	Pran.g_00730
OG0000945	Praa.g_01480	Pran.g_00729
OG0000946	Praa.g_01481	Pran.g_00728
OG0000947	Praa.g_01482	Pran.g_00727
OG0000948	Praa.g_01483	Pran.g_00726
OG0000949	Praa.g_01484	Pran.g_00725
OG0000950	Praa.g_01485	Pran.g_00724
OG0000951	Praa.g_01486	Pran.g_00723
OG0000952	Praa.g_01487	Pran.g_00722
OG0000953	Praa.g_01488	Pran.g_00721
OG0000954	Praa.g_01489	Pran.g_00720
OG0000955	Praa.g_01490	Pran.g_00719
OG0000956	Praa.g_01491	Pran.g_00718
OG0000957	Praa.g_01492	Pran.g_00717
OG0000958	Praa.g_01493	Pran.g_00716
OG0000959	Praa.g_01494	Pran.g_00715
OG0000960	Praa.g_01495	Pran.g_00714
OG0000961	Praa.g_01499	Pran.g_00710
OG0000962	Praa.g_01500	Pran.g_00709
OG0000963	Praa.g_01501	Pran.g_00708
OG0000964	Praa.g_01503	Pran.g_00706
OG0000965	Praa.g_01504	Pran.g_00705
OG0000966	Praa.g_01505	Pran.g_00704
OG0000967	Praa.g_01506	Pran.g_00703
OG0000968	Praa.g_01507	Pran.g_00702
OG0000969	Praa.g_01508	Pran.g_00701
OG0000970	Praa.g_01509	Pran.g_00700
OG0000971	Praa.g_01510	Pran.g_00699
OG0000972	Praa.g_01511	Pran.g_00698
OG0000973	Praa.g_01512	Pran.g_00697
OG0000974	Praa.g_01514	Pran.g_00695
OG0000975	Praa.g_01517	Pran.g_00692
OG0000976	Praa.g_01519	Pran.g_00690
OG0000977	Praa.g_01520	Pran.g_00689
OG0000978	Praa.g_01521	Pran.g_00688
OG0000979	Praa.g_01523	Pran.g_00686
OG0000980	Praa.g_01524	Pran.g_00685
OG0000981	Praa.g_01525	Pran.g_00684
OG0000982	Praa.g_01526	Pran.g_00683
OG0000983	Praa.g_01528	Pran.g_00681
OG0000984	Praa.g_01529	Pran.g_00680
OG0000985	Praa.g_01530	Pran.g_00679
OG0000986	Praa.g_01531	Pran.g_00678
OG0000987	Praa.g_01532	Pran.g_00677
OG0000988	Praa.g_01533	Pran.g_00676
OG0000989	Praa.g_01534	Pran.g_00675
OG0000990	Praa.g_01535	Pran.g_00674
OG0000991	Praa.g_01536	Pran.g_00673
OG0000992	Praa.g_01537	Pran.g_00672
OG0000993	Praa.g_01538	Pran.g_00671
OG0000994	Praa.g_01539	Pran.g_00670
OG0000995	Praa.g_01541	Pran.g_00669
OG0000996	Praa.g_01542	Pran.g_00668
OG0000997	Praa.g_01543	Pran.g_00667
OG0000998	Praa.g_01544	Pran.g_00666
OG0000999	Praa.g_01545	Pran.g_00665
OG0001000	Praa.g_01546	Pran.g_00664
OG0001001	Praa.g_01548	Pran.g_00662
OG0001002	Praa.g_01549	Pran.g_00661
OG0001003	Praa.g_01550	Pran.g_00660
OG0001004	Praa.g_01551	Pran.g_00659
OG0001005	Praa.g_01552	Pran.g_00658
OG0001006	Praa.g_01553	Pran.g_00657
OG0001007	Praa.g_01554	Pran.g_00656
OG0001008	Praa.g_01556	Pran.g_00654
OG0001009	Praa.g_01557	Pran.g_00653
OG0001010	Praa.g_01565	Pran.g_00646
OG0001011	Praa.g_01572	Pran.g_00636
OG0001012	Praa.g_01600	Pran.g_00598
OG0001013	Praa.g_01629	Pran.g_00964
OG0001014	Praa.g_01630	Pran.g_00965
OG0001015	Praa.g_01636	Pran.g_00971
OG0001016	Praa.g_01637	Pran.g_00972
OG0001017	Praa.g_01638	Pran.g_00973
OG0001018	Praa.g_01639	Pran.g_00974
OG0001019	Praa.g_01641	Pran.g_00976
OG0001020	Praa.g_01642	Pran.g_00977
OG0001021	Praa.g_01643	Pran.g_00978
OG0001022	Praa.g_01644	Pran.g_00979
OG0001023	Praa.g_01645	Pran.g_00980
OG0001024	Praa.g_01646	Pran.g_00981
OG0001025	Praa.g_01647	Pran.g_00982
OG0001026	Praa.g_01649	Pran.g_00984
OG0001027	Praa.g_01650	Pran.g_00985
OG0001028	Praa.g_01651	Pran.g_00986
OG0001029	Praa.g_01652	Pran.g_00987
OG0001030	Praa.g_01653	Pran.g_00988
OG0001031	Praa.g_01654	Pran.g_00989
OG0001032	Praa.g_01655	Pran.g_00990
OG0001033	Praa.g_01656	Pran.g_00991
OG0001034	Praa.g_01657	Pran.g_00992
OG0001035	Praa.g_01659	Pran.g_00994
OG0001036	Praa.g_01660	Pran.g_00995
OG0001037	Praa.g_01661	Pran.g_00996
OG0001038	Praa.g_01662	Pran.g_00997
OG0001039	Praa.g_01663	Pran.g_00998
OG0001040	Praa.g_01665	Pran.g_00999
OG0001041	Praa.g_01666	Pran.g_01000
OG0001042	Praa.g_01667	Pran.g_01001
OG0001043	Praa.g_01668	Pran.g_01002
OG0001044	Praa.g_01669	Pran.g_01003
OG0001045	Praa.g_01670	Pran.g_01004
OG0001046	Praa.g_01671	Pran.g_01005
OG0001047	Praa.g_01674	Pran.g_01008
OG0001048	Praa.g_01676	Pran.g_01010
OG0001049	Praa.g_01677	Pran.g_01011
OG0001050	Praa.g_01678	Pran.g_01012
OG0001051	Praa.g_01679	Pran.g_01013
OG0001052	Praa.g_01680	Pran.g_01014
OG0001053	Praa.g_01682	Pran.g_01015
OG0001054	Praa.g_01684	Pran.g_01017
OG0001055	Praa.g_01685	Pran.g_01018
OG0001056	Praa.g_01686	Pran.g_01019
OG0001057	Praa.g_01687	Pran.g_01020
OG0001058	Praa.g_01688	Pran.g_01021
OG0001059	Praa.g_01689	Pran.g_01022
OG0001060	Praa.g_01690	Pran.g_01023
OG0001061	Praa.g_01691	Pran.g_01024
OG0001062	Praa.g_01692	Pran.g_01025
OG0001063	Praa.g_01693	Pran.g_01026
OG0001064	Praa.g_01695	Pran.g_01028
OG0001065	Praa.g_01699	Pran.g_01032
OG0001066	Praa.g_01700	Pran.g_01033
OG0001067	Praa.g_01701	Pran.g_01034
OG0001068	Praa.g_01703	Pran.g_01036
OG0001069	Praa.g_01704	Pran.g_01037
OG0001070	Praa.g_01705	Pran.g_01038
OG0001071	Praa.g_01706	Pran.g_01039
OG0001072	Praa.g_01707	Pran.g_01040
OG0001073	Praa.g_01708	Pran.g_01041
OG0001074	Praa.g_01709	Pran.g_01042
OG0001075	Praa.g_01710	Pran.g_01044
OG0001076	Praa.g_01711	Pran.g_01045
OG0001077	Praa.g_01712	Pran.g_01046
OG0001078	Praa.g_01713	Pran.g_01047
OG0001079	Praa.g_01714	Pran.g_01048
OG0001080	Praa.g_01715	Pran.g_01049
OG0001081	Praa.g_01718	Pran.g_01052
OG0001082	Praa.g_01719	Pran.g_01053
OG0001083	Praa.g_01720	Pran.g_01054
OG0001084	Praa.g_01722	Pran.g_01055
OG0001085	Praa.g_01723	Pran.g_01056
OG0001086	Praa.g_01724	Pran.g_01057
OG0001087	Praa.g_01725	Pran.g_01058
OG0001088	Praa.g_01726	Pran.g_01059
OG0001089	Praa.g_01733	Pran.g_01062
OG0001090	Praa.g_01735	Pran.g_01064
OG0001091	Praa.g_01736	Pran.g_01065
OG0001092	Praa.g_01737	Pran.g_01066
OG0001093	Praa.g_01738	Pran.g_01067
OG0001094	Praa.g_01739	Pran.g_01069
OG0001095	Praa.g_01740	Pran.g_01070
OG0001096	Praa.g_01741	Pran.g_01071
OG0001097	Praa.g_01742	Pran.g_01072
OG0001098	Praa.g_01743	Pran.g_01073
OG0001099	Praa.g_01744	Pran.g_01074
OG0001100	Praa.g_01745	Pran.g_01075
OG0001101	Praa.g_01746	Pran.g_01076
OG0001102	Praa.g_01747	Pran.g_01077
OG0001103	Praa.g_01748	Pran.g_01078
OG0001104	Praa.g_01749	Pran.g_01079
OG0001105	Praa.g_01750	Pran.g_01080
OG0001106	Praa.g_01751	Pran.g_01081
OG0001107	Praa.g_01752	Pran.g_01082
OG0001108	Praa.g_01753	Pran.g_01083
OG0001109	Praa.g_01754	Pran.g_01084
OG0001110	Praa.g_01755	Pran.g_01085
OG0001111	Praa.g_01756	Pran.g_01086
OG0001112	Praa.g_01757	Pran.g_01087
OG0001113	Praa.g_01758	Pran.g_01088
OG0001114	Praa.g_01759	Pran.g_01089
OG0001115	Praa.g_01760	Pran.g_01090
OG0001116	Praa.g_01761	Pran.g_01091
OG0001117	Praa.g_01762	Pran.g_01092
OG0001118	Praa.g_01763	Pran.g_01093
OG0001119	Praa.g_01764	Pran.g_01094
OG0001120	Praa.g_01765	Pran.g_01095
OG0001121	Praa.g_01767	Pran.g_01097
OG0001122	Praa.g_01768	Pran.g_01098
OG0001123	Praa.g_01769	Pran.g_01099
OG0001124	Praa.g_01771	Pran.g_01101
OG0001125	Praa.g_01773	Pran.g_01103
OG0001126	Praa.g_01774	Pran.g_01104
OG0001127	Praa.g_01776	Pran.g_01106
OG0001128	Praa.g_01777	Pran.g_01107
OG0001129	Praa.g_01778	Pran.g_01108
OG0001130	Praa.g_01781	Pran.g_01111
OG0001131	Praa.g_01782	Pran.g_01112
OG0001132	Praa.g_01783	Pran.g_01113
OG0001133	Praa.g_01784	Pran.g_01114
OG0001134	Praa.g_01785	Pran.g_01115
OG0001135	Praa.g_01786	Pran.g_01116
OG0001136	Praa.g_01787	Pran.g_01117
OG0001137	Praa.g_01788	Pran.g_01118
OG0001138	Praa.g_01789	Pran.g_01119
OG0001139	Praa.g_01790	Pran.g_01120
OG0001140	Praa.g_01791	Pran.g_01121
OG0001141	Praa.g_01792	Pran.g_01122
OG0001142	Praa.g_01796	Pran.g_01125
OG0001143	Praa.g_01797	Pran.g_01126
OG0001144	Praa.g_01798	Pran.g_01127
OG0001145	Praa.g_01799	Pran.g_01128
OG0001146	Praa.g_01800	Pran.g_01129
OG0001147	Praa.g_01801	Pran.g_01130
OG0001148	Praa.g_01802	Pran.g_01131
OG0001149	Praa.g_01804	Pran.g_01133
OG0001150	Praa.g_01805	Pran.g_01134
OG0001151	Praa.g_01807	Pran.g_01136
OG0001152	Praa.g_01808	Pran.g_01137
OG0001153	Praa.g_01809	Pran.g_01138
OG0001154	Praa.g_01811	Pran.g_01139
OG0001155	Praa.g_01813	Pran.g_01141
OG0001156	Praa.g_01815	Pran.g_01143
OG0001157	Praa.g_01816	Pran.g_01144
OG0001158	Praa.g_01818	Pran.g_01146
OG0001159	Praa.g_01819	Pran.g_01147
OG0001160	Praa.g_01820	Pran.g_01148
