Orthogroup	Praa	Prap
OG0000591	Praa.g_00679	Prap.g_00822
OG0000592	Praa.g_00680	Prap.g_00821
OG0000593	Praa.g_00681	Prap.g_00820
OG0000594	Praa.g_00683	Prap.g_00817
OG0000595	Praa.g_00684	Prap.g_00816
OG0000596	Praa.g_00685	Prap.g_00815
OG0000597	Praa.g_00687	Prap.g_00813
OG0000598	Praa.g_00688	Prap.g_00812
OG0000599	Praa.g_00689	Prap.g_00811
OG0000600	Praa.g_00690	Prap.g_00810
OG0000601	Praa.g_00692	Prap.g_00807
OG0000602	Praa.g_00693	Prap.g_00806
OG0000603	Praa.g_00694	Prap.g_00805
OG0000604	Praa.g_00695	Prap.g_00802
OG0000605	Praa.g_00696	Prap.g_00801
OG0000606	Praa.g_00697	Prap.g_00800
OG0000607	Praa.g_00699	Prap.g_00798
OG0000608	Praa.g_00700	Prap.g_00796
OG0000609	Praa.g_00704	Prap.g_01489
OG0000610	Praa.g_00705	Prap.g_00872
OG0000611	Praa.g_00712	Prap.g_00790
OG0000612	Praa.g_00713	Prap.g_00789
OG0000613	Praa.g_00714	Prap.g_00344
OG0000614	Praa.g_00715	Prap.g_00343
OG0000615	Praa.g_00717	Prap.g_00341
OG0000616	Praa.g_00718	Prap.g_00340
OG0000617	Praa.g_00719	Prap.g_00339
OG0000618	Praa.g_00720	Prap.g_00338
OG0000619	Praa.g_00721	Prap.g_00337
OG0000620	Praa.g_00722	Prap.g_00336
OG0000621	Praa.g_00723	Prap.g_00335
OG0000622	Praa.g_00724	Prap.g_00334
OG0000623	Praa.g_00725	Prap.g_00333
OG0000624	Praa.g_00726	Prap.g_00331
OG0000625	Praa.g_00727	Prap.g_00330
OG0000626	Praa.g_00728	Prap.g_00329
OG0000627	Praa.g_00729	Prap.g_00328
OG0000628	Praa.g_00730	Prap.g_00327
OG0000629	Praa.g_00731	Prap.g_00326
OG0000630	Praa.g_00732	Prap.g_00325
OG0000631	Praa.g_00734	Prap.g_00323
OG0000632	Praa.g_00747	Prap.g_00322
OG0000633	Praa.g_00751	Prap.g_00036
OG0000634	Praa.g_00764	Prap.g_00545
OG0000635	Praa.g_00766	Prap.g_01121
OG0000636	Praa.g_00767	Prap.g_01122
OG0000637	Praa.g_00768	Prap.g_01123
OG0000638	Praa.g_00780	Prap.g_01375
OG0000639	Praa.g_00789	Prap.g_00688
OG0000640	Praa.g_00791	Prap.g_00685
OG0000641	Praa.g_00794	Prap.g_00683
OG0000642	Praa.g_00795	Prap.g_00682
OG0000643	Praa.g_00796	Prap.g_00681
OG0000644	Praa.g_00797	Prap.g_00345
OG0000645	Praa.g_00798	Prap.g_00788
OG0000646	Praa.g_00799	Prap.g_00787
OG0000647	Praa.g_00800	Prap.g_00786
OG0000648	Praa.g_00802	Prap.g_00784
OG0000649	Praa.g_00803	Prap.g_00783
OG0000650	Praa.g_00804	Prap.g_00782
OG0000651	Praa.g_00805	Prap.g_00781
OG0000652	Praa.g_00806	Prap.g_00780
OG0000653	Praa.g_00807	Prap.g_00779
OG0000654	Praa.g_00809	Prap.g_00777
OG0000655	Praa.g_00812	Prap.g_00775
OG0000656	Praa.g_00813	Prap.g_00774
OG0000657	Praa.g_00814	Prap.g_00773
OG0000658	Praa.g_00815	Prap.g_00772
OG0000659	Praa.g_00816	Prap.g_00771
OG0000660	Praa.g_00817	Prap.g_00770
OG0000661	Praa.g_00818	Prap.g_00769
OG0000662	Praa.g_00819	Prap.g_00767
OG0000663	Praa.g_00820	Prap.g_00766
OG0000664	Praa.g_00821	Prap.g_00765
OG0000665	Praa.g_00822	Prap.g_00764
OG0000666	Praa.g_00823	Prap.g_00763
OG0000667	Praa.g_00824	Prap.g_00762
OG0000668	Praa.g_00825	Prap.g_00761
OG0000669	Praa.g_00827	Prap.g_00759
OG0000670	Praa.g_00828	Prap.g_00758
OG0000671	Praa.g_00829	Prap.g_00757
OG0000672	Praa.g_00830	Prap.g_00756
OG0000673	Praa.g_00831	Prap.g_00755
OG0000674	Praa.g_00832	Prap.g_00754
OG0000675	Praa.g_00834	Prap.g_00752
OG0000676	Praa.g_00835	Prap.g_00751
OG0000677	Praa.g_00838	Prap.g_00748
OG0000678	Praa.g_00840	Prap.g_00746
OG0000679	Praa.g_00841	Prap.g_00744
OG0000680	Praa.g_00842	Prap.g_00743
OG0000681	Praa.g_00843	Prap.g_00742
OG0000682	Praa.g_00844	Prap.g_00741
OG0000683	Praa.g_00846	Prap.g_00739
OG0000684	Praa.g_00847	Prap.g_00738
OG0000685	Praa.g_00848	Prap.g_00737
OG0000686	Praa.g_00849	Prap.g_00736
OG0000687	Praa.g_00850	Prap.g_00735
OG0000688	Praa.g_00851	Prap.g_00734
OG0000689	Praa.g_00852	Prap.g_00733
OG0000690	Praa.g_00853	Prap.g_00732
OG0000691	Praa.g_00854	Prap.g_00731
OG0000692	Praa.g_00856	Prap.g_00727
OG0000693	Praa.g_00857	Prap.g_00726
OG0000694	Praa.g_00858	Prap.g_00725
OG0000695	Praa.g_00859	Prap.g_00724
OG0000696	Praa.g_00860	Prap.g_00723
OG0000697	Praa.g_00862	Prap.g_00721
OG0000698	Praa.g_00864	Prap.g_00717
OG0000699	Praa.g_00865	Prap.g_00716
OG0000700	Praa.g_00892	Prap.g_00660
OG0000701	Praa.g_00896	Prap.g_00655
OG0000702	Praa.g_00899	Prap.g_00869
OG0000703	Praa.g_00900	Prap.g_00867
OG0000704	Praa.g_00901	Prap.g_00866
OG0000705	Praa.g_00902	Prap.g_00864
OG0000706	Praa.g_00903	Prap.g_00863
OG0000707	Praa.g_00904	Prap.g_00861
OG0000708	Praa.g_00905	Prap.g_00860
OG0000709	Praa.g_00907	Prap.g_00858
OG0000710	Praa.g_00908	Prap.g_00857
OG0000711	Praa.g_00909	Prap.g_00856
OG0000712	Praa.g_00910	Prap.g_00855
OG0000713	Praa.g_00911	Prap.g_00854
OG0000714	Praa.g_00913	Prap.g_00852
OG0000715	Praa.g_00914	Prap.g_00851
OG0000716	Praa.g_00916	Prap.g_00849
OG0000717	Praa.g_00917	Prap.g_00848
OG0000718	Praa.g_00918	Prap.g_00847
OG0000719	Praa.g_00920	Prap.g_00845
OG0000720	Praa.g_00921	Prap.g_00844
OG0000721	Praa.g_00923	Prap.g_00841
OG0000722	Praa.g_00924	Prap.g_00840
OG0000723	Praa.g_00925	Prap.g_00839
OG0000724	Praa.g_00926	Prap.g_00837
OG0000725	Praa.g_00927	Prap.g_00836
OG0000726	Praa.g_00928	Prap.g_00835
OG0000727	Praa.g_00929	Prap.g_00834
OG0000728	Praa.g_00930	Prap.g_00833
OG0000729	Praa.g_00931	Prap.g_00832
OG0000730	Praa.g_00932	Prap.g_00355
OG0000731	Praa.g_00933	Prap.g_00353
OG0000732	Praa.g_00934	Prap.g_00352
OG0000733	Praa.g_00935	Prap.g_00351
OG0000734	Praa.g_00936	Prap.g_00350
OG0000735	Praa.g_00938	Prap.g_00348
OG0000736	Praa.g_00939	Prap.g_00347
OG0000737	Praa.g_00940	Prap.g_00346
OG0000738	Praa.g_00941	Prap.g_00680
OG0000739	Praa.g_00942	Prap.g_00679
OG0000740	Praa.g_00943	Prap.g_00678
OG0000741	Praa.g_00944	Prap.g_00677
OG0000742	Praa.g_00946	Prap.g_00675
OG0000743	Praa.g_00947	Prap.g_00239
OG0000744	Praa.g_00948	Prap.g_00240
OG0000745	Praa.g_00949	Prap.g_00241
OG0000746	Praa.g_00950	Prap.g_00242
OG0000747	Praa.g_00951	Prap.g_00243
OG0000748	Praa.g_00952	Prap.g_00244
OG0000749	Praa.g_00953	Prap.g_00245
OG0000750	Praa.g_00954	Prap.g_00247
OG0000751	Praa.g_00955	Prap.g_00248
OG0000752	Praa.g_00956	Prap.g_00307
OG0000753	Praa.g_00958	Prap.g_00250
OG0000754	Praa.g_00959	Prap.g_00251
OG0000755	Praa.g_00960	Prap.g_00252
OG0000756	Praa.g_00961	Prap.g_00254
OG0000757	Praa.g_00962	Prap.g_00255
OG0000758	Praa.g_00963	Prap.g_00256
OG0000759	Praa.g_00965	Prap.g_00258
OG0000760	Praa.g_00966	Prap.g_00259
OG0000761	Praa.g_00967	Prap.g_00260
OG0000762	Praa.g_00969	Prap.g_00262
OG0000763	Praa.g_00970	Prap.g_00263
OG0000764	Praa.g_00971	Prap.g_00264
OG0000765	Praa.g_00972	Prap.g_00265
OG0000766	Praa.g_00973	Prap.g_00266
OG0000767	Praa.g_00975	Prap.g_00268
OG0000768	Praa.g_00976	Prap.g_00269
OG0000769	Praa.g_00977	Prap.g_00270
OG0000770	Praa.g_00978	Prap.g_00271
OG0000771	Praa.g_00979	Prap.g_00272
OG0000772	Praa.g_00980	Prap.g_00522
OG0000773	Praa.g_00981	Prap.g_00274
OG0000774	Praa.g_00982	Prap.g_00275
OG0000775	Praa.g_00983	Prap.g_00276
OG0000776	Praa.g_00985	Prap.g_00279
OG0000777	Praa.g_00987	Prap.g_00280
OG0000778	Praa.g_00988	Prap.g_00281
OG0000779	Praa.g_00989	Prap.g_00282
OG0000780	Praa.g_00991	Prap.g_00284
OG0000781	Praa.g_00993	Prap.g_00286
OG0000782	Praa.g_00994	Prap.g_00287
OG0000783	Praa.g_01008	Prap.g_00291
OG0000784	Praa.g_01010	Prap.g_00293
OG0000785	Praa.g_01011	Prap.g_00294
OG0000786	Praa.g_01012	Prap.g_00295
OG0000787	Praa.g_01013	Prap.g_00296
OG0000788	Praa.g_01017	Prap.g_00302
OG0000789	Praa.g_01019	Prap.g_00305
OG0000790	Praa.g_01020	Prap.g_00306
OG0000791	Praa.g_01021	Prap.g_00309
OG0000792	Praa.g_01022	Prap.g_00310
OG0000793	Praa.g_01023	Prap.g_00311
OG0000794	Praa.g_01025	Prap.g_00314
OG0000795	Praa.g_01028	Prap.g_00697
OG0000796	Praa.g_01029	Prap.g_00698
OG0000797	Praa.g_01031	Prap.g_00700
OG0000798	Praa.g_01032	Prap.g_00701
OG0000799	Praa.g_01033	Prap.g_00702
OG0000800	Praa.g_01034	Prap.g_00703
OG0000801	Praa.g_01037	Prap.g_00706
OG0000802	Praa.g_01038	Prap.g_00707
OG0000803	Praa.g_01040	Prap.g_00709
OG0000804	Praa.g_01041	Prap.g_00710
OG0000805	Praa.g_01042	Prap.g_00711
OG0000806	Praa.g_01044	Prap.g_00713
OG0000807	Praa.g_01070	Prap.g_01345
OG0000808	Praa.g_01080	Prap.g_00020
OG0000809	Praa.g_01083	Prap.g_00504
OG0000810	Praa.g_01084	Prap.g_01126
OG0000811	Praa.g_01091	Prap.g_00539
OG0000812	Praa.g_01095	Prap.g_00498
OG0000813	Praa.g_01099	Prap.g_01366
OG0000814	Praa.g_01101	Prap.g_00525
OG0000815	Praa.g_01115	Prap.g_00058
OG0000816	Praa.g_01128	Prap.g_01882
OG0000817	Praa.g_01129	Prap.g_01881
OG0000818	Praa.g_01134	Prap.g_00031
OG0000819	Praa.g_01141	Prap.g_00478
OG0000820	Praa.g_01145	Prap.g_00472
OG0000821	Praa.g_01147	Prap.g_00470
OG0000822	Praa.g_01148	Prap.g_00469
OG0000823	Praa.g_01149	Prap.g_00468
OG0000824	Praa.g_01150	Prap.g_00467
OG0000825	Praa.g_01151	Prap.g_00466
OG0000826	Praa.g_01152	Prap.g_00465
OG0000827	Praa.g_01153	Prap.g_00464
OG0000828	Praa.g_01154	Prap.g_00463
OG0000829	Praa.g_01155	Prap.g_00462
OG0000830	Praa.g_01156	Prap.g_00460
OG0000831	Praa.g_01158	Prap.g_00457
OG0000832	Praa.g_01160	Prap.g_00455
OG0000833	Praa.g_01161	Prap.g_00454
OG0000834	Praa.g_01162	Prap.g_00453
OG0000835	Praa.g_01163	Prap.g_00452
OG0000836	Praa.g_01164	Prap.g_00451
OG0000837	Praa.g_01166	Prap.g_00448
OG0000838	Praa.g_01167	Prap.g_00447
OG0000839	Praa.g_01168	Prap.g_00446
OG0000840	Praa.g_01169	Prap.g_00445
OG0000841	Praa.g_01170	Prap.g_00444
OG0000842	Praa.g_01171	Prap.g_00442
OG0000843	Praa.g_01172	Prap.g_00441
OG0000844	Praa.g_01173	Prap.g_00440
OG0000845	Praa.g_01174	Prap.g_00439
OG0000846	Praa.g_01177	Prap.g_00437
OG0000847	Praa.g_01179	Prap.g_00435
OG0000848	Praa.g_01180	Prap.g_00434
OG0000849	Praa.g_01181	Prap.g_00431
OG0000850	Praa.g_01182	Prap.g_00430
OG0000851	Praa.g_01183	Prap.g_00428
OG0000852	Praa.g_01185	Prap.g_00426
OG0000853	Praa.g_01186	Prap.g_00424
OG0000854	Praa.g_01188	Prap.g_00422
OG0000855	Praa.g_01189	Prap.g_00421
OG0000856	Praa.g_01190	Prap.g_00420
OG0000857	Praa.g_01191	Prap.g_00419
OG0000858	Praa.g_01192	Prap.g_00418
OG0000859	Praa.g_01193	Prap.g_00417
OG0000860	Praa.g_01194	Prap.g_00416
OG0000861	Praa.g_01195	Prap.g_00415
OG0000862	Praa.g_01196	Prap.g_00414
OG0000863	Praa.g_01197	Prap.g_00413
OG0000864	Praa.g_01198	Prap.g_00412
OG0000865	Praa.g_01199	Prap.g_00411
OG0000866	Praa.g_01200	Prap.g_00410
OG0000867	Praa.g_01201	Prap.g_00409
OG0000868	Praa.g_01202	Prap.g_00408
OG0000869	Praa.g_01204	Prap.g_00406
OG0000870	Praa.g_01205	Prap.g_00405
OG0000871	Praa.g_01207	Prap.g_00404
OG0000872	Praa.g_01208	Prap.g_00403
OG0000873	Praa.g_01210	Prap.g_00401
OG0000874	Praa.g_01211	Prap.g_00400
OG0000875	Praa.g_01212	Prap.g_00399
OG0000876	Praa.g_01213	Prap.g_00398
OG0000877	Praa.g_01215	Prap.g_01136
OG0000878	Praa.g_01290	Prap.g_01853
OG0000879	Praa.g_01307	Prap.g_00550
OG0000880	Praa.g_01308	Prap.g_00551
OG0000881	Praa.g_01309	Prap.g_00552
OG0000882	Praa.g_01310	Prap.g_00553
OG0000883	Praa.g_01311	Prap.g_00554
OG0000884	Praa.g_01313	Prap.g_00556
OG0000885	Praa.g_01314	Prap.g_00557
OG0000886	Praa.g_01315	Prap.g_00558
OG0000887	Praa.g_01316	Prap.g_00559
OG0000888	Praa.g_01317	Prap.g_00560
OG0000889	Praa.g_01320	Prap.g_00563
OG0000890	Praa.g_01321	Prap.g_00564
OG0000891	Praa.g_01322	Prap.g_00565
OG0000892	Praa.g_01324	Prap.g_00568
OG0000893	Praa.g_01325	Prap.g_00569
OG0000894	Praa.g_01326	Prap.g_00570
OG0000895	Praa.g_01327	Prap.g_00571
OG0000896	Praa.g_01328	Prap.g_00572
OG0000897	Praa.g_01329	Prap.g_00573
OG0000898	Praa.g_01331	Prap.g_00576
OG0000899	Praa.g_01332	Prap.g_00577
OG0000900	Praa.g_01348	Prap.g_01928
OG0000901	Praa.g_01352	Prap.g_00585
OG0000902	Praa.g_01353	Prap.g_01268
OG0000903	Praa.g_01354	Prap.g_00521
OG0000904	Praa.g_01356	Prap.g_00220
OG0000905	Praa.g_01358	Prap.g_00499
OG0000906	Praa.g_01360	Prap.g_00481
OG0000907	Praa.g_01361	Prap.g_00719
OG0000908	Praa.g_01364	Prap.g_00518
OG0000909	Praa.g_01368	Prap.g_00061
OG0000910	Praa.g_01369	Prap.g_00062
OG0000911	Praa.g_01370	Prap.g_00063
OG0000912	Praa.g_01371	Prap.g_00064
OG0000913	Praa.g_01372	Prap.g_00065
OG0000914	Praa.g_01373	Prap.g_00066
OG0000915	Praa.g_01374	Prap.g_00067
OG0000916	Praa.g_01375	Prap.g_00068
OG0000917	Praa.g_01376	Prap.g_00069
OG0000918	Praa.g_01377	Prap.g_00070
OG0000919	Praa.g_01378	Prap.g_00071
OG0000920	Praa.g_01379	Prap.g_00072
OG0000921	Praa.g_01380	Prap.g_00073
OG0000922	Praa.g_01381	Prap.g_00074
OG0000923	Praa.g_01382	Prap.g_00075
OG0000924	Praa.g_01383	Prap.g_00076
OG0000925	Praa.g_01384	Prap.g_00077
OG0000926	Praa.g_01395	Prap.g_01598
OG0000927	Praa.g_01458	Prap.g_00104
OG0000928	Praa.g_01459	Prap.g_00105
OG0000929	Praa.g_01460	Prap.g_00106
OG0000930	Praa.g_01461	Prap.g_00107
OG0000931	Praa.g_01462	Prap.g_00108
OG0000932	Praa.g_01464	Prap.g_00110
OG0000933	Praa.g_01465	Prap.g_00111
OG0000934	Praa.g_01466	Prap.g_00112
OG0000935	Praa.g_01467	Prap.g_00113
OG0000936	Praa.g_01468	Prap.g_00114
OG0000937	Praa.g_01469	Prap.g_00115
OG0000938	Praa.g_01470	Prap.g_00116
OG0000939	Praa.g_01471	Prap.g_00117
OG0000940	Praa.g_01472	Prap.g_00118
OG0000941	Praa.g_01474	Prap.g_00119
OG0000942	Praa.g_01475	Prap.g_00120
OG0000943	Praa.g_01478	Prap.g_00123
OG0000944	Praa.g_01479	Prap.g_00124
OG0000945	Praa.g_01480	Prap.g_00125
OG0000946	Praa.g_01481	Prap.g_00126
OG0000947	Praa.g_01482	Prap.g_00127
OG0000948	Praa.g_01483	Prap.g_00128
OG0000949	Praa.g_01484	Prap.g_00129
OG0000950	Praa.g_01485	Prap.g_00130
OG0000951	Praa.g_01486	Prap.g_00131
OG0000952	Praa.g_01487	Prap.g_00132
OG0000953	Praa.g_01488	Prap.g_00133
OG0000954	Praa.g_01489	Prap.g_00134
OG0000955	Praa.g_01490	Prap.g_00135
OG0000956	Praa.g_01491	Prap.g_00136
OG0000957	Praa.g_01492	Prap.g_00137
OG0000958	Praa.g_01493	Prap.g_00138
OG0000959	Praa.g_01494	Prap.g_00139
OG0000960	Praa.g_01495	Prap.g_00140
OG0000961	Praa.g_01499	Prap.g_00144
OG0000962	Praa.g_01500	Prap.g_00145
OG0000963	Praa.g_01501	Prap.g_00146
OG0000964	Praa.g_01503	Prap.g_00148
OG0000965	Praa.g_01504	Prap.g_00149
OG0000966	Praa.g_01505	Prap.g_00150
OG0000967	Praa.g_01506	Prap.g_00151
OG0000968	Praa.g_01507	Prap.g_00152
OG0000969	Praa.g_01508	Prap.g_00153
OG0000970	Praa.g_01509	Prap.g_00154
OG0000971	Praa.g_01510	Prap.g_00155
OG0000972	Praa.g_01511	Prap.g_00156
OG0000973	Praa.g_01512	Prap.g_00157
OG0000974	Praa.g_01514	Prap.g_00159
OG0000975	Praa.g_01517	Prap.g_00165
OG0000976	Praa.g_01519	Prap.g_00167
OG0000977	Praa.g_01520	Prap.g_00169
OG0000978	Praa.g_01521	Prap.g_00171
OG0000979	Praa.g_01523	Prap.g_00173
OG0000980	Praa.g_01524	Prap.g_00174
OG0000981	Praa.g_01525	Prap.g_00175
OG0000982	Praa.g_01526	Prap.g_00176
OG0000983	Praa.g_01528	Prap.g_00178
OG0000984	Praa.g_01529	Prap.g_00179
OG0000985	Praa.g_01530	Prap.g_00180
OG0000986	Praa.g_01531	Prap.g_00181
OG0000987	Praa.g_01532	Prap.g_00182
OG0000988	Praa.g_01533	Prap.g_00183
OG0000989	Praa.g_01534	Prap.g_00184
OG0000990	Praa.g_01535	Prap.g_00185
OG0000991	Praa.g_01536	Prap.g_00186
OG0000992	Praa.g_01537	Prap.g_00187
OG0000993	Praa.g_01538	Prap.g_00188
OG0000994	Praa.g_01539	Prap.g_00189
OG0000995	Praa.g_01541	Prap.g_00190
OG0000996	Praa.g_01542	Prap.g_00191
OG0000997	Praa.g_01543	Prap.g_00192
OG0000998	Praa.g_01544	Prap.g_00193
OG0000999	Praa.g_01545	Prap.g_00194
OG0001000	Praa.g_01546	Prap.g_00195
OG0001001	Praa.g_01548	Prap.g_00197
OG0001002	Praa.g_01549	Prap.g_00198
OG0001003	Praa.g_01550	Prap.g_00199
OG0001004	Praa.g_01551	Prap.g_00200
OG0001005	Praa.g_01552	Prap.g_00203
OG0001006	Praa.g_01553	Prap.g_00204
OG0001007	Praa.g_01554	Prap.g_00205
OG0001008	Praa.g_01556	Prap.g_00207
OG0001009	Praa.g_01557	Prap.g_00208
OG0001010	Praa.g_01565	Prap.g_01836
OG0001011	Praa.g_01572	Prap.g_01139
OG0001012	Praa.g_01600	Prap.g_00768
OG0001013	Praa.g_01629	Prap.g_01786
OG0001014	Praa.g_01630	Prap.g_01785
OG0001015	Praa.g_01636	Prap.g_01778
OG0001016	Praa.g_01637	Prap.g_01777
OG0001017	Praa.g_01638	Prap.g_01776
OG0001018	Praa.g_01639	Prap.g_01775
OG0001019	Praa.g_01641	Prap.g_01773
OG0001020	Praa.g_01642	Prap.g_01772
OG0001021	Praa.g_01643	Prap.g_01771
OG0001022	Praa.g_01644	Prap.g_01770
OG0001023	Praa.g_01645	Prap.g_01769
OG0001024	Praa.g_01646	Prap.g_01767
OG0001025	Praa.g_01647	Prap.g_01766
OG0001026	Praa.g_01649	Prap.g_01765
OG0001027	Praa.g_01650	Prap.g_01764
OG0001028	Praa.g_01651	Prap.g_01763
OG0001029	Praa.g_01652	Prap.g_01762
OG0001030	Praa.g_01653	Prap.g_01761
OG0001031	Praa.g_01654	Prap.g_01760
OG0001032	Praa.g_01655	Prap.g_01759
OG0001033	Praa.g_01656	Prap.g_01758
OG0001034	Praa.g_01657	Prap.g_01757
OG0001035	Praa.g_01659	Prap.g_01754
OG0001036	Praa.g_01660	Prap.g_01753
OG0001037	Praa.g_01661	Prap.g_01752
OG0001038	Praa.g_01662	Prap.g_01751
OG0001039	Praa.g_01663	Prap.g_01750
OG0001040	Praa.g_01665	Prap.g_01749
OG0001041	Praa.g_01666	Prap.g_01748
OG0001042	Praa.g_01667	Prap.g_01747
OG0001043	Praa.g_01668	Prap.g_01746
OG0001044	Praa.g_01669	Prap.g_01745
OG0001045	Praa.g_01670	Prap.g_01744
OG0001046	Praa.g_01671	Prap.g_01743
OG0001047	Praa.g_01674	Prap.g_01740
OG0001048	Praa.g_01676	Prap.g_01738
OG0001049	Praa.g_01677	Prap.g_01737
OG0001050	Praa.g_01678	Prap.g_01736
OG0001051	Praa.g_01679	Prap.g_01735
OG0001052	Praa.g_01680	Prap.g_01734
OG0001053	Praa.g_01682	Prap.g_01732
OG0001054	Praa.g_01684	Prap.g_01730
OG0001055	Praa.g_01685	Prap.g_01729
OG0001056	Praa.g_01686	Prap.g_01728
OG0001057	Praa.g_01687	Prap.g_01727
OG0001058	Praa.g_01688	Prap.g_01726
OG0001059	Praa.g_01689	Prap.g_01725
OG0001060	Praa.g_01690	Prap.g_01724
OG0001061	Praa.g_01691	Prap.g_01723
OG0001062	Praa.g_01692	Prap.g_01722
OG0001063	Praa.g_01693	Prap.g_01721
OG0001064	Praa.g_01695	Prap.g_01719
OG0001065	Praa.g_01699	Prap.g_01715
OG0001066	Praa.g_01700	Prap.g_01713
OG0001067	Praa.g_01701	Prap.g_01712
OG0001068	Praa.g_01703	Prap.g_01709
OG0001069	Praa.g_01704	Prap.g_01708
OG0001070	Praa.g_01705	Prap.g_01707
OG0001071	Praa.g_01706	Prap.g_01706
OG0001072	Praa.g_01707	Prap.g_01705
OG0001073	Praa.g_01708	Prap.g_01704
OG0001074	Praa.g_01709	Prap.g_01703
OG0001075	Praa.g_01710	Prap.g_01702
OG0001076	Praa.g_01711	Prap.g_01701
OG0001077	Praa.g_01712	Prap.g_01700
OG0001078	Praa.g_01713	Prap.g_01699
OG0001079	Praa.g_01714	Prap.g_01698
OG0001080	Praa.g_01715	Prap.g_01697
OG0001081	Praa.g_01718	Prap.g_01693
OG0001082	Praa.g_01719	Prap.g_01692
OG0001083	Praa.g_01720	Prap.g_01689
OG0001084	Praa.g_01722	Prap.g_01690
OG0001085	Praa.g_01723	Prap.g_01691
OG0001086	Praa.g_01724	Prap.g_01694
OG0001087	Praa.g_01725	Prap.g_01695
OG0001088	Praa.g_01726	Prap.g_01696
OG0001089	Praa.g_01733	Prap.g_01686
OG0001090	Praa.g_01735	Prap.g_01684
OG0001091	Praa.g_01736	Prap.g_01683
OG0001092	Praa.g_01737	Prap.g_01682
OG0001093	Praa.g_01738	Prap.g_01681
OG0001094	Praa.g_01739	Prap.g_01680
OG0001095	Praa.g_01740	Prap.g_01679
OG0001096	Praa.g_01741	Prap.g_01678
OG0001097	Praa.g_01742	Prap.g_01677
OG0001098	Praa.g_01743	Prap.g_01676
OG0001099	Praa.g_01744	Prap.g_01675
OG0001100	Praa.g_01745	Prap.g_01674
OG0001101	Praa.g_01746	Prap.g_01673
OG0001102	Praa.g_01747	Prap.g_01672
OG0001103	Praa.g_01748	Prap.g_01671
OG0001104	Praa.g_01749	Prap.g_01670
OG0001105	Praa.g_01750	Prap.g_01669
OG0001106	Praa.g_01751	Prap.g_01668
OG0001107	Praa.g_01752	Prap.g_01667
OG0001108	Praa.g_01753	Prap.g_01666
OG0001109	Praa.g_01754	Prap.g_01665
OG0001110	Praa.g_01755	Prap.g_01664
OG0001111	Praa.g_01756	Prap.g_01663
OG0001112	Praa.g_01757	Prap.g_01662
OG0001113	Praa.g_01758	Prap.g_01661
OG0001114	Praa.g_01759	Prap.g_01660
OG0001115	Praa.g_01760	Prap.g_01659
OG0001116	Praa.g_01761	Prap.g_01658
OG0001117	Praa.g_01762	Prap.g_01657
OG0001118	Praa.g_01763	Prap.g_01656
OG0001119	Praa.g_01764	Prap.g_01655
OG0001120	Praa.g_01765	Prap.g_01654
OG0001121	Praa.g_01767	Prap.g_01652
OG0001122	Praa.g_01768	Prap.g_01651
OG0001123	Praa.g_01769	Prap.g_01650
OG0001124	Praa.g_01771	Prap.g_01647
OG0001125	Praa.g_01773	Prap.g_01645
OG0001126	Praa.g_01774	Prap.g_01644
OG0001127	Praa.g_01776	Prap.g_01641
OG0001128	Praa.g_01777	Prap.g_01640
OG0001129	Praa.g_01778	Prap.g_01639
OG0001130	Praa.g_01781	Prap.g_01636
OG0001131	Praa.g_01782	Prap.g_01635
OG0001132	Praa.g_01783	Prap.g_01634
OG0001133	Praa.g_01784	Prap.g_01633
OG0001134	Praa.g_01785	Prap.g_01632
OG0001135	Praa.g_01786	Prap.g_01631
OG0001136	Praa.g_01787	Prap.g_01630
OG0001137	Praa.g_01788	Prap.g_01629
OG0001138	Praa.g_01789	Prap.g_01628
OG0001139	Praa.g_01790	Prap.g_01626
OG0001140	Praa.g_01791	Prap.g_01625
OG0001141	Praa.g_01792	Prap.g_01624
OG0001142	Praa.g_01796	Prap.g_01620
OG0001143	Praa.g_01797	Prap.g_01619
OG0001144	Praa.g_01798	Prap.g_01618
OG0001145	Praa.g_01799	Prap.g_01617
OG0001146	Praa.g_01800	Prap.g_01616
OG0001147	Praa.g_01801	Prap.g_01615
OG0001148	Praa.g_01802	Prap.g_01614
OG0001149	Praa.g_01804	Prap.g_01612
OG0001150	Praa.g_01805	Prap.g_01611
OG0001151	Praa.g_01807	Prap.g_01607
OG0001152	Praa.g_01808	Prap.g_01606
OG0001153	Praa.g_01809	Prap.g_01605
OG0001154	Praa.g_01811	Prap.g_01603
OG0001155	Praa.g_01813	Prap.g_01601
OG0001156	Praa.g_01815	Prap.g_01599
OG0001157	Praa.g_01816	Prap.g_01597
OG0001158	Praa.g_01818	Prap.g_01595
OG0001159	Praa.g_01819	Prap.g_01594
OG0001160	Praa.g_01820	Prap.g_01593
OG0001161	Praa.g_01821	Prap.g_01592
OG0001162	Praa.g_01822	Prap.g_01591
OG0001163	Praa.g_01823	Prap.g_01590
OG0001164	Praa.g_01824	Prap.g_01589
OG0001165	Praa.g_01825	Prap.g_01588
OG0001166	Praa.g_01826	Prap.g_01587
OG0001167	Praa.g_01827	Prap.g_01585
OG0001168	Praa.g_01828	Prap.g_01584
OG0001169	Praa.g_01829	Prap.g_01583
OG0001170	Praa.g_01830	Prap.g_01582
OG0001171	Praa.g_01831	Prap.g_01581
OG0001172	Praa.g_01833	Prap.g_01579
