Orthogroup	Prbg	Prbj
OG0000548	Prbg.g_00345	Prbj.g_02558
OG0000549	Prbg.g_00346	Prbj.g_02559
OG0000550	Prbg.g_00347	Prbj.g_02560
OG0000551	Prbg.g_00349	Prbj.g_02563
OG0000552	Prbg.g_00350	Prbj.g_02565
OG0000553	Prbg.g_01427	Prbj.g_02566
OG0000554	Prbg.g_01426	Prbj.g_02568
OG0000555	Prbg.g_01425	Prbj.g_02569
OG0000556	Prbg.g_01424	Prbj.g_02570
OG0000557	Prbg.g_01423	Prbj.g_02571
OG0000558	Prbg.g_01422	Prbj.g_02573
OG0000559	Prbg.g_01421	Prbj.g_02574
OG0000560	Prbg.g_01419	Prbj.g_02576
OG0000561	Prbg.g_01418	Prbj.g_02577
OG0000562	Prbg.g_01416	Prbj.g_02579
OG0000563	Prbg.g_01415	Prbj.g_02580
OG0000564	Prbg.g_01414	Prbj.g_02581
OG0000565	Prbg.g_01413	Prbj.g_02589
OG0000566	Prbg.g_01412	Prbj.g_02590
OG0000567	Prbg.g_01411	Prbj.g_02591
OG0000568	Prbg.g_01410	Prbj.g_02592
OG0000569	Prbg.g_01409	Prbj.g_02593
OG0000570	Prbg.g_01408	Prbj.g_02596
OG0000571	Prbg.g_01407	Prbj.g_02597
OG0000572	Prbg.g_01406	Prbj.g_02598
OG0000573	Prbg.g_01403	Prbj.g_00794
OG0000574	Prbg.g_01402	Prbj.g_00803
OG0000575	Prbg.g_01401	Prbj.g_00804
OG0000576	Prbg.g_01400	Prbj.g_00805
OG0000577	Prbg.g_01399	Prbj.g_00806
OG0000578	Prbg.g_01398	Prbj.g_00807
OG0000579	Prbg.g_01397	Prbj.g_00809
OG0000580	Prbg.g_01396	Prbj.g_00812
OG0000581	Prbg.g_01395	Prbj.g_00813
OG0000582	Prbg.g_01394	Prbj.g_00815
OG0000583	Prbg.g_01393	Prbj.g_00816
OG0000584	Prbg.g_01391	Prbj.g_00818
OG0000585	Prbg.g_01390	Prbj.g_00819
OG0000586	Prbg.g_01388	Prbj.g_00821
OG0000587	Prbg.g_01387	Prbj.g_00822
OG0000588	Prbg.g_01111	Prbj.g_00825
OG0000589	Prbg.g_01112	Prbj.g_02707
OG0000590	Prbg.g_01114	Prbj.g_01466
OG0000591	Prbg.g_01120	Prbj.g_00184
OG0000592	Prbg.g_01121	Prbj.g_00760
OG0000593	Prbg.g_01122	Prbj.g_00248
OG0000594	Prbg.g_01125	Prbj.g_02453
OG0000595	Prbg.g_01126	Prbj.g_02636
OG0000596	Prbg.g_01127	Prbj.g_00943
OG0000597	Prbg.g_01129	Prbj.g_00921
OG0000598	Prbg.g_01130	Prbj.g_00927
OG0000599	Prbg.g_01131	Prbj.g_00931
OG0000600	Prbg.g_01132	Prbj.g_00932
OG0000601	Prbg.g_01135	Prbj.g_00946
OG0000602	Prbg.g_01136	Prbj.g_00947
OG0000603	Prbg.g_01137	Prbj.g_00948
OG0000604	Prbg.g_01140	Prbj.g_00754
OG0000605	Prbg.g_01141	Prbj.g_00755
OG0000606	Prbg.g_01142	Prbj.g_00757
OG0000607	Prbg.g_01144	Prbj.g_00759
OG0000608	Prbg.g_01146	Prbj.g_02373
OG0000609	Prbg.g_01939	Prbj.g_02057
OG0000610	Prbg.g_01070	Prbj.g_00168
OG0000611	Prbg.g_01152	Prbj.g_02180
OG0000612	Prbg.g_01153	Prbj.g_02181
OG0000613	Prbg.g_01374	Prbj.g_02182
OG0000614	Prbg.g_01373	Prbj.g_02183
OG0000615	Prbg.g_01371	Prbj.g_02184
OG0000616	Prbg.g_01370	Prbj.g_02185
OG0000617	Prbg.g_01369	Prbj.g_02186
OG0000618	Prbg.g_01368	Prbj.g_02187
OG0000619	Prbg.g_01367	Prbj.g_02189
OG0000620	Prbg.g_01366	Prbj.g_02190
OG0000621	Prbg.g_01365	Prbj.g_02191
OG0000622	Prbg.g_01364	Prbj.g_02192
OG0000623	Prbg.g_01363	Prbj.g_02193
OG0000624	Prbg.g_01361	Prbj.g_02194
OG0000625	Prbg.g_01360	Prbj.g_02195
OG0000626	Prbg.g_01359	Prbj.g_02196
OG0000627	Prbg.g_01358	Prbj.g_02320
OG0000628	Prbg.g_01357	Prbj.g_02319
OG0000629	Prbg.g_01356	Prbj.g_02316
OG0000630	Prbg.g_01355	Prbj.g_02315
OG0000631	Prbg.g_01353	Prbj.g_02312
OG0000632	Prbg.g_01352	Prbj.g_00773
OG0000633	Prbg.g_00006	Prbj.g_01884
OG0000634	Prbg.g_00461	Prbj.g_01607
OG0000635	Prbg.g_00366	Prbj.g_02276
OG0000636	Prbg.g_00365	Prbj.g_02277
OG0000637	Prbg.g_00364	Prbj.g_02278
OG0000638	Prbg.g_00114	Prbj.g_00347
OG0000639	Prbg.g_01254	Prbj.g_01337
OG0000640	Prbg.g_01258	Prbj.g_02311
OG0000641	Prbg.g_01260	Prbj.g_02306
OG0000642	Prbg.g_01261	Prbj.g_02305
OG0000643	Prbg.g_01262	Prbj.g_02304
OG0000644	Prbg.g_01375	Prbj.g_02406
OG0000645	Prbg.g_01154	Prbj.g_02407
OG0000646	Prbg.g_01155	Prbj.g_02408
OG0000647	Prbg.g_01156	Prbj.g_02409
OG0000648	Prbg.g_01158	Prbj.g_02411
OG0000649	Prbg.g_01159	Prbj.g_02412
OG0000650	Prbg.g_01160	Prbj.g_02413
OG0000651	Prbg.g_01161	Prbj.g_02414
OG0000652	Prbg.g_01162	Prbj.g_02415
OG0000653	Prbg.g_01163	Prbj.g_02416
OG0000654	Prbg.g_01165	Prbj.g_02418
OG0000655	Prbg.g_01167	Prbj.g_02420
OG0000656	Prbg.g_01168	Prbj.g_02421
OG0000657	Prbg.g_01169	Prbj.g_02422
OG0000658	Prbg.g_01170	Prbj.g_02423
OG0000659	Prbg.g_01171	Prbj.g_02424
OG0000660	Prbg.g_01172	Prbj.g_02425
OG0000661	Prbg.g_01173	Prbj.g_02427
OG0000662	Prbg.g_01175	Prbj.g_02430
OG0000663	Prbg.g_01176	Prbj.g_02431
OG0000664	Prbg.g_01177	Prbj.g_02432
OG0000665	Prbg.g_01178	Prbj.g_02433
OG0000666	Prbg.g_01179	Prbj.g_02434
OG0000667	Prbg.g_01180	Prbj.g_02435
OG0000668	Prbg.g_01181	Prbj.g_02436
OG0000669	Prbg.g_01183	Prbj.g_02438
OG0000670	Prbg.g_01184	Prbj.g_02439
OG0000671	Prbg.g_01185	Prbj.g_02440
OG0000672	Prbg.g_01186	Prbj.g_02441
OG0000673	Prbg.g_01187	Prbj.g_02442
OG0000674	Prbg.g_01188	Prbj.g_02443
OG0000675	Prbg.g_01190	Prbj.g_02470
OG0000676	Prbg.g_01191	Prbj.g_02471
OG0000677	Prbg.g_01194	Prbj.g_02474
OG0000678	Prbg.g_01196	Prbj.g_02476
OG0000679	Prbg.g_01198	Prbj.g_02478
OG0000680	Prbg.g_01199	Prbj.g_02479
OG0000681	Prbg.g_01200	Prbj.g_02480
OG0000682	Prbg.g_01201	Prbj.g_02481
OG0000683	Prbg.g_01203	Prbj.g_02483
OG0000684	Prbg.g_01204	Prbj.g_02484
OG0000685	Prbg.g_01205	Prbj.g_02485
OG0000686	Prbg.g_01206	Prbj.g_02486
OG0000687	Prbg.g_01207	Prbj.g_02487
OG0000688	Prbg.g_01208	Prbj.g_02488
OG0000689	Prbg.g_01209	Prbj.g_02490
OG0000690	Prbg.g_01210	Prbj.g_02491
OG0000691	Prbg.g_01211	Prbj.g_02492
OG0000692	Prbg.g_01215	Prbj.g_02503
OG0000693	Prbg.g_01216	Prbj.g_02504
OG0000694	Prbg.g_01217	Prbj.g_02507
OG0000695	Prbg.g_01218	Prbj.g_02511
OG0000696	Prbg.g_01219	Prbj.g_02512
OG0000697	Prbg.g_01221	Prbj.g_02514
OG0000698	Prbg.g_01225	Prbj.g_02323
OG0000699	Prbg.g_01226	Prbj.g_02199
OG0000700	Prbg.g_01062	Prbj.g_02215
OG0000701	Prbg.g_01067	Prbj.g_01553
OG0000702	Prbg.g_01073	Prbj.g_02523
OG0000703	Prbg.g_01075	Prbj.g_02333
OG0000704	Prbg.g_01076	Prbj.g_00044
OG0000705	Prbg.g_01078	Prbj.g_02334
OG0000706	Prbg.g_01079	Prbj.g_02335
OG0000707	Prbg.g_01081	Prbj.g_02337
OG0000708	Prbg.g_01082	Prbj.g_02338
OG0000709	Prbg.g_01084	Prbj.g_02340
OG0000710	Prbg.g_01085	Prbj.g_02341
OG0000711	Prbg.g_01086	Prbj.g_02342
OG0000712	Prbg.g_01087	Prbj.g_02343
OG0000713	Prbg.g_01088	Prbj.g_02344
OG0000714	Prbg.g_01090	Prbj.g_02352
OG0000715	Prbg.g_01091	Prbj.g_02354
OG0000716	Prbg.g_01093	Prbj.g_02359
OG0000717	Prbg.g_01094	Prbj.g_02361
OG0000718	Prbg.g_01095	Prbj.g_02364
OG0000719	Prbg.g_01097	Prbj.g_02379
OG0000720	Prbg.g_01098	Prbj.g_02380
OG0000721	Prbg.g_01101	Prbj.g_02382
OG0000722	Prbg.g_01102	Prbj.g_02383
OG0000723	Prbg.g_01103	Prbj.g_02384
OG0000724	Prbg.g_01105	Prbj.g_02397
OG0000725	Prbg.g_01106	Prbj.g_02396
OG0000726	Prbg.g_01107	Prbj.g_02395
OG0000727	Prbg.g_01108	Prbj.g_02394
OG0000728	Prbg.g_01109	Prbj.g_02393
OG0000729	Prbg.g_01110	Prbj.g_02391
OG0000730	Prbg.g_01385	Prbj.g_02388
OG0000731	Prbg.g_01383	Prbj.g_02399
OG0000732	Prbg.g_01382	Prbj.g_02400
OG0000733	Prbg.g_01381	Prbj.g_02401
OG0000734	Prbg.g_01380	Prbj.g_02402
OG0000735	Prbg.g_01378	Prbj.g_02403
OG0000736	Prbg.g_01377	Prbj.g_02404
OG0000737	Prbg.g_01376	Prbj.g_02405
OG0000738	Prbg.g_01263	Prbj.g_02303
OG0000739	Prbg.g_01264	Prbj.g_02302
OG0000740	Prbg.g_01265	Prbj.g_02301
OG0000741	Prbg.g_01266	Prbj.g_02299
OG0000742	Prbg.g_01268	Prbj.g_02297
OG0000743	Prbg.g_01269	Prbj.g_02296
OG0000744	Prbg.g_01270	Prbj.g_02294
OG0000745	Prbg.g_01271	Prbj.g_02293
OG0000746	Prbg.g_01272	Prbj.g_02292
OG0000747	Prbg.g_01273	Prbj.g_00694
OG0000748	Prbg.g_01274	Prbj.g_02284
OG0000749	Prbg.g_01275	Prbj.g_02283
OG0000750	Prbg.g_01277	Prbj.g_02281
OG0000751	Prbg.g_01278	Prbj.g_02280
OG0000752	Prbg.g_01337	Prbj.g_01984
OG0000753	Prbg.g_01280	Prbj.g_02275
OG0000754	Prbg.g_01281	Prbj.g_02274
OG0000755	Prbg.g_01282	Prbj.g_02273
OG0000756	Prbg.g_01284	Prbj.g_02271
OG0000757	Prbg.g_01285	Prbj.g_02270
OG0000758	Prbg.g_01286	Prbj.g_02269
OG0000759	Prbg.g_01288	Prbj.g_02264
OG0000760	Prbg.g_01289	Prbj.g_02263
OG0000761	Prbg.g_01290	Prbj.g_02261
OG0000762	Prbg.g_01292	Prbj.g_02259
OG0000763	Prbg.g_01293	Prbj.g_02257
OG0000764	Prbg.g_01294	Prbj.g_02255
OG0000765	Prbg.g_01295	Prbj.g_02254
OG0000766	Prbg.g_01296	Prbj.g_02253
OG0000767	Prbg.g_01298	Prbj.g_02251
OG0000768	Prbg.g_01299	Prbj.g_02250
OG0000769	Prbg.g_01300	Prbj.g_02249
OG0000770	Prbg.g_01301	Prbj.g_02248
OG0000771	Prbg.g_01302	Prbj.g_02247
OG0000772	Prbg.g_01552	Prbj.g_00722
OG0000773	Prbg.g_01304	Prbj.g_02245
OG0000774	Prbg.g_01305	Prbj.g_02243
OG0000775	Prbg.g_01306	Prbj.g_02241
OG0000776	Prbg.g_01309	Prbj.g_02237
OG0000777	Prbg.g_01310	Prbj.g_02236
OG0000778	Prbg.g_01311	Prbj.g_02235
OG0000779	Prbg.g_01312	Prbj.g_02231
OG0000780	Prbg.g_01314	Prbj.g_02229
OG0000781	Prbg.g_01316	Prbj.g_02225
OG0000782	Prbg.g_01317	Prbj.g_02224
OG0000783	Prbg.g_01321	Prbj.g_02219
OG0000784	Prbg.g_01323	Prbj.g_02217
OG0000785	Prbg.g_01324	Prbj.g_02216
OG0000786	Prbg.g_01325	Prbj.g_02214
OG0000787	Prbg.g_01326	Prbj.g_02213
OG0000788	Prbg.g_01332	Prbj.g_02207
OG0000789	Prbg.g_01335	Prbj.g_02204
OG0000790	Prbg.g_01336	Prbj.g_01985
OG0000791	Prbg.g_01339	Prbj.g_02203
OG0000792	Prbg.g_01340	Prbj.g_02202
OG0000793	Prbg.g_01341	Prbj.g_02201
OG0000794	Prbg.g_01344	Prbj.g_02198
OG0000795	Prbg.g_01245	Prbj.g_01850
OG0000796	Prbg.g_01244	Prbj.g_01849
OG0000797	Prbg.g_01242	Prbj.g_01846
OG0000798	Prbg.g_01241	Prbj.g_01845
OG0000799	Prbg.g_01240	Prbj.g_01844
OG0000800	Prbg.g_01239	Prbj.g_01843
OG0000801	Prbg.g_01236	Prbj.g_01840
OG0000802	Prbg.g_01235	Prbj.g_01839
OG0000803	Prbg.g_01233	Prbj.g_01836
OG0000804	Prbg.g_01232	Prbj.g_01835
OG0000805	Prbg.g_01231	Prbj.g_01834
OG0000806	Prbg.g_01229	Prbj.g_01833
OG0000807	Prbg.g_00141	Prbj.g_02687
OG0000808	Prbg.g_00022	Prbj.g_02537
OG0000809	Prbg.g_01534	Prbj.g_01669
OG0000810	Prbg.g_00361	Prbj.g_00696
OG0000811	Prbg.g_00455	Prbj.g_01289
OG0000812	Prbg.g_01528	Prbj.g_00343
OG0000813	Prbg.g_00123	Prbj.g_00333
OG0000814	Prbg.g_01555	Prbj.g_00634
OG0000815	Prbg.g_00528	Prbj.g_02555
OG0000816	Prbg.g_00750	Prbj.g_01997
OG0000817	Prbg.g_00751	Prbj.g_01991
OG0000818	Prbg.g_00011	Prbj.g_01336
OG0000819	Prbg.g_01508	Prbj.g_00641
OG0000820	Prbg.g_01502	Prbj.g_00627
OG0000821	Prbg.g_01500	Prbj.g_00953
OG0000822	Prbg.g_01499	Prbj.g_00954
OG0000823	Prbg.g_01498	Prbj.g_00955
OG0000824	Prbg.g_01497	Prbj.g_00956
OG0000825	Prbg.g_01496	Prbj.g_00958
OG0000826	Prbg.g_01495	Prbj.g_00959
OG0000827	Prbg.g_01494	Prbj.g_00962
OG0000828	Prbg.g_01493	Prbj.g_00964
OG0000829	Prbg.g_01492	Prbj.g_00965
OG0000830	Prbg.g_01490	Prbj.g_00968
OG0000831	Prbg.g_01487	Prbj.g_00970
OG0000832	Prbg.g_01485	Prbj.g_00972
OG0000833	Prbg.g_01484	Prbj.g_00973
OG0000834	Prbg.g_01483	Prbj.g_00846
OG0000835	Prbg.g_01482	Prbj.g_00845
OG0000836	Prbg.g_01481	Prbj.g_00844
OG0000837	Prbg.g_01478	Prbj.g_00834
OG0000838	Prbg.g_01477	Prbj.g_00832
OG0000839	Prbg.g_01476	Prbj.g_00831
OG0000840	Prbg.g_01475	Prbj.g_00830
OG0000841	Prbg.g_01474	Prbj.g_00829
OG0000842	Prbg.g_01472	Prbj.g_00304
OG0000843	Prbg.g_01471	Prbj.g_00305
OG0000844	Prbg.g_01470	Prbj.g_00307
OG0000845	Prbg.g_01469	Prbj.g_00308
OG0000846	Prbg.g_01467	Prbj.g_00311
OG0000847	Prbg.g_01465	Prbj.g_00312
OG0000848	Prbg.g_01464	Prbj.g_01910
OG0000849	Prbg.g_01461	Prbj.g_01913
OG0000850	Prbg.g_01460	Prbj.g_01914
OG0000851	Prbg.g_01458	Prbj.g_00002
OG0000852	Prbg.g_01456	Prbj.g_00004
OG0000853	Prbg.g_01454	Prbj.g_00006
OG0000854	Prbg.g_01452	Prbj.g_00008
OG0000855	Prbg.g_01451	Prbj.g_00009
OG0000856	Prbg.g_01450	Prbj.g_00010
OG0000857	Prbg.g_01449	Prbj.g_00011
OG0000858	Prbg.g_01448	Prbj.g_00012
OG0000859	Prbg.g_01447	Prbj.g_00013
OG0000860	Prbg.g_01446	Prbj.g_00014
OG0000861	Prbg.g_01445	Prbj.g_01908
OG0000862	Prbg.g_01444	Prbj.g_01907
OG0000863	Prbg.g_01443	Prbj.g_01906
OG0000864	Prbg.g_01442	Prbj.g_01905
OG0000865	Prbg.g_01441	Prbj.g_01903
OG0000866	Prbg.g_01440	Prbj.g_02152
OG0000867	Prbg.g_01439	Prbj.g_02153
OG0000868	Prbg.g_01438	Prbj.g_02155
OG0000869	Prbg.g_01436	Prbj.g_02158
OG0000870	Prbg.g_01435	Prbj.g_02159
OG0000871	Prbg.g_01434	Prbj.g_02163
OG0000872	Prbg.g_01433	Prbj.g_02164
OG0000873	Prbg.g_01431	Prbj.g_02166
OG0000874	Prbg.g_01430	Prbj.g_02167
OG0000875	Prbg.g_01429	Prbj.g_00314
OG0000876	Prbg.g_01428	Prbj.g_00313
OG0000877	Prbg.g_00351	Prbj.g_00019
OG0000878	Prbg.g_01576	Prbj.g_01679
OG0000879	Prbg.g_00466	Prbj.g_00163
OG0000880	Prbg.g_00467	Prbj.g_00162
OG0000881	Prbg.g_00468	Prbj.g_00161
OG0000882	Prbg.g_00469	Prbj.g_01717
OG0000883	Prbg.g_00470	Prbj.g_01719
OG0000884	Prbg.g_00472	Prbj.g_01721
OG0000885	Prbg.g_00473	Prbj.g_01722
OG0000886	Prbg.g_00474	Prbj.g_01723
OG0000887	Prbg.g_00475	Prbj.g_01724
OG0000888	Prbg.g_00476	Prbj.g_01725
OG0000889	Prbg.g_00479	Prbj.g_01729
OG0000890	Prbg.g_00480	Prbj.g_01732
OG0000891	Prbg.g_00481	Prbj.g_01733
OG0000892	Prbg.g_00484	Prbj.g_01736
OG0000893	Prbg.g_00485	Prbj.g_01737
OG0000894	Prbg.g_00486	Prbj.g_01738
OG0000895	Prbg.g_00487	Prbj.g_01739
OG0000896	Prbg.g_00488	Prbj.g_01740
OG0000897	Prbg.g_00489	Prbj.g_01741
OG0000898	Prbg.g_00492	Prbj.g_01744
OG0000899	Prbg.g_00493	Prbj.g_01745
OG0000900	Prbg.g_00505	Prbj.g_00669
OG0000901	Prbg.g_00501	Prbj.g_00121
OG0000902	Prbg.g_00218	Prbj.g_00094
OG0000903	Prbg.g_01551	Prbj.g_02508
OG0000904	Prbg.g_00690	Prbj.g_00687
OG0000905	Prbg.g_01529	Prbj.g_01837
OG0000906	Prbg.g_01511	Prbj.g_02689
OG0000907	Prbg.g_01223	Prbj.g_02521
OG0000908	Prbg.g_01548	Prbj.g_00873
OG0000909	Prbg.g_00531	Prbj.g_01640
OG0000910	Prbg.g_00532	Prbj.g_01641
OG0000911	Prbg.g_00533	Prbj.g_01642
OG0000912	Prbg.g_00534	Prbj.g_01643
OG0000913	Prbg.g_00535	Prbj.g_01644
OG0000914	Prbg.g_00536	Prbj.g_01645
OG0000915	Prbg.g_00537	Prbj.g_01646
OG0000916	Prbg.g_00538	Prbj.g_01647
OG0000917	Prbg.g_00539	Prbj.g_01649
OG0000918	Prbg.g_00540	Prbj.g_01650
OG0000919	Prbg.g_00541	Prbj.g_01651
OG0000920	Prbg.g_00542	Prbj.g_01652
OG0000921	Prbg.g_00543	Prbj.g_01653
OG0000922	Prbg.g_00544	Prbj.g_01654
OG0000923	Prbg.g_00545	Prbj.g_01655
OG0000924	Prbg.g_00546	Prbj.g_01656
OG0000925	Prbg.g_00547	Prbj.g_01657
OG0000926	Prbg.g_01829	Prbj.g_01514
OG0000927	Prbg.g_00574	Prbj.g_01304
OG0000928	Prbg.g_00575	Prbj.g_01303
OG0000929	Prbg.g_00576	Prbj.g_01302
OG0000930	Prbg.g_00577	Prbj.g_01294
OG0000931	Prbg.g_00578	Prbj.g_01293
OG0000932	Prbg.g_00580	Prbj.g_01041
OG0000933	Prbg.g_00581	Prbj.g_01043
OG0000934	Prbg.g_00582	Prbj.g_01044
OG0000935	Prbg.g_00583	Prbj.g_01045
OG0000936	Prbg.g_00584	Prbj.g_01046
OG0000937	Prbg.g_00585	Prbj.g_01047
OG0000938	Prbg.g_00586	Prbj.g_01049
OG0000939	Prbg.g_00587	Prbj.g_01050
OG0000940	Prbg.g_00588	Prbj.g_01052
OG0000941	Prbg.g_00589	Prbj.g_01054
OG0000942	Prbg.g_00590	Prbj.g_01055
OG0000943	Prbg.g_00593	Prbj.g_01058
OG0000944	Prbg.g_00594	Prbj.g_01067
OG0000945	Prbg.g_00595	Prbj.g_01068
OG0000946	Prbg.g_00596	Prbj.g_01069
OG0000947	Prbg.g_00597	Prbj.g_01070
OG0000948	Prbg.g_00598	Prbj.g_01071
OG0000949	Prbg.g_00599	Prbj.g_01072
OG0000950	Prbg.g_00600	Prbj.g_01073
OG0000951	Prbg.g_00601	Prbj.g_01074
OG0000952	Prbg.g_00602	Prbj.g_01075
OG0000953	Prbg.g_00603	Prbj.g_01076
OG0000954	Prbg.g_00604	Prbj.g_01077
OG0000955	Prbg.g_00605	Prbj.g_01078
OG0000956	Prbg.g_00606	Prbj.g_01079
OG0000957	Prbg.g_00607	Prbj.g_01080
OG0000958	Prbg.g_00608	Prbj.g_00631
OG0000959	Prbg.g_00609	Prbj.g_00632
OG0000960	Prbg.g_00610	Prbj.g_00633
OG0000961	Prbg.g_00614	Prbj.g_00640
OG0000962	Prbg.g_00615	Prbj.g_00642
OG0000963	Prbg.g_00616	Prbj.g_00643
OG0000964	Prbg.g_00618	Prbj.g_00646
OG0000965	Prbg.g_00619	Prbj.g_00647
OG0000966	Prbg.g_00620	Prbj.g_00648
OG0000967	Prbg.g_00621	Prbj.g_00649
OG0000968	Prbg.g_00622	Prbj.g_00650
OG0000969	Prbg.g_00623	Prbj.g_00651
OG0000970	Prbg.g_00624	Prbj.g_00652
OG0000971	Prbg.g_00625	Prbj.g_00653
OG0000972	Prbg.g_00626	Prbj.g_00654
OG0000973	Prbg.g_00627	Prbj.g_00655
OG0000974	Prbg.g_00629	Prbj.g_00657
OG0000975	Prbg.g_00635	Prbj.g_00036
OG0000976	Prbg.g_00637	Prbj.g_01674
OG0000977	Prbg.g_00639	Prbj.g_01684
OG0000978	Prbg.g_00641	Prbj.g_01686
OG0000979	Prbg.g_00643	Prbj.g_01688
OG0000980	Prbg.g_00644	Prbj.g_01689
OG0000981	Prbg.g_00645	Prbj.g_02538
OG0000982	Prbg.g_00646	Prbj.g_01690
OG0000983	Prbg.g_00648	Prbj.g_01692
OG0000984	Prbg.g_00649	Prbj.g_01693
OG0000985	Prbg.g_00650	Prbj.g_01694
OG0000986	Prbg.g_00651	Prbj.g_01696
OG0000987	Prbg.g_00652	Prbj.g_01697
OG0000988	Prbg.g_00653	Prbj.g_01699
OG0000989	Prbg.g_00654	Prbj.g_01700
OG0000990	Prbg.g_00655	Prbj.g_01701
OG0000991	Prbg.g_00656	Prbj.g_01702
OG0000992	Prbg.g_00657	Prbj.g_01703
OG0000993	Prbg.g_00658	Prbj.g_01704
OG0000994	Prbg.g_00659	Prbj.g_01705
OG0000995	Prbg.g_00660	Prbj.g_01707
OG0000996	Prbg.g_00661	Prbj.g_01708
OG0000997	Prbg.g_00662	Prbj.g_01709
OG0000998	Prbg.g_00663	Prbj.g_01710
OG0000999	Prbg.g_00664	Prbj.g_01711
OG0001000	Prbg.g_00665	Prbj.g_01712
OG0001001	Prbg.g_00667	Prbj.g_01713
OG0001002	Prbg.g_00668	Prbj.g_00888
OG0001003	Prbg.g_00669	Prbj.g_00887
OG0001004	Prbg.g_00670	Prbj.g_00185
OG0001005	Prbg.g_00673	Prbj.g_00884
OG0001006	Prbg.g_00674	Prbj.g_00883
OG0001007	Prbg.g_00675	Prbj.g_00882
OG0001008	Prbg.g_00677	Prbj.g_00880
OG0001009	Prbg.g_00678	Prbj.g_00879
OG0001010	Prbg.g_01593	Prbj.g_02535
OG0001011	Prbg.g_00348	Prbj.g_02561
OG0001012	Prbg.g_01174	Prbj.g_02429
OG0001013	Prbg.g_01643	Prbj.g_00868
OG0001014	Prbg.g_01644	Prbj.g_00867
OG0001015	Prbg.g_01651	Prbj.g_00856
OG0001016	Prbg.g_01652	Prbj.g_00855
OG0001017	Prbg.g_01653	Prbj.g_00854
OG0001018	Prbg.g_01654	Prbj.g_00852
OG0001019	Prbg.g_01656	Prbj.g_00495
OG0001020	Prbg.g_01657	Prbj.g_00494
OG0001021	Prbg.g_01658	Prbj.g_00493
OG0001022	Prbg.g_01659	Prbj.g_00492
OG0001023	Prbg.g_01660	Prbj.g_00491
OG0001024	Prbg.g_01662	Prbj.g_00489
OG0001025	Prbg.g_01663	Prbj.g_00488
OG0001026	Prbg.g_01664	Prbj.g_00487
OG0001027	Prbg.g_01665	Prbj.g_00486
OG0001028	Prbg.g_01666	Prbj.g_00485
OG0001029	Prbg.g_01667	Prbj.g_00484
OG0001030	Prbg.g_01668	Prbj.g_00483
OG0001031	Prbg.g_01669	Prbj.g_00482
OG0001032	Prbg.g_01670	Prbj.g_00481
OG0001033	Prbg.g_01671	Prbj.g_00480
OG0001034	Prbg.g_01672	Prbj.g_00478
OG0001035	Prbg.g_01674	Prbj.g_00476
OG0001036	Prbg.g_01675	Prbj.g_00475
OG0001037	Prbg.g_01676	Prbj.g_00473
OG0001038	Prbg.g_01677	Prbj.g_00472
OG0001039	Prbg.g_01678	Prbj.g_00471
OG0001040	Prbg.g_01679	Prbj.g_00470
OG0001041	Prbg.g_01680	Prbj.g_00469
OG0001042	Prbg.g_01681	Prbj.g_00467
OG0001043	Prbg.g_01682	Prbj.g_00466
OG0001044	Prbg.g_01683	Prbj.g_00465
OG0001045	Prbg.g_01684	Prbj.g_00464
OG0001046	Prbg.g_01685	Prbj.g_00463
OG0001047	Prbg.g_01688	Prbj.g_00459
OG0001048	Prbg.g_01690	Prbj.g_00457
OG0001049	Prbg.g_01691	Prbj.g_00456
OG0001050	Prbg.g_01692	Prbj.g_00455
OG0001051	Prbg.g_01693	Prbj.g_00454
OG0001052	Prbg.g_01694	Prbj.g_00453
OG0001053	Prbg.g_01696	Prbj.g_00451
OG0001054	Prbg.g_01698	Prbj.g_00449
OG0001055	Prbg.g_01699	Prbj.g_00448
OG0001056	Prbg.g_01700	Prbj.g_00447
OG0001057	Prbg.g_01701	Prbj.g_00446
OG0001058	Prbg.g_01702	Prbj.g_00445
OG0001059	Prbg.g_01703	Prbj.g_00444
OG0001060	Prbg.g_01704	Prbj.g_00443
OG0001061	Prbg.g_01705	Prbj.g_00442
OG0001062	Prbg.g_01706	Prbj.g_00428
OG0001063	Prbg.g_01707	Prbj.g_00427
OG0001064	Prbg.g_01709	Prbj.g_00425
OG0001065	Prbg.g_01713	Prbj.g_02660
OG0001066	Prbg.g_01715	Prbj.g_02657
OG0001067	Prbg.g_01716	Prbj.g_02656
OG0001068	Prbg.g_01719	Prbj.g_02652
OG0001069	Prbg.g_01720	Prbj.g_02651
OG0001070	Prbg.g_01721	Prbj.g_02650
OG0001071	Prbg.g_01722	Prbj.g_02649
OG0001072	Prbg.g_01723	Prbj.g_02648
OG0001073	Prbg.g_01724	Prbj.g_02647
OG0001074	Prbg.g_01725	Prbj.g_02646
OG0001075	Prbg.g_01726	Prbj.g_02645
OG0001076	Prbg.g_01727	Prbj.g_02644
OG0001077	Prbg.g_01728	Prbj.g_02643
OG0001078	Prbg.g_01729	Prbj.g_02641
OG0001079	Prbg.g_01730	Prbj.g_02640
OG0001080	Prbg.g_01731	Prbj.g_02639
OG0001081	Prbg.g_01735	Prbj.g_01027
OG0001082	Prbg.g_01736	Prbj.g_01028
OG0001083	Prbg.g_01739	Prbj.g_01032
OG0001084	Prbg.g_01738	Prbj.g_01030
