Orthogroup	Prbg	Praa
OG0000568	Prbg.g_01410	Praa.g_00646
OG0000569	Prbg.g_01409	Praa.g_00647
OG0000570	Prbg.g_01408	Praa.g_00648
OG0000571	Prbg.g_01407	Praa.g_00649
OG0000572	Prbg.g_01406	Praa.g_00650
OG0000573	Prbg.g_01403	Praa.g_00653
OG0000574	Prbg.g_01402	Praa.g_00654
OG0000575	Prbg.g_01401	Praa.g_00655
OG0000576	Prbg.g_01400	Praa.g_00656
OG0000577	Prbg.g_01399	Praa.g_00657
OG0000578	Prbg.g_01398	Praa.g_00658
OG0000579	Prbg.g_01397	Praa.g_00659
OG0000580	Prbg.g_01396	Praa.g_00660
OG0000581	Prbg.g_01395	Praa.g_00661
OG0000582	Prbg.g_01394	Praa.g_00662
OG0000583	Prbg.g_01393	Praa.g_00663
OG0000584	Prbg.g_01391	Praa.g_00664
OG0000585	Prbg.g_01390	Praa.g_00665
OG0000586	Prbg.g_01388	Praa.g_00667
OG0000587	Prbg.g_01387	Praa.g_00668
OG0000588	Prbg.g_01111	Praa.g_00670
OG0000589	Prbg.g_01112	Praa.g_00671
OG0000590	Prbg.g_01114	Praa.g_00673
OG0000591	Prbg.g_01120	Praa.g_00679
OG0000592	Prbg.g_01121	Praa.g_00680
OG0000593	Prbg.g_01122	Praa.g_00681
OG0000594	Prbg.g_01125	Praa.g_00683
OG0000595	Prbg.g_01126	Praa.g_00684
OG0000596	Prbg.g_01127	Praa.g_00685
OG0000597	Prbg.g_01129	Praa.g_00687
OG0000598	Prbg.g_01130	Praa.g_00688
OG0000599	Prbg.g_01131	Praa.g_00689
OG0000600	Prbg.g_01132	Praa.g_00690
OG0000601	Prbg.g_01135	Praa.g_00692
OG0000602	Prbg.g_01136	Praa.g_00693
OG0000603	Prbg.g_01137	Praa.g_00694
OG0000604	Prbg.g_01140	Praa.g_00695
OG0000605	Prbg.g_01141	Praa.g_00696
OG0000606	Prbg.g_01142	Praa.g_00697
OG0000607	Prbg.g_01144	Praa.g_00699
OG0000608	Prbg.g_01146	Praa.g_00700
OG0000609	Prbg.g_01939	Praa.g_00704
OG0000610	Prbg.g_01070	Praa.g_00705
OG0000611	Prbg.g_01152	Praa.g_00712
OG0000612	Prbg.g_01153	Praa.g_00713
OG0000613	Prbg.g_01374	Praa.g_00714
OG0000614	Prbg.g_01373	Praa.g_00715
OG0000615	Prbg.g_01371	Praa.g_00717
OG0000616	Prbg.g_01370	Praa.g_00718
OG0000617	Prbg.g_01369	Praa.g_00719
OG0000618	Prbg.g_01368	Praa.g_00720
OG0000619	Prbg.g_01367	Praa.g_00721
OG0000620	Prbg.g_01366	Praa.g_00722
OG0000621	Prbg.g_01365	Praa.g_00723
OG0000622	Prbg.g_01364	Praa.g_00724
OG0000623	Prbg.g_01363	Praa.g_00725
OG0000624	Prbg.g_01361	Praa.g_00726
OG0000625	Prbg.g_01360	Praa.g_00727
OG0000626	Prbg.g_01359	Praa.g_00728
OG0000627	Prbg.g_01358	Praa.g_00729
OG0000628	Prbg.g_01357	Praa.g_00730
OG0000629	Prbg.g_01356	Praa.g_00731
OG0000630	Prbg.g_01355	Praa.g_00732
OG0000631	Prbg.g_01353	Praa.g_00734
OG0000632	Prbg.g_01352	Praa.g_00747
OG0000633	Prbg.g_00006	Praa.g_00751
OG0000634	Prbg.g_00461	Praa.g_00764
OG0000635	Prbg.g_00366	Praa.g_00766
OG0000636	Prbg.g_00365	Praa.g_00767
OG0000637	Prbg.g_00364	Praa.g_00768
OG0000638	Prbg.g_00114	Praa.g_00780
OG0000639	Prbg.g_01254	Praa.g_00789
OG0000640	Prbg.g_01258	Praa.g_00791
OG0000641	Prbg.g_01260	Praa.g_00794
OG0000642	Prbg.g_01261	Praa.g_00795
OG0000643	Prbg.g_01262	Praa.g_00796
OG0000644	Prbg.g_01375	Praa.g_00797
OG0000645	Prbg.g_01154	Praa.g_00798
OG0000646	Prbg.g_01155	Praa.g_00799
OG0000647	Prbg.g_01156	Praa.g_00800
OG0000648	Prbg.g_01158	Praa.g_00802
OG0000649	Prbg.g_01159	Praa.g_00803
OG0000650	Prbg.g_01160	Praa.g_00804
OG0000651	Prbg.g_01161	Praa.g_00805
OG0000652	Prbg.g_01162	Praa.g_00806
OG0000653	Prbg.g_01163	Praa.g_00807
OG0000654	Prbg.g_01165	Praa.g_00809
OG0000655	Prbg.g_01167	Praa.g_00812
OG0000656	Prbg.g_01168	Praa.g_00813
OG0000657	Prbg.g_01169	Praa.g_00814
OG0000658	Prbg.g_01170	Praa.g_00815
OG0000659	Prbg.g_01171	Praa.g_00816
OG0000660	Prbg.g_01172	Praa.g_00817
OG0000661	Prbg.g_01173	Praa.g_00818
OG0000662	Prbg.g_01175	Praa.g_00819
OG0000663	Prbg.g_01176	Praa.g_00820
OG0000664	Prbg.g_01177	Praa.g_00821
OG0000665	Prbg.g_01178	Praa.g_00822
OG0000666	Prbg.g_01179	Praa.g_00823
OG0000667	Prbg.g_01180	Praa.g_00824
OG0000668	Prbg.g_01181	Praa.g_00825
OG0000669	Prbg.g_01183	Praa.g_00827
OG0000670	Prbg.g_01184	Praa.g_00828
OG0000671	Prbg.g_01185	Praa.g_00829
OG0000672	Prbg.g_01186	Praa.g_00830
OG0000673	Prbg.g_01187	Praa.g_00831
OG0000674	Prbg.g_01188	Praa.g_00832
OG0000675	Prbg.g_01190	Praa.g_00834
OG0000676	Prbg.g_01191	Praa.g_00835
OG0000677	Prbg.g_01194	Praa.g_00838
OG0000678	Prbg.g_01196	Praa.g_00840
OG0000679	Prbg.g_01198	Praa.g_00841
OG0000680	Prbg.g_01199	Praa.g_00842
OG0000681	Prbg.g_01200	Praa.g_00843
OG0000682	Prbg.g_01201	Praa.g_00844
OG0000683	Prbg.g_01203	Praa.g_00846
OG0000684	Prbg.g_01204	Praa.g_00847
OG0000685	Prbg.g_01205	Praa.g_00848
OG0000686	Prbg.g_01206	Praa.g_00849
OG0000687	Prbg.g_01207	Praa.g_00850
OG0000688	Prbg.g_01208	Praa.g_00851
OG0000689	Prbg.g_01209	Praa.g_00852
OG0000690	Prbg.g_01210	Praa.g_00853
OG0000691	Prbg.g_01211	Praa.g_00854
OG0000692	Prbg.g_01215	Praa.g_00856
OG0000693	Prbg.g_01216	Praa.g_00857
OG0000694	Prbg.g_01217	Praa.g_00858
OG0000695	Prbg.g_01218	Praa.g_00859
OG0000696	Prbg.g_01219	Praa.g_00860
OG0000697	Prbg.g_01221	Praa.g_00862
OG0000698	Prbg.g_01225	Praa.g_00864
OG0000699	Prbg.g_01226	Praa.g_00865
OG0000700	Prbg.g_01062	Praa.g_00892
OG0000701	Prbg.g_01067	Praa.g_00896
OG0000702	Prbg.g_01073	Praa.g_00899
OG0000703	Prbg.g_01075	Praa.g_00900
OG0000704	Prbg.g_01076	Praa.g_00901
OG0000705	Prbg.g_01078	Praa.g_00902
OG0000706	Prbg.g_01079	Praa.g_00903
OG0000707	Prbg.g_01081	Praa.g_00904
OG0000708	Prbg.g_01082	Praa.g_00905
OG0000709	Prbg.g_01084	Praa.g_00907
OG0000710	Prbg.g_01085	Praa.g_00908
OG0000711	Prbg.g_01086	Praa.g_00909
OG0000712	Prbg.g_01087	Praa.g_00910
OG0000713	Prbg.g_01088	Praa.g_00911
OG0000714	Prbg.g_01090	Praa.g_00913
OG0000715	Prbg.g_01091	Praa.g_00914
OG0000716	Prbg.g_01093	Praa.g_00916
OG0000717	Prbg.g_01094	Praa.g_00917
OG0000718	Prbg.g_01095	Praa.g_00918
OG0000719	Prbg.g_01097	Praa.g_00920
OG0000720	Prbg.g_01098	Praa.g_00921
OG0000721	Prbg.g_01101	Praa.g_00923
OG0000722	Prbg.g_01102	Praa.g_00924
OG0000723	Prbg.g_01103	Praa.g_00925
OG0000724	Prbg.g_01105	Praa.g_00926
OG0000725	Prbg.g_01106	Praa.g_00927
OG0000726	Prbg.g_01107	Praa.g_00928
OG0000727	Prbg.g_01108	Praa.g_00929
OG0000728	Prbg.g_01109	Praa.g_00930
OG0000729	Prbg.g_01110	Praa.g_00931
OG0000730	Prbg.g_01385	Praa.g_00932
OG0000731	Prbg.g_01383	Praa.g_00933
OG0000732	Prbg.g_01382	Praa.g_00934
OG0000733	Prbg.g_01381	Praa.g_00935
OG0000734	Prbg.g_01380	Praa.g_00936
OG0000735	Prbg.g_01378	Praa.g_00938
OG0000736	Prbg.g_01377	Praa.g_00939
OG0000737	Prbg.g_01376	Praa.g_00940
OG0000738	Prbg.g_01263	Praa.g_00941
OG0000739	Prbg.g_01264	Praa.g_00942
OG0000740	Prbg.g_01265	Praa.g_00943
OG0000741	Prbg.g_01266	Praa.g_00944
OG0000742	Prbg.g_01268	Praa.g_00946
OG0000743	Prbg.g_01269	Praa.g_00947
OG0000744	Prbg.g_01270	Praa.g_00948
OG0000745	Prbg.g_01271	Praa.g_00949
OG0000746	Prbg.g_01272	Praa.g_00950
OG0000747	Prbg.g_01273	Praa.g_00951
OG0000748	Prbg.g_01274	Praa.g_00952
OG0000749	Prbg.g_01275	Praa.g_00953
OG0000750	Prbg.g_01277	Praa.g_00954
OG0000751	Prbg.g_01278	Praa.g_00955
OG0000752	Prbg.g_01337	Praa.g_00956
OG0000753	Prbg.g_01280	Praa.g_00958
OG0000754	Prbg.g_01281	Praa.g_00959
OG0000755	Prbg.g_01282	Praa.g_00960
OG0000756	Prbg.g_01284	Praa.g_00961
OG0000757	Prbg.g_01285	Praa.g_00962
OG0000758	Prbg.g_01286	Praa.g_00963
OG0000759	Prbg.g_01288	Praa.g_00965
OG0000760	Prbg.g_01289	Praa.g_00966
OG0000761	Prbg.g_01290	Praa.g_00967
OG0000762	Prbg.g_01292	Praa.g_00969
OG0000763	Prbg.g_01293	Praa.g_00970
OG0000764	Prbg.g_01294	Praa.g_00971
OG0000765	Prbg.g_01295	Praa.g_00972
OG0000766	Prbg.g_01296	Praa.g_00973
OG0000767	Prbg.g_01298	Praa.g_00975
OG0000768	Prbg.g_01299	Praa.g_00976
OG0000769	Prbg.g_01300	Praa.g_00977
OG0000770	Prbg.g_01301	Praa.g_00978
OG0000771	Prbg.g_01302	Praa.g_00979
OG0000772	Prbg.g_01552	Praa.g_00980
OG0000773	Prbg.g_01304	Praa.g_00981
OG0000774	Prbg.g_01305	Praa.g_00982
OG0000775	Prbg.g_01306	Praa.g_00983
OG0000776	Prbg.g_01309	Praa.g_00985
OG0000777	Prbg.g_01310	Praa.g_00987
OG0000778	Prbg.g_01311	Praa.g_00988
OG0000779	Prbg.g_01312	Praa.g_00989
OG0000780	Prbg.g_01314	Praa.g_00991
OG0000781	Prbg.g_01316	Praa.g_00993
OG0000782	Prbg.g_01317	Praa.g_00994
OG0000783	Prbg.g_01321	Praa.g_01008
OG0000784	Prbg.g_01323	Praa.g_01010
OG0000785	Prbg.g_01324	Praa.g_01011
OG0000786	Prbg.g_01325	Praa.g_01012
OG0000787	Prbg.g_01326	Praa.g_01013
OG0000788	Prbg.g_01332	Praa.g_01017
OG0000789	Prbg.g_01335	Praa.g_01019
OG0000790	Prbg.g_01336	Praa.g_01020
OG0000791	Prbg.g_01339	Praa.g_01021
OG0000792	Prbg.g_01340	Praa.g_01022
OG0000793	Prbg.g_01341	Praa.g_01023
OG0000794	Prbg.g_01344	Praa.g_01025
OG0000795	Prbg.g_01245	Praa.g_01028
OG0000796	Prbg.g_01244	Praa.g_01029
OG0000797	Prbg.g_01242	Praa.g_01031
OG0000798	Prbg.g_01241	Praa.g_01032
OG0000799	Prbg.g_01240	Praa.g_01033
OG0000800	Prbg.g_01239	Praa.g_01034
OG0000801	Prbg.g_01236	Praa.g_01037
OG0000802	Prbg.g_01235	Praa.g_01038
OG0000803	Prbg.g_01233	Praa.g_01040
OG0000804	Prbg.g_01232	Praa.g_01041
OG0000805	Prbg.g_01231	Praa.g_01042
OG0000806	Prbg.g_01229	Praa.g_01044
OG0000807	Prbg.g_00141	Praa.g_01070
OG0000808	Prbg.g_00022	Praa.g_01080
OG0000809	Prbg.g_01534	Praa.g_01083
OG0000810	Prbg.g_00361	Praa.g_01084
OG0000811	Prbg.g_00455	Praa.g_01091
OG0000812	Prbg.g_01528	Praa.g_01095
OG0000813	Prbg.g_00123	Praa.g_01099
OG0000814	Prbg.g_01555	Praa.g_01101
OG0000815	Prbg.g_00528	Praa.g_01115
OG0000816	Prbg.g_00750	Praa.g_01128
OG0000817	Prbg.g_00751	Praa.g_01129
OG0000818	Prbg.g_00011	Praa.g_01134
OG0000819	Prbg.g_01508	Praa.g_01141
OG0000820	Prbg.g_01502	Praa.g_01145
OG0000821	Prbg.g_01500	Praa.g_01147
OG0000822	Prbg.g_01499	Praa.g_01148
OG0000823	Prbg.g_01498	Praa.g_01149
OG0000824	Prbg.g_01497	Praa.g_01150
OG0000825	Prbg.g_01496	Praa.g_01151
OG0000826	Prbg.g_01495	Praa.g_01152
OG0000827	Prbg.g_01494	Praa.g_01153
OG0000828	Prbg.g_01493	Praa.g_01154
OG0000829	Prbg.g_01492	Praa.g_01155
OG0000830	Prbg.g_01490	Praa.g_01156
OG0000831	Prbg.g_01487	Praa.g_01158
OG0000832	Prbg.g_01485	Praa.g_01160
OG0000833	Prbg.g_01484	Praa.g_01161
OG0000834	Prbg.g_01483	Praa.g_01162
OG0000835	Prbg.g_01482	Praa.g_01163
OG0000836	Prbg.g_01481	Praa.g_01164
OG0000837	Prbg.g_01478	Praa.g_01166
OG0000838	Prbg.g_01477	Praa.g_01167
OG0000839	Prbg.g_01476	Praa.g_01168
OG0000840	Prbg.g_01475	Praa.g_01169
OG0000841	Prbg.g_01474	Praa.g_01170
OG0000842	Prbg.g_01472	Praa.g_01171
OG0000843	Prbg.g_01471	Praa.g_01172
OG0000844	Prbg.g_01470	Praa.g_01173
OG0000845	Prbg.g_01469	Praa.g_01174
OG0000846	Prbg.g_01467	Praa.g_01177
OG0000847	Prbg.g_01465	Praa.g_01179
OG0000848	Prbg.g_01464	Praa.g_01180
OG0000849	Prbg.g_01461	Praa.g_01181
OG0000850	Prbg.g_01460	Praa.g_01182
OG0000851	Prbg.g_01458	Praa.g_01183
OG0000852	Prbg.g_01456	Praa.g_01185
OG0000853	Prbg.g_01454	Praa.g_01186
OG0000854	Prbg.g_01452	Praa.g_01188
OG0000855	Prbg.g_01451	Praa.g_01189
OG0000856	Prbg.g_01450	Praa.g_01190
OG0000857	Prbg.g_01449	Praa.g_01191
OG0000858	Prbg.g_01448	Praa.g_01192
OG0000859	Prbg.g_01447	Praa.g_01193
OG0000860	Prbg.g_01446	Praa.g_01194
OG0000861	Prbg.g_01445	Praa.g_01195
OG0000862	Prbg.g_01444	Praa.g_01196
OG0000863	Prbg.g_01443	Praa.g_01197
OG0000864	Prbg.g_01442	Praa.g_01198
OG0000865	Prbg.g_01441	Praa.g_01199
OG0000866	Prbg.g_01440	Praa.g_01200
OG0000867	Prbg.g_01439	Praa.g_01201
OG0000868	Prbg.g_01438	Praa.g_01202
OG0000869	Prbg.g_01436	Praa.g_01204
OG0000870	Prbg.g_01435	Praa.g_01205
OG0000871	Prbg.g_01434	Praa.g_01207
OG0000872	Prbg.g_01433	Praa.g_01208
OG0000873	Prbg.g_01431	Praa.g_01210
OG0000874	Prbg.g_01430	Praa.g_01211
OG0000875	Prbg.g_01429	Praa.g_01212
OG0000876	Prbg.g_01428	Praa.g_01213
OG0000877	Prbg.g_00351	Praa.g_01215
OG0000878	Prbg.g_01576	Praa.g_01290
OG0000879	Prbg.g_00466	Praa.g_01307
OG0000880	Prbg.g_00467	Praa.g_01308
OG0000881	Prbg.g_00468	Praa.g_01309
OG0000882	Prbg.g_00469	Praa.g_01310
OG0000883	Prbg.g_00470	Praa.g_01311
OG0000884	Prbg.g_00472	Praa.g_01313
OG0000885	Prbg.g_00473	Praa.g_01314
OG0000886	Prbg.g_00474	Praa.g_01315
OG0000887	Prbg.g_00475	Praa.g_01316
OG0000888	Prbg.g_00476	Praa.g_01317
OG0000889	Prbg.g_00479	Praa.g_01320
OG0000890	Prbg.g_00480	Praa.g_01321
OG0000891	Prbg.g_00481	Praa.g_01322
OG0000892	Prbg.g_00484	Praa.g_01324
OG0000893	Prbg.g_00485	Praa.g_01325
OG0000894	Prbg.g_00486	Praa.g_01326
OG0000895	Prbg.g_00487	Praa.g_01327
OG0000896	Prbg.g_00488	Praa.g_01328
OG0000897	Prbg.g_00489	Praa.g_01329
OG0000898	Prbg.g_00492	Praa.g_01331
OG0000899	Prbg.g_00493	Praa.g_01332
OG0000900	Prbg.g_00505	Praa.g_01348
OG0000901	Prbg.g_00501	Praa.g_01352
OG0000902	Prbg.g_00218	Praa.g_01353
OG0000903	Prbg.g_01551	Praa.g_01354
OG0000904	Prbg.g_00690	Praa.g_01356
OG0000905	Prbg.g_01529	Praa.g_01358
OG0000906	Prbg.g_01511	Praa.g_01360
OG0000907	Prbg.g_01223	Praa.g_01361
OG0000908	Prbg.g_01548	Praa.g_01364
OG0000909	Prbg.g_00531	Praa.g_01368
OG0000910	Prbg.g_00532	Praa.g_01369
OG0000911	Prbg.g_00533	Praa.g_01370
OG0000912	Prbg.g_00534	Praa.g_01371
OG0000913	Prbg.g_00535	Praa.g_01372
OG0000914	Prbg.g_00536	Praa.g_01373
OG0000915	Prbg.g_00537	Praa.g_01374
OG0000916	Prbg.g_00538	Praa.g_01375
OG0000917	Prbg.g_00539	Praa.g_01376
OG0000918	Prbg.g_00540	Praa.g_01377
OG0000919	Prbg.g_00541	Praa.g_01378
OG0000920	Prbg.g_00542	Praa.g_01379
OG0000921	Prbg.g_00543	Praa.g_01380
OG0000922	Prbg.g_00544	Praa.g_01381
OG0000923	Prbg.g_00545	Praa.g_01382
OG0000924	Prbg.g_00546	Praa.g_01383
OG0000925	Prbg.g_00547	Praa.g_01384
OG0000926	Prbg.g_01829	Praa.g_01395
OG0000927	Prbg.g_00574	Praa.g_01458
OG0000928	Prbg.g_00575	Praa.g_01459
OG0000929	Prbg.g_00576	Praa.g_01460
OG0000930	Prbg.g_00577	Praa.g_01461
OG0000931	Prbg.g_00578	Praa.g_01462
OG0000932	Prbg.g_00580	Praa.g_01464
OG0000933	Prbg.g_00581	Praa.g_01465
OG0000934	Prbg.g_00582	Praa.g_01466
OG0000935	Prbg.g_00583	Praa.g_01467
OG0000936	Prbg.g_00584	Praa.g_01468
OG0000937	Prbg.g_00585	Praa.g_01469
OG0000938	Prbg.g_00586	Praa.g_01470
OG0000939	Prbg.g_00587	Praa.g_01471
OG0000940	Prbg.g_00588	Praa.g_01472
OG0000941	Prbg.g_00589	Praa.g_01474
OG0000942	Prbg.g_00590	Praa.g_01475
OG0000943	Prbg.g_00593	Praa.g_01478
OG0000944	Prbg.g_00594	Praa.g_01479
OG0000945	Prbg.g_00595	Praa.g_01480
OG0000946	Prbg.g_00596	Praa.g_01481
OG0000947	Prbg.g_00597	Praa.g_01482
OG0000948	Prbg.g_00598	Praa.g_01483
OG0000949	Prbg.g_00599	Praa.g_01484
OG0000950	Prbg.g_00600	Praa.g_01485
OG0000951	Prbg.g_00601	Praa.g_01486
OG0000952	Prbg.g_00602	Praa.g_01487
OG0000953	Prbg.g_00603	Praa.g_01488
OG0000954	Prbg.g_00604	Praa.g_01489
OG0000955	Prbg.g_00605	Praa.g_01490
OG0000956	Prbg.g_00606	Praa.g_01491
OG0000957	Prbg.g_00607	Praa.g_01492
OG0000958	Prbg.g_00608	Praa.g_01493
OG0000959	Prbg.g_00609	Praa.g_01494
OG0000960	Prbg.g_00610	Praa.g_01495
OG0000961	Prbg.g_00614	Praa.g_01499
OG0000962	Prbg.g_00615	Praa.g_01500
OG0000963	Prbg.g_00616	Praa.g_01501
OG0000964	Prbg.g_00618	Praa.g_01503
OG0000965	Prbg.g_00619	Praa.g_01504
OG0000966	Prbg.g_00620	Praa.g_01505
OG0000967	Prbg.g_00621	Praa.g_01506
OG0000968	Prbg.g_00622	Praa.g_01507
OG0000969	Prbg.g_00623	Praa.g_01508
OG0000970	Prbg.g_00624	Praa.g_01509
OG0000971	Prbg.g_00625	Praa.g_01510
OG0000972	Prbg.g_00626	Praa.g_01511
OG0000973	Prbg.g_00627	Praa.g_01512
OG0000974	Prbg.g_00629	Praa.g_01514
OG0000975	Prbg.g_00635	Praa.g_01517
OG0000976	Prbg.g_00637	Praa.g_01519
OG0000977	Prbg.g_00639	Praa.g_01520
OG0000978	Prbg.g_00641	Praa.g_01521
OG0000979	Prbg.g_00643	Praa.g_01523
OG0000980	Prbg.g_00644	Praa.g_01524
OG0000981	Prbg.g_00645	Praa.g_01525
OG0000982	Prbg.g_00646	Praa.g_01526
OG0000983	Prbg.g_00648	Praa.g_01528
OG0000984	Prbg.g_00649	Praa.g_01529
OG0000985	Prbg.g_00650	Praa.g_01530
OG0000986	Prbg.g_00651	Praa.g_01531
OG0000987	Prbg.g_00652	Praa.g_01532
OG0000988	Prbg.g_00653	Praa.g_01533
OG0000989	Prbg.g_00654	Praa.g_01534
OG0000990	Prbg.g_00655	Praa.g_01535
OG0000991	Prbg.g_00656	Praa.g_01536
OG0000992	Prbg.g_00657	Praa.g_01537
OG0000993	Prbg.g_00658	Praa.g_01538
OG0000994	Prbg.g_00659	Praa.g_01539
OG0000995	Prbg.g_00660	Praa.g_01541
OG0000996	Prbg.g_00661	Praa.g_01542
OG0000997	Prbg.g_00662	Praa.g_01543
OG0000998	Prbg.g_00663	Praa.g_01544
OG0000999	Prbg.g_00664	Praa.g_01545
OG0001000	Prbg.g_00665	Praa.g_01546
OG0001001	Prbg.g_00667	Praa.g_01548
OG0001002	Prbg.g_00668	Praa.g_01549
OG0001003	Prbg.g_00669	Praa.g_01550
OG0001004	Prbg.g_00670	Praa.g_01551
OG0001005	Prbg.g_00673	Praa.g_01552
OG0001006	Prbg.g_00674	Praa.g_01553
OG0001007	Prbg.g_00675	Praa.g_01554
OG0001008	Prbg.g_00677	Praa.g_01556
OG0001009	Prbg.g_00678	Praa.g_01557
OG0001010	Prbg.g_01593	Praa.g_01565
OG0001011	Prbg.g_00348	Praa.g_01572
OG0001012	Prbg.g_01174	Praa.g_01600
OG0001013	Prbg.g_01643	Praa.g_01629
OG0001014	Prbg.g_01644	Praa.g_01630
OG0001015	Prbg.g_01651	Praa.g_01636
OG0001016	Prbg.g_01652	Praa.g_01637
OG0001017	Prbg.g_01653	Praa.g_01638
OG0001018	Prbg.g_01654	Praa.g_01639
OG0001019	Prbg.g_01656	Praa.g_01641
OG0001020	Prbg.g_01657	Praa.g_01642
OG0001021	Prbg.g_01658	Praa.g_01643
OG0001022	Prbg.g_01659	Praa.g_01644
OG0001023	Prbg.g_01660	Praa.g_01645
OG0001024	Prbg.g_01662	Praa.g_01646
OG0001025	Prbg.g_01663	Praa.g_01647
OG0001026	Prbg.g_01664	Praa.g_01649
OG0001027	Prbg.g_01665	Praa.g_01650
OG0001028	Prbg.g_01666	Praa.g_01651
OG0001029	Prbg.g_01667	Praa.g_01652
OG0001030	Prbg.g_01668	Praa.g_01653
OG0001031	Prbg.g_01669	Praa.g_01654
OG0001032	Prbg.g_01670	Praa.g_01655
OG0001033	Prbg.g_01671	Praa.g_01656
OG0001034	Prbg.g_01672	Praa.g_01657
OG0001035	Prbg.g_01674	Praa.g_01659
OG0001036	Prbg.g_01675	Praa.g_01660
OG0001037	Prbg.g_01676	Praa.g_01661
OG0001038	Prbg.g_01677	Praa.g_01662
OG0001039	Prbg.g_01678	Praa.g_01663
OG0001040	Prbg.g_01679	Praa.g_01665
OG0001041	Prbg.g_01680	Praa.g_01666
OG0001042	Prbg.g_01681	Praa.g_01667
OG0001043	Prbg.g_01682	Praa.g_01668
OG0001044	Prbg.g_01683	Praa.g_01669
OG0001045	Prbg.g_01684	Praa.g_01670
OG0001046	Prbg.g_01685	Praa.g_01671
OG0001047	Prbg.g_01688	Praa.g_01674
OG0001048	Prbg.g_01690	Praa.g_01676
OG0001049	Prbg.g_01691	Praa.g_01677
OG0001050	Prbg.g_01692	Praa.g_01678
OG0001051	Prbg.g_01693	Praa.g_01679
OG0001052	Prbg.g_01694	Praa.g_01680
OG0001053	Prbg.g_01696	Praa.g_01682
OG0001054	Prbg.g_01698	Praa.g_01684
OG0001055	Prbg.g_01699	Praa.g_01685
OG0001056	Prbg.g_01700	Praa.g_01686
OG0001057	Prbg.g_01701	Praa.g_01687
OG0001058	Prbg.g_01702	Praa.g_01688
OG0001059	Prbg.g_01703	Praa.g_01689
OG0001060	Prbg.g_01704	Praa.g_01690
OG0001061	Prbg.g_01705	Praa.g_01691
OG0001062	Prbg.g_01706	Praa.g_01692
OG0001063	Prbg.g_01707	Praa.g_01693
OG0001064	Prbg.g_01709	Praa.g_01695
OG0001065	Prbg.g_01713	Praa.g_01699
OG0001066	Prbg.g_01715	Praa.g_01700
OG0001067	Prbg.g_01716	Praa.g_01701
OG0001068	Prbg.g_01719	Praa.g_01703
OG0001069	Prbg.g_01720	Praa.g_01704
OG0001070	Prbg.g_01721	Praa.g_01705
OG0001071	Prbg.g_01722	Praa.g_01706
OG0001072	Prbg.g_01723	Praa.g_01707
OG0001073	Prbg.g_01724	Praa.g_01708
OG0001074	Prbg.g_01725	Praa.g_01709
OG0001075	Prbg.g_01726	Praa.g_01710
OG0001076	Prbg.g_01727	Praa.g_01711
OG0001077	Prbg.g_01728	Praa.g_01712
OG0001078	Prbg.g_01729	Praa.g_01713
OG0001079	Prbg.g_01730	Praa.g_01714
OG0001080	Prbg.g_01731	Praa.g_01715
OG0001081	Prbg.g_01735	Praa.g_01718
OG0001082	Prbg.g_01736	Praa.g_01719
OG0001083	Prbg.g_01739	Praa.g_01720
OG0001084	Prbg.g_01738	Praa.g_01722
OG0001085	Prbg.g_01737	Praa.g_01723
OG0001086	Prbg.g_01734	Praa.g_01724
OG0001087	Prbg.g_01733	Praa.g_01725
OG0001088	Prbg.g_01732	Praa.g_01726
OG0001089	Prbg.g_01742	Praa.g_01733
OG0001090	Prbg.g_01744	Praa.g_01735
OG0001091	Prbg.g_01745	Praa.g_01736
OG0001092	Prbg.g_01746	Praa.g_01737
OG0001093	Prbg.g_01747	Praa.g_01738
OG0001094	Prbg.g_01748	Praa.g_01739
OG0001095	Prbg.g_01749	Praa.g_01740
OG0001096	Prbg.g_01750	Praa.g_01741
OG0001097	Prbg.g_01751	Praa.g_01742
OG0001098	Prbg.g_01752	Praa.g_01743
OG0001099	Prbg.g_01753	Praa.g_01744
OG0001100	Prbg.g_01754	Praa.g_01745
OG0001101	Prbg.g_01755	Praa.g_01746
OG0001102	Prbg.g_01756	Praa.g_01747
OG0001103	Prbg.g_01757	Praa.g_01748
OG0001104	Prbg.g_01758	Praa.g_01749
OG0001105	Prbg.g_01759	Praa.g_01750
OG0001106	Prbg.g_01760	Praa.g_01751
OG0001107	Prbg.g_01761	Praa.g_01752
OG0001108	Prbg.g_01762	Praa.g_01753
OG0001109	Prbg.g_01763	Praa.g_01754
OG0001110	Prbg.g_01764	Praa.g_01755
OG0001111	Prbg.g_01765	Praa.g_01756
OG0001112	Prbg.g_01766	Praa.g_01757
OG0001113	Prbg.g_01767	Praa.g_01758
OG0001114	Prbg.g_01768	Praa.g_01759
OG0001115	Prbg.g_01769	Praa.g_01760
OG0001116	Prbg.g_01770	Praa.g_01761
OG0001117	Prbg.g_01771	Praa.g_01762
OG0001118	Prbg.g_01772	Praa.g_01763
OG0001119	Prbg.g_01773	Praa.g_01764
OG0001120	Prbg.g_01774	Praa.g_01765
OG0001121	Prbg.g_01776	Praa.g_01767
OG0001122	Prbg.g_01777	Praa.g_01768
OG0001123	Prbg.g_01778	Praa.g_01769
OG0001124	Prbg.g_01780	Praa.g_01771
OG0001125	Prbg.g_01782	Praa.g_01773
OG0001126	Prbg.g_01783	Praa.g_01774
