Orthogroup	Prbc	Syak
OG0000558	Prbc.g_01627	Syak.g_02666
OG0000559	Prbc.g_01631	Syak.g_02670
OG0000560	Prbc.g_01634	Syak.g_02672
OG0000561	Prbc.g_01635	Syak.g_02673
OG0000562	Prbc.g_01636	Syak.g_02674
OG0000563	Prbc.g_01637	Syak.g_02675
OG0000564	Prbc.g_01638	Syak.g_02676
OG0000565	Prbc.g_01641	Syak.g_02679
OG0000566	Prbc.g_01643	Syak.g_02683
OG0000567	Prbc.g_01647	Syak.g_02687
OG0000568	Prbc.g_01648	Syak.g_02690
OG0000569	Prbc.g_01649	Syak.g_02691
OG0000570	Prbc.g_01650	Syak.g_02692
OG0000571	Prbc.g_01652	Syak.g_02696
OG0000572	Prbc.g_01663	Syak.g_02713
OG0000573	Prbc.g_01668	Syak.g_02723
OG0000574	Prbc.g_01670	Syak.g_02724
OG0000575	Prbc.g_01673	Syak.g_02729
OG0000576	Prbc.g_01675	Syak.g_02731
OG0000577	Prbc.g_01676	Syak.g_02732
OG0000578	Prbc.g_01677	Syak.g_02733
OG0000579	Prbc.g_01678	Syak.g_02734
OG0000580	Prbc.g_01679	Syak.g_02735
OG0000581	Prbc.g_01682	Syak.g_02742
OG0000582	Prbc.g_01685	Syak.g_02748
OG0000583	Prbc.g_01686	Syak.g_02749
OG0000584	Prbc.g_01687	Syak.g_02750
OG0000585	Prbc.g_01689	Syak.g_02753
OG0000586	Prbc.g_01690	Syak.g_02754
OG0000587	Prbc.g_01691	Syak.g_02756
OG0000588	Prbc.g_01695	Syak.g_00004
OG0000589	Prbc.g_01698	Syak.g_00008
OG0000590	Prbc.g_01699	Syak.g_00009
OG0000591	Prbc.g_01702	Syak.g_00017
OG0000592	Prbc.g_01703	Syak.g_00018
OG0000593	Prbc.g_01709	Syak.g_00031
OG0000594	Prbc.g_01710	Syak.g_00032
OG0000595	Prbc.g_01711	Syak.g_00033
OG0000596	Prbc.g_01715	Syak.g_00038
OG0000597	Prbc.g_01717	Syak.g_00041
OG0000598	Prbc.g_01718	Syak.g_00042
OG0000599	Prbc.g_01721	Syak.g_00045
OG0000600	Prbc.g_01722	Syak.g_00046
OG0000601	Prbc.g_01723	Syak.g_00047
OG0000602	Prbc.g_01725	Syak.g_00053
OG0000603	Prbc.g_01726	Syak.g_00054
OG0000604	Prbc.g_01727	Syak.g_00056
OG0000605	Prbc.g_01728	Syak.g_00259
OG0000606	Prbc.g_01731	Syak.g_00326
OG0000607	Prbc.g_01734	Syak.g_00329
OG0000608	Prbc.g_01735	Syak.g_00330
OG0000609	Prbc.g_01736	Syak.g_00332
OG0000610	Prbc.g_01742	Syak.g_00347
OG0000611	Prbc.g_01745	Syak.g_00350
OG0000612	Prbc.g_01746	Syak.g_00351
OG0000613	Prbc.g_01752	Syak.g_01525
OG0000614	Prbc.g_01775	Syak.g_00705
OG0000615	Prbc.g_01782	Syak.g_00393
OG0000616	Prbc.g_01055	Syak.g_01810
OG0000617	Prbc.g_01793	Syak.g_00799
OG0000618	Prbc.g_01794	Syak.g_00798
OG0000619	Prbc.g_01795	Syak.g_00797
OG0000620	Prbc.g_01798	Syak.g_00779
OG0000621	Prbc.g_01799	Syak.g_00780
OG0000622	Prbc.g_01800	Syak.g_00781
OG0000623	Prbc.g_01801	Syak.g_00782
OG0000624	Prbc.g_01803	Syak.g_00784
OG0000625	Prbc.g_01804	Syak.g_00785
OG0000626	Prbc.g_01805	Syak.g_00786
OG0000627	Prbc.g_01807	Syak.g_00561
OG0000628	Prbc.g_01808	Syak.g_00560
OG0000629	Prbc.g_01809	Syak.g_00556
OG0000630	Prbc.g_01812	Syak.g_00552
OG0000631	Prbc.g_02007	Syak.g_00545
OG0000632	Prbc.g_02008	Syak.g_00544
OG0000633	Prbc.g_02009	Syak.g_00542
OG0000634	Prbc.g_01854	Syak.g_00430
OG0000635	Prbc.g_01855	Syak.g_00431
OG0000636	Prbc.g_01857	Syak.g_00433
OG0000637	Prbc.g_01859	Syak.g_00435
OG0000638	Prbc.g_01860	Syak.g_00436
OG0000639	Prbc.g_01861	Syak.g_00437
OG0000640	Prbc.g_01862	Syak.g_00438
OG0000641	Prbc.g_01866	Syak.g_00442
OG0000642	Prbc.g_01867	Syak.g_00443
OG0000643	Prbc.g_01868	Syak.g_00444
OG0000644	Prbc.g_01869	Syak.g_00445
OG0000645	Prbc.g_01870	Syak.g_00447
OG0000646	Prbc.g_01873	Syak.g_00450
OG0000647	Prbc.g_01875	Syak.g_00452
OG0000648	Prbc.g_01877	Syak.g_00456
OG0000649	Prbc.g_01878	Syak.g_00457
OG0000650	Prbc.g_01879	Syak.g_00458
OG0000651	Prbc.g_01880	Syak.g_00459
OG0000652	Prbc.g_01881	Syak.g_00460
OG0000653	Prbc.g_01883	Syak.g_00462
OG0000654	Prbc.g_01884	Syak.g_00625
OG0000655	Prbc.g_01885	Syak.g_00624
OG0000656	Prbc.g_01888	Syak.g_00621
OG0000657	Prbc.g_01895	Syak.g_00609
OG0000658	Prbc.g_01897	Syak.g_00606
OG0000659	Prbc.g_01898	Syak.g_00605
OG0000660	Prbc.g_01903	Syak.g_00601
OG0000661	Prbc.g_01905	Syak.g_00599
OG0000662	Prbc.g_01907	Syak.g_00597
OG0000663	Prbc.g_01909	Syak.g_00594
OG0000664	Prbc.g_01910	Syak.g_00593
OG0000665	Prbc.g_01914	Syak.g_00086
OG0000666	Prbc.g_01915	Syak.g_00078
OG0000667	Prbc.g_01919	Syak.g_00340
OG0000668	Prbc.g_01959	Syak.g_00643
OG0000669	Prbc.g_01967	Syak.g_00363
OG0000670	Prbc.g_01970	Syak.g_00366
OG0000671	Prbc.g_01972	Syak.g_00368
OG0000672	Prbc.g_01975	Syak.g_00371
OG0000673	Prbc.g_01978	Syak.g_00374
OG0000674	Prbc.g_01980	Syak.g_00376
OG0000675	Prbc.g_01981	Syak.g_00377
OG0000676	Prbc.g_01983	Syak.g_00379
OG0000677	Prbc.g_01984	Syak.g_00380
OG0000678	Prbc.g_01987	Syak.g_00386
OG0000679	Prbc.g_01991	Syak.g_00397
OG0000680	Prbc.g_01992	Syak.g_00398
OG0000681	Prbc.g_01995	Syak.g_00401
OG0000682	Prbc.g_01996	Syak.g_00402
OG0000683	Prbc.g_01997	Syak.g_00403
OG0000684	Prbc.g_01837	Syak.g_00409
OG0000685	Prbc.g_01839	Syak.g_00411
OG0000686	Prbc.g_01840	Syak.g_00412
OG0000687	Prbc.g_01841	Syak.g_00413
OG0000688	Prbc.g_01844	Syak.g_00418
OG0000689	Prbc.g_01845	Syak.g_00421
OG0000690	Prbc.g_01846	Syak.g_00422
OG0000691	Prbc.g_01847	Syak.g_00423
OG0000692	Prbc.g_01849	Syak.g_00424
OG0000693	Prbc.g_01850	Syak.g_00426
OG0000694	Prbc.g_01851	Syak.g_00427
OG0000695	Prbc.g_02011	Syak.g_00540
OG0000696	Prbc.g_02012	Syak.g_00539
OG0000697	Prbc.g_02013	Syak.g_00538
OG0000698	Prbc.g_02016	Syak.g_00535
OG0000699	Prbc.g_02017	Syak.g_00534
OG0000700	Prbc.g_02018	Syak.g_00533
OG0000701	Prbc.g_02019	Syak.g_00532
OG0000702	Prbc.g_02021	Syak.g_00522
OG0000703	Prbc.g_02022	Syak.g_00521
OG0000704	Prbc.g_02023	Syak.g_00519
OG0000705	Prbc.g_02029	Syak.g_00511
OG0000706	Prbc.g_02030	Syak.g_00510
OG0000707	Prbc.g_02031	Syak.g_00509
OG0000708	Prbc.g_02033	Syak.g_00506
OG0000709	Prbc.g_02037	Syak.g_00498
OG0000710	Prbc.g_02040	Syak.g_00494
OG0000711	Prbc.g_02055	Syak.g_00466
OG0000712	Prbc.g_02057	Syak.g_00464
OG0000713	Prbc.g_02058	Syak.g_00463
OG0000714	Prbc.g_02059	Syak.g_00629
OG0000715	Prbc.g_02061	Syak.g_00631
OG0000716	Prbc.g_02062	Syak.g_00635
OG0000717	Prbc.g_02063	Syak.g_00636
OG0000718	Prbc.g_02079	Syak.g_00640
OG0000719	Prbc.g_02080	Syak.g_00642
OG0000720	Prbc.g_02091	Syak.g_00655
OG0000721	Prbc.g_02092	Syak.g_00657
OG0000722	Prbc.g_02093	Syak.g_00658
OG0000723	Prbc.g_02097	Syak.g_00790
OG0000724	Prbc.g_02108	Syak.g_00749
OG0000725	Prbc.g_01934	Syak.g_00731
OG0000726	Prbc.g_01933	Syak.g_00730
OG0000727	Prbc.g_01932	Syak.g_00729
OG0000728	Prbc.g_01930	Syak.g_00727
OG0000729	Prbc.g_00201	Syak.g_01683
OG0000730	Prbc.g_01244	Syak.g_01248
OG0000731	Prbc.g_01252	Syak.g_01237
OG0000732	Prbc.g_00987	Syak.g_01739
OG0000733	Prbc.g_00897	Syak.g_01905
OG0000734	Prbc.g_01462	Syak.g_02184
OG0000735	Prbc.g_01460	Syak.g_00914
OG0000736	Prbc.g_01459	Syak.g_00913
OG0000737	Prbc.g_01458	Syak.g_00912
OG0000738	Prbc.g_01454	Syak.g_00907
OG0000739	Prbc.g_01453	Syak.g_00906
OG0000740	Prbc.g_01452	Syak.g_00905
OG0000741	Prbc.g_01450	Syak.g_00902
OG0000742	Prbc.g_01447	Syak.g_00899
OG0000743	Prbc.g_01445	Syak.g_00897
OG0000744	Prbc.g_01444	Syak.g_00896
OG0000745	Prbc.g_01442	Syak.g_00894
OG0000746	Prbc.g_01440	Syak.g_00892
OG0000747	Prbc.g_01439	Syak.g_00891
OG0000748	Prbc.g_01435	Syak.g_00875
OG0000749	Prbc.g_01434	Syak.g_00874
OG0000750	Prbc.g_01433	Syak.g_00873
OG0000751	Prbc.g_01430	Syak.g_00862
OG0000752	Prbc.g_01428	Syak.g_00860
OG0000753	Prbc.g_01426	Syak.g_00857
OG0000754	Prbc.g_01422	Syak.g_00852
OG0000755	Prbc.g_01418	Syak.g_00841
OG0000756	Prbc.g_01417	Syak.g_00840
OG0000757	Prbc.g_01410	Syak.g_00833
OG0000758	Prbc.g_01409	Syak.g_00832
OG0000759	Prbc.g_01408	Syak.g_00831
OG0000760	Prbc.g_01407	Syak.g_00830
OG0000761	Prbc.g_01406	Syak.g_00829
OG0000762	Prbc.g_01405	Syak.g_00827
OG0000763	Prbc.g_01403	Syak.g_00825
OG0000764	Prbc.g_01402	Syak.g_00824
OG0000765	Prbc.g_01394	Syak.g_00669
OG0000766	Prbc.g_01393	Syak.g_00670
OG0000767	Prbc.g_01392	Syak.g_00672
OG0000768	Prbc.g_01391	Syak.g_00673
OG0000769	Prbc.g_01389	Syak.g_00675
OG0000770	Prbc.g_01388	Syak.g_00678
OG0000771	Prbc.g_02103	Syak.g_00755
OG0000772	Prbc.g_01320	Syak.g_02048
OG0000773	Prbc.g_00557	Syak.g_00921
OG0000774	Prbc.g_00560	Syak.g_00926
OG0000775	Prbc.g_00561	Syak.g_00929
OG0000776	Prbc.g_00562	Syak.g_00930
OG0000777	Prbc.g_00563	Syak.g_00931
OG0000778	Prbc.g_00564	Syak.g_00932
OG0000779	Prbc.g_00568	Syak.g_00938
OG0000780	Prbc.g_00569	Syak.g_00942
OG0000781	Prbc.g_00571	Syak.g_00946
OG0000782	Prbc.g_00572	Syak.g_00947
OG0000783	Prbc.g_00573	Syak.g_00948
OG0000784	Prbc.g_00574	Syak.g_00949
OG0000785	Prbc.g_00576	Syak.g_00951
OG0000786	Prbc.g_00579	Syak.g_00956
OG0000787	Prbc.g_00580	Syak.g_00957
OG0000788	Prbc.g_01820	Syak.g_00048
OG0000789	Prbc.g_02100	Syak.g_00085
OG0000790	Prbc.g_00662	Syak.g_02560
OG0000791	Prbc.g_00664	Syak.g_02558
OG0000792	Prbc.g_00665	Syak.g_02557
OG0000793	Prbc.g_00668	Syak.g_02552
OG0000794	Prbc.g_00669	Syak.g_02551
OG0000795	Prbc.g_00670	Syak.g_02550
OG0000796	Prbc.g_00674	Syak.g_02547
OG0000797	Prbc.g_00675	Syak.g_02546
OG0000799	Prbc.g_00690	Syak.g_00981
OG0000800	Prbc.g_00691	Syak.g_00989
OG0000801	Prbc.g_00692	Syak.g_00990
OG0000802	Prbc.g_00694	Syak.g_00995
OG0000803	Prbc.g_00696	Syak.g_01021
OG0000804	Prbc.g_00697	Syak.g_01026
OG0000805	Prbc.g_00699	Syak.g_01029
OG0000806	Prbc.g_00701	Syak.g_01031
OG0000807	Prbc.g_00702	Syak.g_01033
OG0000808	Prbc.g_00703	Syak.g_01034
OG0000809	Prbc.g_00707	Syak.g_01038
OG0000810	Prbc.g_00708	Syak.g_01039
OG0000811	Prbc.g_00712	Syak.g_01045
OG0000812	Prbc.g_00714	Syak.g_01047
OG0000813	Prbc.g_00715	Syak.g_01048
OG0000814	Prbc.g_00717	Syak.g_01051
OG0000815	Prbc.g_00718	Syak.g_01053
OG0000816	Prbc.g_00720	Syak.g_01055
OG0000817	Prbc.g_00721	Syak.g_01056
OG0000818	Prbc.g_00725	Syak.g_01060
OG0000819	Prbc.g_00726	Syak.g_01064
OG0000820	Prbc.g_00727	Syak.g_01065
OG0000821	Prbc.g_00730	Syak.g_01071
OG0000822	Prbc.g_00731	Syak.g_01073
OG0000823	Prbc.g_00732	Syak.g_01074
OG0000824	Prbc.g_00735	Syak.g_01080
OG0000825	Prbc.g_00736	Syak.g_01081
OG0000826	Prbc.g_00737	Syak.g_01082
OG0000827	Prbc.g_00738	Syak.g_01083
OG0000828	Prbc.g_00741	Syak.g_01086
OG0000829	Prbc.g_00742	Syak.g_01087
OG0000830	Prbc.g_00743	Syak.g_01088
OG0000831	Prbc.g_00745	Syak.g_01091
OG0000832	Prbc.g_00755	Syak.g_02482
OG0000833	Prbc.g_00763	Syak.g_02473
OG0000834	Prbc.g_00764	Syak.g_02470
OG0000835	Prbc.g_00765	Syak.g_02469
OG0000836	Prbc.g_00766	Syak.g_02466
OG0000837	Prbc.g_00767	Syak.g_02465
OG0000838	Prbc.g_00769	Syak.g_02461
OG0000839	Prbc.g_00770	Syak.g_02460
OG0000840	Prbc.g_00771	Syak.g_02459
OG0000841	Prbc.g_00772	Syak.g_02458
OG0000842	Prbc.g_00773	Syak.g_02457
OG0000843	Prbc.g_00774	Syak.g_02456
OG0000844	Prbc.g_00775	Syak.g_02454
OG0000845	Prbc.g_00776	Syak.g_02453
OG0000846	Prbc.g_00777	Syak.g_02452
OG0000847	Prbc.g_00778	Syak.g_02451
OG0000848	Prbc.g_00779	Syak.g_02449
OG0000849	Prbc.g_00780	Syak.g_02448
OG0000850	Prbc.g_00782	Syak.g_02445
OG0000851	Prbc.g_00783	Syak.g_02440
OG0000852	Prbc.g_00784	Syak.g_02439
OG0000853	Prbc.g_00789	Syak.g_02435
OG0000854	Prbc.g_00791	Syak.g_02433
OG0000855	Prbc.g_00792	Syak.g_02432
OG0000856	Prbc.g_00677	Syak.g_00021
OG0000857	Prbc.g_01874	Syak.g_00451
OG0000858	Prbc.g_00827	Syak.g_02426
OG0000859	Prbc.g_00828	Syak.g_02425
OG0000860	Prbc.g_00834	Syak.g_02414
OG0000861	Prbc.g_00835	Syak.g_02413
OG0000862	Prbc.g_00836	Syak.g_02412
OG0000863	Prbc.g_00837	Syak.g_02409
OG0000864	Prbc.g_00838	Syak.g_02408
OG0000865	Prbc.g_00839	Syak.g_02407
OG0000866	Prbc.g_00840	Syak.g_02406
OG0000867	Prbc.g_00841	Syak.g_02405
OG0000868	Prbc.g_00842	Syak.g_02402
OG0000869	Prbc.g_00845	Syak.g_02398
OG0000870	Prbc.g_00850	Syak.g_02393
OG0000871	Prbc.g_00851	Syak.g_02392
OG0000872	Prbc.g_00852	Syak.g_02386
OG0000873	Prbc.g_00855	Syak.g_02383
OG0000874	Prbc.g_00858	Syak.g_02379
OG0000875	Prbc.g_00860	Syak.g_02377
OG0000876	Prbc.g_00861	Syak.g_02375
OG0000877	Prbc.g_00863	Syak.g_02372
OG0000878	Prbc.g_00864	Syak.g_02371
OG0000879	Prbc.g_00865	Syak.g_02370
OG0000880	Prbc.g_00866	Syak.g_02369
OG0000881	Prbc.g_00869	Syak.g_02363
OG0000882	Prbc.g_00874	Syak.g_02358
OG0000883	Prbc.g_00876	Syak.g_02355
OG0000884	Prbc.g_00878	Syak.g_02353
OG0000885	Prbc.g_00879	Syak.g_02352
OG0000886	Prbc.g_00880	Syak.g_02351
OG0000887	Prbc.g_00881	Syak.g_02350
OG0000888	Prbc.g_00883	Syak.g_02348
OG0000889	Prbc.g_00885	Syak.g_02346
OG0000890	Prbc.g_00886	Syak.g_02334
OG0000891	Prbc.g_00887	Syak.g_02333
OG0000892	Prbc.g_00889	Syak.g_02329
OG0000893	Prbc.g_00933	Syak.g_01393
OG0000894	Prbc.g_00936	Syak.g_01390
OG0000895	Prbc.g_00939	Syak.g_01386
OG0000896	Prbc.g_00940	Syak.g_01385
OG0000897	Prbc.g_00942	Syak.g_01383
OG0000898	Prbc.g_00943	Syak.g_01382
OG0000899	Prbc.g_00944	Syak.g_01381
OG0000900	Prbc.g_00945	Syak.g_01380
OG0000901	Prbc.g_00948	Syak.g_01375
OG0000902	Prbc.g_00950	Syak.g_01368
OG0000903	Prbc.g_00960	Syak.g_01353
OG0000904	Prbc.g_00955	Syak.g_01358
OG0000905	Prbc.g_00952	Syak.g_01363
OG0000906	Prbc.g_00951	Syak.g_01366
OG0000907	Prbc.g_00327	Syak.g_01351
OG0000908	Prbc.g_00324	Syak.g_01348
OG0000909	Prbc.g_00323	Syak.g_01347
OG0000910	Prbc.g_00322	Syak.g_01346
OG0000911	Prbc.g_00320	Syak.g_01344
OG0000912	Prbc.g_00319	Syak.g_01343
OG0000913	Prbc.g_00318	Syak.g_01342
OG0000914	Prbc.g_00317	Syak.g_01341
OG0000915	Prbc.g_00316	Syak.g_01339
OG0000916	Prbc.g_00315	Syak.g_01338
OG0000917	Prbc.g_00314	Syak.g_01337
OG0000918	Prbc.g_00313	Syak.g_01336
OG0000919	Prbc.g_00312	Syak.g_01335
OG0000920	Prbc.g_00311	Syak.g_01334
OG0000921	Prbc.g_00310	Syak.g_01333
OG0000922	Prbc.g_00309	Syak.g_01332
OG0000923	Prbc.g_00305	Syak.g_01328
OG0000924	Prbc.g_00304	Syak.g_01327
OG0000925	Prbc.g_00303	Syak.g_01326
OG0000926	Prbc.g_00302	Syak.g_01325
OG0000927	Prbc.g_00300	Syak.g_01323
OG0000928	Prbc.g_00299	Syak.g_01322
OG0000929	Prbc.g_00298	Syak.g_01321
OG0000930	Prbc.g_00297	Syak.g_01320
OG0000931	Prbc.g_00296	Syak.g_01319
OG0000932	Prbc.g_00295	Syak.g_01318
OG0000933	Prbc.g_00291	Syak.g_01312
OG0000934	Prbc.g_00289	Syak.g_01310
OG0000935	Prbc.g_00288	Syak.g_01309
OG0000936	Prbc.g_00287	Syak.g_01308
OG0000937	Prbc.g_00286	Syak.g_01307
OG0000938	Prbc.g_00283	Syak.g_01304
OG0000939	Prbc.g_00282	Syak.g_01303
OG0000940	Prbc.g_00275	Syak.g_01297
OG0000941	Prbc.g_00273	Syak.g_01295
OG0000942	Prbc.g_00271	Syak.g_01293
OG0000943	Prbc.g_00270	Syak.g_01292
OG0000944	Prbc.g_00268	Syak.g_01290
OG0000945	Prbc.g_00267	Syak.g_01288
OG0000946	Prbc.g_00248	Syak.g_01283
OG0000947	Prbc.g_00246	Syak.g_01280
OG0000948	Prbc.g_00245	Syak.g_01279
OG0000949	Prbc.g_00242	Syak.g_01551
OG0000950	Prbc.g_00237	Syak.g_01562
OG0000951	Prbc.g_00233	Syak.g_01569
OG0000952	Prbc.g_00229	Syak.g_01574
OG0000953	Prbc.g_00225	Syak.g_01627
OG0000954	Prbc.g_00221	Syak.g_01633
OG0000955	Prbc.g_00220	Syak.g_01634
OG0000956	Prbc.g_00218	Syak.g_01636
OG0000957	Prbc.g_00213	Syak.g_01648
OG0000958	Prbc.g_00212	Syak.g_01649
OG0000959	Prbc.g_00208	Syak.g_01653
OG0000960	Prbc.g_00207	Syak.g_01654
OG0000961	Prbc.g_00204	Syak.g_01679
OG0000962	Prbc.g_00202	Syak.g_01682
OG0000963	Prbc.g_00197	Syak.g_01687
OG0000964	Prbc.g_00196	Syak.g_01688
OG0000965	Prbc.g_00195	Syak.g_01689
OG0000966	Prbc.g_00965	Syak.g_01711
OG0000967	Prbc.g_00969	Syak.g_01715
OG0000968	Prbc.g_00971	Syak.g_01719
OG0000969	Prbc.g_00972	Syak.g_01721
OG0000970	Prbc.g_00973	Syak.g_01722
OG0000971	Prbc.g_00974	Syak.g_01724
OG0000972	Prbc.g_00975	Syak.g_01725
OG0000973	Prbc.g_00976	Syak.g_01726
OG0000974	Prbc.g_00977	Syak.g_01727
OG0000975	Prbc.g_00978	Syak.g_01728
OG0000976	Prbc.g_00979	Syak.g_01729
OG0000977	Prbc.g_00980	Syak.g_01731
OG0000978	Prbc.g_00981	Syak.g_01732
OG0000979	Prbc.g_00984	Syak.g_01735
OG0000980	Prbc.g_00986	Syak.g_01738
OG0000981	Prbc.g_00989	Syak.g_01741
OG0000982	Prbc.g_00991	Syak.g_01941
OG0000983	Prbc.g_00992	Syak.g_01940
OG0000984	Prbc.g_00993	Syak.g_01939
OG0000985	Prbc.g_00996	Syak.g_01935
OG0000986	Prbc.g_00998	Syak.g_01933
OG0000987	Prbc.g_00999	Syak.g_01931
OG0000988	Prbc.g_01002	Syak.g_01925
OG0000989	Prbc.g_01006	Syak.g_01912
OG0000990	Prbc.g_01011	Syak.g_01900
OG0000991	Prbc.g_01012	Syak.g_01896
OG0000992	Prbc.g_01015	Syak.g_01893
OG0000993	Prbc.g_01016	Syak.g_01892
OG0000994	Prbc.g_01017	Syak.g_01889
OG0000995	Prbc.g_01021	Syak.g_01880
OG0000996	Prbc.g_01022	Syak.g_01839
OG0000997	Prbc.g_01043	Syak.g_01828
OG0000998	Prbc.g_01045	Syak.g_01826
OG0000999	Prbc.g_01046	Syak.g_01825
OG0001000	Prbc.g_01049	Syak.g_01821
OG0001001	Prbc.g_01052	Syak.g_01814
OG0001002	Prbc.g_01057	Syak.g_01807
OG0001003	Prbc.g_01060	Syak.g_01806
OG0001004	Prbc.g_01061	Syak.g_01805
OG0001005	Prbc.g_01062	Syak.g_01804
OG0001006	Prbc.g_01067	Syak.g_01797
OG0001007	Prbc.g_01069	Syak.g_01795
OG0001008	Prbc.g_01498	Syak.g_01190
OG0001009	Prbc.g_01097	Syak.g_01762
OG0001010	Prbc.g_01098	Syak.g_01761
OG0001011	Prbc.g_01099	Syak.g_01759
OG0001012	Prbc.g_01121	Syak.g_01946
OG0001013	Prbc.g_01126	Syak.g_01969
OG0001014	Prbc.g_01129	Syak.g_01975
OG0001015	Prbc.g_01130	Syak.g_01976
OG0001016	Prbc.g_00500	Syak.g_02250
OG0001017	Prbc.g_00496	Syak.g_02244
OG0001018	Prbc.g_00493	Syak.g_02242
OG0001019	Prbc.g_00484	Syak.g_02218
OG0001020	Prbc.g_00483	Syak.g_02214
OG0001021	Prbc.g_00482	Syak.g_02210
OG0001022	Prbc.g_00479	Syak.g_02205
OG0001023	Prbc.g_00478	Syak.g_02204
OG0001024	Prbc.g_00475	Syak.g_02201
OG0001025	Prbc.g_00468	Syak.g_02195
OG0001026	Prbc.g_00460	Syak.g_02182
OG0001027	Prbc.g_00459	Syak.g_02178
OG0001028	Prbc.g_00457	Syak.g_02176
OG0001029	Prbc.g_00455	Syak.g_02174
OG0001030	Prbc.g_00439	Syak.g_02153
OG0001031	Prbc.g_00385	Syak.g_02079
OG0001032	Prbc.g_00384	Syak.g_02077
OG0001033	Prbc.g_00364	Syak.g_02037
OG0001034	Prbc.g_00334	Syak.g_02305
OG0001035	Prbc.g_01150	Syak.g_01422
OG0001036	Prbc.g_01154	Syak.g_01427
OG0001037	Prbc.g_01155	Syak.g_01429
OG0001038	Prbc.g_01171	Syak.g_01457
OG0001039	Prbc.g_01173	Syak.g_01460
OG0001040	Prbc.g_01176	Syak.g_01463
OG0001041	Prbc.g_01180	Syak.g_01468
OG0001042	Prbc.g_01196	Syak.g_01500
OG0001043	Prbc.g_01197	Syak.g_01504
OG0001044	Prbc.g_01245	Syak.g_01247
OG0001045	Prbc.g_01254	Syak.g_01234
OG0001046	Prbc.g_02168	Syak.g_00479
OG0001047	Prbc.g_01500	Syak.g_01188
OG0001048	Prbc.g_01501	Syak.g_01187
OG0001049	Prbc.g_01503	Syak.g_01184
OG0001050	Prbc.g_01504	Syak.g_01183
OG0001051	Prbc.g_01505	Syak.g_01182
OG0001052	Prbc.g_01531	Syak.g_01122
OG0001053	Prbc.g_01543	Syak.g_02577
OG0001054	Prbc.g_01557	Syak.g_02596
OG0001055	Prbc.g_01597	Syak.g_02617
OG0001056	Prbc.g_01615	Syak.g_02645
OG0001057	Prbc.g_01620	Syak.g_00964
OG0001058	Prbc.g_01629	Syak.g_02668
OG0001060	Prbc.g_01640	Syak.g_02677
OG0001061	Prbc.g_01653	Syak.g_02697
OG0001062	Prbc.g_01655	Syak.g_02699
OG0001063	Prbc.g_01656	Syak.g_02704
OG0001064	Prbc.g_01657	Syak.g_02705
OG0001065	Prbc.g_01658	Syak.g_02706
OG0001066	Prbc.g_01659	Syak.g_02707
OG0001067	Prbc.g_01660	Syak.g_02708
OG0001068	Prbc.g_01661	Syak.g_02709
OG0001069	Prbc.g_01662	Syak.g_02710
OG0001070	Prbc.g_01664	Syak.g_02714
OG0001071	Prbc.g_01665	Syak.g_02715
OG0001072	Prbc.g_01666	Syak.g_02721
OG0001073	Prbc.g_01680	Syak.g_02736
OG0001074	Prbc.g_01692	Syak.g_00098
OG0001075	Prbc.g_01693	Syak.g_02760
OG0001076	Prbc.g_01700	Syak.g_00011
OG0001077	Prbc.g_01705	Syak.g_00024
OG0001078	Prbc.g_01713	Syak.g_00036
OG0001079	Prbc.g_01724	Syak.g_00049
OG0001080	Prbc.g_01730	Syak.g_00264
OG0001081	Prbc.g_01732	Syak.g_00327
OG0001082	Prbc.g_01733	Syak.g_00328
OG0001083	Prbc.g_01738	Syak.g_00336
OG0001084	Prbc.g_01739	Syak.g_00337
OG0001085	Prbc.g_01749	Syak.g_00354
OG0001086	Prbc.g_01750	Syak.g_00356
OG0001087	Prbc.g_01770	Syak.g_00691
OG0001088	Prbc.g_01771	Syak.g_00694
OG0001089	Prbc.g_01779	Syak.g_00722
OG0001090	Prbc.g_01788	Syak.g_00806
OG0001091	Prbc.g_01790	Syak.g_00804
OG0001092	Prbc.g_01791	Syak.g_00801
OG0001093	Prbc.g_01796	Syak.g_00794
OG0001094	Prbc.g_01852	Syak.g_00428
OG0001095	Prbc.g_01871	Syak.g_00448
OG0001096	Prbc.g_01886	Syak.g_00623
OG0001097	Prbc.g_01906	Syak.g_00598
OG0001098	Prbc.g_01923	Syak.g_00578
OG0001099	Prbc.g_01962	Syak.g_02175
OG0001100	Prbc.g_01969	Syak.g_00365
OG0001101	Prbc.g_01971	Syak.g_00367
OG0001102	Prbc.g_01974	Syak.g_00370
OG0001103	Prbc.g_01976	Syak.g_00372
OG0001104	Prbc.g_01838	Syak.g_00410
OG0001105	Prbc.g_01842	Syak.g_00414
OG0001106	Prbc.g_02024	Syak.g_00518
OG0001107	Prbc.g_02034	Syak.g_00505
OG0001108	Prbc.g_02038	Syak.g_00497
OG0001109	Prbc.g_02039	Syak.g_00495
OG0001110	Prbc.g_02041	Syak.g_00493
OG0001111	Prbc.g_02042	Syak.g_00491
OG0001112	Prbc.g_02043	Syak.g_00489
OG0001113	Prbc.g_02044	Syak.g_00406
OG0001114	Prbc.g_02045	Syak.g_00488
OG0001115	Prbc.g_02047	Syak.g_00484
OG0001116	Prbc.g_02048	Syak.g_00482
OG0001117	Prbc.g_02049	Syak.g_00481
OG0001118	Prbc.g_02050	Syak.g_00480
