Orthogroup	Prbc	Syat
OG0000557	Prbc.g_01624	Syat.g_00083
OG0000558	Prbc.g_01627	Syat.g_00081
OG0000559	Prbc.g_01631	Syat.g_00077
OG0000560	Prbc.g_01634	Syat.g_00074
OG0000561	Prbc.g_01635	Syat.g_00073
OG0000562	Prbc.g_01636	Syat.g_00072
OG0000563	Prbc.g_01637	Syat.g_00071
OG0000564	Prbc.g_01638	Syat.g_00070
OG0000565	Prbc.g_01641	Syat.g_00067
OG0000566	Prbc.g_01643	Syat.g_00063
OG0000567	Prbc.g_01647	Syat.g_00059
OG0000568	Prbc.g_01648	Syat.g_00057
OG0000569	Prbc.g_01649	Syat.g_00056
OG0000570	Prbc.g_01650	Syat.g_00055
OG0000571	Prbc.g_01652	Syat.g_00052
OG0000572	Prbc.g_01663	Syat.g_00033
OG0000573	Prbc.g_01668	Syat.g_00024
OG0000574	Prbc.g_01670	Syat.g_00023
OG0000575	Prbc.g_01673	Syat.g_00018
OG0000576	Prbc.g_01675	Syat.g_00014
OG0000577	Prbc.g_01676	Syat.g_00013
OG0000578	Prbc.g_01677	Syat.g_00012
OG0000579	Prbc.g_01678	Syat.g_00011
OG0000580	Prbc.g_01679	Syat.g_00010
OG0000581	Prbc.g_01682	Syat.g_00003
OG0000582	Prbc.g_01685	Syat.g_03403
OG0000583	Prbc.g_01686	Syat.g_03404
OG0000584	Prbc.g_01687	Syat.g_03405
OG0000585	Prbc.g_01689	Syat.g_03408
OG0000586	Prbc.g_01690	Syat.g_03409
OG0000587	Prbc.g_01691	Syat.g_00001
OG0000588	Prbc.g_01695	Syat.g_00338
OG0000589	Prbc.g_01698	Syat.g_03318
OG0000590	Prbc.g_01699	Syat.g_03317
OG0000591	Prbc.g_01702	Syat.g_03308
OG0000592	Prbc.g_01703	Syat.g_03307
OG0000593	Prbc.g_01709	Syat.g_00113
OG0000594	Prbc.g_01710	Syat.g_00114
OG0000595	Prbc.g_01711	Syat.g_00115
OG0000596	Prbc.g_01715	Syat.g_00129
OG0000597	Prbc.g_01717	Syat.g_00132
OG0000598	Prbc.g_01718	Syat.g_00133
OG0000599	Prbc.g_01721	Syat.g_00381
OG0000600	Prbc.g_01722	Syat.g_00380
OG0000601	Prbc.g_01723	Syat.g_00379
OG0000602	Prbc.g_01725	Syat.g_00375
OG0000603	Prbc.g_01726	Syat.g_00374
OG0000604	Prbc.g_01727	Syat.g_00372
OG0000605	Prbc.g_01728	Syat.g_00370
OG0000606	Prbc.g_01731	Syat.g_00367
OG0000607	Prbc.g_01734	Syat.g_00364
OG0000608	Prbc.g_01735	Syat.g_00363
OG0000609	Prbc.g_01736	Syat.g_00344
OG0000610	Prbc.g_01742	Syat.g_00399
OG0000611	Prbc.g_01745	Syat.g_00402
OG0000612	Prbc.g_01746	Syat.g_00403
OG0000613	Prbc.g_01752	Syat.g_02129
OG0000614	Prbc.g_01775	Syat.g_01084
OG0000615	Prbc.g_01782	Syat.g_00442
OG0000616	Prbc.g_01055	Syat.g_02397
OG0000617	Prbc.g_01793	Syat.g_00665
OG0000618	Prbc.g_01794	Syat.g_00666
OG0000619	Prbc.g_01795	Syat.g_00667
OG0000620	Prbc.g_01798	Syat.g_02591
OG0000621	Prbc.g_01799	Syat.g_02590
OG0000622	Prbc.g_01800	Syat.g_02572
OG0000623	Prbc.g_01801	Syat.g_00672
OG0000624	Prbc.g_01803	Syat.g_00673
OG0000625	Prbc.g_01804	Syat.g_00674
OG0000626	Prbc.g_01805	Syat.g_00675
OG0000627	Prbc.g_01807	Syat.g_00641
OG0000628	Prbc.g_01808	Syat.g_00640
OG0000629	Prbc.g_01809	Syat.g_00637
OG0000630	Prbc.g_01812	Syat.g_00631
OG0000631	Prbc.g_02007	Syat.g_00624
OG0000632	Prbc.g_02008	Syat.g_00623
OG0000633	Prbc.g_02009	Syat.g_00622
OG0000634	Prbc.g_01854	Syat.g_00475
OG0000635	Prbc.g_01855	Syat.g_00476
OG0000636	Prbc.g_01857	Syat.g_00478
OG0000637	Prbc.g_01859	Syat.g_00480
OG0000638	Prbc.g_01860	Syat.g_00481
OG0000639	Prbc.g_01861	Syat.g_00482
OG0000640	Prbc.g_01862	Syat.g_00483
OG0000641	Prbc.g_01866	Syat.g_00488
OG0000642	Prbc.g_01867	Syat.g_00489
OG0000643	Prbc.g_01868	Syat.g_00494
OG0000644	Prbc.g_01869	Syat.g_00495
OG0000645	Prbc.g_01870	Syat.g_00496
OG0000646	Prbc.g_01873	Syat.g_00499
OG0000647	Prbc.g_01875	Syat.g_00501
OG0000648	Prbc.g_01877	Syat.g_00504
OG0000649	Prbc.g_01878	Syat.g_00505
OG0000650	Prbc.g_01879	Syat.g_00506
OG0000651	Prbc.g_01880	Syat.g_00507
OG0000652	Prbc.g_01881	Syat.g_00508
OG0000653	Prbc.g_01883	Syat.g_00510
OG0000654	Prbc.g_01884	Syat.g_00514
OG0000655	Prbc.g_01885	Syat.g_00515
OG0000656	Prbc.g_01888	Syat.g_00518
OG0000657	Prbc.g_01895	Syat.g_00720
OG0000658	Prbc.g_01897	Syat.g_00723
OG0000659	Prbc.g_01898	Syat.g_00724
OG0000660	Prbc.g_01903	Syat.g_00740
OG0000661	Prbc.g_01905	Syat.g_00742
OG0000662	Prbc.g_01907	Syat.g_00746
OG0000663	Prbc.g_01909	Syat.g_00749
OG0000664	Prbc.g_01910	Syat.g_00752
OG0000665	Prbc.g_01914	Syat.g_03302
OG0000666	Prbc.g_01915	Syat.g_01415
OG0000667	Prbc.g_01919	Syat.g_00958, Syat.g_03278
OG0000668	Prbc.g_01959	Syat.g_00710
OG0000669	Prbc.g_01967	Syat.g_00416
OG0000670	Prbc.g_01970	Syat.g_00419
OG0000671	Prbc.g_01972	Syat.g_00421
OG0000672	Prbc.g_01975	Syat.g_00424
OG0000673	Prbc.g_01978	Syat.g_00430
OG0000674	Prbc.g_01980	Syat.g_00432
OG0000675	Prbc.g_01981	Syat.g_00433
OG0000676	Prbc.g_01983	Syat.g_00436
OG0000677	Prbc.g_01984	Syat.g_00437
OG0000678	Prbc.g_01987	Syat.g_00439
OG0000679	Prbc.g_01991	Syat.g_00448
OG0000680	Prbc.g_01992	Syat.g_00449
OG0000681	Prbc.g_01995	Syat.g_00452
OG0000682	Prbc.g_01996	Syat.g_00453
OG0000683	Prbc.g_01997	Syat.g_00454
OG0000684	Prbc.g_01837	Syat.g_00457
OG0000685	Prbc.g_01839	Syat.g_02571
OG0000686	Prbc.g_01840	Syat.g_00459
OG0000687	Prbc.g_01841	Syat.g_00460
OG0000688	Prbc.g_01844	Syat.g_00463
OG0000689	Prbc.g_01845	Syat.g_00465
OG0000690	Prbc.g_01846	Syat.g_00466
OG0000691	Prbc.g_01847	Syat.g_00467
OG0000692	Prbc.g_01849	Syat.g_00469
OG0000693	Prbc.g_01850	Syat.g_00471
OG0000694	Prbc.g_01851	Syat.g_00472
OG0000695	Prbc.g_02011	Syat.g_00619
OG0000696	Prbc.g_02012	Syat.g_00618
OG0000697	Prbc.g_02013	Syat.g_00616
OG0000698	Prbc.g_02016	Syat.g_00613
OG0000699	Prbc.g_02017	Syat.g_00611
OG0000700	Prbc.g_02018	Syat.g_00610
OG0000701	Prbc.g_02019	Syat.g_00609
OG0000702	Prbc.g_02021	Syat.g_00606
OG0000703	Prbc.g_02022	Syat.g_00601
OG0000704	Prbc.g_02023	Syat.g_00599
OG0000705	Prbc.g_02029	Syat.g_00592
OG0000706	Prbc.g_02030	Syat.g_00591
OG0000707	Prbc.g_02031	Syat.g_00590
OG0000708	Prbc.g_02033	Syat.g_00587
OG0000709	Prbc.g_02037	Syat.g_00573
OG0000710	Prbc.g_02040	Syat.g_00567
OG0000711	Prbc.g_02055	Syat.g_00539
OG0000712	Prbc.g_02057	Syat.g_00537
OG0000713	Prbc.g_02058	Syat.g_00536
OG0000714	Prbc.g_02059	Syat.g_00532
OG0000715	Prbc.g_02061	Syat.g_00530
OG0000716	Prbc.g_02062	Syat.g_00527
OG0000717	Prbc.g_02063	Syat.g_00526
OG0000718	Prbc.g_02079	Syat.g_00522
OG0000719	Prbc.g_02080	Syat.g_00712
OG0000720	Prbc.g_02091	Syat.g_00699
OG0000721	Prbc.g_02092	Syat.g_00697
OG0000722	Prbc.g_02093	Syat.g_00696
OG0000723	Prbc.g_02097	Syat.g_00686
OG0000724	Prbc.g_02108	Syat.g_00782
OG0000725	Prbc.g_01934	Syat.g_00810
OG0000726	Prbc.g_01933	Syat.g_00811
OG0000727	Prbc.g_01932	Syat.g_00812
OG0000728	Prbc.g_01930	Syat.g_00814
OG0000729	Prbc.g_00201	Syat.g_02224
OG0000730	Prbc.g_01244	Syat.g_01617
OG0000731	Prbc.g_01252	Syat.g_01605
OG0000732	Prbc.g_00987	Syat.g_02290
OG0000733	Prbc.g_00897	Syat.g_03285
OG0000734	Prbc.g_01462	Syat.g_01579
OG0000735	Prbc.g_01460	Syat.g_03235
OG0000736	Prbc.g_01459	Syat.g_03236
OG0000737	Prbc.g_01458	Syat.g_03237
OG0000738	Prbc.g_01454	Syat.g_03251
OG0000739	Prbc.g_01453	Syat.g_03252
OG0000740	Prbc.g_01452	Syat.g_03253
OG0000741	Prbc.g_01450	Syat.g_03256
OG0000742	Prbc.g_01447	Syat.g_03259
OG0000743	Prbc.g_01445	Syat.g_03262
OG0000744	Prbc.g_01444	Syat.g_03263
OG0000745	Prbc.g_01442	Syat.g_03266
OG0000746	Prbc.g_01440	Syat.g_00314
OG0000747	Prbc.g_01439	Syat.g_00313
OG0000748	Prbc.g_01435	Syat.g_00305
OG0000749	Prbc.g_01434	Syat.g_00303
OG0000750	Prbc.g_01433	Syat.g_00302
OG0000751	Prbc.g_01430	Syat.g_00296
OG0000752	Prbc.g_01428	Syat.g_00294
OG0000753	Prbc.g_01426	Syat.g_00291
OG0000754	Prbc.g_01422	Syat.g_00250
OG0000755	Prbc.g_01418	Syat.g_00217
OG0000756	Prbc.g_01417	Syat.g_00216
OG0000757	Prbc.g_01410	Syat.g_00205
OG0000758	Prbc.g_01409	Syat.g_00204
OG0000759	Prbc.g_01408	Syat.g_00203
OG0000760	Prbc.g_01407	Syat.g_00202
OG0000761	Prbc.g_01406	Syat.g_00201
OG0000762	Prbc.g_01405	Syat.g_00199
OG0000763	Prbc.g_01403	Syat.g_00924
OG0000764	Prbc.g_01402	Syat.g_00923
OG0000765	Prbc.g_01394	Syat.g_00897
OG0000766	Prbc.g_01393	Syat.g_00896
OG0000767	Prbc.g_01392	Syat.g_00894
OG0000768	Prbc.g_01391	Syat.g_00893
OG0000769	Prbc.g_01389	Syat.g_00891
OG0000770	Prbc.g_01388	Syat.g_00886
OG0000771	Prbc.g_02103	Syat.g_00788
OG0000772	Prbc.g_01320	Syat.g_01768
OG0000773	Prbc.g_00557	Syat.g_01114
OG0000774	Prbc.g_00560	Syat.g_01146
OG0000775	Prbc.g_00561	Syat.g_01148
OG0000776	Prbc.g_00562	Syat.g_01149
OG0000777	Prbc.g_00563	Syat.g_01150
OG0000778	Prbc.g_00564	Syat.g_01151
OG0000779	Prbc.g_00568	Syat.g_01154
OG0000780	Prbc.g_00569	Syat.g_01157
OG0000781	Prbc.g_00571	Syat.g_01161
OG0000782	Prbc.g_00572	Syat.g_01162
OG0000783	Prbc.g_00573	Syat.g_01163
OG0000784	Prbc.g_00574	Syat.g_01164
OG0000785	Prbc.g_00576	Syat.g_01166
OG0000786	Prbc.g_00579	Syat.g_01170
OG0000787	Prbc.g_00580	Syat.g_01171
OG0000788	Prbc.g_01820	Syat.g_00087
OG0000789	Prbc.g_02100	Syat.g_00845
OG0000790	Prbc.g_00662	Syat.g_01300
OG0000791	Prbc.g_00664	Syat.g_01302
OG0000792	Prbc.g_00665	Syat.g_01303
OG0000793	Prbc.g_00668	Syat.g_01412
OG0000794	Prbc.g_00669	Syat.g_01414
OG0000795	Prbc.g_00670	Syat.g_01416
OG0000796	Prbc.g_00674	Syat.g_01422
OG0000797	Prbc.g_00675	Syat.g_01423
OG0000799	Prbc.g_00690	Syat.g_01256
OG0000800	Prbc.g_00691	Syat.g_01255
OG0000801	Prbc.g_00692	Syat.g_01253
OG0000802	Prbc.g_00694	Syat.g_01245
OG0000803	Prbc.g_00696	Syat.g_01241
OG0000804	Prbc.g_00697	Syat.g_01238
OG0000805	Prbc.g_00699	Syat.g_01236
OG0000806	Prbc.g_00701	Syat.g_01234
OG0000807	Prbc.g_00702	Syat.g_01233
OG0000808	Prbc.g_00703	Syat.g_01232
OG0000809	Prbc.g_00707	Syat.g_01229
OG0000810	Prbc.g_00708	Syat.g_01228
OG0000811	Prbc.g_00712	Syat.g_01186
OG0000812	Prbc.g_00714	Syat.g_01182
OG0000813	Prbc.g_00715	Syat.g_01181
OG0000814	Prbc.g_00717	Syat.g_01179
OG0000815	Prbc.g_00718	Syat.g_01177
OG0000816	Prbc.g_00720	Syat.g_01175
OG0000817	Prbc.g_00721	Syat.g_01279
OG0000818	Prbc.g_00725	Syat.g_01325
OG0000819	Prbc.g_00726	Syat.g_01326
OG0000820	Prbc.g_00727	Syat.g_01327
OG0000821	Prbc.g_00730	Syat.g_01333
OG0000822	Prbc.g_00731	Syat.g_01335
OG0000823	Prbc.g_00732	Syat.g_01336
OG0000824	Prbc.g_00735	Syat.g_01342
OG0000825	Prbc.g_00736	Syat.g_01343
OG0000826	Prbc.g_00737	Syat.g_01344
OG0000827	Prbc.g_00738	Syat.g_01345
OG0000828	Prbc.g_00741	Syat.g_01348
OG0000829	Prbc.g_00742	Syat.g_01349
OG0000830	Prbc.g_00743	Syat.g_01350
OG0000831	Prbc.g_00745	Syat.g_01353
OG0000832	Prbc.g_00755	Syat.g_02982
OG0000833	Prbc.g_00763	Syat.g_03072
OG0000834	Prbc.g_00764	Syat.g_03073
OG0000835	Prbc.g_00765	Syat.g_03075
OG0000836	Prbc.g_00766	Syat.g_03078
OG0000837	Prbc.g_00767	Syat.g_03079
OG0000838	Prbc.g_00769	Syat.g_03083
OG0000839	Prbc.g_00770	Syat.g_03084
OG0000840	Prbc.g_00771	Syat.g_03085
OG0000841	Prbc.g_00772	Syat.g_03086
OG0000842	Prbc.g_00773	Syat.g_03087
OG0000843	Prbc.g_00774	Syat.g_03088
OG0000844	Prbc.g_00775	Syat.g_03090
OG0000845	Prbc.g_00776	Syat.g_03091
OG0000846	Prbc.g_00777	Syat.g_03092
OG0000847	Prbc.g_00778	Syat.g_03093
OG0000848	Prbc.g_00779	Syat.g_03095
OG0000849	Prbc.g_00780	Syat.g_03096
OG0000850	Prbc.g_00782	Syat.g_03098
OG0000851	Prbc.g_00783	Syat.g_03101
OG0000852	Prbc.g_00784	Syat.g_03102
OG0000853	Prbc.g_00789	Syat.g_03106
OG0000854	Prbc.g_00791	Syat.g_03108
OG0000855	Prbc.g_00792	Syat.g_03109
OG0000856	Prbc.g_00677	Syat.g_03305
OG0000857	Prbc.g_01874	Syat.g_00500
OG0000858	Prbc.g_00827	Syat.g_03114
OG0000859	Prbc.g_00828	Syat.g_03115
OG0000860	Prbc.g_00834	Syat.g_03126
OG0000861	Prbc.g_00835	Syat.g_03127
OG0000862	Prbc.g_00836	Syat.g_03136
OG0000863	Prbc.g_00837	Syat.g_03138
OG0000864	Prbc.g_00838	Syat.g_03139
OG0000865	Prbc.g_00839	Syat.g_03140
OG0000866	Prbc.g_00840	Syat.g_03141
OG0000867	Prbc.g_00841	Syat.g_03142
OG0000868	Prbc.g_00842	Syat.g_03067
OG0000869	Prbc.g_00845	Syat.g_03054
OG0000870	Prbc.g_00850	Syat.g_03049
OG0000871	Prbc.g_00851	Syat.g_03048
OG0000872	Prbc.g_00852	Syat.g_03042
OG0000873	Prbc.g_00855	Syat.g_03039
OG0000874	Prbc.g_00858	Syat.g_03037
OG0000875	Prbc.g_00860	Syat.g_03035
OG0000876	Prbc.g_00861	Syat.g_00745
OG0000877	Prbc.g_00863	Syat.g_03024
OG0000878	Prbc.g_00864	Syat.g_03023
OG0000879	Prbc.g_00865	Syat.g_03022
OG0000880	Prbc.g_00866	Syat.g_03021
OG0000881	Prbc.g_00869	Syat.g_03016
OG0000882	Prbc.g_00874	Syat.g_03011
OG0000883	Prbc.g_00876	Syat.g_03007
OG0000884	Prbc.g_00878	Syat.g_03005
OG0000885	Prbc.g_00879	Syat.g_03004
OG0000886	Prbc.g_00880	Syat.g_03003
OG0000887	Prbc.g_00881	Syat.g_03002
OG0000888	Prbc.g_00883	Syat.g_03000
OG0000889	Prbc.g_00885	Syat.g_02997
OG0000890	Prbc.g_00886	Syat.g_02994
OG0000891	Prbc.g_00887	Syat.g_02993
OG0000892	Prbc.g_00889	Syat.g_02992
OG0000893	Prbc.g_00933	Syat.g_01864
OG0000894	Prbc.g_00936	Syat.g_01860
OG0000895	Prbc.g_00939	Syat.g_01856
OG0000896	Prbc.g_00940	Syat.g_01855
OG0000897	Prbc.g_00942	Syat.g_01853
OG0000898	Prbc.g_00943	Syat.g_01852
OG0000899	Prbc.g_00944	Syat.g_01851
OG0000900	Prbc.g_00945	Syat.g_01850
OG0000901	Prbc.g_00948	Syat.g_01845
OG0000902	Prbc.g_00950	Syat.g_01843
OG0000903	Prbc.g_00960	Syat.g_01830
OG0000904	Prbc.g_00955	Syat.g_01834
OG0000905	Prbc.g_00952	Syat.g_01839
OG0000906	Prbc.g_00951	Syat.g_01841
OG0000907	Prbc.g_00327	Syat.g_01828
OG0000908	Prbc.g_00324	Syat.g_01825
OG0000909	Prbc.g_00323	Syat.g_01824
OG0000910	Prbc.g_00322	Syat.g_01823
OG0000911	Prbc.g_00320	Syat.g_01821
OG0000912	Prbc.g_00319	Syat.g_01820
OG0000913	Prbc.g_00318	Syat.g_01819
OG0000914	Prbc.g_00317	Syat.g_01818
OG0000915	Prbc.g_00316	Syat.g_01816
OG0000916	Prbc.g_00315	Syat.g_01815
OG0000917	Prbc.g_00314	Syat.g_01814
OG0000918	Prbc.g_00313	Syat.g_01813
OG0000919	Prbc.g_00312	Syat.g_01812
OG0000920	Prbc.g_00311	Syat.g_01811
OG0000921	Prbc.g_00310	Syat.g_01810
OG0000922	Prbc.g_00309	Syat.g_01809
OG0000923	Prbc.g_00305	Syat.g_01805
OG0000924	Prbc.g_00304	Syat.g_01804
OG0000925	Prbc.g_00303	Syat.g_01803
OG0000926	Prbc.g_00302	Syat.g_01802
OG0000927	Prbc.g_00300	Syat.g_01800
OG0000928	Prbc.g_00299	Syat.g_01799
OG0000929	Prbc.g_00298	Syat.g_01798
OG0000930	Prbc.g_00297	Syat.g_01797
OG0000931	Prbc.g_00296	Syat.g_01796
OG0000932	Prbc.g_00295	Syat.g_01794
OG0000933	Prbc.g_00291	Syat.g_01788
OG0000934	Prbc.g_00289	Syat.g_01786
OG0000935	Prbc.g_00288	Syat.g_01665
OG0000936	Prbc.g_00287	Syat.g_01664
OG0000937	Prbc.g_00286	Syat.g_01663
OG0000938	Prbc.g_00283	Syat.g_01659
OG0000939	Prbc.g_00282	Syat.g_01658
OG0000940	Prbc.g_00275	Syat.g_01651
OG0000941	Prbc.g_00273	Syat.g_01649
OG0000942	Prbc.g_00271	Syat.g_01647
OG0000943	Prbc.g_00270	Syat.g_01646
OG0000944	Prbc.g_00268	Syat.g_01644
OG0000945	Prbc.g_00267	Syat.g_01643
OG0000946	Prbc.g_00248	Syat.g_01633
OG0000947	Prbc.g_00246	Syat.g_01630
OG0000948	Prbc.g_00245	Syat.g_01629
OG0000949	Prbc.g_00242	Syat.g_02142
OG0000950	Prbc.g_00237	Syat.g_02152
OG0000951	Prbc.g_00233	Syat.g_02157
OG0000952	Prbc.g_00229	Syat.g_02162
OG0000953	Prbc.g_00225	Syat.g_02166
OG0000954	Prbc.g_00221	Syat.g_02187
OG0000955	Prbc.g_00220	Syat.g_02188
OG0000956	Prbc.g_00218	Syat.g_02191
OG0000957	Prbc.g_00213	Syat.g_02204
OG0000958	Prbc.g_00212	Syat.g_02205
OG0000959	Prbc.g_00208	Syat.g_02212
OG0000960	Prbc.g_00207	Syat.g_02213
OG0000961	Prbc.g_00204	Syat.g_02873
OG0000962	Prbc.g_00202	Syat.g_02223
OG0000963	Prbc.g_00197	Syat.g_02226
OG0000964	Prbc.g_00196	Syat.g_02227
OG0000965	Prbc.g_00195	Syat.g_02228
OG0000966	Prbc.g_00965	Syat.g_02259
OG0000967	Prbc.g_00969	Syat.g_02263
OG0000968	Prbc.g_00971	Syat.g_02269
OG0000969	Prbc.g_00972	Syat.g_02271
OG0000970	Prbc.g_00973	Syat.g_02272
OG0000971	Prbc.g_00974	Syat.g_02274
OG0000972	Prbc.g_00975	Syat.g_02275
OG0000973	Prbc.g_00976	Syat.g_02276
OG0000974	Prbc.g_00977	Syat.g_02277
OG0000975	Prbc.g_00978	Syat.g_02278
OG0000976	Prbc.g_00979	Syat.g_02279
OG0000977	Prbc.g_00980	Syat.g_02281
OG0000978	Prbc.g_00981	Syat.g_02283
OG0000979	Prbc.g_00984	Syat.g_02286
OG0000980	Prbc.g_00986	Syat.g_02289
OG0000981	Prbc.g_00989	Syat.g_02292
OG0000982	Prbc.g_00991	Syat.g_02691
OG0000983	Prbc.g_00992	Syat.g_02690
OG0000984	Prbc.g_00993	Syat.g_02689
OG0000985	Prbc.g_00996	Syat.g_02685
OG0000986	Prbc.g_00998	Syat.g_02680
OG0000987	Prbc.g_00999	Syat.g_02678
OG0000988	Prbc.g_01002	Syat.g_02672
OG0000989	Prbc.g_01006	Syat.g_02657
OG0000990	Prbc.g_01011	Syat.g_02500
OG0000991	Prbc.g_01012	Syat.g_02503
OG0000992	Prbc.g_01015	Syat.g_02507
OG0000993	Prbc.g_01016	Syat.g_02508
OG0000994	Prbc.g_01017	Syat.g_02512
OG0000995	Prbc.g_01021	Syat.g_02517
OG0000996	Prbc.g_01022	Syat.g_02446
OG0000997	Prbc.g_01043	Syat.g_02417
OG0000998	Prbc.g_01045	Syat.g_02415
OG0000999	Prbc.g_01046	Syat.g_02414
OG0001001	Prbc.g_01052	Syat.g_02400
OG0001002	Prbc.g_01057	Syat.g_02394
OG0001003	Prbc.g_01060	Syat.g_02392
OG0001004	Prbc.g_01061	Syat.g_02391
OG0001005	Prbc.g_01062	Syat.g_02390
OG0001006	Prbc.g_01067	Syat.g_02378
OG0001007	Prbc.g_01069	Syat.g_02376
OG0001008	Prbc.g_01498	Syat.g_02971
OG0001009	Prbc.g_01097	Syat.g_02311
OG0001010	Prbc.g_01098	Syat.g_02310
OG0001011	Prbc.g_01099	Syat.g_02308
OG0001012	Prbc.g_01121	Syat.g_01004
OG0001013	Prbc.g_01126	Syat.g_02716
OG0001014	Prbc.g_01129	Syat.g_02721
OG0001015	Prbc.g_01130	Syat.g_02722
OG0001016	Prbc.g_00500	Syat.g_01474
OG0001017	Prbc.g_00496	Syat.g_01480
OG0001018	Prbc.g_00493	Syat.g_01482
OG0001019	Prbc.g_00484	Syat.g_01532
OG0001020	Prbc.g_00483	Syat.g_01539
OG0001021	Prbc.g_00482	Syat.g_01552
OG0001022	Prbc.g_00479	Syat.g_01555
OG0001023	Prbc.g_00478	Syat.g_01556
OG0001024	Prbc.g_00475	Syat.g_01560
OG0001025	Prbc.g_00468	Syat.g_01566
OG0001026	Prbc.g_00460	Syat.g_01582
OG0001027	Prbc.g_00459	Syat.g_02947
OG0001028	Prbc.g_00457	Syat.g_02944
OG0001029	Prbc.g_00455	Syat.g_02942
OG0001030	Prbc.g_00439	Syat.g_02922
OG0001031	Prbc.g_00385	Syat.g_02836
OG0001032	Prbc.g_00384	Syat.g_02834
OG0001033	Prbc.g_00364	Syat.g_02784
OG0001034	Prbc.g_00334	Syat.g_01448
OG0001035	Prbc.g_01150	Syat.g_01885
OG0001036	Prbc.g_01154	Syat.g_01939
OG0001037	Prbc.g_01155	Syat.g_01941
OG0001038	Prbc.g_01171	Syat.g_02058
OG0001039	Prbc.g_01173	Syat.g_02061
OG0001040	Prbc.g_01176	Syat.g_02064
OG0001041	Prbc.g_01180	Syat.g_02070
OG0001042	Prbc.g_01196	Syat.g_02100
OG0001043	Prbc.g_01197	Syat.g_02103
OG0001044	Prbc.g_01245	Syat.g_01615
OG0001045	Prbc.g_01254	Syat.g_01602
OG0001046	Prbc.g_02168	Syat.g_00552
OG0001047	Prbc.g_01500	Syat.g_02973
OG0001048	Prbc.g_01501	Syat.g_02974
OG0001049	Prbc.g_01503	Syat.g_01290
OG0001050	Prbc.g_01504	Syat.g_01289
OG0001051	Prbc.g_01505	Syat.g_01288
OG0001052	Prbc.g_01531	Syat.g_01375
OG0001053	Prbc.g_01543	Syat.g_03173
OG0001054	Prbc.g_01557	Syat.g_03192
OG0001055	Prbc.g_01597	Syat.g_03224
OG0001056	Prbc.g_01615	Syat.g_03275
OG0001057	Prbc.g_01620	Syat.g_00102
OG0001058	Prbc.g_01629	Syat.g_00079
OG0001059	Prbc.g_01633	Syat.g_00075
OG0001061	Prbc.g_01653	Syat.g_00051
OG0001062	Prbc.g_01655	Syat.g_00048
OG0001063	Prbc.g_01656	Syat.g_00042
OG0001064	Prbc.g_01657	Syat.g_00041
OG0001065	Prbc.g_01658	Syat.g_00040
OG0001066	Prbc.g_01659	Syat.g_00039
OG0001067	Prbc.g_01660	Syat.g_00038
OG0001068	Prbc.g_01661	Syat.g_00037
OG0001069	Prbc.g_01662	Syat.g_00036
OG0001070	Prbc.g_01664	Syat.g_00032
OG0001071	Prbc.g_01665	Syat.g_00031
OG0001072	Prbc.g_01666	Syat.g_00028
OG0001073	Prbc.g_01680	Syat.g_00009
OG0001074	Prbc.g_01692	Syat.g_01015
OG0001075	Prbc.g_01693	Syat.g_01037
OG0001076	Prbc.g_01700	Syat.g_03315
OG0001077	Prbc.g_01705	Syat.g_03290
OG0001078	Prbc.g_01713	Syat.g_00118
OG0001079	Prbc.g_01724	Syat.g_00378
OG0001080	Prbc.g_01730	Syat.g_00368
OG0001081	Prbc.g_01732	Syat.g_00366
OG0001082	Prbc.g_01733	Syat.g_00365
OG0001083	Prbc.g_01738	Syat.g_00390
OG0001084	Prbc.g_01739	Syat.g_00391
OG0001085	Prbc.g_01749	Syat.g_00408
OG0001086	Prbc.g_01750	Syat.g_00410
OG0001087	Prbc.g_01770	Syat.g_03277
OG0001088	Prbc.g_01771	Syat.g_02496
OG0001089	Prbc.g_01779	Syat.g_00818
OG0001090	Prbc.g_01788	Syat.g_00659
OG0001091	Prbc.g_01790	Syat.g_00661
OG0001092	Prbc.g_01791	Syat.g_00663
OG0001093	Prbc.g_01796	Syat.g_00669
OG0001094	Prbc.g_01852	Syat.g_00473
OG0001095	Prbc.g_01871	Syat.g_00497
OG0001096	Prbc.g_01886	Syat.g_00516
OG0001097	Prbc.g_01906	Syat.g_00743
OG0001098	Prbc.g_01923	Syat.g_01672
OG0001099	Prbc.g_01962	Syat.g_02943
OG0001100	Prbc.g_01969	Syat.g_00418
OG0001101	Prbc.g_01971	Syat.g_00420
OG0001102	Prbc.g_01974	Syat.g_00423
OG0001103	Prbc.g_01976	Syat.g_00425
OG0001104	Prbc.g_01838	Syat.g_00458
OG0001105	Prbc.g_01842	Syat.g_00461
OG0001106	Prbc.g_02024	Syat.g_00598
OG0001107	Prbc.g_02034	Syat.g_00580
OG0001108	Prbc.g_02038	Syat.g_00570
OG0001109	Prbc.g_02039	Syat.g_00568
OG0001110	Prbc.g_02041	Syat.g_00566
OG0001111	Prbc.g_02042	Syat.g_00564
OG0001112	Prbc.g_02043	Syat.g_00562
OG0001113	Prbc.g_02044	Syat.g_00561
OG0001114	Prbc.g_02045	Syat.g_00560
OG0001115	Prbc.g_02047	Syat.g_00557
OG0001116	Prbc.g_02048	Syat.g_00555
OG0001117	Prbc.g_02049	Syat.g_00554
OG0001118	Prbc.g_02050	Syat.g_00553
