Orthogroup	Prbc	Syaq
OG0000546	Prbc.g_01593	Syaq.g_01811
OG0000547	Prbc.g_01595	Syaq.g_01813
OG0000548	Prbc.g_01596	Syaq.g_01814
OG0000549	Prbc.g_01599	Syaq.g_01819
OG0000550	Prbc.g_01603	Syaq.g_01824
OG0000551	Prbc.g_01606	Syaq.g_01829
OG0000552	Prbc.g_01607	Syaq.g_01830
OG0000553	Prbc.g_01608	Syaq.g_01834
OG0000554	Prbc.g_01613	Syaq.g_01839
OG0000555	Prbc.g_01621	Syaq.g_01857
OG0000556	Prbc.g_01623	Syaq.g_01925
OG0000557	Prbc.g_01624	Syaq.g_01927
OG0000558	Prbc.g_01627	Syaq.g_01929
OG0000559	Prbc.g_01631	Syaq.g_01933
OG0000560	Prbc.g_01634	Syaq.g_01936
OG0000561	Prbc.g_01635	Syaq.g_01937
OG0000562	Prbc.g_01636	Syaq.g_01938
OG0000563	Prbc.g_01637	Syaq.g_01939
OG0000564	Prbc.g_01638	Syaq.g_01940
OG0000565	Prbc.g_01641	Syaq.g_01943
OG0000566	Prbc.g_01643	Syaq.g_01947
OG0000567	Prbc.g_01647	Syaq.g_01951
OG0000568	Prbc.g_01648	Syaq.g_01954
OG0000569	Prbc.g_01649	Syaq.g_01955
OG0000570	Prbc.g_01650	Syaq.g_01956
OG0000571	Prbc.g_01652	Syaq.g_01960
OG0000572	Prbc.g_01663	Syaq.g_01977
OG0000573	Prbc.g_01668	Syaq.g_01985
OG0000574	Prbc.g_01670	Syaq.g_01986
OG0000575	Prbc.g_01673	Syaq.g_01991
OG0000576	Prbc.g_01675	Syaq.g_01993
OG0000577	Prbc.g_01676	Syaq.g_01994
OG0000578	Prbc.g_01677	Syaq.g_01995
OG0000579	Prbc.g_01678	Syaq.g_01996
OG0000580	Prbc.g_01679	Syaq.g_01997
OG0000581	Prbc.g_01682	Syaq.g_02003
OG0000582	Prbc.g_01685	Syaq.g_02012
OG0000583	Prbc.g_01686	Syaq.g_02013
OG0000584	Prbc.g_01687	Syaq.g_02014
OG0000585	Prbc.g_01689	Syaq.g_02017
OG0000586	Prbc.g_01690	Syaq.g_02018
OG0000587	Prbc.g_01691	Syaq.g_02020
OG0000588	Prbc.g_01695	Syaq.g_02043
OG0000589	Prbc.g_01698	Syaq.g_02057
OG0000590	Prbc.g_01699	Syaq.g_02058
OG0000591	Prbc.g_01702	Syaq.g_02066
OG0000592	Prbc.g_01703	Syaq.g_02067
OG0000593	Prbc.g_01709	Syaq.g_02078
OG0000594	Prbc.g_01710	Syaq.g_02079
OG0000595	Prbc.g_01711	Syaq.g_02080
OG0000596	Prbc.g_01715	Syaq.g_02085
OG0000597	Prbc.g_01717	Syaq.g_02088
OG0000598	Prbc.g_01718	Syaq.g_02089
OG0000599	Prbc.g_01721	Syaq.g_02096
OG0000600	Prbc.g_01722	Syaq.g_02097
OG0000601	Prbc.g_01723	Syaq.g_02098
OG0000602	Prbc.g_01725	Syaq.g_02104
OG0000603	Prbc.g_01726	Syaq.g_02105
OG0000604	Prbc.g_01727	Syaq.g_02107
OG0000605	Prbc.g_01728	Syaq.g_02151
OG0000606	Prbc.g_01731	Syaq.g_02231
OG0000607	Prbc.g_01734	Syaq.g_02234
OG0000608	Prbc.g_01735	Syaq.g_02235
OG0000609	Prbc.g_01736	Syaq.g_02237
OG0000610	Prbc.g_01742	Syaq.g_02244
OG0000611	Prbc.g_01745	Syaq.g_02247
OG0000612	Prbc.g_01746	Syaq.g_02248
OG0000613	Prbc.g_01752	Syaq.g_00885
OG0000614	Prbc.g_01775	Syaq.g_02588
OG0000615	Prbc.g_01782	Syaq.g_02302
OG0000616	Prbc.g_01055	Syaq.g_01168
OG0000617	Prbc.g_01793	Syaq.g_00031
OG0000618	Prbc.g_01794	Syaq.g_00032
OG0000619	Prbc.g_01795	Syaq.g_00033
OG0000620	Prbc.g_01798	Syaq.g_00038
OG0000621	Prbc.g_01799	Syaq.g_00039
OG0000622	Prbc.g_01800	Syaq.g_00040
OG0000623	Prbc.g_01801	Syaq.g_00041
OG0000624	Prbc.g_01803	Syaq.g_00042
OG0000625	Prbc.g_01804	Syaq.g_00043
OG0000626	Prbc.g_01805	Syaq.g_00044
OG0000627	Prbc.g_01807	Syaq.g_02425
OG0000628	Prbc.g_01808	Syaq.g_02426
OG0000629	Prbc.g_01809	Syaq.g_02429
OG0000630	Prbc.g_01812	Syaq.g_02433
OG0000631	Prbc.g_02007	Syaq.g_02441
OG0000632	Prbc.g_02008	Syaq.g_02442
OG0000633	Prbc.g_02009	Syaq.g_02444
OG0000634	Prbc.g_01854	Syaq.g_02336
OG0000635	Prbc.g_01855	Syaq.g_02337
OG0000636	Prbc.g_01857	Syaq.g_02339
OG0000637	Prbc.g_01859	Syaq.g_02341
OG0000638	Prbc.g_01860	Syaq.g_02342
OG0000639	Prbc.g_01861	Syaq.g_02343
OG0000640	Prbc.g_01862	Syaq.g_02344
OG0000641	Prbc.g_01866	Syaq.g_02348
OG0000642	Prbc.g_01867	Syaq.g_02349
OG0000643	Prbc.g_01868	Syaq.g_02350
OG0000644	Prbc.g_01869	Syaq.g_02351
OG0000645	Prbc.g_01870	Syaq.g_02353
OG0000646	Prbc.g_01873	Syaq.g_02356
OG0000647	Prbc.g_01875	Syaq.g_02358
OG0000648	Prbc.g_01877	Syaq.g_02360
OG0000649	Prbc.g_01878	Syaq.g_02361
OG0000650	Prbc.g_01879	Syaq.g_02362
OG0000651	Prbc.g_01880	Syaq.g_02363
OG0000652	Prbc.g_01881	Syaq.g_02364
OG0000653	Prbc.g_01883	Syaq.g_02367
OG0000654	Prbc.g_01884	Syaq.g_02368
OG0000655	Prbc.g_01885	Syaq.g_02369
OG0000656	Prbc.g_01888	Syaq.g_02372
OG0000657	Prbc.g_01895	Syaq.g_02382
OG0000658	Prbc.g_01897	Syaq.g_02385
OG0000659	Prbc.g_01898	Syaq.g_02386
OG0000660	Prbc.g_01903	Syaq.g_02390
OG0000661	Prbc.g_01905	Syaq.g_02392
OG0000662	Prbc.g_01907	Syaq.g_02394
OG0000663	Prbc.g_01909	Syaq.g_02397
OG0000664	Prbc.g_01910	Syaq.g_02400
OG0000665	Prbc.g_01914	Syaq.g_02124
OG0000666	Prbc.g_01915	Syaq.g_02117
OG0000667	Prbc.g_01919	Syaq.g_02222
OG0000668	Prbc.g_01959	Syaq.g_00068
OG0000669	Prbc.g_01967	Syaq.g_02260
OG0000670	Prbc.g_01970	Syaq.g_00079
OG0000671	Prbc.g_01972	Syaq.g_02264
OG0000672	Prbc.g_01975	Syaq.g_02267
OG0000673	Prbc.g_01978	Syaq.g_02270
OG0000674	Prbc.g_01980	Syaq.g_02272
OG0000675	Prbc.g_01981	Syaq.g_02273
OG0000676	Prbc.g_01983	Syaq.g_02275
OG0000677	Prbc.g_01984	Syaq.g_02276
OG0000678	Prbc.g_01987	Syaq.g_02282
OG0000679	Prbc.g_01991	Syaq.g_02305
OG0000680	Prbc.g_01992	Syaq.g_02306
OG0000681	Prbc.g_01995	Syaq.g_02309
OG0000682	Prbc.g_01996	Syaq.g_02310
OG0000683	Prbc.g_01997	Syaq.g_02311
OG0000684	Prbc.g_01837	Syaq.g_02315
OG0000685	Prbc.g_01839	Syaq.g_02317
OG0000686	Prbc.g_01840	Syaq.g_02318
OG0000687	Prbc.g_01841	Syaq.g_02319
OG0000688	Prbc.g_01844	Syaq.g_02325
OG0000689	Prbc.g_01845	Syaq.g_02327
OG0000690	Prbc.g_01846	Syaq.g_02328
OG0000691	Prbc.g_01847	Syaq.g_02329
OG0000692	Prbc.g_01849	Syaq.g_02330
OG0000693	Prbc.g_01850	Syaq.g_02332
OG0000694	Prbc.g_01851	Syaq.g_02333
OG0000695	Prbc.g_02011	Syaq.g_02446
OG0000696	Prbc.g_02012	Syaq.g_02447
OG0000697	Prbc.g_02013	Syaq.g_02448
OG0000698	Prbc.g_02016	Syaq.g_02451
OG0000699	Prbc.g_02017	Syaq.g_02452
OG0000700	Prbc.g_02018	Syaq.g_02453
OG0000701	Prbc.g_02019	Syaq.g_02454
OG0000702	Prbc.g_02021	Syaq.g_02467
OG0000703	Prbc.g_02022	Syaq.g_02468
OG0000704	Prbc.g_02023	Syaq.g_02470
OG0000705	Prbc.g_02029	Syaq.g_02477
OG0000706	Prbc.g_02030	Syaq.g_02478
OG0000707	Prbc.g_02031	Syaq.g_02479
OG0000708	Prbc.g_02033	Syaq.g_02482
OG0000709	Prbc.g_02037	Syaq.g_02490
OG0000710	Prbc.g_02040	Syaq.g_02494
OG0000711	Prbc.g_02055	Syaq.g_02521
OG0000712	Prbc.g_02057	Syaq.g_02523
OG0000713	Prbc.g_02058	Syaq.g_02524
OG0000714	Prbc.g_02059	Syaq.g_02527
OG0000715	Prbc.g_02061	Syaq.g_02529
OG0000716	Prbc.g_02062	Syaq.g_02533
OG0000717	Prbc.g_02063	Syaq.g_02534
OG0000718	Prbc.g_02079	Syaq.g_00072
OG0000719	Prbc.g_02080	Syaq.g_00070
OG0000720	Prbc.g_02091	Syaq.g_00057
OG0000721	Prbc.g_02092	Syaq.g_00055
OG0000722	Prbc.g_02093	Syaq.g_00054
OG0000723	Prbc.g_02097	Syaq.g_00046
OG0000724	Prbc.g_02108	Syaq.g_02685
OG0000725	Prbc.g_01934	Syaq.g_02676
OG0000726	Prbc.g_01933	Syaq.g_02675
OG0000727	Prbc.g_01932	Syaq.g_02674
OG0000728	Prbc.g_01930	Syaq.g_02672
OG0000729	Prbc.g_00201	Syaq.g_01046
OG0000730	Prbc.g_01244	Syaq.g_00561
OG0000731	Prbc.g_01252	Syaq.g_00550
OG0000732	Prbc.g_00987	Syaq.g_01098
OG0000733	Prbc.g_00897	Syaq.g_01232
OG0000734	Prbc.g_01462	Syaq.g_01479
OG0000735	Prbc.g_01460	Syaq.g_00266
OG0000736	Prbc.g_01459	Syaq.g_00265
OG0000737	Prbc.g_01458	Syaq.g_00264
OG0000738	Prbc.g_01454	Syaq.g_00258
OG0000739	Prbc.g_01453	Syaq.g_00257
OG0000740	Prbc.g_01452	Syaq.g_00256
OG0000741	Prbc.g_01450	Syaq.g_00253
OG0000742	Prbc.g_01447	Syaq.g_00250
OG0000743	Prbc.g_01445	Syaq.g_00248
OG0000744	Prbc.g_01444	Syaq.g_00247
OG0000745	Prbc.g_01442	Syaq.g_00245
OG0000746	Prbc.g_01440	Syaq.g_00242
OG0000747	Prbc.g_01439	Syaq.g_00241
OG0000748	Prbc.g_01435	Syaq.g_00227
OG0000749	Prbc.g_01434	Syaq.g_00226
OG0000750	Prbc.g_01433	Syaq.g_00225
OG0000751	Prbc.g_01430	Syaq.g_00219
OG0000752	Prbc.g_01428	Syaq.g_00217
OG0000753	Prbc.g_01426	Syaq.g_00214
OG0000754	Prbc.g_01422	Syaq.g_00209
OG0000755	Prbc.g_01418	Syaq.g_00198
OG0000756	Prbc.g_01417	Syaq.g_00197
OG0000757	Prbc.g_01410	Syaq.g_00190
OG0000758	Prbc.g_01409	Syaq.g_00189
OG0000759	Prbc.g_01408	Syaq.g_00188
OG0000760	Prbc.g_01407	Syaq.g_00187
OG0000761	Prbc.g_01406	Syaq.g_00186
OG0000762	Prbc.g_01405	Syaq.g_00183
OG0000763	Prbc.g_01403	Syaq.g_00181
OG0000764	Prbc.g_01402	Syaq.g_00180
OG0000765	Prbc.g_01394	Syaq.g_00157
OG0000766	Prbc.g_01393	Syaq.g_00156
OG0000767	Prbc.g_01392	Syaq.g_00154
OG0000768	Prbc.g_01391	Syaq.g_00153
OG0000769	Prbc.g_01389	Syaq.g_00151
OG0000770	Prbc.g_01388	Syaq.g_00148
OG0000771	Prbc.g_02103	Syaq.g_02691
OG0000772	Prbc.g_01320	Syaq.g_01887
OG0000773	Prbc.g_00557	Syaq.g_00283
OG0000774	Prbc.g_00560	Syaq.g_00288
OG0000775	Prbc.g_00561	Syaq.g_00290
OG0000776	Prbc.g_00562	Syaq.g_00291
OG0000777	Prbc.g_00563	Syaq.g_00292
OG0000778	Prbc.g_00564	Syaq.g_00293
OG0000779	Prbc.g_00568	Syaq.g_00299
OG0000780	Prbc.g_00569	Syaq.g_00304
OG0000781	Prbc.g_00571	Syaq.g_00308
OG0000782	Prbc.g_00572	Syaq.g_00309
OG0000783	Prbc.g_00573	Syaq.g_00310
OG0000784	Prbc.g_00574	Syaq.g_00311
OG0000785	Prbc.g_00576	Syaq.g_00313
OG0000786	Prbc.g_00579	Syaq.g_00328
OG0000787	Prbc.g_00580	Syaq.g_00329
OG0000788	Prbc.g_01820	Syaq.g_02099
OG0000789	Prbc.g_02100	Syaq.g_02123
OG0000790	Prbc.g_00662	Syaq.g_01758
OG0000791	Prbc.g_00664	Syaq.g_01756
OG0000792	Prbc.g_00665	Syaq.g_01755
OG0000793	Prbc.g_00668	Syaq.g_01750
OG0000794	Prbc.g_00669	Syaq.g_01749
OG0000795	Prbc.g_00670	Syaq.g_01748
OG0000796	Prbc.g_00674	Syaq.g_01744
OG0000797	Prbc.g_00675	Syaq.g_01743
OG0000799	Prbc.g_00690	Syaq.g_00341
OG0000800	Prbc.g_00691	Syaq.g_00342
OG0000801	Prbc.g_00692	Syaq.g_00343
OG0000802	Prbc.g_00694	Syaq.g_00350
OG0000803	Prbc.g_00696	Syaq.g_00353
OG0000804	Prbc.g_00697	Syaq.g_00358
OG0000805	Prbc.g_00699	Syaq.g_00360
OG0000806	Prbc.g_00701	Syaq.g_00362
OG0000807	Prbc.g_00702	Syaq.g_00364
OG0000808	Prbc.g_00703	Syaq.g_00365
OG0000809	Prbc.g_00707	Syaq.g_00369
OG0000810	Prbc.g_00708	Syaq.g_00370
OG0000811	Prbc.g_00712	Syaq.g_00378
OG0000812	Prbc.g_00714	Syaq.g_00380
OG0000813	Prbc.g_00715	Syaq.g_00381
OG0000814	Prbc.g_00717	Syaq.g_00383
OG0000815	Prbc.g_00718	Syaq.g_00384
OG0000816	Prbc.g_00720	Syaq.g_00386
OG0000817	Prbc.g_00721	Syaq.g_00387
OG0000818	Prbc.g_00725	Syaq.g_00392
OG0000819	Prbc.g_00726	Syaq.g_00393
OG0000820	Prbc.g_00727	Syaq.g_00394
OG0000821	Prbc.g_00730	Syaq.g_00400
OG0000822	Prbc.g_00731	Syaq.g_00402
OG0000823	Prbc.g_00732	Syaq.g_00403
OG0000824	Prbc.g_00735	Syaq.g_00409
OG0000825	Prbc.g_00736	Syaq.g_00410
OG0000826	Prbc.g_00737	Syaq.g_00411
OG0000827	Prbc.g_00738	Syaq.g_00412
OG0000828	Prbc.g_00741	Syaq.g_00415
OG0000829	Prbc.g_00742	Syaq.g_00416
OG0000830	Prbc.g_00743	Syaq.g_00417
OG0000831	Prbc.g_00745	Syaq.g_00419
OG0000832	Prbc.g_00755	Syaq.g_01737
OG0000833	Prbc.g_00763	Syaq.g_01725
OG0000834	Prbc.g_00764	Syaq.g_01724
OG0000835	Prbc.g_00765	Syaq.g_01723
OG0000836	Prbc.g_00766	Syaq.g_01720
OG0000837	Prbc.g_00767	Syaq.g_01719
OG0000838	Prbc.g_00769	Syaq.g_01715
OG0000839	Prbc.g_00770	Syaq.g_01714
OG0000840	Prbc.g_00771	Syaq.g_01713
OG0000841	Prbc.g_00772	Syaq.g_01712
OG0000842	Prbc.g_00773	Syaq.g_01711
OG0000843	Prbc.g_00774	Syaq.g_01710
OG0000844	Prbc.g_00775	Syaq.g_01708
OG0000845	Prbc.g_00776	Syaq.g_01707
OG0000846	Prbc.g_00777	Syaq.g_01706
OG0000847	Prbc.g_00778	Syaq.g_01705
OG0000848	Prbc.g_00779	Syaq.g_01703
OG0000849	Prbc.g_00780	Syaq.g_01702
OG0000850	Prbc.g_00782	Syaq.g_01699
OG0000851	Prbc.g_00783	Syaq.g_01696
OG0000852	Prbc.g_00784	Syaq.g_01695
OG0000853	Prbc.g_00789	Syaq.g_01691
OG0000854	Prbc.g_00791	Syaq.g_01689
OG0000855	Prbc.g_00792	Syaq.g_01688
OG0000856	Prbc.g_00677	Syaq.g_02069
OG0000857	Prbc.g_01874	Syaq.g_02357
OG0000858	Prbc.g_00827	Syaq.g_01682
OG0000859	Prbc.g_00828	Syaq.g_01681
OG0000860	Prbc.g_00834	Syaq.g_01671
OG0000861	Prbc.g_00835	Syaq.g_01670
OG0000862	Prbc.g_00836	Syaq.g_01668
OG0000863	Prbc.g_00837	Syaq.g_01665
OG0000864	Prbc.g_00838	Syaq.g_01664
OG0000865	Prbc.g_00839	Syaq.g_01663
OG0000866	Prbc.g_00840	Syaq.g_01662
OG0000867	Prbc.g_00841	Syaq.g_01661
OG0000868	Prbc.g_00842	Syaq.g_01659
OG0000869	Prbc.g_00845	Syaq.g_01656
OG0000870	Prbc.g_00850	Syaq.g_01651
OG0000871	Prbc.g_00851	Syaq.g_01650
OG0000872	Prbc.g_00852	Syaq.g_01644
OG0000873	Prbc.g_00855	Syaq.g_01641
OG0000874	Prbc.g_00858	Syaq.g_01637
OG0000875	Prbc.g_00860	Syaq.g_01633
OG0000876	Prbc.g_00861	Syaq.g_01631
OG0000877	Prbc.g_00863	Syaq.g_01628
OG0000878	Prbc.g_00864	Syaq.g_01627
OG0000879	Prbc.g_00865	Syaq.g_01626
OG0000880	Prbc.g_00866	Syaq.g_01625
OG0000881	Prbc.g_00869	Syaq.g_01621
OG0000882	Prbc.g_00874	Syaq.g_01616
OG0000883	Prbc.g_00876	Syaq.g_01613
OG0000884	Prbc.g_00878	Syaq.g_01611
OG0000885	Prbc.g_00879	Syaq.g_01610
OG0000886	Prbc.g_00880	Syaq.g_01609
OG0000887	Prbc.g_00881	Syaq.g_01608
OG0000888	Prbc.g_00883	Syaq.g_01606
OG0000889	Prbc.g_00885	Syaq.g_01604
OG0000890	Prbc.g_00886	Syaq.g_01597
OG0000891	Prbc.g_00887	Syaq.g_01596
OG0000892	Prbc.g_00889	Syaq.g_01594
OG0000893	Prbc.g_00933	Syaq.g_00695
OG0000894	Prbc.g_00936	Syaq.g_00692
OG0000895	Prbc.g_00939	Syaq.g_00688
OG0000896	Prbc.g_00940	Syaq.g_00687
OG0000897	Prbc.g_00942	Syaq.g_00685
OG0000898	Prbc.g_00943	Syaq.g_00684
OG0000899	Prbc.g_00944	Syaq.g_00683
OG0000900	Prbc.g_00945	Syaq.g_00682
OG0000901	Prbc.g_00948	Syaq.g_00677
OG0000902	Prbc.g_00950	Syaq.g_00671
OG0000903	Prbc.g_00960	Syaq.g_00655
OG0000904	Prbc.g_00955	Syaq.g_00660
OG0000905	Prbc.g_00952	Syaq.g_00666
OG0000906	Prbc.g_00951	Syaq.g_00669
OG0000907	Prbc.g_00327	Syaq.g_00653
OG0000908	Prbc.g_00324	Syaq.g_00650
OG0000909	Prbc.g_00323	Syaq.g_00649
OG0000910	Prbc.g_00322	Syaq.g_00648
OG0000911	Prbc.g_00320	Syaq.g_00646
OG0000912	Prbc.g_00319	Syaq.g_00645
OG0000913	Prbc.g_00318	Syaq.g_00644
OG0000914	Prbc.g_00317	Syaq.g_00643
OG0000915	Prbc.g_00316	Syaq.g_00641
OG0000916	Prbc.g_00315	Syaq.g_00640
OG0000917	Prbc.g_00314	Syaq.g_00639
OG0000918	Prbc.g_00313	Syaq.g_00638
OG0000919	Prbc.g_00312	Syaq.g_00637
OG0000920	Prbc.g_00311	Syaq.g_00636
OG0000921	Prbc.g_00310	Syaq.g_00635
OG0000922	Prbc.g_00309	Syaq.g_00634
OG0000923	Prbc.g_00305	Syaq.g_00630
OG0000924	Prbc.g_00304	Syaq.g_00629
OG0000925	Prbc.g_00303	Syaq.g_00628
OG0000926	Prbc.g_00302	Syaq.g_00627
OG0000927	Prbc.g_00300	Syaq.g_00625
OG0000928	Prbc.g_00299	Syaq.g_00624
OG0000929	Prbc.g_00298	Syaq.g_00623
OG0000930	Prbc.g_00297	Syaq.g_00622
OG0000931	Prbc.g_00296	Syaq.g_00621
OG0000932	Prbc.g_00295	Syaq.g_00620
OG0000933	Prbc.g_00291	Syaq.g_00614
OG0000934	Prbc.g_00289	Syaq.g_00612
OG0000935	Prbc.g_00288	Syaq.g_00611
OG0000936	Prbc.g_00287	Syaq.g_00610
OG0000937	Prbc.g_00286	Syaq.g_00609
OG0000938	Prbc.g_00283	Syaq.g_00606
OG0000939	Prbc.g_00282	Syaq.g_00604
OG0000940	Prbc.g_00275	Syaq.g_00597
OG0000941	Prbc.g_00273	Syaq.g_00595
OG0000942	Prbc.g_00271	Syaq.g_00593
OG0000943	Prbc.g_00270	Syaq.g_00592
OG0000944	Prbc.g_00268	Syaq.g_00590
OG0000945	Prbc.g_00267	Syaq.g_00588
OG0000946	Prbc.g_00248	Syaq.g_00580
OG0000947	Prbc.g_00246	Syaq.g_00577
OG0000948	Prbc.g_00245	Syaq.g_00576
OG0000949	Prbc.g_00242	Syaq.g_00971
OG0000950	Prbc.g_00237	Syaq.g_00984
OG0000951	Prbc.g_00233	Syaq.g_00991
OG0000952	Prbc.g_00229	Syaq.g_01002
OG0000953	Prbc.g_00225	Syaq.g_01006
OG0000954	Prbc.g_00221	Syaq.g_01012
OG0000955	Prbc.g_00220	Syaq.g_01013
OG0000956	Prbc.g_00218	Syaq.g_01015
OG0000957	Prbc.g_00213	Syaq.g_01026
OG0000958	Prbc.g_00212	Syaq.g_01027
OG0000959	Prbc.g_00208	Syaq.g_01031
OG0000960	Prbc.g_00207	Syaq.g_01032
OG0000961	Prbc.g_00204	Syaq.g_01043
OG0000962	Prbc.g_00202	Syaq.g_01045
OG0000963	Prbc.g_00197	Syaq.g_01049
OG0000964	Prbc.g_00196	Syaq.g_01050
OG0000965	Prbc.g_00195	Syaq.g_01051
OG0000966	Prbc.g_00965	Syaq.g_01060
OG0000967	Prbc.g_00969	Syaq.g_01067
OG0000968	Prbc.g_00971	Syaq.g_01071
OG0000969	Prbc.g_00972	Syaq.g_01078
OG0000970	Prbc.g_00973	Syaq.g_01079
OG0000971	Prbc.g_00974	Syaq.g_01081
OG0000972	Prbc.g_00975	Syaq.g_01082
OG0000973	Prbc.g_00976	Syaq.g_01083
OG0000974	Prbc.g_00977	Syaq.g_01084
OG0000975	Prbc.g_00978	Syaq.g_01085
OG0000976	Prbc.g_00979	Syaq.g_01086
OG0000977	Prbc.g_00980	Syaq.g_01088
OG0000978	Prbc.g_00981	Syaq.g_01091
OG0000979	Prbc.g_00984	Syaq.g_01094
OG0000980	Prbc.g_00986	Syaq.g_01097
OG0000981	Prbc.g_00989	Syaq.g_01100
OG0000982	Prbc.g_00991	Syaq.g_01263
OG0000983	Prbc.g_00992	Syaq.g_01262
OG0000984	Prbc.g_00993	Syaq.g_01261
OG0000985	Prbc.g_00996	Syaq.g_01257
OG0000986	Prbc.g_00998	Syaq.g_01253
OG0000987	Prbc.g_00999	Syaq.g_01251
OG0000988	Prbc.g_01002	Syaq.g_01245
OG0000989	Prbc.g_01006	Syaq.g_01239
OG0000990	Prbc.g_01011	Syaq.g_01229
OG0000991	Prbc.g_01012	Syaq.g_01225
OG0000992	Prbc.g_01015	Syaq.g_01222
OG0000993	Prbc.g_01016	Syaq.g_01221
OG0000994	Prbc.g_01017	Syaq.g_01218
OG0000995	Prbc.g_01021	Syaq.g_01212
OG0000996	Prbc.g_01022	Syaq.g_01193
OG0000997	Prbc.g_01043	Syaq.g_01184
OG0000998	Prbc.g_01045	Syaq.g_01182
OG0000999	Prbc.g_01046	Syaq.g_01181
OG0001000	Prbc.g_01049	Syaq.g_01177
OG0001001	Prbc.g_01052	Syaq.g_01172
OG0001002	Prbc.g_01057	Syaq.g_01165
OG0001003	Prbc.g_01060	Syaq.g_01163
OG0001004	Prbc.g_01061	Syaq.g_01162
OG0001005	Prbc.g_01062	Syaq.g_01161
OG0001006	Prbc.g_01067	Syaq.g_01152
OG0001007	Prbc.g_01069	Syaq.g_01150
OG0001008	Prbc.g_01498	Syaq.g_00500
OG0001009	Prbc.g_01097	Syaq.g_01118
OG0001010	Prbc.g_01098	Syaq.g_01117
OG0001011	Prbc.g_01099	Syaq.g_01115
OG0001012	Prbc.g_01121	Syaq.g_01267
OG0001013	Prbc.g_01126	Syaq.g_01289
OG0001014	Prbc.g_01129	Syaq.g_01295
OG0001015	Prbc.g_01130	Syaq.g_01296
OG0001016	Prbc.g_00500	Syaq.g_01554
OG0001017	Prbc.g_00496	Syaq.g_01548
OG0001018	Prbc.g_00493	Syaq.g_01546
OG0001019	Prbc.g_00484	Syaq.g_01524
OG0001020	Prbc.g_00483	Syaq.g_01510
OG0001021	Prbc.g_00482	Syaq.g_01506
OG0001022	Prbc.g_00479	Syaq.g_01501
OG0001023	Prbc.g_00478	Syaq.g_01500
OG0001024	Prbc.g_00475	Syaq.g_01496
OG0001025	Prbc.g_00468	Syaq.g_01490
OG0001026	Prbc.g_00460	Syaq.g_01477
OG0001027	Prbc.g_00459	Syaq.g_01474
OG0001028	Prbc.g_00457	Syaq.g_01472
OG0001029	Prbc.g_00455	Syaq.g_01470
OG0001030	Prbc.g_00439	Syaq.g_01450
OG0001031	Prbc.g_00385	Syaq.g_01378
OG0001032	Prbc.g_00384	Syaq.g_01376
OG0001033	Prbc.g_00364	Syaq.g_01344
OG0001034	Prbc.g_00334	Syaq.g_01579
OG0001035	Prbc.g_01150	Syaq.g_00726
OG0001036	Prbc.g_01154	Syaq.g_00731
OG0001037	Prbc.g_01155	Syaq.g_00733
OG0001038	Prbc.g_01171	Syaq.g_00761
OG0001039	Prbc.g_01173	Syaq.g_00764
OG0001040	Prbc.g_01176	Syaq.g_00767
OG0001041	Prbc.g_01180	Syaq.g_00772
OG0001042	Prbc.g_01196	Syaq.g_00858
OG0001044	Prbc.g_01245	Syaq.g_00560
OG0001045	Prbc.g_01254	Syaq.g_00547
OG0001046	Prbc.g_02168	Syaq.g_02509
OG0001047	Prbc.g_01500	Syaq.g_00498
OG0001048	Prbc.g_01501	Syaq.g_00497
OG0001049	Prbc.g_01503	Syaq.g_00494
OG0001050	Prbc.g_01504	Syaq.g_00493
OG0001051	Prbc.g_01505	Syaq.g_00492
OG0001052	Prbc.g_01531	Syaq.g_00446
OG0001053	Prbc.g_01543	Syaq.g_01775
OG0001054	Prbc.g_01557	Syaq.g_01794
OG0001055	Prbc.g_01597	Syaq.g_01815
OG0001056	Prbc.g_01615	Syaq.g_01843
OG0001057	Prbc.g_01620	Syaq.g_00334
OG0001058	Prbc.g_01629	Syaq.g_01931
OG0001059	Prbc.g_01633	Syaq.g_01935
OG0001060	Prbc.g_01640	Syaq.g_01941
OG0001061	Prbc.g_01653	Syaq.g_01961
OG0001062	Prbc.g_01655	Syaq.g_01963
OG0001063	Prbc.g_01656	Syaq.g_01968
OG0001064	Prbc.g_01657	Syaq.g_01969
OG0001065	Prbc.g_01658	Syaq.g_01970
OG0001066	Prbc.g_01659	Syaq.g_01971
OG0001067	Prbc.g_01660	Syaq.g_01972
OG0001068	Prbc.g_01661	Syaq.g_01973
OG0001069	Prbc.g_01662	Syaq.g_01974
OG0001070	Prbc.g_01664	Syaq.g_01978
OG0001071	Prbc.g_01665	Syaq.g_01979
OG0001072	Prbc.g_01666	Syaq.g_01983
OG0001073	Prbc.g_01680	Syaq.g_01998
OG0001074	Prbc.g_01692	Syaq.g_02132
OG0001075	Prbc.g_01693	Syaq.g_02025
OG0001076	Prbc.g_01700	Syaq.g_02060
OG0001077	Prbc.g_01705	Syaq.g_02071
OG0001078	Prbc.g_01713	Syaq.g_02083
OG0001079	Prbc.g_01724	Syaq.g_02100
OG0001080	Prbc.g_01730	Syaq.g_02161
OG0001081	Prbc.g_01732	Syaq.g_02232
OG0001082	Prbc.g_01733	Syaq.g_02233
OG0001083	Prbc.g_01738	Syaq.g_02240
OG0001084	Prbc.g_01739	Syaq.g_02241
