Orthogroup	Prbc	Syai
OG0000550	Prbc.g_01603	Syai.g_00689
OG0000551	Prbc.g_01606	Syai.g_00694
OG0000552	Prbc.g_01607	Syai.g_00695
OG0000553	Prbc.g_01608	Syai.g_00698
OG0000554	Prbc.g_01613	Syai.g_00708
OG0000555	Prbc.g_01621	Syai.g_00725
OG0000556	Prbc.g_01623	Syai.g_00728
OG0000557	Prbc.g_01624	Syai.g_00730
OG0000558	Prbc.g_01627	Syai.g_00732
OG0000559	Prbc.g_01631	Syai.g_00736
OG0000560	Prbc.g_01634	Syai.g_00739
OG0000561	Prbc.g_01635	Syai.g_00740
OG0000562	Prbc.g_01636	Syai.g_00741
OG0000563	Prbc.g_01637	Syai.g_00742
OG0000564	Prbc.g_01638	Syai.g_00743
OG0000565	Prbc.g_01641	Syai.g_00746
OG0000566	Prbc.g_01643	Syai.g_00750
OG0000567	Prbc.g_01647	Syai.g_00754
OG0000568	Prbc.g_01648	Syai.g_00758
OG0000569	Prbc.g_01649	Syai.g_00759
OG0000570	Prbc.g_01650	Syai.g_00760
OG0000571	Prbc.g_01652	Syai.g_00764
OG0000572	Prbc.g_01663	Syai.g_00782
OG0000573	Prbc.g_01668	Syai.g_00790
OG0000574	Prbc.g_01670	Syai.g_00796
OG0000575	Prbc.g_01673	Syai.g_00800
OG0000576	Prbc.g_01675	Syai.g_00802
OG0000577	Prbc.g_01676	Syai.g_00803
OG0000578	Prbc.g_01677	Syai.g_00804
OG0000579	Prbc.g_01678	Syai.g_00805
OG0000580	Prbc.g_01679	Syai.g_00806
OG0000581	Prbc.g_01682	Syai.g_00812
OG0000582	Prbc.g_01685	Syai.g_01042
OG0000583	Prbc.g_01686	Syai.g_01043
OG0000584	Prbc.g_01687	Syai.g_01044
OG0000585	Prbc.g_01689	Syai.g_01046
OG0000586	Prbc.g_01690	Syai.g_01047
OG0000587	Prbc.g_01691	Syai.g_01049
OG0000588	Prbc.g_01695	Syai.g_01063
OG0000589	Prbc.g_01698	Syai.g_01066
OG0000590	Prbc.g_01699	Syai.g_01067
OG0000591	Prbc.g_01702	Syai.g_01075
OG0000592	Prbc.g_01703	Syai.g_01076
OG0000593	Prbc.g_01709	Syai.g_01100
OG0000594	Prbc.g_01710	Syai.g_01101
OG0000595	Prbc.g_01711	Syai.g_01102
OG0000596	Prbc.g_01715	Syai.g_01107
OG0000597	Prbc.g_01717	Syai.g_01110
OG0000598	Prbc.g_01718	Syai.g_01111
OG0000599	Prbc.g_01721	Syai.g_01114
OG0000600	Prbc.g_01722	Syai.g_01115
OG0000601	Prbc.g_01723	Syai.g_01116
OG0000602	Prbc.g_01725	Syai.g_01121
OG0000603	Prbc.g_01726	Syai.g_01122
OG0000604	Prbc.g_01727	Syai.g_01125
OG0000605	Prbc.g_01728	Syai.g_01609
OG0000606	Prbc.g_01731	Syai.g_01221
OG0000607	Prbc.g_01734	Syai.g_01224
OG0000608	Prbc.g_01735	Syai.g_01225
OG0000609	Prbc.g_01736	Syai.g_01227
OG0000610	Prbc.g_01742	Syai.g_01234
OG0000611	Prbc.g_01745	Syai.g_01237
OG0000612	Prbc.g_01746	Syai.g_01238
OG0000613	Prbc.g_01752	Syai.g_00196
OG0000614	Prbc.g_01775	Syai.g_01981
OG0000615	Prbc.g_01782	Syai.g_01286
OG0000616	Prbc.g_01055	Syai.g_02914
OG0000617	Prbc.g_01793	Syai.g_01393
OG0000618	Prbc.g_01794	Syai.g_01394
OG0000619	Prbc.g_01795	Syai.g_01395
OG0000620	Prbc.g_01798	Syai.g_01402
OG0000621	Prbc.g_01799	Syai.g_01403
OG0000622	Prbc.g_01800	Syai.g_01404
OG0000623	Prbc.g_01801	Syai.g_01405
OG0000624	Prbc.g_01803	Syai.g_01407
OG0000625	Prbc.g_01804	Syai.g_01408
OG0000626	Prbc.g_01805	Syai.g_01409
OG0000627	Prbc.g_01807	Syai.g_01575
OG0000628	Prbc.g_01808	Syai.g_01573
OG0000629	Prbc.g_01809	Syai.g_01570
OG0000630	Prbc.g_01812	Syai.g_01566
OG0000631	Prbc.g_02007	Syai.g_01557
OG0000632	Prbc.g_02008	Syai.g_01556
OG0000633	Prbc.g_02009	Syai.g_01555
OG0000634	Prbc.g_01854	Syai.g_01317
OG0000635	Prbc.g_01855	Syai.g_01318
OG0000636	Prbc.g_01857	Syai.g_01320
OG0000637	Prbc.g_01859	Syai.g_01322
OG0000638	Prbc.g_01860	Syai.g_01323
OG0000639	Prbc.g_01861	Syai.g_01324
OG0000640	Prbc.g_01862	Syai.g_01325
OG0000641	Prbc.g_01866	Syai.g_01329
OG0000642	Prbc.g_01867	Syai.g_01330
OG0000643	Prbc.g_01868	Syai.g_01349
OG0000644	Prbc.g_01869	Syai.g_01350
OG0000645	Prbc.g_01870	Syai.g_01352
OG0000646	Prbc.g_01873	Syai.g_01355
OG0000647	Prbc.g_01875	Syai.g_01357
OG0000648	Prbc.g_01877	Syai.g_01362
OG0000649	Prbc.g_01878	Syai.g_01363
OG0000650	Prbc.g_01879	Syai.g_01364
OG0000651	Prbc.g_01880	Syai.g_01365
OG0000652	Prbc.g_01881	Syai.g_01366
OG0000653	Prbc.g_01883	Syai.g_01368
OG0000654	Prbc.g_01884	Syai.g_01369
OG0000655	Prbc.g_01885	Syai.g_01370
OG0000656	Prbc.g_01888	Syai.g_01373
OG0000657	Prbc.g_01895	Syai.g_02045
OG0000658	Prbc.g_01897	Syai.g_02049
OG0000659	Prbc.g_01898	Syai.g_02050
OG0000660	Prbc.g_01903	Syai.g_02054
OG0000661	Prbc.g_01905	Syai.g_02056
OG0000662	Prbc.g_01907	Syai.g_02058
OG0000663	Prbc.g_01909	Syai.g_02061
OG0000664	Prbc.g_01910	Syai.g_02062
OG0000665	Prbc.g_01914	Syai.g_02431
OG0000666	Prbc.g_01915	Syai.g_01610
OG0000667	Prbc.g_01919	Syai.g_01724
OG0000668	Prbc.g_01959	Syai.g_01436
OG0000669	Prbc.g_01967	Syai.g_01251
OG0000670	Prbc.g_01970	Syai.g_00561
OG0000671	Prbc.g_01972	Syai.g_01255
OG0000672	Prbc.g_01975	Syai.g_01259
OG0000673	Prbc.g_01978	Syai.g_01262
OG0000674	Prbc.g_01980	Syai.g_01264
OG0000675	Prbc.g_01981	Syai.g_01265
OG0000676	Prbc.g_01983	Syai.g_01275
OG0000677	Prbc.g_01984	Syai.g_01276
OG0000678	Prbc.g_01987	Syai.g_01279
OG0000679	Prbc.g_01991	Syai.g_01288
OG0000680	Prbc.g_01992	Syai.g_01289
OG0000681	Prbc.g_01995	Syai.g_01292
OG0000682	Prbc.g_01996	Syai.g_01293
OG0000683	Prbc.g_01997	Syai.g_01294
OG0000684	Prbc.g_01837	Syai.g_01299
OG0000685	Prbc.g_01839	Syai.g_01301
OG0000686	Prbc.g_01840	Syai.g_01302
OG0000687	Prbc.g_01841	Syai.g_01303
OG0000688	Prbc.g_01844	Syai.g_01307
OG0000689	Prbc.g_01845	Syai.g_01309
OG0000690	Prbc.g_01846	Syai.g_01310
OG0000691	Prbc.g_01847	Syai.g_01311
OG0000692	Prbc.g_01849	Syai.g_01312
OG0000693	Prbc.g_01850	Syai.g_01313
OG0000694	Prbc.g_01851	Syai.g_01314
OG0000695	Prbc.g_02011	Syai.g_01553
OG0000696	Prbc.g_02012	Syai.g_01552
OG0000697	Prbc.g_02013	Syai.g_01550
OG0000698	Prbc.g_02016	Syai.g_01547
OG0000699	Prbc.g_02017	Syai.g_01545
OG0000700	Prbc.g_02018	Syai.g_01544
OG0000701	Prbc.g_02019	Syai.g_01543
OG0000702	Prbc.g_02021	Syai.g_01521
OG0000703	Prbc.g_02022	Syai.g_01520
OG0000704	Prbc.g_02023	Syai.g_01518
OG0000705	Prbc.g_02029	Syai.g_01511
OG0000706	Prbc.g_02030	Syai.g_01510
OG0000707	Prbc.g_02031	Syai.g_01509
OG0000708	Prbc.g_02033	Syai.g_01506
OG0000709	Prbc.g_02037	Syai.g_01497
OG0000710	Prbc.g_02040	Syai.g_01487
OG0000711	Prbc.g_02055	Syai.g_01456
OG0000712	Prbc.g_02057	Syai.g_01454
OG0000713	Prbc.g_02058	Syai.g_01453
OG0000714	Prbc.g_02059	Syai.g_01451
OG0000715	Prbc.g_02061	Syai.g_01449
OG0000716	Prbc.g_02062	Syai.g_01445
OG0000717	Prbc.g_02063	Syai.g_01444
OG0000718	Prbc.g_02079	Syai.g_01440
OG0000719	Prbc.g_02080	Syai.g_01438
OG0000720	Prbc.g_02091	Syai.g_01425
OG0000721	Prbc.g_02092	Syai.g_01423
OG0000722	Prbc.g_02093	Syai.g_01422
OG0000723	Prbc.g_02097	Syai.g_01411
OG0000724	Prbc.g_02108	Syai.g_02013
OG0000725	Prbc.g_01934	Syai.g_02004
OG0000726	Prbc.g_01933	Syai.g_02003
OG0000727	Prbc.g_01932	Syai.g_02002
OG0000728	Prbc.g_01930	Syai.g_02000
OG0000729	Prbc.g_00201	Syai.g_00097
OG0000730	Prbc.g_01244	Syai.g_00483
OG0000731	Prbc.g_01252	Syai.g_00495
OG0000732	Prbc.g_00987	Syai.g_00058
OG0000733	Prbc.g_00897	Syai.g_02805
OG0000734	Prbc.g_01462	Syai.g_02548
OG0000735	Prbc.g_01460	Syai.g_02159
OG0000736	Prbc.g_01459	Syai.g_02158
OG0000737	Prbc.g_01458	Syai.g_02157
OG0000738	Prbc.g_01454	Syai.g_02152
OG0000739	Prbc.g_01453	Syai.g_02151
OG0000740	Prbc.g_01452	Syai.g_02150
OG0000741	Prbc.g_01450	Syai.g_02147
OG0000742	Prbc.g_01447	Syai.g_02145
OG0000743	Prbc.g_01445	Syai.g_02143
OG0000744	Prbc.g_01444	Syai.g_02142
OG0000745	Prbc.g_01442	Syai.g_02140
OG0000746	Prbc.g_01440	Syai.g_02138
OG0000747	Prbc.g_01439	Syai.g_02137
OG0000748	Prbc.g_01435	Syai.g_02125
OG0000749	Prbc.g_01434	Syai.g_02123
OG0000750	Prbc.g_01433	Syai.g_02122
OG0000751	Prbc.g_01430	Syai.g_02116
OG0000752	Prbc.g_01428	Syai.g_02114
OG0000753	Prbc.g_01426	Syai.g_02111
OG0000754	Prbc.g_01422	Syai.g_01750
OG0000755	Prbc.g_01418	Syai.g_01760
OG0000756	Prbc.g_01417	Syai.g_01761
OG0000757	Prbc.g_01410	Syai.g_01769
OG0000758	Prbc.g_01409	Syai.g_01770
OG0000759	Prbc.g_01408	Syai.g_01771
OG0000760	Prbc.g_01407	Syai.g_01772
OG0000761	Prbc.g_01406	Syai.g_01775
OG0000762	Prbc.g_01405	Syai.g_01777
OG0000763	Prbc.g_01403	Syai.g_01779
OG0000764	Prbc.g_01402	Syai.g_01780
OG0000765	Prbc.g_01394	Syai.g_01797
OG0000766	Prbc.g_01393	Syai.g_01798
OG0000767	Prbc.g_01392	Syai.g_01800
OG0000768	Prbc.g_01391	Syai.g_01801
OG0000769	Prbc.g_01389	Syai.g_01803
OG0000770	Prbc.g_01388	Syai.g_01822
OG0000771	Prbc.g_02103	Syai.g_02019
OG0000772	Prbc.g_01320	Syai.g_01639
OG0000773	Prbc.g_00557	Syai.g_02164
OG0000774	Prbc.g_00560	Syai.g_02168
OG0000775	Prbc.g_00561	Syai.g_02172
OG0000776	Prbc.g_00562	Syai.g_02173
OG0000777	Prbc.g_00563	Syai.g_02174
OG0000778	Prbc.g_00564	Syai.g_02175
OG0000779	Prbc.g_00568	Syai.g_02181
OG0000780	Prbc.g_00569	Syai.g_02184
OG0000781	Prbc.g_00571	Syai.g_02188
OG0000782	Prbc.g_00572	Syai.g_02189
OG0000783	Prbc.g_00573	Syai.g_02190
OG0000784	Prbc.g_00574	Syai.g_02191
OG0000785	Prbc.g_00576	Syai.g_02193
OG0000786	Prbc.g_00579	Syai.g_00816
OG0000787	Prbc.g_00580	Syai.g_00815
OG0000788	Prbc.g_01820	Syai.g_01117
OG0000789	Prbc.g_02100	Syai.g_01596
OG0000790	Prbc.g_00662	Syai.g_00623
OG0000791	Prbc.g_00664	Syai.g_00621
OG0000792	Prbc.g_00665	Syai.g_00620
OG0000793	Prbc.g_00668	Syai.g_00615
OG0000794	Prbc.g_00669	Syai.g_00614
OG0000795	Prbc.g_00670	Syai.g_00613
OG0000796	Prbc.g_00674	Syai.g_00609
OG0000797	Prbc.g_00675	Syai.g_00608
OG0000799	Prbc.g_00690	Syai.g_00996
OG0000800	Prbc.g_00691	Syai.g_00993
OG0000801	Prbc.g_00692	Syai.g_00992
OG0000802	Prbc.g_00694	Syai.g_00988
OG0000803	Prbc.g_00696	Syai.g_00983
OG0000804	Prbc.g_00697	Syai.g_00980
OG0000805	Prbc.g_00699	Syai.g_00965
OG0000806	Prbc.g_00701	Syai.g_00963
OG0000807	Prbc.g_00702	Syai.g_00961
OG0000808	Prbc.g_00703	Syai.g_00960
OG0000809	Prbc.g_00707	Syai.g_00957
OG0000810	Prbc.g_00708	Syai.g_00956
OG0000811	Prbc.g_00712	Syai.g_00950
OG0000812	Prbc.g_00714	Syai.g_00948
OG0000813	Prbc.g_00715	Syai.g_00947
OG0000814	Prbc.g_00717	Syai.g_00945
OG0000815	Prbc.g_00718	Syai.g_00944
OG0000816	Prbc.g_00720	Syai.g_00942
OG0000817	Prbc.g_00721	Syai.g_00941
OG0000818	Prbc.g_00725	Syai.g_00935
OG0000819	Prbc.g_00726	Syai.g_00934
OG0000820	Prbc.g_00727	Syai.g_00933
OG0000821	Prbc.g_00730	Syai.g_00916
OG0000822	Prbc.g_00731	Syai.g_00914
OG0000823	Prbc.g_00732	Syai.g_00913
OG0000824	Prbc.g_00735	Syai.g_00907
OG0000825	Prbc.g_00736	Syai.g_00906
OG0000826	Prbc.g_00737	Syai.g_00905
OG0000827	Prbc.g_00738	Syai.g_00904
OG0000828	Prbc.g_00741	Syai.g_00900
OG0000829	Prbc.g_00742	Syai.g_00899
OG0000830	Prbc.g_00743	Syai.g_00898
OG0000831	Prbc.g_00745	Syai.g_00896
OG0000832	Prbc.g_00755	Syai.g_02296
OG0000833	Prbc.g_00763	Syai.g_02305
OG0000834	Prbc.g_00764	Syai.g_02307
OG0000835	Prbc.g_00765	Syai.g_02308
OG0000836	Prbc.g_00766	Syai.g_02312
OG0000837	Prbc.g_00767	Syai.g_02313
OG0000838	Prbc.g_00769	Syai.g_02323
OG0000839	Prbc.g_00770	Syai.g_02324
OG0000840	Prbc.g_00771	Syai.g_02325
OG0000841	Prbc.g_00772	Syai.g_02326
OG0000842	Prbc.g_00773	Syai.g_02327
OG0000843	Prbc.g_00774	Syai.g_02328
OG0000844	Prbc.g_00775	Syai.g_02330
OG0000845	Prbc.g_00776	Syai.g_02331
OG0000846	Prbc.g_00777	Syai.g_02332
OG0000847	Prbc.g_00778	Syai.g_02333
OG0000848	Prbc.g_00779	Syai.g_02335
OG0000849	Prbc.g_00780	Syai.g_02336
OG0000850	Prbc.g_00782	Syai.g_02339
OG0000851	Prbc.g_00783	Syai.g_02352
OG0000852	Prbc.g_00784	Syai.g_02353
OG0000853	Prbc.g_00789	Syai.g_02357
OG0000854	Prbc.g_00791	Syai.g_02359
OG0000855	Prbc.g_00792	Syai.g_02360
OG0000856	Prbc.g_00677	Syai.g_01078
OG0000857	Prbc.g_01874	Syai.g_01356
OG0000858	Prbc.g_00827	Syai.g_02366
OG0000859	Prbc.g_00828	Syai.g_02367
OG0000860	Prbc.g_00834	Syai.g_02380
OG0000861	Prbc.g_00835	Syai.g_02381
OG0000862	Prbc.g_00836	Syai.g_02382
OG0000863	Prbc.g_00837	Syai.g_02385
OG0000864	Prbc.g_00838	Syai.g_02386
OG0000865	Prbc.g_00839	Syai.g_02387
OG0000866	Prbc.g_00840	Syai.g_02388
OG0000867	Prbc.g_00841	Syai.g_02389
OG0000868	Prbc.g_00842	Syai.g_02392
OG0000869	Prbc.g_00845	Syai.g_02396
OG0000870	Prbc.g_00850	Syai.g_02401
OG0000871	Prbc.g_00851	Syai.g_02402
OG0000872	Prbc.g_00852	Syai.g_02409
OG0000873	Prbc.g_00855	Syai.g_02412
OG0000874	Prbc.g_00858	Syai.g_02408
OG0000875	Prbc.g_00860	Syai.g_02416
OG0000876	Prbc.g_00861	Syai.g_02243
OG0000877	Prbc.g_00863	Syai.g_02250
OG0000878	Prbc.g_00864	Syai.g_02251
OG0000879	Prbc.g_00865	Syai.g_02252
OG0000880	Prbc.g_00866	Syai.g_02253
OG0000881	Prbc.g_00869	Syai.g_02257
OG0000882	Prbc.g_00874	Syai.g_02262
OG0000883	Prbc.g_00876	Syai.g_02264
OG0000884	Prbc.g_00878	Syai.g_02266
OG0000885	Prbc.g_00879	Syai.g_02267
OG0000886	Prbc.g_00880	Syai.g_02268
OG0000887	Prbc.g_00881	Syai.g_02269
OG0000888	Prbc.g_00883	Syai.g_02271
OG0000889	Prbc.g_00885	Syai.g_02273
OG0000890	Prbc.g_00886	Syai.g_02279
OG0000891	Prbc.g_00887	Syai.g_02280
OG0000892	Prbc.g_00889	Syai.g_02282
OG0000893	Prbc.g_00933	Syai.g_00318
OG0000894	Prbc.g_00936	Syai.g_00321
OG0000895	Prbc.g_00939	Syai.g_00325
OG0000896	Prbc.g_00940	Syai.g_00326
OG0000897	Prbc.g_00942	Syai.g_00328
OG0000898	Prbc.g_00943	Syai.g_00329
OG0000899	Prbc.g_00944	Syai.g_00330
OG0000900	Prbc.g_00945	Syai.g_00331
OG0000901	Prbc.g_00948	Syai.g_00336
OG0000902	Prbc.g_00950	Syai.g_00338
OG0000903	Prbc.g_00960	Syai.g_00353
OG0000904	Prbc.g_00955	Syai.g_00348
OG0000905	Prbc.g_00952	Syai.g_00342
OG0000906	Prbc.g_00951	Syai.g_00340
OG0000907	Prbc.g_00327	Syai.g_00358
OG0000908	Prbc.g_00324	Syai.g_00361
OG0000909	Prbc.g_00323	Syai.g_00362
OG0000910	Prbc.g_00322	Syai.g_00363
OG0000911	Prbc.g_00320	Syai.g_00365
OG0000912	Prbc.g_00319	Syai.g_00366
OG0000913	Prbc.g_00318	Syai.g_00367
OG0000914	Prbc.g_00317	Syai.g_00368
OG0000915	Prbc.g_00316	Syai.g_00370
OG0000916	Prbc.g_00315	Syai.g_00371
OG0000917	Prbc.g_00314	Syai.g_00372
OG0000918	Prbc.g_00313	Syai.g_00373
OG0000919	Prbc.g_00312	Syai.g_00374
OG0000920	Prbc.g_00311	Syai.g_00375
OG0000921	Prbc.g_00310	Syai.g_00376
OG0000922	Prbc.g_00309	Syai.g_00377
OG0000923	Prbc.g_00305	Syai.g_00381
OG0000924	Prbc.g_00304	Syai.g_00382
OG0000925	Prbc.g_00303	Syai.g_00383
OG0000926	Prbc.g_00302	Syai.g_00384
OG0000927	Prbc.g_00300	Syai.g_00386
OG0000928	Prbc.g_00299	Syai.g_00387
OG0000929	Prbc.g_00298	Syai.g_00388
OG0000930	Prbc.g_00297	Syai.g_00389
OG0000931	Prbc.g_00296	Syai.g_00390
OG0000932	Prbc.g_00295	Syai.g_00391
OG0000933	Prbc.g_00291	Syai.g_00397
OG0000934	Prbc.g_00289	Syai.g_00399
OG0000935	Prbc.g_00288	Syai.g_00400
OG0000936	Prbc.g_00287	Syai.g_00401
OG0000937	Prbc.g_00286	Syai.g_00402
OG0000938	Prbc.g_00283	Syai.g_00405
OG0000939	Prbc.g_00282	Syai.g_00406
OG0000940	Prbc.g_00275	Syai.g_00413
OG0000941	Prbc.g_00273	Syai.g_00415
OG0000942	Prbc.g_00271	Syai.g_00417
OG0000943	Prbc.g_00270	Syai.g_00418
OG0000944	Prbc.g_00268	Syai.g_00420
OG0000945	Prbc.g_00267	Syai.g_00422
OG0000946	Prbc.g_00248	Syai.g_00428
OG0000947	Prbc.g_00246	Syai.g_00431
OG0000948	Prbc.g_00245	Syai.g_00432
OG0000949	Prbc.g_00242	Syai.g_00174
OG0000950	Prbc.g_00237	Syai.g_00163
OG0000951	Prbc.g_00233	Syai.g_00158
OG0000952	Prbc.g_00229	Syai.g_00136
OG0000953	Prbc.g_00225	Syai.g_00132
OG0000954	Prbc.g_00221	Syai.g_00127
OG0000955	Prbc.g_00220	Syai.g_00126
OG0000956	Prbc.g_00218	Syai.g_00124
OG0000957	Prbc.g_00213	Syai.g_00113
OG0000958	Prbc.g_00212	Syai.g_00112
OG0000959	Prbc.g_00208	Syai.g_00108
OG0000960	Prbc.g_00207	Syai.g_00107
OG0000961	Prbc.g_00204	Syai.g_00100
OG0000962	Prbc.g_00202	Syai.g_00098
OG0000963	Prbc.g_00197	Syai.g_00094
OG0000964	Prbc.g_00196	Syai.g_00093
OG0000965	Prbc.g_00195	Syai.g_00092
OG0000966	Prbc.g_00965	Syai.g_00082
OG0000967	Prbc.g_00969	Syai.g_00077
OG0000968	Prbc.g_00971	Syai.g_00085
OG0000969	Prbc.g_00972	Syai.g_00080
OG0000970	Prbc.g_00973	Syai.g_00079
OG0000971	Prbc.g_00974	Syai.g_00074
OG0000972	Prbc.g_00975	Syai.g_00073
OG0000973	Prbc.g_00976	Syai.g_00072
OG0000974	Prbc.g_00977	Syai.g_00071
OG0000975	Prbc.g_00978	Syai.g_00070
OG0000976	Prbc.g_00979	Syai.g_00069
OG0000977	Prbc.g_00980	Syai.g_00067
OG0000978	Prbc.g_00981	Syai.g_00065
OG0000979	Prbc.g_00984	Syai.g_00062
OG0000980	Prbc.g_00986	Syai.g_00059
OG0000981	Prbc.g_00989	Syai.g_00056
OG0000982	Prbc.g_00991	Syai.g_02777
OG0000983	Prbc.g_00992	Syai.g_02778
OG0000984	Prbc.g_00993	Syai.g_02779
OG0000985	Prbc.g_00996	Syai.g_02781
OG0000986	Prbc.g_00998	Syai.g_02784
OG0000987	Prbc.g_00999	Syai.g_02786
OG0000988	Prbc.g_01002	Syai.g_02790
OG0000989	Prbc.g_01006	Syai.g_02797
OG0000990	Prbc.g_01011	Syai.g_02825
OG0000991	Prbc.g_01012	Syai.g_02827
OG0000992	Prbc.g_01015	Syai.g_02830
OG0000993	Prbc.g_01016	Syai.g_02831
OG0000994	Prbc.g_01017	Syai.g_02834
OG0000995	Prbc.g_01021	Syai.g_02840
OG0000996	Prbc.g_01022	Syai.g_02891
OG0000997	Prbc.g_01043	Syai.g_02900
OG0000998	Prbc.g_01045	Syai.g_02902
OG0000999	Prbc.g_01046	Syai.g_02903
OG0001000	Prbc.g_01049	Syai.g_02906
OG0001001	Prbc.g_01052	Syai.g_02911
OG0001002	Prbc.g_01057	Syai.g_02918
OG0001003	Prbc.g_01060	Syai.g_02919
OG0001004	Prbc.g_01061	Syai.g_02920
OG0001005	Prbc.g_01062	Syai.g_02921
OG0001006	Prbc.g_01067	Syai.g_02931
OG0001007	Prbc.g_01069	Syai.g_02933
OG0001008	Prbc.g_01498	Syai.g_02227
OG0001009	Prbc.g_01097	Syai.g_00034
OG0001010	Prbc.g_01098	Syai.g_00035
OG0001011	Prbc.g_01099	Syai.g_00037
OG0001012	Prbc.g_01121	Syai.g_02773
OG0001013	Prbc.g_01126	Syai.g_02750
OG0001014	Prbc.g_01129	Syai.g_02726
OG0001015	Prbc.g_01130	Syai.g_02725
OG0001016	Prbc.g_00500	Syai.g_02479
OG0001017	Prbc.g_00496	Syai.g_02485
OG0001018	Prbc.g_00493	Syai.g_02487
OG0001019	Prbc.g_00484	Syai.g_02508
OG0001020	Prbc.g_00483	Syai.g_02516
OG0001021	Prbc.g_00482	Syai.g_02523
OG0001022	Prbc.g_00479	Syai.g_02528
OG0001023	Prbc.g_00478	Syai.g_02529
OG0001024	Prbc.g_00475	Syai.g_02533
OG0001025	Prbc.g_00468	Syai.g_02540
OG0001026	Prbc.g_00460	Syai.g_02550
OG0001027	Prbc.g_00459	Syai.g_02555
OG0001028	Prbc.g_00457	Syai.g_02557
OG0001029	Prbc.g_00455	Syai.g_02559
OG0001030	Prbc.g_00439	Syai.g_02580
OG0001031	Prbc.g_00385	Syai.g_02656
OG0001032	Prbc.g_00384	Syai.g_02658
OG0001033	Prbc.g_00364	Syai.g_02685
OG0001034	Prbc.g_00334	Syai.g_00537
OG0001035	Prbc.g_01150	Syai.g_00295
OG0001036	Prbc.g_01154	Syai.g_00290
OG0001037	Prbc.g_01155	Syai.g_00288
OG0001038	Prbc.g_01171	Syai.g_00261
OG0001039	Prbc.g_01173	Syai.g_00258
OG0001040	Prbc.g_01176	Syai.g_00255
OG0001041	Prbc.g_01180	Syai.g_00250
OG0001042	Prbc.g_01196	Syai.g_00225
OG0001043	Prbc.g_01197	Syai.g_00221
OG0001044	Prbc.g_01245	Syai.g_00485
OG0001045	Prbc.g_01254	Syai.g_00498
OG0001046	Prbc.g_02168	Syai.g_01471
OG0001047	Prbc.g_01500	Syai.g_02225
OG0001048	Prbc.g_01501	Syai.g_02224
OG0001049	Prbc.g_01503	Syai.g_02215
OG0001050	Prbc.g_01504	Syai.g_02214
OG0001051	Prbc.g_01505	Syai.g_02213
OG0001052	Prbc.g_01531	Syai.g_00861
OG0001053	Prbc.g_01543	Syai.g_00641
OG0001054	Prbc.g_01557	Syai.g_00658
OG0001055	Prbc.g_01597	Syai.g_00679
OG0001056	Prbc.g_01615	Syai.g_00713
OG0001057	Prbc.g_01620	Syai.g_00721
OG0001058	Prbc.g_01629	Syai.g_00734
OG0001059	Prbc.g_01633	Syai.g_00738
OG0001060	Prbc.g_01640	Syai.g_00744
OG0001061	Prbc.g_01653	Syai.g_00765
OG0001062	Prbc.g_01655	Syai.g_00767
OG0001063	Prbc.g_01656	Syai.g_00774
OG0001064	Prbc.g_01657	Syai.g_00775
OG0001065	Prbc.g_01658	Syai.g_00776
OG0001066	Prbc.g_01659	Syai.g_00777
OG0001067	Prbc.g_01660	Syai.g_00778
OG0001068	Prbc.g_01661	Syai.g_00779
OG0001069	Prbc.g_01662	Syai.g_00780
OG0001070	Prbc.g_01664	Syai.g_00783
OG0001071	Prbc.g_01665	Syai.g_00784
OG0001072	Prbc.g_01666	Syai.g_00788
OG0001073	Prbc.g_01680	Syai.g_00807
OG0001074	Prbc.g_01692	Syai.g_01051
OG0001075	Prbc.g_01693	Syai.g_01053
OG0001076	Prbc.g_01700	Syai.g_01069
OG0001077	Prbc.g_01705	Syai.g_01081
OG0001078	Prbc.g_01713	Syai.g_01105
OG0001079	Prbc.g_01724	Syai.g_01118
OG0001080	Prbc.g_01730	Syai.g_01606
OG0001081	Prbc.g_01732	Syai.g_01222
OG0001082	Prbc.g_01733	Syai.g_01223
OG0001083	Prbc.g_01738	Syai.g_01230
OG0001084	Prbc.g_01739	Syai.g_01231
OG0001085	Prbc.g_01749	Syai.g_01241
OG0001086	Prbc.g_01750	Syai.g_01243
OG0001087	Prbc.g_01770	Syai.g_01953
OG0001088	Prbc.g_01771	Syai.g_01957
OG0001089	Prbc.g_01779	Syai.g_01996
OG0001090	Prbc.g_01788	Syai.g_01387
OG0001091	Prbc.g_01790	Syai.g_01389
OG0001092	Prbc.g_01791	Syai.g_01391
OG0001093	Prbc.g_01796	Syai.g_01397
OG0001094	Prbc.g_01852	Syai.g_01315
OG0001096	Prbc.g_01886	Syai.g_01371
OG0001097	Prbc.g_01906	Syai.g_02057
OG0001098	Prbc.g_01923	Syai.g_01603
OG0001099	Prbc.g_01962	Syai.g_02558
OG0001100	Prbc.g_01969	Syai.g_01253
OG0001101	Prbc.g_01971	Syai.g_01254
OG0001102	Prbc.g_01974	Syai.g_01257
OG0001103	Prbc.g_01976	Syai.g_01260
OG0001104	Prbc.g_01838	Syai.g_01300
OG0001105	Prbc.g_01842	Syai.g_01304
OG0001106	Prbc.g_02024	Syai.g_01517
OG0001107	Prbc.g_02034	Syai.g_01505
OG0001108	Prbc.g_02038	Syai.g_01496
OG0001109	Prbc.g_02039	Syai.g_01488
OG0001110	Prbc.g_02041	Syai.g_01486
