Orthogroup	Prah	Prax
OG0000593	Prah.g_00482	Prax.g_00106
OG0000594	Prah.g_00478	Prax.g_00107
OG0000595	Prah.g_00477	Prax.g_00108
OG0000596	Prah.g_00476	Prax.g_00109
OG0000597	Prah.g_00466	Prax.g_00113
OG0000598	Prah.g_00465	Prax.g_00114
OG0000599	Prah.g_00464	Prax.g_00115
OG0000600	Prah.g_00463	Prax.g_00116
OG0000601	Prah.g_00462	Prax.g_00117
OG0000602	Prah.g_00460	Prax.g_00118
OG0000603	Prah.g_00457	Prax.g_00119
OG0000604	Prah.g_00456	Prax.g_00120
OG0000605	Prah.g_00455	Prax.g_00121
OG0000606	Prah.g_00454	Prax.g_00122
OG0000607	Prah.g_00452	Prax.g_00123
OG0000608	Prah.g_00451	Prax.g_00977
OG0000609	Prah.g_00449	Prax.g_00975
OG0000610	Prah.g_00448	Prax.g_00974
OG0000611	Prah.g_00444	Prax.g_00972
OG0000612	Prah.g_00442	Prax.g_00971
OG0000613	Prah.g_02193	Prax.g_00969
OG0000614	Prah.g_01789	Prax.g_00963
OG0000615	Prah.g_01029	Prax.g_00962
OG0000616	Prah.g_02413	Prax.g_00961
OG0000617	Prah.g_00625	Prax.g_00959
OG0000618	Prah.g_02051	Prax.g_00958
OG0000619	Prah.g_00981	Prax.g_00957
OG0000620	Prah.g_00965	Prax.g_00955
OG0000621	Prah.g_00968	Prax.g_00954
OG0000622	Prah.g_00972	Prax.g_00953
OG0000623	Prah.g_00973	Prax.g_00952
OG0000624	Prah.g_00985	Prax.g_00950
OG0000625	Prah.g_00986	Prax.g_00949
OG0000626	Prah.g_00987	Prax.g_00948
OG0000627	Prah.g_01022	Prax.g_00947
OG0000628	Prah.g_01023	Prax.g_00946
OG0000629	Prah.g_01025	Prax.g_00945
OG0000630	Prah.g_01028	Prax.g_00943
OG0000631	Prah.g_00706	Prax.g_00942
OG0000632	Prah.g_02588	Prax.g_00938
OG0000633	Prah.g_01344	Prax.g_00937
OG0000634	Prah.g_00886	Prax.g_00484
OG0000635	Prah.g_00884	Prax.g_00482
OG0000636	Prah.g_00882	Prax.g_00481
OG0000637	Prah.g_00881	Prax.g_00479
OG0000638	Prah.g_00880	Prax.g_00478
OG0000639	Prah.g_00879	Prax.g_00477
OG0000640	Prah.g_00878	Prax.g_00476
OG0000641	Prah.g_00876	Prax.g_00475
OG0000642	Prah.g_00875	Prax.g_00474
OG0000643	Prah.g_00874	Prax.g_00473
OG0000644	Prah.g_00872	Prax.g_00471
OG0000645	Prah.g_00871	Prax.g_00470
OG0000646	Prah.g_00870	Prax.g_00469
OG0000647	Prah.g_00869	Prax.g_00468
OG0000648	Prah.g_00746	Prax.g_00467
OG0000649	Prah.g_00747	Prax.g_00466
OG0000650	Prah.g_00750	Prax.g_00465
OG0000651	Prah.g_00751	Prax.g_00464
OG0000652	Prah.g_00754	Prax.g_00462
OG0000653	Prah.g_00615	Prax.g_00430
OG0000654	Prah.g_01447	Prax.g_00428
OG0000656	Prah.g_01543	Prax.g_00413
OG0000657	Prah.g_00788	Prax.g_00409
OG0000658	Prah.g_00787	Prax.g_00408
OG0000659	Prah.g_00786	Prax.g_00407
OG0000660	Prah.g_01946	Prax.g_00395
OG0000661	Prah.g_01802	Prax.g_00386
OG0000662	Prah.g_00755	Prax.g_00384
OG0000663	Prah.g_00758	Prax.g_00382
OG0000664	Prah.g_00759	Prax.g_00381
OG0000665	Prah.g_00760	Prax.g_00380
OG0000666	Prah.g_00673	Prax.g_00379
OG0000667	Prah.g_00672	Prax.g_00378
OG0000668	Prah.g_00671	Prax.g_00377
OG0000669	Prah.g_00670	Prax.g_00376
OG0000670	Prah.g_00668	Prax.g_00374
OG0000671	Prah.g_00667	Prax.g_00373
OG0000672	Prah.g_00666	Prax.g_00372
OG0000673	Prah.g_00665	Prax.g_00371
OG0000674	Prah.g_00664	Prax.g_00370
OG0000675	Prah.g_00663	Prax.g_00369
OG0000676	Prah.g_00661	Prax.g_00367
OG0000677	Prah.g_00659	Prax.g_00365
OG0000678	Prah.g_00658	Prax.g_00364
OG0000679	Prah.g_00657	Prax.g_00363
OG0000680	Prah.g_00656	Prax.g_00362
OG0000681	Prah.g_00655	Prax.g_00361
OG0000682	Prah.g_00654	Prax.g_00360
OG0000683	Prah.g_00652	Prax.g_00359
OG0000684	Prah.g_00650	Prax.g_00358
OG0000685	Prah.g_00649	Prax.g_00357
OG0000686	Prah.g_00648	Prax.g_00356
OG0000687	Prah.g_00647	Prax.g_00355
OG0000688	Prah.g_00646	Prax.g_00354
OG0000689	Prah.g_00645	Prax.g_00353
OG0000690	Prah.g_00644	Prax.g_00352
OG0000691	Prah.g_00640	Prax.g_00350
OG0000692	Prah.g_00639	Prax.g_00349
OG0000693	Prah.g_00638	Prax.g_00348
OG0000694	Prah.g_00637	Prax.g_00347
OG0000695	Prah.g_00636	Prax.g_00346
OG0000696	Prah.g_00635	Prax.g_00345
OG0000697	Prah.g_00609	Prax.g_00343
OG0000698	Prah.g_00608	Prax.g_00342
OG0000699	Prah.g_00604	Prax.g_00338
OG0000700	Prah.g_00603	Prax.g_00337
OG0000701	Prah.g_00601	Prax.g_00336
OG0000702	Prah.g_00600	Prax.g_00335
OG0000703	Prah.g_00599	Prax.g_00334
OG0000704	Prah.g_00598	Prax.g_00333
OG0000705	Prah.g_00596	Prax.g_00331
OG0000706	Prah.g_00595	Prax.g_00330
OG0000707	Prah.g_00594	Prax.g_00329
OG0000708	Prah.g_00593	Prax.g_00328
OG0000709	Prah.g_00592	Prax.g_00327
OG0000710	Prah.g_00591	Prax.g_00326
OG0000711	Prah.g_00589	Prax.g_00325
OG0000712	Prah.g_00588	Prax.g_00324
OG0000713	Prah.g_00587	Prax.g_00323
OG0000714	Prah.g_00575	Prax.g_00321
OG0000715	Prah.g_00574	Prax.g_00320
OG0000716	Prah.g_00572	Prax.g_00319
OG0000717	Prah.g_00568	Prax.g_00318
OG0000718	Prah.g_00566	Prax.g_00317
OG0000719	Prah.g_00564	Prax.g_00315
OG0000720	Prah.g_00743	Prax.g_00313
OG0000721	Prah.g_00866	Prax.g_00312
OG0000722	Prah.g_00850	Prax.g_00546
OG0000723	Prah.g_00192	Prax.g_00550
OG0000724	Prah.g_00558	Prax.g_00553
OG0000725	Prah.g_00740	Prax.g_00554
OG0000726	Prah.g_01212	Prax.g_00555
OG0000727	Prah.g_00739	Prax.g_00556
OG0000728	Prah.g_00738	Prax.g_00557
OG0000729	Prah.g_00736	Prax.g_00558
OG0000730	Prah.g_00735	Prax.g_00559
OG0000731	Prah.g_00733	Prax.g_00561
OG0000732	Prah.g_00732	Prax.g_00562
OG0000733	Prah.g_00731	Prax.g_00563
OG0000734	Prah.g_00730	Prax.g_00564
OG0000735	Prah.g_00729	Prax.g_00565
OG0000736	Prah.g_00726	Prax.g_00567
OG0000737	Prah.g_00724	Prax.g_00568
OG0000738	Prah.g_00721	Prax.g_00570
OG0000739	Prah.g_00718	Prax.g_00571
OG0000740	Prah.g_00715	Prax.g_00572
OG0000741	Prah.g_00702	Prax.g_00574
OG0000742	Prah.g_00701	Prax.g_00575
OG0000743	Prah.g_00698	Prax.g_00579
OG0000744	Prah.g_00697	Prax.g_00580
OG0000745	Prah.g_00683	Prax.g_00582
OG0000746	Prah.g_00684	Prax.g_00583
OG0000747	Prah.g_00685	Prax.g_00584
OG0000748	Prah.g_00686	Prax.g_00585
OG0000749	Prah.g_00687	Prax.g_00586
OG0000750	Prah.g_00689	Prax.g_00587
OG0000751	Prah.g_00681	Prax.g_00589
OG0000752	Prah.g_00680	Prax.g_00590
OG0000753	Prah.g_00679	Prax.g_00591
OG0000754	Prah.g_00678	Prax.g_00592
OG0000755	Prah.g_00677	Prax.g_00594
OG0000756	Prah.g_00675	Prax.g_00595
OG0000757	Prah.g_00674	Prax.g_00596
OG0000758	Prah.g_00761	Prax.g_00597
OG0000759	Prah.g_00762	Prax.g_00598
OG0000760	Prah.g_00763	Prax.g_00599
OG0000761	Prah.g_00765	Prax.g_00600
OG0000762	Prah.g_00767	Prax.g_00602
OG0000763	Prah.g_00768	Prax.g_00603
OG0000764	Prah.g_00770	Prax.g_00604
OG0000765	Prah.g_00771	Prax.g_00605
OG0000766	Prah.g_00772	Prax.g_00606
OG0000767	Prah.g_01178	Prax.g_00607
OG0000768	Prah.g_00780	Prax.g_00608
OG0000769	Prah.g_00781	Prax.g_00609
OG0000770	Prah.g_00783	Prax.g_00610
OG0000771	Prah.g_00784	Prax.g_00611
OG0000772	Prah.g_02517	Prax.g_00612
OG0000773	Prah.g_00789	Prax.g_00614
OG0000774	Prah.g_00790	Prax.g_00615
OG0000775	Prah.g_00791	Prax.g_00616
OG0000776	Prah.g_00793	Prax.g_00617
OG0000777	Prah.g_00794	Prax.g_00618
OG0000778	Prah.g_00795	Prax.g_00619
OG0000779	Prah.g_00800	Prax.g_01130
OG0000780	Prah.g_00801	Prax.g_01131
OG0000781	Prah.g_00803	Prax.g_01132
OG0000782	Prah.g_00806	Prax.g_01134
OG0000783	Prah.g_00808	Prax.g_01135
OG0000784	Prah.g_00810	Prax.g_01136
OG0000785	Prah.g_00811	Prax.g_01137
OG0000786	Prah.g_00812	Prax.g_01138
OG0000787	Prah.g_00814	Prax.g_01140
OG0000788	Prah.g_00815	Prax.g_01141
OG0000789	Prah.g_00816	Prax.g_01142
OG0000790	Prah.g_00817	Prax.g_01143
OG0000791	Prah.g_00818	Prax.g_01144
OG0000792	Prah.g_01131	Prax.g_01145
OG0000793	Prah.g_00821	Prax.g_01146
OG0000794	Prah.g_00824	Prax.g_01147
OG0000795	Prah.g_00826	Prax.g_01148
OG0000796	Prah.g_00828	Prax.g_01150
OG0000797	Prah.g_00829	Prax.g_01152
OG0000798	Prah.g_00830	Prax.g_01153
OG0000799	Prah.g_00833	Prax.g_01154
OG0000800	Prah.g_00834	Prax.g_01155
OG0000801	Prah.g_00835	Prax.g_01156
OG0000802	Prah.g_00839	Prax.g_01158
OG0000803	Prah.g_00840	Prax.g_01159
OG0000804	Prah.g_00846	Prax.g_01173
OG0000805	Prah.g_00848	Prax.g_01175
OG0000806	Prah.g_00849	Prax.g_01176
OG0000807	Prah.g_00851	Prax.g_01177
OG0000808	Prah.g_00852	Prax.g_01178
OG0000809	Prah.g_00858	Prax.g_01182
OG0000810	Prah.g_00860	Prax.g_01183
OG0000811	Prah.g_00861	Prax.g_01184
OG0000812	Prah.g_02518	Prax.g_01185
OG0000813	Prah.g_00862	Prax.g_01186
OG0000814	Prah.g_00863	Prax.g_01187
OG0000815	Prah.g_00864	Prax.g_01188
OG0000816	Prah.g_00867	Prax.g_01190
OG0000817	Prah.g_00903	Prax.g_01193
OG0000818	Prah.g_00904	Prax.g_01194
OG0000819	Prah.g_00907	Prax.g_01196
OG0000820	Prah.g_00908	Prax.g_01197
OG0000821	Prah.g_00909	Prax.g_01198
OG0000822	Prah.g_00910	Prax.g_01199
OG0000823	Prah.g_00913	Prax.g_01202
OG0000824	Prah.g_00914	Prax.g_01203
OG0000825	Prah.g_00919	Prax.g_01205
OG0000826	Prah.g_00920	Prax.g_01206
OG0000827	Prah.g_00921	Prax.g_01207
OG0000828	Prah.g_00922	Prax.g_01209
OG0000829	Prah.g_00893	Prax.g_01235
OG0000830	Prah.g_00539	Prax.g_01245
OG0000831	Prah.g_01601	Prax.g_01248
OG0000832	Prah.g_01176	Prax.g_01249
OG0000833	Prah.g_00133	Prax.g_01256
OG0000834	Prah.g_01942	Prax.g_00126
OG0000835	Prah.g_01932	Prax.g_00130
OG0000836	Prah.g_00383	Prax.g_00132
OG0000837	Prah.g_00521	Prax.g_00146
OG0000838	Prah.g_02532	Prax.g_00162
OG0000839	Prah.g_02525	Prax.g_00163
OG0000840	Prah.g_01803	Prax.g_00168
OG0000841	Prah.g_00378	Prax.g_00181
OG0000842	Prah.g_01905	Prax.g_00185
OG0000843	Prah.g_01340	Prax.g_00187
OG0000844	Prah.g_01339	Prax.g_00188
OG0000845	Prah.g_01338	Prax.g_00189
OG0000846	Prah.g_01337	Prax.g_00190
OG0000847	Prah.g_01336	Prax.g_00191
OG0000848	Prah.g_01335	Prax.g_00192
OG0000849	Prah.g_01331	Prax.g_00193
OG0000850	Prah.g_01329	Prax.g_00194
OG0000851	Prah.g_01325	Prax.g_00196
OG0000852	Prah.g_01323	Prax.g_00199
OG0000853	Prah.g_01321	Prax.g_00201
OG0000854	Prah.g_01320	Prax.g_00202
OG0000855	Prah.g_01318	Prax.g_00203
OG0000856	Prah.g_01317	Prax.g_00204
OG0000857	Prah.g_01316	Prax.g_00205
OG0000858	Prah.g_01307	Prax.g_00207
OG0000859	Prah.g_01305	Prax.g_00208
OG0000860	Prah.g_01304	Prax.g_00209
OG0000861	Prah.g_01303	Prax.g_00210
OG0000862	Prah.g_01302	Prax.g_00211
OG0000863	Prah.g_01298	Prax.g_00212
OG0000864	Prah.g_01297	Prax.g_00213
OG0000865	Prah.g_01296	Prax.g_00214
OG0000866	Prah.g_01295	Prax.g_00215
OG0000867	Prah.g_01292	Prax.g_00218
OG0000868	Prah.g_01291	Prax.g_00220
OG0000869	Prah.g_01262	Prax.g_00221
OG0000870	Prah.g_01259	Prax.g_00222
OG0000871	Prah.g_01258	Prax.g_00223
OG0000872	Prah.g_01255	Prax.g_00224
OG0000873	Prah.g_01254	Prax.g_00225
OG0000874	Prah.g_01253	Prax.g_00226
OG0000875	Prah.g_01251	Prax.g_00227
OG0000876	Prah.g_01249	Prax.g_00229
OG0000877	Prah.g_01248	Prax.g_00230
OG0000878	Prah.g_01247	Prax.g_00231
OG0000879	Prah.g_01246	Prax.g_00232
OG0000880	Prah.g_01245	Prax.g_00233
OG0000881	Prah.g_01244	Prax.g_00234
OG0000882	Prah.g_01243	Prax.g_00235
OG0000883	Prah.g_01263	Prax.g_00236
OG0000884	Prah.g_01264	Prax.g_00237
OG0000885	Prah.g_01265	Prax.g_00238
OG0000886	Prah.g_01266	Prax.g_00239
OG0000887	Prah.g_01268	Prax.g_00240
OG0000888	Prah.g_01272	Prax.g_00241
OG0000889	Prah.g_01273	Prax.g_00242
OG0000890	Prah.g_01275	Prax.g_00243
OG0000891	Prah.g_01276	Prax.g_00244
OG0000892	Prah.g_01278	Prax.g_00245
OG0000893	Prah.g_01279	Prax.g_00246
OG0000894	Prah.g_01282	Prax.g_00248
OG0000895	Prah.g_01283	Prax.g_00249
OG0000896	Prah.g_01285	Prax.g_00251
OG0000897	Prah.g_01286	Prax.g_00252
OG0000898	Prah.g_01289	Prax.g_00253
OG0000899	Prah.g_01290	Prax.g_00254
OG0000900	Prah.g_01239	Prax.g_00256
OG0000901	Prah.g_01610	Prax.g_01928
OG0000902	Prah.g_01349	Prax.g_01910
OG0000903	Prah.g_01350	Prax.g_01909
OG0000904	Prah.g_01351	Prax.g_01908
OG0000905	Prah.g_01353	Prax.g_01907
OG0000906	Prah.g_01355	Prax.g_01906
OG0000907	Prah.g_01357	Prax.g_01904
OG0000908	Prah.g_01358	Prax.g_01903
OG0000909	Prah.g_01359	Prax.g_01902
OG0000910	Prah.g_01360	Prax.g_01901
OG0000911	Prah.g_01361	Prax.g_01900
OG0000912	Prah.g_01365	Prax.g_01897
OG0000913	Prah.g_01368	Prax.g_01896
OG0000914	Prah.g_01369	Prax.g_01895
OG0000915	Prah.g_01372	Prax.g_01893
OG0000916	Prah.g_01373	Prax.g_01892
OG0000917	Prah.g_01374	Prax.g_01891
OG0000918	Prah.g_01375	Prax.g_01890
OG0000919	Prah.g_01376	Prax.g_01889
OG0000920	Prah.g_01377	Prax.g_01888
OG0000921	Prah.g_01380	Prax.g_01886
OG0000922	Prah.g_01381	Prax.g_01885
OG0000923	Prah.g_00327	Prax.g_01881
OG0000924	Prah.g_00326	Prax.g_01880
OG0000925	Prah.g_00323	Prax.g_01877
OG0000926	Prah.g_00224	Prax.g_01876
OG0000927	Prah.g_00571	Prax.g_01875
OG0000928	Prah.g_01183	Prax.g_01873
OG0000929	Prah.g_00918	Prax.g_01871
OG0000930	Prah.g_00895	Prax.g_01869
OG0000931	Prah.g_00560	Prax.g_01868
OG0000932	Prah.g_01663	Prax.g_01865
OG0000933	Prah.g_01577	Prax.g_01861
OG0000934	Prah.g_01578	Prax.g_01860
OG0000935	Prah.g_01579	Prax.g_01859
OG0000936	Prah.g_01580	Prax.g_01858
OG0000937	Prah.g_01581	Prax.g_01857
OG0000938	Prah.g_01582	Prax.g_01856
OG0000939	Prah.g_01583	Prax.g_01855
OG0000940	Prah.g_01584	Prax.g_01854
OG0000941	Prah.g_01586	Prax.g_01853
OG0000942	Prah.g_01587	Prax.g_01852
OG0000943	Prah.g_01588	Prax.g_01851
OG0000944	Prah.g_01589	Prax.g_01850
OG0000945	Prah.g_01590	Prax.g_01849
OG0000946	Prah.g_01591	Prax.g_01848
OG0000947	Prah.g_01592	Prax.g_01847
OG0000948	Prah.g_01593	Prax.g_01846
OG0000949	Prah.g_01594	Prax.g_01845
OG0000950	Prah.g_02242	Prax.g_01780
OG0000951	Prah.g_00435	Prax.g_01751
OG0000952	Prah.g_00434	Prax.g_01750
OG0000953	Prah.g_00433	Prax.g_01749
OG0000954	Prah.g_00428	Prax.g_01748
OG0000955	Prah.g_00427	Prax.g_01747
OG0000956	Prah.g_00423	Prax.g_01745
OG0000957	Prah.g_00421	Prax.g_01744
OG0000958	Prah.g_00420	Prax.g_01743
OG0000959	Prah.g_00419	Prax.g_01742
OG0000960	Prah.g_00418	Prax.g_01741
OG0000961	Prah.g_00417	Prax.g_01740
OG0000962	Prah.g_00415	Prax.g_01739
OG0000963	Prah.g_00414	Prax.g_01738
OG0000964	Prah.g_00412	Prax.g_01737
OG0000965	Prah.g_00410	Prax.g_01735
OG0000966	Prah.g_00409	Prax.g_01734
OG0000967	Prah.g_00406	Prax.g_01726
OG0000968	Prah.g_00403	Prax.g_01725
OG0000969	Prah.g_00402	Prax.g_01724
OG0000970	Prah.g_00401	Prax.g_01723
OG0000971	Prah.g_00400	Prax.g_01722
OG0000972	Prah.g_00399	Prax.g_01721
OG0000973	Prah.g_00397	Prax.g_01719
OG0000974	Prah.g_00396	Prax.g_01718
OG0000975	Prah.g_00395	Prax.g_01717
OG0000976	Prah.g_00394	Prax.g_01716
OG0000977	Prah.g_00391	Prax.g_01715
OG0000978	Prah.g_00390	Prax.g_01714
OG0000979	Prah.g_00389	Prax.g_01713
OG0000980	Prah.g_00388	Prax.g_01712
OG0000981	Prah.g_00386	Prax.g_01711
OG0000982	Prah.g_00385	Prax.g_01710
OG0000983	Prah.g_00384	Prax.g_01709
OG0000984	Prah.g_00379	Prax.g_01705
OG0000985	Prah.g_00376	Prax.g_01704
OG0000986	Prah.g_00374	Prax.g_01703
OG0000987	Prah.g_00371	Prax.g_01701
OG0000988	Prah.g_00370	Prax.g_01700
OG0000989	Prah.g_00369	Prax.g_01699
OG0000990	Prah.g_00368	Prax.g_01698
OG0000991	Prah.g_00367	Prax.g_01697
OG0000992	Prah.g_00366	Prax.g_01696
OG0000993	Prah.g_00365	Prax.g_01695
OG0000994	Prah.g_00364	Prax.g_01694
OG0000995	Prah.g_00363	Prax.g_01693
OG0000996	Prah.g_00362	Prax.g_01692
OG0000997	Prah.g_00360	Prax.g_01690
OG0000998	Prah.g_01217	Prax.g_01687
OG0000999	Prah.g_01605	Prax.g_01685
OG0001000	Prah.g_01615	Prax.g_01684
OG0001001	Prah.g_01617	Prax.g_01683
OG0001002	Prah.g_01619	Prax.g_01681
OG0001003	Prah.g_01620	Prax.g_01680
OG0001004	Prah.g_00538	Prax.g_01679
OG0001005	Prah.g_01621	Prax.g_01678
OG0001006	Prah.g_01623	Prax.g_01676
OG0001007	Prah.g_01624	Prax.g_01675
OG0001008	Prah.g_01625	Prax.g_01674
OG0001009	Prah.g_01627	Prax.g_01673
OG0001010	Prah.g_01628	Prax.g_01672
OG0001011	Prah.g_01631	Prax.g_01671
OG0001012	Prah.g_01632	Prax.g_01670
OG0001013	Prah.g_01633	Prax.g_01669
OG0001014	Prah.g_01634	Prax.g_01668
OG0001015	Prah.g_01635	Prax.g_01667
OG0001016	Prah.g_01636	Prax.g_01666
OG0001017	Prah.g_01637	Prax.g_01665
OG0001018	Prah.g_01639	Prax.g_01664
OG0001019	Prah.g_01640	Prax.g_01663
OG0001020	Prah.g_01641	Prax.g_01662
OG0001021	Prah.g_01642	Prax.g_01661
OG0001022	Prah.g_01643	Prax.g_01660
OG0001023	Prah.g_01644	Prax.g_01659
OG0001024	Prah.g_01645	Prax.g_01657
OG0001025	Prah.g_01648	Prax.g_01656
OG0001026	Prah.g_01649	Prax.g_01655
OG0001027	Prah.g_01791	Prax.g_01654
OG0001028	Prah.g_01651	Prax.g_01653
OG0001029	Prah.g_01652	Prax.g_01652
OG0001030	Prah.g_01655	Prax.g_01649
OG0001031	Prah.g_01656	Prax.g_01648
OG0001032	Prah.g_00541	Prax.g_01640
OG0001033	Prah.g_00515	Prax.g_01633
OG0001034	Prah.g_00651	Prax.g_01605
OG0001035	Prah.g_01667	Prax.g_01565
OG0001036	Prah.g_01668	Prax.g_01564
OG0001037	Prah.g_01677	Prax.g_01558
OG0001038	Prah.g_01678	Prax.g_01557
OG0001039	Prah.g_01679	Prax.g_01556
OG0001040	Prah.g_01681	Prax.g_01555
OG0001041	Prah.g_01685	Prax.g_01553
OG0001042	Prah.g_01687	Prax.g_01552
OG0001043	Prah.g_01688	Prax.g_01551
OG0001044	Prah.g_01689	Prax.g_01550
OG0001045	Prah.g_01690	Prax.g_01549
OG0001046	Prah.g_01692	Prax.g_01548
OG0001047	Prah.g_01693	Prax.g_01547
OG0001048	Prah.g_01694	Prax.g_01545
OG0001049	Prah.g_01695	Prax.g_01544
OG0001050	Prah.g_01696	Prax.g_01543
OG0001051	Prah.g_01697	Prax.g_01542
OG0001052	Prah.g_01698	Prax.g_01541
OG0001053	Prah.g_01699	Prax.g_01540
OG0001054	Prah.g_01700	Prax.g_01539
OG0001055	Prah.g_01701	Prax.g_01538
OG0001056	Prah.g_01703	Prax.g_01537
OG0001057	Prah.g_01705	Prax.g_01535
OG0001058	Prah.g_01707	Prax.g_01534
OG0001059	Prah.g_01709	Prax.g_01533
OG0001060	Prah.g_01710	Prax.g_01532
OG0001061	Prah.g_01711	Prax.g_01531
OG0001062	Prah.g_01713	Prax.g_01530
OG0001063	Prah.g_01714	Prax.g_01529
OG0001064	Prah.g_01716	Prax.g_01528
OG0001065	Prah.g_01717	Prax.g_01527
OG0001066	Prah.g_01718	Prax.g_01526
OG0001067	Prah.g_01719	Prax.g_01525
OG0001068	Prah.g_01720	Prax.g_01524
OG0001069	Prah.g_01727	Prax.g_01521
OG0001070	Prah.g_01729	Prax.g_01519
OG0001071	Prah.g_01730	Prax.g_01518
OG0001072	Prah.g_01731	Prax.g_01517
OG0001073	Prah.g_01732	Prax.g_01516
OG0001074	Prah.g_01733	Prax.g_01515
OG0001075	Prah.g_01736	Prax.g_01513
OG0001076	Prah.g_01738	Prax.g_01511
OG0001077	Prah.g_01739	Prax.g_01510
OG0001078	Prah.g_01740	Prax.g_01509
OG0001079	Prah.g_01741	Prax.g_01508
OG0001080	Prah.g_01742	Prax.g_01507
OG0001081	Prah.g_01743	Prax.g_01506
OG0001082	Prah.g_01744	Prax.g_01505
OG0001083	Prah.g_01745	Prax.g_01504
OG0001084	Prah.g_01759	Prax.g_01503
OG0001085	Prah.g_01760	Prax.g_01502
OG0001086	Prah.g_02073	Prax.g_01262
OG0001087	Prah.g_02071	Prax.g_01263
OG0001088	Prah.g_02070	Prax.g_01264
OG0001089	Prah.g_02067	Prax.g_01266
OG0001090	Prah.g_02066	Prax.g_01267
OG0001091	Prah.g_02065	Prax.g_01268
OG0001092	Prah.g_02064	Prax.g_01269
OG0001093	Prah.g_02063	Prax.g_01270
OG0001094	Prah.g_02062	Prax.g_01271
OG0001095	Prah.g_02061	Prax.g_01272
OG0001096	Prah.g_02060	Prax.g_01273
OG0001097	Prah.g_02059	Prax.g_01274
OG0001098	Prah.g_02058	Prax.g_01275
OG0001099	Prah.g_02056	Prax.g_01276
OG0001100	Prah.g_02055	Prax.g_01277
OG0001101	Prah.g_02054	Prax.g_01278
OG0001102	Prah.g_02041	Prax.g_01281
OG0001103	Prah.g_02042	Prax.g_01282
OG0001104	Prah.g_02046	Prax.g_01283
OG0001105	Prah.g_02044	Prax.g_01285
OG0001106	Prah.g_02047	Prax.g_01287
OG0001107	Prah.g_02048	Prax.g_01288
OG0001108	Prah.g_02050	Prax.g_01289
OG0001109	Prah.g_02039	Prax.g_01296
OG0001110	Prah.g_02037	Prax.g_01298
OG0001111	Prah.g_02036	Prax.g_01299
OG0001112	Prah.g_02035	Prax.g_01300
OG0001113	Prah.g_02034	Prax.g_01301
OG0001114	Prah.g_02033	Prax.g_01302
OG0001115	Prah.g_02032	Prax.g_01303
OG0001116	Prah.g_02031	Prax.g_01304
OG0001117	Prah.g_02030	Prax.g_01305
OG0001118	Prah.g_02029	Prax.g_01306
OG0001119	Prah.g_02028	Prax.g_01307
OG0001120	Prah.g_02027	Prax.g_01308
OG0001121	Prah.g_02026	Prax.g_01309
OG0001122	Prah.g_02025	Prax.g_01310
OG0001123	Prah.g_02024	Prax.g_01311
OG0001124	Prah.g_02023	Prax.g_01312
OG0001125	Prah.g_02022	Prax.g_01313
OG0001126	Prah.g_02021	Prax.g_01314
OG0001127	Prah.g_02020	Prax.g_01315
OG0001128	Prah.g_02019	Prax.g_01316
OG0001129	Prah.g_02018	Prax.g_01317
OG0001130	Prah.g_02017	Prax.g_01318
OG0001131	Prah.g_02016	Prax.g_01319
OG0001132	Prah.g_02015	Prax.g_01320
OG0001133	Prah.g_02014	Prax.g_01321
OG0001134	Prah.g_02013	Prax.g_01322
OG0001135	Prah.g_02012	Prax.g_01323
OG0001136	Prah.g_02011	Prax.g_01324
OG0001137	Prah.g_02010	Prax.g_01325
OG0001138	Prah.g_02009	Prax.g_01326
OG0001139	Prah.g_02008	Prax.g_01327
OG0001140	Prah.g_02007	Prax.g_01328
OG0001141	Prah.g_02004	Prax.g_01330
OG0001142	Prah.g_02003	Prax.g_01331
OG0001143	Prah.g_02002	Prax.g_01332
OG0001144	Prah.g_02000	Prax.g_01334
OG0001145	Prah.g_01998	Prax.g_01336
OG0001146	Prah.g_01997	Prax.g_01337
OG0001147	Prah.g_01994	Prax.g_01339
OG0001148	Prah.g_01993	Prax.g_01340
OG0001149	Prah.g_01991	Prax.g_01341
OG0001150	Prah.g_01988	Prax.g_01344
OG0001151	Prah.g_01987	Prax.g_01345
OG0001152	Prah.g_01986	Prax.g_01346
OG0001153	Prah.g_01985	Prax.g_01347
OG0001154	Prah.g_01984	Prax.g_01348
OG0001155	Prah.g_01983	Prax.g_01349
OG0001156	Prah.g_01982	Prax.g_01350
OG0001157	Prah.g_01980	Prax.g_01352
OG0001158	Prah.g_01978	Prax.g_01353
OG0001159	Prah.g_01977	Prax.g_01354
OG0001160	Prah.g_01976	Prax.g_01355
OG0001161	Prah.g_01966	Prax.g_01358
OG0001162	Prah.g_01965	Prax.g_01359
OG0001163	Prah.g_01963	Prax.g_01360
OG0001164	Prah.g_01962	Prax.g_01361
OG0001165	Prah.g_01961	Prax.g_01362
OG0001166	Prah.g_01960	Prax.g_01363
OG0001167	Prah.g_01958	Prax.g_01364
OG0001168	Prah.g_02224	Prax.g_01366
OG0001169	Prah.g_02227	Prax.g_01367
OG0001170	Prah.g_02231	Prax.g_01369
OG0001171	Prah.g_02232	Prax.g_01370
OG0001172	Prah.g_02234	Prax.g_01371
OG0001173	Prah.g_02236	Prax.g_01373
OG0001174	Prah.g_02239	Prax.g_01375
OG0001175	Prah.g_02241	Prax.g_01377
