Orthogroup	Prah	Pral
OG0000586	Prah.g_00495	Pral.g_01441
OG0000587	Prah.g_00494	Pral.g_01442
OG0000588	Prah.g_00493	Pral.g_01443
OG0000589	Prah.g_00486	Pral.g_01444
OG0000590	Prah.g_00485	Pral.g_01445
OG0000591	Prah.g_00484	Pral.g_01446
OG0000592	Prah.g_00483	Pral.g_01447
OG0000593	Prah.g_00482	Pral.g_01448
OG0000594	Prah.g_00478	Pral.g_01449
OG0000595	Prah.g_00477	Pral.g_01450
OG0000596	Prah.g_00476	Pral.g_01451
OG0000597	Prah.g_00466	Pral.g_01455
OG0000598	Prah.g_00465	Pral.g_01456
OG0000599	Prah.g_00464	Pral.g_01457
OG0000600	Prah.g_00463	Pral.g_01458
OG0000601	Prah.g_00462	Pral.g_01459
OG0000602	Prah.g_00460	Pral.g_01460
OG0000603	Prah.g_00457	Pral.g_01461
OG0000604	Prah.g_00456	Pral.g_01462
OG0000605	Prah.g_00455	Pral.g_01463
OG0000606	Prah.g_00454	Pral.g_01464
OG0000607	Prah.g_00452	Pral.g_01466
OG0000608	Prah.g_00451	Pral.g_01467
OG0000609	Prah.g_00449	Pral.g_01469
OG0000610	Prah.g_00448	Pral.g_01470
OG0000611	Prah.g_00444	Pral.g_01772
OG0000612	Prah.g_00442	Pral.g_01771
OG0000613	Prah.g_02193	Pral.g_01769
OG0000614	Prah.g_01789	Pral.g_01763
OG0000615	Prah.g_01029	Pral.g_01762
OG0000616	Prah.g_02413	Pral.g_01761
OG0000617	Prah.g_00625	Pral.g_01758
OG0000618	Prah.g_02051	Pral.g_01757
OG0000619	Prah.g_00981	Pral.g_01756
OG0000620	Prah.g_00965	Pral.g_01754
OG0000621	Prah.g_00968	Pral.g_01753
OG0000622	Prah.g_00972	Pral.g_01752
OG0000623	Prah.g_00973	Pral.g_01751
OG0000624	Prah.g_00985	Pral.g_01748
OG0000625	Prah.g_00986	Pral.g_01747
OG0000626	Prah.g_00987	Pral.g_01746
OG0000627	Prah.g_01022	Pral.g_01743
OG0000628	Prah.g_01023	Pral.g_01742
OG0000629	Prah.g_01025	Pral.g_01741
OG0000630	Prah.g_01028	Pral.g_01739
OG0000631	Prah.g_00706	Pral.g_01737
OG0000632	Prah.g_02588	Pral.g_00399
OG0000633	Prah.g_01344	Pral.g_01691
OG0000634	Prah.g_00886	Pral.g_01728
OG0000635	Prah.g_00884	Pral.g_01726
OG0000636	Prah.g_00882	Pral.g_01725
OG0000637	Prah.g_00881	Pral.g_01723
OG0000638	Prah.g_00880	Pral.g_01722
OG0000639	Prah.g_00879	Pral.g_01721
OG0000640	Prah.g_00878	Pral.g_01720
OG0000641	Prah.g_00876	Pral.g_01719
OG0000642	Prah.g_00875	Pral.g_01718
OG0000643	Prah.g_00874	Pral.g_01717
OG0000644	Prah.g_00872	Pral.g_01715
OG0000645	Prah.g_00871	Pral.g_01713
OG0000646	Prah.g_00870	Pral.g_01712
OG0000647	Prah.g_00869	Pral.g_01711
OG0000648	Prah.g_00746	Pral.g_01709
OG0000649	Prah.g_00747	Pral.g_01708
OG0000650	Prah.g_00750	Pral.g_01707
OG0000651	Prah.g_00751	Pral.g_01706
OG0000652	Prah.g_00754	Pral.g_01704
OG0000653	Prah.g_00615	Pral.g_01304
OG0000654	Prah.g_01447	Pral.g_00023
OG0000656	Prah.g_01543	Pral.g_01037
OG0000657	Prah.g_00788	Pral.g_01635
OG0000658	Prah.g_00787	Pral.g_01636
OG0000659	Prah.g_00786	Pral.g_01637
OG0000660	Prah.g_01946	Pral.g_00701
OG0000661	Prah.g_01802	Pral.g_01663
OG0000662	Prah.g_00755	Pral.g_01660
OG0000663	Prah.g_00758	Pral.g_01658
OG0000664	Prah.g_00759	Pral.g_01657
OG0000665	Prah.g_00760	Pral.g_01656
OG0000666	Prah.g_00673	Pral.g_01482
OG0000667	Prah.g_00672	Pral.g_01483
OG0000668	Prah.g_00671	Pral.g_01484
OG0000669	Prah.g_00670	Pral.g_01485
OG0000670	Prah.g_00668	Pral.g_01487
OG0000671	Prah.g_00667	Pral.g_01488
OG0000672	Prah.g_00666	Pral.g_01489
OG0000673	Prah.g_00665	Pral.g_01490
OG0000674	Prah.g_00664	Pral.g_01491
OG0000675	Prah.g_00663	Pral.g_01492
OG0000676	Prah.g_00661	Pral.g_01494
OG0000677	Prah.g_00659	Pral.g_01496
OG0000678	Prah.g_00658	Pral.g_01497
OG0000679	Prah.g_00657	Pral.g_01498
OG0000680	Prah.g_00656	Pral.g_01499
OG0000681	Prah.g_00655	Pral.g_01500
OG0000682	Prah.g_00654	Pral.g_01501
OG0000683	Prah.g_00652	Pral.g_01502
OG0000684	Prah.g_00650	Pral.g_01504
OG0000685	Prah.g_00649	Pral.g_01505
OG0000686	Prah.g_00648	Pral.g_01506
OG0000687	Prah.g_00647	Pral.g_01507
OG0000688	Prah.g_00646	Pral.g_01508
OG0000689	Prah.g_00645	Pral.g_01509
OG0000690	Prah.g_00644	Pral.g_01510
OG0000691	Prah.g_00640	Pral.g_01512
OG0000692	Prah.g_00639	Pral.g_01513
OG0000693	Prah.g_00638	Pral.g_01514
OG0000694	Prah.g_00637	Pral.g_01515
OG0000695	Prah.g_00636	Pral.g_01516
OG0000696	Prah.g_00635	Pral.g_01517
OG0000697	Prah.g_00609	Pral.g_01518
OG0000698	Prah.g_00608	Pral.g_01519
OG0000699	Prah.g_00604	Pral.g_01523
OG0000700	Prah.g_00603	Pral.g_01524
OG0000701	Prah.g_00601	Pral.g_01525
OG0000702	Prah.g_00600	Pral.g_01526
OG0000703	Prah.g_00599	Pral.g_01527
OG0000704	Prah.g_00598	Pral.g_01528
OG0000705	Prah.g_00596	Pral.g_01530
OG0000706	Prah.g_00595	Pral.g_01531
OG0000707	Prah.g_00594	Pral.g_01532
OG0000708	Prah.g_00593	Pral.g_01533
OG0000709	Prah.g_00592	Pral.g_01534
OG0000710	Prah.g_00591	Pral.g_01535
OG0000711	Prah.g_00589	Pral.g_01536
OG0000712	Prah.g_00588	Pral.g_01537
OG0000713	Prah.g_00587	Pral.g_01538
OG0000714	Prah.g_00575	Pral.g_01542
OG0000715	Prah.g_00574	Pral.g_01543
OG0000716	Prah.g_00572	Pral.g_01544
OG0000717	Prah.g_00568	Pral.g_01545
OG0000718	Prah.g_00566	Pral.g_01546
OG0000719	Prah.g_00564	Pral.g_01548
OG0000720	Prah.g_00743	Pral.g_01552
OG0000721	Prah.g_00866	Pral.g_01553
OG0000722	Prah.g_00850	Pral.g_01820
OG0000723	Prah.g_00192	Pral.g_01815
OG0000724	Prah.g_00558	Pral.g_01809
OG0000725	Prah.g_00740	Pral.g_01807
OG0000726	Prah.g_01212	Pral.g_01806
OG0000727	Prah.g_00739	Pral.g_01805
OG0000728	Prah.g_00738	Pral.g_01804
OG0000729	Prah.g_00736	Pral.g_01802
OG0000730	Prah.g_00735	Pral.g_01801
OG0000731	Prah.g_00733	Pral.g_01799
OG0000732	Prah.g_00732	Pral.g_01798
OG0000733	Prah.g_00731	Pral.g_01797
OG0000734	Prah.g_00730	Pral.g_01796
OG0000735	Prah.g_00729	Pral.g_01795
OG0000736	Prah.g_00726	Pral.g_01793
OG0000737	Prah.g_00724	Pral.g_01792
OG0000738	Prah.g_00721	Pral.g_01790
OG0000739	Prah.g_00718	Pral.g_01789
OG0000740	Prah.g_00715	Pral.g_01788
OG0000741	Prah.g_00702	Pral.g_01786
OG0000742	Prah.g_00701	Pral.g_01785
OG0000743	Prah.g_00698	Pral.g_01781
OG0000744	Prah.g_00697	Pral.g_01780
OG0000745	Prah.g_00683	Pral.g_01778
OG0000746	Prah.g_00684	Pral.g_01777
OG0000747	Prah.g_00685	Pral.g_01776
OG0000748	Prah.g_00686	Pral.g_01775
OG0000749	Prah.g_00687	Pral.g_01774
OG0000750	Prah.g_00689	Pral.g_01773
OG0000751	Prah.g_00681	Pral.g_01474
OG0000752	Prah.g_00680	Pral.g_01475
OG0000753	Prah.g_00679	Pral.g_01476
OG0000754	Prah.g_00678	Pral.g_01477
OG0000755	Prah.g_00677	Pral.g_01479
OG0000756	Prah.g_00675	Pral.g_01480
OG0000757	Prah.g_00674	Pral.g_01481
OG0000758	Prah.g_00761	Pral.g_01655
OG0000759	Prah.g_00762	Pral.g_01654
OG0000760	Prah.g_00763	Pral.g_01653
OG0000761	Prah.g_00765	Pral.g_01652
OG0000762	Prah.g_00767	Pral.g_01650
OG0000763	Prah.g_00768	Pral.g_01649
OG0000764	Prah.g_00770	Pral.g_01647
OG0000765	Prah.g_00771	Pral.g_01646
OG0000766	Prah.g_00772	Pral.g_01645
OG0000767	Prah.g_01178	Pral.g_01644
OG0000768	Prah.g_00780	Pral.g_01643
OG0000769	Prah.g_00781	Pral.g_01642
OG0000770	Prah.g_00783	Pral.g_01640
OG0000771	Prah.g_00784	Pral.g_01639
OG0000772	Prah.g_02517	Pral.g_01605
OG0000773	Prah.g_00789	Pral.g_01634
OG0000774	Prah.g_00790	Pral.g_01633
OG0000775	Prah.g_00791	Pral.g_01632
OG0000776	Prah.g_00793	Pral.g_01630
OG0000777	Prah.g_00794	Pral.g_01629
OG0000778	Prah.g_00795	Pral.g_01628
OG0000779	Prah.g_00800	Pral.g_01626
OG0000780	Prah.g_00801	Pral.g_01625
OG0000781	Prah.g_00803	Pral.g_01624
OG0000782	Prah.g_00806	Pral.g_01622
OG0000783	Prah.g_00808	Pral.g_01621
OG0000784	Prah.g_00810	Pral.g_01620
OG0000785	Prah.g_00811	Pral.g_01619
OG0000786	Prah.g_00812	Pral.g_01618
OG0000787	Prah.g_00814	Pral.g_01616
OG0000788	Prah.g_00815	Pral.g_01615
OG0000789	Prah.g_00816	Pral.g_01614
OG0000790	Prah.g_00817	Pral.g_01613
OG0000791	Prah.g_00818	Pral.g_01612
OG0000792	Prah.g_01131	Pral.g_00050
OG0000793	Prah.g_00821	Pral.g_01611
OG0000794	Prah.g_00824	Pral.g_01610
OG0000795	Prah.g_00826	Pral.g_01578
OG0000796	Prah.g_00828	Pral.g_01579
OG0000797	Prah.g_00829	Pral.g_01580
OG0000798	Prah.g_00830	Pral.g_01581
OG0000799	Prah.g_00833	Pral.g_01582
OG0000800	Prah.g_00834	Pral.g_01583
OG0000801	Prah.g_00835	Pral.g_01584
OG0000802	Prah.g_00839	Pral.g_01586
OG0000803	Prah.g_00840	Pral.g_01587
OG0000804	Prah.g_00846	Pral.g_01590
OG0000805	Prah.g_00848	Pral.g_01592
OG0000806	Prah.g_00849	Pral.g_01593
OG0000807	Prah.g_00851	Pral.g_01594
OG0000808	Prah.g_00852	Pral.g_01595
OG0000809	Prah.g_00858	Pral.g_01600
OG0000810	Prah.g_00860	Pral.g_01602
OG0000811	Prah.g_00861	Pral.g_01603
OG0000812	Prah.g_02518	Pral.g_01604
OG0000813	Prah.g_00862	Pral.g_01607
OG0000814	Prah.g_00863	Pral.g_01608
OG0000815	Prah.g_00864	Pral.g_01609
OG0000816	Prah.g_00867	Pral.g_01575
OG0000817	Prah.g_00903	Pral.g_01571
OG0000818	Prah.g_00904	Pral.g_01570
OG0000819	Prah.g_00907	Pral.g_01569
OG0000820	Prah.g_00908	Pral.g_01568
OG0000821	Prah.g_00909	Pral.g_01567
OG0000822	Prah.g_00910	Pral.g_01566
OG0000823	Prah.g_00913	Pral.g_01563
OG0000824	Prah.g_00914	Pral.g_01562
OG0000825	Prah.g_00919	Pral.g_01560
OG0000826	Prah.g_00920	Pral.g_01559
OG0000827	Prah.g_00921	Pral.g_01558
OG0000828	Prah.g_00922	Pral.g_01556
OG0000829	Prah.g_00893	Pral.g_01321
OG0000830	Prah.g_00539	Pral.g_01033
OG0000831	Prah.g_01601	Pral.g_01327
OG0000832	Prah.g_01176	Pral.g_01032
OG0000833	Prah.g_00133	Pral.g_01311
OG0000834	Prah.g_01942	Pral.g_01324
OG0000835	Prah.g_01932	Pral.g_00692
OG0000836	Prah.g_00383	Pral.g_01141
OG0000837	Prah.g_00521	Pral.g_01314
OG0000838	Prah.g_02532	Pral.g_00077
OG0000839	Prah.g_02525	Pral.g_00076
OG0000840	Prah.g_01803	Pral.g_01902
OG0000841	Prah.g_00378	Pral.g_01346
OG0000842	Prah.g_01905	Pral.g_01351
OG0000843	Prah.g_01340	Pral.g_01353
OG0000844	Prah.g_01339	Pral.g_01354
OG0000845	Prah.g_01338	Pral.g_01355
OG0000846	Prah.g_01337	Pral.g_01356
OG0000847	Prah.g_01336	Pral.g_01357
OG0000848	Prah.g_01335	Pral.g_01358
OG0000849	Prah.g_01331	Pral.g_01359
OG0000850	Prah.g_01329	Pral.g_01360
OG0000851	Prah.g_01325	Pral.g_01363
OG0000852	Prah.g_01323	Pral.g_01366
OG0000853	Prah.g_01321	Pral.g_01368
OG0000854	Prah.g_01320	Pral.g_01369
OG0000855	Prah.g_01318	Pral.g_01370
OG0000856	Prah.g_01317	Pral.g_01371
OG0000857	Prah.g_01316	Pral.g_01372
OG0000858	Prah.g_01307	Pral.g_01376
OG0000859	Prah.g_01305	Pral.g_01377
OG0000860	Prah.g_01304	Pral.g_01378
OG0000861	Prah.g_01303	Pral.g_01379
OG0000862	Prah.g_01302	Pral.g_01380
OG0000863	Prah.g_01298	Pral.g_01382
OG0000864	Prah.g_01297	Pral.g_01383
OG0000865	Prah.g_01296	Pral.g_01384
OG0000866	Prah.g_01295	Pral.g_01385
OG0000867	Prah.g_01292	Pral.g_01388
OG0000868	Prah.g_01291	Pral.g_01390
OG0000869	Prah.g_01262	Pral.g_01391
OG0000870	Prah.g_01259	Pral.g_01394
OG0000871	Prah.g_01258	Pral.g_01395
OG0000872	Prah.g_01255	Pral.g_01399
OG0000873	Prah.g_01254	Pral.g_01400
OG0000874	Prah.g_01253	Pral.g_01401
OG0000875	Prah.g_01251	Pral.g_01403
OG0000876	Prah.g_01249	Pral.g_01404
OG0000877	Prah.g_01248	Pral.g_01405
OG0000878	Prah.g_01247	Pral.g_01406
OG0000879	Prah.g_01246	Pral.g_01407
OG0000880	Prah.g_01245	Pral.g_01408
OG0000881	Prah.g_01244	Pral.g_01409
OG0000882	Prah.g_01243	Pral.g_01410
OG0000883	Prah.g_01263	Pral.g_01411
OG0000884	Prah.g_01264	Pral.g_01412
OG0000885	Prah.g_01265	Pral.g_01413
OG0000886	Prah.g_01266	Pral.g_01414
OG0000887	Prah.g_01268	Pral.g_01415
OG0000888	Prah.g_01272	Pral.g_01416
OG0000889	Prah.g_01273	Pral.g_01417
OG0000890	Prah.g_01275	Pral.g_01419
OG0000891	Prah.g_01276	Pral.g_01420
OG0000892	Prah.g_01278	Pral.g_01421
OG0000893	Prah.g_01279	Pral.g_01422
OG0000894	Prah.g_01282	Pral.g_01423
OG0000895	Prah.g_01283	Pral.g_01424
OG0000896	Prah.g_01285	Pral.g_01426
OG0000897	Prah.g_01286	Pral.g_01427
OG0000898	Prah.g_01289	Pral.g_01428
OG0000899	Prah.g_01290	Pral.g_01429
OG0000900	Prah.g_01239	Pral.g_00456
OG0000901	Prah.g_01610	Pral.g_01893
OG0000902	Prah.g_01349	Pral.g_01292
OG0000903	Prah.g_01350	Pral.g_01291
OG0000904	Prah.g_01351	Pral.g_01290
OG0000905	Prah.g_01353	Pral.g_01289
OG0000906	Prah.g_01355	Pral.g_01288
OG0000907	Prah.g_01357	Pral.g_01286
OG0000908	Prah.g_01358	Pral.g_01285
OG0000909	Prah.g_01359	Pral.g_01284
OG0000910	Prah.g_01360	Pral.g_01283
OG0000911	Prah.g_01361	Pral.g_01282
OG0000912	Prah.g_01365	Pral.g_01279
OG0000913	Prah.g_01368	Pral.g_01278
OG0000914	Prah.g_01369	Pral.g_01277
OG0000915	Prah.g_01372	Pral.g_01275
OG0000916	Prah.g_01373	Pral.g_01274
OG0000917	Prah.g_01374	Pral.g_01273
OG0000918	Prah.g_01375	Pral.g_01272
OG0000919	Prah.g_01376	Pral.g_01271
OG0000920	Prah.g_01377	Pral.g_01270
OG0000921	Prah.g_01380	Pral.g_01267
OG0000922	Prah.g_01381	Pral.g_01266
OG0000923	Prah.g_00327	Pral.g_01239
OG0000924	Prah.g_00326	Pral.g_01238
OG0000925	Prah.g_00323	Pral.g_01235
OG0000926	Prah.g_00224	Pral.g_00440
OG0000927	Prah.g_00571	Pral.g_01345
OG0000928	Prah.g_01183	Pral.g_01060
OG0000929	Prah.g_00918	Pral.g_01323
OG0000930	Prah.g_00895	Pral.g_01343
OG0000931	Prah.g_00560	Pral.g_01550
OG0000932	Prah.g_01663	Pral.g_01299
OG0000933	Prah.g_01577	Pral.g_01220
OG0000934	Prah.g_01578	Pral.g_01219
OG0000935	Prah.g_01579	Pral.g_01218
OG0000936	Prah.g_01580	Pral.g_01217
OG0000937	Prah.g_01581	Pral.g_01216
OG0000938	Prah.g_01582	Pral.g_01215
OG0000939	Prah.g_01583	Pral.g_01214
OG0000940	Prah.g_01584	Pral.g_01213
OG0000941	Prah.g_01586	Pral.g_01212
OG0000942	Prah.g_01587	Pral.g_01211
OG0000943	Prah.g_01588	Pral.g_01210
OG0000944	Prah.g_01589	Pral.g_01209
OG0000945	Prah.g_01590	Pral.g_01208
OG0000946	Prah.g_01591	Pral.g_01207
OG0000947	Prah.g_01592	Pral.g_01206
OG0000948	Prah.g_01593	Pral.g_01205
OG0000949	Prah.g_01594	Pral.g_01204
OG0000950	Prah.g_02242	Pral.g_00287
OG0000951	Prah.g_00435	Pral.g_01184
OG0000952	Prah.g_00434	Pral.g_01183
OG0000953	Prah.g_00433	Pral.g_01182
OG0000954	Prah.g_00428	Pral.g_01181
OG0000955	Prah.g_00427	Pral.g_01180
OG0000956	Prah.g_00423	Pral.g_01178
OG0000957	Prah.g_00421	Pral.g_01177
OG0000958	Prah.g_00420	Pral.g_01176
OG0000959	Prah.g_00419	Pral.g_01175
OG0000960	Prah.g_00418	Pral.g_01174
OG0000961	Prah.g_00417	Pral.g_01173
OG0000962	Prah.g_00415	Pral.g_01172
OG0000963	Prah.g_00414	Pral.g_01171
OG0000964	Prah.g_00412	Pral.g_01169
OG0000965	Prah.g_00410	Pral.g_01167
OG0000966	Prah.g_00409	Pral.g_01166
OG0000967	Prah.g_00406	Pral.g_01159
OG0000968	Prah.g_00403	Pral.g_01158
OG0000969	Prah.g_00402	Pral.g_01157
OG0000970	Prah.g_00401	Pral.g_01156
OG0000971	Prah.g_00400	Pral.g_01155
OG0000972	Prah.g_00399	Pral.g_01154
OG0000973	Prah.g_00397	Pral.g_01152
OG0000974	Prah.g_00396	Pral.g_01151
OG0000975	Prah.g_00395	Pral.g_01150
OG0000976	Prah.g_00394	Pral.g_01149
OG0000977	Prah.g_00391	Pral.g_01148
OG0000978	Prah.g_00390	Pral.g_01147
OG0000979	Prah.g_00389	Pral.g_01146
OG0000980	Prah.g_00388	Pral.g_01145
OG0000981	Prah.g_00386	Pral.g_01144
OG0000982	Prah.g_00385	Pral.g_01143
OG0000983	Prah.g_00384	Pral.g_01142
OG0000984	Prah.g_00379	Pral.g_01137
OG0000985	Prah.g_00376	Pral.g_01136
OG0000986	Prah.g_00374	Pral.g_01135
OG0000987	Prah.g_00371	Pral.g_01133
OG0000988	Prah.g_00370	Pral.g_01132
OG0000989	Prah.g_00369	Pral.g_01131
OG0000990	Prah.g_00368	Pral.g_01130
OG0000991	Prah.g_00367	Pral.g_01129
OG0000992	Prah.g_00366	Pral.g_01128
OG0000993	Prah.g_00365	Pral.g_01127
OG0000994	Prah.g_00364	Pral.g_01126
OG0000995	Prah.g_00363	Pral.g_01125
OG0000996	Prah.g_00362	Pral.g_01124
OG0000997	Prah.g_00360	Pral.g_01122
OG0000998	Prah.g_01217	Pral.g_01115
OG0000999	Prah.g_01605	Pral.g_01112
OG0001000	Prah.g_01615	Pral.g_01110
OG0001001	Prah.g_01617	Pral.g_01108
OG0001002	Prah.g_01619	Pral.g_01106
OG0001003	Prah.g_01620	Pral.g_01105
OG0001004	Prah.g_00538	Pral.g_01104
OG0001005	Prah.g_01621	Pral.g_01103
OG0001006	Prah.g_01623	Pral.g_01101
OG0001007	Prah.g_01624	Pral.g_01100
OG0001008	Prah.g_01625	Pral.g_01099
OG0001009	Prah.g_01627	Pral.g_01098
OG0001010	Prah.g_01628	Pral.g_01097
OG0001011	Prah.g_01631	Pral.g_01095
OG0001012	Prah.g_01632	Pral.g_01094
OG0001013	Prah.g_01633	Pral.g_01093
OG0001014	Prah.g_01634	Pral.g_01092
OG0001015	Prah.g_01635	Pral.g_01091
OG0001016	Prah.g_01636	Pral.g_01090
OG0001017	Prah.g_01637	Pral.g_01089
OG0001018	Prah.g_01639	Pral.g_01088
OG0001019	Prah.g_01640	Pral.g_01087
OG0001020	Prah.g_01641	Pral.g_01086
OG0001021	Prah.g_01642	Pral.g_01085
OG0001022	Prah.g_01643	Pral.g_01084
OG0001023	Prah.g_01644	Pral.g_01083
OG0001024	Prah.g_01645	Pral.g_01081
OG0001025	Prah.g_01648	Pral.g_01080
OG0001026	Prah.g_01649	Pral.g_01079
OG0001027	Prah.g_01791	Pral.g_01078
OG0001028	Prah.g_01651	Pral.g_01076
OG0001029	Prah.g_01652	Pral.g_01075
OG0001030	Prah.g_01655	Pral.g_01072
OG0001031	Prah.g_01656	Pral.g_01071
OG0001032	Prah.g_00541	Pral.g_00045
OG0001033	Prah.g_00515	Pral.g_01058
OG0001034	Prah.g_00651	Pral.g_01503
OG0001035	Prah.g_01667	Pral.g_00100
OG0001036	Prah.g_01668	Pral.g_00101
OG0001037	Prah.g_01677	Pral.g_00108
OG0001038	Prah.g_01678	Pral.g_00109
OG0001039	Prah.g_01679	Pral.g_00110
OG0001040	Prah.g_01681	Pral.g_00111
OG0001041	Prah.g_01685	Pral.g_00113
OG0001042	Prah.g_01687	Pral.g_00114
OG0001043	Prah.g_01688	Pral.g_00115
OG0001044	Prah.g_01689	Pral.g_00116
OG0001045	Prah.g_01690	Pral.g_00117
OG0001046	Prah.g_01692	Pral.g_00119
OG0001047	Prah.g_01693	Pral.g_00120
OG0001048	Prah.g_01694	Pral.g_00121
OG0001049	Prah.g_01695	Pral.g_00122
OG0001050	Prah.g_01696	Pral.g_00123
OG0001051	Prah.g_01697	Pral.g_00124
OG0001052	Prah.g_01698	Pral.g_00125
OG0001053	Prah.g_01699	Pral.g_00126
OG0001054	Prah.g_01700	Pral.g_00127
OG0001055	Prah.g_01701	Pral.g_00128
OG0001056	Prah.g_01703	Pral.g_00129
OG0001057	Prah.g_01705	Pral.g_00131
OG0001058	Prah.g_01707	Pral.g_00132
OG0001059	Prah.g_01709	Pral.g_00133
OG0001060	Prah.g_01710	Pral.g_00134
OG0001061	Prah.g_01711	Pral.g_00135
OG0001062	Prah.g_01713	Pral.g_00136
OG0001063	Prah.g_01714	Pral.g_00137
OG0001064	Prah.g_01716	Pral.g_00138
OG0001065	Prah.g_01717	Pral.g_00139
OG0001066	Prah.g_01718	Pral.g_00140
OG0001067	Prah.g_01719	Pral.g_00141
OG0001068	Prah.g_01720	Pral.g_00142
OG0001069	Prah.g_01727	Pral.g_00145
OG0001070	Prah.g_01729	Pral.g_00147
OG0001071	Prah.g_01730	Pral.g_00148
OG0001072	Prah.g_01731	Pral.g_00149
OG0001073	Prah.g_01732	Pral.g_00150
OG0001074	Prah.g_01733	Pral.g_00151
OG0001075	Prah.g_01736	Pral.g_00154
OG0001076	Prah.g_01738	Pral.g_00156
OG0001077	Prah.g_01739	Pral.g_00157
OG0001078	Prah.g_01740	Pral.g_00158
OG0001079	Prah.g_01741	Pral.g_00159
OG0001080	Prah.g_01742	Pral.g_00160
OG0001081	Prah.g_01743	Pral.g_00161
OG0001082	Prah.g_01744	Pral.g_00162
OG0001083	Prah.g_01745	Pral.g_00163
OG0001084	Prah.g_01759	Pral.g_00164
OG0001085	Prah.g_01760	Pral.g_00165
OG0001086	Prah.g_02073	Pral.g_00170
OG0001087	Prah.g_02071	Pral.g_00172
OG0001088	Prah.g_02070	Pral.g_00173
OG0001089	Prah.g_02067	Pral.g_00176
OG0001090	Prah.g_02066	Pral.g_00177
OG0001091	Prah.g_02065	Pral.g_00178
OG0001092	Prah.g_02064	Pral.g_00179
OG0001093	Prah.g_02063	Pral.g_00180
OG0001094	Prah.g_02062	Pral.g_00181
OG0001095	Prah.g_02061	Pral.g_00182
OG0001096	Prah.g_02060	Pral.g_00183
OG0001097	Prah.g_02059	Pral.g_00184
OG0001098	Prah.g_02058	Pral.g_00185
OG0001099	Prah.g_02056	Pral.g_00187
OG0001100	Prah.g_02055	Pral.g_00188
OG0001101	Prah.g_02054	Pral.g_00189
OG0001102	Prah.g_02041	Pral.g_00193
OG0001103	Prah.g_02042	Pral.g_00194
OG0001104	Prah.g_02046	Pral.g_00198
OG0001105	Prah.g_02044	Pral.g_00196
OG0001106	Prah.g_02047	Pral.g_00192
OG0001107	Prah.g_02048	Pral.g_00191
OG0001108	Prah.g_02050	Pral.g_00190
OG0001109	Prah.g_02039	Pral.g_00200
OG0001110	Prah.g_02037	Pral.g_00202
OG0001111	Prah.g_02036	Pral.g_00203
OG0001112	Prah.g_02035	Pral.g_00204
OG0001113	Prah.g_02034	Pral.g_00205
OG0001114	Prah.g_02033	Pral.g_00206
OG0001115	Prah.g_02032	Pral.g_00207
OG0001116	Prah.g_02031	Pral.g_00208
OG0001117	Prah.g_02030	Pral.g_00209
OG0001118	Prah.g_02029	Pral.g_00210
OG0001119	Prah.g_02028	Pral.g_00211
OG0001120	Prah.g_02027	Pral.g_00212
OG0001121	Prah.g_02026	Pral.g_00213
OG0001122	Prah.g_02025	Pral.g_00214
OG0001123	Prah.g_02024	Pral.g_00215
OG0001124	Prah.g_02023	Pral.g_00216
OG0001125	Prah.g_02022	Pral.g_00217
OG0001126	Prah.g_02021	Pral.g_00218
OG0001127	Prah.g_02020	Pral.g_00219
OG0001128	Prah.g_02019	Pral.g_00220
OG0001129	Prah.g_02018	Pral.g_00221
OG0001130	Prah.g_02017	Pral.g_00222
OG0001131	Prah.g_02016	Pral.g_00223
OG0001132	Prah.g_02015	Pral.g_00224
OG0001133	Prah.g_02014	Pral.g_00225
OG0001134	Prah.g_02013	Pral.g_00226
OG0001135	Prah.g_02012	Pral.g_00227
OG0001136	Prah.g_02011	Pral.g_00228
OG0001137	Prah.g_02010	Pral.g_00229
OG0001138	Prah.g_02009	Pral.g_00230
OG0001139	Prah.g_02008	Pral.g_00232
OG0001140	Prah.g_02007	Pral.g_01190
OG0001141	Prah.g_02004	Pral.g_00234
OG0001142	Prah.g_02003	Pral.g_00235
OG0001143	Prah.g_02002	Pral.g_00236
OG0001144	Prah.g_02000	Pral.g_00238
OG0001145	Prah.g_01998	Pral.g_00240
OG0001146	Prah.g_01997	Pral.g_00241
OG0001147	Prah.g_01994	Pral.g_00244
OG0001148	Prah.g_01993	Pral.g_00245
OG0001149	Prah.g_01991	Pral.g_00246
OG0001150	Prah.g_01988	Pral.g_00249
OG0001151	Prah.g_01987	Pral.g_00250
OG0001152	Prah.g_01986	Pral.g_00251
OG0001153	Prah.g_01985	Pral.g_00252
OG0001154	Prah.g_01984	Pral.g_00253
OG0001155	Prah.g_01983	Pral.g_00254
OG0001156	Prah.g_01982	Pral.g_00255
OG0001157	Prah.g_01980	Pral.g_00257
OG0001158	Prah.g_01978	Pral.g_00259
OG0001159	Prah.g_01977	Pral.g_00260
OG0001160	Prah.g_01976	Pral.g_00261
OG0001161	Prah.g_01966	Pral.g_00266
OG0001162	Prah.g_01965	Pral.g_00267
OG0001163	Prah.g_01963	Pral.g_00268
OG0001164	Prah.g_01962	Pral.g_00269
OG0001165	Prah.g_01961	Pral.g_00270
OG0001166	Prah.g_01960	Pral.g_00271
OG0001167	Prah.g_01958	Pral.g_00272
OG0001168	Prah.g_02224	Pral.g_00274
