Orthogroup	Prah	Prbi
OG0000569	Prah.g_00526	Prbi.g_00623
OG0000570	Prah.g_00525	Prbi.g_00624
OG0000571	Prah.g_00523	Prbi.g_00626
OG0000572	Prah.g_00518	Prbi.g_00627
OG0000573	Prah.g_00517	Prbi.g_00628
OG0000574	Prah.g_00516	Prbi.g_00629
OG0000575	Prah.g_00513	Prbi.g_00630
OG0000576	Prah.g_00510	Prbi.g_00631
OG0000577	Prah.g_00509	Prbi.g_00632
OG0000578	Prah.g_00506	Prbi.g_00634
OG0000579	Prah.g_00505	Prbi.g_00635
OG0000580	Prah.g_00504	Prbi.g_00636
OG0000581	Prah.g_00503	Prbi.g_00637
OG0000582	Prah.g_00501	Prbi.g_00638
OG0000583	Prah.g_00500	Prbi.g_00639
OG0000584	Prah.g_00498	Prbi.g_00641
OG0000585	Prah.g_00497	Prbi.g_00642
OG0000586	Prah.g_00495	Prbi.g_00643
OG0000587	Prah.g_00494	Prbi.g_00644
OG0000588	Prah.g_00493	Prbi.g_00645
OG0000589	Prah.g_00486	Prbi.g_00646
OG0000590	Prah.g_00485	Prbi.g_00647
OG0000591	Prah.g_00484	Prbi.g_00648
OG0000592	Prah.g_00483	Prbi.g_00649
OG0000593	Prah.g_00482	Prbi.g_00650
OG0000594	Prah.g_00478	Prbi.g_00651
OG0000595	Prah.g_00477	Prbi.g_00652
OG0000596	Prah.g_00476	Prbi.g_00653
OG0000597	Prah.g_00466	Prbi.g_00657
OG0000598	Prah.g_00465	Prbi.g_00658
OG0000599	Prah.g_00464	Prbi.g_00659
OG0000600	Prah.g_00463	Prbi.g_00660
OG0000601	Prah.g_00462	Prbi.g_00661
OG0000602	Prah.g_00460	Prbi.g_00662
OG0000603	Prah.g_00457	Prbi.g_00663
OG0000604	Prah.g_00456	Prbi.g_00664
OG0000605	Prah.g_00455	Prbi.g_00665
OG0000606	Prah.g_00454	Prbi.g_00666
OG0000607	Prah.g_00452	Prbi.g_00667
OG0000608	Prah.g_00451	Prbi.g_00668
OG0000609	Prah.g_00449	Prbi.g_00670
OG0000610	Prah.g_00448	Prbi.g_00671
OG0000611	Prah.g_00444	Prbi.g_00673
OG0000612	Prah.g_00442	Prbi.g_00674
OG0000613	Prah.g_02193	Prbi.g_00676
OG0000614	Prah.g_01789	Prbi.g_00682
OG0000615	Prah.g_01029	Prbi.g_00683
OG0000616	Prah.g_02413	Prbi.g_00684
OG0000617	Prah.g_00625	Prbi.g_00686
OG0000618	Prah.g_02051	Prbi.g_00687
OG0000619	Prah.g_00981	Prbi.g_00688
OG0000620	Prah.g_00965	Prbi.g_00690
OG0000621	Prah.g_00968	Prbi.g_00691
OG0000622	Prah.g_00972	Prbi.g_00692
OG0000623	Prah.g_00973	Prbi.g_00693
OG0000624	Prah.g_00985	Prbi.g_00695
OG0000625	Prah.g_00986	Prbi.g_00696
OG0000626	Prah.g_00987	Prbi.g_00697
OG0000627	Prah.g_01022	Prbi.g_00698
OG0000628	Prah.g_01023	Prbi.g_00699
OG0000629	Prah.g_01025	Prbi.g_00700
OG0000630	Prah.g_01028	Prbi.g_00703
OG0000631	Prah.g_00706	Prbi.g_00704
OG0000632	Prah.g_02588	Prbi.g_00708
OG0000633	Prah.g_01344	Prbi.g_00709
OG0000634	Prah.g_00886	Prbi.g_00746
OG0000635	Prah.g_00884	Prbi.g_00748
OG0000636	Prah.g_00882	Prbi.g_00749
OG0000637	Prah.g_00881	Prbi.g_00751
OG0000638	Prah.g_00880	Prbi.g_00752
OG0000639	Prah.g_00879	Prbi.g_00753
OG0000640	Prah.g_00878	Prbi.g_00754
OG0000641	Prah.g_00876	Prbi.g_00755
OG0000642	Prah.g_00875	Prbi.g_00756
OG0000643	Prah.g_00874	Prbi.g_00757
OG0000644	Prah.g_00872	Prbi.g_00759
OG0000645	Prah.g_00871	Prbi.g_00760
OG0000646	Prah.g_00870	Prbi.g_00761
OG0000647	Prah.g_00869	Prbi.g_00762
OG0000648	Prah.g_00746	Prbi.g_00763
OG0000649	Prah.g_00747	Prbi.g_00764
OG0000650	Prah.g_00750	Prbi.g_00765
OG0000651	Prah.g_00751	Prbi.g_00766
OG0000652	Prah.g_00754	Prbi.g_00768
OG0000653	Prah.g_00615	Prbi.g_00790
OG0000654	Prah.g_01447	Prbi.g_00792
OG0000656	Prah.g_01543	Prbi.g_00807
OG0000657	Prah.g_00788	Prbi.g_00811
OG0000658	Prah.g_00787	Prbi.g_00812
OG0000659	Prah.g_00786	Prbi.g_00813
OG0000660	Prah.g_01946	Prbi.g_00825
OG0000661	Prah.g_01802	Prbi.g_00834
OG0000662	Prah.g_00755	Prbi.g_00835
OG0000663	Prah.g_00758	Prbi.g_00838
OG0000664	Prah.g_00759	Prbi.g_00839
OG0000665	Prah.g_00760	Prbi.g_00840
OG0000666	Prah.g_00673	Prbi.g_00841
OG0000667	Prah.g_00672	Prbi.g_00842
OG0000668	Prah.g_00671	Prbi.g_00843
OG0000669	Prah.g_00670	Prbi.g_00844
OG0000670	Prah.g_00668	Prbi.g_00846
OG0000671	Prah.g_00667	Prbi.g_00847
OG0000672	Prah.g_00666	Prbi.g_00848
OG0000673	Prah.g_00665	Prbi.g_00849
OG0000674	Prah.g_00664	Prbi.g_00850
OG0000675	Prah.g_00663	Prbi.g_00851
OG0000676	Prah.g_00661	Prbi.g_00853
OG0000677	Prah.g_00659	Prbi.g_00855
OG0000678	Prah.g_00658	Prbi.g_00856
OG0000679	Prah.g_00657	Prbi.g_00857
OG0000680	Prah.g_00656	Prbi.g_00858
OG0000681	Prah.g_00655	Prbi.g_00859
OG0000682	Prah.g_00654	Prbi.g_00860
OG0000683	Prah.g_00652	Prbi.g_00861
OG0000684	Prah.g_00650	Prbi.g_00862
OG0000685	Prah.g_00649	Prbi.g_00863
OG0000686	Prah.g_00648	Prbi.g_00864
OG0000687	Prah.g_00647	Prbi.g_00865
OG0000688	Prah.g_00646	Prbi.g_00866
OG0000689	Prah.g_00645	Prbi.g_00867
OG0000690	Prah.g_00644	Prbi.g_00868
OG0000691	Prah.g_00640	Prbi.g_00870
OG0000692	Prah.g_00639	Prbi.g_00871
OG0000693	Prah.g_00638	Prbi.g_00872
OG0000694	Prah.g_00637	Prbi.g_00873
OG0000695	Prah.g_00636	Prbi.g_00874
OG0000696	Prah.g_00635	Prbi.g_00875
OG0000697	Prah.g_00609	Prbi.g_00877
OG0000698	Prah.g_00608	Prbi.g_00878
OG0000699	Prah.g_00604	Prbi.g_00882
OG0000700	Prah.g_00603	Prbi.g_00883
OG0000701	Prah.g_00601	Prbi.g_00884
OG0000702	Prah.g_00600	Prbi.g_00885
OG0000703	Prah.g_00599	Prbi.g_00886
OG0000704	Prah.g_00598	Prbi.g_00887
OG0000705	Prah.g_00596	Prbi.g_00889
OG0000706	Prah.g_00595	Prbi.g_00890
OG0000707	Prah.g_00594	Prbi.g_00891
OG0000708	Prah.g_00593	Prbi.g_00892
OG0000709	Prah.g_00592	Prbi.g_00893
OG0000710	Prah.g_00591	Prbi.g_00894
OG0000711	Prah.g_00589	Prbi.g_00895
OG0000712	Prah.g_00588	Prbi.g_00896
OG0000713	Prah.g_00587	Prbi.g_00897
OG0000714	Prah.g_00575	Prbi.g_00899
OG0000715	Prah.g_00574	Prbi.g_00900
OG0000716	Prah.g_00572	Prbi.g_00901
OG0000717	Prah.g_00568	Prbi.g_00902
OG0000718	Prah.g_00566	Prbi.g_00903
OG0000719	Prah.g_00564	Prbi.g_00905
OG0000720	Prah.g_00743	Prbi.g_00907
OG0000721	Prah.g_00866	Prbi.g_00908
OG0000722	Prah.g_00850	Prbi.g_00934
OG0000723	Prah.g_00192	Prbi.g_00939
OG0000724	Prah.g_00558	Prbi.g_00942
OG0000725	Prah.g_00740	Prbi.g_00943
OG0000726	Prah.g_01212	Prbi.g_00944
OG0000727	Prah.g_00739	Prbi.g_00945
OG0000728	Prah.g_00738	Prbi.g_00946
OG0000729	Prah.g_00736	Prbi.g_00948
OG0000730	Prah.g_00735	Prbi.g_00949
OG0000731	Prah.g_00733	Prbi.g_00951
OG0000732	Prah.g_00732	Prbi.g_00952
OG0000733	Prah.g_00731	Prbi.g_00953
OG0000734	Prah.g_00730	Prbi.g_00954
OG0000735	Prah.g_00729	Prbi.g_00955
OG0000736	Prah.g_00726	Prbi.g_00957
OG0000737	Prah.g_00724	Prbi.g_00958
OG0000738	Prah.g_00721	Prbi.g_00960
OG0000739	Prah.g_00718	Prbi.g_00961
OG0000740	Prah.g_00715	Prbi.g_00962
OG0000741	Prah.g_00702	Prbi.g_00964
OG0000742	Prah.g_00701	Prbi.g_00965
OG0000743	Prah.g_00698	Prbi.g_00969
OG0000744	Prah.g_00697	Prbi.g_00970
OG0000745	Prah.g_00683	Prbi.g_00971
OG0000746	Prah.g_00684	Prbi.g_00972
OG0000747	Prah.g_00685	Prbi.g_00973
OG0000748	Prah.g_00686	Prbi.g_00974
OG0000749	Prah.g_00687	Prbi.g_00975
OG0000750	Prah.g_00689	Prbi.g_00976
OG0000751	Prah.g_00681	Prbi.g_00978
OG0000752	Prah.g_00680	Prbi.g_00979
OG0000753	Prah.g_00679	Prbi.g_00980
OG0000754	Prah.g_00678	Prbi.g_00981
OG0000755	Prah.g_00677	Prbi.g_00983
OG0000756	Prah.g_00675	Prbi.g_00984
OG0000757	Prah.g_00674	Prbi.g_00985
OG0000758	Prah.g_00761	Prbi.g_00986
OG0000759	Prah.g_00762	Prbi.g_00987
OG0000760	Prah.g_00763	Prbi.g_00988
OG0000761	Prah.g_00765	Prbi.g_00989
OG0000762	Prah.g_00767	Prbi.g_00991
OG0000763	Prah.g_00768	Prbi.g_00992
OG0000764	Prah.g_00770	Prbi.g_00993
OG0000765	Prah.g_00771	Prbi.g_00994
OG0000766	Prah.g_00772	Prbi.g_00995
OG0000767	Prah.g_01178	Prbi.g_00996
OG0000768	Prah.g_00780	Prbi.g_00997
OG0000769	Prah.g_00781	Prbi.g_00998
OG0000770	Prah.g_00783	Prbi.g_00999
OG0000771	Prah.g_00784	Prbi.g_01000
OG0000772	Prah.g_02517	Prbi.g_01001
OG0000773	Prah.g_00789	Prbi.g_01003
OG0000774	Prah.g_00790	Prbi.g_01004
OG0000775	Prah.g_00791	Prbi.g_01005
OG0000776	Prah.g_00793	Prbi.g_01006
OG0000777	Prah.g_00794	Prbi.g_01007
OG0000778	Prah.g_00795	Prbi.g_01008
OG0000779	Prah.g_00800	Prbi.g_01010
OG0000780	Prah.g_00801	Prbi.g_01011
OG0000781	Prah.g_00803	Prbi.g_01012
OG0000782	Prah.g_00806	Prbi.g_01014
OG0000783	Prah.g_00808	Prbi.g_01015
OG0000784	Prah.g_00810	Prbi.g_01016
OG0000785	Prah.g_00811	Prbi.g_01017
OG0000786	Prah.g_00812	Prbi.g_01018
OG0000787	Prah.g_00814	Prbi.g_01020
OG0000788	Prah.g_00815	Prbi.g_01021
OG0000789	Prah.g_00816	Prbi.g_01022
OG0000790	Prah.g_00817	Prbi.g_01023
OG0000791	Prah.g_00818	Prbi.g_01024
OG0000792	Prah.g_01131	Prbi.g_01025
OG0000793	Prah.g_00821	Prbi.g_01026
OG0000794	Prah.g_00824	Prbi.g_01027
OG0000795	Prah.g_00826	Prbi.g_01028
OG0000796	Prah.g_00828	Prbi.g_01030
OG0000797	Prah.g_00829	Prbi.g_01032
OG0000798	Prah.g_00830	Prbi.g_01033
OG0000799	Prah.g_00833	Prbi.g_01034
OG0000800	Prah.g_00834	Prbi.g_01035
OG0000801	Prah.g_00835	Prbi.g_01036
OG0000802	Prah.g_00839	Prbi.g_01038
OG0000803	Prah.g_00840	Prbi.g_01039
OG0000804	Prah.g_00846	Prbi.g_01055
OG0000805	Prah.g_00848	Prbi.g_01057
OG0000806	Prah.g_00849	Prbi.g_01058
OG0000807	Prah.g_00851	Prbi.g_01059
OG0000808	Prah.g_00852	Prbi.g_01060
OG0000809	Prah.g_00858	Prbi.g_01064
OG0000810	Prah.g_00860	Prbi.g_01065
OG0000811	Prah.g_00861	Prbi.g_01066
OG0000812	Prah.g_02518	Prbi.g_01067
OG0000813	Prah.g_00862	Prbi.g_01068
OG0000814	Prah.g_00863	Prbi.g_01069
OG0000815	Prah.g_00864	Prbi.g_01070
OG0000816	Prah.g_00867	Prbi.g_01072
OG0000817	Prah.g_00903	Prbi.g_01075
OG0000818	Prah.g_00904	Prbi.g_01076
OG0000819	Prah.g_00907	Prbi.g_01078
OG0000820	Prah.g_00908	Prbi.g_01079
OG0000821	Prah.g_00909	Prbi.g_01080
OG0000822	Prah.g_00910	Prbi.g_01081
OG0000823	Prah.g_00913	Prbi.g_01084
OG0000824	Prah.g_00914	Prbi.g_01085
OG0000825	Prah.g_00919	Prbi.g_01087
OG0000826	Prah.g_00920	Prbi.g_01088
OG0000827	Prah.g_00921	Prbi.g_01089
OG0000828	Prah.g_00922	Prbi.g_01091
OG0000829	Prah.g_00893	Prbi.g_01117
OG0000830	Prah.g_00539	Prbi.g_01127
OG0000831	Prah.g_01601	Prbi.g_01130
OG0000832	Prah.g_01176	Prbi.g_01131
OG0000833	Prah.g_00133	Prbi.g_01138
OG0000834	Prah.g_01942	Prbi.g_01142
OG0000835	Prah.g_01932	Prbi.g_01146
OG0000836	Prah.g_00383	Prbi.g_01148
OG0000837	Prah.g_00521	Prbi.g_01161
OG0000838	Prah.g_02532	Prbi.g_01175
OG0000839	Prah.g_02525	Prbi.g_01176
OG0000840	Prah.g_01803	Prbi.g_01181
OG0000841	Prah.g_00378	Prbi.g_01188
OG0000842	Prah.g_01905	Prbi.g_01192
OG0000843	Prah.g_01340	Prbi.g_01194
OG0000844	Prah.g_01339	Prbi.g_01195
OG0000845	Prah.g_01338	Prbi.g_01196
OG0000846	Prah.g_01337	Prbi.g_01197
OG0000847	Prah.g_01336	Prbi.g_01198
OG0000848	Prah.g_01335	Prbi.g_01199
OG0000849	Prah.g_01331	Prbi.g_01200
OG0000850	Prah.g_01329	Prbi.g_01201
OG0000851	Prah.g_01325	Prbi.g_01203
OG0000852	Prah.g_01323	Prbi.g_01206
OG0000853	Prah.g_01321	Prbi.g_01208
OG0000854	Prah.g_01320	Prbi.g_01209
OG0000855	Prah.g_01318	Prbi.g_01210
OG0000856	Prah.g_01317	Prbi.g_01211
OG0000857	Prah.g_01316	Prbi.g_01212
OG0000858	Prah.g_01307	Prbi.g_01214
OG0000859	Prah.g_01305	Prbi.g_01215
OG0000860	Prah.g_01304	Prbi.g_01216
OG0000861	Prah.g_01303	Prbi.g_01217
OG0000862	Prah.g_01302	Prbi.g_01218
OG0000863	Prah.g_01298	Prbi.g_01219
OG0000864	Prah.g_01297	Prbi.g_01220
OG0000865	Prah.g_01296	Prbi.g_01221
OG0000866	Prah.g_01295	Prbi.g_01222
OG0000867	Prah.g_01292	Prbi.g_01225
OG0000868	Prah.g_01291	Prbi.g_01227
OG0000869	Prah.g_01262	Prbi.g_01228
OG0000870	Prah.g_01259	Prbi.g_01229
OG0000871	Prah.g_01258	Prbi.g_01230
OG0000872	Prah.g_01255	Prbi.g_01231
OG0000873	Prah.g_01254	Prbi.g_01232
OG0000874	Prah.g_01253	Prbi.g_01233
OG0000875	Prah.g_01251	Prbi.g_01234
OG0000876	Prah.g_01249	Prbi.g_01236
OG0000877	Prah.g_01248	Prbi.g_01237
OG0000878	Prah.g_01247	Prbi.g_01238
OG0000879	Prah.g_01246	Prbi.g_01239
OG0000880	Prah.g_01245	Prbi.g_01240
OG0000881	Prah.g_01244	Prbi.g_01241
OG0000882	Prah.g_01243	Prbi.g_01242
OG0000883	Prah.g_01263	Prbi.g_01243
OG0000884	Prah.g_01264	Prbi.g_01244
OG0000885	Prah.g_01265	Prbi.g_01245
OG0000886	Prah.g_01266	Prbi.g_01246
OG0000887	Prah.g_01268	Prbi.g_01247
OG0000888	Prah.g_01272	Prbi.g_01248
OG0000889	Prah.g_01273	Prbi.g_01249
OG0000890	Prah.g_01275	Prbi.g_01250
OG0000891	Prah.g_01276	Prbi.g_01251
OG0000892	Prah.g_01278	Prbi.g_01252
OG0000893	Prah.g_01279	Prbi.g_01253
OG0000894	Prah.g_01282	Prbi.g_01255
OG0000895	Prah.g_01283	Prbi.g_01256
OG0000896	Prah.g_01285	Prbi.g_01258
OG0000897	Prah.g_01286	Prbi.g_01259
OG0000898	Prah.g_01289	Prbi.g_01260
OG0000899	Prah.g_01290	Prbi.g_01261
OG0000900	Prah.g_01239	Prbi.g_01263
OG0000901	Prah.g_01610	Prbi.g_01363
OG0000902	Prah.g_01349	Prbi.g_01380
OG0000903	Prah.g_01350	Prbi.g_01381
OG0000904	Prah.g_01351	Prbi.g_01382
OG0000905	Prah.g_01353	Prbi.g_01383
OG0000906	Prah.g_01355	Prbi.g_01384
OG0000907	Prah.g_01357	Prbi.g_01386
OG0000908	Prah.g_01358	Prbi.g_01387
OG0000909	Prah.g_01359	Prbi.g_01388
OG0000910	Prah.g_01360	Prbi.g_01389
OG0000911	Prah.g_01361	Prbi.g_01390
OG0000912	Prah.g_01365	Prbi.g_01393
OG0000913	Prah.g_01368	Prbi.g_01394
OG0000914	Prah.g_01369	Prbi.g_01395
OG0000915	Prah.g_01372	Prbi.g_01397
OG0000916	Prah.g_01373	Prbi.g_01398
OG0000917	Prah.g_01374	Prbi.g_01399
OG0000918	Prah.g_01375	Prbi.g_01400
OG0000919	Prah.g_01376	Prbi.g_01401
OG0000920	Prah.g_01377	Prbi.g_01402
OG0000921	Prah.g_01380	Prbi.g_01404
OG0000922	Prah.g_01381	Prbi.g_01405
OG0000923	Prah.g_00327	Prbi.g_01421
OG0000924	Prah.g_00326	Prbi.g_01422
OG0000925	Prah.g_00323	Prbi.g_01425
OG0000926	Prah.g_00224	Prbi.g_01426
OG0000927	Prah.g_00571	Prbi.g_01427
OG0000928	Prah.g_01183	Prbi.g_01429
OG0000929	Prah.g_00918	Prbi.g_01431
OG0000930	Prah.g_00895	Prbi.g_01433
OG0000931	Prah.g_00560	Prbi.g_01434
OG0000932	Prah.g_01663	Prbi.g_01437
OG0000933	Prah.g_01577	Prbi.g_01441
OG0000934	Prah.g_01578	Prbi.g_01442
OG0000935	Prah.g_01579	Prbi.g_01443
OG0000936	Prah.g_01580	Prbi.g_01444
OG0000937	Prah.g_01581	Prbi.g_01445
OG0000938	Prah.g_01582	Prbi.g_01446
OG0000939	Prah.g_01583	Prbi.g_01447
OG0000940	Prah.g_01584	Prbi.g_01448
OG0000941	Prah.g_01586	Prbi.g_01449
OG0000942	Prah.g_01587	Prbi.g_01450
OG0000943	Prah.g_01588	Prbi.g_01451
OG0000944	Prah.g_01589	Prbi.g_01452
OG0000945	Prah.g_01590	Prbi.g_01453
OG0000946	Prah.g_01591	Prbi.g_01454
OG0000947	Prah.g_01592	Prbi.g_01455
OG0000948	Prah.g_01593	Prbi.g_01456
OG0000949	Prah.g_01594	Prbi.g_01457
OG0000950	Prah.g_02242	Prbi.g_01489
OG0000951	Prah.g_00435	Prbi.g_01571
OG0000952	Prah.g_00434	Prbi.g_01572
OG0000953	Prah.g_00433	Prbi.g_01573
OG0000954	Prah.g_00428	Prbi.g_01574
OG0000955	Prah.g_00427	Prbi.g_01575
OG0000956	Prah.g_00423	Prbi.g_01577
OG0000957	Prah.g_00421	Prbi.g_01578
OG0000958	Prah.g_00420	Prbi.g_01579
OG0000959	Prah.g_00419	Prbi.g_01580
OG0000960	Prah.g_00418	Prbi.g_01581
OG0000961	Prah.g_00417	Prbi.g_01582
OG0000962	Prah.g_00415	Prbi.g_01583
OG0000963	Prah.g_00414	Prbi.g_01584
OG0000964	Prah.g_00412	Prbi.g_01585
OG0000965	Prah.g_00410	Prbi.g_01587
OG0000966	Prah.g_00409	Prbi.g_01588
OG0000967	Prah.g_00406	Prbi.g_01593
OG0000968	Prah.g_00403	Prbi.g_01594
OG0000969	Prah.g_00402	Prbi.g_01595
OG0000970	Prah.g_00401	Prbi.g_01596
OG0000971	Prah.g_00400	Prbi.g_01597
OG0000972	Prah.g_00399	Prbi.g_01598
OG0000973	Prah.g_00397	Prbi.g_01600
OG0000974	Prah.g_00396	Prbi.g_01601
OG0000975	Prah.g_00395	Prbi.g_01602
OG0000976	Prah.g_00394	Prbi.g_01603
OG0000977	Prah.g_00391	Prbi.g_01604
OG0000978	Prah.g_00390	Prbi.g_01605
OG0000979	Prah.g_00389	Prbi.g_01606
OG0000980	Prah.g_00388	Prbi.g_01607
OG0000981	Prah.g_00386	Prbi.g_01608
OG0000982	Prah.g_00385	Prbi.g_01609
OG0000983	Prah.g_00384	Prbi.g_01610
OG0000984	Prah.g_00379	Prbi.g_01613
OG0000985	Prah.g_00376	Prbi.g_01614
OG0000986	Prah.g_00374	Prbi.g_01615
OG0000987	Prah.g_00371	Prbi.g_01617
OG0000988	Prah.g_00370	Prbi.g_01618
OG0000989	Prah.g_00369	Prbi.g_01619
OG0000990	Prah.g_00368	Prbi.g_01620
OG0000991	Prah.g_00367	Prbi.g_01621
OG0000992	Prah.g_00366	Prbi.g_01622
OG0000993	Prah.g_00365	Prbi.g_01623
OG0000994	Prah.g_00364	Prbi.g_01624
OG0000995	Prah.g_00363	Prbi.g_01625
OG0000996	Prah.g_00362	Prbi.g_01626
OG0000997	Prah.g_00360	Prbi.g_01628
OG0000998	Prah.g_01217	Prbi.g_01631
OG0000999	Prah.g_01605	Prbi.g_01633
OG0001000	Prah.g_01615	Prbi.g_01634
OG0001001	Prah.g_01617	Prbi.g_01635
OG0001002	Prah.g_01619	Prbi.g_01637
OG0001003	Prah.g_01620	Prbi.g_01638
OG0001004	Prah.g_00538	Prbi.g_01639
OG0001005	Prah.g_01621	Prbi.g_01640
OG0001006	Prah.g_01623	Prbi.g_01642
OG0001007	Prah.g_01624	Prbi.g_01643
OG0001008	Prah.g_01625	Prbi.g_01644
OG0001009	Prah.g_01627	Prbi.g_01645
OG0001010	Prah.g_01628	Prbi.g_01646
OG0001011	Prah.g_01631	Prbi.g_01647
OG0001012	Prah.g_01632	Prbi.g_01648
OG0001013	Prah.g_01633	Prbi.g_01649
OG0001014	Prah.g_01634	Prbi.g_01650
OG0001015	Prah.g_01635	Prbi.g_01651
OG0001016	Prah.g_01636	Prbi.g_01652
OG0001017	Prah.g_01637	Prbi.g_01653
OG0001018	Prah.g_01639	Prbi.g_01654
OG0001019	Prah.g_01640	Prbi.g_01655
OG0001020	Prah.g_01641	Prbi.g_01656
OG0001021	Prah.g_01642	Prbi.g_01657
OG0001022	Prah.g_01643	Prbi.g_01658
OG0001023	Prah.g_01644	Prbi.g_01659
OG0001024	Prah.g_01645	Prbi.g_01661
OG0001025	Prah.g_01648	Prbi.g_01662
OG0001026	Prah.g_01649	Prbi.g_01663
OG0001027	Prah.g_01791	Prbi.g_01664
OG0001028	Prah.g_01651	Prbi.g_01665
OG0001029	Prah.g_01652	Prbi.g_01666
OG0001030	Prah.g_01655	Prbi.g_01669
OG0001031	Prah.g_01656	Prbi.g_01670
OG0001032	Prah.g_00541	Prbi.g_01678
OG0001033	Prah.g_00515	Prbi.g_01685
OG0001034	Prah.g_00651	Prbi.g_01711
OG0001035	Prah.g_01667	Prbi.g_01781
OG0001036	Prah.g_01668	Prbi.g_01782
OG0001037	Prah.g_01677	Prbi.g_01788
OG0001038	Prah.g_01678	Prbi.g_01789
OG0001039	Prah.g_01679	Prbi.g_01790
OG0001040	Prah.g_01681	Prbi.g_01791
OG0001041	Prah.g_01685	Prbi.g_01793
OG0001042	Prah.g_01687	Prbi.g_01794
OG0001043	Prah.g_01688	Prbi.g_01795
OG0001044	Prah.g_01689	Prbi.g_01796
OG0001045	Prah.g_01690	Prbi.g_01797
OG0001046	Prah.g_01692	Prbi.g_01798
OG0001047	Prah.g_01693	Prbi.g_01799
OG0001048	Prah.g_01694	Prbi.g_01801
OG0001049	Prah.g_01695	Prbi.g_01802
OG0001050	Prah.g_01696	Prbi.g_01803
OG0001051	Prah.g_01697	Prbi.g_01804
OG0001052	Prah.g_01698	Prbi.g_01805
OG0001053	Prah.g_01699	Prbi.g_01806
OG0001054	Prah.g_01700	Prbi.g_01807
OG0001055	Prah.g_01701	Prbi.g_01808
OG0001056	Prah.g_01703	Prbi.g_01809
OG0001057	Prah.g_01705	Prbi.g_01811
OG0001058	Prah.g_01707	Prbi.g_01812
OG0001059	Prah.g_01709	Prbi.g_01813
OG0001060	Prah.g_01710	Prbi.g_01814
OG0001061	Prah.g_01711	Prbi.g_01815
OG0001062	Prah.g_01713	Prbi.g_01816
OG0001063	Prah.g_01714	Prbi.g_01817
OG0001064	Prah.g_01716	Prbi.g_01818
OG0001065	Prah.g_01717	Prbi.g_01819
OG0001066	Prah.g_01718	Prbi.g_01820
OG0001067	Prah.g_01719	Prbi.g_01821
OG0001068	Prah.g_01720	Prbi.g_01822
OG0001069	Prah.g_01727	Prbi.g_01825
OG0001070	Prah.g_01729	Prbi.g_01827
OG0001071	Prah.g_01730	Prbi.g_01828
OG0001072	Prah.g_01731	Prbi.g_01829
OG0001073	Prah.g_01732	Prbi.g_01830
OG0001074	Prah.g_01733	Prbi.g_01831
OG0001075	Prah.g_01736	Prbi.g_01832
OG0001076	Prah.g_01738	Prbi.g_01834
OG0001077	Prah.g_01739	Prbi.g_01835
OG0001078	Prah.g_01740	Prbi.g_01836
OG0001079	Prah.g_01741	Prbi.g_01837
OG0001080	Prah.g_01742	Prbi.g_01838
OG0001081	Prah.g_01743	Prbi.g_01839
OG0001082	Prah.g_01744	Prbi.g_01840
OG0001083	Prah.g_01745	Prbi.g_01841
OG0001084	Prah.g_01759	Prbi.g_01842
OG0001085	Prah.g_01760	Prbi.g_01843
OG0001086	Prah.g_02073	Prbi.g_01848
OG0001087	Prah.g_02071	Prbi.g_01849
OG0001088	Prah.g_02070	Prbi.g_01850
OG0001089	Prah.g_02067	Prbi.g_01852
OG0001090	Prah.g_02066	Prbi.g_01853
OG0001091	Prah.g_02065	Prbi.g_01854
OG0001092	Prah.g_02064	Prbi.g_01855
OG0001093	Prah.g_02063	Prbi.g_01856
OG0001094	Prah.g_02062	Prbi.g_01857
OG0001095	Prah.g_02061	Prbi.g_01858
OG0001096	Prah.g_02060	Prbi.g_01859
OG0001097	Prah.g_02059	Prbi.g_01860
OG0001098	Prah.g_02058	Prbi.g_01861
OG0001099	Prah.g_02056	Prbi.g_01863
OG0001100	Prah.g_02055	Prbi.g_01864
OG0001101	Prah.g_02054	Prbi.g_01865
OG0001102	Prah.g_02041	Prbi.g_01868
OG0001103	Prah.g_02042	Prbi.g_01869
OG0001104	Prah.g_02046	Prbi.g_01870
OG0001105	Prah.g_02044	Prbi.g_01872
OG0001106	Prah.g_02047	Prbi.g_01874
OG0001107	Prah.g_02048	Prbi.g_01875
OG0001108	Prah.g_02050	Prbi.g_01876
OG0001109	Prah.g_02039	Prbi.g_01896
OG0001110	Prah.g_02037	Prbi.g_01898
OG0001111	Prah.g_02036	Prbi.g_01899
OG0001112	Prah.g_02035	Prbi.g_01900
OG0001113	Prah.g_02034	Prbi.g_01901
OG0001114	Prah.g_02033	Prbi.g_01902
OG0001115	Prah.g_02032	Prbi.g_01903
OG0001116	Prah.g_02031	Prbi.g_01904
OG0001117	Prah.g_02030	Prbi.g_01905
OG0001118	Prah.g_02029	Prbi.g_01906
OG0001119	Prah.g_02028	Prbi.g_01907
OG0001120	Prah.g_02027	Prbi.g_01908
OG0001121	Prah.g_02026	Prbi.g_01909
OG0001122	Prah.g_02025	Prbi.g_01910
OG0001123	Prah.g_02024	Prbi.g_01911
OG0001124	Prah.g_02023	Prbi.g_01912
OG0001125	Prah.g_02022	Prbi.g_01913
OG0001126	Prah.g_02021	Prbi.g_01914
OG0001127	Prah.g_02020	Prbi.g_01915
OG0001128	Prah.g_02019	Prbi.g_01916
