Orthogroup	Prah	Prab
OG0000591	Prah.g_00484	Prab.g_00650
OG0000592	Prah.g_00483	Prab.g_00651
OG0000593	Prah.g_00482	Prab.g_00652
OG0000594	Prah.g_00478	Prab.g_00653
OG0000595	Prah.g_00477	Prab.g_00654
OG0000596	Prah.g_00476	Prab.g_00655
OG0000597	Prah.g_00466	Prab.g_00659
OG0000598	Prah.g_00465	Prab.g_00660
OG0000599	Prah.g_00464	Prab.g_00661
OG0000600	Prah.g_00463	Prab.g_00662
OG0000601	Prah.g_00462	Prab.g_00663
OG0000602	Prah.g_00460	Prab.g_00664
OG0000603	Prah.g_00457	Prab.g_00665
OG0000604	Prah.g_00456	Prab.g_00666
OG0000605	Prah.g_00455	Prab.g_00667
OG0000606	Prah.g_00454	Prab.g_00668
OG0000607	Prah.g_00452	Prab.g_00669
OG0000608	Prah.g_00451	Prab.g_00670
OG0000609	Prah.g_00449	Prab.g_00672
OG0000610	Prah.g_00448	Prab.g_00673
OG0000611	Prah.g_00444	Prab.g_00675
OG0000612	Prah.g_00442	Prab.g_00676
OG0000613	Prah.g_02193	Prab.g_00678
OG0000614	Prah.g_01789	Prab.g_00684
OG0000615	Prah.g_01029	Prab.g_00685
OG0000616	Prah.g_02413	Prab.g_00686
OG0000617	Prah.g_00625	Prab.g_00688
OG0000618	Prah.g_02051	Prab.g_00689
OG0000619	Prah.g_00981	Prab.g_00690
OG0000620	Prah.g_00965	Prab.g_00692
OG0000621	Prah.g_00968	Prab.g_00693
OG0000622	Prah.g_00972	Prab.g_00694
OG0000623	Prah.g_00973	Prab.g_00695
OG0000624	Prah.g_00985	Prab.g_00697
OG0000625	Prah.g_00986	Prab.g_00698
OG0000626	Prah.g_00987	Prab.g_00699
OG0000627	Prah.g_01022	Prab.g_00700
OG0000628	Prah.g_01023	Prab.g_00701
OG0000629	Prah.g_01025	Prab.g_00702
OG0000630	Prah.g_01028	Prab.g_00704
OG0000631	Prah.g_00706	Prab.g_00705
OG0000632	Prah.g_02588	Prab.g_00711
OG0000633	Prah.g_01344	Prab.g_00712
OG0000634	Prah.g_00886	Prab.g_00724
OG0000635	Prah.g_00884	Prab.g_00726
OG0000636	Prah.g_00882	Prab.g_00727
OG0000637	Prah.g_00881	Prab.g_00729
OG0000638	Prah.g_00880	Prab.g_00730
OG0000639	Prah.g_00879	Prab.g_00731
OG0000640	Prah.g_00878	Prab.g_00732
OG0000641	Prah.g_00876	Prab.g_00733
OG0000642	Prah.g_00875	Prab.g_00734
OG0000643	Prah.g_00874	Prab.g_00735
OG0000644	Prah.g_00872	Prab.g_00737
OG0000645	Prah.g_00871	Prab.g_00738
OG0000646	Prah.g_00870	Prab.g_00739
OG0000647	Prah.g_00869	Prab.g_00740
OG0000648	Prah.g_00746	Prab.g_00741
OG0000649	Prah.g_00747	Prab.g_00742
OG0000650	Prah.g_00750	Prab.g_00743
OG0000651	Prah.g_00751	Prab.g_00744
OG0000652	Prah.g_00754	Prab.g_00746
OG0000653	Prah.g_00615	Prab.g_00765
OG0000654	Prah.g_01447	Prab.g_00768
OG0000656	Prah.g_01543	Prab.g_00783
OG0000657	Prah.g_00788	Prab.g_00804
OG0000658	Prah.g_00787	Prab.g_00805
OG0000659	Prah.g_00786	Prab.g_00806
OG0000660	Prah.g_01946	Prab.g_00818
OG0000661	Prah.g_01802	Prab.g_00827
OG0000662	Prah.g_00755	Prab.g_00829
OG0000663	Prah.g_00758	Prab.g_00831
OG0000664	Prah.g_00759	Prab.g_00832
OG0000665	Prah.g_00760	Prab.g_00833
OG0000666	Prah.g_00673	Prab.g_00834
OG0000667	Prah.g_00672	Prab.g_00835
OG0000668	Prah.g_00671	Prab.g_00836
OG0000669	Prah.g_00670	Prab.g_00837
OG0000670	Prah.g_00668	Prab.g_00839
OG0000671	Prah.g_00667	Prab.g_00840
OG0000672	Prah.g_00666	Prab.g_00841
OG0000673	Prah.g_00665	Prab.g_00842
OG0000674	Prah.g_00664	Prab.g_00843
OG0000675	Prah.g_00663	Prab.g_00844
OG0000676	Prah.g_00661	Prab.g_00846
OG0000677	Prah.g_00659	Prab.g_00848
OG0000678	Prah.g_00658	Prab.g_00849
OG0000679	Prah.g_00657	Prab.g_00850
OG0000680	Prah.g_00656	Prab.g_00851
OG0000681	Prah.g_00655	Prab.g_00852
OG0000682	Prah.g_00654	Prab.g_00853
OG0000683	Prah.g_00652	Prab.g_00854
OG0000684	Prah.g_00650	Prab.g_00855
OG0000685	Prah.g_00649	Prab.g_00856
OG0000686	Prah.g_00648	Prab.g_00857
OG0000687	Prah.g_00647	Prab.g_00858
OG0000688	Prah.g_00646	Prab.g_00859
OG0000689	Prah.g_00645	Prab.g_00860
OG0000690	Prah.g_00644	Prab.g_00861
OG0000691	Prah.g_00640	Prab.g_00863
OG0000692	Prah.g_00639	Prab.g_00864
OG0000693	Prah.g_00638	Prab.g_00865
OG0000694	Prah.g_00637	Prab.g_00866
OG0000695	Prah.g_00636	Prab.g_00867
OG0000696	Prah.g_00635	Prab.g_00868
OG0000697	Prah.g_00609	Prab.g_00870
OG0000698	Prah.g_00608	Prab.g_00871
OG0000699	Prah.g_00604	Prab.g_00874
OG0000700	Prah.g_00603	Prab.g_00875
OG0000701	Prah.g_00601	Prab.g_00876
OG0000702	Prah.g_00600	Prab.g_00877
OG0000703	Prah.g_00599	Prab.g_00878
OG0000704	Prah.g_00598	Prab.g_00879
OG0000705	Prah.g_00596	Prab.g_00881
OG0000706	Prah.g_00595	Prab.g_00882
OG0000707	Prah.g_00594	Prab.g_00883
OG0000708	Prah.g_00593	Prab.g_00884
OG0000709	Prah.g_00592	Prab.g_00885
OG0000710	Prah.g_00591	Prab.g_00886
OG0000711	Prah.g_00589	Prab.g_00887
OG0000712	Prah.g_00588	Prab.g_00888
OG0000713	Prah.g_00587	Prab.g_00889
OG0000714	Prah.g_00575	Prab.g_00891
OG0000715	Prah.g_00574	Prab.g_00892
OG0000716	Prah.g_00572	Prab.g_00893
OG0000717	Prah.g_00568	Prab.g_00894
OG0000718	Prah.g_00566	Prab.g_00896
OG0000719	Prah.g_00564	Prab.g_00898
OG0000720	Prah.g_00743	Prab.g_00900
OG0000721	Prah.g_00866	Prab.g_00901
OG0000722	Prah.g_00850	Prab.g_01084
OG0000723	Prah.g_00192	Prab.g_01079
OG0000724	Prah.g_00558	Prab.g_01076
OG0000725	Prah.g_00740	Prab.g_01075
OG0000726	Prah.g_01212	Prab.g_01074
OG0000727	Prah.g_00739	Prab.g_01073
OG0000728	Prah.g_00738	Prab.g_01072
OG0000729	Prah.g_00736	Prab.g_01071
OG0000730	Prah.g_00735	Prab.g_01070
OG0000731	Prah.g_00733	Prab.g_01068
OG0000732	Prah.g_00732	Prab.g_01067
OG0000733	Prah.g_00731	Prab.g_01066
OG0000734	Prah.g_00730	Prab.g_01065
OG0000735	Prah.g_00729	Prab.g_01064
OG0000736	Prah.g_00726	Prab.g_01062
OG0000737	Prah.g_00724	Prab.g_01061
OG0000738	Prah.g_00721	Prab.g_01059
OG0000739	Prah.g_00718	Prab.g_01058
OG0000740	Prah.g_00715	Prab.g_01057
OG0000741	Prah.g_00702	Prab.g_01055
OG0000742	Prah.g_00701	Prab.g_01054
OG0000743	Prah.g_00698	Prab.g_01051
OG0000744	Prah.g_00697	Prab.g_01050
OG0000745	Prah.g_00683	Prab.g_01048
OG0000746	Prah.g_00684	Prab.g_01047
OG0000747	Prah.g_00685	Prab.g_01046
OG0000748	Prah.g_00686	Prab.g_01045
OG0000749	Prah.g_00687	Prab.g_01044
OG0000750	Prah.g_00689	Prab.g_01043
OG0000751	Prah.g_00681	Prab.g_01041
OG0000752	Prah.g_00680	Prab.g_01040
OG0000753	Prah.g_00679	Prab.g_01039
OG0000754	Prah.g_00678	Prab.g_01038
OG0000755	Prah.g_00677	Prab.g_01036
OG0000756	Prah.g_00675	Prab.g_01035
OG0000757	Prah.g_00674	Prab.g_01034
OG0000758	Prah.g_00761	Prab.g_01033
OG0000759	Prah.g_00762	Prab.g_01032
OG0000760	Prah.g_00763	Prab.g_01031
OG0000761	Prah.g_00765	Prab.g_01030
OG0000762	Prah.g_00767	Prab.g_01028
OG0000763	Prah.g_00768	Prab.g_01027
OG0000764	Prah.g_00770	Prab.g_01026
OG0000765	Prah.g_00771	Prab.g_01025
OG0000766	Prah.g_00772	Prab.g_01024
OG0000767	Prah.g_01178	Prab.g_01023
OG0000768	Prah.g_00780	Prab.g_01022
OG0000769	Prah.g_00781	Prab.g_01021
OG0000770	Prah.g_00783	Prab.g_01020
OG0000771	Prah.g_00784	Prab.g_01019
OG0000772	Prah.g_02517	Prab.g_01018
OG0000773	Prah.g_00789	Prab.g_01016
OG0000774	Prah.g_00790	Prab.g_01015
OG0000775	Prah.g_00791	Prab.g_01014
OG0000776	Prah.g_00793	Prab.g_01013
OG0000777	Prah.g_00794	Prab.g_01012
OG0000778	Prah.g_00795	Prab.g_01011
OG0000779	Prah.g_00800	Prab.g_01009
OG0000780	Prah.g_00801	Prab.g_01008
OG0000781	Prah.g_00803	Prab.g_01007
OG0000782	Prah.g_00806	Prab.g_01005
OG0000783	Prah.g_00808	Prab.g_01004
OG0000784	Prah.g_00810	Prab.g_01003
OG0000785	Prah.g_00811	Prab.g_01002
OG0000786	Prah.g_00812	Prab.g_01001
OG0000787	Prah.g_00814	Prab.g_00999
OG0000788	Prah.g_00815	Prab.g_00998
OG0000789	Prah.g_00816	Prab.g_00997
OG0000790	Prah.g_00817	Prab.g_00996
OG0000791	Prah.g_00818	Prab.g_00995
OG0000792	Prah.g_01131	Prab.g_00994
OG0000793	Prah.g_00821	Prab.g_00993
OG0000794	Prah.g_00824	Prab.g_00992
OG0000795	Prah.g_00826	Prab.g_00991
OG0000796	Prah.g_00828	Prab.g_00989
OG0000797	Prah.g_00829	Prab.g_00987
OG0000798	Prah.g_00830	Prab.g_00986
OG0000799	Prah.g_00833	Prab.g_00985
OG0000800	Prah.g_00834	Prab.g_00984
OG0000801	Prah.g_00835	Prab.g_00983
OG0000802	Prah.g_00839	Prab.g_00981
OG0000803	Prah.g_00840	Prab.g_00980
OG0000804	Prah.g_00846	Prab.g_00960
OG0000805	Prah.g_00848	Prab.g_00958
OG0000806	Prah.g_00849	Prab.g_00957
OG0000807	Prah.g_00851	Prab.g_00956
OG0000808	Prah.g_00852	Prab.g_00955
OG0000809	Prah.g_00858	Prab.g_00951
OG0000810	Prah.g_00860	Prab.g_00950
OG0000811	Prah.g_00861	Prab.g_00949
OG0000812	Prah.g_02518	Prab.g_00948
OG0000813	Prah.g_00862	Prab.g_00947
OG0000814	Prah.g_00863	Prab.g_00946
OG0000815	Prah.g_00864	Prab.g_00945
OG0000816	Prah.g_00867	Prab.g_00943
OG0000817	Prah.g_00903	Prab.g_00940
OG0000818	Prah.g_00904	Prab.g_00939
OG0000819	Prah.g_00907	Prab.g_00937
OG0000820	Prah.g_00908	Prab.g_00936
OG0000821	Prah.g_00909	Prab.g_00935
OG0000822	Prah.g_00910	Prab.g_00934
OG0000823	Prah.g_00913	Prab.g_00931
OG0000824	Prah.g_00914	Prab.g_00930
OG0000825	Prah.g_00919	Prab.g_00928
OG0000826	Prah.g_00920	Prab.g_00927
OG0000827	Prah.g_00921	Prab.g_00926
OG0000828	Prah.g_00922	Prab.g_00924
OG0000829	Prah.g_00893	Prab.g_01125
OG0000830	Prah.g_00539	Prab.g_01135
OG0000831	Prah.g_01601	Prab.g_01138
OG0000832	Prah.g_01176	Prab.g_01139
OG0000833	Prah.g_00133	Prab.g_01146
OG0000834	Prah.g_01942	Prab.g_01150
OG0000835	Prah.g_01932	Prab.g_01154
OG0000836	Prah.g_00383	Prab.g_01156
OG0000837	Prah.g_00521	Prab.g_01169
OG0000838	Prah.g_02532	Prab.g_01187
OG0000839	Prah.g_02525	Prab.g_01188
OG0000840	Prah.g_01803	Prab.g_01194
OG0000841	Prah.g_00378	Prab.g_01201
OG0000842	Prah.g_01905	Prab.g_01204
OG0000843	Prah.g_01340	Prab.g_01206
OG0000844	Prah.g_01339	Prab.g_01207
OG0000845	Prah.g_01338	Prab.g_01208
OG0000846	Prah.g_01337	Prab.g_01209
OG0000847	Prah.g_01336	Prab.g_01210
OG0000848	Prah.g_01335	Prab.g_01211
OG0000849	Prah.g_01331	Prab.g_01212
OG0000850	Prah.g_01329	Prab.g_01213
OG0000851	Prah.g_01325	Prab.g_01215
OG0000852	Prah.g_01323	Prab.g_01218
OG0000853	Prah.g_01321	Prab.g_01220
OG0000854	Prah.g_01320	Prab.g_01221
OG0000855	Prah.g_01318	Prab.g_01222
OG0000856	Prah.g_01317	Prab.g_01223
OG0000857	Prah.g_01316	Prab.g_01224
OG0000858	Prah.g_01307	Prab.g_01226
OG0000859	Prah.g_01305	Prab.g_01227
OG0000860	Prah.g_01304	Prab.g_01228
OG0000861	Prah.g_01303	Prab.g_01229
OG0000862	Prah.g_01302	Prab.g_01230
OG0000863	Prah.g_01298	Prab.g_01231
OG0000864	Prah.g_01297	Prab.g_01232
OG0000865	Prah.g_01296	Prab.g_01233
OG0000866	Prah.g_01295	Prab.g_01234
OG0000867	Prah.g_01292	Prab.g_01237
OG0000868	Prah.g_01291	Prab.g_01239
OG0000869	Prah.g_01262	Prab.g_01240
OG0000870	Prah.g_01259	Prab.g_01241
OG0000871	Prah.g_01258	Prab.g_01242
OG0000872	Prah.g_01255	Prab.g_01243
OG0000873	Prah.g_01254	Prab.g_01244
OG0000874	Prah.g_01253	Prab.g_01245
OG0000875	Prah.g_01251	Prab.g_01246
OG0000876	Prah.g_01249	Prab.g_01248
OG0000877	Prah.g_01248	Prab.g_01249
OG0000878	Prah.g_01247	Prab.g_01250
OG0000879	Prah.g_01246	Prab.g_01251
OG0000880	Prah.g_01245	Prab.g_01252
OG0000881	Prah.g_01244	Prab.g_01253
OG0000882	Prah.g_01243	Prab.g_01254
OG0000883	Prah.g_01263	Prab.g_01255
OG0000884	Prah.g_01264	Prab.g_01256
OG0000885	Prah.g_01265	Prab.g_01257
OG0000886	Prah.g_01266	Prab.g_01258
OG0000887	Prah.g_01268	Prab.g_01259
OG0000888	Prah.g_01272	Prab.g_01260
OG0000889	Prah.g_01273	Prab.g_01261
OG0000890	Prah.g_01275	Prab.g_01262
OG0000891	Prah.g_01276	Prab.g_01263
OG0000892	Prah.g_01278	Prab.g_01264
OG0000893	Prah.g_01279	Prab.g_01265
OG0000894	Prah.g_01282	Prab.g_01267
OG0000895	Prah.g_01283	Prab.g_01268
OG0000896	Prah.g_01285	Prab.g_01270
OG0000897	Prah.g_01286	Prab.g_01271
OG0000898	Prah.g_01289	Prab.g_01272
OG0000899	Prah.g_01290	Prab.g_01273
OG0000900	Prah.g_01239	Prab.g_01275
OG0000901	Prah.g_01610	Prab.g_01303
OG0000902	Prah.g_01349	Prab.g_01315
OG0000903	Prah.g_01350	Prab.g_01316
OG0000904	Prah.g_01351	Prab.g_01317
OG0000905	Prah.g_01353	Prab.g_01318
OG0000906	Prah.g_01355	Prab.g_01319
OG0000907	Prah.g_01357	Prab.g_01321
OG0000908	Prah.g_01358	Prab.g_01322
OG0000909	Prah.g_01359	Prab.g_01323
OG0000910	Prah.g_01360	Prab.g_01324
OG0000911	Prah.g_01361	Prab.g_01325
OG0000912	Prah.g_01365	Prab.g_01328
OG0000913	Prah.g_01368	Prab.g_01329
OG0000914	Prah.g_01369	Prab.g_01330
OG0000915	Prah.g_01372	Prab.g_01332
OG0000916	Prah.g_01373	Prab.g_01333
OG0000917	Prah.g_01374	Prab.g_01334
OG0000918	Prah.g_01375	Prab.g_01335
OG0000919	Prah.g_01376	Prab.g_01336
OG0000920	Prah.g_01377	Prab.g_01337
OG0000921	Prah.g_01380	Prab.g_01339
OG0000922	Prah.g_01381	Prab.g_01340
OG0000923	Prah.g_00327	Prab.g_01346
OG0000925	Prah.g_00323	Prab.g_01347
OG0000926	Prah.g_00224	Prab.g_01348
OG0000927	Prah.g_00571	Prab.g_01349
OG0000928	Prah.g_01183	Prab.g_01351
OG0000929	Prah.g_00918	Prab.g_01353
OG0000930	Prah.g_00895	Prab.g_01354
OG0000931	Prah.g_00560	Prab.g_01355
OG0000932	Prah.g_01663	Prab.g_01358
OG0000933	Prah.g_01577	Prab.g_01362
OG0000934	Prah.g_01578	Prab.g_01363
OG0000935	Prah.g_01579	Prab.g_01364
OG0000936	Prah.g_01580	Prab.g_01365
OG0000937	Prah.g_01581	Prab.g_01366
OG0000938	Prah.g_01582	Prab.g_01367
OG0000939	Prah.g_01583	Prab.g_01368
OG0000940	Prah.g_01584	Prab.g_01369
OG0000941	Prah.g_01586	Prab.g_01370
OG0000942	Prah.g_01587	Prab.g_01371
OG0000943	Prah.g_01588	Prab.g_01372
OG0000944	Prah.g_01589	Prab.g_01373
OG0000945	Prah.g_01590	Prab.g_01374
OG0000946	Prah.g_01591	Prab.g_01375
OG0000947	Prah.g_01592	Prab.g_01376
OG0000948	Prah.g_01593	Prab.g_01377
OG0000949	Prah.g_01594	Prab.g_01378
OG0000950	Prah.g_02242	Prab.g_01379
OG0000951	Prah.g_00435	Prab.g_01448
OG0000952	Prah.g_00434	Prab.g_01449
OG0000953	Prah.g_00433	Prab.g_01450
OG0000954	Prah.g_00428	Prab.g_01451
OG0000955	Prah.g_00427	Prab.g_01452
OG0000956	Prah.g_00423	Prab.g_01454
OG0000957	Prah.g_00421	Prab.g_01455
OG0000958	Prah.g_00420	Prab.g_01456
OG0000959	Prah.g_00419	Prab.g_01457
OG0000960	Prah.g_00418	Prab.g_01458
OG0000961	Prah.g_00417	Prab.g_01459
OG0000962	Prah.g_00415	Prab.g_01460
OG0000963	Prah.g_00414	Prab.g_01461
OG0000964	Prah.g_00412	Prab.g_01462
OG0000965	Prah.g_00410	Prab.g_01464
OG0000966	Prah.g_00409	Prab.g_01465
OG0000967	Prah.g_00406	Prab.g_01468
OG0000968	Prah.g_00403	Prab.g_01469
OG0000969	Prah.g_00402	Prab.g_01470
OG0000970	Prah.g_00401	Prab.g_01471
OG0000971	Prah.g_00400	Prab.g_01472
OG0000972	Prah.g_00399	Prab.g_01473
OG0000973	Prah.g_00397	Prab.g_01475
OG0000974	Prah.g_00396	Prab.g_01476
OG0000975	Prah.g_00395	Prab.g_01477
OG0000976	Prah.g_00394	Prab.g_01478
OG0000977	Prah.g_00391	Prab.g_01479
OG0000978	Prah.g_00390	Prab.g_01480
OG0000979	Prah.g_00389	Prab.g_01481
OG0000980	Prah.g_00388	Prab.g_01482
OG0000981	Prah.g_00386	Prab.g_01483
OG0000982	Prah.g_00385	Prab.g_01484
OG0000983	Prah.g_00384	Prab.g_01485
OG0000984	Prah.g_00379	Prab.g_01489
OG0000985	Prah.g_00376	Prab.g_01490
OG0000986	Prah.g_00374	Prab.g_01491
OG0000987	Prah.g_00371	Prab.g_01493
OG0000988	Prah.g_00370	Prab.g_01494
OG0000989	Prah.g_00369	Prab.g_01495
OG0000990	Prah.g_00368	Prab.g_01496
OG0000991	Prah.g_00367	Prab.g_01497
OG0000992	Prah.g_00366	Prab.g_01498
OG0000993	Prah.g_00365	Prab.g_01499
OG0000994	Prah.g_00364	Prab.g_01500
OG0000995	Prah.g_00363	Prab.g_01501
OG0000996	Prah.g_00362	Prab.g_01502
OG0000997	Prah.g_00360	Prab.g_01504
OG0000998	Prah.g_01217	Prab.g_01507
OG0000999	Prah.g_01605	Prab.g_01509
OG0001000	Prah.g_01615	Prab.g_01510
OG0001001	Prah.g_01617	Prab.g_01511
OG0001002	Prah.g_01619	Prab.g_01513
OG0001003	Prah.g_01620	Prab.g_01514
OG0001004	Prah.g_00538	Prab.g_01515
OG0001005	Prah.g_01621	Prab.g_01516
OG0001006	Prah.g_01623	Prab.g_01518
OG0001007	Prah.g_01624	Prab.g_01519
OG0001008	Prah.g_01625	Prab.g_01520
OG0001009	Prah.g_01627	Prab.g_01521
OG0001010	Prah.g_01628	Prab.g_01522
OG0001011	Prah.g_01631	Prab.g_01523
OG0001012	Prah.g_01632	Prab.g_01524
OG0001013	Prah.g_01633	Prab.g_01525
OG0001014	Prah.g_01634	Prab.g_01526
OG0001015	Prah.g_01635	Prab.g_01527
OG0001016	Prah.g_01636	Prab.g_01528
OG0001017	Prah.g_01637	Prab.g_01529
OG0001018	Prah.g_01639	Prab.g_01530
OG0001019	Prah.g_01640	Prab.g_01531
OG0001020	Prah.g_01641	Prab.g_01532
OG0001021	Prah.g_01642	Prab.g_01533
OG0001022	Prah.g_01643	Prab.g_01534
OG0001023	Prah.g_01644	Prab.g_01535
OG0001024	Prah.g_01645	Prab.g_01537
OG0001025	Prah.g_01648	Prab.g_01538
OG0001026	Prah.g_01649	Prab.g_01539
OG0001027	Prah.g_01791	Prab.g_01540
OG0001028	Prah.g_01651	Prab.g_01541
OG0001029	Prah.g_01652	Prab.g_01542
OG0001030	Prah.g_01655	Prab.g_01545
OG0001031	Prah.g_01656	Prab.g_01546
OG0001032	Prah.g_00541	Prab.g_01553
OG0001033	Prah.g_00515	Prab.g_01563
OG0001034	Prah.g_00651	Prab.g_01601
OG0001035	Prah.g_01667	Prab.g_01663
OG0001036	Prah.g_01668	Prab.g_01664
OG0001037	Prah.g_01677	Prab.g_01670
OG0001038	Prah.g_01678	Prab.g_01671
OG0001039	Prah.g_01679	Prab.g_01672
OG0001040	Prah.g_01681	Prab.g_01673
OG0001041	Prah.g_01685	Prab.g_01675
OG0001042	Prah.g_01687	Prab.g_01676
OG0001043	Prah.g_01688	Prab.g_01677
OG0001044	Prah.g_01689	Prab.g_01678
OG0001045	Prah.g_01690	Prab.g_01679
OG0001046	Prah.g_01692	Prab.g_01680
OG0001047	Prah.g_01693	Prab.g_01681
OG0001048	Prah.g_01694	Prab.g_01683
OG0001049	Prah.g_01695	Prab.g_01684
OG0001050	Prah.g_01696	Prab.g_01685
OG0001051	Prah.g_01697	Prab.g_01686
OG0001052	Prah.g_01698	Prab.g_01687
OG0001053	Prah.g_01699	Prab.g_01688
OG0001054	Prah.g_01700	Prab.g_01689
OG0001055	Prah.g_01701	Prab.g_01690
OG0001056	Prah.g_01703	Prab.g_01691
OG0001057	Prah.g_01705	Prab.g_01693
OG0001058	Prah.g_01707	Prab.g_01694
OG0001059	Prah.g_01709	Prab.g_01695
OG0001060	Prah.g_01710	Prab.g_01696
OG0001061	Prah.g_01711	Prab.g_01697
OG0001062	Prah.g_01713	Prab.g_01698
OG0001063	Prah.g_01714	Prab.g_01699
OG0001064	Prah.g_01716	Prab.g_01700
OG0001065	Prah.g_01717	Prab.g_01701
OG0001066	Prah.g_01718	Prab.g_01702
OG0001067	Prah.g_01719	Prab.g_01703
OG0001068	Prah.g_01720	Prab.g_01704
OG0001069	Prah.g_01727	Prab.g_01707
OG0001070	Prah.g_01729	Prab.g_01709
OG0001071	Prah.g_01730	Prab.g_01710
OG0001072	Prah.g_01731	Prab.g_01711
OG0001073	Prah.g_01732	Prab.g_01712
OG0001074	Prah.g_01733	Prab.g_01713
OG0001075	Prah.g_01736	Prab.g_01714
OG0001076	Prah.g_01738	Prab.g_01716
OG0001077	Prah.g_01739	Prab.g_01717
OG0001078	Prah.g_01740	Prab.g_01718
OG0001079	Prah.g_01741	Prab.g_01719
OG0001080	Prah.g_01742	Prab.g_01720
OG0001081	Prah.g_01743	Prab.g_01721
OG0001082	Prah.g_01744	Prab.g_01722
OG0001083	Prah.g_01745	Prab.g_01723
OG0001084	Prah.g_01759	Prab.g_01724
OG0001085	Prah.g_01760	Prab.g_01725
OG0001086	Prah.g_02073	Prab.g_01731
OG0001087	Prah.g_02071	Prab.g_01732
OG0001088	Prah.g_02070	Prab.g_01733
OG0001089	Prah.g_02067	Prab.g_01735
OG0001090	Prah.g_02066	Prab.g_01736
OG0001091	Prah.g_02065	Prab.g_01737
OG0001092	Prah.g_02064	Prab.g_01738
OG0001093	Prah.g_02063	Prab.g_01739
OG0001094	Prah.g_02062	Prab.g_01740
OG0001095	Prah.g_02061	Prab.g_01741
OG0001096	Prah.g_02060	Prab.g_01742
OG0001097	Prah.g_02059	Prab.g_01743
OG0001098	Prah.g_02058	Prab.g_01744
OG0001099	Prah.g_02056	Prab.g_01745
OG0001100	Prah.g_02055	Prab.g_01746
OG0001101	Prah.g_02054	Prab.g_01747
OG0001102	Prah.g_02041	Prab.g_01750
OG0001103	Prah.g_02042	Prab.g_01751
OG0001104	Prah.g_02046	Prab.g_01752
OG0001105	Prah.g_02044	Prab.g_01753
OG0001106	Prah.g_02047	Prab.g_01755
OG0001107	Prah.g_02048	Prab.g_01756
OG0001108	Prah.g_02050	Prab.g_01757
OG0001109	Prah.g_02039	Prab.g_01760
OG0001110	Prah.g_02037	Prab.g_01762
OG0001111	Prah.g_02036	Prab.g_01763
OG0001112	Prah.g_02035	Prab.g_01764
OG0001113	Prah.g_02034	Prab.g_01765
OG0001114	Prah.g_02033	Prab.g_01766
OG0001115	Prah.g_02032	Prab.g_01767
OG0001116	Prah.g_02031	Prab.g_01768
OG0001117	Prah.g_02030	Prab.g_01769
OG0001118	Prah.g_02029	Prab.g_01770
OG0001119	Prah.g_02028	Prab.g_01771
OG0001120	Prah.g_02027	Prab.g_01772
OG0001121	Prah.g_02026	Prab.g_01773
OG0001122	Prah.g_02025	Prab.g_01774
OG0001123	Prah.g_02024	Prab.g_01775
OG0001124	Prah.g_02023	Prab.g_01776
OG0001125	Prah.g_02022	Prab.g_01777
OG0001126	Prah.g_02021	Prab.g_01778
OG0001127	Prah.g_02020	Prab.g_01779
OG0001128	Prah.g_02019	Prab.g_01780
OG0001129	Prah.g_02018	Prab.g_01781
OG0001130	Prah.g_02017	Prab.g_01782
OG0001131	Prah.g_02016	Prab.g_01783
OG0001132	Prah.g_02015	Prab.g_01784
OG0001133	Prah.g_02014	Prab.g_01785
OG0001134	Prah.g_02013	Prab.g_01786
OG0001135	Prah.g_02012	Prab.g_01787
OG0001136	Prah.g_02011	Prab.g_01788
OG0001137	Prah.g_02010	Prab.g_01789
OG0001138	Prah.g_02009	Prab.g_01790
OG0001139	Prah.g_02008	Prab.g_01791
OG0001140	Prah.g_02007	Prab.g_01792
OG0001141	Prah.g_02004	Prab.g_01794
OG0001142	Prah.g_02003	Prab.g_01795
OG0001143	Prah.g_02002	Prab.g_01796
OG0001144	Prah.g_02000	Prab.g_01798
OG0001145	Prah.g_01998	Prab.g_01800
OG0001146	Prah.g_01997	Prab.g_01801
OG0001147	Prah.g_01994	Prab.g_01803
OG0001148	Prah.g_01993	Prab.g_01804
OG0001149	Prah.g_01991	Prab.g_01805
OG0001150	Prah.g_01988	Prab.g_01808
OG0001151	Prah.g_01987	Prab.g_01809
OG0001152	Prah.g_01986	Prab.g_01810
OG0001153	Prah.g_01985	Prab.g_01811
OG0001154	Prah.g_01984	Prab.g_01812
OG0001155	Prah.g_01983	Prab.g_01813
OG0001156	Prah.g_01982	Prab.g_01814
OG0001157	Prah.g_01980	Prab.g_01816
OG0001158	Prah.g_01978	Prab.g_01817
OG0001159	Prah.g_01977	Prab.g_01818
OG0001160	Prah.g_01976	Prab.g_01819
OG0001161	Prah.g_01966	Prab.g_01822
OG0001162	Prah.g_01965	Prab.g_01823
OG0001163	Prah.g_01963	Prab.g_01824
OG0001164	Prah.g_01962	Prab.g_01825
OG0001165	Prah.g_01961	Prab.g_01826
OG0001166	Prah.g_01960	Prab.g_01827
OG0001167	Prah.g_01958	Prab.g_01828
OG0001168	Prah.g_02224	Prab.g_01830
OG0001169	Prah.g_02227	Prab.g_01831
OG0001170	Prah.g_02231	Prab.g_01833
OG0001171	Prah.g_02232	Prab.g_01834
OG0001172	Prah.g_02234	Prab.g_01835
OG0001173	Prah.g_02236	Prab.g_01836
OG0001174	Prah.g_02239	Prab.g_01838
