Orthogroup	Prah	Prbf
OG0000565	Prah.g_00532	Prbf.g_01898
OG0000566	Prah.g_00531	Prbf.g_01899
OG0000567	Prah.g_00530	Prbf.g_01900
OG0000568	Prah.g_00529	Prbf.g_01901
OG0000569	Prah.g_00526	Prbf.g_01903
OG0000570	Prah.g_00525	Prbf.g_01904
OG0000571	Prah.g_00523	Prbf.g_01906
OG0000572	Prah.g_00518	Prbf.g_01908
OG0000573	Prah.g_00517	Prbf.g_01909
OG0000574	Prah.g_00516	Prbf.g_01910
OG0000575	Prah.g_00513	Prbf.g_01912
OG0000576	Prah.g_00510	Prbf.g_01913
OG0000577	Prah.g_00509	Prbf.g_00977
OG0000578	Prah.g_00506	Prbf.g_00978
OG0000579	Prah.g_00505	Prbf.g_00979
OG0000580	Prah.g_00504	Prbf.g_00980
OG0000581	Prah.g_00503	Prbf.g_00981
OG0000582	Prah.g_00501	Prbf.g_00982
OG0000583	Prah.g_00500	Prbf.g_00983
OG0000584	Prah.g_00498	Prbf.g_00985
OG0000585	Prah.g_00497	Prbf.g_00986
OG0000586	Prah.g_00495	Prbf.g_00988
OG0000587	Prah.g_00494	Prbf.g_00989
OG0000588	Prah.g_00493	Prbf.g_00990
OG0000589	Prah.g_00486	Prbf.g_00991
OG0000590	Prah.g_00485	Prbf.g_00992
OG0000591	Prah.g_00484	Prbf.g_00993
OG0000592	Prah.g_00483	Prbf.g_00994
OG0000593	Prah.g_00482	Prbf.g_00995
OG0000594	Prah.g_00478	Prbf.g_00996
OG0000595	Prah.g_00477	Prbf.g_00997
OG0000596	Prah.g_00476	Prbf.g_00998
OG0000597	Prah.g_00466	Prbf.g_01002
OG0000598	Prah.g_00465	Prbf.g_01003
OG0000599	Prah.g_00464	Prbf.g_01004
OG0000600	Prah.g_00463	Prbf.g_01005
OG0000601	Prah.g_00462	Prbf.g_01006
OG0000602	Prah.g_00460	Prbf.g_01007
OG0000603	Prah.g_00457	Prbf.g_01008
OG0000604	Prah.g_00456	Prbf.g_01009
OG0000605	Prah.g_00455	Prbf.g_01010
OG0000606	Prah.g_00454	Prbf.g_01011
OG0000607	Prah.g_00452	Prbf.g_01013
OG0000608	Prah.g_00451	Prbf.g_01014
OG0000609	Prah.g_00449	Prbf.g_01016
OG0000610	Prah.g_00448	Prbf.g_01017
OG0000611	Prah.g_00444	Prbf.g_01293
OG0000612	Prah.g_00442	Prbf.g_01292
OG0000613	Prah.g_02193	Prbf.g_01290
OG0000614	Prah.g_01789	Prbf.g_01284
OG0000615	Prah.g_01029	Prbf.g_01283
OG0000616	Prah.g_02413	Prbf.g_01282
OG0000617	Prah.g_00625	Prbf.g_01279
OG0000618	Prah.g_02051	Prbf.g_01278
OG0000619	Prah.g_00981	Prbf.g_01277
OG0000620	Prah.g_00965	Prbf.g_01275
OG0000621	Prah.g_00968	Prbf.g_01274
OG0000622	Prah.g_00972	Prbf.g_01273
OG0000623	Prah.g_00973	Prbf.g_01272
OG0000624	Prah.g_00985	Prbf.g_01269
OG0000625	Prah.g_00986	Prbf.g_01268
OG0000626	Prah.g_00987	Prbf.g_01267
OG0000627	Prah.g_01022	Prbf.g_01264
OG0000628	Prah.g_01023	Prbf.g_01263
OG0000629	Prah.g_01025	Prbf.g_01262
OG0000630	Prah.g_01028	Prbf.g_01260
OG0000631	Prah.g_00706	Prbf.g_01258
OG0000632	Prah.g_02588	Prbf.g_00404
OG0000633	Prah.g_01344	Prbf.g_01334
OG0000634	Prah.g_00886	Prbf.g_01252
OG0000635	Prah.g_00884	Prbf.g_01030
OG0000636	Prah.g_00882	Prbf.g_01031
OG0000637	Prah.g_00881	Prbf.g_01033
OG0000638	Prah.g_00880	Prbf.g_01034
OG0000639	Prah.g_00879	Prbf.g_01035
OG0000640	Prah.g_00878	Prbf.g_01036
OG0000641	Prah.g_00876	Prbf.g_01037
OG0000642	Prah.g_00875	Prbf.g_01038
OG0000643	Prah.g_00874	Prbf.g_01039
OG0000644	Prah.g_00872	Prbf.g_01041
OG0000645	Prah.g_00871	Prbf.g_01043
OG0000646	Prah.g_00870	Prbf.g_01044
OG0000647	Prah.g_00869	Prbf.g_01045
OG0000648	Prah.g_00746	Prbf.g_01046
OG0000649	Prah.g_00747	Prbf.g_01047
OG0000650	Prah.g_00750	Prbf.g_01048
OG0000651	Prah.g_00751	Prbf.g_01049
OG0000652	Prah.g_00754	Prbf.g_01051
OG0000653	Prah.g_00615	Prbf.g_00863
OG0000654	Prah.g_01447	Prbf.g_00280
OG0000656	Prah.g_01543	Prbf.g_00042
OG0000657	Prah.g_00788	Prbf.g_01929
OG0000658	Prah.g_00787	Prbf.g_01928
OG0000659	Prah.g_00786	Prbf.g_01927
OG0000660	Prah.g_01946	Prbf.g_01675
OG0000661	Prah.g_01802	Prbf.g_01150
OG0000662	Prah.g_00755	Prbf.g_01146
OG0000663	Prah.g_00758	Prbf.g_01144
OG0000664	Prah.g_00759	Prbf.g_01143
OG0000665	Prah.g_00760	Prbf.g_01142
OG0000666	Prah.g_00673	Prbf.g_01029
OG0000667	Prah.g_00672	Prbf.g_01250
OG0000668	Prah.g_00671	Prbf.g_01249
OG0000669	Prah.g_00670	Prbf.g_01248
OG0000670	Prah.g_00668	Prbf.g_01246
OG0000671	Prah.g_00667	Prbf.g_01245
OG0000672	Prah.g_00666	Prbf.g_01244
OG0000673	Prah.g_00665	Prbf.g_01243
OG0000674	Prah.g_00664	Prbf.g_01242
OG0000675	Prah.g_00663	Prbf.g_01241
OG0000676	Prah.g_00661	Prbf.g_01239
OG0000677	Prah.g_00659	Prbf.g_01237
OG0000678	Prah.g_00658	Prbf.g_01236
OG0000679	Prah.g_00657	Prbf.g_01235
OG0000680	Prah.g_00656	Prbf.g_01234
OG0000681	Prah.g_00655	Prbf.g_01233
OG0000682	Prah.g_00654	Prbf.g_01232
OG0000683	Prah.g_00652	Prbf.g_01231
OG0000684	Prah.g_00650	Prbf.g_01229
OG0000685	Prah.g_00649	Prbf.g_01228
OG0000686	Prah.g_00648	Prbf.g_01227
OG0000687	Prah.g_00647	Prbf.g_01226
OG0000688	Prah.g_00646	Prbf.g_01225
OG0000689	Prah.g_00645	Prbf.g_01224
OG0000690	Prah.g_00644	Prbf.g_01223
OG0000691	Prah.g_00640	Prbf.g_01221
OG0000692	Prah.g_00639	Prbf.g_01220
OG0000693	Prah.g_00638	Prbf.g_01219
OG0000694	Prah.g_00637	Prbf.g_01218
OG0000695	Prah.g_00636	Prbf.g_01217
OG0000696	Prah.g_00635	Prbf.g_01216
OG0000697	Prah.g_00609	Prbf.g_01214
OG0000698	Prah.g_00608	Prbf.g_01213
OG0000699	Prah.g_00604	Prbf.g_01209
OG0000700	Prah.g_00603	Prbf.g_01208
OG0000701	Prah.g_00601	Prbf.g_01206
OG0000702	Prah.g_00600	Prbf.g_01205
OG0000703	Prah.g_00599	Prbf.g_01204
OG0000704	Prah.g_00598	Prbf.g_01203
OG0000705	Prah.g_00596	Prbf.g_01201
OG0000706	Prah.g_00595	Prbf.g_01200
OG0000707	Prah.g_00594	Prbf.g_01199
OG0000708	Prah.g_00593	Prbf.g_01198
OG0000709	Prah.g_00592	Prbf.g_01197
OG0000710	Prah.g_00591	Prbf.g_01196
OG0000711	Prah.g_00589	Prbf.g_01195
OG0000712	Prah.g_00588	Prbf.g_01194
OG0000713	Prah.g_00587	Prbf.g_01193
OG0000714	Prah.g_00575	Prbf.g_01189
OG0000715	Prah.g_00574	Prbf.g_01188
OG0000716	Prah.g_00572	Prbf.g_01187
OG0000717	Prah.g_00568	Prbf.g_01186
OG0000718	Prah.g_00566	Prbf.g_01185
OG0000719	Prah.g_00564	Prbf.g_01183
OG0000720	Prah.g_00743	Prbf.g_01179
OG0000721	Prah.g_00866	Prbf.g_01178
OG0000722	Prah.g_00850	Prbf.g_00838
OG0000723	Prah.g_00192	Prbf.g_00833
OG0000724	Prah.g_00558	Prbf.g_01331
OG0000725	Prah.g_00740	Prbf.g_01329
OG0000726	Prah.g_01212	Prbf.g_01328
OG0000727	Prah.g_00739	Prbf.g_01326
OG0000728	Prah.g_00738	Prbf.g_01325
OG0000729	Prah.g_00736	Prbf.g_01323
OG0000730	Prah.g_00735	Prbf.g_01322
OG0000731	Prah.g_00733	Prbf.g_01320
OG0000732	Prah.g_00732	Prbf.g_01319
OG0000733	Prah.g_00731	Prbf.g_01318
OG0000734	Prah.g_00730	Prbf.g_01317
OG0000735	Prah.g_00729	Prbf.g_01316
OG0000736	Prah.g_00726	Prbf.g_01314
OG0000737	Prah.g_00724	Prbf.g_01313
OG0000738	Prah.g_00721	Prbf.g_01311
OG0000739	Prah.g_00718	Prbf.g_01310
OG0000740	Prah.g_00715	Prbf.g_01309
OG0000741	Prah.g_00702	Prbf.g_01307
OG0000742	Prah.g_00701	Prbf.g_01306
OG0000743	Prah.g_00698	Prbf.g_01302
OG0000744	Prah.g_00697	Prbf.g_01301
OG0000745	Prah.g_00683	Prbf.g_01299
OG0000746	Prah.g_00684	Prbf.g_01298
OG0000747	Prah.g_00685	Prbf.g_01297
OG0000748	Prah.g_00686	Prbf.g_01296
OG0000749	Prah.g_00687	Prbf.g_01295
OG0000750	Prah.g_00689	Prbf.g_01294
OG0000751	Prah.g_00681	Prbf.g_01021
OG0000752	Prah.g_00680	Prbf.g_01022
OG0000753	Prah.g_00679	Prbf.g_01023
OG0000754	Prah.g_00678	Prbf.g_01024
OG0000755	Prah.g_00677	Prbf.g_01026
OG0000756	Prah.g_00675	Prbf.g_01027
OG0000757	Prah.g_00674	Prbf.g_01028
OG0000758	Prah.g_00761	Prbf.g_01141
OG0000759	Prah.g_00762	Prbf.g_01140
OG0000760	Prah.g_00763	Prbf.g_01139
OG0000761	Prah.g_00765	Prbf.g_01138
OG0000762	Prah.g_00767	Prbf.g_01136
OG0000763	Prah.g_00768	Prbf.g_01135
OG0000764	Prah.g_00770	Prbf.g_01134
OG0000765	Prah.g_00771	Prbf.g_01133
OG0000766	Prah.g_00772	Prbf.g_01132
OG0000767	Prah.g_01178	Prbf.g_01131
OG0000768	Prah.g_00780	Prbf.g_01130
OG0000769	Prah.g_00781	Prbf.g_01129
OG0000770	Prah.g_00783	Prbf.g_01127
OG0000771	Prah.g_00784	Prbf.g_01126
OG0000772	Prah.g_02517	Prbf.g_01067
OG0000773	Prah.g_00789	Prbf.g_01124
OG0000774	Prah.g_00790	Prbf.g_01123
OG0000775	Prah.g_00791	Prbf.g_01122
OG0000776	Prah.g_00793	Prbf.g_01120
OG0000777	Prah.g_00794	Prbf.g_01119
OG0000778	Prah.g_00795	Prbf.g_01118
OG0000779	Prah.g_00800	Prbf.g_01116
OG0000780	Prah.g_00801	Prbf.g_01115
OG0000781	Prah.g_00803	Prbf.g_01114
OG0000782	Prah.g_00806	Prbf.g_01112
OG0000783	Prah.g_00808	Prbf.g_01111
OG0000784	Prah.g_00810	Prbf.g_01110
OG0000785	Prah.g_00811	Prbf.g_01109
OG0000786	Prah.g_00812	Prbf.g_01108
OG0000787	Prah.g_00814	Prbf.g_01106
OG0000788	Prah.g_00815	Prbf.g_01105
OG0000789	Prah.g_00816	Prbf.g_01104
OG0000790	Prah.g_00817	Prbf.g_01103
OG0000791	Prah.g_00818	Prbf.g_01102
OG0000792	Prah.g_01131	Prbf.g_00065
OG0000793	Prah.g_00821	Prbf.g_01100
OG0000794	Prah.g_00824	Prbf.g_01099
OG0000795	Prah.g_00826	Prbf.g_01098
OG0000796	Prah.g_00828	Prbf.g_01095
OG0000797	Prah.g_00829	Prbf.g_01094
OG0000798	Prah.g_00830	Prbf.g_01093
OG0000799	Prah.g_00833	Prbf.g_01092
OG0000800	Prah.g_00834	Prbf.g_01091
OG0000801	Prah.g_00835	Prbf.g_01090
OG0000802	Prah.g_00839	Prbf.g_01088
OG0000803	Prah.g_00840	Prbf.g_01087
OG0000804	Prah.g_00846	Prbf.g_01083
OG0000805	Prah.g_00848	Prbf.g_01081
OG0000806	Prah.g_00849	Prbf.g_01080
OG0000807	Prah.g_00851	Prbf.g_01079
OG0000808	Prah.g_00852	Prbf.g_01078
OG0000809	Prah.g_00858	Prbf.g_01072
OG0000810	Prah.g_00860	Prbf.g_01070
OG0000811	Prah.g_00861	Prbf.g_01069
OG0000812	Prah.g_02518	Prbf.g_01068
OG0000813	Prah.g_00862	Prbf.g_01065
OG0000814	Prah.g_00863	Prbf.g_01064
OG0000815	Prah.g_00864	Prbf.g_01063
OG0000816	Prah.g_00867	Prbf.g_01060
OG0000817	Prah.g_00903	Prbf.g_01159
OG0000818	Prah.g_00904	Prbf.g_01160
OG0000819	Prah.g_00907	Prbf.g_01162
OG0000820	Prah.g_00908	Prbf.g_01163
OG0000821	Prah.g_00909	Prbf.g_01164
OG0000822	Prah.g_00910	Prbf.g_01165
OG0000823	Prah.g_00913	Prbf.g_01168
OG0000824	Prah.g_00914	Prbf.g_01169
OG0000825	Prah.g_00919	Prbf.g_01171
OG0000826	Prah.g_00920	Prbf.g_01172
OG0000827	Prah.g_00921	Prbf.g_01173
OG0000828	Prah.g_00922	Prbf.g_01175
OG0000829	Prah.g_00893	Prbf.g_01705
OG0000830	Prah.g_00539	Prbf.g_00296
OG0000831	Prah.g_01601	Prbf.g_00870
OG0000832	Prah.g_01176	Prbf.g_01924
OG0000833	Prah.g_00133	Prbf.g_00048
OG0000834	Prah.g_01942	Prbf.g_00876
OG0000835	Prah.g_01932	Prbf.g_01684
OG0000836	Prah.g_00383	Prbf.g_00062
OG0000837	Prah.g_00521	Prbf.g_00094
OG0000838	Prah.g_02532	Prbf.g_00787
OG0000839	Prah.g_02525	Prbf.g_00786
OG0000840	Prah.g_01803	Prbf.g_00285
OG0000841	Prah.g_00378	Prbf.g_00896
OG0000842	Prah.g_01905	Prbf.g_00902
OG0000843	Prah.g_01340	Prbf.g_00904
OG0000844	Prah.g_01339	Prbf.g_00905
OG0000845	Prah.g_01338	Prbf.g_00906
OG0000846	Prah.g_01337	Prbf.g_00907
OG0000847	Prah.g_01336	Prbf.g_00908
OG0000848	Prah.g_01335	Prbf.g_00909
OG0000849	Prah.g_01331	Prbf.g_00910
OG0000850	Prah.g_01329	Prbf.g_00911
OG0000851	Prah.g_01325	Prbf.g_00914
OG0000852	Prah.g_01323	Prbf.g_00917
OG0000853	Prah.g_01321	Prbf.g_00919
OG0000854	Prah.g_01320	Prbf.g_00920
OG0000855	Prah.g_01318	Prbf.g_00921
OG0000856	Prah.g_01317	Prbf.g_00922
OG0000857	Prah.g_01316	Prbf.g_00923
OG0000858	Prah.g_01307	Prbf.g_00926
OG0000859	Prah.g_01305	Prbf.g_00927
OG0000860	Prah.g_01304	Prbf.g_00928
OG0000861	Prah.g_01303	Prbf.g_00929
OG0000862	Prah.g_01302	Prbf.g_00930
OG0000863	Prah.g_01298	Prbf.g_00932
OG0000864	Prah.g_01297	Prbf.g_00933
OG0000865	Prah.g_01296	Prbf.g_00934
OG0000866	Prah.g_01295	Prbf.g_00935
OG0000867	Prah.g_01292	Prbf.g_00937
OG0000868	Prah.g_01291	Prbf.g_00939
OG0000869	Prah.g_01262	Prbf.g_00940
OG0000870	Prah.g_01259	Prbf.g_00943
OG0000871	Prah.g_01258	Prbf.g_00944
OG0000872	Prah.g_01255	Prbf.g_00946
OG0000873	Prah.g_01254	Prbf.g_00947
OG0000874	Prah.g_01253	Prbf.g_00948
OG0000875	Prah.g_01251	Prbf.g_00950
OG0000876	Prah.g_01249	Prbf.g_00952
OG0000877	Prah.g_01248	Prbf.g_00953
OG0000878	Prah.g_01247	Prbf.g_00954
OG0000879	Prah.g_01246	Prbf.g_00955
OG0000880	Prah.g_01245	Prbf.g_00956
OG0000881	Prah.g_01244	Prbf.g_00957
OG0000882	Prah.g_01243	Prbf.g_00958
OG0000883	Prah.g_01263	Prbf.g_00959
OG0000884	Prah.g_01264	Prbf.g_00960
OG0000885	Prah.g_01265	Prbf.g_00961
OG0000886	Prah.g_01266	Prbf.g_00962
OG0000887	Prah.g_01268	Prbf.g_00963
OG0000888	Prah.g_01272	Prbf.g_00964
OG0000889	Prah.g_01273	Prbf.g_00965
OG0000890	Prah.g_01275	Prbf.g_00966
OG0000891	Prah.g_01276	Prbf.g_00967
OG0000892	Prah.g_01278	Prbf.g_00968
OG0000893	Prah.g_01279	Prbf.g_00969
OG0000894	Prah.g_01282	Prbf.g_00970
OG0000895	Prah.g_01283	Prbf.g_00971
OG0000896	Prah.g_01285	Prbf.g_00973
OG0000897	Prah.g_01286	Prbf.g_00974
OG0000898	Prah.g_01289	Prbf.g_00975
OG0000899	Prah.g_01290	Prbf.g_00976
OG0000900	Prah.g_01239	Prbf.g_01914
OG0000901	Prah.g_01610	Prbf.g_00767
OG0000902	Prah.g_01349	Prbf.g_00037
OG0000903	Prah.g_01350	Prbf.g_00036
OG0000904	Prah.g_01351	Prbf.g_00035
OG0000905	Prah.g_01353	Prbf.g_00034
OG0000906	Prah.g_01355	Prbf.g_00033
OG0000907	Prah.g_01357	Prbf.g_00031
OG0000908	Prah.g_01358	Prbf.g_00030
OG0000909	Prah.g_01359	Prbf.g_00029
OG0000910	Prah.g_01360	Prbf.g_00028
OG0000911	Prah.g_01361	Prbf.g_00027
OG0000912	Prah.g_01365	Prbf.g_00024
OG0000913	Prah.g_01368	Prbf.g_00023
OG0000914	Prah.g_01369	Prbf.g_00022
OG0000915	Prah.g_01372	Prbf.g_00019
OG0000916	Prah.g_01373	Prbf.g_00018
OG0000917	Prah.g_01374	Prbf.g_00017
OG0000918	Prah.g_01375	Prbf.g_00016
OG0000919	Prah.g_01376	Prbf.g_00015
OG0000920	Prah.g_01377	Prbf.g_00014
OG0000921	Prah.g_01380	Prbf.g_00011
OG0000922	Prah.g_01381	Prbf.g_00010
OG0000923	Prah.g_00327	Prbf.g_00071
OG0000924	Prah.g_00326	Prbf.g_00070
OG0000925	Prah.g_00323	Prbf.g_00002
OG0000926	Prah.g_00224	Prbf.g_01782
OG0000927	Prah.g_00571	Prbf.g_00853, Prbf.g_00066
OG0000928	Prah.g_01183	Prbf.g_00256
OG0000929	Prah.g_00918	Prbf.g_00875
OG0000930	Prah.g_00895	Prbf.g_00893
OG0000931	Prah.g_00560	Prbf.g_01181
OG0000932	Prah.g_01663	Prbf.g_00856
OG0000933	Prah.g_01577	Prbf.g_00097
OG0000934	Prah.g_01578	Prbf.g_00098
OG0000935	Prah.g_01579	Prbf.g_00099
OG0000936	Prah.g_01580	Prbf.g_00100
OG0000937	Prah.g_01581	Prbf.g_00101
OG0000938	Prah.g_01582	Prbf.g_00102
OG0000939	Prah.g_01583	Prbf.g_00103
OG0000940	Prah.g_01584	Prbf.g_00104
OG0000941	Prah.g_01586	Prbf.g_00105
OG0000942	Prah.g_01587	Prbf.g_00106
OG0000943	Prah.g_01588	Prbf.g_00107
OG0000944	Prah.g_01589	Prbf.g_00108
OG0000945	Prah.g_01590	Prbf.g_00109
OG0000946	Prah.g_01591	Prbf.g_00110
OG0000947	Prah.g_01592	Prbf.g_00111
OG0000948	Prah.g_01593	Prbf.g_00112
OG0000949	Prah.g_01594	Prbf.g_00113
OG0000950	Prah.g_02242	Prbf.g_00514
OG0000951	Prah.g_00435	Prbf.g_00140
OG0000952	Prah.g_00434	Prbf.g_00141
OG0000953	Prah.g_00433	Prbf.g_00142
OG0000954	Prah.g_00428	Prbf.g_00143
OG0000955	Prah.g_00427	Prbf.g_00144
OG0000956	Prah.g_00423	Prbf.g_00146
OG0000957	Prah.g_00421	Prbf.g_00147
OG0000958	Prah.g_00420	Prbf.g_00148
OG0000959	Prah.g_00419	Prbf.g_00149
OG0000960	Prah.g_00418	Prbf.g_00150
OG0000961	Prah.g_00417	Prbf.g_00151
OG0000962	Prah.g_00415	Prbf.g_00152
OG0000963	Prah.g_00414	Prbf.g_00153
OG0000964	Prah.g_00412	Prbf.g_00154
OG0000965	Prah.g_00410	Prbf.g_00155
OG0000966	Prah.g_00409	Prbf.g_00156
OG0000967	Prah.g_00406	Prbf.g_00159
OG0000968	Prah.g_00403	Prbf.g_00160
OG0000969	Prah.g_00402	Prbf.g_00161
OG0000970	Prah.g_00401	Prbf.g_00162
OG0000971	Prah.g_00400	Prbf.g_00163
OG0000972	Prah.g_00399	Prbf.g_00164
OG0000973	Prah.g_00397	Prbf.g_00166
OG0000974	Prah.g_00396	Prbf.g_00167
OG0000975	Prah.g_00395	Prbf.g_00168
OG0000976	Prah.g_00394	Prbf.g_00169
OG0000977	Prah.g_00391	Prbf.g_00170
OG0000978	Prah.g_00390	Prbf.g_00171
OG0000979	Prah.g_00389	Prbf.g_00172
OG0000980	Prah.g_00388	Prbf.g_00173
OG0000981	Prah.g_00386	Prbf.g_00174
OG0000982	Prah.g_00385	Prbf.g_00175
OG0000983	Prah.g_00384	Prbf.g_00176
OG0000984	Prah.g_00379	Prbf.g_00180
OG0000985	Prah.g_00376	Prbf.g_00181
OG0000986	Prah.g_00374	Prbf.g_00182
OG0000987	Prah.g_00371	Prbf.g_00184
OG0000988	Prah.g_00370	Prbf.g_00185
OG0000989	Prah.g_00369	Prbf.g_00186
OG0000990	Prah.g_00368	Prbf.g_00187
OG0000991	Prah.g_00367	Prbf.g_00188
OG0000992	Prah.g_00366	Prbf.g_00189
OG0000993	Prah.g_00365	Prbf.g_00190
OG0000994	Prah.g_00364	Prbf.g_00191
OG0000995	Prah.g_00363	Prbf.g_00192
OG0000996	Prah.g_00362	Prbf.g_00193
OG0000997	Prah.g_00360	Prbf.g_00195
OG0000998	Prah.g_01217	Prbf.g_00201
OG0000999	Prah.g_01605	Prbf.g_00203
OG0001000	Prah.g_01615	Prbf.g_00205
OG0001001	Prah.g_01617	Prbf.g_00207
OG0001002	Prah.g_01619	Prbf.g_00209
OG0001003	Prah.g_01620	Prbf.g_00210
OG0001004	Prah.g_00538	Prbf.g_00211
OG0001005	Prah.g_01621	Prbf.g_00212
OG0001006	Prah.g_01623	Prbf.g_00214
OG0001007	Prah.g_01624	Prbf.g_00215
OG0001008	Prah.g_01625	Prbf.g_00216
OG0001009	Prah.g_01627	Prbf.g_00217
OG0001010	Prah.g_01628	Prbf.g_00218
OG0001011	Prah.g_01631	Prbf.g_00219
OG0001012	Prah.g_01632	Prbf.g_00220
OG0001013	Prah.g_01633	Prbf.g_00221
OG0001014	Prah.g_01634	Prbf.g_00222
OG0001015	Prah.g_01635	Prbf.g_00223
OG0001016	Prah.g_01636	Prbf.g_00224
OG0001017	Prah.g_01637	Prbf.g_00225
OG0001018	Prah.g_01639	Prbf.g_00226
OG0001019	Prah.g_01640	Prbf.g_00227
OG0001020	Prah.g_01641	Prbf.g_00228
OG0001021	Prah.g_01642	Prbf.g_00229
OG0001022	Prah.g_01643	Prbf.g_00230
OG0001023	Prah.g_01644	Prbf.g_00231
OG0001024	Prah.g_01645	Prbf.g_00233
OG0001025	Prah.g_01648	Prbf.g_00234
OG0001026	Prah.g_01649	Prbf.g_00235
OG0001027	Prah.g_01791	Prbf.g_00236
OG0001028	Prah.g_01651	Prbf.g_00239
OG0001029	Prah.g_01652	Prbf.g_00240
OG0001030	Prah.g_01655	Prbf.g_00243
OG0001031	Prah.g_01656	Prbf.g_00244
OG0001032	Prah.g_00541	Prbf.g_00750
OG0001033	Prah.g_00515	Prbf.g_01911
OG0001034	Prah.g_00651	Prbf.g_01230
OG0001035	Prah.g_01667	Prbf.g_00700
OG0001036	Prah.g_01668	Prbf.g_00699
OG0001037	Prah.g_01677	Prbf.g_00692
OG0001038	Prah.g_01678	Prbf.g_00691
OG0001039	Prah.g_01679	Prbf.g_00690
OG0001040	Prah.g_01681	Prbf.g_00689
OG0001041	Prah.g_01685	Prbf.g_00687
OG0001042	Prah.g_01687	Prbf.g_00686
OG0001043	Prah.g_01688	Prbf.g_00685
OG0001044	Prah.g_01689	Prbf.g_00684
OG0001045	Prah.g_01690	Prbf.g_00683
OG0001046	Prah.g_01692	Prbf.g_00681
OG0001047	Prah.g_01693	Prbf.g_00680
OG0001048	Prah.g_01694	Prbf.g_00679
OG0001049	Prah.g_01695	Prbf.g_00678
OG0001050	Prah.g_01696	Prbf.g_00677
OG0001051	Prah.g_01697	Prbf.g_00676
OG0001052	Prah.g_01698	Prbf.g_00675
OG0001053	Prah.g_01699	Prbf.g_00674
OG0001054	Prah.g_01700	Prbf.g_00673
OG0001055	Prah.g_01701	Prbf.g_00672
OG0001056	Prah.g_01703	Prbf.g_00671
OG0001057	Prah.g_01705	Prbf.g_00669
OG0001058	Prah.g_01707	Prbf.g_00668
OG0001059	Prah.g_01709	Prbf.g_00667
OG0001060	Prah.g_01710	Prbf.g_00666
OG0001061	Prah.g_01711	Prbf.g_00665
OG0001062	Prah.g_01713	Prbf.g_00664
OG0001063	Prah.g_01714	Prbf.g_00663
OG0001064	Prah.g_01716	Prbf.g_00662
OG0001065	Prah.g_01717	Prbf.g_00661
OG0001066	Prah.g_01718	Prbf.g_00660
OG0001067	Prah.g_01719	Prbf.g_00659
OG0001068	Prah.g_01720	Prbf.g_00658
OG0001069	Prah.g_01727	Prbf.g_00655
OG0001070	Prah.g_01729	Prbf.g_00653
OG0001071	Prah.g_01730	Prbf.g_00652
OG0001072	Prah.g_01731	Prbf.g_00651
OG0001073	Prah.g_01732	Prbf.g_00650
OG0001074	Prah.g_01733	Prbf.g_00649
OG0001075	Prah.g_01736	Prbf.g_00647
OG0001076	Prah.g_01738	Prbf.g_00645
OG0001077	Prah.g_01739	Prbf.g_00644
OG0001078	Prah.g_01740	Prbf.g_00643
OG0001079	Prah.g_01741	Prbf.g_00642
OG0001080	Prah.g_01742	Prbf.g_00641
OG0001081	Prah.g_01743	Prbf.g_00640
OG0001082	Prah.g_01744	Prbf.g_00639
OG0001083	Prah.g_01745	Prbf.g_00638
OG0001084	Prah.g_01759	Prbf.g_00637
OG0001085	Prah.g_01760	Prbf.g_00636
OG0001086	Prah.g_02073	Prbf.g_00630
OG0001087	Prah.g_02071	Prbf.g_00628
OG0001088	Prah.g_02070	Prbf.g_00627
OG0001089	Prah.g_02067	Prbf.g_00624
OG0001090	Prah.g_02066	Prbf.g_00623
OG0001091	Prah.g_02065	Prbf.g_00622
OG0001092	Prah.g_02064	Prbf.g_00621
OG0001093	Prah.g_02063	Prbf.g_00620
OG0001094	Prah.g_02062	Prbf.g_00619
OG0001095	Prah.g_02061	Prbf.g_00618
OG0001096	Prah.g_02060	Prbf.g_00617
OG0001097	Prah.g_02059	Prbf.g_00616
OG0001098	Prah.g_02058	Prbf.g_00615
OG0001099	Prah.g_02056	Prbf.g_00614
OG0001100	Prah.g_02055	Prbf.g_00613
OG0001101	Prah.g_02054	Prbf.g_00612
OG0001102	Prah.g_02041	Prbf.g_00608
OG0001103	Prah.g_02042	Prbf.g_00607
OG0001104	Prah.g_02046	Prbf.g_00604
OG0001105	Prah.g_02044	Prbf.g_00605
OG0001106	Prah.g_02047	Prbf.g_00609
OG0001107	Prah.g_02048	Prbf.g_00610
OG0001108	Prah.g_02050	Prbf.g_00611
OG0001109	Prah.g_02039	Prbf.g_00601
OG0001110	Prah.g_02037	Prbf.g_00599
OG0001111	Prah.g_02036	Prbf.g_00598
OG0001112	Prah.g_02035	Prbf.g_00597
OG0001113	Prah.g_02034	Prbf.g_00596
OG0001114	Prah.g_02033	Prbf.g_00595
OG0001115	Prah.g_02032	Prbf.g_00594
OG0001116	Prah.g_02031	Prbf.g_00593
OG0001117	Prah.g_02030	Prbf.g_00592
OG0001118	Prah.g_02029	Prbf.g_00591
OG0001119	Prah.g_02028	Prbf.g_00590
OG0001120	Prah.g_02027	Prbf.g_00589
OG0001121	Prah.g_02026	Prbf.g_00588
OG0001122	Prah.g_02025	Prbf.g_00587
OG0001123	Prah.g_02024	Prbf.g_00586
