Orthogroup	Pran	Prbi
OG0000557	Pran.g_01544	Prbi.g_00637
OG0000558	Pran.g_01543	Prbi.g_00638
OG0000559	Pran.g_01542	Prbi.g_00639
OG0000560	Pran.g_01540	Prbi.g_00641
OG0000561	Pran.g_01539	Prbi.g_00642
OG0000562	Pran.g_01538	Prbi.g_00643
OG0000563	Pran.g_01537	Prbi.g_00644
OG0000564	Pran.g_01536	Prbi.g_00645
OG0000565	Pran.g_01535	Prbi.g_00646
OG0000566	Pran.g_01534	Prbi.g_00647
OG0000567	Pran.g_01533	Prbi.g_00648
OG0000568	Pran.g_01532	Prbi.g_00649
OG0000569	Pran.g_01531	Prbi.g_00650
OG0000570	Pran.g_01530	Prbi.g_00651
OG0000571	Pran.g_01529	Prbi.g_00652
OG0000572	Pran.g_01528	Prbi.g_00653
OG0000573	Pran.g_01525	Prbi.g_00656
OG0000574	Pran.g_01524	Prbi.g_00657
OG0000575	Pran.g_01523	Prbi.g_00658
OG0000576	Pran.g_01522	Prbi.g_00659
OG0000577	Pran.g_01521	Prbi.g_00660
OG0000578	Pran.g_01520	Prbi.g_00661
OG0000579	Pran.g_01519	Prbi.g_00662
OG0000580	Pran.g_01518	Prbi.g_00663
OG0000581	Pran.g_01517	Prbi.g_00664
OG0000582	Pran.g_01516	Prbi.g_00665
OG0000583	Pran.g_01515	Prbi.g_00666
OG0000584	Pran.g_01514	Prbi.g_00667
OG0000585	Pran.g_01513	Prbi.g_00668
OG0000586	Pran.g_01511	Prbi.g_00670
OG0000587	Pran.g_01510	Prbi.g_00671
OG0000588	Pran.g_01508	Prbi.g_00673
OG0000589	Pran.g_01507	Prbi.g_00674
OG0000590	Pran.g_01505	Prbi.g_00676
OG0000591	Pran.g_01499	Prbi.g_00682
OG0000592	Pran.g_01498	Prbi.g_00683
OG0000593	Pran.g_01497	Prbi.g_00684
OG0000594	Pran.g_01495	Prbi.g_00686
OG0000595	Pran.g_01494	Prbi.g_00687
OG0000596	Pran.g_01493	Prbi.g_00688
OG0000597	Pran.g_01491	Prbi.g_00690
OG0000598	Pran.g_01490	Prbi.g_00691
OG0000599	Pran.g_01489	Prbi.g_00692
OG0000600	Pran.g_01488	Prbi.g_00693
OG0000601	Pran.g_01486	Prbi.g_00695
OG0000602	Pran.g_01485	Prbi.g_00696
OG0000603	Pran.g_01484	Prbi.g_00697
OG0000604	Pran.g_01483	Prbi.g_00698
OG0000605	Pran.g_01482	Prbi.g_00699
OG0000606	Pran.g_01481	Prbi.g_00700
OG0000607	Pran.g_01479	Prbi.g_00703
OG0000608	Pran.g_01478	Prbi.g_00704
OG0000609	Pran.g_01472	Prbi.g_00708
OG0000610	Pran.g_01471	Prbi.g_00709
OG0000611	Pran.g_01459	Prbi.g_00746
OG0000612	Pran.g_01458	Prbi.g_00747
OG0000613	Pran.g_01457	Prbi.g_00748
OG0000614	Pran.g_01456	Prbi.g_00749
OG0000615	Pran.g_01454	Prbi.g_00751
OG0000616	Pran.g_01453	Prbi.g_00752
OG0000617	Pran.g_01452	Prbi.g_00753
OG0000618	Pran.g_01451	Prbi.g_00754
OG0000619	Pran.g_01450	Prbi.g_00755
OG0000620	Pran.g_01449	Prbi.g_00756
OG0000621	Pran.g_01448	Prbi.g_00757
OG0000622	Pran.g_01447	Prbi.g_00758
OG0000623	Pran.g_01446	Prbi.g_00759
OG0000624	Pran.g_01445	Prbi.g_00760
OG0000625	Pran.g_01444	Prbi.g_00761
OG0000626	Pran.g_01443	Prbi.g_00762
OG0000627	Pran.g_01442	Prbi.g_00763
OG0000628	Pran.g_01441	Prbi.g_00764
OG0000629	Pran.g_01440	Prbi.g_00765
OG0000630	Pran.g_01439	Prbi.g_00766
OG0000631	Pran.g_01437	Prbi.g_00768
OG0000632	Pran.g_01420	Prbi.g_00788
OG0000633	Pran.g_01415	Prbi.g_00792
OG0000634	Pran.g_01400	Prbi.g_00807
OG0000635	Pran.g_01378	Prbi.g_00811
OG0000636	Pran.g_01377	Prbi.g_00812
OG0000637	Pran.g_01376	Prbi.g_00813
OG0000638	Pran.g_01365	Prbi.g_00825
OG0000639	Pran.g_01356	Prbi.g_00834
OG0000640	Pran.g_01354	Prbi.g_00835
OG0000641	Pran.g_01352	Prbi.g_00838
OG0000642	Pran.g_01351	Prbi.g_00839
OG0000643	Pran.g_01350	Prbi.g_00840
OG0000644	Pran.g_01349	Prbi.g_00841
OG0000645	Pran.g_01348	Prbi.g_00842
OG0000646	Pran.g_01347	Prbi.g_00843
OG0000647	Pran.g_01346	Prbi.g_00844
OG0000648	Pran.g_01344	Prbi.g_00846
OG0000649	Pran.g_01343	Prbi.g_00847
OG0000650	Pran.g_01342	Prbi.g_00848
OG0000651	Pran.g_01341	Prbi.g_00849
OG0000652	Pran.g_01340	Prbi.g_00850
OG0000653	Pran.g_01339	Prbi.g_00851
OG0000654	Pran.g_01337	Prbi.g_00853
OG0000655	Pran.g_01335	Prbi.g_00855
OG0000656	Pran.g_01334	Prbi.g_00856
OG0000657	Pran.g_01333	Prbi.g_00857
OG0000658	Pran.g_01332	Prbi.g_00858
OG0000659	Pran.g_01331	Prbi.g_00859
OG0000660	Pran.g_01330	Prbi.g_00860
OG0000661	Pran.g_01329	Prbi.g_00861
OG0000662	Pran.g_01328	Prbi.g_00862
OG0000663	Pran.g_01327	Prbi.g_00863
OG0000664	Pran.g_01326	Prbi.g_00864
OG0000665	Pran.g_01325	Prbi.g_00865
OG0000666	Pran.g_01324	Prbi.g_00866
OG0000667	Pran.g_01323	Prbi.g_00867
OG0000668	Pran.g_01322	Prbi.g_00868
OG0000669	Pran.g_01320	Prbi.g_00870
OG0000670	Pran.g_01319	Prbi.g_00871
OG0000671	Pran.g_01318	Prbi.g_00872
OG0000672	Pran.g_01317	Prbi.g_00873
OG0000673	Pran.g_01316	Prbi.g_00874
OG0000674	Pran.g_01315	Prbi.g_00875
OG0000675	Pran.g_01313	Prbi.g_00877
OG0000676	Pran.g_01312	Prbi.g_00878
OG0000677	Pran.g_01310	Prbi.g_00881
OG0000678	Pran.g_01308	Prbi.g_00883
OG0000679	Pran.g_01307	Prbi.g_00884
OG0000680	Pran.g_01306	Prbi.g_00885
OG0000681	Pran.g_01305	Prbi.g_00886
OG0000682	Pran.g_01304	Prbi.g_00887
OG0000683	Pran.g_01302	Prbi.g_00889
OG0000684	Pran.g_01301	Prbi.g_00890
OG0000685	Pran.g_01300	Prbi.g_00891
OG0000686	Pran.g_01299	Prbi.g_00892
OG0000687	Pran.g_01298	Prbi.g_00893
OG0000688	Pran.g_01297	Prbi.g_00894
OG0000689	Pran.g_01296	Prbi.g_00895
OG0000690	Pran.g_01295	Prbi.g_00896
OG0000691	Pran.g_01294	Prbi.g_00897
OG0000692	Pran.g_01292	Prbi.g_00899
OG0000693	Pran.g_01291	Prbi.g_00900
OG0000694	Pran.g_01290	Prbi.g_00901
OG0000695	Pran.g_01289	Prbi.g_00902
OG0000696	Pran.g_01287	Prbi.g_00903
OG0000697	Pran.g_01285	Prbi.g_00905
OG0000698	Pran.g_01283	Prbi.g_00907
OG0000699	Pran.g_01282	Prbi.g_00908
OG0000700	Pran.g_00413	Prbi.g_00934
OG0000701	Pran.g_00418	Prbi.g_00939
OG0000702	Pran.g_00421	Prbi.g_00942
OG0000703	Pran.g_00422	Prbi.g_00943
OG0000704	Pran.g_00423	Prbi.g_00944
OG0000705	Pran.g_00424	Prbi.g_00945
OG0000706	Pran.g_00425	Prbi.g_00946
OG0000707	Pran.g_00426	Prbi.g_00948
OG0000708	Pran.g_00427	Prbi.g_00949
OG0000709	Pran.g_00429	Prbi.g_00951
OG0000710	Pran.g_00430	Prbi.g_00952
OG0000711	Pran.g_00431	Prbi.g_00953
OG0000712	Pran.g_00432	Prbi.g_00954
OG0000713	Pran.g_00433	Prbi.g_00955
OG0000714	Pran.g_00435	Prbi.g_00957
OG0000715	Pran.g_00436	Prbi.g_00958
OG0000716	Pran.g_00438	Prbi.g_00960
OG0000717	Pran.g_00439	Prbi.g_00961
OG0000718	Pran.g_00440	Prbi.g_00962
OG0000719	Pran.g_00442	Prbi.g_00964
OG0000720	Pran.g_00443	Prbi.g_00965
OG0000721	Pran.g_00445	Prbi.g_00968
OG0000722	Pran.g_00446	Prbi.g_00969
OG0000723	Pran.g_00447	Prbi.g_00970
OG0000724	Pran.g_00449	Prbi.g_00971
OG0000725	Pran.g_00450	Prbi.g_00972
OG0000726	Pran.g_00451	Prbi.g_00973
OG0000727	Pran.g_00452	Prbi.g_00974
OG0000728	Pran.g_00453	Prbi.g_00975
OG0000729	Pran.g_00454	Prbi.g_00976
OG0000730	Pran.g_00455	Prbi.g_00977
OG0000731	Pran.g_00456	Prbi.g_00978
OG0000732	Pran.g_00457	Prbi.g_00979
OG0000733	Pran.g_00458	Prbi.g_00980
OG0000734	Pran.g_00459	Prbi.g_00981
OG0000735	Pran.g_00461	Prbi.g_00983
OG0000736	Pran.g_00462	Prbi.g_00984
OG0000737	Pran.g_00463	Prbi.g_00985
OG0000738	Pran.g_00464	Prbi.g_00986
OG0000739	Pran.g_00465	Prbi.g_00987
OG0000740	Pran.g_00466	Prbi.g_00988
OG0000741	Pran.g_00467	Prbi.g_00989
OG0000742	Pran.g_00469	Prbi.g_00991
OG0000743	Pran.g_00470	Prbi.g_00992
OG0000744	Pran.g_00471	Prbi.g_00993
OG0000745	Pran.g_00472	Prbi.g_00994
OG0000746	Pran.g_00473	Prbi.g_00995
OG0000747	Pran.g_00474	Prbi.g_00996
OG0000748	Pran.g_00475	Prbi.g_00997
OG0000749	Pran.g_00476	Prbi.g_00998
OG0000750	Pran.g_00477	Prbi.g_00999
OG0000751	Pran.g_00478	Prbi.g_01000
OG0000752	Pran.g_00479	Prbi.g_01001
OG0000753	Pran.g_00481	Prbi.g_01003
OG0000754	Pran.g_00482	Prbi.g_01004
OG0000755	Pran.g_00483	Prbi.g_01005
OG0000756	Pran.g_00484	Prbi.g_01006
OG0000757	Pran.g_00485	Prbi.g_01007
OG0000758	Pran.g_00486	Prbi.g_01008
OG0000759	Pran.g_00488	Prbi.g_01010
OG0000760	Pran.g_00489	Prbi.g_01011
OG0000761	Pran.g_00490	Prbi.g_01012
OG0000762	Pran.g_00492	Prbi.g_01014
OG0000763	Pran.g_00493	Prbi.g_01015
OG0000764	Pran.g_00494	Prbi.g_01016
OG0000765	Pran.g_00495	Prbi.g_01017
OG0000766	Pran.g_00496	Prbi.g_01018
OG0000767	Pran.g_00498	Prbi.g_01020
OG0000768	Pran.g_00499	Prbi.g_01021
OG0000769	Pran.g_00500	Prbi.g_01022
OG0000770	Pran.g_00501	Prbi.g_01023
OG0000771	Pran.g_00502	Prbi.g_01024
OG0000772	Pran.g_00503	Prbi.g_01025
OG0000773	Pran.g_00504	Prbi.g_01026
OG0000774	Pran.g_00505	Prbi.g_01027
OG0000775	Pran.g_00506	Prbi.g_01028
OG0000776	Pran.g_00508	Prbi.g_01030
OG0000777	Pran.g_00510	Prbi.g_01032
OG0000778	Pran.g_00511	Prbi.g_01033
OG0000779	Pran.g_00512	Prbi.g_01034
OG0000780	Pran.g_00514	Prbi.g_01036
OG0000781	Pran.g_00516	Prbi.g_01038
OG0000782	Pran.g_00517	Prbi.g_01039
OG0000783	Pran.g_00537	Prbi.g_01055
OG0000784	Pran.g_00539	Prbi.g_01057
OG0000785	Pran.g_00540	Prbi.g_01058
OG0000786	Pran.g_00541	Prbi.g_01059
OG0000787	Pran.g_00542	Prbi.g_01060
OG0000788	Pran.g_00546	Prbi.g_01064
OG0000789	Pran.g_00548	Prbi.g_01066
OG0000790	Pran.g_00549	Prbi.g_01067
OG0000791	Pran.g_00550	Prbi.g_01068
OG0000792	Pran.g_00551	Prbi.g_01069
OG0000793	Pran.g_00552	Prbi.g_01070
OG0000794	Pran.g_00554	Prbi.g_01072
OG0000795	Pran.g_00557	Prbi.g_01075
OG0000796	Pran.g_00558	Prbi.g_01076
OG0000797	Pran.g_00560	Prbi.g_01078
OG0000798	Pran.g_00561	Prbi.g_01079
OG0000799	Pran.g_00562	Prbi.g_01080
OG0000800	Pran.g_00563	Prbi.g_01081
OG0000801	Pran.g_00566	Prbi.g_01084
OG0000802	Pran.g_00567	Prbi.g_01085
OG0000803	Pran.g_00569	Prbi.g_01087
OG0000804	Pran.g_00570	Prbi.g_01088
OG0000805	Pran.g_00571	Prbi.g_01089
OG0000806	Pran.g_00573	Prbi.g_01091
OG0000807	Pran.g_00154	Prbi.g_01117
OG0000808	Pran.g_00144	Prbi.g_01127
OG0000809	Pran.g_00141	Prbi.g_01130
OG0000810	Pran.g_00140	Prbi.g_01131
OG0000811	Pran.g_00133	Prbi.g_01138
OG0000812	Pran.g_00129	Prbi.g_01142
OG0000813	Pran.g_00125	Prbi.g_01146
OG0000814	Pran.g_00123	Prbi.g_01148
OG0000815	Pran.g_00110	Prbi.g_01161
OG0000816	Pran.g_00092	Prbi.g_01175
OG0000817	Pran.g_00091	Prbi.g_01176
OG0000818	Pran.g_00085	Prbi.g_01181
OG0000819	Pran.g_00078	Prbi.g_01188
OG0000820	Pran.g_00075	Prbi.g_01192
OG0000821	Pran.g_00073	Prbi.g_01194
OG0000822	Pran.g_00072	Prbi.g_01195
OG0000823	Pran.g_00071	Prbi.g_01196
OG0000824	Pran.g_00070	Prbi.g_01197
OG0000825	Pran.g_00069	Prbi.g_01198
OG0000826	Pran.g_00068	Prbi.g_01199
OG0000827	Pran.g_00067	Prbi.g_01200
OG0000828	Pran.g_00066	Prbi.g_01201
OG0000829	Pran.g_00065	Prbi.g_01202
OG0000830	Pran.g_00064	Prbi.g_01203
OG0000831	Pran.g_00061	Prbi.g_01206
OG0000832	Pran.g_00059	Prbi.g_01208
OG0000833	Pran.g_00058	Prbi.g_01209
OG0000834	Pran.g_00057	Prbi.g_01210
OG0000835	Pran.g_00056	Prbi.g_01211
OG0000836	Pran.g_00055	Prbi.g_01212
OG0000837	Pran.g_00053	Prbi.g_01214
OG0000838	Pran.g_00052	Prbi.g_01215
OG0000839	Pran.g_00051	Prbi.g_01216
OG0000840	Pran.g_00050	Prbi.g_01217
OG0000841	Pran.g_00049	Prbi.g_01218
OG0000842	Pran.g_00048	Prbi.g_01219
OG0000843	Pran.g_00047	Prbi.g_01220
OG0000844	Pran.g_00046	Prbi.g_01221
OG0000845	Pran.g_00045	Prbi.g_01222
OG0000846	Pran.g_00042	Prbi.g_01225
OG0000847	Pran.g_00040	Prbi.g_01227
OG0000848	Pran.g_00039	Prbi.g_01228
OG0000849	Pran.g_00038	Prbi.g_01229
OG0000850	Pran.g_00037	Prbi.g_01230
OG0000851	Pran.g_00036	Prbi.g_01231
OG0000852	Pran.g_00034	Prbi.g_01233
OG0000853	Pran.g_00033	Prbi.g_01234
OG0000854	Pran.g_00031	Prbi.g_01236
OG0000855	Pran.g_00030	Prbi.g_01237
OG0000856	Pran.g_00029	Prbi.g_01238
OG0000857	Pran.g_00028	Prbi.g_01239
OG0000858	Pran.g_00027	Prbi.g_01240
OG0000859	Pran.g_00026	Prbi.g_01241
OG0000860	Pran.g_00025	Prbi.g_01242
OG0000861	Pran.g_00024	Prbi.g_01243
OG0000862	Pran.g_00023	Prbi.g_01244
OG0000863	Pran.g_00022	Prbi.g_01245
OG0000864	Pran.g_00021	Prbi.g_01246
OG0000865	Pran.g_00020	Prbi.g_01247
OG0000866	Pran.g_00019	Prbi.g_01248
OG0000867	Pran.g_00018	Prbi.g_01249
OG0000868	Pran.g_00017	Prbi.g_01250
OG0000869	Pran.g_00015	Prbi.g_01252
OG0000870	Pran.g_00014	Prbi.g_01253
OG0000871	Pran.g_00012	Prbi.g_01255
OG0000872	Pran.g_00011	Prbi.g_01256
OG0000873	Pran.g_00009	Prbi.g_01258
OG0000874	Pran.g_00008	Prbi.g_01259
OG0000875	Pran.g_00007	Prbi.g_01260
OG0000876	Pran.g_00006	Prbi.g_01261
OG0000877	Pran.g_00004	Prbi.g_01263
OG0000878	Pran.g_00899	Prbi.g_01363
OG0000879	Pran.g_00887	Prbi.g_01380
OG0000880	Pran.g_00886	Prbi.g_01381
OG0000881	Pran.g_00885	Prbi.g_01382
OG0000882	Pran.g_00884	Prbi.g_01383
OG0000883	Pran.g_00883	Prbi.g_01384
OG0000884	Pran.g_00881	Prbi.g_01386
OG0000885	Pran.g_00880	Prbi.g_01387
OG0000886	Pran.g_00879	Prbi.g_01388
OG0000887	Pran.g_00878	Prbi.g_01389
OG0000888	Pran.g_00877	Prbi.g_01390
OG0000889	Pran.g_00874	Prbi.g_01393
OG0000890	Pran.g_00873	Prbi.g_01394
OG0000891	Pran.g_00872	Prbi.g_01395
OG0000892	Pran.g_00870	Prbi.g_01397
OG0000893	Pran.g_00869	Prbi.g_01398
OG0000894	Pran.g_00868	Prbi.g_01399
OG0000895	Pran.g_00867	Prbi.g_01400
OG0000896	Pran.g_00866	Prbi.g_01401
OG0000897	Pran.g_00865	Prbi.g_01402
OG0000898	Pran.g_00863	Prbi.g_01404
OG0000899	Pran.g_00862	Prbi.g_01405
OG0000900	Pran.g_00855	Prbi.g_01421
OG0000901	Pran.g_00854	Prbi.g_01425
OG0000902	Pran.g_00853	Prbi.g_01426
OG0000903	Pran.g_00852	Prbi.g_01427
OG0000904	Pran.g_00850	Prbi.g_01429
OG0000905	Pran.g_00848	Prbi.g_01431
OG0000906	Pran.g_00847	Prbi.g_01433
OG0000907	Pran.g_00846	Prbi.g_01434
OG0000908	Pran.g_00843	Prbi.g_01437
OG0000909	Pran.g_00839	Prbi.g_01441
OG0000910	Pran.g_00838	Prbi.g_01442
OG0000911	Pran.g_00837	Prbi.g_01443
OG0000912	Pran.g_00836	Prbi.g_01444
OG0000913	Pran.g_00835	Prbi.g_01445
OG0000914	Pran.g_00834	Prbi.g_01446
OG0000915	Pran.g_00833	Prbi.g_01447
OG0000916	Pran.g_00832	Prbi.g_01448
OG0000917	Pran.g_00831	Prbi.g_01449
OG0000918	Pran.g_00830	Prbi.g_01450
OG0000919	Pran.g_00829	Prbi.g_01451
OG0000920	Pran.g_00828	Prbi.g_01452
OG0000921	Pran.g_00827	Prbi.g_01453
OG0000922	Pran.g_00826	Prbi.g_01454
OG0000923	Pran.g_00825	Prbi.g_01455
OG0000924	Pran.g_00824	Prbi.g_01456
OG0000925	Pran.g_00823	Prbi.g_01457
OG0000926	Pran.g_00822	Prbi.g_01489
OG0000927	Pran.g_00751	Prbi.g_01571
OG0000928	Pran.g_00750	Prbi.g_01572
OG0000929	Pran.g_00749	Prbi.g_01573
OG0000930	Pran.g_00748	Prbi.g_01574
OG0000931	Pran.g_00747	Prbi.g_01575
OG0000932	Pran.g_00745	Prbi.g_01577
OG0000933	Pran.g_00744	Prbi.g_01578
OG0000934	Pran.g_00743	Prbi.g_01579
OG0000935	Pran.g_00742	Prbi.g_01580
OG0000936	Pran.g_00741	Prbi.g_01581
OG0000937	Pran.g_00740	Prbi.g_01582
OG0000938	Pran.g_00739	Prbi.g_01583
OG0000939	Pran.g_00738	Prbi.g_01584
OG0000940	Pran.g_00737	Prbi.g_01585
OG0000941	Pran.g_00735	Prbi.g_01587
OG0000942	Pran.g_00734	Prbi.g_01588
OG0000943	Pran.g_00731	Prbi.g_01593
OG0000944	Pran.g_00730	Prbi.g_01594
OG0000945	Pran.g_00729	Prbi.g_01595
OG0000946	Pran.g_00728	Prbi.g_01596
OG0000947	Pran.g_00727	Prbi.g_01597
OG0000948	Pran.g_00726	Prbi.g_01598
OG0000949	Pran.g_00725	Prbi.g_01599
OG0000950	Pran.g_00724	Prbi.g_01600
OG0000951	Pran.g_00723	Prbi.g_01601
OG0000952	Pran.g_00722	Prbi.g_01602
OG0000953	Pran.g_00721	Prbi.g_01603
OG0000954	Pran.g_00720	Prbi.g_01604
OG0000955	Pran.g_00719	Prbi.g_01605
OG0000956	Pran.g_00718	Prbi.g_01606
OG0000957	Pran.g_00717	Prbi.g_01607
OG0000958	Pran.g_00716	Prbi.g_01608
OG0000959	Pran.g_00715	Prbi.g_01609
OG0000960	Pran.g_00714	Prbi.g_01610
OG0000961	Pran.g_00710	Prbi.g_01613
OG0000962	Pran.g_00709	Prbi.g_01614
OG0000963	Pran.g_00708	Prbi.g_01615
OG0000964	Pran.g_00706	Prbi.g_01617
OG0000965	Pran.g_00705	Prbi.g_01618
OG0000966	Pran.g_00704	Prbi.g_01619
OG0000967	Pran.g_00703	Prbi.g_01620
OG0000968	Pran.g_00702	Prbi.g_01621
OG0000969	Pran.g_00701	Prbi.g_01622
OG0000970	Pran.g_00700	Prbi.g_01623
OG0000971	Pran.g_00699	Prbi.g_01624
OG0000972	Pran.g_00698	Prbi.g_01625
OG0000973	Pran.g_00697	Prbi.g_01626
OG0000974	Pran.g_00695	Prbi.g_01628
OG0000975	Pran.g_00692	Prbi.g_01631
OG0000976	Pran.g_00690	Prbi.g_01633
OG0000977	Pran.g_00689	Prbi.g_01634
OG0000978	Pran.g_00688	Prbi.g_01635
OG0000979	Pran.g_00686	Prbi.g_01637
OG0000980	Pran.g_00685	Prbi.g_01638
OG0000981	Pran.g_00684	Prbi.g_01639
OG0000982	Pran.g_00683	Prbi.g_01640
OG0000983	Pran.g_00681	Prbi.g_01642
OG0000984	Pran.g_00680	Prbi.g_01643
OG0000985	Pran.g_00679	Prbi.g_01644
OG0000986	Pran.g_00678	Prbi.g_01645
OG0000987	Pran.g_00677	Prbi.g_01646
OG0000988	Pran.g_00676	Prbi.g_01647
OG0000989	Pran.g_00675	Prbi.g_01648
OG0000990	Pran.g_00674	Prbi.g_01649
OG0000991	Pran.g_00673	Prbi.g_01650
OG0000992	Pran.g_00672	Prbi.g_01651
OG0000993	Pran.g_00671	Prbi.g_01652
OG0000994	Pran.g_00670	Prbi.g_01653
OG0000995	Pran.g_00669	Prbi.g_01654
OG0000996	Pran.g_00668	Prbi.g_01655
OG0000997	Pran.g_00667	Prbi.g_01656
OG0000998	Pran.g_00666	Prbi.g_01657
OG0000999	Pran.g_00665	Prbi.g_01658
OG0001000	Pran.g_00664	Prbi.g_01659
OG0001001	Pran.g_00662	Prbi.g_01661
OG0001002	Pran.g_00661	Prbi.g_01662
OG0001003	Pran.g_00660	Prbi.g_01663
OG0001004	Pran.g_00659	Prbi.g_01664
OG0001005	Pran.g_00658	Prbi.g_01665
OG0001006	Pran.g_00657	Prbi.g_01666
OG0001007	Pran.g_00656	Prbi.g_01667
OG0001008	Pran.g_00654	Prbi.g_01669
OG0001009	Pran.g_00653	Prbi.g_01670
OG0001010	Pran.g_00646	Prbi.g_01678
OG0001011	Pran.g_00636	Prbi.g_01685
OG0001012	Pran.g_00598	Prbi.g_01711
OG0001013	Pran.g_00964	Prbi.g_01781
OG0001014	Pran.g_00965	Prbi.g_01782
OG0001015	Pran.g_00971	Prbi.g_01788
OG0001016	Pran.g_00972	Prbi.g_01789
OG0001017	Pran.g_00973	Prbi.g_01790
OG0001018	Pran.g_00974	Prbi.g_01791
OG0001019	Pran.g_00976	Prbi.g_01793
OG0001020	Pran.g_00977	Prbi.g_01794
OG0001021	Pran.g_00978	Prbi.g_01795
OG0001022	Pran.g_00979	Prbi.g_01796
OG0001023	Pran.g_00980	Prbi.g_01797
OG0001024	Pran.g_00981	Prbi.g_01798
OG0001025	Pran.g_00982	Prbi.g_01799
OG0001026	Pran.g_00984	Prbi.g_01801
OG0001027	Pran.g_00985	Prbi.g_01802
OG0001028	Pran.g_00986	Prbi.g_01803
OG0001029	Pran.g_00987	Prbi.g_01804
OG0001030	Pran.g_00988	Prbi.g_01805
OG0001031	Pran.g_00989	Prbi.g_01806
OG0001032	Pran.g_00990	Prbi.g_01807
OG0001033	Pran.g_00991	Prbi.g_01808
OG0001034	Pran.g_00992	Prbi.g_01809
OG0001035	Pran.g_00994	Prbi.g_01811
OG0001036	Pran.g_00995	Prbi.g_01812
OG0001037	Pran.g_00996	Prbi.g_01813
OG0001038	Pran.g_00997	Prbi.g_01814
OG0001039	Pran.g_00998	Prbi.g_01815
OG0001040	Pran.g_00999	Prbi.g_01816
OG0001041	Pran.g_01000	Prbi.g_01817
OG0001042	Pran.g_01001	Prbi.g_01818
OG0001043	Pran.g_01002	Prbi.g_01819
OG0001044	Pran.g_01003	Prbi.g_01820
OG0001045	Pran.g_01004	Prbi.g_01821
OG0001046	Pran.g_01005	Prbi.g_01822
OG0001047	Pran.g_01008	Prbi.g_01825
OG0001048	Pran.g_01010	Prbi.g_01827
OG0001049	Pran.g_01011	Prbi.g_01828
OG0001050	Pran.g_01012	Prbi.g_01829
OG0001051	Pran.g_01013	Prbi.g_01830
OG0001052	Pran.g_01014	Prbi.g_01831
OG0001053	Pran.g_01015	Prbi.g_01832
OG0001054	Pran.g_01017	Prbi.g_01834
OG0001055	Pran.g_01018	Prbi.g_01835
OG0001056	Pran.g_01019	Prbi.g_01836
OG0001057	Pran.g_01020	Prbi.g_01837
OG0001058	Pran.g_01021	Prbi.g_01838
OG0001059	Pran.g_01022	Prbi.g_01839
OG0001060	Pran.g_01023	Prbi.g_01840
OG0001061	Pran.g_01024	Prbi.g_01841
OG0001062	Pran.g_01025	Prbi.g_01842
OG0001063	Pran.g_01026	Prbi.g_01843
OG0001064	Pran.g_01028	Prbi.g_01845
OG0001065	Pran.g_01032	Prbi.g_01848
OG0001066	Pran.g_01033	Prbi.g_01849
OG0001067	Pran.g_01034	Prbi.g_01850
OG0001068	Pran.g_01036	Prbi.g_01852
OG0001069	Pran.g_01037	Prbi.g_01853
OG0001070	Pran.g_01038	Prbi.g_01854
OG0001071	Pran.g_01039	Prbi.g_01855
OG0001072	Pran.g_01040	Prbi.g_01856
OG0001073	Pran.g_01041	Prbi.g_01857
OG0001074	Pran.g_01042	Prbi.g_01858
OG0001075	Pran.g_01044	Prbi.g_01859
OG0001076	Pran.g_01045	Prbi.g_01860
OG0001077	Pran.g_01046	Prbi.g_01861
OG0001078	Pran.g_01047	Prbi.g_01863
OG0001079	Pran.g_01048	Prbi.g_01864
OG0001080	Pran.g_01049	Prbi.g_01865
OG0001081	Pran.g_01052	Prbi.g_01868
OG0001082	Pran.g_01053	Prbi.g_01869
OG0001083	Pran.g_01054	Prbi.g_01870
OG0001084	Pran.g_01055	Prbi.g_01872
OG0001085	Pran.g_01056	Prbi.g_01873
OG0001086	Pran.g_01057	Prbi.g_01874
OG0001087	Pran.g_01058	Prbi.g_01875
OG0001088	Pran.g_01059	Prbi.g_01876
OG0001089	Pran.g_01062	Prbi.g_01896
OG0001090	Pran.g_01064	Prbi.g_01898
OG0001091	Pran.g_01065	Prbi.g_01899
OG0001092	Pran.g_01066	Prbi.g_01900
OG0001093	Pran.g_01067	Prbi.g_01901
OG0001094	Pran.g_01069	Prbi.g_01902
OG0001095	Pran.g_01070	Prbi.g_01903
OG0001096	Pran.g_01071	Prbi.g_01904
OG0001097	Pran.g_01072	Prbi.g_01905
OG0001098	Pran.g_01073	Prbi.g_01906
OG0001099	Pran.g_01074	Prbi.g_01907
OG0001100	Pran.g_01075	Prbi.g_01908
OG0001101	Pran.g_01076	Prbi.g_01909
OG0001102	Pran.g_01077	Prbi.g_01910
OG0001103	Pran.g_01078	Prbi.g_01911
OG0001104	Pran.g_01079	Prbi.g_01912
OG0001105	Pran.g_01080	Prbi.g_01913
OG0001106	Pran.g_01081	Prbi.g_01914
OG0001107	Pran.g_01082	Prbi.g_01915
OG0001108	Pran.g_01083	Prbi.g_01916
OG0001109	Pran.g_01084	Prbi.g_01917
OG0001110	Pran.g_01085	Prbi.g_01918
OG0001111	Pran.g_01086	Prbi.g_01919
OG0001112	Pran.g_01087	Prbi.g_01920
OG0001113	Pran.g_01088	Prbi.g_01921
OG0001114	Pran.g_01089	Prbi.g_01922
OG0001115	Pran.g_01090	Prbi.g_01923
