Orthogroup	Pran	Prbl
OG0000575	Pran.g_01523	Prbl.g_01031
OG0000576	Pran.g_01522	Prbl.g_01030
OG0000577	Pran.g_01521	Prbl.g_01412
OG0000578	Pran.g_01520	Prbl.g_01411
OG0000579	Pran.g_01519	Prbl.g_01409
OG0000580	Pran.g_01518	Prbl.g_01406
OG0000581	Pran.g_01517	Prbl.g_01405
OG0000582	Pran.g_01516	Prbl.g_01404
OG0000583	Pran.g_01515	Prbl.g_01403
OG0000584	Pran.g_01514	Prbl.g_01401
OG0000585	Pran.g_01513	Prbl.g_01400
OG0000586	Pran.g_01511	Prbl.g_01398
OG0000587	Pran.g_01510	Prbl.g_01397
OG0000588	Pran.g_01508	Prbl.g_01394
OG0000589	Pran.g_01507	Prbl.g_01392
OG0000590	Pran.g_01505	Prbl.g_00891
OG0000591	Pran.g_01499	Prbl.g_01915
OG0000592	Pran.g_01498	Prbl.g_00027
OG0000593	Pran.g_01497	Prbl.g_01242
OG0000594	Pran.g_01495	Prbl.g_02295
OG0000595	Pran.g_01494	Prbl.g_01046
OG0000596	Pran.g_01493	Prbl.g_01869
OG0000597	Pran.g_01491	Prbl.g_01847
OG0000598	Pran.g_01490	Prbl.g_01853
OG0000599	Pran.g_01489	Prbl.g_01857
OG0000600	Pran.g_01488	Prbl.g_01858
OG0000601	Pran.g_01486	Prbl.g_01872
OG0000602	Pran.g_01485	Prbl.g_01873
OG0000603	Pran.g_01484	Prbl.g_01874
OG0000604	Pran.g_01483	Prbl.g_00021
OG0000605	Pran.g_01482	Prbl.g_00022
OG0000606	Pran.g_01481	Prbl.g_00024
OG0000607	Pran.g_01479	Prbl.g_00026
OG0000608	Pran.g_01478	Prbl.g_02373
OG0000609	Pran.g_01472	Prbl.g_02137
OG0000610	Pran.g_01471	Prbl.g_00120
OG0000611	Pran.g_01459	Prbl.g_02565
OG0000612	Pran.g_01458	Prbl.g_02564
OG0000613	Pran.g_01457	Prbl.g_02563
OG0000614	Pran.g_01456	Prbl.g_02562
OG0000615	Pran.g_01454	Prbl.g_02561
OG0000616	Pran.g_01453	Prbl.g_02560
OG0000617	Pran.g_01452	Prbl.g_02559
OG0000618	Pran.g_01451	Prbl.g_02558
OG0000619	Pran.g_01450	Prbl.g_02556
OG0000620	Pran.g_01449	Prbl.g_02555
OG0000621	Pran.g_01448	Prbl.g_02554
OG0000622	Pran.g_01447	Prbl.g_02553
OG0000623	Pran.g_01446	Prbl.g_02552
OG0000624	Pran.g_01445	Prbl.g_02551
OG0000625	Pran.g_01444	Prbl.g_02550
OG0000626	Pran.g_01443	Prbl.g_02549
OG0000627	Pran.g_01442	Prbl.g_02426
OG0000628	Pran.g_01441	Prbl.g_02427
OG0000629	Pran.g_01440	Prbl.g_02430
OG0000630	Pran.g_01439	Prbl.g_02431
OG0000631	Pran.g_01437	Prbl.g_02434
OG0000632	Pran.g_01420	Prbl.g_00040
OG0000633	Pran.g_01415	Prbl.g_01904
OG0000634	Pran.g_01400	Prbl.g_00534
OG0000635	Pran.g_01378	Prbl.g_02470
OG0000636	Pran.g_01377	Prbl.g_02469
OG0000637	Pran.g_01376	Prbl.g_02468
OG0000638	Pran.g_01365	Prbl.g_01195
OG0000639	Pran.g_01356	Prbl.g_01930
OG0000640	Pran.g_01354	Prbl.g_02435
OG0000641	Pran.g_01352	Prbl.g_02440
OG0000642	Pran.g_01351	Prbl.g_02441
OG0000643	Pran.g_01350	Prbl.g_02442
OG0000644	Pran.g_01349	Prbl.g_02341
OG0000645	Pran.g_01348	Prbl.g_02340
OG0000646	Pran.g_01347	Prbl.g_02339
OG0000647	Pran.g_01346	Prbl.g_02338
OG0000648	Pran.g_01344	Prbl.g_02336
OG0000649	Pran.g_01343	Prbl.g_02335
OG0000650	Pran.g_01342	Prbl.g_02334
OG0000651	Pran.g_01341	Prbl.g_02333
OG0000652	Pran.g_01340	Prbl.g_02332
OG0000653	Pran.g_01339	Prbl.g_02331
OG0000654	Pran.g_01337	Prbl.g_02329
OG0000655	Pran.g_01335	Prbl.g_02327
OG0000656	Pran.g_01334	Prbl.g_02326
OG0000657	Pran.g_01333	Prbl.g_02325
OG0000658	Pran.g_01332	Prbl.g_02324
OG0000659	Pran.g_01331	Prbl.g_02323
OG0000660	Pran.g_01330	Prbl.g_02322
OG0000661	Pran.g_01329	Prbl.g_02320
OG0000662	Pran.g_01328	Prbl.g_02317
OG0000663	Pran.g_01327	Prbl.g_02316
OG0000664	Pran.g_01326	Prbl.g_02315
OG0000665	Pran.g_01325	Prbl.g_02314
OG0000666	Pran.g_01324	Prbl.g_02313
OG0000667	Pran.g_01323	Prbl.g_02312
OG0000668	Pran.g_01322	Prbl.g_02311
OG0000669	Pran.g_01320	Prbl.g_02309
OG0000670	Pran.g_01319	Prbl.g_02308
OG0000671	Pran.g_01318	Prbl.g_02307
OG0000672	Pran.g_01317	Prbl.g_02306
OG0000673	Pran.g_01316	Prbl.g_02305
OG0000674	Pran.g_01315	Prbl.g_02304
OG0000675	Pran.g_01313	Prbl.g_01534
OG0000676	Pran.g_01312	Prbl.g_01535
OG0000677	Pran.g_01310	Prbl.g_01538
OG0000678	Pran.g_01308	Prbl.g_01540
OG0000679	Pran.g_01307	Prbl.g_01542
OG0000680	Pran.g_01306	Prbl.g_01543
OG0000681	Pran.g_01305	Prbl.g_01544
OG0000682	Pran.g_01304	Prbl.g_01545
OG0000683	Pran.g_01302	Prbl.g_01547
OG0000684	Pran.g_01301	Prbl.g_01548
OG0000685	Pran.g_01300	Prbl.g_01549
OG0000686	Pran.g_01299	Prbl.g_01550
OG0000687	Pran.g_01298	Prbl.g_01551
OG0000688	Pran.g_01297	Prbl.g_01552
OG0000689	Pran.g_01296	Prbl.g_01554
OG0000690	Pran.g_01295	Prbl.g_01555
OG0000691	Pran.g_01294	Prbl.g_01556
OG0000692	Pran.g_01292	Prbl.g_01567
OG0000693	Pran.g_01291	Prbl.g_01568
OG0000694	Pran.g_01290	Prbl.g_01571
OG0000695	Pran.g_01289	Prbl.g_01576
OG0000696	Pran.g_01287	Prbl.g_01577
OG0000697	Pran.g_01285	Prbl.g_01579
OG0000698	Pran.g_01283	Prbl.g_02423
OG0000699	Pran.g_01282	Prbl.g_02546
OG0000700	Pran.g_00413	Prbl.g_02530
OG0000701	Pran.g_00418	Prbl.g_01329
OG0000702	Pran.g_00421	Prbl.g_01588
OG0000703	Pran.g_00422	Prbl.g_02414
OG0000704	Pran.g_00423	Prbl.g_01078
OG0000705	Pran.g_00424	Prbl.g_02413
OG0000706	Pran.g_00425	Prbl.g_02412
OG0000707	Pran.g_00426	Prbl.g_02410
OG0000708	Pran.g_00427	Prbl.g_02409
OG0000709	Pran.g_00429	Prbl.g_02407
OG0000710	Pran.g_00430	Prbl.g_02406
OG0000711	Pran.g_00431	Prbl.g_02405
OG0000712	Pran.g_00432	Prbl.g_02404
OG0000713	Pran.g_00433	Prbl.g_02403
OG0000714	Pran.g_00435	Prbl.g_02395
OG0000715	Pran.g_00436	Prbl.g_02393
OG0000716	Pran.g_00438	Prbl.g_02388
OG0000717	Pran.g_00439	Prbl.g_02386
OG0000718	Pran.g_00440	Prbl.g_02383
OG0000719	Pran.g_00442	Prbl.g_02368
OG0000720	Pran.g_00443	Prbl.g_02367
OG0000721	Pran.g_00445	Prbl.g_02365
OG0000722	Pran.g_00446	Prbl.g_02364
OG0000723	Pran.g_00447	Prbl.g_02363
OG0000724	Pran.g_00449	Prbl.g_02350
OG0000725	Pran.g_00450	Prbl.g_02351
OG0000726	Pran.g_00451	Prbl.g_02352
OG0000727	Pran.g_00452	Prbl.g_02353
OG0000728	Pran.g_00453	Prbl.g_02354
OG0000729	Pran.g_00454	Prbl.g_02356
OG0000730	Pran.g_00455	Prbl.g_02359
OG0000731	Pran.g_00456	Prbl.g_02348
OG0000732	Pran.g_00457	Prbl.g_02347
OG0000733	Pran.g_00458	Prbl.g_02346
OG0000734	Pran.g_00459	Prbl.g_02345
OG0000735	Pran.g_00461	Prbl.g_02344
OG0000736	Pran.g_00462	Prbl.g_02343
OG0000737	Pran.g_00463	Prbl.g_02342
OG0000738	Pran.g_00464	Prbl.g_02443
OG0000739	Pran.g_00465	Prbl.g_02444
OG0000740	Pran.g_00466	Prbl.g_02445
OG0000741	Pran.g_00467	Prbl.g_02447
OG0000742	Pran.g_00469	Prbl.g_02449
OG0000743	Pran.g_00470	Prbl.g_02450
OG0000744	Pran.g_00471	Prbl.g_02452
OG0000745	Pran.g_00472	Prbl.g_02453
OG0000746	Pran.g_00473	Prbl.g_02454
OG0000747	Pran.g_00474	Prbl.g_01688
OG0000748	Pran.g_00475	Prbl.g_02462
OG0000749	Pran.g_00476	Prbl.g_02463
OG0000750	Pran.g_00477	Prbl.g_02465
OG0000751	Pran.g_00478	Prbl.g_02466
OG0000752	Pran.g_00479	Prbl.g_02210
OG0000753	Pran.g_00481	Prbl.g_02471
OG0000754	Pran.g_00482	Prbl.g_02472
OG0000755	Pran.g_00483	Prbl.g_02473
OG0000756	Pran.g_00484	Prbl.g_02475
OG0000757	Pran.g_00485	Prbl.g_02476
OG0000758	Pran.g_00486	Prbl.g_02477
OG0000759	Pran.g_00488	Prbl.g_02482
OG0000760	Pran.g_00489	Prbl.g_02483
OG0000761	Pran.g_00490	Prbl.g_02485
OG0000762	Pran.g_00492	Prbl.g_02487
OG0000763	Pran.g_00493	Prbl.g_02489
OG0000764	Pran.g_00494	Prbl.g_02491
OG0000765	Pran.g_00495	Prbl.g_02492
OG0000766	Pran.g_00496	Prbl.g_02493
OG0000767	Pran.g_00498	Prbl.g_02495
OG0000768	Pran.g_00499	Prbl.g_02496
OG0000769	Pran.g_00500	Prbl.g_02497
OG0000770	Pran.g_00501	Prbl.g_02498
OG0000771	Pran.g_00502	Prbl.g_02499
OG0000772	Pran.g_00503	Prbl.g_02608
OG0000773	Pran.g_00504	Prbl.g_02501
OG0000774	Pran.g_00505	Prbl.g_02503
OG0000775	Pran.g_00506	Prbl.g_02505
OG0000776	Pran.g_00508	Prbl.g_02508
OG0000777	Pran.g_00510	Prbl.g_02509
OG0000778	Pran.g_00511	Prbl.g_02510
OG0000779	Pran.g_00512	Prbl.g_02514
OG0000780	Pran.g_00514	Prbl.g_02516
OG0000781	Pran.g_00516	Prbl.g_02520
OG0000782	Pran.g_00517	Prbl.g_02521
OG0000783	Pran.g_00537	Prbl.g_02526
OG0000784	Pran.g_00539	Prbl.g_02528
OG0000785	Pran.g_00540	Prbl.g_02529
OG0000786	Pran.g_00541	Prbl.g_02531
OG0000787	Pran.g_00542	Prbl.g_02532
OG0000788	Pran.g_00546	Prbl.g_02538
OG0000789	Pran.g_00548	Prbl.g_02541
OG0000790	Pran.g_00549	Prbl.g_02209
OG0000791	Pran.g_00550	Prbl.g_02542
OG0000792	Pran.g_00551	Prbl.g_02543
OG0000793	Pran.g_00552	Prbl.g_02544
OG0000794	Pran.g_00554	Prbl.g_02547
OG0000795	Pran.g_00557	Prbl.g_00939
OG0000796	Pran.g_00558	Prbl.g_00938
OG0000797	Pran.g_00560	Prbl.g_00935
OG0000798	Pran.g_00561	Prbl.g_00934
OG0000799	Pran.g_00562	Prbl.g_00933
OG0000800	Pran.g_00563	Prbl.g_00932
OG0000801	Pran.g_00566	Prbl.g_00929
OG0000802	Pran.g_00567	Prbl.g_00928
OG0000803	Pran.g_00569	Prbl.g_00925
OG0000804	Pran.g_00570	Prbl.g_00924
OG0000805	Pran.g_00571	Prbl.g_00923
OG0000806	Pran.g_00573	Prbl.g_00922
OG0000807	Pran.g_00154	Prbl.g_02575
OG0000808	Pran.g_00144	Prbl.g_01603
OG0000809	Pran.g_00141	Prbl.g_00472
OG0000810	Pran.g_00140	Prbl.g_01686
OG0000811	Pran.g_00133	Prbl.g_02062
OG0000812	Pran.g_00129	Prbl.g_01199
OG0000813	Pran.g_00125	Prbl.g_01208
OG0000814	Pran.g_00123	Prbl.g_00687
OG0000815	Pran.g_00110	Prbl.g_01621
OG0000816	Pran.g_00092	Prbl.g_02197
OG0000817	Pran.g_00091	Prbl.g_02203
OG0000818	Pran.g_00085	Prbl.g_01931
OG0000819	Pran.g_00078	Prbl.g_00694
OG0000820	Pran.g_00075	Prbl.g_00545
OG0000821	Pran.g_00073	Prbl.g_02066
OG0000822	Pran.g_00072	Prbl.g_02067
OG0000823	Pran.g_00071	Prbl.g_02068
OG0000824	Pran.g_00070	Prbl.g_02069
OG0000825	Pran.g_00069	Prbl.g_02071
OG0000826	Pran.g_00068	Prbl.g_02072
OG0000827	Pran.g_00067	Prbl.g_02075
OG0000828	Pran.g_00066	Prbl.g_02077
OG0000829	Pran.g_00065	Prbl.g_02078
OG0000830	Pran.g_00064	Prbl.g_02081
OG0000831	Pran.g_00061	Prbl.g_02083
OG0000832	Pran.g_00059	Prbl.g_02085
OG0000833	Pran.g_00058	Prbl.g_02086
OG0000834	Pran.g_00057	Prbl.g_02088
OG0000835	Pran.g_00056	Prbl.g_02089
OG0000836	Pran.g_00055	Prbl.g_02090
OG0000837	Pran.g_00053	Prbl.g_02100
OG0000838	Pran.g_00052	Prbl.g_02102
OG0000839	Pran.g_00051	Prbl.g_02103
OG0000840	Pran.g_00050	Prbl.g_02104
OG0000841	Pran.g_00049	Prbl.g_02105
OG0000842	Pran.g_00048	Prbl.g_00178
OG0000843	Pran.g_00047	Prbl.g_00179
OG0000844	Pran.g_00046	Prbl.g_00180
OG0000845	Pran.g_00045	Prbl.g_00181
OG0000846	Pran.g_00042	Prbl.g_00184
OG0000847	Pran.g_00040	Prbl.g_00185
OG0000848	Pran.g_00039	Prbl.g_01379
OG0000849	Pran.g_00038	Prbl.g_01382
OG0000850	Pran.g_00037	Prbl.g_01383
OG0000851	Pran.g_00036	Prbl.g_01120
OG0000852	Pran.g_00034	Prbl.g_01118
OG0000853	Pran.g_00033	Prbl.g_01116
OG0000854	Pran.g_00031	Prbl.g_01114
OG0000855	Pran.g_00030	Prbl.g_01113
OG0000856	Pran.g_00029	Prbl.g_01112
OG0000857	Pran.g_00028	Prbl.g_01111
OG0000858	Pran.g_00027	Prbl.g_01110
OG0000859	Pran.g_00026	Prbl.g_01109
OG0000860	Pran.g_00025	Prbl.g_01108
OG0000861	Pran.g_00024	Prbl.g_01377
OG0000862	Pran.g_00023	Prbl.g_01376
OG0000863	Pran.g_00022	Prbl.g_01375
OG0000864	Pran.g_00021	Prbl.g_01374
OG0000865	Pran.g_00020	Prbl.g_01372
OG0000866	Pran.g_00019	Prbl.g_02579
OG0000867	Pran.g_00018	Prbl.g_02580
OG0000868	Pran.g_00017	Prbl.g_02582
OG0000869	Pran.g_00015	Prbl.g_02585
OG0000870	Pran.g_00014	Prbl.g_02586
OG0000871	Pran.g_00012	Prbl.g_02590
OG0000872	Pran.g_00011	Prbl.g_02591
OG0000873	Pran.g_00009	Prbl.g_02593
OG0000874	Pran.g_00008	Prbl.g_02594
OG0000875	Pran.g_00007	Prbl.g_00187
OG0000876	Pran.g_00006	Prbl.g_00186
OG0000877	Pran.g_00004	Prbl.g_01103
OG0000878	Pran.g_00899	Prbl.g_00461
OG0000879	Pran.g_00887	Prbl.g_00115
OG0000880	Pran.g_00886	Prbl.g_00114
OG0000881	Pran.g_00885	Prbl.g_00113
OG0000882	Pran.g_00884	Prbl.g_01711
OG0000883	Pran.g_00883	Prbl.g_01713
OG0000884	Pran.g_00881	Prbl.g_01715
OG0000885	Pran.g_00880	Prbl.g_01716
OG0000886	Pran.g_00879	Prbl.g_01717
OG0000887	Pran.g_00878	Prbl.g_01718
OG0000888	Pran.g_00877	Prbl.g_01719
OG0000889	Pran.g_00874	Prbl.g_01723
OG0000890	Pran.g_00873	Prbl.g_01726
OG0000891	Pran.g_00872	Prbl.g_01727
OG0000892	Pran.g_00870	Prbl.g_01730
OG0000893	Pran.g_00869	Prbl.g_01731
OG0000894	Pran.g_00868	Prbl.g_01732
OG0000895	Pran.g_00867	Prbl.g_01733
OG0000896	Pran.g_00866	Prbl.g_01734
OG0000897	Pran.g_00865	Prbl.g_01735
OG0000898	Pran.g_00863	Prbl.g_01738
OG0000899	Pran.g_00862	Prbl.g_01739
OG0000900	Pran.g_00855	Prbl.g_00722
OG0000901	Pran.g_00854	Prbl.g_01333
OG0000902	Pran.g_00853	Prbl.g_00658
OG0000903	Pran.g_00852	Prbl.g_01572
OG0000904	Pran.g_00850	Prbl.g_01695
OG0000905	Pran.g_00848	Prbl.g_00926
OG0000906	Pran.g_00847	Prbl.g_02577
OG0000907	Pran.g_00846	Prbl.g_01586
OG0000908	Pran.g_00843	Prbl.g_00409
OG0000909	Pran.g_00839	Prbl.g_00501
OG0000910	Pran.g_00838	Prbl.g_00500
OG0000911	Pran.g_00837	Prbl.g_00499
OG0000912	Pran.g_00836	Prbl.g_00498
OG0000913	Pran.g_00835	Prbl.g_00497
OG0000914	Pran.g_00834	Prbl.g_00496
OG0000915	Pran.g_00833	Prbl.g_00495
OG0000916	Pran.g_00832	Prbl.g_00494
OG0000917	Pran.g_00831	Prbl.g_00492
OG0000918	Pran.g_00830	Prbl.g_00491
OG0000919	Pran.g_00829	Prbl.g_00490
OG0000920	Pran.g_00828	Prbl.g_00489
OG0000921	Pran.g_00827	Prbl.g_00488
OG0000922	Pran.g_00826	Prbl.g_00487
OG0000923	Pran.g_00825	Prbl.g_00486
OG0000924	Pran.g_00824	Prbl.g_00485
OG0000925	Pran.g_00823	Prbl.g_00484
OG0000926	Pran.g_00822	Prbl.g_00843
OG0000927	Pran.g_00751	Prbl.g_00152
OG0000928	Pran.g_00750	Prbl.g_00153
OG0000929	Pran.g_00749	Prbl.g_00154
OG0000930	Pran.g_00748	Prbl.g_00160
OG0000931	Pran.g_00747	Prbl.g_00161
OG0000932	Pran.g_00745	Prbl.g_00257
OG0000933	Pran.g_00744	Prbl.g_00255
OG0000934	Pran.g_00743	Prbl.g_00254
OG0000935	Pran.g_00742	Prbl.g_00253
OG0000936	Pran.g_00741	Prbl.g_00252
OG0000937	Pran.g_00740	Prbl.g_00251
OG0000938	Pran.g_00739	Prbl.g_00249
OG0000939	Pran.g_00738	Prbl.g_00248
OG0000940	Pran.g_00737	Prbl.g_00246
OG0000941	Pran.g_00735	Prbl.g_00244
OG0000942	Pran.g_00734	Prbl.g_00243
OG0000943	Pran.g_00731	Prbl.g_00240
OG0000944	Pran.g_00730	Prbl.g_00231
OG0000945	Pran.g_00729	Prbl.g_00230
OG0000946	Pran.g_00728	Prbl.g_00229
OG0000947	Pran.g_00727	Prbl.g_00228
OG0000948	Pran.g_00726	Prbl.g_00227
OG0000949	Pran.g_00725	Prbl.g_00226
OG0000950	Pran.g_00724	Prbl.g_00225
OG0000951	Pran.g_00723	Prbl.g_00224
OG0000952	Pran.g_00722	Prbl.g_00223
OG0000953	Pran.g_00721	Prbl.g_00222
OG0000954	Pran.g_00720	Prbl.g_00221
OG0000955	Pran.g_00719	Prbl.g_00220
OG0000956	Pran.g_00718	Prbl.g_00219
OG0000957	Pran.g_00717	Prbl.g_00218
OG0000958	Pran.g_00716	Prbl.g_00684
OG0000959	Pran.g_00715	Prbl.g_00685
OG0000960	Pran.g_00714	Prbl.g_00686
OG0000961	Pran.g_00710	Prbl.g_00693
OG0000962	Pran.g_00709	Prbl.g_00695
OG0000963	Pran.g_00708	Prbl.g_00696
OG0000964	Pran.g_00706	Prbl.g_00699
OG0000965	Pran.g_00705	Prbl.g_00700
OG0000966	Pran.g_00704	Prbl.g_00701
OG0000967	Pran.g_00703	Prbl.g_00702
OG0000968	Pran.g_00702	Prbl.g_00703
OG0000969	Pran.g_00701	Prbl.g_00704
OG0000970	Pran.g_00700	Prbl.g_00705
OG0000971	Pran.g_00699	Prbl.g_00706
OG0000972	Pran.g_00698	Prbl.g_00707
OG0000973	Pran.g_00697	Prbl.g_00708
OG0000974	Pran.g_00695	Prbl.g_00710
OG0000975	Pran.g_00692	Prbl.g_01086
OG0000976	Pran.g_00690	Prbl.g_00466
OG0000977	Pran.g_00689	Prbl.g_00456
OG0000978	Pran.g_00688	Prbl.g_00454
OG0000979	Pran.g_00686	Prbl.g_00452
OG0000980	Pran.g_00685	Prbl.g_00451
OG0000981	Pran.g_00684	Prbl.g_01604
OG0000982	Pran.g_00683	Prbl.g_00450
OG0000983	Pran.g_00681	Prbl.g_00448
OG0000984	Pran.g_00680	Prbl.g_00447
OG0000985	Pran.g_00679	Prbl.g_00446
OG0000986	Pran.g_00678	Prbl.g_00444
OG0000987	Pran.g_00677	Prbl.g_00443
OG0000988	Pran.g_00676	Prbl.g_00441
OG0000989	Pran.g_00675	Prbl.g_00440
OG0000990	Pran.g_00674	Prbl.g_00439
OG0000991	Pran.g_00673	Prbl.g_00438
OG0000992	Pran.g_00672	Prbl.g_00437
OG0000993	Pran.g_00671	Prbl.g_00436
OG0000994	Pran.g_00670	Prbl.g_00435
OG0000995	Pran.g_00669	Prbl.g_00433
OG0000996	Pran.g_00668	Prbl.g_00432
OG0000997	Pran.g_00667	Prbl.g_00431
OG0000998	Pran.g_00666	Prbl.g_00430
OG0000999	Pran.g_00665	Prbl.g_00429
OG0001000	Pran.g_00664	Prbl.g_00428
OG0001001	Pran.g_00662	Prbl.g_00427
OG0001002	Pran.g_00661	Prbl.g_00423
OG0001003	Pran.g_00660	Prbl.g_00422
OG0001004	Pran.g_00659	Prbl.g_01914
OG0001005	Pran.g_00658	Prbl.g_00420
OG0001006	Pran.g_00657	Prbl.g_00419
OG0001007	Pran.g_00656	Prbl.g_00418
OG0001008	Pran.g_00654	Prbl.g_00416
OG0001009	Pran.g_00653	Prbl.g_00415
OG0001010	Pran.g_00646	Prbl.g_01601
OG0001011	Pran.g_00636	Prbl.g_01627
OG0001012	Pran.g_00598	Prbl.g_02318
OG0001013	Pran.g_00964	Prbl.g_00404
OG0001014	Pran.g_00965	Prbl.g_00403
OG0001015	Pran.g_00971	Prbl.g_00393
OG0001016	Pran.g_00972	Prbl.g_00392
OG0001017	Pran.g_00973	Prbl.g_00391
OG0001018	Pran.g_00974	Prbl.g_00389
OG0001019	Pran.g_00976	Prbl.g_00385
OG0001020	Pran.g_00977	Prbl.g_00383
OG0001021	Pran.g_00978	Prbl.g_00382
OG0001022	Pran.g_00979	Prbl.g_00381
OG0001023	Pran.g_00980	Prbl.g_00380
OG0001024	Pran.g_00981	Prbl.g_00378
OG0001025	Pran.g_00982	Prbl.g_00377
OG0001026	Pran.g_00984	Prbl.g_00376
OG0001027	Pran.g_00985	Prbl.g_00375
OG0001028	Pran.g_00986	Prbl.g_00374
OG0001029	Pran.g_00987	Prbl.g_00373
OG0001030	Pran.g_00988	Prbl.g_00372
OG0001031	Pran.g_00989	Prbl.g_00371
OG0001032	Pran.g_00990	Prbl.g_00370
OG0001033	Pran.g_00991	Prbl.g_00369
OG0001034	Pran.g_00992	Prbl.g_00367
OG0001035	Pran.g_00994	Prbl.g_00365
OG0001036	Pran.g_00995	Prbl.g_00364
OG0001037	Pran.g_00996	Prbl.g_00362
OG0001038	Pran.g_00997	Prbl.g_00361
OG0001039	Pran.g_00998	Prbl.g_00360
OG0001040	Pran.g_00999	Prbl.g_00359
OG0001041	Pran.g_01000	Prbl.g_00358
OG0001042	Pran.g_01001	Prbl.g_00356
OG0001043	Pran.g_01002	Prbl.g_00355
OG0001044	Pran.g_01003	Prbl.g_00354
OG0001045	Pran.g_01004	Prbl.g_00353
OG0001046	Pran.g_01005	Prbl.g_00352
OG0001047	Pran.g_01008	Prbl.g_00348
OG0001048	Pran.g_01010	Prbl.g_00346
OG0001049	Pran.g_01011	Prbl.g_00345
OG0001050	Pran.g_01012	Prbl.g_00344
OG0001051	Pran.g_01013	Prbl.g_00343
OG0001052	Pran.g_01014	Prbl.g_00342
OG0001053	Pran.g_01015	Prbl.g_00340
OG0001054	Pran.g_01017	Prbl.g_00338
OG0001055	Pran.g_01018	Prbl.g_00337
OG0001056	Pran.g_01019	Prbl.g_00336
OG0001057	Pran.g_01020	Prbl.g_00335
OG0001058	Pran.g_01021	Prbl.g_00334
OG0001059	Pran.g_01022	Prbl.g_00333
OG0001060	Pran.g_01023	Prbl.g_00332
OG0001061	Pran.g_01024	Prbl.g_00331
OG0001062	Pran.g_01025	Prbl.g_00317
OG0001063	Pran.g_01026	Prbl.g_00316
OG0001064	Pran.g_01028	Prbl.g_02620
OG0001065	Pran.g_01032	Prbl.g_02680
OG0001066	Pran.g_01033	Prbl.g_02683
OG0001067	Pran.g_01034	Prbl.g_02684
OG0001068	Pran.g_01036	Prbl.g_01062
OG0001069	Pran.g_01037	Prbl.g_01061
OG0001070	Pran.g_01038	Prbl.g_01060
OG0001071	Pran.g_01039	Prbl.g_01059
OG0001072	Pran.g_01040	Prbl.g_01058
OG0001073	Pran.g_01041	Prbl.g_01057
OG0001074	Pran.g_01042	Prbl.g_01056
OG0001075	Pran.g_01044	Prbl.g_01055
OG0001076	Pran.g_01045	Prbl.g_01054
OG0001077	Pran.g_01046	Prbl.g_01053
OG0001078	Pran.g_01047	Prbl.g_01051
OG0001079	Pran.g_01048	Prbl.g_01050
OG0001080	Pran.g_01049	Prbl.g_01049
OG0001081	Pran.g_01052	Prbl.g_00954
OG0001082	Pran.g_01053	Prbl.g_00953
OG0001083	Pran.g_01054	Prbl.g_00949
OG0001084	Pran.g_01055	Prbl.g_00951
OG0001085	Pran.g_01056	Prbl.g_00952
OG0001086	Pran.g_01057	Prbl.g_00948
OG0001087	Pran.g_01058	Prbl.g_00947
OG0001088	Pran.g_01059	Prbl.g_01045
OG0001089	Pran.g_01062	Prbl.g_00956
OG0001090	Pran.g_01064	Prbl.g_00958
OG0001091	Pran.g_01065	Prbl.g_00959
OG0001092	Pran.g_01066	Prbl.g_00960
OG0001093	Pran.g_01067	Prbl.g_00961
OG0001094	Pran.g_01069	Prbl.g_00962
OG0001095	Pran.g_01070	Prbl.g_00963
OG0001096	Pran.g_01071	Prbl.g_00964
OG0001097	Pran.g_01072	Prbl.g_00965
OG0001098	Pran.g_01073	Prbl.g_00966
OG0001099	Pran.g_01074	Prbl.g_00967
OG0001100	Pran.g_01075	Prbl.g_00968
OG0001101	Pran.g_01076	Prbl.g_00969
OG0001102	Pran.g_01077	Prbl.g_00970
OG0001103	Pran.g_01078	Prbl.g_00971
OG0001104	Pran.g_01079	Prbl.g_00972
OG0001105	Pran.g_01080	Prbl.g_00973
OG0001106	Pran.g_01081	Prbl.g_00974
OG0001107	Pran.g_01082	Prbl.g_00975
OG0001108	Pran.g_01083	Prbl.g_00976
OG0001109	Pran.g_01084	Prbl.g_00977
OG0001110	Pran.g_01085	Prbl.g_00978
OG0001111	Pran.g_01086	Prbl.g_00979
OG0001112	Pran.g_01087	Prbl.g_00980
OG0001113	Pran.g_01088	Prbl.g_00981
OG0001114	Pran.g_01089	Prbl.g_00982
OG0001115	Pran.g_01090	Prbl.g_00983
OG0001116	Pran.g_01091	Prbl.g_00984
OG0001117	Pran.g_01092	Prbl.g_00985
OG0001118	Pran.g_01093	Prbl.g_00986
OG0001119	Pran.g_01094	Prbl.g_00987
OG0001120	Pran.g_01095	Prbl.g_00988
OG0001121	Pran.g_01097	Prbl.g_00991
OG0001122	Pran.g_01098	Prbl.g_00992
OG0001123	Pran.g_01099	Prbl.g_00993
OG0001124	Pran.g_01101	Prbl.g_00995
OG0001125	Pran.g_01103	Prbl.g_00997
OG0001126	Pran.g_01104	Prbl.g_00998
OG0001127	Pran.g_01106	Prbl.g_01127
OG0001128	Pran.g_01107	Prbl.g_01128
OG0001129	Pran.g_01108	Prbl.g_01131
OG0001130	Pran.g_01111	Prbl.g_01134
OG0001131	Pran.g_01112	Prbl.g_01135
OG0001132	Pran.g_01113	Prbl.g_01136
OG0001133	Pran.g_01114	Prbl.g_01137
