Orthogroup	Pran	Prbm
OG0000550	Pran.g_01551	Prbm.g_00658
OG0000551	Pran.g_01550	Prbm.g_00659
OG0000552	Pran.g_01549	Prbm.g_00660
OG0000553	Pran.g_01548	Prbm.g_00661
OG0000554	Pran.g_01547	Prbm.g_00662
OG0000555	Pran.g_01546	Prbm.g_00663
OG0000556	Pran.g_01545	Prbm.g_00664
OG0000557	Pran.g_01544	Prbm.g_00665
OG0000558	Pran.g_01543	Prbm.g_00666
OG0000559	Pran.g_01542	Prbm.g_00667
OG0000560	Pran.g_01540	Prbm.g_00669
OG0000561	Pran.g_01539	Prbm.g_00670
OG0000562	Pran.g_01538	Prbm.g_00671
OG0000563	Pran.g_01537	Prbm.g_00672
OG0000564	Pran.g_01536	Prbm.g_00673
OG0000565	Pran.g_01535	Prbm.g_00674
OG0000566	Pran.g_01534	Prbm.g_00675
OG0000567	Pran.g_01533	Prbm.g_00676
OG0000568	Pran.g_01532	Prbm.g_00677
OG0000569	Pran.g_01531	Prbm.g_00678
OG0000570	Pran.g_01530	Prbm.g_00679
OG0000571	Pran.g_01529	Prbm.g_00680
OG0000572	Pran.g_01528	Prbm.g_00681
OG0000573	Pran.g_01525	Prbm.g_00684
OG0000574	Pran.g_01524	Prbm.g_00685
OG0000575	Pran.g_01523	Prbm.g_00686
OG0000576	Pran.g_01522	Prbm.g_00687
OG0000577	Pran.g_01521	Prbm.g_00688
OG0000578	Pran.g_01520	Prbm.g_00689
OG0000579	Pran.g_01519	Prbm.g_00690
OG0000580	Pran.g_01518	Prbm.g_00691
OG0000581	Pran.g_01517	Prbm.g_00692
OG0000582	Pran.g_01516	Prbm.g_00693
OG0000583	Pran.g_01515	Prbm.g_00694
OG0000584	Pran.g_01514	Prbm.g_00696
OG0000585	Pran.g_01513	Prbm.g_00697
OG0000586	Pran.g_01511	Prbm.g_00699
OG0000587	Pran.g_01510	Prbm.g_00700
OG0000588	Pran.g_01508	Prbm.g_00703
OG0000589	Pran.g_01507	Prbm.g_00704
OG0000590	Pran.g_01505	Prbm.g_00706
OG0000591	Pran.g_01499	Prbm.g_00713
OG0000592	Pran.g_01498	Prbm.g_00714
OG0000593	Pran.g_01497	Prbm.g_00716
OG0000594	Pran.g_01495	Prbm.g_00719
OG0000595	Pran.g_01494	Prbm.g_00720
OG0000596	Pran.g_01493	Prbm.g_00722
OG0000597	Pran.g_01491	Prbm.g_00724
OG0000598	Pran.g_01490	Prbm.g_00725
OG0000599	Pran.g_01489	Prbm.g_00726
OG0000600	Pran.g_01488	Prbm.g_00727
OG0000601	Pran.g_01486	Prbm.g_00730
OG0000602	Pran.g_01485	Prbm.g_00731
OG0000603	Pran.g_01484	Prbm.g_00732
OG0000604	Pran.g_01483	Prbm.g_01483
OG0000605	Pran.g_01482	Prbm.g_00733
OG0000606	Pran.g_01481	Prbm.g_00734
OG0000607	Pran.g_01479	Prbm.g_00736
OG0000608	Pran.g_01478	Prbm.g_00737
OG0000609	Pran.g_01472	Prbm.g_02220
OG0000610	Pran.g_01471	Prbm.g_01326
OG0000611	Pran.g_01459	Prbm.g_00743
OG0000612	Pran.g_01458	Prbm.g_00744
OG0000613	Pran.g_01457	Prbm.g_00745
OG0000614	Pran.g_01456	Prbm.g_00746
OG0000615	Pran.g_01454	Prbm.g_00748
OG0000616	Pran.g_01453	Prbm.g_00749
OG0000617	Pran.g_01452	Prbm.g_00750
OG0000618	Pran.g_01451	Prbm.g_00751
OG0000619	Pran.g_01450	Prbm.g_00752
OG0000620	Pran.g_01449	Prbm.g_00753
OG0000621	Pran.g_01448	Prbm.g_00754
OG0000622	Pran.g_01447	Prbm.g_00755
OG0000623	Pran.g_01446	Prbm.g_00756
OG0000624	Pran.g_01445	Prbm.g_00758
OG0000625	Pran.g_01444	Prbm.g_00759
OG0000626	Pran.g_01443	Prbm.g_00760
OG0000627	Pran.g_01442	Prbm.g_00762
OG0000628	Pran.g_01441	Prbm.g_00763
OG0000629	Pran.g_01440	Prbm.g_00764
OG0000630	Pran.g_01439	Prbm.g_00765
OG0000631	Pran.g_01437	Prbm.g_00767
OG0000632	Pran.g_01420	Prbm.g_01151
OG0000633	Pran.g_01415	Prbm.g_00111
OG0000634	Pran.g_01400	Prbm.g_01094
OG0000635	Pran.g_01378	Prbm.g_00980
OG0000636	Pran.g_01377	Prbm.g_00979
OG0000637	Pran.g_01376	Prbm.g_00978
OG0000638	Pran.g_01365	Prbm.g_00395
OG0000639	Pran.g_01356	Prbm.g_00955
OG0000640	Pran.g_01354	Prbm.g_00957
OG0000641	Pran.g_01352	Prbm.g_00959
OG0000642	Pran.g_01351	Prbm.g_00960
OG0000643	Pran.g_01350	Prbm.g_00961
OG0000644	Pran.g_01349	Prbm.g_00808
OG0000645	Pran.g_01348	Prbm.g_00809
OG0000646	Pran.g_01347	Prbm.g_00810
OG0000647	Pran.g_01346	Prbm.g_00811
OG0000648	Pran.g_01344	Prbm.g_00813
OG0000649	Pran.g_01343	Prbm.g_00814
OG0000650	Pran.g_01342	Prbm.g_00815
OG0000651	Pran.g_01341	Prbm.g_00816
OG0000652	Pran.g_01340	Prbm.g_00817
OG0000653	Pran.g_01339	Prbm.g_00818
OG0000654	Pran.g_01337	Prbm.g_00820
OG0000655	Pran.g_01335	Prbm.g_00822
OG0000656	Pran.g_01334	Prbm.g_00823
OG0000657	Pran.g_01333	Prbm.g_00824
OG0000658	Pran.g_01332	Prbm.g_00825
OG0000659	Pran.g_01331	Prbm.g_00826
OG0000660	Pran.g_01330	Prbm.g_00827
OG0000661	Pran.g_01329	Prbm.g_00829
OG0000662	Pran.g_01328	Prbm.g_00831
OG0000663	Pran.g_01327	Prbm.g_00832
OG0000664	Pran.g_01326	Prbm.g_00833
OG0000665	Pran.g_01325	Prbm.g_00834
OG0000666	Pran.g_01324	Prbm.g_00835
OG0000667	Pran.g_01323	Prbm.g_00836
OG0000668	Pran.g_01322	Prbm.g_00837
OG0000669	Pran.g_01320	Prbm.g_00839
OG0000670	Pran.g_01319	Prbm.g_00840
OG0000671	Pran.g_01318	Prbm.g_00841
OG0000672	Pran.g_01317	Prbm.g_00842
OG0000673	Pran.g_01316	Prbm.g_00843
OG0000674	Pran.g_01315	Prbm.g_00844
OG0000675	Pran.g_01313	Prbm.g_00845
OG0000676	Pran.g_01312	Prbm.g_00846
OG0000677	Pran.g_01310	Prbm.g_00848
OG0000678	Pran.g_01308	Prbm.g_00850
OG0000679	Pran.g_01307	Prbm.g_00852
OG0000680	Pran.g_01306	Prbm.g_00853
OG0000681	Pran.g_01305	Prbm.g_00854
OG0000682	Pran.g_01304	Prbm.g_00855
OG0000683	Pran.g_01302	Prbm.g_00857
OG0000684	Pran.g_01301	Prbm.g_00858
OG0000685	Pran.g_01300	Prbm.g_00859
OG0000686	Pran.g_01299	Prbm.g_00860
OG0000687	Pran.g_01298	Prbm.g_00861
OG0000688	Pran.g_01297	Prbm.g_00862
OG0000689	Pran.g_01296	Prbm.g_00863
OG0000690	Pran.g_01295	Prbm.g_00864
OG0000691	Pran.g_01294	Prbm.g_00865
OG0000692	Pran.g_01292	Prbm.g_00867
OG0000693	Pran.g_01291	Prbm.g_00868
OG0000694	Pran.g_01290	Prbm.g_00869
OG0000695	Pran.g_01289	Prbm.g_00870
OG0000696	Pran.g_01287	Prbm.g_00871
OG0000697	Pran.g_01285	Prbm.g_00873
OG0000698	Pran.g_01283	Prbm.g_00877
OG0000699	Pran.g_01282	Prbm.g_00878
OG0000700	Pran.g_00413	Prbm.g_00911
OG0000701	Pran.g_00418	Prbm.g_00914
OG0000702	Pran.g_00421	Prbm.g_00919
OG0000703	Pran.g_00422	Prbm.g_00921
OG0000704	Pran.g_00423	Prbm.g_00922
OG0000705	Pran.g_00424	Prbm.g_00923
OG0000706	Pran.g_00425	Prbm.g_00924
OG0000707	Pran.g_00426	Prbm.g_00926
OG0000708	Pran.g_00427	Prbm.g_00927
OG0000709	Pran.g_00429	Prbm.g_00929
OG0000710	Pran.g_00430	Prbm.g_00930
OG0000711	Pran.g_00431	Prbm.g_00931
OG0000712	Pran.g_00432	Prbm.g_00932
OG0000713	Pran.g_00433	Prbm.g_00933
OG0000714	Pran.g_00435	Prbm.g_00935
OG0000715	Pran.g_00436	Prbm.g_00936
OG0000716	Pran.g_00438	Prbm.g_00939
OG0000717	Pran.g_00439	Prbm.g_00940
OG0000718	Pran.g_00440	Prbm.g_00941
OG0000719	Pran.g_00442	Prbm.g_00943
OG0000720	Pran.g_00443	Prbm.g_00944
OG0000721	Pran.g_00445	Prbm.g_00946
OG0000722	Pran.g_00446	Prbm.g_00947
OG0000723	Pran.g_00447	Prbm.g_00948
OG0000724	Pran.g_00449	Prbm.g_00793
OG0000725	Pran.g_00450	Prbm.g_00794
OG0000726	Pran.g_00451	Prbm.g_00795
OG0000727	Pran.g_00452	Prbm.g_00796
OG0000728	Pran.g_00453	Prbm.g_00797
OG0000729	Pran.g_00454	Prbm.g_00798
OG0000730	Pran.g_00455	Prbm.g_00799
OG0000731	Pran.g_00456	Prbm.g_00800
OG0000732	Pran.g_00457	Prbm.g_00801
OG0000733	Pran.g_00458	Prbm.g_00802
OG0000734	Pran.g_00459	Prbm.g_00803
OG0000735	Pran.g_00461	Prbm.g_00805
OG0000736	Pran.g_00462	Prbm.g_00806
OG0000737	Pran.g_00463	Prbm.g_00807
OG0000738	Pran.g_00464	Prbm.g_00962
OG0000739	Pran.g_00465	Prbm.g_00963
OG0000740	Pran.g_00466	Prbm.g_00964
OG0000741	Pran.g_00467	Prbm.g_00965
OG0000742	Pran.g_00469	Prbm.g_00967
OG0000743	Pran.g_00470	Prbm.g_00968
OG0000744	Pran.g_00471	Prbm.g_00969
OG0000745	Pran.g_00472	Prbm.g_00970
OG0000746	Pran.g_00473	Prbm.g_00971
OG0000747	Pran.g_00474	Prbm.g_00972
OG0000748	Pran.g_00475	Prbm.g_00973
OG0000749	Pran.g_00476	Prbm.g_00974
OG0000750	Pran.g_00477	Prbm.g_00975
OG0000751	Pran.g_00478	Prbm.g_00976
OG0000752	Pran.g_00479	Prbm.g_00889
OG0000753	Pran.g_00481	Prbm.g_00981
OG0000754	Pran.g_00482	Prbm.g_00982
OG0000755	Pran.g_00483	Prbm.g_00983
OG0000756	Pran.g_00484	Prbm.g_00985
OG0000757	Pran.g_00485	Prbm.g_00986
OG0000758	Pran.g_00486	Prbm.g_00987
OG0000759	Pran.g_00488	Prbm.g_00989
OG0000760	Pran.g_00489	Prbm.g_00990
OG0000761	Pran.g_00490	Prbm.g_00991
OG0000762	Pran.g_00492	Prbm.g_00993
OG0000763	Pran.g_00493	Prbm.g_00994
OG0000764	Pran.g_00494	Prbm.g_00995
OG0000765	Pran.g_00495	Prbm.g_00996
OG0000766	Pran.g_00496	Prbm.g_00997
OG0000767	Pran.g_00498	Prbm.g_00999
OG0000768	Pran.g_00499	Prbm.g_01000
OG0000769	Pran.g_00500	Prbm.g_01001
OG0000770	Pran.g_00501	Prbm.g_01002
OG0000771	Pran.g_00502	Prbm.g_01003
OG0000772	Pran.g_00503	Prbm.g_00102
OG0000773	Pran.g_00504	Prbm.g_01004
OG0000774	Pran.g_00505	Prbm.g_01005
OG0000775	Pran.g_00506	Prbm.g_01006
OG0000776	Pran.g_00508	Prbm.g_01007
OG0000777	Pran.g_00510	Prbm.g_01009
OG0000778	Pran.g_00511	Prbm.g_01010
OG0000779	Pran.g_00512	Prbm.g_01011
OG0000780	Pran.g_00514	Prbm.g_01013
OG0000781	Pran.g_00516	Prbm.g_01014
OG0000782	Pran.g_00517	Prbm.g_01015
OG0000783	Pran.g_00537	Prbm.g_01031
OG0000784	Pran.g_00539	Prbm.g_01032
OG0000785	Pran.g_00540	Prbm.g_01033
OG0000786	Pran.g_00541	Prbm.g_01034
OG0000787	Pran.g_00542	Prbm.g_01035
OG0000788	Pran.g_00546	Prbm.g_01039
OG0000789	Pran.g_00548	Prbm.g_01042
OG0000790	Pran.g_00549	Prbm.g_00888
OG0000791	Pran.g_00550	Prbm.g_01043
OG0000792	Pran.g_00551	Prbm.g_01044
OG0000793	Pran.g_00552	Prbm.g_01045
OG0000794	Pran.g_00554	Prbm.g_01048
OG0000795	Pran.g_00557	Prbm.g_01052
OG0000796	Pran.g_00558	Prbm.g_01053
OG0000797	Pran.g_00560	Prbm.g_01056
OG0000798	Pran.g_00561	Prbm.g_01057
OG0000799	Pran.g_00562	Prbm.g_01058
OG0000800	Pran.g_00563	Prbm.g_01059
OG0000801	Pran.g_00566	Prbm.g_01062
OG0000802	Pran.g_00567	Prbm.g_01063
OG0000803	Pran.g_00569	Prbm.g_00887
OG0000804	Pran.g_00570	Prbm.g_00886
OG0000805	Pran.g_00571	Prbm.g_00885
OG0000806	Pran.g_00573	Prbm.g_00883
OG0000807	Pran.g_00154	Prbm.g_00894
OG0000808	Pran.g_00144	Prbm.g_01103
OG0000809	Pran.g_00141	Prbm.g_01085
OG0000810	Pran.g_00140	Prbm.g_01806
OG0000811	Pran.g_00133	Prbm.g_02104
OG0000812	Pran.g_00129	Prbm.g_00398
OG0000813	Pran.g_00125	Prbm.g_00406
OG0000814	Pran.g_00123	Prbm.g_01803
OG0000815	Pran.g_00110	Prbm.g_01079
OG0000816	Pran.g_00092	Prbm.g_01911
OG0000817	Pran.g_00091	Prbm.g_01912
OG0000818	Pran.g_00085	Prbm.g_01123
OG0000819	Pran.g_00078	Prbm.g_01571
OG0000820	Pran.g_00075	Prbm.g_01565
OG0000821	Pran.g_00073	Prbm.g_01563
OG0000822	Pran.g_00072	Prbm.g_01562
OG0000823	Pran.g_00071	Prbm.g_01561
OG0000824	Pran.g_00070	Prbm.g_01560
OG0000825	Pran.g_00069	Prbm.g_01559
OG0000826	Pran.g_00068	Prbm.g_01558
OG0000827	Pran.g_00067	Prbm.g_01557
OG0000828	Pran.g_00066	Prbm.g_01556
OG0000829	Pran.g_00065	Prbm.g_01555
OG0000830	Pran.g_00064	Prbm.g_01553
OG0000831	Pran.g_00061	Prbm.g_01550
OG0000832	Pran.g_00059	Prbm.g_01548
OG0000833	Pran.g_00058	Prbm.g_01547
OG0000834	Pran.g_00057	Prbm.g_01545
OG0000835	Pran.g_00056	Prbm.g_01544
OG0000836	Pran.g_00055	Prbm.g_01543
OG0000837	Pran.g_00053	Prbm.g_01540
OG0000838	Pran.g_00052	Prbm.g_01539
OG0000839	Pran.g_00051	Prbm.g_01538
OG0000840	Pran.g_00050	Prbm.g_01537
OG0000841	Pran.g_00049	Prbm.g_01536
OG0000842	Pran.g_00048	Prbm.g_01534
OG0000843	Pran.g_00047	Prbm.g_01533
OG0000844	Pran.g_00046	Prbm.g_01532
OG0000845	Pran.g_00045	Prbm.g_01531
OG0000846	Pran.g_00042	Prbm.g_01529
OG0000847	Pran.g_00040	Prbm.g_01527
OG0000848	Pran.g_00039	Prbm.g_01525
OG0000849	Pran.g_00038	Prbm.g_01524
OG0000850	Pran.g_00037	Prbm.g_01523
OG0000851	Pran.g_00036	Prbm.g_01520
OG0000852	Pran.g_00034	Prbm.g_01518
OG0000853	Pran.g_00033	Prbm.g_01516
OG0000854	Pran.g_00031	Prbm.g_01514
OG0000855	Pran.g_00030	Prbm.g_01513
OG0000856	Pran.g_00029	Prbm.g_01512
OG0000857	Pran.g_00028	Prbm.g_01511
OG0000858	Pran.g_00027	Prbm.g_01510
OG0000859	Pran.g_00026	Prbm.g_01509
OG0000860	Pran.g_00025	Prbm.g_01508
OG0000861	Pran.g_00024	Prbm.g_01507
OG0000862	Pran.g_00023	Prbm.g_01506
OG0000863	Pran.g_00022	Prbm.g_01505
OG0000864	Pran.g_00021	Prbm.g_01504
OG0000865	Pran.g_00020	Prbm.g_01503
OG0000866	Pran.g_00019	Prbm.g_01502
OG0000867	Pran.g_00018	Prbm.g_01501
OG0000868	Pran.g_00017	Prbm.g_01500
OG0000869	Pran.g_00015	Prbm.g_01498
OG0000870	Pran.g_00014	Prbm.g_01497
OG0000871	Pran.g_00012	Prbm.g_01496
OG0000872	Pran.g_00011	Prbm.g_01495
OG0000873	Pran.g_00009	Prbm.g_01494
OG0000874	Pran.g_00008	Prbm.g_01493
OG0000875	Pran.g_00007	Prbm.g_01492
OG0000876	Pran.g_00006	Prbm.g_01491
OG0000877	Pran.g_00004	Prbm.g_01490
OG0000878	Pran.g_00899	Prbm.g_01356
OG0000879	Pran.g_00887	Prbm.g_01600
OG0000880	Pran.g_00886	Prbm.g_01601
OG0000881	Pran.g_00885	Prbm.g_01602
OG0000882	Pran.g_00884	Prbm.g_01603
OG0000883	Pran.g_00883	Prbm.g_01605
OG0000884	Pran.g_00881	Prbm.g_01606
OG0000885	Pran.g_00880	Prbm.g_01607
OG0000886	Pran.g_00879	Prbm.g_01608
OG0000887	Pran.g_00878	Prbm.g_01609
OG0000888	Pran.g_00877	Prbm.g_01610
OG0000889	Pran.g_00874	Prbm.g_01613
OG0000890	Pran.g_00873	Prbm.g_01614
OG0000891	Pran.g_00872	Prbm.g_01615
OG0000892	Pran.g_00870	Prbm.g_01616
OG0000893	Pran.g_00869	Prbm.g_01617
OG0000894	Pran.g_00868	Prbm.g_01618
OG0000895	Pran.g_00867	Prbm.g_01619
OG0000896	Pran.g_00866	Prbm.g_01620
OG0000897	Pran.g_00865	Prbm.g_01621
OG0000898	Pran.g_00863	Prbm.g_01624
OG0000899	Pran.g_00862	Prbm.g_01625
OG0000900	Pran.g_00855	Prbm.g_01630
OG0000901	Pran.g_00854	Prbm.g_01634
OG0000902	Pran.g_00853	Prbm.g_00777
OG0000903	Pran.g_00852	Prbm.g_01573
OG0000904	Pran.g_00850	Prbm.g_01051
OG0000905	Pran.g_00848	Prbm.g_01812
OG0000906	Pran.g_00847	Prbm.g_01658
OG0000907	Pran.g_00846	Prbm.g_00875
OG0000908	Pran.g_00843	Prbm.g_01176
OG0000909	Pran.g_00839	Prbm.g_01662
OG0000910	Pran.g_00838	Prbm.g_01663
OG0000911	Pran.g_00837	Prbm.g_01664
OG0000912	Pran.g_00836	Prbm.g_01665
OG0000913	Pran.g_00835	Prbm.g_01666
OG0000914	Pran.g_00834	Prbm.g_01667
OG0000915	Pran.g_00833	Prbm.g_01668
OG0000916	Pran.g_00832	Prbm.g_01669
OG0000917	Pran.g_00831	Prbm.g_01670
OG0000918	Pran.g_00830	Prbm.g_01671
OG0000919	Pran.g_00829	Prbm.g_01672
OG0000920	Pran.g_00828	Prbm.g_01673
OG0000921	Pran.g_00827	Prbm.g_01674
OG0000922	Pran.g_00826	Prbm.g_01675
OG0000923	Pran.g_00825	Prbm.g_01676
OG0000924	Pran.g_00824	Prbm.g_01677
OG0000925	Pran.g_00823	Prbm.g_01678
OG0000926	Pran.g_00822	Prbm.g_02077
OG0000927	Pran.g_00751	Prbm.g_01691
OG0000928	Pran.g_00750	Prbm.g_01692
OG0000929	Pran.g_00749	Prbm.g_01693
OG0000930	Pran.g_00748	Prbm.g_01694
OG0000931	Pran.g_00747	Prbm.g_01695
OG0000932	Pran.g_00745	Prbm.g_01697
OG0000933	Pran.g_00744	Prbm.g_01698
OG0000934	Pran.g_00743	Prbm.g_01699
OG0000935	Pran.g_00742	Prbm.g_01700
OG0000936	Pran.g_00741	Prbm.g_01701
OG0000937	Pran.g_00740	Prbm.g_01702
OG0000938	Pran.g_00739	Prbm.g_01703
OG0000939	Pran.g_00738	Prbm.g_01704
OG0000940	Pran.g_00737	Prbm.g_01706
OG0000941	Pran.g_00735	Prbm.g_01708
OG0000942	Pran.g_00734	Prbm.g_01709
OG0000943	Pran.g_00731	Prbm.g_01712
OG0000944	Pran.g_00730	Prbm.g_01713
OG0000945	Pran.g_00729	Prbm.g_01714
OG0000946	Pran.g_00728	Prbm.g_01715
OG0000947	Pran.g_00727	Prbm.g_01716
OG0000948	Pran.g_00726	Prbm.g_01717
OG0000949	Pran.g_00725	Prbm.g_01718
OG0000950	Pran.g_00724	Prbm.g_01719
OG0000951	Pran.g_00723	Prbm.g_01720
OG0000952	Pran.g_00722	Prbm.g_01721
OG0000953	Pran.g_00721	Prbm.g_01722
OG0000954	Pran.g_00720	Prbm.g_01723
OG0000955	Pran.g_00719	Prbm.g_01724
OG0000956	Pran.g_00718	Prbm.g_01725
OG0000957	Pran.g_00717	Prbm.g_00487
OG0000958	Pran.g_00716	Prbm.g_01726
OG0000959	Pran.g_00715	Prbm.g_01727
OG0000960	Pran.g_00714	Prbm.g_01728
OG0000961	Pran.g_00710	Prbm.g_01731
OG0000962	Pran.g_00709	Prbm.g_01732
OG0000963	Pran.g_00708	Prbm.g_01733
OG0000964	Pran.g_00706	Prbm.g_01735
OG0000965	Pran.g_00705	Prbm.g_01736
OG0000966	Pran.g_00704	Prbm.g_01737
OG0000967	Pran.g_00703	Prbm.g_01738
OG0000968	Pran.g_00702	Prbm.g_01739
OG0000969	Pran.g_00701	Prbm.g_01740
OG0000970	Pran.g_00700	Prbm.g_01741
OG0000971	Pran.g_00699	Prbm.g_01742
OG0000972	Pran.g_00698	Prbm.g_01743
OG0000973	Pran.g_00697	Prbm.g_01744
OG0000974	Pran.g_00695	Prbm.g_01746
OG0000975	Pran.g_00692	Prbm.g_01752
OG0000976	Pran.g_00690	Prbm.g_01755
OG0000977	Pran.g_00689	Prbm.g_01756
OG0000978	Pran.g_00688	Prbm.g_01757
OG0000979	Pran.g_00686	Prbm.g_01759
OG0000980	Pran.g_00685	Prbm.g_01760
OG0000981	Pran.g_00684	Prbm.g_01761
OG0000982	Pran.g_00683	Prbm.g_01762
OG0000983	Pran.g_00681	Prbm.g_01764
OG0000984	Pran.g_00680	Prbm.g_01765
OG0000985	Pran.g_00679	Prbm.g_01766
OG0000986	Pran.g_00678	Prbm.g_01768
OG0000987	Pran.g_00677	Prbm.g_01769
OG0000988	Pran.g_00676	Prbm.g_01770
OG0000989	Pran.g_00675	Prbm.g_01771
OG0000990	Pran.g_00674	Prbm.g_01772
OG0000991	Pran.g_00673	Prbm.g_01773
OG0000992	Pran.g_00672	Prbm.g_01774
OG0000993	Pran.g_00671	Prbm.g_01775
OG0000994	Pran.g_00670	Prbm.g_01776
OG0000995	Pran.g_00669	Prbm.g_01777
OG0000996	Pran.g_00668	Prbm.g_01778
OG0000997	Pran.g_00667	Prbm.g_01779
OG0000998	Pran.g_00666	Prbm.g_01780
OG0000999	Pran.g_00665	Prbm.g_01781
OG0001000	Pran.g_00664	Prbm.g_01782
OG0001001	Pran.g_00662	Prbm.g_01784
OG0001002	Pran.g_00661	Prbm.g_01785
OG0001003	Pran.g_00660	Prbm.g_01786
OG0001004	Pran.g_00659	Prbm.g_01787
OG0001005	Pran.g_00658	Prbm.g_01789
OG0001006	Pran.g_00657	Prbm.g_01790
OG0001007	Pran.g_00656	Prbm.g_01791
OG0001008	Pran.g_00654	Prbm.g_01793
OG0001009	Pran.g_00653	Prbm.g_01794
OG0001010	Pran.g_00646	Prbm.g_01586
OG0001011	Pran.g_00636	Prbm.g_01685
OG0001012	Pran.g_00598	Prbm.g_00830
OG0001013	Pran.g_00964	Prbm.g_01835
OG0001014	Pran.g_00965	Prbm.g_01836
OG0001015	Pran.g_00971	Prbm.g_01842
OG0001016	Pran.g_00972	Prbm.g_01843
OG0001017	Pran.g_00973	Prbm.g_01844
OG0001018	Pran.g_00974	Prbm.g_01845
OG0001019	Pran.g_00976	Prbm.g_01846
OG0001020	Pran.g_00977	Prbm.g_01847
OG0001021	Pran.g_00978	Prbm.g_01848
OG0001022	Pran.g_00979	Prbm.g_01849
OG0001023	Pran.g_00980	Prbm.g_01850
OG0001024	Pran.g_00981	Prbm.g_01851
OG0001025	Pran.g_00982	Prbm.g_01852
OG0001026	Pran.g_00984	Prbm.g_01853
OG0001027	Pran.g_00985	Prbm.g_01854
OG0001028	Pran.g_00986	Prbm.g_01855
OG0001029	Pran.g_00987	Prbm.g_01856
OG0001030	Pran.g_00988	Prbm.g_01857
OG0001031	Pran.g_00989	Prbm.g_01858
OG0001032	Pran.g_00990	Prbm.g_01859
OG0001033	Pran.g_00991	Prbm.g_01860
OG0001034	Pran.g_00992	Prbm.g_01861
OG0001035	Pran.g_00994	Prbm.g_01863
OG0001036	Pran.g_00995	Prbm.g_01864
OG0001037	Pran.g_00996	Prbm.g_01865
OG0001038	Pran.g_00997	Prbm.g_01866
OG0001039	Pran.g_00998	Prbm.g_01867
OG0001040	Pran.g_00999	Prbm.g_01869
OG0001041	Pran.g_01000	Prbm.g_01870
OG0001042	Pran.g_01001	Prbm.g_01871
OG0001043	Pran.g_01002	Prbm.g_01872
OG0001044	Pran.g_01003	Prbm.g_01873
OG0001045	Pran.g_01004	Prbm.g_01874
OG0001046	Pran.g_01005	Prbm.g_01875
OG0001047	Pran.g_01008	Prbm.g_01877
OG0001048	Pran.g_01010	Prbm.g_01879
OG0001049	Pran.g_01011	Prbm.g_01880
OG0001050	Pran.g_01012	Prbm.g_01881
OG0001051	Pran.g_01013	Prbm.g_01882
OG0001052	Pran.g_01014	Prbm.g_01883
OG0001053	Pran.g_01015	Prbm.g_01885
OG0001054	Pran.g_01017	Prbm.g_01887
OG0001055	Pran.g_01018	Prbm.g_01888
OG0001056	Pran.g_01019	Prbm.g_01889
OG0001057	Pran.g_01020	Prbm.g_01890
OG0001058	Pran.g_01021	Prbm.g_01891
OG0001059	Pran.g_01022	Prbm.g_01892
OG0001060	Pran.g_01023	Prbm.g_01893
OG0001061	Pran.g_01024	Prbm.g_01894
OG0001062	Pran.g_01025	Prbm.g_01895
OG0001063	Pran.g_01026	Prbm.g_01896
OG0001064	Pran.g_01028	Prbm.g_01898
OG0001065	Pran.g_01032	Prbm.g_01948
OG0001066	Pran.g_01033	Prbm.g_01950
OG0001067	Pran.g_01034	Prbm.g_01951
OG0001068	Pran.g_01036	Prbm.g_01953
OG0001069	Pran.g_01037	Prbm.g_01954
OG0001070	Pran.g_01038	Prbm.g_01955
OG0001071	Pran.g_01039	Prbm.g_01956
OG0001072	Pran.g_01040	Prbm.g_01957
OG0001073	Pran.g_01041	Prbm.g_01958
OG0001074	Pran.g_01042	Prbm.g_01959
OG0001075	Pran.g_01044	Prbm.g_01960
OG0001076	Pran.g_01045	Prbm.g_01961
OG0001077	Pran.g_01046	Prbm.g_01962
OG0001078	Pran.g_01047	Prbm.g_01963
OG0001079	Pran.g_01048	Prbm.g_01964
OG0001080	Pran.g_01049	Prbm.g_01965
OG0001081	Pran.g_01052	Prbm.g_01975
OG0001082	Pran.g_01053	Prbm.g_01974
OG0001083	Pran.g_01054	Prbm.g_01970
OG0001084	Pran.g_01055	Prbm.g_01972
OG0001085	Pran.g_01056	Prbm.g_01973
OG0001086	Pran.g_01057	Prbm.g_01968
OG0001087	Pran.g_01058	Prbm.g_01967
OG0001088	Pran.g_01059	Prbm.g_01966
OG0001089	Pran.g_01062	Prbm.g_01990
OG0001090	Pran.g_01064	Prbm.g_01992
OG0001091	Pran.g_01065	Prbm.g_01993
OG0001092	Pran.g_01066	Prbm.g_01994
OG0001093	Pran.g_01067	Prbm.g_01995
OG0001094	Pran.g_01069	Prbm.g_01996
OG0001095	Pran.g_01070	Prbm.g_01997
OG0001096	Pran.g_01071	Prbm.g_01998
OG0001097	Pran.g_01072	Prbm.g_01999
OG0001098	Pran.g_01073	Prbm.g_02000
OG0001099	Pran.g_01074	Prbm.g_02001
OG0001100	Pran.g_01075	Prbm.g_02002
OG0001101	Pran.g_01076	Prbm.g_02003
OG0001102	Pran.g_01077	Prbm.g_02004
OG0001103	Pran.g_01078	Prbm.g_02005
OG0001104	Pran.g_01079	Prbm.g_02006
OG0001105	Pran.g_01080	Prbm.g_02007
OG0001106	Pran.g_01081	Prbm.g_02008
OG0001107	Pran.g_01082	Prbm.g_02009
OG0001108	Pran.g_01083	Prbm.g_02010
