Orthogroup	Pran	Prah
OG0000593	Pran.g_01497	Prah.g_02413
OG0000594	Pran.g_01495	Prah.g_00625
OG0000595	Pran.g_01494	Prah.g_02051
OG0000596	Pran.g_01493	Prah.g_00981
OG0000597	Pran.g_01491	Prah.g_00965
OG0000598	Pran.g_01490	Prah.g_00968
OG0000599	Pran.g_01489	Prah.g_00972
OG0000600	Pran.g_01488	Prah.g_00973
OG0000601	Pran.g_01486	Prah.g_00985
OG0000602	Pran.g_01485	Prah.g_00986
OG0000603	Pran.g_01484	Prah.g_00987
OG0000604	Pran.g_01483	Prah.g_01022
OG0000605	Pran.g_01482	Prah.g_01023
OG0000606	Pran.g_01481	Prah.g_01025
OG0000607	Pran.g_01479	Prah.g_01028
OG0000608	Pran.g_01478	Prah.g_00706
OG0000609	Pran.g_01472	Prah.g_02588
OG0000610	Pran.g_01471	Prah.g_01344
OG0000611	Pran.g_01459	Prah.g_00886
OG0000612	Pran.g_01458	Prah.g_00885
OG0000613	Pran.g_01457	Prah.g_00884
OG0000614	Pran.g_01456	Prah.g_00882
OG0000615	Pran.g_01454	Prah.g_00881
OG0000616	Pran.g_01453	Prah.g_00880
OG0000617	Pran.g_01452	Prah.g_00879
OG0000618	Pran.g_01451	Prah.g_00878
OG0000619	Pran.g_01450	Prah.g_00876
OG0000620	Pran.g_01449	Prah.g_00875
OG0000621	Pran.g_01448	Prah.g_00874
OG0000622	Pran.g_01447	Prah.g_00873
OG0000623	Pran.g_01446	Prah.g_00872
OG0000624	Pran.g_01445	Prah.g_00871
OG0000625	Pran.g_01444	Prah.g_00870
OG0000626	Pran.g_01443	Prah.g_00869
OG0000627	Pran.g_01442	Prah.g_00746
OG0000628	Pran.g_01441	Prah.g_00747
OG0000629	Pran.g_01440	Prah.g_00750
OG0000630	Pran.g_01439	Prah.g_00751
OG0000631	Pran.g_01437	Prah.g_00754
OG0000632	Pran.g_01420	Prah.g_01043
OG0000633	Pran.g_01415	Prah.g_01447
OG0000634	Pran.g_01400	Prah.g_01543
OG0000635	Pran.g_01378	Prah.g_00788
OG0000636	Pran.g_01377	Prah.g_00787
OG0000637	Pran.g_01376	Prah.g_00786
OG0000638	Pran.g_01365	Prah.g_01946
OG0000639	Pran.g_01356	Prah.g_01802
OG0000640	Pran.g_01354	Prah.g_00755
OG0000641	Pran.g_01352	Prah.g_00758
OG0000642	Pran.g_01351	Prah.g_00759
OG0000643	Pran.g_01350	Prah.g_00760
OG0000644	Pran.g_01349	Prah.g_00673
OG0000645	Pran.g_01348	Prah.g_00672
OG0000646	Pran.g_01347	Prah.g_00671
OG0000647	Pran.g_01346	Prah.g_00670
OG0000648	Pran.g_01344	Prah.g_00668
OG0000649	Pran.g_01343	Prah.g_00667
OG0000650	Pran.g_01342	Prah.g_00666
OG0000651	Pran.g_01341	Prah.g_00665
OG0000652	Pran.g_01340	Prah.g_00664
OG0000653	Pran.g_01339	Prah.g_00663
OG0000654	Pran.g_01337	Prah.g_00661
OG0000655	Pran.g_01335	Prah.g_00659
OG0000656	Pran.g_01334	Prah.g_00658
OG0000657	Pran.g_01333	Prah.g_00657
OG0000658	Pran.g_01332	Prah.g_00656
OG0000659	Pran.g_01331	Prah.g_00655
OG0000660	Pran.g_01330	Prah.g_00654
OG0000661	Pran.g_01329	Prah.g_00652
OG0000662	Pran.g_01328	Prah.g_00650
OG0000663	Pran.g_01327	Prah.g_00649
OG0000664	Pran.g_01326	Prah.g_00648
OG0000665	Pran.g_01325	Prah.g_00647
OG0000666	Pran.g_01324	Prah.g_00646
OG0000667	Pran.g_01323	Prah.g_00645
OG0000668	Pran.g_01322	Prah.g_00644
OG0000669	Pran.g_01320	Prah.g_00640
OG0000670	Pran.g_01319	Prah.g_00639
OG0000671	Pran.g_01318	Prah.g_00638
OG0000672	Pran.g_01317	Prah.g_00637
OG0000673	Pran.g_01316	Prah.g_00636
OG0000674	Pran.g_01315	Prah.g_00635
OG0000675	Pran.g_01313	Prah.g_00609
OG0000676	Pran.g_01312	Prah.g_00608
OG0000677	Pran.g_01310	Prah.g_00605
OG0000678	Pran.g_01308	Prah.g_00603
OG0000679	Pran.g_01307	Prah.g_00601
OG0000680	Pran.g_01306	Prah.g_00600
OG0000681	Pran.g_01305	Prah.g_00599
OG0000682	Pran.g_01304	Prah.g_00598
OG0000683	Pran.g_01302	Prah.g_00596
OG0000684	Pran.g_01301	Prah.g_00595
OG0000685	Pran.g_01300	Prah.g_00594
OG0000686	Pran.g_01299	Prah.g_00593
OG0000687	Pran.g_01298	Prah.g_00592
OG0000688	Pran.g_01297	Prah.g_00591
OG0000689	Pran.g_01296	Prah.g_00589
OG0000690	Pran.g_01295	Prah.g_00588
OG0000691	Pran.g_01294	Prah.g_00587
OG0000692	Pran.g_01292	Prah.g_00575
OG0000693	Pran.g_01291	Prah.g_00574
OG0000694	Pran.g_01290	Prah.g_00572
OG0000695	Pran.g_01289	Prah.g_00568
OG0000696	Pran.g_01287	Prah.g_00566
OG0000697	Pran.g_01285	Prah.g_00564
OG0000698	Pran.g_01283	Prah.g_00743
OG0000699	Pran.g_01282	Prah.g_00866
OG0000700	Pran.g_00413	Prah.g_00850
OG0000701	Pran.g_00418	Prah.g_00192
OG0000702	Pran.g_00421	Prah.g_00558
OG0000703	Pran.g_00422	Prah.g_00740
OG0000704	Pran.g_00423	Prah.g_01212
OG0000705	Pran.g_00424	Prah.g_00739
OG0000706	Pran.g_00425	Prah.g_00738
OG0000707	Pran.g_00426	Prah.g_00736
OG0000708	Pran.g_00427	Prah.g_00735
OG0000709	Pran.g_00429	Prah.g_00733
OG0000710	Pran.g_00430	Prah.g_00732
OG0000711	Pran.g_00431	Prah.g_00731
OG0000712	Pran.g_00432	Prah.g_00730
OG0000713	Pran.g_00433	Prah.g_00729
OG0000714	Pran.g_00435	Prah.g_00726
OG0000715	Pran.g_00436	Prah.g_00724
OG0000716	Pran.g_00438	Prah.g_00721
OG0000717	Pran.g_00439	Prah.g_00718
OG0000718	Pran.g_00440	Prah.g_00715
OG0000719	Pran.g_00442	Prah.g_00702
OG0000720	Pran.g_00443	Prah.g_00701
OG0000721	Pran.g_00445	Prah.g_00699
OG0000722	Pran.g_00446	Prah.g_00698
OG0000723	Pran.g_00447	Prah.g_00697
OG0000724	Pran.g_00449	Prah.g_00683
OG0000725	Pran.g_00450	Prah.g_00684
OG0000726	Pran.g_00451	Prah.g_00685
OG0000727	Pran.g_00452	Prah.g_00686
OG0000728	Pran.g_00453	Prah.g_00687
OG0000729	Pran.g_00454	Prah.g_00689
OG0000730	Pran.g_00455	Prah.g_00692
OG0000731	Pran.g_00456	Prah.g_00681
OG0000732	Pran.g_00457	Prah.g_00680
OG0000733	Pran.g_00458	Prah.g_00679
OG0000734	Pran.g_00459	Prah.g_00678
OG0000735	Pran.g_00461	Prah.g_00677
OG0000736	Pran.g_00462	Prah.g_00675
OG0000737	Pran.g_00463	Prah.g_00674
OG0000738	Pran.g_00464	Prah.g_00761
OG0000739	Pran.g_00465	Prah.g_00762
OG0000740	Pran.g_00466	Prah.g_00763
OG0000741	Pran.g_00467	Prah.g_00765
OG0000742	Pran.g_00469	Prah.g_00767
OG0000743	Pran.g_00470	Prah.g_00768
OG0000744	Pran.g_00471	Prah.g_00770
OG0000745	Pran.g_00472	Prah.g_00771
OG0000746	Pran.g_00473	Prah.g_00772
OG0000747	Pran.g_00474	Prah.g_01178
OG0000748	Pran.g_00475	Prah.g_00780
OG0000749	Pran.g_00476	Prah.g_00781
OG0000750	Pran.g_00477	Prah.g_00783
OG0000751	Pran.g_00478	Prah.g_00784
OG0000752	Pran.g_00479	Prah.g_02517
OG0000753	Pran.g_00481	Prah.g_00789
OG0000754	Pran.g_00482	Prah.g_00790
OG0000755	Pran.g_00483	Prah.g_00791
OG0000756	Pran.g_00484	Prah.g_00793
OG0000757	Pran.g_00485	Prah.g_00794
OG0000758	Pran.g_00486	Prah.g_00795
OG0000759	Pran.g_00488	Prah.g_00800
OG0000760	Pran.g_00489	Prah.g_00801
OG0000761	Pran.g_00490	Prah.g_00803
OG0000762	Pran.g_00492	Prah.g_00806
OG0000763	Pran.g_00493	Prah.g_00808
OG0000764	Pran.g_00494	Prah.g_00810
OG0000765	Pran.g_00495	Prah.g_00811
OG0000766	Pran.g_00496	Prah.g_00812
OG0000767	Pran.g_00498	Prah.g_00814
OG0000768	Pran.g_00499	Prah.g_00815
OG0000769	Pran.g_00500	Prah.g_00816
OG0000770	Pran.g_00501	Prah.g_00817
OG0000771	Pran.g_00502	Prah.g_00818
OG0000772	Pran.g_00503	Prah.g_01131
OG0000773	Pran.g_00504	Prah.g_00821
OG0000774	Pran.g_00505	Prah.g_00824
OG0000775	Pran.g_00506	Prah.g_00826
OG0000776	Pran.g_00508	Prah.g_00828
OG0000777	Pran.g_00510	Prah.g_00829
OG0000778	Pran.g_00511	Prah.g_00830
OG0000779	Pran.g_00512	Prah.g_00833
OG0000780	Pran.g_00514	Prah.g_00835
OG0000781	Pran.g_00516	Prah.g_00839
OG0000782	Pran.g_00517	Prah.g_00840
OG0000783	Pran.g_00537	Prah.g_00846
OG0000784	Pran.g_00539	Prah.g_00848
OG0000785	Pran.g_00540	Prah.g_00849
OG0000786	Pran.g_00541	Prah.g_00851
OG0000787	Pran.g_00542	Prah.g_00852
OG0000788	Pran.g_00546	Prah.g_00858
OG0000789	Pran.g_00548	Prah.g_00861
OG0000790	Pran.g_00549	Prah.g_02518
OG0000791	Pran.g_00550	Prah.g_00862
OG0000792	Pran.g_00551	Prah.g_00863
OG0000793	Pran.g_00552	Prah.g_00864
OG0000794	Pran.g_00554	Prah.g_00867
OG0000795	Pran.g_00557	Prah.g_00903
OG0000796	Pran.g_00558	Prah.g_00904
OG0000797	Pran.g_00560	Prah.g_00907
OG0000798	Pran.g_00561	Prah.g_00908
OG0000799	Pran.g_00562	Prah.g_00909
OG0000800	Pran.g_00563	Prah.g_00910
OG0000801	Pran.g_00566	Prah.g_00913
OG0000802	Pran.g_00567	Prah.g_00914
OG0000803	Pran.g_00569	Prah.g_00919
OG0000804	Pran.g_00570	Prah.g_00920
OG0000805	Pran.g_00571	Prah.g_00921
OG0000806	Pran.g_00573	Prah.g_00922
OG0000807	Pran.g_00154	Prah.g_00893
OG0000808	Pran.g_00144	Prah.g_00539
OG0000809	Pran.g_00141	Prah.g_01601
OG0000810	Pran.g_00140	Prah.g_01176
OG0000811	Pran.g_00133	Prah.g_00133
OG0000812	Pran.g_00129	Prah.g_01942
OG0000813	Pran.g_00125	Prah.g_01932
OG0000814	Pran.g_00123	Prah.g_00383
OG0000815	Pran.g_00110	Prah.g_00521
OG0000816	Pran.g_00092	Prah.g_02532
OG0000817	Pran.g_00091	Prah.g_02525
OG0000818	Pran.g_00085	Prah.g_01803
OG0000819	Pran.g_00078	Prah.g_00378
OG0000820	Pran.g_00075	Prah.g_01905
OG0000821	Pran.g_00073	Prah.g_01340
OG0000822	Pran.g_00072	Prah.g_01339
OG0000823	Pran.g_00071	Prah.g_01338
OG0000824	Pran.g_00070	Prah.g_01337
OG0000825	Pran.g_00069	Prah.g_01336
OG0000826	Pran.g_00068	Prah.g_01335
OG0000827	Pran.g_00067	Prah.g_01331
OG0000828	Pran.g_00066	Prah.g_01329
OG0000829	Pran.g_00065	Prah.g_01328
OG0000830	Pran.g_00064	Prah.g_01325
OG0000831	Pran.g_00061	Prah.g_01323
OG0000832	Pran.g_00059	Prah.g_01321
OG0000833	Pran.g_00058	Prah.g_01320
OG0000834	Pran.g_00057	Prah.g_01318
OG0000835	Pran.g_00056	Prah.g_01317
OG0000836	Pran.g_00055	Prah.g_01316
OG0000837	Pran.g_00053	Prah.g_01307
OG0000838	Pran.g_00052	Prah.g_01305
OG0000839	Pran.g_00051	Prah.g_01304
OG0000840	Pran.g_00050	Prah.g_01303
OG0000841	Pran.g_00049	Prah.g_01302
OG0000842	Pran.g_00048	Prah.g_01298
OG0000843	Pran.g_00047	Prah.g_01297
OG0000844	Pran.g_00046	Prah.g_01296
OG0000845	Pran.g_00045	Prah.g_01295
OG0000846	Pran.g_00042	Prah.g_01292
OG0000847	Pran.g_00040	Prah.g_01291
OG0000848	Pran.g_00039	Prah.g_01262
OG0000849	Pran.g_00038	Prah.g_01259
OG0000850	Pran.g_00037	Prah.g_01258
OG0000851	Pran.g_00036	Prah.g_01255
OG0000852	Pran.g_00034	Prah.g_01253
OG0000853	Pran.g_00033	Prah.g_01251
OG0000854	Pran.g_00031	Prah.g_01249
OG0000855	Pran.g_00030	Prah.g_01248
OG0000856	Pran.g_00029	Prah.g_01247
OG0000857	Pran.g_00028	Prah.g_01246
OG0000858	Pran.g_00027	Prah.g_01245
OG0000859	Pran.g_00026	Prah.g_01244
OG0000860	Pran.g_00025	Prah.g_01243
OG0000861	Pran.g_00024	Prah.g_01263
OG0000862	Pran.g_00023	Prah.g_01264
OG0000863	Pran.g_00022	Prah.g_01265
OG0000864	Pran.g_00021	Prah.g_01266
OG0000865	Pran.g_00020	Prah.g_01268
OG0000866	Pran.g_00019	Prah.g_01272
OG0000867	Pran.g_00018	Prah.g_01273
OG0000868	Pran.g_00017	Prah.g_01275
OG0000869	Pran.g_00015	Prah.g_01278
OG0000870	Pran.g_00014	Prah.g_01279
OG0000871	Pran.g_00012	Prah.g_01282
OG0000872	Pran.g_00011	Prah.g_01283
OG0000873	Pran.g_00009	Prah.g_01285
OG0000874	Pran.g_00008	Prah.g_01286
OG0000875	Pran.g_00007	Prah.g_01289
OG0000876	Pran.g_00006	Prah.g_01290
OG0000877	Pran.g_00004	Prah.g_01239
OG0000878	Pran.g_00899	Prah.g_01610
OG0000879	Pran.g_00887	Prah.g_01349
OG0000880	Pran.g_00886	Prah.g_01350
OG0000881	Pran.g_00885	Prah.g_01351
OG0000882	Pran.g_00884	Prah.g_01353
OG0000883	Pran.g_00883	Prah.g_01355
OG0000884	Pran.g_00881	Prah.g_01357
OG0000885	Pran.g_00880	Prah.g_01358
OG0000886	Pran.g_00879	Prah.g_01359
OG0000887	Pran.g_00878	Prah.g_01360
OG0000888	Pran.g_00877	Prah.g_01361
OG0000889	Pran.g_00874	Prah.g_01365
OG0000890	Pran.g_00873	Prah.g_01368
OG0000891	Pran.g_00872	Prah.g_01369
OG0000892	Pran.g_00870	Prah.g_01372
OG0000893	Pran.g_00869	Prah.g_01373
OG0000894	Pran.g_00868	Prah.g_01374
OG0000895	Pran.g_00867	Prah.g_01375
OG0000896	Pran.g_00866	Prah.g_01376
OG0000897	Pran.g_00865	Prah.g_01377
OG0000898	Pran.g_00863	Prah.g_01380
OG0000899	Pran.g_00862	Prah.g_01381
OG0000900	Pran.g_00855	Prah.g_00327
OG0000901	Pran.g_00854	Prah.g_00323
OG0000902	Pran.g_00853	Prah.g_00224
OG0000903	Pran.g_00852	Prah.g_00571
OG0000904	Pran.g_00850	Prah.g_01183
OG0000905	Pran.g_00848	Prah.g_00918
OG0000906	Pran.g_00847	Prah.g_00895
OG0000907	Pran.g_00846	Prah.g_00560
OG0000908	Pran.g_00843	Prah.g_01663
OG0000909	Pran.g_00839	Prah.g_01577
OG0000910	Pran.g_00838	Prah.g_01578
OG0000911	Pran.g_00837	Prah.g_01579
OG0000912	Pran.g_00836	Prah.g_01580
OG0000913	Pran.g_00835	Prah.g_01581
OG0000914	Pran.g_00834	Prah.g_01582
OG0000915	Pran.g_00833	Prah.g_01583
OG0000916	Pran.g_00832	Prah.g_01584
OG0000917	Pran.g_00831	Prah.g_01586
OG0000918	Pran.g_00830	Prah.g_01587
OG0000919	Pran.g_00829	Prah.g_01588
OG0000920	Pran.g_00828	Prah.g_01589
OG0000921	Pran.g_00827	Prah.g_01590
OG0000922	Pran.g_00826	Prah.g_01591
OG0000923	Pran.g_00825	Prah.g_01592
OG0000924	Pran.g_00824	Prah.g_01593
OG0000925	Pran.g_00823	Prah.g_01594
OG0000926	Pran.g_00822	Prah.g_02242
OG0000927	Pran.g_00751	Prah.g_00435
OG0000928	Pran.g_00750	Prah.g_00434
OG0000929	Pran.g_00749	Prah.g_00433
OG0000930	Pran.g_00748	Prah.g_00428
OG0000931	Pran.g_00747	Prah.g_00427
OG0000932	Pran.g_00745	Prah.g_00423
OG0000933	Pran.g_00744	Prah.g_00421
OG0000934	Pran.g_00743	Prah.g_00420
OG0000935	Pran.g_00742	Prah.g_00419
OG0000936	Pran.g_00741	Prah.g_00418
OG0000937	Pran.g_00740	Prah.g_00417
OG0000938	Pran.g_00739	Prah.g_00415
OG0000939	Pran.g_00738	Prah.g_00414
OG0000940	Pran.g_00737	Prah.g_00412
OG0000941	Pran.g_00735	Prah.g_00410
OG0000942	Pran.g_00734	Prah.g_00409
OG0000943	Pran.g_00731	Prah.g_00406
OG0000944	Pran.g_00730	Prah.g_00403
OG0000945	Pran.g_00729	Prah.g_00402
OG0000946	Pran.g_00728	Prah.g_00401
OG0000947	Pran.g_00727	Prah.g_00400
OG0000948	Pran.g_00726	Prah.g_00399
OG0000949	Pran.g_00725	Prah.g_00398
OG0000950	Pran.g_00724	Prah.g_00397
OG0000951	Pran.g_00723	Prah.g_00396
OG0000952	Pran.g_00722	Prah.g_00395
OG0000953	Pran.g_00721	Prah.g_00394
OG0000954	Pran.g_00720	Prah.g_00391
OG0000955	Pran.g_00719	Prah.g_00390
OG0000956	Pran.g_00718	Prah.g_00389
OG0000957	Pran.g_00717	Prah.g_00388
OG0000958	Pran.g_00716	Prah.g_00386
OG0000959	Pran.g_00715	Prah.g_00385
OG0000960	Pran.g_00714	Prah.g_00384
OG0000961	Pran.g_00710	Prah.g_00379
OG0000962	Pran.g_00709	Prah.g_00376
OG0000963	Pran.g_00708	Prah.g_00374
OG0000964	Pran.g_00706	Prah.g_00371
OG0000965	Pran.g_00705	Prah.g_00370
OG0000966	Pran.g_00704	Prah.g_00369
OG0000967	Pran.g_00703	Prah.g_00368
OG0000968	Pran.g_00702	Prah.g_00367
OG0000969	Pran.g_00701	Prah.g_00366
OG0000970	Pran.g_00700	Prah.g_00365
OG0000971	Pran.g_00699	Prah.g_00364
OG0000972	Pran.g_00698	Prah.g_00363
OG0000973	Pran.g_00697	Prah.g_00362
OG0000974	Pran.g_00695	Prah.g_00360
OG0000975	Pran.g_00692	Prah.g_01217
OG0000976	Pran.g_00690	Prah.g_01605
OG0000977	Pran.g_00689	Prah.g_01615
OG0000978	Pran.g_00688	Prah.g_01617
OG0000979	Pran.g_00686	Prah.g_01619
OG0000980	Pran.g_00685	Prah.g_01620
OG0000981	Pran.g_00684	Prah.g_00538
OG0000982	Pran.g_00683	Prah.g_01621
OG0000983	Pran.g_00681	Prah.g_01623
OG0000984	Pran.g_00680	Prah.g_01624
OG0000985	Pran.g_00679	Prah.g_01625
OG0000986	Pran.g_00678	Prah.g_01627
OG0000987	Pran.g_00677	Prah.g_01628
OG0000988	Pran.g_00676	Prah.g_01631
OG0000989	Pran.g_00675	Prah.g_01632
OG0000990	Pran.g_00674	Prah.g_01633
OG0000991	Pran.g_00673	Prah.g_01634
OG0000992	Pran.g_00672	Prah.g_01635
OG0000993	Pran.g_00671	Prah.g_01636
OG0000994	Pran.g_00670	Prah.g_01637
OG0000995	Pran.g_00669	Prah.g_01639
OG0000996	Pran.g_00668	Prah.g_01640
OG0000997	Pran.g_00667	Prah.g_01641
OG0000998	Pran.g_00666	Prah.g_01642
OG0000999	Pran.g_00665	Prah.g_01643
OG0001000	Pran.g_00664	Prah.g_01644
OG0001001	Pran.g_00662	Prah.g_01645
OG0001002	Pran.g_00661	Prah.g_01648
OG0001003	Pran.g_00660	Prah.g_01649
OG0001004	Pran.g_00659	Prah.g_01791
OG0001005	Pran.g_00658	Prah.g_01651
OG0001006	Pran.g_00657	Prah.g_01652
OG0001007	Pran.g_00656	Prah.g_01653
OG0001008	Pran.g_00654	Prah.g_01655
OG0001009	Pran.g_00653	Prah.g_01656
OG0001010	Pran.g_00646	Prah.g_00541
OG0001011	Pran.g_00636	Prah.g_00515
OG0001012	Pran.g_00598	Prah.g_00651
OG0001013	Pran.g_00964	Prah.g_01667
OG0001014	Pran.g_00965	Prah.g_01668
OG0001015	Pran.g_00971	Prah.g_01677
OG0001016	Pran.g_00972	Prah.g_01678
OG0001017	Pran.g_00973	Prah.g_01679
OG0001018	Pran.g_00974	Prah.g_01681
OG0001019	Pran.g_00976	Prah.g_01685
OG0001020	Pran.g_00977	Prah.g_01687
OG0001021	Pran.g_00978	Prah.g_01688
OG0001022	Pran.g_00979	Prah.g_01689
OG0001023	Pran.g_00980	Prah.g_01690
OG0001024	Pran.g_00981	Prah.g_01692
OG0001025	Pran.g_00982	Prah.g_01693
OG0001026	Pran.g_00984	Prah.g_01694
OG0001027	Pran.g_00985	Prah.g_01695
OG0001028	Pran.g_00986	Prah.g_01696
OG0001029	Pran.g_00987	Prah.g_01697
OG0001030	Pran.g_00988	Prah.g_01698
OG0001031	Pran.g_00989	Prah.g_01699
OG0001032	Pran.g_00990	Prah.g_01700
OG0001033	Pran.g_00991	Prah.g_01701
OG0001034	Pran.g_00992	Prah.g_01703
OG0001035	Pran.g_00994	Prah.g_01705
OG0001036	Pran.g_00995	Prah.g_01707
OG0001037	Pran.g_00996	Prah.g_01709
OG0001038	Pran.g_00997	Prah.g_01710
OG0001039	Pran.g_00998	Prah.g_01711
OG0001040	Pran.g_00999	Prah.g_01713
OG0001041	Pran.g_01000	Prah.g_01714
OG0001042	Pran.g_01001	Prah.g_01716
OG0001043	Pran.g_01002	Prah.g_01717
OG0001044	Pran.g_01003	Prah.g_01718
OG0001045	Pran.g_01004	Prah.g_01719
OG0001046	Pran.g_01005	Prah.g_01720
OG0001047	Pran.g_01008	Prah.g_01727
OG0001048	Pran.g_01010	Prah.g_01729
OG0001049	Pran.g_01011	Prah.g_01730
OG0001050	Pran.g_01012	Prah.g_01731
OG0001051	Pran.g_01013	Prah.g_01732
OG0001052	Pran.g_01014	Prah.g_01733
OG0001053	Pran.g_01015	Prah.g_01736
OG0001054	Pran.g_01017	Prah.g_01738
OG0001055	Pran.g_01018	Prah.g_01739
OG0001056	Pran.g_01019	Prah.g_01740
OG0001057	Pran.g_01020	Prah.g_01741
OG0001058	Pran.g_01021	Prah.g_01742
OG0001059	Pran.g_01022	Prah.g_01743
OG0001060	Pran.g_01023	Prah.g_01744
OG0001061	Pran.g_01024	Prah.g_01745
OG0001062	Pran.g_01025	Prah.g_01759
OG0001063	Pran.g_01026	Prah.g_01760
OG0001064	Pran.g_01028	Prah.g_01762
OG0001065	Pran.g_01032	Prah.g_02073
OG0001066	Pran.g_01033	Prah.g_02071
OG0001067	Pran.g_01034	Prah.g_02070
OG0001068	Pran.g_01036	Prah.g_02067
OG0001069	Pran.g_01037	Prah.g_02066
OG0001070	Pran.g_01038	Prah.g_02065
OG0001071	Pran.g_01039	Prah.g_02064
OG0001072	Pran.g_01040	Prah.g_02063
OG0001073	Pran.g_01041	Prah.g_02062
OG0001074	Pran.g_01042	Prah.g_02061
OG0001075	Pran.g_01044	Prah.g_02060
OG0001076	Pran.g_01045	Prah.g_02059
OG0001077	Pran.g_01046	Prah.g_02058
OG0001078	Pran.g_01047	Prah.g_02056
OG0001079	Pran.g_01048	Prah.g_02055
OG0001080	Pran.g_01049	Prah.g_02054
OG0001081	Pran.g_01052	Prah.g_02041
OG0001082	Pran.g_01053	Prah.g_02042
OG0001083	Pran.g_01054	Prah.g_02046
OG0001084	Pran.g_01055	Prah.g_02044
OG0001085	Pran.g_01056	Prah.g_02043
OG0001086	Pran.g_01057	Prah.g_02047
OG0001087	Pran.g_01058	Prah.g_02048
OG0001088	Pran.g_01059	Prah.g_02050
OG0001089	Pran.g_01062	Prah.g_02039
OG0001090	Pran.g_01064	Prah.g_02037
OG0001091	Pran.g_01065	Prah.g_02036
OG0001092	Pran.g_01066	Prah.g_02035
OG0001093	Pran.g_01067	Prah.g_02034
OG0001094	Pran.g_01069	Prah.g_02033
OG0001095	Pran.g_01070	Prah.g_02032
OG0001096	Pran.g_01071	Prah.g_02031
OG0001097	Pran.g_01072	Prah.g_02030
OG0001098	Pran.g_01073	Prah.g_02029
OG0001099	Pran.g_01074	Prah.g_02028
OG0001100	Pran.g_01075	Prah.g_02027
OG0001101	Pran.g_01076	Prah.g_02026
OG0001102	Pran.g_01077	Prah.g_02025
OG0001103	Pran.g_01078	Prah.g_02024
OG0001104	Pran.g_01079	Prah.g_02023
OG0001105	Pran.g_01080	Prah.g_02022
OG0001106	Pran.g_01081	Prah.g_02021
OG0001107	Pran.g_01082	Prah.g_02020
OG0001108	Pran.g_01083	Prah.g_02019
OG0001109	Pran.g_01084	Prah.g_02018
OG0001110	Pran.g_01085	Prah.g_02017
OG0001111	Pran.g_01086	Prah.g_02016
OG0001112	Pran.g_01087	Prah.g_02015
OG0001113	Pran.g_01088	Prah.g_02014
OG0001114	Pran.g_01089	Prah.g_02013
OG0001115	Pran.g_01090	Prah.g_02012
OG0001116	Pran.g_01091	Prah.g_02011
OG0001117	Pran.g_01092	Prah.g_02010
OG0001118	Pran.g_01093	Prah.g_02009
OG0001119	Pran.g_01094	Prah.g_02008
OG0001120	Pran.g_01095	Prah.g_02007
OG0001121	Pran.g_01097	Prah.g_02004
OG0001122	Pran.g_01098	Prah.g_02003
OG0001123	Pran.g_01099	Prah.g_02002
OG0001124	Pran.g_01101	Prah.g_02000
OG0001125	Pran.g_01103	Prah.g_01998
OG0001126	Pran.g_01104	Prah.g_01997
OG0001127	Pran.g_01106	Prah.g_01994
OG0001128	Pran.g_01107	Prah.g_01993
OG0001129	Pran.g_01108	Prah.g_01991
OG0001130	Pran.g_01111	Prah.g_01988
OG0001131	Pran.g_01112	Prah.g_01987
OG0001132	Pran.g_01113	Prah.g_01986
OG0001133	Pran.g_01114	Prah.g_01985
OG0001134	Pran.g_01115	Prah.g_01984
OG0001135	Pran.g_01116	Prah.g_01983
OG0001136	Pran.g_01117	Prah.g_01982
OG0001137	Pran.g_01118	Prah.g_01981
OG0001138	Pran.g_01119	Prah.g_01980
OG0001139	Pran.g_01120	Prah.g_01978
OG0001140	Pran.g_01121	Prah.g_01977
OG0001141	Pran.g_01122	Prah.g_01976
OG0001142	Pran.g_01125	Prah.g_01966
OG0001143	Pran.g_01126	Prah.g_01965
OG0001144	Pran.g_01127	Prah.g_01963
OG0001145	Pran.g_01128	Prah.g_01962
OG0001146	Pran.g_01129	Prah.g_01961
OG0001147	Pran.g_01130	Prah.g_01960
OG0001148	Pran.g_01131	Prah.g_01958
OG0001149	Pran.g_01133	Prah.g_02224
OG0001150	Pran.g_01134	Prah.g_02227
OG0001151	Pran.g_01136	Prah.g_02231
OG0001152	Pran.g_01137	Prah.g_02232
OG0001153	Pran.g_01138	Prah.g_02234
OG0001154	Pran.g_01139	Prah.g_02236
OG0001155	Pran.g_01141	Prah.g_02239
OG0001156	Pran.g_01143	Prah.g_02241
OG0001157	Pran.g_01144	Prah.g_02243
OG0001158	Pran.g_01146	Prah.g_02245
OG0001159	Pran.g_01147	Prah.g_02246
OG0001160	Pran.g_01148	Prah.g_02247
OG0001161	Pran.g_01149	Prah.g_00168
OG0001162	Pran.g_01150	Prah.g_00167
OG0001163	Pran.g_01151	Prah.g_00166
OG0001164	Pran.g_01152	Prah.g_00165
OG0001165	Pran.g_01153	Prah.g_00164
OG0001166	Pran.g_01154	Prah.g_00163
OG0001167	Pran.g_01155	Prah.g_00156
OG0001168	Pran.g_01156	Prah.g_00155
OG0001169	Pran.g_01157	Prah.g_00154
OG0001170	Pran.g_01158	Prah.g_00152
OG0001171	Pran.g_01159	Prah.g_00151
OG0001172	Pran.g_01161	Prah.g_00149
OG0001173	Pran.g_01163	Prah.g_00146
OG0001174	Pran.g_01164	Prah.g_00145
