Orthogroup	Syaj	Prau
OG0000557	Syaj.g_00178	Prau.g_00585
OG0000558	Syaj.g_00181	Prau.g_00587
OG0000559	Syaj.g_00185	Prau.g_00591
OG0000560	Syaj.g_00188	Prau.g_00594
OG0000561	Syaj.g_00189	Prau.g_00595
OG0000562	Syaj.g_00190	Prau.g_00596
OG0000563	Syaj.g_00191	Prau.g_00597
OG0000564	Syaj.g_00192	Prau.g_00598
OG0000565	Syaj.g_00195	Prau.g_00601
OG0000566	Syaj.g_00199	Prau.g_00603
OG0000567	Syaj.g_00203	Prau.g_00607
OG0000568	Syaj.g_00207	Prau.g_00608
OG0000569	Syaj.g_00208	Prau.g_00609
OG0000570	Syaj.g_00209	Prau.g_00610
OG0000571	Syaj.g_00213	Prau.g_00612
OG0000572	Syaj.g_00230	Prau.g_00625
OG0000573	Syaj.g_00238	Prau.g_00630
OG0000574	Syaj.g_00242	Prau.g_00631
OG0000575	Syaj.g_00247	Prau.g_00635
OG0000576	Syaj.g_00249	Prau.g_00637
OG0000577	Syaj.g_00250	Prau.g_00638
OG0000578	Syaj.g_00251	Prau.g_00639
OG0000579	Syaj.g_00252	Prau.g_00640
OG0000580	Syaj.g_00253	Prau.g_00641
OG0000581	Syaj.g_00261	Prau.g_00643
OG0000582	Syaj.g_01338	Prau.g_00646
OG0000583	Syaj.g_01337	Prau.g_00647
OG0000584	Syaj.g_01336	Prau.g_00648
OG0000585	Syaj.g_01334	Prau.g_00650
OG0000586	Syaj.g_01333	Prau.g_00651
OG0000587	Syaj.g_01331	Prau.g_00652
OG0000588	Syaj.g_01313	Prau.g_00656
OG0000589	Syaj.g_01308	Prau.g_00661
OG0000590	Syaj.g_01307	Prau.g_00662
OG0000591	Syaj.g_01299	Prau.g_00665
OG0000592	Syaj.g_01298	Prau.g_00666
OG0000593	Syaj.g_01287	Prau.g_00672
OG0000594	Syaj.g_01286	Prau.g_00673
OG0000595	Syaj.g_01285	Prau.g_00674
OG0000596	Syaj.g_01280	Prau.g_00678
OG0000597	Syaj.g_01277	Prau.g_00680
OG0000598	Syaj.g_01276	Prau.g_00681
OG0000599	Syaj.g_01273	Prau.g_00684
OG0000600	Syaj.g_01272	Prau.g_00685
OG0000601	Syaj.g_01271	Prau.g_00686
OG0000602	Syaj.g_01266	Prau.g_00688
OG0000603	Syaj.g_01265	Prau.g_00689
OG0000604	Syaj.g_01262	Prau.g_00690
OG0000605	Syaj.g_01153	Prau.g_00691
OG0000606	Syaj.g_00698	Prau.g_00694
OG0000607	Syaj.g_00702	Prau.g_00697
OG0000608	Syaj.g_00703	Prau.g_00698
OG0000609	Syaj.g_00705	Prau.g_00699
OG0000610	Syaj.g_00714	Prau.g_00704
OG0000611	Syaj.g_00717	Prau.g_00707
OG0000612	Syaj.g_00718	Prau.g_00708
OG0000613	Syaj.g_02500	Prau.g_00713
OG0000614	Syaj.g_00480	Prau.g_00732
OG0000615	Syaj.g_01065	Prau.g_00740
OG0000616	Syaj.g_02245	Prau.g_00744
OG0000617	Syaj.g_00952	Prau.g_00761
OG0000618	Syaj.g_00951	Prau.g_00762
OG0000619	Syaj.g_00950	Prau.g_00763
OG0000620	Syaj.g_00945	Prau.g_00766
OG0000621	Syaj.g_00944	Prau.g_00767
OG0000622	Syaj.g_00943	Prau.g_00768
OG0000623	Syaj.g_00942	Prau.g_00769
OG0000624	Syaj.g_00940	Prau.g_00770
OG0000625	Syaj.g_00939	Prau.g_00771
OG0000626	Syaj.g_00938	Prau.g_00772
OG0000627	Syaj.g_00765	Prau.g_00773
OG0000628	Syaj.g_00766	Prau.g_00774
OG0000629	Syaj.g_00769	Prau.g_00775
OG0000630	Syaj.g_00773	Prau.g_00778
OG0000631	Syaj.g_00786	Prau.g_00845
OG0000632	Syaj.g_00787	Prau.g_00846
OG0000633	Syaj.g_00789	Prau.g_00847
OG0000634	Syaj.g_01030	Prau.g_00850
OG0000635	Syaj.g_01029	Prau.g_00851
OG0000636	Syaj.g_01024	Prau.g_00853
OG0000637	Syaj.g_01022	Prau.g_00855
OG0000638	Syaj.g_01021	Prau.g_00856
OG0000639	Syaj.g_01020	Prau.g_00857
OG0000640	Syaj.g_01019	Prau.g_00858
OG0000641	Syaj.g_01015	Prau.g_00862
OG0000642	Syaj.g_01014	Prau.g_00863
OG0000643	Syaj.g_01012	Prau.g_00864
OG0000644	Syaj.g_01011	Prau.g_00865
OG0000645	Syaj.g_01009	Prau.g_00866
OG0000646	Syaj.g_01006	Prau.g_00868
OG0000647	Syaj.g_01004	Prau.g_00869
OG0000648	Syaj.g_01001	Prau.g_00871
OG0000649	Syaj.g_01000	Prau.g_00872
OG0000650	Syaj.g_00999	Prau.g_00873
OG0000651	Syaj.g_00998	Prau.g_00874
OG0000652	Syaj.g_00997	Prau.g_00875
OG0000653	Syaj.g_00991	Prau.g_00877
OG0000654	Syaj.g_00990	Prau.g_00878
OG0000655	Syaj.g_00989	Prau.g_00879
OG0000656	Syaj.g_00986	Prau.g_00882
OG0000657	Syaj.g_00382	Prau.g_00889
OG0000658	Syaj.g_00379	Prau.g_00890
OG0000659	Syaj.g_00378	Prau.g_00891
OG0000660	Syaj.g_00374	Prau.g_00895
OG0000661	Syaj.g_00372	Prau.g_00897
OG0000662	Syaj.g_00370	Prau.g_00899
OG0000663	Syaj.g_00367	Prau.g_00902
OG0000664	Syaj.g_00358	Prau.g_00903
OG0000665	Syaj.g_01243	Prau.g_00907
OG0000666	Syaj.g_01154	Prau.g_00908
OG0000667	Syaj.g_02661	Prau.g_00912
OG0000668	Syaj.g_00816	Prau.g_00942
OG0000669	Syaj.g_00730	Prau.g_00949
OG0000670	Syaj.g_00733	Prau.g_00951
OG0000671	Syaj.g_00735	Prau.g_00953
OG0000672	Syaj.g_00739	Prau.g_00955
OG0000673	Syaj.g_00742	Prau.g_00957
OG0000674	Syaj.g_00744	Prau.g_00959
OG0000675	Syaj.g_00757	Prau.g_00960
OG0000676	Syaj.g_00759	Prau.g_00962
OG0000677	Syaj.g_00760	Prau.g_00963
OG0000678	Syaj.g_01075	Prau.g_00965
OG0000679	Syaj.g_01061	Prau.g_00969
OG0000680	Syaj.g_01060	Prau.g_00970
OG0000681	Syaj.g_01057	Prau.g_00973
OG0000682	Syaj.g_01056	Prau.g_00974
OG0000683	Syaj.g_01055	Prau.g_00975
OG0000684	Syaj.g_01051	Prau.g_00977
OG0000685	Syaj.g_01049	Prau.g_00979
OG0000686	Syaj.g_01048	Prau.g_00980
OG0000687	Syaj.g_01047	Prau.g_00981
OG0000688	Syaj.g_01041	Prau.g_00984
OG0000689	Syaj.g_01039	Prau.g_00985
OG0000690	Syaj.g_01038	Prau.g_00986
OG0000691	Syaj.g_01037	Prau.g_00987
OG0000692	Syaj.g_01036	Prau.g_00989
OG0000693	Syaj.g_01034	Prau.g_00990
OG0000694	Syaj.g_01033	Prau.g_00991
OG0000695	Syaj.g_00791	Prau.g_00993
OG0000696	Syaj.g_00792	Prau.g_00994
OG0000697	Syaj.g_00932	Prau.g_00995
OG0000698	Syaj.g_00929	Prau.g_00998
OG0000699	Syaj.g_00928	Prau.g_00999
OG0000700	Syaj.g_00927	Prau.g_01000
OG0000701	Syaj.g_00926	Prau.g_01001
OG0000702	Syaj.g_00916	Prau.g_01003
OG0000703	Syaj.g_00915	Prau.g_01004
OG0000704	Syaj.g_00913	Prau.g_01005
OG0000705	Syaj.g_00906	Prau.g_01009
OG0000706	Syaj.g_00905	Prau.g_01010
OG0000707	Syaj.g_00904	Prau.g_01011
OG0000708	Syaj.g_00901	Prau.g_01012
OG0000709	Syaj.g_00872	Prau.g_01016
OG0000710	Syaj.g_00867	Prau.g_01019
OG0000711	Syaj.g_00839	Prau.g_01036
OG0000712	Syaj.g_00837	Prau.g_01038
OG0000713	Syaj.g_00836	Prau.g_01039
OG0000714	Syaj.g_00834	Prau.g_01040
OG0000715	Syaj.g_00832	Prau.g_01042
OG0000716	Syaj.g_00825	Prau.g_01044
OG0000717	Syaj.g_00824	Prau.g_01045
OG0000718	Syaj.g_00820	Prau.g_01058
OG0000719	Syaj.g_00818	Prau.g_01060
OG0000720	Syaj.g_00805	Prau.g_01069
OG0000721	Syaj.g_00803	Prau.g_01071
OG0000722	Syaj.g_00802	Prau.g_01072
OG0000723	Syaj.g_00934	Prau.g_01075
OG0000724	Syaj.g_00421	Prau.g_01084
OG0000725	Syaj.g_00430	Prau.g_01090
OG0000726	Syaj.g_00431	Prau.g_01091
OG0000727	Syaj.g_00432	Prau.g_01092
OG0000728	Syaj.g_00434	Prau.g_01094
OG0000729	Syaj.g_02397	Prau.g_01138
OG0000730	Syaj.g_02802	Prau.g_01142
OG0000731	Syaj.g_02814	Prau.g_01146
OG0000732	Syaj.g_02315	Prau.g_01155
OG0000733	Syaj.g_02151	Prau.g_01175
OG0000734	Syaj.g_01895	Prau.g_01192
OG0000735	Syaj.g_00286	Prau.g_01194
OG0000736	Syaj.g_00287	Prau.g_01195
OG0000737	Syaj.g_00288	Prau.g_01196
OG0000738	Syaj.g_00293	Prau.g_01200
OG0000739	Syaj.g_00295	Prau.g_01201
OG0000740	Syaj.g_00296	Prau.g_01202
OG0000741	Syaj.g_00299	Prau.g_01203
OG0000742	Syaj.g_00301	Prau.g_01205
OG0000743	Syaj.g_00303	Prau.g_01207
OG0000744	Syaj.g_00304	Prau.g_01208
OG0000745	Syaj.g_00306	Prau.g_01209
OG0000746	Syaj.g_00308	Prau.g_01211
OG0000747	Syaj.g_00309	Prau.g_01212
OG0000748	Syaj.g_00319	Prau.g_01215
OG0000749	Syaj.g_00322	Prau.g_01216
OG0000750	Syaj.g_00323	Prau.g_01217
OG0000751	Syaj.g_00331	Prau.g_01219
OG0000752	Syaj.g_00333	Prau.g_01221
OG0000753	Syaj.g_00336	Prau.g_01224
OG0000754	Syaj.g_00643	Prau.g_01227
OG0000755	Syaj.g_00631	Prau.g_01230
OG0000756	Syaj.g_00625	Prau.g_01231
OG0000757	Syaj.g_00614	Prau.g_01237
OG0000758	Syaj.g_00613	Prau.g_01238
OG0000759	Syaj.g_00612	Prau.g_01239
OG0000760	Syaj.g_00611	Prau.g_01240
OG0000761	Syaj.g_00609	Prau.g_01241
OG0000762	Syaj.g_00603	Prau.g_01242
OG0000763	Syaj.g_00597	Prau.g_01244
OG0000764	Syaj.g_00596	Prau.g_01245
OG0000765	Syaj.g_00577	Prau.g_01254
OG0000766	Syaj.g_00576	Prau.g_01255
OG0000767	Syaj.g_00574	Prau.g_01257
OG0000768	Syaj.g_00573	Prau.g_01258
OG0000769	Syaj.g_00571	Prau.g_01260
OG0000770	Syaj.g_00567	Prau.g_01262
OG0000771	Syaj.g_00415	Prau.g_01271, Prau.g_01496
OG0000772	Syaj.g_01208	Prau.g_01346
OG0000773	Syaj.g_00280	Prau.g_01361
OG0000774	Syaj.g_01502	Prau.g_01363
OG0000775	Syaj.g_01504	Prau.g_01366
OG0000776	Syaj.g_01505	Prau.g_01367
OG0000777	Syaj.g_01506	Prau.g_01368
OG0000778	Syaj.g_01507	Prau.g_01369
OG0000779	Syaj.g_01513	Prau.g_01373
OG0000780	Syaj.g_01517	Prau.g_01374
OG0000781	Syaj.g_01521	Prau.g_01377
OG0000782	Syaj.g_01522	Prau.g_01378
OG0000783	Syaj.g_01524	Prau.g_01379
OG0000784	Syaj.g_01525	Prau.g_01380
OG0000785	Syaj.g_01526	Prau.g_01382
OG0000786	Syaj.g_00265	Prau.g_01384
OG0000787	Syaj.g_00264	Prau.g_01385
OG0000788	Syaj.g_01270	Prau.g_01396
OG0000789	Syaj.g_01121	Prau.g_01399
OG0000790	Syaj.g_00054	Prau.g_01414
OG0000791	Syaj.g_00053	Prau.g_01416
OG0000792	Syaj.g_00052	Prau.g_01417
OG0000793	Syaj.g_00047	Prau.g_01420
OG0000794	Syaj.g_00046	Prau.g_01421
OG0000795	Syaj.g_00045	Prau.g_01422
OG0000796	Syaj.g_00039	Prau.g_01426
OG0000797	Syaj.g_00038	Prau.g_01427
OG0000799	Syaj.g_01352	Prau.g_01510
OG0000800	Syaj.g_01354	Prau.g_01511
OG0000801	Syaj.g_01355	Prau.g_01512
OG0000802	Syaj.g_01359	Prau.g_01514
OG0000803	Syaj.g_01363	Prau.g_01516
OG0000804	Syaj.g_01366	Prau.g_01517
OG0000805	Syaj.g_01369	Prau.g_01519
OG0000806	Syaj.g_01370	Prau.g_01521
OG0000807	Syaj.g_01372	Prau.g_01522
OG0000808	Syaj.g_01373	Prau.g_01523
OG0000809	Syaj.g_01376	Prau.g_01526
OG0000810	Syaj.g_01377	Prau.g_01527
OG0000811	Syaj.g_01385	Prau.g_01534
OG0000812	Syaj.g_01387	Prau.g_01536
OG0000813	Syaj.g_01388	Prau.g_01537
OG0000814	Syaj.g_01390	Prau.g_01539
OG0000815	Syaj.g_01391	Prau.g_01540
OG0000816	Syaj.g_01392	Prau.g_01542
OG0000817	Syaj.g_01393	Prau.g_01543
OG0000818	Syaj.g_01399	Prau.g_01548
OG0000819	Syaj.g_01400	Prau.g_01549
OG0000820	Syaj.g_01401	Prau.g_01550
OG0000821	Syaj.g_01412	Prau.g_01554
OG0000822	Syaj.g_01414	Prau.g_01555
OG0000823	Syaj.g_01415	Prau.g_01556
OG0000824	Syaj.g_01421	Prau.g_01559
OG0000825	Syaj.g_01422	Prau.g_01560
OG0000826	Syaj.g_01423	Prau.g_01561
OG0000827	Syaj.g_01424	Prau.g_01562
OG0000828	Syaj.g_01427	Prau.g_01565
OG0000829	Syaj.g_01428	Prau.g_01566
OG0000830	Syaj.g_01429	Prau.g_01567
OG0000831	Syaj.g_01431	Prau.g_01569
OG0000832	Syaj.g_01635	Prau.g_01575
OG0000833	Syaj.g_01647	Prau.g_01583
OG0000834	Syaj.g_01649	Prau.g_01584
OG0000835	Syaj.g_01650	Prau.g_01585
OG0000836	Syaj.g_01654	Prau.g_01586
OG0000837	Syaj.g_01661	Prau.g_01587
OG0000838	Syaj.g_01665	Prau.g_01589
OG0000839	Syaj.g_01666	Prau.g_01590
OG0000840	Syaj.g_01667	Prau.g_01591
OG0000841	Syaj.g_01668	Prau.g_01592
OG0000842	Syaj.g_01669	Prau.g_01593
OG0000843	Syaj.g_01670	Prau.g_01594
OG0000844	Syaj.g_01680	Prau.g_01595
OG0000845	Syaj.g_01681	Prau.g_01596
OG0000846	Syaj.g_01682	Prau.g_01597
OG0000847	Syaj.g_01683	Prau.g_01598
OG0000848	Syaj.g_01685	Prau.g_01599
OG0000849	Syaj.g_01686	Prau.g_01600
OG0000850	Syaj.g_01689	Prau.g_01602
OG0000851	Syaj.g_01694	Prau.g_01603
OG0000852	Syaj.g_01695	Prau.g_01604
OG0000853	Syaj.g_01699	Prau.g_01608
OG0000854	Syaj.g_01701	Prau.g_01610
OG0000855	Syaj.g_01702	Prau.g_01611
OG0000856	Syaj.g_01296	Prau.g_01626
OG0000857	Syaj.g_01005	Prau.g_01652
OG0000858	Syaj.g_01708	Prau.g_01726
OG0000859	Syaj.g_01709	Prau.g_01727
OG0000860	Syaj.g_01723	Prau.g_01734
OG0000861	Syaj.g_01724	Prau.g_01735
OG0000862	Syaj.g_01725	Prau.g_01736
OG0000863	Syaj.g_01728	Prau.g_01738
OG0000864	Syaj.g_01729	Prau.g_01739
OG0000865	Syaj.g_01730	Prau.g_01740
OG0000866	Syaj.g_01731	Prau.g_01741
OG0000867	Syaj.g_01732	Prau.g_01742
OG0000868	Syaj.g_01734	Prau.g_01743
OG0000869	Syaj.g_01742	Prau.g_01747
OG0000870	Syaj.g_01747	Prau.g_01752
OG0000871	Syaj.g_01748	Prau.g_01753
OG0000872	Syaj.g_01756	Prau.g_01754
OG0000873	Syaj.g_01759	Prau.g_01757
OG0000874	Syaj.g_01754	Prau.g_01760
OG0000875	Syaj.g_01762	Prau.g_01761
OG0000876	Syaj.g_02084	Prau.g_01762
OG0000877	Syaj.g_01586	Prau.g_01764
OG0000878	Syaj.g_01587	Prau.g_01765
OG0000879	Syaj.g_01588	Prau.g_01766
OG0000880	Syaj.g_01589	Prau.g_01767
OG0000881	Syaj.g_01595	Prau.g_01771
OG0000882	Syaj.g_01599	Prau.g_01776
OG0000883	Syaj.g_01601	Prau.g_01777
OG0000884	Syaj.g_01603	Prau.g_01779
OG0000885	Syaj.g_01604	Prau.g_01780
OG0000886	Syaj.g_01605	Prau.g_01781
OG0000887	Syaj.g_01606	Prau.g_01782
OG0000888	Syaj.g_01608	Prau.g_01784
OG0000889	Syaj.g_01610	Prau.g_01786
OG0000890	Syaj.g_01615	Prau.g_01787
OG0000891	Syaj.g_01616	Prau.g_01788
OG0000892	Syaj.g_01620	Prau.g_01790
OG0000893	Syaj.g_02636	Prau.g_01794
OG0000894	Syaj.g_02639	Prau.g_01796
OG0000895	Syaj.g_02643	Prau.g_01799
OG0000896	Syaj.g_02644	Prau.g_01800
OG0000897	Syaj.g_02646	Prau.g_01802
OG0000898	Syaj.g_02647	Prau.g_01803
OG0000899	Syaj.g_02648	Prau.g_01804
OG0000900	Syaj.g_02649	Prau.g_01805
OG0000901	Syaj.g_02654	Prau.g_01808
OG0000902	Syaj.g_02656	Prau.g_01810
OG0000903	Syaj.g_02689	Prau.g_01813
OG0000904	Syaj.g_02684	Prau.g_01815
OG0000905	Syaj.g_02678	Prau.g_01820
OG0000906	Syaj.g_02676	Prau.g_01821
OG0000907	Syaj.g_02692	Prau.g_01827
OG0000908	Syaj.g_02695	Prau.g_01830
OG0000909	Syaj.g_02696	Prau.g_01831
OG0000910	Syaj.g_02697	Prau.g_01832
OG0000911	Syaj.g_02699	Prau.g_01834
OG0000912	Syaj.g_02700	Prau.g_01835
OG0000913	Syaj.g_02701	Prau.g_01836
OG0000914	Syaj.g_02702	Prau.g_01837
OG0000915	Syaj.g_02704	Prau.g_01838
OG0000916	Syaj.g_02705	Prau.g_01839
OG0000917	Syaj.g_02706	Prau.g_01840
OG0000918	Syaj.g_02707	Prau.g_01841
OG0000919	Syaj.g_02708	Prau.g_01842
OG0000920	Syaj.g_02709	Prau.g_01843
OG0000921	Syaj.g_02710	Prau.g_01844
OG0000922	Syaj.g_02711	Prau.g_01845
OG0000923	Syaj.g_02715	Prau.g_01849
OG0000924	Syaj.g_02716	Prau.g_01850
OG0000925	Syaj.g_02717	Prau.g_01851
OG0000926	Syaj.g_02718	Prau.g_01852
OG0000927	Syaj.g_02720	Prau.g_01854
OG0000928	Syaj.g_02721	Prau.g_01855
OG0000929	Syaj.g_02722	Prau.g_01856
OG0000930	Syaj.g_02723	Prau.g_01857
OG0000931	Syaj.g_02724	Prau.g_01858
OG0000932	Syaj.g_02725	Prau.g_01859
OG0000933	Syaj.g_02731	Prau.g_01863
OG0000934	Syaj.g_02733	Prau.g_01865
OG0000935	Syaj.g_02734	Prau.g_01866
OG0000936	Syaj.g_02735	Prau.g_01867
OG0000937	Syaj.g_02736	Prau.g_01868
OG0000938	Syaj.g_02739	Prau.g_01870
OG0000939	Syaj.g_02740	Prau.g_01871
OG0000940	Syaj.g_02747	Prau.g_01878
OG0000941	Syaj.g_02749	Prau.g_01880
OG0000942	Syaj.g_02751	Prau.g_01882
OG0000943	Syaj.g_02752	Prau.g_01883
OG0000944	Syaj.g_02754	Prau.g_01884
OG0000945	Syaj.g_02756	Prau.g_01885
OG0000946	Syaj.g_02761	Prau.g_01889
OG0000947	Syaj.g_02764	Prau.g_01891
OG0000948	Syaj.g_02765	Prau.g_01892
OG0000949	Syaj.g_02474	Prau.g_01895
OG0000950	Syaj.g_02459	Prau.g_01900
OG0000951	Syaj.g_02452	Prau.g_01904
OG0000952	Syaj.g_02446	Prau.g_01908
OG0000953	Syaj.g_02442	Prau.g_01911
OG0000954	Syaj.g_02435	Prau.g_01915
OG0000955	Syaj.g_02434	Prau.g_01916
OG0000956	Syaj.g_02432	Prau.g_01918
OG0000957	Syaj.g_02419	Prau.g_01923
OG0000958	Syaj.g_02418	Prau.g_01924
OG0000959	Syaj.g_02413	Prau.g_01928
OG0000960	Syaj.g_02412	Prau.g_01929
OG0000961	Syaj.g_02402	Prau.g_01931
OG0000962	Syaj.g_02398	Prau.g_01933
OG0000963	Syaj.g_02393	Prau.g_01937
OG0000964	Syaj.g_02392	Prau.g_01938
OG0000965	Syaj.g_02391	Prau.g_01939
OG0000966	Syaj.g_02370	Prau.g_01946
OG0000967	Syaj.g_02334	Prau.g_01951
OG0000968	Syaj.g_02363	Prau.g_01953
OG0000969	Syaj.g_02338	Prau.g_01954
OG0000970	Syaj.g_02337	Prau.g_01955
OG0000971	Syaj.g_02331	Prau.g_01956
OG0000972	Syaj.g_02330	Prau.g_01957
OG0000973	Syaj.g_02329	Prau.g_01958
OG0000974	Syaj.g_02328	Prau.g_01959
OG0000975	Syaj.g_02327	Prau.g_01960
OG0000976	Syaj.g_02326	Prau.g_01961
OG0000977	Syaj.g_02324	Prau.g_01962
OG0000978	Syaj.g_02322	Prau.g_01963
OG0000979	Syaj.g_02319	Prau.g_01966
OG0000980	Syaj.g_02316	Prau.g_01968
OG0000981	Syaj.g_02313	Prau.g_01970
OG0000982	Syaj.g_02112	Prau.g_01972
OG0000983	Syaj.g_02113	Prau.g_01973
OG0000984	Syaj.g_02114	Prau.g_01974
OG0000985	Syaj.g_02116	Prau.g_01977
OG0000986	Syaj.g_02123	Prau.g_01979
OG0000987	Syaj.g_02125	Prau.g_01980
OG0000988	Syaj.g_02131	Prau.g_01983
OG0000989	Syaj.g_02142	Prau.g_01986
OG0000990	Syaj.g_02165	Prau.g_01989
OG0000991	Syaj.g_02168	Prau.g_01990
OG0000992	Syaj.g_02171	Prau.g_01992
OG0000993	Syaj.g_02173	Prau.g_01993
OG0000994	Syaj.g_02177	Prau.g_01994
OG0000995	Syaj.g_02182	Prau.g_01998
OG0000996	Syaj.g_02221	Prau.g_01999
OG0000997	Syaj.g_02228	Prau.g_02000
OG0000998	Syaj.g_02230	Prau.g_02002
OG0000999	Syaj.g_02231	Prau.g_02003
OG0001000	Syaj.g_02236	Prau.g_02006
OG0001001	Syaj.g_02241	Prau.g_02008
OG0001002	Syaj.g_02248	Prau.g_02012
OG0001003	Syaj.g_02250	Prau.g_02014
OG0001004	Syaj.g_02251	Prau.g_02015
OG0001005	Syaj.g_02252	Prau.g_02016
OG0001006	Syaj.g_02260	Prau.g_02020
OG0001007	Syaj.g_02262	Prau.g_02022
OG0001008	Syaj.g_01554	Prau.g_00478
OG0001009	Syaj.g_02294	Prau.g_00027
OG0001010	Syaj.g_02295	Prau.g_00028
OG0001011	Syaj.g_02296	Prau.g_00029
OG0001012	Syaj.g_02108	Prau.g_00050
OG0001014	Syaj.g_02083	Prau.g_00059
OG0001015	Syaj.g_02082	Prau.g_00060
OG0001016	Syaj.g_01824	Prau.g_00074
OG0001017	Syaj.g_01830	Prau.g_00078
OG0001018	Syaj.g_01832	Prau.g_00081
OG0001019	Syaj.g_01849	Prau.g_00090
OG0001020	Syaj.g_01862	Prau.g_00091
OG0001021	Syaj.g_01867	Prau.g_00092
OG0001022	Syaj.g_01872	Prau.g_00095
OG0001023	Syaj.g_01873	Prau.g_00096
OG0001024	Syaj.g_01877	Prau.g_00099
OG0001025	Syaj.g_01884	Prau.g_00105
OG0001026	Syaj.g_01897	Prau.g_00112
OG0001027	Syaj.g_01903	Prau.g_00113
OG0001028	Syaj.g_01905	Prau.g_00115
OG0001029	Syaj.g_01907	Prau.g_00116
OG0001030	Syaj.g_01933	Prau.g_00131
OG0001031	Syaj.g_02012	Prau.g_00187
OG0001032	Syaj.g_02015	Prau.g_00188
OG0001033	Syaj.g_02044	Prau.g_00209
OG0001034	Syaj.g_02875	Prau.g_00237
OG0001035	Syaj.g_02603	Prau.g_00256
OG0001036	Syaj.g_02599	Prau.g_00261
OG0001037	Syaj.g_02597	Prau.g_00262
OG0001038	Syaj.g_02567	Prau.g_00280
OG0001039	Syaj.g_02564	Prau.g_00283
OG0001040	Syaj.g_02561	Prau.g_00285
OG0001041	Syaj.g_02556	Prau.g_00289
OG0001042	Syaj.g_02527	Prau.g_00306
OG0001043	Syaj.g_02523	Prau.g_00307
OG0001044	Syaj.g_02804	Prau.g_00335
OG0001045	Syaj.g_02817	Prau.g_00344
OG0001046	Syaj.g_00851	Prau.g_00382
OG0001047	Syaj.g_01552	Prau.g_00480
OG0001048	Syaj.g_01551	Prau.g_00481
OG0001049	Syaj.g_01548	Prau.g_00483
OG0001050	Syaj.g_01547	Prau.g_00484
OG0001051	Syaj.g_01546	Prau.g_00485
OG0001052	Syaj.g_01448	Prau.g_00512
OG0001053	Syaj.g_00075	Prau.g_00524
OG0001054	Syaj.g_00092	Prau.g_00539
OG0001055	Syaj.g_00113	Prau.g_00558
OG0001056	Syaj.g_00149	Prau.g_00576
OG0001057	Syaj.g_00160	Prau.g_00581
OG0001058	Syaj.g_00183	Prau.g_00589
OG0001059	Syaj.g_00187	Prau.g_00593
OG0001060	Syaj.g_00193	Prau.g_00600
OG0001061	Syaj.g_00214	Prau.g_00613
OG0001062	Syaj.g_00216	Prau.g_00615
OG0001063	Syaj.g_00222	Prau.g_00617
OG0001064	Syaj.g_00223	Prau.g_00618
OG0001065	Syaj.g_00224	Prau.g_00619
OG0001066	Syaj.g_00225	Prau.g_00620
OG0001067	Syaj.g_00226	Prau.g_00621
OG0001068	Syaj.g_00227	Prau.g_00622
OG0001069	Syaj.g_00228	Prau.g_00623
OG0001070	Syaj.g_00231	Prau.g_00626
OG0001071	Syaj.g_00232	Prau.g_00627
OG0001072	Syaj.g_00236	Prau.g_00628
OG0001073	Syaj.g_00254	Prau.g_00642
OG0001074	Syaj.g_01327	Prau.g_00653
OG0001075	Syaj.g_01325	Prau.g_00654
OG0001076	Syaj.g_01305	Prau.g_00664
OG0001077	Syaj.g_01294	Prau.g_00668
OG0001078	Syaj.g_01282	Prau.g_00676
OG0001079	Syaj.g_01269	Prau.g_00687
OG0001080	Syaj.g_01135	Prau.g_00693
OG0001081	Syaj.g_00699	Prau.g_00695
OG0001082	Syaj.g_00700	Prau.g_00696
OG0001083	Syaj.g_00709	Prau.g_00701
OG0001084	Syaj.g_00711	Prau.g_00702
OG0001085	Syaj.g_00721	Prau.g_00710
OG0001086	Syaj.g_00723	Prau.g_00711
OG0001087	Syaj.g_00498	Prau.g_00728
OG0001088	Syaj.g_00494	Prau.g_00729
OG0001089	Syaj.g_00439	Prau.g_00737
OG0001090	Syaj.g_00959	Prau.g_00756
OG0001091	Syaj.g_00957	Prau.g_00758
OG0001092	Syaj.g_00954	Prau.g_00759
OG0001093	Syaj.g_00948	Prau.g_00764
OG0001094	Syaj.g_01032	Prau.g_00848
OG0001095	Syaj.g_01008	Prau.g_00867
OG0001096	Syaj.g_00988	Prau.g_00880
OG0001097	Syaj.g_00371	Prau.g_00898
OG0001098	Syaj.g_01132	Prau.g_00914
OG0001099	Syaj.g_01906	Prau.g_00946
OG0001100	Syaj.g_00732	Prau.g_00950
OG0001101	Syaj.g_00734	Prau.g_00952
OG0001102	Syaj.g_00737	Prau.g_00954
OG0001104	Syaj.g_01050	Prau.g_00978
OG0001105	Syaj.g_01046	Prau.g_00982
OG0001106	Syaj.g_00912	Prau.g_01006
OG0001107	Syaj.g_00900	Prau.g_01013
OG0001108	Syaj.g_00870	Prau.g_01017
OG0001109	Syaj.g_00868	Prau.g_01018
OG0001110	Syaj.g_00866	Prau.g_01020
OG0001111	Syaj.g_00864	Prau.g_01021
OG0001112	Syaj.g_00862	Prau.g_01022
OG0001113	Syaj.g_00861	Prau.g_01023
OG0001114	Syaj.g_00860	Prau.g_01024
OG0001115	Syaj.g_00856	Prau.g_01026
OG0001116	Syaj.g_00854	Prau.g_01027
OG0001117	Syaj.g_00853	Prau.g_01028
OG0001118	Syaj.g_00852	Prau.g_01029
