Orthogroup	Syaj	Prbe
OG0000536	Syaj.g_00084	Prbe.g_00642
OG0000537	Syaj.g_00085	Prbe.g_00641
OG0000538	Syaj.g_00096	Prbe.g_00632
OG0000539	Syaj.g_00097	Prbe.g_00631
OG0000540	Syaj.g_00098	Prbe.g_00630
OG0000541	Syaj.g_00099	Prbe.g_00629
OG0000542	Syaj.g_00102	Prbe.g_00628
OG0000543	Syaj.g_00104	Prbe.g_00626
OG0000544	Syaj.g_00105	Prbe.g_00625
OG0000545	Syaj.g_00107	Prbe.g_00623
OG0000546	Syaj.g_00109	Prbe.g_00620
OG0000547	Syaj.g_00111	Prbe.g_00618
OG0000548	Syaj.g_00112	Prbe.g_00617
OG0000549	Syaj.g_00118	Prbe.g_00615
OG0000550	Syaj.g_00123	Prbe.g_00611
OG0000551	Syaj.g_00128	Prbe.g_00608
OG0000552	Syaj.g_00129	Prbe.g_00607
OG0000553	Syaj.g_00133	Prbe.g_00606
OG0000554	Syaj.g_00145	Prbe.g_00601
OG0000555	Syaj.g_00163	Prbe.g_00593
OG0000556	Syaj.g_00167	Prbe.g_00591
OG0000557	Syaj.g_00178	Prbe.g_00590
OG0000558	Syaj.g_00181	Prbe.g_00588
OG0000559	Syaj.g_00185	Prbe.g_00584
OG0000560	Syaj.g_00188	Prbe.g_00581
OG0000561	Syaj.g_00189	Prbe.g_00580
OG0000562	Syaj.g_00190	Prbe.g_00579
OG0000563	Syaj.g_00191	Prbe.g_00578
OG0000564	Syaj.g_00192	Prbe.g_00577
OG0000565	Syaj.g_00195	Prbe.g_00575
OG0000566	Syaj.g_00199	Prbe.g_00571
OG0000567	Syaj.g_00203	Prbe.g_00567
OG0000568	Syaj.g_00207	Prbe.g_00566
OG0000569	Syaj.g_00208	Prbe.g_00565
OG0000570	Syaj.g_00209	Prbe.g_00564
OG0000571	Syaj.g_00213	Prbe.g_00562
OG0000572	Syaj.g_00230	Prbe.g_00548
OG0000573	Syaj.g_00238	Prbe.g_00542
OG0000574	Syaj.g_00242	Prbe.g_00541
OG0000575	Syaj.g_00247	Prbe.g_00537
OG0000576	Syaj.g_00249	Prbe.g_00535
OG0000577	Syaj.g_00250	Prbe.g_00534
OG0000578	Syaj.g_00251	Prbe.g_00533
OG0000579	Syaj.g_00252	Prbe.g_00532
OG0000580	Syaj.g_00253	Prbe.g_00531
OG0000581	Syaj.g_00261	Prbe.g_00528
OG0000582	Syaj.g_01338	Prbe.g_00525
OG0000583	Syaj.g_01337	Prbe.g_00524
OG0000584	Syaj.g_01336	Prbe.g_00523
OG0000585	Syaj.g_01334	Prbe.g_00521
OG0000586	Syaj.g_01333	Prbe.g_00520
OG0000587	Syaj.g_01331	Prbe.g_00519
OG0000588	Syaj.g_01313	Prbe.g_00515
OG0000589	Syaj.g_01308	Prbe.g_00513
OG0000590	Syaj.g_01307	Prbe.g_00512
OG0000591	Syaj.g_01299	Prbe.g_00508
OG0000592	Syaj.g_01298	Prbe.g_00507
OG0000593	Syaj.g_01287	Prbe.g_01488
OG0000594	Syaj.g_01286	Prbe.g_01487
OG0000595	Syaj.g_01285	Prbe.g_01486
OG0000596	Syaj.g_01280	Prbe.g_01482
OG0000597	Syaj.g_01277	Prbe.g_01479
OG0000598	Syaj.g_01276	Prbe.g_01478
OG0000599	Syaj.g_01273	Prbe.g_01475
OG0000600	Syaj.g_01272	Prbe.g_01474
OG0000601	Syaj.g_01271	Prbe.g_01473
OG0000602	Syaj.g_01266	Prbe.g_01471
OG0000603	Syaj.g_01265	Prbe.g_01470
OG0000604	Syaj.g_01262	Prbe.g_01469
OG0000605	Syaj.g_01153	Prbe.g_01468
OG0000606	Syaj.g_00698	Prbe.g_01465
OG0000607	Syaj.g_00702	Prbe.g_01462
OG0000608	Syaj.g_00703	Prbe.g_01461
OG0000609	Syaj.g_00705	Prbe.g_01460
OG0000610	Syaj.g_00714	Prbe.g_01454
OG0000611	Syaj.g_00717	Prbe.g_01451
OG0000612	Syaj.g_00718	Prbe.g_01450
OG0000613	Syaj.g_02500	Prbe.g_00447
OG0000614	Syaj.g_00480	Prbe.g_00468
OG0000615	Syaj.g_01065	Prbe.g_01209
OG0000616	Syaj.g_02245	Prbe.g_01197
OG0000617	Syaj.g_00952	Prbe.g_01434
OG0000618	Syaj.g_00951	Prbe.g_01433
OG0000619	Syaj.g_00950	Prbe.g_01432
OG0000620	Syaj.g_00945	Prbe.g_01429
OG0000621	Syaj.g_00944	Prbe.g_01428
OG0000622	Syaj.g_00943	Prbe.g_01427
OG0000623	Syaj.g_00942	Prbe.g_01426
OG0000624	Syaj.g_00940	Prbe.g_01424
OG0000625	Syaj.g_00939	Prbe.g_01423
OG0000626	Syaj.g_00938	Prbe.g_01422
OG0000627	Syaj.g_00765	Prbe.g_01421
OG0000628	Syaj.g_00766	Prbe.g_01420
OG0000629	Syaj.g_00769	Prbe.g_01419
OG0000630	Syaj.g_00773	Prbe.g_01416
OG0000631	Syaj.g_00786	Prbe.g_01323
OG0000632	Syaj.g_00787	Prbe.g_01324
OG0000633	Syaj.g_00789	Prbe.g_01325
OG0000634	Syaj.g_01030	Prbe.g_01218
OG0000635	Syaj.g_01029	Prbe.g_01219
OG0000636	Syaj.g_01024	Prbe.g_01221
OG0000637	Syaj.g_01022	Prbe.g_01223
OG0000638	Syaj.g_01021	Prbe.g_01224
OG0000639	Syaj.g_01020	Prbe.g_01225
OG0000640	Syaj.g_01019	Prbe.g_01226
OG0000641	Syaj.g_01015	Prbe.g_01230
OG0000642	Syaj.g_01014	Prbe.g_01231
OG0000643	Syaj.g_01012	Prbe.g_01232
OG0000644	Syaj.g_01011	Prbe.g_01233
OG0000645	Syaj.g_01009	Prbe.g_01234
OG0000646	Syaj.g_01006	Prbe.g_01236
OG0000647	Syaj.g_01004	Prbe.g_01238
OG0000648	Syaj.g_01001	Prbe.g_01240
OG0000649	Syaj.g_01000	Prbe.g_01241
OG0000650	Syaj.g_00999	Prbe.g_01242
OG0000651	Syaj.g_00998	Prbe.g_01243
OG0000652	Syaj.g_00997	Prbe.g_01244
OG0000653	Syaj.g_00991	Prbe.g_01246
OG0000654	Syaj.g_00990	Prbe.g_01247
OG0000655	Syaj.g_00989	Prbe.g_01248
OG0000656	Syaj.g_00986	Prbe.g_01251
OG0000657	Syaj.g_00382	Prbe.g_01259
OG0000658	Syaj.g_00379	Prbe.g_01261
OG0000659	Syaj.g_00378	Prbe.g_01262
OG0000660	Syaj.g_00374	Prbe.g_01266
OG0000661	Syaj.g_00372	Prbe.g_01268
OG0000662	Syaj.g_00370	Prbe.g_01270
OG0000663	Syaj.g_00367	Prbe.g_01272
OG0000664	Syaj.g_00358	Prbe.g_01273
OG0000665	Syaj.g_01243	Prbe.g_01279
OG0000666	Syaj.g_01154	Prbe.g_01280
OG0000667	Syaj.g_02661	Prbe.g_01284
OG0000668	Syaj.g_00816	Prbe.g_00105
OG0000669	Syaj.g_00730	Prbe.g_00406
OG0000670	Syaj.g_00733	Prbe.g_00409
OG0000671	Syaj.g_00735	Prbe.g_00412
OG0000672	Syaj.g_00739	Prbe.g_00415
OG0000673	Syaj.g_00742	Prbe.g_00418
OG0000674	Syaj.g_00744	Prbe.g_00420
OG0000675	Syaj.g_00757	Prbe.g_00421
OG0000676	Syaj.g_00759	Prbe.g_00423
OG0000677	Syaj.g_00760	Prbe.g_00424
OG0000678	Syaj.g_01075	Prbe.g_00426
OG0000679	Syaj.g_01061	Prbe.g_00430
OG0000680	Syaj.g_01060	Prbe.g_00431
OG0000681	Syaj.g_01057	Prbe.g_00434
OG0000682	Syaj.g_01056	Prbe.g_00435
OG0000683	Syaj.g_01055	Prbe.g_00436
OG0000684	Syaj.g_01051	Prbe.g_00438
OG0000685	Syaj.g_01049	Prbe.g_00440
OG0000686	Syaj.g_01048	Prbe.g_00441
OG0000687	Syaj.g_01047	Prbe.g_00442
OG0000688	Syaj.g_01041	Prbe.g_01446
OG0000689	Syaj.g_01039	Prbe.g_01445
OG0000690	Syaj.g_01038	Prbe.g_01444
OG0000691	Syaj.g_01037	Prbe.g_01443
OG0000692	Syaj.g_01036	Prbe.g_01441
OG0000693	Syaj.g_01034	Prbe.g_01440
OG0000694	Syaj.g_01033	Prbe.g_01439
OG0000695	Syaj.g_00791	Prbe.g_01327
OG0000696	Syaj.g_00792	Prbe.g_01328
OG0000697	Syaj.g_00932	Prbe.g_01329
OG0000698	Syaj.g_00929	Prbe.g_01332
OG0000699	Syaj.g_00928	Prbe.g_01333
OG0000700	Syaj.g_00927	Prbe.g_01334
OG0000701	Syaj.g_00926	Prbe.g_01335
OG0000702	Syaj.g_00916	Prbe.g_01337
OG0000703	Syaj.g_00915	Prbe.g_01338
OG0000704	Syaj.g_00913	Prbe.g_01340
OG0000705	Syaj.g_00906	Prbe.g_01343
OG0000706	Syaj.g_00905	Prbe.g_01344
OG0000707	Syaj.g_00904	Prbe.g_01345
OG0000708	Syaj.g_00901	Prbe.g_01347
OG0000709	Syaj.g_00872	Prbe.g_01351
OG0000710	Syaj.g_00867	Prbe.g_01354
OG0000711	Syaj.g_00839	Prbe.g_01372
OG0000712	Syaj.g_00837	Prbe.g_01373
OG0000713	Syaj.g_00836	Prbe.g_01374
OG0000714	Syaj.g_00834	Prbe.g_01375
OG0000715	Syaj.g_00832	Prbe.g_01377
OG0000716	Syaj.g_00825	Prbe.g_01379
OG0000717	Syaj.g_00824	Prbe.g_01380
OG0000718	Syaj.g_00820	Prbe.g_01384
OG0000719	Syaj.g_00818	Prbe.g_01386
OG0000720	Syaj.g_00805	Prbe.g_01398
OG0000721	Syaj.g_00803	Prbe.g_01402
OG0000722	Syaj.g_00802	Prbe.g_01403
OG0000723	Syaj.g_00934	Prbe.g_01407
OG0000724	Syaj.g_00421	Prbe.g_01302
OG0000725	Syaj.g_00430	Prbe.g_01296
OG0000726	Syaj.g_00431	Prbe.g_01295
OG0000727	Syaj.g_00432	Prbe.g_01294
OG0000728	Syaj.g_00434	Prbe.g_01292
OG0000729	Syaj.g_02397	Prbe.g_00915
OG0000730	Syaj.g_02802	Prbe.g_01591
OG0000731	Syaj.g_02814	Prbe.g_01898
OG0000732	Syaj.g_02315	Prbe.g_01148
OG0000733	Syaj.g_02151	Prbe.g_00042
OG0000734	Syaj.g_01895	Prbe.g_01565
OG0000735	Syaj.g_00286	Prbe.g_01563
OG0000736	Syaj.g_00287	Prbe.g_01562
OG0000737	Syaj.g_00288	Prbe.g_01561
OG0000738	Syaj.g_00293	Prbe.g_01557
OG0000739	Syaj.g_00295	Prbe.g_01556
OG0000740	Syaj.g_00296	Prbe.g_01555
OG0000741	Syaj.g_00299	Prbe.g_01553
OG0000742	Syaj.g_00301	Prbe.g_01550
OG0000743	Syaj.g_00303	Prbe.g_01548
OG0000744	Syaj.g_00304	Prbe.g_01547
OG0000745	Syaj.g_00306	Prbe.g_01546
OG0000746	Syaj.g_00308	Prbe.g_01544
OG0000747	Syaj.g_00309	Prbe.g_01543
OG0000748	Syaj.g_00319	Prbe.g_01539
OG0000749	Syaj.g_00322	Prbe.g_01538
OG0000750	Syaj.g_00323	Prbe.g_01537
OG0000751	Syaj.g_00331	Prbe.g_01534
OG0000752	Syaj.g_00333	Prbe.g_01532
OG0000753	Syaj.g_00336	Prbe.g_01530
OG0000754	Syaj.g_00643	Prbe.g_01527
OG0000755	Syaj.g_00631	Prbe.g_01521
OG0000756	Syaj.g_00625	Prbe.g_01520
OG0000757	Syaj.g_00614	Prbe.g_01513
OG0000758	Syaj.g_00613	Prbe.g_01512
OG0000759	Syaj.g_00612	Prbe.g_01511
OG0000760	Syaj.g_00611	Prbe.g_01510
OG0000761	Syaj.g_00609	Prbe.g_01509
OG0000762	Syaj.g_00603	Prbe.g_01508
OG0000763	Syaj.g_00597	Prbe.g_01506
OG0000764	Syaj.g_00596	Prbe.g_01505
OG0000765	Syaj.g_00577	Prbe.g_01497
OG0000766	Syaj.g_00576	Prbe.g_01496
OG0000767	Syaj.g_00574	Prbe.g_01494
OG0000768	Syaj.g_00573	Prbe.g_01493
OG0000769	Syaj.g_00571	Prbe.g_01491
OG0000770	Syaj.g_00567	Prbe.g_00502
OG0000771	Syaj.g_00415	Prbe.g_00215
OG0000772	Syaj.g_01208	Prbe.g_01128
OG0000773	Syaj.g_00280	Prbe.g_00902
OG0000774	Syaj.g_01502	Prbe.g_00900
OG0000775	Syaj.g_01504	Prbe.g_00898
OG0000776	Syaj.g_01505	Prbe.g_00897
OG0000777	Syaj.g_01506	Prbe.g_00896
OG0000778	Syaj.g_01507	Prbe.g_00895
OG0000779	Syaj.g_01513	Prbe.g_00891
OG0000780	Syaj.g_01517	Prbe.g_00890
OG0000781	Syaj.g_01521	Prbe.g_00886
OG0000782	Syaj.g_01522	Prbe.g_00885
OG0000783	Syaj.g_01524	Prbe.g_00884
OG0000784	Syaj.g_01525	Prbe.g_00883
OG0000785	Syaj.g_01526	Prbe.g_00881
OG0000786	Syaj.g_00265	Prbe.g_00878
OG0000787	Syaj.g_00264	Prbe.g_00877
OG0000788	Syaj.g_01270	Prbe.g_00634
OG0000789	Syaj.g_01121	Prbe.g_00212
OG0000790	Syaj.g_00054	Prbe.g_00368
OG0000791	Syaj.g_00053	Prbe.g_00366
OG0000792	Syaj.g_00052	Prbe.g_00365
OG0000793	Syaj.g_00047	Prbe.g_00362
OG0000794	Syaj.g_00046	Prbe.g_00361
OG0000795	Syaj.g_00045	Prbe.g_00360
OG0000796	Syaj.g_00039	Prbe.g_00356
OG0000797	Syaj.g_00038	Prbe.g_00355
OG0000799	Syaj.g_01352	Prbe.g_00328
OG0000800	Syaj.g_01354	Prbe.g_00327
OG0000801	Syaj.g_01355	Prbe.g_00326
OG0000802	Syaj.g_01359	Prbe.g_00324
OG0000803	Syaj.g_01363	Prbe.g_00322
OG0000804	Syaj.g_01366	Prbe.g_00321
OG0000805	Syaj.g_01369	Prbe.g_00319
OG0000806	Syaj.g_01370	Prbe.g_00317
OG0000807	Syaj.g_01372	Prbe.g_00316
OG0000808	Syaj.g_01373	Prbe.g_00315
OG0000809	Syaj.g_01376	Prbe.g_00313
OG0000810	Syaj.g_01377	Prbe.g_00312
OG0000811	Syaj.g_01385	Prbe.g_00308
OG0000812	Syaj.g_01387	Prbe.g_00306
OG0000813	Syaj.g_01388	Prbe.g_00305
OG0000814	Syaj.g_01390	Prbe.g_00303
OG0000815	Syaj.g_01391	Prbe.g_00302
OG0000816	Syaj.g_01392	Prbe.g_00300
OG0000817	Syaj.g_01393	Prbe.g_00299
OG0000818	Syaj.g_01399	Prbe.g_00294
OG0000819	Syaj.g_01400	Prbe.g_00293
OG0000820	Syaj.g_01401	Prbe.g_00292
OG0000821	Syaj.g_01412	Prbe.g_00288
OG0000822	Syaj.g_01414	Prbe.g_00287
OG0000823	Syaj.g_01415	Prbe.g_00286
OG0000824	Syaj.g_01421	Prbe.g_00283
OG0000825	Syaj.g_01422	Prbe.g_00282
OG0000826	Syaj.g_01423	Prbe.g_00281
OG0000827	Syaj.g_01424	Prbe.g_00280
OG0000828	Syaj.g_01427	Prbe.g_00277
OG0000829	Syaj.g_01428	Prbe.g_00276
OG0000830	Syaj.g_01429	Prbe.g_00275
OG0000831	Syaj.g_01431	Prbe.g_00273
OG0000832	Syaj.g_01635	Prbe.g_00263
OG0000833	Syaj.g_01647	Prbe.g_00254
OG0000834	Syaj.g_01649	Prbe.g_00253
OG0000835	Syaj.g_01650	Prbe.g_00252
OG0000836	Syaj.g_01654	Prbe.g_00251
OG0000837	Syaj.g_01661	Prbe.g_00250
OG0000838	Syaj.g_01665	Prbe.g_00248
OG0000839	Syaj.g_01666	Prbe.g_00247
OG0000840	Syaj.g_01667	Prbe.g_00246
OG0000841	Syaj.g_01668	Prbe.g_00245
OG0000842	Syaj.g_01669	Prbe.g_00244
OG0000843	Syaj.g_01670	Prbe.g_00243
OG0000844	Syaj.g_01680	Prbe.g_00242
OG0000845	Syaj.g_01681	Prbe.g_00241
OG0000846	Syaj.g_01682	Prbe.g_00240
OG0000847	Syaj.g_01683	Prbe.g_00239
OG0000848	Syaj.g_01685	Prbe.g_00238
OG0000849	Syaj.g_01686	Prbe.g_00237
OG0000850	Syaj.g_01689	Prbe.g_00235
OG0000851	Syaj.g_01694	Prbe.g_00234
OG0000852	Syaj.g_01695	Prbe.g_00233
OG0000853	Syaj.g_01699	Prbe.g_00227
OG0000854	Syaj.g_01701	Prbe.g_00225
OG0000855	Syaj.g_01702	Prbe.g_00224
OG0000856	Syaj.g_01296	Prbe.g_00505
OG0000857	Syaj.g_01005	Prbe.g_01237
OG0000858	Syaj.g_01708	Prbe.g_00992
OG0000859	Syaj.g_01709	Prbe.g_00991
OG0000860	Syaj.g_01723	Prbe.g_00983
OG0000861	Syaj.g_01724	Prbe.g_00982
OG0000862	Syaj.g_01725	Prbe.g_00981
OG0000863	Syaj.g_01728	Prbe.g_00979
OG0000864	Syaj.g_01729	Prbe.g_00978
OG0000865	Syaj.g_01730	Prbe.g_00977
OG0000866	Syaj.g_01731	Prbe.g_00976
OG0000867	Syaj.g_01732	Prbe.g_00975
OG0000868	Syaj.g_01734	Prbe.g_00973
OG0000869	Syaj.g_01742	Prbe.g_00970
OG0000870	Syaj.g_01747	Prbe.g_00965
OG0000871	Syaj.g_01748	Prbe.g_00964
OG0000872	Syaj.g_01756	Prbe.g_00963
OG0000873	Syaj.g_01759	Prbe.g_00960
OG0000874	Syaj.g_01754	Prbe.g_00957
OG0000875	Syaj.g_01762	Prbe.g_00956
OG0000876	Syaj.g_02084	Prbe.g_00955
OG0000877	Syaj.g_01586	Prbe.g_00953
OG0000878	Syaj.g_01587	Prbe.g_00952
OG0000879	Syaj.g_01588	Prbe.g_00951
OG0000880	Syaj.g_01589	Prbe.g_00950
OG0000881	Syaj.g_01595	Prbe.g_00946
OG0000882	Syaj.g_01599	Prbe.g_00941
OG0000883	Syaj.g_01601	Prbe.g_00939
OG0000884	Syaj.g_01603	Prbe.g_00937
OG0000885	Syaj.g_01604	Prbe.g_00936
OG0000886	Syaj.g_01605	Prbe.g_00935
OG0000887	Syaj.g_01606	Prbe.g_00934
OG0000888	Syaj.g_01608	Prbe.g_00932
OG0000889	Syaj.g_01610	Prbe.g_00930
OG0000890	Syaj.g_01615	Prbe.g_00929
OG0000891	Syaj.g_01616	Prbe.g_00928
OG0000892	Syaj.g_01620	Prbe.g_00926
OG0000893	Syaj.g_02636	Prbe.g_00922
OG0000894	Syaj.g_02639	Prbe.g_00919
OG0000895	Syaj.g_02643	Prbe.g_01111
OG0000896	Syaj.g_02644	Prbe.g_01110
OG0000897	Syaj.g_02646	Prbe.g_01108
OG0000898	Syaj.g_02647	Prbe.g_01107
OG0000899	Syaj.g_02648	Prbe.g_01106
OG0000900	Syaj.g_02649	Prbe.g_01105
OG0000901	Syaj.g_02654	Prbe.g_01102
OG0000902	Syaj.g_02656	Prbe.g_01100
OG0000903	Syaj.g_02689	Prbe.g_01096
OG0000904	Syaj.g_02684	Prbe.g_01092
OG0000905	Syaj.g_02678	Prbe.g_01098
OG0000906	Syaj.g_02676	Prbe.g_01099
OG0000907	Syaj.g_02692	Prbe.g_01089
OG0000908	Syaj.g_02695	Prbe.g_01086
OG0000909	Syaj.g_02696	Prbe.g_01085
OG0000910	Syaj.g_02697	Prbe.g_01084
OG0000911	Syaj.g_02699	Prbe.g_01082
OG0000912	Syaj.g_02700	Prbe.g_01081
OG0000913	Syaj.g_02701	Prbe.g_01080
OG0000914	Syaj.g_02702	Prbe.g_01079
OG0000915	Syaj.g_02704	Prbe.g_01078
OG0000916	Syaj.g_02705	Prbe.g_00867
OG0000917	Syaj.g_02706	Prbe.g_00866
OG0000918	Syaj.g_02707	Prbe.g_00865
OG0000919	Syaj.g_02708	Prbe.g_00864
OG0000920	Syaj.g_02709	Prbe.g_00863
OG0000921	Syaj.g_02710	Prbe.g_00862
OG0000922	Syaj.g_02711	Prbe.g_00861
OG0000923	Syaj.g_02715	Prbe.g_00857
OG0000924	Syaj.g_02716	Prbe.g_00856
OG0000925	Syaj.g_02717	Prbe.g_00855
OG0000926	Syaj.g_02718	Prbe.g_00854
OG0000927	Syaj.g_02720	Prbe.g_00852
OG0000928	Syaj.g_02721	Prbe.g_00851
OG0000929	Syaj.g_02722	Prbe.g_00850
OG0000930	Syaj.g_02723	Prbe.g_00849
OG0000931	Syaj.g_02724	Prbe.g_00848
OG0000932	Syaj.g_02725	Prbe.g_00847
OG0000933	Syaj.g_02731	Prbe.g_00843
OG0000934	Syaj.g_02733	Prbe.g_00841
OG0000935	Syaj.g_02734	Prbe.g_00840
OG0000936	Syaj.g_02735	Prbe.g_00839
OG0000937	Syaj.g_02736	Prbe.g_00838
OG0000938	Syaj.g_02739	Prbe.g_00835
OG0000939	Syaj.g_02740	Prbe.g_00834
OG0000940	Syaj.g_02747	Prbe.g_00827
OG0000941	Syaj.g_02749	Prbe.g_00825
OG0000942	Syaj.g_02751	Prbe.g_00823
OG0000943	Syaj.g_02752	Prbe.g_00822
OG0000944	Syaj.g_02754	Prbe.g_00820
OG0000945	Syaj.g_02756	Prbe.g_00819
OG0000946	Syaj.g_02761	Prbe.g_00814
OG0000947	Syaj.g_02764	Prbe.g_00812
OG0000948	Syaj.g_02765	Prbe.g_00811
OG0000949	Syaj.g_02474	Prbe.g_00808
OG0000950	Syaj.g_02459	Prbe.g_00801
OG0000951	Syaj.g_02452	Prbe.g_00797
OG0000952	Syaj.g_02446	Prbe.g_00793
OG0000953	Syaj.g_02442	Prbe.g_00789
OG0000954	Syaj.g_02435	Prbe.g_00785
OG0000955	Syaj.g_02434	Prbe.g_00784
OG0000956	Syaj.g_02432	Prbe.g_00782
OG0000957	Syaj.g_02419	Prbe.g_00776
OG0000958	Syaj.g_02418	Prbe.g_00775
OG0000959	Syaj.g_02413	Prbe.g_00771
OG0000960	Syaj.g_02412	Prbe.g_00770
OG0000961	Syaj.g_02402	Prbe.g_00767
OG0000962	Syaj.g_02398	Prbe.g_00765
OG0000963	Syaj.g_02393	Prbe.g_00761
OG0000964	Syaj.g_02392	Prbe.g_00760
OG0000965	Syaj.g_02391	Prbe.g_00759
OG0000966	Syaj.g_02370	Prbe.g_00749
OG0000967	Syaj.g_02334	Prbe.g_00753
OG0000968	Syaj.g_02363	Prbe.g_00755
OG0000969	Syaj.g_02338	Prbe.g_00756
OG0000970	Syaj.g_02337	Prbe.g_01134
OG0000971	Syaj.g_02331	Prbe.g_01135
OG0000972	Syaj.g_02330	Prbe.g_01136
OG0000973	Syaj.g_02329	Prbe.g_01137
OG0000974	Syaj.g_02328	Prbe.g_01138
OG0000975	Syaj.g_02327	Prbe.g_01139
OG0000976	Syaj.g_02326	Prbe.g_01140
OG0000977	Syaj.g_02324	Prbe.g_01141
OG0000978	Syaj.g_02322	Prbe.g_01142
OG0000979	Syaj.g_02319	Prbe.g_01145
OG0000980	Syaj.g_02316	Prbe.g_01147
OG0000981	Syaj.g_02313	Prbe.g_01150
OG0000982	Syaj.g_02112	Prbe.g_01152
OG0000983	Syaj.g_02113	Prbe.g_01153
OG0000984	Syaj.g_02114	Prbe.g_01154
OG0000985	Syaj.g_02116	Prbe.g_01157
OG0000986	Syaj.g_02123	Prbe.g_01159
OG0000987	Syaj.g_02125	Prbe.g_01160
OG0000988	Syaj.g_02131	Prbe.g_01163
OG0000989	Syaj.g_02142	Prbe.g_01167
OG0000990	Syaj.g_02165	Prbe.g_01171
OG0000991	Syaj.g_02168	Prbe.g_01172
OG0000992	Syaj.g_02171	Prbe.g_01175
OG0000993	Syaj.g_02173	Prbe.g_01176
OG0000994	Syaj.g_02177	Prbe.g_01177
OG0000995	Syaj.g_02182	Prbe.g_01181
OG0000996	Syaj.g_02221	Prbe.g_01182
OG0000997	Syaj.g_02228	Prbe.g_01185
OG0000998	Syaj.g_02230	Prbe.g_01187
OG0000999	Syaj.g_02231	Prbe.g_01188
OG0001000	Syaj.g_02236	Prbe.g_01191
OG0001001	Syaj.g_02241	Prbe.g_01194
OG0001002	Syaj.g_02248	Prbe.g_01056
OG0001003	Syaj.g_02250	Prbe.g_01057
OG0001004	Syaj.g_02251	Prbe.g_01058
OG0001005	Syaj.g_02252	Prbe.g_01059
OG0001006	Syaj.g_02260	Prbe.g_01063
OG0001007	Syaj.g_02262	Prbe.g_01065
OG0001008	Syaj.g_01554	Prbe.g_01935
OG0001009	Syaj.g_02294	Prbe.g_00127
OG0001010	Syaj.g_02295	Prbe.g_00128
OG0001011	Syaj.g_02296	Prbe.g_00130
OG0001012	Syaj.g_02108	Prbe.g_00144
OG0001014	Syaj.g_02083	Prbe.g_00154
OG0001015	Syaj.g_02082	Prbe.g_00156
OG0001016	Syaj.g_01824	Prbe.g_00178
OG0001017	Syaj.g_01830	Prbe.g_00182
OG0001018	Syaj.g_01832	Prbe.g_00184
OG0001019	Syaj.g_01849	Prbe.g_00193
OG0001020	Syaj.g_01862	Prbe.g_01630
OG0001021	Syaj.g_01867	Prbe.g_01631
OG0001022	Syaj.g_01872	Prbe.g_01634
OG0001023	Syaj.g_01873	Prbe.g_01635
OG0001024	Syaj.g_01877	Prbe.g_01639
OG0001025	Syaj.g_01884	Prbe.g_01646
OG0001026	Syaj.g_01897	Prbe.g_01655
OG0001027	Syaj.g_01903	Prbe.g_01656
OG0001028	Syaj.g_01905	Prbe.g_01658
OG0001029	Syaj.g_01907	Prbe.g_01659
OG0001030	Syaj.g_01933	Prbe.g_01675
OG0001031	Syaj.g_02012	Prbe.g_01735
OG0001032	Syaj.g_02015	Prbe.g_01736
OG0001033	Syaj.g_02044	Prbe.g_01757
OG0001034	Syaj.g_02875	Prbe.g_01788
OG0001035	Syaj.g_02603	Prbe.g_01808
OG0001036	Syaj.g_02599	Prbe.g_01812
OG0001037	Syaj.g_02597	Prbe.g_01813
OG0001038	Syaj.g_02567	Prbe.g_01832
OG0001039	Syaj.g_02564	Prbe.g_01835
OG0001040	Syaj.g_02561	Prbe.g_01837
OG0001041	Syaj.g_02556	Prbe.g_01842
OG0001042	Syaj.g_02527	Prbe.g_01859
OG0001043	Syaj.g_02523	Prbe.g_01860
OG0001044	Syaj.g_02804	Prbe.g_01891
OG0001045	Syaj.g_02817	Prbe.g_01900
OG0001046	Syaj.g_00851	Prbe.g_01033
OG0001047	Syaj.g_01552	Prbe.g_01937
OG0001048	Syaj.g_01551	Prbe.g_01938
OG0001049	Syaj.g_01548	Prbe.g_01940
OG0001050	Syaj.g_01547	Prbe.g_01941
OG0001051	Syaj.g_01546	Prbe.g_01942
OG0001052	Syaj.g_01448	Prbe.g_00662
OG0001053	Syaj.g_00075	Prbe.g_00650
OG0001054	Syaj.g_00092	Prbe.g_00635
OG0001055	Syaj.g_00113	Prbe.g_00616
OG0001056	Syaj.g_00149	Prbe.g_00599
OG0001057	Syaj.g_00160	Prbe.g_00594
OG0001058	Syaj.g_00183	Prbe.g_00586
OG0001059	Syaj.g_00187	Prbe.g_00582
OG0001060	Syaj.g_00193	Prbe.g_00576
OG0001061	Syaj.g_00214	Prbe.g_00561
OG0001062	Syaj.g_00216	Prbe.g_00559
OG0001063	Syaj.g_00222	Prbe.g_00557
OG0001064	Syaj.g_00223	Prbe.g_00556
OG0001065	Syaj.g_00224	Prbe.g_00555
OG0001066	Syaj.g_00225	Prbe.g_00554
OG0001067	Syaj.g_00226	Prbe.g_00553
OG0001068	Syaj.g_00227	Prbe.g_00552
OG0001069	Syaj.g_00228	Prbe.g_00551
OG0001070	Syaj.g_00231	Prbe.g_00547
OG0001071	Syaj.g_00232	Prbe.g_00546
OG0001072	Syaj.g_00236	Prbe.g_00544
OG0001073	Syaj.g_00254	Prbe.g_00530
OG0001074	Syaj.g_01327	Prbe.g_00518
