Orthogroup	Syaj	Prar
OG0000556	Syaj.g_00167	Prar.g_01374
OG0000557	Syaj.g_00178	Prar.g_01375
OG0000558	Syaj.g_00181	Prar.g_01377
OG0000559	Syaj.g_00185	Prar.g_01381
OG0000560	Syaj.g_00188	Prar.g_01384
OG0000561	Syaj.g_00189	Prar.g_01385
OG0000562	Syaj.g_00190	Prar.g_01386
OG0000563	Syaj.g_00191	Prar.g_01387
OG0000564	Syaj.g_00192	Prar.g_01388
OG0000565	Syaj.g_00195	Prar.g_01391
OG0000566	Syaj.g_00199	Prar.g_01393
OG0000567	Syaj.g_00203	Prar.g_01397
OG0000568	Syaj.g_00207	Prar.g_01398
OG0000569	Syaj.g_00208	Prar.g_01399
OG0000570	Syaj.g_00209	Prar.g_01400
OG0000571	Syaj.g_00213	Prar.g_01402
OG0000572	Syaj.g_00230	Prar.g_01415
OG0000573	Syaj.g_00238	Prar.g_01422
OG0000574	Syaj.g_00242	Prar.g_01423
OG0000575	Syaj.g_00247	Prar.g_01427
OG0000576	Syaj.g_00249	Prar.g_01429
OG0000577	Syaj.g_00250	Prar.g_01430
OG0000578	Syaj.g_00251	Prar.g_01431
OG0000579	Syaj.g_00252	Prar.g_01432
OG0000580	Syaj.g_00253	Prar.g_01433
OG0000581	Syaj.g_00261	Prar.g_01435
OG0000582	Syaj.g_01338	Prar.g_01438
OG0000583	Syaj.g_01337	Prar.g_01439
OG0000584	Syaj.g_01336	Prar.g_01440
OG0000585	Syaj.g_01334	Prar.g_01442
OG0000586	Syaj.g_01333	Prar.g_01443
OG0000587	Syaj.g_01331	Prar.g_01444
OG0000588	Syaj.g_01313	Prar.g_01448
OG0000589	Syaj.g_01308	Prar.g_01451
OG0000590	Syaj.g_01307	Prar.g_01452
OG0000591	Syaj.g_01299	Prar.g_01455
OG0000592	Syaj.g_01298	Prar.g_01456
OG0000593	Syaj.g_01287	Prar.g_01462
OG0000594	Syaj.g_01286	Prar.g_01463
OG0000595	Syaj.g_01285	Prar.g_01464
OG0000596	Syaj.g_01280	Prar.g_01468
OG0000597	Syaj.g_01277	Prar.g_01470
OG0000598	Syaj.g_01276	Prar.g_01471
OG0000599	Syaj.g_01273	Prar.g_01474
OG0000600	Syaj.g_01272	Prar.g_01475
OG0000601	Syaj.g_01271	Prar.g_01476
OG0000602	Syaj.g_01266	Prar.g_01478
OG0000603	Syaj.g_01265	Prar.g_01479
OG0000604	Syaj.g_01262	Prar.g_01480
OG0000605	Syaj.g_01153	Prar.g_01481
OG0000606	Syaj.g_00698	Prar.g_01484
OG0000607	Syaj.g_00702	Prar.g_01487
OG0000608	Syaj.g_00703	Prar.g_01488
OG0000609	Syaj.g_00705	Prar.g_01489
OG0000610	Syaj.g_00714	Prar.g_01494
OG0000611	Syaj.g_00717	Prar.g_01497
OG0000612	Syaj.g_00718	Prar.g_01498
OG0000613	Syaj.g_02500	Prar.g_01503
OG0000614	Syaj.g_00480	Prar.g_01522
OG0000615	Syaj.g_01065	Prar.g_01530
OG0000616	Syaj.g_02245	Prar.g_01534
OG0000617	Syaj.g_00952	Prar.g_01605
OG0000618	Syaj.g_00951	Prar.g_01606
OG0000619	Syaj.g_00950	Prar.g_01607
OG0000620	Syaj.g_00945	Prar.g_01610
OG0000621	Syaj.g_00944	Prar.g_01611
OG0000622	Syaj.g_00943	Prar.g_01612
OG0000623	Syaj.g_00942	Prar.g_01613
OG0000624	Syaj.g_00940	Prar.g_01614
OG0000625	Syaj.g_00939	Prar.g_01615
OG0000626	Syaj.g_00938	Prar.g_01616
OG0000627	Syaj.g_00765	Prar.g_01617
OG0000628	Syaj.g_00766	Prar.g_01618
OG0000629	Syaj.g_00769	Prar.g_01619
OG0000630	Syaj.g_00773	Prar.g_01622
OG0000631	Syaj.g_00786	Prar.g_01675
OG0000632	Syaj.g_00787	Prar.g_01676
OG0000633	Syaj.g_00789	Prar.g_01677
OG0000634	Syaj.g_01030	Prar.g_01680
OG0000635	Syaj.g_01029	Prar.g_01681
OG0000636	Syaj.g_01024	Prar.g_01683
OG0000637	Syaj.g_01022	Prar.g_01685
OG0000638	Syaj.g_01021	Prar.g_01686
OG0000639	Syaj.g_01020	Prar.g_01687
OG0000640	Syaj.g_01019	Prar.g_01688
OG0000641	Syaj.g_01015	Prar.g_01692
OG0000642	Syaj.g_01014	Prar.g_01693
OG0000643	Syaj.g_01012	Prar.g_01694
OG0000644	Syaj.g_01011	Prar.g_01695
OG0000645	Syaj.g_01009	Prar.g_01696
OG0000646	Syaj.g_01006	Prar.g_01698
OG0000647	Syaj.g_01004	Prar.g_01699
OG0000648	Syaj.g_01001	Prar.g_01701
OG0000649	Syaj.g_01000	Prar.g_01702
OG0000650	Syaj.g_00999	Prar.g_01703
OG0000651	Syaj.g_00998	Prar.g_01704
OG0000652	Syaj.g_00997	Prar.g_01705
OG0000653	Syaj.g_00991	Prar.g_01707
OG0000654	Syaj.g_00990	Prar.g_01708
OG0000655	Syaj.g_00989	Prar.g_01709
OG0000656	Syaj.g_00986	Prar.g_01712
OG0000657	Syaj.g_00382	Prar.g_01719
OG0000658	Syaj.g_00379	Prar.g_01720
OG0000659	Syaj.g_00378	Prar.g_01721
OG0000660	Syaj.g_00374	Prar.g_01725
OG0000661	Syaj.g_00372	Prar.g_01727
OG0000662	Syaj.g_00370	Prar.g_01729
OG0000663	Syaj.g_00367	Prar.g_01731
OG0000664	Syaj.g_00358	Prar.g_01732
OG0000665	Syaj.g_01243	Prar.g_01736
OG0000666	Syaj.g_01154	Prar.g_01737
OG0000667	Syaj.g_02661	Prar.g_01742
OG0000668	Syaj.g_00816	Prar.g_01759
OG0000669	Syaj.g_00730	Prar.g_01767
OG0000670	Syaj.g_00733	Prar.g_01769
OG0000671	Syaj.g_00735	Prar.g_01771
OG0000672	Syaj.g_00739	Prar.g_01774
OG0000673	Syaj.g_00742	Prar.g_01777
OG0000674	Syaj.g_00744	Prar.g_01779
OG0000675	Syaj.g_00757	Prar.g_01780
OG0000676	Syaj.g_00759	Prar.g_01782
OG0000677	Syaj.g_00760	Prar.g_01783
OG0000678	Syaj.g_01075	Prar.g_01785
OG0000679	Syaj.g_01061	Prar.g_01789
OG0000680	Syaj.g_01060	Prar.g_01790
OG0000681	Syaj.g_01057	Prar.g_01792
OG0000682	Syaj.g_01056	Prar.g_01793
OG0000683	Syaj.g_01055	Prar.g_01794
OG0000684	Syaj.g_01051	Prar.g_01795
OG0000685	Syaj.g_01049	Prar.g_01797
OG0000686	Syaj.g_01048	Prar.g_01798
OG0000687	Syaj.g_01047	Prar.g_01799
OG0000688	Syaj.g_01041	Prar.g_01802
OG0000689	Syaj.g_01039	Prar.g_01803
OG0000690	Syaj.g_01038	Prar.g_01804
OG0000691	Syaj.g_01037	Prar.g_01805
OG0000692	Syaj.g_01036	Prar.g_01807
OG0000693	Syaj.g_01034	Prar.g_01808
OG0000694	Syaj.g_01033	Prar.g_01809
OG0000695	Syaj.g_00791	Prar.g_01811
OG0000696	Syaj.g_00792	Prar.g_01812
OG0000697	Syaj.g_00932	Prar.g_01813
OG0000698	Syaj.g_00929	Prar.g_01816
OG0000699	Syaj.g_00928	Prar.g_01817
OG0000700	Syaj.g_00927	Prar.g_01818
OG0000701	Syaj.g_00926	Prar.g_01819
OG0000702	Syaj.g_00916	Prar.g_01821
OG0000703	Syaj.g_00915	Prar.g_01822
OG0000704	Syaj.g_00913	Prar.g_01823
OG0000705	Syaj.g_00906	Prar.g_01827
OG0000706	Syaj.g_00905	Prar.g_01828
OG0000707	Syaj.g_00904	Prar.g_01829
OG0000708	Syaj.g_00901	Prar.g_01830
OG0000709	Syaj.g_00872	Prar.g_01834
OG0000710	Syaj.g_00867	Prar.g_01837
OG0000711	Syaj.g_00839	Prar.g_01853
OG0000712	Syaj.g_00837	Prar.g_01855
OG0000713	Syaj.g_00836	Prar.g_01856
OG0000714	Syaj.g_00834	Prar.g_01857
OG0000715	Syaj.g_00832	Prar.g_01859
OG0000716	Syaj.g_00825	Prar.g_01861
OG0000717	Syaj.g_00824	Prar.g_01862
OG0000718	Syaj.g_00820	Prar.g_01873
OG0000719	Syaj.g_00818	Prar.g_01875
OG0000720	Syaj.g_00805	Prar.g_01884
OG0000721	Syaj.g_00803	Prar.g_01886
OG0000722	Syaj.g_00802	Prar.g_01887
OG0000723	Syaj.g_00934	Prar.g_01890
OG0000724	Syaj.g_00421	Prar.g_01899
OG0000725	Syaj.g_00430	Prar.g_01905
OG0000726	Syaj.g_00431	Prar.g_01906
OG0000727	Syaj.g_00432	Prar.g_01907
OG0000728	Syaj.g_00434	Prar.g_01909
OG0000729	Syaj.g_02397	Prar.g_01955
OG0000730	Syaj.g_02802	Prar.g_01324
OG0000731	Syaj.g_02814	Prar.g_01320
OG0000732	Syaj.g_02315	Prar.g_01314
OG0000733	Syaj.g_02151	Prar.g_01295
OG0000734	Syaj.g_01895	Prar.g_01278
OG0000735	Syaj.g_00286	Prar.g_01276
OG0000736	Syaj.g_00287	Prar.g_01275
OG0000737	Syaj.g_00288	Prar.g_01274
OG0000738	Syaj.g_00293	Prar.g_01270
OG0000739	Syaj.g_00295	Prar.g_01269
OG0000740	Syaj.g_00296	Prar.g_01268
OG0000741	Syaj.g_00299	Prar.g_01267
OG0000742	Syaj.g_00301	Prar.g_01264
OG0000743	Syaj.g_00303	Prar.g_01262
OG0000744	Syaj.g_00304	Prar.g_01261
OG0000745	Syaj.g_00306	Prar.g_01260
OG0000746	Syaj.g_00308	Prar.g_01258
OG0000747	Syaj.g_00309	Prar.g_01257
OG0000748	Syaj.g_00319	Prar.g_01254
OG0000749	Syaj.g_00322	Prar.g_01253
OG0000750	Syaj.g_00323	Prar.g_01252
OG0000751	Syaj.g_00331	Prar.g_01250
OG0000752	Syaj.g_00333	Prar.g_01248
OG0000753	Syaj.g_00336	Prar.g_01245
OG0000754	Syaj.g_00643	Prar.g_01242
OG0000755	Syaj.g_00631	Prar.g_01239
OG0000756	Syaj.g_00625	Prar.g_01238
OG0000757	Syaj.g_00614	Prar.g_01232
OG0000758	Syaj.g_00613	Prar.g_01231
OG0000759	Syaj.g_00612	Prar.g_01230
OG0000760	Syaj.g_00611	Prar.g_01229
OG0000761	Syaj.g_00609	Prar.g_01228
OG0000762	Syaj.g_00603	Prar.g_01227
OG0000763	Syaj.g_00597	Prar.g_01225
OG0000764	Syaj.g_00596	Prar.g_01224
OG0000765	Syaj.g_00577	Prar.g_01215
OG0000766	Syaj.g_00576	Prar.g_01214
OG0000767	Syaj.g_00574	Prar.g_01212
OG0000768	Syaj.g_00573	Prar.g_01211
OG0000769	Syaj.g_00571	Prar.g_01209
OG0000770	Syaj.g_00567	Prar.g_01207
OG0000771	Syaj.g_00415	Prar.g_00376
OG0000772	Syaj.g_01208	Prar.g_00976
OG0000773	Syaj.g_00280	Prar.g_00964
OG0000774	Syaj.g_01502	Prar.g_00962
OG0000775	Syaj.g_01504	Prar.g_00960
OG0000776	Syaj.g_01505	Prar.g_00959
OG0000777	Syaj.g_01506	Prar.g_00958
OG0000778	Syaj.g_01507	Prar.g_00957
OG0000779	Syaj.g_01513	Prar.g_00953
OG0000780	Syaj.g_01517	Prar.g_00952
OG0000781	Syaj.g_01521	Prar.g_00949
OG0000782	Syaj.g_01522	Prar.g_00948
OG0000783	Syaj.g_01524	Prar.g_00947
OG0000784	Syaj.g_01525	Prar.g_00946
OG0000785	Syaj.g_01526	Prar.g_00944
OG0000786	Syaj.g_00265	Prar.g_00942
OG0000787	Syaj.g_00264	Prar.g_00941
OG0000788	Syaj.g_01270	Prar.g_00924
OG0000789	Syaj.g_01121	Prar.g_00921
OG0000790	Syaj.g_00054	Prar.g_00906
OG0000791	Syaj.g_00053	Prar.g_00904
OG0000792	Syaj.g_00052	Prar.g_00903
OG0000793	Syaj.g_00047	Prar.g_00900
OG0000794	Syaj.g_00046	Prar.g_00899
OG0000795	Syaj.g_00045	Prar.g_00898
OG0000796	Syaj.g_00039	Prar.g_00894
OG0000797	Syaj.g_00038	Prar.g_00893
OG0000798	Syaj.g_02568	Prar.g_00866
OG0000799	Syaj.g_01352	Prar.g_00357
OG0000800	Syaj.g_01354	Prar.g_00356
OG0000801	Syaj.g_01355	Prar.g_00355
OG0000802	Syaj.g_01359	Prar.g_00353
OG0000803	Syaj.g_01363	Prar.g_00351
OG0000804	Syaj.g_01366	Prar.g_00350
OG0000805	Syaj.g_01369	Prar.g_00348
OG0000806	Syaj.g_01370	Prar.g_00346
OG0000807	Syaj.g_01372	Prar.g_00345
OG0000808	Syaj.g_01373	Prar.g_00344
OG0000809	Syaj.g_01376	Prar.g_00341
OG0000810	Syaj.g_01377	Prar.g_00340
OG0000811	Syaj.g_01385	Prar.g_00336
OG0000812	Syaj.g_01387	Prar.g_00842
OG0000813	Syaj.g_01388	Prar.g_00841
OG0000814	Syaj.g_01390	Prar.g_00839
OG0000815	Syaj.g_01391	Prar.g_00838
OG0000816	Syaj.g_01392	Prar.g_00836
OG0000817	Syaj.g_01393	Prar.g_00835
OG0000818	Syaj.g_01399	Prar.g_00830
OG0000819	Syaj.g_01400	Prar.g_00829
OG0000820	Syaj.g_01401	Prar.g_00828
OG0000821	Syaj.g_01412	Prar.g_00824
OG0000822	Syaj.g_01414	Prar.g_00823
OG0000823	Syaj.g_01415	Prar.g_00822
OG0000824	Syaj.g_01421	Prar.g_00819
OG0000825	Syaj.g_01422	Prar.g_00818
OG0000826	Syaj.g_01423	Prar.g_00817
OG0000827	Syaj.g_01424	Prar.g_00816
OG0000828	Syaj.g_01427	Prar.g_00813
OG0000829	Syaj.g_01428	Prar.g_00812
OG0000830	Syaj.g_01429	Prar.g_00811
OG0000831	Syaj.g_01431	Prar.g_00809
OG0000832	Syaj.g_01635	Prar.g_00803
OG0000833	Syaj.g_01647	Prar.g_00795
OG0000834	Syaj.g_01649	Prar.g_00794
OG0000835	Syaj.g_01650	Prar.g_00793
OG0000836	Syaj.g_01654	Prar.g_00792
OG0000837	Syaj.g_01661	Prar.g_00791
OG0000838	Syaj.g_01665	Prar.g_00789
OG0000839	Syaj.g_01666	Prar.g_00788
OG0000840	Syaj.g_01667	Prar.g_00787
OG0000841	Syaj.g_01668	Prar.g_00786
OG0000842	Syaj.g_01669	Prar.g_00785
OG0000843	Syaj.g_01670	Prar.g_00784
OG0000844	Syaj.g_01680	Prar.g_00783
OG0000845	Syaj.g_01681	Prar.g_00782
OG0000846	Syaj.g_01682	Prar.g_00781
OG0000847	Syaj.g_01683	Prar.g_00780
OG0000848	Syaj.g_01685	Prar.g_00779
OG0000849	Syaj.g_01686	Prar.g_00778
OG0000850	Syaj.g_01689	Prar.g_00776
OG0000851	Syaj.g_01694	Prar.g_00775
OG0000852	Syaj.g_01695	Prar.g_00774
OG0000853	Syaj.g_01699	Prar.g_00770
OG0000854	Syaj.g_01701	Prar.g_00768
OG0000855	Syaj.g_01702	Prar.g_00767
OG0000856	Syaj.g_01296	Prar.g_00753
OG0000857	Syaj.g_01005	Prar.g_00725
OG0000858	Syaj.g_01708	Prar.g_01149
OG0000859	Syaj.g_01709	Prar.g_01148
OG0000860	Syaj.g_01723	Prar.g_01141
OG0000861	Syaj.g_01724	Prar.g_01140
OG0000862	Syaj.g_01725	Prar.g_01139
OG0000863	Syaj.g_01728	Prar.g_01137
OG0000864	Syaj.g_01729	Prar.g_01136
OG0000865	Syaj.g_01730	Prar.g_01135
OG0000866	Syaj.g_01731	Prar.g_01134
OG0000867	Syaj.g_01732	Prar.g_01133
OG0000868	Syaj.g_01734	Prar.g_01132
OG0000869	Syaj.g_01742	Prar.g_01128
OG0000870	Syaj.g_01747	Prar.g_01123
OG0000871	Syaj.g_01748	Prar.g_01122
OG0000872	Syaj.g_01756	Prar.g_01121
OG0000873	Syaj.g_01759	Prar.g_01965
OG0000874	Syaj.g_01754	Prar.g_01968
OG0000875	Syaj.g_01762	Prar.g_01969
OG0000876	Syaj.g_02084	Prar.g_01970
OG0000877	Syaj.g_01586	Prar.g_01963
OG0000878	Syaj.g_01587	Prar.g_01962
OG0000879	Syaj.g_01588	Prar.g_01961
OG0000880	Syaj.g_01589	Prar.g_01960
OG0000881	Syaj.g_01595	Prar.g_00595, Prar.g_01956
OG0000882	Syaj.g_01599	Prar.g_00600
OG0000883	Syaj.g_01601	Prar.g_00601
OG0000884	Syaj.g_01603	Prar.g_00603
OG0000885	Syaj.g_01604	Prar.g_00604
OG0000886	Syaj.g_01605	Prar.g_00605
OG0000887	Syaj.g_01606	Prar.g_00606
OG0000888	Syaj.g_01608	Prar.g_00608
OG0000889	Syaj.g_01610	Prar.g_00610
OG0000890	Syaj.g_01615	Prar.g_00611
OG0000891	Syaj.g_01616	Prar.g_00612
OG0000892	Syaj.g_01620	Prar.g_01119
OG0000893	Syaj.g_02636	Prar.g_01114
OG0000894	Syaj.g_02639	Prar.g_01112
OG0000895	Syaj.g_02643	Prar.g_01109
OG0000896	Syaj.g_02644	Prar.g_01108
OG0000897	Syaj.g_02646	Prar.g_01106
OG0000898	Syaj.g_02647	Prar.g_01105
OG0000899	Syaj.g_02648	Prar.g_01104
OG0000900	Syaj.g_02649	Prar.g_01103
OG0000901	Syaj.g_02654	Prar.g_01100
OG0000902	Syaj.g_02656	Prar.g_01098
OG0000903	Syaj.g_02689	Prar.g_01095
OG0000904	Syaj.g_02684	Prar.g_01093
OG0000905	Syaj.g_02678	Prar.g_01088
OG0000906	Syaj.g_02676	Prar.g_01087
OG0000907	Syaj.g_02692	Prar.g_01069
OG0000908	Syaj.g_02695	Prar.g_01066
OG0000909	Syaj.g_02696	Prar.g_01065
OG0000910	Syaj.g_02697	Prar.g_01064
OG0000911	Syaj.g_02699	Prar.g_01062
OG0000912	Syaj.g_02700	Prar.g_01061
OG0000913	Syaj.g_02701	Prar.g_01060
OG0000914	Syaj.g_02702	Prar.g_01059
OG0000915	Syaj.g_02704	Prar.g_01058
OG0000916	Syaj.g_02705	Prar.g_01057
OG0000917	Syaj.g_02706	Prar.g_01056
OG0000918	Syaj.g_02707	Prar.g_01055
OG0000919	Syaj.g_02708	Prar.g_01054
OG0000920	Syaj.g_02709	Prar.g_01053
OG0000921	Syaj.g_02710	Prar.g_01052
OG0000922	Syaj.g_02711	Prar.g_01051
OG0000923	Syaj.g_02715	Prar.g_01047
OG0000924	Syaj.g_02716	Prar.g_01046
OG0000925	Syaj.g_02717	Prar.g_01045
OG0000926	Syaj.g_02718	Prar.g_01044
OG0000927	Syaj.g_02720	Prar.g_01042
OG0000928	Syaj.g_02721	Prar.g_01041
OG0000929	Syaj.g_02722	Prar.g_01040
OG0000930	Syaj.g_02723	Prar.g_01039
OG0000931	Syaj.g_02724	Prar.g_01038
OG0000932	Syaj.g_02725	Prar.g_01037
OG0000933	Syaj.g_02731	Prar.g_01033
OG0000934	Syaj.g_02733	Prar.g_01031
OG0000935	Syaj.g_02734	Prar.g_01030
OG0000936	Syaj.g_02735	Prar.g_01029
OG0000937	Syaj.g_02736	Prar.g_01028
OG0000938	Syaj.g_02739	Prar.g_01026
OG0000939	Syaj.g_02740	Prar.g_01025
OG0000940	Syaj.g_02747	Prar.g_01019
OG0000941	Syaj.g_02749	Prar.g_01017
OG0000942	Syaj.g_02751	Prar.g_01015
OG0000943	Syaj.g_02752	Prar.g_01014
OG0000944	Syaj.g_02754	Prar.g_01013
OG0000945	Syaj.g_02756	Prar.g_01012
OG0000946	Syaj.g_02761	Prar.g_00617
OG0000947	Syaj.g_02764	Prar.g_00619
OG0000948	Syaj.g_02765	Prar.g_00620
OG0000949	Syaj.g_02474	Prar.g_00623
OG0000950	Syaj.g_02459	Prar.g_00628
OG0000951	Syaj.g_02452	Prar.g_00632
OG0000952	Syaj.g_02446	Prar.g_00636
OG0000953	Syaj.g_02442	Prar.g_00639
OG0000954	Syaj.g_02435	Prar.g_00643
OG0000955	Syaj.g_02434	Prar.g_00644
OG0000956	Syaj.g_02432	Prar.g_00646
OG0000957	Syaj.g_02419	Prar.g_00651
OG0000958	Syaj.g_02418	Prar.g_00652
OG0000959	Syaj.g_02413	Prar.g_00656
OG0000960	Syaj.g_02412	Prar.g_00657
OG0000961	Syaj.g_02402	Prar.g_00659
OG0000962	Syaj.g_02398	Prar.g_00661
OG0000963	Syaj.g_02393	Prar.g_00664
OG0000964	Syaj.g_02392	Prar.g_00665
OG0000965	Syaj.g_02391	Prar.g_00666
OG0000966	Syaj.g_02370	Prar.g_00673
OG0000967	Syaj.g_02334	Prar.g_00677
OG0000968	Syaj.g_02363	Prar.g_00679
OG0000969	Syaj.g_02338	Prar.g_00680
OG0000970	Syaj.g_02337	Prar.g_00681
OG0000971	Syaj.g_02331	Prar.g_00682
OG0000972	Syaj.g_02330	Prar.g_00683
OG0000973	Syaj.g_02329	Prar.g_00684
OG0000974	Syaj.g_02328	Prar.g_00685
OG0000975	Syaj.g_02327	Prar.g_00686
OG0000976	Syaj.g_02326	Prar.g_00687
OG0000977	Syaj.g_02324	Prar.g_00688
OG0000978	Syaj.g_02322	Prar.g_00689
OG0000979	Syaj.g_02319	Prar.g_00692
OG0000980	Syaj.g_02316	Prar.g_00694
OG0000981	Syaj.g_02313	Prar.g_00696
OG0000982	Syaj.g_02112	Prar.g_00698
OG0000983	Syaj.g_02113	Prar.g_00699
OG0000984	Syaj.g_02114	Prar.g_00700
OG0000985	Syaj.g_02116	Prar.g_00703
OG0000986	Syaj.g_02123	Prar.g_00705
OG0000987	Syaj.g_02125	Prar.g_00706
OG0000988	Syaj.g_02131	Prar.g_00709
OG0000989	Syaj.g_02142	Prar.g_00073
OG0000990	Syaj.g_02165	Prar.g_00070
OG0000991	Syaj.g_02168	Prar.g_00069
OG0000992	Syaj.g_02171	Prar.g_00067
OG0000993	Syaj.g_02173	Prar.g_00066
OG0000994	Syaj.g_02177	Prar.g_00065
OG0000995	Syaj.g_02182	Prar.g_00061
OG0000996	Syaj.g_02221	Prar.g_00060
OG0000997	Syaj.g_02228	Prar.g_00059
OG0000998	Syaj.g_02230	Prar.g_00057
OG0000999	Syaj.g_02231	Prar.g_00056
OG0001000	Syaj.g_02236	Prar.g_00053
OG0001001	Syaj.g_02241	Prar.g_00051
OG0001002	Syaj.g_02248	Prar.g_00047
OG0001003	Syaj.g_02250	Prar.g_00046
OG0001004	Syaj.g_02251	Prar.g_00045
OG0001005	Syaj.g_02252	Prar.g_00044
OG0001006	Syaj.g_02260	Prar.g_00040
OG0001007	Syaj.g_02262	Prar.g_00038
OG0001008	Syaj.g_01554	Prar.g_00485
OG0001009	Syaj.g_02294	Prar.g_00011
OG0001010	Syaj.g_02295	Prar.g_00010
OG0001011	Syaj.g_02296	Prar.g_00009
OG0001012	Syaj.g_02108	Prar.g_00577
OG0001014	Syaj.g_02083	Prar.g_00568
OG0001015	Syaj.g_02082	Prar.g_00567
OG0001016	Syaj.g_01824	Prar.g_00255
OG0001017	Syaj.g_01830	Prar.g_00251
OG0001018	Syaj.g_01832	Prar.g_00248
OG0001019	Syaj.g_01849	Prar.g_00239
OG0001020	Syaj.g_01862	Prar.g_00238
OG0001021	Syaj.g_01867	Prar.g_00237
OG0001022	Syaj.g_01872	Prar.g_00234
OG0001023	Syaj.g_01873	Prar.g_00233
OG0001024	Syaj.g_01877	Prar.g_00230
OG0001025	Syaj.g_01884	Prar.g_00224
OG0001026	Syaj.g_01897	Prar.g_00217
OG0001027	Syaj.g_01903	Prar.g_00216
OG0001028	Syaj.g_01905	Prar.g_00214
OG0001029	Syaj.g_01907	Prar.g_00213
OG0001030	Syaj.g_01933	Prar.g_00198
OG0001031	Syaj.g_02012	Prar.g_00141
OG0001032	Syaj.g_02015	Prar.g_00140
OG0001033	Syaj.g_02044	Prar.g_00119
OG0001034	Syaj.g_02875	Prar.g_00091
OG0001035	Syaj.g_02603	Prar.g_00333
OG0001036	Syaj.g_02599	Prar.g_00328
OG0001037	Syaj.g_02597	Prar.g_00327
OG0001038	Syaj.g_02567	Prar.g_00309
OG0001039	Syaj.g_02564	Prar.g_00306
OG0001040	Syaj.g_02561	Prar.g_00304
OG0001041	Syaj.g_02556	Prar.g_00300
OG0001042	Syaj.g_02527	Prar.g_00283
OG0001043	Syaj.g_02523	Prar.g_00282
OG0001044	Syaj.g_02804	Prar.g_00393
OG0001045	Syaj.g_02817	Prar.g_00402
OG0001046	Syaj.g_00851	Prar.g_00440
OG0001047	Syaj.g_01552	Prar.g_00487
OG0001048	Syaj.g_01551	Prar.g_00488
OG0001049	Syaj.g_01548	Prar.g_00490
OG0001050	Syaj.g_01547	Prar.g_00491
OG0001051	Syaj.g_01546	Prar.g_00492
OG0001052	Syaj.g_01448	Prar.g_00521
OG0001053	Syaj.g_00075	Prar.g_00533
OG0001054	Syaj.g_00092	Prar.g_01329
OG0001055	Syaj.g_00113	Prar.g_01347
OG0001056	Syaj.g_00149	Prar.g_01366
OG0001057	Syaj.g_00160	Prar.g_01371
OG0001058	Syaj.g_00183	Prar.g_01379
OG0001059	Syaj.g_00187	Prar.g_01383
OG0001060	Syaj.g_00193	Prar.g_01390
OG0001061	Syaj.g_00214	Prar.g_01403
OG0001062	Syaj.g_00216	Prar.g_01405
OG0001063	Syaj.g_00222	Prar.g_01407
OG0001064	Syaj.g_00223	Prar.g_01408
OG0001065	Syaj.g_00224	Prar.g_01409
OG0001066	Syaj.g_00225	Prar.g_01410
OG0001067	Syaj.g_00226	Prar.g_01411
OG0001068	Syaj.g_00227	Prar.g_01412
OG0001069	Syaj.g_00228	Prar.g_01413
OG0001070	Syaj.g_00231	Prar.g_01416
OG0001071	Syaj.g_00232	Prar.g_01417
OG0001072	Syaj.g_00236	Prar.g_01419
OG0001073	Syaj.g_00254	Prar.g_01434
OG0001074	Syaj.g_01327	Prar.g_01445
OG0001075	Syaj.g_01325	Prar.g_01446
OG0001076	Syaj.g_01305	Prar.g_01454
OG0001077	Syaj.g_01294	Prar.g_01458
OG0001078	Syaj.g_01282	Prar.g_01466
OG0001079	Syaj.g_01269	Prar.g_01477
OG0001080	Syaj.g_01135	Prar.g_01483
OG0001081	Syaj.g_00699	Prar.g_01485
OG0001082	Syaj.g_00700	Prar.g_01486
OG0001083	Syaj.g_00709	Prar.g_01491
OG0001084	Syaj.g_00711	Prar.g_01492
OG0001085	Syaj.g_00721	Prar.g_01500
OG0001086	Syaj.g_00723	Prar.g_01501
OG0001087	Syaj.g_00498	Prar.g_01518
OG0001088	Syaj.g_00494	Prar.g_01519
OG0001089	Syaj.g_00439	Prar.g_01527
OG0001090	Syaj.g_00959	Prar.g_01600
OG0001091	Syaj.g_00957	Prar.g_01602
OG0001092	Syaj.g_00954	Prar.g_01603
OG0001093	Syaj.g_00948	Prar.g_01608
OG0001094	Syaj.g_01032	Prar.g_01678
OG0001095	Syaj.g_01008	Prar.g_01697
OG0001096	Syaj.g_00988	Prar.g_01710
OG0001097	Syaj.g_00371	Prar.g_01728
OG0001098	Syaj.g_01132	Prar.g_01744
OG0001099	Syaj.g_01906	Prar.g_01764
OG0001100	Syaj.g_00732	Prar.g_01768
OG0001101	Syaj.g_00734	Prar.g_01770
OG0001102	Syaj.g_00737	Prar.g_01773
OG0001103	Syaj.g_00740	Prar.g_01775
OG0001104	Syaj.g_01050	Prar.g_01796
OG0001105	Syaj.g_01046	Prar.g_01800
OG0001106	Syaj.g_00912	Prar.g_01824
OG0001107	Syaj.g_00900	Prar.g_01831
OG0001108	Syaj.g_00870	Prar.g_01835
OG0001109	Syaj.g_00868	Prar.g_01836
OG0001110	Syaj.g_00866	Prar.g_01838
OG0001111	Syaj.g_00864	Prar.g_01839
OG0001112	Syaj.g_00862	Prar.g_01840
OG0001113	Syaj.g_00861	Prar.g_01841
OG0001114	Syaj.g_00860	Prar.g_01842
OG0001115	Syaj.g_00856	Prar.g_01844
