Orthogroup	Syaj	Prap
OG0000558	Syaj.g_00181	Prap.g_01222
OG0000559	Syaj.g_00185	Prap.g_01218
OG0000560	Syaj.g_00188	Prap.g_01215
OG0000561	Syaj.g_00189	Prap.g_01214
OG0000562	Syaj.g_00190	Prap.g_01213
OG0000563	Syaj.g_00191	Prap.g_01212
OG0000564	Syaj.g_00192	Prap.g_01211
OG0000565	Syaj.g_00195	Prap.g_01209
OG0000566	Syaj.g_00199	Prap.g_01205
OG0000567	Syaj.g_00203	Prap.g_01201
OG0000568	Syaj.g_00207	Prap.g_01200
OG0000569	Syaj.g_00208	Prap.g_01199
OG0000570	Syaj.g_00209	Prap.g_01198
OG0000571	Syaj.g_00213	Prap.g_01196
OG0000572	Syaj.g_00230	Prap.g_01182
OG0000573	Syaj.g_00238	Prap.g_01176
OG0000574	Syaj.g_00242	Prap.g_01175
OG0000575	Syaj.g_00247	Prap.g_01171
OG0000576	Syaj.g_00249	Prap.g_01169
OG0000577	Syaj.g_00250	Prap.g_01168
OG0000578	Syaj.g_00251	Prap.g_01167
OG0000579	Syaj.g_00252	Prap.g_01166
OG0000580	Syaj.g_00253	Prap.g_01165
OG0000581	Syaj.g_00261	Prap.g_01162
OG0000582	Syaj.g_01338	Prap.g_01159
OG0000583	Syaj.g_01337	Prap.g_01158
OG0000584	Syaj.g_01336	Prap.g_01157
OG0000585	Syaj.g_01334	Prap.g_01155
OG0000586	Syaj.g_01333	Prap.g_01154
OG0000587	Syaj.g_01331	Prap.g_01153
OG0000588	Syaj.g_01313	Prap.g_01149
OG0000589	Syaj.g_01308	Prap.g_01147
OG0000590	Syaj.g_01307	Prap.g_01146
OG0000591	Syaj.g_01299	Prap.g_01142
OG0000592	Syaj.g_01298	Prap.g_01141
OG0000593	Syaj.g_01287	Prap.g_00395
OG0000594	Syaj.g_01286	Prap.g_00394
OG0000595	Syaj.g_01285	Prap.g_00393
OG0000596	Syaj.g_01280	Prap.g_00389
OG0000597	Syaj.g_01277	Prap.g_00386
OG0000598	Syaj.g_01276	Prap.g_00385
OG0000599	Syaj.g_01273	Prap.g_00382
OG0000600	Syaj.g_01272	Prap.g_00381
OG0000601	Syaj.g_01271	Prap.g_00380
OG0000602	Syaj.g_01266	Prap.g_00378
OG0000603	Syaj.g_01265	Prap.g_00377
OG0000604	Syaj.g_01262	Prap.g_00376
OG0000605	Syaj.g_01153	Prap.g_00375
OG0000606	Syaj.g_00698	Prap.g_00372
OG0000607	Syaj.g_00702	Prap.g_00369
OG0000608	Syaj.g_00703	Prap.g_00368
OG0000609	Syaj.g_00705	Prap.g_00367
OG0000610	Syaj.g_00714	Prap.g_00361
OG0000611	Syaj.g_00717	Prap.g_00358
OG0000612	Syaj.g_00718	Prap.g_00357
OG0000613	Syaj.g_02500	Prap.g_00828
OG0000614	Syaj.g_00480	Prap.g_00807
OG0000615	Syaj.g_01065	Prap.g_00796
OG0000616	Syaj.g_02245	Prap.g_01489
OG0000617	Syaj.g_00952	Prap.g_00341
OG0000618	Syaj.g_00951	Prap.g_00340
OG0000619	Syaj.g_00950	Prap.g_00339
OG0000620	Syaj.g_00945	Prap.g_00336
OG0000621	Syaj.g_00944	Prap.g_00335
OG0000622	Syaj.g_00943	Prap.g_00334
OG0000623	Syaj.g_00942	Prap.g_00333
OG0000624	Syaj.g_00940	Prap.g_00331
OG0000625	Syaj.g_00939	Prap.g_00330
OG0000626	Syaj.g_00938	Prap.g_00329
OG0000627	Syaj.g_00765	Prap.g_00328
OG0000628	Syaj.g_00766	Prap.g_00327
OG0000629	Syaj.g_00769	Prap.g_00326
OG0000630	Syaj.g_00773	Prap.g_00323
OG0000631	Syaj.g_00786	Prap.g_00683
OG0000632	Syaj.g_00787	Prap.g_00682
OG0000633	Syaj.g_00789	Prap.g_00681
OG0000634	Syaj.g_01030	Prap.g_00787
OG0000635	Syaj.g_01029	Prap.g_00786
OG0000636	Syaj.g_01024	Prap.g_00784
OG0000637	Syaj.g_01022	Prap.g_00782
OG0000638	Syaj.g_01021	Prap.g_00781
OG0000639	Syaj.g_01020	Prap.g_00780
OG0000640	Syaj.g_01019	Prap.g_00779
OG0000641	Syaj.g_01015	Prap.g_00775
OG0000642	Syaj.g_01014	Prap.g_00774
OG0000643	Syaj.g_01012	Prap.g_00773
OG0000644	Syaj.g_01011	Prap.g_00772
OG0000645	Syaj.g_01009	Prap.g_00771
OG0000646	Syaj.g_01006	Prap.g_00769
OG0000647	Syaj.g_01004	Prap.g_00767
OG0000648	Syaj.g_01001	Prap.g_00765
OG0000649	Syaj.g_01000	Prap.g_00764
OG0000650	Syaj.g_00999	Prap.g_00763
OG0000651	Syaj.g_00998	Prap.g_00762
OG0000652	Syaj.g_00997	Prap.g_00761
OG0000653	Syaj.g_00991	Prap.g_00759
OG0000654	Syaj.g_00990	Prap.g_00758
OG0000655	Syaj.g_00989	Prap.g_00757
OG0000656	Syaj.g_00986	Prap.g_00754
OG0000657	Syaj.g_00382	Prap.g_00746
OG0000658	Syaj.g_00379	Prap.g_00744
OG0000659	Syaj.g_00378	Prap.g_00743
OG0000660	Syaj.g_00374	Prap.g_00739
OG0000661	Syaj.g_00372	Prap.g_00737
OG0000662	Syaj.g_00370	Prap.g_00735
OG0000663	Syaj.g_00367	Prap.g_00733
OG0000664	Syaj.g_00358	Prap.g_00732
OG0000665	Syaj.g_01243	Prap.g_00726
OG0000666	Syaj.g_01154	Prap.g_00725
OG0000667	Syaj.g_02661	Prap.g_00721
OG0000668	Syaj.g_00816	Prap.g_00660
OG0000669	Syaj.g_00730	Prap.g_00869
OG0000670	Syaj.g_00733	Prap.g_00866
OG0000671	Syaj.g_00735	Prap.g_00863
OG0000672	Syaj.g_00739	Prap.g_00860
OG0000673	Syaj.g_00742	Prap.g_00857
OG0000674	Syaj.g_00744	Prap.g_00855
OG0000675	Syaj.g_00757	Prap.g_00854
OG0000676	Syaj.g_00759	Prap.g_00852
OG0000677	Syaj.g_00760	Prap.g_00851
OG0000678	Syaj.g_01075	Prap.g_00849
OG0000679	Syaj.g_01061	Prap.g_00845
OG0000680	Syaj.g_01060	Prap.g_00844
OG0000681	Syaj.g_01057	Prap.g_00841
OG0000682	Syaj.g_01056	Prap.g_00840
OG0000683	Syaj.g_01055	Prap.g_00839
OG0000684	Syaj.g_01051	Prap.g_00837
OG0000685	Syaj.g_01049	Prap.g_00835
OG0000686	Syaj.g_01048	Prap.g_00834
OG0000687	Syaj.g_01047	Prap.g_00833
OG0000688	Syaj.g_01041	Prap.g_00353
OG0000689	Syaj.g_01039	Prap.g_00352
OG0000690	Syaj.g_01038	Prap.g_00351
OG0000691	Syaj.g_01037	Prap.g_00350
OG0000692	Syaj.g_01036	Prap.g_00348
OG0000693	Syaj.g_01034	Prap.g_00347
OG0000694	Syaj.g_01033	Prap.g_00346
OG0000695	Syaj.g_00791	Prap.g_00679
OG0000696	Syaj.g_00792	Prap.g_00678
OG0000697	Syaj.g_00932	Prap.g_00677
OG0000698	Syaj.g_00929	Prap.g_00239
OG0000699	Syaj.g_00928	Prap.g_00240
OG0000700	Syaj.g_00927	Prap.g_00241
OG0000701	Syaj.g_00926	Prap.g_00242
OG0000702	Syaj.g_00916	Prap.g_00244
OG0000703	Syaj.g_00915	Prap.g_00245
OG0000704	Syaj.g_00913	Prap.g_00247
OG0000705	Syaj.g_00906	Prap.g_00250
OG0000706	Syaj.g_00905	Prap.g_00251
OG0000707	Syaj.g_00904	Prap.g_00252
OG0000708	Syaj.g_00901	Prap.g_00254
OG0000709	Syaj.g_00872	Prap.g_00258
OG0000710	Syaj.g_00867	Prap.g_00261
OG0000711	Syaj.g_00839	Prap.g_00279
OG0000712	Syaj.g_00837	Prap.g_00280
OG0000713	Syaj.g_00836	Prap.g_00281
OG0000714	Syaj.g_00834	Prap.g_00282
OG0000715	Syaj.g_00832	Prap.g_00284
OG0000716	Syaj.g_00825	Prap.g_00286
OG0000717	Syaj.g_00824	Prap.g_00287
OG0000718	Syaj.g_00820	Prap.g_00291
OG0000719	Syaj.g_00818	Prap.g_00293
OG0000720	Syaj.g_00805	Prap.g_00305
OG0000721	Syaj.g_00803	Prap.g_00309
OG0000722	Syaj.g_00802	Prap.g_00310
OG0000723	Syaj.g_00934	Prap.g_00314
OG0000724	Syaj.g_00421	Prap.g_00703
OG0000725	Syaj.g_00430	Prap.g_00709
OG0000726	Syaj.g_00431	Prap.g_00710
OG0000727	Syaj.g_00432	Prap.g_00711
OG0000728	Syaj.g_00434	Prap.g_00713
OG0000729	Syaj.g_02397	Prap.g_00539
OG0000730	Syaj.g_02802	Prap.g_00498
OG0000731	Syaj.g_02814	Prap.g_01366
OG0000732	Syaj.g_02315	Prap.g_01538
OG0000733	Syaj.g_02151	Prap.g_01882
OG0000734	Syaj.g_01895	Prap.g_00472
OG0000735	Syaj.g_00286	Prap.g_00470
OG0000736	Syaj.g_00287	Prap.g_00469
OG0000737	Syaj.g_00288	Prap.g_00468
OG0000738	Syaj.g_00293	Prap.g_00464
OG0000739	Syaj.g_00295	Prap.g_00463
OG0000740	Syaj.g_00296	Prap.g_00462
OG0000741	Syaj.g_00299	Prap.g_00460
OG0000742	Syaj.g_00301	Prap.g_00457
OG0000743	Syaj.g_00303	Prap.g_00455
OG0000744	Syaj.g_00304	Prap.g_00454
OG0000745	Syaj.g_00306	Prap.g_00453
OG0000746	Syaj.g_00308	Prap.g_00451
OG0000747	Syaj.g_00309	Prap.g_00450
OG0000748	Syaj.g_00319	Prap.g_00446
OG0000749	Syaj.g_00322	Prap.g_00445
OG0000750	Syaj.g_00323	Prap.g_00444
OG0000751	Syaj.g_00331	Prap.g_00441
OG0000752	Syaj.g_00333	Prap.g_00439
OG0000753	Syaj.g_00336	Prap.g_00437
OG0000754	Syaj.g_00643	Prap.g_00434
OG0000755	Syaj.g_00631	Prap.g_00428
OG0000756	Syaj.g_00625	Prap.g_00427
OG0000757	Syaj.g_00614	Prap.g_00420
OG0000758	Syaj.g_00613	Prap.g_00419
OG0000759	Syaj.g_00612	Prap.g_00418
OG0000760	Syaj.g_00611	Prap.g_00417
OG0000761	Syaj.g_00609	Prap.g_00416
OG0000762	Syaj.g_00603	Prap.g_00415
OG0000763	Syaj.g_00597	Prap.g_00413
OG0000764	Syaj.g_00596	Prap.g_00412
OG0000765	Syaj.g_00577	Prap.g_00404
OG0000766	Syaj.g_00576	Prap.g_00403
OG0000767	Syaj.g_00574	Prap.g_00401
OG0000768	Syaj.g_00573	Prap.g_00400
OG0000769	Syaj.g_00571	Prap.g_00398
OG0000770	Syaj.g_00567	Prap.g_01136
OG0000771	Syaj.g_00415	Prap.g_00217
OG0000772	Syaj.g_01208	Prap.g_01853
OG0000773	Syaj.g_00280	Prap.g_00552
OG0000774	Syaj.g_01502	Prap.g_00554
OG0000775	Syaj.g_01504	Prap.g_00556
OG0000776	Syaj.g_01505	Prap.g_00557
OG0000777	Syaj.g_01506	Prap.g_00558
OG0000778	Syaj.g_01507	Prap.g_00559
OG0000779	Syaj.g_01513	Prap.g_00563
OG0000780	Syaj.g_01517	Prap.g_00564
OG0000781	Syaj.g_01521	Prap.g_00568
OG0000782	Syaj.g_01522	Prap.g_00569
OG0000783	Syaj.g_01524	Prap.g_00570
OG0000784	Syaj.g_01525	Prap.g_00571
OG0000785	Syaj.g_01526	Prap.g_00573
OG0000786	Syaj.g_00265	Prap.g_00576
OG0000787	Syaj.g_00264	Prap.g_00577
OG0000788	Syaj.g_01270	Prap.g_01268
OG0000789	Syaj.g_01121	Prap.g_00220
OG0000790	Syaj.g_00054	Prap.g_00064
OG0000791	Syaj.g_00053	Prap.g_00066
OG0000792	Syaj.g_00052	Prap.g_00067
OG0000793	Syaj.g_00047	Prap.g_00070
OG0000794	Syaj.g_00046	Prap.g_00071
OG0000795	Syaj.g_00045	Prap.g_00072
OG0000796	Syaj.g_00039	Prap.g_00076
OG0000797	Syaj.g_00038	Prap.g_00077
OG0000799	Syaj.g_01352	Prap.g_00104
OG0000800	Syaj.g_01354	Prap.g_00105
OG0000801	Syaj.g_01355	Prap.g_00106
OG0000802	Syaj.g_01359	Prap.g_00108
OG0000803	Syaj.g_01363	Prap.g_00110
OG0000804	Syaj.g_01366	Prap.g_00111
OG0000805	Syaj.g_01369	Prap.g_00113
OG0000806	Syaj.g_01370	Prap.g_00115
OG0000807	Syaj.g_01372	Prap.g_00116
OG0000808	Syaj.g_01373	Prap.g_00117
OG0000809	Syaj.g_01376	Prap.g_00119
OG0000810	Syaj.g_01377	Prap.g_00120
OG0000811	Syaj.g_01385	Prap.g_00124
OG0000812	Syaj.g_01387	Prap.g_00126
OG0000813	Syaj.g_01388	Prap.g_00127
OG0000814	Syaj.g_01390	Prap.g_00129
OG0000815	Syaj.g_01391	Prap.g_00130
OG0000816	Syaj.g_01392	Prap.g_00132
OG0000817	Syaj.g_01393	Prap.g_00133
OG0000818	Syaj.g_01399	Prap.g_00138
OG0000819	Syaj.g_01400	Prap.g_00139
OG0000820	Syaj.g_01401	Prap.g_00140
OG0000821	Syaj.g_01412	Prap.g_00144
OG0000822	Syaj.g_01414	Prap.g_00145
OG0000823	Syaj.g_01415	Prap.g_00146
OG0000824	Syaj.g_01421	Prap.g_00149
OG0000825	Syaj.g_01422	Prap.g_00150
OG0000826	Syaj.g_01423	Prap.g_00151
OG0000827	Syaj.g_01424	Prap.g_00152
OG0000828	Syaj.g_01427	Prap.g_00155
OG0000829	Syaj.g_01428	Prap.g_00156
OG0000830	Syaj.g_01429	Prap.g_00157
OG0000831	Syaj.g_01431	Prap.g_00159
OG0000832	Syaj.g_01635	Prap.g_00169
OG0000833	Syaj.g_01647	Prap.g_00178
OG0000834	Syaj.g_01649	Prap.g_00179
OG0000835	Syaj.g_01650	Prap.g_00180
OG0000836	Syaj.g_01654	Prap.g_00181
OG0000837	Syaj.g_01661	Prap.g_00182
OG0000838	Syaj.g_01665	Prap.g_00184
OG0000839	Syaj.g_01666	Prap.g_00185
OG0000840	Syaj.g_01667	Prap.g_00186
OG0000841	Syaj.g_01668	Prap.g_00187
OG0000842	Syaj.g_01669	Prap.g_00188
OG0000843	Syaj.g_01670	Prap.g_00189
OG0000844	Syaj.g_01680	Prap.g_00190
OG0000845	Syaj.g_01681	Prap.g_00191
OG0000846	Syaj.g_01682	Prap.g_00192
OG0000847	Syaj.g_01683	Prap.g_00193
OG0000848	Syaj.g_01685	Prap.g_00194
OG0000849	Syaj.g_01686	Prap.g_00195
OG0000850	Syaj.g_01689	Prap.g_00197
OG0000851	Syaj.g_01694	Prap.g_00198
OG0000852	Syaj.g_01695	Prap.g_00199
OG0000853	Syaj.g_01699	Prap.g_00205
OG0000854	Syaj.g_01701	Prap.g_00207
OG0000855	Syaj.g_01702	Prap.g_00208
OG0000856	Syaj.g_01296	Prap.g_01139
OG0000857	Syaj.g_01005	Prap.g_00768
OG0000858	Syaj.g_01708	Prap.g_01786
OG0000859	Syaj.g_01709	Prap.g_01785
OG0000860	Syaj.g_01723	Prap.g_01777
OG0000861	Syaj.g_01724	Prap.g_01776
OG0000862	Syaj.g_01725	Prap.g_01775
OG0000863	Syaj.g_01728	Prap.g_01773
OG0000864	Syaj.g_01729	Prap.g_01772
OG0000865	Syaj.g_01730	Prap.g_01771
OG0000866	Syaj.g_01731	Prap.g_01770
OG0000867	Syaj.g_01732	Prap.g_01769
OG0000868	Syaj.g_01734	Prap.g_01767
OG0000869	Syaj.g_01742	Prap.g_01764
OG0000870	Syaj.g_01747	Prap.g_01759
OG0000871	Syaj.g_01748	Prap.g_01758
OG0000872	Syaj.g_01756	Prap.g_01757
OG0000873	Syaj.g_01759	Prap.g_01753
OG0000874	Syaj.g_01754	Prap.g_01750
OG0000875	Syaj.g_01762	Prap.g_01749
OG0000876	Syaj.g_02084	Prap.g_01748
OG0000877	Syaj.g_01586	Prap.g_01746
OG0000878	Syaj.g_01587	Prap.g_01745
OG0000879	Syaj.g_01588	Prap.g_01744
OG0000880	Syaj.g_01589	Prap.g_01743
OG0000881	Syaj.g_01595	Prap.g_01739
OG0000882	Syaj.g_01599	Prap.g_01734
OG0000883	Syaj.g_01601	Prap.g_01732
OG0000884	Syaj.g_01603	Prap.g_01730
OG0000885	Syaj.g_01604	Prap.g_01729
OG0000886	Syaj.g_01605	Prap.g_01728
OG0000887	Syaj.g_01606	Prap.g_01727
OG0000888	Syaj.g_01608	Prap.g_01725
OG0000889	Syaj.g_01610	Prap.g_01723
OG0000890	Syaj.g_01615	Prap.g_01722
OG0000891	Syaj.g_01616	Prap.g_01721
OG0000892	Syaj.g_01620	Prap.g_01719
OG0000893	Syaj.g_02636	Prap.g_01715
OG0000894	Syaj.g_02639	Prap.g_01712
OG0000895	Syaj.g_02643	Prap.g_01708
OG0000896	Syaj.g_02644	Prap.g_01707
OG0000897	Syaj.g_02646	Prap.g_01705
OG0000898	Syaj.g_02647	Prap.g_01704
OG0000899	Syaj.g_02648	Prap.g_01703
OG0000900	Syaj.g_02649	Prap.g_01702
OG0000901	Syaj.g_02654	Prap.g_01699
OG0000902	Syaj.g_02656	Prap.g_01697
OG0000903	Syaj.g_02689	Prap.g_01693
OG0000904	Syaj.g_02684	Prap.g_01689
OG0000905	Syaj.g_02678	Prap.g_01695
OG0000906	Syaj.g_02676	Prap.g_01696
OG0000907	Syaj.g_02692	Prap.g_01686
OG0000908	Syaj.g_02695	Prap.g_01683
OG0000909	Syaj.g_02696	Prap.g_01682
OG0000910	Syaj.g_02697	Prap.g_01681
OG0000911	Syaj.g_02699	Prap.g_01679
OG0000912	Syaj.g_02700	Prap.g_01678
OG0000913	Syaj.g_02701	Prap.g_01677
OG0000914	Syaj.g_02702	Prap.g_01676
OG0000915	Syaj.g_02704	Prap.g_01675
OG0000916	Syaj.g_02705	Prap.g_01674
OG0000917	Syaj.g_02706	Prap.g_01673
OG0000918	Syaj.g_02707	Prap.g_01672
OG0000919	Syaj.g_02708	Prap.g_01671
OG0000920	Syaj.g_02709	Prap.g_01670
OG0000921	Syaj.g_02710	Prap.g_01669
OG0000922	Syaj.g_02711	Prap.g_01668
OG0000923	Syaj.g_02715	Prap.g_01664
OG0000924	Syaj.g_02716	Prap.g_01663
OG0000925	Syaj.g_02717	Prap.g_01662
OG0000926	Syaj.g_02718	Prap.g_01661
OG0000927	Syaj.g_02720	Prap.g_01659
OG0000928	Syaj.g_02721	Prap.g_01658
OG0000929	Syaj.g_02722	Prap.g_01657
OG0000930	Syaj.g_02723	Prap.g_01656
OG0000931	Syaj.g_02724	Prap.g_01655
OG0000932	Syaj.g_02725	Prap.g_01654
OG0000933	Syaj.g_02731	Prap.g_01650
OG0000934	Syaj.g_02733	Prap.g_01647
OG0000935	Syaj.g_02734	Prap.g_01646
OG0000936	Syaj.g_02735	Prap.g_01645
OG0000937	Syaj.g_02736	Prap.g_01644
OG0000938	Syaj.g_02739	Prap.g_01641
OG0000939	Syaj.g_02740	Prap.g_01640
OG0000940	Syaj.g_02747	Prap.g_01633
OG0000941	Syaj.g_02749	Prap.g_01631
OG0000942	Syaj.g_02751	Prap.g_01629
OG0000943	Syaj.g_02752	Prap.g_01628
OG0000944	Syaj.g_02754	Prap.g_01626
OG0000945	Syaj.g_02756	Prap.g_01625
OG0000946	Syaj.g_02761	Prap.g_01620
OG0000947	Syaj.g_02764	Prap.g_01618
OG0000948	Syaj.g_02765	Prap.g_01617
OG0000949	Syaj.g_02474	Prap.g_01614
OG0000950	Syaj.g_02459	Prap.g_01607
OG0000951	Syaj.g_02452	Prap.g_01603
OG0000952	Syaj.g_02446	Prap.g_01599
OG0000953	Syaj.g_02442	Prap.g_01595
OG0000954	Syaj.g_02435	Prap.g_01591
OG0000955	Syaj.g_02434	Prap.g_01590
OG0000956	Syaj.g_02432	Prap.g_01588
OG0000957	Syaj.g_02419	Prap.g_01582
OG0000958	Syaj.g_02418	Prap.g_01581
OG0000959	Syaj.g_02413	Prap.g_01577
OG0000960	Syaj.g_02412	Prap.g_01576
OG0000961	Syaj.g_02402	Prap.g_01573
OG0000962	Syaj.g_02398	Prap.g_01571
OG0000963	Syaj.g_02393	Prap.g_01567
OG0000964	Syaj.g_02392	Prap.g_01566
OG0000965	Syaj.g_02391	Prap.g_01565
OG0000966	Syaj.g_02370	Prap.g_01559
OG0000967	Syaj.g_02334	Prap.g_01555
OG0000968	Syaj.g_02363	Prap.g_01553
OG0000969	Syaj.g_02338	Prap.g_01552
OG0000970	Syaj.g_02337	Prap.g_01551
OG0000971	Syaj.g_02331	Prap.g_01550
OG0000972	Syaj.g_02330	Prap.g_01549
OG0000973	Syaj.g_02329	Prap.g_01548
OG0000974	Syaj.g_02328	Prap.g_01547
OG0000975	Syaj.g_02327	Prap.g_01546
OG0000976	Syaj.g_02326	Prap.g_01545
OG0000977	Syaj.g_02324	Prap.g_01544
OG0000978	Syaj.g_02322	Prap.g_01543
OG0000979	Syaj.g_02319	Prap.g_01541
OG0000980	Syaj.g_02316	Prap.g_01539
OG0000981	Syaj.g_02313	Prap.g_01536
OG0000982	Syaj.g_02112	Prap.g_01534
OG0000983	Syaj.g_02113	Prap.g_01533
OG0000984	Syaj.g_02114	Prap.g_01532
OG0000985	Syaj.g_02116	Prap.g_01529
OG0000986	Syaj.g_02123	Prap.g_01527
OG0000987	Syaj.g_02125	Prap.g_01526
OG0000988	Syaj.g_02131	Prap.g_01523
OG0000989	Syaj.g_02142	Prap.g_01519
OG0000990	Syaj.g_02165	Prap.g_01515
OG0000991	Syaj.g_02168	Prap.g_01514
OG0000992	Syaj.g_02171	Prap.g_01511
OG0000993	Syaj.g_02173	Prap.g_01510
OG0000994	Syaj.g_02177	Prap.g_01509
OG0000995	Syaj.g_02182	Prap.g_01505
OG0000996	Syaj.g_02221	Prap.g_01504
OG0000997	Syaj.g_02228	Prap.g_01501
OG0000998	Syaj.g_02230	Prap.g_01499
OG0000999	Syaj.g_02231	Prap.g_01498
OG0001000	Syaj.g_02236	Prap.g_01495
OG0001001	Syaj.g_02241	Prap.g_01492
OG0001002	Syaj.g_02248	Prap.g_01874
OG0001003	Syaj.g_02250	Prap.g_01873
OG0001004	Syaj.g_02251	Prap.g_01872
OG0001005	Syaj.g_02252	Prap.g_01871
OG0001006	Syaj.g_02260	Prap.g_00056
OG0001007	Syaj.g_02262	Prap.g_00054
OG0001008	Syaj.g_01554	Prap.g_01329
OG0001009	Syaj.g_02294	Prap.g_00928
OG0001010	Syaj.g_02295	Prap.g_00927
OG0001011	Syaj.g_02296	Prap.g_00925
OG0001012	Syaj.g_02108	Prap.g_00911
OG0001014	Syaj.g_02083	Prap.g_00901
OG0001015	Syaj.g_02082	Prap.g_00899
OG0001016	Syaj.g_01824	Prap.g_00877
OG0001017	Syaj.g_01830	Prap.g_01100
OG0001018	Syaj.g_01832	Prap.g_01098
OG0001019	Syaj.g_01849	Prap.g_01089
OG0001020	Syaj.g_01862	Prap.g_01088
OG0001021	Syaj.g_01867	Prap.g_01087
OG0001022	Syaj.g_01872	Prap.g_01084
OG0001023	Syaj.g_01873	Prap.g_01083
OG0001024	Syaj.g_01877	Prap.g_01079
OG0001025	Syaj.g_01884	Prap.g_01072
OG0001026	Syaj.g_01897	Prap.g_01063
OG0001027	Syaj.g_01903	Prap.g_01062
OG0001028	Syaj.g_01905	Prap.g_01060
OG0001029	Syaj.g_01907	Prap.g_01059
OG0001030	Syaj.g_01933	Prap.g_01043
OG0001031	Syaj.g_02012	Prap.g_00983
OG0001032	Syaj.g_02015	Prap.g_00982
OG0001033	Syaj.g_02044	Prap.g_00961
OG0001034	Syaj.g_02875	Prap.g_01476
OG0001035	Syaj.g_02603	Prap.g_01456
OG0001036	Syaj.g_02599	Prap.g_01452
OG0001037	Syaj.g_02597	Prap.g_01451
OG0001038	Syaj.g_02567	Prap.g_01432
OG0001039	Syaj.g_02564	Prap.g_01429
OG0001040	Syaj.g_02561	Prap.g_01427
OG0001041	Syaj.g_02556	Prap.g_01422
OG0001042	Syaj.g_02527	Prap.g_01405
OG0001043	Syaj.g_02523	Prap.g_01404
OG0001044	Syaj.g_02804	Prap.g_01373
OG0001045	Syaj.g_02817	Prap.g_01364
OG0001046	Syaj.g_00851	Prap.g_01827
OG0001047	Syaj.g_01552	Prap.g_01327
OG0001048	Syaj.g_01551	Prap.g_01326
OG0001049	Syaj.g_01548	Prap.g_01324
OG0001050	Syaj.g_01547	Prap.g_01323
OG0001051	Syaj.g_01546	Prap.g_01322
OG0001052	Syaj.g_01448	Prap.g_01296
OG0001053	Syaj.g_00075	Prap.g_01284
OG0001054	Syaj.g_00092	Prap.g_01269
OG0001055	Syaj.g_00113	Prap.g_01250
OG0001056	Syaj.g_00149	Prap.g_01233
OG0001057	Syaj.g_00160	Prap.g_01228
OG0001058	Syaj.g_00183	Prap.g_01220
OG0001059	Syaj.g_00187	Prap.g_01216
OG0001060	Syaj.g_00193	Prap.g_01210
OG0001061	Syaj.g_00214	Prap.g_01195
OG0001062	Syaj.g_00216	Prap.g_01193
OG0001063	Syaj.g_00222	Prap.g_01191
OG0001064	Syaj.g_00223	Prap.g_01190
OG0001065	Syaj.g_00224	Prap.g_01189
OG0001066	Syaj.g_00225	Prap.g_01188
OG0001067	Syaj.g_00226	Prap.g_01187
OG0001068	Syaj.g_00227	Prap.g_01186
OG0001069	Syaj.g_00228	Prap.g_01185
OG0001070	Syaj.g_00231	Prap.g_01181
OG0001071	Syaj.g_00232	Prap.g_01180
OG0001072	Syaj.g_00236	Prap.g_01178
OG0001073	Syaj.g_00254	Prap.g_01164
OG0001074	Syaj.g_01327	Prap.g_01152
OG0001075	Syaj.g_01325	Prap.g_01151
OG0001076	Syaj.g_01305	Prap.g_01144
OG0001077	Syaj.g_01294	Prap.g_01138
OG0001078	Syaj.g_01282	Prap.g_00391
OG0001079	Syaj.g_01269	Prap.g_00379
OG0001080	Syaj.g_01135	Prap.g_00373
OG0001081	Syaj.g_00699	Prap.g_00371
OG0001082	Syaj.g_00700	Prap.g_00370
OG0001083	Syaj.g_00709	Prap.g_00365
OG0001084	Syaj.g_00711	Prap.g_00364
OG0001085	Syaj.g_00721	Prap.g_00831
OG0001086	Syaj.g_00723	Prap.g_00830
OG0001087	Syaj.g_00498	Prap.g_00812
OG0001088	Syaj.g_00494	Prap.g_00811
OG0001089	Syaj.g_00439	Prap.g_00800
OG0001090	Syaj.g_00959	Prap.g_00790
OG0001091	Syaj.g_00957	Prap.g_00344
OG0001092	Syaj.g_00954	Prap.g_00343
OG0001093	Syaj.g_00948	Prap.g_00338
OG0001094	Syaj.g_01032	Prap.g_00345
OG0001095	Syaj.g_01008	Prap.g_00770
OG0001096	Syaj.g_00988	Prap.g_00756
OG0001097	Syaj.g_00371	Prap.g_00736
OG0001098	Syaj.g_01132	Prap.g_00717
OG0001099	Syaj.g_01906	Prap.g_00655
OG0001100	Syaj.g_00732	Prap.g_00867
OG0001101	Syaj.g_00734	Prap.g_00864
OG0001102	Syaj.g_00737	Prap.g_00861
OG0001103	Syaj.g_00740	Prap.g_00859
OG0001104	Syaj.g_01050	Prap.g_00836
OG0001105	Syaj.g_01046	Prap.g_00832
OG0001106	Syaj.g_00912	Prap.g_00248
OG0001107	Syaj.g_00900	Prap.g_00255
OG0001108	Syaj.g_00870	Prap.g_00259
OG0001109	Syaj.g_00868	Prap.g_00260
OG0001110	Syaj.g_00866	Prap.g_00262
OG0001111	Syaj.g_00864	Prap.g_00263
OG0001112	Syaj.g_00862	Prap.g_00264
OG0001113	Syaj.g_00861	Prap.g_00265
OG0001114	Syaj.g_00860	Prap.g_00266
OG0001115	Syaj.g_00856	Prap.g_00268
OG0001116	Syaj.g_00854	Prap.g_00269
OG0001117	Syaj.g_00853	Prap.g_00270
OG0001118	Syaj.g_00852	Prap.g_00271
