Orthogroup	Syaj	Prbb
OG0000532	Syaj.g_00080	Prbb.g_00491
OG0000533	Syaj.g_00081	Prbb.g_00492
OG0000534	Syaj.g_00082	Prbb.g_00493
OG0000535	Syaj.g_00083	Prbb.g_00494
OG0000536	Syaj.g_00084	Prbb.g_00495
OG0000537	Syaj.g_00085	Prbb.g_00496
OG0000538	Syaj.g_00096	Prbb.g_00504
OG0000539	Syaj.g_00097	Prbb.g_00505
OG0000540	Syaj.g_00098	Prbb.g_00506
OG0000541	Syaj.g_00099	Prbb.g_00507
OG0000542	Syaj.g_00102	Prbb.g_00509
OG0000543	Syaj.g_00104	Prbb.g_00511
OG0000544	Syaj.g_00105	Prbb.g_00512
OG0000545	Syaj.g_00107	Prbb.g_00514
OG0000546	Syaj.g_00109	Prbb.g_00517
OG0000547	Syaj.g_00111	Prbb.g_00519
OG0000548	Syaj.g_00112	Prbb.g_00520
OG0000549	Syaj.g_00118	Prbb.g_00523
OG0000550	Syaj.g_00123	Prbb.g_00527
OG0000551	Syaj.g_00128	Prbb.g_00530
OG0000552	Syaj.g_00129	Prbb.g_00531
OG0000553	Syaj.g_00133	Prbb.g_00532
OG0000554	Syaj.g_00145	Prbb.g_00537
OG0000555	Syaj.g_00163	Prbb.g_00545
OG0000556	Syaj.g_00167	Prbb.g_00547
OG0000557	Syaj.g_00178	Prbb.g_00548
OG0000558	Syaj.g_00181	Prbb.g_00551
OG0000559	Syaj.g_00185	Prbb.g_00555
OG0000560	Syaj.g_00188	Prbb.g_00558
OG0000561	Syaj.g_00189	Prbb.g_00559
OG0000562	Syaj.g_00190	Prbb.g_00560
OG0000563	Syaj.g_00191	Prbb.g_00561
OG0000564	Syaj.g_00192	Prbb.g_00562
OG0000565	Syaj.g_00195	Prbb.g_00565
OG0000566	Syaj.g_00199	Prbb.g_00567
OG0000567	Syaj.g_00203	Prbb.g_00571
OG0000568	Syaj.g_00207	Prbb.g_00572
OG0000569	Syaj.g_00208	Prbb.g_00573
OG0000570	Syaj.g_00209	Prbb.g_00574
OG0000571	Syaj.g_00213	Prbb.g_00576
OG0000572	Syaj.g_00230	Prbb.g_00587
OG0000573	Syaj.g_00238	Prbb.g_00592
OG0000574	Syaj.g_00242	Prbb.g_00594
OG0000575	Syaj.g_00247	Prbb.g_00597
OG0000576	Syaj.g_00249	Prbb.g_00599
OG0000577	Syaj.g_00250	Prbb.g_00600
OG0000578	Syaj.g_00251	Prbb.g_00601
OG0000579	Syaj.g_00252	Prbb.g_00602
OG0000580	Syaj.g_00253	Prbb.g_00603
OG0000581	Syaj.g_00261	Prbb.g_00606
OG0000582	Syaj.g_01338	Prbb.g_00609
OG0000583	Syaj.g_01337	Prbb.g_00610
OG0000584	Syaj.g_01336	Prbb.g_00611
OG0000585	Syaj.g_01334	Prbb.g_00613
OG0000586	Syaj.g_01333	Prbb.g_00614
OG0000587	Syaj.g_01331	Prbb.g_00615
OG0000588	Syaj.g_01313	Prbb.g_00619
OG0000589	Syaj.g_01308	Prbb.g_00622
OG0000590	Syaj.g_01307	Prbb.g_00623
OG0000591	Syaj.g_01299	Prbb.g_00626
OG0000592	Syaj.g_01298	Prbb.g_00627
OG0000593	Syaj.g_01287	Prbb.g_00633
OG0000594	Syaj.g_01286	Prbb.g_00634
OG0000595	Syaj.g_01285	Prbb.g_00635
OG0000596	Syaj.g_01280	Prbb.g_00639
OG0000597	Syaj.g_01277	Prbb.g_00641
OG0000598	Syaj.g_01276	Prbb.g_00642
OG0000599	Syaj.g_01273	Prbb.g_00645
OG0000600	Syaj.g_01272	Prbb.g_00646
OG0000601	Syaj.g_01271	Prbb.g_00647
OG0000602	Syaj.g_01266	Prbb.g_00649
OG0000603	Syaj.g_01265	Prbb.g_00650
OG0000604	Syaj.g_01262	Prbb.g_00651
OG0000605	Syaj.g_01153	Prbb.g_00652
OG0000606	Syaj.g_00698	Prbb.g_00655
OG0000607	Syaj.g_00702	Prbb.g_00658
OG0000608	Syaj.g_00703	Prbb.g_00659
OG0000609	Syaj.g_00705	Prbb.g_00660
OG0000610	Syaj.g_00714	Prbb.g_00667
OG0000611	Syaj.g_00717	Prbb.g_00670
OG0000612	Syaj.g_00718	Prbb.g_00671
OG0000613	Syaj.g_02500	Prbb.g_00677
OG0000614	Syaj.g_00480	Prbb.g_00700
OG0000615	Syaj.g_01065	Prbb.g_00708
OG0000616	Syaj.g_02245	Prbb.g_02176
OG0000617	Syaj.g_00952	Prbb.g_00719
OG0000618	Syaj.g_00951	Prbb.g_00720
OG0000619	Syaj.g_00950	Prbb.g_00721
OG0000620	Syaj.g_00945	Prbb.g_00724
OG0000621	Syaj.g_00944	Prbb.g_00725
OG0000622	Syaj.g_00943	Prbb.g_00726
OG0000623	Syaj.g_00942	Prbb.g_00727
OG0000624	Syaj.g_00940	Prbb.g_00729
OG0000625	Syaj.g_00939	Prbb.g_00730
OG0000626	Syaj.g_00938	Prbb.g_00731
OG0000627	Syaj.g_00765	Prbb.g_00733
OG0000628	Syaj.g_00766	Prbb.g_00734
OG0000629	Syaj.g_00769	Prbb.g_00735
OG0000630	Syaj.g_00773	Prbb.g_00738
OG0000631	Syaj.g_00786	Prbb.g_00962
OG0000632	Syaj.g_00787	Prbb.g_00963
OG0000633	Syaj.g_00789	Prbb.g_00964
OG0000634	Syaj.g_01030	Prbb.g_00779
OG0000635	Syaj.g_01029	Prbb.g_00780
OG0000636	Syaj.g_01024	Prbb.g_00782
OG0000637	Syaj.g_01022	Prbb.g_00784
OG0000638	Syaj.g_01021	Prbb.g_00785
OG0000639	Syaj.g_01020	Prbb.g_00786
OG0000640	Syaj.g_01019	Prbb.g_00787
OG0000641	Syaj.g_01015	Prbb.g_00791
OG0000642	Syaj.g_01014	Prbb.g_00792
OG0000643	Syaj.g_01012	Prbb.g_00793
OG0000644	Syaj.g_01011	Prbb.g_00794
OG0000645	Syaj.g_01009	Prbb.g_00795
OG0000646	Syaj.g_01006	Prbb.g_00798
OG0000647	Syaj.g_01004	Prbb.g_00800
OG0000648	Syaj.g_01001	Prbb.g_00802
OG0000649	Syaj.g_01000	Prbb.g_00803
OG0000650	Syaj.g_00999	Prbb.g_00804
OG0000651	Syaj.g_00998	Prbb.g_00805
OG0000652	Syaj.g_00997	Prbb.g_00806
OG0000653	Syaj.g_00991	Prbb.g_00808
OG0000654	Syaj.g_00990	Prbb.g_00809
OG0000655	Syaj.g_00989	Prbb.g_00810
OG0000656	Syaj.g_00986	Prbb.g_00813
OG0000657	Syaj.g_00382	Prbb.g_00819
OG0000658	Syaj.g_00379	Prbb.g_00821
OG0000659	Syaj.g_00378	Prbb.g_00822
OG0000660	Syaj.g_00374	Prbb.g_00827
OG0000661	Syaj.g_00372	Prbb.g_00829
OG0000662	Syaj.g_00370	Prbb.g_00831
OG0000663	Syaj.g_00367	Prbb.g_00833
OG0000664	Syaj.g_00358	Prbb.g_00834
OG0000665	Syaj.g_01243	Prbb.g_00838
OG0000666	Syaj.g_01154	Prbb.g_00839
OG0000667	Syaj.g_02661	Prbb.g_00843
OG0000668	Syaj.g_00816	Prbb.g_00914
OG0000669	Syaj.g_00730	Prbb.g_00922
OG0000670	Syaj.g_00733	Prbb.g_00925
OG0000671	Syaj.g_00735	Prbb.g_00927
OG0000672	Syaj.g_00739	Prbb.g_00930
OG0000673	Syaj.g_00742	Prbb.g_00933
OG0000674	Syaj.g_00744	Prbb.g_00935
OG0000675	Syaj.g_00757	Prbb.g_00936
OG0000676	Syaj.g_00759	Prbb.g_00938
OG0000677	Syaj.g_00760	Prbb.g_00939
OG0000678	Syaj.g_01075	Prbb.g_00942
OG0000679	Syaj.g_01061	Prbb.g_00946
OG0000680	Syaj.g_01060	Prbb.g_00947
OG0000681	Syaj.g_01057	Prbb.g_00950
OG0000682	Syaj.g_01056	Prbb.g_00951
OG0000683	Syaj.g_01055	Prbb.g_00952
OG0000684	Syaj.g_01051	Prbb.g_00762
OG0000685	Syaj.g_01049	Prbb.g_00764
OG0000686	Syaj.g_01048	Prbb.g_00765
OG0000687	Syaj.g_01047	Prbb.g_00766
OG0000688	Syaj.g_01041	Prbb.g_00769
OG0000689	Syaj.g_01039	Prbb.g_00770
OG0000690	Syaj.g_01038	Prbb.g_00771
OG0000691	Syaj.g_01037	Prbb.g_00772
OG0000692	Syaj.g_01036	Prbb.g_00774
OG0000693	Syaj.g_01034	Prbb.g_00775
OG0000694	Syaj.g_01033	Prbb.g_00776
OG0000695	Syaj.g_00791	Prbb.g_00966
OG0000696	Syaj.g_00792	Prbb.g_00967
OG0000697	Syaj.g_00932	Prbb.g_00968
OG0000698	Syaj.g_00929	Prbb.g_00971
OG0000699	Syaj.g_00928	Prbb.g_00972
OG0000700	Syaj.g_00927	Prbb.g_00973
OG0000701	Syaj.g_00926	Prbb.g_00974
OG0000702	Syaj.g_00916	Prbb.g_00976
OG0000703	Syaj.g_00915	Prbb.g_00977
OG0000704	Syaj.g_00913	Prbb.g_00978
OG0000705	Syaj.g_00906	Prbb.g_00984
OG0000706	Syaj.g_00905	Prbb.g_00985
OG0000707	Syaj.g_00904	Prbb.g_00986
OG0000708	Syaj.g_00901	Prbb.g_00988
OG0000709	Syaj.g_00872	Prbb.g_00992
OG0000710	Syaj.g_00867	Prbb.g_00995
OG0000711	Syaj.g_00839	Prbb.g_01010
OG0000712	Syaj.g_00837	Prbb.g_01012
OG0000713	Syaj.g_00836	Prbb.g_01013
OG0000714	Syaj.g_00834	Prbb.g_01014
OG0000715	Syaj.g_00832	Prbb.g_01016
OG0000716	Syaj.g_00825	Prbb.g_01017
OG0000717	Syaj.g_00824	Prbb.g_01018
OG0000718	Syaj.g_00820	Prbb.g_01036
OG0000719	Syaj.g_00818	Prbb.g_01037
OG0000720	Syaj.g_00805	Prbb.g_01048
OG0000721	Syaj.g_00803	Prbb.g_01049
OG0000722	Syaj.g_00802	Prbb.g_01050
OG0000723	Syaj.g_00934	Prbb.g_01054
OG0000724	Syaj.g_00421	Prbb.g_01065
OG0000725	Syaj.g_00430	Prbb.g_00891
OG0000726	Syaj.g_00431	Prbb.g_00890
OG0000727	Syaj.g_00432	Prbb.g_00889
OG0000728	Syaj.g_00434	Prbb.g_00887
OG0000729	Syaj.g_02397	Prbb.g_02071
OG0000730	Syaj.g_02802	Prbb.g_00392
OG0000731	Syaj.g_02814	Prbb.g_00400
OG0000732	Syaj.g_02315	Prbb.g_02121
OG0000733	Syaj.g_02151	Prbb.g_01888
OG0000734	Syaj.g_01895	Prbb.g_01533
OG0000735	Syaj.g_00286	Prbb.g_01531
OG0000736	Syaj.g_00287	Prbb.g_01530
OG0000737	Syaj.g_00288	Prbb.g_01529
OG0000738	Syaj.g_00293	Prbb.g_01525
OG0000739	Syaj.g_00295	Prbb.g_01524
OG0000740	Syaj.g_00296	Prbb.g_01523
OG0000741	Syaj.g_00299	Prbb.g_01521
OG0000742	Syaj.g_00301	Prbb.g_01518
OG0000743	Syaj.g_00303	Prbb.g_01516
OG0000744	Syaj.g_00304	Prbb.g_01515
OG0000745	Syaj.g_00306	Prbb.g_01513
OG0000746	Syaj.g_00308	Prbb.g_01511
OG0000747	Syaj.g_00309	Prbb.g_01510
OG0000748	Syaj.g_00319	Prbb.g_01506
OG0000749	Syaj.g_00322	Prbb.g_01505
OG0000750	Syaj.g_00323	Prbb.g_01504
OG0000751	Syaj.g_00331	Prbb.g_01501
OG0000752	Syaj.g_00333	Prbb.g_01499
OG0000753	Syaj.g_00336	Prbb.g_01497
OG0000754	Syaj.g_00643	Prbb.g_01493
OG0000755	Syaj.g_00631	Prbb.g_01488
OG0000756	Syaj.g_00625	Prbb.g_01487
OG0000757	Syaj.g_00614	Prbb.g_01480
OG0000758	Syaj.g_00613	Prbb.g_01479
OG0000759	Syaj.g_00612	Prbb.g_01478
OG0000760	Syaj.g_00611	Prbb.g_01477
OG0000761	Syaj.g_00609	Prbb.g_01476
OG0000762	Syaj.g_00603	Prbb.g_01475
OG0000763	Syaj.g_00597	Prbb.g_01473
OG0000764	Syaj.g_00596	Prbb.g_01472
OG0000765	Syaj.g_00577	Prbb.g_01463
OG0000766	Syaj.g_00576	Prbb.g_01462
OG0000767	Syaj.g_00574	Prbb.g_01461
OG0000768	Syaj.g_00573	Prbb.g_01460
OG0000769	Syaj.g_00571	Prbb.g_01458
OG0000770	Syaj.g_00567	Prbb.g_01457
OG0000771	Syaj.g_00415	Prbb.g_01060
OG0000772	Syaj.g_01208	Prbb.g_01291
OG0000773	Syaj.g_00280	Prbb.g_01577
OG0000774	Syaj.g_01502	Prbb.g_01580
OG0000775	Syaj.g_01504	Prbb.g_01581
OG0000776	Syaj.g_01505	Prbb.g_01582
OG0000777	Syaj.g_01506	Prbb.g_01583
OG0000778	Syaj.g_01507	Prbb.g_01584
OG0000779	Syaj.g_01513	Prbb.g_01588
OG0000780	Syaj.g_01517	Prbb.g_01589
OG0000781	Syaj.g_01521	Prbb.g_01592
OG0000782	Syaj.g_01522	Prbb.g_01593
OG0000783	Syaj.g_01524	Prbb.g_01594
OG0000784	Syaj.g_01525	Prbb.g_01595
OG0000785	Syaj.g_01526	Prbb.g_01597
OG0000786	Syaj.g_00265	Prbb.g_01600
OG0000787	Syaj.g_00264	Prbb.g_01601
OG0000788	Syaj.g_01270	Prbb.g_00746
OG0000789	Syaj.g_01121	Prbb.g_01057
OG0000790	Syaj.g_00054	Prbb.g_01644
OG0000791	Syaj.g_00053	Prbb.g_01646
OG0000792	Syaj.g_00052	Prbb.g_01647
OG0000793	Syaj.g_00047	Prbb.g_01650
OG0000794	Syaj.g_00046	Prbb.g_01651
OG0000795	Syaj.g_00045	Prbb.g_01652
OG0000796	Syaj.g_00039	Prbb.g_01656
OG0000797	Syaj.g_00038	Prbb.g_01657
OG0000799	Syaj.g_01352	Prbb.g_01668
OG0000800	Syaj.g_01354	Prbb.g_01669
OG0000801	Syaj.g_01355	Prbb.g_01670
OG0000802	Syaj.g_01359	Prbb.g_01672
OG0000803	Syaj.g_01363	Prbb.g_01674
OG0000804	Syaj.g_01366	Prbb.g_01675
OG0000805	Syaj.g_01369	Prbb.g_01677
OG0000806	Syaj.g_01370	Prbb.g_01679
OG0000807	Syaj.g_01372	Prbb.g_01680
OG0000808	Syaj.g_01373	Prbb.g_01681
OG0000809	Syaj.g_01376	Prbb.g_01684
OG0000810	Syaj.g_01377	Prbb.g_01685
OG0000811	Syaj.g_01385	Prbb.g_01689
OG0000812	Syaj.g_01387	Prbb.g_01691
OG0000813	Syaj.g_01388	Prbb.g_01692
OG0000814	Syaj.g_01390	Prbb.g_01694
OG0000815	Syaj.g_01391	Prbb.g_01695
OG0000816	Syaj.g_01392	Prbb.g_01697
OG0000817	Syaj.g_01393	Prbb.g_01698
OG0000818	Syaj.g_01399	Prbb.g_01702
OG0000819	Syaj.g_01400	Prbb.g_01703
OG0000820	Syaj.g_01401	Prbb.g_01704
OG0000821	Syaj.g_01412	Prbb.g_01707
OG0000822	Syaj.g_01414	Prbb.g_01708
OG0000823	Syaj.g_01415	Prbb.g_01709
OG0000824	Syaj.g_01421	Prbb.g_01712
OG0000825	Syaj.g_01422	Prbb.g_01713
OG0000826	Syaj.g_01423	Prbb.g_01714
OG0000827	Syaj.g_01424	Prbb.g_01715
OG0000828	Syaj.g_01427	Prbb.g_01718
OG0000829	Syaj.g_01428	Prbb.g_01719
OG0000830	Syaj.g_01429	Prbb.g_01720
OG0000831	Syaj.g_01431	Prbb.g_01722
OG0000832	Syaj.g_01635	Prbb.g_01732
OG0000833	Syaj.g_01647	Prbb.g_01740
OG0000834	Syaj.g_01649	Prbb.g_01741
OG0000835	Syaj.g_01650	Prbb.g_01742
OG0000836	Syaj.g_01654	Prbb.g_01744
OG0000837	Syaj.g_01661	Prbb.g_01745
OG0000838	Syaj.g_01665	Prbb.g_01747
OG0000839	Syaj.g_01666	Prbb.g_01748
OG0000840	Syaj.g_01667	Prbb.g_01749
OG0000841	Syaj.g_01668	Prbb.g_01750
OG0000842	Syaj.g_01669	Prbb.g_01751
OG0000843	Syaj.g_01670	Prbb.g_01752
OG0000844	Syaj.g_01680	Prbb.g_01753
OG0000845	Syaj.g_01681	Prbb.g_01754
OG0000846	Syaj.g_01682	Prbb.g_01755
OG0000847	Syaj.g_01683	Prbb.g_01756
OG0000848	Syaj.g_01685	Prbb.g_01757
OG0000849	Syaj.g_01686	Prbb.g_01758
OG0000850	Syaj.g_01689	Prbb.g_01760
OG0000851	Syaj.g_01694	Prbb.g_01761
OG0000852	Syaj.g_01695	Prbb.g_01762
OG0000853	Syaj.g_01699	Prbb.g_01767
OG0000854	Syaj.g_01701	Prbb.g_01769
OG0000855	Syaj.g_01702	Prbb.g_01770
OG0000856	Syaj.g_01296	Prbb.g_01659
OG0000857	Syaj.g_01005	Prbb.g_00799
OG0000858	Syaj.g_01708	Prbb.g_01817
OG0000859	Syaj.g_01709	Prbb.g_01818
OG0000860	Syaj.g_01723	Prbb.g_01825
OG0000861	Syaj.g_01724	Prbb.g_01826
OG0000862	Syaj.g_01725	Prbb.g_01827
OG0000863	Syaj.g_01728	Prbb.g_01828
OG0000864	Syaj.g_01729	Prbb.g_01829
OG0000865	Syaj.g_01730	Prbb.g_01830
OG0000866	Syaj.g_01731	Prbb.g_01831
OG0000867	Syaj.g_01732	Prbb.g_01832
OG0000868	Syaj.g_01734	Prbb.g_01833
OG0000869	Syaj.g_01742	Prbb.g_01836
OG0000870	Syaj.g_01747	Prbb.g_01841
OG0000871	Syaj.g_01748	Prbb.g_01842
OG0000872	Syaj.g_01756	Prbb.g_01843
OG0000873	Syaj.g_01759	Prbb.g_01846
OG0000874	Syaj.g_01754	Prbb.g_01849
OG0000875	Syaj.g_01762	Prbb.g_01851
OG0000876	Syaj.g_02084	Prbb.g_01852
OG0000877	Syaj.g_01586	Prbb.g_01854
OG0000878	Syaj.g_01587	Prbb.g_01855
OG0000879	Syaj.g_01588	Prbb.g_01856
OG0000880	Syaj.g_01589	Prbb.g_01857
OG0000881	Syaj.g_01595	Prbb.g_01860
OG0000882	Syaj.g_01599	Prbb.g_01865
OG0000883	Syaj.g_01601	Prbb.g_01867
OG0000884	Syaj.g_01603	Prbb.g_01869
OG0000885	Syaj.g_01604	Prbb.g_01870
OG0000886	Syaj.g_01605	Prbb.g_01871
OG0000887	Syaj.g_01606	Prbb.g_01872
OG0000888	Syaj.g_01608	Prbb.g_01874
OG0000889	Syaj.g_01610	Prbb.g_01876
OG0000890	Syaj.g_01615	Prbb.g_01877
OG0000891	Syaj.g_01616	Prbb.g_01878
OG0000892	Syaj.g_01620	Prbb.g_01880
OG0000893	Syaj.g_02636	Prbb.g_01922
OG0000894	Syaj.g_02639	Prbb.g_01925
OG0000895	Syaj.g_02643	Prbb.g_01928
OG0000896	Syaj.g_02644	Prbb.g_01929
OG0000897	Syaj.g_02646	Prbb.g_01931
OG0000898	Syaj.g_02647	Prbb.g_01932
OG0000899	Syaj.g_02648	Prbb.g_01933
OG0000900	Syaj.g_02649	Prbb.g_01934
OG0000901	Syaj.g_02654	Prbb.g_01937
OG0000902	Syaj.g_02656	Prbb.g_01939
OG0000903	Syaj.g_02689	Prbb.g_01948
OG0000904	Syaj.g_02684	Prbb.g_01943
OG0000905	Syaj.g_02678	Prbb.g_01941
OG0000906	Syaj.g_02676	Prbb.g_01940
OG0000907	Syaj.g_02692	Prbb.g_01958
OG0000908	Syaj.g_02695	Prbb.g_01961
OG0000909	Syaj.g_02696	Prbb.g_01962
OG0000910	Syaj.g_02697	Prbb.g_01963
OG0000911	Syaj.g_02699	Prbb.g_01965
OG0000912	Syaj.g_02700	Prbb.g_01966
OG0000913	Syaj.g_02701	Prbb.g_01967
OG0000914	Syaj.g_02702	Prbb.g_01968
OG0000915	Syaj.g_02704	Prbb.g_01969
OG0000916	Syaj.g_02705	Prbb.g_01970
OG0000917	Syaj.g_02706	Prbb.g_01971
OG0000918	Syaj.g_02707	Prbb.g_01972
OG0000919	Syaj.g_02708	Prbb.g_01973
OG0000920	Syaj.g_02709	Prbb.g_01974
OG0000921	Syaj.g_02710	Prbb.g_01975
OG0000922	Syaj.g_02711	Prbb.g_01976
OG0000923	Syaj.g_02715	Prbb.g_01980
OG0000924	Syaj.g_02716	Prbb.g_01981
OG0000925	Syaj.g_02717	Prbb.g_01982
OG0000926	Syaj.g_02718	Prbb.g_01983
OG0000927	Syaj.g_02720	Prbb.g_01985
OG0000928	Syaj.g_02721	Prbb.g_01986
OG0000929	Syaj.g_02722	Prbb.g_01987
OG0000930	Syaj.g_02723	Prbb.g_01988
OG0000931	Syaj.g_02724	Prbb.g_01989
OG0000932	Syaj.g_02725	Prbb.g_01990
OG0000933	Syaj.g_02731	Prbb.g_01994
OG0000934	Syaj.g_02733	Prbb.g_01996
OG0000935	Syaj.g_02734	Prbb.g_01997
OG0000936	Syaj.g_02735	Prbb.g_01998
OG0000937	Syaj.g_02736	Prbb.g_01999
OG0000938	Syaj.g_02739	Prbb.g_02002
OG0000939	Syaj.g_02740	Prbb.g_02003
OG0000940	Syaj.g_02747	Prbb.g_02010
OG0000941	Syaj.g_02749	Prbb.g_02012
OG0000942	Syaj.g_02751	Prbb.g_02014
OG0000943	Syaj.g_02752	Prbb.g_02015
OG0000944	Syaj.g_02754	Prbb.g_02017
OG0000945	Syaj.g_02756	Prbb.g_02018
OG0000946	Syaj.g_02761	Prbb.g_02024
OG0000947	Syaj.g_02764	Prbb.g_02026
OG0000948	Syaj.g_02765	Prbb.g_02027
OG0000949	Syaj.g_02474	Prbb.g_02030
OG0000950	Syaj.g_02459	Prbb.g_02035
OG0000951	Syaj.g_02452	Prbb.g_02039
OG0000952	Syaj.g_02446	Prbb.g_02043
OG0000953	Syaj.g_02442	Prbb.g_02047
OG0000954	Syaj.g_02435	Prbb.g_02051
OG0000955	Syaj.g_02434	Prbb.g_02052
OG0000956	Syaj.g_02432	Prbb.g_02054
OG0000957	Syaj.g_02419	Prbb.g_02059
OG0000958	Syaj.g_02418	Prbb.g_02060
OG0000959	Syaj.g_02413	Prbb.g_02064
OG0000960	Syaj.g_02412	Prbb.g_02065
OG0000961	Syaj.g_02402	Prbb.g_02068
OG0000962	Syaj.g_02398	Prbb.g_02070
OG0000963	Syaj.g_02393	Prbb.g_02075
OG0000964	Syaj.g_02392	Prbb.g_02076
OG0000965	Syaj.g_02391	Prbb.g_02077
OG0000966	Syaj.g_02370	Prbb.g_02099
OG0000967	Syaj.g_02334	Prbb.g_02103
OG0000968	Syaj.g_02363	Prbb.g_02105
OG0000969	Syaj.g_02338	Prbb.g_02106
OG0000970	Syaj.g_02337	Prbb.g_02107
OG0000971	Syaj.g_02331	Prbb.g_02108
OG0000972	Syaj.g_02330	Prbb.g_02109
OG0000973	Syaj.g_02329	Prbb.g_02110
OG0000974	Syaj.g_02328	Prbb.g_02111
OG0000975	Syaj.g_02327	Prbb.g_02112
OG0000976	Syaj.g_02326	Prbb.g_02113
OG0000977	Syaj.g_02324	Prbb.g_02114
OG0000978	Syaj.g_02322	Prbb.g_02115
OG0000979	Syaj.g_02319	Prbb.g_02118
OG0000980	Syaj.g_02316	Prbb.g_02120
OG0000981	Syaj.g_02313	Prbb.g_02123
OG0000982	Syaj.g_02112	Prbb.g_02125
OG0000983	Syaj.g_02113	Prbb.g_02126
OG0000984	Syaj.g_02114	Prbb.g_02127
OG0000985	Syaj.g_02116	Prbb.g_02130
OG0000986	Syaj.g_02123	Prbb.g_02132
OG0000987	Syaj.g_02125	Prbb.g_02133
OG0000988	Syaj.g_02131	Prbb.g_02136
OG0000989	Syaj.g_02142	Prbb.g_02140
OG0000990	Syaj.g_02165	Prbb.g_02145
OG0000991	Syaj.g_02168	Prbb.g_02146
OG0000992	Syaj.g_02171	Prbb.g_02149
OG0000993	Syaj.g_02173	Prbb.g_02150
OG0000994	Syaj.g_02177	Prbb.g_02151
OG0000995	Syaj.g_02182	Prbb.g_02155
OG0000996	Syaj.g_02221	Prbb.g_02156
OG0000997	Syaj.g_02228	Prbb.g_02164
OG0000998	Syaj.g_02230	Prbb.g_02166
OG0000999	Syaj.g_02231	Prbb.g_02167
OG0001000	Syaj.g_02236	Prbb.g_02170
OG0001001	Syaj.g_02241	Prbb.g_02173
OG0001002	Syaj.g_02248	Prbb.g_02178
OG0001003	Syaj.g_02250	Prbb.g_02180
OG0001004	Syaj.g_02251	Prbb.g_02181
OG0001005	Syaj.g_02252	Prbb.g_02182
OG0001006	Syaj.g_02260	Prbb.g_02187
OG0001007	Syaj.g_02262	Prbb.g_02189
OG0001008	Syaj.g_01554	Prbb.g_00442
OG0001009	Syaj.g_02294	Prbb.g_00028
OG0001010	Syaj.g_02295	Prbb.g_00029
OG0001011	Syaj.g_02296	Prbb.g_00030
OG0001012	Syaj.g_02108	Prbb.g_00058
OG0001014	Syaj.g_02083	Prbb.g_00066
OG0001015	Syaj.g_02082	Prbb.g_00067
OG0001016	Syaj.g_01824	Prbb.g_00128
OG0001017	Syaj.g_01830	Prbb.g_00132
OG0001018	Syaj.g_01832	Prbb.g_00135
OG0001019	Syaj.g_01849	Prbb.g_00144
OG0001020	Syaj.g_01862	Prbb.g_00145
OG0001021	Syaj.g_01867	Prbb.g_00146
OG0001022	Syaj.g_01872	Prbb.g_00149
OG0001023	Syaj.g_01873	Prbb.g_00150
OG0001024	Syaj.g_01877	Prbb.g_00153
OG0001025	Syaj.g_01884	Prbb.g_00160
OG0001026	Syaj.g_01897	Prbb.g_00168
OG0001027	Syaj.g_01903	Prbb.g_00169
OG0001028	Syaj.g_01905	Prbb.g_00171
OG0001029	Syaj.g_01907	Prbb.g_00173
OG0001030	Syaj.g_01933	Prbb.g_00189
OG0001031	Syaj.g_02012	Prbb.g_00243
OG0001032	Syaj.g_02015	Prbb.g_00244
OG0001033	Syaj.g_02044	Prbb.g_00264
OG0001034	Syaj.g_02875	Prbb.g_00293
OG0001035	Syaj.g_02603	Prbb.g_00310
OG0001036	Syaj.g_02599	Prbb.g_00314
OG0001037	Syaj.g_02597	Prbb.g_00315
OG0001038	Syaj.g_02567	Prbb.g_00331
OG0001040	Syaj.g_02561	Prbb.g_00335
OG0001041	Syaj.g_02556	Prbb.g_00339
OG0001042	Syaj.g_02527	Prbb.g_00355
OG0001043	Syaj.g_02523	Prbb.g_00356
OG0001044	Syaj.g_02804	Prbb.g_00393
OG0001045	Syaj.g_02817	Prbb.g_00402
OG0001046	Syaj.g_00851	Prbb.g_01124
OG0001047	Syaj.g_01552	Prbb.g_00444
OG0001048	Syaj.g_01551	Prbb.g_00445
OG0001049	Syaj.g_01548	Prbb.g_00447
OG0001050	Syaj.g_01547	Prbb.g_00448
OG0001051	Syaj.g_01546	Prbb.g_00449
OG0001052	Syaj.g_01448	Prbb.g_00475
OG0001053	Syaj.g_00075	Prbb.g_00488
OG0001054	Syaj.g_00092	Prbb.g_00502
OG0001055	Syaj.g_00113	Prbb.g_00521
OG0001056	Syaj.g_00149	Prbb.g_00539
OG0001057	Syaj.g_00160	Prbb.g_00544
OG0001058	Syaj.g_00183	Prbb.g_00553
OG0001059	Syaj.g_00187	Prbb.g_00557
OG0001060	Syaj.g_00193	Prbb.g_00564
OG0001061	Syaj.g_00214	Prbb.g_00577
OG0001062	Syaj.g_00216	Prbb.g_00579
OG0001063	Syaj.g_00222	Prbb.g_00580
OG0001064	Syaj.g_00223	Prbb.g_00581
OG0001065	Syaj.g_00224	Prbb.g_00582
OG0001066	Syaj.g_00225	Prbb.g_00583
OG0001067	Syaj.g_00226	Prbb.g_00584
OG0001068	Syaj.g_00227	Prbb.g_00585
OG0001069	Syaj.g_00228	Prbb.g_00586
OG0001070	Syaj.g_00231	Prbb.g_00588
OG0001071	Syaj.g_00232	Prbb.g_00589
