Orthogroup	Prax	Prat
OG0000588	Prax.g_00972	Prat.g_00744
OG0000589	Prax.g_00971	Prat.g_00745
OG0000590	Prax.g_00969	Prat.g_00747
OG0000591	Prax.g_00963	Prat.g_00752
OG0000592	Prax.g_00962	Prat.g_00753
OG0000593	Prax.g_00961	Prat.g_00754
OG0000594	Prax.g_00959	Prat.g_00757
OG0000595	Prax.g_00958	Prat.g_00758
OG0000596	Prax.g_00957	Prat.g_00759
OG0000597	Prax.g_00955	Prat.g_00761
OG0000598	Prax.g_00954	Prat.g_00762
OG0000599	Prax.g_00953	Prat.g_00763
OG0000600	Prax.g_00952	Prat.g_00764
OG0000601	Prax.g_00950	Prat.g_00767
OG0000602	Prax.g_00949	Prat.g_00768
OG0000603	Prax.g_00948	Prat.g_00769
OG0000604	Prax.g_00947	Prat.g_00772
OG0000605	Prax.g_00946	Prat.g_00773
OG0000606	Prax.g_00945	Prat.g_00774
OG0000607	Prax.g_00943	Prat.g_00776
OG0000608	Prax.g_00942	Prat.g_00777
OG0000609	Prax.g_00938	Prat.g_01882
OG0000610	Prax.g_00937	Prat.g_00826
OG0000611	Prax.g_00484	Prat.g_00789
OG0000612	Prax.g_00483	Prat.g_00790
OG0000613	Prax.g_00482	Prat.g_00791
OG0000614	Prax.g_00481	Prat.g_00792
OG0000615	Prax.g_00479	Prat.g_00797
OG0000616	Prax.g_00478	Prat.g_00798
OG0000617	Prax.g_00477	Prat.g_00799
OG0000618	Prax.g_00476	Prat.g_00800
OG0000619	Prax.g_00475	Prat.g_00801
OG0000620	Prax.g_00474	Prat.g_00802
OG0000621	Prax.g_00473	Prat.g_00803
OG0000622	Prax.g_00472	Prat.g_00804
OG0000623	Prax.g_00471	Prat.g_00805
OG0000624	Prax.g_00470	Prat.g_00807
OG0000625	Prax.g_00469	Prat.g_00808
OG0000626	Prax.g_00468	Prat.g_00809
OG0000627	Prax.g_00467	Prat.g_00811
OG0000628	Prax.g_00466	Prat.g_00812
OG0000629	Prax.g_00465	Prat.g_00813
OG0000630	Prax.g_00464	Prat.g_00814
OG0000631	Prax.g_00462	Prat.g_00816
OG0000632	Prax.g_00432	Prat.g_00622
OG0000633	Prax.g_00428	Prat.g_01486
OG0000634	Prax.g_00413	Prat.g_01472
OG0000635	Prax.g_00409	Prat.g_00888
OG0000636	Prax.g_00408	Prat.g_00887
OG0000637	Prax.g_00407	Prat.g_00886
OG0000638	Prax.g_00395	Prat.g_00345
OG0000639	Prax.g_00386	Prat.g_00859
OG0000640	Prax.g_00384	Prat.g_00863
OG0000641	Prax.g_00382	Prat.g_00865
OG0000642	Prax.g_00381	Prat.g_00866
OG0000643	Prax.g_00380	Prat.g_00867
OG0000644	Prax.g_00379	Prat.g_01043
OG0000645	Prax.g_00378	Prat.g_01042
OG0000646	Prax.g_00377	Prat.g_01041
OG0000647	Prax.g_00376	Prat.g_01040
OG0000648	Prax.g_00374	Prat.g_01038
OG0000649	Prax.g_00373	Prat.g_01037
OG0000650	Prax.g_00372	Prat.g_01036
OG0000651	Prax.g_00371	Prat.g_01035
OG0000652	Prax.g_00370	Prat.g_01034
OG0000653	Prax.g_00369	Prat.g_01033
OG0000654	Prax.g_00367	Prat.g_01031
OG0000655	Prax.g_00365	Prat.g_01029
OG0000656	Prax.g_00364	Prat.g_01028
OG0000657	Prax.g_00363	Prat.g_01027
OG0000658	Prax.g_00362	Prat.g_01026
OG0000659	Prax.g_00361	Prat.g_01025
OG0000660	Prax.g_00360	Prat.g_01024
OG0000661	Prax.g_00359	Prat.g_01023
OG0000662	Prax.g_00358	Prat.g_01021
OG0000663	Prax.g_00357	Prat.g_01020
OG0000664	Prax.g_00356	Prat.g_01019
OG0000665	Prax.g_00355	Prat.g_01018
OG0000666	Prax.g_00354	Prat.g_01017
OG0000667	Prax.g_00353	Prat.g_01016
OG0000668	Prax.g_00352	Prat.g_01015
OG0000669	Prax.g_00350	Prat.g_01013
OG0000670	Prax.g_00349	Prat.g_01012
OG0000671	Prax.g_00348	Prat.g_01011
OG0000672	Prax.g_00347	Prat.g_01010
OG0000673	Prax.g_00346	Prat.g_01009
OG0000674	Prax.g_00345	Prat.g_01008
OG0000675	Prax.g_00343	Prat.g_01007
OG0000676	Prax.g_00342	Prat.g_01006
OG0000677	Prax.g_00339	Prat.g_01004
OG0000678	Prax.g_00337	Prat.g_01002
OG0000679	Prax.g_00336	Prat.g_01001
OG0000680	Prax.g_00335	Prat.g_01000
OG0000681	Prax.g_00334	Prat.g_00999
OG0000682	Prax.g_00333	Prat.g_00998
OG0000683	Prax.g_00331	Prat.g_00996
OG0000684	Prax.g_00330	Prat.g_00995
OG0000685	Prax.g_00329	Prat.g_00994
OG0000686	Prax.g_00328	Prat.g_00993
OG0000687	Prax.g_00327	Prat.g_00992
OG0000688	Prax.g_00326	Prat.g_00991
OG0000689	Prax.g_00325	Prat.g_00990
OG0000690	Prax.g_00324	Prat.g_00989
OG0000691	Prax.g_00323	Prat.g_00988
OG0000692	Prax.g_00321	Prat.g_00984
OG0000693	Prax.g_00320	Prat.g_00983
OG0000694	Prax.g_00319	Prat.g_00982
OG0000695	Prax.g_00318	Prat.g_00981
OG0000696	Prax.g_00317	Prat.g_00980
OG0000697	Prax.g_00315	Prat.g_00978
OG0000698	Prax.g_00313	Prat.g_00974
OG0000699	Prax.g_00312	Prat.g_00973
OG0000700	Prax.g_00546	Prat.g_00694
OG0000701	Prax.g_00550	Prat.g_00699
OG0000702	Prax.g_00553	Prat.g_00705
OG0000703	Prax.g_00554	Prat.g_00707
OG0000704	Prax.g_00555	Prat.g_00708
OG0000705	Prax.g_00556	Prat.g_00709
OG0000706	Prax.g_00557	Prat.g_00710
OG0000707	Prax.g_00558	Prat.g_00712
OG0000708	Prax.g_00559	Prat.g_00713
OG0000709	Prax.g_00561	Prat.g_00716
OG0000710	Prax.g_00562	Prat.g_00717
OG0000711	Prax.g_00563	Prat.g_00718
OG0000712	Prax.g_00564	Prat.g_00719
OG0000713	Prax.g_00565	Prat.g_00720
OG0000714	Prax.g_00567	Prat.g_00722
OG0000715	Prax.g_00568	Prat.g_00723
OG0000716	Prax.g_00570	Prat.g_00725
OG0000717	Prax.g_00571	Prat.g_00726
OG0000718	Prax.g_00572	Prat.g_00728
OG0000719	Prax.g_00574	Prat.g_00730
OG0000720	Prax.g_00575	Prat.g_00731
OG0000721	Prax.g_00578	Prat.g_00734
OG0000722	Prax.g_00579	Prat.g_00735
OG0000723	Prax.g_00580	Prat.g_00736
OG0000724	Prax.g_00582	Prat.g_00738
OG0000725	Prax.g_00583	Prat.g_00739
OG0000726	Prax.g_00584	Prat.g_00740
OG0000727	Prax.g_00585	Prat.g_00741
OG0000728	Prax.g_00586	Prat.g_00742
OG0000729	Prax.g_00587	Prat.g_00743
OG0000730	Prax.g_00588	Prat.g_01053
OG0000731	Prax.g_00589	Prat.g_01051
OG0000732	Prax.g_00590	Prat.g_01050
OG0000733	Prax.g_00591	Prat.g_01049
OG0000734	Prax.g_00592	Prat.g_01048
OG0000735	Prax.g_00594	Prat.g_01046
OG0000736	Prax.g_00595	Prat.g_01045
OG0000737	Prax.g_00596	Prat.g_01044
OG0000738	Prax.g_00597	Prat.g_00868
OG0000739	Prax.g_00598	Prat.g_00869
OG0000740	Prax.g_00599	Prat.g_00870
OG0000741	Prax.g_00600	Prat.g_00871
OG0000742	Prax.g_00602	Prat.g_00873
OG0000743	Prax.g_00603	Prat.g_00874
OG0000744	Prax.g_00604	Prat.g_00876
OG0000745	Prax.g_00605	Prat.g_00877
OG0000746	Prax.g_00606	Prat.g_00878
OG0000747	Prax.g_00607	Prat.g_00879
OG0000748	Prax.g_00608	Prat.g_00880
OG0000749	Prax.g_00609	Prat.g_00881
OG0000750	Prax.g_00610	Prat.g_00883
OG0000751	Prax.g_00611	Prat.g_00884
OG0000752	Prax.g_00612	Prat.g_00944
OG0000753	Prax.g_00614	Prat.g_00889
OG0000754	Prax.g_00615	Prat.g_00890
OG0000755	Prax.g_00616	Prat.g_00891
OG0000756	Prax.g_00617	Prat.g_00893
OG0000757	Prax.g_00618	Prat.g_00894
OG0000758	Prax.g_00619	Prat.g_00895
OG0000759	Prax.g_01130	Prat.g_00897
OG0000760	Prax.g_01131	Prat.g_00898
OG0000761	Prax.g_01132	Prat.g_00899
OG0000762	Prax.g_01134	Prat.g_00901
OG0000763	Prax.g_01135	Prat.g_00902
OG0000764	Prax.g_01136	Prat.g_00903
OG0000765	Prax.g_01137	Prat.g_00904
OG0000766	Prax.g_01138	Prat.g_00905
OG0000767	Prax.g_01140	Prat.g_00907
OG0000768	Prax.g_01141	Prat.g_00908
OG0000769	Prax.g_01142	Prat.g_00909
OG0000770	Prax.g_01143	Prat.g_00910
OG0000771	Prax.g_01144	Prat.g_00911
OG0000772	Prax.g_01145	Prat.g_00912
OG0000773	Prax.g_01146	Prat.g_00913
OG0000774	Prax.g_01147	Prat.g_00914
OG0000775	Prax.g_01148	Prat.g_00915
OG0000776	Prax.g_01150	Prat.g_00916
OG0000777	Prax.g_01152	Prat.g_00917
OG0000778	Prax.g_01153	Prat.g_00918
OG0000779	Prax.g_01154	Prat.g_00919
OG0000780	Prax.g_01156	Prat.g_00921
OG0000781	Prax.g_01158	Prat.g_00923
OG0000782	Prax.g_01159	Prat.g_00924
OG0000783	Prax.g_01173	Prat.g_00929
OG0000784	Prax.g_01175	Prat.g_00931
OG0000785	Prax.g_01176	Prat.g_00932
OG0000786	Prax.g_01177	Prat.g_00933
OG0000787	Prax.g_01178	Prat.g_00934
OG0000788	Prax.g_01182	Prat.g_00939
OG0000789	Prax.g_01184	Prat.g_00942
OG0000790	Prax.g_01185	Prat.g_00943
OG0000791	Prax.g_01186	Prat.g_00946
OG0000792	Prax.g_01187	Prat.g_00947
OG0000793	Prax.g_01188	Prat.g_00948
OG0000794	Prax.g_01190	Prat.g_00951
OG0000795	Prax.g_01193	Prat.g_00955
OG0000796	Prax.g_01194	Prat.g_00956
OG0000797	Prax.g_01196	Prat.g_00957
OG0000798	Prax.g_01197	Prat.g_00958
OG0000799	Prax.g_01198	Prat.g_00959
OG0000800	Prax.g_01199	Prat.g_00960
OG0000801	Prax.g_01202	Prat.g_00963
OG0000802	Prax.g_01203	Prat.g_00964
OG0000803	Prax.g_01205	Prat.g_00966
OG0000804	Prax.g_01206	Prat.g_00967
OG0000805	Prax.g_01207	Prat.g_00968
OG0000806	Prax.g_01209	Prat.g_00970
OG0000807	Prax.g_01235	Prat.g_01204
OG0000808	Prax.g_01245	Prat.g_01479
OG0000809	Prax.g_01248	Prat.g_01197
OG0000810	Prax.g_01249	Prat.g_01480
OG0000811	Prax.g_01256	Prat.g_01214
OG0000812	Prax.g_00126	Prat.g_01199
OG0000813	Prax.g_00130	Prat.g_00354
OG0000814	Prax.g_00132	Prat.g_01373
OG0000815	Prax.g_00146	Prat.g_01211
OG0000816	Prax.g_00162	Prat.g_01560
OG0000817	Prax.g_00163	Prat.g_01559
OG0000818	Prax.g_00168	Prat.g_01175
OG0000819	Prax.g_00181	Prat.g_01177
OG0000820	Prax.g_00185	Prat.g_01171
OG0000821	Prax.g_00187	Prat.g_01169
OG0000822	Prax.g_00188	Prat.g_01168
OG0000823	Prax.g_00189	Prat.g_01167
OG0000824	Prax.g_00190	Prat.g_01166
OG0000825	Prax.g_00191	Prat.g_01165
OG0000826	Prax.g_00192	Prat.g_01164
OG0000827	Prax.g_00193	Prat.g_01163
OG0000828	Prax.g_00194	Prat.g_01162
OG0000829	Prax.g_00195	Prat.g_01161
OG0000830	Prax.g_00196	Prat.g_01159
OG0000831	Prax.g_00199	Prat.g_01157
OG0000832	Prax.g_00201	Prat.g_01155
OG0000833	Prax.g_00202	Prat.g_01154
OG0000834	Prax.g_00203	Prat.g_01153
OG0000835	Prax.g_00204	Prat.g_01152
OG0000836	Prax.g_00205	Prat.g_01151
OG0000837	Prax.g_00207	Prat.g_01148
OG0000838	Prax.g_00208	Prat.g_01147
OG0000839	Prax.g_00209	Prat.g_01146
OG0000840	Prax.g_00210	Prat.g_01145
OG0000841	Prax.g_00211	Prat.g_01144
OG0000842	Prax.g_00212	Prat.g_01142
OG0000843	Prax.g_00213	Prat.g_01141
OG0000844	Prax.g_00214	Prat.g_01140
OG0000845	Prax.g_00215	Prat.g_01139
OG0000846	Prax.g_00218	Prat.g_01136
OG0000847	Prax.g_00220	Prat.g_01135
OG0000848	Prax.g_00221	Prat.g_01134
OG0000849	Prax.g_00222	Prat.g_01131
OG0000850	Prax.g_00223	Prat.g_01130
OG0000851	Prax.g_00224	Prat.g_01128
OG0000852	Prax.g_00226	Prat.g_01126
OG0000853	Prax.g_00227	Prat.g_01124
OG0000854	Prax.g_00229	Prat.g_01123
OG0000855	Prax.g_00230	Prat.g_01122
OG0000856	Prax.g_00231	Prat.g_01121
OG0000857	Prax.g_00232	Prat.g_01120
OG0000858	Prax.g_00233	Prat.g_01119
OG0000859	Prax.g_00234	Prat.g_01118
OG0000860	Prax.g_00235	Prat.g_01117
OG0000861	Prax.g_00236	Prat.g_01116
OG0000862	Prax.g_00237	Prat.g_01115
OG0000863	Prax.g_00238	Prat.g_01114
OG0000864	Prax.g_00239	Prat.g_01113
OG0000865	Prax.g_00240	Prat.g_01112
OG0000866	Prax.g_00241	Prat.g_01111
OG0000867	Prax.g_00242	Prat.g_01110
OG0000868	Prax.g_00243	Prat.g_01108
OG0000869	Prax.g_00245	Prat.g_01106
OG0000870	Prax.g_00246	Prat.g_01105
OG0000871	Prax.g_00248	Prat.g_01104
OG0000872	Prax.g_00249	Prat.g_01103
OG0000873	Prax.g_00251	Prat.g_01101
OG0000874	Prax.g_00252	Prat.g_01100
OG0000875	Prax.g_00253	Prat.g_01099
OG0000876	Prax.g_00254	Prat.g_01098
OG0000877	Prax.g_00256	Prat.g_00594
OG0000878	Prax.g_01928	Prat.g_00626
OG0000879	Prax.g_01910	Prat.g_01238
OG0000880	Prax.g_01909	Prat.g_01239
OG0000881	Prax.g_01908	Prat.g_01240
OG0000882	Prax.g_01907	Prat.g_01241
OG0000883	Prax.g_01906	Prat.g_01242
OG0000884	Prax.g_01904	Prat.g_01244
OG0000885	Prax.g_01903	Prat.g_01245
OG0000886	Prax.g_01902	Prat.g_01246
OG0000887	Prax.g_01901	Prat.g_01247
OG0000888	Prax.g_01900	Prat.g_01248
OG0000889	Prax.g_01897	Prat.g_01251
OG0000890	Prax.g_01896	Prat.g_01252
OG0000891	Prax.g_01895	Prat.g_01253
OG0000892	Prax.g_01893	Prat.g_01255
OG0000893	Prax.g_01892	Prat.g_01256
OG0000894	Prax.g_01891	Prat.g_01257
OG0000895	Prax.g_01890	Prat.g_01258
OG0000896	Prax.g_01889	Prat.g_01259
OG0000897	Prax.g_01888	Prat.g_01260
OG0000898	Prax.g_01886	Prat.g_01263
OG0000899	Prax.g_01885	Prat.g_01264
OG0000900	Prax.g_01881	Prat.g_01282
OG0000901	Prax.g_01877	Prat.g_01287
OG0000902	Prax.g_01876	Prat.g_01471
OG0000903	Prax.g_01875	Prat.g_01178
OG0000904	Prax.g_01873	Prat.g_01455
OG0000905	Prax.g_01871	Prat.g_01200
OG0000906	Prax.g_01869	Prat.g_01181
OG0000907	Prax.g_01868	Prat.g_00976
OG0000908	Prax.g_01865	Prat.g_01228
OG0000909	Prax.g_01861	Prat.g_01293
OG0000910	Prax.g_01860	Prat.g_01294
OG0000911	Prax.g_01859	Prat.g_01295
OG0000912	Prax.g_01858	Prat.g_01296
OG0000913	Prax.g_01857	Prat.g_01297
OG0000914	Prax.g_01856	Prat.g_01298
OG0000915	Prax.g_01855	Prat.g_01299
OG0000916	Prax.g_01854	Prat.g_01300
OG0000917	Prax.g_01853	Prat.g_01301
OG0000918	Prax.g_01852	Prat.g_01302
OG0000919	Prax.g_01851	Prat.g_01303
OG0000920	Prax.g_01850	Prat.g_01304
OG0000921	Prax.g_01849	Prat.g_01305
OG0000922	Prax.g_01848	Prat.g_01306
OG0000923	Prax.g_01847	Prat.g_01307
OG0000924	Prax.g_01846	Prat.g_01308
OG0000925	Prax.g_01845	Prat.g_01309
OG0000926	Prax.g_01780	Prat.g_01769
OG0000927	Prax.g_01751	Prat.g_01333
OG0000928	Prax.g_01750	Prat.g_01334
OG0000929	Prax.g_01749	Prat.g_01335
OG0000930	Prax.g_01748	Prat.g_01336
OG0000931	Prax.g_01747	Prat.g_01337
OG0000932	Prax.g_01745	Prat.g_01339
OG0000933	Prax.g_01744	Prat.g_01340
OG0000934	Prax.g_01743	Prat.g_01341
OG0000935	Prax.g_01742	Prat.g_01342
OG0000936	Prax.g_01741	Prat.g_01343
OG0000937	Prax.g_01740	Prat.g_01344
OG0000938	Prax.g_01739	Prat.g_01345
OG0000939	Prax.g_01738	Prat.g_01346
OG0000940	Prax.g_01737	Prat.g_01348
OG0000941	Prax.g_01735	Prat.g_01350
OG0000942	Prax.g_01734	Prat.g_01351
OG0000943	Prax.g_01726	Prat.g_01355
OG0000944	Prax.g_01725	Prat.g_01356
OG0000945	Prax.g_01724	Prat.g_01357
OG0000946	Prax.g_01723	Prat.g_01358
OG0000947	Prax.g_01722	Prat.g_01359
OG0000948	Prax.g_01721	Prat.g_01360
OG0000949	Prax.g_01720	Prat.g_01361
OG0000950	Prax.g_01719	Prat.g_01362
OG0000951	Prax.g_01718	Prat.g_01363
OG0000952	Prax.g_01717	Prat.g_01364
OG0000953	Prax.g_01716	Prat.g_01365
OG0000954	Prax.g_01715	Prat.g_01366
OG0000955	Prax.g_01714	Prat.g_01367
OG0000956	Prax.g_01713	Prat.g_01368
OG0000957	Prax.g_01712	Prat.g_01369
OG0000958	Prax.g_01711	Prat.g_01370
OG0000959	Prax.g_01710	Prat.g_01371
OG0000960	Prax.g_01709	Prat.g_01372
OG0000961	Prax.g_01705	Prat.g_01378
OG0000962	Prax.g_01704	Prat.g_01379
OG0000963	Prax.g_01703	Prat.g_01380
OG0000964	Prax.g_01701	Prat.g_01382
OG0000965	Prax.g_01700	Prat.g_01383
OG0000966	Prax.g_01699	Prat.g_01384
OG0000967	Prax.g_01698	Prat.g_01385
OG0000968	Prax.g_01697	Prat.g_01386
OG0000969	Prax.g_01696	Prat.g_01387
OG0000970	Prax.g_01695	Prat.g_01388
OG0000971	Prax.g_01694	Prat.g_01389
OG0000972	Prax.g_01693	Prat.g_01390
OG0000973	Prax.g_01692	Prat.g_01391
OG0000974	Prax.g_01690	Prat.g_01393
OG0000975	Prax.g_01687	Prat.g_01399
OG0000976	Prax.g_01685	Prat.g_01403
OG0000977	Prax.g_01684	Prat.g_01405
OG0000978	Prax.g_01683	Prat.g_01407
OG0000979	Prax.g_01681	Prat.g_01409
OG0000980	Prax.g_01680	Prat.g_01410
OG0000981	Prax.g_01679	Prat.g_01411
OG0000982	Prax.g_01678	Prat.g_01412
OG0000983	Prax.g_01676	Prat.g_01414
OG0000984	Prax.g_01675	Prat.g_01415
OG0000985	Prax.g_01674	Prat.g_01416
OG0000986	Prax.g_01673	Prat.g_01417
OG0000987	Prax.g_01672	Prat.g_01418
OG0000988	Prax.g_01671	Prat.g_01420
OG0000989	Prax.g_01670	Prat.g_01421
OG0000990	Prax.g_01669	Prat.g_01422
OG0000991	Prax.g_01668	Prat.g_01423
OG0000992	Prax.g_01667	Prat.g_01424
OG0000993	Prax.g_01666	Prat.g_01425
OG0000994	Prax.g_01665	Prat.g_01426
OG0000995	Prax.g_01664	Prat.g_01427
OG0000996	Prax.g_01663	Prat.g_01428
OG0000997	Prax.g_01662	Prat.g_01429
OG0000998	Prax.g_01661	Prat.g_01430
OG0000999	Prax.g_01660	Prat.g_01431
OG0001000	Prax.g_01659	Prat.g_01432
OG0001001	Prax.g_01657	Prat.g_01434
OG0001002	Prax.g_01656	Prat.g_01435
OG0001003	Prax.g_01655	Prat.g_01436
OG0001004	Prax.g_01654	Prat.g_01437
OG0001005	Prax.g_01653	Prat.g_01439
OG0001006	Prax.g_01652	Prat.g_01440
OG0001007	Prax.g_01651	Prat.g_01441
OG0001008	Prax.g_01649	Prat.g_01443
OG0001009	Prax.g_01648	Prat.g_01444
OG0001010	Prax.g_01640	Prat.g_01502
OG0001011	Prax.g_01633	Prat.g_01457
OG0001012	Prax.g_01605	Prat.g_01022
OG0001013	Prax.g_01565	Prat.g_01585
OG0001014	Prax.g_01564	Prat.g_01586
OG0001015	Prax.g_01558	Prat.g_01593
OG0001016	Prax.g_01557	Prat.g_01594
OG0001017	Prax.g_01556	Prat.g_01595
OG0001018	Prax.g_01555	Prat.g_01596
OG0001019	Prax.g_01553	Prat.g_01598
OG0001020	Prax.g_01552	Prat.g_01599
OG0001021	Prax.g_01551	Prat.g_01600
OG0001022	Prax.g_01550	Prat.g_01601
OG0001023	Prax.g_01549	Prat.g_01602
OG0001024	Prax.g_01548	Prat.g_01603
OG0001025	Prax.g_01547	Prat.g_01604
OG0001026	Prax.g_01545	Prat.g_01605
OG0001027	Prax.g_01544	Prat.g_01606
OG0001028	Prax.g_01543	Prat.g_01607
OG0001029	Prax.g_01542	Prat.g_01608
OG0001030	Prax.g_01541	Prat.g_01609
OG0001031	Prax.g_01540	Prat.g_01610
OG0001032	Prax.g_01539	Prat.g_01611
OG0001033	Prax.g_01538	Prat.g_01612
OG0001034	Prax.g_01537	Prat.g_01613
OG0001035	Prax.g_01535	Prat.g_01615
OG0001036	Prax.g_01534	Prat.g_01616
OG0001037	Prax.g_01533	Prat.g_01617
OG0001038	Prax.g_01532	Prat.g_01618
OG0001039	Prax.g_01531	Prat.g_01619
OG0001040	Prax.g_01530	Prat.g_01621
OG0001041	Prax.g_01529	Prat.g_01622
OG0001042	Prax.g_01528	Prat.g_01623
OG0001043	Prax.g_01527	Prat.g_01624
OG0001044	Prax.g_01526	Prat.g_01625
OG0001045	Prax.g_01525	Prat.g_01626
OG0001046	Prax.g_01524	Prat.g_01627
OG0001047	Prax.g_01521	Prat.g_01630
OG0001048	Prax.g_01519	Prat.g_01632
OG0001049	Prax.g_01518	Prat.g_01633
OG0001050	Prax.g_01517	Prat.g_01634
OG0001051	Prax.g_01516	Prat.g_01635
OG0001052	Prax.g_01515	Prat.g_01636
OG0001053	Prax.g_01513	Prat.g_01639
OG0001054	Prax.g_01511	Prat.g_01641
OG0001055	Prax.g_01510	Prat.g_01642
OG0001056	Prax.g_01509	Prat.g_01643
OG0001057	Prax.g_01508	Prat.g_01644
OG0001058	Prax.g_01507	Prat.g_01645
OG0001059	Prax.g_01506	Prat.g_01646
OG0001060	Prax.g_01505	Prat.g_01647
OG0001061	Prax.g_01504	Prat.g_01648
OG0001062	Prax.g_01503	Prat.g_01649
OG0001063	Prax.g_01502	Prat.g_01650
OG0001064	Prax.g_01257	Prat.g_01652
OG0001065	Prax.g_01262	Prat.g_01655
OG0001066	Prax.g_01263	Prat.g_01657
OG0001067	Prax.g_01264	Prat.g_01658
OG0001068	Prax.g_01266	Prat.g_01661
OG0001069	Prax.g_01267	Prat.g_01662
OG0001070	Prax.g_01268	Prat.g_01663
OG0001071	Prax.g_01269	Prat.g_01664
OG0001072	Prax.g_01270	Prat.g_01665
OG0001073	Prax.g_01271	Prat.g_01666
OG0001074	Prax.g_01272	Prat.g_01667
OG0001075	Prax.g_01273	Prat.g_01668
OG0001076	Prax.g_01274	Prat.g_01669
OG0001077	Prax.g_01275	Prat.g_01670
OG0001078	Prax.g_01276	Prat.g_01671
OG0001079	Prax.g_01277	Prat.g_01672
OG0001080	Prax.g_01278	Prat.g_01673
OG0001081	Prax.g_01281	Prat.g_01677
OG0001082	Prax.g_01282	Prat.g_01678
OG0001083	Prax.g_01283	Prat.g_01682
OG0001084	Prax.g_01285	Prat.g_01680
OG0001085	Prax.g_01286	Prat.g_01679
OG0001086	Prax.g_01287	Prat.g_01676
OG0001087	Prax.g_01288	Prat.g_01675
OG0001088	Prax.g_01289	Prat.g_01674
OG0001089	Prax.g_01296	Prat.g_01684
OG0001090	Prax.g_01298	Prat.g_01686
OG0001091	Prax.g_01299	Prat.g_01687
OG0001092	Prax.g_01300	Prat.g_01688
OG0001093	Prax.g_01301	Prat.g_01689
OG0001094	Prax.g_01302	Prat.g_01690
OG0001095	Prax.g_01303	Prat.g_01691
OG0001096	Prax.g_01304	Prat.g_01692
OG0001097	Prax.g_01305	Prat.g_01693
OG0001098	Prax.g_01306	Prat.g_01694
OG0001099	Prax.g_01307	Prat.g_01695
OG0001100	Prax.g_01308	Prat.g_01696
OG0001101	Prax.g_01309	Prat.g_01697
OG0001102	Prax.g_01310	Prat.g_01698
OG0001103	Prax.g_01311	Prat.g_01699
OG0001104	Prax.g_01312	Prat.g_01700
OG0001105	Prax.g_01313	Prat.g_01701
OG0001106	Prax.g_01314	Prat.g_01702
OG0001107	Prax.g_01315	Prat.g_01703
OG0001108	Prax.g_01316	Prat.g_01704
OG0001109	Prax.g_01317	Prat.g_01705
OG0001110	Prax.g_01318	Prat.g_01706
OG0001111	Prax.g_01319	Prat.g_01707
OG0001112	Prax.g_01320	Prat.g_01708
OG0001113	Prax.g_01321	Prat.g_01709
OG0001114	Prax.g_01322	Prat.g_01710
OG0001115	Prax.g_01323	Prat.g_01711
OG0001116	Prax.g_01324	Prat.g_01712
OG0001117	Prax.g_01325	Prat.g_01713
OG0001118	Prax.g_01326	Prat.g_01714
OG0001119	Prax.g_01327	Prat.g_01715
OG0001120	Prax.g_01328	Prat.g_01327
OG0001121	Prax.g_01330	Prat.g_01717
OG0001122	Prax.g_01331	Prat.g_01718
OG0001123	Prax.g_01332	Prat.g_01719
OG0001124	Prax.g_01334	Prat.g_01721
OG0001125	Prax.g_01336	Prat.g_01723
OG0001126	Prax.g_01337	Prat.g_01724
OG0001127	Prax.g_01339	Prat.g_01727
OG0001128	Prax.g_01340	Prat.g_01728
OG0001129	Prax.g_01341	Prat.g_01729
OG0001130	Prax.g_01344	Prat.g_01732
OG0001131	Prax.g_01345	Prat.g_01733
OG0001132	Prax.g_01346	Prat.g_01734
OG0001133	Prax.g_01347	Prat.g_01735
OG0001134	Prax.g_01348	Prat.g_01736
OG0001135	Prax.g_01349	Prat.g_01737
OG0001136	Prax.g_01350	Prat.g_01738
OG0001137	Prax.g_01351	Prat.g_01739
OG0001138	Prax.g_01352	Prat.g_01740
OG0001139	Prax.g_01353	Prat.g_01742
OG0001140	Prax.g_01354	Prat.g_01744
OG0001141	Prax.g_01355	Prat.g_01745
OG0001142	Prax.g_01358	Prat.g_01748
OG0001143	Prax.g_01359	Prat.g_01749
OG0001144	Prax.g_01360	Prat.g_01750
OG0001145	Prax.g_01361	Prat.g_01751
OG0001146	Prax.g_01362	Prat.g_01752
OG0001147	Prax.g_01363	Prat.g_01753
OG0001148	Prax.g_01364	Prat.g_01754
OG0001149	Prax.g_01366	Prat.g_01756
OG0001150	Prax.g_01367	Prat.g_01757
OG0001151	Prax.g_01369	Prat.g_01760
OG0001152	Prax.g_01370	Prat.g_01761
OG0001153	Prax.g_01371	Prat.g_01762
OG0001154	Prax.g_01373	Prat.g_01764
OG0001155	Prax.g_01375	Prat.g_01766
OG0001156	Prax.g_01377	Prat.g_01768
OG0001157	Prax.g_01378	Prat.g_01770
OG0001158	Prax.g_01380	Prat.g_01772
OG0001159	Prax.g_01381	Prat.g_01773
OG0001160	Prax.g_01382	Prat.g_01775
OG0001161	Prax.g_01383	Prat.g_01776
OG0001162	Prax.g_01384	Prat.g_01777
OG0001163	Prax.g_01385	Prat.g_01778
OG0001164	Prax.g_01386	Prat.g_01779
OG0001165	Prax.g_01387	Prat.g_01780
OG0001166	Prax.g_01388	Prat.g_01781
OG0001167	Prax.g_01389	Prat.g_01783
OG0001168	Prax.g_01390	Prat.g_01784
OG0001169	Prax.g_01391	Prat.g_01785
