Orthogroup	Prax	Prba
OG0000564	Prax.g_00101	Prba.g_01675
OG0000565	Prax.g_00102	Prba.g_01674
OG0000566	Prax.g_00103	Prba.g_01673
OG0000567	Prax.g_00104	Prba.g_01672
OG0000568	Prax.g_00105	Prba.g_01671
OG0000569	Prax.g_00106	Prba.g_01670
OG0000570	Prax.g_00107	Prba.g_01669
OG0000571	Prax.g_00108	Prba.g_01668
OG0000572	Prax.g_00109	Prba.g_01667
OG0000573	Prax.g_00112	Prba.g_01664
OG0000574	Prax.g_00113	Prba.g_01663
OG0000575	Prax.g_00114	Prba.g_01662
OG0000576	Prax.g_00115	Prba.g_01661
OG0000577	Prax.g_00116	Prba.g_01660
OG0000578	Prax.g_00117	Prba.g_01659
OG0000579	Prax.g_00118	Prba.g_01658
OG0000580	Prax.g_00119	Prba.g_01657
OG0000581	Prax.g_00120	Prba.g_01656
OG0000582	Prax.g_00121	Prba.g_01655
OG0000583	Prax.g_00122	Prba.g_01654
OG0000584	Prax.g_00123	Prba.g_01653
OG0000585	Prax.g_00977	Prba.g_01652
OG0000586	Prax.g_00975	Prba.g_01650
OG0000587	Prax.g_00974	Prba.g_01649
OG0000588	Prax.g_00972	Prba.g_01647
OG0000589	Prax.g_00971	Prba.g_01646
OG0000590	Prax.g_00969	Prba.g_01644
OG0000591	Prax.g_00963	Prba.g_01638
OG0000592	Prax.g_00962	Prba.g_01637
OG0000593	Prax.g_00961	Prba.g_01636
OG0000594	Prax.g_00959	Prba.g_01634
OG0000595	Prax.g_00958	Prba.g_01633
OG0000596	Prax.g_00957	Prba.g_01632
OG0000597	Prax.g_00955	Prba.g_01630
OG0000598	Prax.g_00954	Prba.g_01629
OG0000599	Prax.g_00953	Prba.g_01628
OG0000600	Prax.g_00952	Prba.g_01627
OG0000601	Prax.g_00950	Prba.g_01625
OG0000602	Prax.g_00949	Prba.g_01624
OG0000603	Prax.g_00948	Prba.g_01623
OG0000604	Prax.g_00947	Prba.g_01622
OG0000605	Prax.g_00946	Prba.g_01621
OG0000606	Prax.g_00945	Prba.g_01620
OG0000607	Prax.g_00943	Prba.g_01618
OG0000608	Prax.g_00942	Prba.g_01617
OG0000609	Prax.g_00938	Prba.g_01613
OG0000610	Prax.g_00937	Prba.g_01612
OG0000611	Prax.g_00484	Prba.g_01593
OG0000612	Prax.g_00483	Prba.g_01592
OG0000613	Prax.g_00482	Prba.g_01591
OG0000614	Prax.g_00481	Prba.g_01590
OG0000615	Prax.g_00479	Prba.g_01588
OG0000616	Prax.g_00478	Prba.g_01587
OG0000617	Prax.g_00477	Prba.g_01586
OG0000618	Prax.g_00476	Prba.g_01585
OG0000619	Prax.g_00475	Prba.g_01584
OG0000620	Prax.g_00474	Prba.g_01583
OG0000621	Prax.g_00473	Prba.g_01582
OG0000622	Prax.g_00472	Prba.g_01581
OG0000623	Prax.g_00471	Prba.g_01580
OG0000624	Prax.g_00470	Prba.g_01579
OG0000625	Prax.g_00469	Prba.g_01578
OG0000626	Prax.g_00468	Prba.g_01577
OG0000627	Prax.g_00467	Prba.g_01576
OG0000628	Prax.g_00466	Prba.g_01575
OG0000629	Prax.g_00465	Prba.g_01574
OG0000630	Prax.g_00464	Prba.g_01573
OG0000631	Prax.g_00462	Prba.g_01571
OG0000632	Prax.g_00432	Prba.g_01558
OG0000633	Prax.g_00428	Prba.g_01554
OG0000634	Prax.g_00413	Prba.g_01541
OG0000635	Prax.g_00409	Prba.g_01534
OG0000636	Prax.g_00408	Prba.g_01533
OG0000637	Prax.g_00407	Prba.g_01532
OG0000638	Prax.g_00395	Prba.g_01521
OG0000639	Prax.g_00386	Prba.g_01512
OG0000640	Prax.g_00384	Prba.g_01510
OG0000641	Prax.g_00382	Prba.g_01508
OG0000642	Prax.g_00381	Prba.g_01507
OG0000643	Prax.g_00380	Prba.g_01506
OG0000644	Prax.g_00379	Prba.g_01505
OG0000645	Prax.g_00378	Prba.g_01504
OG0000646	Prax.g_00377	Prba.g_01503
OG0000647	Prax.g_00376	Prba.g_01502
OG0000648	Prax.g_00374	Prba.g_01500
OG0000649	Prax.g_00373	Prba.g_01499
OG0000650	Prax.g_00372	Prba.g_01498
OG0000651	Prax.g_00371	Prba.g_01497
OG0000652	Prax.g_00370	Prba.g_01496
OG0000653	Prax.g_00369	Prba.g_01495
OG0000654	Prax.g_00367	Prba.g_01493
OG0000655	Prax.g_00365	Prba.g_01491
OG0000656	Prax.g_00364	Prba.g_01490
OG0000657	Prax.g_00363	Prba.g_01489
OG0000658	Prax.g_00362	Prba.g_01488
OG0000659	Prax.g_00361	Prba.g_01487
OG0000660	Prax.g_00360	Prba.g_01486
OG0000661	Prax.g_00359	Prba.g_01485
OG0000662	Prax.g_00358	Prba.g_01484
OG0000663	Prax.g_00357	Prba.g_01483
OG0000664	Prax.g_00356	Prba.g_01482
OG0000665	Prax.g_00355	Prba.g_01481
OG0000666	Prax.g_00354	Prba.g_01480
OG0000667	Prax.g_00353	Prba.g_01479
OG0000668	Prax.g_00352	Prba.g_01478
OG0000669	Prax.g_00350	Prba.g_01476
OG0000670	Prax.g_00349	Prba.g_01475
OG0000671	Prax.g_00348	Prba.g_01474
OG0000672	Prax.g_00347	Prba.g_01473
OG0000673	Prax.g_00346	Prba.g_01472
OG0000674	Prax.g_00345	Prba.g_01471
OG0000675	Prax.g_00343	Prba.g_01469
OG0000676	Prax.g_00342	Prba.g_01468
OG0000677	Prax.g_00339	Prba.g_01465
OG0000678	Prax.g_00337	Prba.g_01463
OG0000679	Prax.g_00336	Prba.g_01462
OG0000680	Prax.g_00335	Prba.g_01461
OG0000681	Prax.g_00334	Prba.g_01460
OG0000682	Prax.g_00333	Prba.g_01459
OG0000683	Prax.g_00331	Prba.g_01457
OG0000684	Prax.g_00330	Prba.g_01456
OG0000685	Prax.g_00329	Prba.g_01455
OG0000686	Prax.g_00328	Prba.g_01454
OG0000687	Prax.g_00327	Prba.g_01453
OG0000688	Prax.g_00326	Prba.g_01452
OG0000689	Prax.g_00325	Prba.g_01451
OG0000690	Prax.g_00324	Prba.g_01450
OG0000691	Prax.g_00323	Prba.g_01449
OG0000692	Prax.g_00321	Prba.g_01447
OG0000693	Prax.g_00320	Prba.g_01446
OG0000694	Prax.g_00319	Prba.g_01445
OG0000695	Prax.g_00318	Prba.g_01444
OG0000696	Prax.g_00317	Prba.g_01443
OG0000697	Prax.g_00315	Prba.g_01441
OG0000698	Prax.g_00313	Prba.g_01439
OG0000699	Prax.g_00312	Prba.g_01438
OG0000700	Prax.g_00546	Prba.g_01411
OG0000701	Prax.g_00550	Prba.g_01407
OG0000702	Prax.g_00553	Prba.g_01404
OG0000703	Prax.g_00554	Prba.g_01403
OG0000704	Prax.g_00555	Prba.g_01402
OG0000705	Prax.g_00556	Prba.g_01401
OG0000706	Prax.g_00557	Prba.g_01400
OG0000707	Prax.g_00558	Prba.g_01398
OG0000708	Prax.g_00559	Prba.g_01397
OG0000709	Prax.g_00561	Prba.g_01395
OG0000710	Prax.g_00562	Prba.g_01394
OG0000711	Prax.g_00563	Prba.g_01393
OG0000712	Prax.g_00564	Prba.g_01392
OG0000713	Prax.g_00565	Prba.g_01391
OG0000714	Prax.g_00567	Prba.g_01389
OG0000715	Prax.g_00568	Prba.g_01388
OG0000716	Prax.g_00570	Prba.g_01386
OG0000717	Prax.g_00571	Prba.g_01385
OG0000718	Prax.g_00572	Prba.g_01384
OG0000719	Prax.g_00574	Prba.g_01382
OG0000720	Prax.g_00575	Prba.g_01381
OG0000721	Prax.g_00578	Prba.g_01379
OG0000722	Prax.g_00579	Prba.g_01378
OG0000723	Prax.g_00580	Prba.g_01377
OG0000724	Prax.g_00582	Prba.g_01375
OG0000725	Prax.g_00583	Prba.g_01374
OG0000726	Prax.g_00584	Prba.g_01373
OG0000727	Prax.g_00585	Prba.g_01372
OG0000728	Prax.g_00586	Prba.g_01371
OG0000729	Prax.g_00587	Prba.g_01370
OG0000730	Prax.g_00588	Prba.g_01369
OG0000731	Prax.g_00589	Prba.g_01368
OG0000732	Prax.g_00590	Prba.g_01367
OG0000733	Prax.g_00591	Prba.g_01366
OG0000734	Prax.g_00592	Prba.g_01365
OG0000735	Prax.g_00594	Prba.g_01363
OG0000736	Prax.g_00595	Prba.g_01362
OG0000737	Prax.g_00596	Prba.g_01361
OG0000738	Prax.g_00597	Prba.g_01360
OG0000739	Prax.g_00598	Prba.g_01359
OG0000740	Prax.g_00599	Prba.g_01358
OG0000741	Prax.g_00600	Prba.g_01357
OG0000742	Prax.g_00602	Prba.g_01355
OG0000743	Prax.g_00603	Prba.g_01354
OG0000744	Prax.g_00604	Prba.g_01353
OG0000745	Prax.g_00605	Prba.g_01352
OG0000746	Prax.g_00606	Prba.g_01351
OG0000747	Prax.g_00607	Prba.g_01350
OG0000748	Prax.g_00608	Prba.g_01349
OG0000749	Prax.g_00609	Prba.g_01348
OG0000750	Prax.g_00610	Prba.g_01347
OG0000751	Prax.g_00611	Prba.g_01346
OG0000752	Prax.g_00612	Prba.g_01345
OG0000753	Prax.g_00614	Prba.g_01343
OG0000754	Prax.g_00615	Prba.g_01342
OG0000755	Prax.g_00616	Prba.g_01341
OG0000756	Prax.g_00617	Prba.g_01340
OG0000757	Prax.g_00618	Prba.g_01339
OG0000758	Prax.g_00619	Prba.g_01338
OG0000759	Prax.g_01130	Prba.g_01336
OG0000760	Prax.g_01131	Prba.g_01335
OG0000761	Prax.g_01132	Prba.g_01334
OG0000762	Prax.g_01134	Prba.g_01332
OG0000763	Prax.g_01135	Prba.g_01331
OG0000764	Prax.g_01136	Prba.g_01330
OG0000765	Prax.g_01137	Prba.g_01329
OG0000766	Prax.g_01138	Prba.g_01328
OG0000767	Prax.g_01140	Prba.g_01326
OG0000768	Prax.g_01141	Prba.g_01325
OG0000769	Prax.g_01142	Prba.g_01324
OG0000770	Prax.g_01143	Prba.g_01323
OG0000771	Prax.g_01144	Prba.g_01322
OG0000772	Prax.g_01145	Prba.g_01321
OG0000773	Prax.g_01146	Prba.g_01320
OG0000774	Prax.g_01147	Prba.g_01319
OG0000775	Prax.g_01148	Prba.g_01318
OG0000776	Prax.g_01150	Prba.g_01316
OG0000777	Prax.g_01152	Prba.g_01314
OG0000778	Prax.g_01153	Prba.g_01313
OG0000779	Prax.g_01154	Prba.g_01312
OG0000780	Prax.g_01156	Prba.g_01310
OG0000781	Prax.g_01158	Prba.g_01308
OG0000782	Prax.g_01159	Prba.g_01307
OG0000783	Prax.g_01173	Prba.g_01295
OG0000784	Prax.g_01175	Prba.g_01293
OG0000785	Prax.g_01176	Prba.g_01292
OG0000786	Prax.g_01177	Prba.g_01291
OG0000787	Prax.g_01178	Prba.g_01290
OG0000788	Prax.g_01182	Prba.g_01286
OG0000789	Prax.g_01184	Prba.g_01284
OG0000790	Prax.g_01185	Prba.g_01283
OG0000791	Prax.g_01186	Prba.g_01282
OG0000792	Prax.g_01187	Prba.g_01281
OG0000793	Prax.g_01188	Prba.g_01280
OG0000794	Prax.g_01190	Prba.g_01278
OG0000795	Prax.g_01193	Prba.g_01275
OG0000796	Prax.g_01194	Prba.g_01274
OG0000797	Prax.g_01196	Prba.g_01272
OG0000798	Prax.g_01197	Prba.g_01271
OG0000799	Prax.g_01198	Prba.g_01270
OG0000800	Prax.g_01199	Prba.g_01269
OG0000801	Prax.g_01202	Prba.g_01266
OG0000802	Prax.g_01203	Prba.g_01265
OG0000803	Prax.g_01205	Prba.g_01263
OG0000804	Prax.g_01206	Prba.g_01262
OG0000805	Prax.g_01207	Prba.g_01261
OG0000806	Prax.g_01209	Prba.g_01259
OG0000807	Prax.g_01235	Prba.g_01234
OG0000808	Prax.g_01245	Prba.g_01225
OG0000809	Prax.g_01248	Prba.g_01222
OG0000810	Prax.g_01249	Prba.g_01221
OG0000811	Prax.g_01256	Prba.g_01214
OG0000812	Prax.g_00126	Prba.g_00749
OG0000813	Prax.g_00130	Prba.g_00745
OG0000814	Prax.g_00132	Prba.g_00743
OG0000815	Prax.g_00146	Prba.g_00729
OG0000816	Prax.g_00162	Prba.g_00096
OG0000817	Prax.g_00163	Prba.g_00095
OG0000818	Prax.g_00168	Prba.g_00090
OG0000819	Prax.g_00181	Prba.g_00083
OG0000820	Prax.g_00185	Prba.g_00079
OG0000821	Prax.g_00187	Prba.g_00077
OG0000822	Prax.g_00188	Prba.g_00076
OG0000823	Prax.g_00189	Prba.g_00075
OG0000824	Prax.g_00190	Prba.g_00074
OG0000825	Prax.g_00191	Prba.g_00073
OG0000826	Prax.g_00192	Prba.g_00072
OG0000827	Prax.g_00193	Prba.g_00071
OG0000828	Prax.g_00194	Prba.g_00070
OG0000829	Prax.g_00195	Prba.g_00069
OG0000830	Prax.g_00196	Prba.g_00068
OG0000831	Prax.g_00199	Prba.g_00065
OG0000832	Prax.g_00201	Prba.g_00063
OG0000833	Prax.g_00202	Prba.g_00062
OG0000834	Prax.g_00203	Prba.g_00060
OG0000835	Prax.g_00204	Prba.g_00059
OG0000836	Prax.g_00205	Prba.g_00058
OG0000837	Prax.g_00207	Prba.g_00056
OG0000838	Prax.g_00208	Prba.g_00055
OG0000839	Prax.g_00209	Prba.g_00054
OG0000840	Prax.g_00210	Prba.g_00053
OG0000841	Prax.g_00211	Prba.g_00052
OG0000842	Prax.g_00212	Prba.g_00051
OG0000843	Prax.g_00213	Prba.g_00050
OG0000844	Prax.g_00214	Prba.g_00049
OG0000845	Prax.g_00215	Prba.g_00048
OG0000846	Prax.g_00218	Prba.g_00045
OG0000847	Prax.g_00220	Prba.g_00043
OG0000848	Prax.g_00221	Prba.g_00042
OG0000849	Prax.g_00222	Prba.g_00041
OG0000850	Prax.g_00223	Prba.g_00040
OG0000851	Prax.g_00224	Prba.g_00039
OG0000852	Prax.g_00226	Prba.g_00037
OG0000853	Prax.g_00227	Prba.g_00036
OG0000854	Prax.g_00229	Prba.g_00034
OG0000855	Prax.g_00230	Prba.g_00033
OG0000856	Prax.g_00231	Prba.g_00032
OG0000857	Prax.g_00232	Prba.g_00031
OG0000858	Prax.g_00233	Prba.g_00030
OG0000859	Prax.g_00234	Prba.g_00029
OG0000860	Prax.g_00235	Prba.g_00028
OG0000861	Prax.g_00236	Prba.g_00027
OG0000862	Prax.g_00237	Prba.g_00026
OG0000863	Prax.g_00238	Prba.g_00025
OG0000864	Prax.g_00239	Prba.g_00024
OG0000865	Prax.g_00240	Prba.g_00023
OG0000866	Prax.g_00241	Prba.g_00022
OG0000867	Prax.g_00242	Prba.g_00021
OG0000868	Prax.g_00243	Prba.g_00020
OG0000869	Prax.g_00245	Prba.g_00018
OG0000870	Prax.g_00246	Prba.g_00017
OG0000871	Prax.g_00248	Prba.g_00015
OG0000872	Prax.g_00249	Prba.g_00014
OG0000873	Prax.g_00251	Prba.g_00012
OG0000874	Prax.g_00252	Prba.g_00011
OG0000875	Prax.g_00253	Prba.g_00010
OG0000876	Prax.g_00254	Prba.g_00009
OG0000877	Prax.g_00256	Prba.g_00007
OG0000878	Prax.g_01928	Prba.g_01167
OG0000879	Prax.g_01910	Prba.g_01181
OG0000880	Prax.g_01909	Prba.g_01182
OG0000881	Prax.g_01908	Prba.g_01183
OG0000882	Prax.g_01907	Prba.g_01184
OG0000883	Prax.g_01906	Prba.g_01185
OG0000884	Prax.g_01904	Prba.g_01187
OG0000885	Prax.g_01903	Prba.g_01188
OG0000886	Prax.g_01902	Prba.g_01189
OG0000887	Prax.g_01901	Prba.g_01190
OG0000888	Prax.g_01900	Prba.g_01191
OG0000889	Prax.g_01897	Prba.g_01194
OG0000890	Prax.g_01896	Prba.g_01195
OG0000891	Prax.g_01895	Prba.g_01196
OG0000892	Prax.g_01893	Prba.g_01198
OG0000893	Prax.g_01892	Prba.g_01199
OG0000894	Prax.g_01891	Prba.g_01200
OG0000895	Prax.g_01890	Prba.g_01201
OG0000896	Prax.g_01889	Prba.g_01202
OG0000897	Prax.g_01888	Prba.g_01203
OG0000898	Prax.g_01886	Prba.g_01205
OG0000899	Prax.g_01885	Prba.g_01206
OG0000900	Prax.g_01881	Prba.g_00214
OG0000901	Prax.g_01877	Prba.g_00210
OG0000902	Prax.g_01876	Prba.g_00209
OG0000903	Prax.g_01875	Prba.g_00208
OG0000904	Prax.g_01873	Prba.g_00206
OG0000905	Prax.g_01871	Prba.g_00204
OG0000906	Prax.g_01869	Prba.g_00202
OG0000907	Prax.g_01868	Prba.g_00201
OG0000908	Prax.g_01865	Prba.g_00198
OG0000909	Prax.g_01861	Prba.g_00194
OG0000910	Prax.g_01860	Prba.g_00193
OG0000911	Prax.g_01859	Prba.g_00192
OG0000912	Prax.g_01858	Prba.g_00191
OG0000913	Prax.g_01857	Prba.g_00190
OG0000914	Prax.g_01856	Prba.g_00189
OG0000915	Prax.g_01855	Prba.g_00188
OG0000916	Prax.g_01854	Prba.g_00187
OG0000917	Prax.g_01853	Prba.g_00186
OG0000918	Prax.g_01852	Prba.g_00185
OG0000919	Prax.g_01851	Prba.g_00184
OG0000920	Prax.g_01850	Prba.g_00183
OG0000921	Prax.g_01849	Prba.g_00182
OG0000922	Prax.g_01848	Prba.g_00181
OG0000923	Prax.g_01847	Prba.g_00180
OG0000924	Prax.g_01846	Prba.g_00179
OG0000925	Prax.g_01845	Prba.g_00178
OG0000926	Prax.g_01780	Prba.g_00154
OG0000927	Prax.g_01751	Prba.g_00115
OG0000928	Prax.g_01750	Prba.g_00114
OG0000929	Prax.g_01749	Prba.g_00113
OG0000930	Prax.g_01748	Prba.g_00112
OG0000931	Prax.g_01747	Prba.g_00111
OG0000932	Prax.g_01745	Prba.g_00109
OG0000933	Prax.g_01744	Prba.g_00108
OG0000934	Prax.g_01743	Prba.g_00107
OG0000935	Prax.g_01742	Prba.g_00106
OG0000936	Prax.g_01741	Prba.g_00105
OG0000937	Prax.g_01740	Prba.g_00720
OG0000938	Prax.g_01739	Prba.g_00719
OG0000939	Prax.g_01738	Prba.g_00718
OG0000940	Prax.g_01737	Prba.g_00717
OG0000941	Prax.g_01735	Prba.g_00715
OG0000942	Prax.g_01734	Prba.g_00714
OG0000943	Prax.g_01726	Prba.g_00711
OG0000944	Prax.g_01725	Prba.g_00710
OG0000945	Prax.g_01724	Prba.g_00709
OG0000946	Prax.g_01723	Prba.g_00708
OG0000947	Prax.g_01722	Prba.g_00707
OG0000948	Prax.g_01721	Prba.g_00706
OG0000949	Prax.g_01720	Prba.g_00705
OG0000950	Prax.g_01719	Prba.g_00704
OG0000951	Prax.g_01718	Prba.g_00703
OG0000952	Prax.g_01717	Prba.g_00702
OG0000953	Prax.g_01716	Prba.g_00701
OG0000954	Prax.g_01715	Prba.g_00700
OG0000955	Prax.g_01714	Prba.g_00699
OG0000956	Prax.g_01713	Prba.g_00698
OG0000957	Prax.g_01712	Prba.g_00697
OG0000958	Prax.g_01711	Prba.g_00696
OG0000959	Prax.g_01710	Prba.g_00695
OG0000960	Prax.g_01709	Prba.g_00694
OG0000961	Prax.g_01705	Prba.g_00690
OG0000962	Prax.g_01704	Prba.g_00689
OG0000963	Prax.g_01703	Prba.g_00688
OG0000964	Prax.g_01701	Prba.g_00686
OG0000965	Prax.g_01700	Prba.g_00685
OG0000966	Prax.g_01699	Prba.g_00684
OG0000967	Prax.g_01698	Prba.g_00683
OG0000968	Prax.g_01697	Prba.g_00682
OG0000969	Prax.g_01696	Prba.g_00681
OG0000970	Prax.g_01695	Prba.g_00680
OG0000971	Prax.g_01694	Prba.g_00679
OG0000972	Prax.g_01693	Prba.g_00678
OG0000973	Prax.g_01692	Prba.g_00677
OG0000974	Prax.g_01690	Prba.g_00350
OG0000975	Prax.g_01687	Prba.g_00347
OG0000976	Prax.g_01685	Prba.g_00345
OG0000977	Prax.g_01684	Prba.g_00344
OG0000978	Prax.g_01683	Prba.g_00343
OG0000979	Prax.g_01681	Prba.g_00341
OG0000980	Prax.g_01680	Prba.g_00340
OG0000981	Prax.g_01679	Prba.g_00339
OG0000982	Prax.g_01678	Prba.g_00338
OG0000983	Prax.g_01676	Prba.g_00336
OG0000984	Prax.g_01675	Prba.g_00335
OG0000985	Prax.g_01674	Prba.g_00334
OG0000986	Prax.g_01673	Prba.g_00333
OG0000987	Prax.g_01672	Prba.g_00332
OG0000988	Prax.g_01671	Prba.g_00331
OG0000989	Prax.g_01670	Prba.g_00330
OG0000990	Prax.g_01669	Prba.g_00329
OG0000991	Prax.g_01668	Prba.g_00328
OG0000992	Prax.g_01667	Prba.g_00327
OG0000993	Prax.g_01666	Prba.g_00326
OG0000994	Prax.g_01665	Prba.g_00325
OG0000995	Prax.g_01664	Prba.g_00324
OG0000996	Prax.g_01663	Prba.g_00323
OG0000997	Prax.g_01662	Prba.g_00322
OG0000998	Prax.g_01661	Prba.g_00321
OG0000999	Prax.g_01660	Prba.g_00320
OG0001000	Prax.g_01659	Prba.g_00319
OG0001001	Prax.g_01657	Prba.g_00317
OG0001002	Prax.g_01656	Prba.g_00316
OG0001003	Prax.g_01655	Prba.g_00315
OG0001004	Prax.g_01654	Prba.g_00314
OG0001005	Prax.g_01653	Prba.g_00313
OG0001006	Prax.g_01652	Prba.g_00312
OG0001007	Prax.g_01651	Prba.g_00311
OG0001008	Prax.g_01649	Prba.g_00309
OG0001009	Prax.g_01648	Prba.g_00308
OG0001010	Prax.g_01640	Prba.g_00300
OG0001011	Prax.g_01633	Prba.g_00293
OG0001012	Prax.g_01605	Prba.g_00266
OG0001013	Prax.g_01565	Prba.g_00232
OG0001014	Prax.g_01564	Prba.g_00231
OG0001015	Prax.g_01558	Prba.g_00619
OG0001016	Prax.g_01557	Prba.g_00618
OG0001017	Prax.g_01556	Prba.g_00617
OG0001018	Prax.g_01555	Prba.g_00616
OG0001019	Prax.g_01553	Prba.g_00614
OG0001020	Prax.g_01552	Prba.g_00613
OG0001021	Prax.g_01551	Prba.g_00612
OG0001022	Prax.g_01550	Prba.g_00611
OG0001023	Prax.g_01549	Prba.g_00610
OG0001024	Prax.g_01548	Prba.g_00609
OG0001025	Prax.g_01547	Prba.g_00608
OG0001026	Prax.g_01545	Prba.g_00606
OG0001027	Prax.g_01544	Prba.g_00605
OG0001028	Prax.g_01543	Prba.g_00604
OG0001029	Prax.g_01542	Prba.g_00603
OG0001030	Prax.g_01541	Prba.g_00602
OG0001031	Prax.g_01540	Prba.g_00601
OG0001032	Prax.g_01539	Prba.g_00600
OG0001033	Prax.g_01538	Prba.g_00599
OG0001034	Prax.g_01537	Prba.g_00598
OG0001035	Prax.g_01535	Prba.g_00596
OG0001036	Prax.g_01534	Prba.g_00595
OG0001037	Prax.g_01533	Prba.g_00594
OG0001038	Prax.g_01532	Prba.g_00593
OG0001039	Prax.g_01531	Prba.g_00592
OG0001040	Prax.g_01530	Prba.g_00591
OG0001041	Prax.g_01529	Prba.g_00590
OG0001042	Prax.g_01528	Prba.g_00589
OG0001043	Prax.g_01527	Prba.g_00588
OG0001044	Prax.g_01526	Prba.g_00587
OG0001045	Prax.g_01525	Prba.g_00586
OG0001046	Prax.g_01524	Prba.g_00585
OG0001047	Prax.g_01521	Prba.g_00582
OG0001048	Prax.g_01519	Prba.g_00580
OG0001049	Prax.g_01518	Prba.g_00579
OG0001050	Prax.g_01517	Prba.g_00578
OG0001051	Prax.g_01516	Prba.g_00577
OG0001052	Prax.g_01515	Prba.g_00576
OG0001053	Prax.g_01513	Prba.g_00574
OG0001054	Prax.g_01511	Prba.g_00573
OG0001055	Prax.g_01510	Prba.g_00572
OG0001056	Prax.g_01509	Prba.g_00571
OG0001057	Prax.g_01508	Prba.g_00570
OG0001058	Prax.g_01507	Prba.g_00569
OG0001059	Prax.g_01506	Prba.g_00568
OG0001060	Prax.g_01505	Prba.g_00567
OG0001061	Prax.g_01504	Prba.g_00566
OG0001062	Prax.g_01503	Prba.g_00565
OG0001063	Prax.g_01502	Prba.g_00564
OG0001064	Prax.g_01257	Prba.g_00352
OG0001065	Prax.g_01262	Prba.g_00357
OG0001066	Prax.g_01263	Prba.g_00358
OG0001067	Prax.g_01264	Prba.g_00359
OG0001068	Prax.g_01266	Prba.g_00361
OG0001069	Prax.g_01267	Prba.g_00362
OG0001070	Prax.g_01268	Prba.g_00363
OG0001071	Prax.g_01269	Prba.g_00364
OG0001072	Prax.g_01270	Prba.g_00365
OG0001073	Prax.g_01271	Prba.g_00366
OG0001074	Prax.g_01272	Prba.g_00367
OG0001075	Prax.g_01273	Prba.g_00368
OG0001076	Prax.g_01274	Prba.g_00369
OG0001077	Prax.g_01275	Prba.g_00370
OG0001078	Prax.g_01276	Prba.g_00371
OG0001079	Prax.g_01277	Prba.g_00372
OG0001080	Prax.g_01278	Prba.g_00373
OG0001081	Prax.g_01281	Prba.g_00376
OG0001082	Prax.g_01282	Prba.g_00377
OG0001083	Prax.g_01283	Prba.g_00378
OG0001084	Prax.g_01285	Prba.g_00380
OG0001085	Prax.g_01286	Prba.g_00381
OG0001086	Prax.g_01287	Prba.g_00382
OG0001087	Prax.g_01288	Prba.g_00383
OG0001088	Prax.g_01289	Prba.g_00384
OG0001089	Prax.g_01296	Prba.g_00387
OG0001090	Prax.g_01298	Prba.g_00389
OG0001091	Prax.g_01299	Prba.g_00390
OG0001092	Prax.g_01300	Prba.g_00391
OG0001093	Prax.g_01301	Prba.g_00392
OG0001094	Prax.g_01302	Prba.g_00393
OG0001095	Prax.g_01303	Prba.g_00394
OG0001096	Prax.g_01304	Prba.g_00395
OG0001097	Prax.g_01305	Prba.g_00396
OG0001098	Prax.g_01306	Prba.g_00397
OG0001099	Prax.g_01307	Prba.g_00398
OG0001100	Prax.g_01308	Prba.g_00399
OG0001101	Prax.g_01309	Prba.g_00400
OG0001102	Prax.g_01310	Prba.g_00401
OG0001103	Prax.g_01311	Prba.g_00402
OG0001104	Prax.g_01312	Prba.g_00403
OG0001105	Prax.g_01313	Prba.g_00404
OG0001106	Prax.g_01314	Prba.g_00405
OG0001107	Prax.g_01315	Prba.g_00406
OG0001108	Prax.g_01316	Prba.g_00407
OG0001109	Prax.g_01317	Prba.g_00408
OG0001110	Prax.g_01318	Prba.g_00409
OG0001111	Prax.g_01319	Prba.g_00410
OG0001112	Prax.g_01320	Prba.g_00411
OG0001113	Prax.g_01321	Prba.g_00412
OG0001114	Prax.g_01322	Prba.g_00413
OG0001115	Prax.g_01323	Prba.g_00414
OG0001116	Prax.g_01324	Prba.g_00415
OG0001117	Prax.g_01325	Prba.g_00416
OG0001118	Prax.g_01326	Prba.g_00417
OG0001119	Prax.g_01327	Prba.g_00418
OG0001120	Prax.g_01328	Prba.g_00419
OG0001121	Prax.g_01330	Prba.g_00421
OG0001122	Prax.g_01331	Prba.g_00422
OG0001123	Prax.g_01332	Prba.g_00423
OG0001124	Prax.g_01334	Prba.g_00425
OG0001125	Prax.g_01336	Prba.g_00427
OG0001126	Prax.g_01337	Prba.g_00428
OG0001127	Prax.g_01339	Prba.g_00430
OG0001128	Prax.g_01340	Prba.g_00431
OG0001129	Prax.g_01341	Prba.g_00432
OG0001130	Prax.g_01344	Prba.g_00435
OG0001131	Prax.g_01345	Prba.g_00436
OG0001132	Prax.g_01346	Prba.g_00437
OG0001133	Prax.g_01347	Prba.g_00438
OG0001134	Prax.g_01348	Prba.g_01048
OG0001135	Prax.g_01349	Prba.g_01049
OG0001136	Prax.g_01350	Prba.g_01050
OG0001137	Prax.g_01351	Prba.g_01051
OG0001138	Prax.g_01352	Prba.g_01052
OG0001139	Prax.g_01353	Prba.g_01053
OG0001140	Prax.g_01354	Prba.g_01054
OG0001141	Prax.g_01355	Prba.g_01055
OG0001142	Prax.g_01358	Prba.g_01059
OG0001143	Prax.g_01359	Prba.g_01060
OG0001144	Prax.g_01360	Prba.g_01061
OG0001145	Prax.g_01361	Prba.g_01062
