Orthogroup	Prax	Praa
OG0000571	Prax.g_00108	Praa.g_00649
OG0000572	Prax.g_00109	Praa.g_00650
OG0000573	Prax.g_00112	Praa.g_00653
OG0000574	Prax.g_00113	Praa.g_00654
OG0000575	Prax.g_00114	Praa.g_00655
OG0000576	Prax.g_00115	Praa.g_00656
OG0000577	Prax.g_00116	Praa.g_00657
OG0000578	Prax.g_00117	Praa.g_00658
OG0000579	Prax.g_00118	Praa.g_00659
OG0000580	Prax.g_00119	Praa.g_00660
OG0000581	Prax.g_00120	Praa.g_00661
OG0000582	Prax.g_00121	Praa.g_00662
OG0000583	Prax.g_00122	Praa.g_00663
OG0000584	Prax.g_00123	Praa.g_00664
OG0000585	Prax.g_00977	Praa.g_00665
OG0000586	Prax.g_00975	Praa.g_00667
OG0000587	Prax.g_00974	Praa.g_00668
OG0000588	Prax.g_00972	Praa.g_00670
OG0000589	Prax.g_00971	Praa.g_00671
OG0000590	Prax.g_00969	Praa.g_00673
OG0000591	Prax.g_00963	Praa.g_00679
OG0000592	Prax.g_00962	Praa.g_00680
OG0000593	Prax.g_00961	Praa.g_00681
OG0000594	Prax.g_00959	Praa.g_00683
OG0000595	Prax.g_00958	Praa.g_00684
OG0000596	Prax.g_00957	Praa.g_00685
OG0000597	Prax.g_00955	Praa.g_00687
OG0000598	Prax.g_00954	Praa.g_00688
OG0000599	Prax.g_00953	Praa.g_00689
OG0000600	Prax.g_00952	Praa.g_00690
OG0000601	Prax.g_00950	Praa.g_00692
OG0000602	Prax.g_00949	Praa.g_00693
OG0000603	Prax.g_00948	Praa.g_00694
OG0000604	Prax.g_00947	Praa.g_00695
OG0000605	Prax.g_00946	Praa.g_00696
OG0000606	Prax.g_00945	Praa.g_00697
OG0000607	Prax.g_00943	Praa.g_00699
OG0000608	Prax.g_00942	Praa.g_00700
OG0000609	Prax.g_00938	Praa.g_00704
OG0000610	Prax.g_00937	Praa.g_00705
OG0000611	Prax.g_00484	Praa.g_00712
OG0000612	Prax.g_00483	Praa.g_00713
OG0000613	Prax.g_00482	Praa.g_00714
OG0000614	Prax.g_00481	Praa.g_00715
OG0000615	Prax.g_00479	Praa.g_00717
OG0000616	Prax.g_00478	Praa.g_00718
OG0000617	Prax.g_00477	Praa.g_00719
OG0000618	Prax.g_00476	Praa.g_00720
OG0000619	Prax.g_00475	Praa.g_00721
OG0000620	Prax.g_00474	Praa.g_00722
OG0000621	Prax.g_00473	Praa.g_00723
OG0000622	Prax.g_00472	Praa.g_00724
OG0000623	Prax.g_00471	Praa.g_00725
OG0000624	Prax.g_00470	Praa.g_00726
OG0000625	Prax.g_00469	Praa.g_00727
OG0000626	Prax.g_00468	Praa.g_00728
OG0000627	Prax.g_00467	Praa.g_00729
OG0000628	Prax.g_00466	Praa.g_00730
OG0000629	Prax.g_00465	Praa.g_00731
OG0000630	Prax.g_00464	Praa.g_00732
OG0000631	Prax.g_00462	Praa.g_00734
OG0000632	Prax.g_00432	Praa.g_00747
OG0000633	Prax.g_00428	Praa.g_00751
OG0000634	Prax.g_00413	Praa.g_00764
OG0000635	Prax.g_00409	Praa.g_00766
OG0000636	Prax.g_00408	Praa.g_00767
OG0000637	Prax.g_00407	Praa.g_00768
OG0000638	Prax.g_00395	Praa.g_00780
OG0000639	Prax.g_00386	Praa.g_00789
OG0000640	Prax.g_00384	Praa.g_00791
OG0000641	Prax.g_00382	Praa.g_00794
OG0000642	Prax.g_00381	Praa.g_00795
OG0000643	Prax.g_00380	Praa.g_00796
OG0000644	Prax.g_00379	Praa.g_00797
OG0000645	Prax.g_00378	Praa.g_00798
OG0000646	Prax.g_00377	Praa.g_00799
OG0000647	Prax.g_00376	Praa.g_00800
OG0000648	Prax.g_00374	Praa.g_00802
OG0000649	Prax.g_00373	Praa.g_00803
OG0000650	Prax.g_00372	Praa.g_00804
OG0000651	Prax.g_00371	Praa.g_00805
OG0000652	Prax.g_00370	Praa.g_00806
OG0000653	Prax.g_00369	Praa.g_00807
OG0000654	Prax.g_00367	Praa.g_00809
OG0000655	Prax.g_00365	Praa.g_00812
OG0000656	Prax.g_00364	Praa.g_00813
OG0000657	Prax.g_00363	Praa.g_00814
OG0000658	Prax.g_00362	Praa.g_00815
OG0000659	Prax.g_00361	Praa.g_00816
OG0000660	Prax.g_00360	Praa.g_00817
OG0000661	Prax.g_00359	Praa.g_00818
OG0000662	Prax.g_00358	Praa.g_00819
OG0000663	Prax.g_00357	Praa.g_00820
OG0000664	Prax.g_00356	Praa.g_00821
OG0000665	Prax.g_00355	Praa.g_00822
OG0000666	Prax.g_00354	Praa.g_00823
OG0000667	Prax.g_00353	Praa.g_00824
OG0000668	Prax.g_00352	Praa.g_00825
OG0000669	Prax.g_00350	Praa.g_00827
OG0000670	Prax.g_00349	Praa.g_00828
OG0000671	Prax.g_00348	Praa.g_00829
OG0000672	Prax.g_00347	Praa.g_00830
OG0000673	Prax.g_00346	Praa.g_00831
OG0000674	Prax.g_00345	Praa.g_00832
OG0000675	Prax.g_00343	Praa.g_00834
OG0000676	Prax.g_00342	Praa.g_00835
OG0000677	Prax.g_00339	Praa.g_00838
OG0000678	Prax.g_00337	Praa.g_00840
OG0000679	Prax.g_00336	Praa.g_00841
OG0000680	Prax.g_00335	Praa.g_00842
OG0000681	Prax.g_00334	Praa.g_00843
OG0000682	Prax.g_00333	Praa.g_00844
OG0000683	Prax.g_00331	Praa.g_00846
OG0000684	Prax.g_00330	Praa.g_00847
OG0000685	Prax.g_00329	Praa.g_00848
OG0000686	Prax.g_00328	Praa.g_00849
OG0000687	Prax.g_00327	Praa.g_00850
OG0000688	Prax.g_00326	Praa.g_00851
OG0000689	Prax.g_00325	Praa.g_00852
OG0000690	Prax.g_00324	Praa.g_00853
OG0000691	Prax.g_00323	Praa.g_00854
OG0000692	Prax.g_00321	Praa.g_00856
OG0000693	Prax.g_00320	Praa.g_00857
OG0000694	Prax.g_00319	Praa.g_00858
OG0000695	Prax.g_00318	Praa.g_00859
OG0000696	Prax.g_00317	Praa.g_00860
OG0000697	Prax.g_00315	Praa.g_00862
OG0000698	Prax.g_00313	Praa.g_00864
OG0000699	Prax.g_00312	Praa.g_00865
OG0000700	Prax.g_00546	Praa.g_00892
OG0000701	Prax.g_00550	Praa.g_00896
OG0000702	Prax.g_00553	Praa.g_00899
OG0000703	Prax.g_00554	Praa.g_00900
OG0000704	Prax.g_00555	Praa.g_00901
OG0000705	Prax.g_00556	Praa.g_00902
OG0000706	Prax.g_00557	Praa.g_00903
OG0000707	Prax.g_00558	Praa.g_00904
OG0000708	Prax.g_00559	Praa.g_00905
OG0000709	Prax.g_00561	Praa.g_00907
OG0000710	Prax.g_00562	Praa.g_00908
OG0000711	Prax.g_00563	Praa.g_00909
OG0000712	Prax.g_00564	Praa.g_00910
OG0000713	Prax.g_00565	Praa.g_00911
OG0000714	Prax.g_00567	Praa.g_00913
OG0000715	Prax.g_00568	Praa.g_00914
OG0000716	Prax.g_00570	Praa.g_00916
OG0000717	Prax.g_00571	Praa.g_00917
OG0000718	Prax.g_00572	Praa.g_00918
OG0000719	Prax.g_00574	Praa.g_00920
OG0000720	Prax.g_00575	Praa.g_00921
OG0000721	Prax.g_00578	Praa.g_00923
OG0000722	Prax.g_00579	Praa.g_00924
OG0000723	Prax.g_00580	Praa.g_00925
OG0000724	Prax.g_00582	Praa.g_00926
OG0000725	Prax.g_00583	Praa.g_00927
OG0000726	Prax.g_00584	Praa.g_00928
OG0000727	Prax.g_00585	Praa.g_00929
OG0000728	Prax.g_00586	Praa.g_00930
OG0000729	Prax.g_00587	Praa.g_00931
OG0000730	Prax.g_00588	Praa.g_00932
OG0000731	Prax.g_00589	Praa.g_00933
OG0000732	Prax.g_00590	Praa.g_00934
OG0000733	Prax.g_00591	Praa.g_00935
OG0000734	Prax.g_00592	Praa.g_00936
OG0000735	Prax.g_00594	Praa.g_00938
OG0000736	Prax.g_00595	Praa.g_00939
OG0000737	Prax.g_00596	Praa.g_00940
OG0000738	Prax.g_00597	Praa.g_00941
OG0000739	Prax.g_00598	Praa.g_00942
OG0000740	Prax.g_00599	Praa.g_00943
OG0000741	Prax.g_00600	Praa.g_00944
OG0000742	Prax.g_00602	Praa.g_00946
OG0000743	Prax.g_00603	Praa.g_00947
OG0000744	Prax.g_00604	Praa.g_00948
OG0000745	Prax.g_00605	Praa.g_00949
OG0000746	Prax.g_00606	Praa.g_00950
OG0000747	Prax.g_00607	Praa.g_00951
OG0000748	Prax.g_00608	Praa.g_00952
OG0000749	Prax.g_00609	Praa.g_00953
OG0000750	Prax.g_00610	Praa.g_00954
OG0000751	Prax.g_00611	Praa.g_00955
OG0000752	Prax.g_00612	Praa.g_00956
OG0000753	Prax.g_00614	Praa.g_00958
OG0000754	Prax.g_00615	Praa.g_00959
OG0000755	Prax.g_00616	Praa.g_00960
OG0000756	Prax.g_00617	Praa.g_00961
OG0000757	Prax.g_00618	Praa.g_00962
OG0000758	Prax.g_00619	Praa.g_00963
OG0000759	Prax.g_01130	Praa.g_00965
OG0000760	Prax.g_01131	Praa.g_00966
OG0000761	Prax.g_01132	Praa.g_00967
OG0000762	Prax.g_01134	Praa.g_00969
OG0000763	Prax.g_01135	Praa.g_00970
OG0000764	Prax.g_01136	Praa.g_00971
OG0000765	Prax.g_01137	Praa.g_00972
OG0000766	Prax.g_01138	Praa.g_00973
OG0000767	Prax.g_01140	Praa.g_00975
OG0000768	Prax.g_01141	Praa.g_00976
OG0000769	Prax.g_01142	Praa.g_00977
OG0000770	Prax.g_01143	Praa.g_00978
OG0000771	Prax.g_01144	Praa.g_00979
OG0000772	Prax.g_01145	Praa.g_00980
OG0000773	Prax.g_01146	Praa.g_00981
OG0000774	Prax.g_01147	Praa.g_00982
OG0000775	Prax.g_01148	Praa.g_00983
OG0000776	Prax.g_01150	Praa.g_00985
OG0000777	Prax.g_01152	Praa.g_00987
OG0000778	Prax.g_01153	Praa.g_00988
OG0000779	Prax.g_01154	Praa.g_00989
OG0000780	Prax.g_01156	Praa.g_00991
OG0000781	Prax.g_01158	Praa.g_00993
OG0000782	Prax.g_01159	Praa.g_00994
OG0000783	Prax.g_01173	Praa.g_01008
OG0000784	Prax.g_01175	Praa.g_01010
OG0000785	Prax.g_01176	Praa.g_01011
OG0000786	Prax.g_01177	Praa.g_01012
OG0000787	Prax.g_01178	Praa.g_01013
OG0000788	Prax.g_01182	Praa.g_01017
OG0000789	Prax.g_01184	Praa.g_01019
OG0000790	Prax.g_01185	Praa.g_01020
OG0000791	Prax.g_01186	Praa.g_01021
OG0000792	Prax.g_01187	Praa.g_01022
OG0000793	Prax.g_01188	Praa.g_01023
OG0000794	Prax.g_01190	Praa.g_01025
OG0000795	Prax.g_01193	Praa.g_01028
OG0000796	Prax.g_01194	Praa.g_01029
OG0000797	Prax.g_01196	Praa.g_01031
OG0000798	Prax.g_01197	Praa.g_01032
OG0000799	Prax.g_01198	Praa.g_01033
OG0000800	Prax.g_01199	Praa.g_01034
OG0000801	Prax.g_01202	Praa.g_01037
OG0000802	Prax.g_01203	Praa.g_01038
OG0000803	Prax.g_01205	Praa.g_01040
OG0000804	Prax.g_01206	Praa.g_01041
OG0000805	Prax.g_01207	Praa.g_01042
OG0000806	Prax.g_01209	Praa.g_01044
OG0000807	Prax.g_01235	Praa.g_01070
OG0000808	Prax.g_01245	Praa.g_01080
OG0000809	Prax.g_01248	Praa.g_01083
OG0000810	Prax.g_01249	Praa.g_01084
OG0000811	Prax.g_01256	Praa.g_01091
OG0000812	Prax.g_00126	Praa.g_01095
OG0000813	Prax.g_00130	Praa.g_01099
OG0000814	Prax.g_00132	Praa.g_01101
OG0000815	Prax.g_00146	Praa.g_01115
OG0000816	Prax.g_00162	Praa.g_01128
OG0000817	Prax.g_00163	Praa.g_01129
OG0000818	Prax.g_00168	Praa.g_01134
OG0000819	Prax.g_00181	Praa.g_01141
OG0000820	Prax.g_00185	Praa.g_01145
OG0000821	Prax.g_00187	Praa.g_01147
OG0000822	Prax.g_00188	Praa.g_01148
OG0000823	Prax.g_00189	Praa.g_01149
OG0000824	Prax.g_00190	Praa.g_01150
OG0000825	Prax.g_00191	Praa.g_01151
OG0000826	Prax.g_00192	Praa.g_01152
OG0000827	Prax.g_00193	Praa.g_01153
OG0000828	Prax.g_00194	Praa.g_01154
OG0000829	Prax.g_00195	Praa.g_01155
OG0000830	Prax.g_00196	Praa.g_01156
OG0000831	Prax.g_00199	Praa.g_01158
OG0000832	Prax.g_00201	Praa.g_01160
OG0000833	Prax.g_00202	Praa.g_01161
OG0000834	Prax.g_00203	Praa.g_01162
OG0000835	Prax.g_00204	Praa.g_01163
OG0000836	Prax.g_00205	Praa.g_01164
OG0000837	Prax.g_00207	Praa.g_01166
OG0000838	Prax.g_00208	Praa.g_01167
OG0000839	Prax.g_00209	Praa.g_01168
OG0000840	Prax.g_00210	Praa.g_01169
OG0000841	Prax.g_00211	Praa.g_01170
OG0000842	Prax.g_00212	Praa.g_01171
OG0000843	Prax.g_00213	Praa.g_01172
OG0000844	Prax.g_00214	Praa.g_01173
OG0000845	Prax.g_00215	Praa.g_01174
OG0000846	Prax.g_00218	Praa.g_01177
OG0000847	Prax.g_00220	Praa.g_01179
OG0000848	Prax.g_00221	Praa.g_01180
OG0000849	Prax.g_00222	Praa.g_01181
OG0000850	Prax.g_00223	Praa.g_01182
OG0000851	Prax.g_00224	Praa.g_01183
OG0000852	Prax.g_00226	Praa.g_01185
OG0000853	Prax.g_00227	Praa.g_01186
OG0000854	Prax.g_00229	Praa.g_01188
OG0000855	Prax.g_00230	Praa.g_01189
OG0000856	Prax.g_00231	Praa.g_01190
OG0000857	Prax.g_00232	Praa.g_01191
OG0000858	Prax.g_00233	Praa.g_01192
OG0000859	Prax.g_00234	Praa.g_01193
OG0000860	Prax.g_00235	Praa.g_01194
OG0000861	Prax.g_00236	Praa.g_01195
OG0000862	Prax.g_00237	Praa.g_01196
OG0000863	Prax.g_00238	Praa.g_01197
OG0000864	Prax.g_00239	Praa.g_01198
OG0000865	Prax.g_00240	Praa.g_01199
OG0000866	Prax.g_00241	Praa.g_01200
OG0000867	Prax.g_00242	Praa.g_01201
OG0000868	Prax.g_00243	Praa.g_01202
OG0000869	Prax.g_00245	Praa.g_01204
OG0000870	Prax.g_00246	Praa.g_01205
OG0000871	Prax.g_00248	Praa.g_01207
OG0000872	Prax.g_00249	Praa.g_01208
OG0000873	Prax.g_00251	Praa.g_01210
OG0000874	Prax.g_00252	Praa.g_01211
OG0000875	Prax.g_00253	Praa.g_01212
OG0000876	Prax.g_00254	Praa.g_01213
OG0000877	Prax.g_00256	Praa.g_01215
OG0000878	Prax.g_01928	Praa.g_01290
OG0000879	Prax.g_01910	Praa.g_01307
OG0000880	Prax.g_01909	Praa.g_01308
OG0000881	Prax.g_01908	Praa.g_01309
OG0000882	Prax.g_01907	Praa.g_01310
OG0000883	Prax.g_01906	Praa.g_01311
OG0000884	Prax.g_01904	Praa.g_01313
OG0000885	Prax.g_01903	Praa.g_01314
OG0000886	Prax.g_01902	Praa.g_01315
OG0000887	Prax.g_01901	Praa.g_01316
OG0000888	Prax.g_01900	Praa.g_01317
OG0000889	Prax.g_01897	Praa.g_01320
OG0000890	Prax.g_01896	Praa.g_01321
OG0000891	Prax.g_01895	Praa.g_01322
OG0000892	Prax.g_01893	Praa.g_01324
OG0000893	Prax.g_01892	Praa.g_01325
OG0000894	Prax.g_01891	Praa.g_01326
OG0000895	Prax.g_01890	Praa.g_01327
OG0000896	Prax.g_01889	Praa.g_01328
OG0000897	Prax.g_01888	Praa.g_01329
OG0000898	Prax.g_01886	Praa.g_01331
OG0000899	Prax.g_01885	Praa.g_01332
OG0000900	Prax.g_01881	Praa.g_01348
OG0000901	Prax.g_01877	Praa.g_01352
OG0000902	Prax.g_01876	Praa.g_01353
OG0000903	Prax.g_01875	Praa.g_01354
OG0000904	Prax.g_01873	Praa.g_01356
OG0000905	Prax.g_01871	Praa.g_01358
OG0000906	Prax.g_01869	Praa.g_01360
OG0000907	Prax.g_01868	Praa.g_01361
OG0000908	Prax.g_01865	Praa.g_01364
OG0000909	Prax.g_01861	Praa.g_01368
OG0000910	Prax.g_01860	Praa.g_01369
OG0000911	Prax.g_01859	Praa.g_01370
OG0000912	Prax.g_01858	Praa.g_01371
OG0000913	Prax.g_01857	Praa.g_01372
OG0000914	Prax.g_01856	Praa.g_01373
OG0000915	Prax.g_01855	Praa.g_01374
OG0000916	Prax.g_01854	Praa.g_01375
OG0000917	Prax.g_01853	Praa.g_01376
OG0000918	Prax.g_01852	Praa.g_01377
OG0000919	Prax.g_01851	Praa.g_01378
OG0000920	Prax.g_01850	Praa.g_01379
OG0000921	Prax.g_01849	Praa.g_01380
OG0000922	Prax.g_01848	Praa.g_01381
OG0000923	Prax.g_01847	Praa.g_01382
OG0000924	Prax.g_01846	Praa.g_01383
OG0000925	Prax.g_01845	Praa.g_01384
OG0000926	Prax.g_01780	Praa.g_01395
OG0000927	Prax.g_01751	Praa.g_01458
OG0000928	Prax.g_01750	Praa.g_01459
OG0000929	Prax.g_01749	Praa.g_01460
OG0000930	Prax.g_01748	Praa.g_01461
OG0000931	Prax.g_01747	Praa.g_01462
OG0000932	Prax.g_01745	Praa.g_01464
OG0000933	Prax.g_01744	Praa.g_01465
OG0000934	Prax.g_01743	Praa.g_01466
OG0000935	Prax.g_01742	Praa.g_01467
OG0000936	Prax.g_01741	Praa.g_01468
OG0000937	Prax.g_01740	Praa.g_01469
OG0000938	Prax.g_01739	Praa.g_01470
OG0000939	Prax.g_01738	Praa.g_01471
OG0000940	Prax.g_01737	Praa.g_01472
OG0000941	Prax.g_01735	Praa.g_01474
OG0000942	Prax.g_01734	Praa.g_01475
OG0000943	Prax.g_01726	Praa.g_01478
OG0000944	Prax.g_01725	Praa.g_01479
OG0000945	Prax.g_01724	Praa.g_01480
OG0000946	Prax.g_01723	Praa.g_01481
OG0000947	Prax.g_01722	Praa.g_01482
OG0000948	Prax.g_01721	Praa.g_01483
OG0000949	Prax.g_01720	Praa.g_01484
OG0000950	Prax.g_01719	Praa.g_01485
OG0000951	Prax.g_01718	Praa.g_01486
OG0000952	Prax.g_01717	Praa.g_01487
OG0000953	Prax.g_01716	Praa.g_01488
OG0000954	Prax.g_01715	Praa.g_01489
OG0000955	Prax.g_01714	Praa.g_01490
OG0000956	Prax.g_01713	Praa.g_01491
OG0000957	Prax.g_01712	Praa.g_01492
OG0000958	Prax.g_01711	Praa.g_01493
OG0000959	Prax.g_01710	Praa.g_01494
OG0000960	Prax.g_01709	Praa.g_01495
OG0000961	Prax.g_01705	Praa.g_01499
OG0000962	Prax.g_01704	Praa.g_01500
OG0000963	Prax.g_01703	Praa.g_01501
OG0000964	Prax.g_01701	Praa.g_01503
OG0000965	Prax.g_01700	Praa.g_01504
OG0000966	Prax.g_01699	Praa.g_01505
OG0000967	Prax.g_01698	Praa.g_01506
OG0000968	Prax.g_01697	Praa.g_01507
OG0000969	Prax.g_01696	Praa.g_01508
OG0000970	Prax.g_01695	Praa.g_01509
OG0000971	Prax.g_01694	Praa.g_01510
OG0000972	Prax.g_01693	Praa.g_01511
OG0000973	Prax.g_01692	Praa.g_01512
OG0000974	Prax.g_01690	Praa.g_01514
OG0000975	Prax.g_01687	Praa.g_01517
OG0000976	Prax.g_01685	Praa.g_01519
OG0000977	Prax.g_01684	Praa.g_01520
OG0000978	Prax.g_01683	Praa.g_01521
OG0000979	Prax.g_01681	Praa.g_01523
OG0000980	Prax.g_01680	Praa.g_01524
OG0000981	Prax.g_01679	Praa.g_01525
OG0000982	Prax.g_01678	Praa.g_01526
OG0000983	Prax.g_01676	Praa.g_01528
OG0000984	Prax.g_01675	Praa.g_01529
OG0000985	Prax.g_01674	Praa.g_01530
OG0000986	Prax.g_01673	Praa.g_01531
OG0000987	Prax.g_01672	Praa.g_01532
OG0000988	Prax.g_01671	Praa.g_01533
OG0000989	Prax.g_01670	Praa.g_01534
OG0000990	Prax.g_01669	Praa.g_01535
OG0000991	Prax.g_01668	Praa.g_01536
OG0000992	Prax.g_01667	Praa.g_01537
OG0000993	Prax.g_01666	Praa.g_01538
OG0000994	Prax.g_01665	Praa.g_01539
OG0000995	Prax.g_01664	Praa.g_01541
OG0000996	Prax.g_01663	Praa.g_01542
OG0000997	Prax.g_01662	Praa.g_01543
OG0000998	Prax.g_01661	Praa.g_01544
OG0000999	Prax.g_01660	Praa.g_01545
OG0001000	Prax.g_01659	Praa.g_01546
OG0001001	Prax.g_01657	Praa.g_01548
OG0001002	Prax.g_01656	Praa.g_01549
OG0001003	Prax.g_01655	Praa.g_01550
OG0001004	Prax.g_01654	Praa.g_01551
OG0001005	Prax.g_01653	Praa.g_01552
OG0001006	Prax.g_01652	Praa.g_01553
OG0001007	Prax.g_01651	Praa.g_01554
OG0001008	Prax.g_01649	Praa.g_01556
OG0001009	Prax.g_01648	Praa.g_01557
OG0001010	Prax.g_01640	Praa.g_01565
OG0001011	Prax.g_01633	Praa.g_01572
OG0001012	Prax.g_01605	Praa.g_01600
OG0001013	Prax.g_01565	Praa.g_01629
OG0001014	Prax.g_01564	Praa.g_01630
OG0001015	Prax.g_01558	Praa.g_01636
OG0001016	Prax.g_01557	Praa.g_01637
OG0001017	Prax.g_01556	Praa.g_01638
OG0001018	Prax.g_01555	Praa.g_01639
OG0001019	Prax.g_01553	Praa.g_01641
OG0001020	Prax.g_01552	Praa.g_01642
OG0001021	Prax.g_01551	Praa.g_01643
OG0001022	Prax.g_01550	Praa.g_01644
OG0001023	Prax.g_01549	Praa.g_01645
OG0001024	Prax.g_01548	Praa.g_01646
OG0001025	Prax.g_01547	Praa.g_01647
OG0001026	Prax.g_01545	Praa.g_01649
OG0001027	Prax.g_01544	Praa.g_01650
OG0001028	Prax.g_01543	Praa.g_01651
OG0001029	Prax.g_01542	Praa.g_01652
OG0001030	Prax.g_01541	Praa.g_01653
OG0001031	Prax.g_01540	Praa.g_01654
OG0001032	Prax.g_01539	Praa.g_01655
OG0001033	Prax.g_01538	Praa.g_01656
OG0001034	Prax.g_01537	Praa.g_01657
OG0001035	Prax.g_01535	Praa.g_01659
OG0001036	Prax.g_01534	Praa.g_01660
OG0001037	Prax.g_01533	Praa.g_01661
OG0001038	Prax.g_01532	Praa.g_01662
OG0001039	Prax.g_01531	Praa.g_01663
OG0001040	Prax.g_01530	Praa.g_01665
OG0001041	Prax.g_01529	Praa.g_01666
OG0001042	Prax.g_01528	Praa.g_01667
OG0001043	Prax.g_01527	Praa.g_01668
OG0001044	Prax.g_01526	Praa.g_01669
OG0001045	Prax.g_01525	Praa.g_01670
OG0001046	Prax.g_01524	Praa.g_01671
OG0001047	Prax.g_01521	Praa.g_01674
OG0001048	Prax.g_01519	Praa.g_01676
OG0001049	Prax.g_01518	Praa.g_01677
OG0001050	Prax.g_01517	Praa.g_01678
OG0001051	Prax.g_01516	Praa.g_01679
OG0001052	Prax.g_01515	Praa.g_01680
OG0001053	Prax.g_01513	Praa.g_01682
OG0001054	Prax.g_01511	Praa.g_01684
OG0001055	Prax.g_01510	Praa.g_01685
OG0001056	Prax.g_01509	Praa.g_01686
OG0001057	Prax.g_01508	Praa.g_01687
OG0001058	Prax.g_01507	Praa.g_01688
OG0001059	Prax.g_01506	Praa.g_01689
OG0001060	Prax.g_01505	Praa.g_01690
OG0001061	Prax.g_01504	Praa.g_01691
OG0001062	Prax.g_01503	Praa.g_01692
OG0001063	Prax.g_01502	Praa.g_01693
OG0001064	Prax.g_01257	Praa.g_01695
OG0001065	Prax.g_01262	Praa.g_01699
OG0001066	Prax.g_01263	Praa.g_01700
OG0001067	Prax.g_01264	Praa.g_01701
OG0001068	Prax.g_01266	Praa.g_01703
OG0001069	Prax.g_01267	Praa.g_01704
OG0001070	Prax.g_01268	Praa.g_01705
OG0001071	Prax.g_01269	Praa.g_01706
OG0001072	Prax.g_01270	Praa.g_01707
OG0001073	Prax.g_01271	Praa.g_01708
OG0001074	Prax.g_01272	Praa.g_01709
OG0001075	Prax.g_01273	Praa.g_01710
OG0001076	Prax.g_01274	Praa.g_01711
OG0001077	Prax.g_01275	Praa.g_01712
OG0001078	Prax.g_01276	Praa.g_01713
OG0001079	Prax.g_01277	Praa.g_01714
OG0001080	Prax.g_01278	Praa.g_01715
OG0001081	Prax.g_01281	Praa.g_01718
OG0001082	Prax.g_01282	Praa.g_01719
OG0001083	Prax.g_01283	Praa.g_01720
OG0001084	Prax.g_01285	Praa.g_01722
OG0001085	Prax.g_01286	Praa.g_01723
OG0001086	Prax.g_01287	Praa.g_01724
OG0001087	Prax.g_01288	Praa.g_01725
OG0001088	Prax.g_01289	Praa.g_01726
OG0001089	Prax.g_01296	Praa.g_01733
OG0001090	Prax.g_01298	Praa.g_01735
OG0001091	Prax.g_01299	Praa.g_01736
OG0001092	Prax.g_01300	Praa.g_01737
OG0001093	Prax.g_01301	Praa.g_01738
OG0001094	Prax.g_01302	Praa.g_01739
OG0001095	Prax.g_01303	Praa.g_01740
OG0001096	Prax.g_01304	Praa.g_01741
OG0001097	Prax.g_01305	Praa.g_01742
OG0001098	Prax.g_01306	Praa.g_01743
OG0001099	Prax.g_01307	Praa.g_01744
OG0001100	Prax.g_01308	Praa.g_01745
OG0001101	Prax.g_01309	Praa.g_01746
OG0001102	Prax.g_01310	Praa.g_01747
OG0001103	Prax.g_01311	Praa.g_01748
OG0001104	Prax.g_01312	Praa.g_01749
OG0001105	Prax.g_01313	Praa.g_01750
OG0001106	Prax.g_01314	Praa.g_01751
OG0001107	Prax.g_01315	Praa.g_01752
OG0001108	Prax.g_01316	Praa.g_01753
OG0001109	Prax.g_01317	Praa.g_01754
OG0001110	Prax.g_01318	Praa.g_01755
OG0001111	Prax.g_01319	Praa.g_01756
OG0001112	Prax.g_01320	Praa.g_01757
OG0001113	Prax.g_01321	Praa.g_01758
OG0001114	Prax.g_01322	Praa.g_01759
OG0001115	Prax.g_01323	Praa.g_01760
OG0001116	Prax.g_01324	Praa.g_01761
OG0001117	Prax.g_01325	Praa.g_01762
OG0001118	Prax.g_01326	Praa.g_01763
OG0001119	Prax.g_01327	Praa.g_01764
OG0001120	Prax.g_01328	Praa.g_01765
OG0001121	Prax.g_01330	Praa.g_01767
OG0001122	Prax.g_01331	Praa.g_01768
OG0001123	Prax.g_01332	Praa.g_01769
OG0001124	Prax.g_01334	Praa.g_01771
OG0001125	Prax.g_01336	Praa.g_01773
OG0001126	Prax.g_01337	Praa.g_01774
OG0001127	Prax.g_01339	Praa.g_01776
OG0001128	Prax.g_01340	Praa.g_01777
OG0001129	Prax.g_01341	Praa.g_01778
OG0001130	Prax.g_01344	Praa.g_01781
OG0001131	Prax.g_01345	Praa.g_01782
OG0001132	Prax.g_01346	Praa.g_01783
OG0001133	Prax.g_01347	Praa.g_01784
OG0001134	Prax.g_01348	Praa.g_01785
OG0001135	Prax.g_01349	Praa.g_01786
OG0001136	Prax.g_01350	Praa.g_01787
OG0001137	Prax.g_01351	Praa.g_01788
OG0001138	Prax.g_01352	Praa.g_01789
OG0001139	Prax.g_01353	Praa.g_01790
OG0001140	Prax.g_01354	Praa.g_01791
OG0001141	Prax.g_01355	Praa.g_01792
OG0001142	Prax.g_01358	Praa.g_01796
OG0001143	Prax.g_01359	Praa.g_01797
OG0001144	Prax.g_01360	Praa.g_01798
OG0001145	Prax.g_01361	Praa.g_01799
OG0001146	Prax.g_01362	Praa.g_01800
OG0001147	Prax.g_01363	Praa.g_01801
OG0001148	Prax.g_01364	Praa.g_01802
OG0001149	Prax.g_01366	Praa.g_01804
OG0001150	Prax.g_01367	Praa.g_01805
OG0001151	Prax.g_01369	Praa.g_01807
OG0001152	Prax.g_01370	Praa.g_01808
