Orthogroup	Prbi	Prar
OG0000548	Prbi.g_00599	Prar.g_01427
OG0000549	Prbi.g_00601	Prar.g_01429
OG0000550	Prbi.g_00602	Prar.g_01430
OG0000551	Prbi.g_00603	Prar.g_01431
OG0000552	Prbi.g_00604	Prar.g_01432
OG0000553	Prbi.g_00605	Prar.g_01433
OG0000554	Prbi.g_00606	Prar.g_01434
OG0000555	Prbi.g_00607	Prar.g_01435
OG0000556	Prbi.g_00608	Prar.g_01436
OG0000557	Prbi.g_00609	Prar.g_01437
OG0000558	Prbi.g_00610	Prar.g_01438
OG0000559	Prbi.g_00611	Prar.g_01439
OG0000560	Prbi.g_00612	Prar.g_01440
OG0000561	Prbi.g_00613	Prar.g_01441
OG0000562	Prbi.g_00614	Prar.g_01442
OG0000563	Prbi.g_00615	Prar.g_01443
OG0000564	Prbi.g_00616	Prar.g_01444
OG0000565	Prbi.g_00617	Prar.g_01445
OG0000566	Prbi.g_00618	Prar.g_01446
OG0000567	Prbi.g_00619	Prar.g_01447
OG0000568	Prbi.g_00620	Prar.g_01448
OG0000569	Prbi.g_00623	Prar.g_01451
OG0000570	Prbi.g_00624	Prar.g_01452
OG0000571	Prbi.g_00626	Prar.g_01454
OG0000572	Prbi.g_00627	Prar.g_01455
OG0000573	Prbi.g_00628	Prar.g_01456
OG0000574	Prbi.g_00629	Prar.g_01457
OG0000575	Prbi.g_00630	Prar.g_01458
OG0000576	Prbi.g_00631	Prar.g_01459
OG0000577	Prbi.g_00632	Prar.g_01460
OG0000578	Prbi.g_00634	Prar.g_01461
OG0000579	Prbi.g_00635	Prar.g_01462
OG0000580	Prbi.g_00636	Prar.g_01463
OG0000581	Prbi.g_00637	Prar.g_01464
OG0000582	Prbi.g_00638	Prar.g_01465
OG0000583	Prbi.g_00639	Prar.g_01466
OG0000584	Prbi.g_00641	Prar.g_01468
OG0000585	Prbi.g_00642	Prar.g_01469
OG0000586	Prbi.g_00643	Prar.g_01470
OG0000587	Prbi.g_00644	Prar.g_01471
OG0000588	Prbi.g_00645	Prar.g_01472
OG0000589	Prbi.g_00646	Prar.g_01473
OG0000590	Prbi.g_00647	Prar.g_01474
OG0000591	Prbi.g_00648	Prar.g_01475
OG0000592	Prbi.g_00649	Prar.g_01476
OG0000593	Prbi.g_00650	Prar.g_01477
OG0000594	Prbi.g_00651	Prar.g_01478
OG0000595	Prbi.g_00652	Prar.g_01479
OG0000596	Prbi.g_00653	Prar.g_01480
OG0000597	Prbi.g_00657	Prar.g_01484
OG0000598	Prbi.g_00658	Prar.g_01485
OG0000599	Prbi.g_00659	Prar.g_01486
OG0000600	Prbi.g_00660	Prar.g_01487
OG0000601	Prbi.g_00661	Prar.g_01488
OG0000602	Prbi.g_00662	Prar.g_01489
OG0000603	Prbi.g_00663	Prar.g_01490
OG0000604	Prbi.g_00664	Prar.g_01491
OG0000605	Prbi.g_00665	Prar.g_01492
OG0000606	Prbi.g_00666	Prar.g_01493
OG0000607	Prbi.g_00667	Prar.g_01494
OG0000608	Prbi.g_00668	Prar.g_01495
OG0000609	Prbi.g_00670	Prar.g_01497
OG0000610	Prbi.g_00671	Prar.g_01498
OG0000611	Prbi.g_00673	Prar.g_01500
OG0000612	Prbi.g_00674	Prar.g_01501
OG0000613	Prbi.g_00676	Prar.g_01503
OG0000614	Prbi.g_00682	Prar.g_01509
OG0000615	Prbi.g_00683	Prar.g_01510
OG0000616	Prbi.g_00684	Prar.g_01511
OG0000617	Prbi.g_00686	Prar.g_01513
OG0000618	Prbi.g_00687	Prar.g_01514
OG0000619	Prbi.g_00688	Prar.g_01515
OG0000620	Prbi.g_00690	Prar.g_01517
OG0000621	Prbi.g_00691	Prar.g_01518
OG0000622	Prbi.g_00692	Prar.g_01519
OG0000623	Prbi.g_00693	Prar.g_01520
OG0000624	Prbi.g_00695	Prar.g_01522
OG0000625	Prbi.g_00696	Prar.g_01523
OG0000626	Prbi.g_00697	Prar.g_01524
OG0000627	Prbi.g_00698	Prar.g_01525
OG0000628	Prbi.g_00699	Prar.g_01526
OG0000629	Prbi.g_00700	Prar.g_01527
OG0000630	Prbi.g_00703	Prar.g_01529
OG0000631	Prbi.g_00704	Prar.g_01530
OG0000632	Prbi.g_00708	Prar.g_01534
OG0000633	Prbi.g_00709	Prar.g_01535
OG0000634	Prbi.g_00746	Prar.g_01600
OG0000635	Prbi.g_00748	Prar.g_01602
OG0000636	Prbi.g_00749	Prar.g_01603
OG0000637	Prbi.g_00751	Prar.g_01605
OG0000638	Prbi.g_00752	Prar.g_01606
OG0000639	Prbi.g_00753	Prar.g_01607
OG0000640	Prbi.g_00754	Prar.g_01608
OG0000641	Prbi.g_00755	Prar.g_01609
OG0000642	Prbi.g_00756	Prar.g_01610
OG0000643	Prbi.g_00757	Prar.g_01611
OG0000644	Prbi.g_00759	Prar.g_01613
OG0000645	Prbi.g_00760	Prar.g_01614
OG0000646	Prbi.g_00761	Prar.g_01615
OG0000647	Prbi.g_00762	Prar.g_01616
OG0000648	Prbi.g_00763	Prar.g_01617
OG0000649	Prbi.g_00764	Prar.g_01618
OG0000650	Prbi.g_00765	Prar.g_01619
OG0000651	Prbi.g_00766	Prar.g_01620
OG0000652	Prbi.g_00768	Prar.g_01622
OG0000653	Prbi.g_00790	Prar.g_01636
OG0000654	Prbi.g_00792	Prar.g_01638
OG0000655	Prbi.g_00802	Prar.g_01646
OG0000656	Prbi.g_00807	Prar.g_01651
OG0000657	Prbi.g_00811	Prar.g_01652
OG0000658	Prbi.g_00812	Prar.g_01653
OG0000659	Prbi.g_00813	Prar.g_01654
OG0000660	Prbi.g_00825	Prar.g_01661
OG0000661	Prbi.g_00834	Prar.g_01670
OG0000662	Prbi.g_00835	Prar.g_01672
OG0000663	Prbi.g_00838	Prar.g_01675
OG0000664	Prbi.g_00839	Prar.g_01676
OG0000665	Prbi.g_00840	Prar.g_01677
OG0000666	Prbi.g_00841	Prar.g_01678
OG0000667	Prbi.g_00842	Prar.g_01679
OG0000668	Prbi.g_00843	Prar.g_01680
OG0000669	Prbi.g_00844	Prar.g_01681
OG0000670	Prbi.g_00846	Prar.g_01683
OG0000671	Prbi.g_00847	Prar.g_01684
OG0000672	Prbi.g_00848	Prar.g_01685
OG0000673	Prbi.g_00849	Prar.g_01686
OG0000674	Prbi.g_00850	Prar.g_01687
OG0000675	Prbi.g_00851	Prar.g_01688
OG0000676	Prbi.g_00853	Prar.g_01690
OG0000677	Prbi.g_00855	Prar.g_01692
OG0000678	Prbi.g_00856	Prar.g_01693
OG0000679	Prbi.g_00857	Prar.g_01694
OG0000680	Prbi.g_00858	Prar.g_01695
OG0000681	Prbi.g_00859	Prar.g_01696
OG0000682	Prbi.g_00860	Prar.g_01697
OG0000683	Prbi.g_00861	Prar.g_01698
OG0000684	Prbi.g_00862	Prar.g_01699
OG0000685	Prbi.g_00863	Prar.g_01700
OG0000686	Prbi.g_00864	Prar.g_01701
OG0000687	Prbi.g_00865	Prar.g_01702
OG0000688	Prbi.g_00866	Prar.g_01703
OG0000689	Prbi.g_00867	Prar.g_01704
OG0000690	Prbi.g_00868	Prar.g_01705
OG0000691	Prbi.g_00870	Prar.g_01707
OG0000692	Prbi.g_00871	Prar.g_01708
OG0000693	Prbi.g_00872	Prar.g_01709
OG0000694	Prbi.g_00873	Prar.g_01710
OG0000695	Prbi.g_00874	Prar.g_01711
OG0000696	Prbi.g_00875	Prar.g_01712
OG0000697	Prbi.g_00877	Prar.g_01714
OG0000698	Prbi.g_00878	Prar.g_01715
OG0000699	Prbi.g_00882	Prar.g_01718
OG0000700	Prbi.g_00883	Prar.g_01719
OG0000701	Prbi.g_00884	Prar.g_01720
OG0000702	Prbi.g_00885	Prar.g_01721
OG0000703	Prbi.g_00886	Prar.g_01722
OG0000704	Prbi.g_00887	Prar.g_01723
OG0000705	Prbi.g_00889	Prar.g_01725
OG0000706	Prbi.g_00890	Prar.g_01726
OG0000707	Prbi.g_00891	Prar.g_01727
OG0000708	Prbi.g_00892	Prar.g_01728
OG0000709	Prbi.g_00893	Prar.g_01729
OG0000710	Prbi.g_00894	Prar.g_01730
OG0000711	Prbi.g_00895	Prar.g_01731
OG0000712	Prbi.g_00896	Prar.g_01732
OG0000713	Prbi.g_00897	Prar.g_01733
OG0000714	Prbi.g_00899	Prar.g_01735
OG0000715	Prbi.g_00900	Prar.g_01736
OG0000716	Prbi.g_00901	Prar.g_01737
OG0000717	Prbi.g_00902	Prar.g_01738
OG0000718	Prbi.g_00903	Prar.g_01740
OG0000719	Prbi.g_00905	Prar.g_01742
OG0000720	Prbi.g_00907	Prar.g_01744
OG0000721	Prbi.g_00908	Prar.g_01745
OG0000722	Prbi.g_00934	Prar.g_01759
OG0000723	Prbi.g_00939	Prar.g_01764
OG0000724	Prbi.g_00942	Prar.g_01767
OG0000725	Prbi.g_00943	Prar.g_01768
OG0000726	Prbi.g_00944	Prar.g_01769
OG0000727	Prbi.g_00945	Prar.g_01770
OG0000728	Prbi.g_00946	Prar.g_01771
OG0000729	Prbi.g_00948	Prar.g_01773
OG0000730	Prbi.g_00949	Prar.g_01774
OG0000731	Prbi.g_00951	Prar.g_01776
OG0000732	Prbi.g_00952	Prar.g_01777
OG0000733	Prbi.g_00953	Prar.g_01778
OG0000734	Prbi.g_00954	Prar.g_01779
OG0000735	Prbi.g_00955	Prar.g_01780
OG0000736	Prbi.g_00957	Prar.g_01782
OG0000737	Prbi.g_00958	Prar.g_01783
OG0000738	Prbi.g_00960	Prar.g_01785
OG0000739	Prbi.g_00961	Prar.g_01786
OG0000740	Prbi.g_00962	Prar.g_01787
OG0000741	Prbi.g_00964	Prar.g_01789
OG0000742	Prbi.g_00965	Prar.g_01790
OG0000743	Prbi.g_00969	Prar.g_01793
OG0000744	Prbi.g_00970	Prar.g_01794
OG0000745	Prbi.g_00971	Prar.g_01795
OG0000746	Prbi.g_00972	Prar.g_01796
OG0000747	Prbi.g_00973	Prar.g_01797
OG0000748	Prbi.g_00974	Prar.g_01798
OG0000749	Prbi.g_00975	Prar.g_01799
OG0000750	Prbi.g_00976	Prar.g_01800
OG0000751	Prbi.g_00978	Prar.g_01802
OG0000752	Prbi.g_00979	Prar.g_01803
OG0000753	Prbi.g_00980	Prar.g_01804
OG0000754	Prbi.g_00981	Prar.g_01805
OG0000755	Prbi.g_00983	Prar.g_01807
OG0000756	Prbi.g_00984	Prar.g_01808
OG0000757	Prbi.g_00985	Prar.g_01809
OG0000758	Prbi.g_00986	Prar.g_01810
OG0000759	Prbi.g_00987	Prar.g_01811
OG0000760	Prbi.g_00988	Prar.g_01812
OG0000761	Prbi.g_00989	Prar.g_01813
OG0000762	Prbi.g_00991	Prar.g_01815
OG0000763	Prbi.g_00992	Prar.g_01816
OG0000764	Prbi.g_00993	Prar.g_01817
OG0000765	Prbi.g_00994	Prar.g_01818
OG0000766	Prbi.g_00995	Prar.g_01819
OG0000767	Prbi.g_00996	Prar.g_01820
OG0000768	Prbi.g_00997	Prar.g_01821
OG0000769	Prbi.g_00998	Prar.g_01822
OG0000770	Prbi.g_00999	Prar.g_01823
OG0000771	Prbi.g_01000	Prar.g_01824
OG0000772	Prbi.g_01001	Prar.g_01825
OG0000773	Prbi.g_01003	Prar.g_01827
OG0000774	Prbi.g_01004	Prar.g_01828
OG0000775	Prbi.g_01005	Prar.g_01829
OG0000776	Prbi.g_01006	Prar.g_01830
OG0000777	Prbi.g_01007	Prar.g_01831
OG0000778	Prbi.g_01008	Prar.g_01832
OG0000779	Prbi.g_01010	Prar.g_01834
OG0000780	Prbi.g_01011	Prar.g_01835
OG0000781	Prbi.g_01012	Prar.g_01836
OG0000782	Prbi.g_01014	Prar.g_01838
OG0000783	Prbi.g_01015	Prar.g_01839
OG0000784	Prbi.g_01016	Prar.g_01840
OG0000785	Prbi.g_01017	Prar.g_01841
OG0000786	Prbi.g_01018	Prar.g_01842
OG0000787	Prbi.g_01020	Prar.g_01844
OG0000788	Prbi.g_01021	Prar.g_01845
OG0000789	Prbi.g_01022	Prar.g_01846
OG0000790	Prbi.g_01023	Prar.g_01847
OG0000791	Prbi.g_01024	Prar.g_01848
OG0000792	Prbi.g_01025	Prar.g_01849
OG0000793	Prbi.g_01026	Prar.g_01850
OG0000794	Prbi.g_01027	Prar.g_01851
OG0000795	Prbi.g_01028	Prar.g_01852
OG0000796	Prbi.g_01030	Prar.g_01853
OG0000797	Prbi.g_01032	Prar.g_01855
OG0000798	Prbi.g_01033	Prar.g_01856
OG0000799	Prbi.g_01034	Prar.g_01857
OG0000800	Prbi.g_01035	Prar.g_01858
OG0000801	Prbi.g_01036	Prar.g_01859
OG0000802	Prbi.g_01038	Prar.g_01861
OG0000803	Prbi.g_01039	Prar.g_01862
OG0000804	Prbi.g_01055	Prar.g_01873
OG0000805	Prbi.g_01057	Prar.g_01875
OG0000806	Prbi.g_01058	Prar.g_01876
OG0000807	Prbi.g_01059	Prar.g_01877
OG0000808	Prbi.g_01060	Prar.g_01878
OG0000809	Prbi.g_01064	Prar.g_01882
OG0000810	Prbi.g_01065	Prar.g_01883
OG0000811	Prbi.g_01066	Prar.g_01884
OG0000812	Prbi.g_01067	Prar.g_01885
OG0000813	Prbi.g_01068	Prar.g_01886
OG0000814	Prbi.g_01069	Prar.g_01887
OG0000815	Prbi.g_01070	Prar.g_01888
OG0000816	Prbi.g_01072	Prar.g_01890
OG0000817	Prbi.g_01075	Prar.g_01893
OG0000818	Prbi.g_01076	Prar.g_01894
OG0000819	Prbi.g_01078	Prar.g_01896
OG0000820	Prbi.g_01079	Prar.g_01897
OG0000821	Prbi.g_01080	Prar.g_01898
OG0000822	Prbi.g_01081	Prar.g_01899
OG0000823	Prbi.g_01084	Prar.g_01902
OG0000824	Prbi.g_01085	Prar.g_01903
OG0000825	Prbi.g_01087	Prar.g_01905
OG0000826	Prbi.g_01088	Prar.g_01906
OG0000827	Prbi.g_01089	Prar.g_01907
OG0000828	Prbi.g_01091	Prar.g_01909
OG0000829	Prbi.g_01117	Prar.g_01935
OG0000830	Prbi.g_01127	Prar.g_01944
OG0000831	Prbi.g_01130	Prar.g_01947
OG0000832	Prbi.g_01131	Prar.g_01948
OG0000833	Prbi.g_01138	Prar.g_01955
OG0000834	Prbi.g_01142	Prar.g_01324
OG0000835	Prbi.g_01146	Prar.g_01320
OG0000836	Prbi.g_01148	Prar.g_01318
OG0000837	Prbi.g_01161	Prar.g_01309
OG0000838	Prbi.g_01175	Prar.g_01295
OG0000839	Prbi.g_01176	Prar.g_01294
OG0000840	Prbi.g_01181	Prar.g_01289
OG0000841	Prbi.g_01188	Prar.g_01282
OG0000842	Prbi.g_01192	Prar.g_01278
OG0000843	Prbi.g_01194	Prar.g_01276
OG0000844	Prbi.g_01195	Prar.g_01275
OG0000845	Prbi.g_01196	Prar.g_01274
OG0000846	Prbi.g_01197	Prar.g_01273
OG0000847	Prbi.g_01198	Prar.g_01272
OG0000848	Prbi.g_01199	Prar.g_01271
OG0000849	Prbi.g_01200	Prar.g_01270
OG0000850	Prbi.g_01201	Prar.g_01269
OG0000851	Prbi.g_01203	Prar.g_01267
OG0000852	Prbi.g_01206	Prar.g_01264
OG0000853	Prbi.g_01208	Prar.g_01262
OG0000854	Prbi.g_01209	Prar.g_01261
OG0000855	Prbi.g_01210	Prar.g_01260
OG0000856	Prbi.g_01211	Prar.g_01259
OG0000857	Prbi.g_01212	Prar.g_01258
OG0000858	Prbi.g_01214	Prar.g_01256
OG0000859	Prbi.g_01215	Prar.g_01255
OG0000860	Prbi.g_01216	Prar.g_01254
OG0000861	Prbi.g_01217	Prar.g_01253
OG0000862	Prbi.g_01218	Prar.g_01252
OG0000863	Prbi.g_01219	Prar.g_01251
OG0000864	Prbi.g_01220	Prar.g_01250
OG0000865	Prbi.g_01221	Prar.g_01249
OG0000866	Prbi.g_01222	Prar.g_01248
OG0000867	Prbi.g_01225	Prar.g_01245
OG0000868	Prbi.g_01227	Prar.g_01243
OG0000869	Prbi.g_01228	Prar.g_01242
OG0000870	Prbi.g_01229	Prar.g_01241
OG0000871	Prbi.g_01230	Prar.g_01240
OG0000872	Prbi.g_01231	Prar.g_01239
OG0000873	Prbi.g_01232	Prar.g_01238
OG0000874	Prbi.g_01233	Prar.g_01237
OG0000875	Prbi.g_01234	Prar.g_01236
OG0000876	Prbi.g_01236	Prar.g_01234
OG0000877	Prbi.g_01237	Prar.g_01233
OG0000878	Prbi.g_01238	Prar.g_01232
OG0000879	Prbi.g_01239	Prar.g_01231
OG0000880	Prbi.g_01240	Prar.g_01230
OG0000881	Prbi.g_01241	Prar.g_01229
OG0000882	Prbi.g_01242	Prar.g_01228
OG0000883	Prbi.g_01243	Prar.g_01227
OG0000884	Prbi.g_01244	Prar.g_01226
OG0000885	Prbi.g_01245	Prar.g_01225
OG0000886	Prbi.g_01246	Prar.g_01224
OG0000887	Prbi.g_01247	Prar.g_01223
OG0000888	Prbi.g_01248	Prar.g_01222
OG0000889	Prbi.g_01249	Prar.g_01221
OG0000890	Prbi.g_01250	Prar.g_01220
OG0000891	Prbi.g_01251	Prar.g_01219
OG0000892	Prbi.g_01252	Prar.g_01218
OG0000893	Prbi.g_01253	Prar.g_01217
OG0000894	Prbi.g_01255	Prar.g_01215
OG0000895	Prbi.g_01256	Prar.g_01214
OG0000896	Prbi.g_01258	Prar.g_01212
OG0000897	Prbi.g_01259	Prar.g_01211
OG0000898	Prbi.g_01260	Prar.g_01210
OG0000899	Prbi.g_01261	Prar.g_01209
OG0000900	Prbi.g_01263	Prar.g_01207
OG0000901	Prbi.g_01363	Prar.g_00976
OG0000902	Prbi.g_01380	Prar.g_00966
OG0000903	Prbi.g_01381	Prar.g_00965
OG0000904	Prbi.g_01382	Prar.g_00964
OG0000905	Prbi.g_01383	Prar.g_00963
OG0000906	Prbi.g_01384	Prar.g_00962
OG0000907	Prbi.g_01386	Prar.g_00960
OG0000908	Prbi.g_01387	Prar.g_00959
OG0000909	Prbi.g_01388	Prar.g_00958
OG0000910	Prbi.g_01389	Prar.g_00957
OG0000911	Prbi.g_01390	Prar.g_00956
OG0000912	Prbi.g_01393	Prar.g_00953
OG0000913	Prbi.g_01394	Prar.g_00952
OG0000914	Prbi.g_01395	Prar.g_00951
OG0000915	Prbi.g_01397	Prar.g_00949
OG0000916	Prbi.g_01398	Prar.g_00948
OG0000917	Prbi.g_01399	Prar.g_00947
OG0000918	Prbi.g_01400	Prar.g_00946
OG0000919	Prbi.g_01401	Prar.g_00945
OG0000920	Prbi.g_01402	Prar.g_00944
OG0000921	Prbi.g_01404	Prar.g_00942
OG0000922	Prbi.g_01405	Prar.g_00941
OG0000923	Prbi.g_01421	Prar.g_00929
OG0000924	Prbi.g_01422	Prar.g_00928
OG0000925	Prbi.g_01425	Prar.g_00925
OG0000926	Prbi.g_01426	Prar.g_00924
OG0000927	Prbi.g_01427	Prar.g_00923
OG0000928	Prbi.g_01429	Prar.g_00921
OG0000929	Prbi.g_01431	Prar.g_00919
OG0000930	Prbi.g_01433	Prar.g_00917
OG0000931	Prbi.g_01434	Prar.g_00916
OG0000932	Prbi.g_01437	Prar.g_00913
OG0000933	Prbi.g_01441	Prar.g_00909
OG0000934	Prbi.g_01442	Prar.g_00908
OG0000935	Prbi.g_01443	Prar.g_00907
OG0000936	Prbi.g_01444	Prar.g_00906
OG0000937	Prbi.g_01445	Prar.g_00905
OG0000938	Prbi.g_01446	Prar.g_00904
OG0000939	Prbi.g_01447	Prar.g_00903
OG0000940	Prbi.g_01448	Prar.g_00902
OG0000941	Prbi.g_01449	Prar.g_00901
OG0000942	Prbi.g_01450	Prar.g_00900
OG0000943	Prbi.g_01451	Prar.g_00899
OG0000944	Prbi.g_01452	Prar.g_00898
OG0000945	Prbi.g_01453	Prar.g_00897
OG0000946	Prbi.g_01454	Prar.g_00896
OG0000947	Prbi.g_01455	Prar.g_00895
OG0000948	Prbi.g_01456	Prar.g_00894
OG0000949	Prbi.g_01457	Prar.g_00893
OG0000950	Prbi.g_01489	Prar.g_00375
OG0000951	Prbi.g_01571	Prar.g_00357
OG0000952	Prbi.g_01572	Prar.g_00356
OG0000953	Prbi.g_01573	Prar.g_00355
OG0000954	Prbi.g_01574	Prar.g_00354
OG0000955	Prbi.g_01575	Prar.g_00353
OG0000956	Prbi.g_01577	Prar.g_00351
OG0000957	Prbi.g_01578	Prar.g_00350
OG0000958	Prbi.g_01579	Prar.g_00349
OG0000959	Prbi.g_01580	Prar.g_00348
OG0000960	Prbi.g_01581	Prar.g_00347
OG0000961	Prbi.g_01582	Prar.g_00346
OG0000962	Prbi.g_01583	Prar.g_00345
OG0000963	Prbi.g_01584	Prar.g_00344
OG0000964	Prbi.g_01585	Prar.g_00343
OG0000965	Prbi.g_01587	Prar.g_00341
OG0000966	Prbi.g_01588	Prar.g_00340
OG0000967	Prbi.g_01593	Prar.g_00337
OG0000968	Prbi.g_01594	Prar.g_00336
OG0000969	Prbi.g_01595	Prar.g_00335
OG0000970	Prbi.g_01596	Prar.g_00842
OG0000971	Prbi.g_01597	Prar.g_00841
OG0000972	Prbi.g_01598	Prar.g_00840
OG0000973	Prbi.g_01600	Prar.g_00838
OG0000974	Prbi.g_01601	Prar.g_00837
OG0000975	Prbi.g_01602	Prar.g_00836
OG0000976	Prbi.g_01603	Prar.g_00835
OG0000977	Prbi.g_01604	Prar.g_00834
OG0000978	Prbi.g_01605	Prar.g_00833
OG0000979	Prbi.g_01606	Prar.g_00832
OG0000980	Prbi.g_01607	Prar.g_00831
OG0000981	Prbi.g_01608	Prar.g_00830
OG0000982	Prbi.g_01609	Prar.g_00829
OG0000983	Prbi.g_01610	Prar.g_00828
OG0000984	Prbi.g_01613	Prar.g_00824
OG0000985	Prbi.g_01614	Prar.g_00823
OG0000986	Prbi.g_01615	Prar.g_00822
OG0000987	Prbi.g_01617	Prar.g_00820
OG0000988	Prbi.g_01618	Prar.g_00819
OG0000989	Prbi.g_01619	Prar.g_00818
OG0000990	Prbi.g_01620	Prar.g_00817
OG0000991	Prbi.g_01621	Prar.g_00816
OG0000992	Prbi.g_01622	Prar.g_00815
OG0000993	Prbi.g_01623	Prar.g_00814
OG0000994	Prbi.g_01624	Prar.g_00813
OG0000995	Prbi.g_01625	Prar.g_00812
OG0000996	Prbi.g_01626	Prar.g_00811
OG0000997	Prbi.g_01628	Prar.g_00809
OG0000998	Prbi.g_01631	Prar.g_00806
OG0000999	Prbi.g_01633	Prar.g_00804
OG0001000	Prbi.g_01634	Prar.g_00803
OG0001001	Prbi.g_01635	Prar.g_00802
OG0001002	Prbi.g_01637	Prar.g_00800
OG0001003	Prbi.g_01638	Prar.g_00799
OG0001004	Prbi.g_01639	Prar.g_00798
OG0001005	Prbi.g_01640	Prar.g_00797
OG0001006	Prbi.g_01642	Prar.g_00795
OG0001007	Prbi.g_01643	Prar.g_00794
OG0001008	Prbi.g_01644	Prar.g_00793
OG0001009	Prbi.g_01645	Prar.g_00792
OG0001010	Prbi.g_01646	Prar.g_00791
OG0001011	Prbi.g_01647	Prar.g_00790
OG0001012	Prbi.g_01648	Prar.g_00789
OG0001013	Prbi.g_01649	Prar.g_00788
OG0001014	Prbi.g_01650	Prar.g_00787
OG0001015	Prbi.g_01651	Prar.g_00786
OG0001016	Prbi.g_01652	Prar.g_00785
OG0001017	Prbi.g_01653	Prar.g_00784
OG0001018	Prbi.g_01654	Prar.g_00783
OG0001019	Prbi.g_01655	Prar.g_00782
OG0001020	Prbi.g_01656	Prar.g_00781
OG0001021	Prbi.g_01657	Prar.g_00780
OG0001022	Prbi.g_01658	Prar.g_00779
OG0001023	Prbi.g_01659	Prar.g_00778
OG0001024	Prbi.g_01661	Prar.g_00776
OG0001025	Prbi.g_01662	Prar.g_00775
OG0001026	Prbi.g_01663	Prar.g_00774
OG0001027	Prbi.g_01664	Prar.g_00773
OG0001028	Prbi.g_01665	Prar.g_00772
OG0001029	Prbi.g_01666	Prar.g_00771
OG0001030	Prbi.g_01669	Prar.g_00768
OG0001031	Prbi.g_01670	Prar.g_00767
OG0001032	Prbi.g_01678	Prar.g_00760
OG0001033	Prbi.g_01685	Prar.g_00753
OG0001034	Prbi.g_01711	Prar.g_00725
OG0001035	Prbi.g_01781	Prar.g_01149
OG0001036	Prbi.g_01782	Prar.g_01148
OG0001037	Prbi.g_01788	Prar.g_01142
OG0001038	Prbi.g_01789	Prar.g_01141
OG0001039	Prbi.g_01790	Prar.g_01140
OG0001040	Prbi.g_01791	Prar.g_01139
OG0001041	Prbi.g_01793	Prar.g_01137
OG0001042	Prbi.g_01794	Prar.g_01136
OG0001043	Prbi.g_01795	Prar.g_01135
OG0001044	Prbi.g_01796	Prar.g_01134
OG0001045	Prbi.g_01797	Prar.g_01133
OG0001046	Prbi.g_01798	Prar.g_01132
OG0001047	Prbi.g_01799	Prar.g_01131
OG0001048	Prbi.g_01801	Prar.g_01129
OG0001049	Prbi.g_01802	Prar.g_01128
OG0001050	Prbi.g_01803	Prar.g_01127
OG0001051	Prbi.g_01804	Prar.g_01126
OG0001052	Prbi.g_01805	Prar.g_01125
OG0001053	Prbi.g_01806	Prar.g_01124
OG0001054	Prbi.g_01807	Prar.g_01123
OG0001055	Prbi.g_01808	Prar.g_01122
OG0001056	Prbi.g_01809	Prar.g_01121
OG0001057	Prbi.g_01811	Prar.g_01964
OG0001058	Prbi.g_01812	Prar.g_01965
OG0001059	Prbi.g_01813	Prar.g_01966
OG0001060	Prbi.g_01814	Prar.g_01967
OG0001061	Prbi.g_01815	Prar.g_01968
OG0001062	Prbi.g_01816	Prar.g_01969
OG0001063	Prbi.g_01817	Prar.g_01970
OG0001064	Prbi.g_01818	Prar.g_01971
OG0001065	Prbi.g_01819	Prar.g_01963
OG0001066	Prbi.g_01820	Prar.g_01962
OG0001067	Prbi.g_01821	Prar.g_01961
OG0001068	Prbi.g_01822	Prar.g_01960
OG0001069	Prbi.g_01825	Prar.g_01957
OG0001070	Prbi.g_01827	Prar.g_00596
OG0001071	Prbi.g_01828	Prar.g_00597
OG0001072	Prbi.g_01829	Prar.g_00598
OG0001073	Prbi.g_01830	Prar.g_00599
OG0001074	Prbi.g_01831	Prar.g_00600
OG0001075	Prbi.g_01832	Prar.g_00601
OG0001076	Prbi.g_01834	Prar.g_00603
OG0001077	Prbi.g_01835	Prar.g_00604
OG0001078	Prbi.g_01836	Prar.g_00605
OG0001079	Prbi.g_01837	Prar.g_00606
OG0001080	Prbi.g_01838	Prar.g_00607
OG0001081	Prbi.g_01839	Prar.g_00608
OG0001082	Prbi.g_01840	Prar.g_00609
OG0001083	Prbi.g_01841	Prar.g_00610
OG0001084	Prbi.g_01842	Prar.g_00611
OG0001085	Prbi.g_01843	Prar.g_00612
OG0001086	Prbi.g_01848	Prar.g_01114
OG0001087	Prbi.g_01849	Prar.g_01113
OG0001088	Prbi.g_01850	Prar.g_01112
OG0001089	Prbi.g_01852	Prar.g_01110
OG0001090	Prbi.g_01853	Prar.g_01109
OG0001091	Prbi.g_01854	Prar.g_01108
OG0001092	Prbi.g_01855	Prar.g_01107
OG0001093	Prbi.g_01856	Prar.g_01106
OG0001094	Prbi.g_01857	Prar.g_01105
OG0001095	Prbi.g_01858	Prar.g_01104
OG0001096	Prbi.g_01859	Prar.g_01103
OG0001097	Prbi.g_01860	Prar.g_01102
OG0001098	Prbi.g_01861	Prar.g_01101
OG0001099	Prbi.g_01863	Prar.g_01100
OG0001100	Prbi.g_01864	Prar.g_01099
OG0001101	Prbi.g_01865	Prar.g_01098
OG0001102	Prbi.g_01868	Prar.g_01095
OG0001103	Prbi.g_01869	Prar.g_01094
OG0001104	Prbi.g_01870	Prar.g_01093
OG0001105	Prbi.g_01872	Prar.g_01091
OG0001106	Prbi.g_01874	Prar.g_01089
