Orthogroup	Prbi	Prbb
OG0000526	Prbi.g_00572	Prbb.g_00573
OG0000527	Prbi.g_00573	Prbb.g_00574
OG0000528	Prbi.g_00574	Prbb.g_00575
OG0000529	Prbi.g_00575	Prbb.g_00576
OG0000530	Prbi.g_00576	Prbb.g_00577
OG0000531	Prbi.g_00577	Prbb.g_00578
OG0000532	Prbi.g_00578	Prbb.g_00579
OG0000533	Prbi.g_00580	Prbb.g_00580
OG0000534	Prbi.g_00581	Prbb.g_00581
OG0000535	Prbi.g_00582	Prbb.g_00582
OG0000536	Prbi.g_00583	Prbb.g_00583
OG0000537	Prbi.g_00584	Prbb.g_00584
OG0000538	Prbi.g_00585	Prbb.g_00585
OG0000539	Prbi.g_00588	Prbb.g_00587
OG0000540	Prbi.g_00589	Prbb.g_00588
OG0000541	Prbi.g_00590	Prbb.g_00589
OG0000542	Prbi.g_00593	Prbb.g_00591
OG0000543	Prbi.g_00594	Prbb.g_00592
OG0000544	Prbi.g_00595	Prbb.g_00594
OG0000545	Prbi.g_00596	Prbb.g_00593
OG0000546	Prbi.g_00597	Prbb.g_00595
OG0000547	Prbi.g_00598	Prbb.g_00596
OG0000548	Prbi.g_00599	Prbb.g_00597
OG0000549	Prbi.g_00601	Prbb.g_00599
OG0000550	Prbi.g_00602	Prbb.g_00600
OG0000551	Prbi.g_00603	Prbb.g_00601
OG0000552	Prbi.g_00604	Prbb.g_00602
OG0000553	Prbi.g_00605	Prbb.g_00603
OG0000554	Prbi.g_00606	Prbb.g_00604
OG0000555	Prbi.g_00607	Prbb.g_00606
OG0000556	Prbi.g_00608	Prbb.g_00607
OG0000557	Prbi.g_00609	Prbb.g_00608
OG0000558	Prbi.g_00610	Prbb.g_00609
OG0000559	Prbi.g_00611	Prbb.g_00610
OG0000560	Prbi.g_00612	Prbb.g_00611
OG0000561	Prbi.g_00613	Prbb.g_00612
OG0000562	Prbi.g_00614	Prbb.g_00613
OG0000563	Prbi.g_00615	Prbb.g_00614
OG0000564	Prbi.g_00616	Prbb.g_00615
OG0000565	Prbi.g_00617	Prbb.g_00616
OG0000566	Prbi.g_00618	Prbb.g_00617
OG0000567	Prbi.g_00619	Prbb.g_00618
OG0000568	Prbi.g_00620	Prbb.g_00619
OG0000569	Prbi.g_00623	Prbb.g_00622
OG0000570	Prbi.g_00624	Prbb.g_00623
OG0000571	Prbi.g_00626	Prbb.g_00624
OG0000572	Prbi.g_00627	Prbb.g_00626
OG0000573	Prbi.g_00628	Prbb.g_00627
OG0000574	Prbi.g_00629	Prbb.g_00628
OG0000575	Prbi.g_00630	Prbb.g_00629
OG0000576	Prbi.g_00631	Prbb.g_00630
OG0000577	Prbi.g_00632	Prbb.g_00631
OG0000578	Prbi.g_00634	Prbb.g_00632
OG0000579	Prbi.g_00635	Prbb.g_00633
OG0000580	Prbi.g_00636	Prbb.g_00634
OG0000581	Prbi.g_00637	Prbb.g_00635
OG0000582	Prbi.g_00638	Prbb.g_00636
OG0000583	Prbi.g_00639	Prbb.g_00637
OG0000584	Prbi.g_00641	Prbb.g_00639
OG0000585	Prbi.g_00642	Prbb.g_00640
OG0000586	Prbi.g_00643	Prbb.g_00641
OG0000587	Prbi.g_00644	Prbb.g_00642
OG0000588	Prbi.g_00645	Prbb.g_00643
OG0000589	Prbi.g_00646	Prbb.g_00644
OG0000590	Prbi.g_00647	Prbb.g_00645
OG0000591	Prbi.g_00648	Prbb.g_00646
OG0000592	Prbi.g_00649	Prbb.g_00647
OG0000593	Prbi.g_00650	Prbb.g_00648
OG0000594	Prbi.g_00651	Prbb.g_00649
OG0000595	Prbi.g_00652	Prbb.g_00650
OG0000596	Prbi.g_00653	Prbb.g_00651
OG0000597	Prbi.g_00657	Prbb.g_00655
OG0000598	Prbi.g_00658	Prbb.g_00656
OG0000599	Prbi.g_00659	Prbb.g_00657
OG0000600	Prbi.g_00660	Prbb.g_00658
OG0000601	Prbi.g_00661	Prbb.g_00659
OG0000602	Prbi.g_00662	Prbb.g_00660
OG0000603	Prbi.g_00663	Prbb.g_00661
OG0000604	Prbi.g_00664	Prbb.g_00662
OG0000605	Prbi.g_00665	Prbb.g_00664
OG0000606	Prbi.g_00666	Prbb.g_00665
OG0000607	Prbi.g_00667	Prbb.g_00667
OG0000608	Prbi.g_00668	Prbb.g_00668
OG0000609	Prbi.g_00670	Prbb.g_00670
OG0000610	Prbi.g_00671	Prbb.g_00671
OG0000611	Prbi.g_00673	Prbb.g_00674
OG0000612	Prbi.g_00674	Prbb.g_00675
OG0000613	Prbi.g_00676	Prbb.g_00677
OG0000614	Prbi.g_00682	Prbb.g_00684
OG0000615	Prbi.g_00683	Prbb.g_00685
OG0000616	Prbi.g_00684	Prbb.g_00686
OG0000617	Prbi.g_00686	Prbb.g_00689
OG0000618	Prbi.g_00687	Prbb.g_00690
OG0000619	Prbi.g_00688	Prbb.g_00691
OG0000620	Prbi.g_00690	Prbb.g_00693
OG0000621	Prbi.g_00691	Prbb.g_00694
OG0000622	Prbi.g_00692	Prbb.g_00695
OG0000623	Prbi.g_00693	Prbb.g_00696
OG0000624	Prbi.g_00695	Prbb.g_00700
OG0000625	Prbi.g_00696	Prbb.g_00701
OG0000626	Prbi.g_00697	Prbb.g_00702
OG0000627	Prbi.g_00698	Prbb.g_01450
OG0000628	Prbi.g_00699	Prbb.g_00703
OG0000629	Prbi.g_00700	Prbb.g_00705
OG0000630	Prbi.g_00703	Prbb.g_00707
OG0000631	Prbi.g_00704	Prbb.g_00708
OG0000632	Prbi.g_00708	Prbb.g_02176
OG0000633	Prbi.g_00709	Prbb.g_01260
OG0000634	Prbi.g_00746	Prbb.g_00714
OG0000635	Prbi.g_00748	Prbb.g_00716
OG0000636	Prbi.g_00749	Prbb.g_00717
OG0000637	Prbi.g_00751	Prbb.g_00719
OG0000638	Prbi.g_00752	Prbb.g_00720
OG0000639	Prbi.g_00753	Prbb.g_00721
OG0000640	Prbi.g_00754	Prbb.g_00722
OG0000641	Prbi.g_00755	Prbb.g_00723
OG0000642	Prbi.g_00756	Prbb.g_00724
OG0000643	Prbi.g_00757	Prbb.g_00725
OG0000644	Prbi.g_00759	Prbb.g_00727
OG0000645	Prbi.g_00760	Prbb.g_00729
OG0000646	Prbi.g_00761	Prbb.g_00730
OG0000647	Prbi.g_00762	Prbb.g_00731
OG0000648	Prbi.g_00763	Prbb.g_00733
OG0000649	Prbi.g_00764	Prbb.g_00734
OG0000650	Prbi.g_00765	Prbb.g_00735
OG0000651	Prbi.g_00766	Prbb.g_00736
OG0000652	Prbi.g_00768	Prbb.g_00738
OG0000653	Prbi.g_00790	Prbb.g_00086
OG0000654	Prbi.g_00792	Prbb.g_00108
OG0000655	Prbi.g_00802	Prbb.g_01452
OG0000656	Prbi.g_00807	Prbb.g_01099
OG0000657	Prbi.g_00811	Prbb.g_00983
OG0000658	Prbi.g_00812	Prbb.g_00982
OG0000659	Prbi.g_00813	Prbb.g_00981
OG0000660	Prbi.g_00825	Prbb.g_00389
OG0000661	Prbi.g_00834	Prbb.g_00958
OG0000662	Prbi.g_00835	Prbb.g_00960
OG0000663	Prbi.g_00838	Prbb.g_00962
OG0000664	Prbi.g_00839	Prbb.g_00963
OG0000665	Prbi.g_00840	Prbb.g_00964
OG0000666	Prbi.g_00841	Prbb.g_00777
OG0000667	Prbi.g_00842	Prbb.g_00778
OG0000668	Prbi.g_00843	Prbb.g_00779
OG0000669	Prbi.g_00844	Prbb.g_00780
OG0000670	Prbi.g_00846	Prbb.g_00782
OG0000671	Prbi.g_00847	Prbb.g_00783
OG0000672	Prbi.g_00848	Prbb.g_00784
OG0000673	Prbi.g_00849	Prbb.g_00785
OG0000674	Prbi.g_00850	Prbb.g_00786
OG0000675	Prbi.g_00851	Prbb.g_00787
OG0000676	Prbi.g_00853	Prbb.g_00789
OG0000677	Prbi.g_00855	Prbb.g_00791
OG0000678	Prbi.g_00856	Prbb.g_00792
OG0000679	Prbi.g_00857	Prbb.g_00793
OG0000680	Prbi.g_00858	Prbb.g_00794
OG0000681	Prbi.g_00859	Prbb.g_00795
OG0000682	Prbi.g_00860	Prbb.g_00796
OG0000683	Prbi.g_00861	Prbb.g_00798
OG0000684	Prbi.g_00862	Prbb.g_00800
OG0000685	Prbi.g_00863	Prbb.g_00801
OG0000686	Prbi.g_00864	Prbb.g_00802
OG0000687	Prbi.g_00865	Prbb.g_00803
OG0000688	Prbi.g_00866	Prbb.g_00804
OG0000689	Prbi.g_00867	Prbb.g_00805
OG0000690	Prbi.g_00868	Prbb.g_00806
OG0000691	Prbi.g_00870	Prbb.g_00808
OG0000692	Prbi.g_00871	Prbb.g_00809
OG0000693	Prbi.g_00872	Prbb.g_00810
OG0000694	Prbi.g_00873	Prbb.g_00811
OG0000695	Prbi.g_00874	Prbb.g_00812
OG0000696	Prbi.g_00875	Prbb.g_00813
OG0000697	Prbi.g_00877	Prbb.g_00814
OG0000698	Prbi.g_00878	Prbb.g_00815
OG0000699	Prbi.g_00882	Prbb.g_00818
OG0000700	Prbi.g_00883	Prbb.g_00819
OG0000701	Prbi.g_00884	Prbb.g_00821
OG0000702	Prbi.g_00885	Prbb.g_00822
OG0000703	Prbi.g_00886	Prbb.g_00823
OG0000704	Prbi.g_00887	Prbb.g_00824
OG0000705	Prbi.g_00889	Prbb.g_00827
OG0000706	Prbi.g_00890	Prbb.g_00828
OG0000707	Prbi.g_00891	Prbb.g_00829
OG0000708	Prbi.g_00892	Prbb.g_00830
OG0000709	Prbi.g_00893	Prbb.g_00831
OG0000710	Prbi.g_00894	Prbb.g_00832
OG0000711	Prbi.g_00895	Prbb.g_00833
OG0000712	Prbi.g_00896	Prbb.g_00834
OG0000713	Prbi.g_00897	Prbb.g_00835
OG0000714	Prbi.g_00899	Prbb.g_00837
OG0000715	Prbi.g_00900	Prbb.g_00838
OG0000716	Prbi.g_00901	Prbb.g_00839
OG0000717	Prbi.g_00902	Prbb.g_00840
OG0000718	Prbi.g_00903	Prbb.g_00841
OG0000719	Prbi.g_00905	Prbb.g_00843
OG0000720	Prbi.g_00907	Prbb.g_00847
OG0000721	Prbi.g_00908	Prbb.g_00848
OG0000722	Prbi.g_00934	Prbb.g_00914
OG0000723	Prbi.g_00939	Prbb.g_00917
OG0000724	Prbi.g_00942	Prbb.g_00922
OG0000725	Prbi.g_00943	Prbb.g_00924
OG0000726	Prbi.g_00944	Prbb.g_00925
OG0000727	Prbi.g_00945	Prbb.g_00926
OG0000728	Prbi.g_00946	Prbb.g_00927
OG0000729	Prbi.g_00948	Prbb.g_00929
OG0000730	Prbi.g_00949	Prbb.g_00930
OG0000731	Prbi.g_00951	Prbb.g_00932
OG0000732	Prbi.g_00952	Prbb.g_00933
OG0000733	Prbi.g_00953	Prbb.g_00934
OG0000734	Prbi.g_00954	Prbb.g_00935
OG0000735	Prbi.g_00955	Prbb.g_00936
OG0000736	Prbi.g_00957	Prbb.g_00938
OG0000737	Prbi.g_00958	Prbb.g_00939
OG0000738	Prbi.g_00960	Prbb.g_00942
OG0000739	Prbi.g_00961	Prbb.g_00943
OG0000740	Prbi.g_00962	Prbb.g_00944
OG0000741	Prbi.g_00964	Prbb.g_00946
OG0000742	Prbi.g_00965	Prbb.g_00947
OG0000743	Prbi.g_00969	Prbb.g_00951
OG0000744	Prbi.g_00970	Prbb.g_00952
OG0000745	Prbi.g_00971	Prbb.g_00762
OG0000746	Prbi.g_00972	Prbb.g_00763
OG0000747	Prbi.g_00973	Prbb.g_00764
OG0000748	Prbi.g_00974	Prbb.g_00765
OG0000749	Prbi.g_00975	Prbb.g_00766
OG0000750	Prbi.g_00976	Prbb.g_00767
OG0000751	Prbi.g_00978	Prbb.g_00769
OG0000752	Prbi.g_00979	Prbb.g_00770
OG0000753	Prbi.g_00980	Prbb.g_00771
OG0000754	Prbi.g_00981	Prbb.g_00772
OG0000755	Prbi.g_00983	Prbb.g_00774
OG0000756	Prbi.g_00984	Prbb.g_00775
OG0000757	Prbi.g_00985	Prbb.g_00776
OG0000758	Prbi.g_00986	Prbb.g_00965
OG0000759	Prbi.g_00987	Prbb.g_00966
OG0000760	Prbi.g_00988	Prbb.g_00967
OG0000761	Prbi.g_00989	Prbb.g_00968
OG0000762	Prbi.g_00991	Prbb.g_00970
OG0000763	Prbi.g_00992	Prbb.g_00971
OG0000764	Prbi.g_00993	Prbb.g_00972
OG0000765	Prbi.g_00994	Prbb.g_00973
OG0000766	Prbi.g_00995	Prbb.g_00974
OG0000767	Prbi.g_00996	Prbb.g_00975
OG0000768	Prbi.g_00997	Prbb.g_00976
OG0000769	Prbi.g_00998	Prbb.g_00977
OG0000770	Prbi.g_00999	Prbb.g_00978
OG0000771	Prbi.g_01000	Prbb.g_00979
OG0000772	Prbi.g_01001	Prbb.g_00893
OG0000773	Prbi.g_01003	Prbb.g_00984
OG0000774	Prbi.g_01004	Prbb.g_00985
OG0000775	Prbi.g_01005	Prbb.g_00986
OG0000776	Prbi.g_01006	Prbb.g_00988
OG0000777	Prbi.g_01007	Prbb.g_00989
OG0000778	Prbi.g_01008	Prbb.g_00990
OG0000779	Prbi.g_01010	Prbb.g_00992
OG0000780	Prbi.g_01011	Prbb.g_00993
OG0000781	Prbi.g_01012	Prbb.g_00994
OG0000782	Prbi.g_01014	Prbb.g_00996
OG0000783	Prbi.g_01015	Prbb.g_00997
OG0000784	Prbi.g_01016	Prbb.g_00998
OG0000785	Prbi.g_01017	Prbb.g_00999
OG0000786	Prbi.g_01018	Prbb.g_01000
OG0000787	Prbi.g_01020	Prbb.g_01002
OG0000788	Prbi.g_01021	Prbb.g_01003
OG0000789	Prbi.g_01022	Prbb.g_01004
OG0000790	Prbi.g_01023	Prbb.g_01005
OG0000791	Prbi.g_01024	Prbb.g_01006
OG0000792	Prbi.g_01025	Prbb.g_00101
OG0000793	Prbi.g_01026	Prbb.g_01007
OG0000794	Prbi.g_01027	Prbb.g_01008
OG0000795	Prbi.g_01028	Prbb.g_01009
OG0000796	Prbi.g_01030	Prbb.g_01010
OG0000797	Prbi.g_01032	Prbb.g_01012
OG0000798	Prbi.g_01033	Prbb.g_01013
OG0000799	Prbi.g_01034	Prbb.g_01014
OG0000800	Prbi.g_01035	Prbb.g_01015
OG0000801	Prbi.g_01036	Prbb.g_01016
OG0000802	Prbi.g_01038	Prbb.g_01017
OG0000803	Prbi.g_01039	Prbb.g_01018
OG0000804	Prbi.g_01055	Prbb.g_01036
OG0000805	Prbi.g_01057	Prbb.g_01037
OG0000806	Prbi.g_01058	Prbb.g_01038
OG0000807	Prbi.g_01059	Prbb.g_01039
OG0000808	Prbi.g_01060	Prbb.g_01040
OG0000809	Prbi.g_01064	Prbb.g_01045
OG0000810	Prbi.g_01065	Prbb.g_01047
OG0000811	Prbi.g_01066	Prbb.g_01048
OG0000812	Prbi.g_01067	Prbb.g_00892
OG0000813	Prbi.g_01068	Prbb.g_01049
OG0000814	Prbi.g_01069	Prbb.g_01050
OG0000815	Prbi.g_01070	Prbb.g_01051
OG0000816	Prbi.g_01072	Prbb.g_01054
OG0000817	Prbi.g_01075	Prbb.g_01058
OG0000818	Prbi.g_01076	Prbb.g_01059
OG0000819	Prbi.g_01078	Prbb.g_01062
OG0000820	Prbi.g_01079	Prbb.g_01063
OG0000821	Prbi.g_01080	Prbb.g_01064
OG0000822	Prbi.g_01081	Prbb.g_01065
OG0000823	Prbi.g_01084	Prbb.g_01068
OG0000824	Prbi.g_01085	Prbb.g_01069
OG0000825	Prbi.g_01087	Prbb.g_00891
OG0000826	Prbi.g_01088	Prbb.g_00890
OG0000827	Prbi.g_01089	Prbb.g_00889
OG0000828	Prbi.g_01091	Prbb.g_00887
OG0000829	Prbi.g_01117	Prbb.g_00897
OG0000830	Prbi.g_01127	Prbb.g_01108
OG0000831	Prbi.g_01130	Prbb.g_01090
OG0000832	Prbi.g_01131	Prbb.g_01783
OG0000833	Prbi.g_01138	Prbb.g_02071
OG0000834	Prbi.g_01142	Prbb.g_00392
OG0000835	Prbi.g_01146	Prbb.g_00400
OG0000836	Prbi.g_01148	Prbb.g_01780
OG0000837	Prbi.g_01161	Prbb.g_01085
OG0000838	Prbi.g_01175	Prbb.g_01888
OG0000839	Prbi.g_01176	Prbb.g_01889
OG0000840	Prbi.g_01181	Prbb.g_01126
OG0000841	Prbi.g_01188	Prbb.g_01539
OG0000842	Prbi.g_01192	Prbb.g_01533
OG0000843	Prbi.g_01194	Prbb.g_01531
OG0000844	Prbi.g_01195	Prbb.g_01530
OG0000845	Prbi.g_01196	Prbb.g_01529
OG0000846	Prbi.g_01197	Prbb.g_01528
OG0000847	Prbi.g_01198	Prbb.g_01527
OG0000848	Prbi.g_01199	Prbb.g_01526
OG0000849	Prbi.g_01200	Prbb.g_01525
OG0000850	Prbi.g_01201	Prbb.g_01524
OG0000851	Prbi.g_01203	Prbb.g_01521
OG0000852	Prbi.g_01206	Prbb.g_01518
OG0000853	Prbi.g_01208	Prbb.g_01516
OG0000854	Prbi.g_01209	Prbb.g_01515
OG0000855	Prbi.g_01210	Prbb.g_01513
OG0000856	Prbi.g_01211	Prbb.g_01512
OG0000857	Prbi.g_01212	Prbb.g_01511
OG0000858	Prbi.g_01214	Prbb.g_01508
OG0000859	Prbi.g_01215	Prbb.g_01507
OG0000860	Prbi.g_01216	Prbb.g_01506
OG0000861	Prbi.g_01217	Prbb.g_01505
OG0000862	Prbi.g_01218	Prbb.g_01504
OG0000863	Prbi.g_01219	Prbb.g_01502
OG0000864	Prbi.g_01220	Prbb.g_01501
OG0000865	Prbi.g_01221	Prbb.g_01500
OG0000866	Prbi.g_01222	Prbb.g_01499
OG0000867	Prbi.g_01225	Prbb.g_01497
OG0000868	Prbi.g_01227	Prbb.g_01495
OG0000869	Prbi.g_01228	Prbb.g_01493
OG0000870	Prbi.g_01229	Prbb.g_01491
OG0000871	Prbi.g_01230	Prbb.g_01490
OG0000872	Prbi.g_01231	Prbb.g_01488
OG0000873	Prbi.g_01232	Prbb.g_01487
OG0000874	Prbi.g_01233	Prbb.g_01486
OG0000875	Prbi.g_01234	Prbb.g_01484
OG0000876	Prbi.g_01236	Prbb.g_01482
OG0000877	Prbi.g_01237	Prbb.g_01481
OG0000878	Prbi.g_01238	Prbb.g_01480
OG0000879	Prbi.g_01239	Prbb.g_01479
OG0000880	Prbi.g_01240	Prbb.g_01478
OG0000881	Prbi.g_01241	Prbb.g_01477
OG0000882	Prbi.g_01242	Prbb.g_01476
OG0000883	Prbi.g_01243	Prbb.g_01475
OG0000884	Prbi.g_01244	Prbb.g_01474
OG0000885	Prbi.g_01245	Prbb.g_01473
OG0000886	Prbi.g_01246	Prbb.g_01472
OG0000887	Prbi.g_01247	Prbb.g_01471
OG0000888	Prbi.g_01248	Prbb.g_01470
OG0000889	Prbi.g_01249	Prbb.g_01469
OG0000890	Prbi.g_01250	Prbb.g_01468
OG0000891	Prbi.g_01251	Prbb.g_01467
OG0000892	Prbi.g_01252	Prbb.g_01465
OG0000893	Prbi.g_01253	Prbb.g_01464
OG0000894	Prbi.g_01255	Prbb.g_01463
OG0000895	Prbi.g_01256	Prbb.g_01462
OG0000896	Prbi.g_01258	Prbb.g_01461
OG0000897	Prbi.g_01259	Prbb.g_01460
OG0000898	Prbi.g_01260	Prbb.g_01459
OG0000899	Prbi.g_01261	Prbb.g_01458
OG0000900	Prbi.g_01263	Prbb.g_01457
OG0000901	Prbi.g_01363	Prbb.g_01291
OG0000902	Prbi.g_01380	Prbb.g_01575
OG0000903	Prbi.g_01381	Prbb.g_01576
OG0000904	Prbi.g_01382	Prbb.g_01577
OG0000905	Prbi.g_01383	Prbb.g_01578
OG0000906	Prbi.g_01384	Prbb.g_01580
OG0000907	Prbi.g_01386	Prbb.g_01581
OG0000908	Prbi.g_01387	Prbb.g_01582
OG0000909	Prbi.g_01388	Prbb.g_01583
OG0000910	Prbi.g_01389	Prbb.g_01584
OG0000911	Prbi.g_01390	Prbb.g_01585
OG0000912	Prbi.g_01393	Prbb.g_01588
OG0000913	Prbi.g_01394	Prbb.g_01589
OG0000914	Prbi.g_01395	Prbb.g_01590
OG0000915	Prbi.g_01397	Prbb.g_01592
OG0000916	Prbi.g_01398	Prbb.g_01593
OG0000917	Prbi.g_01399	Prbb.g_01594
OG0000918	Prbi.g_01400	Prbb.g_01595
OG0000919	Prbi.g_01401	Prbb.g_01596
OG0000920	Prbi.g_01402	Prbb.g_01597
OG0000921	Prbi.g_01404	Prbb.g_01600
OG0000922	Prbi.g_01405	Prbb.g_01601
OG0000923	Prbi.g_01421	Prbb.g_01608
OG0000924	Prbi.g_01422	Prbb.g_01609
OG0000925	Prbi.g_01425	Prbb.g_01612
OG0000926	Prbi.g_01426	Prbb.g_00746
OG0000927	Prbi.g_01427	Prbb.g_01541
OG0000928	Prbi.g_01429	Prbb.g_01057
OG0000929	Prbi.g_01431	Prbb.g_01789
OG0000930	Prbi.g_01433	Prbb.g_01637
OG0000931	Prbi.g_01434	Prbb.g_00845
OG0000932	Prbi.g_01437	Prbb.g_01201
OG0000933	Prbi.g_01441	Prbb.g_01641
OG0000934	Prbi.g_01442	Prbb.g_01642
OG0000935	Prbi.g_01443	Prbb.g_01643
OG0000936	Prbi.g_01444	Prbb.g_01644
OG0000937	Prbi.g_01445	Prbb.g_01645
OG0000938	Prbi.g_01446	Prbb.g_01646
OG0000939	Prbi.g_01447	Prbb.g_01647
OG0000940	Prbi.g_01448	Prbb.g_01648
OG0000941	Prbi.g_01449	Prbb.g_01649
OG0000942	Prbi.g_01450	Prbb.g_01650
OG0000943	Prbi.g_01451	Prbb.g_01651
OG0000944	Prbi.g_01452	Prbb.g_01652
OG0000945	Prbi.g_01453	Prbb.g_01653
OG0000946	Prbi.g_01454	Prbb.g_01654
OG0000947	Prbi.g_01455	Prbb.g_01655
OG0000948	Prbi.g_01456	Prbb.g_01656
OG0000949	Prbi.g_01457	Prbb.g_01657
OG0000950	Prbi.g_01489	Prbb.g_02044
OG0000951	Prbi.g_01571	Prbb.g_01668
OG0000952	Prbi.g_01572	Prbb.g_01669
OG0000953	Prbi.g_01573	Prbb.g_01670
OG0000954	Prbi.g_01574	Prbb.g_01671
OG0000955	Prbi.g_01575	Prbb.g_01672
OG0000956	Prbi.g_01577	Prbb.g_01674
OG0000957	Prbi.g_01578	Prbb.g_01675
OG0000958	Prbi.g_01579	Prbb.g_01676
OG0000959	Prbi.g_01580	Prbb.g_01677
OG0000960	Prbi.g_01581	Prbb.g_01678
OG0000961	Prbi.g_01582	Prbb.g_01679
OG0000962	Prbi.g_01583	Prbb.g_01680
OG0000963	Prbi.g_01584	Prbb.g_01681
OG0000964	Prbi.g_01585	Prbb.g_01683
OG0000965	Prbi.g_01587	Prbb.g_01684
OG0000966	Prbi.g_01588	Prbb.g_01685
OG0000967	Prbi.g_01593	Prbb.g_01688
OG0000968	Prbi.g_01594	Prbb.g_01689
OG0000969	Prbi.g_01595	Prbb.g_01690
OG0000970	Prbi.g_01596	Prbb.g_01691
OG0000971	Prbi.g_01597	Prbb.g_01692
OG0000972	Prbi.g_01598	Prbb.g_01693
OG0000973	Prbi.g_01600	Prbb.g_01695
OG0000974	Prbi.g_01601	Prbb.g_01696
OG0000975	Prbi.g_01602	Prbb.g_01697
OG0000976	Prbi.g_01603	Prbb.g_01698
OG0000977	Prbi.g_01604	Prbb.g_01699
OG0000978	Prbi.g_01605	Prbb.g_01700
OG0000979	Prbi.g_01606	Prbb.g_01701
OG0000980	Prbi.g_01607	Prbb.g_00465
OG0000981	Prbi.g_01608	Prbb.g_01702
OG0000982	Prbi.g_01609	Prbb.g_01703
OG0000983	Prbi.g_01610	Prbb.g_01704
OG0000984	Prbi.g_01613	Prbb.g_01707
OG0000985	Prbi.g_01614	Prbb.g_01708
OG0000986	Prbi.g_01615	Prbb.g_01709
OG0000987	Prbi.g_01617	Prbb.g_01711
OG0000988	Prbi.g_01618	Prbb.g_01712
OG0000989	Prbi.g_01619	Prbb.g_01713
OG0000990	Prbi.g_01620	Prbb.g_01714
OG0000991	Prbi.g_01621	Prbb.g_01715
OG0000992	Prbi.g_01622	Prbb.g_01716
OG0000993	Prbi.g_01623	Prbb.g_01717
OG0000994	Prbi.g_01624	Prbb.g_01718
OG0000995	Prbi.g_01625	Prbb.g_01719
OG0000996	Prbi.g_01626	Prbb.g_01720
OG0000997	Prbi.g_01628	Prbb.g_01722
OG0000998	Prbi.g_01631	Prbb.g_01728
OG0000999	Prbi.g_01633	Prbb.g_01731
OG0001000	Prbi.g_01634	Prbb.g_01732
OG0001001	Prbi.g_01635	Prbb.g_01733
OG0001002	Prbi.g_01637	Prbb.g_01735
OG0001003	Prbi.g_01638	Prbb.g_01736
OG0001004	Prbi.g_01639	Prbb.g_01737
OG0001005	Prbi.g_01640	Prbb.g_01738
OG0001006	Prbi.g_01642	Prbb.g_01740
OG0001007	Prbi.g_01643	Prbb.g_01741
OG0001008	Prbi.g_01644	Prbb.g_01742
OG0001009	Prbi.g_01645	Prbb.g_01744
OG0001010	Prbi.g_01646	Prbb.g_01745
OG0001011	Prbi.g_01647	Prbb.g_01746
OG0001012	Prbi.g_01648	Prbb.g_01747
OG0001013	Prbi.g_01649	Prbb.g_01748
OG0001014	Prbi.g_01650	Prbb.g_01749
OG0001015	Prbi.g_01651	Prbb.g_01750
OG0001016	Prbi.g_01652	Prbb.g_01751
OG0001017	Prbi.g_01653	Prbb.g_01752
OG0001018	Prbi.g_01654	Prbb.g_01753
OG0001019	Prbi.g_01655	Prbb.g_01754
OG0001020	Prbi.g_01656	Prbb.g_01755
OG0001021	Prbi.g_01657	Prbb.g_01756
OG0001022	Prbi.g_01658	Prbb.g_01757
OG0001023	Prbi.g_01659	Prbb.g_01758
OG0001024	Prbi.g_01661	Prbb.g_01760
OG0001025	Prbi.g_01662	Prbb.g_01761
OG0001026	Prbi.g_01663	Prbb.g_01762
OG0001027	Prbi.g_01664	Prbb.g_01763
OG0001028	Prbi.g_01665	Prbb.g_01765
OG0001029	Prbi.g_01666	Prbb.g_01766
OG0001030	Prbi.g_01669	Prbb.g_01769
OG0001031	Prbi.g_01670	Prbb.g_01770
OG0001032	Prbi.g_01678	Prbb.g_01555
OG0001033	Prbi.g_01685	Prbb.g_01659
OG0001034	Prbi.g_01711	Prbb.g_00799
OG0001035	Prbi.g_01781	Prbb.g_01817
OG0001036	Prbi.g_01782	Prbb.g_01818
OG0001037	Prbi.g_01788	Prbb.g_01824
OG0001038	Prbi.g_01789	Prbb.g_01825
OG0001039	Prbi.g_01790	Prbb.g_01826
OG0001040	Prbi.g_01791	Prbb.g_01827
OG0001041	Prbi.g_01793	Prbb.g_01828
OG0001042	Prbi.g_01794	Prbb.g_01829
OG0001043	Prbi.g_01795	Prbb.g_01830
OG0001044	Prbi.g_01796	Prbb.g_01831
OG0001045	Prbi.g_01797	Prbb.g_01832
OG0001046	Prbi.g_01798	Prbb.g_01833
OG0001047	Prbi.g_01799	Prbb.g_01834
OG0001048	Prbi.g_01801	Prbb.g_01835
OG0001049	Prbi.g_01802	Prbb.g_01836
OG0001050	Prbi.g_01803	Prbb.g_01837
OG0001051	Prbi.g_01804	Prbb.g_01838
OG0001052	Prbi.g_01805	Prbb.g_01839
OG0001053	Prbi.g_01806	Prbb.g_01840
OG0001054	Prbi.g_01807	Prbb.g_01841
OG0001055	Prbi.g_01808	Prbb.g_01842
OG0001056	Prbi.g_01809	Prbb.g_01843
OG0001057	Prbi.g_01811	Prbb.g_01845
OG0001058	Prbi.g_01812	Prbb.g_01846
OG0001059	Prbi.g_01813	Prbb.g_01847
OG0001060	Prbi.g_01814	Prbb.g_01848
OG0001061	Prbi.g_01815	Prbb.g_01849
OG0001062	Prbi.g_01816	Prbb.g_01851
