Orthogroup	Prbj	Syad
OG0000551	Prbj.g_02117	Syad.g_00960
OG0000552	Prbj.g_02118	Syad.g_00961
OG0000553	Prbj.g_02123	Syad.g_00965
OG0000554	Prbj.g_02128	Syad.g_00978
OG0000555	Prbj.g_02146	Syad.g_00999
OG0000556	Prbj.g_02666	Syad.g_01003
OG0000557	Prbj.g_01858	Syad.g_01011
OG0000558	Prbj.g_01861	Syad.g_01013
OG0000559	Prbj.g_01865	Syad.g_01016
OG0000560	Prbj.g_01868	Syad.g_01019
OG0000561	Prbj.g_01869	Syad.g_01020
OG0000562	Prbj.g_01870	Syad.g_01021
OG0000563	Prbj.g_01871	Syad.g_01022
OG0000564	Prbj.g_01872	Syad.g_01023
OG0000565	Prbj.g_01875	Syad.g_01027
OG0000566	Prbj.g_01879	Syad.g_01031
OG0000567	Prbj.g_01883	Syad.g_01035
OG0000568	Prbj.g_01885	Syad.g_01040
OG0000569	Prbj.g_01807	Syad.g_01041
OG0000570	Prbj.g_01806	Syad.g_01042
OG0000571	Prbj.g_01803	Syad.g_01046
OG0000572	Prbj.g_01787	Syad.g_01064
OG0000573	Prbj.g_01780	Syad.g_01072
OG0000574	Prbj.g_01779	Syad.g_01077
OG0000575	Prbj.g_01770	Syad.g_01083
OG0000576	Prbj.g_01768	Syad.g_01085
OG0000577	Prbj.g_01767	Syad.g_01086
OG0000578	Prbj.g_01766	Syad.g_01087
OG0000579	Prbj.g_01765	Syad.g_01088
OG0000580	Prbj.g_01764	Syad.g_01089
OG0000581	Prbj.g_01760	Syad.g_01097
OG0000582	Prbj.g_01756	Syad.g_02206
OG0000583	Prbj.g_01755	Syad.g_02205
OG0000584	Prbj.g_01754	Syad.g_02204
OG0000585	Prbj.g_01752	Syad.g_02202
OG0000586	Prbj.g_01750	Syad.g_02201
OG0000587	Prbj.g_01748	Syad.g_02199
OG0000588	Prbj.g_02547	Syad.g_02183
OG0000589	Prbj.g_02550	Syad.g_02178
OG0000590	Prbj.g_02551	Syad.g_02177
OG0000591	Prbj.g_02558	Syad.g_02169
OG0000592	Prbj.g_02559	Syad.g_02168
OG0000593	Prbj.g_02569	Syad.g_02156
OG0000594	Prbj.g_02570	Syad.g_02155
OG0000595	Prbj.g_02571	Syad.g_02154
OG0000596	Prbj.g_02576	Syad.g_02149
OG0000597	Prbj.g_02579	Syad.g_02146
OG0000598	Prbj.g_02580	Syad.g_02145
OG0000599	Prbj.g_02590	Syad.g_02142
OG0000600	Prbj.g_02591	Syad.g_02141
OG0000601	Prbj.g_02592	Syad.g_02140
OG0000602	Prbj.g_02596	Syad.g_02135
OG0000603	Prbj.g_02597	Syad.g_02134
OG0000604	Prbj.g_02598	Syad.g_02131
OG0000605	Prbj.g_00792	Syad.g_02026
OG0000606	Prbj.g_00803	Syad.g_01567
OG0000607	Prbj.g_00806	Syad.g_01571
OG0000608	Prbj.g_00807	Syad.g_01572
OG0000609	Prbj.g_00809	Syad.g_01574
OG0000610	Prbj.g_00818	Syad.g_01589
OG0000611	Prbj.g_00821	Syad.g_01592
OG0000612	Prbj.g_00822	Syad.g_01593
OG0000613	Prbj.g_01466	Syad.g_00457
OG0000614	Prbj.g_00946	Syad.g_01340
OG0000615	Prbj.g_02373	Syad.g_01948
OG0000616	Prbj.g_02057	Syad.g_00145
OG0000617	Prbj.g_02184	Syad.g_01810
OG0000618	Prbj.g_02185	Syad.g_01809
OG0000619	Prbj.g_02186	Syad.g_01808
OG0000620	Prbj.g_02190	Syad.g_01803
OG0000621	Prbj.g_02191	Syad.g_01802
OG0000622	Prbj.g_02192	Syad.g_01801
OG0000623	Prbj.g_02193	Syad.g_01800
OG0000624	Prbj.g_02194	Syad.g_01798
OG0000625	Prbj.g_02195	Syad.g_01797
OG0000626	Prbj.g_02196	Syad.g_01796
OG0000627	Prbj.g_02320	Syad.g_01640
OG0000628	Prbj.g_02319	Syad.g_01641
OG0000629	Prbj.g_02316	Syad.g_01644
OG0000630	Prbj.g_02312	Syad.g_01648
OG0000631	Prbj.g_02306	Syad.g_01658
OG0000632	Prbj.g_02305	Syad.g_01659
OG0000633	Prbj.g_02304	Syad.g_01660
OG0000634	Prbj.g_02408	Syad.g_01893
OG0000635	Prbj.g_02409	Syad.g_01892
OG0000636	Prbj.g_02411	Syad.g_01890
OG0000637	Prbj.g_02413	Syad.g_01888
OG0000638	Prbj.g_02414	Syad.g_01887
OG0000639	Prbj.g_02415	Syad.g_01886
OG0000640	Prbj.g_02416	Syad.g_01885
OG0000641	Prbj.g_02420	Syad.g_01881
OG0000642	Prbj.g_02421	Syad.g_01880
OG0000643	Prbj.g_02422	Syad.g_01878
OG0000644	Prbj.g_02423	Syad.g_01877
OG0000645	Prbj.g_02424	Syad.g_01875
OG0000646	Prbj.g_02427	Syad.g_01872
OG0000647	Prbj.g_02430	Syad.g_01870
OG0000648	Prbj.g_02432	Syad.g_01860
OG0000649	Prbj.g_02433	Syad.g_01859
OG0000650	Prbj.g_02434	Syad.g_01858
OG0000651	Prbj.g_02435	Syad.g_01857
OG0000652	Prbj.g_02436	Syad.g_01856
OG0000653	Prbj.g_02438	Syad.g_01850
OG0000654	Prbj.g_02439	Syad.g_01849
OG0000655	Prbj.g_02440	Syad.g_01848
OG0000656	Prbj.g_02443	Syad.g_01845
OG0000657	Prbj.g_02476	Syad.g_01240
OG0000658	Prbj.g_02478	Syad.g_01231
OG0000659	Prbj.g_02479	Syad.g_01230
OG0000660	Prbj.g_02483	Syad.g_01226
OG0000661	Prbj.g_02485	Syad.g_01224
OG0000662	Prbj.g_02487	Syad.g_01222
OG0000663	Prbj.g_02490	Syad.g_01219
OG0000664	Prbj.g_02491	Syad.g_01209
OG0000665	Prbj.g_02504	Syad.g_02115
OG0000666	Prbj.g_02507	Syad.g_02027
OG0000667	Prbj.g_02514	Syad.g_00612
OG0000668	Prbj.g_02215	Syad.g_01688
OG0000669	Prbj.g_02523	Syad.g_01606
OG0000670	Prbj.g_00044	Syad.g_01609
OG0000671	Prbj.g_02335	Syad.g_01611
OG0000672	Prbj.g_02338	Syad.g_01615
OG0000673	Prbj.g_02341	Syad.g_01618
OG0000674	Prbj.g_02343	Syad.g_01620
OG0000675	Prbj.g_02344	Syad.g_01633
OG0000676	Prbj.g_02352	Syad.g_01635
OG0000677	Prbj.g_02354	Syad.g_01636
OG0000678	Prbj.g_02359	Syad.g_01957
OG0000679	Prbj.g_02379	Syad.g_01922
OG0000680	Prbj.g_02380	Syad.g_01921
OG0000681	Prbj.g_02382	Syad.g_01919
OG0000682	Prbj.g_02383	Syad.g_01918
OG0000683	Prbj.g_02384	Syad.g_01917
OG0000684	Prbj.g_02397	Syad.g_01912
OG0000685	Prbj.g_02395	Syad.g_01910
OG0000686	Prbj.g_02394	Syad.g_01909
OG0000687	Prbj.g_02393	Syad.g_01908
OG0000688	Prbj.g_02399	Syad.g_01904
OG0000689	Prbj.g_02400	Syad.g_01902
OG0000690	Prbj.g_02401	Syad.g_01901
OG0000691	Prbj.g_02402	Syad.g_01900
OG0000692	Prbj.g_02403	Syad.g_01899
OG0000693	Prbj.g_02404	Syad.g_01897
OG0000694	Prbj.g_02405	Syad.g_01896
OG0000695	Prbj.g_02302	Syad.g_01662
OG0000696	Prbj.g_02301	Syad.g_01663
OG0000697	Prbj.g_02299	Syad.g_01789
OG0000698	Prbj.g_02296	Syad.g_01786
OG0000699	Prbj.g_02294	Syad.g_01785
OG0000700	Prbj.g_02293	Syad.g_01784
OG0000701	Prbj.g_02292	Syad.g_01783
OG0000702	Prbj.g_02284	Syad.g_01775
OG0000703	Prbj.g_02283	Syad.g_01774
OG0000704	Prbj.g_02281	Syad.g_01772
OG0000705	Prbj.g_02275	Syad.g_01765
OG0000706	Prbj.g_02274	Syad.g_01764
OG0000707	Prbj.g_02273	Syad.g_01763
OG0000708	Prbj.g_02271	Syad.g_01760
OG0000709	Prbj.g_02264	Syad.g_01745
OG0000710	Prbj.g_02260	Syad.g_01738
OG0000711	Prbj.g_02237	Syad.g_01710
OG0000712	Prbj.g_02236	Syad.g_01708
OG0000713	Prbj.g_02235	Syad.g_01707
OG0000714	Prbj.g_02231	Syad.g_01705
OG0000715	Prbj.g_02229	Syad.g_01703
OG0000716	Prbj.g_02225	Syad.g_01697
OG0000717	Prbj.g_02224	Syad.g_01696
OG0000718	Prbj.g_02219	Syad.g_01692
OG0000719	Prbj.g_02217	Syad.g_01690
OG0000720	Prbj.g_02204	Syad.g_01677
OG0000721	Prbj.g_02203	Syad.g_01675
OG0000722	Prbj.g_02202	Syad.g_01674
OG0000723	Prbj.g_02198	Syad.g_01791
OG0000724	Prbj.g_01843	Syad.g_01284
OG0000725	Prbj.g_01836	Syad.g_01293
OG0000726	Prbj.g_01835	Syad.g_01294
OG0000727	Prbj.g_01834	Syad.g_01295
OG0000728	Prbj.g_01833	Syad.g_01297
OG0000729	Prbj.g_01289	Syad.g_00331
OG0000730	Prbj.g_00343	Syad.g_00758
OG0000731	Prbj.g_00333	Syad.g_00770
OG0000732	Prbj.g_01220	Syad.g_00214
OG0000733	Prbj.g_01997	Syad.g_00028
OG0000734	Prbj.g_00627	Syad.g_02809
OG0000735	Prbj.g_00953	Syad.g_01120
OG0000736	Prbj.g_00954	Syad.g_01121
OG0000737	Prbj.g_00955	Syad.g_01122
OG0000738	Prbj.g_00962	Syad.g_01127
OG0000739	Prbj.g_00964	Syad.g_01145
OG0000740	Prbj.g_00965	Syad.g_01146
OG0000741	Prbj.g_00968	Syad.g_01149
OG0000742	Prbj.g_00970	Syad.g_01151
OG0000743	Prbj.g_00972	Syad.g_01153
OG0000744	Prbj.g_00973	Syad.g_01154
OG0000745	Prbj.g_00846	Syad.g_01156
OG0000746	Prbj.g_00844	Syad.g_01158
OG0000747	Prbj.g_00843	Syad.g_01159
OG0000748	Prbj.g_00831	Syad.g_01170
OG0000749	Prbj.g_00830	Syad.g_01173
OG0000750	Prbj.g_00829	Syad.g_01174
OG0000751	Prbj.g_00305	Syad.g_01182
OG0000752	Prbj.g_00308	Syad.g_01184
OG0000753	Prbj.g_00311	Syad.g_01187
OG0000754	Prbj.g_01910	Syad.g_01516
OG0000755	Prbj.g_00002	Syad.g_01504
OG0000756	Prbj.g_00003	Syad.g_01498
OG0000757	Prbj.g_00010	Syad.g_01487
OG0000758	Prbj.g_00011	Syad.g_01486
OG0000759	Prbj.g_00012	Syad.g_01485
OG0000760	Prbj.g_00013	Syad.g_01484
OG0000761	Prbj.g_00014	Syad.g_01480
OG0000762	Prbj.g_01908	Syad.g_01474
OG0000763	Prbj.g_01906	Syad.g_01468
OG0000764	Prbj.g_01905	Syad.g_01467
OG0000765	Prbj.g_02163	Syad.g_01447
OG0000766	Prbj.g_02164	Syad.g_01446
OG0000767	Prbj.g_02166	Syad.g_01444
OG0000768	Prbj.g_02167	Syad.g_01443
OG0000769	Prbj.g_00313	Syad.g_01441
OG0000770	Prbj.g_00019	Syad.g_01437
OG0000771	Prbj.g_01848	Syad.g_01278
OG0000772	Prbj.g_01679	Syad.g_02078
OG0000773	Prbj.g_00161	Syad.g_01114
OG0000774	Prbj.g_01719	Syad.g_02396
OG0000775	Prbj.g_01721	Syad.g_02398
OG0000776	Prbj.g_01722	Syad.g_02399
OG0000777	Prbj.g_01723	Syad.g_02400
OG0000778	Prbj.g_01724	Syad.g_02401
OG0000779	Prbj.g_01729	Syad.g_02407
OG0000780	Prbj.g_01732	Syad.g_02411
OG0000781	Prbj.g_01736	Syad.g_02415
OG0000782	Prbj.g_01737	Syad.g_02416
OG0000783	Prbj.g_01738	Syad.g_02418
OG0000784	Prbj.g_01739	Syad.g_02419
OG0000785	Prbj.g_01741	Syad.g_02421
OG0000786	Prbj.g_01744	Syad.g_01101
OG0000787	Prbj.g_01745	Syad.g_01100
OG0000788	Prbj.g_00094	Syad.g_02139
OG0000789	Prbj.g_00687	Syad.g_01982
OG0000790	Prbj.g_01643	Syad.g_00886
OG0000791	Prbj.g_01645	Syad.g_00885
OG0000792	Prbj.g_01646	Syad.g_00884
OG0000793	Prbj.g_01650	Syad.g_00879
OG0000794	Prbj.g_01651	Syad.g_00878
OG0000795	Prbj.g_01652	Syad.g_00877
OG0000796	Prbj.g_01656	Syad.g_00871
OG0000797	Prbj.g_01657	Syad.g_00870
OG0000798	Prbj.g_01402	Syad.g_00525
OG0000799	Prbj.g_01304	Syad.g_02243
OG0000800	Prbj.g_01303	Syad.g_02245
OG0000801	Prbj.g_01302	Syad.g_02246
OG0000802	Prbj.g_01293	Syad.g_02251
OG0000803	Prbj.g_01041	Syad.g_02255
OG0000804	Prbj.g_01043	Syad.g_02260
OG0000805	Prbj.g_01045	Syad.g_02266
OG0000806	Prbj.g_01047	Syad.g_02267
OG0000807	Prbj.g_01049	Syad.g_02269
OG0000808	Prbj.g_01050	Syad.g_02270
OG0000809	Prbj.g_01054	Syad.g_02273
OG0000810	Prbj.g_01055	Syad.g_02274
OG0000811	Prbj.g_01067	Syad.g_02283
OG0000812	Prbj.g_01069	Syad.g_02285
OG0000813	Prbj.g_01070	Syad.g_02286
OG0000814	Prbj.g_01072	Syad.g_02288
OG0000815	Prbj.g_01073	Syad.g_02289
OG0000816	Prbj.g_01075	Syad.g_02290
OG0000817	Prbj.g_01076	Syad.g_02291
OG0000818	Prbj.g_00631	Syad.g_02297
OG0000819	Prbj.g_00632	Syad.g_02298
OG0000820	Prbj.g_00633	Syad.g_02299
OG0000821	Prbj.g_00640	Syad.g_02305
OG0000822	Prbj.g_00642	Syad.g_02307
OG0000823	Prbj.g_00643	Syad.g_02308
OG0000824	Prbj.g_00647	Syad.g_02314
OG0000825	Prbj.g_00648	Syad.g_02315
OG0000826	Prbj.g_00649	Syad.g_02316
OG0000827	Prbj.g_00650	Syad.g_02317
OG0000828	Prbj.g_00653	Syad.g_02320
OG0000829	Prbj.g_00654	Syad.g_02321
OG0000830	Prbj.g_00655	Syad.g_02322
OG0000831	Prbj.g_00657	Syad.g_02325
OG0000832	Prbj.g_01684	Syad.g_02538
OG0000833	Prbj.g_01692	Syad.g_02550
OG0000834	Prbj.g_01693	Syad.g_02552
OG0000835	Prbj.g_01694	Syad.g_02553
OG0000836	Prbj.g_01696	Syad.g_02557
OG0000837	Prbj.g_01697	Syad.g_02561
OG0000838	Prbj.g_01700	Syad.g_02565
OG0000839	Prbj.g_01701	Syad.g_02566
OG0000840	Prbj.g_01702	Syad.g_02567
OG0000841	Prbj.g_01703	Syad.g_02568
OG0000842	Prbj.g_01704	Syad.g_02569
OG0000843	Prbj.g_01705	Syad.g_02570
OG0000844	Prbj.g_01707	Syad.g_02577
OG0000845	Prbj.g_01708	Syad.g_02578
OG0000846	Prbj.g_01709	Syad.g_02579
OG0000847	Prbj.g_01710	Syad.g_02580
OG0000848	Prbj.g_01711	Syad.g_02582
OG0000849	Prbj.g_01712	Syad.g_02583
OG0000850	Prbj.g_01713	Syad.g_02586
OG0000851	Prbj.g_00888	Syad.g_02592
OG0000852	Prbj.g_00887	Syad.g_02593
OG0000853	Prbj.g_00882	Syad.g_02597
OG0000854	Prbj.g_00880	Syad.g_02606
OG0000855	Prbj.g_00879	Syad.g_02607
OG0000856	Prbj.g_02561	Syad.g_02166
OG0000857	Prbj.g_02429	Syad.g_01871
OG0000858	Prbj.g_00868	Syad.g_02613
OG0000859	Prbj.g_00867	Syad.g_02614
OG0000860	Prbj.g_00855	Syad.g_02625
OG0000861	Prbj.g_00854	Syad.g_02626
OG0000862	Prbj.g_00852	Syad.g_02628
OG0000863	Prbj.g_00495	Syad.g_02631
OG0000864	Prbj.g_00494	Syad.g_02632
OG0000865	Prbj.g_00493	Syad.g_02633
OG0000866	Prbj.g_00492	Syad.g_02634
OG0000867	Prbj.g_00491	Syad.g_02635
OG0000868	Prbj.g_00489	Syad.g_02637
OG0000869	Prbj.g_00486	Syad.g_02643
OG0000870	Prbj.g_00481	Syad.g_02648
OG0000871	Prbj.g_00480	Syad.g_02649
OG0000872	Prbj.g_00478	Syad.g_02657
OG0000873	Prbj.g_00475	Syad.g_02660
OG0000874	Prbj.g_00471	Syad.g_02655
OG0000875	Prbj.g_00470	Syad.g_02662
OG0000876	Prbj.g_00469	Syad.g_03003
OG0000877	Prbj.g_00466	Syad.g_02480
OG0000878	Prbj.g_00465	Syad.g_02481
OG0000879	Prbj.g_00464	Syad.g_02482
OG0000880	Prbj.g_00463	Syad.g_02483
OG0000881	Prbj.g_00458	Syad.g_02489
OG0000882	Prbj.g_00453	Syad.g_02494
OG0000883	Prbj.g_00451	Syad.g_02497
OG0000884	Prbj.g_00449	Syad.g_02499
OG0000885	Prbj.g_00448	Syad.g_02500
OG0000886	Prbj.g_00447	Syad.g_02501
OG0000887	Prbj.g_00446	Syad.g_02502
OG0000888	Prbj.g_00444	Syad.g_02504
OG0000889	Prbj.g_00442	Syad.g_02506
OG0000890	Prbj.g_00428	Syad.g_02512
OG0000891	Prbj.g_00427	Syad.g_02513
OG0000892	Prbj.g_00425	Syad.g_02517
OG0000893	Prbj.g_02660	Syad.g_00589
OG0000894	Prbj.g_02656	Syad.g_00592
OG0000895	Prbj.g_02651	Syad.g_00596
OG0000896	Prbj.g_02650	Syad.g_00597
OG0000897	Prbj.g_02648	Syad.g_00599
OG0000898	Prbj.g_02647	Syad.g_00600
OG0000899	Prbj.g_02646	Syad.g_00601
OG0000900	Prbj.g_02645	Syad.g_00602
OG0000901	Prbj.g_02641	Syad.g_00607
OG0000902	Prbj.g_02639	Syad.g_00609
OG0000903	Prbj.g_01027	Syad.g_00645
OG0000904	Prbj.g_01032	Syad.g_00640
OG0000905	Prbj.g_01034	Syad.g_00632
OG0000906	Prbj.g_02635	Syad.g_00630
OG0000907	Prbj.g_01025	Syad.g_00648
OG0000908	Prbj.g_01022	Syad.g_00651
OG0000909	Prbj.g_01021	Syad.g_00652
OG0000910	Prbj.g_01020	Syad.g_00653
OG0000911	Prbj.g_01018	Syad.g_00655
OG0000912	Prbj.g_01017	Syad.g_00656
OG0000913	Prbj.g_01016	Syad.g_00657
OG0000914	Prbj.g_01015	Syad.g_00658
OG0000915	Prbj.g_01014	Syad.g_00660
OG0000916	Prbj.g_01013	Syad.g_00661
OG0000917	Prbj.g_01012	Syad.g_00662
OG0000918	Prbj.g_01011	Syad.g_00663
OG0000919	Prbj.g_01010	Syad.g_00664
OG0000920	Prbj.g_01009	Syad.g_00665
OG0000921	Prbj.g_01008	Syad.g_00666
OG0000922	Prbj.g_01007	Syad.g_00667
OG0000923	Prbj.g_01003	Syad.g_00671
OG0000924	Prbj.g_01002	Syad.g_00672
OG0000925	Prbj.g_01001	Syad.g_00673
OG0000926	Prbj.g_01000	Syad.g_00674
OG0000927	Prbj.g_00998	Syad.g_00676
OG0000928	Prbj.g_00997	Syad.g_00677
OG0000929	Prbj.g_00996	Syad.g_00678
OG0000930	Prbj.g_00995	Syad.g_00679
OG0000931	Prbj.g_00994	Syad.g_00680
OG0000932	Prbj.g_00993	Syad.g_00681
OG0000933	Prbj.g_00988	Syad.g_00687
OG0000934	Prbj.g_00986	Syad.g_00689
OG0000935	Prbj.g_00985	Syad.g_00690
OG0000936	Prbj.g_00984	Syad.g_00691
OG0000937	Prbj.g_00983	Syad.g_00692
OG0000938	Prbj.g_00414	Syad.g_00695
OG0000939	Prbj.g_00413	Syad.g_00696
OG0000940	Prbj.g_00404	Syad.g_00703
OG0000941	Prbj.g_00402	Syad.g_00705
OG0000942	Prbj.g_00400	Syad.g_00707
OG0000943	Prbj.g_00399	Syad.g_00708
OG0000944	Prbj.g_00397	Syad.g_00710
OG0000945	Prbj.g_00395	Syad.g_00711
OG0000946	Prbj.g_00368	Syad.g_00716
OG0000947	Prbj.g_00365	Syad.g_00719
OG0000948	Prbj.g_00364	Syad.g_00720
OG0000949	Prbj.g_00361	Syad.g_00432
OG0000950	Prbj.g_01501	Syad.g_00418
OG0000951	Prbj.g_01506	Syad.g_00411
OG0000952	Prbj.g_01513	Syad.g_00375
OG0000953	Prbj.g_01517	Syad.g_00369
OG0000954	Prbj.g_01577	Syad.g_00364
OG0000955	Prbj.g_01578	Syad.g_00363
OG0000956	Prbj.g_01580	Syad.g_00361
OG0000957	Prbj.g_01596	Syad.g_00350
OG0000958	Prbj.g_01597	Syad.g_00349
OG0000959	Prbj.g_01821	Syad.g_00345
OG0000960	Prbj.g_01820	Syad.g_00344
OG0000961	Prbj.g_01809	Syad.g_00335
OG0000962	Prbj.g_01290	Syad.g_00332
OG0000963	Prbj.g_01285	Syad.g_00325
OG0000964	Prbj.g_01284	Syad.g_00324
OG0000965	Prbj.g_01283	Syad.g_00323
OG0000966	Prbj.g_01250	Syad.g_00246
OG0000967	Prbj.g_01244	Syad.g_00234
OG0000968	Prbj.g_01241	Syad.g_00243
OG0000969	Prbj.g_01239	Syad.g_00240
OG0000970	Prbj.g_01238	Syad.g_00239
OG0000971	Prbj.g_01236	Syad.g_00229
OG0000972	Prbj.g_01235	Syad.g_00228
OG0000973	Prbj.g_01234	Syad.g_00227
OG0000974	Prbj.g_01233	Syad.g_00226
OG0000975	Prbj.g_01232	Syad.g_00225
OG0000976	Prbj.g_01231	Syad.g_00224
OG0000977	Prbj.g_01229	Syad.g_00222
OG0000978	Prbj.g_01228	Syad.g_00221
OG0000979	Prbj.g_01225	Syad.g_00218
OG0000980	Prbj.g_01221	Syad.g_00215
OG0000981	Prbj.g_01218	Syad.g_00212
OG0000982	Prbj.g_01956	Syad.g_03035
OG0000983	Prbj.g_01957	Syad.g_03036
OG0000984	Prbj.g_01958	Syad.g_03037
OG0000985	Prbj.g_01962	Syad.g_03039
OG0000986	Prbj.g_01964	Syad.g_03049
OG0000987	Prbj.g_01966	Syad.g_00002
OG0000988	Prbj.g_01970	Syad.g_00008
OG0000989	Prbj.g_01980	Syad.g_00020
OG0000990	Prbj.g_02002	Syad.g_00061
OG0000991	Prbj.g_02005	Syad.g_00064
OG0000992	Prbj.g_02008	Syad.g_00067
OG0000993	Prbj.g_02009	Syad.g_00069
OG0000994	Prbj.g_02012	Syad.g_00071
OG0000995	Prbj.g_02021	Syad.g_00077
OG0000996	Prbj.g_02034	Syad.g_00121
OG0000997	Prbj.g_02043	Syad.g_00128
OG0000998	Prbj.g_02045	Syad.g_00130
OG0000999	Prbj.g_02046	Syad.g_00131
OG0001000	Prbj.g_02049	Syad.g_00136
OG0001001	Prbj.g_02053	Syad.g_00141
OG0001002	Prbj.g_02060	Syad.g_00148
OG0001003	Prbj.g_02062	Syad.g_00150
OG0001004	Prbj.g_02063	Syad.g_00151
OG0001005	Prbj.g_02065	Syad.g_00152
OG0001006	Prbj.g_02071	Syad.g_00160
OG0001007	Prbj.g_02073	Syad.g_00162
OG0001008	Prbj.g_00101	Syad.g_02449
OG0001009	Prbj.g_01199	Syad.g_00194
OG0001010	Prbj.g_01200	Syad.g_00195
OG0001011	Prbj.g_01202	Syad.g_00196
OG0001012	Prbj.g_01953	Syad.g_03030
OG0001013	Prbj.g_01928	Syad.g_03011
OG0001014	Prbj.g_01919	Syad.g_03002
OG0001015	Prbj.g_01918	Syad.g_03001
OG0001016	Prbj.g_00569	Syad.g_02734
OG0001017	Prbj.g_00575	Syad.g_02740
OG0001018	Prbj.g_00577	Syad.g_02742
OG0001019	Prbj.g_00590	Syad.g_02771
OG0001020	Prbj.g_00596	Syad.g_02777
OG0001021	Prbj.g_00600	Syad.g_02781
OG0001022	Prbj.g_00605	Syad.g_02786
OG0001023	Prbj.g_00606	Syad.g_02787
OG0001024	Prbj.g_00610	Syad.g_02791
OG0001025	Prbj.g_00617	Syad.g_02798
OG0001026	Prbj.g_00630	Syad.g_02811
OG0001027	Prbj.g_01550	Syad.g_02817
OG0001028	Prbj.g_01552	Syad.g_02819
OG0001029	Prbj.g_01554	Syad.g_02821
OG0001030	Prbj.g_01535	Syad.g_02848
OG0001031	Prbj.g_01143	Syad.g_02925
OG0001032	Prbj.g_01146	Syad.g_02928
OG0001033	Prbj.g_00287	Syad.g_02956
OG0001034	Prbj.g_02608	Syad.g_00819
OG0001035	Prbj.g_01360	Syad.g_00559
OG0001036	Prbj.g_01364	Syad.g_00554
OG0001037	Prbj.g_01366	Syad.g_00552
OG0001039	Prbj.g_01406	Syad.g_00522
OG0001040	Prbj.g_01409	Syad.g_00519
OG0001041	Prbj.g_01414	Syad.g_00514
OG0001042	Prbj.g_01439	Syad.g_00485
OG0001043	Prbj.g_01441	Syad.g_00481
OG0001044	Prbj.g_00342	Syad.g_00760
OG0001045	Prbj.g_00330	Syad.g_00773
OG0001046	Prbj.g_00874	Syad.g_01722
OG0001047	Prbj.g_00103	Syad.g_02447
OG0001048	Prbj.g_00104	Syad.g_02446
OG0001049	Prbj.g_00107	Syad.g_02443
OG0001050	Prbj.g_00108	Syad.g_02442
OG0001051	Prbj.g_00109	Syad.g_02441
OG0001052	Prbj.g_00132	Syad.g_02357
OG0001054	Prbj.g_01609	Syad.g_00925
OG0001055	Prbj.g_02103	Syad.g_00946
OG0001056	Prbj.g_02132	Syad.g_00982
OG0001057	Prbj.g_02144	Syad.g_00996
OG0001058	Prbj.g_01863	Syad.g_01015
OG0001059	Prbj.g_01867	Syad.g_01018
OG0001060	Prbj.g_01874	Syad.g_01025
OG0001061	Prbj.g_01802	Syad.g_01047
OG0001062	Prbj.g_01800	Syad.g_01049
OG0001063	Prbj.g_01796	Syad.g_01056
OG0001064	Prbj.g_01795	Syad.g_01057
OG0001065	Prbj.g_01794	Syad.g_01058
OG0001066	Prbj.g_01793	Syad.g_01059
OG0001067	Prbj.g_01792	Syad.g_01060
OG0001068	Prbj.g_01791	Syad.g_01061
OG0001069	Prbj.g_01790	Syad.g_01062
OG0001070	Prbj.g_01786	Syad.g_01065
OG0001071	Prbj.g_01785	Syad.g_01066
OG0001072	Prbj.g_01782	Syad.g_01070
OG0001073	Prbj.g_01763	Syad.g_01090
OG0001074	Prbj.g_02544	Syad.g_02197
OG0001075	Prbj.g_02545	Syad.g_02196
OG0001076	Prbj.g_02553	Syad.g_02175
OG0001077	Prbj.g_02563	Syad.g_02164
OG0001078	Prbj.g_02574	Syad.g_02151
OG0001079	Prbj.g_02593	Syad.g_02138
OG0001080	Prbj.g_00794	Syad.g_02008
OG0001081	Prbj.g_00804	Syad.g_01568
OG0001082	Prbj.g_00805	Syad.g_01569
OG0001083	Prbj.g_00813	Syad.g_01578
OG0001084	Prbj.g_00815	Syad.g_01586
OG0001085	Prbj.g_00825	Syad.g_01596
OG0001086	Prbj.g_02707	Syad.g_01598
OG0001087	Prbj.g_00927	Syad.g_01372
OG0001088	Prbj.g_00931	Syad.g_01368
OG0001089	Prbj.g_00757	Syad.g_01302
OG0001090	Prbj.g_02180	Syad.g_01817
OG0001091	Prbj.g_02182	Syad.g_01815
OG0001092	Prbj.g_02183	Syad.g_01812
OG0001093	Prbj.g_02187	Syad.g_01806
OG0001094	Prbj.g_02406	Syad.g_01895
OG0001095	Prbj.g_02425	Syad.g_01874
OG0001096	Prbj.g_02441	Syad.g_01847
OG0001097	Prbj.g_02486	Syad.g_01223
OG0001098	Prbj.g_02323	Syad.g_02005, Syad.g_01995
OG0001099	Prbj.g_01553	Syad.g_02820
OG0001100	Prbj.g_02333	Syad.g_01608
OG0001101	Prbj.g_02334	Syad.g_01610
OG0001102	Prbj.g_02337	Syad.g_01613
OG0001103	Prbj.g_02339	Syad.g_01616
OG0001104	Prbj.g_02396	Syad.g_01911
OG0001105	Prbj.g_02391	Syad.g_01907
OG0001106	Prbj.g_02280	Syad.g_01771
OG0001107	Prbj.g_02270	Syad.g_01759
OG0001108	Prbj.g_02263	Syad.g_01744
OG0001109	Prbj.g_02261	Syad.g_01739
OG0001110	Prbj.g_02259	Syad.g_01737
OG0001111	Prbj.g_02257	Syad.g_01735
