Orthogroup	Prbj	Prai
OG0000569	Prbj.g_01807	Prai.g_00598
OG0000570	Prbj.g_01806	Prai.g_00599
OG0000571	Prbj.g_01803	Prai.g_00601
OG0000572	Prbj.g_01787	Prai.g_00614
OG0000573	Prbj.g_01780	Prai.g_00620
OG0000574	Prbj.g_01779	Prai.g_00621
OG0000575	Prbj.g_01770	Prai.g_00625
OG0000576	Prbj.g_01768	Prai.g_00627
OG0000577	Prbj.g_01767	Prai.g_00628
OG0000578	Prbj.g_01766	Prai.g_00629
OG0000579	Prbj.g_01765	Prai.g_00630
OG0000580	Prbj.g_01764	Prai.g_00631
OG0000581	Prbj.g_01760	Prai.g_00633
OG0000582	Prbj.g_01756	Prai.g_00636
OG0000583	Prbj.g_01755	Prai.g_00637
OG0000584	Prbj.g_01754	Prai.g_00638
OG0000585	Prbj.g_01752	Prai.g_00640
OG0000586	Prbj.g_01750	Prai.g_00641
OG0000587	Prbj.g_01748	Prai.g_00642
OG0000588	Prbj.g_02547	Prai.g_00646
OG0000589	Prbj.g_02550	Prai.g_00650
OG0000590	Prbj.g_02551	Prai.g_00651
OG0000591	Prbj.g_02558	Prai.g_00654
OG0000592	Prbj.g_02559	Prai.g_00655
OG0000593	Prbj.g_02569	Prai.g_00661
OG0000594	Prbj.g_02570	Prai.g_00662
OG0000595	Prbj.g_02571	Prai.g_00663
OG0000596	Prbj.g_02576	Prai.g_00667
OG0000597	Prbj.g_02579	Prai.g_00669
OG0000598	Prbj.g_02580	Prai.g_00670
OG0000599	Prbj.g_02590	Prai.g_00673
OG0000600	Prbj.g_02591	Prai.g_00674
OG0000601	Prbj.g_02592	Prai.g_00675
OG0000602	Prbj.g_02596	Prai.g_00677
OG0000603	Prbj.g_02597	Prai.g_00678
OG0000604	Prbj.g_02598	Prai.g_00679
OG0000605	Prbj.g_00792	Prai.g_00680
OG0000606	Prbj.g_00803	Prai.g_00683
OG0000607	Prbj.g_00806	Prai.g_00686
OG0000608	Prbj.g_00807	Prai.g_00687
OG0000609	Prbj.g_00809	Prai.g_00688
OG0000610	Prbj.g_00818	Prai.g_00693
OG0000611	Prbj.g_00821	Prai.g_00696
OG0000612	Prbj.g_00822	Prai.g_00697
OG0000613	Prbj.g_01466	Prai.g_00702
OG0000614	Prbj.g_00946	Prai.g_00721
OG0000615	Prbj.g_02373	Prai.g_00729
OG0000616	Prbj.g_02057	Prai.g_00732
OG0000617	Prbj.g_02184	Prai.g_00754
OG0000618	Prbj.g_02185	Prai.g_00755
OG0000619	Prbj.g_02186	Prai.g_00756
OG0000620	Prbj.g_02190	Prai.g_00759
OG0000621	Prbj.g_02191	Prai.g_00760
OG0000622	Prbj.g_02192	Prai.g_00761
OG0000623	Prbj.g_02193	Prai.g_00762
OG0000624	Prbj.g_02194	Prai.g_00763
OG0000625	Prbj.g_02195	Prai.g_00764
OG0000626	Prbj.g_02196	Prai.g_00765
OG0000627	Prbj.g_02320	Prai.g_00766
OG0000628	Prbj.g_02319	Prai.g_00767
OG0000629	Prbj.g_02316	Prai.g_00768
OG0000630	Prbj.g_02312	Prai.g_00771
OG0000631	Prbj.g_02306	Prai.g_00857
OG0000632	Prbj.g_02305	Prai.g_00856
OG0000633	Prbj.g_02304	Prai.g_00855
OG0000634	Prbj.g_02408	Prai.g_00852
OG0000635	Prbj.g_02409	Prai.g_00851
OG0000636	Prbj.g_02411	Prai.g_00849
OG0000637	Prbj.g_02413	Prai.g_00847
OG0000638	Prbj.g_02414	Prai.g_00846
OG0000639	Prbj.g_02415	Prai.g_00845
OG0000640	Prbj.g_02416	Prai.g_00844
OG0000641	Prbj.g_02420	Prai.g_00839
OG0000642	Prbj.g_02421	Prai.g_00838
OG0000643	Prbj.g_02422	Prai.g_00837
OG0000644	Prbj.g_02423	Prai.g_00836
OG0000645	Prbj.g_02424	Prai.g_00835
OG0000646	Prbj.g_02427	Prai.g_00833
OG0000647	Prbj.g_02430	Prai.g_00832
OG0000648	Prbj.g_02432	Prai.g_00830
OG0000649	Prbj.g_02433	Prai.g_00829
OG0000650	Prbj.g_02434	Prai.g_00828
OG0000651	Prbj.g_02435	Prai.g_00827
OG0000652	Prbj.g_02436	Prai.g_00826
OG0000653	Prbj.g_02438	Prai.g_00824
OG0000654	Prbj.g_02439	Prai.g_00823
OG0000655	Prbj.g_02440	Prai.g_00822
OG0000656	Prbj.g_02443	Prai.g_00819
OG0000657	Prbj.g_02476	Prai.g_00811
OG0000658	Prbj.g_02478	Prai.g_00810
OG0000659	Prbj.g_02479	Prai.g_00809
OG0000660	Prbj.g_02483	Prai.g_00805
OG0000661	Prbj.g_02485	Prai.g_00803
OG0000662	Prbj.g_02487	Prai.g_00801
OG0000663	Prbj.g_02490	Prai.g_00799
OG0000664	Prbj.g_02491	Prai.g_00798
OG0000665	Prbj.g_02504	Prai.g_00794
OG0000666	Prbj.g_02507	Prai.g_00793
OG0000667	Prbj.g_02514	Prai.g_00789
OG0000668	Prbj.g_02215	Prai.g_01060
OG0000669	Prbj.g_02523	Prai.g_01054
OG0000670	Prbj.g_00044	Prai.g_01052
OG0000671	Prbj.g_02335	Prai.g_01050
OG0000672	Prbj.g_02338	Prai.g_01048
OG0000673	Prbj.g_02341	Prai.g_01045
OG0000674	Prbj.g_02343	Prai.g_01043
OG0000675	Prbj.g_02344	Prai.g_01042
OG0000676	Prbj.g_02352	Prai.g_01040
OG0000677	Prbj.g_02354	Prai.g_01039
OG0000678	Prbj.g_02359	Prai.g_01037
OG0000679	Prbj.g_02379	Prai.g_01033
OG0000680	Prbj.g_02380	Prai.g_01032
OG0000681	Prbj.g_02382	Prai.g_01030
OG0000682	Prbj.g_02383	Prai.g_01029
OG0000683	Prbj.g_02384	Prai.g_01028
OG0000684	Prbj.g_02397	Prai.g_01027
OG0000685	Prbj.g_02395	Prai.g_01025
OG0000686	Prbj.g_02394	Prai.g_01024
OG0000687	Prbj.g_02393	Prai.g_01023
OG0000688	Prbj.g_02399	Prai.g_01020
OG0000689	Prbj.g_02400	Prai.g_01019
OG0000690	Prbj.g_02401	Prai.g_01018
OG0000691	Prbj.g_02402	Prai.g_01017
OG0000692	Prbj.g_02403	Prai.g_01015
OG0000693	Prbj.g_02404	Prai.g_01014
OG0000694	Prbj.g_02405	Prai.g_01013
OG0000695	Prbj.g_02302	Prai.g_01011
OG0000696	Prbj.g_02301	Prai.g_01010
OG0000697	Prbj.g_02299	Prai.g_01009
OG0000698	Prbj.g_02296	Prai.g_01006
OG0000699	Prbj.g_02294	Prai.g_01005
OG0000700	Prbj.g_02293	Prai.g_01004
OG0000701	Prbj.g_02292	Prai.g_01003
OG0000702	Prbj.g_02284	Prai.g_01001
OG0000703	Prbj.g_02283	Prai.g_01000
OG0000704	Prbj.g_02281	Prai.g_00999
OG0000705	Prbj.g_02275	Prai.g_00995
OG0000706	Prbj.g_02274	Prai.g_00994
OG0000707	Prbj.g_02273	Prai.g_00993
OG0000708	Prbj.g_02271	Prai.g_00992
OG0000709	Prbj.g_02264	Prai.g_00988
OG0000710	Prbj.g_02260	Prai.g_00985
OG0000711	Prbj.g_02237	Prai.g_00968
OG0000712	Prbj.g_02236	Prai.g_00966
OG0000713	Prbj.g_02235	Prai.g_00965
OG0000714	Prbj.g_02231	Prai.g_00964
OG0000715	Prbj.g_02229	Prai.g_00962
OG0000716	Prbj.g_02225	Prai.g_00960
OG0000717	Prbj.g_02224	Prai.g_00959
OG0000718	Prbj.g_02219	Prai.g_00948
OG0000719	Prbj.g_02217	Prai.g_00946
OG0000720	Prbj.g_02204	Prai.g_00938
OG0000721	Prbj.g_02203	Prai.g_00936
OG0000722	Prbj.g_02202	Prai.g_00935
OG0000723	Prbj.g_02198	Prai.g_00932
OG0000724	Prbj.g_01843	Prai.g_00923
OG0000725	Prbj.g_01836	Prai.g_00917
OG0000726	Prbj.g_01835	Prai.g_00916
OG0000727	Prbj.g_01834	Prai.g_00915
OG0000728	Prbj.g_01833	Prai.g_00913
OG0000729	Prbj.g_01289	Prai.g_01109
OG0000730	Prbj.g_00343	Prai.g_01113
OG0000731	Prbj.g_00333	Prai.g_01117
OG0000732	Prbj.g_01220	Prai.g_01126
OG0000733	Prbj.g_01997	Prai.g_01144
OG0000734	Prbj.g_00627	Prai.g_01157
OG0000735	Prbj.g_00953	Prai.g_01159
OG0000736	Prbj.g_00954	Prai.g_01160
OG0000737	Prbj.g_00955	Prai.g_01161
OG0000738	Prbj.g_00962	Prai.g_01165
OG0000739	Prbj.g_00964	Prai.g_01166
OG0000740	Prbj.g_00965	Prai.g_01167
OG0000741	Prbj.g_00968	Prai.g_01168
OG0000742	Prbj.g_00970	Prai.g_01170
OG0000743	Prbj.g_00972	Prai.g_01172
OG0000744	Prbj.g_00973	Prai.g_01173
OG0000745	Prbj.g_00846	Prai.g_01174
OG0000746	Prbj.g_00844	Prai.g_01176
OG0000747	Prbj.g_00843	Prai.g_01177
OG0000748	Prbj.g_00831	Prai.g_01180
OG0000749	Prbj.g_00830	Prai.g_01181
OG0000750	Prbj.g_00829	Prai.g_01182
OG0000751	Prbj.g_00305	Prai.g_01184
OG0000752	Prbj.g_00308	Prai.g_01186
OG0000753	Prbj.g_00311	Prai.g_01189
OG0000754	Prbj.g_01910	Prai.g_01192
OG0000755	Prbj.g_00002	Prai.g_01196
OG0000756	Prbj.g_00003	Prai.g_01197
OG0000757	Prbj.g_00010	Prai.g_01204
OG0000758	Prbj.g_00011	Prai.g_01205
OG0000759	Prbj.g_00012	Prai.g_01206
OG0000760	Prbj.g_00013	Prai.g_01207
OG0000761	Prbj.g_00014	Prai.g_01208
OG0000762	Prbj.g_01908	Prai.g_01209
OG0000763	Prbj.g_01906	Prai.g_01211
OG0000764	Prbj.g_01905	Prai.g_01212
OG0000765	Prbj.g_02163	Prai.g_01221
OG0000766	Prbj.g_02164	Prai.g_01222
OG0000767	Prbj.g_02166	Prai.g_01224
OG0000768	Prbj.g_02167	Prai.g_01225
OG0000769	Prbj.g_00313	Prai.g_01227
OG0000770	Prbj.g_00019	Prai.g_01229
OG0000771	Prbj.g_01848	Prai.g_01238
OG0000772	Prbj.g_01679	Prai.g_01310
OG0000773	Prbj.g_00161	Prai.g_01325
OG0000774	Prbj.g_01719	Prai.g_01327
OG0000775	Prbj.g_01721	Prai.g_01330
OG0000776	Prbj.g_01722	Prai.g_01331
OG0000777	Prbj.g_01723	Prai.g_01332
OG0000778	Prbj.g_01724	Prai.g_01333
OG0000779	Prbj.g_01729	Prai.g_01337
OG0000780	Prbj.g_01732	Prai.g_01338
OG0000781	Prbj.g_01736	Prai.g_01341
OG0000782	Prbj.g_01737	Prai.g_01342
OG0000783	Prbj.g_01738	Prai.g_01343
OG0000784	Prbj.g_01739	Prai.g_01344
OG0000785	Prbj.g_01741	Prai.g_01346
OG0000786	Prbj.g_01744	Prai.g_01348
OG0000787	Prbj.g_01745	Prai.g_01349
OG0000788	Prbj.g_00094	Prai.g_01358
OG0000789	Prbj.g_00687	Prai.g_01360
OG0000790	Prbj.g_01643	Prai.g_01375
OG0000791	Prbj.g_01645	Prai.g_01377
OG0000792	Prbj.g_01646	Prai.g_01378
OG0000793	Prbj.g_01650	Prai.g_01381
OG0000794	Prbj.g_01651	Prai.g_01382
OG0000795	Prbj.g_01652	Prai.g_01383
OG0000796	Prbj.g_01656	Prai.g_01387
OG0000797	Prbj.g_01657	Prai.g_01388
OG0000799	Prbj.g_01304	Prai.g_01445
OG0000800	Prbj.g_01303	Prai.g_01446
OG0000801	Prbj.g_01302	Prai.g_01447
OG0000802	Prbj.g_01293	Prai.g_01449
OG0000803	Prbj.g_01041	Prai.g_01451
OG0000804	Prbj.g_01043	Prai.g_01452
OG0000805	Prbj.g_01045	Prai.g_01454
OG0000806	Prbj.g_01047	Prai.g_01456
OG0000807	Prbj.g_01049	Prai.g_01457
OG0000808	Prbj.g_01050	Prai.g_01458
OG0000809	Prbj.g_01054	Prai.g_01461
OG0000810	Prbj.g_01055	Prai.g_01462
OG0000811	Prbj.g_01067	Prai.g_01466
OG0000812	Prbj.g_01069	Prai.g_01468
OG0000813	Prbj.g_01070	Prai.g_01469
OG0000814	Prbj.g_01072	Prai.g_01471
OG0000815	Prbj.g_01073	Prai.g_01472
OG0000816	Prbj.g_01075	Prai.g_01474
OG0000817	Prbj.g_01076	Prai.g_01475
OG0000818	Prbj.g_00631	Prai.g_01480
OG0000819	Prbj.g_00632	Prai.g_01481
OG0000820	Prbj.g_00633	Prai.g_01482
OG0000821	Prbj.g_00640	Prai.g_01485
OG0000822	Prbj.g_00642	Prai.g_01486
OG0000823	Prbj.g_00643	Prai.g_01487
OG0000824	Prbj.g_00647	Prai.g_01490
OG0000825	Prbj.g_00648	Prai.g_01491
OG0000826	Prbj.g_00649	Prai.g_01492
OG0000827	Prbj.g_00650	Prai.g_01493
OG0000828	Prbj.g_00653	Prai.g_01496
OG0000829	Prbj.g_00654	Prai.g_01497
OG0000830	Prbj.g_00655	Prai.g_01498
OG0000831	Prbj.g_00657	Prai.g_01500
OG0000832	Prbj.g_01684	Prai.g_01505
OG0000833	Prbj.g_01692	Prai.g_01514
OG0000834	Prbj.g_01693	Prai.g_01515
OG0000835	Prbj.g_01694	Prai.g_01516
OG0000836	Prbj.g_01696	Prai.g_01517
OG0000837	Prbj.g_01697	Prai.g_01518
OG0000838	Prbj.g_01700	Prai.g_01520
OG0000839	Prbj.g_01701	Prai.g_01521
OG0000840	Prbj.g_01702	Prai.g_01522
OG0000841	Prbj.g_01703	Prai.g_01523
OG0000842	Prbj.g_01704	Prai.g_01524
OG0000843	Prbj.g_01705	Prai.g_01525
OG0000844	Prbj.g_01707	Prai.g_01526
OG0000845	Prbj.g_01708	Prai.g_01527
OG0000846	Prbj.g_01709	Prai.g_01528
OG0000847	Prbj.g_01710	Prai.g_01529
OG0000848	Prbj.g_01711	Prai.g_01530
OG0000849	Prbj.g_01712	Prai.g_01531
OG0000850	Prbj.g_01713	Prai.g_01533
OG0000851	Prbj.g_00888	Prai.g_01534
OG0000852	Prbj.g_00887	Prai.g_01535
OG0000853	Prbj.g_00882	Prai.g_01539
OG0000854	Prbj.g_00880	Prai.g_01541
OG0000855	Prbj.g_00879	Prai.g_01542
OG0000856	Prbj.g_02561	Prai.g_01558
OG0000857	Prbj.g_02429	Prai.g_01597
OG0000858	Prbj.g_00868	Prai.g_01632
OG0000859	Prbj.g_00867	Prai.g_01633
OG0000860	Prbj.g_00855	Prai.g_01640
OG0000861	Prbj.g_00854	Prai.g_01641
OG0000862	Prbj.g_00852	Prai.g_01642
OG0000863	Prbj.g_00495	Prai.g_01644
OG0000864	Prbj.g_00494	Prai.g_01645
OG0000865	Prbj.g_00493	Prai.g_01646
OG0000866	Prbj.g_00492	Prai.g_01647
OG0000867	Prbj.g_00491	Prai.g_01648
OG0000868	Prbj.g_00489	Prai.g_01649
OG0000869	Prbj.g_00486	Prai.g_01653
OG0000870	Prbj.g_00481	Prai.g_01658
OG0000871	Prbj.g_00480	Prai.g_01659
OG0000872	Prbj.g_00478	Prai.g_01660
OG0000873	Prbj.g_00475	Prai.g_01663
OG0000874	Prbj.g_00471	Prai.g_01666
OG0000875	Prbj.g_00470	Prai.g_01667
OG0000876	Prbj.g_00469	Prai.g_01668
OG0000877	Prbj.g_00466	Prai.g_01670
OG0000878	Prbj.g_00465	Prai.g_01671
OG0000879	Prbj.g_00464	Prai.g_01672
OG0000880	Prbj.g_00463	Prai.g_01673
OG0000881	Prbj.g_00458	Prai.g_01677
OG0000882	Prbj.g_00453	Prai.g_01682
OG0000883	Prbj.g_00451	Prai.g_01683
OG0000884	Prbj.g_00449	Prai.g_01685
OG0000885	Prbj.g_00448	Prai.g_01686
OG0000886	Prbj.g_00447	Prai.g_01687
OG0000887	Prbj.g_00446	Prai.g_01688
OG0000888	Prbj.g_00444	Prai.g_01690
OG0000889	Prbj.g_00442	Prai.g_01692
OG0000890	Prbj.g_00428	Prai.g_01693
OG0000891	Prbj.g_00427	Prai.g_01694
OG0000892	Prbj.g_00425	Prai.g_01696
OG0000893	Prbj.g_02660	Prai.g_01701
OG0000894	Prbj.g_02656	Prai.g_01703
OG0000895	Prbj.g_02651	Prai.g_01706
OG0000896	Prbj.g_02650	Prai.g_01707
OG0000897	Prbj.g_02648	Prai.g_01709
OG0000898	Prbj.g_02647	Prai.g_01710
OG0000899	Prbj.g_02646	Prai.g_01711
OG0000900	Prbj.g_02645	Prai.g_01712
OG0000901	Prbj.g_02641	Prai.g_01715
OG0000902	Prbj.g_02639	Prai.g_01717
OG0000903	Prbj.g_01027	Prai.g_01720
OG0000904	Prbj.g_01032	Prai.g_01722
OG0000905	Prbj.g_01034	Prai.g_01727
OG0000906	Prbj.g_02635	Prai.g_01728
OG0000907	Prbj.g_01025	Prai.g_01734
OG0000908	Prbj.g_01022	Prai.g_01737
OG0000909	Prbj.g_01021	Prai.g_01738
OG0000910	Prbj.g_01020	Prai.g_01739
OG0000911	Prbj.g_01018	Prai.g_01741
OG0000912	Prbj.g_01017	Prai.g_01742
OG0000913	Prbj.g_01016	Prai.g_01743
OG0000914	Prbj.g_01015	Prai.g_01744
OG0000915	Prbj.g_01014	Prai.g_01746
OG0000916	Prbj.g_01013	Prai.g_01747
OG0000917	Prbj.g_01012	Prai.g_01748
OG0000918	Prbj.g_01011	Prai.g_01749
OG0000919	Prbj.g_01010	Prai.g_01750
OG0000920	Prbj.g_01009	Prai.g_01751
OG0000921	Prbj.g_01008	Prai.g_01752
OG0000922	Prbj.g_01007	Prai.g_01753
OG0000923	Prbj.g_01003	Prai.g_01757
OG0000924	Prbj.g_01002	Prai.g_01758
OG0000925	Prbj.g_01001	Prai.g_01759
OG0000926	Prbj.g_01000	Prai.g_01760
OG0000927	Prbj.g_00998	Prai.g_01762
OG0000928	Prbj.g_00997	Prai.g_01763
OG0000929	Prbj.g_00996	Prai.g_01764
OG0000930	Prbj.g_00995	Prai.g_01765
OG0000931	Prbj.g_00994	Prai.g_01766
OG0000932	Prbj.g_00993	Prai.g_01767
OG0000933	Prbj.g_00988	Prai.g_01776
OG0000934	Prbj.g_00986	Prai.g_01778
OG0000935	Prbj.g_00985	Prai.g_01779
OG0000936	Prbj.g_00984	Prai.g_01780
OG0000937	Prbj.g_00983	Prai.g_01781
OG0000938	Prbj.g_00414	Prai.g_01783
OG0000939	Prbj.g_00413	Prai.g_01784
OG0000940	Prbj.g_00404	Prai.g_01791
OG0000941	Prbj.g_00402	Prai.g_01793
OG0000942	Prbj.g_00400	Prai.g_01795
OG0000943	Prbj.g_00399	Prai.g_01796
OG0000944	Prbj.g_00397	Prai.g_01797
OG0000945	Prbj.g_00395	Prai.g_01798
OG0000946	Prbj.g_00368	Prai.g_01802
OG0000947	Prbj.g_00365	Prai.g_01804
OG0000948	Prbj.g_00364	Prai.g_01805
OG0000949	Prbj.g_00361	Prai.g_01808
OG0000950	Prbj.g_01501	Prai.g_01813
OG0000951	Prbj.g_01506	Prai.g_01817
OG0000952	Prbj.g_01513	Prai.g_01821
OG0000953	Prbj.g_01517	Prai.g_01824
OG0000954	Prbj.g_01577	Prai.g_01828
OG0000955	Prbj.g_01578	Prai.g_01829
OG0000956	Prbj.g_01580	Prai.g_01831
OG0000957	Prbj.g_01596	Prai.g_01836
OG0000958	Prbj.g_01597	Prai.g_01837
OG0000959	Prbj.g_01821	Prai.g_01841
OG0000960	Prbj.g_01820	Prai.g_01842
OG0000961	Prbj.g_01809	Prai.g_01844
OG0000962	Prbj.g_01290	Prai.g_01846
OG0000963	Prbj.g_01285	Prai.g_01850
OG0000964	Prbj.g_01284	Prai.g_01851
OG0000965	Prbj.g_01283	Prai.g_01852
OG0000966	Prbj.g_01250	Prai.g_01861
OG0000967	Prbj.g_01244	Prai.g_01865
OG0000968	Prbj.g_01241	Prai.g_01867
OG0000969	Prbj.g_01239	Prai.g_01868
OG0000970	Prbj.g_01238	Prai.g_01869
OG0000971	Prbj.g_01236	Prai.g_01870
OG0000972	Prbj.g_01235	Prai.g_01871
OG0000973	Prbj.g_01234	Prai.g_01872
OG0000974	Prbj.g_01233	Prai.g_01873
OG0000975	Prbj.g_01232	Prai.g_01874
OG0000976	Prbj.g_01231	Prai.g_01875
OG0000977	Prbj.g_01229	Prai.g_01876
OG0000978	Prbj.g_01228	Prai.g_01877
OG0000979	Prbj.g_01225	Prai.g_01880
OG0000980	Prbj.g_01221	Prai.g_01882
OG0000981	Prbj.g_01218	Prai.g_01884
OG0000982	Prbj.g_01956	Prai.g_01886
OG0000983	Prbj.g_01957	Prai.g_01887
OG0000984	Prbj.g_01958	Prai.g_01888
OG0000985	Prbj.g_01962	Prai.g_01891
OG0000986	Prbj.g_01964	Prai.g_01893
OG0000987	Prbj.g_01966	Prai.g_01894
OG0000988	Prbj.g_01970	Prai.g_01897
OG0000989	Prbj.g_01980	Prai.g_01900
OG0000990	Prbj.g_02002	Prai.g_01903
OG0000991	Prbj.g_02005	Prai.g_01904
OG0000992	Prbj.g_02008	Prai.g_01906
OG0000993	Prbj.g_02009	Prai.g_01907
OG0000994	Prbj.g_02012	Prai.g_01908
OG0000995	Prbj.g_02021	Prai.g_01912
OG0000996	Prbj.g_02034	Prai.g_01913
OG0000997	Prbj.g_02043	Prai.g_01914
OG0000998	Prbj.g_02045	Prai.g_01916
OG0000999	Prbj.g_02046	Prai.g_01917
OG0001000	Prbj.g_02049	Prai.g_01920
OG0001001	Prbj.g_02053	Prai.g_01922
OG0001002	Prbj.g_02060	Prai.g_01926
OG0001003	Prbj.g_02062	Prai.g_01928
OG0001004	Prbj.g_02063	Prai.g_01929
OG0001005	Prbj.g_02065	Prai.g_01930
OG0001006	Prbj.g_02071	Prai.g_01934
OG0001007	Prbj.g_02073	Prai.g_01936
OG0001008	Prbj.g_00101	Prai.g_00468
OG0001009	Prbj.g_01199	Prai.g_00027
OG0001010	Prbj.g_01200	Prai.g_00028
OG0001011	Prbj.g_01202	Prai.g_00029
OG0001012	Prbj.g_01953	Prai.g_00050
OG0001013	Prbj.g_01928	Prai.g_00055
OG0001014	Prbj.g_01919	Prai.g_00058
OG0001015	Prbj.g_01918	Prai.g_00059
OG0001016	Prbj.g_00569	Prai.g_00073
OG0001017	Prbj.g_00575	Prai.g_00077
OG0001018	Prbj.g_00577	Prai.g_00080
OG0001019	Prbj.g_00590	Prai.g_00089
OG0001020	Prbj.g_00596	Prai.g_00090
OG0001021	Prbj.g_00600	Prai.g_00091
OG0001022	Prbj.g_00605	Prai.g_00094
OG0001023	Prbj.g_00606	Prai.g_00095
OG0001024	Prbj.g_00610	Prai.g_00098
OG0001025	Prbj.g_00617	Prai.g_00104
OG0001026	Prbj.g_00630	Prai.g_00111
OG0001027	Prbj.g_01550	Prai.g_00112
OG0001028	Prbj.g_01552	Prai.g_00114
OG0001029	Prbj.g_01554	Prai.g_00115
OG0001030	Prbj.g_01535	Prai.g_00130
OG0001031	Prbj.g_01143	Prai.g_00197
OG0001032	Prbj.g_01146	Prai.g_00198
OG0001033	Prbj.g_00287	Prai.g_00219
OG0001034	Prbj.g_02608	Prai.g_00247
OG0001035	Prbj.g_01360	Prai.g_00267
OG0001036	Prbj.g_01364	Prai.g_00272
OG0001037	Prbj.g_01366	Prai.g_00273
OG0001038	Prbj.g_01403	Prai.g_00291
OG0001039	Prbj.g_01406	Prai.g_00294
OG0001040	Prbj.g_01409	Prai.g_00296
OG0001041	Prbj.g_01414	Prai.g_00300
OG0001042	Prbj.g_01439	Prai.g_00317
OG0001043	Prbj.g_01441	Prai.g_00318
OG0001045	Prbj.g_00330	Prai.g_00355
OG0001046	Prbj.g_00874	Prai.g_00390
OG0001047	Prbj.g_00103	Prai.g_00470
OG0001048	Prbj.g_00104	Prai.g_00471
OG0001049	Prbj.g_00107	Prai.g_00473
OG0001050	Prbj.g_00108	Prai.g_00474
OG0001051	Prbj.g_00109	Prai.g_00475
OG0001052	Prbj.g_00132	Prai.g_00501
OG0001053	Prbj.g_01627	Prai.g_00513
OG0001054	Prbj.g_01609	Prai.g_00528
OG0001055	Prbj.g_02103	Prai.g_00546
OG0001056	Prbj.g_02132	Prai.g_00564
OG0001057	Prbj.g_02144	Prai.g_00569
OG0001058	Prbj.g_01863	Prai.g_00577
OG0001059	Prbj.g_01867	Prai.g_00581
OG0001060	Prbj.g_01874	Prai.g_00588
OG0001061	Prbj.g_01802	Prai.g_00602
OG0001062	Prbj.g_01800	Prai.g_00604
OG0001063	Prbj.g_01796	Prai.g_00606
OG0001064	Prbj.g_01795	Prai.g_00607
OG0001065	Prbj.g_01794	Prai.g_00608
OG0001066	Prbj.g_01793	Prai.g_00609
OG0001067	Prbj.g_01792	Prai.g_00610
OG0001068	Prbj.g_01791	Prai.g_00611
OG0001069	Prbj.g_01790	Prai.g_00612
OG0001070	Prbj.g_01786	Prai.g_00615
OG0001071	Prbj.g_01785	Prai.g_00616
OG0001072	Prbj.g_01782	Prai.g_00618
OG0001073	Prbj.g_01763	Prai.g_00632
OG0001074	Prbj.g_02544	Prai.g_00643
OG0001075	Prbj.g_02545	Prai.g_00644
OG0001076	Prbj.g_02553	Prai.g_00653
OG0001077	Prbj.g_02563	Prai.g_00657
OG0001078	Prbj.g_02574	Prai.g_00665
OG0001079	Prbj.g_02593	Prai.g_00676
OG0001080	Prbj.g_00794	Prai.g_00682
OG0001081	Prbj.g_00804	Prai.g_00684
OG0001082	Prbj.g_00805	Prai.g_00685
OG0001083	Prbj.g_00813	Prai.g_00690
OG0001084	Prbj.g_00815	Prai.g_00691
OG0001085	Prbj.g_00825	Prai.g_00699
OG0001086	Prbj.g_02707	Prai.g_00700
OG0001087	Prbj.g_00927	Prai.g_00717
OG0001088	Prbj.g_00931	Prai.g_00718
OG0001089	Prbj.g_00757	Prai.g_00726
OG0001090	Prbj.g_02180	Prai.g_00749
OG0001091	Prbj.g_02182	Prai.g_00751
OG0001092	Prbj.g_02183	Prai.g_00752
OG0001093	Prbj.g_02187	Prai.g_00757
OG0001094	Prbj.g_02406	Prai.g_00854
OG0001095	Prbj.g_02425	Prai.g_00834
OG0001096	Prbj.g_02441	Prai.g_00821
OG0001097	Prbj.g_02486	Prai.g_00802
OG0001098	Prbj.g_02323	Prai.g_00787
OG0001099	Prbj.g_01553	Prai.g_01057
OG0001100	Prbj.g_02333	Prai.g_01053
OG0001101	Prbj.g_02334	Prai.g_01051
OG0001102	Prbj.g_02337	Prai.g_01049
OG0001103	Prbj.g_02339	Prai.g_01047
OG0001104	Prbj.g_02396	Prai.g_01026
OG0001105	Prbj.g_02391	Prai.g_01022
OG0001106	Prbj.g_02280	Prai.g_00998
OG0001107	Prbj.g_02270	Prai.g_00991
OG0001108	Prbj.g_02263	Prai.g_00987
OG0001109	Prbj.g_02261	Prai.g_00986
OG0001110	Prbj.g_02259	Prai.g_00984
OG0001111	Prbj.g_02257	Prai.g_00983
OG0001112	Prbj.g_02255	Prai.g_00982
OG0001113	Prbj.g_02254	Prai.g_00981
OG0001114	Prbj.g_02253	Prai.g_00980
OG0001115	Prbj.g_02251	Prai.g_00978
OG0001116	Prbj.g_02250	Prai.g_00977
OG0001117	Prbj.g_02249	Prai.g_00976
OG0001118	Prbj.g_02248	Prai.g_00975
OG0001119	Prbj.g_02247	Prai.g_00974
OG0001120	Prbj.g_02245	Prai.g_00972
OG0001122	Prbj.g_02216	Prai.g_00945
OG0001124	Prbj.g_02207	Prai.g_00940
OG0001125	Prbj.g_02205	Prai.g_00939
OG0001126	Prbj.g_01850	Prai.g_00929
OG0001127	Prbj.g_01849	Prai.g_00928
OG0001128	Prbj.g_01846	Prai.g_00926
OG0001129	Prbj.g_01845	Prai.g_00925
OG0001130	Prbj.g_01844	Prai.g_00924
OG0001131	Prbj.g_02687	Prai.g_01088
