Orthogroup	Prbj	Syan
OG0000567	Prbj.g_01883	Syan.g_00872
OG0000568	Prbj.g_01885	Syan.g_00874
OG0000569	Prbj.g_01807	Syan.g_00875
OG0000570	Prbj.g_01806	Syan.g_00876
OG0000571	Prbj.g_01803	Syan.g_00879
OG0000572	Prbj.g_01787	Syan.g_00954
OG0000573	Prbj.g_01780	Syan.g_00963
OG0000574	Prbj.g_01779	Syan.g_00965
OG0000575	Prbj.g_01770	Syan.g_01003
OG0000576	Prbj.g_01768	Syan.g_01007
OG0000577	Prbj.g_01767	Syan.g_01008
OG0000578	Prbj.g_01766	Syan.g_01009
OG0000579	Prbj.g_01765	Syan.g_01010
OG0000580	Prbj.g_01764	Syan.g_01011
OG0000581	Prbj.g_01760	Syan.g_01018
OG0000582	Prbj.g_01756	Syan.g_01030
OG0000583	Prbj.g_01755	Syan.g_01029
OG0000584	Prbj.g_01754	Syan.g_01028
OG0000585	Prbj.g_01752	Syan.g_01024
OG0000586	Prbj.g_01750	Syan.g_01022
OG0000587	Prbj.g_01748	Syan.g_01020
OG0000588	Prbj.g_02547	Syan.g_00215
OG0000589	Prbj.g_02550	Syan.g_00016
OG0000590	Prbj.g_02551	Syan.g_00015
OG0000591	Prbj.g_02558	Syan.g_00003
OG0000592	Prbj.g_02559	Syan.g_00002
OG0000593	Prbj.g_02569	Syan.g_00820
OG0000594	Prbj.g_02570	Syan.g_00819
OG0000595	Prbj.g_02571	Syan.g_00818
OG0000596	Prbj.g_02576	Syan.g_00813
OG0000597	Prbj.g_02579	Syan.g_00810
OG0000598	Prbj.g_02580	Syan.g_00809
OG0000599	Prbj.g_02590	Syan.g_00802
OG0000600	Prbj.g_02591	Syan.g_00801
OG0000601	Prbj.g_02592	Syan.g_00800
OG0000602	Prbj.g_02596	Syan.g_00796
OG0000603	Prbj.g_02597	Syan.g_00795
OG0000604	Prbj.g_02598	Syan.g_00792
OG0000605	Prbj.g_00792	Syan.g_00783
OG0000606	Prbj.g_00803	Syan.g_00780
OG0000607	Prbj.g_00806	Syan.g_00777
OG0000608	Prbj.g_00807	Syan.g_00776
OG0000609	Prbj.g_00809	Syan.g_00774
OG0000610	Prbj.g_00818	Syan.g_00766
OG0000611	Prbj.g_00821	Syan.g_00763
OG0000612	Prbj.g_00822	Syan.g_00762
OG0000613	Prbj.g_01466	Syan.g_01965
OG0000614	Prbj.g_00946	Syan.g_00184
OG0000615	Prbj.g_02373	Syan.g_00728
OG0000616	Prbj.g_02057	Syan.g_01694
OG0000617	Prbj.g_02184	Syan.g_00324
OG0000618	Prbj.g_02185	Syan.g_00325
OG0000619	Prbj.g_02186	Syan.g_00326
OG0000620	Prbj.g_02190	Syan.g_00331
OG0000621	Prbj.g_02191	Syan.g_00332
OG0000622	Prbj.g_02192	Syan.g_00334
OG0000623	Prbj.g_02193	Syan.g_00335
OG0000624	Prbj.g_02194	Syan.g_00337
OG0000625	Prbj.g_02195	Syan.g_00338
OG0000626	Prbj.g_02196	Syan.g_00339
OG0000627	Prbj.g_02320	Syan.g_00465
OG0000628	Prbj.g_02319	Syan.g_00466
OG0000629	Prbj.g_02316	Syan.g_00469
OG0000630	Prbj.g_02312	Syan.g_00474
OG0000631	Prbj.g_02306	Syan.g_00484
OG0000632	Prbj.g_02305	Syan.g_00485
OG0000633	Prbj.g_02304	Syan.g_00489
OG0000634	Prbj.g_02408	Syan.g_00694
OG0000635	Prbj.g_02409	Syan.g_00693
OG0000636	Prbj.g_02411	Syan.g_00691
OG0000637	Prbj.g_02413	Syan.g_00689
OG0000638	Prbj.g_02414	Syan.g_00688
OG0000639	Prbj.g_02415	Syan.g_00687
OG0000640	Prbj.g_02416	Syan.g_00686
OG0000641	Prbj.g_02420	Syan.g_00682
OG0000642	Prbj.g_02421	Syan.g_00681
OG0000643	Prbj.g_02422	Syan.g_00679
OG0000644	Prbj.g_02423	Syan.g_00678
OG0000645	Prbj.g_02424	Syan.g_00676
OG0000646	Prbj.g_02427	Syan.g_00673
OG0000647	Prbj.g_02430	Syan.g_00671
OG0000648	Prbj.g_02432	Syan.g_00669
OG0000649	Prbj.g_02433	Syan.g_00668
OG0000650	Prbj.g_02434	Syan.g_00667
OG0000651	Prbj.g_02435	Syan.g_00666
OG0000652	Prbj.g_02436	Syan.g_00665
OG0000653	Prbj.g_02438	Syan.g_00663
OG0000654	Prbj.g_02439	Syan.g_00661
OG0000655	Prbj.g_02440	Syan.g_00660
OG0000656	Prbj.g_02443	Syan.g_00656
OG0000657	Prbj.g_02476	Syan.g_00375
OG0000658	Prbj.g_02478	Syan.g_00378
OG0000659	Prbj.g_02479	Syan.g_00379
OG0000660	Prbj.g_02483	Syan.g_00383
OG0000661	Prbj.g_02485	Syan.g_00385
OG0000662	Prbj.g_02487	Syan.g_00392
OG0000663	Prbj.g_02490	Syan.g_00395
OG0000664	Prbj.g_02491	Syan.g_00397
OG0000665	Prbj.g_02504	Syan.g_00788
OG0000666	Prbj.g_02507	Syan.g_02100
OG0000667	Prbj.g_02514	Syan.g_00044
OG0000668	Prbj.g_02215	Syan.g_00365
OG0000669	Prbj.g_02523	Syan.g_00751
OG0000670	Prbj.g_00044	Syan.g_00748
OG0000671	Prbj.g_02335	Syan.g_00746
OG0000672	Prbj.g_02338	Syan.g_00743
OG0000673	Prbj.g_02341	Syan.g_00740
OG0000674	Prbj.g_02343	Syan.g_00738
OG0000675	Prbj.g_02344	Syan.g_00737
OG0000676	Prbj.g_02352	Syan.g_00735
OG0000677	Prbj.g_02354	Syan.g_00734
OG0000678	Prbj.g_02359	Syan.g_00732
OG0000679	Prbj.g_02379	Syan.g_00724
OG0000680	Prbj.g_02380	Syan.g_00723
OG0000681	Prbj.g_02382	Syan.g_00720
OG0000682	Prbj.g_02383	Syan.g_00719
OG0000683	Prbj.g_02384	Syan.g_00718
OG0000684	Prbj.g_02397	Syan.g_00715
OG0000685	Prbj.g_02395	Syan.g_00713
OG0000686	Prbj.g_02394	Syan.g_00712
OG0000687	Prbj.g_02393	Syan.g_00711
OG0000688	Prbj.g_02399	Syan.g_00706
OG0000689	Prbj.g_02400	Syan.g_00704
OG0000690	Prbj.g_02401	Syan.g_00703
OG0000691	Prbj.g_02402	Syan.g_00702
OG0000692	Prbj.g_02403	Syan.g_00700
OG0000693	Prbj.g_02404	Syan.g_00698
OG0000694	Prbj.g_02405	Syan.g_00697
OG0000695	Prbj.g_02302	Syan.g_00492
OG0000696	Prbj.g_02301	Syan.g_00493
OG0000697	Prbj.g_02299	Syan.g_00495
OG0000698	Prbj.g_02296	Syan.g_00498
OG0000699	Prbj.g_02294	Syan.g_00500
OG0000700	Prbj.g_02293	Syan.g_00501
OG0000701	Prbj.g_02292	Syan.g_00502
OG0000702	Prbj.g_02284	Syan.g_00534
OG0000703	Prbj.g_02283	Syan.g_00546
OG0000704	Prbj.g_02281	Syan.g_00550
OG0000705	Prbj.g_02275	Syan.g_00557
OG0000706	Prbj.g_02274	Syan.g_00558
OG0000707	Prbj.g_02273	Syan.g_00559
OG0000708	Prbj.g_02271	Syan.g_00562
OG0000709	Prbj.g_02264	Syan.g_00570
OG0000710	Prbj.g_02260	Syan.g_00574
OG0000711	Prbj.g_02237	Syan.g_00607
OG0000712	Prbj.g_02236	Syan.g_00609
OG0000713	Prbj.g_02235	Syan.g_00610
OG0000714	Prbj.g_02231	Syan.g_00624
OG0000715	Prbj.g_02229	Syan.g_00626
OG0000716	Prbj.g_02225	Syan.g_00630
OG0000717	Prbj.g_02224	Syan.g_00631
OG0000718	Prbj.g_02219	Syan.g_00651
OG0000719	Prbj.g_02217	Syan.g_00367
OG0000720	Prbj.g_02204	Syan.g_00354
OG0000721	Prbj.g_02203	Syan.g_00352
OG0000722	Prbj.g_02202	Syan.g_00351
OG0000723	Prbj.g_02198	Syan.g_00341
OG0000724	Prbj.g_01843	Syan.g_00299
OG0000725	Prbj.g_01836	Syan.g_00194
OG0000726	Prbj.g_01835	Syan.g_00193
OG0000727	Prbj.g_01834	Syan.g_00192
OG0000728	Prbj.g_01833	Syan.g_00190
OG0000729	Prbj.g_01289	Syan.g_01885
OG0000730	Prbj.g_00343	Syan.g_02147
OG0000731	Prbj.g_00333	Syan.g_02135
OG0000732	Prbj.g_01220	Syan.g_01726
OG0000733	Prbj.g_01997	Syan.g_01147
OG0000734	Prbj.g_00627	Syan.g_02982
OG0000735	Prbj.g_00953	Syan.g_02713
OG0000736	Prbj.g_00954	Syan.g_02712
OG0000737	Prbj.g_00955	Syan.g_02711
OG0000738	Prbj.g_00962	Syan.g_02705
OG0000739	Prbj.g_00964	Syan.g_02704
OG0000740	Prbj.g_00965	Syan.g_02703
OG0000741	Prbj.g_00968	Syan.g_02700
OG0000742	Prbj.g_00970	Syan.g_02697
OG0000743	Prbj.g_00972	Syan.g_02694
OG0000744	Prbj.g_00973	Syan.g_02693
OG0000745	Prbj.g_00846	Syan.g_02690
OG0000746	Prbj.g_00844	Syan.g_02687
OG0000747	Prbj.g_00843	Syan.g_02685
OG0000748	Prbj.g_00831	Syan.g_02669
OG0000749	Prbj.g_00830	Syan.g_02668
OG0000750	Prbj.g_00829	Syan.g_02667
OG0000751	Prbj.g_00305	Syan.g_02661
OG0000752	Prbj.g_00308	Syan.g_02659
OG0000753	Prbj.g_00311	Syan.g_02656
OG0000754	Prbj.g_01910	Syan.g_02650
OG0000755	Prbj.g_00002	Syan.g_02641
OG0000756	Prbj.g_00003	Syan.g_02640
OG0000757	Prbj.g_00010	Syan.g_02623
OG0000758	Prbj.g_00011	Syan.g_02622
OG0000759	Prbj.g_00012	Syan.g_02621
OG0000760	Prbj.g_00013	Syan.g_02620
OG0000761	Prbj.g_00014	Syan.g_02619
OG0000762	Prbj.g_01908	Syan.g_02617
OG0000763	Prbj.g_01906	Syan.g_02615
OG0000764	Prbj.g_01905	Syan.g_02614
OG0000765	Prbj.g_02163	Syan.g_02587
OG0000766	Prbj.g_02164	Syan.g_02586
OG0000767	Prbj.g_02166	Syan.g_02584
OG0000768	Prbj.g_02167	Syan.g_02583
OG0000769	Prbj.g_00313	Syan.g_02581
OG0000770	Prbj.g_00019	Syan.g_02561
OG0000771	Prbj.g_01848	Syan.g_00305
OG0000772	Prbj.g_01679	Syan.g_00436
OG0000773	Prbj.g_00161	Syan.g_01199
OG0000774	Prbj.g_01719	Syan.g_01205
OG0000775	Prbj.g_01721	Syan.g_01207
OG0000776	Prbj.g_01722	Syan.g_01208
OG0000777	Prbj.g_01723	Syan.g_01209
OG0000778	Prbj.g_01724	Syan.g_01210
OG0000779	Prbj.g_01729	Syan.g_01215
OG0000780	Prbj.g_01732	Syan.g_01218
OG0000781	Prbj.g_01736	Syan.g_01222
OG0000782	Prbj.g_01737	Syan.g_01223
OG0000783	Prbj.g_01738	Syan.g_01224
OG0000784	Prbj.g_01739	Syan.g_01225
OG0000785	Prbj.g_01741	Syan.g_01228
OG0000786	Prbj.g_01744	Syan.g_01243
OG0000787	Prbj.g_01745	Syan.g_01244
OG0000788	Prbj.g_00094	Syan.g_00843
OG0000789	Prbj.g_00687	Syan.g_00075
OG0000790	Prbj.g_01643	Syan.g_02778
OG0000791	Prbj.g_01645	Syan.g_02780
OG0000792	Prbj.g_01646	Syan.g_02781
OG0000793	Prbj.g_01650	Syan.g_02879
OG0000794	Prbj.g_01651	Syan.g_02881
OG0000795	Prbj.g_01652	Syan.g_02882
OG0000796	Prbj.g_01656	Syan.g_02886
OG0000797	Prbj.g_01657	Syan.g_02888
OG0000798	Prbj.g_01402	Syan.g_02026
OG0000799	Prbj.g_01304	Syan.g_01310
OG0000800	Prbj.g_01303	Syan.g_01308
OG0000801	Prbj.g_01302	Syan.g_01307
OG0000802	Prbj.g_01293	Syan.g_01303
OG0000803	Prbj.g_01041	Syan.g_01294
OG0000804	Prbj.g_01043	Syan.g_01291
OG0000805	Prbj.g_01045	Syan.g_01289
OG0000806	Prbj.g_01047	Syan.g_01287
OG0000807	Prbj.g_01049	Syan.g_01286
OG0000808	Prbj.g_01050	Syan.g_01285
OG0000809	Prbj.g_01054	Syan.g_01281
OG0000810	Prbj.g_01055	Syan.g_01280
OG0000811	Prbj.g_01067	Syan.g_01272
OG0000812	Prbj.g_01069	Syan.g_01270
OG0000813	Prbj.g_01070	Syan.g_01269
OG0000814	Prbj.g_01072	Syan.g_01267
OG0000815	Prbj.g_01073	Syan.g_01249
OG0000816	Prbj.g_01075	Syan.g_01247
OG0000817	Prbj.g_01076	Syan.g_01328
OG0000818	Prbj.g_00631	Syan.g_02807
OG0000819	Prbj.g_00632	Syan.g_02808
OG0000820	Prbj.g_00633	Syan.g_02809
OG0000821	Prbj.g_00640	Syan.g_02815
OG0000822	Prbj.g_00642	Syan.g_02817
OG0000823	Prbj.g_00643	Syan.g_02818
OG0000824	Prbj.g_00647	Syan.g_02824
OG0000825	Prbj.g_00648	Syan.g_02825
OG0000826	Prbj.g_00649	Syan.g_02826
OG0000827	Prbj.g_00650	Syan.g_02827
OG0000828	Prbj.g_00653	Syan.g_02830
OG0000829	Prbj.g_00654	Syan.g_02831
OG0000830	Prbj.g_00655	Syan.g_02832
OG0000831	Prbj.g_00657	Syan.g_02834
OG0000832	Prbj.g_01684	Syan.g_02408
OG0000833	Prbj.g_01692	Syan.g_01343
OG0000834	Prbj.g_01693	Syan.g_01345
OG0000835	Prbj.g_01694	Syan.g_01346
OG0000836	Prbj.g_01696	Syan.g_01349
OG0000837	Prbj.g_01697	Syan.g_01351
OG0000838	Prbj.g_01700	Syan.g_01355
OG0000839	Prbj.g_01701	Syan.g_01356
OG0000840	Prbj.g_01702	Syan.g_01357
OG0000841	Prbj.g_01703	Syan.g_01358
OG0000842	Prbj.g_01704	Syan.g_01359
OG0000843	Prbj.g_01705	Syan.g_01360
OG0000844	Prbj.g_01707	Syan.g_01362
OG0000845	Prbj.g_01708	Syan.g_01363
OG0000846	Prbj.g_01709	Syan.g_01364
OG0000847	Prbj.g_01710	Syan.g_01365
OG0000848	Prbj.g_01711	Syan.g_01367
OG0000849	Prbj.g_01712	Syan.g_01368
OG0000850	Prbj.g_01713	Syan.g_01371
OG0000851	Prbj.g_00888	Syan.g_01374
OG0000852	Prbj.g_00887	Syan.g_01375
OG0000853	Prbj.g_00882	Syan.g_01379
OG0000854	Prbj.g_00880	Syan.g_01381
OG0000855	Prbj.g_00879	Syan.g_01382
OG0000856	Prbj.g_02561	Syan.g_01136
OG0000857	Prbj.g_02429	Syan.g_00672
OG0000858	Prbj.g_00868	Syan.g_01389
OG0000859	Prbj.g_00867	Syan.g_01390
OG0000860	Prbj.g_00855	Syan.g_01402
OG0000861	Prbj.g_00854	Syan.g_01403
OG0000862	Prbj.g_00852	Syan.g_01412
OG0000863	Prbj.g_00495	Syan.g_01414
OG0000864	Prbj.g_00494	Syan.g_00969
OG0000865	Prbj.g_00493	Syan.g_01415
OG0000866	Prbj.g_00492	Syan.g_01416
OG0000867	Prbj.g_00491	Syan.g_01417
OG0000868	Prbj.g_00489	Syan.g_01421
OG0000869	Prbj.g_00486	Syan.g_01426
OG0000870	Prbj.g_00481	Syan.g_01431
OG0000871	Prbj.g_00480	Syan.g_01432
OG0000872	Prbj.g_00478	Syan.g_01438
OG0000873	Prbj.g_00475	Syan.g_01441
OG0000874	Prbj.g_00471	Syan.g_01443
OG0000875	Prbj.g_00470	Syan.g_01445
OG0000876	Prbj.g_00469	Syan.g_00391
OG0000877	Prbj.g_00466	Syan.g_01449
OG0000878	Prbj.g_00465	Syan.g_01450
OG0000879	Prbj.g_00464	Syan.g_01451
OG0000880	Prbj.g_00463	Syan.g_01452
OG0000881	Prbj.g_00458	Syan.g_01457
OG0000882	Prbj.g_00453	Syan.g_01462
OG0000883	Prbj.g_00451	Syan.g_01464
OG0000884	Prbj.g_00449	Syan.g_01466
OG0000885	Prbj.g_00448	Syan.g_01467
OG0000886	Prbj.g_00447	Syan.g_01468
OG0000887	Prbj.g_00446	Syan.g_01469
OG0000888	Prbj.g_00444	Syan.g_01471
OG0000889	Prbj.g_00442	Syan.g_01473
OG0000890	Prbj.g_00428	Syan.g_01476
OG0000891	Prbj.g_00427	Syan.g_01477
OG0000892	Prbj.g_00425	Syan.g_01480
OG0000893	Prbj.g_02660	Syan.g_02103
OG0000894	Prbj.g_02656	Syan.g_02108
OG0000895	Prbj.g_02651	Syan.g_02112
OG0000896	Prbj.g_02650	Syan.g_02113
OG0000897	Prbj.g_02648	Syan.g_02115
OG0000898	Prbj.g_02647	Syan.g_02116
OG0000899	Prbj.g_02646	Syan.g_02117
OG0000900	Prbj.g_02645	Syan.g_02118
OG0000901	Prbj.g_02641	Syan.g_02123
OG0000902	Prbj.g_02639	Syan.g_02125
OG0000903	Prbj.g_01027	Syan.g_02252
OG0000904	Prbj.g_01032	Syan.g_02258
OG0000905	Prbj.g_01034	Syan.g_02129
OG0000906	Prbj.g_02635	Syan.g_02127
OG0000907	Prbj.g_01025	Syan.g_02245
OG0000908	Prbj.g_01022	Syan.g_02242
OG0000909	Prbj.g_01021	Syan.g_02241
OG0000910	Prbj.g_01020	Syan.g_02240
OG0000911	Prbj.g_01018	Syan.g_02238
OG0000912	Prbj.g_01017	Syan.g_02237
OG0000913	Prbj.g_01016	Syan.g_02236
OG0000914	Prbj.g_01015	Syan.g_02235
OG0000915	Prbj.g_01014	Syan.g_02233
OG0000916	Prbj.g_01013	Syan.g_02232
OG0000917	Prbj.g_01012	Syan.g_02231
OG0000918	Prbj.g_01011	Syan.g_02230
OG0000919	Prbj.g_01010	Syan.g_02229
OG0000920	Prbj.g_01009	Syan.g_02228
OG0000921	Prbj.g_01008	Syan.g_02227
OG0000922	Prbj.g_01007	Syan.g_02226
OG0000923	Prbj.g_01003	Syan.g_02222
OG0000924	Prbj.g_01002	Syan.g_02221
OG0000925	Prbj.g_01001	Syan.g_02220
OG0000926	Prbj.g_01000	Syan.g_02219
OG0000927	Prbj.g_00998	Syan.g_02217
OG0000928	Prbj.g_00997	Syan.g_02216
OG0000929	Prbj.g_00996	Syan.g_02215
OG0000930	Prbj.g_00995	Syan.g_02214
OG0000931	Prbj.g_00994	Syan.g_02213
OG0000932	Prbj.g_00993	Syan.g_02212
OG0000933	Prbj.g_00988	Syan.g_02206
OG0000934	Prbj.g_00986	Syan.g_02204
OG0000935	Prbj.g_00985	Syan.g_02203
OG0000936	Prbj.g_00984	Syan.g_02202
OG0000937	Prbj.g_00983	Syan.g_02201
OG0000938	Prbj.g_00414	Syan.g_02198
OG0000939	Prbj.g_00413	Syan.g_02197
OG0000940	Prbj.g_00404	Syan.g_02188
OG0000941	Prbj.g_00402	Syan.g_02186
OG0000942	Prbj.g_00400	Syan.g_02184
OG0000943	Prbj.g_00399	Syan.g_02183
OG0000944	Prbj.g_00397	Syan.g_02181
OG0000945	Prbj.g_00395	Syan.g_02180
OG0000946	Prbj.g_00368	Syan.g_02167
OG0000947	Prbj.g_00365	Syan.g_02164
OG0000948	Prbj.g_00364	Syan.g_02163
OG0000949	Prbj.g_00361	Syan.g_01951
OG0000950	Prbj.g_01501	Syan.g_01940
OG0000951	Prbj.g_01506	Syan.g_01932
OG0000952	Prbj.g_01513	Syan.g_01927
OG0000953	Prbj.g_01517	Syan.g_01922
OG0000954	Prbj.g_01577	Syan.g_01916
OG0000955	Prbj.g_01578	Syan.g_01915
OG0000956	Prbj.g_01580	Syan.g_01913
OG0000957	Prbj.g_01596	Syan.g_01898
OG0000958	Prbj.g_01597	Syan.g_01897
OG0000959	Prbj.g_01821	Syan.g_01893
OG0000960	Prbj.g_01820	Syan.g_01892
OG0000961	Prbj.g_01809	Syan.g_03024
OG0000962	Prbj.g_01290	Syan.g_01887
OG0000963	Prbj.g_01285	Syan.g_01881
OG0000964	Prbj.g_01284	Syan.g_01880
OG0000965	Prbj.g_01283	Syan.g_01879
OG0000966	Prbj.g_01250	Syan.g_01812
OG0000967	Prbj.g_01244	Syan.g_01804
OG0000968	Prbj.g_01241	Syan.g_01706
OG0000969	Prbj.g_01239	Syan.g_01708
OG0000970	Prbj.g_01238	Syan.g_01709
OG0000971	Prbj.g_01236	Syan.g_01711
OG0000972	Prbj.g_01235	Syan.g_01712
OG0000973	Prbj.g_01234	Syan.g_01713
OG0000974	Prbj.g_01233	Syan.g_01714
OG0000975	Prbj.g_01232	Syan.g_01715
OG0000976	Prbj.g_01231	Syan.g_01716
OG0000977	Prbj.g_01229	Syan.g_01718
OG0000978	Prbj.g_01228	Syan.g_01719
OG0000979	Prbj.g_01225	Syan.g_01722
OG0000980	Prbj.g_01221	Syan.g_01725
OG0000981	Prbj.g_01218	Syan.g_01728
OG0000982	Prbj.g_01956	Syan.g_01566
OG0000983	Prbj.g_01957	Syan.g_01567
OG0000984	Prbj.g_01958	Syan.g_01568
OG0000985	Prbj.g_01962	Syan.g_01572
OG0000986	Prbj.g_01964	Syan.g_01574
OG0000987	Prbj.g_01966	Syan.g_01576
OG0000988	Prbj.g_01970	Syan.g_01581
OG0000989	Prbj.g_01980	Syan.g_01587
OG0000990	Prbj.g_02002	Syan.g_01615
OG0000991	Prbj.g_02005	Syan.g_01618
OG0000992	Prbj.g_02008	Syan.g_01622
OG0000993	Prbj.g_02009	Syan.g_01623
OG0000994	Prbj.g_02012	Syan.g_01625
OG0000995	Prbj.g_02021	Syan.g_01629
OG0000996	Prbj.g_02034	Syan.g_01653
OG0000997	Prbj.g_02043	Syan.g_01677
OG0000998	Prbj.g_02045	Syan.g_01679
OG0000999	Prbj.g_02046	Syan.g_01680
OG0001000	Prbj.g_02049	Syan.g_01684
OG0001001	Prbj.g_02053	Syan.g_01690
OG0001002	Prbj.g_02060	Syan.g_01697
OG0001003	Prbj.g_02062	Syan.g_01699
OG0001004	Prbj.g_02063	Syan.g_01700
OG0001005	Prbj.g_02065	Syan.g_01701
OG0001006	Prbj.g_02071	Syan.g_01794
OG0001007	Prbj.g_02073	Syan.g_01796
OG0001008	Prbj.g_00101	Syan.g_02397
OG0001009	Prbj.g_01199	Syan.g_01748
OG0001010	Prbj.g_01200	Syan.g_01747
OG0001011	Prbj.g_01202	Syan.g_01745
OG0001012	Prbj.g_01953	Syan.g_00281
OG0001013	Prbj.g_01928	Syan.g_01542
OG0001014	Prbj.g_01919	Syan.g_01535
OG0001015	Prbj.g_01918	Syan.g_01534
OG0001016	Prbj.g_00569	Syan.g_02912
OG0001017	Prbj.g_00575	Syan.g_02918
OG0001018	Prbj.g_00577	Syan.g_02920
OG0001019	Prbj.g_00590	Syan.g_02947
OG0001020	Prbj.g_00596	Syan.g_02951
OG0001021	Prbj.g_00600	Syan.g_02958
OG0001022	Prbj.g_00605	Syan.g_02964
OG0001023	Prbj.g_00606	Syan.g_02965
OG0001024	Prbj.g_00610	Syan.g_00968
OG0001025	Prbj.g_00617	Syan.g_02971
OG0001026	Prbj.g_00630	Syan.g_02984
OG0001027	Prbj.g_01550	Syan.g_02308
OG0001028	Prbj.g_01552	Syan.g_02305
OG0001029	Prbj.g_01554	Syan.g_02303
OG0001030	Prbj.g_01535	Syan.g_02281
OG0001031	Prbj.g_01143	Syan.g_03060
OG0001032	Prbj.g_01146	Syan.g_03063
OG0001033	Prbj.g_00287	Syan.g_00970
OG0001034	Prbj.g_02608	Syan.g_02425
OG0001035	Prbj.g_01360	Syan.g_02062
OG0001036	Prbj.g_01364	Syan.g_02056
OG0001037	Prbj.g_01366	Syan.g_02054
OG0001038	Prbj.g_01403	Syan.g_02025
OG0001039	Prbj.g_01406	Syan.g_02022
OG0001040	Prbj.g_01409	Syan.g_02019
OG0001041	Prbj.g_01414	Syan.g_02015
OG0001042	Prbj.g_01439	Syan.g_01992
OG0001043	Prbj.g_01441	Syan.g_01988
OG0001044	Prbj.g_00342	Syan.g_02145
OG0001045	Prbj.g_00330	Syan.g_02132
OG0001046	Prbj.g_00874	Syan.g_00591
OG0001047	Prbj.g_00103	Syan.g_02399
OG0001048	Prbj.g_00104	Syan.g_02400
OG0001049	Prbj.g_00107	Syan.g_01340
OG0001050	Prbj.g_00108	Syan.g_01339
OG0001051	Prbj.g_00109	Syan.g_01338
OG0001052	Prbj.g_00132	Syan.g_02850
OG0001053	Prbj.g_01627	Syan.g_02761
OG0001054	Prbj.g_01609	Syan.g_02742
OG0001055	Prbj.g_02103	Syan.g_02721
OG0001056	Prbj.g_02132	Syan.g_01161
OG0001057	Prbj.g_02144	Syan.g_00832
OG0001058	Prbj.g_01863	Syan.g_00851
OG0001059	Prbj.g_01867	Syan.g_00855
OG0001060	Prbj.g_01874	Syan.g_00861
OG0001061	Prbj.g_01802	Syan.g_00880
OG0001063	Prbj.g_01796	Syan.g_00945
OG0001064	Prbj.g_01795	Syan.g_00946
OG0001065	Prbj.g_01794	Syan.g_00947
OG0001066	Prbj.g_01793	Syan.g_00948
OG0001067	Prbj.g_01792	Syan.g_00949
OG0001068	Prbj.g_01791	Syan.g_00950
OG0001069	Prbj.g_01790	Syan.g_00951
OG0001070	Prbj.g_01786	Syan.g_00955
OG0001071	Prbj.g_01785	Syan.g_00956
OG0001072	Prbj.g_01782	Syan.g_00960
OG0001073	Prbj.g_01763	Syan.g_01012
OG0001074	Prbj.g_02544	Syan.g_00202
OG0001075	Prbj.g_02545	Syan.g_00200
OG0001076	Prbj.g_02553	Syan.g_00012
OG0001077	Prbj.g_02563	Syan.g_01140
OG0001078	Prbj.g_02574	Syan.g_00815
OG0001079	Prbj.g_02593	Syan.g_00799
OG0001080	Prbj.g_00794	Syan.g_00781
OG0001081	Prbj.g_00804	Syan.g_00779
OG0001082	Prbj.g_00805	Syan.g_00778
OG0001083	Prbj.g_00813	Syan.g_00771
OG0001084	Prbj.g_00815	Syan.g_00770
OG0001086	Prbj.g_02707	Syan.g_00757
OG0001087	Prbj.g_00927	Syan.g_01159
OG0001088	Prbj.g_00931	Syan.g_02688
OG0001089	Prbj.g_00757	Syan.g_00185
OG0001090	Prbj.g_02180	Syan.g_00317
OG0001091	Prbj.g_02182	Syan.g_00320
OG0001092	Prbj.g_02183	Syan.g_00322
OG0001093	Prbj.g_02187	Syan.g_00328
OG0001094	Prbj.g_02406	Syan.g_00696
OG0001095	Prbj.g_02425	Syan.g_00675
OG0001096	Prbj.g_02441	Syan.g_00659
OG0001097	Prbj.g_02486	Syan.g_00386
OG0001099	Prbj.g_01553	Syan.g_02304
OG0001100	Prbj.g_02333	Syan.g_00749
OG0001101	Prbj.g_02334	Syan.g_00747
OG0001102	Prbj.g_02337	Syan.g_00744
OG0001103	Prbj.g_02339	Syan.g_00742
OG0001104	Prbj.g_02396	Syan.g_00714
OG0001106	Prbj.g_02280	Syan.g_00551
OG0001107	Prbj.g_02270	Syan.g_00563
OG0001108	Prbj.g_02263	Syan.g_00571
OG0001109	Prbj.g_02261	Syan.g_00573
OG0001110	Prbj.g_02259	Syan.g_00575
OG0001111	Prbj.g_02257	Syan.g_00577
OG0001112	Prbj.g_02255	Syan.g_00579
OG0001113	Prbj.g_02254	Syan.g_00580
OG0001114	Prbj.g_02253	Syan.g_00581
OG0001115	Prbj.g_02251	Syan.g_00586
OG0001116	Prbj.g_02250	Syan.g_00588
OG0001117	Prbj.g_02249	Syan.g_00589
OG0001118	Prbj.g_02248	Syan.g_00590
OG0001119	Prbj.g_02247	Syan.g_00592
OG0001120	Prbj.g_02245	Syan.g_00597
OG0001122	Prbj.g_02216	Syan.g_00366
OG0001123	Prbj.g_02209	Syan.g_00359
OG0001124	Prbj.g_02207	Syan.g_00357
OG0001125	Prbj.g_02205	Syan.g_00355
OG0001126	Prbj.g_01850	Syan.g_00307
OG0001127	Prbj.g_01849	Syan.g_00306
OG0001128	Prbj.g_01846	Syan.g_00303
OG0001129	Prbj.g_01845	Syan.g_00301
OG0001130	Prbj.g_01844	Syan.g_00300
