Orthogroup	Prbj	Prbc
OG0000542	Prbj.g_02093	Prbc.g_01585
OG0000543	Prbj.g_02095	Prbc.g_01587
OG0000544	Prbj.g_02096	Prbc.g_01588
OG0000545	Prbj.g_02097	Prbc.g_01590
OG0000546	Prbj.g_02099	Prbc.g_01593
OG0000547	Prbj.g_02101	Prbc.g_01595
OG0000548	Prbj.g_02102	Prbc.g_01596
OG0000549	Prbj.g_02108	Prbc.g_01599
OG0000550	Prbj.g_02113	Prbc.g_01603
OG0000551	Prbj.g_02117	Prbc.g_01606
OG0000552	Prbj.g_02118	Prbc.g_01607
OG0000553	Prbj.g_02123	Prbc.g_01608
OG0000554	Prbj.g_02128	Prbc.g_01613
OG0000555	Prbj.g_02146	Prbc.g_01621
OG0000556	Prbj.g_02666	Prbc.g_01623
OG0000557	Prbj.g_01858	Prbc.g_01624
OG0000558	Prbj.g_01861	Prbc.g_01627
OG0000559	Prbj.g_01865	Prbc.g_01631
OG0000560	Prbj.g_01868	Prbc.g_01634
OG0000561	Prbj.g_01869	Prbc.g_01635
OG0000562	Prbj.g_01870	Prbc.g_01636
OG0000563	Prbj.g_01871	Prbc.g_01637
OG0000564	Prbj.g_01872	Prbc.g_01638
OG0000565	Prbj.g_01875	Prbc.g_01641
OG0000566	Prbj.g_01879	Prbc.g_01643
OG0000567	Prbj.g_01883	Prbc.g_01647
OG0000568	Prbj.g_01885	Prbc.g_01648
OG0000569	Prbj.g_01807	Prbc.g_01649
OG0000570	Prbj.g_01806	Prbc.g_01650
OG0000571	Prbj.g_01803	Prbc.g_01652
OG0000572	Prbj.g_01787	Prbc.g_01663
OG0000573	Prbj.g_01780	Prbc.g_01668
OG0000574	Prbj.g_01779	Prbc.g_01670
OG0000575	Prbj.g_01770	Prbc.g_01673
OG0000576	Prbj.g_01768	Prbc.g_01675
OG0000577	Prbj.g_01767	Prbc.g_01676
OG0000578	Prbj.g_01766	Prbc.g_01677
OG0000579	Prbj.g_01765	Prbc.g_01678
OG0000580	Prbj.g_01764	Prbc.g_01679
OG0000581	Prbj.g_01760	Prbc.g_01682
OG0000582	Prbj.g_01756	Prbc.g_01685
OG0000583	Prbj.g_01755	Prbc.g_01686
OG0000584	Prbj.g_01754	Prbc.g_01687
OG0000585	Prbj.g_01752	Prbc.g_01689
OG0000586	Prbj.g_01750	Prbc.g_01690
OG0000587	Prbj.g_01748	Prbc.g_01691
OG0000588	Prbj.g_02547	Prbc.g_01695
OG0000589	Prbj.g_02550	Prbc.g_01698
OG0000590	Prbj.g_02551	Prbc.g_01699
OG0000591	Prbj.g_02558	Prbc.g_01702
OG0000592	Prbj.g_02559	Prbc.g_01703
OG0000593	Prbj.g_02569	Prbc.g_01709
OG0000594	Prbj.g_02570	Prbc.g_01710
OG0000595	Prbj.g_02571	Prbc.g_01711
OG0000596	Prbj.g_02576	Prbc.g_01715
OG0000597	Prbj.g_02579	Prbc.g_01717
OG0000598	Prbj.g_02580	Prbc.g_01718
OG0000599	Prbj.g_02590	Prbc.g_01721
OG0000600	Prbj.g_02591	Prbc.g_01722
OG0000601	Prbj.g_02592	Prbc.g_01723
OG0000602	Prbj.g_02596	Prbc.g_01725
OG0000603	Prbj.g_02597	Prbc.g_01726
OG0000604	Prbj.g_02598	Prbc.g_01727
OG0000605	Prbj.g_00792	Prbc.g_01728
OG0000606	Prbj.g_00803	Prbc.g_01731
OG0000607	Prbj.g_00806	Prbc.g_01734
OG0000608	Prbj.g_00807	Prbc.g_01735
OG0000609	Prbj.g_00809	Prbc.g_01736
OG0000610	Prbj.g_00818	Prbc.g_01742
OG0000611	Prbj.g_00821	Prbc.g_01745
OG0000612	Prbj.g_00822	Prbc.g_01746
OG0000613	Prbj.g_01466	Prbc.g_01752
OG0000614	Prbj.g_00946	Prbc.g_01775
OG0000615	Prbj.g_02373	Prbc.g_01782
OG0000616	Prbj.g_02057	Prbc.g_01055
OG0000617	Prbj.g_02184	Prbc.g_01793
OG0000618	Prbj.g_02185	Prbc.g_01794
OG0000619	Prbj.g_02186	Prbc.g_01795
OG0000620	Prbj.g_02190	Prbc.g_01798
OG0000621	Prbj.g_02191	Prbc.g_01799
OG0000622	Prbj.g_02192	Prbc.g_01800
OG0000623	Prbj.g_02193	Prbc.g_01801
OG0000624	Prbj.g_02194	Prbc.g_01803
OG0000625	Prbj.g_02195	Prbc.g_01804
OG0000626	Prbj.g_02196	Prbc.g_01805
OG0000627	Prbj.g_02320	Prbc.g_01807
OG0000628	Prbj.g_02319	Prbc.g_01808
OG0000629	Prbj.g_02316	Prbc.g_01809
OG0000630	Prbj.g_02312	Prbc.g_01812
OG0000631	Prbj.g_02306	Prbc.g_02007
OG0000632	Prbj.g_02305	Prbc.g_02008
OG0000633	Prbj.g_02304	Prbc.g_02009
OG0000634	Prbj.g_02408	Prbc.g_01854
OG0000635	Prbj.g_02409	Prbc.g_01855
OG0000636	Prbj.g_02411	Prbc.g_01857
OG0000637	Prbj.g_02413	Prbc.g_01859
OG0000638	Prbj.g_02414	Prbc.g_01860
OG0000639	Prbj.g_02415	Prbc.g_01861
OG0000640	Prbj.g_02416	Prbc.g_01862
OG0000641	Prbj.g_02420	Prbc.g_01866
OG0000642	Prbj.g_02421	Prbc.g_01867
OG0000643	Prbj.g_02422	Prbc.g_01868
OG0000644	Prbj.g_02423	Prbc.g_01869
OG0000645	Prbj.g_02424	Prbc.g_01870
OG0000646	Prbj.g_02427	Prbc.g_01873
OG0000647	Prbj.g_02430	Prbc.g_01875
OG0000648	Prbj.g_02432	Prbc.g_01877
OG0000649	Prbj.g_02433	Prbc.g_01878
OG0000650	Prbj.g_02434	Prbc.g_01879
OG0000651	Prbj.g_02435	Prbc.g_01880
OG0000652	Prbj.g_02436	Prbc.g_01881
OG0000653	Prbj.g_02438	Prbc.g_01883
OG0000654	Prbj.g_02439	Prbc.g_01884
OG0000655	Prbj.g_02440	Prbc.g_01885
OG0000656	Prbj.g_02443	Prbc.g_01888
OG0000657	Prbj.g_02476	Prbc.g_01895
OG0000658	Prbj.g_02478	Prbc.g_01897
OG0000659	Prbj.g_02479	Prbc.g_01898
OG0000660	Prbj.g_02483	Prbc.g_01903
OG0000661	Prbj.g_02485	Prbc.g_01905
OG0000662	Prbj.g_02487	Prbc.g_01907
OG0000663	Prbj.g_02490	Prbc.g_01909
OG0000664	Prbj.g_02491	Prbc.g_01910
OG0000665	Prbj.g_02504	Prbc.g_01914
OG0000666	Prbj.g_02507	Prbc.g_01915
OG0000667	Prbj.g_02514	Prbc.g_01919
OG0000668	Prbj.g_02215	Prbc.g_01959
OG0000669	Prbj.g_02523	Prbc.g_01967
OG0000670	Prbj.g_00044	Prbc.g_01970
OG0000671	Prbj.g_02335	Prbc.g_01972
OG0000672	Prbj.g_02338	Prbc.g_01975
OG0000673	Prbj.g_02341	Prbc.g_01978
OG0000674	Prbj.g_02343	Prbc.g_01980
OG0000675	Prbj.g_02344	Prbc.g_01981
OG0000676	Prbj.g_02352	Prbc.g_01983
OG0000677	Prbj.g_02354	Prbc.g_01984
OG0000678	Prbj.g_02359	Prbc.g_01987
OG0000679	Prbj.g_02379	Prbc.g_01991
OG0000680	Prbj.g_02380	Prbc.g_01992
OG0000681	Prbj.g_02382	Prbc.g_01995
OG0000682	Prbj.g_02383	Prbc.g_01996
OG0000683	Prbj.g_02384	Prbc.g_01997
OG0000684	Prbj.g_02397	Prbc.g_01837
OG0000685	Prbj.g_02395	Prbc.g_01839
OG0000686	Prbj.g_02394	Prbc.g_01840
OG0000687	Prbj.g_02393	Prbc.g_01841
OG0000688	Prbj.g_02399	Prbc.g_01844
OG0000689	Prbj.g_02400	Prbc.g_01845
OG0000690	Prbj.g_02401	Prbc.g_01846
OG0000691	Prbj.g_02402	Prbc.g_01847
OG0000692	Prbj.g_02403	Prbc.g_01849
OG0000693	Prbj.g_02404	Prbc.g_01850
OG0000694	Prbj.g_02405	Prbc.g_01851
OG0000695	Prbj.g_02302	Prbc.g_02011
OG0000696	Prbj.g_02301	Prbc.g_02012
OG0000697	Prbj.g_02299	Prbc.g_02013
OG0000698	Prbj.g_02296	Prbc.g_02016
OG0000699	Prbj.g_02294	Prbc.g_02017
OG0000700	Prbj.g_02293	Prbc.g_02018
OG0000701	Prbj.g_02292	Prbc.g_02019
OG0000702	Prbj.g_02284	Prbc.g_02021
OG0000703	Prbj.g_02283	Prbc.g_02022
OG0000704	Prbj.g_02281	Prbc.g_02023
OG0000705	Prbj.g_02275	Prbc.g_02029
OG0000706	Prbj.g_02274	Prbc.g_02030
OG0000707	Prbj.g_02273	Prbc.g_02031
OG0000708	Prbj.g_02271	Prbc.g_02033
OG0000709	Prbj.g_02264	Prbc.g_02037
OG0000710	Prbj.g_02260	Prbc.g_02040
OG0000711	Prbj.g_02237	Prbc.g_02055
OG0000712	Prbj.g_02236	Prbc.g_02057
OG0000713	Prbj.g_02235	Prbc.g_02058
OG0000714	Prbj.g_02231	Prbc.g_02059
OG0000715	Prbj.g_02229	Prbc.g_02061
OG0000716	Prbj.g_02225	Prbc.g_02062
OG0000717	Prbj.g_02224	Prbc.g_02063
OG0000718	Prbj.g_02219	Prbc.g_02079
OG0000719	Prbj.g_02217	Prbc.g_02080
OG0000720	Prbj.g_02204	Prbc.g_02091
OG0000721	Prbj.g_02203	Prbc.g_02092
OG0000722	Prbj.g_02202	Prbc.g_02093
OG0000723	Prbj.g_02198	Prbc.g_02097
OG0000724	Prbj.g_01843	Prbc.g_02108
OG0000725	Prbj.g_01836	Prbc.g_01934
OG0000726	Prbj.g_01835	Prbc.g_01933
OG0000727	Prbj.g_01834	Prbc.g_01932
OG0000728	Prbj.g_01833	Prbc.g_01930
OG0000729	Prbj.g_01289	Prbc.g_00201
OG0000730	Prbj.g_00343	Prbc.g_01244
OG0000731	Prbj.g_00333	Prbc.g_01252
OG0000732	Prbj.g_01220	Prbc.g_00987
OG0000733	Prbj.g_01997	Prbc.g_00897
OG0000734	Prbj.g_00627	Prbc.g_01462
OG0000735	Prbj.g_00953	Prbc.g_01460
OG0000736	Prbj.g_00954	Prbc.g_01459
OG0000737	Prbj.g_00955	Prbc.g_01458
OG0000738	Prbj.g_00962	Prbc.g_01454
OG0000739	Prbj.g_00964	Prbc.g_01453
OG0000740	Prbj.g_00965	Prbc.g_01452
OG0000741	Prbj.g_00968	Prbc.g_01450
OG0000742	Prbj.g_00970	Prbc.g_01447
OG0000743	Prbj.g_00972	Prbc.g_01445
OG0000744	Prbj.g_00973	Prbc.g_01444
OG0000745	Prbj.g_00846	Prbc.g_01442
OG0000746	Prbj.g_00844	Prbc.g_01440
OG0000747	Prbj.g_00843	Prbc.g_01439
OG0000748	Prbj.g_00831	Prbc.g_01435
OG0000749	Prbj.g_00830	Prbc.g_01434
OG0000750	Prbj.g_00829	Prbc.g_01433
OG0000751	Prbj.g_00305	Prbc.g_01430
OG0000752	Prbj.g_00308	Prbc.g_01428
OG0000753	Prbj.g_00311	Prbc.g_01426
OG0000754	Prbj.g_01910	Prbc.g_01422
OG0000755	Prbj.g_00002	Prbc.g_01418
OG0000756	Prbj.g_00003	Prbc.g_01417
OG0000757	Prbj.g_00010	Prbc.g_01410
OG0000758	Prbj.g_00011	Prbc.g_01409
OG0000759	Prbj.g_00012	Prbc.g_01408
OG0000760	Prbj.g_00013	Prbc.g_01407
OG0000761	Prbj.g_00014	Prbc.g_01406
OG0000762	Prbj.g_01908	Prbc.g_01405
OG0000763	Prbj.g_01906	Prbc.g_01403
OG0000764	Prbj.g_01905	Prbc.g_01402
OG0000765	Prbj.g_02163	Prbc.g_01394
OG0000766	Prbj.g_02164	Prbc.g_01393
OG0000767	Prbj.g_02166	Prbc.g_01392
OG0000768	Prbj.g_02167	Prbc.g_01391
OG0000769	Prbj.g_00313	Prbc.g_01389
OG0000770	Prbj.g_00019	Prbc.g_01388
OG0000771	Prbj.g_01848	Prbc.g_02103
OG0000772	Prbj.g_01679	Prbc.g_01320
OG0000773	Prbj.g_00161	Prbc.g_00557
OG0000774	Prbj.g_01719	Prbc.g_00560
OG0000775	Prbj.g_01721	Prbc.g_00561
OG0000776	Prbj.g_01722	Prbc.g_00562
OG0000777	Prbj.g_01723	Prbc.g_00563
OG0000778	Prbj.g_01724	Prbc.g_00564
OG0000779	Prbj.g_01729	Prbc.g_00568
OG0000780	Prbj.g_01732	Prbc.g_00569
OG0000781	Prbj.g_01736	Prbc.g_00571
OG0000782	Prbj.g_01737	Prbc.g_00572
OG0000783	Prbj.g_01738	Prbc.g_00573
OG0000784	Prbj.g_01739	Prbc.g_00574
OG0000785	Prbj.g_01741	Prbc.g_00576
OG0000786	Prbj.g_01744	Prbc.g_00579
OG0000787	Prbj.g_01745	Prbc.g_00580
OG0000788	Prbj.g_00094	Prbc.g_01820
OG0000789	Prbj.g_00687	Prbc.g_02100
OG0000790	Prbj.g_01643	Prbc.g_00662
OG0000791	Prbj.g_01645	Prbc.g_00664
OG0000792	Prbj.g_01646	Prbc.g_00665
OG0000793	Prbj.g_01650	Prbc.g_00668
OG0000794	Prbj.g_01651	Prbc.g_00669
OG0000795	Prbj.g_01652	Prbc.g_00670
OG0000796	Prbj.g_01656	Prbc.g_00674
OG0000797	Prbj.g_01657	Prbc.g_00675
OG0000799	Prbj.g_01304	Prbc.g_00690
OG0000800	Prbj.g_01303	Prbc.g_00691
OG0000801	Prbj.g_01302	Prbc.g_00692
OG0000802	Prbj.g_01293	Prbc.g_00694
OG0000803	Prbj.g_01041	Prbc.g_00696
OG0000804	Prbj.g_01043	Prbc.g_00697
OG0000805	Prbj.g_01045	Prbc.g_00699
OG0000806	Prbj.g_01047	Prbc.g_00701
OG0000807	Prbj.g_01049	Prbc.g_00702
OG0000808	Prbj.g_01050	Prbc.g_00703
OG0000809	Prbj.g_01054	Prbc.g_00707
OG0000810	Prbj.g_01055	Prbc.g_00708
OG0000811	Prbj.g_01067	Prbc.g_00712
OG0000812	Prbj.g_01069	Prbc.g_00714
OG0000813	Prbj.g_01070	Prbc.g_00715
OG0000814	Prbj.g_01072	Prbc.g_00717
OG0000815	Prbj.g_01073	Prbc.g_00718
OG0000816	Prbj.g_01075	Prbc.g_00720
OG0000817	Prbj.g_01076	Prbc.g_00721
OG0000818	Prbj.g_00631	Prbc.g_00725
OG0000819	Prbj.g_00632	Prbc.g_00726
OG0000820	Prbj.g_00633	Prbc.g_00727
OG0000821	Prbj.g_00640	Prbc.g_00730
OG0000822	Prbj.g_00642	Prbc.g_00731
OG0000823	Prbj.g_00643	Prbc.g_00732
OG0000824	Prbj.g_00647	Prbc.g_00735
OG0000825	Prbj.g_00648	Prbc.g_00736
OG0000826	Prbj.g_00649	Prbc.g_00737
OG0000827	Prbj.g_00650	Prbc.g_00738
OG0000828	Prbj.g_00653	Prbc.g_00741
OG0000829	Prbj.g_00654	Prbc.g_00742
OG0000830	Prbj.g_00655	Prbc.g_00743
OG0000831	Prbj.g_00657	Prbc.g_00745
OG0000832	Prbj.g_01684	Prbc.g_00755
OG0000833	Prbj.g_01692	Prbc.g_00763
OG0000834	Prbj.g_01693	Prbc.g_00764
OG0000835	Prbj.g_01694	Prbc.g_00765
OG0000836	Prbj.g_01696	Prbc.g_00766
OG0000837	Prbj.g_01697	Prbc.g_00767
OG0000838	Prbj.g_01700	Prbc.g_00769
OG0000839	Prbj.g_01701	Prbc.g_00770
OG0000840	Prbj.g_01702	Prbc.g_00771
OG0000841	Prbj.g_01703	Prbc.g_00772
OG0000842	Prbj.g_01704	Prbc.g_00773
OG0000843	Prbj.g_01705	Prbc.g_00774
OG0000844	Prbj.g_01707	Prbc.g_00775
OG0000845	Prbj.g_01708	Prbc.g_00776
OG0000846	Prbj.g_01709	Prbc.g_00777
OG0000847	Prbj.g_01710	Prbc.g_00778
OG0000848	Prbj.g_01711	Prbc.g_00779
OG0000849	Prbj.g_01712	Prbc.g_00780
OG0000850	Prbj.g_01713	Prbc.g_00782
OG0000851	Prbj.g_00888	Prbc.g_00783
OG0000852	Prbj.g_00887	Prbc.g_00784
OG0000853	Prbj.g_00882	Prbc.g_00789
OG0000854	Prbj.g_00880	Prbc.g_00791
OG0000855	Prbj.g_00879	Prbc.g_00792
OG0000856	Prbj.g_02561	Prbc.g_00677
OG0000857	Prbj.g_02429	Prbc.g_01874
OG0000858	Prbj.g_00868	Prbc.g_00827
OG0000859	Prbj.g_00867	Prbc.g_00828
OG0000860	Prbj.g_00855	Prbc.g_00834
OG0000861	Prbj.g_00854	Prbc.g_00835
OG0000862	Prbj.g_00852	Prbc.g_00836
OG0000863	Prbj.g_00495	Prbc.g_00837
OG0000864	Prbj.g_00494	Prbc.g_00838
OG0000865	Prbj.g_00493	Prbc.g_00839
OG0000866	Prbj.g_00492	Prbc.g_00840
OG0000867	Prbj.g_00491	Prbc.g_00841
OG0000868	Prbj.g_00489	Prbc.g_00842
OG0000869	Prbj.g_00486	Prbc.g_00845
OG0000870	Prbj.g_00481	Prbc.g_00850
OG0000871	Prbj.g_00480	Prbc.g_00851
OG0000872	Prbj.g_00478	Prbc.g_00852
OG0000873	Prbj.g_00475	Prbc.g_00855
OG0000874	Prbj.g_00471	Prbc.g_00858
OG0000875	Prbj.g_00470	Prbc.g_00860
OG0000876	Prbj.g_00469	Prbc.g_00861
OG0000877	Prbj.g_00466	Prbc.g_00863
OG0000878	Prbj.g_00465	Prbc.g_00864
OG0000879	Prbj.g_00464	Prbc.g_00865
OG0000880	Prbj.g_00463	Prbc.g_00866
OG0000881	Prbj.g_00458	Prbc.g_00869
OG0000882	Prbj.g_00453	Prbc.g_00874
OG0000883	Prbj.g_00451	Prbc.g_00876
OG0000884	Prbj.g_00449	Prbc.g_00878
OG0000885	Prbj.g_00448	Prbc.g_00879
OG0000886	Prbj.g_00447	Prbc.g_00880
OG0000887	Prbj.g_00446	Prbc.g_00881
OG0000888	Prbj.g_00444	Prbc.g_00883
OG0000889	Prbj.g_00442	Prbc.g_00885
OG0000890	Prbj.g_00428	Prbc.g_00886
OG0000891	Prbj.g_00427	Prbc.g_00887
OG0000892	Prbj.g_00425	Prbc.g_00889
OG0000893	Prbj.g_02660	Prbc.g_00933
OG0000894	Prbj.g_02656	Prbc.g_00936
OG0000895	Prbj.g_02651	Prbc.g_00939
OG0000896	Prbj.g_02650	Prbc.g_00940
OG0000897	Prbj.g_02648	Prbc.g_00942
OG0000898	Prbj.g_02647	Prbc.g_00943
OG0000899	Prbj.g_02646	Prbc.g_00944
OG0000900	Prbj.g_02645	Prbc.g_00945
OG0000901	Prbj.g_02641	Prbc.g_00948
OG0000902	Prbj.g_02639	Prbc.g_00950
OG0000903	Prbj.g_01027	Prbc.g_00960
OG0000904	Prbj.g_01032	Prbc.g_00955
OG0000905	Prbj.g_01034	Prbc.g_00952
OG0000906	Prbj.g_02635	Prbc.g_00951
OG0000907	Prbj.g_01025	Prbc.g_00327
OG0000908	Prbj.g_01022	Prbc.g_00324
OG0000909	Prbj.g_01021	Prbc.g_00323
OG0000910	Prbj.g_01020	Prbc.g_00322
OG0000911	Prbj.g_01018	Prbc.g_00320
OG0000912	Prbj.g_01017	Prbc.g_00319
OG0000913	Prbj.g_01016	Prbc.g_00318
OG0000914	Prbj.g_01015	Prbc.g_00317
OG0000915	Prbj.g_01014	Prbc.g_00316
OG0000916	Prbj.g_01013	Prbc.g_00315
OG0000917	Prbj.g_01012	Prbc.g_00314
OG0000918	Prbj.g_01011	Prbc.g_00313
OG0000919	Prbj.g_01010	Prbc.g_00312
OG0000920	Prbj.g_01009	Prbc.g_00311
OG0000921	Prbj.g_01008	Prbc.g_00310
OG0000922	Prbj.g_01007	Prbc.g_00309
OG0000923	Prbj.g_01003	Prbc.g_00305
OG0000924	Prbj.g_01002	Prbc.g_00304
OG0000925	Prbj.g_01001	Prbc.g_00303
OG0000926	Prbj.g_01000	Prbc.g_00302
OG0000927	Prbj.g_00998	Prbc.g_00300
OG0000928	Prbj.g_00997	Prbc.g_00299
OG0000929	Prbj.g_00996	Prbc.g_00298
OG0000930	Prbj.g_00995	Prbc.g_00297
OG0000931	Prbj.g_00994	Prbc.g_00296
OG0000932	Prbj.g_00993	Prbc.g_00295
OG0000933	Prbj.g_00988	Prbc.g_00291
OG0000934	Prbj.g_00986	Prbc.g_00289
OG0000935	Prbj.g_00985	Prbc.g_00288
OG0000936	Prbj.g_00984	Prbc.g_00287
OG0000937	Prbj.g_00983	Prbc.g_00286
OG0000938	Prbj.g_00414	Prbc.g_00283
OG0000939	Prbj.g_00413	Prbc.g_00282
OG0000940	Prbj.g_00404	Prbc.g_00275
OG0000941	Prbj.g_00402	Prbc.g_00273
OG0000942	Prbj.g_00400	Prbc.g_00271
OG0000943	Prbj.g_00399	Prbc.g_00270
OG0000944	Prbj.g_00397	Prbc.g_00268
OG0000945	Prbj.g_00395	Prbc.g_00267
OG0000946	Prbj.g_00368	Prbc.g_00248
OG0000947	Prbj.g_00365	Prbc.g_00246
OG0000948	Prbj.g_00364	Prbc.g_00245
OG0000949	Prbj.g_00361	Prbc.g_00242
OG0000950	Prbj.g_01501	Prbc.g_00237
OG0000951	Prbj.g_01506	Prbc.g_00233
OG0000952	Prbj.g_01513	Prbc.g_00229
OG0000953	Prbj.g_01517	Prbc.g_00225
OG0000954	Prbj.g_01577	Prbc.g_00221
OG0000955	Prbj.g_01578	Prbc.g_00220
OG0000956	Prbj.g_01580	Prbc.g_00218
OG0000957	Prbj.g_01596	Prbc.g_00213
OG0000958	Prbj.g_01597	Prbc.g_00212
OG0000959	Prbj.g_01821	Prbc.g_00208
OG0000960	Prbj.g_01820	Prbc.g_00207
OG0000961	Prbj.g_01809	Prbc.g_00204
OG0000962	Prbj.g_01290	Prbc.g_00202
OG0000963	Prbj.g_01285	Prbc.g_00197
OG0000964	Prbj.g_01284	Prbc.g_00196
OG0000965	Prbj.g_01283	Prbc.g_00195
OG0000966	Prbj.g_01250	Prbc.g_00965
OG0000967	Prbj.g_01244	Prbc.g_00969
OG0000968	Prbj.g_01241	Prbc.g_00971
OG0000969	Prbj.g_01239	Prbc.g_00972
OG0000970	Prbj.g_01238	Prbc.g_00973
OG0000971	Prbj.g_01236	Prbc.g_00974
OG0000972	Prbj.g_01235	Prbc.g_00975
OG0000973	Prbj.g_01234	Prbc.g_00976
OG0000974	Prbj.g_01233	Prbc.g_00977
OG0000975	Prbj.g_01232	Prbc.g_00978
OG0000976	Prbj.g_01231	Prbc.g_00979
OG0000977	Prbj.g_01229	Prbc.g_00980
OG0000978	Prbj.g_01228	Prbc.g_00981
OG0000979	Prbj.g_01225	Prbc.g_00984
OG0000980	Prbj.g_01221	Prbc.g_00986
OG0000981	Prbj.g_01218	Prbc.g_00989
OG0000982	Prbj.g_01956	Prbc.g_00991
OG0000983	Prbj.g_01957	Prbc.g_00992
OG0000984	Prbj.g_01958	Prbc.g_00993
OG0000985	Prbj.g_01962	Prbc.g_00996
OG0000986	Prbj.g_01964	Prbc.g_00998
OG0000987	Prbj.g_01966	Prbc.g_00999
OG0000988	Prbj.g_01970	Prbc.g_01002
OG0000989	Prbj.g_01980	Prbc.g_01006
OG0000990	Prbj.g_02002	Prbc.g_01011
OG0000991	Prbj.g_02005	Prbc.g_01012
OG0000992	Prbj.g_02008	Prbc.g_01015
OG0000993	Prbj.g_02009	Prbc.g_01016
OG0000994	Prbj.g_02012	Prbc.g_01017
OG0000995	Prbj.g_02021	Prbc.g_01021
OG0000996	Prbj.g_02034	Prbc.g_01022
OG0000997	Prbj.g_02043	Prbc.g_01043
OG0000998	Prbj.g_02045	Prbc.g_01045
OG0000999	Prbj.g_02046	Prbc.g_01046
OG0001000	Prbj.g_02049	Prbc.g_01049
OG0001001	Prbj.g_02053	Prbc.g_01052
OG0001002	Prbj.g_02060	Prbc.g_01057
OG0001003	Prbj.g_02062	Prbc.g_01060
OG0001004	Prbj.g_02063	Prbc.g_01061
OG0001005	Prbj.g_02065	Prbc.g_01062
OG0001006	Prbj.g_02071	Prbc.g_01067
OG0001007	Prbj.g_02073	Prbc.g_01069
OG0001008	Prbj.g_00101	Prbc.g_01498
OG0001009	Prbj.g_01199	Prbc.g_01097
OG0001010	Prbj.g_01200	Prbc.g_01098
OG0001011	Prbj.g_01202	Prbc.g_01099
OG0001012	Prbj.g_01953	Prbc.g_01121
OG0001013	Prbj.g_01928	Prbc.g_01126
OG0001014	Prbj.g_01919	Prbc.g_01129
OG0001015	Prbj.g_01918	Prbc.g_01130
OG0001016	Prbj.g_00569	Prbc.g_00500
OG0001017	Prbj.g_00575	Prbc.g_00496
OG0001018	Prbj.g_00577	Prbc.g_00493
OG0001019	Prbj.g_00590	Prbc.g_00484
OG0001020	Prbj.g_00596	Prbc.g_00483
OG0001021	Prbj.g_00600	Prbc.g_00482
OG0001022	Prbj.g_00605	Prbc.g_00479
OG0001023	Prbj.g_00606	Prbc.g_00478
OG0001024	Prbj.g_00610	Prbc.g_00475
OG0001025	Prbj.g_00617	Prbc.g_00468
OG0001026	Prbj.g_00630	Prbc.g_00460
OG0001027	Prbj.g_01550	Prbc.g_00459
OG0001028	Prbj.g_01552	Prbc.g_00457
OG0001029	Prbj.g_01554	Prbc.g_00455
OG0001030	Prbj.g_01535	Prbc.g_00439
OG0001031	Prbj.g_01143	Prbc.g_00385
OG0001032	Prbj.g_01146	Prbc.g_00384
OG0001033	Prbj.g_00287	Prbc.g_00364
OG0001034	Prbj.g_02608	Prbc.g_00334
OG0001035	Prbj.g_01360	Prbc.g_01150
OG0001036	Prbj.g_01364	Prbc.g_01154
OG0001037	Prbj.g_01366	Prbc.g_01155
OG0001038	Prbj.g_01403	Prbc.g_01171
OG0001039	Prbj.g_01406	Prbc.g_01173
OG0001040	Prbj.g_01409	Prbc.g_01176
OG0001041	Prbj.g_01414	Prbc.g_01180
OG0001042	Prbj.g_01439	Prbc.g_01196
OG0001043	Prbj.g_01441	Prbc.g_01197
OG0001044	Prbj.g_00342	Prbc.g_01245
OG0001045	Prbj.g_00330	Prbc.g_01254
OG0001046	Prbj.g_00874	Prbc.g_02168
OG0001047	Prbj.g_00103	Prbc.g_01500
OG0001048	Prbj.g_00104	Prbc.g_01501
OG0001049	Prbj.g_00107	Prbc.g_01503
OG0001050	Prbj.g_00108	Prbc.g_01504
OG0001051	Prbj.g_00109	Prbc.g_01505
OG0001052	Prbj.g_00132	Prbc.g_01531
OG0001053	Prbj.g_01627	Prbc.g_01543
OG0001054	Prbj.g_01609	Prbc.g_01557
OG0001055	Prbj.g_02103	Prbc.g_01597
OG0001056	Prbj.g_02132	Prbc.g_01615
OG0001057	Prbj.g_02144	Prbc.g_01620
OG0001058	Prbj.g_01863	Prbc.g_01629
OG0001059	Prbj.g_01867	Prbc.g_01633
OG0001060	Prbj.g_01874	Prbc.g_01640
OG0001061	Prbj.g_01802	Prbc.g_01653
OG0001062	Prbj.g_01800	Prbc.g_01655
OG0001063	Prbj.g_01796	Prbc.g_01656
OG0001064	Prbj.g_01795	Prbc.g_01657
OG0001065	Prbj.g_01794	Prbc.g_01658
OG0001066	Prbj.g_01793	Prbc.g_01659
OG0001067	Prbj.g_01792	Prbc.g_01660
OG0001068	Prbj.g_01791	Prbc.g_01661
OG0001069	Prbj.g_01790	Prbc.g_01662
OG0001070	Prbj.g_01786	Prbc.g_01664
OG0001071	Prbj.g_01785	Prbc.g_01665
OG0001072	Prbj.g_01782	Prbc.g_01666
OG0001073	Prbj.g_01763	Prbc.g_01680
OG0001074	Prbj.g_02544	Prbc.g_01692
OG0001075	Prbj.g_02545	Prbc.g_01693
OG0001076	Prbj.g_02553	Prbc.g_01700
OG0001077	Prbj.g_02563	Prbc.g_01705
OG0001078	Prbj.g_02574	Prbc.g_01713
OG0001079	Prbj.g_02593	Prbc.g_01724
