Orthogroup	Prbj	Pran
OG0000572	Prbj.g_01787	Pran.g_01592
OG0000573	Prbj.g_01780	Pran.g_01586
OG0000574	Prbj.g_01779	Pran.g_01585
OG0000575	Prbj.g_01770	Pran.g_01581
OG0000576	Prbj.g_01768	Pran.g_01579
OG0000577	Prbj.g_01767	Pran.g_01578
OG0000578	Prbj.g_01766	Pran.g_01577
OG0000579	Prbj.g_01765	Pran.g_01576
OG0000580	Prbj.g_01764	Pran.g_01575
OG0000581	Prbj.g_01760	Pran.g_01573
OG0000582	Prbj.g_01756	Pran.g_01570
OG0000583	Prbj.g_01755	Pran.g_01569
OG0000584	Prbj.g_01754	Pran.g_01568
OG0000585	Prbj.g_01752	Pran.g_01566
OG0000586	Prbj.g_01750	Pran.g_01565
OG0000587	Prbj.g_01748	Pran.g_01564
OG0000588	Prbj.g_02547	Pran.g_01560
OG0000589	Prbj.g_02550	Pran.g_01557
OG0000590	Prbj.g_02551	Pran.g_01556
OG0000591	Prbj.g_02558	Pran.g_01553
OG0000592	Prbj.g_02559	Pran.g_01552
OG0000593	Prbj.g_02569	Pran.g_01546
OG0000594	Prbj.g_02570	Pran.g_01545
OG0000595	Prbj.g_02571	Pran.g_01544
OG0000596	Prbj.g_02576	Pran.g_01540
OG0000597	Prbj.g_02579	Pran.g_01538
OG0000598	Prbj.g_02580	Pran.g_01537
OG0000599	Prbj.g_02590	Pran.g_01534
OG0000600	Prbj.g_02591	Pran.g_01533
OG0000601	Prbj.g_02592	Pran.g_01532
OG0000602	Prbj.g_02596	Pran.g_01530
OG0000603	Prbj.g_02597	Pran.g_01529
OG0000604	Prbj.g_02598	Pran.g_01528
OG0000605	Prbj.g_00792	Pran.g_01527
OG0000606	Prbj.g_00803	Pran.g_01524
OG0000607	Prbj.g_00806	Pran.g_01521
OG0000608	Prbj.g_00807	Pran.g_01520
OG0000609	Prbj.g_00809	Pran.g_01519
OG0000610	Prbj.g_00818	Pran.g_01514
OG0000611	Prbj.g_00821	Pran.g_01511
OG0000612	Prbj.g_00822	Pran.g_01510
OG0000613	Prbj.g_01466	Pran.g_01505
OG0000614	Prbj.g_00946	Pran.g_01486
OG0000615	Prbj.g_02373	Pran.g_01478
OG0000616	Prbj.g_02057	Pran.g_01472
OG0000617	Prbj.g_02184	Pran.g_01454
OG0000618	Prbj.g_02185	Pran.g_01453
OG0000619	Prbj.g_02186	Pran.g_01452
OG0000620	Prbj.g_02190	Pran.g_01449
OG0000621	Prbj.g_02191	Pran.g_01448
OG0000622	Prbj.g_02192	Pran.g_01447
OG0000623	Prbj.g_02193	Pran.g_01446
OG0000624	Prbj.g_02194	Pran.g_01445
OG0000625	Prbj.g_02195	Pran.g_01444
OG0000626	Prbj.g_02196	Pran.g_01443
OG0000627	Prbj.g_02320	Pran.g_01442
OG0000628	Prbj.g_02319	Pran.g_01441
OG0000629	Prbj.g_02316	Pran.g_01440
OG0000630	Prbj.g_02312	Pran.g_01437
OG0000631	Prbj.g_02306	Pran.g_01352
OG0000632	Prbj.g_02305	Pran.g_01351
OG0000633	Prbj.g_02304	Pran.g_01350
OG0000634	Prbj.g_02408	Pran.g_01347
OG0000635	Prbj.g_02409	Pran.g_01346
OG0000636	Prbj.g_02411	Pran.g_01344
OG0000637	Prbj.g_02413	Pran.g_01342
OG0000638	Prbj.g_02414	Pran.g_01341
OG0000639	Prbj.g_02415	Pran.g_01340
OG0000640	Prbj.g_02416	Pran.g_01339
OG0000641	Prbj.g_02420	Pran.g_01335
OG0000642	Prbj.g_02421	Pran.g_01334
OG0000643	Prbj.g_02422	Pran.g_01333
OG0000644	Prbj.g_02423	Pran.g_01332
OG0000645	Prbj.g_02424	Pran.g_01331
OG0000646	Prbj.g_02427	Pran.g_01329
OG0000647	Prbj.g_02430	Pran.g_01328
OG0000648	Prbj.g_02432	Pran.g_01326
OG0000649	Prbj.g_02433	Pran.g_01325
OG0000650	Prbj.g_02434	Pran.g_01324
OG0000651	Prbj.g_02435	Pran.g_01323
OG0000652	Prbj.g_02436	Pran.g_01322
OG0000653	Prbj.g_02438	Pran.g_01320
OG0000654	Prbj.g_02439	Pran.g_01319
OG0000655	Prbj.g_02440	Pran.g_01318
OG0000656	Prbj.g_02443	Pran.g_01315
OG0000657	Prbj.g_02476	Pran.g_01308
OG0000658	Prbj.g_02478	Pran.g_01307
OG0000659	Prbj.g_02479	Pran.g_01306
OG0000660	Prbj.g_02483	Pran.g_01302
OG0000661	Prbj.g_02485	Pran.g_01300
OG0000662	Prbj.g_02487	Pran.g_01298
OG0000663	Prbj.g_02490	Pran.g_01296
OG0000664	Prbj.g_02491	Pran.g_01295
OG0000665	Prbj.g_02504	Pran.g_01291
OG0000666	Prbj.g_02507	Pran.g_01290
OG0000667	Prbj.g_02514	Pran.g_01285
OG0000668	Prbj.g_02215	Pran.g_00413
OG0000669	Prbj.g_02523	Pran.g_00421
OG0000670	Prbj.g_00044	Pran.g_00423
OG0000671	Prbj.g_02335	Pran.g_00425
OG0000672	Prbj.g_02338	Pran.g_00427
OG0000673	Prbj.g_02341	Pran.g_00430
OG0000674	Prbj.g_02343	Pran.g_00432
OG0000675	Prbj.g_02344	Pran.g_00433
OG0000676	Prbj.g_02352	Pran.g_00435
OG0000677	Prbj.g_02354	Pran.g_00436
OG0000678	Prbj.g_02359	Pran.g_00438
OG0000679	Prbj.g_02379	Pran.g_00442
OG0000680	Prbj.g_02380	Pran.g_00443
OG0000681	Prbj.g_02382	Pran.g_00445
OG0000682	Prbj.g_02383	Pran.g_00446
OG0000683	Prbj.g_02384	Pran.g_00447
OG0000684	Prbj.g_02397	Pran.g_00449
OG0000685	Prbj.g_02395	Pran.g_00451
OG0000686	Prbj.g_02394	Pran.g_00452
OG0000687	Prbj.g_02393	Pran.g_00453
OG0000688	Prbj.g_02399	Pran.g_00456
OG0000689	Prbj.g_02400	Pran.g_00457
OG0000690	Prbj.g_02401	Pran.g_00458
OG0000691	Prbj.g_02402	Pran.g_00459
OG0000692	Prbj.g_02403	Pran.g_00461
OG0000693	Prbj.g_02404	Pran.g_00462
OG0000694	Prbj.g_02405	Pran.g_00463
OG0000695	Prbj.g_02302	Pran.g_00465
OG0000696	Prbj.g_02301	Pran.g_00466
OG0000697	Prbj.g_02299	Pran.g_00467
OG0000698	Prbj.g_02296	Pran.g_00470
OG0000699	Prbj.g_02294	Pran.g_00471
OG0000700	Prbj.g_02293	Pran.g_00472
OG0000701	Prbj.g_02292	Pran.g_00473
OG0000702	Prbj.g_02284	Pran.g_00475
OG0000703	Prbj.g_02283	Pran.g_00476
OG0000704	Prbj.g_02281	Pran.g_00477
OG0000705	Prbj.g_02275	Pran.g_00481
OG0000706	Prbj.g_02274	Pran.g_00482
OG0000707	Prbj.g_02273	Pran.g_00483
OG0000708	Prbj.g_02271	Pran.g_00484
OG0000709	Prbj.g_02264	Pran.g_00488
OG0000710	Prbj.g_02260	Pran.g_00491
OG0000711	Prbj.g_02237	Pran.g_00508
OG0000712	Prbj.g_02236	Pran.g_00510
OG0000713	Prbj.g_02235	Pran.g_00511
OG0000714	Prbj.g_02231	Pran.g_00512
OG0000715	Prbj.g_02229	Pran.g_00514
OG0000716	Prbj.g_02225	Pran.g_00516
OG0000717	Prbj.g_02224	Pran.g_00517
OG0000718	Prbj.g_02219	Pran.g_00537
OG0000719	Prbj.g_02217	Pran.g_00539
OG0000720	Prbj.g_02204	Pran.g_00548
OG0000721	Prbj.g_02203	Pran.g_00550
OG0000722	Prbj.g_02202	Pran.g_00551
OG0000723	Prbj.g_02198	Pran.g_00554
OG0000724	Prbj.g_01843	Pran.g_00563
OG0000725	Prbj.g_01836	Pran.g_00569
OG0000726	Prbj.g_01835	Pran.g_00570
OG0000727	Prbj.g_01834	Pran.g_00571
OG0000728	Prbj.g_01833	Pran.g_00573
OG0000729	Prbj.g_01289	Pran.g_00133
OG0000730	Prbj.g_00343	Pran.g_00129
OG0000731	Prbj.g_00333	Pran.g_00125
OG0000732	Prbj.g_01220	Pran.g_00115
OG0000733	Prbj.g_01997	Pran.g_00092
OG0000734	Prbj.g_00627	Pran.g_00075
OG0000735	Prbj.g_00953	Pran.g_00073
OG0000736	Prbj.g_00954	Pran.g_00072
OG0000737	Prbj.g_00955	Pran.g_00071
OG0000738	Prbj.g_00962	Pran.g_00067
OG0000739	Prbj.g_00964	Pran.g_00066
OG0000740	Prbj.g_00965	Pran.g_00065
OG0000741	Prbj.g_00968	Pran.g_00064
OG0000742	Prbj.g_00970	Pran.g_00061
OG0000743	Prbj.g_00972	Pran.g_00059
OG0000744	Prbj.g_00973	Pran.g_00058
OG0000745	Prbj.g_00846	Pran.g_00057
OG0000746	Prbj.g_00844	Pran.g_00055
OG0000747	Prbj.g_00843	Pran.g_00054
OG0000748	Prbj.g_00831	Pran.g_00051
OG0000749	Prbj.g_00830	Pran.g_00050
OG0000750	Prbj.g_00829	Pran.g_00049
OG0000751	Prbj.g_00305	Pran.g_00047
OG0000752	Prbj.g_00308	Pran.g_00045
OG0000753	Prbj.g_00311	Pran.g_00042
OG0000754	Prbj.g_01910	Pran.g_00039
OG0000755	Prbj.g_00002	Pran.g_00036
OG0000756	Prbj.g_00003	Pran.g_00035
OG0000757	Prbj.g_00010	Pran.g_00029
OG0000758	Prbj.g_00011	Pran.g_00028
OG0000759	Prbj.g_00012	Pran.g_00027
OG0000760	Prbj.g_00013	Pran.g_00026
OG0000761	Prbj.g_00014	Pran.g_00025
OG0000762	Prbj.g_01908	Pran.g_00024
OG0000763	Prbj.g_01906	Pran.g_00022
OG0000764	Prbj.g_01905	Pran.g_00021
OG0000765	Prbj.g_02163	Pran.g_00012
OG0000766	Prbj.g_02164	Pran.g_00011
OG0000767	Prbj.g_02166	Pran.g_00009
OG0000768	Prbj.g_02167	Pran.g_00008
OG0000769	Prbj.g_00313	Pran.g_00006
OG0000770	Prbj.g_00019	Pran.g_00004
OG0000771	Prbj.g_01848	Pran.g_00918
OG0000772	Prbj.g_01679	Pran.g_00899
OG0000773	Prbj.g_00161	Pran.g_00885
OG0000774	Prbj.g_01719	Pran.g_00883
OG0000775	Prbj.g_01721	Pran.g_00881
OG0000776	Prbj.g_01722	Pran.g_00880
OG0000777	Prbj.g_01723	Pran.g_00879
OG0000778	Prbj.g_01724	Pran.g_00878
OG0000779	Prbj.g_01729	Pran.g_00874
OG0000780	Prbj.g_01732	Pran.g_00873
OG0000781	Prbj.g_01736	Pran.g_00870
OG0000782	Prbj.g_01737	Pran.g_00869
OG0000783	Prbj.g_01738	Pran.g_00868
OG0000784	Prbj.g_01739	Pran.g_00867
OG0000785	Prbj.g_01741	Pran.g_00865
OG0000786	Prbj.g_01744	Pran.g_00863
OG0000787	Prbj.g_01745	Pran.g_00862
OG0000788	Prbj.g_00094	Pran.g_00853
OG0000789	Prbj.g_00687	Pran.g_00850
OG0000790	Prbj.g_01643	Pran.g_00836
OG0000791	Prbj.g_01645	Pran.g_00834
OG0000792	Prbj.g_01646	Pran.g_00833
OG0000793	Prbj.g_01650	Pran.g_00830
OG0000794	Prbj.g_01651	Pran.g_00829
OG0000795	Prbj.g_01652	Pran.g_00828
OG0000796	Prbj.g_01656	Pran.g_00824
OG0000797	Prbj.g_01657	Pran.g_00823
OG0000798	Prbj.g_01402	Pran.g_00789
OG0000799	Prbj.g_01304	Pran.g_00751
OG0000800	Prbj.g_01303	Pran.g_00750
OG0000801	Prbj.g_01302	Pran.g_00749
OG0000802	Prbj.g_01293	Pran.g_00747
OG0000803	Prbj.g_01041	Pran.g_00745
OG0000804	Prbj.g_01043	Pran.g_00744
OG0000805	Prbj.g_01045	Pran.g_00742
OG0000806	Prbj.g_01047	Pran.g_00740
OG0000807	Prbj.g_01049	Pran.g_00739
OG0000808	Prbj.g_01050	Pran.g_00738
OG0000809	Prbj.g_01054	Pran.g_00735
OG0000810	Prbj.g_01055	Pran.g_00734
OG0000811	Prbj.g_01067	Pran.g_00730
OG0000812	Prbj.g_01069	Pran.g_00728
OG0000813	Prbj.g_01070	Pran.g_00727
OG0000814	Prbj.g_01072	Pran.g_00725
OG0000815	Prbj.g_01073	Pran.g_00724
OG0000816	Prbj.g_01075	Pran.g_00722
OG0000817	Prbj.g_01076	Pran.g_00721
OG0000818	Prbj.g_00631	Pran.g_00716
OG0000819	Prbj.g_00632	Pran.g_00715
OG0000820	Prbj.g_00633	Pran.g_00714
OG0000821	Prbj.g_00640	Pran.g_00710
OG0000822	Prbj.g_00642	Pran.g_00709
OG0000823	Prbj.g_00643	Pran.g_00708
OG0000824	Prbj.g_00647	Pran.g_00705
OG0000825	Prbj.g_00648	Pran.g_00704
OG0000826	Prbj.g_00649	Pran.g_00703
OG0000827	Prbj.g_00650	Pran.g_00702
OG0000828	Prbj.g_00653	Pran.g_00699
OG0000829	Prbj.g_00654	Pran.g_00698
OG0000830	Prbj.g_00655	Pran.g_00697
OG0000831	Prbj.g_00657	Pran.g_00695
OG0000832	Prbj.g_01684	Pran.g_00689
OG0000833	Prbj.g_01692	Pran.g_00681
OG0000834	Prbj.g_01693	Pran.g_00680
OG0000835	Prbj.g_01694	Pran.g_00679
OG0000836	Prbj.g_01696	Pran.g_00678
OG0000837	Prbj.g_01697	Pran.g_00677
OG0000838	Prbj.g_01700	Pran.g_00675
OG0000839	Prbj.g_01701	Pran.g_00674
OG0000840	Prbj.g_01702	Pran.g_00673
OG0000841	Prbj.g_01703	Pran.g_00672
OG0000842	Prbj.g_01704	Pran.g_00671
OG0000843	Prbj.g_01705	Pran.g_00670
OG0000844	Prbj.g_01707	Pran.g_00669
OG0000845	Prbj.g_01708	Pran.g_00668
OG0000846	Prbj.g_01709	Pran.g_00667
OG0000847	Prbj.g_01710	Pran.g_00666
OG0000848	Prbj.g_01711	Pran.g_00665
OG0000849	Prbj.g_01712	Pran.g_00664
OG0000850	Prbj.g_01713	Pran.g_00662
OG0000851	Prbj.g_00888	Pran.g_00661
OG0000852	Prbj.g_00887	Pran.g_00660
OG0000853	Prbj.g_00882	Pran.g_00656
OG0000854	Prbj.g_00880	Pran.g_00654
OG0000855	Prbj.g_00879	Pran.g_00653
OG0000856	Prbj.g_02561	Pran.g_00636
OG0000857	Prbj.g_02429	Pran.g_00598
OG0000858	Prbj.g_00868	Pran.g_00964
OG0000859	Prbj.g_00867	Pran.g_00965
OG0000860	Prbj.g_00855	Pran.g_00972
OG0000861	Prbj.g_00854	Pran.g_00973
OG0000862	Prbj.g_00852	Pran.g_00974
OG0000863	Prbj.g_00495	Pran.g_00976
OG0000864	Prbj.g_00494	Pran.g_00977
OG0000865	Prbj.g_00493	Pran.g_00978
OG0000866	Prbj.g_00492	Pran.g_00979
OG0000867	Prbj.g_00491	Pran.g_00980
OG0000868	Prbj.g_00489	Pran.g_00981
OG0000869	Prbj.g_00486	Pran.g_00985
OG0000870	Prbj.g_00481	Pran.g_00990
OG0000871	Prbj.g_00480	Pran.g_00991
OG0000872	Prbj.g_00478	Pran.g_00992
OG0000873	Prbj.g_00475	Pran.g_00995
OG0000874	Prbj.g_00471	Pran.g_00998
OG0000875	Prbj.g_00470	Pran.g_00999
OG0000876	Prbj.g_00469	Pran.g_01000
OG0000877	Prbj.g_00466	Pran.g_01002
OG0000878	Prbj.g_00465	Pran.g_01003
OG0000879	Prbj.g_00464	Pran.g_01004
OG0000880	Prbj.g_00463	Pran.g_01005
OG0000881	Prbj.g_00458	Pran.g_01009
OG0000882	Prbj.g_00453	Pran.g_01014
OG0000883	Prbj.g_00451	Pran.g_01015
OG0000884	Prbj.g_00449	Pran.g_01017
OG0000885	Prbj.g_00448	Pran.g_01018
OG0000886	Prbj.g_00447	Pran.g_01019
OG0000887	Prbj.g_00446	Pran.g_01020
OG0000888	Prbj.g_00444	Pran.g_01022
OG0000889	Prbj.g_00442	Pran.g_01024
OG0000890	Prbj.g_00428	Pran.g_01025
OG0000891	Prbj.g_00427	Pran.g_01026
OG0000892	Prbj.g_00425	Pran.g_01028
OG0000893	Prbj.g_02660	Pran.g_01032
OG0000894	Prbj.g_02656	Pran.g_01034
OG0000895	Prbj.g_02651	Pran.g_01037
OG0000896	Prbj.g_02650	Pran.g_01038
OG0000897	Prbj.g_02648	Pran.g_01040
OG0000898	Prbj.g_02647	Pran.g_01041
OG0000899	Prbj.g_02646	Pran.g_01042
OG0000900	Prbj.g_02645	Pran.g_01044
OG0000901	Prbj.g_02641	Pran.g_01047
OG0000902	Prbj.g_02639	Pran.g_01049
OG0000903	Prbj.g_01027	Pran.g_01052
OG0000904	Prbj.g_01032	Pran.g_01054
OG0000905	Prbj.g_01034	Pran.g_01058
OG0000906	Prbj.g_02635	Pran.g_01059
OG0000907	Prbj.g_01025	Pran.g_01062
OG0000908	Prbj.g_01022	Pran.g_01065
OG0000909	Prbj.g_01021	Pran.g_01066
OG0000910	Prbj.g_01020	Pran.g_01067
OG0000911	Prbj.g_01018	Pran.g_01070
OG0000912	Prbj.g_01017	Pran.g_01071
OG0000913	Prbj.g_01016	Pran.g_01072
OG0000914	Prbj.g_01015	Pran.g_01073
OG0000915	Prbj.g_01014	Pran.g_01074
OG0000916	Prbj.g_01013	Pran.g_01075
OG0000917	Prbj.g_01012	Pran.g_01076
OG0000918	Prbj.g_01011	Pran.g_01077
OG0000919	Prbj.g_01010	Pran.g_01078
OG0000920	Prbj.g_01009	Pran.g_01079
OG0000921	Prbj.g_01008	Pran.g_01080
OG0000922	Prbj.g_01007	Pran.g_01081
OG0000923	Prbj.g_01003	Pran.g_01085
OG0000924	Prbj.g_01002	Pran.g_01086
OG0000925	Prbj.g_01001	Pran.g_01087
OG0000926	Prbj.g_01000	Pran.g_01088
OG0000927	Prbj.g_00998	Pran.g_01090
OG0000928	Prbj.g_00997	Pran.g_01091
OG0000929	Prbj.g_00996	Pran.g_01092
OG0000930	Prbj.g_00995	Pran.g_01093
OG0000931	Prbj.g_00994	Pran.g_01094
OG0000932	Prbj.g_00993	Pran.g_01095
OG0000933	Prbj.g_00988	Pran.g_01099
OG0000934	Prbj.g_00986	Pran.g_01101
OG0000935	Prbj.g_00985	Pran.g_01102
OG0000936	Prbj.g_00984	Pran.g_01103
OG0000937	Prbj.g_00983	Pran.g_01104
OG0000938	Prbj.g_00414	Pran.g_01106
OG0000939	Prbj.g_00413	Pran.g_01107
OG0000940	Prbj.g_00404	Pran.g_01114
OG0000941	Prbj.g_00402	Pran.g_01116
OG0000942	Prbj.g_00400	Pran.g_01118
OG0000943	Prbj.g_00399	Pran.g_01119
OG0000944	Prbj.g_00397	Pran.g_01120
OG0000945	Prbj.g_00395	Pran.g_01121
OG0000946	Prbj.g_00368	Pran.g_01125
OG0000947	Prbj.g_00365	Pran.g_01127
OG0000948	Prbj.g_00364	Pran.g_01128
OG0000949	Prbj.g_00361	Pran.g_01131
OG0000950	Prbj.g_01501	Pran.g_01136
OG0000951	Prbj.g_01506	Pran.g_01139
OG0000952	Prbj.g_01513	Pran.g_01143
OG0000953	Prbj.g_01517	Pran.g_01146
OG0000954	Prbj.g_01577	Pran.g_01150
OG0000955	Prbj.g_01578	Pran.g_01151
OG0000956	Prbj.g_01580	Pran.g_01153
OG0000957	Prbj.g_01596	Pran.g_01158
OG0000958	Prbj.g_01597	Pran.g_01159
OG0000959	Prbj.g_01821	Pran.g_01163
OG0000960	Prbj.g_01820	Pran.g_01164
OG0000961	Prbj.g_01809	Pran.g_01166
OG0000962	Prbj.g_01290	Pran.g_01168
OG0000963	Prbj.g_01285	Pran.g_01172
OG0000964	Prbj.g_01284	Pran.g_01173
OG0000965	Prbj.g_01283	Pran.g_01174
OG0000966	Prbj.g_01250	Pran.g_01182
OG0000967	Prbj.g_01244	Pran.g_01186
OG0000968	Prbj.g_01241	Pran.g_01188
OG0000969	Prbj.g_01239	Pran.g_01189
OG0000970	Prbj.g_01238	Pran.g_01190
OG0000971	Prbj.g_01236	Pran.g_01191
OG0000972	Prbj.g_01235	Pran.g_01192
OG0000973	Prbj.g_01234	Pran.g_01193
OG0000974	Prbj.g_01233	Pran.g_01194
OG0000975	Prbj.g_01232	Pran.g_01195
OG0000976	Prbj.g_01231	Pran.g_01196
OG0000977	Prbj.g_01229	Pran.g_01197
OG0000978	Prbj.g_01228	Pran.g_01198
OG0000979	Prbj.g_01225	Pran.g_01201
OG0000980	Prbj.g_01221	Pran.g_01202
OG0000981	Prbj.g_01218	Pran.g_01204
OG0000982	Prbj.g_01956	Pran.g_01206
OG0000983	Prbj.g_01957	Pran.g_01207
OG0000984	Prbj.g_01958	Pran.g_01208
OG0000985	Prbj.g_01962	Pran.g_01211
OG0000986	Prbj.g_01964	Pran.g_01213
OG0000987	Prbj.g_01966	Pran.g_01214
OG0000988	Prbj.g_01970	Pran.g_01217
OG0000989	Prbj.g_01980	Pran.g_01221
OG0000990	Prbj.g_02002	Pran.g_01224
OG0000991	Prbj.g_02005	Pran.g_01225
OG0000992	Prbj.g_02008	Pran.g_01227
OG0000993	Prbj.g_02009	Pran.g_01228
OG0000994	Prbj.g_02012	Pran.g_01229
OG0000995	Prbj.g_02021	Pran.g_01233
OG0000996	Prbj.g_02034	Pran.g_01234
OG0000997	Prbj.g_02043	Pran.g_01235
OG0000998	Prbj.g_02045	Pran.g_01237
OG0000999	Prbj.g_02046	Pran.g_01238
OG0001000	Prbj.g_02049	Pran.g_01241
OG0001001	Prbj.g_02053	Pran.g_01243
OG0001002	Prbj.g_02060	Pran.g_01247
OG0001003	Prbj.g_02062	Pran.g_01249
OG0001004	Prbj.g_02063	Pran.g_01250
OG0001005	Prbj.g_02065	Pran.g_01251
OG0001006	Prbj.g_02071	Pran.g_01255
OG0001007	Prbj.g_02073	Pran.g_01257
OG0001008	Prbj.g_00101	Pran.g_01743
OG0001009	Prbj.g_01199	Pran.g_00397
OG0001010	Prbj.g_01200	Pran.g_00396
OG0001011	Prbj.g_01202	Pran.g_00395
OG0001012	Prbj.g_01953	Pran.g_00382
OG0001013	Prbj.g_01928	Pran.g_00377
OG0001014	Prbj.g_01919	Pran.g_00374
OG0001015	Prbj.g_01918	Pran.g_00373
OG0001016	Prbj.g_00569	Pran.g_00359
OG0001017	Prbj.g_00575	Pran.g_00355
OG0001018	Prbj.g_00577	Pran.g_00352
OG0001019	Prbj.g_00590	Pran.g_00343
OG0001020	Prbj.g_00596	Pran.g_00342
OG0001021	Prbj.g_00600	Pran.g_00341
OG0001022	Prbj.g_00605	Pran.g_00339
OG0001023	Prbj.g_00606	Pran.g_00338
OG0001024	Prbj.g_00610	Pran.g_00335
OG0001025	Prbj.g_00617	Pran.g_00329
OG0001026	Prbj.g_00630	Pran.g_00322
OG0001027	Prbj.g_01550	Pran.g_00321
OG0001028	Prbj.g_01552	Pran.g_00319
OG0001029	Prbj.g_01554	Pran.g_00318
OG0001030	Prbj.g_01535	Pran.g_00304
OG0001031	Prbj.g_01143	Pran.g_00246
OG0001032	Prbj.g_01146	Pran.g_00245
OG0001033	Prbj.g_00287	Pran.g_00224
OG0001034	Prbj.g_02608	Pran.g_00196
OG0001035	Prbj.g_01360	Pran.g_01938
OG0001036	Prbj.g_01364	Pran.g_01934
OG0001037	Prbj.g_01366	Pran.g_01933
OG0001038	Prbj.g_01403	Pran.g_01916
OG0001039	Prbj.g_01406	Pran.g_01913
OG0001040	Prbj.g_01409	Pran.g_01911
OG0001041	Prbj.g_01414	Pran.g_01907
OG0001042	Prbj.g_01439	Pran.g_01890
OG0001043	Prbj.g_01441	Pran.g_01889
OG0001044	Prbj.g_00342	Pran.g_01861
OG0001045	Prbj.g_00330	Pran.g_01853
OG0001046	Prbj.g_00874	Pran.g_01816
OG0001047	Prbj.g_00103	Pran.g_01741
OG0001048	Prbj.g_00104	Pran.g_01740
OG0001049	Prbj.g_00107	Pran.g_01738
OG0001050	Prbj.g_00108	Pran.g_01737
OG0001051	Prbj.g_00109	Pran.g_01736
OG0001052	Prbj.g_00132	Pran.g_01707
OG0001053	Prbj.g_01627	Pran.g_01695
OG0001054	Prbj.g_01609	Pran.g_01680
OG0001055	Prbj.g_02103	Pran.g_01661
OG0001056	Prbj.g_02132	Pran.g_01642
OG0001057	Prbj.g_02144	Pran.g_01637
OG0001058	Prbj.g_01863	Pran.g_01629
OG0001059	Prbj.g_01867	Pran.g_01625
OG0001060	Prbj.g_01874	Pran.g_01618
OG0001061	Prbj.g_01802	Pran.g_01604
OG0001062	Prbj.g_01800	Pran.g_01602
OG0001063	Prbj.g_01796	Pran.g_01600
OG0001064	Prbj.g_01795	Pran.g_01599
OG0001065	Prbj.g_01794	Pran.g_01598
OG0001066	Prbj.g_01793	Pran.g_01597
OG0001067	Prbj.g_01792	Pran.g_01596
OG0001068	Prbj.g_01791	Pran.g_01595
OG0001069	Prbj.g_01790	Pran.g_01594
OG0001070	Prbj.g_01786	Pran.g_01591
OG0001071	Prbj.g_01785	Pran.g_01590
OG0001072	Prbj.g_01782	Pran.g_01588
OG0001073	Prbj.g_01763	Pran.g_01574
OG0001074	Prbj.g_02544	Pran.g_01563
OG0001075	Prbj.g_02545	Pran.g_01562
OG0001076	Prbj.g_02553	Pran.g_01554
OG0001077	Prbj.g_02563	Pran.g_01550
OG0001078	Prbj.g_02574	Pran.g_01542
OG0001079	Prbj.g_02593	Pran.g_01531
OG0001080	Prbj.g_00794	Pran.g_01525
OG0001081	Prbj.g_00804	Pran.g_01523
OG0001082	Prbj.g_00805	Pran.g_01522
OG0001083	Prbj.g_00813	Pran.g_01517
OG0001084	Prbj.g_00815	Pran.g_01516
OG0001085	Prbj.g_00825	Pran.g_01508
OG0001086	Prbj.g_02707	Pran.g_01507
OG0001087	Prbj.g_00927	Pran.g_01490
OG0001088	Prbj.g_00931	Pran.g_01489
OG0001089	Prbj.g_00757	Pran.g_01481
OG0001090	Prbj.g_02180	Pran.g_01459
OG0001091	Prbj.g_02182	Pran.g_01457
OG0001092	Prbj.g_02183	Pran.g_01456
OG0001093	Prbj.g_02187	Pran.g_01451
OG0001094	Prbj.g_02406	Pran.g_01349
OG0001095	Prbj.g_02425	Pran.g_01330
OG0001096	Prbj.g_02441	Pran.g_01317
OG0001097	Prbj.g_02486	Pran.g_01299
OG0001098	Prbj.g_02323	Pran.g_01283
OG0001099	Prbj.g_01553	Pran.g_00418
OG0001100	Prbj.g_02333	Pran.g_00422
OG0001101	Prbj.g_02334	Pran.g_00424
OG0001102	Prbj.g_02337	Pran.g_00426
OG0001103	Prbj.g_02339	Pran.g_00428
OG0001104	Prbj.g_02396	Pran.g_00450
OG0001105	Prbj.g_02391	Pran.g_00454
OG0001106	Prbj.g_02280	Pran.g_00478
OG0001107	Prbj.g_02270	Pran.g_00485
OG0001108	Prbj.g_02263	Pran.g_00489
OG0001109	Prbj.g_02261	Pran.g_00490
OG0001110	Prbj.g_02259	Pran.g_00492
OG0001111	Prbj.g_02257	Pran.g_00493
OG0001112	Prbj.g_02255	Pran.g_00494
OG0001113	Prbj.g_02254	Pran.g_00495
OG0001114	Prbj.g_02253	Pran.g_00496
OG0001115	Prbj.g_02251	Pran.g_00498
OG0001116	Prbj.g_02250	Pran.g_00499
OG0001117	Prbj.g_02249	Pran.g_00500
OG0001118	Prbj.g_02248	Pran.g_00501
OG0001119	Prbj.g_02247	Pran.g_00502
OG0001120	Prbj.g_02245	Pran.g_00504
OG0001122	Prbj.g_02216	Pran.g_00540
OG0001123	Prbj.g_02209	Pran.g_00544
OG0001124	Prbj.g_02207	Pran.g_00546
OG0001125	Prbj.g_02205	Pran.g_00547
OG0001126	Prbj.g_01850	Pran.g_00557
OG0001127	Prbj.g_01849	Pran.g_00558
OG0001128	Prbj.g_01846	Pran.g_00560
OG0001129	Prbj.g_01845	Pran.g_00561
OG0001130	Prbj.g_01844	Pran.g_00562
OG0001131	Prbj.g_02687	Pran.g_00154
