Orthogroup	Prbj	Prak
OG0000568	Prbj.g_01885	Prak.g_00529
OG0000569	Prbj.g_01807	Prak.g_00530
OG0000570	Prbj.g_01806	Prak.g_00531
OG0000571	Prbj.g_01803	Prak.g_00533
OG0000572	Prbj.g_01787	Prak.g_00547
OG0000573	Prbj.g_01780	Prak.g_00553
OG0000574	Prbj.g_01779	Prak.g_00554
OG0000575	Prbj.g_01770	Prak.g_00558
OG0000576	Prbj.g_01768	Prak.g_00560
OG0000577	Prbj.g_01767	Prak.g_00561
OG0000578	Prbj.g_01766	Prak.g_00562
OG0000579	Prbj.g_01765	Prak.g_00563
OG0000580	Prbj.g_01764	Prak.g_00564
OG0000581	Prbj.g_01760	Prak.g_00567
OG0000582	Prbj.g_01756	Prak.g_00570
OG0000583	Prbj.g_01755	Prak.g_00571
OG0000584	Prbj.g_01754	Prak.g_00572
OG0000585	Prbj.g_01752	Prak.g_00574
OG0000586	Prbj.g_01750	Prak.g_00575
OG0000587	Prbj.g_01748	Prak.g_00576
OG0000588	Prbj.g_02547	Prak.g_00580
OG0000589	Prbj.g_02550	Prak.g_00582
OG0000590	Prbj.g_02551	Prak.g_00583
OG0000591	Prbj.g_02558	Prak.g_00587
OG0000592	Prbj.g_02559	Prak.g_00588
OG0000593	Prbj.g_02569	Prak.g_01111
OG0000594	Prbj.g_02570	Prak.g_01110
OG0000595	Prbj.g_02571	Prak.g_01109
OG0000596	Prbj.g_02576	Prak.g_01105
OG0000597	Prbj.g_02579	Prak.g_01102
OG0000598	Prbj.g_02580	Prak.g_01101
OG0000599	Prbj.g_02590	Prak.g_01098
OG0000600	Prbj.g_02591	Prak.g_01097
OG0000601	Prbj.g_02592	Prak.g_01096
OG0000602	Prbj.g_02596	Prak.g_01094
OG0000603	Prbj.g_02597	Prak.g_01093
OG0000604	Prbj.g_02598	Prak.g_01092
OG0000605	Prbj.g_00792	Prak.g_01091
OG0000606	Prbj.g_00803	Prak.g_01088
OG0000607	Prbj.g_00806	Prak.g_01085
OG0000608	Prbj.g_00807	Prak.g_01084
OG0000609	Prbj.g_00809	Prak.g_01083
OG0000610	Prbj.g_00818	Prak.g_01077
OG0000611	Prbj.g_00821	Prak.g_01074
OG0000612	Prbj.g_00822	Prak.g_01073
OG0000613	Prbj.g_01466	Prak.g_00800
OG0000614	Prbj.g_00946	Prak.g_00821
OG0000615	Prbj.g_02373	Prak.g_00832
OG0000616	Prbj.g_02057	Prak.g_01934
OG0000617	Prbj.g_02184	Prak.g_01057
OG0000618	Prbj.g_02185	Prak.g_01056
OG0000619	Prbj.g_02186	Prak.g_01055
OG0000620	Prbj.g_02190	Prak.g_01052
OG0000621	Prbj.g_02191	Prak.g_01051
OG0000622	Prbj.g_02192	Prak.g_01050
OG0000623	Prbj.g_02193	Prak.g_01049
OG0000624	Prbj.g_02194	Prak.g_01047
OG0000625	Prbj.g_02195	Prak.g_01046
OG0000626	Prbj.g_02196	Prak.g_01045
OG0000627	Prbj.g_02320	Prak.g_01044
OG0000628	Prbj.g_02319	Prak.g_01043
OG0000629	Prbj.g_02316	Prak.g_01042
OG0000630	Prbj.g_02312	Prak.g_01039
OG0000631	Prbj.g_02306	Prak.g_00946
OG0000632	Prbj.g_02305	Prak.g_00947
OG0000633	Prbj.g_02304	Prak.g_00948
OG0000634	Prbj.g_02408	Prak.g_00841
OG0000635	Prbj.g_02409	Prak.g_00842
OG0000636	Prbj.g_02411	Prak.g_00844
OG0000637	Prbj.g_02413	Prak.g_00846
OG0000638	Prbj.g_02414	Prak.g_00847
OG0000639	Prbj.g_02415	Prak.g_00848
OG0000640	Prbj.g_02416	Prak.g_00849
OG0000641	Prbj.g_02420	Prak.g_00853
OG0000642	Prbj.g_02421	Prak.g_00854
OG0000643	Prbj.g_02422	Prak.g_00855
OG0000644	Prbj.g_02423	Prak.g_00856
OG0000645	Prbj.g_02424	Prak.g_00857
OG0000646	Prbj.g_02427	Prak.g_00859
OG0000647	Prbj.g_02430	Prak.g_00861
OG0000648	Prbj.g_02432	Prak.g_00863
OG0000649	Prbj.g_02433	Prak.g_00864
OG0000650	Prbj.g_02434	Prak.g_00865
OG0000651	Prbj.g_02435	Prak.g_00866
OG0000652	Prbj.g_02436	Prak.g_00867
OG0000653	Prbj.g_02438	Prak.g_00869
OG0000654	Prbj.g_02439	Prak.g_00870
OG0000655	Prbj.g_02440	Prak.g_00871
OG0000656	Prbj.g_02443	Prak.g_00874
OG0000657	Prbj.g_02476	Prak.g_00882
OG0000658	Prbj.g_02478	Prak.g_00884
OG0000659	Prbj.g_02479	Prak.g_00885
OG0000660	Prbj.g_02483	Prak.g_00889
OG0000661	Prbj.g_02485	Prak.g_00891
OG0000662	Prbj.g_02487	Prak.g_00893
OG0000663	Prbj.g_02490	Prak.g_00895
OG0000664	Prbj.g_02491	Prak.g_00896
OG0000665	Prbj.g_02504	Prak.g_00902
OG0000666	Prbj.g_02507	Prak.g_00903
OG0000667	Prbj.g_02514	Prak.g_00907
OG0000668	Prbj.g_02215	Prak.g_00748
OG0000669	Prbj.g_02523	Prak.g_00759
OG0000670	Prbj.g_00044	Prak.g_00762
OG0000671	Prbj.g_02335	Prak.g_00765
OG0000672	Prbj.g_02338	Prak.g_00768
OG0000673	Prbj.g_02341	Prak.g_00771
OG0000674	Prbj.g_02343	Prak.g_00773
OG0000675	Prbj.g_02344	Prak.g_00774
OG0000676	Prbj.g_02352	Prak.g_00776
OG0000677	Prbj.g_02354	Prak.g_00777
OG0000678	Prbj.g_02359	Prak.g_00779
OG0000679	Prbj.g_02379	Prak.g_00783
OG0000680	Prbj.g_02380	Prak.g_00784
OG0000681	Prbj.g_02382	Prak.g_00787
OG0000682	Prbj.g_02383	Prak.g_00788
OG0000683	Prbj.g_02384	Prak.g_00789
OG0000684	Prbj.g_02397	Prak.g_00791
OG0000685	Prbj.g_02395	Prak.g_00793
OG0000686	Prbj.g_02394	Prak.g_00794
OG0000687	Prbj.g_02393	Prak.g_00795
OG0000688	Prbj.g_02399	Prak.g_01069
OG0000689	Prbj.g_02400	Prak.g_01068
OG0000690	Prbj.g_02401	Prak.g_01067
OG0000691	Prbj.g_02402	Prak.g_01066
OG0000692	Prbj.g_02403	Prak.g_01064
OG0000693	Prbj.g_02404	Prak.g_01063
OG0000694	Prbj.g_02405	Prak.g_01062
OG0000695	Prbj.g_02302	Prak.g_00950
OG0000696	Prbj.g_02301	Prak.g_00951
OG0000697	Prbj.g_02299	Prak.g_00952
OG0000698	Prbj.g_02296	Prak.g_00955
OG0000699	Prbj.g_02294	Prak.g_00956
OG0000700	Prbj.g_02293	Prak.g_00957
OG0000701	Prbj.g_02292	Prak.g_00958
OG0000702	Prbj.g_02284	Prak.g_00960
OG0000703	Prbj.g_02283	Prak.g_00961
OG0000704	Prbj.g_02281	Prak.g_00963
OG0000705	Prbj.g_02275	Prak.g_00966
OG0000706	Prbj.g_02274	Prak.g_00967
OG0000707	Prbj.g_02273	Prak.g_00968
OG0000708	Prbj.g_02271	Prak.g_00970
OG0000709	Prbj.g_02264	Prak.g_00974
OG0000710	Prbj.g_02260	Prak.g_00977
OG0000711	Prbj.g_02237	Prak.g_00995
OG0000712	Prbj.g_02236	Prak.g_00996
OG0000713	Prbj.g_02235	Prak.g_00997
OG0000714	Prbj.g_02231	Prak.g_00998
OG0000715	Prbj.g_02229	Prak.g_01000
OG0000716	Prbj.g_02225	Prak.g_01002
OG0000717	Prbj.g_02224	Prak.g_01003
OG0000718	Prbj.g_02219	Prak.g_01007
OG0000719	Prbj.g_02217	Prak.g_01009
OG0000720	Prbj.g_02204	Prak.g_01021
OG0000721	Prbj.g_02203	Prak.g_01025
OG0000722	Prbj.g_02202	Prak.g_01026
OG0000723	Prbj.g_02198	Prak.g_01030
OG0000724	Prbj.g_01843	Prak.g_00925
OG0000725	Prbj.g_01836	Prak.g_00919
OG0000726	Prbj.g_01835	Prak.g_00918
OG0000727	Prbj.g_01834	Prak.g_00917
OG0000728	Prbj.g_01833	Prak.g_00915
OG0000729	Prbj.g_01289	Prak.g_01255
OG0000730	Prbj.g_00343	Prak.g_01214
OG0000731	Prbj.g_00333	Prak.g_00362
OG0000732	Prbj.g_01220	Prak.g_01885
OG0000733	Prbj.g_01997	Prak.g_01551
OG0000734	Prbj.g_00627	Prak.g_01188
OG0000735	Prbj.g_00953	Prak.g_01186
OG0000736	Prbj.g_00954	Prak.g_01185
OG0000737	Prbj.g_00955	Prak.g_01184
OG0000738	Prbj.g_00962	Prak.g_01180
OG0000739	Prbj.g_00964	Prak.g_01179
OG0000740	Prbj.g_00965	Prak.g_01178
OG0000741	Prbj.g_00968	Prak.g_01176
OG0000742	Prbj.g_00970	Prak.g_01173
OG0000743	Prbj.g_00972	Prak.g_01171
OG0000744	Prbj.g_00973	Prak.g_01170
OG0000745	Prbj.g_00846	Prak.g_01169
OG0000746	Prbj.g_00844	Prak.g_01167
OG0000747	Prbj.g_00843	Prak.g_01166
OG0000748	Prbj.g_00831	Prak.g_01162
OG0000749	Prbj.g_00830	Prak.g_01161
OG0000750	Prbj.g_00829	Prak.g_01160
OG0000751	Prbj.g_00305	Prak.g_01157
OG0000752	Prbj.g_00308	Prak.g_01155
OG0000753	Prbj.g_00311	Prak.g_01153
OG0000754	Prbj.g_01910	Prak.g_01150
OG0000755	Prbj.g_00002	Prak.g_01144
OG0000756	Prbj.g_00003	Prak.g_01143
OG0000757	Prbj.g_00010	Prak.g_01136
OG0000758	Prbj.g_00011	Prak.g_01135
OG0000759	Prbj.g_00012	Prak.g_01134
OG0000760	Prbj.g_00013	Prak.g_01133
OG0000761	Prbj.g_00014	Prak.g_01132
OG0000762	Prbj.g_01908	Prak.g_01131
OG0000763	Prbj.g_01906	Prak.g_01129
OG0000764	Prbj.g_01905	Prak.g_01128
OG0000765	Prbj.g_02163	Prak.g_01120
OG0000766	Prbj.g_02164	Prak.g_01119
OG0000767	Prbj.g_02166	Prak.g_01117
OG0000768	Prbj.g_02167	Prak.g_01116
OG0000769	Prbj.g_00313	Prak.g_01114
OG0000770	Prbj.g_00019	Prak.g_00593
OG0000771	Prbj.g_01848	Prak.g_01487
OG0000772	Prbj.g_01679	Prak.g_01571
OG0000773	Prbj.g_00161	Prak.g_01268
OG0000774	Prbj.g_01719	Prak.g_01270
OG0000775	Prbj.g_01721	Prak.g_01272
OG0000776	Prbj.g_01722	Prak.g_01273
OG0000777	Prbj.g_01723	Prak.g_01274
OG0000778	Prbj.g_01724	Prak.g_01275
OG0000779	Prbj.g_01729	Prak.g_01279
OG0000780	Prbj.g_01732	Prak.g_01280
OG0000781	Prbj.g_01736	Prak.g_01284
OG0000782	Prbj.g_01737	Prak.g_01285
OG0000783	Prbj.g_01738	Prak.g_01286
OG0000784	Prbj.g_01739	Prak.g_01287
OG0000785	Prbj.g_01741	Prak.g_01289
OG0000786	Prbj.g_01744	Prak.g_01292
OG0000787	Prbj.g_01745	Prak.g_01293
OG0000788	Prbj.g_00094	Prak.g_00460
OG0000789	Prbj.g_00687	Prak.g_01490
OG0000790	Prbj.g_01643	Prak.g_01334
OG0000791	Prbj.g_01645	Prak.g_01336
OG0000792	Prbj.g_01646	Prak.g_01337
OG0000793	Prbj.g_01650	Prak.g_01340
OG0000794	Prbj.g_01651	Prak.g_01341
OG0000795	Prbj.g_01652	Prak.g_01342
OG0000796	Prbj.g_01656	Prak.g_01346
OG0000797	Prbj.g_01657	Prak.g_01347
OG0000799	Prbj.g_01304	Prak.g_01374
OG0000800	Prbj.g_01303	Prak.g_01375
OG0000801	Prbj.g_01302	Prak.g_01376
OG0000802	Prbj.g_01293	Prak.g_01378
OG0000803	Prbj.g_01041	Prak.g_01380
OG0000804	Prbj.g_01043	Prak.g_01381
OG0000805	Prbj.g_01045	Prak.g_01383
OG0000806	Prbj.g_01047	Prak.g_01385
OG0000807	Prbj.g_01049	Prak.g_01386
OG0000808	Prbj.g_01050	Prak.g_01387
OG0000809	Prbj.g_01054	Prak.g_01389
OG0000810	Prbj.g_01055	Prak.g_01390
OG0000811	Prbj.g_01067	Prak.g_01394
OG0000812	Prbj.g_01069	Prak.g_01396
OG0000813	Prbj.g_01070	Prak.g_01397
OG0000814	Prbj.g_01072	Prak.g_01399
OG0000815	Prbj.g_01073	Prak.g_01400
OG0000816	Prbj.g_01075	Prak.g_01402
OG0000817	Prbj.g_01076	Prak.g_01403
OG0000818	Prbj.g_00631	Prak.g_01408
OG0000819	Prbj.g_00632	Prak.g_01409
OG0000820	Prbj.g_00633	Prak.g_01410
OG0000821	Prbj.g_00640	Prak.g_01414
OG0000822	Prbj.g_00642	Prak.g_01415
OG0000823	Prbj.g_00643	Prak.g_01416
OG0000824	Prbj.g_00647	Prak.g_01419
OG0000825	Prbj.g_00648	Prak.g_01420
OG0000826	Prbj.g_00649	Prak.g_01421
OG0000827	Prbj.g_00650	Prak.g_01422
OG0000828	Prbj.g_00653	Prak.g_01425
OG0000829	Prbj.g_00654	Prak.g_01426
OG0000830	Prbj.g_00655	Prak.g_01427
OG0000831	Prbj.g_00657	Prak.g_01429
OG0000832	Prbj.g_01684	Prak.g_01439
OG0000833	Prbj.g_01692	Prak.g_01448
OG0000834	Prbj.g_01693	Prak.g_01449
OG0000835	Prbj.g_01694	Prak.g_01450
OG0000836	Prbj.g_01696	Prak.g_01451
OG0000837	Prbj.g_01697	Prak.g_01452
OG0000838	Prbj.g_01700	Prak.g_01454
OG0000839	Prbj.g_01701	Prak.g_01455
OG0000840	Prbj.g_01702	Prak.g_01456
OG0000841	Prbj.g_01703	Prak.g_01457
OG0000842	Prbj.g_01704	Prak.g_01458
OG0000843	Prbj.g_01705	Prak.g_01459
OG0000844	Prbj.g_01707	Prak.g_01460
OG0000845	Prbj.g_01708	Prak.g_01461
OG0000846	Prbj.g_01709	Prak.g_01462
OG0000847	Prbj.g_01710	Prak.g_01463
OG0000848	Prbj.g_01711	Prak.g_01464
OG0000849	Prbj.g_01712	Prak.g_01465
OG0000850	Prbj.g_01713	Prak.g_01467
OG0000851	Prbj.g_00888	Prak.g_01468
OG0000852	Prbj.g_00887	Prak.g_01469
OG0000853	Prbj.g_00882	Prak.g_01475
OG0000854	Prbj.g_00880	Prak.g_01477
OG0000855	Prbj.g_00879	Prak.g_01478
OG0000856	Prbj.g_02561	Prak.g_00590
OG0000857	Prbj.g_02429	Prak.g_00860
OG0000858	Prbj.g_00868	Prak.g_01638
OG0000859	Prbj.g_00867	Prak.g_01639
OG0000860	Prbj.g_00855	Prak.g_01647
OG0000861	Prbj.g_00854	Prak.g_01648
OG0000862	Prbj.g_00852	Prak.g_01649
OG0000863	Prbj.g_00495	Prak.g_01651
OG0000864	Prbj.g_00494	Prak.g_01652
OG0000865	Prbj.g_00493	Prak.g_01653
OG0000866	Prbj.g_00492	Prak.g_01654
OG0000867	Prbj.g_00491	Prak.g_01655
OG0000868	Prbj.g_00489	Prak.g_01657
OG0000869	Prbj.g_00486	Prak.g_01660
OG0000870	Prbj.g_00481	Prak.g_01665
OG0000871	Prbj.g_00480	Prak.g_01666
OG0000872	Prbj.g_00478	Prak.g_01667
OG0000873	Prbj.g_00475	Prak.g_01670
OG0000874	Prbj.g_00471	Prak.g_01673
OG0000875	Prbj.g_00470	Prak.g_01674
OG0000876	Prbj.g_00469	Prak.g_01675
OG0000877	Prbj.g_00466	Prak.g_01677
OG0000878	Prbj.g_00465	Prak.g_01678
OG0000879	Prbj.g_00464	Prak.g_01679
OG0000880	Prbj.g_00463	Prak.g_01680
OG0000881	Prbj.g_00458	Prak.g_01684
OG0000882	Prbj.g_00453	Prak.g_01689
OG0000883	Prbj.g_00451	Prak.g_01691
OG0000884	Prbj.g_00449	Prak.g_01693
OG0000885	Prbj.g_00448	Prak.g_01694
OG0000886	Prbj.g_00447	Prak.g_01695
OG0000887	Prbj.g_00446	Prak.g_01696
OG0000888	Prbj.g_00444	Prak.g_01698
OG0000889	Prbj.g_00442	Prak.g_01700
OG0000890	Prbj.g_00428	Prak.g_01701
OG0000891	Prbj.g_00427	Prak.g_01702
OG0000892	Prbj.g_00425	Prak.g_01704
OG0000893	Prbj.g_02660	Prak.g_01708
OG0000894	Prbj.g_02656	Prak.g_01711
OG0000895	Prbj.g_02651	Prak.g_01715
OG0000896	Prbj.g_02650	Prak.g_01716
OG0000897	Prbj.g_02648	Prak.g_01718
OG0000898	Prbj.g_02647	Prak.g_01719
OG0000899	Prbj.g_02646	Prak.g_01720
OG0000900	Prbj.g_02645	Prak.g_01721
OG0000901	Prbj.g_02641	Prak.g_01724
OG0000902	Prbj.g_02639	Prak.g_01726
OG0000903	Prbj.g_01027	Prak.g_01730
OG0000904	Prbj.g_01032	Prak.g_01734
OG0000905	Prbj.g_01034	Prak.g_01728
OG0000906	Prbj.g_02635	Prak.g_01727
OG0000907	Prbj.g_01025	Prak.g_01737
OG0000908	Prbj.g_01022	Prak.g_01740
OG0000909	Prbj.g_01021	Prak.g_01741
OG0000910	Prbj.g_01020	Prak.g_01742
OG0000911	Prbj.g_01018	Prak.g_01744
OG0000912	Prbj.g_01017	Prak.g_01745
OG0000913	Prbj.g_01016	Prak.g_01746
OG0000914	Prbj.g_01015	Prak.g_01747
OG0000915	Prbj.g_01014	Prak.g_01748
OG0000916	Prbj.g_01013	Prak.g_01749
OG0000917	Prbj.g_01012	Prak.g_01750
OG0000918	Prbj.g_01011	Prak.g_01751
OG0000919	Prbj.g_01010	Prak.g_01752
OG0000920	Prbj.g_01009	Prak.g_01753
OG0000921	Prbj.g_01008	Prak.g_01754
OG0000922	Prbj.g_01007	Prak.g_01755
OG0000923	Prbj.g_01003	Prak.g_01759
OG0000924	Prbj.g_01002	Prak.g_01760
OG0000925	Prbj.g_01001	Prak.g_01761
OG0000926	Prbj.g_01000	Prak.g_01762
OG0000927	Prbj.g_00998	Prak.g_01764
OG0000928	Prbj.g_00997	Prak.g_01765
OG0000929	Prbj.g_00996	Prak.g_01766
OG0000930	Prbj.g_00995	Prak.g_01767
OG0000931	Prbj.g_00994	Prak.g_01768
OG0000932	Prbj.g_00993	Prak.g_01769
OG0000933	Prbj.g_00988	Prak.g_01773
OG0000934	Prbj.g_00986	Prak.g_01775
OG0000935	Prbj.g_00985	Prak.g_01776
OG0000936	Prbj.g_00984	Prak.g_01777
OG0000937	Prbj.g_00983	Prak.g_01778
OG0000938	Prbj.g_00414	Prak.g_01781
OG0000939	Prbj.g_00413	Prak.g_01782
OG0000940	Prbj.g_00404	Prak.g_01789
OG0000941	Prbj.g_00402	Prak.g_01791
OG0000942	Prbj.g_00400	Prak.g_01793
OG0000943	Prbj.g_00399	Prak.g_01794
OG0000944	Prbj.g_00397	Prak.g_01796
OG0000945	Prbj.g_00395	Prak.g_01797
OG0000946	Prbj.g_00368	Prak.g_01802
OG0000947	Prbj.g_00365	Prak.g_01804
OG0000948	Prbj.g_00364	Prak.g_01805
OG0000949	Prbj.g_00361	Prak.g_01808
OG0000950	Prbj.g_01501	Prak.g_01815
OG0000951	Prbj.g_01506	Prak.g_01819
OG0000952	Prbj.g_01513	Prak.g_01823
OG0000953	Prbj.g_01517	Prak.g_01827
OG0000954	Prbj.g_01577	Prak.g_01831
OG0000955	Prbj.g_01578	Prak.g_01832
OG0000956	Prbj.g_01580	Prak.g_01834
OG0000957	Prbj.g_01596	Prak.g_01840
OG0000958	Prbj.g_01597	Prak.g_01841
OG0000959	Prbj.g_01821	Prak.g_01845
OG0000960	Prbj.g_01820	Prak.g_01846
OG0000961	Prbj.g_01809	Prak.g_01849
OG0000962	Prbj.g_01290	Prak.g_01851
OG0000963	Prbj.g_01285	Prak.g_01855
OG0000964	Prbj.g_01284	Prak.g_01856
OG0000965	Prbj.g_01283	Prak.g_01857
OG0000966	Prbj.g_01250	Prak.g_01863
OG0000967	Prbj.g_01244	Prak.g_01867
OG0000968	Prbj.g_01241	Prak.g_01869
OG0000969	Prbj.g_01239	Prak.g_01870
OG0000970	Prbj.g_01238	Prak.g_01871
OG0000971	Prbj.g_01236	Prak.g_01872
OG0000972	Prbj.g_01235	Prak.g_01873
OG0000973	Prbj.g_01234	Prak.g_01874
OG0000974	Prbj.g_01233	Prak.g_01875
OG0000975	Prbj.g_01232	Prak.g_01876
OG0000976	Prbj.g_01231	Prak.g_01877
OG0000977	Prbj.g_01229	Prak.g_01878
OG0000978	Prbj.g_01228	Prak.g_01879
OG0000979	Prbj.g_01225	Prak.g_01882
OG0000980	Prbj.g_01221	Prak.g_01884
OG0000981	Prbj.g_01218	Prak.g_01887
OG0000982	Prbj.g_01956	Prak.g_01889
OG0000983	Prbj.g_01957	Prak.g_01890
OG0000984	Prbj.g_01958	Prak.g_01891
OG0000985	Prbj.g_01962	Prak.g_01894
OG0000986	Prbj.g_01964	Prak.g_01896
OG0000987	Prbj.g_01966	Prak.g_01897
OG0000988	Prbj.g_01970	Prak.g_01900
OG0000989	Prbj.g_01980	Prak.g_01904
OG0000990	Prbj.g_02002	Prak.g_01908
OG0000991	Prbj.g_02005	Prak.g_01909
OG0000992	Prbj.g_02008	Prak.g_01912
OG0000993	Prbj.g_02009	Prak.g_01913
OG0000994	Prbj.g_02012	Prak.g_01914
OG0000995	Prbj.g_02021	Prak.g_01918
OG0000996	Prbj.g_02034	Prak.g_01919
OG0000997	Prbj.g_02043	Prak.g_01922
OG0000998	Prbj.g_02045	Prak.g_01924
OG0000999	Prbj.g_02046	Prak.g_01925
OG0001000	Prbj.g_02049	Prak.g_01928
OG0001001	Prbj.g_02053	Prak.g_01931
OG0001002	Prbj.g_02060	Prak.g_01936
OG0001003	Prbj.g_02062	Prak.g_01937
OG0001004	Prbj.g_02063	Prak.g_01938
OG0001005	Prbj.g_02065	Prak.g_01939
OG0001006	Prbj.g_02071	Prak.g_01943
OG0001007	Prbj.g_02073	Prak.g_01945
OG0001008	Prbj.g_00101	Prak.g_00399
OG0001009	Prbj.g_01199	Prak.g_00027
OG0001010	Prbj.g_01200	Prak.g_00028
OG0001011	Prbj.g_01202	Prak.g_00030
OG0001012	Prbj.g_01953	Prak.g_00044
OG0001013	Prbj.g_01928	Prak.g_00051
OG0001014	Prbj.g_01919	Prak.g_00054
OG0001015	Prbj.g_01918	Prak.g_00056
OG0001016	Prbj.g_00569	Prak.g_00078
OG0001017	Prbj.g_00575	Prak.g_00082
OG0001018	Prbj.g_00577	Prak.g_00084
OG0001019	Prbj.g_00590	Prak.g_00093
OG0001020	Prbj.g_00596	Prak.g_00094
OG0001021	Prbj.g_00600	Prak.g_00095
OG0001022	Prbj.g_00605	Prak.g_00098
OG0001023	Prbj.g_00606	Prak.g_00099
OG0001024	Prbj.g_00610	Prak.g_00103
OG0001025	Prbj.g_00617	Prak.g_00110
OG0001026	Prbj.g_00630	Prak.g_00119
OG0001027	Prbj.g_01550	Prak.g_00120
OG0001028	Prbj.g_01552	Prak.g_00122
OG0001029	Prbj.g_01554	Prak.g_00123
OG0001030	Prbj.g_01535	Prak.g_00139
OG0001031	Prbj.g_01143	Prak.g_00199
OG0001032	Prbj.g_01146	Prak.g_00200
OG0001033	Prbj.g_00287	Prak.g_00221
OG0001034	Prbj.g_02608	Prak.g_00252
OG0001035	Prbj.g_01360	Prak.g_00272
OG0001036	Prbj.g_01364	Prak.g_00276
OG0001037	Prbj.g_01366	Prak.g_00277
OG0001038	Prbj.g_01403	Prak.g_00296
OG0001039	Prbj.g_01406	Prak.g_00299
OG0001040	Prbj.g_01409	Prak.g_00301
OG0001041	Prbj.g_01414	Prak.g_00306
OG0001042	Prbj.g_01439	Prak.g_00323
OG0001043	Prbj.g_01441	Prak.g_00324
OG0001044	Prbj.g_00342	Prak.g_00355
OG0001045	Prbj.g_00330	Prak.g_00364
OG0001046	Prbj.g_00874	Prak.g_01597
OG0001047	Prbj.g_00103	Prak.g_00401
OG0001048	Prbj.g_00104	Prak.g_00402
OG0001049	Prbj.g_00107	Prak.g_00404
OG0001050	Prbj.g_00108	Prak.g_00405
OG0001051	Prbj.g_00109	Prak.g_00406
OG0001052	Prbj.g_00132	Prak.g_00432
OG0001053	Prbj.g_01627	Prak.g_00444
OG0001054	Prbj.g_01609	Prak.g_00459
OG0001055	Prbj.g_02103	Prak.g_00478
OG0001056	Prbj.g_02132	Prak.g_00495
OG0001057	Prbj.g_02144	Prak.g_00500
OG0001058	Prbj.g_01863	Prak.g_00509
OG0001059	Prbj.g_01867	Prak.g_00513
OG0001060	Prbj.g_01874	Prak.g_00519
OG0001061	Prbj.g_01802	Prak.g_00534
OG0001062	Prbj.g_01800	Prak.g_00536
OG0001063	Prbj.g_01796	Prak.g_00538
OG0001064	Prbj.g_01795	Prak.g_00539
OG0001065	Prbj.g_01794	Prak.g_00540
OG0001066	Prbj.g_01793	Prak.g_00541
OG0001067	Prbj.g_01792	Prak.g_00542
OG0001068	Prbj.g_01791	Prak.g_00543
OG0001069	Prbj.g_01790	Prak.g_00544
OG0001070	Prbj.g_01786	Prak.g_00548
OG0001071	Prbj.g_01785	Prak.g_00549
OG0001072	Prbj.g_01782	Prak.g_00551
OG0001073	Prbj.g_01763	Prak.g_00565
OG0001074	Prbj.g_02544	Prak.g_00577
OG0001075	Prbj.g_02545	Prak.g_00578
OG0001076	Prbj.g_02553	Prak.g_00585
OG0001077	Prbj.g_02563	Prak.g_00591
OG0001078	Prbj.g_02574	Prak.g_01107
OG0001079	Prbj.g_02593	Prak.g_01095
OG0001080	Prbj.g_00794	Prak.g_01089
OG0001081	Prbj.g_00804	Prak.g_01087
OG0001082	Prbj.g_00805	Prak.g_01086
OG0001083	Prbj.g_00813	Prak.g_01081
OG0001084	Prbj.g_00815	Prak.g_01080
OG0001085	Prbj.g_00825	Prak.g_00797
OG0001086	Prbj.g_02707	Prak.g_00798
OG0001087	Prbj.g_00927	Prak.g_00816
OG0001088	Prbj.g_00931	Prak.g_00817
OG0001089	Prbj.g_00757	Prak.g_00828
OG0001090	Prbj.g_02180	Prak.g_00838
OG0001091	Prbj.g_02182	Prak.g_01060
OG0001092	Prbj.g_02183	Prak.g_01059
OG0001093	Prbj.g_02187	Prak.g_01054
OG0001094	Prbj.g_02406	Prak.g_01061
OG0001095	Prbj.g_02425	Prak.g_00858
OG0001096	Prbj.g_02441	Prak.g_00872
OG0001097	Prbj.g_02486	Prak.g_00892
OG0001098	Prbj.g_02323	Prak.g_00911
OG0001099	Prbj.g_01553	Prak.g_00753
OG0001100	Prbj.g_02333	Prak.g_00761
OG0001101	Prbj.g_02334	Prak.g_00764
OG0001102	Prbj.g_02337	Prak.g_00767
OG0001103	Prbj.g_02339	Prak.g_00769
OG0001104	Prbj.g_02396	Prak.g_00792
OG0001105	Prbj.g_02391	Prak.g_00796
OG0001106	Prbj.g_02280	Prak.g_00964
OG0001107	Prbj.g_02270	Prak.g_00971
OG0001108	Prbj.g_02263	Prak.g_00975
OG0001109	Prbj.g_02261	Prak.g_00976
OG0001110	Prbj.g_02259	Prak.g_00978
OG0001111	Prbj.g_02257	Prak.g_00979
OG0001112	Prbj.g_02255	Prak.g_00980
OG0001113	Prbj.g_02254	Prak.g_00981
OG0001114	Prbj.g_02253	Prak.g_00982
OG0001115	Prbj.g_02251	Prak.g_00984
OG0001116	Prbj.g_02250	Prak.g_00985
OG0001117	Prbj.g_02249	Prak.g_00986
OG0001118	Prbj.g_02248	Prak.g_00987
OG0001119	Prbj.g_02247	Prak.g_00988
OG0001120	Prbj.g_02245	Prak.g_00990
OG0001122	Prbj.g_02216	Prak.g_01010
OG0001123	Prbj.g_02209	Prak.g_01016
OG0001124	Prbj.g_02207	Prak.g_01018
OG0001125	Prbj.g_02205	Prak.g_01020
OG0001126	Prbj.g_01850	Prak.g_00931
OG0001127	Prbj.g_01849	Prak.g_00930
OG0001128	Prbj.g_01846	Prak.g_00928
