Orthogroup	Prbj	Syai
OG0000564	Prbj.g_01872	Syai.g_00743
OG0000565	Prbj.g_01875	Syai.g_00746
OG0000566	Prbj.g_01879	Syai.g_00750
OG0000567	Prbj.g_01883	Syai.g_00754
OG0000568	Prbj.g_01885	Syai.g_00758
OG0000569	Prbj.g_01807	Syai.g_00759
OG0000570	Prbj.g_01806	Syai.g_00760
OG0000571	Prbj.g_01803	Syai.g_00764
OG0000572	Prbj.g_01787	Syai.g_00782
OG0000573	Prbj.g_01780	Syai.g_00790
OG0000574	Prbj.g_01779	Syai.g_00796
OG0000575	Prbj.g_01770	Syai.g_00800
OG0000576	Prbj.g_01768	Syai.g_00802
OG0000577	Prbj.g_01767	Syai.g_00803
OG0000578	Prbj.g_01766	Syai.g_00804
OG0000579	Prbj.g_01765	Syai.g_00805
OG0000580	Prbj.g_01764	Syai.g_00806
OG0000581	Prbj.g_01760	Syai.g_00812
OG0000582	Prbj.g_01756	Syai.g_01042
OG0000583	Prbj.g_01755	Syai.g_01043
OG0000584	Prbj.g_01754	Syai.g_01044
OG0000585	Prbj.g_01752	Syai.g_01046
OG0000586	Prbj.g_01750	Syai.g_01047
OG0000587	Prbj.g_01748	Syai.g_01049
OG0000588	Prbj.g_02547	Syai.g_01063
OG0000589	Prbj.g_02550	Syai.g_01066
OG0000590	Prbj.g_02551	Syai.g_01067
OG0000591	Prbj.g_02558	Syai.g_01075
OG0000592	Prbj.g_02559	Syai.g_01076
OG0000593	Prbj.g_02569	Syai.g_01100
OG0000594	Prbj.g_02570	Syai.g_01101
OG0000595	Prbj.g_02571	Syai.g_01102
OG0000596	Prbj.g_02576	Syai.g_01107
OG0000597	Prbj.g_02579	Syai.g_01110
OG0000598	Prbj.g_02580	Syai.g_01111
OG0000599	Prbj.g_02590	Syai.g_01114
OG0000600	Prbj.g_02591	Syai.g_01115
OG0000601	Prbj.g_02592	Syai.g_01116
OG0000602	Prbj.g_02596	Syai.g_01121
OG0000603	Prbj.g_02597	Syai.g_01122
OG0000604	Prbj.g_02598	Syai.g_01125
OG0000605	Prbj.g_00792	Syai.g_01609
OG0000606	Prbj.g_00803	Syai.g_01221
OG0000607	Prbj.g_00806	Syai.g_01224
OG0000608	Prbj.g_00807	Syai.g_01225
OG0000609	Prbj.g_00809	Syai.g_01227
OG0000610	Prbj.g_00818	Syai.g_01234
OG0000611	Prbj.g_00821	Syai.g_01237
OG0000612	Prbj.g_00822	Syai.g_01238
OG0000613	Prbj.g_01466	Syai.g_00196
OG0000614	Prbj.g_00946	Syai.g_01981
OG0000615	Prbj.g_02373	Syai.g_01286
OG0000616	Prbj.g_02057	Syai.g_02914
OG0000617	Prbj.g_02184	Syai.g_01393
OG0000618	Prbj.g_02185	Syai.g_01394
OG0000619	Prbj.g_02186	Syai.g_01395
OG0000620	Prbj.g_02190	Syai.g_01402
OG0000621	Prbj.g_02191	Syai.g_01403
OG0000622	Prbj.g_02192	Syai.g_01404
OG0000623	Prbj.g_02193	Syai.g_01405
OG0000624	Prbj.g_02194	Syai.g_01407
OG0000625	Prbj.g_02195	Syai.g_01408
OG0000626	Prbj.g_02196	Syai.g_01409
OG0000627	Prbj.g_02320	Syai.g_01575
OG0000628	Prbj.g_02319	Syai.g_01573
OG0000629	Prbj.g_02316	Syai.g_01570
OG0000630	Prbj.g_02312	Syai.g_01566
OG0000631	Prbj.g_02306	Syai.g_01557
OG0000632	Prbj.g_02305	Syai.g_01556
OG0000633	Prbj.g_02304	Syai.g_01555
OG0000634	Prbj.g_02408	Syai.g_01317
OG0000635	Prbj.g_02409	Syai.g_01318
OG0000636	Prbj.g_02411	Syai.g_01320
OG0000637	Prbj.g_02413	Syai.g_01322
OG0000638	Prbj.g_02414	Syai.g_01323
OG0000639	Prbj.g_02415	Syai.g_01324
OG0000640	Prbj.g_02416	Syai.g_01325
OG0000641	Prbj.g_02420	Syai.g_01329
OG0000642	Prbj.g_02421	Syai.g_01330
OG0000643	Prbj.g_02422	Syai.g_01349
OG0000644	Prbj.g_02423	Syai.g_01350
OG0000645	Prbj.g_02424	Syai.g_01352
OG0000646	Prbj.g_02427	Syai.g_01355
OG0000647	Prbj.g_02430	Syai.g_01357
OG0000648	Prbj.g_02432	Syai.g_01362
OG0000649	Prbj.g_02433	Syai.g_01363
OG0000650	Prbj.g_02434	Syai.g_01364
OG0000651	Prbj.g_02435	Syai.g_01365
OG0000652	Prbj.g_02436	Syai.g_01366
OG0000653	Prbj.g_02438	Syai.g_01368
OG0000654	Prbj.g_02439	Syai.g_01369
OG0000655	Prbj.g_02440	Syai.g_01370
OG0000656	Prbj.g_02443	Syai.g_01373
OG0000657	Prbj.g_02476	Syai.g_02045
OG0000658	Prbj.g_02478	Syai.g_02049
OG0000659	Prbj.g_02479	Syai.g_02050
OG0000660	Prbj.g_02483	Syai.g_02054
OG0000661	Prbj.g_02485	Syai.g_02056
OG0000662	Prbj.g_02487	Syai.g_02058
OG0000663	Prbj.g_02490	Syai.g_02061
OG0000664	Prbj.g_02491	Syai.g_02062
OG0000665	Prbj.g_02504	Syai.g_02431
OG0000666	Prbj.g_02507	Syai.g_01610
OG0000667	Prbj.g_02514	Syai.g_01724
OG0000668	Prbj.g_02215	Syai.g_01436
OG0000669	Prbj.g_02523	Syai.g_01251
OG0000670	Prbj.g_00044	Syai.g_00561
OG0000671	Prbj.g_02335	Syai.g_01255
OG0000672	Prbj.g_02338	Syai.g_01259
OG0000673	Prbj.g_02341	Syai.g_01262
OG0000674	Prbj.g_02343	Syai.g_01264
OG0000675	Prbj.g_02344	Syai.g_01265
OG0000676	Prbj.g_02352	Syai.g_01275
OG0000677	Prbj.g_02354	Syai.g_01276
OG0000678	Prbj.g_02359	Syai.g_01279
OG0000679	Prbj.g_02379	Syai.g_01288
OG0000680	Prbj.g_02380	Syai.g_01289
OG0000681	Prbj.g_02382	Syai.g_01292
OG0000682	Prbj.g_02383	Syai.g_01293
OG0000683	Prbj.g_02384	Syai.g_01294
OG0000684	Prbj.g_02397	Syai.g_01299
OG0000685	Prbj.g_02395	Syai.g_01301
OG0000686	Prbj.g_02394	Syai.g_01302
OG0000687	Prbj.g_02393	Syai.g_01303
OG0000688	Prbj.g_02399	Syai.g_01307
OG0000689	Prbj.g_02400	Syai.g_01309
OG0000690	Prbj.g_02401	Syai.g_01310
OG0000691	Prbj.g_02402	Syai.g_01311
OG0000692	Prbj.g_02403	Syai.g_01312
OG0000693	Prbj.g_02404	Syai.g_01313
OG0000694	Prbj.g_02405	Syai.g_01314
OG0000695	Prbj.g_02302	Syai.g_01553
OG0000696	Prbj.g_02301	Syai.g_01552
OG0000697	Prbj.g_02299	Syai.g_01550
OG0000698	Prbj.g_02296	Syai.g_01547
OG0000699	Prbj.g_02294	Syai.g_01545
OG0000700	Prbj.g_02293	Syai.g_01544
OG0000701	Prbj.g_02292	Syai.g_01543
OG0000702	Prbj.g_02284	Syai.g_01521
OG0000703	Prbj.g_02283	Syai.g_01520
OG0000704	Prbj.g_02281	Syai.g_01518
OG0000705	Prbj.g_02275	Syai.g_01511
OG0000706	Prbj.g_02274	Syai.g_01510
OG0000707	Prbj.g_02273	Syai.g_01509
OG0000708	Prbj.g_02271	Syai.g_01506
OG0000709	Prbj.g_02264	Syai.g_01497
OG0000710	Prbj.g_02260	Syai.g_01487
OG0000711	Prbj.g_02237	Syai.g_01456
OG0000712	Prbj.g_02236	Syai.g_01454
OG0000713	Prbj.g_02235	Syai.g_01453
OG0000714	Prbj.g_02231	Syai.g_01451
OG0000715	Prbj.g_02229	Syai.g_01449
OG0000716	Prbj.g_02225	Syai.g_01445
OG0000717	Prbj.g_02224	Syai.g_01444
OG0000718	Prbj.g_02219	Syai.g_01440
OG0000719	Prbj.g_02217	Syai.g_01438
OG0000720	Prbj.g_02204	Syai.g_01425
OG0000721	Prbj.g_02203	Syai.g_01423
OG0000722	Prbj.g_02202	Syai.g_01422
OG0000723	Prbj.g_02198	Syai.g_01411
OG0000724	Prbj.g_01843	Syai.g_02013
OG0000725	Prbj.g_01836	Syai.g_02004
OG0000726	Prbj.g_01835	Syai.g_02003
OG0000727	Prbj.g_01834	Syai.g_02002
OG0000728	Prbj.g_01833	Syai.g_02000
OG0000729	Prbj.g_01289	Syai.g_00097
OG0000730	Prbj.g_00343	Syai.g_00483
OG0000731	Prbj.g_00333	Syai.g_00495
OG0000732	Prbj.g_01220	Syai.g_00058
OG0000733	Prbj.g_01997	Syai.g_02805
OG0000734	Prbj.g_00627	Syai.g_02548
OG0000735	Prbj.g_00953	Syai.g_02159
OG0000736	Prbj.g_00954	Syai.g_02158
OG0000737	Prbj.g_00955	Syai.g_02157
OG0000738	Prbj.g_00962	Syai.g_02152
OG0000739	Prbj.g_00964	Syai.g_02151
OG0000740	Prbj.g_00965	Syai.g_02150
OG0000741	Prbj.g_00968	Syai.g_02147
OG0000742	Prbj.g_00970	Syai.g_02145
OG0000743	Prbj.g_00972	Syai.g_02143
OG0000744	Prbj.g_00973	Syai.g_02142
OG0000745	Prbj.g_00846	Syai.g_02140
OG0000746	Prbj.g_00844	Syai.g_02138
OG0000747	Prbj.g_00843	Syai.g_02137
OG0000748	Prbj.g_00831	Syai.g_02125
OG0000749	Prbj.g_00830	Syai.g_02123
OG0000750	Prbj.g_00829	Syai.g_02122
OG0000751	Prbj.g_00305	Syai.g_02116
OG0000752	Prbj.g_00308	Syai.g_02114
OG0000753	Prbj.g_00311	Syai.g_02111
OG0000754	Prbj.g_01910	Syai.g_01750
OG0000755	Prbj.g_00002	Syai.g_01760
OG0000756	Prbj.g_00003	Syai.g_01761
OG0000757	Prbj.g_00010	Syai.g_01769
OG0000758	Prbj.g_00011	Syai.g_01770
OG0000759	Prbj.g_00012	Syai.g_01771
OG0000760	Prbj.g_00013	Syai.g_01772
OG0000761	Prbj.g_00014	Syai.g_01775
OG0000762	Prbj.g_01908	Syai.g_01777
OG0000763	Prbj.g_01906	Syai.g_01779
OG0000764	Prbj.g_01905	Syai.g_01780
OG0000765	Prbj.g_02163	Syai.g_01797
OG0000766	Prbj.g_02164	Syai.g_01798
OG0000767	Prbj.g_02166	Syai.g_01800
OG0000768	Prbj.g_02167	Syai.g_01801
OG0000769	Prbj.g_00313	Syai.g_01803
OG0000770	Prbj.g_00019	Syai.g_01822
OG0000771	Prbj.g_01848	Syai.g_02019
OG0000772	Prbj.g_01679	Syai.g_01639
OG0000773	Prbj.g_00161	Syai.g_02164
OG0000774	Prbj.g_01719	Syai.g_02168
OG0000775	Prbj.g_01721	Syai.g_02172
OG0000776	Prbj.g_01722	Syai.g_02173
OG0000777	Prbj.g_01723	Syai.g_02174
OG0000778	Prbj.g_01724	Syai.g_02175
OG0000779	Prbj.g_01729	Syai.g_02181
OG0000780	Prbj.g_01732	Syai.g_02184
OG0000781	Prbj.g_01736	Syai.g_02188
OG0000782	Prbj.g_01737	Syai.g_02189
OG0000783	Prbj.g_01738	Syai.g_02190
OG0000784	Prbj.g_01739	Syai.g_02191
OG0000785	Prbj.g_01741	Syai.g_02193
OG0000786	Prbj.g_01744	Syai.g_00816
OG0000787	Prbj.g_01745	Syai.g_00815
OG0000788	Prbj.g_00094	Syai.g_01117
OG0000789	Prbj.g_00687	Syai.g_01596
OG0000790	Prbj.g_01643	Syai.g_00623
OG0000791	Prbj.g_01645	Syai.g_00621
OG0000792	Prbj.g_01646	Syai.g_00620
OG0000793	Prbj.g_01650	Syai.g_00615
OG0000794	Prbj.g_01651	Syai.g_00614
OG0000795	Prbj.g_01652	Syai.g_00613
OG0000796	Prbj.g_01656	Syai.g_00609
OG0000797	Prbj.g_01657	Syai.g_00608
OG0000798	Prbj.g_01402	Syai.g_00262
OG0000799	Prbj.g_01304	Syai.g_00996
OG0000800	Prbj.g_01303	Syai.g_00993
OG0000801	Prbj.g_01302	Syai.g_00992
OG0000802	Prbj.g_01293	Syai.g_00988
OG0000803	Prbj.g_01041	Syai.g_00983
OG0000804	Prbj.g_01043	Syai.g_00980
OG0000805	Prbj.g_01045	Syai.g_00965
OG0000806	Prbj.g_01047	Syai.g_00963
OG0000807	Prbj.g_01049	Syai.g_00961
OG0000808	Prbj.g_01050	Syai.g_00960
OG0000809	Prbj.g_01054	Syai.g_00957
OG0000810	Prbj.g_01055	Syai.g_00956
OG0000811	Prbj.g_01067	Syai.g_00950
OG0000812	Prbj.g_01069	Syai.g_00948
OG0000813	Prbj.g_01070	Syai.g_00947
OG0000814	Prbj.g_01072	Syai.g_00945
OG0000815	Prbj.g_01073	Syai.g_00944
OG0000816	Prbj.g_01075	Syai.g_00942
OG0000817	Prbj.g_01076	Syai.g_00941
OG0000818	Prbj.g_00631	Syai.g_00935
OG0000819	Prbj.g_00632	Syai.g_00934
OG0000820	Prbj.g_00633	Syai.g_00933
OG0000821	Prbj.g_00640	Syai.g_00916
OG0000822	Prbj.g_00642	Syai.g_00914
OG0000823	Prbj.g_00643	Syai.g_00913
OG0000824	Prbj.g_00647	Syai.g_00907
OG0000825	Prbj.g_00648	Syai.g_00906
OG0000826	Prbj.g_00649	Syai.g_00905
OG0000827	Prbj.g_00650	Syai.g_00904
OG0000828	Prbj.g_00653	Syai.g_00900
OG0000829	Prbj.g_00654	Syai.g_00899
OG0000830	Prbj.g_00655	Syai.g_00898
OG0000831	Prbj.g_00657	Syai.g_00896
OG0000832	Prbj.g_01684	Syai.g_02296
OG0000833	Prbj.g_01692	Syai.g_02305
OG0000834	Prbj.g_01693	Syai.g_02307
OG0000835	Prbj.g_01694	Syai.g_02308
OG0000836	Prbj.g_01696	Syai.g_02312
OG0000837	Prbj.g_01697	Syai.g_02313
OG0000838	Prbj.g_01700	Syai.g_02323
OG0000839	Prbj.g_01701	Syai.g_02324
OG0000840	Prbj.g_01702	Syai.g_02325
OG0000841	Prbj.g_01703	Syai.g_02326
OG0000842	Prbj.g_01704	Syai.g_02327
OG0000843	Prbj.g_01705	Syai.g_02328
OG0000844	Prbj.g_01707	Syai.g_02330
OG0000845	Prbj.g_01708	Syai.g_02331
OG0000846	Prbj.g_01709	Syai.g_02332
OG0000847	Prbj.g_01710	Syai.g_02333
OG0000848	Prbj.g_01711	Syai.g_02335
OG0000849	Prbj.g_01712	Syai.g_02336
OG0000850	Prbj.g_01713	Syai.g_02339
OG0000851	Prbj.g_00888	Syai.g_02352
OG0000852	Prbj.g_00887	Syai.g_02353
OG0000853	Prbj.g_00882	Syai.g_02357
OG0000854	Prbj.g_00880	Syai.g_02359
OG0000855	Prbj.g_00879	Syai.g_02360
OG0000856	Prbj.g_02561	Syai.g_01078
OG0000857	Prbj.g_02429	Syai.g_01356
OG0000858	Prbj.g_00868	Syai.g_02366
OG0000859	Prbj.g_00867	Syai.g_02367
OG0000860	Prbj.g_00855	Syai.g_02380
OG0000861	Prbj.g_00854	Syai.g_02381
OG0000862	Prbj.g_00852	Syai.g_02382
OG0000863	Prbj.g_00495	Syai.g_02385
OG0000864	Prbj.g_00494	Syai.g_02386
OG0000865	Prbj.g_00493	Syai.g_02387
OG0000866	Prbj.g_00492	Syai.g_02388
OG0000867	Prbj.g_00491	Syai.g_02389
OG0000868	Prbj.g_00489	Syai.g_02392
OG0000869	Prbj.g_00486	Syai.g_02396
OG0000870	Prbj.g_00481	Syai.g_02401
OG0000871	Prbj.g_00480	Syai.g_02402
OG0000872	Prbj.g_00478	Syai.g_02409
OG0000873	Prbj.g_00475	Syai.g_02412
OG0000874	Prbj.g_00471	Syai.g_02408
OG0000875	Prbj.g_00470	Syai.g_02416
OG0000876	Prbj.g_00469	Syai.g_02243
OG0000877	Prbj.g_00466	Syai.g_02250
OG0000878	Prbj.g_00465	Syai.g_02251
OG0000879	Prbj.g_00464	Syai.g_02252
OG0000880	Prbj.g_00463	Syai.g_02253
OG0000881	Prbj.g_00458	Syai.g_02257
OG0000882	Prbj.g_00453	Syai.g_02262
OG0000883	Prbj.g_00451	Syai.g_02264
OG0000884	Prbj.g_00449	Syai.g_02266
OG0000885	Prbj.g_00448	Syai.g_02267
OG0000886	Prbj.g_00447	Syai.g_02268
OG0000887	Prbj.g_00446	Syai.g_02269
OG0000888	Prbj.g_00444	Syai.g_02271
OG0000889	Prbj.g_00442	Syai.g_02273
OG0000890	Prbj.g_00428	Syai.g_02279
OG0000891	Prbj.g_00427	Syai.g_02280
OG0000892	Prbj.g_00425	Syai.g_02282
OG0000893	Prbj.g_02660	Syai.g_00318
OG0000894	Prbj.g_02656	Syai.g_00321
OG0000895	Prbj.g_02651	Syai.g_00325
OG0000896	Prbj.g_02650	Syai.g_00326
OG0000897	Prbj.g_02648	Syai.g_00328
OG0000898	Prbj.g_02647	Syai.g_00329
OG0000899	Prbj.g_02646	Syai.g_00330
OG0000900	Prbj.g_02645	Syai.g_00331
OG0000901	Prbj.g_02641	Syai.g_00336
OG0000902	Prbj.g_02639	Syai.g_00338
OG0000903	Prbj.g_01027	Syai.g_00353
OG0000904	Prbj.g_01032	Syai.g_00348
OG0000905	Prbj.g_01034	Syai.g_00342
OG0000906	Prbj.g_02635	Syai.g_00340
OG0000907	Prbj.g_01025	Syai.g_00358
OG0000908	Prbj.g_01022	Syai.g_00361
OG0000909	Prbj.g_01021	Syai.g_00362
OG0000910	Prbj.g_01020	Syai.g_00363
OG0000911	Prbj.g_01018	Syai.g_00365
OG0000912	Prbj.g_01017	Syai.g_00366
OG0000913	Prbj.g_01016	Syai.g_00367
OG0000914	Prbj.g_01015	Syai.g_00368
OG0000915	Prbj.g_01014	Syai.g_00370
OG0000916	Prbj.g_01013	Syai.g_00371
OG0000917	Prbj.g_01012	Syai.g_00372
OG0000918	Prbj.g_01011	Syai.g_00373
OG0000919	Prbj.g_01010	Syai.g_00374
OG0000920	Prbj.g_01009	Syai.g_00375
OG0000921	Prbj.g_01008	Syai.g_00376
OG0000922	Prbj.g_01007	Syai.g_00377
OG0000923	Prbj.g_01003	Syai.g_00381
OG0000924	Prbj.g_01002	Syai.g_00382
OG0000925	Prbj.g_01001	Syai.g_00383
OG0000926	Prbj.g_01000	Syai.g_00384
OG0000927	Prbj.g_00998	Syai.g_00386
OG0000928	Prbj.g_00997	Syai.g_00387
OG0000929	Prbj.g_00996	Syai.g_00388
OG0000930	Prbj.g_00995	Syai.g_00389
OG0000931	Prbj.g_00994	Syai.g_00390
OG0000932	Prbj.g_00993	Syai.g_00391
OG0000933	Prbj.g_00988	Syai.g_00397
OG0000934	Prbj.g_00986	Syai.g_00399
OG0000935	Prbj.g_00985	Syai.g_00400
OG0000936	Prbj.g_00984	Syai.g_00401
OG0000937	Prbj.g_00983	Syai.g_00402
OG0000938	Prbj.g_00414	Syai.g_00405
OG0000939	Prbj.g_00413	Syai.g_00406
OG0000940	Prbj.g_00404	Syai.g_00413
OG0000941	Prbj.g_00402	Syai.g_00415
OG0000942	Prbj.g_00400	Syai.g_00417
OG0000943	Prbj.g_00399	Syai.g_00418
OG0000944	Prbj.g_00397	Syai.g_00420
OG0000945	Prbj.g_00395	Syai.g_00422
OG0000946	Prbj.g_00368	Syai.g_00428
OG0000947	Prbj.g_00365	Syai.g_00431
OG0000948	Prbj.g_00364	Syai.g_00432
OG0000949	Prbj.g_00361	Syai.g_00174
OG0000950	Prbj.g_01501	Syai.g_00163
OG0000951	Prbj.g_01506	Syai.g_00158
OG0000952	Prbj.g_01513	Syai.g_00136
OG0000953	Prbj.g_01517	Syai.g_00132
OG0000954	Prbj.g_01577	Syai.g_00127
OG0000955	Prbj.g_01578	Syai.g_00126
OG0000956	Prbj.g_01580	Syai.g_00124
OG0000957	Prbj.g_01596	Syai.g_00113
OG0000958	Prbj.g_01597	Syai.g_00112
OG0000959	Prbj.g_01821	Syai.g_00108
OG0000960	Prbj.g_01820	Syai.g_00107
OG0000961	Prbj.g_01809	Syai.g_00100
OG0000962	Prbj.g_01290	Syai.g_00098
OG0000963	Prbj.g_01285	Syai.g_00094
OG0000964	Prbj.g_01284	Syai.g_00093
OG0000965	Prbj.g_01283	Syai.g_00092
OG0000966	Prbj.g_01250	Syai.g_00082
OG0000967	Prbj.g_01244	Syai.g_00077
OG0000968	Prbj.g_01241	Syai.g_00085
OG0000969	Prbj.g_01239	Syai.g_00080
OG0000970	Prbj.g_01238	Syai.g_00079
OG0000971	Prbj.g_01236	Syai.g_00074
OG0000972	Prbj.g_01235	Syai.g_00073
OG0000973	Prbj.g_01234	Syai.g_00072
OG0000974	Prbj.g_01233	Syai.g_00071
OG0000975	Prbj.g_01232	Syai.g_00070
OG0000976	Prbj.g_01231	Syai.g_00069
OG0000977	Prbj.g_01229	Syai.g_00067
OG0000978	Prbj.g_01228	Syai.g_00065
OG0000979	Prbj.g_01225	Syai.g_00062
OG0000980	Prbj.g_01221	Syai.g_00059
OG0000981	Prbj.g_01218	Syai.g_00056
OG0000982	Prbj.g_01956	Syai.g_02777
OG0000983	Prbj.g_01957	Syai.g_02778
OG0000984	Prbj.g_01958	Syai.g_02779
OG0000985	Prbj.g_01962	Syai.g_02781
OG0000986	Prbj.g_01964	Syai.g_02784
OG0000987	Prbj.g_01966	Syai.g_02786
OG0000988	Prbj.g_01970	Syai.g_02790
OG0000989	Prbj.g_01980	Syai.g_02797
OG0000990	Prbj.g_02002	Syai.g_02825
OG0000991	Prbj.g_02005	Syai.g_02827
OG0000992	Prbj.g_02008	Syai.g_02830
OG0000993	Prbj.g_02009	Syai.g_02831
OG0000994	Prbj.g_02012	Syai.g_02834
OG0000995	Prbj.g_02021	Syai.g_02840
OG0000996	Prbj.g_02034	Syai.g_02891
OG0000997	Prbj.g_02043	Syai.g_02900
OG0000998	Prbj.g_02045	Syai.g_02902
OG0000999	Prbj.g_02046	Syai.g_02903
OG0001000	Prbj.g_02049	Syai.g_02906
OG0001001	Prbj.g_02053	Syai.g_02911
OG0001002	Prbj.g_02060	Syai.g_02918
OG0001003	Prbj.g_02062	Syai.g_02919
OG0001004	Prbj.g_02063	Syai.g_02920
OG0001005	Prbj.g_02065	Syai.g_02921
OG0001006	Prbj.g_02071	Syai.g_02931
OG0001007	Prbj.g_02073	Syai.g_02933
OG0001008	Prbj.g_00101	Syai.g_02227
OG0001009	Prbj.g_01199	Syai.g_00034
OG0001010	Prbj.g_01200	Syai.g_00035
OG0001011	Prbj.g_01202	Syai.g_00037
OG0001012	Prbj.g_01953	Syai.g_02773
OG0001013	Prbj.g_01928	Syai.g_02750
OG0001014	Prbj.g_01919	Syai.g_02726
OG0001015	Prbj.g_01918	Syai.g_02725
OG0001016	Prbj.g_00569	Syai.g_02479
OG0001017	Prbj.g_00575	Syai.g_02485
OG0001018	Prbj.g_00577	Syai.g_02487
OG0001019	Prbj.g_00590	Syai.g_02508
OG0001020	Prbj.g_00596	Syai.g_02516
OG0001021	Prbj.g_00600	Syai.g_02523
OG0001022	Prbj.g_00605	Syai.g_02528
OG0001023	Prbj.g_00606	Syai.g_02529
OG0001024	Prbj.g_00610	Syai.g_02533
OG0001025	Prbj.g_00617	Syai.g_02540
OG0001026	Prbj.g_00630	Syai.g_02550
OG0001027	Prbj.g_01550	Syai.g_02555
OG0001028	Prbj.g_01552	Syai.g_02557
OG0001029	Prbj.g_01554	Syai.g_02559
OG0001030	Prbj.g_01535	Syai.g_02580
OG0001031	Prbj.g_01143	Syai.g_02656
OG0001032	Prbj.g_01146	Syai.g_02658
OG0001033	Prbj.g_00287	Syai.g_02685
OG0001034	Prbj.g_02608	Syai.g_00537
OG0001035	Prbj.g_01360	Syai.g_00295
OG0001036	Prbj.g_01364	Syai.g_00290
OG0001037	Prbj.g_01366	Syai.g_00288
OG0001038	Prbj.g_01403	Syai.g_00261
OG0001039	Prbj.g_01406	Syai.g_00258
OG0001040	Prbj.g_01409	Syai.g_00255
OG0001041	Prbj.g_01414	Syai.g_00250
OG0001042	Prbj.g_01439	Syai.g_00225
OG0001043	Prbj.g_01441	Syai.g_00221
OG0001044	Prbj.g_00342	Syai.g_00485
OG0001045	Prbj.g_00330	Syai.g_00498
OG0001046	Prbj.g_00874	Syai.g_01471
OG0001047	Prbj.g_00103	Syai.g_02225
OG0001048	Prbj.g_00104	Syai.g_02224
OG0001049	Prbj.g_00107	Syai.g_02215
OG0001050	Prbj.g_00108	Syai.g_02214
OG0001051	Prbj.g_00109	Syai.g_02213
OG0001052	Prbj.g_00132	Syai.g_00861
OG0001053	Prbj.g_01627	Syai.g_00641
OG0001054	Prbj.g_01609	Syai.g_00658
OG0001055	Prbj.g_02103	Syai.g_00679
OG0001056	Prbj.g_02132	Syai.g_00713
OG0001057	Prbj.g_02144	Syai.g_00721
OG0001058	Prbj.g_01863	Syai.g_00734
OG0001059	Prbj.g_01867	Syai.g_00738
OG0001060	Prbj.g_01874	Syai.g_00744
OG0001061	Prbj.g_01802	Syai.g_00765
OG0001062	Prbj.g_01800	Syai.g_00767
OG0001063	Prbj.g_01796	Syai.g_00774
OG0001064	Prbj.g_01795	Syai.g_00775
OG0001065	Prbj.g_01794	Syai.g_00776
OG0001066	Prbj.g_01793	Syai.g_00777
OG0001067	Prbj.g_01792	Syai.g_00778
OG0001068	Prbj.g_01791	Syai.g_00779
OG0001069	Prbj.g_01790	Syai.g_00780
OG0001070	Prbj.g_01786	Syai.g_00783
OG0001071	Prbj.g_01785	Syai.g_00784
OG0001072	Prbj.g_01782	Syai.g_00788
OG0001073	Prbj.g_01763	Syai.g_00807
OG0001074	Prbj.g_02544	Syai.g_01051
OG0001075	Prbj.g_02545	Syai.g_01053
OG0001076	Prbj.g_02553	Syai.g_01069
OG0001077	Prbj.g_02563	Syai.g_01081
OG0001078	Prbj.g_02574	Syai.g_01105
OG0001079	Prbj.g_02593	Syai.g_01118
OG0001080	Prbj.g_00794	Syai.g_01606
OG0001081	Prbj.g_00804	Syai.g_01222
OG0001082	Prbj.g_00805	Syai.g_01223
OG0001083	Prbj.g_00813	Syai.g_01230
OG0001084	Prbj.g_00815	Syai.g_01231
OG0001085	Prbj.g_00825	Syai.g_01241
OG0001086	Prbj.g_02707	Syai.g_01243
OG0001087	Prbj.g_00927	Syai.g_01953
OG0001088	Prbj.g_00931	Syai.g_01957
OG0001089	Prbj.g_00757	Syai.g_01996
OG0001090	Prbj.g_02180	Syai.g_01387
OG0001091	Prbj.g_02182	Syai.g_01389
OG0001092	Prbj.g_02183	Syai.g_01391
OG0001093	Prbj.g_02187	Syai.g_01397
OG0001094	Prbj.g_02406	Syai.g_01315
OG0001096	Prbj.g_02441	Syai.g_01371
OG0001097	Prbj.g_02486	Syai.g_02057
OG0001098	Prbj.g_02323	Syai.g_01603
OG0001099	Prbj.g_01553	Syai.g_02558
OG0001100	Prbj.g_02333	Syai.g_01253
OG0001101	Prbj.g_02334	Syai.g_01254
OG0001102	Prbj.g_02337	Syai.g_01257
OG0001103	Prbj.g_02339	Syai.g_01260
OG0001104	Prbj.g_02396	Syai.g_01300
OG0001105	Prbj.g_02391	Syai.g_01304
OG0001106	Prbj.g_02280	Syai.g_01517
OG0001107	Prbj.g_02270	Syai.g_01505
OG0001108	Prbj.g_02263	Syai.g_01496
OG0001109	Prbj.g_02261	Syai.g_01488
OG0001110	Prbj.g_02259	Syai.g_01486
OG0001111	Prbj.g_02257	Syai.g_01484
OG0001112	Prbj.g_02255	Syai.g_01482
OG0001113	Prbj.g_02254	Syai.g_01481
OG0001114	Prbj.g_02253	Syai.g_01480
OG0001115	Prbj.g_02251	Syai.g_01476
OG0001116	Prbj.g_02250	Syai.g_01474
OG0001117	Prbj.g_02249	Syai.g_01473
OG0001118	Prbj.g_02248	Syai.g_01472
OG0001119	Prbj.g_02247	Syai.g_01470
OG0001120	Prbj.g_02245	Syai.g_01466
OG0001122	Prbj.g_02216	Syai.g_01437
OG0001123	Prbj.g_02209	Syai.g_01430
OG0001124	Prbj.g_02207	Syai.g_01428
