Orthogroup	Prbj	Praw
OG0000567	Prbj.g_01883	Praw.g_00581
OG0000568	Prbj.g_01885	Praw.g_00580
OG0000569	Prbj.g_01807	Praw.g_00579
OG0000570	Prbj.g_01806	Praw.g_00578
OG0000571	Prbj.g_01803	Praw.g_00576
OG0000572	Prbj.g_01787	Praw.g_01933
OG0000573	Prbj.g_01780	Praw.g_01938
OG0000574	Prbj.g_01779	Praw.g_01939
OG0000575	Prbj.g_01770	Praw.g_01943
OG0000576	Prbj.g_01768	Praw.g_01945
OG0000577	Prbj.g_01767	Praw.g_01946
OG0000578	Prbj.g_01766	Praw.g_01947
OG0000579	Prbj.g_01765	Praw.g_01948
OG0000580	Prbj.g_01764	Praw.g_01949
OG0000581	Prbj.g_01760	Praw.g_00141
OG0000582	Prbj.g_01756	Praw.g_00144
OG0000583	Prbj.g_01755	Praw.g_00145
OG0000584	Prbj.g_01754	Praw.g_00146
OG0000585	Prbj.g_01752	Praw.g_00148
OG0000586	Prbj.g_01750	Praw.g_00149
OG0000587	Prbj.g_01748	Praw.g_00150
OG0000588	Prbj.g_02547	Praw.g_00154
OG0000589	Prbj.g_02550	Praw.g_00157
OG0000590	Prbj.g_02551	Praw.g_00158
OG0000591	Prbj.g_02558	Praw.g_00161
OG0000592	Prbj.g_02559	Praw.g_00162
OG0000593	Prbj.g_02569	Praw.g_00168
OG0000594	Prbj.g_02570	Praw.g_00169
OG0000595	Prbj.g_02571	Praw.g_01888
OG0000596	Prbj.g_02576	Praw.g_01884
OG0000597	Prbj.g_02579	Praw.g_01882
OG0000598	Prbj.g_02580	Praw.g_01881
OG0000599	Prbj.g_02590	Praw.g_01878
OG0000600	Prbj.g_02591	Praw.g_01877
OG0000601	Prbj.g_02592	Praw.g_01876
OG0000602	Prbj.g_02596	Praw.g_01874
OG0000603	Prbj.g_02597	Praw.g_01873
OG0000604	Prbj.g_02598	Praw.g_01872
OG0000605	Prbj.g_00792	Praw.g_01871
OG0000606	Prbj.g_00803	Praw.g_01868
OG0000607	Prbj.g_00806	Praw.g_01865
OG0000608	Prbj.g_00807	Praw.g_01864
OG0000609	Prbj.g_00809	Praw.g_01863
OG0000610	Prbj.g_00818	Praw.g_01858
OG0000611	Prbj.g_00821	Praw.g_01855
OG0000612	Prbj.g_00822	Praw.g_01854
OG0000613	Prbj.g_01466	Praw.g_01849
OG0000614	Prbj.g_00946	Praw.g_01830
OG0000615	Prbj.g_02373	Praw.g_01822
OG0000616	Prbj.g_02057	Praw.g_01818
OG0000617	Prbj.g_02184	Praw.g_01803
OG0000618	Prbj.g_02185	Praw.g_01802
OG0000619	Prbj.g_02186	Praw.g_01801
OG0000620	Prbj.g_02190	Praw.g_01798
OG0000621	Prbj.g_02191	Praw.g_01797
OG0000622	Prbj.g_02192	Praw.g_01796
OG0000623	Prbj.g_02193	Praw.g_01795
OG0000624	Prbj.g_02194	Praw.g_01794
OG0000625	Prbj.g_02195	Praw.g_01793
OG0000626	Prbj.g_02196	Praw.g_01792
OG0000627	Prbj.g_02320	Praw.g_01791
OG0000628	Prbj.g_02319	Praw.g_01790
OG0000629	Prbj.g_02316	Praw.g_01789
OG0000630	Prbj.g_02312	Praw.g_01786
OG0000631	Prbj.g_02306	Praw.g_01706
OG0000632	Prbj.g_02305	Praw.g_01705
OG0000633	Prbj.g_02304	Praw.g_01704
OG0000634	Prbj.g_02408	Praw.g_01701
OG0000635	Prbj.g_02409	Praw.g_01700
OG0000636	Prbj.g_02411	Praw.g_01698
OG0000637	Prbj.g_02413	Praw.g_01696
OG0000638	Prbj.g_02414	Praw.g_01695
OG0000639	Prbj.g_02415	Praw.g_01694
OG0000640	Prbj.g_02416	Praw.g_01693
OG0000641	Prbj.g_02420	Praw.g_01689
OG0000642	Prbj.g_02421	Praw.g_01688
OG0000643	Prbj.g_02422	Praw.g_01687
OG0000644	Prbj.g_02423	Praw.g_01686
OG0000645	Prbj.g_02424	Praw.g_01685
OG0000646	Prbj.g_02427	Praw.g_01683
OG0000647	Prbj.g_02430	Praw.g_01682
OG0000648	Prbj.g_02432	Praw.g_01680
OG0000649	Prbj.g_02433	Praw.g_01679
OG0000650	Prbj.g_02434	Praw.g_01678
OG0000651	Prbj.g_02435	Praw.g_01677
OG0000652	Prbj.g_02436	Praw.g_01676
OG0000653	Prbj.g_02438	Praw.g_01674
OG0000654	Prbj.g_02439	Praw.g_01673
OG0000655	Prbj.g_02440	Praw.g_01672
OG0000656	Prbj.g_02443	Praw.g_01669
OG0000657	Prbj.g_02476	Praw.g_01663
OG0000658	Prbj.g_02478	Praw.g_01662
OG0000659	Prbj.g_02479	Praw.g_01661
OG0000660	Prbj.g_02483	Praw.g_01657
OG0000661	Prbj.g_02485	Praw.g_01655
OG0000662	Prbj.g_02487	Praw.g_01653
OG0000663	Prbj.g_02490	Praw.g_01651
OG0000664	Prbj.g_02491	Praw.g_01650
OG0000665	Prbj.g_02504	Praw.g_01646
OG0000666	Prbj.g_02507	Praw.g_01645
OG0000667	Prbj.g_02514	Praw.g_01641
OG0000668	Prbj.g_02215	Praw.g_01611
OG0000669	Prbj.g_02523	Praw.g_01605
OG0000670	Prbj.g_00044	Praw.g_01603
OG0000671	Prbj.g_02335	Praw.g_01601
OG0000672	Prbj.g_02338	Praw.g_01599
OG0000673	Prbj.g_02341	Praw.g_01596
OG0000674	Prbj.g_02343	Praw.g_01594
OG0000675	Prbj.g_02344	Praw.g_01593
OG0000676	Prbj.g_02352	Praw.g_01591
OG0000677	Prbj.g_02354	Praw.g_01590
OG0000678	Prbj.g_02359	Praw.g_01588
OG0000679	Prbj.g_02379	Praw.g_01584
OG0000680	Prbj.g_02380	Praw.g_01583
OG0000681	Prbj.g_02382	Praw.g_01581
OG0000682	Prbj.g_02383	Praw.g_01580
OG0000683	Prbj.g_02384	Praw.g_01579
OG0000684	Prbj.g_02397	Praw.g_01577
OG0000685	Prbj.g_02395	Praw.g_01575
OG0000686	Prbj.g_02394	Praw.g_01574
OG0000687	Prbj.g_02393	Praw.g_01573
OG0000688	Prbj.g_02399	Praw.g_01570
OG0000689	Prbj.g_02400	Praw.g_01569
OG0000690	Prbj.g_02401	Praw.g_01568
OG0000691	Prbj.g_02402	Praw.g_01567
OG0000692	Prbj.g_02403	Praw.g_01565
OG0000693	Prbj.g_02404	Praw.g_01564
OG0000694	Prbj.g_02405	Praw.g_01563
OG0000695	Prbj.g_02302	Praw.g_01561
OG0000696	Prbj.g_02301	Praw.g_01560
OG0000697	Prbj.g_02299	Praw.g_01559
OG0000698	Prbj.g_02296	Praw.g_01556
OG0000699	Prbj.g_02294	Praw.g_01555
OG0000700	Prbj.g_02293	Praw.g_01554
OG0000701	Prbj.g_02292	Praw.g_01553
OG0000702	Prbj.g_02284	Praw.g_01551
OG0000703	Prbj.g_02283	Praw.g_01550
OG0000704	Prbj.g_02281	Praw.g_01549
OG0000705	Prbj.g_02275	Praw.g_01545
OG0000706	Prbj.g_02274	Praw.g_01544
OG0000707	Prbj.g_02273	Praw.g_01543
OG0000708	Prbj.g_02271	Praw.g_01542
OG0000709	Prbj.g_02264	Praw.g_01538
OG0000710	Prbj.g_02260	Praw.g_01535
OG0000711	Prbj.g_02237	Praw.g_01518
OG0000712	Prbj.g_02236	Praw.g_01516
OG0000713	Prbj.g_02235	Praw.g_01515
OG0000714	Prbj.g_02231	Praw.g_01514
OG0000715	Prbj.g_02229	Praw.g_01512
OG0000716	Prbj.g_02225	Praw.g_01510
OG0000717	Prbj.g_02224	Praw.g_01509
OG0000718	Prbj.g_02219	Praw.g_01498
OG0000719	Prbj.g_02217	Praw.g_01496
OG0000720	Prbj.g_02204	Praw.g_01487
OG0000721	Prbj.g_02203	Praw.g_01485
OG0000722	Prbj.g_02202	Praw.g_01484
OG0000723	Prbj.g_02198	Praw.g_01481
OG0000724	Prbj.g_01843	Praw.g_01472
OG0000725	Prbj.g_01836	Praw.g_01466
OG0000726	Prbj.g_01835	Praw.g_01465
OG0000727	Prbj.g_01834	Praw.g_01464
OG0000728	Prbj.g_01833	Praw.g_01462
OG0000729	Prbj.g_01289	Praw.g_01416
OG0000730	Prbj.g_00343	Praw.g_00172
OG0000731	Prbj.g_00333	Praw.g_00176
OG0000732	Prbj.g_01220	Praw.g_00183
OG0000733	Prbj.g_01997	Praw.g_00202
OG0000734	Prbj.g_00627	Praw.g_00219
OG0000735	Prbj.g_00953	Praw.g_00221
OG0000736	Prbj.g_00954	Praw.g_00222
OG0000737	Prbj.g_00955	Praw.g_00223
OG0000738	Prbj.g_00962	Praw.g_00227
OG0000739	Prbj.g_00964	Praw.g_00228
OG0000740	Prbj.g_00965	Praw.g_00229
OG0000741	Prbj.g_00968	Praw.g_00230
OG0000742	Prbj.g_00970	Praw.g_00233
OG0000743	Prbj.g_00972	Praw.g_00235
OG0000744	Prbj.g_00973	Praw.g_00236
OG0000745	Prbj.g_00846	Praw.g_00237
OG0000746	Prbj.g_00844	Praw.g_00239
OG0000747	Prbj.g_00843	Praw.g_00240
OG0000748	Prbj.g_00831	Praw.g_00243
OG0000749	Prbj.g_00830	Praw.g_00244
OG0000750	Prbj.g_00829	Praw.g_00245
OG0000751	Prbj.g_00305	Praw.g_00247
OG0000752	Prbj.g_00308	Praw.g_00249
OG0000753	Prbj.g_00311	Praw.g_00252
OG0000754	Prbj.g_01910	Praw.g_00255
OG0000755	Prbj.g_00002	Praw.g_00258
OG0000756	Prbj.g_00003	Praw.g_00259
OG0000757	Prbj.g_00010	Praw.g_00265
OG0000758	Prbj.g_00011	Praw.g_00266
OG0000759	Prbj.g_00012	Praw.g_00267
OG0000760	Prbj.g_00013	Praw.g_00268
OG0000761	Prbj.g_00014	Praw.g_00269
OG0000762	Prbj.g_01908	Praw.g_00270
OG0000763	Prbj.g_01906	Praw.g_00272
OG0000764	Prbj.g_01905	Praw.g_00273
OG0000765	Prbj.g_02163	Praw.g_00282
OG0000766	Prbj.g_02164	Praw.g_00283
OG0000767	Prbj.g_02166	Praw.g_00285
OG0000768	Prbj.g_02167	Praw.g_00286
OG0000769	Prbj.g_00313	Praw.g_00288
OG0000770	Prbj.g_00019	Praw.g_00290
OG0000771	Prbj.g_01848	Praw.g_00904
OG0000772	Prbj.g_01679	Praw.g_00954
OG0000773	Prbj.g_00161	Praw.g_00970
OG0000774	Prbj.g_01719	Praw.g_00972
OG0000775	Prbj.g_01721	Praw.g_00976
OG0000776	Prbj.g_01722	Praw.g_00977
OG0000777	Prbj.g_01723	Praw.g_00978
OG0000778	Prbj.g_01724	Praw.g_00979
OG0000779	Prbj.g_01729	Praw.g_00983
OG0000780	Prbj.g_01732	Praw.g_00984
OG0000781	Prbj.g_01736	Praw.g_00987
OG0000782	Prbj.g_01737	Praw.g_00988
OG0000783	Prbj.g_01738	Praw.g_00989
OG0000784	Prbj.g_01739	Praw.g_00990
OG0000785	Prbj.g_01741	Praw.g_00992
OG0000786	Prbj.g_01744	Praw.g_00994
OG0000787	Prbj.g_01745	Praw.g_00995
OG0000788	Prbj.g_00094	Praw.g_01002
OG0000789	Prbj.g_00687	Praw.g_01006
OG0000790	Prbj.g_01643	Praw.g_01021
OG0000791	Prbj.g_01645	Praw.g_01023
OG0000792	Prbj.g_01646	Praw.g_01024
OG0000793	Prbj.g_01650	Praw.g_01027
OG0000794	Prbj.g_01651	Praw.g_01028
OG0000795	Prbj.g_01652	Praw.g_01029
OG0000796	Prbj.g_01656	Praw.g_01033
OG0000797	Prbj.g_01657	Praw.g_01034
OG0000798	Prbj.g_01402	Praw.g_01057
OG0000799	Prbj.g_01304	Praw.g_01101
OG0000800	Prbj.g_01303	Praw.g_01100
OG0000801	Prbj.g_01302	Praw.g_01099
OG0000802	Prbj.g_01293	Praw.g_01097
OG0000803	Prbj.g_01041	Praw.g_01095
OG0000804	Prbj.g_01043	Praw.g_01094
OG0000805	Prbj.g_01045	Praw.g_01092
OG0000806	Prbj.g_01047	Praw.g_01090
OG0000807	Prbj.g_01049	Praw.g_01089
OG0000808	Prbj.g_01050	Praw.g_01088
OG0000809	Prbj.g_01054	Praw.g_01085
OG0000810	Prbj.g_01055	Praw.g_01084
OG0000811	Prbj.g_01067	Praw.g_01077
OG0000812	Prbj.g_01069	Praw.g_01075
OG0000813	Prbj.g_01070	Praw.g_00343
OG0000814	Prbj.g_01072	Praw.g_00345
OG0000815	Prbj.g_01073	Praw.g_00346
OG0000816	Prbj.g_01075	Praw.g_00348
OG0000817	Prbj.g_01076	Praw.g_00349
OG0000818	Prbj.g_00631	Praw.g_00354
OG0000819	Prbj.g_00632	Praw.g_00355
OG0000820	Prbj.g_00633	Praw.g_00356
OG0000821	Prbj.g_00640	Praw.g_00359
OG0000822	Prbj.g_00642	Praw.g_00360
OG0000823	Prbj.g_00643	Praw.g_00361
OG0000824	Prbj.g_00647	Praw.g_00364
OG0000825	Prbj.g_00648	Praw.g_00365
OG0000826	Prbj.g_00649	Praw.g_00366
OG0000827	Prbj.g_00650	Praw.g_00367
OG0000828	Prbj.g_00653	Praw.g_00371
OG0000829	Prbj.g_00654	Praw.g_00372
OG0000830	Prbj.g_00655	Praw.g_00373
OG0000831	Prbj.g_00657	Praw.g_00375
OG0000832	Prbj.g_01684	Praw.g_00381
OG0000833	Prbj.g_01692	Praw.g_00389
OG0000834	Prbj.g_01693	Praw.g_00390
OG0000835	Prbj.g_01694	Praw.g_00391
OG0000836	Prbj.g_01696	Praw.g_00392
OG0000837	Prbj.g_01697	Praw.g_00393
OG0000838	Prbj.g_01700	Praw.g_00395
OG0000839	Prbj.g_01701	Praw.g_00396
OG0000840	Prbj.g_01702	Praw.g_00397
OG0000841	Prbj.g_01703	Praw.g_00398
OG0000842	Prbj.g_01704	Praw.g_00399
OG0000843	Prbj.g_01705	Praw.g_00400
OG0000844	Prbj.g_01707	Praw.g_00401
OG0000845	Prbj.g_01708	Praw.g_00402
OG0000846	Prbj.g_01709	Praw.g_00403
OG0000847	Prbj.g_01710	Praw.g_00404
OG0000848	Prbj.g_01711	Praw.g_00405
OG0000849	Prbj.g_01712	Praw.g_00406
OG0000850	Prbj.g_01713	Praw.g_00408
OG0000851	Prbj.g_00888	Praw.g_00409
OG0000852	Prbj.g_00887	Praw.g_00410
OG0000853	Prbj.g_00882	Praw.g_00414
OG0000854	Prbj.g_00880	Praw.g_00416
OG0000855	Prbj.g_00879	Praw.g_00417
OG0000856	Prbj.g_02561	Praw.g_00430
OG0000857	Prbj.g_02429	Praw.g_00458
OG0000858	Prbj.g_00868	Praw.g_00509
OG0000859	Prbj.g_00867	Praw.g_00510
OG0000860	Prbj.g_00855	Praw.g_00517
OG0000861	Prbj.g_00854	Praw.g_00518
OG0000862	Prbj.g_00852	Praw.g_00519
OG0000863	Prbj.g_00495	Praw.g_00521
OG0000864	Prbj.g_00494	Praw.g_00522
OG0000865	Prbj.g_00493	Praw.g_00523
OG0000866	Prbj.g_00492	Praw.g_00524
OG0000867	Prbj.g_00491	Praw.g_00525
OG0000868	Prbj.g_00489	Praw.g_00526
OG0000869	Prbj.g_00486	Praw.g_00530
OG0000870	Prbj.g_00481	Praw.g_00535
OG0000871	Prbj.g_00480	Praw.g_00536
OG0000872	Prbj.g_00478	Praw.g_00537
OG0000873	Prbj.g_00475	Praw.g_00540
OG0000874	Prbj.g_00471	Praw.g_00543
OG0000875	Prbj.g_00470	Praw.g_00544
OG0000876	Prbj.g_00469	Praw.g_00545
OG0000877	Prbj.g_00466	Praw.g_00547
OG0000878	Prbj.g_00465	Praw.g_00548
OG0000879	Prbj.g_00464	Praw.g_00549
OG0000880	Prbj.g_00463	Praw.g_00550
OG0000881	Prbj.g_00458	Praw.g_00554
OG0000882	Prbj.g_00453	Praw.g_00559
OG0000883	Prbj.g_00451	Praw.g_00561
OG0000884	Prbj.g_00449	Praw.g_00563
OG0000885	Prbj.g_00448	Praw.g_00564
OG0000886	Prbj.g_00447	Praw.g_00565
OG0000887	Prbj.g_00446	Praw.g_00566
OG0000888	Prbj.g_00444	Praw.g_00568
OG0000889	Prbj.g_00442	Praw.g_00570
OG0000890	Prbj.g_00428	Praw.g_00571
OG0000891	Prbj.g_00427	Praw.g_00572
OG0000892	Prbj.g_00425	Praw.g_01921
OG0000893	Prbj.g_02660	Praw.g_01917
OG0000894	Prbj.g_02656	Praw.g_01915
OG0000895	Prbj.g_02651	Praw.g_01912
OG0000896	Prbj.g_02650	Praw.g_01911
OG0000897	Prbj.g_02648	Praw.g_01909
OG0000898	Prbj.g_02647	Praw.g_01908
OG0000899	Prbj.g_02646	Praw.g_01907
OG0000900	Prbj.g_02645	Praw.g_01906
OG0000901	Prbj.g_02641	Praw.g_01903
OG0000902	Prbj.g_02639	Praw.g_01901
OG0000903	Prbj.g_01027	Praw.g_01898
OG0000904	Prbj.g_01032	Praw.g_01896
OG0000905	Prbj.g_01034	Praw.g_01892
OG0000906	Prbj.g_02635	Praw.g_01891
OG0000907	Prbj.g_01025	Praw.g_00138
OG0000908	Prbj.g_01022	Praw.g_00135
OG0000909	Prbj.g_01021	Praw.g_00134
OG0000910	Prbj.g_01020	Praw.g_00133
OG0000911	Prbj.g_01018	Praw.g_00131
OG0000912	Prbj.g_01017	Praw.g_00130
OG0000913	Prbj.g_01016	Praw.g_00129
OG0000914	Prbj.g_01015	Praw.g_00128
OG0000915	Prbj.g_01014	Praw.g_00127
OG0000916	Prbj.g_01013	Praw.g_00126
OG0000917	Prbj.g_01012	Praw.g_00125
OG0000918	Prbj.g_01011	Praw.g_00124
OG0000919	Prbj.g_01010	Praw.g_00123
OG0000920	Prbj.g_01009	Praw.g_00122
OG0000921	Prbj.g_01008	Praw.g_00121
OG0000922	Prbj.g_01007	Praw.g_00120
OG0000923	Prbj.g_01003	Praw.g_00116
OG0000924	Prbj.g_01002	Praw.g_00115
OG0000925	Prbj.g_01001	Praw.g_00114
OG0000926	Prbj.g_01000	Praw.g_00113
OG0000927	Prbj.g_00998	Praw.g_00111
OG0000928	Prbj.g_00997	Praw.g_00110
OG0000929	Prbj.g_00996	Praw.g_00109
OG0000930	Prbj.g_00995	Praw.g_00108
OG0000931	Prbj.g_00994	Praw.g_00107
OG0000932	Prbj.g_00993	Praw.g_00106
OG0000933	Prbj.g_00988	Praw.g_00102
OG0000934	Prbj.g_00986	Praw.g_00100
OG0000935	Prbj.g_00985	Praw.g_00099
OG0000936	Prbj.g_00984	Praw.g_00098
OG0000937	Prbj.g_00983	Praw.g_00097
OG0000938	Prbj.g_00414	Praw.g_00095
OG0000939	Prbj.g_00413	Praw.g_00094
OG0000940	Prbj.g_00404	Praw.g_00087
OG0000941	Prbj.g_00402	Praw.g_00085
OG0000942	Prbj.g_00400	Praw.g_00083
OG0000943	Prbj.g_00399	Praw.g_00082
OG0000944	Prbj.g_00397	Praw.g_00081
OG0000945	Prbj.g_00395	Praw.g_00080
OG0000946	Prbj.g_00368	Praw.g_00076
OG0000947	Prbj.g_00365	Praw.g_00074
OG0000948	Prbj.g_00364	Praw.g_00073
OG0000949	Prbj.g_00361	Praw.g_00070
OG0000950	Prbj.g_01501	Praw.g_00065
OG0000951	Prbj.g_01506	Praw.g_00061
OG0000952	Prbj.g_01513	Praw.g_00057
OG0000953	Prbj.g_01517	Praw.g_00054
OG0000954	Prbj.g_01577	Praw.g_00050
OG0000955	Prbj.g_01578	Praw.g_00049
OG0000956	Prbj.g_01580	Praw.g_00047
OG0000957	Prbj.g_01596	Praw.g_00041
OG0000958	Prbj.g_01597	Praw.g_00040
OG0000959	Prbj.g_01821	Praw.g_00036
OG0000960	Prbj.g_01820	Praw.g_00035
OG0000961	Prbj.g_01809	Praw.g_00033
OG0000962	Prbj.g_01290	Praw.g_00031
OG0000963	Prbj.g_01285	Praw.g_00027
OG0000964	Prbj.g_01284	Praw.g_00026
OG0000965	Prbj.g_01283	Praw.g_00025
OG0000966	Prbj.g_01250	Praw.g_00018
OG0000967	Prbj.g_01244	Praw.g_00014
OG0000968	Prbj.g_01241	Praw.g_00012
OG0000969	Prbj.g_01239	Praw.g_00011
OG0000970	Prbj.g_01238	Praw.g_00010
OG0000971	Prbj.g_01236	Praw.g_00009
OG0000972	Prbj.g_01235	Praw.g_00008
OG0000973	Prbj.g_01234	Praw.g_00007
OG0000974	Prbj.g_01233	Praw.g_00006
OG0000975	Prbj.g_01232	Praw.g_00005
OG0000976	Prbj.g_01231	Praw.g_00004
OG0000977	Prbj.g_01229	Praw.g_00003
OG0000978	Prbj.g_01228	Praw.g_00002
OG0000979	Prbj.g_01225	Praw.g_01192
OG0000980	Prbj.g_01221	Praw.g_01190
OG0000981	Prbj.g_01218	Praw.g_01188
OG0000982	Prbj.g_01956	Praw.g_01186
OG0000983	Prbj.g_01957	Praw.g_01185
OG0000984	Prbj.g_01958	Praw.g_01184
OG0000985	Prbj.g_01962	Praw.g_01181
OG0000986	Prbj.g_01964	Praw.g_01179
OG0000987	Prbj.g_01966	Praw.g_01178
OG0000988	Prbj.g_01970	Praw.g_01175
OG0000989	Prbj.g_01980	Praw.g_01171
OG0000990	Prbj.g_02002	Praw.g_01168
OG0000991	Prbj.g_02005	Praw.g_01167
OG0000992	Prbj.g_02008	Praw.g_01165
OG0000993	Prbj.g_02009	Praw.g_01164
OG0000994	Prbj.g_02012	Praw.g_01163
OG0000995	Prbj.g_02021	Praw.g_01159
OG0000996	Prbj.g_02034	Praw.g_01158
OG0000997	Prbj.g_02043	Praw.g_01157
OG0000998	Prbj.g_02045	Praw.g_01155
OG0000999	Prbj.g_02046	Praw.g_01154
OG0001000	Prbj.g_02049	Praw.g_01151
OG0001001	Prbj.g_02053	Praw.g_01149
OG0001002	Prbj.g_02060	Praw.g_01145
OG0001003	Prbj.g_02062	Praw.g_01144
OG0001004	Prbj.g_02063	Praw.g_01143
OG0001005	Prbj.g_02065	Praw.g_01142
OG0001006	Prbj.g_02071	Praw.g_01138
OG0001007	Prbj.g_02073	Praw.g_01136
OG0001008	Prbj.g_00101	Praw.g_00710
OG0001009	Prbj.g_01199	Praw.g_01401
OG0001010	Prbj.g_01200	Praw.g_01400
OG0001011	Prbj.g_01202	Praw.g_01399
OG0001012	Prbj.g_01953	Praw.g_01385
OG0001013	Prbj.g_01928	Praw.g_01380
OG0001014	Prbj.g_01919	Praw.g_01377
OG0001015	Prbj.g_01918	Praw.g_01376
OG0001016	Prbj.g_00569	Praw.g_01361
OG0001017	Prbj.g_00575	Praw.g_01357
OG0001018	Prbj.g_00577	Praw.g_01354
OG0001019	Prbj.g_00590	Praw.g_01345
OG0001020	Prbj.g_00596	Praw.g_01344
OG0001021	Prbj.g_00600	Praw.g_01343
OG0001022	Prbj.g_00605	Praw.g_01341
OG0001023	Prbj.g_00606	Praw.g_01340
OG0001024	Prbj.g_00610	Praw.g_01337
OG0001025	Prbj.g_00617	Praw.g_01331
OG0001026	Prbj.g_00630	Praw.g_01324
OG0001027	Prbj.g_01550	Praw.g_01323
OG0001028	Prbj.g_01552	Praw.g_01321
OG0001029	Prbj.g_01554	Praw.g_01320
OG0001030	Prbj.g_01535	Praw.g_01305
OG0001031	Prbj.g_01143	Praw.g_01249
OG0001032	Prbj.g_01146	Praw.g_01248
OG0001033	Prbj.g_00287	Praw.g_01227
OG0001034	Prbj.g_02608	Praw.g_01199
OG0001035	Prbj.g_01360	Praw.g_00879
OG0001036	Prbj.g_01364	Praw.g_00875
OG0001037	Prbj.g_01366	Praw.g_00874
OG0001038	Prbj.g_01403	Praw.g_00856
OG0001039	Prbj.g_01406	Praw.g_00853
OG0001040	Prbj.g_01409	Praw.g_00851
OG0001041	Prbj.g_01414	Praw.g_00847
OG0001042	Prbj.g_01439	Praw.g_00830
OG0001043	Prbj.g_01441	Praw.g_00829
OG0001044	Prbj.g_00342	Praw.g_00797
OG0001045	Prbj.g_00330	Praw.g_00789
OG0001046	Prbj.g_00874	Praw.g_00754
OG0001047	Prbj.g_00103	Praw.g_00708
OG0001048	Prbj.g_00104	Praw.g_00707
OG0001049	Prbj.g_00107	Praw.g_00705
OG0001050	Prbj.g_00108	Praw.g_00704
OG0001051	Prbj.g_00109	Praw.g_00703
OG0001052	Prbj.g_00132	Praw.g_00676
OG0001053	Prbj.g_01627	Praw.g_00665
OG0001054	Prbj.g_01609	Praw.g_00650
OG0001055	Prbj.g_02103	Praw.g_00631
OG0001056	Prbj.g_02132	Praw.g_00612
OG0001057	Prbj.g_02144	Praw.g_00607
OG0001058	Prbj.g_01863	Praw.g_00599
OG0001059	Prbj.g_01867	Praw.g_00595
OG0001060	Prbj.g_01874	Praw.g_00588
OG0001061	Prbj.g_01802	Praw.g_00575
OG0001062	Prbj.g_01800	Praw.g_01923
OG0001063	Prbj.g_01796	Praw.g_01925
OG0001064	Prbj.g_01795	Praw.g_01926
OG0001065	Prbj.g_01794	Praw.g_01927
OG0001066	Prbj.g_01793	Praw.g_01928
OG0001067	Prbj.g_01792	Praw.g_01929
OG0001068	Prbj.g_01791	Praw.g_01930
OG0001069	Prbj.g_01790	Praw.g_01931
OG0001070	Prbj.g_01786	Praw.g_01934
OG0001071	Prbj.g_01785	Praw.g_01935
OG0001073	Prbj.g_01763	Praw.g_00140
OG0001074	Prbj.g_02544	Praw.g_00151
OG0001075	Prbj.g_02545	Praw.g_00152
OG0001076	Prbj.g_02553	Praw.g_00160
OG0001077	Prbj.g_02563	Praw.g_00164
OG0001078	Prbj.g_02574	Praw.g_01886
OG0001079	Prbj.g_02593	Praw.g_01875
OG0001080	Prbj.g_00794	Praw.g_01869
OG0001081	Prbj.g_00804	Praw.g_01867
OG0001082	Prbj.g_00805	Praw.g_01866
OG0001083	Prbj.g_00813	Praw.g_01861
OG0001084	Prbj.g_00815	Praw.g_01860
OG0001085	Prbj.g_00825	Praw.g_01852
OG0001086	Prbj.g_02707	Praw.g_01851
OG0001087	Prbj.g_00927	Praw.g_01834
OG0001088	Prbj.g_00931	Praw.g_01833
OG0001089	Prbj.g_00757	Praw.g_01825
OG0001090	Prbj.g_02180	Praw.g_01808
OG0001091	Prbj.g_02182	Praw.g_01806
OG0001092	Prbj.g_02183	Praw.g_01805
OG0001093	Prbj.g_02187	Praw.g_01800
OG0001094	Prbj.g_02406	Praw.g_01703
OG0001095	Prbj.g_02425	Praw.g_01684
OG0001096	Prbj.g_02441	Praw.g_01671
OG0001097	Prbj.g_02486	Praw.g_01654
OG0001098	Prbj.g_02323	Praw.g_01639
OG0001099	Prbj.g_01553	Praw.g_01608
OG0001100	Prbj.g_02333	Praw.g_01604
OG0001101	Prbj.g_02334	Praw.g_01602
OG0001102	Prbj.g_02337	Praw.g_01600
OG0001103	Prbj.g_02339	Praw.g_01598
OG0001104	Prbj.g_02396	Praw.g_01576
OG0001105	Prbj.g_02391	Praw.g_01572
OG0001106	Prbj.g_02280	Praw.g_01548
OG0001107	Prbj.g_02270	Praw.g_01541
OG0001108	Prbj.g_02263	Praw.g_01537
OG0001109	Prbj.g_02261	Praw.g_01536
OG0001110	Prbj.g_02259	Praw.g_01534
OG0001111	Prbj.g_02257	Praw.g_01533
OG0001112	Prbj.g_02255	Praw.g_01532
OG0001113	Prbj.g_02254	Praw.g_01531
OG0001114	Prbj.g_02253	Praw.g_01530
OG0001115	Prbj.g_02251	Praw.g_01528
OG0001116	Prbj.g_02250	Praw.g_01527
OG0001117	Prbj.g_02249	Praw.g_01526
OG0001118	Prbj.g_02248	Praw.g_01525
OG0001119	Prbj.g_02247	Praw.g_01524
OG0001120	Prbj.g_02245	Praw.g_01522
OG0001122	Prbj.g_02216	Praw.g_01495
OG0001123	Prbj.g_02209	Praw.g_01491
OG0001124	Prbj.g_02207	Praw.g_01489
OG0001125	Prbj.g_02205	Praw.g_01488
OG0001126	Prbj.g_01850	Praw.g_01478
OG0001127	Prbj.g_01849	Praw.g_01477
