Orthogroup	Prbj	Syat
OG0000579	Prbj.g_01765	Syat.g_00011
OG0000580	Prbj.g_01764	Syat.g_00010
OG0000581	Prbj.g_01760	Syat.g_00003
OG0000582	Prbj.g_01756	Syat.g_03403
OG0000583	Prbj.g_01755	Syat.g_03404
OG0000584	Prbj.g_01754	Syat.g_03405
OG0000585	Prbj.g_01752	Syat.g_03408
OG0000586	Prbj.g_01750	Syat.g_03409
OG0000587	Prbj.g_01748	Syat.g_00001
OG0000588	Prbj.g_02547	Syat.g_00338
OG0000589	Prbj.g_02550	Syat.g_03318
OG0000590	Prbj.g_02551	Syat.g_03317
OG0000591	Prbj.g_02558	Syat.g_03308
OG0000592	Prbj.g_02559	Syat.g_03307
OG0000593	Prbj.g_02569	Syat.g_00113
OG0000594	Prbj.g_02570	Syat.g_00114
OG0000595	Prbj.g_02571	Syat.g_00115
OG0000596	Prbj.g_02576	Syat.g_00129
OG0000597	Prbj.g_02579	Syat.g_00132
OG0000598	Prbj.g_02580	Syat.g_00133
OG0000599	Prbj.g_02590	Syat.g_00381
OG0000600	Prbj.g_02591	Syat.g_00380
OG0000601	Prbj.g_02592	Syat.g_00379
OG0000602	Prbj.g_02596	Syat.g_00375
OG0000603	Prbj.g_02597	Syat.g_00374
OG0000604	Prbj.g_02598	Syat.g_00372
OG0000605	Prbj.g_00792	Syat.g_00370
OG0000606	Prbj.g_00803	Syat.g_00367
OG0000607	Prbj.g_00806	Syat.g_00364
OG0000608	Prbj.g_00807	Syat.g_00363
OG0000609	Prbj.g_00809	Syat.g_00344
OG0000610	Prbj.g_00818	Syat.g_00399
OG0000611	Prbj.g_00821	Syat.g_00402
OG0000612	Prbj.g_00822	Syat.g_00403
OG0000613	Prbj.g_01466	Syat.g_02129
OG0000614	Prbj.g_00946	Syat.g_01084
OG0000615	Prbj.g_02373	Syat.g_00442
OG0000616	Prbj.g_02057	Syat.g_02397
OG0000617	Prbj.g_02184	Syat.g_00665
OG0000618	Prbj.g_02185	Syat.g_00666
OG0000619	Prbj.g_02186	Syat.g_00667
OG0000620	Prbj.g_02190	Syat.g_02591
OG0000621	Prbj.g_02191	Syat.g_02590
OG0000622	Prbj.g_02192	Syat.g_02572
OG0000623	Prbj.g_02193	Syat.g_00672
OG0000624	Prbj.g_02194	Syat.g_00673
OG0000625	Prbj.g_02195	Syat.g_00674
OG0000626	Prbj.g_02196	Syat.g_00675
OG0000627	Prbj.g_02320	Syat.g_00641
OG0000628	Prbj.g_02319	Syat.g_00640
OG0000629	Prbj.g_02316	Syat.g_00637
OG0000630	Prbj.g_02312	Syat.g_00631
OG0000631	Prbj.g_02306	Syat.g_00624
OG0000632	Prbj.g_02305	Syat.g_00623
OG0000633	Prbj.g_02304	Syat.g_00622
OG0000634	Prbj.g_02408	Syat.g_00475
OG0000635	Prbj.g_02409	Syat.g_00476
OG0000636	Prbj.g_02411	Syat.g_00478
OG0000637	Prbj.g_02413	Syat.g_00480
OG0000638	Prbj.g_02414	Syat.g_00481
OG0000639	Prbj.g_02415	Syat.g_00482
OG0000640	Prbj.g_02416	Syat.g_00483
OG0000641	Prbj.g_02420	Syat.g_00488
OG0000642	Prbj.g_02421	Syat.g_00489
OG0000643	Prbj.g_02422	Syat.g_00494
OG0000644	Prbj.g_02423	Syat.g_00495
OG0000645	Prbj.g_02424	Syat.g_00496
OG0000646	Prbj.g_02427	Syat.g_00499
OG0000647	Prbj.g_02430	Syat.g_00501
OG0000648	Prbj.g_02432	Syat.g_00504
OG0000649	Prbj.g_02433	Syat.g_00505
OG0000650	Prbj.g_02434	Syat.g_00506
OG0000651	Prbj.g_02435	Syat.g_00507
OG0000652	Prbj.g_02436	Syat.g_00508
OG0000653	Prbj.g_02438	Syat.g_00510
OG0000654	Prbj.g_02439	Syat.g_00514
OG0000655	Prbj.g_02440	Syat.g_00515
OG0000656	Prbj.g_02443	Syat.g_00518
OG0000657	Prbj.g_02476	Syat.g_00720
OG0000658	Prbj.g_02478	Syat.g_00723
OG0000659	Prbj.g_02479	Syat.g_00724
OG0000660	Prbj.g_02483	Syat.g_00740
OG0000661	Prbj.g_02485	Syat.g_00742
OG0000662	Prbj.g_02487	Syat.g_00746
OG0000663	Prbj.g_02490	Syat.g_00749
OG0000664	Prbj.g_02491	Syat.g_00752
OG0000665	Prbj.g_02504	Syat.g_03302
OG0000666	Prbj.g_02507	Syat.g_01415
OG0000667	Prbj.g_02514	Syat.g_00958, Syat.g_03278
OG0000668	Prbj.g_02215	Syat.g_00710
OG0000669	Prbj.g_02523	Syat.g_00416
OG0000670	Prbj.g_00044	Syat.g_00419
OG0000671	Prbj.g_02335	Syat.g_00421
OG0000672	Prbj.g_02338	Syat.g_00424
OG0000673	Prbj.g_02341	Syat.g_00430
OG0000674	Prbj.g_02343	Syat.g_00432
OG0000675	Prbj.g_02344	Syat.g_00433
OG0000676	Prbj.g_02352	Syat.g_00436
OG0000677	Prbj.g_02354	Syat.g_00437
OG0000678	Prbj.g_02359	Syat.g_00439
OG0000679	Prbj.g_02379	Syat.g_00448
OG0000680	Prbj.g_02380	Syat.g_00449
OG0000681	Prbj.g_02382	Syat.g_00452
OG0000682	Prbj.g_02383	Syat.g_00453
OG0000683	Prbj.g_02384	Syat.g_00454
OG0000684	Prbj.g_02397	Syat.g_00457
OG0000685	Prbj.g_02395	Syat.g_02571
OG0000686	Prbj.g_02394	Syat.g_00459
OG0000687	Prbj.g_02393	Syat.g_00460
OG0000688	Prbj.g_02399	Syat.g_00463
OG0000689	Prbj.g_02400	Syat.g_00465
OG0000690	Prbj.g_02401	Syat.g_00466
OG0000691	Prbj.g_02402	Syat.g_00467
OG0000692	Prbj.g_02403	Syat.g_00469
OG0000693	Prbj.g_02404	Syat.g_00471
OG0000694	Prbj.g_02405	Syat.g_00472
OG0000695	Prbj.g_02302	Syat.g_00619
OG0000696	Prbj.g_02301	Syat.g_00618
OG0000697	Prbj.g_02299	Syat.g_00616
OG0000698	Prbj.g_02296	Syat.g_00613
OG0000699	Prbj.g_02294	Syat.g_00611
OG0000700	Prbj.g_02293	Syat.g_00610
OG0000701	Prbj.g_02292	Syat.g_00609
OG0000702	Prbj.g_02284	Syat.g_00606
OG0000703	Prbj.g_02283	Syat.g_00601
OG0000704	Prbj.g_02281	Syat.g_00599
OG0000705	Prbj.g_02275	Syat.g_00592
OG0000706	Prbj.g_02274	Syat.g_00591
OG0000707	Prbj.g_02273	Syat.g_00590
OG0000708	Prbj.g_02271	Syat.g_00587
OG0000709	Prbj.g_02264	Syat.g_00573
OG0000710	Prbj.g_02260	Syat.g_00567
OG0000711	Prbj.g_02237	Syat.g_00539
OG0000712	Prbj.g_02236	Syat.g_00537
OG0000713	Prbj.g_02235	Syat.g_00536
OG0000714	Prbj.g_02231	Syat.g_00532
OG0000715	Prbj.g_02229	Syat.g_00530
OG0000716	Prbj.g_02225	Syat.g_00527
OG0000717	Prbj.g_02224	Syat.g_00526
OG0000718	Prbj.g_02219	Syat.g_00522
OG0000719	Prbj.g_02217	Syat.g_00712
OG0000720	Prbj.g_02204	Syat.g_00699
OG0000721	Prbj.g_02203	Syat.g_00697
OG0000722	Prbj.g_02202	Syat.g_00696
OG0000723	Prbj.g_02198	Syat.g_00686
OG0000724	Prbj.g_01843	Syat.g_00782
OG0000725	Prbj.g_01836	Syat.g_00810
OG0000726	Prbj.g_01835	Syat.g_00811
OG0000727	Prbj.g_01834	Syat.g_00812
OG0000728	Prbj.g_01833	Syat.g_00814
OG0000729	Prbj.g_01289	Syat.g_02224
OG0000730	Prbj.g_00343	Syat.g_01617
OG0000731	Prbj.g_00333	Syat.g_01605
OG0000732	Prbj.g_01220	Syat.g_02290
OG0000733	Prbj.g_01997	Syat.g_03285
OG0000734	Prbj.g_00627	Syat.g_01579
OG0000735	Prbj.g_00953	Syat.g_03235
OG0000736	Prbj.g_00954	Syat.g_03236
OG0000737	Prbj.g_00955	Syat.g_03237
OG0000738	Prbj.g_00962	Syat.g_03251
OG0000739	Prbj.g_00964	Syat.g_03252
OG0000740	Prbj.g_00965	Syat.g_03253
OG0000741	Prbj.g_00968	Syat.g_03256
OG0000742	Prbj.g_00970	Syat.g_03259
OG0000743	Prbj.g_00972	Syat.g_03262
OG0000744	Prbj.g_00973	Syat.g_03263
OG0000745	Prbj.g_00846	Syat.g_03266
OG0000746	Prbj.g_00844	Syat.g_00314
OG0000747	Prbj.g_00843	Syat.g_00313
OG0000748	Prbj.g_00831	Syat.g_00305
OG0000749	Prbj.g_00830	Syat.g_00303
OG0000750	Prbj.g_00829	Syat.g_00302
OG0000751	Prbj.g_00305	Syat.g_00296
OG0000752	Prbj.g_00308	Syat.g_00294
OG0000753	Prbj.g_00311	Syat.g_00291
OG0000754	Prbj.g_01910	Syat.g_00250
OG0000755	Prbj.g_00002	Syat.g_00217
OG0000756	Prbj.g_00003	Syat.g_00216
OG0000757	Prbj.g_00010	Syat.g_00205
OG0000758	Prbj.g_00011	Syat.g_00204
OG0000759	Prbj.g_00012	Syat.g_00203
OG0000760	Prbj.g_00013	Syat.g_00202
OG0000761	Prbj.g_00014	Syat.g_00201
OG0000762	Prbj.g_01908	Syat.g_00199
OG0000763	Prbj.g_01906	Syat.g_00924
OG0000764	Prbj.g_01905	Syat.g_00923
OG0000765	Prbj.g_02163	Syat.g_00897
OG0000766	Prbj.g_02164	Syat.g_00896
OG0000767	Prbj.g_02166	Syat.g_00894
OG0000768	Prbj.g_02167	Syat.g_00893
OG0000769	Prbj.g_00313	Syat.g_00891
OG0000770	Prbj.g_00019	Syat.g_00886
OG0000771	Prbj.g_01848	Syat.g_00788
OG0000772	Prbj.g_01679	Syat.g_01768
OG0000773	Prbj.g_00161	Syat.g_01114
OG0000774	Prbj.g_01719	Syat.g_01146
OG0000775	Prbj.g_01721	Syat.g_01148
OG0000776	Prbj.g_01722	Syat.g_01149
OG0000777	Prbj.g_01723	Syat.g_01150
OG0000778	Prbj.g_01724	Syat.g_01151
OG0000779	Prbj.g_01729	Syat.g_01154
OG0000780	Prbj.g_01732	Syat.g_01157
OG0000781	Prbj.g_01736	Syat.g_01161
OG0000782	Prbj.g_01737	Syat.g_01162
OG0000783	Prbj.g_01738	Syat.g_01163
OG0000784	Prbj.g_01739	Syat.g_01164
OG0000785	Prbj.g_01741	Syat.g_01166
OG0000786	Prbj.g_01744	Syat.g_01170
OG0000787	Prbj.g_01745	Syat.g_01171
OG0000788	Prbj.g_00094	Syat.g_00087
OG0000789	Prbj.g_00687	Syat.g_00845
OG0000790	Prbj.g_01643	Syat.g_01300
OG0000791	Prbj.g_01645	Syat.g_01302
OG0000792	Prbj.g_01646	Syat.g_01303
OG0000793	Prbj.g_01650	Syat.g_01412
OG0000794	Prbj.g_01651	Syat.g_01414
OG0000795	Prbj.g_01652	Syat.g_01416
OG0000796	Prbj.g_01656	Syat.g_01422
OG0000797	Prbj.g_01657	Syat.g_01423
OG0000798	Prbj.g_01402	Syat.g_02057
OG0000799	Prbj.g_01304	Syat.g_01256
OG0000800	Prbj.g_01303	Syat.g_01255
OG0000801	Prbj.g_01302	Syat.g_01253
OG0000802	Prbj.g_01293	Syat.g_01245
OG0000803	Prbj.g_01041	Syat.g_01241
OG0000804	Prbj.g_01043	Syat.g_01238
OG0000805	Prbj.g_01045	Syat.g_01236
OG0000806	Prbj.g_01047	Syat.g_01234
OG0000807	Prbj.g_01049	Syat.g_01233
OG0000808	Prbj.g_01050	Syat.g_01232
OG0000809	Prbj.g_01054	Syat.g_01229
OG0000810	Prbj.g_01055	Syat.g_01228
OG0000811	Prbj.g_01067	Syat.g_01186
OG0000812	Prbj.g_01069	Syat.g_01182
OG0000813	Prbj.g_01070	Syat.g_01181
OG0000814	Prbj.g_01072	Syat.g_01179
OG0000815	Prbj.g_01073	Syat.g_01177
OG0000816	Prbj.g_01075	Syat.g_01175
OG0000817	Prbj.g_01076	Syat.g_01279
OG0000818	Prbj.g_00631	Syat.g_01325
OG0000819	Prbj.g_00632	Syat.g_01326
OG0000820	Prbj.g_00633	Syat.g_01327
OG0000821	Prbj.g_00640	Syat.g_01333
OG0000822	Prbj.g_00642	Syat.g_01335
OG0000823	Prbj.g_00643	Syat.g_01336
OG0000824	Prbj.g_00647	Syat.g_01342
OG0000825	Prbj.g_00648	Syat.g_01343
OG0000826	Prbj.g_00649	Syat.g_01344
OG0000827	Prbj.g_00650	Syat.g_01345
OG0000828	Prbj.g_00653	Syat.g_01348
OG0000829	Prbj.g_00654	Syat.g_01349
OG0000830	Prbj.g_00655	Syat.g_01350
OG0000831	Prbj.g_00657	Syat.g_01353
OG0000832	Prbj.g_01684	Syat.g_02982
OG0000833	Prbj.g_01692	Syat.g_03072
OG0000834	Prbj.g_01693	Syat.g_03073
OG0000835	Prbj.g_01694	Syat.g_03075
OG0000836	Prbj.g_01696	Syat.g_03078
OG0000837	Prbj.g_01697	Syat.g_03079
OG0000838	Prbj.g_01700	Syat.g_03083
OG0000839	Prbj.g_01701	Syat.g_03084
OG0000840	Prbj.g_01702	Syat.g_03085
OG0000841	Prbj.g_01703	Syat.g_03086
OG0000842	Prbj.g_01704	Syat.g_03087
OG0000843	Prbj.g_01705	Syat.g_03088
OG0000844	Prbj.g_01707	Syat.g_03090
OG0000845	Prbj.g_01708	Syat.g_03091
OG0000846	Prbj.g_01709	Syat.g_03092
OG0000847	Prbj.g_01710	Syat.g_03093
OG0000848	Prbj.g_01711	Syat.g_03095
OG0000849	Prbj.g_01712	Syat.g_03096
OG0000850	Prbj.g_01713	Syat.g_03098
OG0000851	Prbj.g_00888	Syat.g_03101
OG0000852	Prbj.g_00887	Syat.g_03102
OG0000853	Prbj.g_00882	Syat.g_03106
OG0000854	Prbj.g_00880	Syat.g_03108
OG0000855	Prbj.g_00879	Syat.g_03109
OG0000856	Prbj.g_02561	Syat.g_03305
OG0000857	Prbj.g_02429	Syat.g_00500
OG0000858	Prbj.g_00868	Syat.g_03114
OG0000859	Prbj.g_00867	Syat.g_03115
OG0000860	Prbj.g_00855	Syat.g_03126
OG0000861	Prbj.g_00854	Syat.g_03127
OG0000862	Prbj.g_00852	Syat.g_03136
OG0000863	Prbj.g_00495	Syat.g_03138
OG0000864	Prbj.g_00494	Syat.g_03139
OG0000865	Prbj.g_00493	Syat.g_03140
OG0000866	Prbj.g_00492	Syat.g_03141
OG0000867	Prbj.g_00491	Syat.g_03142
OG0000868	Prbj.g_00489	Syat.g_03067
OG0000869	Prbj.g_00486	Syat.g_03054
OG0000870	Prbj.g_00481	Syat.g_03049
OG0000871	Prbj.g_00480	Syat.g_03048
OG0000872	Prbj.g_00478	Syat.g_03042
OG0000873	Prbj.g_00475	Syat.g_03039
OG0000874	Prbj.g_00471	Syat.g_03037
OG0000875	Prbj.g_00470	Syat.g_03035
OG0000876	Prbj.g_00469	Syat.g_00745
OG0000877	Prbj.g_00466	Syat.g_03024
OG0000878	Prbj.g_00465	Syat.g_03023
OG0000879	Prbj.g_00464	Syat.g_03022
OG0000880	Prbj.g_00463	Syat.g_03021
OG0000881	Prbj.g_00458	Syat.g_03016
OG0000882	Prbj.g_00453	Syat.g_03011
OG0000883	Prbj.g_00451	Syat.g_03007
OG0000884	Prbj.g_00449	Syat.g_03005
OG0000885	Prbj.g_00448	Syat.g_03004
OG0000886	Prbj.g_00447	Syat.g_03003
OG0000887	Prbj.g_00446	Syat.g_03002
OG0000888	Prbj.g_00444	Syat.g_03000
OG0000889	Prbj.g_00442	Syat.g_02997
OG0000890	Prbj.g_00428	Syat.g_02994
OG0000891	Prbj.g_00427	Syat.g_02993
OG0000892	Prbj.g_00425	Syat.g_02992
OG0000893	Prbj.g_02660	Syat.g_01864
OG0000894	Prbj.g_02656	Syat.g_01860
OG0000895	Prbj.g_02651	Syat.g_01856
OG0000896	Prbj.g_02650	Syat.g_01855
OG0000897	Prbj.g_02648	Syat.g_01853
OG0000898	Prbj.g_02647	Syat.g_01852
OG0000899	Prbj.g_02646	Syat.g_01851
OG0000900	Prbj.g_02645	Syat.g_01850
OG0000901	Prbj.g_02641	Syat.g_01845
OG0000902	Prbj.g_02639	Syat.g_01843
OG0000903	Prbj.g_01027	Syat.g_01830
OG0000904	Prbj.g_01032	Syat.g_01834
OG0000905	Prbj.g_01034	Syat.g_01839
OG0000906	Prbj.g_02635	Syat.g_01841
OG0000907	Prbj.g_01025	Syat.g_01828
OG0000908	Prbj.g_01022	Syat.g_01825
OG0000909	Prbj.g_01021	Syat.g_01824
OG0000910	Prbj.g_01020	Syat.g_01823
OG0000911	Prbj.g_01018	Syat.g_01821
OG0000912	Prbj.g_01017	Syat.g_01820
OG0000913	Prbj.g_01016	Syat.g_01819
OG0000914	Prbj.g_01015	Syat.g_01818
OG0000915	Prbj.g_01014	Syat.g_01816
OG0000916	Prbj.g_01013	Syat.g_01815
OG0000917	Prbj.g_01012	Syat.g_01814
OG0000918	Prbj.g_01011	Syat.g_01813
OG0000919	Prbj.g_01010	Syat.g_01812
OG0000920	Prbj.g_01009	Syat.g_01811
OG0000921	Prbj.g_01008	Syat.g_01810
OG0000922	Prbj.g_01007	Syat.g_01809
OG0000923	Prbj.g_01003	Syat.g_01805
OG0000924	Prbj.g_01002	Syat.g_01804
OG0000925	Prbj.g_01001	Syat.g_01803
OG0000926	Prbj.g_01000	Syat.g_01802
OG0000927	Prbj.g_00998	Syat.g_01800
OG0000928	Prbj.g_00997	Syat.g_01799
OG0000929	Prbj.g_00996	Syat.g_01798
OG0000930	Prbj.g_00995	Syat.g_01797
OG0000931	Prbj.g_00994	Syat.g_01796
OG0000932	Prbj.g_00993	Syat.g_01794
OG0000933	Prbj.g_00988	Syat.g_01788
OG0000934	Prbj.g_00986	Syat.g_01786
OG0000935	Prbj.g_00985	Syat.g_01665
OG0000936	Prbj.g_00984	Syat.g_01664
OG0000937	Prbj.g_00983	Syat.g_01663
OG0000938	Prbj.g_00414	Syat.g_01659
OG0000939	Prbj.g_00413	Syat.g_01658
OG0000940	Prbj.g_00404	Syat.g_01651
OG0000941	Prbj.g_00402	Syat.g_01649
OG0000942	Prbj.g_00400	Syat.g_01647
OG0000943	Prbj.g_00399	Syat.g_01646
OG0000944	Prbj.g_00397	Syat.g_01644
OG0000945	Prbj.g_00395	Syat.g_01643
OG0000946	Prbj.g_00368	Syat.g_01633
OG0000947	Prbj.g_00365	Syat.g_01630
OG0000948	Prbj.g_00364	Syat.g_01629
OG0000949	Prbj.g_00361	Syat.g_02142
OG0000950	Prbj.g_01501	Syat.g_02152
OG0000951	Prbj.g_01506	Syat.g_02157
OG0000952	Prbj.g_01513	Syat.g_02162
OG0000953	Prbj.g_01517	Syat.g_02166
OG0000954	Prbj.g_01577	Syat.g_02187
OG0000955	Prbj.g_01578	Syat.g_02188
OG0000956	Prbj.g_01580	Syat.g_02191
OG0000957	Prbj.g_01596	Syat.g_02204
OG0000958	Prbj.g_01597	Syat.g_02205
OG0000959	Prbj.g_01821	Syat.g_02212
OG0000960	Prbj.g_01820	Syat.g_02213
OG0000961	Prbj.g_01809	Syat.g_02873
OG0000962	Prbj.g_01290	Syat.g_02223
OG0000963	Prbj.g_01285	Syat.g_02226
OG0000964	Prbj.g_01284	Syat.g_02227
OG0000965	Prbj.g_01283	Syat.g_02228
OG0000966	Prbj.g_01250	Syat.g_02259
OG0000967	Prbj.g_01244	Syat.g_02263
OG0000968	Prbj.g_01241	Syat.g_02269
OG0000969	Prbj.g_01239	Syat.g_02271
OG0000970	Prbj.g_01238	Syat.g_02272
OG0000971	Prbj.g_01236	Syat.g_02274
OG0000972	Prbj.g_01235	Syat.g_02275
OG0000973	Prbj.g_01234	Syat.g_02276
OG0000974	Prbj.g_01233	Syat.g_02277
OG0000975	Prbj.g_01232	Syat.g_02278
OG0000976	Prbj.g_01231	Syat.g_02279
OG0000977	Prbj.g_01229	Syat.g_02281
OG0000978	Prbj.g_01228	Syat.g_02283
OG0000979	Prbj.g_01225	Syat.g_02286
OG0000980	Prbj.g_01221	Syat.g_02289
OG0000981	Prbj.g_01218	Syat.g_02292
OG0000982	Prbj.g_01956	Syat.g_02691
OG0000983	Prbj.g_01957	Syat.g_02690
OG0000984	Prbj.g_01958	Syat.g_02689
OG0000985	Prbj.g_01962	Syat.g_02685
OG0000986	Prbj.g_01964	Syat.g_02680
OG0000987	Prbj.g_01966	Syat.g_02678
OG0000988	Prbj.g_01970	Syat.g_02672
OG0000989	Prbj.g_01980	Syat.g_02657
OG0000990	Prbj.g_02002	Syat.g_02500
OG0000991	Prbj.g_02005	Syat.g_02503
OG0000992	Prbj.g_02008	Syat.g_02507
OG0000993	Prbj.g_02009	Syat.g_02508
OG0000994	Prbj.g_02012	Syat.g_02512
OG0000995	Prbj.g_02021	Syat.g_02517
OG0000996	Prbj.g_02034	Syat.g_02446
OG0000997	Prbj.g_02043	Syat.g_02417
OG0000998	Prbj.g_02045	Syat.g_02415
OG0000999	Prbj.g_02046	Syat.g_02414
OG0001001	Prbj.g_02053	Syat.g_02400
OG0001002	Prbj.g_02060	Syat.g_02394
OG0001003	Prbj.g_02062	Syat.g_02392
OG0001004	Prbj.g_02063	Syat.g_02391
OG0001005	Prbj.g_02065	Syat.g_02390
OG0001006	Prbj.g_02071	Syat.g_02378
OG0001007	Prbj.g_02073	Syat.g_02376
OG0001008	Prbj.g_00101	Syat.g_02971
OG0001009	Prbj.g_01199	Syat.g_02311
OG0001010	Prbj.g_01200	Syat.g_02310
OG0001011	Prbj.g_01202	Syat.g_02308
OG0001012	Prbj.g_01953	Syat.g_01004
OG0001013	Prbj.g_01928	Syat.g_02716
OG0001014	Prbj.g_01919	Syat.g_02721
OG0001015	Prbj.g_01918	Syat.g_02722
OG0001016	Prbj.g_00569	Syat.g_01474
OG0001017	Prbj.g_00575	Syat.g_01480
OG0001018	Prbj.g_00577	Syat.g_01482
OG0001019	Prbj.g_00590	Syat.g_01532
OG0001020	Prbj.g_00596	Syat.g_01539
OG0001021	Prbj.g_00600	Syat.g_01552
OG0001022	Prbj.g_00605	Syat.g_01555
OG0001023	Prbj.g_00606	Syat.g_01556
OG0001024	Prbj.g_00610	Syat.g_01560
OG0001025	Prbj.g_00617	Syat.g_01566
OG0001026	Prbj.g_00630	Syat.g_01582
OG0001027	Prbj.g_01550	Syat.g_02947
OG0001028	Prbj.g_01552	Syat.g_02944
OG0001029	Prbj.g_01554	Syat.g_02942
OG0001030	Prbj.g_01535	Syat.g_02922
OG0001031	Prbj.g_01143	Syat.g_02836
OG0001032	Prbj.g_01146	Syat.g_02834
OG0001033	Prbj.g_00287	Syat.g_02784
OG0001034	Prbj.g_02608	Syat.g_01448
OG0001035	Prbj.g_01360	Syat.g_01885
OG0001036	Prbj.g_01364	Syat.g_01939
OG0001037	Prbj.g_01366	Syat.g_01941
OG0001038	Prbj.g_01403	Syat.g_02058
OG0001039	Prbj.g_01406	Syat.g_02061
OG0001040	Prbj.g_01409	Syat.g_02064
OG0001041	Prbj.g_01414	Syat.g_02070
OG0001042	Prbj.g_01439	Syat.g_02100
OG0001043	Prbj.g_01441	Syat.g_02103
OG0001044	Prbj.g_00342	Syat.g_01615
OG0001045	Prbj.g_00330	Syat.g_01602
OG0001046	Prbj.g_00874	Syat.g_00552
OG0001047	Prbj.g_00103	Syat.g_02973
OG0001048	Prbj.g_00104	Syat.g_02974
OG0001049	Prbj.g_00107	Syat.g_01290
OG0001050	Prbj.g_00108	Syat.g_01289
OG0001051	Prbj.g_00109	Syat.g_01288
OG0001052	Prbj.g_00132	Syat.g_01375
OG0001053	Prbj.g_01627	Syat.g_03173
OG0001054	Prbj.g_01609	Syat.g_03192
OG0001055	Prbj.g_02103	Syat.g_03224
OG0001056	Prbj.g_02132	Syat.g_03275
OG0001057	Prbj.g_02144	Syat.g_00102
OG0001058	Prbj.g_01863	Syat.g_00079
OG0001059	Prbj.g_01867	Syat.g_00075
OG0001061	Prbj.g_01802	Syat.g_00051
OG0001062	Prbj.g_01800	Syat.g_00048
OG0001063	Prbj.g_01796	Syat.g_00042
OG0001064	Prbj.g_01795	Syat.g_00041
OG0001065	Prbj.g_01794	Syat.g_00040
OG0001066	Prbj.g_01793	Syat.g_00039
OG0001067	Prbj.g_01792	Syat.g_00038
OG0001068	Prbj.g_01791	Syat.g_00037
OG0001069	Prbj.g_01790	Syat.g_00036
OG0001070	Prbj.g_01786	Syat.g_00032
OG0001071	Prbj.g_01785	Syat.g_00031
OG0001072	Prbj.g_01782	Syat.g_00028
OG0001073	Prbj.g_01763	Syat.g_00009
OG0001074	Prbj.g_02544	Syat.g_01015
OG0001075	Prbj.g_02545	Syat.g_01037
OG0001076	Prbj.g_02553	Syat.g_03315
OG0001077	Prbj.g_02563	Syat.g_03290
OG0001078	Prbj.g_02574	Syat.g_00118
OG0001079	Prbj.g_02593	Syat.g_00378
OG0001080	Prbj.g_00794	Syat.g_00368
OG0001081	Prbj.g_00804	Syat.g_00366
OG0001082	Prbj.g_00805	Syat.g_00365
OG0001083	Prbj.g_00813	Syat.g_00390
OG0001084	Prbj.g_00815	Syat.g_00391
OG0001085	Prbj.g_00825	Syat.g_00408
OG0001086	Prbj.g_02707	Syat.g_00410
OG0001087	Prbj.g_00927	Syat.g_03277
OG0001088	Prbj.g_00931	Syat.g_02496
OG0001089	Prbj.g_00757	Syat.g_00818
OG0001090	Prbj.g_02180	Syat.g_00659
OG0001091	Prbj.g_02182	Syat.g_00661
OG0001092	Prbj.g_02183	Syat.g_00663
OG0001093	Prbj.g_02187	Syat.g_00669
OG0001094	Prbj.g_02406	Syat.g_00473
OG0001095	Prbj.g_02425	Syat.g_00497
OG0001096	Prbj.g_02441	Syat.g_00516
OG0001097	Prbj.g_02486	Syat.g_00743
OG0001098	Prbj.g_02323	Syat.g_01672
OG0001099	Prbj.g_01553	Syat.g_02943
OG0001100	Prbj.g_02333	Syat.g_00418
OG0001101	Prbj.g_02334	Syat.g_00420
OG0001102	Prbj.g_02337	Syat.g_00423
OG0001103	Prbj.g_02339	Syat.g_00425
OG0001104	Prbj.g_02396	Syat.g_00458
OG0001105	Prbj.g_02391	Syat.g_00461
OG0001106	Prbj.g_02280	Syat.g_00598
OG0001107	Prbj.g_02270	Syat.g_00580
OG0001108	Prbj.g_02263	Syat.g_00570
OG0001109	Prbj.g_02261	Syat.g_00568
OG0001110	Prbj.g_02259	Syat.g_00566
OG0001111	Prbj.g_02257	Syat.g_00564
OG0001112	Prbj.g_02255	Syat.g_00562
OG0001113	Prbj.g_02254	Syat.g_00561
OG0001114	Prbj.g_02253	Syat.g_00560
OG0001115	Prbj.g_02251	Syat.g_00557
OG0001116	Prbj.g_02250	Syat.g_00555
OG0001117	Prbj.g_02249	Syat.g_00554
OG0001118	Prbj.g_02248	Syat.g_00553
OG0001119	Prbj.g_02247	Syat.g_00551
OG0001120	Prbj.g_02245	Syat.g_00546
OG0001122	Prbj.g_02216	Syat.g_00711
OG0001123	Prbj.g_02209	Syat.g_00704
OG0001124	Prbj.g_02207	Syat.g_00702
OG0001125	Prbj.g_02205	Syat.g_00700
OG0001126	Prbj.g_01850	Syat.g_00790
OG0001127	Prbj.g_01849	Syat.g_00789
OG0001128	Prbj.g_01846	Syat.g_00786
OG0001129	Prbj.g_01845	Syat.g_00784
OG0001130	Prbj.g_01844	Syat.g_00783
OG0001131	Prbj.g_02687	Syat.g_01674
OG0001132	Prbj.g_02537	Syat.g_00965
OG0001133	Prbj.g_02555	Syat.g_03311
OG0001136	Prbj.g_00969	Syat.g_03257
OG0001137	Prbj.g_00832	Syat.g_00306
OG0001138	Prbj.g_00004	Syat.g_00214
OG0001139	Prbj.g_00006	Syat.g_00209
OG0001140	Prbj.g_00007	Syat.g_00208
OG0001141	Prbj.g_00008	Syat.g_00207
OG0001142	Prbj.g_00009	Syat.g_00206
