Orthogroup	Prbj	Syap
OG0000581	Prbj.g_01760	Syap.g_01521
OG0000582	Prbj.g_01756	Syap.g_01533
OG0000583	Prbj.g_01755	Syap.g_01532
OG0000584	Prbj.g_01754	Syap.g_01530
OG0000585	Prbj.g_01752	Syap.g_01526
OG0000586	Prbj.g_01750	Syap.g_01525
OG0000587	Prbj.g_01748	Syap.g_01523
OG0000588	Prbj.g_02547	Syap.g_00776
OG0000589	Prbj.g_02550	Syap.g_00941
OG0000590	Prbj.g_02551	Syap.g_00940
OG0000591	Prbj.g_02558	Syap.g_01289
OG0000592	Prbj.g_02559	Syap.g_01288
OG0000593	Prbj.g_02569	Syap.g_00890
OG0000594	Prbj.g_02570	Syap.g_00891
OG0000595	Prbj.g_02571	Syap.g_00892
OG0000596	Prbj.g_02576	Syap.g_00898
OG0000597	Prbj.g_02579	Syap.g_00903
OG0000598	Prbj.g_02580	Syap.g_00904
OG0000599	Prbj.g_02590	Syap.g_00908
OG0000600	Prbj.g_02591	Syap.g_00909
OG0000601	Prbj.g_02592	Syap.g_00910
OG0000602	Prbj.g_02596	Syap.g_00640
OG0000603	Prbj.g_02597	Syap.g_00641
OG0000604	Prbj.g_02598	Syap.g_02769
OG0000605	Prbj.g_00792	Syap.g_02501, Syap.g_02771
OG0000606	Prbj.g_00803	Syap.g_02506
OG0000607	Prbj.g_00806	Syap.g_00093
OG0000608	Prbj.g_00807	Syap.g_00094
OG0000609	Prbj.g_00809	Syap.g_00096
OG0000610	Prbj.g_00818	Syap.g_01963
OG0000611	Prbj.g_00821	Syap.g_01958
OG0000612	Prbj.g_00822	Syap.g_01957
OG0000613	Prbj.g_01466	Syap.g_02480
OG0000615	Prbj.g_02373	Syap.g_00154
OG0000616	Prbj.g_02057	Syap.g_00127
OG0000617	Prbj.g_02184	Syap.g_00513
OG0000618	Prbj.g_02185	Syap.g_00514
OG0000619	Prbj.g_02186	Syap.g_00515
OG0000620	Prbj.g_02190	Syap.g_00520
OG0000621	Prbj.g_02191	Syap.g_00521
OG0000622	Prbj.g_02192	Syap.g_00523
OG0000623	Prbj.g_02193	Syap.g_00526
OG0000624	Prbj.g_02194	Syap.g_00527
OG0000625	Prbj.g_02195	Syap.g_00528
OG0000626	Prbj.g_02196	Syap.g_00529
OG0000627	Prbj.g_02320	Syap.g_00848
OG0000628	Prbj.g_02319	Syap.g_00850
OG0000629	Prbj.g_02316	Syap.g_02334
OG0000630	Prbj.g_02312	Syap.g_02793
OG0000631	Prbj.g_02306	Syap.g_01724
OG0000632	Prbj.g_02305	Syap.g_01725
OG0000633	Prbj.g_02304	Syap.g_01726
OG0000634	Prbj.g_02408	Syap.g_00190
OG0000635	Prbj.g_02409	Syap.g_00191
OG0000636	Prbj.g_02411	Syap.g_00193
OG0000637	Prbj.g_02413	Syap.g_00195
OG0000638	Prbj.g_02414	Syap.g_00196
OG0000639	Prbj.g_02415	Syap.g_00197
OG0000640	Prbj.g_02416	Syap.g_00198
OG0000641	Prbj.g_02420	Syap.g_00203
OG0000642	Prbj.g_02421	Syap.g_02732
OG0000643	Prbj.g_02422	Syap.g_02731
OG0000644	Prbj.g_02423	Syap.g_02730
OG0000645	Prbj.g_02424	Syap.g_02726
OG0000646	Prbj.g_02427	Syap.g_02723
OG0000647	Prbj.g_02430	Syap.g_02721
OG0000648	Prbj.g_02432	Syap.g_02719
OG0000649	Prbj.g_02433	Syap.g_02718
OG0000650	Prbj.g_02434	Syap.g_02717
OG0000651	Prbj.g_02435	Syap.g_02716
OG0000652	Prbj.g_02436	Syap.g_02715
OG0000653	Prbj.g_02438	Syap.g_02713
OG0000654	Prbj.g_02439	Syap.g_02711
OG0000655	Prbj.g_02440	Syap.g_02710
OG0000656	Prbj.g_02443	Syap.g_02706
OG0000657	Prbj.g_02476	Syap.g_01845
OG0000658	Prbj.g_02478	Syap.g_01841
OG0000659	Prbj.g_02479	Syap.g_01840
OG0000660	Prbj.g_02483	Syap.g_01835
OG0000662	Prbj.g_02487	Syap.g_00823
OG0000663	Prbj.g_02490	Syap.g_00826
OG0000664	Prbj.g_02491	Syap.g_00828
OG0000665	Prbj.g_02504	Syap.g_02331
OG0000666	Prbj.g_02507	Syap.g_01573
OG0000667	Prbj.g_02514	Syap.g_01979
OG0000668	Prbj.g_02215	Syap.g_02765
OG0000669	Prbj.g_02523	Syap.g_02371
OG0000670	Prbj.g_00044	Syap.g_02368
OG0000671	Prbj.g_02335	Syap.g_01260
OG0000672	Prbj.g_02338	Syap.g_01257
OG0000673	Prbj.g_02341	Syap.g_01253
OG0000674	Prbj.g_02343	Syap.g_01251
OG0000675	Prbj.g_02344	Syap.g_01250
OG0000676	Prbj.g_02352	Syap.g_01248
OG0000677	Prbj.g_02354	Syap.g_01246
OG0000678	Prbj.g_02359	Syap.g_01239
OG0000679	Prbj.g_02379	Syap.g_00157
OG0000680	Prbj.g_02380	Syap.g_00158
OG0000681	Prbj.g_02382	Syap.g_00163
OG0000682	Prbj.g_02383	Syap.g_00165
OG0000683	Prbj.g_02384	Syap.g_00166
OG0000684	Prbj.g_02397	Syap.g_00169
OG0000685	Prbj.g_02395	Syap.g_00172
OG0000686	Prbj.g_02394	Syap.g_00173
OG0000687	Prbj.g_02393	Syap.g_00174
OG0000688	Prbj.g_02399	Syap.g_00178
OG0000689	Prbj.g_02400	Syap.g_00180
OG0000690	Prbj.g_02401	Syap.g_00181
OG0000691	Prbj.g_02402	Syap.g_00182
OG0000692	Prbj.g_02403	Syap.g_00184
OG0000693	Prbj.g_02404	Syap.g_00185
OG0000694	Prbj.g_02405	Syap.g_00186
OG0000695	Prbj.g_02302	Syap.g_01729
OG0000696	Prbj.g_02301	Syap.g_01730
OG0000697	Prbj.g_02299	Syap.g_01734
OG0000698	Prbj.g_02296	Syap.g_01737
OG0000699	Prbj.g_02294	Syap.g_01738
OG0000700	Prbj.g_02293	Syap.g_01739
OG0000701	Prbj.g_02292	Syap.g_01740
OG0000702	Prbj.g_02284	Syap.g_01747
OG0000703	Prbj.g_02283	Syap.g_01750
OG0000704	Prbj.g_02281	Syap.g_01753
OG0000705	Prbj.g_02275	Syap.g_02022
OG0000706	Prbj.g_02274	Syap.g_02020
OG0000707	Prbj.g_02273	Syap.g_02019
OG0000708	Prbj.g_02271	Syap.g_02016
OG0000709	Prbj.g_02264	Syap.g_00121
OG0000711	Prbj.g_02237	Syap.g_02686
OG0000712	Prbj.g_02236	Syap.g_02688
OG0000713	Prbj.g_02235	Syap.g_02689
OG0000714	Prbj.g_02231	Syap.g_02691
OG0000715	Prbj.g_02229	Syap.g_02693
OG0000716	Prbj.g_02225	Syap.g_02696
OG0000717	Prbj.g_02224	Syap.g_02697
OG0000718	Prbj.g_02219	Syap.g_02701
OG0000719	Prbj.g_02217	Syap.g_02767
OG0000720	Prbj.g_02204	Syap.g_02780
OG0000721	Prbj.g_02203	Syap.g_02782
OG0000722	Prbj.g_02202	Syap.g_02783
OG0000723	Prbj.g_02198	Syap.g_00532
OG0000725	Prbj.g_01836	Syap.g_01559
OG0000726	Prbj.g_01835	Syap.g_01560
OG0000727	Prbj.g_01834	Syap.g_01561
OG0000728	Prbj.g_01833	Syap.g_01564
OG0000729	Prbj.g_01289	Syap.g_01122
OG0000730	Prbj.g_00343	Syap.g_00572
OG0000731	Prbj.g_00333	Syap.g_00560
OG0000732	Prbj.g_01220	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbj.g_01997	Syap.g_01971
OG0000734	Prbj.g_00627	Syap.g_02628
OG0000735	Prbj.g_00953	Syap.g_00244
OG0000736	Prbj.g_00954	Syap.g_00243
OG0000737	Prbj.g_00955	Syap.g_00242
OG0000738	Prbj.g_00962	Syap.g_00236
OG0000739	Prbj.g_00964	Syap.g_00235
OG0000740	Prbj.g_00965	Syap.g_00234
OG0000741	Prbj.g_00968	Syap.g_00231
OG0000742	Prbj.g_00970	Syap.g_00229
OG0000743	Prbj.g_00972	Syap.g_00226
OG0000744	Prbj.g_00973	Syap.g_00225
OG0000745	Prbj.g_00846	Syap.g_00222
OG0000746	Prbj.g_00844	Syap.g_00220
OG0000747	Prbj.g_00843	Syap.g_00219
OG0000748	Prbj.g_00831	Syap.g_00212
OG0000749	Prbj.g_00830	Syap.g_00211
OG0000750	Prbj.g_00829	Syap.g_00210
OG0000751	Prbj.g_00305	Syap.g_00205
OG0000752	Prbj.g_00308	Syap.g_01793
OG0000753	Prbj.g_00311	Syap.g_02775
OG0000754	Prbj.g_01910	Syap.g_01883
OG0000755	Prbj.g_00002	Syap.g_01893
OG0000757	Prbj.g_00010	Syap.g_00427
OG0000758	Prbj.g_00011	Syap.g_00428
OG0000759	Prbj.g_00012	Syap.g_00429
OG0000760	Prbj.g_00013	Syap.g_00430
OG0000761	Prbj.g_00014	Syap.g_00431
OG0000762	Prbj.g_01908	Syap.g_00434
OG0000763	Prbj.g_01906	Syap.g_02624
OG0000764	Prbj.g_01905	Syap.g_02623
OG0000765	Prbj.g_02163	Syap.g_02440
OG0000766	Prbj.g_02164	Syap.g_02439
OG0000767	Prbj.g_02166	Syap.g_02437
OG0000768	Prbj.g_02167	Syap.g_02436
OG0000769	Prbj.g_00313	Syap.g_02434
OG0000770	Prbj.g_00019	Syap.g_02431
OG0000772	Prbj.g_01679	Syap.g_02295
OG0000773	Prbj.g_00161	Syap.g_00885
OG0000774	Prbj.g_01719	Syap.g_01473
OG0000775	Prbj.g_01721	Syap.g_01475
OG0000776	Prbj.g_01722	Syap.g_01476
OG0000777	Prbj.g_01723	Syap.g_01478
OG0000778	Prbj.g_01724	Syap.g_01479
OG0000779	Prbj.g_01729	Syap.g_01494
OG0000780	Prbj.g_01732	Syap.g_01496
OG0000781	Prbj.g_01736	Syap.g_02609
OG0000782	Prbj.g_01737	Syap.g_02611
OG0000783	Prbj.g_01738	Syap.g_02612
OG0000784	Prbj.g_01739	Syap.g_02613
OG0000785	Prbj.g_01741	Syap.g_02281
OG0000786	Prbj.g_01744	Syap.g_02287
OG0000787	Prbj.g_01745	Syap.g_02288
OG0000788	Prbj.g_00094	Syap.g_01932
OG0000789	Prbj.g_00687	Syap.g_00372
OG0000791	Prbj.g_01645	Syap.g_02520
OG0000792	Prbj.g_01646	Syap.g_02519
OG0000793	Prbj.g_01650	Syap.g_02141
OG0000794	Prbj.g_01651	Syap.g_02200
OG0000795	Prbj.g_01652	Syap.g_02199
OG0000796	Prbj.g_01656	Syap.g_02448
OG0000797	Prbj.g_01657	Syap.g_02449
OG0000798	Prbj.g_01402	Syap.g_01363
OG0000799	Prbj.g_01304	Syap.g_02488
OG0000800	Prbj.g_01303	Syap.g_02487
OG0000801	Prbj.g_01302	Syap.g_02486
OG0000802	Prbj.g_01293	Syap.g_02659
OG0000803	Prbj.g_01041	Syap.g_02109
OG0000804	Prbj.g_01043	Syap.g_02113
OG0000805	Prbj.g_01045	Syap.g_02115
OG0000806	Prbj.g_01047	Syap.g_02117
OG0000807	Prbj.g_01049	Syap.g_02118
OG0000808	Prbj.g_01050	Syap.g_02119
OG0000809	Prbj.g_01054	Syap.g_02122
OG0000810	Prbj.g_01055	Syap.g_02124
OG0000811	Prbj.g_01067	Syap.g_02472
OG0000812	Prbj.g_01069	Syap.g_02474
OG0000813	Prbj.g_01070	Syap.g_02475
OG0000814	Prbj.g_01072	Syap.g_02753
OG0000815	Prbj.g_01073	Syap.g_02752
OG0000816	Prbj.g_01075	Syap.g_02289
OG0000817	Prbj.g_01076	Syap.g_02527
OG0000818	Prbj.g_00631	Syap.g_02001
OG0000819	Prbj.g_00632	Syap.g_02002
OG0000820	Prbj.g_00633	Syap.g_02003
OG0000821	Prbj.g_00640	Syap.g_02009
OG0000822	Prbj.g_00642	Syap.g_02011
OG0000824	Prbj.g_00647	Syap.g_00008
OG0000825	Prbj.g_00648	Syap.g_00009
OG0000826	Prbj.g_00649	Syap.g_00010
OG0000827	Prbj.g_00650	Syap.g_00011
OG0000828	Prbj.g_00653	Syap.g_00014
OG0000829	Prbj.g_00654	Syap.g_00015
OG0000830	Prbj.g_00655	Syap.g_00016
OG0000831	Prbj.g_00657	Syap.g_00019
OG0000832	Prbj.g_01684	Syap.g_00752
OG0000833	Prbj.g_01692	Syap.g_00021
OG0000834	Prbj.g_01693	Syap.g_00023
OG0000835	Prbj.g_01694	Syap.g_00024
OG0000836	Prbj.g_01696	Syap.g_00026
OG0000837	Prbj.g_01697	Syap.g_00027
OG0000838	Prbj.g_01700	Syap.g_00031
OG0000839	Prbj.g_01701	Syap.g_00032
OG0000840	Prbj.g_01702	Syap.g_00033
OG0000841	Prbj.g_01703	Syap.g_00034
OG0000842	Prbj.g_01704	Syap.g_00035
OG0000843	Prbj.g_01705	Syap.g_00036
OG0000844	Prbj.g_01707	Syap.g_00039
OG0000845	Prbj.g_01708	Syap.g_00040
OG0000846	Prbj.g_01709	Syap.g_00042
OG0000847	Prbj.g_01710	Syap.g_00043
OG0000848	Prbj.g_01711	Syap.g_00045
OG0000849	Prbj.g_01712	Syap.g_00046
OG0000850	Prbj.g_01713	Syap.g_00310
OG0000851	Prbj.g_00888	Syap.g_01214
OG0000852	Prbj.g_00887	Syap.g_01215
OG0000853	Prbj.g_00882	Syap.g_01219
OG0000854	Prbj.g_00880	Syap.g_01222
OG0000855	Prbj.g_00879	Syap.g_01223
OG0000856	Prbj.g_02561	Syap.g_01286
OG0000857	Prbj.g_02429	Syap.g_02722
OG0000858	Prbj.g_00868	Syap.g_00612
OG0000859	Prbj.g_00867	Syap.g_00613
OG0000860	Prbj.g_00855	Syap.g_00623
OG0000861	Prbj.g_00854	Syap.g_02789
OG0000862	Prbj.g_00852	Syap.g_01789
OG0000863	Prbj.g_00495	Syap.g_01784
OG0000864	Prbj.g_00494	Syap.g_01783
OG0000865	Prbj.g_00493	Syap.g_01781, Syap.g_01782
OG0000866	Prbj.g_00492	Syap.g_01780
OG0000867	Prbj.g_00491	Syap.g_01779
OG0000868	Prbj.g_00489	Syap.g_01775
OG0000869	Prbj.g_00486	Syap.g_01770
OG0000870	Prbj.g_00481	Syap.g_01401
OG0000871	Prbj.g_00480	Syap.g_01400
OG0000872	Prbj.g_00478	Syap.g_01394
OG0000873	Prbj.g_00475	Syap.g_01390
OG0000874	Prbj.g_00471	Syap.g_01388
OG0000875	Prbj.g_00470	Syap.g_01386
OG0000876	Prbj.g_00469	Syap.g_00822
OG0000877	Prbj.g_00466	Syap.g_01380
OG0000878	Prbj.g_00465	Syap.g_01378
OG0000879	Prbj.g_00464	Syap.g_01377
OG0000880	Prbj.g_00463	Syap.g_01376
OG0000882	Prbj.g_00453	Syap.g_01516
OG0000883	Prbj.g_00451	Syap.g_01511
OG0000884	Prbj.g_00449	Syap.g_01509
OG0000885	Prbj.g_00448	Syap.g_01508
OG0000886	Prbj.g_00447	Syap.g_01507
OG0000887	Prbj.g_00446	Syap.g_01506
OG0000888	Prbj.g_00444	Syap.g_01504
OG0000889	Prbj.g_00442	Syap.g_01502
OG0000890	Prbj.g_00428	Syap.g_01499
OG0000891	Prbj.g_00427	Syap.g_01498
OG0000892	Prbj.g_00425	Syap.g_02671
OG0000893	Prbj.g_02660	Syap.g_02497
OG0000894	Prbj.g_02656	Syap.g_02679
OG0000895	Prbj.g_02651	Syap.g_00546
OG0000896	Prbj.g_02650	Syap.g_00545
OG0000897	Prbj.g_02648	Syap.g_00543
OG0000898	Prbj.g_02647	Syap.g_00542
OG0000899	Prbj.g_02646	Syap.g_00541
OG0000900	Prbj.g_02645	Syap.g_00540
OG0000901	Prbj.g_02641	Syap.g_01930
OG0000902	Prbj.g_02639	Syap.g_01929
OG0000903	Prbj.g_01027	Syap.g_01916
OG0000904	Prbj.g_01032	Syap.g_01922
OG0000905	Prbj.g_01034	Syap.g_01925
OG0000906	Prbj.g_02635	Syap.g_01927
OG0000907	Prbj.g_01025	Syap.g_01914
OG0000908	Prbj.g_01022	Syap.g_01235
OG0000909	Prbj.g_01021	Syap.g_01236
OG0000910	Prbj.g_01020	Syap.g_01237
OG0000911	Prbj.g_01018	Syap.g_00511
OG0000912	Prbj.g_01017	Syap.g_00510
OG0000913	Prbj.g_01016	Syap.g_00509
OG0000914	Prbj.g_01015	Syap.g_00508
OG0000915	Prbj.g_01014	Syap.g_00506
OG0000916	Prbj.g_01013	Syap.g_00505
OG0000917	Prbj.g_01012	Syap.g_00504
OG0000918	Prbj.g_01011	Syap.g_00503
OG0000919	Prbj.g_01010	Syap.g_00502
OG0000920	Prbj.g_01009	Syap.g_00501
OG0000921	Prbj.g_01008	Syap.g_00500
OG0000922	Prbj.g_01007	Syap.g_00499
OG0000923	Prbj.g_01003	Syap.g_00495
OG0000924	Prbj.g_01002	Syap.g_00494
OG0000925	Prbj.g_01001	Syap.g_00493
OG0000926	Prbj.g_01000	Syap.g_00492
OG0000927	Prbj.g_00998	Syap.g_00490
OG0000928	Prbj.g_00997	Syap.g_00489
OG0000929	Prbj.g_00996	Syap.g_00488
OG0000930	Prbj.g_00995	Syap.g_00487
OG0000931	Prbj.g_00994	Syap.g_00486
OG0000932	Prbj.g_00993	Syap.g_00485
OG0000933	Prbj.g_00988	Syap.g_00479
OG0000934	Prbj.g_00986	Syap.g_00477
OG0000935	Prbj.g_00985	Syap.g_00476
OG0000936	Prbj.g_00984	Syap.g_00475
OG0000937	Prbj.g_00983	Syap.g_00474
OG0000938	Prbj.g_00414	Syap.g_00471
OG0000939	Prbj.g_00413	Syap.g_00469
OG0000940	Prbj.g_00404	Syap.g_00460
OG0000941	Prbj.g_00402	Syap.g_00458
OG0000942	Prbj.g_00400	Syap.g_00606
OG0000943	Prbj.g_00399	Syap.g_00604
OG0000944	Prbj.g_00397	Syap.g_00602
OG0000945	Prbj.g_00395	Syap.g_00601
OG0000946	Prbj.g_00368	Syap.g_00595
OG0000947	Prbj.g_00365	Syap.g_00591
OG0000948	Prbj.g_00364	Syap.g_00590
OG0000949	Prbj.g_00361	Syap.g_01051
OG0000950	Prbj.g_01501	Syap.g_01061
OG0000951	Prbj.g_01506	Syap.g_01070
OG0000952	Prbj.g_01513	Syap.g_01074
OG0000953	Prbj.g_01517	Syap.g_01078
OG0000954	Prbj.g_01577	Syap.g_01089
OG0000955	Prbj.g_01578	Syap.g_01090
OG0000956	Prbj.g_01580	Syap.g_01092
OG0000957	Prbj.g_01596	Syap.g_01109
OG0000958	Prbj.g_01597	Syap.g_01110
OG0000959	Prbj.g_01821	Syap.g_01114
OG0000960	Prbj.g_01820	Syap.g_01115
OG0000961	Prbj.g_01809	Syap.g_02170
OG0000962	Prbj.g_01290	Syap.g_01121
OG0000963	Prbj.g_01285	Syap.g_01124
OG0000964	Prbj.g_01284	Syap.g_01125
OG0000965	Prbj.g_01283	Syap.g_01126
OG0000966	Prbj.g_01250	Syap.g_01141
OG0000967	Prbj.g_01244	Syap.g_00633
OG0000968	Prbj.g_01241	Syap.g_00998
OG0000969	Prbj.g_01239	Syap.g_00996
OG0000970	Prbj.g_01238	Syap.g_00995
OG0000971	Prbj.g_01236	Syap.g_00993
OG0000972	Prbj.g_01235	Syap.g_00992
OG0000973	Prbj.g_01234	Syap.g_00991
OG0000974	Prbj.g_01233	Syap.g_00990
OG0000975	Prbj.g_01232	Syap.g_00989
OG0000976	Prbj.g_01231	Syap.g_00988
OG0000977	Prbj.g_01229	Syap.g_00986
OG0000978	Prbj.g_01228	Syap.g_00985
OG0000979	Prbj.g_01225	Syap.g_00980
OG0000980	Prbj.g_01221	Syap.g_00977
OG0000981	Prbj.g_01218	Syap.g_01812
OG0000982	Prbj.g_01956	Syap.g_00132
OG0000983	Prbj.g_01957	Syap.g_00134
OG0000984	Prbj.g_01958	Syap.g_00135
OG0000985	Prbj.g_01962	Syap.g_00140
OG0000986	Prbj.g_01964	Syap.g_01044
OG0000987	Prbj.g_01966	Syap.g_01033
OG0000988	Prbj.g_01970	Syap.g_01027
OG0000989	Prbj.g_01980	Syap.g_01011
OG0000990	Prbj.g_02002	Syap.g_02087
OG0000991	Prbj.g_02005	Syap.g_02091
OG0000992	Prbj.g_02008	Syap.g_02095
OG0000993	Prbj.g_02009	Syap.g_02097
OG0000994	Prbj.g_02012	Syap.g_02101
OG0000996	Prbj.g_02034	Syap.g_01817
OG0000997	Prbj.g_02043	Syap.g_02590
OG0000998	Prbj.g_02045	Syap.g_02591
OG0000999	Prbj.g_02046	Syap.g_02592
OG0001001	Prbj.g_02053	Syap.g_02605
OG0001002	Prbj.g_02060	Syap.g_00124
OG0001003	Prbj.g_02062	Syap.g_02310
OG0001004	Prbj.g_02063	Syap.g_02311
OG0001005	Prbj.g_02065	Syap.g_02312
OG0001006	Prbj.g_02071	Syap.g_00053
OG0001007	Prbj.g_02073	Syap.g_00055
OG0001008	Prbj.g_00101	Syap.g_02060
OG0001012	Prbj.g_01953	Syap.g_00371
OG0001013	Prbj.g_01928	Syap.g_01325
OG0001016	Prbj.g_00569	Syap.g_01695
OG0001033	Prbj.g_00287	Syap.g_00105
OG0001035	Prbj.g_01360	Syap.g_01594
OG0001038	Prbj.g_01403	Syap.g_01362
OG0001039	Prbj.g_01406	Syap.g_01359
OG0001040	Prbj.g_01409	Syap.g_01356
OG0001041	Prbj.g_01414	Syap.g_01352
OG0001043	Prbj.g_01441	Syap.g_01676
OG0001044	Prbj.g_00342	Syap.g_00571
OG0001053	Prbj.g_01627	Syap.g_02253
OG0001054	Prbj.g_01609	Syap.g_00274
OG0001055	Prbj.g_02103	Syap.g_00252
OG0001059	Prbj.g_01867	Syap.g_00306
OG0001060	Prbj.g_01874	Syap.g_00299
OG0001061	Prbj.g_01802	Syap.g_01309
OG0001062	Prbj.g_01800	Syap.g_01314
OG0001072	Prbj.g_01782	Syap.g_00441
OG0001073	Prbj.g_01763	Syap.g_00122, Syap.g_00455
OG0001078	Prbj.g_02574	Syap.g_00896
OG0001080	Prbj.g_00794	Syap.g_02505
OG0001085	Prbj.g_00825	Syap.g_01953
OG0001094	Prbj.g_02406	Syap.g_00187
OG0001095	Prbj.g_02425	Syap.g_02725
OG0001096	Prbj.g_02441	Syap.g_02709
OG0001100	Prbj.g_02333	Syap.g_02369
OG0001102	Prbj.g_02337	Syap.g_01258
OG0001103	Prbj.g_02339	Syap.g_01256
OG0001104	Prbj.g_02396	Syap.g_00171
OG0001105	Prbj.g_02391	Syap.g_00175
OG0001107	Prbj.g_02270	Syap.g_02015
OG0001108	Prbj.g_02263	Syap.g_00119
OG0001122	Prbj.g_02216	Syap.g_02766
OG0001123	Prbj.g_02209	Syap.g_01872
OG0001133	Prbj.g_02555	Syap.g_01292
OG0001136	Prbj.g_00969	Syap.g_00230
OG0001137	Prbj.g_00832	Syap.g_00213
OG0001140	Prbj.g_00007	Syap.g_02134
OG0001152	Prbj.g_01655	Syap.g_02447
OG0001154	Prbj.g_00652	Syap.g_00013
OG0001155	Prbj.g_01686	Syap.g_00750
OG0001160	Prbj.g_00884	Syap.g_01217
OG0001162	Prbj.g_00780	Syap.g_02366
OG0001163	Prbj.g_00870	Syap.g_00609
OG0001164	Prbj.g_00865	Syap.g_00614
OG0001165	Prbj.g_00862	Syap.g_00619
OG0001168	Prbj.g_00459	Syap.g_01372
OG0001171	Prbj.g_00445	Syap.g_01505
OG0001172	Prbj.g_02653	Syap.g_00547
OG0001177	Prbj.g_01030	Syap.g_01920
OG0001178	Prbj.g_00851	Syap.g_01786, Syap.g_01787
OG0001179	Prbj.g_00999	Syap.g_00491
OG0001180	Prbj.g_00407	Syap.g_00097, Syap.g_00465
OG0001181	Prbj.g_00403	Syap.g_00459
OG0001183	Prbj.g_00367	Syap.g_00594
OG0001185	Prbj.g_01592	Syap.g_01104
OG0001186	Prbj.g_01253	Syap.g_01140
OG0001187	Prbj.g_01249	Syap.g_01142
OG0001188	Prbj.g_01245	Syap.g_00634
OG0001189	Prbj.g_01223	Syap.g_00979
OG0001191	Prbj.g_01968	Syap.g_01030
OG0001192	Prbj.g_01975	Syap.g_01021
OG0001197	Prbj.g_02058	Syap.g_00126
OG0001198	Prbj.g_02070	Syap.g_00052
OG0001199	Prbj.g_00570	Syap.g_01696
OG0001200	Prbj.g_00572	Syap.g_01698
OG0001202	Prbj.g_01164	Syap.g_01613
OG0001203	Prbj.g_02610	Syap.g_01154
OG0001204	Prbj.g_01340	Syap.g_01577
OG0001214	Prbj.g_02575	Syap.g_00897
OG0001217	Prbj.g_01884	Syap.g_01464
OG0001218	Prbj.g_00663	Syap.g_00020
OG0001219	Prbj.g_02311	Syap.g_02794
OG0001221	Prbj.g_02364	Syap.g_01777
OG0001222	Prbj.g_01984	Syap.g_02027
OG0001224	Prbj.g_01842	Syap.g_01551
OG0001225	Prbj.g_01840	Syap.g_01553
OG0001226	Prbj.g_00678	Syap.g_02551
OG0001228	Prbj.g_02158	Syap.g_01063
OG0001229	Prbj.g_00873	Syap.g_00827
OG0001230	Prbj.g_01046	Syap.g_02116
OG0001231	Prbj.g_01184	Syap.g_00073
OG0001232	Prbj.g_00477	Syap.g_01393
OG0001235	Prbj.g_01033	Syap.g_01924
OG0001236	Prbj.g_01505	Syap.g_01069
OG0001237	Prbj.g_01512	Syap.g_01073
OG0001238	Prbj.g_01969	Syap.g_01028
OG0001239	Prbj.g_00567	Syap.g_01693, Syap.g_01692
OG0001242	Prbj.g_01560	Syap.g_02227, Syap.g_02229
OG0001243	Prbj.g_01529	Syap.g_02219
OG0001246	Prbj.g_02091	Syap.g_00267, Syap.g_01165
OG0001248	Prbj.g_00943	Syap.g_00423
OG0001249	Prbj.g_00347	Syap.g_00575
OG0001250	Prbj.g_02482	Syap.g_01836
OG0001253	Prbj.g_00696	Syap.g_01969
OG0001255	Prbj.g_00769	Syap.g_02523
OG0001258	Prbj.g_00864	Syap.g_00617
OG0001260	Prbj.g_00426	Syap.g_01497
OG0001261	Prbj.g_00990	Syap.g_00482
OG0001262	Prbj.g_01226	Syap.g_00981
OG0001263	Prbj.g_01531	Syap.g_02216
OG0001265	Prbj.g_01558	Syap.g_02231
OG0001266	Prbj.g_01168	Syap.g_01618
OG0001267	Prbj.g_01405	Syap.g_01360
OG0001268	Prbj.g_00335	Syap.g_00563
OG0001270	Prbj.g_00098	Syap.g_02056
OG0001271	Prbj.g_00131	Syap.g_02759
OG0001272	Prbj.g_01624	Syap.g_02250
OG0001274	Prbj.g_00269	Syap.g_01897
OG0001275	Prbj.g_02227	Syap.g_02694
OG0001276	Prbj.g_02210	Syap.g_01873
OG0001277	Prbj.g_02042	Syap.g_01293
OG0001278	Prbj.g_02165	Syap.g_02438
OG0001279	Prbj.g_01299	Syap.g_02663
OG0001286	Prbj.g_00409	Syap.g_00467
OG0001288	Prbj.g_01286	Syap.g_01123
OG0001291	Prbj.g_01541	Syap.g_02207
OG0001292	Prbj.g_01346	Syap.g_01583
OG0001297	Prbj.g_02100	Syap.g_00255
OG0001303	Prbj.g_02309	Syap.g_02795
OG0001307	Prbj.g_00670	Syap.g_00403
OG0001308	Prbj.g_01074	Syap.g_02751, Syap.g_02750
OG0001310	Prbj.g_00488	Syap.g_01774
OG0001311	Prbj.g_02208	Syap.g_01871
OG0001312	Prbj.g_02298	Syap.g_01735
OG0001319	Prbj.g_01395	Syap.g_02338
OG0001323	Prbj.g_02109	Syap.g_00757
OG0001326	Prbj.g_02026	Syap.g_02646
OG0001332	Prbj.g_01674	Syap.g_01548
OG0001333	Prbj.g_00460	Syap.g_01373
OG0001336	Prbj.g_02052	Syap.g_02602
OG0001337	Prbj.g_00353	Syap.g_00576
OG0001347	Prbj.g_01278	Syap.g_02536
OG0001348	Prbj.g_00249	Syap.g_00938
OG0001351	Prbj.g_01893	Syap.g_01996
OG0001353	Prbj.g_02473	Syap.g_01849
OG0001358	Prbj.g_02549	Syap.g_00942
