Orthogroup	Prab	Prah
OG0000592	Prab.g_00685	Prah.g_01029
OG0000593	Prab.g_00686	Prah.g_02413
OG0000594	Prab.g_00688	Prah.g_00625
OG0000595	Prab.g_00689	Prah.g_02051
OG0000596	Prab.g_00690	Prah.g_00981
OG0000597	Prab.g_00692	Prah.g_00965
OG0000598	Prab.g_00693	Prah.g_00968
OG0000599	Prab.g_00694	Prah.g_00972
OG0000600	Prab.g_00695	Prah.g_00973
OG0000601	Prab.g_00697	Prah.g_00985
OG0000602	Prab.g_00698	Prah.g_00986
OG0000603	Prab.g_00699	Prah.g_00987
OG0000604	Prab.g_00700	Prah.g_01022
OG0000605	Prab.g_00701	Prah.g_01023
OG0000606	Prab.g_00702	Prah.g_01025
OG0000607	Prab.g_00704	Prah.g_01028
OG0000608	Prab.g_00705	Prah.g_00706
OG0000609	Prab.g_00711	Prah.g_02588
OG0000610	Prab.g_00712	Prah.g_01344
OG0000611	Prab.g_00724	Prah.g_00886
OG0000612	Prab.g_00725	Prah.g_00885
OG0000613	Prab.g_00726	Prah.g_00884
OG0000614	Prab.g_00727	Prah.g_00882
OG0000615	Prab.g_00729	Prah.g_00881
OG0000616	Prab.g_00730	Prah.g_00880
OG0000617	Prab.g_00731	Prah.g_00879
OG0000618	Prab.g_00732	Prah.g_00878
OG0000619	Prab.g_00733	Prah.g_00876
OG0000620	Prab.g_00734	Prah.g_00875
OG0000621	Prab.g_00735	Prah.g_00874
OG0000622	Prab.g_00736	Prah.g_00873
OG0000623	Prab.g_00737	Prah.g_00872
OG0000624	Prab.g_00738	Prah.g_00871
OG0000625	Prab.g_00739	Prah.g_00870
OG0000626	Prab.g_00740	Prah.g_00869
OG0000627	Prab.g_00741	Prah.g_00746
OG0000628	Prab.g_00742	Prah.g_00747
OG0000629	Prab.g_00743	Prah.g_00750
OG0000630	Prab.g_00744	Prah.g_00751
OG0000631	Prab.g_00746	Prah.g_00754
OG0000632	Prab.g_00763	Prah.g_01043
OG0000633	Prab.g_00768	Prah.g_01447
OG0000634	Prab.g_00783	Prah.g_01543
OG0000635	Prab.g_00804	Prah.g_00788
OG0000636	Prab.g_00805	Prah.g_00787
OG0000637	Prab.g_00806	Prah.g_00786
OG0000638	Prab.g_00818	Prah.g_01946
OG0000639	Prab.g_00827	Prah.g_01802
OG0000640	Prab.g_00829	Prah.g_00755
OG0000641	Prab.g_00831	Prah.g_00758
OG0000642	Prab.g_00832	Prah.g_00759
OG0000643	Prab.g_00833	Prah.g_00760
OG0000644	Prab.g_00834	Prah.g_00673
OG0000645	Prab.g_00835	Prah.g_00672
OG0000646	Prab.g_00836	Prah.g_00671
OG0000647	Prab.g_00837	Prah.g_00670
OG0000648	Prab.g_00839	Prah.g_00668
OG0000649	Prab.g_00840	Prah.g_00667
OG0000650	Prab.g_00841	Prah.g_00666
OG0000651	Prab.g_00842	Prah.g_00665
OG0000652	Prab.g_00843	Prah.g_00664
OG0000653	Prab.g_00844	Prah.g_00663
OG0000654	Prab.g_00846	Prah.g_00661
OG0000655	Prab.g_00848	Prah.g_00659
OG0000656	Prab.g_00849	Prah.g_00658
OG0000657	Prab.g_00850	Prah.g_00657
OG0000658	Prab.g_00851	Prah.g_00656
OG0000659	Prab.g_00852	Prah.g_00655
OG0000660	Prab.g_00853	Prah.g_00654
OG0000661	Prab.g_00854	Prah.g_00652
OG0000662	Prab.g_00855	Prah.g_00650
OG0000663	Prab.g_00856	Prah.g_00649
OG0000664	Prab.g_00857	Prah.g_00648
OG0000665	Prab.g_00858	Prah.g_00647
OG0000666	Prab.g_00859	Prah.g_00646
OG0000667	Prab.g_00860	Prah.g_00645
OG0000668	Prab.g_00861	Prah.g_00644
OG0000669	Prab.g_00863	Prah.g_00640
OG0000670	Prab.g_00864	Prah.g_00639
OG0000671	Prab.g_00865	Prah.g_00638
OG0000672	Prab.g_00866	Prah.g_00637
OG0000673	Prab.g_00867	Prah.g_00636
OG0000674	Prab.g_00868	Prah.g_00635
OG0000675	Prab.g_00870	Prah.g_00609
OG0000676	Prab.g_00871	Prah.g_00608
OG0000677	Prab.g_00873	Prah.g_00605
OG0000678	Prab.g_00875	Prah.g_00603
OG0000679	Prab.g_00876	Prah.g_00601
OG0000680	Prab.g_00877	Prah.g_00600
OG0000681	Prab.g_00878	Prah.g_00599
OG0000682	Prab.g_00879	Prah.g_00598
OG0000683	Prab.g_00881	Prah.g_00596
OG0000684	Prab.g_00882	Prah.g_00595
OG0000685	Prab.g_00883	Prah.g_00594
OG0000686	Prab.g_00884	Prah.g_00593
OG0000687	Prab.g_00885	Prah.g_00592
OG0000688	Prab.g_00886	Prah.g_00591
OG0000689	Prab.g_00887	Prah.g_00589
OG0000690	Prab.g_00888	Prah.g_00588
OG0000691	Prab.g_00889	Prah.g_00587
OG0000692	Prab.g_00891	Prah.g_00575
OG0000693	Prab.g_00892	Prah.g_00574
OG0000694	Prab.g_00893	Prah.g_00572
OG0000695	Prab.g_00894	Prah.g_00568
OG0000696	Prab.g_00896	Prah.g_00566
OG0000697	Prab.g_00898	Prah.g_00564
OG0000698	Prab.g_00900	Prah.g_00743
OG0000699	Prab.g_00901	Prah.g_00866
OG0000700	Prab.g_01084	Prah.g_00850
OG0000701	Prab.g_01079	Prah.g_00192
OG0000702	Prab.g_01076	Prah.g_00558
OG0000703	Prab.g_01075	Prah.g_00740
OG0000704	Prab.g_01074	Prah.g_01212
OG0000705	Prab.g_01073	Prah.g_00739
OG0000706	Prab.g_01072	Prah.g_00738
OG0000707	Prab.g_01071	Prah.g_00736
OG0000708	Prab.g_01070	Prah.g_00735
OG0000709	Prab.g_01068	Prah.g_00733
OG0000710	Prab.g_01067	Prah.g_00732
OG0000711	Prab.g_01066	Prah.g_00731
OG0000712	Prab.g_01065	Prah.g_00730
OG0000713	Prab.g_01064	Prah.g_00729
OG0000714	Prab.g_01062	Prah.g_00726
OG0000715	Prab.g_01061	Prah.g_00724
OG0000716	Prab.g_01059	Prah.g_00721
OG0000717	Prab.g_01058	Prah.g_00718
OG0000718	Prab.g_01057	Prah.g_00715
OG0000719	Prab.g_01055	Prah.g_00702
OG0000720	Prab.g_01054	Prah.g_00701
OG0000721	Prab.g_01052	Prah.g_00699
OG0000722	Prab.g_01051	Prah.g_00698
OG0000723	Prab.g_01050	Prah.g_00697
OG0000724	Prab.g_01048	Prah.g_00683
OG0000725	Prab.g_01047	Prah.g_00684
OG0000726	Prab.g_01046	Prah.g_00685
OG0000727	Prab.g_01045	Prah.g_00686
OG0000728	Prab.g_01044	Prah.g_00687
OG0000729	Prab.g_01043	Prah.g_00689
OG0000730	Prab.g_01042	Prah.g_00692
OG0000731	Prab.g_01041	Prah.g_00681
OG0000732	Prab.g_01040	Prah.g_00680
OG0000733	Prab.g_01039	Prah.g_00679
OG0000734	Prab.g_01038	Prah.g_00678
OG0000735	Prab.g_01036	Prah.g_00677
OG0000736	Prab.g_01035	Prah.g_00675
OG0000737	Prab.g_01034	Prah.g_00674
OG0000738	Prab.g_01033	Prah.g_00761
OG0000739	Prab.g_01032	Prah.g_00762
OG0000740	Prab.g_01031	Prah.g_00763
OG0000741	Prab.g_01030	Prah.g_00765
OG0000742	Prab.g_01028	Prah.g_00767
OG0000743	Prab.g_01027	Prah.g_00768
OG0000744	Prab.g_01026	Prah.g_00770
OG0000745	Prab.g_01025	Prah.g_00771
OG0000746	Prab.g_01024	Prah.g_00772
OG0000747	Prab.g_01023	Prah.g_01178
OG0000748	Prab.g_01022	Prah.g_00780
OG0000749	Prab.g_01021	Prah.g_00781
OG0000750	Prab.g_01020	Prah.g_00783
OG0000751	Prab.g_01019	Prah.g_00784
OG0000752	Prab.g_01018	Prah.g_02517
OG0000753	Prab.g_01016	Prah.g_00789
OG0000754	Prab.g_01015	Prah.g_00790
OG0000755	Prab.g_01014	Prah.g_00791
OG0000756	Prab.g_01013	Prah.g_00793
OG0000757	Prab.g_01012	Prah.g_00794
OG0000758	Prab.g_01011	Prah.g_00795
OG0000759	Prab.g_01009	Prah.g_00800
OG0000760	Prab.g_01008	Prah.g_00801
OG0000761	Prab.g_01007	Prah.g_00803
OG0000762	Prab.g_01005	Prah.g_00806
OG0000763	Prab.g_01004	Prah.g_00808
OG0000764	Prab.g_01003	Prah.g_00810
OG0000765	Prab.g_01002	Prah.g_00811
OG0000766	Prab.g_01001	Prah.g_00812
OG0000767	Prab.g_00999	Prah.g_00814
OG0000768	Prab.g_00998	Prah.g_00815
OG0000769	Prab.g_00997	Prah.g_00816
OG0000770	Prab.g_00996	Prah.g_00817
OG0000771	Prab.g_00995	Prah.g_00818
OG0000772	Prab.g_00994	Prah.g_01131
OG0000773	Prab.g_00993	Prah.g_00821
OG0000774	Prab.g_00992	Prah.g_00824
OG0000775	Prab.g_00991	Prah.g_00826
OG0000776	Prab.g_00989	Prah.g_00828
OG0000777	Prab.g_00987	Prah.g_00829
OG0000778	Prab.g_00986	Prah.g_00830
OG0000779	Prab.g_00985	Prah.g_00833
OG0000780	Prab.g_00983	Prah.g_00835
OG0000781	Prab.g_00981	Prah.g_00839
OG0000782	Prab.g_00980	Prah.g_00840
OG0000783	Prab.g_00960	Prah.g_00846
OG0000784	Prab.g_00958	Prah.g_00848
OG0000785	Prab.g_00957	Prah.g_00849
OG0000786	Prab.g_00956	Prah.g_00851
OG0000787	Prab.g_00955	Prah.g_00852
OG0000788	Prab.g_00951	Prah.g_00858
OG0000789	Prab.g_00949	Prah.g_00861
OG0000790	Prab.g_00948	Prah.g_02518
OG0000791	Prab.g_00947	Prah.g_00862
OG0000792	Prab.g_00946	Prah.g_00863
OG0000793	Prab.g_00945	Prah.g_00864
OG0000794	Prab.g_00943	Prah.g_00867
OG0000795	Prab.g_00940	Prah.g_00903
OG0000796	Prab.g_00939	Prah.g_00904
OG0000797	Prab.g_00937	Prah.g_00907
OG0000798	Prab.g_00936	Prah.g_00908
OG0000799	Prab.g_00935	Prah.g_00909
OG0000800	Prab.g_00934	Prah.g_00910
OG0000801	Prab.g_00931	Prah.g_00913
OG0000802	Prab.g_00930	Prah.g_00914
OG0000803	Prab.g_00928	Prah.g_00919
OG0000804	Prab.g_00927	Prah.g_00920
OG0000805	Prab.g_00926	Prah.g_00921
OG0000806	Prab.g_00924	Prah.g_00922
OG0000807	Prab.g_01125	Prah.g_00893
OG0000808	Prab.g_01135	Prah.g_00539
OG0000809	Prab.g_01138	Prah.g_01601
OG0000810	Prab.g_01139	Prah.g_01176
OG0000811	Prab.g_01146	Prah.g_00133
OG0000812	Prab.g_01150	Prah.g_01942
OG0000813	Prab.g_01154	Prah.g_01932
OG0000814	Prab.g_01156	Prah.g_00383
OG0000815	Prab.g_01169	Prah.g_00521
OG0000816	Prab.g_01187	Prah.g_02532
OG0000817	Prab.g_01188	Prah.g_02525
OG0000818	Prab.g_01194	Prah.g_01803
OG0000819	Prab.g_01201	Prah.g_00378
OG0000820	Prab.g_01204	Prah.g_01905
OG0000821	Prab.g_01206	Prah.g_01340
OG0000822	Prab.g_01207	Prah.g_01339
OG0000823	Prab.g_01208	Prah.g_01338
OG0000824	Prab.g_01209	Prah.g_01337
OG0000825	Prab.g_01210	Prah.g_01336
OG0000826	Prab.g_01211	Prah.g_01335
OG0000827	Prab.g_01212	Prah.g_01331
OG0000828	Prab.g_01213	Prah.g_01329
OG0000829	Prab.g_01214	Prah.g_01328
OG0000830	Prab.g_01215	Prah.g_01325
OG0000831	Prab.g_01218	Prah.g_01323
OG0000832	Prab.g_01220	Prah.g_01321
OG0000833	Prab.g_01221	Prah.g_01320
OG0000834	Prab.g_01222	Prah.g_01318
OG0000835	Prab.g_01223	Prah.g_01317
OG0000836	Prab.g_01224	Prah.g_01316
OG0000837	Prab.g_01226	Prah.g_01307
OG0000838	Prab.g_01227	Prah.g_01305
OG0000839	Prab.g_01228	Prah.g_01304
OG0000840	Prab.g_01229	Prah.g_01303
OG0000841	Prab.g_01230	Prah.g_01302
OG0000842	Prab.g_01231	Prah.g_01298
OG0000843	Prab.g_01232	Prah.g_01297
OG0000844	Prab.g_01233	Prah.g_01296
OG0000845	Prab.g_01234	Prah.g_01295
OG0000846	Prab.g_01237	Prah.g_01292
OG0000847	Prab.g_01239	Prah.g_01291
OG0000848	Prab.g_01240	Prah.g_01262
OG0000849	Prab.g_01241	Prah.g_01259
OG0000850	Prab.g_01242	Prah.g_01258
OG0000851	Prab.g_01243	Prah.g_01255
OG0000852	Prab.g_01245	Prah.g_01253
OG0000853	Prab.g_01246	Prah.g_01251
OG0000854	Prab.g_01248	Prah.g_01249
OG0000855	Prab.g_01249	Prah.g_01248
OG0000856	Prab.g_01250	Prah.g_01247
OG0000857	Prab.g_01251	Prah.g_01246
OG0000858	Prab.g_01252	Prah.g_01245
OG0000859	Prab.g_01253	Prah.g_01244
OG0000860	Prab.g_01254	Prah.g_01243
OG0000861	Prab.g_01255	Prah.g_01263
OG0000862	Prab.g_01256	Prah.g_01264
OG0000863	Prab.g_01257	Prah.g_01265
OG0000864	Prab.g_01258	Prah.g_01266
OG0000865	Prab.g_01259	Prah.g_01268
OG0000866	Prab.g_01260	Prah.g_01272
OG0000867	Prab.g_01261	Prah.g_01273
OG0000868	Prab.g_01262	Prah.g_01275
OG0000869	Prab.g_01264	Prah.g_01278
OG0000870	Prab.g_01265	Prah.g_01279
OG0000871	Prab.g_01267	Prah.g_01282
OG0000872	Prab.g_01268	Prah.g_01283
OG0000873	Prab.g_01270	Prah.g_01285
OG0000874	Prab.g_01271	Prah.g_01286
OG0000875	Prab.g_01272	Prah.g_01289
OG0000876	Prab.g_01273	Prah.g_01290
OG0000877	Prab.g_01275	Prah.g_01239
OG0000878	Prab.g_01303	Prah.g_01610
OG0000879	Prab.g_01315	Prah.g_01349
OG0000880	Prab.g_01316	Prah.g_01350
OG0000881	Prab.g_01317	Prah.g_01351
OG0000882	Prab.g_01318	Prah.g_01353
OG0000883	Prab.g_01319	Prah.g_01355
OG0000884	Prab.g_01321	Prah.g_01357
OG0000885	Prab.g_01322	Prah.g_01358
OG0000886	Prab.g_01323	Prah.g_01359
OG0000887	Prab.g_01324	Prah.g_01360
OG0000888	Prab.g_01325	Prah.g_01361
OG0000889	Prab.g_01328	Prah.g_01365
OG0000890	Prab.g_01329	Prah.g_01368
OG0000891	Prab.g_01330	Prah.g_01369
OG0000892	Prab.g_01332	Prah.g_01372
OG0000893	Prab.g_01333	Prah.g_01373
OG0000894	Prab.g_01334	Prah.g_01374
OG0000895	Prab.g_01335	Prah.g_01375
OG0000896	Prab.g_01336	Prah.g_01376
OG0000897	Prab.g_01337	Prah.g_01377
OG0000898	Prab.g_01339	Prah.g_01380
OG0000899	Prab.g_01340	Prah.g_01381
OG0000900	Prab.g_01346	Prah.g_00327
OG0000901	Prab.g_01347	Prah.g_00323
OG0000902	Prab.g_01348	Prah.g_00224
OG0000903	Prab.g_01349	Prah.g_00571
OG0000904	Prab.g_01351	Prah.g_01183
OG0000905	Prab.g_01353	Prah.g_00918
OG0000906	Prab.g_01354	Prah.g_00895
OG0000907	Prab.g_01355	Prah.g_00560
OG0000908	Prab.g_01358	Prah.g_01663
OG0000909	Prab.g_01362	Prah.g_01577
OG0000910	Prab.g_01363	Prah.g_01578
OG0000911	Prab.g_01364	Prah.g_01579
OG0000912	Prab.g_01365	Prah.g_01580
OG0000913	Prab.g_01366	Prah.g_01581
OG0000914	Prab.g_01367	Prah.g_01582
OG0000915	Prab.g_01368	Prah.g_01583
OG0000916	Prab.g_01369	Prah.g_01584
OG0000917	Prab.g_01370	Prah.g_01586
OG0000918	Prab.g_01371	Prah.g_01587
OG0000919	Prab.g_01372	Prah.g_01588
OG0000920	Prab.g_01373	Prah.g_01589
OG0000921	Prab.g_01374	Prah.g_01590
OG0000922	Prab.g_01375	Prah.g_01591
OG0000923	Prab.g_01376	Prah.g_01592
OG0000924	Prab.g_01377	Prah.g_01593
OG0000925	Prab.g_01378	Prah.g_01594
OG0000926	Prab.g_01379	Prah.g_02242
OG0000927	Prab.g_01448	Prah.g_00435
OG0000928	Prab.g_01449	Prah.g_00434
OG0000929	Prab.g_01450	Prah.g_00433
OG0000930	Prab.g_01451	Prah.g_00428
OG0000931	Prab.g_01452	Prah.g_00427
OG0000932	Prab.g_01454	Prah.g_00423
OG0000933	Prab.g_01455	Prah.g_00421
OG0000934	Prab.g_01456	Prah.g_00420
OG0000935	Prab.g_01457	Prah.g_00419
OG0000936	Prab.g_01458	Prah.g_00418
OG0000937	Prab.g_01459	Prah.g_00417
OG0000938	Prab.g_01460	Prah.g_00415
OG0000939	Prab.g_01461	Prah.g_00414
OG0000940	Prab.g_01462	Prah.g_00412
OG0000941	Prab.g_01464	Prah.g_00410
OG0000942	Prab.g_01465	Prah.g_00409
OG0000943	Prab.g_01468	Prah.g_00406
OG0000944	Prab.g_01469	Prah.g_00403
OG0000945	Prab.g_01470	Prah.g_00402
OG0000946	Prab.g_01471	Prah.g_00401
OG0000947	Prab.g_01472	Prah.g_00400
OG0000948	Prab.g_01473	Prah.g_00399
OG0000949	Prab.g_01474	Prah.g_00398
OG0000950	Prab.g_01475	Prah.g_00397
OG0000951	Prab.g_01476	Prah.g_00396
OG0000952	Prab.g_01477	Prah.g_00395
OG0000953	Prab.g_01478	Prah.g_00394
OG0000954	Prab.g_01479	Prah.g_00391
OG0000955	Prab.g_01480	Prah.g_00390
OG0000956	Prab.g_01481	Prah.g_00389
OG0000957	Prab.g_01482	Prah.g_00388
OG0000958	Prab.g_01483	Prah.g_00386
OG0000959	Prab.g_01484	Prah.g_00385
OG0000960	Prab.g_01485	Prah.g_00384
OG0000961	Prab.g_01489	Prah.g_00379
OG0000962	Prab.g_01490	Prah.g_00376
OG0000963	Prab.g_01491	Prah.g_00374
OG0000964	Prab.g_01493	Prah.g_00371
OG0000965	Prab.g_01494	Prah.g_00370
OG0000966	Prab.g_01495	Prah.g_00369
OG0000967	Prab.g_01496	Prah.g_00368
OG0000968	Prab.g_01497	Prah.g_00367
OG0000969	Prab.g_01498	Prah.g_00366
OG0000970	Prab.g_01499	Prah.g_00365
OG0000971	Prab.g_01500	Prah.g_00364
OG0000972	Prab.g_01501	Prah.g_00363
OG0000973	Prab.g_01502	Prah.g_00362
OG0000974	Prab.g_01504	Prah.g_00360
OG0000975	Prab.g_01507	Prah.g_01217
OG0000976	Prab.g_01509	Prah.g_01605
OG0000977	Prab.g_01510	Prah.g_01615
OG0000978	Prab.g_01511	Prah.g_01617
OG0000979	Prab.g_01513	Prah.g_01619
OG0000980	Prab.g_01514	Prah.g_01620
OG0000981	Prab.g_01515	Prah.g_00538
OG0000982	Prab.g_01516	Prah.g_01621
OG0000983	Prab.g_01518	Prah.g_01623
OG0000984	Prab.g_01519	Prah.g_01624
OG0000985	Prab.g_01520	Prah.g_01625
OG0000986	Prab.g_01521	Prah.g_01627
OG0000987	Prab.g_01522	Prah.g_01628
OG0000988	Prab.g_01523	Prah.g_01631
OG0000989	Prab.g_01524	Prah.g_01632
OG0000990	Prab.g_01525	Prah.g_01633
OG0000991	Prab.g_01526	Prah.g_01634
OG0000992	Prab.g_01527	Prah.g_01635
OG0000993	Prab.g_01528	Prah.g_01636
OG0000994	Prab.g_01529	Prah.g_01637
OG0000995	Prab.g_01530	Prah.g_01639
OG0000996	Prab.g_01531	Prah.g_01640
OG0000997	Prab.g_01532	Prah.g_01641
OG0000998	Prab.g_01533	Prah.g_01642
OG0000999	Prab.g_01534	Prah.g_01643
OG0001000	Prab.g_01535	Prah.g_01644
OG0001001	Prab.g_01537	Prah.g_01645
OG0001002	Prab.g_01538	Prah.g_01648
OG0001003	Prab.g_01539	Prah.g_01649
OG0001004	Prab.g_01540	Prah.g_01791
OG0001005	Prab.g_01541	Prah.g_01651
OG0001006	Prab.g_01542	Prah.g_01652
OG0001007	Prab.g_01543	Prah.g_01653
OG0001008	Prab.g_01545	Prah.g_01655
OG0001009	Prab.g_01546	Prah.g_01656
OG0001010	Prab.g_01553	Prah.g_00541
OG0001011	Prab.g_01563	Prah.g_00515
OG0001012	Prab.g_01601	Prah.g_00651
OG0001013	Prab.g_01663	Prah.g_01667
OG0001014	Prab.g_01664	Prah.g_01668
OG0001015	Prab.g_01670	Prah.g_01677
OG0001016	Prab.g_01671	Prah.g_01678
OG0001017	Prab.g_01672	Prah.g_01679
OG0001018	Prab.g_01673	Prah.g_01681
OG0001019	Prab.g_01675	Prah.g_01685
OG0001020	Prab.g_01676	Prah.g_01687
OG0001021	Prab.g_01677	Prah.g_01688
OG0001022	Prab.g_01678	Prah.g_01689
OG0001023	Prab.g_01679	Prah.g_01690
OG0001024	Prab.g_01680	Prah.g_01692
OG0001025	Prab.g_01681	Prah.g_01693
OG0001026	Prab.g_01683	Prah.g_01694
OG0001027	Prab.g_01684	Prah.g_01695
OG0001028	Prab.g_01685	Prah.g_01696
OG0001029	Prab.g_01686	Prah.g_01697
OG0001030	Prab.g_01687	Prah.g_01698
OG0001031	Prab.g_01688	Prah.g_01699
OG0001032	Prab.g_01689	Prah.g_01700
OG0001033	Prab.g_01690	Prah.g_01701
OG0001034	Prab.g_01691	Prah.g_01703
OG0001035	Prab.g_01693	Prah.g_01705
OG0001036	Prab.g_01694	Prah.g_01707
OG0001037	Prab.g_01695	Prah.g_01709
OG0001038	Prab.g_01696	Prah.g_01710
OG0001039	Prab.g_01697	Prah.g_01711
OG0001040	Prab.g_01698	Prah.g_01713
OG0001041	Prab.g_01699	Prah.g_01714
OG0001042	Prab.g_01700	Prah.g_01716
OG0001043	Prab.g_01701	Prah.g_01717
OG0001044	Prab.g_01702	Prah.g_01718
OG0001045	Prab.g_01703	Prah.g_01719
OG0001046	Prab.g_01704	Prah.g_01720
OG0001047	Prab.g_01707	Prah.g_01727
OG0001048	Prab.g_01709	Prah.g_01729
OG0001049	Prab.g_01710	Prah.g_01730
OG0001050	Prab.g_01711	Prah.g_01731
OG0001051	Prab.g_01712	Prah.g_01732
OG0001052	Prab.g_01713	Prah.g_01733
OG0001053	Prab.g_01714	Prah.g_01736
OG0001054	Prab.g_01716	Prah.g_01738
OG0001055	Prab.g_01717	Prah.g_01739
OG0001056	Prab.g_01718	Prah.g_01740
OG0001057	Prab.g_01719	Prah.g_01741
OG0001058	Prab.g_01720	Prah.g_01742
OG0001059	Prab.g_01721	Prah.g_01743
OG0001060	Prab.g_01722	Prah.g_01744
OG0001061	Prab.g_01723	Prah.g_01745
OG0001062	Prab.g_01724	Prah.g_01759
OG0001063	Prab.g_01725	Prah.g_01760
OG0001064	Prab.g_01727	Prah.g_01762
OG0001065	Prab.g_01731	Prah.g_02073
OG0001066	Prab.g_01732	Prah.g_02071
OG0001067	Prab.g_01733	Prah.g_02070
OG0001068	Prab.g_01735	Prah.g_02067
OG0001069	Prab.g_01736	Prah.g_02066
OG0001070	Prab.g_01737	Prah.g_02065
OG0001071	Prab.g_01738	Prah.g_02064
OG0001072	Prab.g_01739	Prah.g_02063
OG0001073	Prab.g_01740	Prah.g_02062
OG0001074	Prab.g_01741	Prah.g_02061
OG0001075	Prab.g_01742	Prah.g_02060
OG0001076	Prab.g_01743	Prah.g_02059
OG0001077	Prab.g_01744	Prah.g_02058
OG0001078	Prab.g_01745	Prah.g_02056
OG0001079	Prab.g_01746	Prah.g_02055
OG0001080	Prab.g_01747	Prah.g_02054
OG0001081	Prab.g_01750	Prah.g_02041
OG0001082	Prab.g_01751	Prah.g_02042
OG0001083	Prab.g_01752	Prah.g_02046
OG0001084	Prab.g_01753	Prah.g_02044
OG0001085	Prab.g_01754	Prah.g_02043
OG0001086	Prab.g_01755	Prah.g_02047
OG0001087	Prab.g_01756	Prah.g_02048
OG0001088	Prab.g_01757	Prah.g_02050
OG0001089	Prab.g_01760	Prah.g_02039
OG0001090	Prab.g_01762	Prah.g_02037
OG0001091	Prab.g_01763	Prah.g_02036
OG0001092	Prab.g_01764	Prah.g_02035
OG0001093	Prab.g_01765	Prah.g_02034
OG0001094	Prab.g_01766	Prah.g_02033
OG0001095	Prab.g_01767	Prah.g_02032
OG0001096	Prab.g_01768	Prah.g_02031
OG0001097	Prab.g_01769	Prah.g_02030
OG0001098	Prab.g_01770	Prah.g_02029
OG0001099	Prab.g_01771	Prah.g_02028
OG0001100	Prab.g_01772	Prah.g_02027
OG0001101	Prab.g_01773	Prah.g_02026
OG0001102	Prab.g_01774	Prah.g_02025
OG0001103	Prab.g_01775	Prah.g_02024
OG0001104	Prab.g_01776	Prah.g_02023
OG0001105	Prab.g_01777	Prah.g_02022
OG0001106	Prab.g_01778	Prah.g_02021
OG0001107	Prab.g_01779	Prah.g_02020
OG0001108	Prab.g_01780	Prah.g_02019
OG0001109	Prab.g_01781	Prah.g_02018
OG0001110	Prab.g_01782	Prah.g_02017
OG0001111	Prab.g_01783	Prah.g_02016
OG0001112	Prab.g_01784	Prah.g_02015
OG0001113	Prab.g_01785	Prah.g_02014
OG0001114	Prab.g_01786	Prah.g_02013
OG0001115	Prab.g_01787	Prah.g_02012
OG0001116	Prab.g_01788	Prah.g_02011
OG0001117	Prab.g_01789	Prah.g_02010
OG0001118	Prab.g_01790	Prah.g_02009
OG0001119	Prab.g_01791	Prah.g_02008
OG0001120	Prab.g_01792	Prah.g_02007
OG0001121	Prab.g_01794	Prah.g_02004
OG0001122	Prab.g_01795	Prah.g_02003
OG0001123	Prab.g_01796	Prah.g_02002
OG0001124	Prab.g_01798	Prah.g_02000
OG0001125	Prab.g_01800	Prah.g_01998
OG0001126	Prab.g_01801	Prah.g_01997
OG0001127	Prab.g_01803	Prah.g_01994
OG0001128	Prab.g_01804	Prah.g_01993
OG0001129	Prab.g_01805	Prah.g_01991
OG0001130	Prab.g_01808	Prah.g_01988
OG0001131	Prab.g_01809	Prah.g_01987
OG0001132	Prab.g_01810	Prah.g_01986
OG0001133	Prab.g_01811	Prah.g_01985
OG0001134	Prab.g_01812	Prah.g_01984
OG0001135	Prab.g_01813	Prah.g_01983
OG0001136	Prab.g_01814	Prah.g_01982
OG0001137	Prab.g_01815	Prah.g_01981
OG0001138	Prab.g_01816	Prah.g_01980
OG0001139	Prab.g_01817	Prah.g_01978
OG0001140	Prab.g_01818	Prah.g_01977
OG0001141	Prab.g_01819	Prah.g_01976
OG0001142	Prab.g_01822	Prah.g_01966
OG0001143	Prab.g_01823	Prah.g_01965
OG0001144	Prab.g_01824	Prah.g_01963
OG0001145	Prab.g_01825	Prah.g_01962
OG0001146	Prab.g_01826	Prah.g_01961
OG0001147	Prab.g_01827	Prah.g_01960
OG0001148	Prab.g_01828	Prah.g_01958
OG0001149	Prab.g_01830	Prah.g_02224
OG0001150	Prab.g_01831	Prah.g_02227
OG0001151	Prab.g_01833	Prah.g_02231
OG0001152	Prab.g_01834	Prah.g_02232
OG0001153	Prab.g_01835	Prah.g_02234
OG0001154	Prab.g_01836	Prah.g_02236
OG0001155	Prab.g_01838	Prah.g_02239
OG0001156	Prab.g_01840	Prah.g_02241
OG0001157	Prab.g_01841	Prah.g_02243
OG0001158	Prab.g_01843	Prah.g_02245
OG0001159	Prab.g_01844	Prah.g_02246
OG0001160	Prab.g_01845	Prah.g_02247
OG0001161	Prab.g_01846	Prah.g_00168
OG0001162	Prab.g_01847	Prah.g_00167
OG0001163	Prab.g_01848	Prah.g_00166
OG0001164	Prab.g_01849	Prah.g_00165
OG0001165	Prab.g_01850	Prah.g_00164
OG0001166	Prab.g_01851	Prah.g_00163
OG0001167	Prab.g_01852	Prah.g_00156
OG0001168	Prab.g_01853	Prah.g_00155
OG0001169	Prab.g_01854	Prah.g_00154
OG0001170	Prab.g_01855	Prah.g_00152
OG0001171	Prab.g_01856	Prah.g_00151
OG0001172	Prab.g_01858	Prah.g_00149
OG0001173	Prab.g_01860	Prah.g_00146
