Orthogroup	Prab	Pram
OG0000589	Prab.g_00676	Pram.g_00761
OG0000590	Prab.g_00678	Pram.g_00763
OG0000591	Prab.g_00684	Pram.g_00769
OG0000592	Prab.g_00685	Pram.g_00770
OG0000593	Prab.g_00686	Pram.g_00771
OG0000594	Prab.g_00688	Pram.g_00774
OG0000595	Prab.g_00689	Pram.g_00775
OG0000596	Prab.g_00690	Pram.g_00776
OG0000597	Prab.g_00692	Pram.g_00778
OG0000598	Prab.g_00693	Pram.g_00779
OG0000599	Prab.g_00694	Pram.g_00780
OG0000600	Prab.g_00695	Pram.g_00781
OG0000601	Prab.g_00697	Pram.g_00784
OG0000602	Prab.g_00698	Pram.g_00785
OG0000603	Prab.g_00699	Pram.g_00786
OG0000604	Prab.g_00700	Pram.g_00789
OG0000605	Prab.g_00701	Pram.g_00790
OG0000606	Prab.g_00702	Pram.g_00791
OG0000607	Prab.g_00704	Pram.g_00793
OG0000608	Prab.g_00705	Pram.g_00795
OG0000609	Prab.g_00711	Pram.g_01927
OG0000610	Prab.g_00712	Pram.g_00720
OG0000611	Prab.g_00724	Pram.g_00802
OG0000612	Prab.g_00725	Pram.g_00803
OG0000613	Prab.g_00726	Pram.g_01027
OG0000614	Prab.g_00727	Pram.g_01026
OG0000615	Prab.g_00729	Pram.g_01024
OG0000616	Prab.g_00730	Pram.g_01023
OG0000617	Prab.g_00731	Pram.g_01022
OG0000618	Prab.g_00732	Pram.g_01021
OG0000619	Prab.g_00733	Pram.g_01020
OG0000620	Prab.g_00734	Pram.g_01019
OG0000621	Prab.g_00735	Pram.g_01018
OG0000622	Prab.g_00736	Pram.g_01017
OG0000623	Prab.g_00737	Pram.g_01016
OG0000624	Prab.g_00738	Pram.g_01014
OG0000625	Prab.g_00739	Pram.g_01013
OG0000626	Prab.g_00740	Pram.g_01012
OG0000627	Prab.g_00741	Pram.g_01011
OG0000628	Prab.g_00742	Pram.g_01010
OG0000629	Prab.g_00743	Pram.g_01008
OG0000630	Prab.g_00744	Pram.g_01007
OG0000631	Prab.g_00746	Pram.g_01005
OG0000632	Prab.g_00763	Pram.g_01004
OG0000633	Prab.g_00768	Pram.g_01539
OG0000634	Prab.g_00783	Pram.g_01534
OG0000635	Prab.g_00804	Pram.g_00935
OG0000636	Prab.g_00805	Pram.g_00934
OG0000637	Prab.g_00806	Pram.g_00933
OG0000638	Prab.g_00818	Pram.g_00325
OG0000639	Prab.g_00827	Pram.g_00908
OG0000640	Prab.g_00829	Pram.g_00911
OG0000641	Prab.g_00831	Pram.g_00913
OG0000642	Prab.g_00832	Pram.g_00914
OG0000643	Prab.g_00833	Pram.g_00915
OG0000644	Prab.g_00834	Pram.g_01028
OG0000645	Prab.g_00835	Pram.g_00804
OG0000646	Prab.g_00836	Pram.g_00805
OG0000647	Prab.g_00837	Pram.g_00806
OG0000648	Prab.g_00839	Pram.g_00808
OG0000649	Prab.g_00840	Pram.g_00809
OG0000650	Prab.g_00841	Pram.g_00810
OG0000651	Prab.g_00842	Pram.g_00811
OG0000652	Prab.g_00843	Pram.g_00812
OG0000653	Prab.g_00844	Pram.g_00813
OG0000654	Prab.g_00846	Pram.g_00815
OG0000655	Prab.g_00848	Pram.g_00817
OG0000656	Prab.g_00849	Pram.g_00818
OG0000657	Prab.g_00850	Pram.g_00819
OG0000658	Prab.g_00851	Pram.g_00820
OG0000659	Prab.g_00852	Pram.g_00821
OG0000660	Prab.g_00853	Pram.g_00822
OG0000661	Prab.g_00854	Pram.g_00823
OG0000662	Prab.g_00855	Pram.g_00825
OG0000663	Prab.g_00856	Pram.g_00826
OG0000664	Prab.g_00857	Pram.g_00827
OG0000665	Prab.g_00858	Pram.g_00828
OG0000666	Prab.g_00859	Pram.g_00829
OG0000667	Prab.g_00860	Pram.g_00830
OG0000668	Prab.g_00861	Pram.g_00831
OG0000669	Prab.g_00863	Pram.g_00833
OG0000670	Prab.g_00864	Pram.g_00834
OG0000671	Prab.g_00865	Pram.g_00835
OG0000672	Prab.g_00866	Pram.g_00836
OG0000673	Prab.g_00867	Pram.g_00837
OG0000674	Prab.g_00868	Pram.g_00838
OG0000675	Prab.g_00870	Pram.g_00839
OG0000676	Prab.g_00871	Pram.g_00840
OG0000677	Prab.g_00873	Pram.g_00843
OG0000678	Prab.g_00875	Pram.g_00845
OG0000679	Prab.g_00876	Pram.g_00847
OG0000680	Prab.g_00877	Pram.g_00848
OG0000681	Prab.g_00878	Pram.g_00849
OG0000682	Prab.g_00879	Pram.g_00850
OG0000683	Prab.g_00881	Pram.g_00852
OG0000684	Prab.g_00882	Pram.g_00853
OG0000685	Prab.g_00883	Pram.g_00854
OG0000686	Prab.g_00884	Pram.g_00855
OG0000687	Prab.g_00885	Pram.g_00857
OG0000688	Prab.g_00886	Pram.g_00858
OG0000689	Prab.g_00887	Pram.g_00859
OG0000690	Prab.g_00888	Pram.g_00860
OG0000691	Prab.g_00889	Pram.g_00861
OG0000692	Prab.g_00891	Pram.g_00865
OG0000693	Prab.g_00892	Pram.g_00866
OG0000694	Prab.g_00893	Pram.g_00867
OG0000695	Prab.g_00894	Pram.g_00868
OG0000696	Prab.g_00896	Pram.g_00870
OG0000697	Prab.g_00898	Pram.g_00872
OG0000698	Prab.g_00900	Pram.g_00876
OG0000699	Prab.g_00901	Pram.g_00877
OG0000700	Prab.g_01084	Pram.g_00713
OG0000701	Prab.g_01079	Pram.g_00717
OG0000702	Prab.g_01076	Pram.g_00724
OG0000703	Prab.g_01075	Pram.g_00726
OG0000704	Prab.g_01074	Pram.g_00727
OG0000705	Prab.g_01073	Pram.g_00728
OG0000706	Prab.g_01072	Pram.g_00729
OG0000707	Prab.g_01071	Pram.g_00731
OG0000708	Prab.g_01070	Pram.g_00732
OG0000709	Prab.g_01068	Pram.g_00734
OG0000710	Prab.g_01067	Pram.g_00735
OG0000711	Prab.g_01066	Pram.g_00736
OG0000712	Prab.g_01065	Pram.g_00737
OG0000713	Prab.g_01064	Pram.g_00738
OG0000714	Prab.g_01062	Pram.g_00740
OG0000715	Prab.g_01061	Pram.g_00741
OG0000716	Prab.g_01059	Pram.g_00743
OG0000717	Prab.g_01058	Pram.g_00744
OG0000718	Prab.g_01057	Pram.g_00745
OG0000719	Prab.g_01055	Pram.g_00747
OG0000720	Prab.g_01054	Pram.g_00748
OG0000721	Prab.g_01052	Pram.g_00751
OG0000722	Prab.g_01051	Pram.g_00752
OG0000723	Prab.g_01050	Pram.g_00753
OG0000724	Prab.g_01048	Pram.g_00754
OG0000725	Prab.g_01047	Pram.g_00755
OG0000726	Prab.g_01046	Pram.g_00756
OG0000727	Prab.g_01045	Pram.g_00757
OG0000728	Prab.g_01044	Pram.g_00758
OG0000729	Prab.g_01043	Pram.g_00759
OG0000730	Prab.g_01042	Pram.g_01038
OG0000731	Prab.g_01041	Pram.g_01036
OG0000732	Prab.g_01040	Pram.g_01035
OG0000733	Prab.g_01039	Pram.g_01034
OG0000734	Prab.g_01038	Pram.g_01033
OG0000735	Prab.g_01036	Pram.g_01031
OG0000736	Prab.g_01035	Pram.g_01030
OG0000737	Prab.g_01034	Pram.g_01029
OG0000738	Prab.g_01033	Pram.g_00916
OG0000739	Prab.g_01032	Pram.g_00917
OG0000740	Prab.g_01031	Pram.g_00918
OG0000741	Prab.g_01030	Pram.g_00919
OG0000742	Prab.g_01028	Pram.g_00921
OG0000743	Prab.g_01027	Pram.g_00922
OG0000744	Prab.g_01026	Pram.g_00923
OG0000745	Prab.g_01025	Pram.g_00924
OG0000746	Prab.g_01024	Pram.g_00925
OG0000747	Prab.g_01023	Pram.g_00926
OG0000748	Prab.g_01022	Pram.g_00927
OG0000749	Prab.g_01021	Pram.g_00928
OG0000750	Prab.g_01020	Pram.g_00930
OG0000751	Prab.g_01019	Pram.g_00931
OG0000752	Prab.g_01018	Pram.g_00988
OG0000753	Prab.g_01016	Pram.g_00936
OG0000754	Prab.g_01015	Pram.g_00937
OG0000755	Prab.g_01014	Pram.g_00938
OG0000756	Prab.g_01013	Pram.g_00940
OG0000757	Prab.g_01012	Pram.g_00941
OG0000758	Prab.g_01011	Pram.g_00942
OG0000759	Prab.g_01009	Pram.g_00944
OG0000760	Prab.g_01008	Pram.g_00945
OG0000761	Prab.g_01007	Pram.g_00946
OG0000762	Prab.g_01005	Pram.g_00948
OG0000763	Prab.g_01004	Pram.g_00949
OG0000764	Prab.g_01003	Pram.g_00950
OG0000765	Prab.g_01002	Pram.g_00951
OG0000766	Prab.g_01001	Pram.g_00952
OG0000767	Prab.g_00999	Pram.g_00954
OG0000768	Prab.g_00998	Pram.g_00955
OG0000769	Prab.g_00997	Pram.g_00956
OG0000770	Prab.g_00996	Pram.g_00957
OG0000771	Prab.g_00995	Pram.g_00958
OG0000772	Prab.g_00994	Pram.g_01199
OG0000773	Prab.g_00993	Pram.g_00959
OG0000774	Prab.g_00992	Pram.g_00960
OG0000775	Prab.g_00991	Pram.g_00961
OG0000776	Prab.g_00989	Pram.g_00963
OG0000777	Prab.g_00987	Pram.g_00964
OG0000778	Prab.g_00986	Pram.g_00965
OG0000779	Prab.g_00985	Pram.g_00966
OG0000780	Prab.g_00983	Pram.g_00968
OG0000781	Prab.g_00981	Pram.g_00970
OG0000782	Prab.g_00980	Pram.g_00971
OG0000783	Prab.g_00960	Pram.g_00973
OG0000784	Prab.g_00958	Pram.g_00975
OG0000785	Prab.g_00957	Pram.g_00976
OG0000786	Prab.g_00956	Pram.g_00977
OG0000787	Prab.g_00955	Pram.g_00978
OG0000788	Prab.g_00951	Pram.g_00983
OG0000789	Prab.g_00949	Pram.g_00986
OG0000790	Prab.g_00948	Pram.g_00987
OG0000791	Prab.g_00947	Pram.g_00990
OG0000792	Prab.g_00946	Pram.g_00991
OG0000793	Prab.g_00945	Pram.g_00992
OG0000794	Prab.g_00943	Pram.g_00995
OG0000795	Prab.g_00940	Pram.g_00899
OG0000796	Prab.g_00939	Pram.g_00898
OG0000797	Prab.g_00937	Pram.g_00896
OG0000798	Prab.g_00936	Pram.g_00895
OG0000799	Prab.g_00935	Pram.g_00894
OG0000800	Prab.g_00934	Pram.g_00893
OG0000801	Prab.g_00931	Pram.g_00890
OG0000802	Prab.g_00930	Pram.g_00889
OG0000803	Prab.g_00928	Pram.g_00887
OG0000804	Prab.g_00927	Pram.g_00886
OG0000805	Prab.g_00926	Pram.g_00885
OG0000806	Prab.g_00924	Pram.g_00883
OG0000807	Prab.g_01125	Pram.g_00356
OG0000808	Prab.g_01135	Pram.g_00683
OG0000809	Prab.g_01138	Pram.g_01188
OG0000810	Prab.g_01139	Pram.g_00579
OG0000811	Prab.g_01146	Pram.g_01208
OG0000812	Prab.g_01150	Pram.g_01182
OG0000813	Prab.g_01154	Pram.g_00335
OG0000814	Prab.g_01156	Pram.g_01201
OG0000815	Prab.g_01169	Pram.g_01469
OG0000816	Prab.g_01187	Pram.g_01547
OG0000817	Prab.g_01188	Pram.g_01548
OG0000818	Prab.g_01194	Pram.g_00690
OG0000819	Prab.g_01201	Pram.g_01162
OG0000820	Prab.g_01204	Pram.g_01156
OG0000821	Prab.g_01206	Pram.g_01154
OG0000822	Prab.g_01207	Pram.g_01153
OG0000823	Prab.g_01208	Pram.g_01152
OG0000824	Prab.g_01209	Pram.g_01151
OG0000825	Prab.g_01210	Pram.g_01150
OG0000826	Prab.g_01211	Pram.g_01149
OG0000827	Prab.g_01212	Pram.g_01148
OG0000828	Prab.g_01213	Pram.g_01147
OG0000829	Prab.g_01214	Pram.g_01146
OG0000830	Prab.g_01215	Pram.g_01144
OG0000831	Prab.g_01218	Pram.g_01141
OG0000832	Prab.g_01220	Pram.g_01139
OG0000833	Prab.g_01221	Pram.g_01137
OG0000834	Prab.g_01222	Pram.g_01136
OG0000835	Prab.g_01223	Pram.g_01135
OG0000836	Prab.g_01224	Pram.g_01134
OG0000837	Prab.g_01226	Pram.g_01131
OG0000838	Prab.g_01227	Pram.g_01130
OG0000839	Prab.g_01228	Pram.g_01129
OG0000840	Prab.g_01229	Pram.g_01128
OG0000841	Prab.g_01230	Pram.g_01127
OG0000842	Prab.g_01231	Pram.g_01125
OG0000843	Prab.g_01232	Pram.g_01124
OG0000844	Prab.g_01233	Pram.g_01123
OG0000845	Prab.g_01234	Pram.g_01122
OG0000846	Prab.g_01237	Pram.g_01119
OG0000847	Prab.g_01239	Pram.g_01118
OG0000848	Prab.g_01240	Pram.g_01117
OG0000849	Prab.g_01241	Pram.g_01114
OG0000850	Prab.g_01242	Pram.g_01113
OG0000851	Prab.g_01243	Pram.g_01111
OG0000852	Prab.g_01245	Pram.g_01109
OG0000853	Prab.g_01246	Pram.g_01107
OG0000854	Prab.g_01248	Pram.g_01105
OG0000855	Prab.g_01249	Pram.g_01104
OG0000856	Prab.g_01250	Pram.g_01103
OG0000857	Prab.g_01251	Pram.g_01102
OG0000858	Prab.g_01252	Pram.g_01101
OG0000859	Prab.g_01253	Pram.g_01100
OG0000860	Prab.g_01254	Pram.g_01099
OG0000861	Prab.g_01255	Pram.g_01098
OG0000862	Prab.g_01256	Pram.g_01097
OG0000863	Prab.g_01257	Pram.g_01096
OG0000864	Prab.g_01258	Pram.g_01095
OG0000865	Prab.g_01259	Pram.g_01094
OG0000866	Prab.g_01260	Pram.g_01093
OG0000867	Prab.g_01261	Pram.g_01092
OG0000868	Prab.g_01262	Pram.g_01091
OG0000869	Prab.g_01264	Pram.g_01089
OG0000870	Prab.g_01265	Pram.g_01088
OG0000871	Prab.g_01267	Pram.g_01087
OG0000872	Prab.g_01268	Pram.g_01086
OG0000873	Prab.g_01270	Pram.g_01084
OG0000874	Prab.g_01271	Pram.g_01083
OG0000875	Prab.g_01272	Pram.g_01082
OG0000876	Prab.g_01273	Pram.g_01081
OG0000877	Prab.g_01275	Pram.g_00570
OG0000878	Prab.g_01303	Pram.g_01569
OG0000879	Prab.g_01315	Pram.g_01219
OG0000880	Prab.g_01316	Pram.g_01220
OG0000881	Prab.g_01317	Pram.g_01221
OG0000882	Prab.g_01318	Pram.g_01222
OG0000883	Prab.g_01319	Pram.g_01223
OG0000884	Prab.g_01321	Pram.g_01225
OG0000885	Prab.g_01322	Pram.g_01226
OG0000886	Prab.g_01323	Pram.g_01227
OG0000887	Prab.g_01324	Pram.g_01228
OG0000888	Prab.g_01325	Pram.g_01229
OG0000889	Prab.g_01328	Pram.g_01232
OG0000890	Prab.g_01329	Pram.g_01233
OG0000891	Prab.g_01330	Pram.g_01234
OG0000892	Prab.g_01332	Pram.g_01236
OG0000893	Prab.g_01333	Pram.g_01237
OG0000894	Prab.g_01334	Pram.g_01238
OG0000895	Prab.g_01335	Pram.g_01239
OG0000896	Prab.g_01336	Pram.g_01240
OG0000897	Prab.g_01337	Pram.g_01241
OG0000898	Prab.g_01339	Pram.g_01244
OG0000899	Prab.g_01340	Pram.g_01245
OG0000900	Prab.g_01346	Pram.g_01478
OG0000901	Prab.g_01347	Pram.g_01475
OG0000902	Prab.g_01348	Pram.g_01271
OG0000903	Prab.g_01349	Pram.g_01198
OG0000904	Prab.g_01351	Pram.g_01281
OG0000905	Prab.g_01353	Pram.g_01183
OG0000906	Prab.g_01354	Pram.g_01165
OG0000907	Prab.g_01355	Pram.g_00874
OG0000908	Prab.g_01358	Pram.g_01542
OG0000909	Prab.g_01362	Pram.g_01466
OG0000910	Prab.g_01363	Pram.g_01465
OG0000911	Prab.g_01364	Pram.g_01464
OG0000912	Prab.g_01365	Pram.g_01463
OG0000913	Prab.g_01366	Pram.g_01462
OG0000914	Prab.g_01367	Pram.g_01461
OG0000915	Prab.g_01368	Pram.g_01460
OG0000916	Prab.g_01369	Pram.g_01458
OG0000917	Prab.g_01370	Pram.g_01457
OG0000918	Prab.g_01371	Pram.g_01456
OG0000919	Prab.g_01372	Pram.g_01455
OG0000920	Prab.g_01373	Pram.g_01454
OG0000921	Prab.g_01374	Pram.g_01453
OG0000922	Prab.g_01375	Pram.g_01452
OG0000923	Prab.g_01376	Pram.g_01451
OG0000924	Prab.g_01377	Pram.g_01450
OG0000925	Prab.g_01378	Pram.g_01449
OG0000926	Prab.g_01379	Pram.g_01815
OG0000927	Prab.g_01448	Pram.g_01398
OG0000928	Prab.g_01449	Pram.g_01397
OG0000929	Prab.g_01450	Pram.g_01396
OG0000930	Prab.g_01451	Pram.g_01395
OG0000931	Prab.g_01452	Pram.g_01394
OG0000932	Prab.g_01454	Pram.g_01392
OG0000933	Prab.g_01455	Pram.g_01391
OG0000934	Prab.g_01456	Pram.g_01390
OG0000935	Prab.g_01457	Pram.g_01389
OG0000936	Prab.g_01458	Pram.g_01388
OG0000937	Prab.g_01459	Pram.g_01387
OG0000938	Prab.g_01460	Pram.g_01386
OG0000939	Prab.g_01461	Pram.g_01385
OG0000940	Prab.g_01462	Pram.g_01384
OG0000941	Prab.g_01464	Pram.g_01383
OG0000942	Prab.g_01465	Pram.g_01382
OG0000943	Prab.g_01468	Pram.g_01376
OG0000944	Prab.g_01469	Pram.g_01375
OG0000945	Prab.g_01470	Pram.g_01374
OG0000946	Prab.g_01471	Pram.g_01373
OG0000947	Prab.g_01472	Pram.g_01372
OG0000948	Prab.g_01473	Pram.g_01371
OG0000949	Prab.g_01474	Pram.g_01370
OG0000950	Prab.g_01475	Pram.g_01369
OG0000951	Prab.g_01476	Pram.g_01368
OG0000952	Prab.g_01477	Pram.g_01367
OG0000953	Prab.g_01478	Pram.g_01366
OG0000954	Prab.g_01479	Pram.g_01365
OG0000955	Prab.g_01480	Pram.g_01364
OG0000956	Prab.g_01481	Pram.g_01363
OG0000957	Prab.g_01482	Pram.g_01362
OG0000958	Prab.g_01483	Pram.g_01361
OG0000959	Prab.g_01484	Pram.g_01360
OG0000960	Prab.g_01485	Pram.g_01359
OG0000961	Prab.g_01489	Pram.g_01355
OG0000962	Prab.g_01490	Pram.g_01354
OG0000963	Prab.g_01491	Pram.g_01353
OG0000964	Prab.g_01493	Pram.g_01351
OG0000965	Prab.g_01494	Pram.g_01350
OG0000966	Prab.g_01495	Pram.g_01349
OG0000967	Prab.g_01496	Pram.g_01348
OG0000968	Prab.g_01497	Pram.g_01347
OG0000969	Prab.g_01498	Pram.g_01346
OG0000970	Prab.g_01499	Pram.g_01345
OG0000971	Prab.g_01500	Pram.g_01344
OG0000972	Prab.g_01501	Pram.g_01343
OG0000973	Prab.g_01502	Pram.g_01342
OG0000974	Prab.g_01504	Pram.g_01340
OG0000975	Prab.g_01507	Pram.g_01333
OG0000976	Prab.g_01509	Pram.g_01331
OG0000977	Prab.g_01510	Pram.g_01330
OG0000978	Prab.g_01511	Pram.g_01328
OG0000979	Prab.g_01513	Pram.g_01326
OG0000980	Prab.g_01514	Pram.g_01325
OG0000981	Prab.g_01515	Pram.g_01324
OG0000982	Prab.g_01516	Pram.g_01323
OG0000983	Prab.g_01518	Pram.g_01321
OG0000984	Prab.g_01519	Pram.g_01320
OG0000985	Prab.g_01520	Pram.g_01319
OG0000986	Prab.g_01521	Pram.g_01318
OG0000987	Prab.g_01522	Pram.g_01317
OG0000988	Prab.g_01523	Pram.g_01315
OG0000989	Prab.g_01524	Pram.g_01314
OG0000990	Prab.g_01525	Pram.g_01313
OG0000991	Prab.g_01526	Pram.g_01312
OG0000992	Prab.g_01527	Pram.g_01311
OG0000993	Prab.g_01528	Pram.g_01310
OG0000994	Prab.g_01529	Pram.g_01309
OG0000995	Prab.g_01530	Pram.g_01308
OG0000996	Prab.g_01531	Pram.g_01307
OG0000997	Prab.g_01532	Pram.g_01306
OG0000998	Prab.g_01533	Pram.g_01305
OG0000999	Prab.g_01534	Pram.g_01304
OG0001000	Prab.g_01535	Pram.g_01303
OG0001001	Prab.g_01537	Pram.g_01301
OG0001002	Prab.g_01538	Pram.g_01300
OG0001003	Prab.g_01539	Pram.g_01299
OG0001004	Prab.g_01540	Pram.g_01298
OG0001005	Prab.g_01541	Pram.g_01296
OG0001006	Prab.g_01542	Pram.g_01295
OG0001007	Prab.g_01543	Pram.g_01294
OG0001008	Prab.g_01545	Pram.g_01292
OG0001009	Prab.g_01546	Pram.g_01291
OG0001010	Prab.g_01553	Pram.g_01577
OG0001011	Prab.g_01563	Pram.g_00567
OG0001012	Prab.g_01601	Pram.g_00824
OG0001013	Prab.g_01663	Pram.g_01625
OG0001014	Prab.g_01664	Pram.g_01626
OG0001015	Prab.g_01670	Pram.g_01633
OG0001016	Prab.g_01671	Pram.g_01634
OG0001017	Prab.g_01672	Pram.g_01635
OG0001018	Prab.g_01673	Pram.g_01636
OG0001019	Prab.g_01675	Pram.g_01638
OG0001020	Prab.g_01676	Pram.g_01639
OG0001021	Prab.g_01677	Pram.g_01640
OG0001022	Prab.g_01678	Pram.g_01641
OG0001023	Prab.g_01679	Pram.g_01642
OG0001024	Prab.g_01680	Pram.g_01644
OG0001025	Prab.g_01681	Pram.g_01645
OG0001026	Prab.g_01683	Pram.g_01646
OG0001027	Prab.g_01684	Pram.g_01647
OG0001028	Prab.g_01685	Pram.g_01648
OG0001029	Prab.g_01686	Pram.g_01649
OG0001030	Prab.g_01687	Pram.g_01650
OG0001031	Prab.g_01688	Pram.g_01651
OG0001032	Prab.g_01689	Pram.g_01652
OG0001033	Prab.g_01690	Pram.g_01653
OG0001034	Prab.g_01691	Pram.g_01654
OG0001035	Prab.g_01693	Pram.g_01656
OG0001036	Prab.g_01694	Pram.g_01657
OG0001037	Prab.g_01695	Pram.g_01658
OG0001038	Prab.g_01696	Pram.g_01659
OG0001039	Prab.g_01697	Pram.g_01660
OG0001040	Prab.g_01698	Pram.g_01662
OG0001041	Prab.g_01699	Pram.g_01663
OG0001042	Prab.g_01700	Pram.g_01664
OG0001043	Prab.g_01701	Pram.g_01665
OG0001044	Prab.g_01702	Pram.g_01666
OG0001045	Prab.g_01703	Pram.g_01667
OG0001046	Prab.g_01704	Pram.g_01668
OG0001047	Prab.g_01707	Pram.g_01671
OG0001048	Prab.g_01709	Pram.g_01673
OG0001049	Prab.g_01710	Pram.g_01674
OG0001050	Prab.g_01711	Pram.g_01675
OG0001051	Prab.g_01712	Pram.g_01676
OG0001052	Prab.g_01713	Pram.g_01677
OG0001053	Prab.g_01714	Pram.g_01679
OG0001054	Prab.g_01716	Pram.g_01681
OG0001055	Prab.g_01717	Pram.g_01682
OG0001056	Prab.g_01718	Pram.g_01683
OG0001057	Prab.g_01719	Pram.g_01684
OG0001058	Prab.g_01720	Pram.g_01685
OG0001059	Prab.g_01721	Pram.g_01686
OG0001060	Prab.g_01722	Pram.g_01687
OG0001061	Prab.g_01723	Pram.g_01688
OG0001062	Prab.g_01724	Pram.g_01689
OG0001063	Prab.g_01725	Pram.g_01690
OG0001064	Prab.g_01727	Pram.g_01691
OG0001065	Prab.g_01731	Pram.g_01695
OG0001066	Prab.g_01732	Pram.g_01697
OG0001067	Prab.g_01733	Pram.g_01698
OG0001068	Prab.g_01735	Pram.g_01701
OG0001069	Prab.g_01736	Pram.g_01702
OG0001070	Prab.g_01737	Pram.g_01703
OG0001071	Prab.g_01738	Pram.g_01704
OG0001072	Prab.g_01739	Pram.g_01705
OG0001073	Prab.g_01740	Pram.g_01706
OG0001074	Prab.g_01741	Pram.g_01707
OG0001075	Prab.g_01742	Pram.g_01708
OG0001076	Prab.g_01743	Pram.g_01709
OG0001077	Prab.g_01744	Pram.g_01710
OG0001078	Prab.g_01745	Pram.g_01711
OG0001079	Prab.g_01746	Pram.g_01712
OG0001080	Prab.g_01747	Pram.g_01713
OG0001081	Prab.g_01750	Pram.g_01717
OG0001082	Prab.g_01751	Pram.g_01718
OG0001083	Prab.g_01752	Pram.g_01722
OG0001084	Prab.g_01753	Pram.g_01720
OG0001085	Prab.g_01754	Pram.g_01719
OG0001086	Prab.g_01755	Pram.g_01716
OG0001087	Prab.g_01756	Pram.g_01715
OG0001088	Prab.g_01757	Pram.g_01714
OG0001089	Prab.g_01760	Pram.g_01727
OG0001090	Prab.g_01762	Pram.g_01729
OG0001091	Prab.g_01763	Pram.g_01730
OG0001092	Prab.g_01764	Pram.g_01731
OG0001093	Prab.g_01765	Pram.g_01732
OG0001094	Prab.g_01766	Pram.g_01733
OG0001095	Prab.g_01767	Pram.g_01734
OG0001096	Prab.g_01768	Pram.g_01735
OG0001097	Prab.g_01769	Pram.g_01736
OG0001098	Prab.g_01770	Pram.g_01737
OG0001099	Prab.g_01771	Pram.g_01738
OG0001100	Prab.g_01772	Pram.g_01739
OG0001101	Prab.g_01773	Pram.g_01740
OG0001102	Prab.g_01774	Pram.g_01741
OG0001103	Prab.g_01775	Pram.g_01742
OG0001104	Prab.g_01776	Pram.g_01743
OG0001105	Prab.g_01777	Pram.g_01744
OG0001106	Prab.g_01778	Pram.g_01745
OG0001107	Prab.g_01779	Pram.g_01746
OG0001108	Prab.g_01780	Pram.g_01747
OG0001109	Prab.g_01781	Pram.g_01748
OG0001110	Prab.g_01782	Pram.g_01749
OG0001111	Prab.g_01783	Pram.g_01750
OG0001112	Prab.g_01784	Pram.g_01751
OG0001113	Prab.g_01785	Pram.g_01752
OG0001114	Prab.g_01786	Pram.g_01753
OG0001115	Prab.g_01787	Pram.g_01754
OG0001116	Prab.g_01788	Pram.g_01755
OG0001117	Prab.g_01789	Pram.g_01756
OG0001118	Prab.g_01790	Pram.g_01757
OG0001119	Prab.g_01791	Pram.g_01758
OG0001120	Prab.g_01792	Pram.g_01759
OG0001121	Prab.g_01794	Pram.g_01761
OG0001122	Prab.g_01795	Pram.g_01762
OG0001123	Prab.g_01796	Pram.g_01763
OG0001124	Prab.g_01798	Pram.g_01765
OG0001125	Prab.g_01800	Pram.g_01767
OG0001126	Prab.g_01801	Pram.g_01768
OG0001127	Prab.g_01803	Pram.g_01771
OG0001128	Prab.g_01804	Pram.g_01772
OG0001129	Prab.g_01805	Pram.g_01773
OG0001130	Prab.g_01808	Pram.g_01776
OG0001131	Prab.g_01809	Pram.g_01777
OG0001132	Prab.g_01810	Pram.g_01778
OG0001133	Prab.g_01811	Pram.g_01779
OG0001134	Prab.g_01812	Pram.g_01780
OG0001135	Prab.g_01813	Pram.g_01781
OG0001136	Prab.g_01814	Pram.g_01782
OG0001137	Prab.g_01815	Pram.g_01783
OG0001138	Prab.g_01816	Pram.g_01784
OG0001139	Prab.g_01817	Pram.g_01786
OG0001140	Prab.g_01818	Pram.g_01787
OG0001141	Prab.g_01819	Pram.g_01788
OG0001142	Prab.g_01822	Pram.g_01793
OG0001143	Prab.g_01823	Pram.g_01794
OG0001144	Prab.g_01824	Pram.g_01795
OG0001145	Prab.g_01825	Pram.g_01796
OG0001146	Prab.g_01826	Pram.g_01797
OG0001147	Prab.g_01827	Pram.g_01798
OG0001148	Prab.g_01828	Pram.g_01799
OG0001149	Prab.g_01830	Pram.g_01801
OG0001150	Prab.g_01831	Pram.g_01802
OG0001151	Prab.g_01833	Pram.g_01806
OG0001152	Prab.g_01834	Pram.g_01807
OG0001153	Prab.g_01835	Pram.g_01808
OG0001154	Prab.g_01836	Pram.g_01810
OG0001155	Prab.g_01838	Pram.g_01812
OG0001156	Prab.g_01840	Pram.g_01814
OG0001157	Prab.g_01841	Pram.g_01816
OG0001158	Prab.g_01843	Pram.g_01818
OG0001159	Prab.g_01844	Pram.g_01819
OG0001160	Prab.g_01845	Pram.g_01820
OG0001161	Prab.g_01846	Pram.g_01821
OG0001162	Prab.g_01847	Pram.g_01822
OG0001163	Prab.g_01848	Pram.g_01823
OG0001164	Prab.g_01849	Pram.g_01824
OG0001165	Prab.g_01850	Pram.g_01825
OG0001166	Prab.g_01851	Pram.g_01826
OG0001167	Prab.g_01852	Pram.g_01828
OG0001168	Prab.g_01853	Pram.g_01829
OG0001169	Prab.g_01854	Pram.g_01830
OG0001170	Prab.g_01855	Pram.g_01831
