Orthogroup	Prab	Prae
OG0000579	Prab.g_00664	Prae.g_00633
OG0000580	Prab.g_00665	Prae.g_00634
OG0000581	Prab.g_00666	Prae.g_00635
OG0000582	Prab.g_00667	Prae.g_00636
OG0000583	Prab.g_00668	Prae.g_00637
OG0000584	Prab.g_00669	Prae.g_00638
OG0000585	Prab.g_00670	Prae.g_00639
OG0000586	Prab.g_00672	Prae.g_00641
OG0000587	Prab.g_00673	Prae.g_00642
OG0000588	Prab.g_00675	Prae.g_00644
OG0000589	Prab.g_00676	Prae.g_00645
OG0000590	Prab.g_00678	Prae.g_00647
OG0000591	Prab.g_00684	Prae.g_00653
OG0000592	Prab.g_00685	Prae.g_00654
OG0000593	Prab.g_00686	Prae.g_00655
OG0000594	Prab.g_00688	Prae.g_00657
OG0000595	Prab.g_00689	Prae.g_00658
OG0000596	Prab.g_00690	Prae.g_00659
OG0000597	Prab.g_00692	Prae.g_00661
OG0000598	Prab.g_00693	Prae.g_00662
OG0000599	Prab.g_00694	Prae.g_00663
OG0000600	Prab.g_00695	Prae.g_00664
OG0000601	Prab.g_00697	Prae.g_00666
OG0000602	Prab.g_00698	Prae.g_00667
OG0000603	Prab.g_00699	Prae.g_00668
OG0000604	Prab.g_00700	Prae.g_00669
OG0000605	Prab.g_00701	Prae.g_00670
OG0000606	Prab.g_00702	Prae.g_00671
OG0000607	Prab.g_00704	Prae.g_00673
OG0000608	Prab.g_00705	Prae.g_00674
OG0000609	Prab.g_00711	Prae.g_00678
OG0000610	Prab.g_00712	Prae.g_00679
OG0000611	Prab.g_00724	Prae.g_00712
OG0000612	Prab.g_00725	Prae.g_00713
OG0000613	Prab.g_00726	Prae.g_00714
OG0000614	Prab.g_00727	Prae.g_00715
OG0000615	Prab.g_00729	Prae.g_00717
OG0000616	Prab.g_00730	Prae.g_00718
OG0000617	Prab.g_00731	Prae.g_00719
OG0000618	Prab.g_00732	Prae.g_00720
OG0000619	Prab.g_00733	Prae.g_00721
OG0000620	Prab.g_00734	Prae.g_00722
OG0000621	Prab.g_00735	Prae.g_00723
OG0000622	Prab.g_00736	Prae.g_00724
OG0000623	Prab.g_00737	Prae.g_00725
OG0000624	Prab.g_00738	Prae.g_00726
OG0000625	Prab.g_00739	Prae.g_00727
OG0000626	Prab.g_00740	Prae.g_00728
OG0000627	Prab.g_00741	Prae.g_00729
OG0000628	Prab.g_00742	Prae.g_00730
OG0000629	Prab.g_00743	Prae.g_00731
OG0000630	Prab.g_00744	Prae.g_00732
OG0000631	Prab.g_00746	Prae.g_00734
OG0000632	Prab.g_00763	Prae.g_00748
OG0000633	Prab.g_00768	Prae.g_00752
OG0000634	Prab.g_00783	Prae.g_00766
OG0000635	Prab.g_00804	Prae.g_00770
OG0000636	Prab.g_00805	Prae.g_00771
OG0000637	Prab.g_00806	Prae.g_00772
OG0000638	Prab.g_00818	Prae.g_00784
OG0000639	Prab.g_00827	Prae.g_00793
OG0000640	Prab.g_00829	Prae.g_00794
OG0000641	Prab.g_00831	Prae.g_00797
OG0000642	Prab.g_00832	Prae.g_00798
OG0000643	Prab.g_00833	Prae.g_00799
OG0000644	Prab.g_00834	Prae.g_00800
OG0000645	Prab.g_00835	Prae.g_00801
OG0000646	Prab.g_00836	Prae.g_00802
OG0000647	Prab.g_00837	Prae.g_00803
OG0000648	Prab.g_00839	Prae.g_00805
OG0000649	Prab.g_00840	Prae.g_00806
OG0000650	Prab.g_00841	Prae.g_00807
OG0000651	Prab.g_00842	Prae.g_00808
OG0000652	Prab.g_00843	Prae.g_00809
OG0000653	Prab.g_00844	Prae.g_00810
OG0000654	Prab.g_00846	Prae.g_00812
OG0000655	Prab.g_00848	Prae.g_00814
OG0000656	Prab.g_00849	Prae.g_00815
OG0000657	Prab.g_00850	Prae.g_00816
OG0000658	Prab.g_00851	Prae.g_00817
OG0000659	Prab.g_00852	Prae.g_00818
OG0000660	Prab.g_00853	Prae.g_00819
OG0000661	Prab.g_00854	Prae.g_00820
OG0000662	Prab.g_00855	Prae.g_00821
OG0000663	Prab.g_00856	Prae.g_00822
OG0000664	Prab.g_00857	Prae.g_00823
OG0000665	Prab.g_00858	Prae.g_00824
OG0000666	Prab.g_00859	Prae.g_00825
OG0000667	Prab.g_00860	Prae.g_00826
OG0000668	Prab.g_00861	Prae.g_00827
OG0000669	Prab.g_00863	Prae.g_00829
OG0000670	Prab.g_00864	Prae.g_00830
OG0000671	Prab.g_00865	Prae.g_00831
OG0000672	Prab.g_00866	Prae.g_00832
OG0000673	Prab.g_00867	Prae.g_00833
OG0000674	Prab.g_00868	Prae.g_00834
OG0000675	Prab.g_00870	Prae.g_00836
OG0000676	Prab.g_00871	Prae.g_00837
OG0000677	Prab.g_00873	Prae.g_00839
OG0000678	Prab.g_00875	Prae.g_00841
OG0000679	Prab.g_00876	Prae.g_00842
OG0000680	Prab.g_00877	Prae.g_00843
OG0000681	Prab.g_00878	Prae.g_00844
OG0000682	Prab.g_00879	Prae.g_00845
OG0000683	Prab.g_00881	Prae.g_00847
OG0000684	Prab.g_00882	Prae.g_00848
OG0000685	Prab.g_00883	Prae.g_00849
OG0000686	Prab.g_00884	Prae.g_00850
OG0000687	Prab.g_00885	Prae.g_00851
OG0000688	Prab.g_00886	Prae.g_00852
OG0000689	Prab.g_00887	Prae.g_00853
OG0000690	Prab.g_00888	Prae.g_00854
OG0000691	Prab.g_00889	Prae.g_00855
OG0000692	Prab.g_00891	Prae.g_00857
OG0000693	Prab.g_00892	Prae.g_00858
OG0000694	Prab.g_00893	Prae.g_00859
OG0000695	Prab.g_00894	Prae.g_00860
OG0000696	Prab.g_00896	Prae.g_00861
OG0000697	Prab.g_00898	Prae.g_00863
OG0000698	Prab.g_00900	Prae.g_00865
OG0000699	Prab.g_00901	Prae.g_00866
OG0000700	Prab.g_01084	Prae.g_00892
OG0000701	Prab.g_01079	Prae.g_00897
OG0000702	Prab.g_01076	Prae.g_00900
OG0000703	Prab.g_01075	Prae.g_00901
OG0000704	Prab.g_01074	Prae.g_00902
OG0000705	Prab.g_01073	Prae.g_00903
OG0000706	Prab.g_01072	Prae.g_00904
OG0000707	Prab.g_01071	Prae.g_00905
OG0000708	Prab.g_01070	Prae.g_00906
OG0000709	Prab.g_01068	Prae.g_00908
OG0000710	Prab.g_01067	Prae.g_00909
OG0000711	Prab.g_01066	Prae.g_00910
OG0000712	Prab.g_01065	Prae.g_00911
OG0000713	Prab.g_01064	Prae.g_00912
OG0000714	Prab.g_01062	Prae.g_00914
OG0000715	Prab.g_01061	Prae.g_00915
OG0000716	Prab.g_01059	Prae.g_00917
OG0000717	Prab.g_01058	Prae.g_00918
OG0000718	Prab.g_01057	Prae.g_00919
OG0000719	Prab.g_01055	Prae.g_00921
OG0000720	Prab.g_01054	Prae.g_00922
OG0000721	Prab.g_01052	Prae.g_00924
OG0000722	Prab.g_01051	Prae.g_00925
OG0000723	Prab.g_01050	Prae.g_00926
OG0000724	Prab.g_01048	Prae.g_00927
OG0000725	Prab.g_01047	Prae.g_00928
OG0000726	Prab.g_01046	Prae.g_00929
OG0000727	Prab.g_01045	Prae.g_00930
OG0000728	Prab.g_01044	Prae.g_00931
OG0000729	Prab.g_01043	Prae.g_00932
OG0000730	Prab.g_01042	Prae.g_00933
OG0000731	Prab.g_01041	Prae.g_00934
OG0000732	Prab.g_01040	Prae.g_00935
OG0000733	Prab.g_01039	Prae.g_00936
OG0000734	Prab.g_01038	Prae.g_00937
OG0000735	Prab.g_01036	Prae.g_00938
OG0000736	Prab.g_01035	Prae.g_00939
OG0000737	Prab.g_01034	Prae.g_00940
OG0000738	Prab.g_01033	Prae.g_00941
OG0000739	Prab.g_01032	Prae.g_00942
OG0000740	Prab.g_01031	Prae.g_00943
OG0000741	Prab.g_01030	Prae.g_00944
OG0000742	Prab.g_01028	Prae.g_00946
OG0000743	Prab.g_01027	Prae.g_00947
OG0000744	Prab.g_01026	Prae.g_00948
OG0000745	Prab.g_01025	Prae.g_00949
OG0000746	Prab.g_01024	Prae.g_00950
OG0000747	Prab.g_01023	Prae.g_00951
OG0000748	Prab.g_01022	Prae.g_00952
OG0000749	Prab.g_01021	Prae.g_00953
OG0000750	Prab.g_01020	Prae.g_00954
OG0000751	Prab.g_01019	Prae.g_00955
OG0000752	Prab.g_01018	Prae.g_00956
OG0000753	Prab.g_01016	Prae.g_00958
OG0000754	Prab.g_01015	Prae.g_00959
OG0000755	Prab.g_01014	Prae.g_00960
OG0000756	Prab.g_01013	Prae.g_00961
OG0000757	Prab.g_01012	Prae.g_00962
OG0000758	Prab.g_01011	Prae.g_00963
OG0000759	Prab.g_01009	Prae.g_00965
OG0000760	Prab.g_01008	Prae.g_00966
OG0000761	Prab.g_01007	Prae.g_00967
OG0000762	Prab.g_01005	Prae.g_00969
OG0000763	Prab.g_01004	Prae.g_00970
OG0000764	Prab.g_01003	Prae.g_00971
OG0000765	Prab.g_01002	Prae.g_00972
OG0000766	Prab.g_01001	Prae.g_00973
OG0000767	Prab.g_00999	Prae.g_00975
OG0000768	Prab.g_00998	Prae.g_00976
OG0000769	Prab.g_00997	Prae.g_00977
OG0000770	Prab.g_00996	Prae.g_00978
OG0000771	Prab.g_00995	Prae.g_00979
OG0000772	Prab.g_00994	Prae.g_00980
OG0000773	Prab.g_00993	Prae.g_00981
OG0000774	Prab.g_00992	Prae.g_00982
OG0000775	Prab.g_00991	Prae.g_00983
OG0000776	Prab.g_00989	Prae.g_00985
OG0000777	Prab.g_00987	Prae.g_00987
OG0000778	Prab.g_00986	Prae.g_00988
OG0000779	Prab.g_00985	Prae.g_00989
OG0000780	Prab.g_00983	Prae.g_00991
OG0000781	Prab.g_00981	Prae.g_00993
OG0000782	Prab.g_00980	Prae.g_00994
OG0000783	Prab.g_00960	Prae.g_01009
OG0000784	Prab.g_00958	Prae.g_01011
OG0000785	Prab.g_00957	Prae.g_01012
OG0000786	Prab.g_00956	Prae.g_01013
OG0000787	Prab.g_00955	Prae.g_01014
OG0000788	Prab.g_00951	Prae.g_01018
OG0000789	Prab.g_00949	Prae.g_01020
OG0000790	Prab.g_00948	Prae.g_01021
OG0000791	Prab.g_00947	Prae.g_01022
OG0000792	Prab.g_00946	Prae.g_01023
OG0000793	Prab.g_00945	Prae.g_01024
OG0000794	Prab.g_00943	Prae.g_01026
OG0000795	Prab.g_00940	Prae.g_01029
OG0000796	Prab.g_00939	Prae.g_01030
OG0000797	Prab.g_00937	Prae.g_01032
OG0000798	Prab.g_00936	Prae.g_01033
OG0000799	Prab.g_00935	Prae.g_01034
OG0000800	Prab.g_00934	Prae.g_01035
OG0000801	Prab.g_00931	Prae.g_01038
OG0000802	Prab.g_00930	Prae.g_01039
OG0000803	Prab.g_00928	Prae.g_01041
OG0000804	Prab.g_00927	Prae.g_01042
OG0000805	Prab.g_00926	Prae.g_01043
OG0000806	Prab.g_00924	Prae.g_01045
OG0000807	Prab.g_01125	Prae.g_01072
OG0000808	Prab.g_01135	Prae.g_01081
OG0000809	Prab.g_01138	Prae.g_01084
OG0000810	Prab.g_01139	Prae.g_01085
OG0000811	Prab.g_01146	Prae.g_01092
OG0000812	Prab.g_01150	Prae.g_01096
OG0000813	Prab.g_01154	Prae.g_01100
OG0000814	Prab.g_01156	Prae.g_01102
OG0000815	Prab.g_01169	Prae.g_01115
OG0000816	Prab.g_01187	Prae.g_01131
OG0000817	Prab.g_01188	Prae.g_01132
OG0000818	Prab.g_01194	Prae.g_01137
OG0000819	Prab.g_01201	Prae.g_01144
OG0000820	Prab.g_01204	Prae.g_01148
OG0000821	Prab.g_01206	Prae.g_01150
OG0000822	Prab.g_01207	Prae.g_01151
OG0000823	Prab.g_01208	Prae.g_01152
OG0000824	Prab.g_01209	Prae.g_01153
OG0000825	Prab.g_01210	Prae.g_01154
OG0000826	Prab.g_01211	Prae.g_01155
OG0000827	Prab.g_01212	Prae.g_01156
OG0000828	Prab.g_01213	Prae.g_01157
OG0000829	Prab.g_01214	Prae.g_01158
OG0000830	Prab.g_01215	Prae.g_01159
OG0000831	Prab.g_01218	Prae.g_01162
OG0000832	Prab.g_01220	Prae.g_01164
OG0000833	Prab.g_01221	Prae.g_01165
OG0000834	Prab.g_01222	Prae.g_01166
OG0000835	Prab.g_01223	Prae.g_01167
OG0000836	Prab.g_01224	Prae.g_01168
OG0000837	Prab.g_01226	Prae.g_01170
OG0000838	Prab.g_01227	Prae.g_01171
OG0000839	Prab.g_01228	Prae.g_01172
OG0000840	Prab.g_01229	Prae.g_01173
OG0000841	Prab.g_01230	Prae.g_01174
OG0000842	Prab.g_01231	Prae.g_01175
OG0000843	Prab.g_01232	Prae.g_01176
OG0000844	Prab.g_01233	Prae.g_01177
OG0000845	Prab.g_01234	Prae.g_01178
OG0000846	Prab.g_01237	Prae.g_01181
OG0000847	Prab.g_01239	Prae.g_01183
OG0000848	Prab.g_01240	Prae.g_01184
OG0000849	Prab.g_01241	Prae.g_01185
OG0000850	Prab.g_01242	Prae.g_01186
OG0000851	Prab.g_01243	Prae.g_01187
OG0000852	Prab.g_01245	Prae.g_01189
OG0000853	Prab.g_01246	Prae.g_01190
OG0000854	Prab.g_01248	Prae.g_01192
OG0000855	Prab.g_01249	Prae.g_01193
OG0000856	Prab.g_01250	Prae.g_01194
OG0000857	Prab.g_01251	Prae.g_01195
OG0000858	Prab.g_01252	Prae.g_01196
OG0000859	Prab.g_01253	Prae.g_01197
OG0000860	Prab.g_01254	Prae.g_01198
OG0000861	Prab.g_01255	Prae.g_01199
OG0000862	Prab.g_01256	Prae.g_01200
OG0000863	Prab.g_01257	Prae.g_01201
OG0000864	Prab.g_01258	Prae.g_01202
OG0000865	Prab.g_01259	Prae.g_01203
OG0000866	Prab.g_01260	Prae.g_01204
OG0000867	Prab.g_01261	Prae.g_01205
OG0000868	Prab.g_01262	Prae.g_01206
OG0000869	Prab.g_01264	Prae.g_01208
OG0000870	Prab.g_01265	Prae.g_01209
OG0000871	Prab.g_01267	Prae.g_01211
OG0000872	Prab.g_01268	Prae.g_01212
OG0000873	Prab.g_01270	Prae.g_01214
OG0000874	Prab.g_01271	Prae.g_01215
OG0000875	Prab.g_01272	Prae.g_01216
OG0000876	Prab.g_01273	Prae.g_01217
OG0000877	Prab.g_01275	Prae.g_01219
OG0000878	Prab.g_01303	Prae.g_01293
OG0000879	Prab.g_01315	Prae.g_01317
OG0000880	Prab.g_01316	Prae.g_01318
OG0000881	Prab.g_01317	Prae.g_01319
OG0000882	Prab.g_01318	Prae.g_01320
OG0000883	Prab.g_01319	Prae.g_01321
OG0000884	Prab.g_01321	Prae.g_01324
OG0000885	Prab.g_01322	Prae.g_01325
OG0000886	Prab.g_01323	Prae.g_01326
OG0000887	Prab.g_01324	Prae.g_01327
OG0000888	Prab.g_01325	Prae.g_01328
OG0000889	Prab.g_01328	Prae.g_01331
OG0000890	Prab.g_01329	Prae.g_01332
OG0000891	Prab.g_01330	Prae.g_01333
OG0000892	Prab.g_01332	Prae.g_01335
OG0000893	Prab.g_01333	Prae.g_01336
OG0000894	Prab.g_01334	Prae.g_01337
OG0000895	Prab.g_01335	Prae.g_01338
OG0000896	Prab.g_01336	Prae.g_01339
OG0000897	Prab.g_01337	Prae.g_01340
OG0000898	Prab.g_01339	Prae.g_01342
OG0000899	Prab.g_01340	Prae.g_01343
OG0000900	Prab.g_01346	Prae.g_01350
OG0000901	Prab.g_01347	Prae.g_01354
OG0000902	Prab.g_01348	Prae.g_01355
OG0000903	Prab.g_01349	Prae.g_01356
OG0000904	Prab.g_01351	Prae.g_01358
OG0000905	Prab.g_01353	Prae.g_01360
OG0000906	Prab.g_01354	Prae.g_01362
OG0000907	Prab.g_01355	Prae.g_01363
OG0000908	Prab.g_01358	Prae.g_01366
OG0000909	Prab.g_01362	Prae.g_01370
OG0000910	Prab.g_01363	Prae.g_01371
OG0000911	Prab.g_01364	Prae.g_01372
OG0000912	Prab.g_01365	Prae.g_01373
OG0000913	Prab.g_01366	Prae.g_01374
OG0000914	Prab.g_01367	Prae.g_01375
OG0000915	Prab.g_01368	Prae.g_01376
OG0000916	Prab.g_01369	Prae.g_01377
OG0000917	Prab.g_01370	Prae.g_01378
OG0000918	Prab.g_01371	Prae.g_01379
OG0000919	Prab.g_01372	Prae.g_01380
OG0000920	Prab.g_01373	Prae.g_01381
OG0000921	Prab.g_01374	Prae.g_01382
OG0000922	Prab.g_01375	Prae.g_01383
OG0000923	Prab.g_01376	Prae.g_01384
OG0000924	Prab.g_01377	Prae.g_01385
OG0000925	Prab.g_01378	Prae.g_01386
OG0000926	Prab.g_01379	Prae.g_01426
OG0000927	Prab.g_01448	Prae.g_01441
OG0000928	Prab.g_01449	Prae.g_01442
OG0000929	Prab.g_01450	Prae.g_01443
OG0000930	Prab.g_01451	Prae.g_01444
OG0000931	Prab.g_01452	Prae.g_01445
OG0000932	Prab.g_01454	Prae.g_01447
OG0000933	Prab.g_01455	Prae.g_01448
OG0000934	Prab.g_01456	Prae.g_01449
OG0000935	Prab.g_01457	Prae.g_01450
OG0000936	Prab.g_01458	Prae.g_01451
OG0000937	Prab.g_01459	Prae.g_01452
OG0000938	Prab.g_01460	Prae.g_01453
OG0000939	Prab.g_01461	Prae.g_01454
OG0000940	Prab.g_01462	Prae.g_01455
OG0000941	Prab.g_01464	Prae.g_01457
OG0000942	Prab.g_01465	Prae.g_01458
OG0000943	Prab.g_01468	Prae.g_01461
OG0000944	Prab.g_01469	Prae.g_01462
OG0000945	Prab.g_01470	Prae.g_01463
OG0000946	Prab.g_01471	Prae.g_01464
OG0000947	Prab.g_01472	Prae.g_01465
OG0000948	Prab.g_01473	Prae.g_01466
OG0000949	Prab.g_01474	Prae.g_01467
OG0000950	Prab.g_01475	Prae.g_01468
OG0000951	Prab.g_01476	Prae.g_01469
OG0000952	Prab.g_01477	Prae.g_01470
OG0000953	Prab.g_01478	Prae.g_01471
OG0000954	Prab.g_01479	Prae.g_01472
OG0000955	Prab.g_01480	Prae.g_01473
OG0000956	Prab.g_01481	Prae.g_01474
OG0000957	Prab.g_01482	Prae.g_01475
OG0000958	Prab.g_01483	Prae.g_01476
OG0000959	Prab.g_01484	Prae.g_01477
OG0000960	Prab.g_01485	Prae.g_01478
OG0000961	Prab.g_01489	Prae.g_01482
OG0000962	Prab.g_01490	Prae.g_01483
OG0000963	Prab.g_01491	Prae.g_01484
OG0000964	Prab.g_01493	Prae.g_01486
OG0000965	Prab.g_01494	Prae.g_01487
OG0000966	Prab.g_01495	Prae.g_01488
OG0000967	Prab.g_01496	Prae.g_01489
OG0000968	Prab.g_01497	Prae.g_01490
OG0000969	Prab.g_01498	Prae.g_01491
OG0000970	Prab.g_01499	Prae.g_01492
OG0000971	Prab.g_01500	Prae.g_01493
OG0000972	Prab.g_01501	Prae.g_01494
OG0000973	Prab.g_01502	Prae.g_01495
OG0000974	Prab.g_01504	Prae.g_01497
OG0000975	Prab.g_01507	Prae.g_01500
OG0000976	Prab.g_01509	Prae.g_01502
OG0000977	Prab.g_01510	Prae.g_01503
OG0000978	Prab.g_01511	Prae.g_01504
OG0000979	Prab.g_01513	Prae.g_01506
OG0000980	Prab.g_01514	Prae.g_01507
OG0000981	Prab.g_01515	Prae.g_01508
OG0000982	Prab.g_01516	Prae.g_01509
OG0000983	Prab.g_01518	Prae.g_01511
OG0000984	Prab.g_01519	Prae.g_01512
OG0000985	Prab.g_01520	Prae.g_01513
OG0000986	Prab.g_01521	Prae.g_01514
OG0000987	Prab.g_01522	Prae.g_01515
OG0000988	Prab.g_01523	Prae.g_01516
OG0000989	Prab.g_01524	Prae.g_01517
OG0000990	Prab.g_01525	Prae.g_01518
OG0000991	Prab.g_01526	Prae.g_01519
OG0000992	Prab.g_01527	Prae.g_01520
OG0000993	Prab.g_01528	Prae.g_01521
OG0000994	Prab.g_01529	Prae.g_01522
OG0000995	Prab.g_01530	Prae.g_01523
OG0000996	Prab.g_01531	Prae.g_01524
OG0000997	Prab.g_01532	Prae.g_01525
OG0000998	Prab.g_01533	Prae.g_01526
OG0000999	Prab.g_01534	Prae.g_01527
OG0001000	Prab.g_01535	Prae.g_01528
OG0001001	Prab.g_01537	Prae.g_01530
OG0001002	Prab.g_01538	Prae.g_01531
OG0001003	Prab.g_01539	Prae.g_01532
OG0001004	Prab.g_01540	Prae.g_01533
OG0001005	Prab.g_01541	Prae.g_01534
OG0001006	Prab.g_01542	Prae.g_01535
OG0001007	Prab.g_01543	Prae.g_01536
OG0001008	Prab.g_01545	Prae.g_01538
OG0001009	Prab.g_01546	Prae.g_01539
OG0001010	Prab.g_01553	Prae.g_01547
OG0001011	Prab.g_01563	Prae.g_01554
OG0001012	Prab.g_01601	Prae.g_01582
OG0001013	Prab.g_01663	Prae.g_01617
OG0001014	Prab.g_01664	Prae.g_01618
OG0001015	Prab.g_01670	Prae.g_01624
OG0001016	Prab.g_01671	Prae.g_01625
OG0001017	Prab.g_01672	Prae.g_01626
OG0001018	Prab.g_01673	Prae.g_01627
OG0001019	Prab.g_01675	Prae.g_01629
OG0001020	Prab.g_01676	Prae.g_01630
OG0001021	Prab.g_01677	Prae.g_01631
OG0001022	Prab.g_01678	Prae.g_01632
OG0001023	Prab.g_01679	Prae.g_01633
OG0001024	Prab.g_01680	Prae.g_01634
OG0001025	Prab.g_01681	Prae.g_01635
OG0001026	Prab.g_01683	Prae.g_01637
OG0001027	Prab.g_01684	Prae.g_01638
OG0001028	Prab.g_01685	Prae.g_01639
OG0001029	Prab.g_01686	Prae.g_01640
OG0001030	Prab.g_01687	Prae.g_01641
OG0001031	Prab.g_01688	Prae.g_01642
OG0001032	Prab.g_01689	Prae.g_01643
OG0001033	Prab.g_01690	Prae.g_01644
OG0001034	Prab.g_01691	Prae.g_01645
OG0001035	Prab.g_01693	Prae.g_01647
OG0001036	Prab.g_01694	Prae.g_01648
OG0001037	Prab.g_01695	Prae.g_01649
OG0001038	Prab.g_01696	Prae.g_01650
OG0001039	Prab.g_01697	Prae.g_01651
OG0001040	Prab.g_01698	Prae.g_01652
OG0001041	Prab.g_01699	Prae.g_01653
OG0001042	Prab.g_01700	Prae.g_01654
OG0001043	Prab.g_01701	Prae.g_01655
OG0001044	Prab.g_01702	Prae.g_01656
OG0001045	Prab.g_01703	Prae.g_01657
OG0001046	Prab.g_01704	Prae.g_01658
OG0001047	Prab.g_01707	Prae.g_01661
OG0001048	Prab.g_01709	Prae.g_01663
OG0001049	Prab.g_01710	Prae.g_01664
OG0001050	Prab.g_01711	Prae.g_01665
OG0001051	Prab.g_01712	Prae.g_01666
OG0001052	Prab.g_01713	Prae.g_01667
OG0001053	Prab.g_01714	Prae.g_01668
OG0001054	Prab.g_01716	Prae.g_01670
OG0001055	Prab.g_01717	Prae.g_01671
OG0001056	Prab.g_01718	Prae.g_01672
OG0001057	Prab.g_01719	Prae.g_01673
OG0001058	Prab.g_01720	Prae.g_01674
OG0001059	Prab.g_01721	Prae.g_01675
OG0001060	Prab.g_01722	Prae.g_01676
OG0001061	Prab.g_01723	Prae.g_01677
OG0001062	Prab.g_01724	Prae.g_01678
OG0001063	Prab.g_01725	Prae.g_01679
OG0001064	Prab.g_01727	Prae.g_01681
OG0001065	Prab.g_01731	Prae.g_01686
OG0001066	Prab.g_01732	Prae.g_01687
OG0001067	Prab.g_01733	Prae.g_01688
OG0001068	Prab.g_01735	Prae.g_01690
OG0001069	Prab.g_01736	Prae.g_01691
OG0001070	Prab.g_01737	Prae.g_01692
OG0001071	Prab.g_01738	Prae.g_01693
OG0001072	Prab.g_01739	Prae.g_01694
OG0001073	Prab.g_01740	Prae.g_01695
OG0001074	Prab.g_01741	Prae.g_01696
OG0001075	Prab.g_01742	Prae.g_01697
OG0001076	Prab.g_01743	Prae.g_01698
OG0001077	Prab.g_01744	Prae.g_01699
OG0001078	Prab.g_01745	Prae.g_01700
OG0001079	Prab.g_01746	Prae.g_01701
OG0001080	Prab.g_01747	Prae.g_01702
OG0001081	Prab.g_01750	Prae.g_01705
OG0001082	Prab.g_01751	Prae.g_01706
OG0001083	Prab.g_01752	Prae.g_01707
OG0001084	Prab.g_01753	Prae.g_01709
OG0001085	Prab.g_01754	Prae.g_01710
OG0001086	Prab.g_01755	Prae.g_01711
OG0001087	Prab.g_01756	Prae.g_01712
OG0001088	Prab.g_01757	Prae.g_01713
OG0001089	Prab.g_01760	Prae.g_01716
OG0001090	Prab.g_01762	Prae.g_01718
OG0001091	Prab.g_01763	Prae.g_01719
OG0001092	Prab.g_01764	Prae.g_01720
OG0001093	Prab.g_01765	Prae.g_01721
OG0001094	Prab.g_01766	Prae.g_01722
OG0001095	Prab.g_01767	Prae.g_01723
OG0001096	Prab.g_01768	Prae.g_01724
OG0001097	Prab.g_01769	Prae.g_01725
OG0001098	Prab.g_01770	Prae.g_01726
OG0001099	Prab.g_01771	Prae.g_01727
OG0001100	Prab.g_01772	Prae.g_01728
OG0001101	Prab.g_01773	Prae.g_01729
OG0001102	Prab.g_01774	Prae.g_01730
OG0001103	Prab.g_01775	Prae.g_01731
OG0001104	Prab.g_01776	Prae.g_01732
OG0001105	Prab.g_01777	Prae.g_01733
OG0001106	Prab.g_01778	Prae.g_01734
OG0001107	Prab.g_01779	Prae.g_01735
OG0001108	Prab.g_01780	Prae.g_01736
OG0001109	Prab.g_01781	Prae.g_01737
OG0001110	Prab.g_01782	Prae.g_01738
OG0001111	Prab.g_01783	Prae.g_01739
OG0001112	Prab.g_01784	Prae.g_01740
OG0001113	Prab.g_01785	Prae.g_01741
OG0001114	Prab.g_01786	Prae.g_01742
OG0001115	Prab.g_01787	Prae.g_01743
OG0001116	Prab.g_01788	Prae.g_01744
OG0001117	Prab.g_01789	Prae.g_01745
OG0001118	Prab.g_01790	Prae.g_01746
OG0001119	Prab.g_01791	Prae.g_01747
OG0001120	Prab.g_01792	Prae.g_01748
OG0001121	Prab.g_01794	Prae.g_01750
OG0001122	Prab.g_01795	Prae.g_01751
OG0001123	Prab.g_01796	Prae.g_01752
OG0001124	Prab.g_01798	Prae.g_01754
OG0001125	Prab.g_01800	Prae.g_01756
OG0001126	Prab.g_01801	Prae.g_01757
OG0001127	Prab.g_01803	Prae.g_01759
OG0001128	Prab.g_01804	Prae.g_01760
OG0001129	Prab.g_01805	Prae.g_01761
OG0001130	Prab.g_01808	Prae.g_01765
OG0001131	Prab.g_01809	Prae.g_01766
OG0001132	Prab.g_01810	Prae.g_01767
OG0001133	Prab.g_01811	Prae.g_01768
OG0001134	Prab.g_01812	Prae.g_01769
OG0001135	Prab.g_01813	Prae.g_01770
OG0001136	Prab.g_01814	Prae.g_01771
OG0001137	Prab.g_01815	Prae.g_01772
OG0001138	Prab.g_01816	Prae.g_01773
OG0001139	Prab.g_01817	Prae.g_01774
OG0001140	Prab.g_01818	Prae.g_01775
OG0001141	Prab.g_01819	Prae.g_01776
OG0001142	Prab.g_01822	Prae.g_01779
OG0001143	Prab.g_01823	Prae.g_01780
OG0001144	Prab.g_01824	Prae.g_01781
OG0001145	Prab.g_01825	Prae.g_01782
OG0001146	Prab.g_01826	Prae.g_01783
OG0001147	Prab.g_01827	Prae.g_01784
OG0001148	Prab.g_01828	Prae.g_01785
OG0001149	Prab.g_01830	Prae.g_01787
OG0001150	Prab.g_01831	Prae.g_01788
OG0001151	Prab.g_01833	Prae.g_01790
OG0001152	Prab.g_01834	Prae.g_01791
OG0001153	Prab.g_01835	Prae.g_01792
OG0001154	Prab.g_01836	Prae.g_01794
OG0001155	Prab.g_01838	Prae.g_01796
OG0001156	Prab.g_01840	Prae.g_01798
OG0001157	Prab.g_01841	Prae.g_01799
OG0001158	Prab.g_01843	Prae.g_01801
OG0001159	Prab.g_01844	Prae.g_01802
OG0001160	Prab.g_01845	Prae.g_01803
