Orthogroup	Prbe	Prac
OG0000565	Prbe.g_01476	Prac.g_00728
OG0000566	Prbe.g_01475	Prac.g_00727
OG0000567	Prbe.g_01474	Prac.g_00726
OG0000568	Prbe.g_01473	Prac.g_00725
OG0000569	Prbe.g_01472	Prac.g_00724
OG0000570	Prbe.g_01471	Prac.g_00723
OG0000571	Prbe.g_01470	Prac.g_00722
OG0000572	Prbe.g_01469	Prac.g_00721
OG0000573	Prbe.g_01466	Prac.g_00718
OG0000574	Prbe.g_01465	Prac.g_00717
OG0000575	Prbe.g_01464	Prac.g_00716
OG0000576	Prbe.g_01463	Prac.g_00715
OG0000577	Prbe.g_01462	Prac.g_00714
OG0000578	Prbe.g_01461	Prac.g_00713
OG0000579	Prbe.g_01460	Prac.g_00712
OG0000580	Prbe.g_01459	Prac.g_00711
OG0000581	Prbe.g_01458	Prac.g_00710
OG0000582	Prbe.g_01457	Prac.g_00709
OG0000583	Prbe.g_01456	Prac.g_00708
OG0000584	Prbe.g_01454	Prac.g_00707
OG0000585	Prbe.g_01453	Prac.g_00706
OG0000586	Prbe.g_01451	Prac.g_00704
OG0000587	Prbe.g_01450	Prac.g_00703
OG0000588	Prbe.g_00444	Prac.g_00701
OG0000589	Prbe.g_00445	Prac.g_00700
OG0000590	Prbe.g_00447	Prac.g_00698
OG0000591	Prbe.g_00453	Prac.g_00692
OG0000592	Prbe.g_00454	Prac.g_00691
OG0000593	Prbe.g_00455	Prac.g_00690
OG0000594	Prbe.g_00458	Prac.g_00688
OG0000595	Prbe.g_00459	Prac.g_00687
OG0000596	Prbe.g_00460	Prac.g_00686
OG0000597	Prbe.g_00462	Prac.g_00684
OG0000598	Prbe.g_00463	Prac.g_00683
OG0000599	Prbe.g_00464	Prac.g_00682
OG0000600	Prbe.g_00465	Prac.g_00681
OG0000601	Prbe.g_00468	Prac.g_00679
OG0000602	Prbe.g_01199	Prac.g_00678
OG0000603	Prbe.g_01200	Prac.g_00677
OG0000604	Prbe.g_01203	Prac.g_00676
OG0000605	Prbe.g_01204	Prac.g_00675
OG0000606	Prbe.g_01205	Prac.g_00674
OG0000607	Prbe.g_01207	Prac.g_00672
OG0000608	Prbe.g_01209	Prac.g_00671
OG0000609	Prbe.g_01197	Prac.g_00667
OG0000610	Prbe.g_00403	Prac.g_00666
OG0000611	Prbe.g_01215	Prac.g_01559
OG0000612	Prbe.g_01216	Prac.g_01558
OG0000613	Prbe.g_01437	Prac.g_01557
OG0000614	Prbe.g_01436	Prac.g_01556
OG0000615	Prbe.g_01434	Prac.g_01554
OG0000616	Prbe.g_01433	Prac.g_01553
OG0000617	Prbe.g_01432	Prac.g_01552
OG0000618	Prbe.g_01431	Prac.g_01551
OG0000619	Prbe.g_01430	Prac.g_01550
OG0000620	Prbe.g_01429	Prac.g_01549
OG0000621	Prbe.g_01428	Prac.g_01548
OG0000622	Prbe.g_01427	Prac.g_01547
OG0000623	Prbe.g_01426	Prac.g_01546
OG0000624	Prbe.g_01424	Prac.g_01545
OG0000625	Prbe.g_01423	Prac.g_01544
OG0000626	Prbe.g_01422	Prac.g_01543
OG0000627	Prbe.g_01421	Prac.g_01542
OG0000628	Prbe.g_01420	Prac.g_01541
OG0000629	Prbe.g_01419	Prac.g_01540
OG0000630	Prbe.g_01418	Prac.g_01539
OG0000631	Prbe.g_01416	Prac.g_01537
OG0000632	Prbe.g_01415	Prac.g_01525
OG0000633	Prbe.g_00055	Prac.g_01521
OG0000634	Prbe.g_00909	Prac.g_01508
OG0000635	Prbe.g_00487	Prac.g_01507
OG0000636	Prbe.g_00488	Prac.g_01506
OG0000637	Prbe.g_00489	Prac.g_01505
OG0000638	Prbe.g_01889	Prac.g_01498
OG0000639	Prbe.g_01317	Prac.g_01489
OG0000640	Prbe.g_01321	Prac.g_01487
OG0000641	Prbe.g_01323	Prac.g_01484
OG0000642	Prbe.g_01324	Prac.g_01483
OG0000643	Prbe.g_01325	Prac.g_01482
OG0000644	Prbe.g_01438	Prac.g_01481
OG0000645	Prbe.g_01217	Prac.g_01480
OG0000646	Prbe.g_01218	Prac.g_01479
OG0000647	Prbe.g_01219	Prac.g_01478
OG0000648	Prbe.g_01221	Prac.g_01476
OG0000649	Prbe.g_01222	Prac.g_01475
OG0000650	Prbe.g_01223	Prac.g_01474
OG0000651	Prbe.g_01224	Prac.g_01473
OG0000652	Prbe.g_01225	Prac.g_01472
OG0000653	Prbe.g_01226	Prac.g_01471
OG0000654	Prbe.g_01228	Prac.g_01469
OG0000655	Prbe.g_01230	Prac.g_01467
OG0000656	Prbe.g_01231	Prac.g_01466
OG0000657	Prbe.g_01232	Prac.g_01465
OG0000658	Prbe.g_01233	Prac.g_01464
OG0000659	Prbe.g_01234	Prac.g_01463
OG0000660	Prbe.g_01235	Prac.g_01462
OG0000661	Prbe.g_01236	Prac.g_01461
OG0000662	Prbe.g_01238	Prac.g_01460
OG0000663	Prbe.g_01239	Prac.g_01459
OG0000664	Prbe.g_01240	Prac.g_01458
OG0000665	Prbe.g_01241	Prac.g_01457
OG0000666	Prbe.g_01242	Prac.g_01456
OG0000667	Prbe.g_01243	Prac.g_01455
OG0000668	Prbe.g_01244	Prac.g_01454
OG0000669	Prbe.g_01246	Prac.g_01452
OG0000670	Prbe.g_01247	Prac.g_01451
OG0000671	Prbe.g_01248	Prac.g_01450
OG0000672	Prbe.g_01249	Prac.g_01449
OG0000673	Prbe.g_01250	Prac.g_01448
OG0000674	Prbe.g_01251	Prac.g_01447
OG0000675	Prbe.g_01253	Prac.g_01445
OG0000676	Prbe.g_01254	Prac.g_01444
OG0000677	Prbe.g_01257	Prac.g_01442
OG0000678	Prbe.g_01259	Prac.g_01440
OG0000679	Prbe.g_01261	Prac.g_01439
OG0000680	Prbe.g_01262	Prac.g_01438
OG0000681	Prbe.g_01263	Prac.g_01437
OG0000682	Prbe.g_01264	Prac.g_01436
OG0000683	Prbe.g_01266	Prac.g_01434
OG0000684	Prbe.g_01267	Prac.g_01433
OG0000685	Prbe.g_01268	Prac.g_01432
OG0000686	Prbe.g_01269	Prac.g_01431
OG0000687	Prbe.g_01270	Prac.g_01430
OG0000688	Prbe.g_01271	Prac.g_01429
OG0000689	Prbe.g_01272	Prac.g_01428
OG0000690	Prbe.g_01273	Prac.g_01427
OG0000691	Prbe.g_01274	Prac.g_01426
OG0000692	Prbe.g_01278	Prac.g_01424
OG0000693	Prbe.g_01279	Prac.g_01423
OG0000694	Prbe.g_01280	Prac.g_01422
OG0000695	Prbe.g_01281	Prac.g_01421
OG0000696	Prbe.g_01282	Prac.g_01420
OG0000697	Prbe.g_01284	Prac.g_01418
OG0000698	Prbe.g_01288	Prac.g_01416
OG0000699	Prbe.g_01289	Prac.g_01415
OG0000700	Prbe.g_00105	Prac.g_01401
OG0000701	Prbe.g_00110	Prac.g_01396
OG0000702	Prbe.g_00406	Prac.g_01393
OG0000703	Prbe.g_00408	Prac.g_01392
OG0000704	Prbe.g_00409	Prac.g_01391
OG0000705	Prbe.g_00411	Prac.g_01390
OG0000706	Prbe.g_00412	Prac.g_01389
OG0000707	Prbe.g_00414	Prac.g_01387
OG0000708	Prbe.g_00415	Prac.g_01386
OG0000709	Prbe.g_00417	Prac.g_01384
OG0000710	Prbe.g_00418	Prac.g_01383
OG0000711	Prbe.g_00419	Prac.g_01382
OG0000712	Prbe.g_00420	Prac.g_01381
OG0000713	Prbe.g_00421	Prac.g_01380
OG0000714	Prbe.g_00423	Prac.g_01378
OG0000715	Prbe.g_00424	Prac.g_01377
OG0000716	Prbe.g_00426	Prac.g_01375
OG0000717	Prbe.g_00427	Prac.g_01374
OG0000718	Prbe.g_00428	Prac.g_01373
OG0000719	Prbe.g_00430	Prac.g_01371
OG0000720	Prbe.g_00431	Prac.g_01370
OG0000721	Prbe.g_00434	Prac.g_01368
OG0000722	Prbe.g_00435	Prac.g_01367
OG0000723	Prbe.g_00436	Prac.g_01366
OG0000724	Prbe.g_00438	Prac.g_01365
OG0000725	Prbe.g_00439	Prac.g_01364
OG0000726	Prbe.g_00440	Prac.g_01363
OG0000727	Prbe.g_00441	Prac.g_01362
OG0000728	Prbe.g_00442	Prac.g_01361
OG0000729	Prbe.g_00443	Prac.g_01360
OG0000730	Prbe.g_01448	Prac.g_01359
OG0000731	Prbe.g_01446	Prac.g_01358
OG0000732	Prbe.g_01445	Prac.g_01357
OG0000733	Prbe.g_01444	Prac.g_01356
OG0000734	Prbe.g_01443	Prac.g_01355
OG0000735	Prbe.g_01441	Prac.g_01353
OG0000736	Prbe.g_01440	Prac.g_01352
OG0000737	Prbe.g_01439	Prac.g_01351
OG0000738	Prbe.g_01326	Prac.g_01350
OG0000739	Prbe.g_01327	Prac.g_01349
OG0000740	Prbe.g_01328	Prac.g_01348
OG0000741	Prbe.g_01329	Prac.g_01347
OG0000742	Prbe.g_01331	Prac.g_01345
OG0000743	Prbe.g_01332	Prac.g_01344
OG0000744	Prbe.g_01333	Prac.g_01343
OG0000745	Prbe.g_01334	Prac.g_01342
OG0000746	Prbe.g_01335	Prac.g_01341
OG0000747	Prbe.g_01336	Prac.g_01340
OG0000748	Prbe.g_01337	Prac.g_01339
OG0000749	Prbe.g_01338	Prac.g_01338
OG0000750	Prbe.g_01340	Prac.g_01337
OG0000751	Prbe.g_01341	Prac.g_01336
OG0000752	Prbe.g_01400	Prac.g_01335
OG0000753	Prbe.g_01343	Prac.g_01333
OG0000754	Prbe.g_01344	Prac.g_01332
OG0000755	Prbe.g_01345	Prac.g_01331
OG0000756	Prbe.g_01347	Prac.g_01330
OG0000757	Prbe.g_01348	Prac.g_01329
OG0000758	Prbe.g_01349	Prac.g_01328
OG0000759	Prbe.g_01351	Prac.g_01326
OG0000760	Prbe.g_01352	Prac.g_01325
OG0000761	Prbe.g_01353	Prac.g_01324
OG0000762	Prbe.g_01355	Prac.g_01322
OG0000763	Prbe.g_01356	Prac.g_01321
OG0000764	Prbe.g_01357	Prac.g_01320
OG0000765	Prbe.g_01358	Prac.g_01319
OG0000766	Prbe.g_01359	Prac.g_01318
OG0000767	Prbe.g_01361	Prac.g_01316
OG0000768	Prbe.g_01362	Prac.g_01315
OG0000769	Prbe.g_01363	Prac.g_01314
OG0000770	Prbe.g_01364	Prac.g_01313
OG0000771	Prbe.g_01365	Prac.g_01312
OG0000772	Prbe.g_01615	Prac.g_01311
OG0000773	Prbe.g_01367	Prac.g_01310
OG0000774	Prbe.g_01368	Prac.g_01309
OG0000775	Prbe.g_01369	Prac.g_01308
OG0000776	Prbe.g_01372	Prac.g_01307
OG0000777	Prbe.g_01373	Prac.g_01305
OG0000778	Prbe.g_01374	Prac.g_01304
OG0000779	Prbe.g_01375	Prac.g_01303
OG0000780	Prbe.g_01377	Prac.g_01301
OG0000781	Prbe.g_01379	Prac.g_01299
OG0000782	Prbe.g_01380	Prac.g_01298
OG0000783	Prbe.g_01384	Prac.g_01287
OG0000784	Prbe.g_01386	Prac.g_01285
OG0000785	Prbe.g_01387	Prac.g_01284
OG0000786	Prbe.g_01388	Prac.g_01283
OG0000787	Prbe.g_01389	Prac.g_01282
OG0000788	Prbe.g_01395	Prac.g_01278
OG0000789	Prbe.g_01398	Prac.g_01276
OG0000790	Prbe.g_01399	Prac.g_01275
OG0000791	Prbe.g_01402	Prac.g_01274
OG0000792	Prbe.g_01403	Prac.g_01273
OG0000793	Prbe.g_01404	Prac.g_01272
OG0000794	Prbe.g_01407	Prac.g_01270
OG0000795	Prbe.g_01308	Prac.g_01267
OG0000796	Prbe.g_01307	Prac.g_01266
OG0000797	Prbe.g_01305	Prac.g_01264
OG0000798	Prbe.g_01304	Prac.g_01263
OG0000799	Prbe.g_01303	Prac.g_01262
OG0000800	Prbe.g_01302	Prac.g_01261
OG0000801	Prbe.g_01299	Prac.g_01258
OG0000802	Prbe.g_01298	Prac.g_01257
OG0000803	Prbe.g_01296	Prac.g_01255
OG0000804	Prbe.g_01295	Prac.g_01254
OG0000805	Prbe.g_01294	Prac.g_01253
OG0000806	Prbe.g_01292	Prac.g_01251
OG0000807	Prbe.g_01919	Prac.g_01225
OG0000808	Prbe.g_00071	Prac.g_01216
OG0000809	Prbe.g_01597	Prac.g_01213
OG0000810	Prbe.g_00492	Prac.g_01212
OG0000811	Prbe.g_00915	Prac.g_01205
OG0000812	Prbe.g_01591	Prac.g_01046
OG0000813	Prbe.g_01898	Prac.g_01042
OG0000814	Prbe.g_01618	Prac.g_01040
OG0000815	Prbe.g_00374	Prac.g_01031
OG0000816	Prbe.g_00042	Prac.g_01017
OG0000817	Prbe.g_00043	Prac.g_01016
OG0000818	Prbe.g_00060	Prac.g_01011
OG0000819	Prbe.g_01571	Prac.g_01004
OG0000820	Prbe.g_01565	Prac.g_01000
OG0000821	Prbe.g_01563	Prac.g_00998
OG0000822	Prbe.g_01562	Prac.g_00997
OG0000823	Prbe.g_01561	Prac.g_00996
OG0000824	Prbe.g_01560	Prac.g_00995
OG0000825	Prbe.g_01559	Prac.g_00994
OG0000826	Prbe.g_01558	Prac.g_00993
OG0000827	Prbe.g_01557	Prac.g_00992
OG0000828	Prbe.g_01556	Prac.g_00991
OG0000829	Prbe.g_01555	Prac.g_00990
OG0000830	Prbe.g_01553	Prac.g_00989
OG0000831	Prbe.g_01550	Prac.g_00986
OG0000832	Prbe.g_01548	Prac.g_00984
OG0000833	Prbe.g_01547	Prac.g_00983
OG0000834	Prbe.g_01546	Prac.g_00982
OG0000835	Prbe.g_01545	Prac.g_00981
OG0000836	Prbe.g_01544	Prac.g_00980
OG0000837	Prbe.g_01541	Prac.g_00978
OG0000838	Prbe.g_01540	Prac.g_00977
OG0000839	Prbe.g_01539	Prac.g_00976
OG0000840	Prbe.g_01538	Prac.g_00975
OG0000841	Prbe.g_01537	Prac.g_00974
OG0000842	Prbe.g_01535	Prac.g_00973
OG0000843	Prbe.g_01534	Prac.g_00972
OG0000844	Prbe.g_01533	Prac.g_00971
OG0000845	Prbe.g_01532	Prac.g_00970
OG0000846	Prbe.g_01530	Prac.g_00967
OG0000847	Prbe.g_01528	Prac.g_00965
OG0000848	Prbe.g_01527	Prac.g_00964
OG0000849	Prbe.g_01524	Prac.g_00963
OG0000850	Prbe.g_01523	Prac.g_00962
OG0000851	Prbe.g_01521	Prac.g_00961
OG0000852	Prbe.g_01519	Prac.g_00959
OG0000853	Prbe.g_01517	Prac.g_00958
OG0000854	Prbe.g_01515	Prac.g_00956
OG0000855	Prbe.g_01514	Prac.g_00955
OG0000856	Prbe.g_01513	Prac.g_00954
OG0000857	Prbe.g_01512	Prac.g_00953
OG0000858	Prbe.g_01511	Prac.g_00952
OG0000859	Prbe.g_01510	Prac.g_00951
OG0000860	Prbe.g_01509	Prac.g_00950
OG0000861	Prbe.g_01508	Prac.g_00949
OG0000862	Prbe.g_01507	Prac.g_00948
OG0000863	Prbe.g_01506	Prac.g_00947
OG0000864	Prbe.g_01505	Prac.g_00946
OG0000865	Prbe.g_01504	Prac.g_00945
OG0000866	Prbe.g_01503	Prac.g_00944
OG0000867	Prbe.g_01502	Prac.g_00943
OG0000868	Prbe.g_01501	Prac.g_00942
OG0000869	Prbe.g_01499	Prac.g_00940
OG0000870	Prbe.g_01498	Prac.g_00939
OG0000871	Prbe.g_01497	Prac.g_00937
OG0000872	Prbe.g_01496	Prac.g_00936
OG0000873	Prbe.g_01494	Prac.g_00934
OG0000874	Prbe.g_01493	Prac.g_00933
OG0000875	Prbe.g_01492	Prac.g_00932
OG0000876	Prbe.g_01491	Prac.g_00931
OG0000877	Prbe.g_00502	Prac.g_00929
OG0000878	Prbe.g_01128	Prac.g_00154
OG0000879	Prbe.g_00904	Prac.g_00164
OG0000880	Prbe.g_00903	Prac.g_00165
OG0000881	Prbe.g_00902	Prac.g_00166
OG0000882	Prbe.g_00901	Prac.g_00167
OG0000883	Prbe.g_00900	Prac.g_00168
OG0000884	Prbe.g_00898	Prac.g_00170
OG0000885	Prbe.g_00897	Prac.g_00171
OG0000886	Prbe.g_00896	Prac.g_00172
OG0000887	Prbe.g_00895	Prac.g_00173
OG0000888	Prbe.g_00894	Prac.g_00174
OG0000889	Prbe.g_00891	Prac.g_00177
OG0000890	Prbe.g_00890	Prac.g_00178
OG0000891	Prbe.g_00889	Prac.g_00179
OG0000892	Prbe.g_00886	Prac.g_00181
OG0000893	Prbe.g_00885	Prac.g_00182
OG0000894	Prbe.g_00884	Prac.g_00183
OG0000895	Prbe.g_00883	Prac.g_00184
OG0000896	Prbe.g_00882	Prac.g_00185
OG0000897	Prbe.g_00881	Prac.g_00186
OG0000898	Prbe.g_00878	Prac.g_00188
OG0000899	Prbe.g_00877	Prac.g_00189
OG0000900	Prbe.g_00397	Prac.g_00199
OG0000901	Prbe.g_00869	Prac.g_00203
OG0000902	Prbe.g_00634	Prac.g_00204
OG0000903	Prbe.g_01614	Prac.g_00205
OG0000904	Prbe.g_00212	Prac.g_00207
OG0000905	Prbe.g_01592	Prac.g_00209
OG0000906	Prbe.g_01574	Prac.g_00211
OG0000907	Prbe.g_01286	Prac.g_00212
OG0000908	Prbe.g_01611	Prac.g_00215
OG0000909	Prbe.g_00371	Prac.g_00219
OG0000910	Prbe.g_00370	Prac.g_00220
OG0000911	Prbe.g_00369	Prac.g_00221
OG0000912	Prbe.g_00368	Prac.g_00222
OG0000913	Prbe.g_00367	Prac.g_00223
OG0000914	Prbe.g_00366	Prac.g_00224
OG0000915	Prbe.g_00365	Prac.g_00225
OG0000916	Prbe.g_00364	Prac.g_00226
OG0000917	Prbe.g_00363	Prac.g_00227
OG0000918	Prbe.g_00362	Prac.g_00228
OG0000919	Prbe.g_00361	Prac.g_00229
OG0000920	Prbe.g_00360	Prac.g_00230
OG0000921	Prbe.g_00359	Prac.g_00231
OG0000922	Prbe.g_00358	Prac.g_00232
OG0000923	Prbe.g_00357	Prac.g_00233
OG0000924	Prbe.g_00356	Prac.g_00234
OG0000925	Prbe.g_00355	Prac.g_00235
OG0000926	Prbe.g_00792	Prac.g_00447
OG0000927	Prbe.g_00328	Prac.g_00429
OG0000928	Prbe.g_00327	Prac.g_00428
OG0000929	Prbe.g_00326	Prac.g_00427
OG0000930	Prbe.g_00325	Prac.g_00426
OG0000931	Prbe.g_00324	Prac.g_00425
OG0000932	Prbe.g_00322	Prac.g_00423
OG0000933	Prbe.g_00321	Prac.g_00422
OG0000934	Prbe.g_00320	Prac.g_00421
OG0000935	Prbe.g_00319	Prac.g_00420
OG0000936	Prbe.g_00318	Prac.g_00419
OG0000937	Prbe.g_00317	Prac.g_00418
OG0000938	Prbe.g_00316	Prac.g_00417
OG0000939	Prbe.g_00315	Prac.g_00416
OG0000940	Prbe.g_00314	Prac.g_00415
OG0000941	Prbe.g_00313	Prac.g_00413
OG0000942	Prbe.g_00312	Prac.g_00412
OG0000943	Prbe.g_00309	Prac.g_00409
OG0000944	Prbe.g_00308	Prac.g_00408
OG0000945	Prbe.g_00307	Prac.g_00407
OG0000946	Prbe.g_00306	Prac.g_00406
OG0000947	Prbe.g_00305	Prac.g_00405
OG0000948	Prbe.g_00304	Prac.g_00404
OG0000949	Prbe.g_00303	Prac.g_00403
OG0000950	Prbe.g_00302	Prac.g_00402
OG0000951	Prbe.g_00301	Prac.g_00401
OG0000952	Prbe.g_00300	Prac.g_00400
OG0000953	Prbe.g_00299	Prac.g_00399
OG0000954	Prbe.g_00298	Prac.g_00398
OG0000955	Prbe.g_00297	Prac.g_00397
OG0000956	Prbe.g_00296	Prac.g_00396
OG0000957	Prbe.g_00295	Prac.g_00395
OG0000958	Prbe.g_00294	Prac.g_00394
OG0000959	Prbe.g_00293	Prac.g_00393
OG0000960	Prbe.g_00292	Prac.g_00392
OG0000961	Prbe.g_00288	Prac.g_00388
OG0000962	Prbe.g_00287	Prac.g_00387
OG0000963	Prbe.g_00286	Prac.g_00386
OG0000964	Prbe.g_00284	Prac.g_00384
OG0000965	Prbe.g_00283	Prac.g_00383
OG0000966	Prbe.g_00282	Prac.g_00382
OG0000967	Prbe.g_00281	Prac.g_00381
OG0000968	Prbe.g_00280	Prac.g_00380
OG0000969	Prbe.g_00279	Prac.g_00379
OG0000970	Prbe.g_00278	Prac.g_00378
OG0000971	Prbe.g_00277	Prac.g_00377
OG0000972	Prbe.g_00276	Prac.g_00376
OG0000973	Prbe.g_00275	Prac.g_00375
OG0000974	Prbe.g_00273	Prac.g_00373
OG0000975	Prbe.g_00267	Prac.g_00370
OG0000976	Prbe.g_00265	Prac.g_00368
OG0000977	Prbe.g_00263	Prac.g_00367
OG0000978	Prbe.g_00261	Prac.g_00366
OG0000979	Prbe.g_00259	Prac.g_00364
OG0000980	Prbe.g_00258	Prac.g_00363
OG0000981	Prbe.g_00257	Prac.g_00362
OG0000982	Prbe.g_00256	Prac.g_00361
OG0000983	Prbe.g_00254	Prac.g_00359
OG0000984	Prbe.g_00253	Prac.g_00358
OG0000985	Prbe.g_00252	Prac.g_00357
OG0000986	Prbe.g_00251	Prac.g_00356
OG0000987	Prbe.g_00250	Prac.g_00355
OG0000988	Prbe.g_00249	Prac.g_00354
OG0000989	Prbe.g_00248	Prac.g_00353
OG0000990	Prbe.g_00247	Prac.g_00352
OG0000991	Prbe.g_00246	Prac.g_00351
OG0000992	Prbe.g_00245	Prac.g_00350
OG0000993	Prbe.g_00244	Prac.g_00349
OG0000994	Prbe.g_00243	Prac.g_00348
OG0000995	Prbe.g_00242	Prac.g_00347
OG0000996	Prbe.g_00241	Prac.g_00346
OG0000997	Prbe.g_00240	Prac.g_00345
OG0000998	Prbe.g_00239	Prac.g_00344
OG0000999	Prbe.g_00238	Prac.g_00343
OG0001000	Prbe.g_00237	Prac.g_00342
OG0001001	Prbe.g_00235	Prac.g_00340
OG0001002	Prbe.g_00234	Prac.g_00339
OG0001003	Prbe.g_00233	Prac.g_00338
OG0001004	Prbe.g_00232	Prac.g_00337
OG0001005	Prbe.g_00229	Prac.g_00336
OG0001006	Prbe.g_00228	Prac.g_00335
OG0001007	Prbe.g_00227	Prac.g_00334
OG0001008	Prbe.g_00225	Prac.g_00332
OG0001009	Prbe.g_00224	Prac.g_00331
OG0001010	Prbe.g_01042	Prac.g_00324
OG0001011	Prbe.g_00505	Prac.g_00317
OG0001012	Prbe.g_01237	Prac.g_00288
OG0001013	Prbe.g_00992	Prac.g_00631
OG0001014	Prbe.g_00991	Prac.g_00630
OG0001015	Prbe.g_00984	Prac.g_00624
OG0001016	Prbe.g_00983	Prac.g_00623
OG0001017	Prbe.g_00982	Prac.g_00622
OG0001018	Prbe.g_00981	Prac.g_00621
OG0001019	Prbe.g_00979	Prac.g_00619
OG0001020	Prbe.g_00978	Prac.g_00618
OG0001021	Prbe.g_00977	Prac.g_00617
OG0001022	Prbe.g_00976	Prac.g_00616
OG0001023	Prbe.g_00975	Prac.g_00615
OG0001024	Prbe.g_00973	Prac.g_00614
OG0001025	Prbe.g_00972	Prac.g_00613
OG0001026	Prbe.g_00971	Prac.g_00611
OG0001027	Prbe.g_00970	Prac.g_00610
OG0001028	Prbe.g_00969	Prac.g_00609
OG0001029	Prbe.g_00968	Prac.g_00608
OG0001030	Prbe.g_00967	Prac.g_00607
OG0001031	Prbe.g_00966	Prac.g_00606
OG0001032	Prbe.g_00965	Prac.g_00605
OG0001033	Prbe.g_00964	Prac.g_00604
OG0001034	Prbe.g_00963	Prac.g_00603
OG0001035	Prbe.g_00961	Prac.g_00601
OG0001036	Prbe.g_00960	Prac.g_00600
OG0001037	Prbe.g_00959	Prac.g_00599
OG0001038	Prbe.g_00958	Prac.g_00598
OG0001039	Prbe.g_00957	Prac.g_00597
OG0001040	Prbe.g_00956	Prac.g_00596
OG0001041	Prbe.g_00955	Prac.g_00595
OG0001042	Prbe.g_00954	Prac.g_00594
OG0001043	Prbe.g_00953	Prac.g_00593
OG0001044	Prbe.g_00952	Prac.g_00592
OG0001045	Prbe.g_00951	Prac.g_00591
OG0001046	Prbe.g_00950	Prac.g_00590
OG0001047	Prbe.g_00947	Prac.g_00587
OG0001048	Prbe.g_00945	Prac.g_00585
OG0001049	Prbe.g_00944	Prac.g_00584
OG0001050	Prbe.g_00943	Prac.g_00583
OG0001051	Prbe.g_00942	Prac.g_00582
OG0001052	Prbe.g_00941	Prac.g_00581
OG0001053	Prbe.g_00939	Prac.g_00580
OG0001054	Prbe.g_00937	Prac.g_00578
OG0001055	Prbe.g_00936	Prac.g_00577
OG0001056	Prbe.g_00935	Prac.g_00576
OG0001057	Prbe.g_00934	Prac.g_00575
OG0001058	Prbe.g_00933	Prac.g_00574
OG0001059	Prbe.g_00932	Prac.g_00573
OG0001060	Prbe.g_00931	Prac.g_00572
OG0001061	Prbe.g_00930	Prac.g_00571
OG0001062	Prbe.g_00929	Prac.g_00570
OG0001063	Prbe.g_00928	Prac.g_00569
OG0001064	Prbe.g_00926	Prac.g_00471
OG0001065	Prbe.g_00922	Prac.g_00476
OG0001066	Prbe.g_00920	Prac.g_00477
OG0001067	Prbe.g_00919	Prac.g_00478
OG0001068	Prbe.g_01112	Prac.g_00480
OG0001069	Prbe.g_01111	Prac.g_00481
OG0001070	Prbe.g_01110	Prac.g_00482
OG0001071	Prbe.g_01109	Prac.g_00483
OG0001072	Prbe.g_01108	Prac.g_00484
OG0001073	Prbe.g_01107	Prac.g_00485
OG0001074	Prbe.g_01106	Prac.g_00486
OG0001075	Prbe.g_01105	Prac.g_00487
OG0001076	Prbe.g_01104	Prac.g_00488
OG0001077	Prbe.g_01103	Prac.g_00489
OG0001078	Prbe.g_01102	Prac.g_00490
OG0001079	Prbe.g_01101	Prac.g_00491
OG0001080	Prbe.g_01100	Prac.g_00492
OG0001081	Prbe.g_01096	Prac.g_00495
OG0001082	Prbe.g_01095	Prac.g_00496
OG0001083	Prbe.g_01092	Prac.g_00497
OG0001084	Prbe.g_01093	Prac.g_00499
OG0001085	Prbe.g_01094	Prac.g_00500
OG0001086	Prbe.g_01097	Prac.g_00501
OG0001087	Prbe.g_01098	Prac.g_00502
OG0001088	Prbe.g_01099	Prac.g_00503
OG0001089	Prbe.g_01089	Prac.g_00506
OG0001090	Prbe.g_01087	Prac.g_00508
OG0001091	Prbe.g_01086	Prac.g_00509
OG0001092	Prbe.g_01085	Prac.g_00510
OG0001093	Prbe.g_01084	Prac.g_00511
OG0001094	Prbe.g_01083	Prac.g_00512
OG0001095	Prbe.g_01082	Prac.g_00513
OG0001096	Prbe.g_01081	Prac.g_00514
OG0001097	Prbe.g_01080	Prac.g_00515
OG0001098	Prbe.g_01079	Prac.g_00516
OG0001099	Prbe.g_01078	Prac.g_00517
OG0001100	Prbe.g_00867	Prac.g_00518
OG0001101	Prbe.g_00866	Prac.g_00519
OG0001102	Prbe.g_00865	Prac.g_00520
OG0001103	Prbe.g_00864	Prac.g_00521
OG0001104	Prbe.g_00863	Prac.g_00522
OG0001105	Prbe.g_00862	Prac.g_00523
OG0001106	Prbe.g_00861	Prac.g_00524
OG0001107	Prbe.g_00860	Prac.g_00525
OG0001108	Prbe.g_00859	Prac.g_00526
OG0001109	Prbe.g_00858	Prac.g_00527
OG0001110	Prbe.g_00857	Prac.g_00528
OG0001111	Prbe.g_00856	Prac.g_00529
OG0001112	Prbe.g_00855	Prac.g_00530
OG0001113	Prbe.g_00854	Prac.g_00531
OG0001114	Prbe.g_00853	Prac.g_00532
OG0001115	Prbe.g_00852	Prac.g_00533
OG0001116	Prbe.g_00851	Prac.g_00534
OG0001117	Prbe.g_00850	Prac.g_00535
OG0001118	Prbe.g_00849	Prac.g_00536
OG0001119	Prbe.g_00848	Prac.g_00537
OG0001120	Prbe.g_00847	Prac.g_00538
OG0001121	Prbe.g_00845	Prac.g_00540
OG0001122	Prbe.g_00844	Prac.g_00541
OG0001123	Prbe.g_00843	Prac.g_00542
