Orthogroup	Prbe	Prbi
OG0000546	Prbe.g_00512	Prbi.g_00624
OG0000547	Prbe.g_00510	Prbi.g_00626
OG0000548	Prbe.g_00508	Prbi.g_00627
OG0000549	Prbe.g_00507	Prbi.g_00628
OG0000550	Prbe.g_00506	Prbi.g_00629
OG0000551	Prbe.g_00504	Prbi.g_00630
OG0000552	Prbe.g_00503	Prbi.g_00631
OG0000553	Prbe.g_01490	Prbi.g_00632
OG0000554	Prbe.g_01489	Prbi.g_00634
OG0000555	Prbe.g_01488	Prbi.g_00635
OG0000556	Prbe.g_01487	Prbi.g_00636
OG0000557	Prbe.g_01486	Prbi.g_00637
OG0000558	Prbe.g_01485	Prbi.g_00638
OG0000559	Prbe.g_01484	Prbi.g_00639
OG0000560	Prbe.g_01482	Prbi.g_00641
OG0000561	Prbe.g_01481	Prbi.g_00642
OG0000562	Prbe.g_01479	Prbi.g_00643
OG0000563	Prbe.g_01478	Prbi.g_00644
OG0000564	Prbe.g_01477	Prbi.g_00645
OG0000565	Prbe.g_01476	Prbi.g_00646
OG0000566	Prbe.g_01475	Prbi.g_00647
OG0000567	Prbe.g_01474	Prbi.g_00648
OG0000568	Prbe.g_01473	Prbi.g_00649
OG0000569	Prbe.g_01472	Prbi.g_00650
OG0000570	Prbe.g_01471	Prbi.g_00651
OG0000571	Prbe.g_01470	Prbi.g_00652
OG0000572	Prbe.g_01469	Prbi.g_00653
OG0000573	Prbe.g_01466	Prbi.g_00656
OG0000574	Prbe.g_01465	Prbi.g_00657
OG0000575	Prbe.g_01464	Prbi.g_00658
OG0000576	Prbe.g_01463	Prbi.g_00659
OG0000577	Prbe.g_01462	Prbi.g_00660
OG0000578	Prbe.g_01461	Prbi.g_00661
OG0000579	Prbe.g_01460	Prbi.g_00662
OG0000580	Prbe.g_01459	Prbi.g_00663
OG0000581	Prbe.g_01458	Prbi.g_00664
OG0000582	Prbe.g_01457	Prbi.g_00665
OG0000583	Prbe.g_01456	Prbi.g_00666
OG0000584	Prbe.g_01454	Prbi.g_00667
OG0000585	Prbe.g_01453	Prbi.g_00668
OG0000586	Prbe.g_01451	Prbi.g_00670
OG0000587	Prbe.g_01450	Prbi.g_00671
OG0000588	Prbe.g_00444	Prbi.g_00673
OG0000589	Prbe.g_00445	Prbi.g_00674
OG0000590	Prbe.g_00447	Prbi.g_00676
OG0000591	Prbe.g_00453	Prbi.g_00682
OG0000592	Prbe.g_00454	Prbi.g_00683
OG0000593	Prbe.g_00455	Prbi.g_00684
OG0000594	Prbe.g_00458	Prbi.g_00686
OG0000595	Prbe.g_00459	Prbi.g_00687
OG0000596	Prbe.g_00460	Prbi.g_00688
OG0000597	Prbe.g_00462	Prbi.g_00690
OG0000598	Prbe.g_00463	Prbi.g_00691
OG0000599	Prbe.g_00464	Prbi.g_00692
OG0000600	Prbe.g_00465	Prbi.g_00693
OG0000601	Prbe.g_00468	Prbi.g_00695
OG0000602	Prbe.g_01199	Prbi.g_00696
OG0000603	Prbe.g_01200	Prbi.g_00697
OG0000604	Prbe.g_01203	Prbi.g_00698
OG0000605	Prbe.g_01204	Prbi.g_00699
OG0000606	Prbe.g_01205	Prbi.g_00700
OG0000607	Prbe.g_01207	Prbi.g_00703
OG0000608	Prbe.g_01209	Prbi.g_00704
OG0000609	Prbe.g_01197	Prbi.g_00708
OG0000610	Prbe.g_00403	Prbi.g_00709
OG0000611	Prbe.g_01215	Prbi.g_00746
OG0000612	Prbe.g_01216	Prbi.g_00747
OG0000613	Prbe.g_01437	Prbi.g_00748
OG0000614	Prbe.g_01436	Prbi.g_00749
OG0000615	Prbe.g_01434	Prbi.g_00751
OG0000616	Prbe.g_01433	Prbi.g_00752
OG0000617	Prbe.g_01432	Prbi.g_00753
OG0000618	Prbe.g_01431	Prbi.g_00754
OG0000619	Prbe.g_01430	Prbi.g_00755
OG0000620	Prbe.g_01429	Prbi.g_00756
OG0000621	Prbe.g_01428	Prbi.g_00757
OG0000622	Prbe.g_01427	Prbi.g_00758
OG0000623	Prbe.g_01426	Prbi.g_00759
OG0000624	Prbe.g_01424	Prbi.g_00760
OG0000625	Prbe.g_01423	Prbi.g_00761
OG0000626	Prbe.g_01422	Prbi.g_00762
OG0000627	Prbe.g_01421	Prbi.g_00763
OG0000628	Prbe.g_01420	Prbi.g_00764
OG0000629	Prbe.g_01419	Prbi.g_00765
OG0000630	Prbe.g_01418	Prbi.g_00766
OG0000631	Prbe.g_01416	Prbi.g_00768
OG0000632	Prbe.g_01415	Prbi.g_00788
OG0000633	Prbe.g_00055	Prbi.g_00792
OG0000634	Prbe.g_00909	Prbi.g_00807
OG0000635	Prbe.g_00487	Prbi.g_00811
OG0000636	Prbe.g_00488	Prbi.g_00812
OG0000637	Prbe.g_00489	Prbi.g_00813
OG0000638	Prbe.g_01889	Prbi.g_00825
OG0000639	Prbe.g_01317	Prbi.g_00834
OG0000640	Prbe.g_01321	Prbi.g_00835
OG0000641	Prbe.g_01323	Prbi.g_00838
OG0000642	Prbe.g_01324	Prbi.g_00839
OG0000643	Prbe.g_01325	Prbi.g_00840
OG0000644	Prbe.g_01438	Prbi.g_00841
OG0000645	Prbe.g_01217	Prbi.g_00842
OG0000646	Prbe.g_01218	Prbi.g_00843
OG0000647	Prbe.g_01219	Prbi.g_00844
OG0000648	Prbe.g_01221	Prbi.g_00846
OG0000649	Prbe.g_01222	Prbi.g_00847
OG0000650	Prbe.g_01223	Prbi.g_00848
OG0000651	Prbe.g_01224	Prbi.g_00849
OG0000652	Prbe.g_01225	Prbi.g_00850
OG0000653	Prbe.g_01226	Prbi.g_00851
OG0000654	Prbe.g_01228	Prbi.g_00853
OG0000655	Prbe.g_01230	Prbi.g_00855
OG0000656	Prbe.g_01231	Prbi.g_00856
OG0000657	Prbe.g_01232	Prbi.g_00857
OG0000658	Prbe.g_01233	Prbi.g_00858
OG0000659	Prbe.g_01234	Prbi.g_00859
OG0000660	Prbe.g_01235	Prbi.g_00860
OG0000661	Prbe.g_01236	Prbi.g_00861
OG0000662	Prbe.g_01238	Prbi.g_00862
OG0000663	Prbe.g_01239	Prbi.g_00863
OG0000664	Prbe.g_01240	Prbi.g_00864
OG0000665	Prbe.g_01241	Prbi.g_00865
OG0000666	Prbe.g_01242	Prbi.g_00866
OG0000667	Prbe.g_01243	Prbi.g_00867
OG0000668	Prbe.g_01244	Prbi.g_00868
OG0000669	Prbe.g_01246	Prbi.g_00870
OG0000670	Prbe.g_01247	Prbi.g_00871
OG0000671	Prbe.g_01248	Prbi.g_00872
OG0000672	Prbe.g_01249	Prbi.g_00873
OG0000673	Prbe.g_01250	Prbi.g_00874
OG0000674	Prbe.g_01251	Prbi.g_00875
OG0000675	Prbe.g_01253	Prbi.g_00877
OG0000676	Prbe.g_01254	Prbi.g_00878
OG0000677	Prbe.g_01257	Prbi.g_00881
OG0000678	Prbe.g_01259	Prbi.g_00883
OG0000679	Prbe.g_01261	Prbi.g_00884
OG0000680	Prbe.g_01262	Prbi.g_00885
OG0000681	Prbe.g_01263	Prbi.g_00886
OG0000682	Prbe.g_01264	Prbi.g_00887
OG0000683	Prbe.g_01266	Prbi.g_00889
OG0000684	Prbe.g_01267	Prbi.g_00890
OG0000685	Prbe.g_01268	Prbi.g_00891
OG0000686	Prbe.g_01269	Prbi.g_00892
OG0000687	Prbe.g_01270	Prbi.g_00893
OG0000688	Prbe.g_01271	Prbi.g_00894
OG0000689	Prbe.g_01272	Prbi.g_00895
OG0000690	Prbe.g_01273	Prbi.g_00896
OG0000691	Prbe.g_01274	Prbi.g_00897
OG0000692	Prbe.g_01278	Prbi.g_00899
OG0000693	Prbe.g_01279	Prbi.g_00900
OG0000694	Prbe.g_01280	Prbi.g_00901
OG0000695	Prbe.g_01281	Prbi.g_00902
OG0000696	Prbe.g_01282	Prbi.g_00903
OG0000697	Prbe.g_01284	Prbi.g_00905
OG0000698	Prbe.g_01288	Prbi.g_00907
OG0000699	Prbe.g_01289	Prbi.g_00908
OG0000700	Prbe.g_00105	Prbi.g_00934
OG0000701	Prbe.g_00110	Prbi.g_00939
OG0000702	Prbe.g_00406	Prbi.g_00942
OG0000703	Prbe.g_00408	Prbi.g_00943
OG0000704	Prbe.g_00409	Prbi.g_00944
OG0000705	Prbe.g_00411	Prbi.g_00945
OG0000706	Prbe.g_00412	Prbi.g_00946
OG0000707	Prbe.g_00414	Prbi.g_00948
OG0000708	Prbe.g_00415	Prbi.g_00949
OG0000709	Prbe.g_00417	Prbi.g_00951
OG0000710	Prbe.g_00418	Prbi.g_00952
OG0000711	Prbe.g_00419	Prbi.g_00953
OG0000712	Prbe.g_00420	Prbi.g_00954
OG0000713	Prbe.g_00421	Prbi.g_00955
OG0000714	Prbe.g_00423	Prbi.g_00957
OG0000715	Prbe.g_00424	Prbi.g_00958
OG0000716	Prbe.g_00426	Prbi.g_00960
OG0000717	Prbe.g_00427	Prbi.g_00961
OG0000718	Prbe.g_00428	Prbi.g_00962
OG0000719	Prbe.g_00430	Prbi.g_00964
OG0000720	Prbe.g_00431	Prbi.g_00965
OG0000721	Prbe.g_00434	Prbi.g_00968
OG0000722	Prbe.g_00435	Prbi.g_00969
OG0000723	Prbe.g_00436	Prbi.g_00970
OG0000724	Prbe.g_00438	Prbi.g_00971
OG0000725	Prbe.g_00439	Prbi.g_00972
OG0000726	Prbe.g_00440	Prbi.g_00973
OG0000727	Prbe.g_00441	Prbi.g_00974
OG0000728	Prbe.g_00442	Prbi.g_00975
OG0000729	Prbe.g_00443	Prbi.g_00976
OG0000730	Prbe.g_01448	Prbi.g_00977
OG0000731	Prbe.g_01446	Prbi.g_00978
OG0000732	Prbe.g_01445	Prbi.g_00979
OG0000733	Prbe.g_01444	Prbi.g_00980
OG0000734	Prbe.g_01443	Prbi.g_00981
OG0000735	Prbe.g_01441	Prbi.g_00983
OG0000736	Prbe.g_01440	Prbi.g_00984
OG0000737	Prbe.g_01439	Prbi.g_00985
OG0000738	Prbe.g_01326	Prbi.g_00986
OG0000739	Prbe.g_01327	Prbi.g_00987
OG0000740	Prbe.g_01328	Prbi.g_00988
OG0000741	Prbe.g_01329	Prbi.g_00989
OG0000742	Prbe.g_01331	Prbi.g_00991
OG0000743	Prbe.g_01332	Prbi.g_00992
OG0000744	Prbe.g_01333	Prbi.g_00993
OG0000745	Prbe.g_01334	Prbi.g_00994
OG0000746	Prbe.g_01335	Prbi.g_00995
OG0000747	Prbe.g_01336	Prbi.g_00996
OG0000748	Prbe.g_01337	Prbi.g_00997
OG0000749	Prbe.g_01338	Prbi.g_00998
OG0000750	Prbe.g_01340	Prbi.g_00999
OG0000751	Prbe.g_01341	Prbi.g_01000
OG0000752	Prbe.g_01400	Prbi.g_01001
OG0000753	Prbe.g_01343	Prbi.g_01003
OG0000754	Prbe.g_01344	Prbi.g_01004
OG0000755	Prbe.g_01345	Prbi.g_01005
OG0000756	Prbe.g_01347	Prbi.g_01006
OG0000757	Prbe.g_01348	Prbi.g_01007
OG0000758	Prbe.g_01349	Prbi.g_01008
OG0000759	Prbe.g_01351	Prbi.g_01010
OG0000760	Prbe.g_01352	Prbi.g_01011
OG0000761	Prbe.g_01353	Prbi.g_01012
OG0000762	Prbe.g_01355	Prbi.g_01014
OG0000763	Prbe.g_01356	Prbi.g_01015
OG0000764	Prbe.g_01357	Prbi.g_01016
OG0000765	Prbe.g_01358	Prbi.g_01017
OG0000766	Prbe.g_01359	Prbi.g_01018
OG0000767	Prbe.g_01361	Prbi.g_01020
OG0000768	Prbe.g_01362	Prbi.g_01021
OG0000769	Prbe.g_01363	Prbi.g_01022
OG0000770	Prbe.g_01364	Prbi.g_01023
OG0000771	Prbe.g_01365	Prbi.g_01024
OG0000772	Prbe.g_01615	Prbi.g_01025
OG0000773	Prbe.g_01367	Prbi.g_01026
OG0000774	Prbe.g_01368	Prbi.g_01027
OG0000775	Prbe.g_01369	Prbi.g_01028
OG0000776	Prbe.g_01372	Prbi.g_01030
OG0000777	Prbe.g_01373	Prbi.g_01032
OG0000778	Prbe.g_01374	Prbi.g_01033
OG0000779	Prbe.g_01375	Prbi.g_01034
OG0000780	Prbe.g_01377	Prbi.g_01036
OG0000781	Prbe.g_01379	Prbi.g_01038
OG0000782	Prbe.g_01380	Prbi.g_01039
OG0000783	Prbe.g_01384	Prbi.g_01055
OG0000784	Prbe.g_01386	Prbi.g_01057
OG0000785	Prbe.g_01387	Prbi.g_01058
OG0000786	Prbe.g_01388	Prbi.g_01059
OG0000787	Prbe.g_01389	Prbi.g_01060
OG0000788	Prbe.g_01395	Prbi.g_01064
OG0000789	Prbe.g_01398	Prbi.g_01066
OG0000790	Prbe.g_01399	Prbi.g_01067
OG0000791	Prbe.g_01402	Prbi.g_01068
OG0000792	Prbe.g_01403	Prbi.g_01069
OG0000793	Prbe.g_01404	Prbi.g_01070
OG0000794	Prbe.g_01407	Prbi.g_01072
OG0000795	Prbe.g_01308	Prbi.g_01075
OG0000796	Prbe.g_01307	Prbi.g_01076
OG0000797	Prbe.g_01305	Prbi.g_01078
OG0000798	Prbe.g_01304	Prbi.g_01079
OG0000799	Prbe.g_01303	Prbi.g_01080
OG0000800	Prbe.g_01302	Prbi.g_01081
OG0000801	Prbe.g_01299	Prbi.g_01084
OG0000802	Prbe.g_01298	Prbi.g_01085
OG0000803	Prbe.g_01296	Prbi.g_01087
OG0000804	Prbe.g_01295	Prbi.g_01088
OG0000805	Prbe.g_01294	Prbi.g_01089
OG0000806	Prbe.g_01292	Prbi.g_01091
OG0000807	Prbe.g_01919	Prbi.g_01117
OG0000808	Prbe.g_00071	Prbi.g_01127
OG0000809	Prbe.g_01597	Prbi.g_01130
OG0000810	Prbe.g_00492	Prbi.g_01131
OG0000811	Prbe.g_00915	Prbi.g_01138
OG0000812	Prbe.g_01591	Prbi.g_01142
OG0000813	Prbe.g_01898	Prbi.g_01146
OG0000814	Prbe.g_01618	Prbi.g_01148
OG0000815	Prbe.g_00374	Prbi.g_01161
OG0000816	Prbe.g_00042	Prbi.g_01175
OG0000817	Prbe.g_00043	Prbi.g_01176
OG0000818	Prbe.g_00060	Prbi.g_01181
OG0000819	Prbe.g_01571	Prbi.g_01188
OG0000820	Prbe.g_01565	Prbi.g_01192
OG0000821	Prbe.g_01563	Prbi.g_01194
OG0000822	Prbe.g_01562	Prbi.g_01195
OG0000823	Prbe.g_01561	Prbi.g_01196
OG0000824	Prbe.g_01560	Prbi.g_01197
OG0000825	Prbe.g_01559	Prbi.g_01198
OG0000826	Prbe.g_01558	Prbi.g_01199
OG0000827	Prbe.g_01557	Prbi.g_01200
OG0000828	Prbe.g_01556	Prbi.g_01201
OG0000829	Prbe.g_01555	Prbi.g_01202
OG0000830	Prbe.g_01553	Prbi.g_01203
OG0000831	Prbe.g_01550	Prbi.g_01206
OG0000832	Prbe.g_01548	Prbi.g_01208
OG0000833	Prbe.g_01547	Prbi.g_01209
OG0000834	Prbe.g_01546	Prbi.g_01210
OG0000835	Prbe.g_01545	Prbi.g_01211
OG0000836	Prbe.g_01544	Prbi.g_01212
OG0000837	Prbe.g_01541	Prbi.g_01214
OG0000838	Prbe.g_01540	Prbi.g_01215
OG0000839	Prbe.g_01539	Prbi.g_01216
OG0000840	Prbe.g_01538	Prbi.g_01217
OG0000841	Prbe.g_01537	Prbi.g_01218
OG0000842	Prbe.g_01535	Prbi.g_01219
OG0000843	Prbe.g_01534	Prbi.g_01220
OG0000844	Prbe.g_01533	Prbi.g_01221
OG0000845	Prbe.g_01532	Prbi.g_01222
OG0000846	Prbe.g_01530	Prbi.g_01225
OG0000847	Prbe.g_01528	Prbi.g_01227
OG0000848	Prbe.g_01527	Prbi.g_01228
OG0000849	Prbe.g_01524	Prbi.g_01229
OG0000850	Prbe.g_01523	Prbi.g_01230
OG0000851	Prbe.g_01521	Prbi.g_01231
OG0000852	Prbe.g_01519	Prbi.g_01233
OG0000853	Prbe.g_01517	Prbi.g_01234
OG0000854	Prbe.g_01515	Prbi.g_01236
OG0000855	Prbe.g_01514	Prbi.g_01237
OG0000856	Prbe.g_01513	Prbi.g_01238
OG0000857	Prbe.g_01512	Prbi.g_01239
OG0000858	Prbe.g_01511	Prbi.g_01240
OG0000859	Prbe.g_01510	Prbi.g_01241
OG0000860	Prbe.g_01509	Prbi.g_01242
OG0000861	Prbe.g_01508	Prbi.g_01243
OG0000862	Prbe.g_01507	Prbi.g_01244
OG0000863	Prbe.g_01506	Prbi.g_01245
OG0000864	Prbe.g_01505	Prbi.g_01246
OG0000865	Prbe.g_01504	Prbi.g_01247
OG0000866	Prbe.g_01503	Prbi.g_01248
OG0000867	Prbe.g_01502	Prbi.g_01249
OG0000868	Prbe.g_01501	Prbi.g_01250
OG0000869	Prbe.g_01499	Prbi.g_01252
OG0000870	Prbe.g_01498	Prbi.g_01253
OG0000871	Prbe.g_01497	Prbi.g_01255
OG0000872	Prbe.g_01496	Prbi.g_01256
OG0000873	Prbe.g_01494	Prbi.g_01258
OG0000874	Prbe.g_01493	Prbi.g_01259
OG0000875	Prbe.g_01492	Prbi.g_01260
OG0000876	Prbe.g_01491	Prbi.g_01261
OG0000877	Prbe.g_00502	Prbi.g_01263
OG0000878	Prbe.g_01128	Prbi.g_01363
OG0000879	Prbe.g_00904	Prbi.g_01380
OG0000880	Prbe.g_00903	Prbi.g_01381
OG0000881	Prbe.g_00902	Prbi.g_01382
OG0000882	Prbe.g_00901	Prbi.g_01383
OG0000883	Prbe.g_00900	Prbi.g_01384
OG0000884	Prbe.g_00898	Prbi.g_01386
OG0000885	Prbe.g_00897	Prbi.g_01387
OG0000886	Prbe.g_00896	Prbi.g_01388
OG0000887	Prbe.g_00895	Prbi.g_01389
OG0000888	Prbe.g_00894	Prbi.g_01390
OG0000889	Prbe.g_00891	Prbi.g_01393
OG0000890	Prbe.g_00890	Prbi.g_01394
OG0000891	Prbe.g_00889	Prbi.g_01395
OG0000892	Prbe.g_00886	Prbi.g_01397
OG0000893	Prbe.g_00885	Prbi.g_01398
OG0000894	Prbe.g_00884	Prbi.g_01399
OG0000895	Prbe.g_00883	Prbi.g_01400
OG0000896	Prbe.g_00882	Prbi.g_01401
OG0000897	Prbe.g_00881	Prbi.g_01402
OG0000898	Prbe.g_00878	Prbi.g_01404
OG0000899	Prbe.g_00877	Prbi.g_01405
OG0000900	Prbe.g_00397	Prbi.g_01421
OG0000901	Prbe.g_00869	Prbi.g_01425
OG0000902	Prbe.g_00634	Prbi.g_01426
OG0000903	Prbe.g_01614	Prbi.g_01427
OG0000904	Prbe.g_00212	Prbi.g_01429
OG0000905	Prbe.g_01592	Prbi.g_01431
OG0000906	Prbe.g_01574	Prbi.g_01433
OG0000907	Prbe.g_01286	Prbi.g_01434
OG0000908	Prbe.g_01611	Prbi.g_01437
OG0000909	Prbe.g_00371	Prbi.g_01441
OG0000910	Prbe.g_00370	Prbi.g_01442
OG0000911	Prbe.g_00369	Prbi.g_01443
OG0000912	Prbe.g_00368	Prbi.g_01444
OG0000913	Prbe.g_00367	Prbi.g_01445
OG0000914	Prbe.g_00366	Prbi.g_01446
OG0000915	Prbe.g_00365	Prbi.g_01447
OG0000916	Prbe.g_00364	Prbi.g_01448
OG0000917	Prbe.g_00363	Prbi.g_01449
OG0000918	Prbe.g_00362	Prbi.g_01450
OG0000919	Prbe.g_00361	Prbi.g_01451
OG0000920	Prbe.g_00360	Prbi.g_01452
OG0000921	Prbe.g_00359	Prbi.g_01453
OG0000922	Prbe.g_00358	Prbi.g_01454
OG0000923	Prbe.g_00357	Prbi.g_01455
OG0000924	Prbe.g_00356	Prbi.g_01456
OG0000925	Prbe.g_00355	Prbi.g_01457
OG0000926	Prbe.g_00792	Prbi.g_01489
OG0000927	Prbe.g_00328	Prbi.g_01571
OG0000928	Prbe.g_00327	Prbi.g_01572
OG0000929	Prbe.g_00326	Prbi.g_01573
OG0000930	Prbe.g_00325	Prbi.g_01574
OG0000931	Prbe.g_00324	Prbi.g_01575
OG0000932	Prbe.g_00322	Prbi.g_01577
OG0000933	Prbe.g_00321	Prbi.g_01578
OG0000934	Prbe.g_00320	Prbi.g_01579
OG0000935	Prbe.g_00319	Prbi.g_01580
OG0000936	Prbe.g_00318	Prbi.g_01581
OG0000937	Prbe.g_00317	Prbi.g_01582
OG0000938	Prbe.g_00316	Prbi.g_01583
OG0000939	Prbe.g_00315	Prbi.g_01584
OG0000940	Prbe.g_00314	Prbi.g_01585
OG0000941	Prbe.g_00313	Prbi.g_01587
OG0000942	Prbe.g_00312	Prbi.g_01588
OG0000943	Prbe.g_00309	Prbi.g_01593
OG0000944	Prbe.g_00308	Prbi.g_01594
OG0000945	Prbe.g_00307	Prbi.g_01595
OG0000946	Prbe.g_00306	Prbi.g_01596
OG0000947	Prbe.g_00305	Prbi.g_01597
OG0000948	Prbe.g_00304	Prbi.g_01598
OG0000949	Prbe.g_00303	Prbi.g_01599
OG0000950	Prbe.g_00302	Prbi.g_01600
OG0000951	Prbe.g_00301	Prbi.g_01601
OG0000952	Prbe.g_00300	Prbi.g_01602
OG0000953	Prbe.g_00299	Prbi.g_01603
OG0000954	Prbe.g_00298	Prbi.g_01604
OG0000955	Prbe.g_00297	Prbi.g_01605
OG0000956	Prbe.g_00296	Prbi.g_01606
OG0000957	Prbe.g_00295	Prbi.g_01607
OG0000958	Prbe.g_00294	Prbi.g_01608
OG0000959	Prbe.g_00293	Prbi.g_01609
OG0000960	Prbe.g_00292	Prbi.g_01610
OG0000961	Prbe.g_00288	Prbi.g_01613
OG0000962	Prbe.g_00287	Prbi.g_01614
OG0000963	Prbe.g_00286	Prbi.g_01615
OG0000964	Prbe.g_00284	Prbi.g_01617
OG0000965	Prbe.g_00283	Prbi.g_01618
OG0000966	Prbe.g_00282	Prbi.g_01619
OG0000967	Prbe.g_00281	Prbi.g_01620
OG0000968	Prbe.g_00280	Prbi.g_01621
OG0000969	Prbe.g_00279	Prbi.g_01622
OG0000970	Prbe.g_00278	Prbi.g_01623
OG0000971	Prbe.g_00277	Prbi.g_01624
OG0000972	Prbe.g_00276	Prbi.g_01625
OG0000973	Prbe.g_00275	Prbi.g_01626
OG0000974	Prbe.g_00273	Prbi.g_01628
OG0000975	Prbe.g_00267	Prbi.g_01631
OG0000976	Prbe.g_00265	Prbi.g_01633
OG0000977	Prbe.g_00263	Prbi.g_01634
OG0000978	Prbe.g_00261	Prbi.g_01635
OG0000979	Prbe.g_00259	Prbi.g_01637
OG0000980	Prbe.g_00258	Prbi.g_01638
OG0000981	Prbe.g_00257	Prbi.g_01639
OG0000982	Prbe.g_00256	Prbi.g_01640
OG0000983	Prbe.g_00254	Prbi.g_01642
OG0000984	Prbe.g_00253	Prbi.g_01643
OG0000985	Prbe.g_00252	Prbi.g_01644
OG0000986	Prbe.g_00251	Prbi.g_01645
OG0000987	Prbe.g_00250	Prbi.g_01646
OG0000988	Prbe.g_00249	Prbi.g_01647
OG0000989	Prbe.g_00248	Prbi.g_01648
OG0000990	Prbe.g_00247	Prbi.g_01649
OG0000991	Prbe.g_00246	Prbi.g_01650
OG0000992	Prbe.g_00245	Prbi.g_01651
OG0000993	Prbe.g_00244	Prbi.g_01652
OG0000994	Prbe.g_00243	Prbi.g_01653
OG0000995	Prbe.g_00242	Prbi.g_01654
OG0000996	Prbe.g_00241	Prbi.g_01655
OG0000997	Prbe.g_00240	Prbi.g_01656
OG0000998	Prbe.g_00239	Prbi.g_01657
OG0000999	Prbe.g_00238	Prbi.g_01658
OG0001000	Prbe.g_00237	Prbi.g_01659
OG0001001	Prbe.g_00235	Prbi.g_01661
OG0001002	Prbe.g_00234	Prbi.g_01662
OG0001003	Prbe.g_00233	Prbi.g_01663
OG0001004	Prbe.g_00232	Prbi.g_01664
OG0001005	Prbe.g_00229	Prbi.g_01665
OG0001006	Prbe.g_00228	Prbi.g_01666
OG0001007	Prbe.g_00227	Prbi.g_01667
OG0001008	Prbe.g_00225	Prbi.g_01669
OG0001009	Prbe.g_00224	Prbi.g_01670
OG0001010	Prbe.g_01042	Prbi.g_01678
OG0001011	Prbe.g_00505	Prbi.g_01685
OG0001012	Prbe.g_01237	Prbi.g_01711
OG0001013	Prbe.g_00992	Prbi.g_01781
OG0001014	Prbe.g_00991	Prbi.g_01782
OG0001015	Prbe.g_00984	Prbi.g_01788
OG0001016	Prbe.g_00983	Prbi.g_01789
OG0001017	Prbe.g_00982	Prbi.g_01790
OG0001018	Prbe.g_00981	Prbi.g_01791
OG0001019	Prbe.g_00979	Prbi.g_01793
OG0001020	Prbe.g_00978	Prbi.g_01794
OG0001021	Prbe.g_00977	Prbi.g_01795
OG0001022	Prbe.g_00976	Prbi.g_01796
OG0001023	Prbe.g_00975	Prbi.g_01797
OG0001024	Prbe.g_00973	Prbi.g_01798
OG0001025	Prbe.g_00972	Prbi.g_01799
OG0001026	Prbe.g_00971	Prbi.g_01801
OG0001027	Prbe.g_00970	Prbi.g_01802
OG0001028	Prbe.g_00969	Prbi.g_01803
OG0001029	Prbe.g_00968	Prbi.g_01804
OG0001030	Prbe.g_00967	Prbi.g_01805
OG0001031	Prbe.g_00966	Prbi.g_01806
OG0001032	Prbe.g_00965	Prbi.g_01807
OG0001033	Prbe.g_00964	Prbi.g_01808
OG0001034	Prbe.g_00963	Prbi.g_01809
OG0001035	Prbe.g_00961	Prbi.g_01811
OG0001036	Prbe.g_00960	Prbi.g_01812
OG0001037	Prbe.g_00959	Prbi.g_01813
OG0001038	Prbe.g_00958	Prbi.g_01814
OG0001039	Prbe.g_00957	Prbi.g_01815
OG0001040	Prbe.g_00956	Prbi.g_01816
OG0001041	Prbe.g_00955	Prbi.g_01817
OG0001042	Prbe.g_00954	Prbi.g_01818
OG0001043	Prbe.g_00953	Prbi.g_01819
OG0001044	Prbe.g_00952	Prbi.g_01820
OG0001045	Prbe.g_00951	Prbi.g_01821
OG0001046	Prbe.g_00950	Prbi.g_01822
OG0001047	Prbe.g_00947	Prbi.g_01825
OG0001048	Prbe.g_00945	Prbi.g_01827
OG0001049	Prbe.g_00944	Prbi.g_01828
OG0001050	Prbe.g_00943	Prbi.g_01829
OG0001051	Prbe.g_00942	Prbi.g_01830
OG0001052	Prbe.g_00941	Prbi.g_01831
OG0001053	Prbe.g_00939	Prbi.g_01832
OG0001054	Prbe.g_00937	Prbi.g_01834
OG0001055	Prbe.g_00936	Prbi.g_01835
OG0001056	Prbe.g_00935	Prbi.g_01836
OG0001057	Prbe.g_00934	Prbi.g_01837
OG0001058	Prbe.g_00933	Prbi.g_01838
OG0001059	Prbe.g_00932	Prbi.g_01839
OG0001060	Prbe.g_00931	Prbi.g_01840
OG0001061	Prbe.g_00930	Prbi.g_01841
OG0001062	Prbe.g_00929	Prbi.g_01842
OG0001063	Prbe.g_00928	Prbi.g_01843
OG0001064	Prbe.g_00926	Prbi.g_01845
OG0001065	Prbe.g_00922	Prbi.g_01848
OG0001066	Prbe.g_00920	Prbi.g_01849
OG0001067	Prbe.g_00919	Prbi.g_01850
OG0001068	Prbe.g_01112	Prbi.g_01852
OG0001069	Prbe.g_01111	Prbi.g_01853
OG0001070	Prbe.g_01110	Prbi.g_01854
OG0001071	Prbe.g_01109	Prbi.g_01855
OG0001072	Prbe.g_01108	Prbi.g_01856
OG0001073	Prbe.g_01107	Prbi.g_01857
OG0001074	Prbe.g_01106	Prbi.g_01858
OG0001075	Prbe.g_01105	Prbi.g_01859
OG0001076	Prbe.g_01104	Prbi.g_01860
OG0001077	Prbe.g_01103	Prbi.g_01861
OG0001078	Prbe.g_01102	Prbi.g_01863
OG0001079	Prbe.g_01101	Prbi.g_01864
OG0001080	Prbe.g_01100	Prbi.g_01865
OG0001081	Prbe.g_01096	Prbi.g_01868
OG0001082	Prbe.g_01095	Prbi.g_01869
