Orthogroup	Praq	Syal
OG0000585	Praq.g_00990	Syal.g_02731
OG0000586	Praq.g_00989	Syal.g_02730
OG0000587	Praq.g_00988	Syal.g_02728
OG0000588	Praq.g_00984	Syal.g_02717
OG0000589	Praq.g_00981	Syal.g_02714
OG0000590	Praq.g_00980	Syal.g_02713
OG0000591	Praq.g_00977	Syal.g_02707
OG0000592	Praq.g_00976	Syal.g_02706
OG0000593	Praq.g_00970	Syal.g_02640
OG0000594	Praq.g_00969	Syal.g_02639
OG0000595	Praq.g_00968	Syal.g_02638
OG0000596	Praq.g_00964	Syal.g_02633
OG0000597	Praq.g_00962	Syal.g_02630
OG0000598	Praq.g_00961	Syal.g_02629
OG0000599	Praq.g_00958	Syal.g_02622
OG0000600	Praq.g_00957	Syal.g_02621
OG0000601	Praq.g_00775	Syal.g_02620
OG0000602	Praq.g_00777	Syal.g_02615
OG0000603	Praq.g_00778	Syal.g_02614
OG0000604	Praq.g_00779	Syal.g_02612
OG0000605	Praq.g_00780	Syal.g_02516
OG0000606	Praq.g_00783	Syal.g_02174
OG0000607	Praq.g_00786	Syal.g_02177
OG0000608	Praq.g_00787	Syal.g_02178
OG0000609	Praq.g_00788	Syal.g_02180
OG0000610	Praq.g_00793	Syal.g_02198
OG0000611	Praq.g_00796	Syal.g_02201
OG0000612	Praq.g_00797	Syal.g_02202
OG0000613	Praq.g_00802	Syal.g_01325
OG0000614	Praq.g_00821	Syal.g_01794
OG0000615	Praq.g_00829	Syal.g_02256
OG0000616	Praq.g_00833	Syal.g_00079
OG0000617	Praq.g_00589	Syal.g_01866
OG0000618	Praq.g_00590	Syal.g_01867
OG0000619	Praq.g_00591	Syal.g_02417
OG0000620	Praq.g_00594	Syal.g_02422
OG0000621	Praq.g_00595	Syal.g_02423
OG0000622	Praq.g_00596	Syal.g_02424
OG0000623	Praq.g_00597	Syal.g_02425
OG0000624	Praq.g_00598	Syal.g_02427
OG0000625	Praq.g_00599	Syal.g_02428
OG0000626	Praq.g_00600	Syal.g_02429
OG0000627	Praq.g_00601	Syal.g_02048
OG0000628	Praq.g_00602	Syal.g_02047
OG0000629	Praq.g_00603	Syal.g_02044
OG0000630	Praq.g_00606	Syal.g_02040
OG0000631	Praq.g_00661	Syal.g_02031
OG0000632	Praq.g_00662	Syal.g_02030
OG0000633	Praq.g_00663	Syal.g_02029
OG0000634	Praq.g_00666	Syal.g_02410
OG0000635	Praq.g_00667	Syal.g_02411
OG0000636	Praq.g_00669	Syal.g_02413
OG0000637	Praq.g_00671	Syal.g_02415
OG0000638	Praq.g_00672	Syal.g_02416
OG0000639	Praq.g_00673	Syal.g_01868
OG0000640	Praq.g_00674	Syal.g_01869
OG0000641	Praq.g_00678	Syal.g_01873
OG0000642	Praq.g_01407	Syal.g_01874
OG0000643	Praq.g_01408	Syal.g_01875
OG0000644	Praq.g_01409	Syal.g_01876
OG0000645	Praq.g_01410	Syal.g_01878
OG0000646	Praq.g_01412	Syal.g_01881
OG0000647	Praq.g_01413	Syal.g_01883
OG0000648	Praq.g_01415	Syal.g_02438
OG0000649	Praq.g_01416	Syal.g_02439
OG0000650	Praq.g_01417	Syal.g_02440
OG0000651	Praq.g_01418	Syal.g_02441
OG0000652	Praq.g_01419	Syal.g_02442
OG0000653	Praq.g_01421	Syal.g_02444
OG0000654	Praq.g_01422	Syal.g_02445
OG0000655	Praq.g_01423	Syal.g_02446
OG0000656	Praq.g_01426	Syal.g_02449
OG0000657	Praq.g_01433	Syal.g_02460
OG0000658	Praq.g_01434	Syal.g_02465
OG0000659	Praq.g_01435	Syal.g_02466
OG0000660	Praq.g_01439	Syal.g_02470
OG0000661	Praq.g_01441	Syal.g_02472
OG0000662	Praq.g_01443	Syal.g_02474
OG0000663	Praq.g_01445	Syal.g_02477
OG0000664	Praq.g_01446	Syal.g_02478
OG0000665	Praq.g_01450	Syal.g_02593
OG0000666	Praq.g_01451	Syal.g_02605
OG0000667	Praq.g_01456	Syal.g_02192
OG0000668	Praq.g_01473	Syal.g_01920
OG0000669	Praq.g_01481	Syal.g_02295
OG0000670	Praq.g_01483	Syal.g_02956
OG0000671	Praq.g_01485	Syal.g_02291
OG0000672	Praq.g_01488	Syal.g_02288
OG0000673	Praq.g_01491	Syal.g_02285
OG0000674	Praq.g_01493	Syal.g_02283
OG0000675	Praq.g_01494	Syal.g_02282
OG0000676	Praq.g_01496	Syal.g_02272
OG0000677	Praq.g_01497	Syal.g_02271
OG0000678	Praq.g_01499	Syal.g_02264
OG0000679	Praq.g_01503	Syal.g_02252
OG0000680	Praq.g_01504	Syal.g_02251
OG0000681	Praq.g_01506	Syal.g_02248
OG0000682	Praq.g_01507	Syal.g_02247
OG0000683	Praq.g_01508	Syal.g_02246
OG0000684	Praq.g_01510	Syal.g_02242
OG0000685	Praq.g_01512	Syal.g_02240
OG0000686	Praq.g_01513	Syal.g_02239
OG0000687	Praq.g_01514	Syal.g_02237
OG0000688	Praq.g_01517	Syal.g_02225
OG0000689	Praq.g_01518	Syal.g_02223
OG0000690	Praq.g_01519	Syal.g_02222
OG0000691	Praq.g_01520	Syal.g_02221
OG0000692	Praq.g_01522	Syal.g_02220
OG0000693	Praq.g_01523	Syal.g_02218
OG0000694	Praq.g_01524	Syal.g_02217
OG0000695	Praq.g_01526	Syal.g_02027
OG0000696	Praq.g_01527	Syal.g_02026
OG0000697	Praq.g_01528	Syal.g_02025
OG0000698	Praq.g_01531	Syal.g_02022
OG0000699	Praq.g_01532	Syal.g_02021
OG0000700	Praq.g_01533	Syal.g_02020
OG0000701	Praq.g_01534	Syal.g_02019
OG0000702	Praq.g_01536	Syal.g_02011
OG0000703	Praq.g_01537	Syal.g_02010
OG0000704	Praq.g_01538	Syal.g_02008
OG0000705	Praq.g_01542	Syal.g_01999
OG0000706	Praq.g_01543	Syal.g_01998
OG0000707	Praq.g_01544	Syal.g_01997
OG0000708	Praq.g_01545	Syal.g_01994
OG0000709	Praq.g_01549	Syal.g_01986
OG0000710	Praq.g_01552	Syal.g_01982
OG0000711	Praq.g_01568	Syal.g_01954
OG0000712	Praq.g_01570	Syal.g_01952
OG0000713	Praq.g_01571	Syal.g_01951
OG0000714	Praq.g_01572	Syal.g_01948
OG0000715	Praq.g_01574	Syal.g_01934
OG0000716	Praq.g_01576	Syal.g_01930
OG0000717	Praq.g_01577	Syal.g_01929
OG0000718	Praq.g_01588	Syal.g_01925
OG0000719	Praq.g_01590	Syal.g_01922
OG0000720	Praq.g_01599	Syal.g_01908
OG0000721	Praq.g_01601	Syal.g_01906
OG0000722	Praq.g_01602	Syal.g_01905
OG0000723	Praq.g_01605	Syal.g_02433
OG0000724	Praq.g_01614	Syal.g_01829
OG0000725	Praq.g_01620	Syal.g_01820
OG0000726	Praq.g_01621	Syal.g_01819
OG0000727	Praq.g_01622	Syal.g_01818
OG0000728	Praq.g_01624	Syal.g_01816
OG0000729	Praq.g_01669	Syal.g_01510
OG0000730	Praq.g_01273	Syal.g_00345
OG0000731	Praq.g_01276	Syal.g_00356
OG0000732	Praq.g_01282	Syal.g_00149
OG0000733	Praq.g_01301	Syal.g_01105
OG0000734	Praq.g_01318	Syal.g_00828
OG0000735	Praq.g_01320	Syal.g_01627
OG0000736	Praq.g_01321	Syal.g_01628
OG0000737	Praq.g_01322	Syal.g_01629
OG0000738	Praq.g_01326	Syal.g_01634
OG0000739	Praq.g_01327	Syal.g_01645
OG0000740	Praq.g_01328	Syal.g_01646
OG0000741	Praq.g_01329	Syal.g_01649
OG0000742	Praq.g_01332	Syal.g_01652
OG0000743	Praq.g_01334	Syal.g_01654
OG0000744	Praq.g_01335	Syal.g_01655
OG0000745	Praq.g_01336	Syal.g_01657
OG0000746	Praq.g_01338	Syal.g_01659
OG0000747	Praq.g_01339	Syal.g_01660
OG0000748	Praq.g_01342	Syal.g_01674
OG0000749	Praq.g_01343	Syal.g_01675
OG0000750	Praq.g_01344	Syal.g_01676
OG0000751	Praq.g_01346	Syal.g_01688
OG0000752	Praq.g_01348	Syal.g_01690
OG0000753	Praq.g_01351	Syal.g_01693
OG0000754	Praq.g_01354	Syal.g_01698
OG0000755	Praq.g_01357	Syal.g_01707
OG0000756	Praq.g_01358	Syal.g_01708
OG0000757	Praq.g_01364	Syal.g_01715
OG0000758	Praq.g_01365	Syal.g_01716
OG0000759	Praq.g_01366	Syal.g_01717
OG0000760	Praq.g_01367	Syal.g_01718
OG0000761	Praq.g_01368	Syal.g_01719
OG0000762	Praq.g_01369	Syal.g_01721
OG0000763	Praq.g_01371	Syal.g_01723
OG0000764	Praq.g_01372	Syal.g_01724
OG0000765	Praq.g_01381	Syal.g_01768
OG0000766	Praq.g_01382	Syal.g_01767
OG0000767	Praq.g_01384	Syal.g_01765
OG0000768	Praq.g_01385	Syal.g_01764
OG0000769	Praq.g_01387	Syal.g_01762
OG0000770	Praq.g_01389	Syal.g_01758
OG0000771	Praq.g_00257	Syal.g_01835
OG0000772	Praq.g_00112	Syal.g_01641
OG0000773	Praq.g_00124	Syal.g_01618
OG0000774	Praq.g_00126	Syal.g_01610
OG0000775	Praq.g_00128	Syal.g_01608
OG0000776	Praq.g_00129	Syal.g_01607
OG0000777	Praq.g_00130	Syal.g_01606
OG0000778	Praq.g_00131	Syal.g_01605
OG0000779	Praq.g_00135	Syal.g_01599
OG0000780	Praq.g_00136	Syal.g_01594
OG0000781	Praq.g_00139	Syal.g_01590
OG0000782	Praq.g_00140	Syal.g_01589
OG0000783	Praq.g_00141	Syal.g_01588
OG0000784	Praq.g_00142	Syal.g_01587
OG0000785	Praq.g_00144	Syal.g_01585
OG0000786	Praq.g_00146	Syal.g_01579
OG0000787	Praq.g_00147	Syal.g_01578
OG0000788	Praq.g_00162	Syal.g_02619
OG0000789	Praq.g_00165	Syal.g_02598
OG0000790	Praq.g_00182	Syal.g_02883
OG0000791	Praq.g_00184	Syal.g_02882
OG0000792	Praq.g_00185	Syal.g_02881
OG0000793	Praq.g_00188	Syal.g_02876
OG0000794	Praq.g_00189	Syal.g_02875
OG0000795	Praq.g_00190	Syal.g_02874
OG0000796	Praq.g_00194	Syal.g_02870
OG0000797	Praq.g_00195	Syal.g_02869
OG0000798	Praq.g_00222	Syal.g_01260, Syal.g_01372
OG0000799	Praq.g_00276	Syal.g_01547
OG0000800	Praq.g_00277	Syal.g_01542
OG0000801	Praq.g_00278	Syal.g_01541
OG0000802	Praq.g_00280	Syal.g_01536
OG0000803	Praq.g_00282	Syal.g_00040
OG0000804	Praq.g_00283	Syal.g_00036
OG0000805	Praq.g_00285	Syal.g_00030
OG0000806	Praq.g_00287	Syal.g_00028
OG0000807	Praq.g_00288	Syal.g_00026
OG0000808	Praq.g_00289	Syal.g_00025
OG0000809	Praq.g_00292	Syal.g_00022
OG0000810	Praq.g_00293	Syal.g_00021
OG0000811	Praq.g_00297	Syal.g_00380
OG0000812	Praq.g_00299	Syal.g_00382
OG0000813	Praq.g_00300	Syal.g_00383
OG0000814	Praq.g_00302	Syal.g_00385
OG0000815	Praq.g_00303	Syal.g_00391
OG0000816	Praq.g_00305	Syal.g_00393
OG0000817	Praq.g_00306	Syal.g_00394
OG0000818	Praq.g_00311	Syal.g_00401
OG0000819	Praq.g_00312	Syal.g_00402
OG0000820	Praq.g_00313	Syal.g_00403
OG0000821	Praq.g_00317	Syal.g_00409
OG0000822	Praq.g_00318	Syal.g_00411
OG0000823	Praq.g_00319	Syal.g_00412
OG0000824	Praq.g_00322	Syal.g_00417
OG0000825	Praq.g_00323	Syal.g_00418
OG0000826	Praq.g_00324	Syal.g_00419
OG0000827	Praq.g_00325	Syal.g_00420
OG0000828	Praq.g_00328	Syal.g_00423
OG0000829	Praq.g_00329	Syal.g_00424
OG0000830	Praq.g_00330	Syal.g_00425
OG0000831	Praq.g_00332	Syal.g_00427
OG0000832	Praq.g_00338	Syal.g_02967
OG0000833	Praq.g_00346	Syal.g_02976
OG0000834	Praq.g_00347	Syal.g_02979
OG0000835	Praq.g_00348	Syal.g_02980
OG0000836	Praq.g_00349	Syal.g_02983
OG0000837	Praq.g_00350	Syal.g_02984
OG0000838	Praq.g_00352	Syal.g_02988
OG0000839	Praq.g_00353	Syal.g_02989
OG0000840	Praq.g_00354	Syal.g_02990
OG0000841	Praq.g_00355	Syal.g_02991
OG0000842	Praq.g_00356	Syal.g_02992
OG0000843	Praq.g_00357	Syal.g_02993
OG0000844	Praq.g_00358	Syal.g_02995
OG0000845	Praq.g_00359	Syal.g_02996
OG0000846	Praq.g_00360	Syal.g_02997
OG0000847	Praq.g_00361	Syal.g_02998
OG0000848	Praq.g_00362	Syal.g_03000
OG0000849	Praq.g_00363	Syal.g_03001
OG0000850	Praq.g_00365	Syal.g_03008
OG0000851	Praq.g_00366	Syal.g_00561
OG0000852	Praq.g_00367	Syal.g_00562
OG0000853	Praq.g_00371	Syal.g_00566
OG0000854	Praq.g_00373	Syal.g_00568
OG0000855	Praq.g_00374	Syal.g_00569
OG0000856	Praq.g_00001	Syal.g_02704
OG0000857	Praq.g_00030	Syal.g_01882
OG0000858	Praq.g_01953	Syal.g_00576
OG0000859	Praq.g_01952	Syal.g_00577
OG0000860	Praq.g_00495	Syal.g_00589
OG0000861	Praq.g_00494	Syal.g_00590
OG0000862	Praq.g_00493	Syal.g_00591
OG0000863	Praq.g_00491	Syal.g_00594
OG0000864	Praq.g_00490	Syal.g_00595
OG0000865	Praq.g_00489	Syal.g_00596
OG0000866	Praq.g_00488	Syal.g_00597
OG0000867	Praq.g_00487	Syal.g_00598
OG0000868	Praq.g_00486	Syal.g_00604
OG0000869	Praq.g_00482	Syal.g_00609
OG0000870	Praq.g_00477	Syal.g_00614
OG0000871	Praq.g_00476	Syal.g_00615
OG0000872	Praq.g_00475	Syal.g_00621
OG0000873	Praq.g_00472	Syal.g_00624
OG0000874	Praq.g_00469	Syal.g_00627
OG0000875	Praq.g_00468	Syal.g_00629
OG0000876	Praq.g_00467	Syal.g_00631
OG0000877	Praq.g_00465	Syal.g_00633
OG0000878	Praq.g_00464	Syal.g_00634
OG0000879	Praq.g_00463	Syal.g_00635
OG0000880	Praq.g_00462	Syal.g_00636
OG0000881	Praq.g_00458	Syal.g_00641
OG0000882	Praq.g_00453	Syal.g_00646
OG0000883	Praq.g_00452	Syal.g_00648
OG0000884	Praq.g_00450	Syal.g_00650
OG0000885	Praq.g_00449	Syal.g_00651
OG0000886	Praq.g_00448	Syal.g_00652
OG0000887	Praq.g_00447	Syal.g_00653
OG0000888	Praq.g_00445	Syal.g_00655
OG0000889	Praq.g_00443	Syal.g_00657
OG0000890	Praq.g_00442	Syal.g_00663
OG0000891	Praq.g_00441	Syal.g_00664
OG0000892	Praq.g_00956	Syal.g_00668
OG0000893	Praq.g_00951	Syal.g_00193
OG0000894	Praq.g_00949	Syal.g_00196
OG0000895	Praq.g_00946	Syal.g_00200
OG0000896	Praq.g_00945	Syal.g_00201
OG0000897	Praq.g_00943	Syal.g_00203
OG0000898	Praq.g_00942	Syal.g_00204
OG0000899	Praq.g_00941	Syal.g_00205
OG0000900	Praq.g_00940	Syal.g_00206
OG0000901	Praq.g_00937	Syal.g_00211
OG0000902	Praq.g_00935	Syal.g_00213
OG0000903	Praq.g_00932	Syal.g_00227
OG0000904	Praq.g_00930	Syal.g_00222
OG0000905	Praq.g_00925	Syal.g_00217
OG0000906	Praq.g_00924	Syal.g_00215
OG0000907	Praq.g_00921	Syal.g_00229
OG0000908	Praq.g_00918	Syal.g_00232
OG0000909	Praq.g_00917	Syal.g_00233
OG0000910	Praq.g_00916	Syal.g_00234
OG0000911	Praq.g_00914	Syal.g_00237
OG0000912	Praq.g_00913	Syal.g_00238
OG0000913	Praq.g_00912	Syal.g_00239
OG0000914	Praq.g_00911	Syal.g_00240
OG0000915	Praq.g_00910	Syal.g_00241
OG0000916	Praq.g_00909	Syal.g_00242
OG0000917	Praq.g_00908	Syal.g_00243
OG0000918	Praq.g_00907	Syal.g_00244
OG0000919	Praq.g_00906	Syal.g_00245
OG0000920	Praq.g_00905	Syal.g_00246
OG0000921	Praq.g_00904	Syal.g_00247
OG0000922	Praq.g_00903	Syal.g_00248
OG0000923	Praq.g_00899	Syal.g_00252
OG0000924	Praq.g_00898	Syal.g_00253
OG0000925	Praq.g_00897	Syal.g_00254
OG0000926	Praq.g_00896	Syal.g_00255
OG0000927	Praq.g_00894	Syal.g_00257
OG0000928	Praq.g_00893	Syal.g_00258
OG0000929	Praq.g_00892	Syal.g_00259
OG0000930	Praq.g_00891	Syal.g_00260
OG0000931	Praq.g_00890	Syal.g_00261
OG0000932	Praq.g_00889	Syal.g_00262
OG0000933	Praq.g_00885	Syal.g_00268
OG0000934	Praq.g_00883	Syal.g_00270
OG0000935	Praq.g_00882	Syal.g_00271
OG0000936	Praq.g_00881	Syal.g_00272
OG0000937	Praq.g_00880	Syal.g_00273
OG0000938	Praq.g_00878	Syal.g_00276
OG0000939	Praq.g_00877	Syal.g_00277
OG0000940	Praq.g_00871	Syal.g_00285
OG0000941	Praq.g_00869	Syal.g_00287
OG0000942	Praq.g_00867	Syal.g_00289
OG0000943	Praq.g_00866	Syal.g_00290
OG0000944	Praq.g_00865	Syal.g_00292
OG0000945	Praq.g_00864	Syal.g_00294
OG0000946	Praq.g_00727	Syal.g_00301
OG0000947	Praq.g_00729	Syal.g_00304
OG0000948	Praq.g_00730	Syal.g_00305
OG0000949	Praq.g_00733	Syal.g_01341
OG0000950	Praq.g_00738	Syal.g_01348
OG0000951	Praq.g_00742	Syal.g_01353
OG0000952	Praq.g_00746	Syal.g_01363
OG0000953	Praq.g_00749	Syal.g_01435
OG0000954	Praq.g_00753	Syal.g_01443
OG0000955	Praq.g_00754	Syal.g_01444
OG0000956	Praq.g_00756	Syal.g_01446
OG0000957	Praq.g_00761	Syal.g_01457
OG0000958	Praq.g_00762	Syal.g_01458
OG0000959	Praq.g_00766	Syal.g_01482
OG0000960	Praq.g_00767	Syal.g_01483
OG0000961	Praq.g_00769	Syal.g_01507
OG0000962	Praq.g_00771	Syal.g_01509
OG0000963	Praq.g_00774	Syal.g_01514
OG0000964	Praq.g_00679	Syal.g_01515
OG0000965	Praq.g_00680	Syal.g_01516
OG0000966	Praq.g_00687	Syal.g_00176
OG0000967	Praq.g_00691	Syal.g_00171
OG0000968	Praq.g_00693	Syal.g_00169
OG0000969	Praq.g_00694	Syal.g_00167
OG0000970	Praq.g_00695	Syal.g_00166
OG0000971	Praq.g_00696	Syal.g_00164
OG0000972	Praq.g_00697	Syal.g_00163
OG0000973	Praq.g_00698	Syal.g_00162
OG0000974	Praq.g_00699	Syal.g_00161
OG0000975	Praq.g_00700	Syal.g_00160
OG0000976	Praq.g_00701	Syal.g_00159
OG0000977	Praq.g_00702	Syal.g_00157
OG0000978	Praq.g_00703	Syal.g_00156
OG0000979	Praq.g_00706	Syal.g_00153
OG0000980	Praq.g_00708	Syal.g_00150
OG0000981	Praq.g_00710	Syal.g_00147
OG0000982	Praq.g_00712	Syal.g_01068
OG0000983	Praq.g_00713	Syal.g_01069
OG0000984	Praq.g_00714	Syal.g_01070
OG0000985	Praq.g_00717	Syal.g_01074
OG0000986	Praq.g_00719	Syal.g_01076
OG0000987	Praq.g_00720	Syal.g_01080
OG0000988	Praq.g_00723	Syal.g_01086
OG0000989	Praq.g_00391	Syal.g_01098
OG0000990	Praq.g_00394	Syal.g_01118
OG0000991	Praq.g_00395	Syal.g_01120
OG0000992	Praq.g_00397	Syal.g_01122
OG0000993	Praq.g_00398	Syal.g_01123
OG0000994	Praq.g_00399	Syal.g_01127
OG0000995	Praq.g_00403	Syal.g_01132
OG0000996	Praq.g_00404	Syal.g_01162
OG0000997	Praq.g_00405	Syal.g_01171
OG0000998	Praq.g_00407	Syal.g_01173
OG0000999	Praq.g_00408	Syal.g_01174
OG0001000	Praq.g_00411	Syal.g_01177
OG0001001	Praq.g_00413	Syal.g_01182
OG0001002	Praq.g_00417	Syal.g_00082
OG0001003	Praq.g_00418	Syal.g_00084
OG0001004	Praq.g_00419	Syal.g_00085
OG0001005	Praq.g_00420	Syal.g_00087
OG0001006	Praq.g_00424	Syal.g_00094
OG0001007	Praq.g_00426	Syal.g_00096
OG0001008	Praq.g_01120	Syal.g_00524
OG0001009	Praq.g_01230	Syal.g_00129
OG0001010	Praq.g_01231	Syal.g_00130
OG0001011	Praq.g_01232	Syal.g_00131
OG0001012	Praq.g_01258	Syal.g_01064
OG0001013	Praq.g_01264	Syal.g_01026
OG0001014	Praq.g_01267	Syal.g_01022
OG0001015	Praq.g_01268	Syal.g_01021
OG0001016	Praq.g_01930	Syal.g_00756
OG0001017	Praq.g_01926	Syal.g_00762
OG0001018	Praq.g_01923	Syal.g_00764
OG0001019	Praq.g_01914	Syal.g_00785
OG0001020	Praq.g_01913	Syal.g_00796
OG0001021	Praq.g_01912	Syal.g_00800
OG0001022	Praq.g_01909	Syal.g_00805
OG0001023	Praq.g_01908	Syal.g_00806
OG0001024	Praq.g_01905	Syal.g_00810
OG0001025	Praq.g_01899	Syal.g_00817
OG0001026	Praq.g_01892	Syal.g_00830
OG0001027	Praq.g_01891	Syal.g_00834
OG0001028	Praq.g_01889	Syal.g_00836
OG0001029	Praq.g_01888	Syal.g_00838
OG0001030	Praq.g_01873	Syal.g_00860
OG0001031	Praq.g_01816	Syal.g_00936
OG0001032	Praq.g_01815	Syal.g_00938
OG0001033	Praq.g_01794	Syal.g_00972
OG0001034	Praq.g_01766	Syal.g_00684
OG0001035	Praq.g_01749	Syal.g_01226
OG0001036	Praq.g_01744	Syal.g_01231
OG0001037	Praq.g_01743	Syal.g_01233
OG0001038	Praq.g_01725	Syal.g_01261
OG0001039	Praq.g_01722	Syal.g_01264
OG0001040	Praq.g_01719	Syal.g_01267
OG0001041	Praq.g_01715	Syal.g_01272
OG0001042	Praq.g_01698	Syal.g_01300
OG0001043	Praq.g_01697	Syal.g_01304
OG0001044	Praq.g_01212	Syal.g_00346
OG0001045	Praq.g_01203	Syal.g_00359
OG0001046	Praq.g_01164	Syal.g_01967
OG0001047	Praq.g_01118	Syal.g_00522
OG0001048	Praq.g_01117	Syal.g_00521
OG0001049	Praq.g_01115	Syal.g_00518
OG0001050	Praq.g_01114	Syal.g_00517
OG0001051	Praq.g_01113	Syal.g_00516
OG0001052	Praq.g_00522	Syal.g_00467
OG0001053	Praq.g_00534	Syal.g_02900
OG0001054	Praq.g_01104	Syal.g_02919
OG0001055	Praq.g_01085	Syal.g_02940
OG0001056	Praq.g_01066	Syal.g_02833
OG0001057	Praq.g_01061	Syal.g_01574
OG0001058	Praq.g_01053	Syal.g_02812
OG0001059	Praq.g_01049	Syal.g_02808
OG0001060	Praq.g_01042	Syal.g_02801
OG0001061	Praq.g_01029	Syal.g_02783
OG0001062	Praq.g_01027	Syal.g_02781
OG0001063	Praq.g_01025	Syal.g_02776
OG0001064	Praq.g_01024	Syal.g_02775
OG0001065	Praq.g_01023	Syal.g_02774
OG0001066	Praq.g_01022	Syal.g_02773
OG0001067	Praq.g_01021	Syal.g_02772
OG0001068	Praq.g_01020	Syal.g_02771
OG0001069	Praq.g_01019	Syal.g_02770
OG0001070	Praq.g_01016	Syal.g_02766
OG0001071	Praq.g_01015	Syal.g_02765
OG0001072	Praq.g_01013	Syal.g_02761
OG0001073	Praq.g_00998	Syal.g_02746
OG0001074	Praq.g_00987	Syal.g_02575
OG0001075	Praq.g_00986	Syal.g_02726
OG0001076	Praq.g_00978	Syal.g_02712
OG0001077	Praq.g_00974	Syal.g_02702
OG0001078	Praq.g_00966	Syal.g_02635
OG0001079	Praq.g_00776	Syal.g_02618
OG0001080	Praq.g_00782	Syal.g_02514
OG0001081	Praq.g_00784	Syal.g_02175
OG0001082	Praq.g_00785	Syal.g_02176
OG0001083	Praq.g_00790	Syal.g_02184
OG0001084	Praq.g_00791	Syal.g_02187
OG0001085	Praq.g_00799	Syal.g_02206
OG0001086	Praq.g_00800	Syal.g_02208
OG0001087	Praq.g_00817	Syal.g_01782
OG0001088	Praq.g_00818	Syal.g_01785
OG0001089	Praq.g_00826	Syal.g_01811
OG0001090	Praq.g_00584	Syal.g_01859
OG0001091	Praq.g_00586	Syal.g_01862
OG0001092	Praq.g_00587	Syal.g_01864
OG0001093	Praq.g_00592	Syal.g_02419
OG0001094	Praq.g_00664	Syal.g_02216
OG0001095	Praq.g_01411	Syal.g_01879
OG0001096	Praq.g_01424	Syal.g_02447
OG0001097	Praq.g_01442	Syal.g_02473
OG0001098	Praq.g_01458	Syal.g_02083
OG0001099	Praq.g_01478	Syal.g_00837
OG0001100	Praq.g_01482	Syal.g_02293
OG0001101	Praq.g_01484	Syal.g_02292
OG0001102	Praq.g_01487	Syal.g_02289
OG0001103	Praq.g_01489	Syal.g_02287
OG0001104	Praq.g_01511	Syal.g_02241
OG0001105	Praq.g_01515	Syal.g_02236
OG0001106	Praq.g_01539	Syal.g_02007
OG0001107	Praq.g_01546	Syal.g_01993
OG0001108	Praq.g_01550	Syal.g_01985
OG0001109	Praq.g_01551	Syal.g_01983
OG0001110	Praq.g_01553	Syal.g_01981
OG0001111	Praq.g_01554	Syal.g_01979
OG0001112	Praq.g_01555	Syal.g_01977
OG0001113	Praq.g_01556	Syal.g_02244
OG0001114	Praq.g_01557	Syal.g_01976
OG0001115	Praq.g_01559	Syal.g_01972
OG0001116	Praq.g_01560	Syal.g_01970
OG0001117	Praq.g_01561	Syal.g_01969
OG0001118	Praq.g_01562	Syal.g_01968
OG0001119	Praq.g_01563	Syal.g_01966
OG0001120	Praq.g_01565	Syal.g_01962
OG0001121	Praq.g_01298	Syal.g_02960
OG0001122	Praq.g_01591	Syal.g_01921
OG0001123	Praq.g_01595	Syal.g_01913
OG0001124	Praq.g_01597	Syal.g_01911
OG0001125	Praq.g_01598	Syal.g_01909
OG0001126	Praq.g_01608	Syal.g_01837
OG0001127	Praq.g_01609	Syal.g_01836
OG0001128	Praq.g_01611	Syal.g_01833
OG0001129	Praq.g_01612	Syal.g_01831
OG0001130	Praq.g_01613	Syal.g_01830
OG0001131	Praq.g_01649	Syal.g_02260
OG0001132	Praq.g_01658	Syal.g_02553
OG0001133	Praq.g_01287	Syal.g_02710
OG0001134	Praq.g_01300	Syal.g_02506
OG0001135	Praq.g_01303	Syal.g_02505
OG0001136	Praq.g_01330	Syal.g_01650
OG0001137	Praq.g_01341	Syal.g_01673
OG0001138	Praq.g_01359	Syal.g_01709
OG0001139	Praq.g_01360	Syal.g_01711
OG0001140	Praq.g_01361	Syal.g_01712
OG0001141	Praq.g_01362	Syal.g_01713
OG0001142	Praq.g_01363	Syal.g_01714
OG0001143	Praq.g_01370	Syal.g_01722
OG0001144	Praq.g_01375	Syal.g_01736
OG0001145	Praq.g_00125	Syal.g_01614
OG0001146	Praq.g_00137	Syal.g_01593
OG0001147	Praq.g_00161	Syal.g_00458
OG0001148	Praq.g_00179	Syal.g_02886
OG0001149	Praq.g_00180	Syal.g_02885
OG0001150	Praq.g_00181	Syal.g_02884
OG0001151	Praq.g_00192	Syal.g_02872
OG0001152	Praq.g_00193	Syal.g_02871
OG0001153	Praq.g_00326	Syal.g_00421
OG0001154	Praq.g_00327	Syal.g_00422
OG0001155	Praq.g_00339	Syal.g_02969
OG0001156	Praq.g_00342	Syal.g_02972
OG0001157	Praq.g_00343	Syal.g_02973
OG0001158	Praq.g_00344	Syal.g_02974
OG0001159	Praq.g_00345	Syal.g_02975
OG0001160	Praq.g_00369	Syal.g_00564
OG0001161	Praq.g_00382	Syal.g_01104
OG0001162	Praq.g_00005	Syal.g_01577
OG0001165	Praq.g_00498	Syal.g_00584
OG0001166	Praq.g_00478	Syal.g_00613
OG0001167	Praq.g_00461	Syal.g_00638
OG0001168	Praq.g_00459	Syal.g_00640
