Orthogroup	Praq	Syat
OG0000591	Praq.g_00977	Syat.g_03308
OG0000592	Praq.g_00976	Syat.g_03307
OG0000593	Praq.g_00970	Syat.g_00113
OG0000594	Praq.g_00969	Syat.g_00114
OG0000595	Praq.g_00968	Syat.g_00115
OG0000596	Praq.g_00964	Syat.g_00129
OG0000597	Praq.g_00962	Syat.g_00132
OG0000598	Praq.g_00961	Syat.g_00133
OG0000599	Praq.g_00958	Syat.g_00381
OG0000600	Praq.g_00957	Syat.g_00380
OG0000601	Praq.g_00775	Syat.g_00379
OG0000602	Praq.g_00777	Syat.g_00375
OG0000603	Praq.g_00778	Syat.g_00374
OG0000604	Praq.g_00779	Syat.g_00372
OG0000605	Praq.g_00780	Syat.g_00370
OG0000606	Praq.g_00783	Syat.g_00367
OG0000607	Praq.g_00786	Syat.g_00364
OG0000608	Praq.g_00787	Syat.g_00363
OG0000609	Praq.g_00788	Syat.g_00344
OG0000610	Praq.g_00793	Syat.g_00399
OG0000611	Praq.g_00796	Syat.g_00402
OG0000612	Praq.g_00797	Syat.g_00403
OG0000613	Praq.g_00802	Syat.g_02129
OG0000614	Praq.g_00821	Syat.g_01084
OG0000615	Praq.g_00829	Syat.g_00442
OG0000616	Praq.g_00833	Syat.g_02397
OG0000617	Praq.g_00589	Syat.g_00665
OG0000618	Praq.g_00590	Syat.g_00666
OG0000619	Praq.g_00591	Syat.g_00667
OG0000620	Praq.g_00594	Syat.g_02591
OG0000621	Praq.g_00595	Syat.g_02590
OG0000622	Praq.g_00596	Syat.g_02572
OG0000623	Praq.g_00597	Syat.g_00672
OG0000624	Praq.g_00598	Syat.g_00673
OG0000625	Praq.g_00599	Syat.g_00674
OG0000626	Praq.g_00600	Syat.g_00675
OG0000627	Praq.g_00601	Syat.g_00641
OG0000628	Praq.g_00602	Syat.g_00640
OG0000629	Praq.g_00603	Syat.g_00637
OG0000630	Praq.g_00606	Syat.g_00631
OG0000631	Praq.g_00661	Syat.g_00624
OG0000632	Praq.g_00662	Syat.g_00623
OG0000633	Praq.g_00663	Syat.g_00622
OG0000634	Praq.g_00666	Syat.g_00475
OG0000635	Praq.g_00667	Syat.g_00476
OG0000636	Praq.g_00669	Syat.g_00478
OG0000637	Praq.g_00671	Syat.g_00480
OG0000638	Praq.g_00672	Syat.g_00481
OG0000639	Praq.g_00673	Syat.g_00482
OG0000640	Praq.g_00674	Syat.g_00483
OG0000641	Praq.g_00678	Syat.g_00488
OG0000642	Praq.g_01407	Syat.g_00489
OG0000643	Praq.g_01408	Syat.g_00494
OG0000644	Praq.g_01409	Syat.g_00495
OG0000645	Praq.g_01410	Syat.g_00496
OG0000646	Praq.g_01412	Syat.g_00499
OG0000647	Praq.g_01413	Syat.g_00501
OG0000648	Praq.g_01415	Syat.g_00504
OG0000649	Praq.g_01416	Syat.g_00505
OG0000650	Praq.g_01417	Syat.g_00506
OG0000651	Praq.g_01418	Syat.g_00507
OG0000652	Praq.g_01419	Syat.g_00508
OG0000653	Praq.g_01421	Syat.g_00510
OG0000654	Praq.g_01422	Syat.g_00514
OG0000655	Praq.g_01423	Syat.g_00515
OG0000656	Praq.g_01426	Syat.g_00518
OG0000657	Praq.g_01433	Syat.g_00720
OG0000658	Praq.g_01434	Syat.g_00723
OG0000659	Praq.g_01435	Syat.g_00724
OG0000660	Praq.g_01439	Syat.g_00740
OG0000661	Praq.g_01441	Syat.g_00742
OG0000662	Praq.g_01443	Syat.g_00746
OG0000663	Praq.g_01445	Syat.g_00749
OG0000664	Praq.g_01446	Syat.g_00752
OG0000665	Praq.g_01450	Syat.g_03302
OG0000666	Praq.g_01451	Syat.g_01415
OG0000667	Praq.g_01456	Syat.g_00958, Syat.g_03278
OG0000668	Praq.g_01473	Syat.g_00710
OG0000669	Praq.g_01481	Syat.g_00416
OG0000670	Praq.g_01483	Syat.g_00419
OG0000671	Praq.g_01485	Syat.g_00421
OG0000672	Praq.g_01488	Syat.g_00424
OG0000673	Praq.g_01491	Syat.g_00430
OG0000674	Praq.g_01493	Syat.g_00432
OG0000675	Praq.g_01494	Syat.g_00433
OG0000676	Praq.g_01496	Syat.g_00436
OG0000677	Praq.g_01497	Syat.g_00437
OG0000678	Praq.g_01499	Syat.g_00439
OG0000679	Praq.g_01503	Syat.g_00448
OG0000680	Praq.g_01504	Syat.g_00449
OG0000681	Praq.g_01506	Syat.g_00452
OG0000682	Praq.g_01507	Syat.g_00453
OG0000683	Praq.g_01508	Syat.g_00454
OG0000684	Praq.g_01510	Syat.g_00457
OG0000685	Praq.g_01512	Syat.g_02571
OG0000686	Praq.g_01513	Syat.g_00459
OG0000687	Praq.g_01514	Syat.g_00460
OG0000688	Praq.g_01517	Syat.g_00463
OG0000689	Praq.g_01518	Syat.g_00465
OG0000690	Praq.g_01519	Syat.g_00466
OG0000691	Praq.g_01520	Syat.g_00467
OG0000692	Praq.g_01522	Syat.g_00469
OG0000693	Praq.g_01523	Syat.g_00471
OG0000694	Praq.g_01524	Syat.g_00472
OG0000695	Praq.g_01526	Syat.g_00619
OG0000696	Praq.g_01527	Syat.g_00618
OG0000697	Praq.g_01528	Syat.g_00616
OG0000698	Praq.g_01531	Syat.g_00613
OG0000699	Praq.g_01532	Syat.g_00611
OG0000700	Praq.g_01533	Syat.g_00610
OG0000701	Praq.g_01534	Syat.g_00609
OG0000702	Praq.g_01536	Syat.g_00606
OG0000703	Praq.g_01537	Syat.g_00601
OG0000704	Praq.g_01538	Syat.g_00599
OG0000705	Praq.g_01542	Syat.g_00592
OG0000706	Praq.g_01543	Syat.g_00591
OG0000707	Praq.g_01544	Syat.g_00590
OG0000708	Praq.g_01545	Syat.g_00587
OG0000709	Praq.g_01549	Syat.g_00573
OG0000710	Praq.g_01552	Syat.g_00567
OG0000711	Praq.g_01568	Syat.g_00539
OG0000712	Praq.g_01570	Syat.g_00537
OG0000713	Praq.g_01571	Syat.g_00536
OG0000714	Praq.g_01572	Syat.g_00532
OG0000715	Praq.g_01574	Syat.g_00530
OG0000716	Praq.g_01576	Syat.g_00527
OG0000717	Praq.g_01577	Syat.g_00526
OG0000718	Praq.g_01588	Syat.g_00522
OG0000719	Praq.g_01590	Syat.g_00712
OG0000720	Praq.g_01599	Syat.g_00699
OG0000721	Praq.g_01601	Syat.g_00697
OG0000722	Praq.g_01602	Syat.g_00696
OG0000723	Praq.g_01605	Syat.g_00686
OG0000724	Praq.g_01614	Syat.g_00782
OG0000725	Praq.g_01620	Syat.g_00810
OG0000726	Praq.g_01621	Syat.g_00811
OG0000727	Praq.g_01622	Syat.g_00812
OG0000728	Praq.g_01624	Syat.g_00814
OG0000729	Praq.g_01669	Syat.g_02224
OG0000730	Praq.g_01273	Syat.g_01617
OG0000731	Praq.g_01276	Syat.g_01605
OG0000732	Praq.g_01282	Syat.g_02290
OG0000733	Praq.g_01301	Syat.g_03285
OG0000734	Praq.g_01318	Syat.g_01579
OG0000735	Praq.g_01320	Syat.g_03235
OG0000736	Praq.g_01321	Syat.g_03236
OG0000737	Praq.g_01322	Syat.g_03237
OG0000738	Praq.g_01326	Syat.g_03251
OG0000739	Praq.g_01327	Syat.g_03252
OG0000740	Praq.g_01328	Syat.g_03253
OG0000741	Praq.g_01329	Syat.g_03256
OG0000742	Praq.g_01332	Syat.g_03259
OG0000743	Praq.g_01334	Syat.g_03262
OG0000744	Praq.g_01335	Syat.g_03263
OG0000745	Praq.g_01336	Syat.g_03266
OG0000746	Praq.g_01338	Syat.g_00314
OG0000747	Praq.g_01339	Syat.g_00313
OG0000748	Praq.g_01342	Syat.g_00305
OG0000749	Praq.g_01343	Syat.g_00303
OG0000750	Praq.g_01344	Syat.g_00302
OG0000751	Praq.g_01346	Syat.g_00296
OG0000752	Praq.g_01348	Syat.g_00294
OG0000753	Praq.g_01351	Syat.g_00291
OG0000754	Praq.g_01354	Syat.g_00250
OG0000755	Praq.g_01357	Syat.g_00217
OG0000756	Praq.g_01358	Syat.g_00216
OG0000757	Praq.g_01364	Syat.g_00205
OG0000758	Praq.g_01365	Syat.g_00204
OG0000759	Praq.g_01366	Syat.g_00203
OG0000760	Praq.g_01367	Syat.g_00202
OG0000761	Praq.g_01368	Syat.g_00201
OG0000762	Praq.g_01369	Syat.g_00199
OG0000763	Praq.g_01371	Syat.g_00924
OG0000764	Praq.g_01372	Syat.g_00923
OG0000765	Praq.g_01381	Syat.g_00897
OG0000766	Praq.g_01382	Syat.g_00896
OG0000767	Praq.g_01384	Syat.g_00894
OG0000768	Praq.g_01385	Syat.g_00893
OG0000769	Praq.g_01387	Syat.g_00891
OG0000770	Praq.g_01389	Syat.g_00886
OG0000771	Praq.g_00257	Syat.g_00788
OG0000772	Praq.g_00112	Syat.g_01768
OG0000773	Praq.g_00124	Syat.g_01114
OG0000774	Praq.g_00126	Syat.g_01146
OG0000775	Praq.g_00128	Syat.g_01148
OG0000776	Praq.g_00129	Syat.g_01149
OG0000777	Praq.g_00130	Syat.g_01150
OG0000778	Praq.g_00131	Syat.g_01151
OG0000779	Praq.g_00135	Syat.g_01154
OG0000780	Praq.g_00136	Syat.g_01157
OG0000781	Praq.g_00139	Syat.g_01161
OG0000782	Praq.g_00140	Syat.g_01162
OG0000783	Praq.g_00141	Syat.g_01163
OG0000784	Praq.g_00142	Syat.g_01164
OG0000785	Praq.g_00144	Syat.g_01166
OG0000786	Praq.g_00146	Syat.g_01170
OG0000787	Praq.g_00147	Syat.g_01171
OG0000788	Praq.g_00162	Syat.g_00087
OG0000789	Praq.g_00165	Syat.g_00845
OG0000790	Praq.g_00182	Syat.g_01300
OG0000791	Praq.g_00184	Syat.g_01302
OG0000792	Praq.g_00185	Syat.g_01303
OG0000793	Praq.g_00188	Syat.g_01412
OG0000794	Praq.g_00189	Syat.g_01414
OG0000795	Praq.g_00190	Syat.g_01416
OG0000796	Praq.g_00194	Syat.g_01422
OG0000797	Praq.g_00195	Syat.g_01423
OG0000798	Praq.g_00222	Syat.g_02057, Syat.g_01214
OG0000799	Praq.g_00276	Syat.g_01256
OG0000800	Praq.g_00277	Syat.g_01255
OG0000801	Praq.g_00278	Syat.g_01253
OG0000802	Praq.g_00280	Syat.g_01245
OG0000803	Praq.g_00282	Syat.g_01241
OG0000804	Praq.g_00283	Syat.g_01238
OG0000805	Praq.g_00285	Syat.g_01236
OG0000806	Praq.g_00287	Syat.g_01234
OG0000807	Praq.g_00288	Syat.g_01233
OG0000808	Praq.g_00289	Syat.g_01232
OG0000809	Praq.g_00292	Syat.g_01229
OG0000810	Praq.g_00293	Syat.g_01228
OG0000811	Praq.g_00297	Syat.g_01186
OG0000812	Praq.g_00299	Syat.g_01182
OG0000813	Praq.g_00300	Syat.g_01181
OG0000814	Praq.g_00302	Syat.g_01179
OG0000815	Praq.g_00303	Syat.g_01177
OG0000816	Praq.g_00305	Syat.g_01175
OG0000817	Praq.g_00306	Syat.g_01279
OG0000818	Praq.g_00311	Syat.g_01325
OG0000819	Praq.g_00312	Syat.g_01326
OG0000820	Praq.g_00313	Syat.g_01327
OG0000821	Praq.g_00317	Syat.g_01333
OG0000822	Praq.g_00318	Syat.g_01335
OG0000823	Praq.g_00319	Syat.g_01336
OG0000824	Praq.g_00322	Syat.g_01342
OG0000825	Praq.g_00323	Syat.g_01343
OG0000826	Praq.g_00324	Syat.g_01344
OG0000827	Praq.g_00325	Syat.g_01345
OG0000828	Praq.g_00328	Syat.g_01348
OG0000829	Praq.g_00329	Syat.g_01349
OG0000830	Praq.g_00330	Syat.g_01350
OG0000831	Praq.g_00332	Syat.g_01353
OG0000832	Praq.g_00338	Syat.g_02982
OG0000833	Praq.g_00346	Syat.g_03072
OG0000834	Praq.g_00347	Syat.g_03073
OG0000835	Praq.g_00348	Syat.g_03075
OG0000836	Praq.g_00349	Syat.g_03078
OG0000837	Praq.g_00350	Syat.g_03079
OG0000838	Praq.g_00352	Syat.g_03083
OG0000839	Praq.g_00353	Syat.g_03084
OG0000840	Praq.g_00354	Syat.g_03085
OG0000841	Praq.g_00355	Syat.g_03086
OG0000842	Praq.g_00356	Syat.g_03087
OG0000843	Praq.g_00357	Syat.g_03088
OG0000844	Praq.g_00358	Syat.g_03090
OG0000845	Praq.g_00359	Syat.g_03091
OG0000846	Praq.g_00360	Syat.g_03092
OG0000847	Praq.g_00361	Syat.g_03093
OG0000848	Praq.g_00362	Syat.g_03095
OG0000849	Praq.g_00363	Syat.g_03096
OG0000850	Praq.g_00365	Syat.g_03098
OG0000851	Praq.g_00366	Syat.g_03101
OG0000852	Praq.g_00367	Syat.g_03102
OG0000853	Praq.g_00371	Syat.g_03106
OG0000854	Praq.g_00373	Syat.g_03108
OG0000855	Praq.g_00374	Syat.g_03109
OG0000856	Praq.g_00001	Syat.g_03305
OG0000857	Praq.g_00030	Syat.g_00500
OG0000858	Praq.g_01953	Syat.g_03114
OG0000859	Praq.g_01952	Syat.g_03115
OG0000860	Praq.g_00495	Syat.g_03126
OG0000861	Praq.g_00494	Syat.g_03127
OG0000862	Praq.g_00493	Syat.g_03136
OG0000863	Praq.g_00491	Syat.g_03138
OG0000864	Praq.g_00490	Syat.g_03139
OG0000865	Praq.g_00489	Syat.g_03140
OG0000866	Praq.g_00488	Syat.g_03141
OG0000867	Praq.g_00487	Syat.g_03142
OG0000868	Praq.g_00486	Syat.g_03067
OG0000869	Praq.g_00482	Syat.g_03054
OG0000870	Praq.g_00477	Syat.g_03049
OG0000871	Praq.g_00476	Syat.g_03048
OG0000872	Praq.g_00475	Syat.g_03042
OG0000873	Praq.g_00472	Syat.g_03039
OG0000874	Praq.g_00469	Syat.g_03037
OG0000875	Praq.g_00468	Syat.g_03035
OG0000876	Praq.g_00467	Syat.g_00745
OG0000877	Praq.g_00465	Syat.g_03024
OG0000878	Praq.g_00464	Syat.g_03023
OG0000879	Praq.g_00463	Syat.g_03022
OG0000880	Praq.g_00462	Syat.g_03021
OG0000881	Praq.g_00458	Syat.g_03016
OG0000882	Praq.g_00453	Syat.g_03011
OG0000883	Praq.g_00452	Syat.g_03007
OG0000884	Praq.g_00450	Syat.g_03005
OG0000885	Praq.g_00449	Syat.g_03004
OG0000886	Praq.g_00448	Syat.g_03003
OG0000887	Praq.g_00447	Syat.g_03002
OG0000888	Praq.g_00445	Syat.g_03000
OG0000889	Praq.g_00443	Syat.g_02997
OG0000890	Praq.g_00442	Syat.g_02994
OG0000891	Praq.g_00441	Syat.g_02993
OG0000892	Praq.g_00956	Syat.g_02992
OG0000893	Praq.g_00951	Syat.g_01864
OG0000894	Praq.g_00949	Syat.g_01860
OG0000895	Praq.g_00946	Syat.g_01856
OG0000896	Praq.g_00945	Syat.g_01855
OG0000897	Praq.g_00943	Syat.g_01853
OG0000898	Praq.g_00942	Syat.g_01852
OG0000899	Praq.g_00941	Syat.g_01851
OG0000900	Praq.g_00940	Syat.g_01850
OG0000901	Praq.g_00937	Syat.g_01845
OG0000902	Praq.g_00935	Syat.g_01843
OG0000903	Praq.g_00932	Syat.g_01830
OG0000904	Praq.g_00930	Syat.g_01834
OG0000905	Praq.g_00925	Syat.g_01839
OG0000906	Praq.g_00924	Syat.g_01841
OG0000907	Praq.g_00921	Syat.g_01828
OG0000908	Praq.g_00918	Syat.g_01825
OG0000909	Praq.g_00917	Syat.g_01824
OG0000910	Praq.g_00916	Syat.g_01823
OG0000911	Praq.g_00914	Syat.g_01821
OG0000912	Praq.g_00913	Syat.g_01820
OG0000913	Praq.g_00912	Syat.g_01819
OG0000914	Praq.g_00911	Syat.g_01818
OG0000915	Praq.g_00910	Syat.g_01816
OG0000916	Praq.g_00909	Syat.g_01815
OG0000917	Praq.g_00908	Syat.g_01814
OG0000918	Praq.g_00907	Syat.g_01813
OG0000919	Praq.g_00906	Syat.g_01812
OG0000920	Praq.g_00905	Syat.g_01811
OG0000921	Praq.g_00904	Syat.g_01810
OG0000922	Praq.g_00903	Syat.g_01809
OG0000923	Praq.g_00899	Syat.g_01805
OG0000924	Praq.g_00898	Syat.g_01804
OG0000925	Praq.g_00897	Syat.g_01803
OG0000926	Praq.g_00896	Syat.g_01802
OG0000927	Praq.g_00894	Syat.g_01800
OG0000928	Praq.g_00893	Syat.g_01799
OG0000929	Praq.g_00892	Syat.g_01798
OG0000930	Praq.g_00891	Syat.g_01797
OG0000931	Praq.g_00890	Syat.g_01796
OG0000932	Praq.g_00889	Syat.g_01794
OG0000933	Praq.g_00885	Syat.g_01788
OG0000934	Praq.g_00883	Syat.g_01786
OG0000935	Praq.g_00882	Syat.g_01665
OG0000936	Praq.g_00881	Syat.g_01664
OG0000937	Praq.g_00880	Syat.g_01663
OG0000938	Praq.g_00878	Syat.g_01659
OG0000939	Praq.g_00877	Syat.g_01658
OG0000940	Praq.g_00871	Syat.g_01651
OG0000941	Praq.g_00869	Syat.g_01649
OG0000942	Praq.g_00867	Syat.g_01647
OG0000943	Praq.g_00866	Syat.g_01646
OG0000944	Praq.g_00865	Syat.g_01644
OG0000945	Praq.g_00864	Syat.g_01643
OG0000946	Praq.g_00727	Syat.g_01633
OG0000947	Praq.g_00729	Syat.g_01630
OG0000948	Praq.g_00730	Syat.g_01629
OG0000949	Praq.g_00733	Syat.g_02142
OG0000950	Praq.g_00738	Syat.g_02152
OG0000951	Praq.g_00742	Syat.g_02157
OG0000952	Praq.g_00746	Syat.g_02162
OG0000953	Praq.g_00749	Syat.g_02166
OG0000954	Praq.g_00753	Syat.g_02187
OG0000955	Praq.g_00754	Syat.g_02188
OG0000956	Praq.g_00756	Syat.g_02191
OG0000957	Praq.g_00761	Syat.g_02204
OG0000958	Praq.g_00762	Syat.g_02205
OG0000959	Praq.g_00766	Syat.g_02212
OG0000960	Praq.g_00767	Syat.g_02213
OG0000961	Praq.g_00769	Syat.g_02873
OG0000962	Praq.g_00771	Syat.g_02223
OG0000963	Praq.g_00774	Syat.g_02226
OG0000964	Praq.g_00679	Syat.g_02227
OG0000965	Praq.g_00680	Syat.g_02228
OG0000966	Praq.g_00687	Syat.g_02259
OG0000967	Praq.g_00691	Syat.g_02263
OG0000968	Praq.g_00693	Syat.g_02269
OG0000969	Praq.g_00694	Syat.g_02271
OG0000970	Praq.g_00695	Syat.g_02272
OG0000971	Praq.g_00696	Syat.g_02274
OG0000972	Praq.g_00697	Syat.g_02275
OG0000973	Praq.g_00698	Syat.g_02276
OG0000974	Praq.g_00699	Syat.g_02277
OG0000975	Praq.g_00700	Syat.g_02278
OG0000976	Praq.g_00701	Syat.g_02279
OG0000977	Praq.g_00702	Syat.g_02281
OG0000978	Praq.g_00703	Syat.g_02283
OG0000979	Praq.g_00706	Syat.g_02286
OG0000980	Praq.g_00708	Syat.g_02289
OG0000981	Praq.g_00710	Syat.g_02292
OG0000982	Praq.g_00712	Syat.g_02691
OG0000983	Praq.g_00713	Syat.g_02690
OG0000984	Praq.g_00714	Syat.g_02689
OG0000985	Praq.g_00717	Syat.g_02685
OG0000986	Praq.g_00719	Syat.g_02680
OG0000987	Praq.g_00720	Syat.g_02678
OG0000988	Praq.g_00723	Syat.g_02672
OG0000989	Praq.g_00391	Syat.g_02657
OG0000990	Praq.g_00394	Syat.g_02500
OG0000991	Praq.g_00395	Syat.g_02503
OG0000992	Praq.g_00397	Syat.g_02507
OG0000993	Praq.g_00398	Syat.g_02508
OG0000994	Praq.g_00399	Syat.g_02512
OG0000995	Praq.g_00403	Syat.g_02517
OG0000996	Praq.g_00404	Syat.g_02446
OG0000997	Praq.g_00405	Syat.g_02417
OG0000998	Praq.g_00407	Syat.g_02415
OG0000999	Praq.g_00408	Syat.g_02414
OG0001001	Praq.g_00413	Syat.g_02400
OG0001002	Praq.g_00417	Syat.g_02394
OG0001003	Praq.g_00418	Syat.g_02392
OG0001004	Praq.g_00419	Syat.g_02391
OG0001005	Praq.g_00420	Syat.g_02390
OG0001006	Praq.g_00424	Syat.g_02378
OG0001007	Praq.g_00426	Syat.g_02376
OG0001008	Praq.g_01120	Syat.g_02971
OG0001009	Praq.g_01230	Syat.g_02311
OG0001010	Praq.g_01231	Syat.g_02310
OG0001011	Praq.g_01232	Syat.g_02308
OG0001012	Praq.g_01258	Syat.g_01004
OG0001013	Praq.g_01264	Syat.g_02716
OG0001014	Praq.g_01267	Syat.g_02721
OG0001015	Praq.g_01268	Syat.g_02722
OG0001016	Praq.g_01930	Syat.g_01474
OG0001017	Praq.g_01926	Syat.g_01480
OG0001018	Praq.g_01923	Syat.g_01482
OG0001019	Praq.g_01914	Syat.g_01532
OG0001020	Praq.g_01913	Syat.g_01539
OG0001021	Praq.g_01912	Syat.g_01552
OG0001022	Praq.g_01909	Syat.g_01555
OG0001023	Praq.g_01908	Syat.g_01556
OG0001024	Praq.g_01905	Syat.g_01560
OG0001025	Praq.g_01899	Syat.g_01566
OG0001026	Praq.g_01892	Syat.g_01582
OG0001027	Praq.g_01891	Syat.g_02947
OG0001028	Praq.g_01889	Syat.g_02944
OG0001029	Praq.g_01888	Syat.g_02942
OG0001030	Praq.g_01873	Syat.g_02922
OG0001031	Praq.g_01816	Syat.g_02836
OG0001032	Praq.g_01815	Syat.g_02834
OG0001033	Praq.g_01794	Syat.g_02784
OG0001034	Praq.g_01766	Syat.g_01448
OG0001035	Praq.g_01749	Syat.g_01885
OG0001036	Praq.g_01744	Syat.g_01939
OG0001037	Praq.g_01743	Syat.g_01941
OG0001038	Praq.g_01725	Syat.g_02058
OG0001039	Praq.g_01722	Syat.g_02061
OG0001040	Praq.g_01719	Syat.g_02064
OG0001041	Praq.g_01715	Syat.g_02070
OG0001042	Praq.g_01698	Syat.g_02100
OG0001043	Praq.g_01697	Syat.g_02103
OG0001044	Praq.g_01212	Syat.g_01615
OG0001045	Praq.g_01203	Syat.g_01602
OG0001046	Praq.g_01164	Syat.g_00552
OG0001047	Praq.g_01118	Syat.g_02973
OG0001048	Praq.g_01117	Syat.g_02974
OG0001049	Praq.g_01115	Syat.g_01290
OG0001050	Praq.g_01114	Syat.g_01289
OG0001051	Praq.g_01113	Syat.g_01288
OG0001052	Praq.g_00522	Syat.g_01375
OG0001053	Praq.g_00534	Syat.g_03173
OG0001054	Praq.g_01104	Syat.g_03192
OG0001055	Praq.g_01085	Syat.g_03224
OG0001056	Praq.g_01066	Syat.g_03275
OG0001057	Praq.g_01061	Syat.g_00102
OG0001058	Praq.g_01053	Syat.g_00079
OG0001059	Praq.g_01049	Syat.g_00075
OG0001061	Praq.g_01029	Syat.g_00051
OG0001062	Praq.g_01027	Syat.g_00048
OG0001063	Praq.g_01025	Syat.g_00042
OG0001064	Praq.g_01024	Syat.g_00041
OG0001065	Praq.g_01023	Syat.g_00040
OG0001066	Praq.g_01022	Syat.g_00039
OG0001067	Praq.g_01021	Syat.g_00038
OG0001068	Praq.g_01020	Syat.g_00037
OG0001069	Praq.g_01019	Syat.g_00036
OG0001070	Praq.g_01016	Syat.g_00032
OG0001071	Praq.g_01015	Syat.g_00031
OG0001072	Praq.g_01013	Syat.g_00028
OG0001073	Praq.g_00998	Syat.g_00009
OG0001074	Praq.g_00987	Syat.g_01015
OG0001075	Praq.g_00986	Syat.g_01037
OG0001076	Praq.g_00978	Syat.g_03315
OG0001077	Praq.g_00974	Syat.g_03290
OG0001078	Praq.g_00966	Syat.g_00118
OG0001079	Praq.g_00776	Syat.g_00378
OG0001080	Praq.g_00782	Syat.g_00368
OG0001081	Praq.g_00784	Syat.g_00366
OG0001082	Praq.g_00785	Syat.g_00365
OG0001083	Praq.g_00790	Syat.g_00390
OG0001084	Praq.g_00791	Syat.g_00391
OG0001085	Praq.g_00799	Syat.g_00408
OG0001086	Praq.g_00800	Syat.g_00410
OG0001087	Praq.g_00817	Syat.g_03277
OG0001088	Praq.g_00818	Syat.g_02496
OG0001089	Praq.g_00826	Syat.g_00818
OG0001090	Praq.g_00584	Syat.g_00659
OG0001091	Praq.g_00586	Syat.g_00661
OG0001092	Praq.g_00587	Syat.g_00663
OG0001093	Praq.g_00592	Syat.g_00669
OG0001094	Praq.g_00664	Syat.g_00473
OG0001095	Praq.g_01411	Syat.g_00497
OG0001096	Praq.g_01424	Syat.g_00516
OG0001097	Praq.g_01442	Syat.g_00743
OG0001098	Praq.g_01458	Syat.g_01672
OG0001099	Praq.g_01478	Syat.g_02943
OG0001100	Praq.g_01482	Syat.g_00418
OG0001101	Praq.g_01484	Syat.g_00420
OG0001102	Praq.g_01487	Syat.g_00423
OG0001103	Praq.g_01489	Syat.g_00425
OG0001104	Praq.g_01511	Syat.g_00458
OG0001105	Praq.g_01515	Syat.g_00461
OG0001106	Praq.g_01539	Syat.g_00598
OG0001107	Praq.g_01546	Syat.g_00580
OG0001108	Praq.g_01550	Syat.g_00570
OG0001109	Praq.g_01551	Syat.g_00568
OG0001110	Praq.g_01553	Syat.g_00566
OG0001111	Praq.g_01554	Syat.g_00564
OG0001112	Praq.g_01555	Syat.g_00562
OG0001113	Praq.g_01556	Syat.g_00561
OG0001114	Praq.g_01557	Syat.g_00560
OG0001115	Praq.g_01559	Syat.g_00557
OG0001116	Praq.g_01560	Syat.g_00555
OG0001117	Praq.g_01561	Syat.g_00554
OG0001118	Praq.g_01562	Syat.g_00553
OG0001119	Praq.g_01563	Syat.g_00551
OG0001120	Praq.g_01565	Syat.g_00546
OG0001122	Praq.g_01591	Syat.g_00711
OG0001123	Praq.g_01595	Syat.g_00704
OG0001124	Praq.g_01597	Syat.g_00702
OG0001125	Praq.g_01598	Syat.g_00700
OG0001126	Praq.g_01608	Syat.g_00790
OG0001127	Praq.g_01609	Syat.g_00789
OG0001128	Praq.g_01611	Syat.g_00786
OG0001129	Praq.g_01612	Syat.g_00784
OG0001130	Praq.g_01613	Syat.g_00783
OG0001131	Praq.g_01649	Syat.g_01674
OG0001132	Praq.g_01658	Syat.g_00965
OG0001133	Praq.g_01287	Syat.g_03311
OG0001136	Praq.g_01330	Syat.g_03257
OG0001137	Praq.g_01341	Syat.g_00306
OG0001138	Praq.g_01359	Syat.g_00214
OG0001139	Praq.g_01360	Syat.g_00209
OG0001140	Praq.g_01361	Syat.g_00208
OG0001141	Praq.g_01362	Syat.g_00207
OG0001142	Praq.g_01363	Syat.g_00206
OG0001143	Praq.g_01370	Syat.g_00925
OG0001144	Praq.g_01375	Syat.g_00906
OG0001145	Praq.g_00125	Syat.g_01117
OG0001146	Praq.g_00137	Syat.g_01158
OG0001147	Praq.g_00161	Syat.g_01368
OG0001148	Praq.g_00179	Syat.g_01297
OG0001149	Praq.g_00180	Syat.g_01298
OG0001150	Praq.g_00181	Syat.g_01299
OG0001151	Praq.g_00192	Syat.g_01420
OG0001152	Praq.g_00193	Syat.g_01421
OG0001153	Praq.g_00326	Syat.g_01346
OG0001154	Praq.g_00327	Syat.g_01347
OG0001155	Praq.g_00339	Syat.g_02774
OG0001156	Praq.g_00342	Syat.g_02978
OG0001157	Praq.g_00343	Syat.g_02977
OG0001158	Praq.g_00344	Syat.g_02976
OG0001159	Praq.g_00345	Syat.g_02975
OG0001160	Praq.g_00369	Syat.g_03104
OG0001161	Praq.g_00382	Syat.g_02384
OG0001162	Praq.g_00005	Syat.g_01528
OG0001165	Praq.g_00498	Syat.g_03121
OG0001166	Praq.g_00478	Syat.g_03050
OG0001167	Praq.g_00461	Syat.g_03019
OG0001168	Praq.g_00459	Syat.g_03017
OG0001169	Praq.g_00457	Syat.g_03015
OG0001170	Praq.g_00455	Syat.g_03013
OG0001171	Praq.g_00446	Syat.g_03001
OG0001172	Praq.g_00948	Syat.g_01858
OG0001173	Praq.g_00947	Syat.g_01857
OG0001174	Praq.g_00939	Syat.g_01849
OG0001175	Praq.g_00938	Syat.g_01848
OG0001176	Praq.g_00931	Syat.g_01831
OG0001178	Praq.g_00923	Syat.g_03137
OG0001180	Praq.g_00874	Syat.g_01654
