Orthogroup	Prbl	Pras
OG0000571	Prbl.g_01663	Pras.g_01525
OG0000572	Prbl.g_01664	Pras.g_01526
OG0000573	Prbl.g_01041	Pras.g_01529
OG0000574	Prbl.g_01032	Pras.g_01530
OG0000575	Prbl.g_01031	Pras.g_01531
OG0000576	Prbl.g_01030	Pras.g_01532
OG0000577	Prbl.g_01412	Pras.g_01533
OG0000578	Prbl.g_01411	Pras.g_01534
OG0000579	Prbl.g_01409	Pras.g_01535
OG0000580	Prbl.g_01406	Pras.g_01536
OG0000581	Prbl.g_01405	Pras.g_01537
OG0000582	Prbl.g_01404	Pras.g_01538
OG0000583	Prbl.g_01403	Pras.g_01539
OG0000584	Prbl.g_01401	Pras.g_01540
OG0000585	Prbl.g_01400	Pras.g_01541
OG0000586	Prbl.g_01398	Pras.g_01543
OG0000587	Prbl.g_01397	Pras.g_01544
OG0000588	Prbl.g_01394	Pras.g_01546
OG0000589	Prbl.g_01392	Pras.g_01547
OG0000590	Prbl.g_00891	Pras.g_01549
OG0000591	Prbl.g_01915	Pras.g_01555
OG0000592	Prbl.g_00027	Pras.g_01556
OG0000593	Prbl.g_01242	Pras.g_01557
OG0000594	Prbl.g_02295	Pras.g_01559
OG0000595	Prbl.g_01046	Pras.g_01560
OG0000596	Prbl.g_01869	Pras.g_01561
OG0000597	Prbl.g_01847	Pras.g_01563
OG0000598	Prbl.g_01853	Pras.g_01564
OG0000599	Prbl.g_01857	Pras.g_01565
OG0000600	Prbl.g_01858	Pras.g_01566
OG0000601	Prbl.g_01872	Pras.g_01568
OG0000602	Prbl.g_01873	Pras.g_01569
OG0000603	Prbl.g_01874	Pras.g_01570
OG0000604	Prbl.g_00021	Pras.g_01571
OG0000605	Prbl.g_00022	Pras.g_01572
OG0000606	Prbl.g_00024	Pras.g_01573
OG0000607	Prbl.g_00026	Pras.g_01575
OG0000608	Prbl.g_02373	Pras.g_01576
OG0000609	Prbl.g_02137	Pras.g_01580
OG0000610	Prbl.g_00120	Pras.g_01581
OG0000611	Prbl.g_02565	Pras.g_01607
OG0000612	Prbl.g_02564	Pras.g_01608
OG0000613	Prbl.g_02563	Pras.g_01609
OG0000614	Prbl.g_02562	Pras.g_01610
OG0000615	Prbl.g_02561	Pras.g_01612
OG0000616	Prbl.g_02560	Pras.g_01613
OG0000617	Prbl.g_02559	Pras.g_01614
OG0000618	Prbl.g_02558	Pras.g_01615
OG0000619	Prbl.g_02556	Pras.g_01616
OG0000620	Prbl.g_02555	Pras.g_01617
OG0000621	Prbl.g_02554	Pras.g_01618
OG0000622	Prbl.g_02553	Pras.g_01619
OG0000623	Prbl.g_02552	Pras.g_01620
OG0000624	Prbl.g_02551	Pras.g_01621
OG0000625	Prbl.g_02550	Pras.g_01622
OG0000626	Prbl.g_02549	Pras.g_01623
OG0000627	Prbl.g_02426	Pras.g_01624
OG0000628	Prbl.g_02427	Pras.g_01625
OG0000629	Prbl.g_02430	Pras.g_01626
OG0000630	Prbl.g_02431	Pras.g_01627
OG0000631	Prbl.g_02434	Pras.g_01629
OG0000632	Prbl.g_00040	Pras.g_01645
OG0000633	Prbl.g_01904	Pras.g_01649
OG0000634	Prbl.g_00534	Pras.g_01664
OG0000635	Prbl.g_02470	Pras.g_01665
OG0000636	Prbl.g_02469	Pras.g_01666
OG0000637	Prbl.g_02468	Pras.g_01667
OG0000638	Prbl.g_01195	Pras.g_01679
OG0000639	Prbl.g_01930	Pras.g_01688
OG0000640	Prbl.g_02435	Pras.g_01690
OG0000641	Prbl.g_02440	Pras.g_01692
OG0000642	Prbl.g_02441	Pras.g_01693
OG0000643	Prbl.g_02442	Pras.g_01694
OG0000644	Prbl.g_02341	Pras.g_01695
OG0000645	Prbl.g_02340	Pras.g_01696
OG0000646	Prbl.g_02339	Pras.g_01697
OG0000647	Prbl.g_02338	Pras.g_01698
OG0000648	Prbl.g_02336	Pras.g_01700
OG0000649	Prbl.g_02335	Pras.g_01701
OG0000650	Prbl.g_02334	Pras.g_01702
OG0000651	Prbl.g_02333	Pras.g_01703
OG0000652	Prbl.g_02332	Pras.g_01704
OG0000653	Prbl.g_02331	Pras.g_01705
OG0000654	Prbl.g_02329	Pras.g_01707
OG0000655	Prbl.g_02327	Pras.g_01709
OG0000656	Prbl.g_02326	Pras.g_01710
OG0000657	Prbl.g_02325	Pras.g_01711
OG0000658	Prbl.g_02324	Pras.g_01712
OG0000659	Prbl.g_02323	Pras.g_01713
OG0000660	Prbl.g_02322	Pras.g_01714
OG0000661	Prbl.g_02320	Pras.g_01715
OG0000662	Prbl.g_02317	Pras.g_01716
OG0000663	Prbl.g_02316	Pras.g_01717
OG0000664	Prbl.g_02315	Pras.g_01718
OG0000665	Prbl.g_02314	Pras.g_01719
OG0000666	Prbl.g_02313	Pras.g_01720
OG0000667	Prbl.g_02312	Pras.g_01721
OG0000668	Prbl.g_02311	Pras.g_01722
OG0000669	Prbl.g_02309	Pras.g_01724
OG0000670	Prbl.g_02308	Pras.g_01725
OG0000671	Prbl.g_02307	Pras.g_01726
OG0000672	Prbl.g_02306	Pras.g_01727
OG0000673	Prbl.g_02305	Pras.g_01728
OG0000674	Prbl.g_02304	Pras.g_01729
OG0000675	Prbl.g_01534	Pras.g_01731
OG0000676	Prbl.g_01535	Pras.g_01732
OG0000677	Prbl.g_01538	Pras.g_01734
OG0000678	Prbl.g_01540	Pras.g_01736
OG0000679	Prbl.g_01542	Pras.g_01737
OG0000680	Prbl.g_01543	Pras.g_01738
OG0000681	Prbl.g_01544	Pras.g_01739
OG0000682	Prbl.g_01545	Pras.g_01740
OG0000683	Prbl.g_01547	Pras.g_01742
OG0000684	Prbl.g_01548	Pras.g_01743
OG0000685	Prbl.g_01549	Pras.g_01744
OG0000686	Prbl.g_01550	Pras.g_01745
OG0000687	Prbl.g_01551	Pras.g_01746
OG0000688	Prbl.g_01552	Pras.g_01747
OG0000689	Prbl.g_01554	Pras.g_01748
OG0000690	Prbl.g_01555	Pras.g_01749
OG0000691	Prbl.g_01556	Pras.g_01750
OG0000692	Prbl.g_01567	Pras.g_01752
OG0000693	Prbl.g_01568	Pras.g_01753
OG0000694	Prbl.g_01571	Pras.g_01754
OG0000695	Prbl.g_01576	Pras.g_01755
OG0000696	Prbl.g_01577	Pras.g_01756
OG0000697	Prbl.g_01579	Pras.g_01758
OG0000698	Prbl.g_02423	Pras.g_01760
OG0000699	Prbl.g_02546	Pras.g_01761
OG0000700	Prbl.g_02530	Pras.g_01788
OG0000701	Prbl.g_01329	Pras.g_01791
OG0000702	Prbl.g_01588	Pras.g_01792
OG0000703	Prbl.g_02414	Pras.g_01793
OG0000704	Prbl.g_01078	Pras.g_01794
OG0000705	Prbl.g_02413	Pras.g_01795
OG0000706	Prbl.g_02412	Pras.g_01796
OG0000707	Prbl.g_02410	Pras.g_01798
OG0000708	Prbl.g_02409	Pras.g_01799
OG0000709	Prbl.g_02407	Pras.g_01801
OG0000710	Prbl.g_02406	Pras.g_01802
OG0000711	Prbl.g_02405	Pras.g_01803
OG0000712	Prbl.g_02404	Pras.g_01804
OG0000713	Prbl.g_02403	Pras.g_01805
OG0000714	Prbl.g_02395	Pras.g_01807
OG0000715	Prbl.g_02393	Pras.g_01808
OG0000716	Prbl.g_02388	Pras.g_01810
OG0000717	Prbl.g_02386	Pras.g_01811
OG0000718	Prbl.g_02383	Pras.g_01812
OG0000719	Prbl.g_02368	Pras.g_01814
OG0000720	Prbl.g_02367	Pras.g_01815
OG0000721	Prbl.g_02365	Pras.g_01818
OG0000722	Prbl.g_02364	Pras.g_01819
OG0000723	Prbl.g_02363	Pras.g_01820
OG0000724	Prbl.g_02350	Pras.g_01821
OG0000725	Prbl.g_02351	Pras.g_01822
OG0000726	Prbl.g_02352	Pras.g_01823
OG0000727	Prbl.g_02353	Pras.g_01824
OG0000728	Prbl.g_02354	Pras.g_01825
OG0000729	Prbl.g_02356	Pras.g_01826
OG0000730	Prbl.g_02359	Pras.g_01827
OG0000731	Prbl.g_02348	Pras.g_01828
OG0000732	Prbl.g_02347	Pras.g_01829
OG0000733	Prbl.g_02346	Pras.g_01830
OG0000734	Prbl.g_02345	Pras.g_01831
OG0000735	Prbl.g_02344	Pras.g_01833
OG0000736	Prbl.g_02343	Pras.g_01834
OG0000737	Prbl.g_02342	Pras.g_01835
OG0000738	Prbl.g_02443	Pras.g_01836
OG0000739	Prbl.g_02444	Pras.g_01837
OG0000740	Prbl.g_02445	Pras.g_01838
OG0000741	Prbl.g_02447	Pras.g_01839
OG0000742	Prbl.g_02449	Pras.g_01841
OG0000743	Prbl.g_02450	Pras.g_01842
OG0000744	Prbl.g_02452	Pras.g_01843
OG0000745	Prbl.g_02453	Pras.g_01844
OG0000746	Prbl.g_02454	Pras.g_01845
OG0000747	Prbl.g_01688	Pras.g_01846
OG0000748	Prbl.g_02462	Pras.g_01847
OG0000749	Prbl.g_02463	Pras.g_01848
OG0000750	Prbl.g_02465	Pras.g_01849
OG0000751	Prbl.g_02466	Pras.g_01850
OG0000752	Prbl.g_02210	Pras.g_01851
OG0000753	Prbl.g_02471	Pras.g_01853
OG0000754	Prbl.g_02472	Pras.g_01854
OG0000755	Prbl.g_02473	Pras.g_01855
OG0000756	Prbl.g_02475	Pras.g_01856
OG0000757	Prbl.g_02476	Pras.g_01857
OG0000758	Prbl.g_02477	Pras.g_01858
OG0000759	Prbl.g_02482	Pras.g_01860
OG0000760	Prbl.g_02483	Pras.g_01861
OG0000761	Prbl.g_02485	Pras.g_01862
OG0000762	Prbl.g_02487	Pras.g_01864
OG0000763	Prbl.g_02489	Pras.g_01865
OG0000764	Prbl.g_02491	Pras.g_01866
OG0000765	Prbl.g_02492	Pras.g_01867
OG0000766	Prbl.g_02493	Pras.g_01868
OG0000767	Prbl.g_02495	Pras.g_01870
OG0000768	Prbl.g_02496	Pras.g_01871
OG0000769	Prbl.g_02497	Pras.g_01872
OG0000770	Prbl.g_02498	Pras.g_01873
OG0000771	Prbl.g_02499	Pras.g_01874
OG0000772	Prbl.g_02608	Pras.g_01875
OG0000773	Prbl.g_02501	Pras.g_01876
OG0000774	Prbl.g_02503	Pras.g_01877
OG0000775	Prbl.g_02505	Pras.g_01878
OG0000776	Prbl.g_02508	Pras.g_01881
OG0000777	Prbl.g_02509	Pras.g_01883
OG0000778	Prbl.g_02510	Pras.g_01884
OG0000779	Prbl.g_02514	Pras.g_01885
OG0000780	Prbl.g_02516	Pras.g_01887
OG0000781	Prbl.g_02520	Pras.g_01889
OG0000782	Prbl.g_02521	Pras.g_01890
OG0000783	Prbl.g_02526	Pras.g_01903
OG0000784	Prbl.g_02528	Pras.g_01905
OG0000785	Prbl.g_02529	Pras.g_01906
OG0000786	Prbl.g_02531	Pras.g_01907
OG0000787	Prbl.g_02532	Pras.g_01908
OG0000788	Prbl.g_02538	Pras.g_01912
OG0000789	Prbl.g_02541	Pras.g_01914
OG0000790	Prbl.g_02209	Pras.g_01915
OG0000791	Prbl.g_02542	Pras.g_01916
OG0000792	Prbl.g_02543	Pras.g_01917
OG0000793	Prbl.g_02544	Pras.g_01918
OG0000794	Prbl.g_02547	Pras.g_01920
OG0000795	Prbl.g_00939	Pras.g_01923
OG0000796	Prbl.g_00938	Pras.g_01924
OG0000797	Prbl.g_00935	Pras.g_01926
OG0000798	Prbl.g_00934	Pras.g_01927
OG0000799	Prbl.g_00933	Pras.g_01928
OG0000800	Prbl.g_00932	Pras.g_01929
OG0000801	Prbl.g_00929	Pras.g_01932
OG0000802	Prbl.g_00928	Pras.g_01933
OG0000803	Prbl.g_00925	Pras.g_01935
OG0000804	Prbl.g_00924	Pras.g_01936
OG0000805	Prbl.g_00923	Pras.g_01937
OG0000806	Prbl.g_00922	Pras.g_01939
OG0000807	Prbl.g_02575	Pras.g_01964
OG0000808	Prbl.g_01603	Pras.g_01973
OG0000809	Prbl.g_00472	Pras.g_01976
OG0000810	Prbl.g_01686	Pras.g_01977
OG0000811	Prbl.g_02062	Pras.g_01984
OG0000812	Prbl.g_01199	Pras.g_01988
OG0000813	Prbl.g_01208	Pras.g_01992
OG0000814	Prbl.g_00687	Pras.g_01994
OG0000815	Prbl.g_01621	Pras.g_00009
OG0000816	Prbl.g_02197	Pras.g_00024
OG0000817	Prbl.g_02203	Pras.g_00025
OG0000818	Prbl.g_01931	Pras.g_00030
OG0000819	Prbl.g_00694	Pras.g_00037
OG0000820	Prbl.g_00545	Pras.g_00041
OG0000821	Prbl.g_02066	Pras.g_00043
OG0000822	Prbl.g_02067	Pras.g_00044
OG0000823	Prbl.g_02068	Pras.g_00045
OG0000824	Prbl.g_02069	Pras.g_00046
OG0000825	Prbl.g_02071	Pras.g_00047
OG0000826	Prbl.g_02072	Pras.g_00048
OG0000827	Prbl.g_02075	Pras.g_00049
OG0000828	Prbl.g_02077	Pras.g_00050
OG0000829	Prbl.g_02078	Pras.g_00051
OG0000830	Prbl.g_02081	Pras.g_00052
OG0000831	Prbl.g_02083	Pras.g_00055
OG0000832	Prbl.g_02085	Pras.g_00057
OG0000833	Prbl.g_02086	Pras.g_00058
OG0000834	Prbl.g_02088	Pras.g_00059
OG0000835	Prbl.g_02089	Pras.g_00060
OG0000836	Prbl.g_02090	Pras.g_00061
OG0000837	Prbl.g_02100	Pras.g_00063
OG0000838	Prbl.g_02102	Pras.g_00064
OG0000839	Prbl.g_02103	Pras.g_00065
OG0000840	Prbl.g_02104	Pras.g_00066
OG0000841	Prbl.g_02105	Pras.g_00067
OG0000842	Prbl.g_00178	Pras.g_00068
OG0000843	Prbl.g_00179	Pras.g_00069
OG0000844	Prbl.g_00180	Pras.g_00070
OG0000845	Prbl.g_00181	Pras.g_00071
OG0000846	Prbl.g_00184	Pras.g_00074
OG0000847	Prbl.g_00185	Pras.g_00076
OG0000848	Prbl.g_01379	Pras.g_00077
OG0000849	Prbl.g_01382	Pras.g_00078
OG0000850	Prbl.g_01383	Pras.g_00079
OG0000851	Prbl.g_01120	Pras.g_00080
OG0000852	Prbl.g_01118	Pras.g_00082
OG0000853	Prbl.g_01116	Pras.g_00083
OG0000854	Prbl.g_01114	Pras.g_00085
OG0000855	Prbl.g_01113	Pras.g_00086
OG0000856	Prbl.g_01112	Pras.g_00087
OG0000857	Prbl.g_01111	Pras.g_00088
OG0000858	Prbl.g_01110	Pras.g_00089
OG0000859	Prbl.g_01109	Pras.g_00090
OG0000860	Prbl.g_01108	Pras.g_00091
OG0000861	Prbl.g_01377	Pras.g_00092
OG0000862	Prbl.g_01376	Pras.g_00093
OG0000863	Prbl.g_01375	Pras.g_00094
OG0000864	Prbl.g_01374	Pras.g_00095
OG0000865	Prbl.g_01372	Pras.g_00097
OG0000866	Prbl.g_02579	Pras.g_00098
OG0000867	Prbl.g_02580	Pras.g_00099
OG0000868	Prbl.g_02582	Pras.g_00100
OG0000869	Prbl.g_02585	Pras.g_00102
OG0000870	Prbl.g_02586	Pras.g_00103
OG0000871	Prbl.g_02590	Pras.g_00105
OG0000872	Prbl.g_02591	Pras.g_00106
OG0000873	Prbl.g_02593	Pras.g_00108
OG0000874	Prbl.g_02594	Pras.g_00109
OG0000875	Prbl.g_00187	Pras.g_00110
OG0000876	Prbl.g_00186	Pras.g_00111
OG0000877	Prbl.g_01103	Pras.g_00113
OG0000878	Prbl.g_00461	Pras.g_00178
OG0000879	Prbl.g_00115	Pras.g_00197
OG0000880	Prbl.g_00114	Pras.g_00198
OG0000881	Prbl.g_00113	Pras.g_00199
OG0000882	Prbl.g_01711	Pras.g_00200
OG0000883	Prbl.g_01713	Pras.g_00201
OG0000884	Prbl.g_01715	Pras.g_00204
OG0000885	Prbl.g_01716	Pras.g_00205
OG0000886	Prbl.g_01717	Pras.g_00206
OG0000887	Prbl.g_01718	Pras.g_00207
OG0000888	Prbl.g_01719	Pras.g_00208
OG0000889	Prbl.g_01723	Pras.g_00211
OG0000890	Prbl.g_01726	Pras.g_00212
OG0000891	Prbl.g_01727	Pras.g_00213
OG0000892	Prbl.g_01730	Pras.g_00214
OG0000893	Prbl.g_01731	Pras.g_00216
OG0000894	Prbl.g_01732	Pras.g_00217
OG0000895	Prbl.g_01733	Pras.g_00218
OG0000896	Prbl.g_01734	Pras.g_00219
OG0000897	Prbl.g_01735	Pras.g_00220
OG0000898	Prbl.g_01738	Pras.g_00223
OG0000899	Prbl.g_01739	Pras.g_00224
OG0000900	Prbl.g_00722	Pras.g_00232
OG0000901	Prbl.g_01333	Pras.g_00236
OG0000902	Prbl.g_00658	Pras.g_00237
OG0000903	Prbl.g_01572	Pras.g_00238
OG0000904	Prbl.g_01695	Pras.g_00240
OG0000905	Prbl.g_00926	Pras.g_00242
OG0000906	Prbl.g_02577	Pras.g_00244
OG0000907	Prbl.g_01586	Pras.g_00245
OG0000908	Prbl.g_00409	Pras.g_00248
OG0000909	Prbl.g_00501	Pras.g_00252
OG0000910	Prbl.g_00500	Pras.g_00253
OG0000911	Prbl.g_00499	Pras.g_00254
OG0000912	Prbl.g_00498	Pras.g_00255
OG0000913	Prbl.g_00497	Pras.g_00256
OG0000914	Prbl.g_00496	Pras.g_00257
OG0000915	Prbl.g_00495	Pras.g_00258
OG0000916	Prbl.g_00494	Pras.g_00259
OG0000917	Prbl.g_00492	Pras.g_00260
OG0000918	Prbl.g_00491	Pras.g_00261
OG0000919	Prbl.g_00490	Pras.g_00262
OG0000920	Prbl.g_00489	Pras.g_00263
OG0000921	Prbl.g_00488	Pras.g_00264
OG0000922	Prbl.g_00487	Pras.g_00265
OG0000923	Prbl.g_00486	Pras.g_00266
OG0000924	Prbl.g_00485	Pras.g_00267
OG0000925	Prbl.g_00484	Pras.g_00268
OG0000926	Prbl.g_00843	Pras.g_00289
OG0000927	Prbl.g_00152	Pras.g_00332
OG0000928	Prbl.g_00153	Pras.g_00333
OG0000929	Prbl.g_00154	Pras.g_00334
OG0000930	Prbl.g_00160	Pras.g_00335
OG0000931	Prbl.g_00161	Pras.g_00336
OG0000932	Prbl.g_00257	Pras.g_00338
OG0000933	Prbl.g_00255	Pras.g_00339
OG0000934	Prbl.g_00254	Pras.g_00340
OG0000935	Prbl.g_00253	Pras.g_00341
OG0000936	Prbl.g_00252	Pras.g_00342
OG0000937	Prbl.g_00251	Pras.g_00343
OG0000938	Prbl.g_00249	Pras.g_00344
OG0000939	Prbl.g_00248	Pras.g_00345
OG0000940	Prbl.g_00246	Pras.g_00346
OG0000941	Prbl.g_00244	Pras.g_00348
OG0000942	Prbl.g_00243	Pras.g_00349
OG0000943	Prbl.g_00240	Pras.g_00352
OG0000944	Prbl.g_00231	Pras.g_00353
OG0000945	Prbl.g_00230	Pras.g_00354
OG0000946	Prbl.g_00229	Pras.g_00355
OG0000947	Prbl.g_00228	Pras.g_00356
OG0000948	Prbl.g_00227	Pras.g_00357
OG0000949	Prbl.g_00226	Pras.g_00358
OG0000950	Prbl.g_00225	Pras.g_00359
OG0000951	Prbl.g_00224	Pras.g_00360
OG0000952	Prbl.g_00223	Pras.g_00361
OG0000953	Prbl.g_00222	Pras.g_00362
OG0000954	Prbl.g_00221	Pras.g_00363
OG0000955	Prbl.g_00220	Pras.g_00364
OG0000956	Prbl.g_00219	Pras.g_00365
OG0000957	Prbl.g_00218	Pras.g_00366
OG0000958	Prbl.g_00684	Pras.g_00367
OG0000959	Prbl.g_00685	Pras.g_00368
OG0000960	Prbl.g_00686	Pras.g_00369
OG0000961	Prbl.g_00693	Pras.g_00373
OG0000962	Prbl.g_00695	Pras.g_00374
OG0000963	Prbl.g_00696	Pras.g_00375
OG0000964	Prbl.g_00699	Pras.g_00377
OG0000965	Prbl.g_00700	Pras.g_00378
OG0000966	Prbl.g_00701	Pras.g_00379
OG0000967	Prbl.g_00702	Pras.g_00380
OG0000968	Prbl.g_00703	Pras.g_00381
OG0000969	Prbl.g_00704	Pras.g_00382
OG0000970	Prbl.g_00705	Pras.g_00384
OG0000971	Prbl.g_00706	Pras.g_00385
OG0000972	Prbl.g_00707	Pras.g_00386
OG0000973	Prbl.g_00708	Pras.g_00387
OG0000974	Prbl.g_00710	Pras.g_00389
OG0000975	Prbl.g_01086	Pras.g_00392
OG0000976	Prbl.g_00466	Pras.g_00394
OG0000977	Prbl.g_00456	Pras.g_00395
OG0000978	Prbl.g_00454	Pras.g_00396
OG0000979	Prbl.g_00452	Pras.g_00399
OG0000980	Prbl.g_00451	Pras.g_00400
OG0000981	Prbl.g_01604	Pras.g_00401
OG0000982	Prbl.g_00450	Pras.g_00402
OG0000983	Prbl.g_00448	Pras.g_00405
OG0000984	Prbl.g_00447	Pras.g_00406
OG0000985	Prbl.g_00446	Pras.g_00407
OG0000986	Prbl.g_00444	Pras.g_00408
OG0000987	Prbl.g_00443	Pras.g_00409
OG0000988	Prbl.g_00441	Pras.g_00410
OG0000989	Prbl.g_00440	Pras.g_00411
OG0000990	Prbl.g_00439	Pras.g_00412
OG0000991	Prbl.g_00438	Pras.g_00413
OG0000992	Prbl.g_00437	Pras.g_00414
OG0000993	Prbl.g_00436	Pras.g_00415
OG0000994	Prbl.g_00435	Pras.g_00416
OG0000995	Prbl.g_00433	Pras.g_00417
OG0000996	Prbl.g_00432	Pras.g_00418
OG0000997	Prbl.g_00431	Pras.g_00419
OG0000998	Prbl.g_00430	Pras.g_00420
OG0000999	Prbl.g_00429	Pras.g_00421
OG0001000	Prbl.g_00428	Pras.g_00422
OG0001001	Prbl.g_00427	Pras.g_00424
OG0001002	Prbl.g_00423	Pras.g_00425
OG0001003	Prbl.g_00422	Pras.g_00426
OG0001004	Prbl.g_01914	Pras.g_00427
OG0001005	Prbl.g_00420	Pras.g_00428
OG0001006	Prbl.g_00419	Pras.g_00429
OG0001007	Prbl.g_00418	Pras.g_00430
OG0001008	Prbl.g_00416	Pras.g_00432
OG0001009	Prbl.g_00415	Pras.g_00433
OG0001010	Prbl.g_01601	Pras.g_00441
OG0001011	Prbl.g_01627	Pras.g_00448
OG0001012	Prbl.g_02318	Pras.g_00473
OG0001013	Prbl.g_00404	Pras.g_00544
OG0001014	Prbl.g_00403	Pras.g_00545
OG0001015	Prbl.g_00393	Pras.g_00551
OG0001016	Prbl.g_00392	Pras.g_00552
OG0001017	Prbl.g_00391	Pras.g_00553
OG0001018	Prbl.g_00389	Pras.g_00554
OG0001019	Prbl.g_00385	Pras.g_00556
OG0001020	Prbl.g_00383	Pras.g_00557
OG0001021	Prbl.g_00382	Pras.g_00558
OG0001022	Prbl.g_00381	Pras.g_00559
OG0001023	Prbl.g_00380	Pras.g_00560
OG0001024	Prbl.g_00378	Pras.g_00561
OG0001025	Prbl.g_00377	Pras.g_00562
OG0001026	Prbl.g_00376	Pras.g_00564
OG0001027	Prbl.g_00375	Pras.g_00565
OG0001028	Prbl.g_00374	Pras.g_00566
OG0001029	Prbl.g_00373	Pras.g_00567
OG0001030	Prbl.g_00372	Pras.g_00568
OG0001031	Prbl.g_00371	Pras.g_00569
OG0001032	Prbl.g_00370	Pras.g_00570
OG0001033	Prbl.g_00369	Pras.g_00571
OG0001034	Prbl.g_00367	Pras.g_00572
OG0001035	Prbl.g_00365	Pras.g_00574
OG0001036	Prbl.g_00364	Pras.g_00575
OG0001037	Prbl.g_00362	Pras.g_00576
OG0001038	Prbl.g_00361	Pras.g_00577
OG0001039	Prbl.g_00360	Pras.g_00578
OG0001040	Prbl.g_00359	Pras.g_00579
OG0001041	Prbl.g_00358	Pras.g_00580
OG0001042	Prbl.g_00356	Pras.g_00581
OG0001043	Prbl.g_00355	Pras.g_00582
OG0001044	Prbl.g_00354	Pras.g_00583
OG0001045	Prbl.g_00353	Pras.g_00584
OG0001046	Prbl.g_00352	Pras.g_00585
OG0001047	Prbl.g_00348	Pras.g_00588
OG0001048	Prbl.g_00346	Pras.g_00590
OG0001049	Prbl.g_00345	Pras.g_00591
OG0001050	Prbl.g_00344	Pras.g_00592
OG0001051	Prbl.g_00343	Pras.g_00593
OG0001052	Prbl.g_00342	Pras.g_00594
OG0001053	Prbl.g_00340	Pras.g_00596
OG0001054	Prbl.g_00338	Pras.g_00598
OG0001055	Prbl.g_00337	Pras.g_00599
OG0001056	Prbl.g_00336	Pras.g_00600
OG0001057	Prbl.g_00335	Pras.g_00601
OG0001058	Prbl.g_00334	Pras.g_00602
OG0001059	Prbl.g_00333	Pras.g_00603
OG0001060	Prbl.g_00332	Pras.g_00604
OG0001061	Prbl.g_00331	Pras.g_00605
OG0001062	Prbl.g_00317	Pras.g_00606
OG0001063	Prbl.g_00316	Pras.g_00607
OG0001064	Prbl.g_02620	Pras.g_00609
OG0001065	Prbl.g_02680	Pras.g_00613
OG0001066	Prbl.g_02683	Pras.g_00614
OG0001067	Prbl.g_02684	Pras.g_00615
OG0001068	Prbl.g_01062	Pras.g_00617
OG0001069	Prbl.g_01061	Pras.g_00618
OG0001070	Prbl.g_01060	Pras.g_00619
OG0001071	Prbl.g_01059	Pras.g_00620
OG0001072	Prbl.g_01058	Pras.g_00621
OG0001073	Prbl.g_01057	Pras.g_00622
OG0001074	Prbl.g_01056	Pras.g_00623
OG0001075	Prbl.g_01055	Pras.g_00624
OG0001076	Prbl.g_01054	Pras.g_00625
OG0001077	Prbl.g_01053	Pras.g_00626
OG0001078	Prbl.g_01051	Pras.g_00627
OG0001079	Prbl.g_01050	Pras.g_00628
OG0001080	Prbl.g_01049	Pras.g_00629
OG0001081	Prbl.g_00954	Pras.g_00632
OG0001082	Prbl.g_00953	Pras.g_00633
OG0001083	Prbl.g_00949	Pras.g_00634
OG0001084	Prbl.g_00951	Pras.g_00636
OG0001085	Prbl.g_00952	Pras.g_00637
OG0001086	Prbl.g_00948	Pras.g_00638
OG0001087	Prbl.g_00947	Pras.g_00639
OG0001088	Prbl.g_01045	Pras.g_00640
OG0001089	Prbl.g_00956	Pras.g_00645
OG0001090	Prbl.g_00958	Pras.g_00647
OG0001091	Prbl.g_00959	Pras.g_00648
OG0001092	Prbl.g_00960	Pras.g_00649
OG0001093	Prbl.g_00961	Pras.g_00650
OG0001094	Prbl.g_00962	Pras.g_00651
OG0001095	Prbl.g_00963	Pras.g_00652
OG0001096	Prbl.g_00964	Pras.g_00653
OG0001097	Prbl.g_00965	Pras.g_00654
OG0001098	Prbl.g_00966	Pras.g_00655
OG0001099	Prbl.g_00967	Pras.g_00656
OG0001100	Prbl.g_00968	Pras.g_00657
OG0001101	Prbl.g_00969	Pras.g_00658
OG0001102	Prbl.g_00970	Pras.g_00659
OG0001103	Prbl.g_00971	Pras.g_00660
OG0001104	Prbl.g_00972	Pras.g_00661
OG0001105	Prbl.g_00973	Pras.g_00662
OG0001106	Prbl.g_00974	Pras.g_00663
OG0001107	Prbl.g_00975	Pras.g_00664
OG0001108	Prbl.g_00976	Pras.g_00665
OG0001109	Prbl.g_00977	Pras.g_00666
OG0001110	Prbl.g_00978	Pras.g_00667
OG0001111	Prbl.g_00979	Pras.g_00668
OG0001112	Prbl.g_00980	Pras.g_00669
OG0001113	Prbl.g_00981	Pras.g_00670
OG0001114	Prbl.g_00982	Pras.g_00671
OG0001115	Prbl.g_00983	Pras.g_00672
OG0001116	Prbl.g_00984	Pras.g_00673
OG0001117	Prbl.g_00985	Pras.g_00674
OG0001118	Prbl.g_00986	Pras.g_00675
OG0001119	Prbl.g_00987	Pras.g_00676
OG0001120	Prbl.g_00988	Pras.g_00677
OG0001121	Prbl.g_00991	Pras.g_00679
OG0001122	Prbl.g_00992	Pras.g_00680
OG0001123	Prbl.g_00993	Pras.g_00681
OG0001124	Prbl.g_00995	Pras.g_00683
OG0001125	Prbl.g_00997	Pras.g_00685
OG0001126	Prbl.g_00998	Pras.g_00686
OG0001127	Prbl.g_01127	Pras.g_00688
OG0001128	Prbl.g_01128	Pras.g_00689
OG0001129	Prbl.g_01131	Pras.g_00690
