Orthogroup	Prbl	Prbc
OG0000545	Prbl.g_01616	Prbc.g_01698
OG0000546	Prbl.g_01617	Prbc.g_01699
OG0000547	Prbl.g_01619	Prbc.g_01700
OG0000548	Prbl.g_01624	Prbc.g_01702
OG0000549	Prbl.g_01625	Prbc.g_01703
OG0000550	Prbl.g_01626	Prbc.g_01704
OG0000551	Prbl.g_01629	Prbc.g_01705
OG0000552	Prbl.g_01631	Prbc.g_01706
OG0000553	Prbl.g_01632	Prbc.g_01707
OG0000554	Prbl.g_01634	Prbc.g_01708
OG0000555	Prbl.g_01635	Prbc.g_01709
OG0000556	Prbl.g_01636	Prbc.g_01710
OG0000557	Prbl.g_01637	Prbc.g_01711
OG0000558	Prbl.g_01639	Prbc.g_01712
OG0000559	Prbl.g_01640	Prbc.g_01713
OG0000560	Prbl.g_01642	Prbc.g_01715
OG0000561	Prbl.g_01643	Prbc.g_01716
OG0000562	Prbl.g_01645	Prbc.g_01717
OG0000563	Prbl.g_01646	Prbc.g_01718
OG0000564	Prbl.g_01647	Prbc.g_01719
OG0000565	Prbl.g_01655	Prbc.g_01720
OG0000566	Prbl.g_01656	Prbc.g_01721
OG0000567	Prbl.g_01657	Prbc.g_01722
OG0000568	Prbl.g_01658	Prbc.g_01723
OG0000569	Prbl.g_01659	Prbc.g_01724
OG0000570	Prbl.g_01662	Prbc.g_01725
OG0000571	Prbl.g_01663	Prbc.g_01726
OG0000572	Prbl.g_01664	Prbc.g_01727
OG0000573	Prbl.g_01041	Prbc.g_01730
OG0000574	Prbl.g_01032	Prbc.g_01731
OG0000575	Prbl.g_01031	Prbc.g_01732
OG0000576	Prbl.g_01030	Prbc.g_01733
OG0000577	Prbl.g_01412	Prbc.g_01734
OG0000578	Prbl.g_01411	Prbc.g_01735
OG0000579	Prbl.g_01409	Prbc.g_01736
OG0000580	Prbl.g_01406	Prbc.g_01737
OG0000581	Prbl.g_01405	Prbc.g_01738
OG0000582	Prbl.g_01404	Prbc.g_01739
OG0000583	Prbl.g_01403	Prbc.g_01740
OG0000584	Prbl.g_01401	Prbc.g_01742
OG0000585	Prbl.g_01400	Prbc.g_01743
OG0000586	Prbl.g_01398	Prbc.g_01745
OG0000587	Prbl.g_01397	Prbc.g_01746
OG0000588	Prbl.g_01394	Prbc.g_01749
OG0000589	Prbl.g_01392	Prbc.g_01750
OG0000590	Prbl.g_00891	Prbc.g_01752
OG0000591	Prbl.g_01915	Prbc.g_01760
OG0000592	Prbl.g_00027	Prbc.g_01761
OG0000593	Prbl.g_01242	Prbc.g_01762
OG0000594	Prbl.g_02295	Prbc.g_01765
OG0000595	Prbl.g_01046	Prbc.g_01766
OG0000596	Prbl.g_01869	Prbc.g_01767
OG0000597	Prbl.g_01847	Prbc.g_01769
OG0000598	Prbl.g_01853	Prbc.g_01770
OG0000599	Prbl.g_01857	Prbc.g_01771
OG0000600	Prbl.g_01858	Prbc.g_01772
OG0000601	Prbl.g_01872	Prbc.g_01775
OG0000602	Prbl.g_01873	Prbc.g_01776
OG0000603	Prbl.g_01874	Prbc.g_01777
OG0000604	Prbl.g_00021	Prbc.g_01381
OG0000605	Prbl.g_00022	Prbc.g_01778
OG0000606	Prbl.g_00024	Prbc.g_01779
OG0000607	Prbl.g_00026	Prbc.g_01781
OG0000608	Prbl.g_02373	Prbc.g_01782
OG0000609	Prbl.g_02137	Prbc.g_01055
OG0000610	Prbl.g_00120	Prbc.g_01290
OG0000611	Prbl.g_02565	Prbc.g_01788
OG0000612	Prbl.g_02564	Prbc.g_01789
OG0000613	Prbl.g_02563	Prbc.g_01790
OG0000614	Prbl.g_02562	Prbc.g_01791
OG0000615	Prbl.g_02561	Prbc.g_01793
OG0000616	Prbl.g_02560	Prbc.g_01794
OG0000617	Prbl.g_02559	Prbc.g_01795
OG0000618	Prbl.g_02558	Prbc.g_01796
OG0000619	Prbl.g_02556	Prbc.g_01797
OG0000620	Prbl.g_02555	Prbc.g_01798
OG0000621	Prbl.g_02554	Prbc.g_01799
OG0000622	Prbl.g_02553	Prbc.g_01800
OG0000623	Prbl.g_02552	Prbc.g_01801
OG0000624	Prbl.g_02551	Prbc.g_01803
OG0000625	Prbl.g_02550	Prbc.g_01804
OG0000626	Prbl.g_02549	Prbc.g_01805
OG0000627	Prbl.g_02426	Prbc.g_01807
OG0000628	Prbl.g_02427	Prbc.g_01808
OG0000629	Prbl.g_02430	Prbc.g_01809
OG0000630	Prbl.g_02431	Prbc.g_01810
OG0000631	Prbl.g_02434	Prbc.g_01812
OG0000632	Prbl.g_00040	Prbc.g_00598
OG0000633	Prbl.g_01904	Prbc.g_00521
OG0000634	Prbl.g_00534	Prbc.g_02142
OG0000635	Prbl.g_02470	Prbc.g_02028
OG0000636	Prbl.g_02469	Prbc.g_02027
OG0000637	Prbl.g_02468	Prbc.g_02026
OG0000638	Prbl.g_01195	Prbc.g_01230
OG0000639	Prbl.g_01930	Prbc.g_02003
OG0000640	Prbl.g_02435	Prbc.g_02005
OG0000641	Prbl.g_02440	Prbc.g_02007
OG0000642	Prbl.g_02441	Prbc.g_02008
OG0000643	Prbl.g_02442	Prbc.g_02009
OG0000644	Prbl.g_02341	Prbc.g_01852
OG0000645	Prbl.g_02340	Prbc.g_01853
OG0000646	Prbl.g_02339	Prbc.g_01854
OG0000647	Prbl.g_02338	Prbc.g_01855
OG0000648	Prbl.g_02336	Prbc.g_01857
OG0000649	Prbl.g_02335	Prbc.g_01858
OG0000650	Prbl.g_02334	Prbc.g_01859
OG0000651	Prbl.g_02333	Prbc.g_01860
OG0000652	Prbl.g_02332	Prbc.g_01861
OG0000653	Prbl.g_02331	Prbc.g_01862
OG0000654	Prbl.g_02329	Prbc.g_01864
OG0000655	Prbl.g_02327	Prbc.g_01866
OG0000656	Prbl.g_02326	Prbc.g_01867
OG0000657	Prbl.g_02325	Prbc.g_01868
OG0000658	Prbl.g_02324	Prbc.g_01869
OG0000659	Prbl.g_02323	Prbc.g_01870
OG0000660	Prbl.g_02322	Prbc.g_01871
OG0000661	Prbl.g_02320	Prbc.g_01873
OG0000662	Prbl.g_02317	Prbc.g_01875
OG0000663	Prbl.g_02316	Prbc.g_01876
OG0000664	Prbl.g_02315	Prbc.g_01877
OG0000665	Prbl.g_02314	Prbc.g_01878
OG0000666	Prbl.g_02313	Prbc.g_01879
OG0000667	Prbl.g_02312	Prbc.g_01880
OG0000668	Prbl.g_02311	Prbc.g_01881
OG0000669	Prbl.g_02309	Prbc.g_01883
OG0000670	Prbl.g_02308	Prbc.g_01884
OG0000671	Prbl.g_02307	Prbc.g_01885
OG0000672	Prbl.g_02306	Prbc.g_01886
OG0000673	Prbl.g_02305	Prbc.g_01887
OG0000674	Prbl.g_02304	Prbc.g_01888
OG0000675	Prbl.g_01534	Prbc.g_01890
OG0000676	Prbl.g_01535	Prbc.g_01891
OG0000677	Prbl.g_01538	Prbc.g_01893
OG0000678	Prbl.g_01540	Prbc.g_01895
OG0000679	Prbl.g_01542	Prbc.g_01897
OG0000680	Prbl.g_01543	Prbc.g_01898
OG0000681	Prbl.g_01544	Prbc.g_01899
OG0000682	Prbl.g_01545	Prbc.g_01900
OG0000683	Prbl.g_01547	Prbc.g_01903
OG0000684	Prbl.g_01548	Prbc.g_01904
OG0000685	Prbl.g_01549	Prbc.g_01905
OG0000686	Prbl.g_01550	Prbc.g_01906
OG0000687	Prbl.g_01551	Prbc.g_01907
OG0000688	Prbl.g_01552	Prbc.g_01908
OG0000689	Prbl.g_01554	Prbc.g_01909
OG0000690	Prbl.g_01555	Prbc.g_01910
OG0000691	Prbl.g_01556	Prbc.g_01911
OG0000692	Prbl.g_01567	Prbc.g_01913
OG0000693	Prbl.g_01568	Prbc.g_01914
OG0000694	Prbl.g_01571	Prbc.g_01915
OG0000695	Prbl.g_01576	Prbc.g_01916
OG0000696	Prbl.g_01577	Prbc.g_01917
OG0000697	Prbl.g_01579	Prbc.g_01919
OG0000698	Prbl.g_02423	Prbc.g_01923
OG0000699	Prbl.g_02546	Prbc.g_01924
OG0000700	Prbl.g_02530	Prbc.g_01959
OG0000701	Prbl.g_01329	Prbc.g_01962
OG0000702	Prbl.g_01588	Prbc.g_01967
OG0000703	Prbl.g_02414	Prbc.g_01969
OG0000704	Prbl.g_01078	Prbc.g_01970
OG0000705	Prbl.g_02413	Prbc.g_01971
OG0000706	Prbl.g_02412	Prbc.g_01972
OG0000707	Prbl.g_02410	Prbc.g_01974
OG0000708	Prbl.g_02409	Prbc.g_01975
OG0000709	Prbl.g_02407	Prbc.g_01977
OG0000710	Prbl.g_02406	Prbc.g_01978
OG0000711	Prbl.g_02405	Prbc.g_01979
OG0000712	Prbl.g_02404	Prbc.g_01980
OG0000713	Prbl.g_02403	Prbc.g_01981
OG0000714	Prbl.g_02395	Prbc.g_01983
OG0000715	Prbl.g_02393	Prbc.g_01984
OG0000716	Prbl.g_02388	Prbc.g_01987
OG0000717	Prbl.g_02386	Prbc.g_01988
OG0000718	Prbl.g_02383	Prbc.g_01989
OG0000719	Prbl.g_02368	Prbc.g_01991
OG0000720	Prbl.g_02367	Prbc.g_01992
OG0000721	Prbl.g_02365	Prbc.g_01995
OG0000722	Prbl.g_02364	Prbc.g_01996
OG0000723	Prbl.g_02363	Prbc.g_01997
OG0000724	Prbl.g_02350	Prbc.g_01837
OG0000725	Prbl.g_02351	Prbc.g_01838
OG0000726	Prbl.g_02352	Prbc.g_01839
OG0000727	Prbl.g_02353	Prbc.g_01840
OG0000728	Prbl.g_02354	Prbc.g_01841
OG0000729	Prbl.g_02356	Prbc.g_01842
OG0000730	Prbl.g_02359	Prbc.g_01843
OG0000731	Prbl.g_02348	Prbc.g_01844
OG0000732	Prbl.g_02347	Prbc.g_01845
OG0000733	Prbl.g_02346	Prbc.g_01846
OG0000734	Prbl.g_02345	Prbc.g_01847
OG0000735	Prbl.g_02344	Prbc.g_01849
OG0000736	Prbl.g_02343	Prbc.g_01850
OG0000737	Prbl.g_02342	Prbc.g_01851
OG0000738	Prbl.g_02443	Prbc.g_02010
OG0000739	Prbl.g_02444	Prbc.g_02011
OG0000740	Prbl.g_02445	Prbc.g_02012
OG0000741	Prbl.g_02447	Prbc.g_02013
OG0000742	Prbl.g_02449	Prbc.g_02015
OG0000743	Prbl.g_02450	Prbc.g_02016
OG0000744	Prbl.g_02452	Prbc.g_02017
OG0000745	Prbl.g_02453	Prbc.g_02018
OG0000746	Prbl.g_02454	Prbc.g_02019
OG0000747	Prbl.g_01688	Prbc.g_02020
OG0000748	Prbl.g_02462	Prbc.g_02021
OG0000749	Prbl.g_02463	Prbc.g_02022
OG0000750	Prbl.g_02465	Prbc.g_02023
OG0000751	Prbl.g_02466	Prbc.g_02024
OG0000752	Prbl.g_02210	Prbc.g_01936
OG0000753	Prbl.g_02471	Prbc.g_02029
OG0000754	Prbl.g_02472	Prbc.g_02030
OG0000755	Prbl.g_02473	Prbc.g_02031
OG0000756	Prbl.g_02475	Prbc.g_02033
OG0000757	Prbl.g_02476	Prbc.g_02034
OG0000758	Prbl.g_02477	Prbc.g_02035
OG0000759	Prbl.g_02482	Prbc.g_02037
OG0000760	Prbl.g_02483	Prbc.g_02038
OG0000761	Prbl.g_02485	Prbc.g_02039
OG0000762	Prbl.g_02487	Prbc.g_02041
OG0000763	Prbl.g_02489	Prbc.g_02042
OG0000764	Prbl.g_02491	Prbc.g_02043
OG0000765	Prbl.g_02492	Prbc.g_02044
OG0000766	Prbl.g_02493	Prbc.g_02045
OG0000767	Prbl.g_02495	Prbc.g_02047
OG0000768	Prbl.g_02496	Prbc.g_02048
OG0000769	Prbl.g_02497	Prbc.g_02049
OG0000770	Prbl.g_02498	Prbc.g_02050
OG0000771	Prbl.g_02499	Prbc.g_02051
OG0000772	Prbl.g_02608	Prbc.g_02190
OG0000773	Prbl.g_02501	Prbc.g_02052
OG0000774	Prbl.g_02503	Prbc.g_02053
OG0000775	Prbl.g_02505	Prbc.g_02054
OG0000776	Prbl.g_02508	Prbc.g_02055
OG0000777	Prbl.g_02509	Prbc.g_02057
OG0000778	Prbl.g_02510	Prbc.g_02058
OG0000779	Prbl.g_02514	Prbc.g_02059
OG0000780	Prbl.g_02516	Prbc.g_02061
OG0000781	Prbl.g_02520	Prbc.g_02062
OG0000782	Prbl.g_02521	Prbc.g_02063
OG0000783	Prbl.g_02526	Prbc.g_02079
OG0000784	Prbl.g_02528	Prbc.g_02080
OG0000785	Prbl.g_02529	Prbc.g_02081
OG0000786	Prbl.g_02531	Prbc.g_02082
OG0000787	Prbl.g_02532	Prbc.g_02083
OG0000788	Prbl.g_02538	Prbc.g_02088
OG0000789	Prbl.g_02541	Prbc.g_02091
OG0000790	Prbl.g_02209	Prbc.g_01935
OG0000791	Prbl.g_02542	Prbc.g_02092
OG0000792	Prbl.g_02543	Prbc.g_02093
OG0000793	Prbl.g_02544	Prbc.g_02094
OG0000794	Prbl.g_02547	Prbc.g_02097
OG0000795	Prbl.g_00939	Prbc.g_02101
OG0000796	Prbl.g_00938	Prbc.g_02102
OG0000797	Prbl.g_00935	Prbc.g_02105
OG0000798	Prbl.g_00934	Prbc.g_02106
OG0000799	Prbl.g_00933	Prbc.g_02107
OG0000800	Prbl.g_00932	Prbc.g_02108
OG0000801	Prbl.g_00929	Prbc.g_02111
OG0000802	Prbl.g_00928	Prbc.g_02112
OG0000803	Prbl.g_00925	Prbc.g_01934
OG0000804	Prbl.g_00924	Prbc.g_01933
OG0000805	Prbl.g_00923	Prbc.g_01932
OG0000806	Prbl.g_00922	Prbc.g_01930
OG0000807	Prbl.g_02575	Prbc.g_01941
OG0000808	Prbl.g_01603	Prbc.g_02152
OG0000809	Prbl.g_00472	Prbc.g_02133
OG0000810	Prbl.g_01686	Prbc.g_00804
OG0000811	Prbl.g_02062	Prbc.g_00201
OG0000812	Prbl.g_01199	Prbc.g_01244
OG0000813	Prbl.g_01208	Prbc.g_01252
OG0000814	Prbl.g_00687	Prbc.g_00801
OG0000815	Prbl.g_01621	Prbc.g_02128
OG0000816	Prbl.g_02197	Prbc.g_00897
OG0000817	Prbl.g_02203	Prbc.g_00898
OG0000818	Prbl.g_01931	Prbc.g_02170
OG0000819	Prbl.g_00694	Prbc.g_01468
OG0000820	Prbl.g_00545	Prbc.g_01462
OG0000821	Prbl.g_02066	Prbc.g_01460
OG0000822	Prbl.g_02067	Prbc.g_01459
OG0000823	Prbl.g_02068	Prbc.g_01458
OG0000824	Prbl.g_02069	Prbc.g_01457
OG0000825	Prbl.g_02071	Prbc.g_01456
OG0000826	Prbl.g_02072	Prbc.g_01455
OG0000827	Prbl.g_02075	Prbc.g_01454
OG0000828	Prbl.g_02077	Prbc.g_01453
OG0000829	Prbl.g_02078	Prbc.g_01452
OG0000830	Prbl.g_02081	Prbc.g_01450
OG0000831	Prbl.g_02083	Prbc.g_01447
OG0000832	Prbl.g_02085	Prbc.g_01445
OG0000833	Prbl.g_02086	Prbc.g_01444
OG0000834	Prbl.g_02088	Prbc.g_01442
OG0000835	Prbl.g_02089	Prbc.g_01441
OG0000836	Prbl.g_02090	Prbc.g_01440
OG0000837	Prbl.g_02100	Prbc.g_01437
OG0000838	Prbl.g_02102	Prbc.g_01436
OG0000839	Prbl.g_02103	Prbc.g_01435
OG0000840	Prbl.g_02104	Prbc.g_01434
OG0000841	Prbl.g_02105	Prbc.g_01433
OG0000842	Prbl.g_00178	Prbc.g_01431
OG0000843	Prbl.g_00179	Prbc.g_01430
OG0000844	Prbl.g_00180	Prbc.g_01429
OG0000845	Prbl.g_00181	Prbc.g_01428
OG0000846	Prbl.g_00184	Prbc.g_01426
OG0000847	Prbl.g_00185	Prbc.g_01424
OG0000848	Prbl.g_01379	Prbc.g_01422
OG0000849	Prbl.g_01382	Prbc.g_01421
OG0000850	Prbl.g_01383	Prbc.g_01420
OG0000851	Prbl.g_01120	Prbc.g_01418
OG0000852	Prbl.g_01118	Prbc.g_01416
OG0000853	Prbl.g_01116	Prbc.g_01414
OG0000854	Prbl.g_01114	Prbc.g_01412
OG0000855	Prbl.g_01113	Prbc.g_01411
OG0000856	Prbl.g_01112	Prbc.g_01410
OG0000857	Prbl.g_01111	Prbc.g_01409
OG0000858	Prbl.g_01110	Prbc.g_01408
OG0000859	Prbl.g_01109	Prbc.g_01407
OG0000860	Prbl.g_01108	Prbc.g_01406
OG0000861	Prbl.g_01377	Prbc.g_01405
OG0000862	Prbl.g_01376	Prbc.g_01404
OG0000863	Prbl.g_01375	Prbc.g_01403
OG0000864	Prbl.g_01374	Prbc.g_01402
OG0000865	Prbl.g_01372	Prbc.g_01401
OG0000866	Prbl.g_02579	Prbc.g_01400
OG0000867	Prbl.g_02580	Prbc.g_01399
OG0000868	Prbl.g_02582	Prbc.g_01398
OG0000869	Prbl.g_02585	Prbc.g_01396
OG0000870	Prbl.g_02586	Prbc.g_01395
OG0000871	Prbl.g_02590	Prbc.g_01394
OG0000872	Prbl.g_02591	Prbc.g_01393
OG0000873	Prbl.g_02593	Prbc.g_01392
OG0000874	Prbl.g_02594	Prbc.g_01391
OG0000875	Prbl.g_00187	Prbc.g_01390
OG0000876	Prbl.g_00186	Prbc.g_01389
OG0000877	Prbl.g_01103	Prbc.g_01388
OG0000878	Prbl.g_00461	Prbc.g_01320
OG0000879	Prbl.g_00115	Prbc.g_00555
OG0000880	Prbl.g_00114	Prbc.g_00556
OG0000881	Prbl.g_00113	Prbc.g_00557
OG0000882	Prbl.g_01711	Prbc.g_00558
OG0000883	Prbl.g_01713	Prbc.g_00560
OG0000884	Prbl.g_01715	Prbc.g_00561
OG0000885	Prbl.g_01716	Prbc.g_00562
OG0000886	Prbl.g_01717	Prbc.g_00563
OG0000887	Prbl.g_01718	Prbc.g_00564
OG0000888	Prbl.g_01719	Prbc.g_00565
OG0000889	Prbl.g_01723	Prbc.g_00568
OG0000890	Prbl.g_01726	Prbc.g_00569
OG0000891	Prbl.g_01727	Prbc.g_00570
OG0000892	Prbl.g_01730	Prbc.g_00571
OG0000893	Prbl.g_01731	Prbc.g_00572
OG0000894	Prbl.g_01732	Prbc.g_00573
OG0000895	Prbl.g_01733	Prbc.g_00574
OG0000896	Prbl.g_01734	Prbc.g_00575
OG0000897	Prbl.g_01735	Prbc.g_00576
OG0000898	Prbl.g_01738	Prbc.g_00579
OG0000899	Prbl.g_01739	Prbc.g_00580
OG0000900	Prbl.g_00722	Prbc.g_00585
OG0000901	Prbl.g_01333	Prbc.g_00589
OG0000902	Prbl.g_00658	Prbc.g_01820
OG0000903	Prbl.g_01572	Prbc.g_01470
OG0000904	Prbl.g_01695	Prbc.g_02100
OG0000905	Prbl.g_00926	Prbc.g_00810
OG0000906	Prbl.g_02577	Prbc.g_00655
OG0000907	Prbl.g_01586	Prbc.g_01921
OG0000908	Prbl.g_00409	Prbc.g_00138
OG0000909	Prbl.g_00501	Prbc.g_00659
OG0000910	Prbl.g_00500	Prbc.g_00660
OG0000911	Prbl.g_00499	Prbc.g_00661
OG0000912	Prbl.g_00498	Prbc.g_00662
OG0000913	Prbl.g_00497	Prbc.g_00663
OG0000914	Prbl.g_00496	Prbc.g_00664
OG0000915	Prbl.g_00495	Prbc.g_00665
OG0000916	Prbl.g_00494	Prbc.g_00666
OG0000917	Prbl.g_00492	Prbc.g_00667
OG0000918	Prbl.g_00491	Prbc.g_00668
OG0000919	Prbl.g_00490	Prbc.g_00669
OG0000920	Prbl.g_00489	Prbc.g_00670
OG0000921	Prbl.g_00488	Prbc.g_00671
OG0000922	Prbl.g_00487	Prbc.g_00672
OG0000923	Prbl.g_00486	Prbc.g_00673
OG0000924	Prbl.g_00485	Prbc.g_00674
OG0000925	Prbl.g_00484	Prbc.g_00675
OG0000926	Prbl.g_00843	Prbc.g_00228
OG0000927	Prbl.g_00152	Prbc.g_00690
OG0000928	Prbl.g_00153	Prbc.g_00691
OG0000929	Prbl.g_00154	Prbc.g_00692
OG0000930	Prbl.g_00160	Prbc.g_00693
OG0000931	Prbl.g_00161	Prbc.g_00694
OG0000932	Prbl.g_00257	Prbc.g_00696
OG0000933	Prbl.g_00255	Prbc.g_00697
OG0000934	Prbl.g_00254	Prbc.g_00698
OG0000935	Prbl.g_00253	Prbc.g_00699
OG0000936	Prbl.g_00252	Prbc.g_00700
OG0000937	Prbl.g_00251	Prbc.g_00701
OG0000938	Prbl.g_00249	Prbc.g_00702
OG0000939	Prbl.g_00248	Prbc.g_00703
OG0000940	Prbl.g_00246	Prbc.g_00705
OG0000941	Prbl.g_00244	Prbc.g_00707
OG0000942	Prbl.g_00243	Prbc.g_00708
OG0000943	Prbl.g_00240	Prbc.g_00711
OG0000944	Prbl.g_00231	Prbc.g_00712
OG0000945	Prbl.g_00230	Prbc.g_00713
OG0000946	Prbl.g_00229	Prbc.g_00714
OG0000947	Prbl.g_00228	Prbc.g_00715
OG0000948	Prbl.g_00227	Prbc.g_00716
OG0000949	Prbl.g_00226	Prbc.g_00717
OG0000950	Prbl.g_00225	Prbc.g_00718
OG0000951	Prbl.g_00224	Prbc.g_00719
OG0000952	Prbl.g_00223	Prbc.g_00720
OG0000953	Prbl.g_00222	Prbc.g_00721
OG0000954	Prbl.g_00221	Prbc.g_00722
OG0000955	Prbl.g_00220	Prbc.g_00723
OG0000956	Prbl.g_00219	Prbc.g_00724
OG0000957	Prbl.g_00218	Prbc.g_01521
OG0000958	Prbl.g_00684	Prbc.g_00725
OG0000959	Prbl.g_00685	Prbc.g_00726
OG0000960	Prbl.g_00686	Prbc.g_00727
OG0000961	Prbl.g_00693	Prbc.g_00730
OG0000962	Prbl.g_00695	Prbc.g_00731
OG0000963	Prbl.g_00696	Prbc.g_00732
OG0000964	Prbl.g_00699	Prbc.g_00734
OG0000965	Prbl.g_00700	Prbc.g_00735
OG0000966	Prbl.g_00701	Prbc.g_00736
OG0000967	Prbl.g_00702	Prbc.g_00737
OG0000968	Prbl.g_00703	Prbc.g_00738
OG0000969	Prbl.g_00704	Prbc.g_00739
OG0000970	Prbl.g_00705	Prbc.g_00740
OG0000971	Prbl.g_00706	Prbc.g_00741
OG0000972	Prbl.g_00707	Prbc.g_00742
OG0000973	Prbl.g_00708	Prbc.g_00743
OG0000974	Prbl.g_00710	Prbc.g_00745
OG0000975	Prbl.g_01086	Prbc.g_00751
OG0000976	Prbl.g_00466	Prbc.g_00754
OG0000977	Prbl.g_00456	Prbc.g_00755
OG0000978	Prbl.g_00454	Prbc.g_00756
OG0000979	Prbl.g_00452	Prbc.g_00758
OG0000980	Prbl.g_00451	Prbc.g_00759
OG0000981	Prbl.g_01604	Prbc.g_00760
OG0000982	Prbl.g_00450	Prbc.g_00761
OG0000983	Prbl.g_00448	Prbc.g_00763
OG0000984	Prbl.g_00447	Prbc.g_00764
OG0000985	Prbl.g_00446	Prbc.g_00765
OG0000986	Prbl.g_00444	Prbc.g_00766
OG0000987	Prbl.g_00443	Prbc.g_00767
OG0000988	Prbl.g_00441	Prbc.g_00768
OG0000989	Prbl.g_00440	Prbc.g_00769
OG0000990	Prbl.g_00439	Prbc.g_00770
OG0000991	Prbl.g_00438	Prbc.g_00771
OG0000992	Prbl.g_00437	Prbc.g_00772
OG0000993	Prbl.g_00436	Prbc.g_00773
OG0000994	Prbl.g_00435	Prbc.g_00774
OG0000995	Prbl.g_00433	Prbc.g_00775
OG0000996	Prbl.g_00432	Prbc.g_00776
OG0000997	Prbl.g_00431	Prbc.g_00777
OG0000998	Prbl.g_00430	Prbc.g_00778
OG0000999	Prbl.g_00429	Prbc.g_00779
OG0001000	Prbl.g_00428	Prbc.g_00780
OG0001001	Prbl.g_00427	Prbc.g_00782
OG0001002	Prbl.g_00423	Prbc.g_00783
OG0001003	Prbl.g_00422	Prbc.g_00784
OG0001004	Prbl.g_01914	Prbc.g_00785
OG0001005	Prbl.g_00420	Prbc.g_00787
OG0001006	Prbl.g_00419	Prbc.g_00788
OG0001007	Prbl.g_00418	Prbc.g_00789
OG0001008	Prbl.g_00416	Prbc.g_00791
OG0001009	Prbl.g_00415	Prbc.g_00792
OG0001010	Prbl.g_01601	Prbc.g_01485
OG0001011	Prbl.g_01627	Prbc.g_00677
OG0001012	Prbl.g_02318	Prbc.g_01874
OG0001013	Prbl.g_00404	Prbc.g_00827
OG0001014	Prbl.g_00403	Prbc.g_00828
OG0001015	Prbl.g_00393	Prbc.g_00833
OG0001016	Prbl.g_00392	Prbc.g_00834
OG0001017	Prbl.g_00391	Prbc.g_00835
OG0001018	Prbl.g_00389	Prbc.g_00836
OG0001019	Prbl.g_00385	Prbc.g_00837
OG0001020	Prbl.g_00383	Prbc.g_00838
OG0001021	Prbl.g_00382	Prbc.g_00839
OG0001022	Prbl.g_00381	Prbc.g_00840
OG0001023	Prbl.g_00380	Prbc.g_00841
OG0001024	Prbl.g_00378	Prbc.g_00842
OG0001025	Prbl.g_00377	Prbc.g_00843
OG0001026	Prbl.g_00376	Prbc.g_00844
OG0001027	Prbl.g_00375	Prbc.g_00845
OG0001028	Prbl.g_00374	Prbc.g_00846
OG0001029	Prbl.g_00373	Prbc.g_00847
OG0001030	Prbl.g_00372	Prbc.g_00848
OG0001031	Prbl.g_00371	Prbc.g_00849
OG0001032	Prbl.g_00370	Prbc.g_00850
OG0001033	Prbl.g_00369	Prbc.g_00851
OG0001034	Prbl.g_00367	Prbc.g_00852
OG0001035	Prbl.g_00365	Prbc.g_00854
OG0001036	Prbl.g_00364	Prbc.g_00855
OG0001037	Prbl.g_00362	Prbc.g_00856
OG0001038	Prbl.g_00361	Prbc.g_00857
OG0001039	Prbl.g_00360	Prbc.g_00858
OG0001040	Prbl.g_00359	Prbc.g_00860
OG0001041	Prbl.g_00358	Prbc.g_00861
OG0001042	Prbl.g_00356	Prbc.g_00862
OG0001043	Prbl.g_00355	Prbc.g_00863
OG0001044	Prbl.g_00354	Prbc.g_00864
OG0001045	Prbl.g_00353	Prbc.g_00865
OG0001046	Prbl.g_00352	Prbc.g_00866
OG0001047	Prbl.g_00348	Prbc.g_00868
OG0001048	Prbl.g_00346	Prbc.g_00870
OG0001049	Prbl.g_00345	Prbc.g_00871
OG0001050	Prbl.g_00344	Prbc.g_00872
OG0001051	Prbl.g_00343	Prbc.g_00873
OG0001052	Prbl.g_00342	Prbc.g_00874
OG0001053	Prbl.g_00340	Prbc.g_00876
OG0001054	Prbl.g_00338	Prbc.g_00878
OG0001055	Prbl.g_00337	Prbc.g_00879
OG0001056	Prbl.g_00336	Prbc.g_00880
OG0001057	Prbl.g_00335	Prbc.g_00881
OG0001058	Prbl.g_00334	Prbc.g_00882
OG0001059	Prbl.g_00333	Prbc.g_00883
OG0001060	Prbl.g_00332	Prbc.g_00884
OG0001061	Prbl.g_00331	Prbc.g_00885
OG0001062	Prbl.g_00317	Prbc.g_00886
OG0001063	Prbl.g_00316	Prbc.g_00887
OG0001064	Prbl.g_02620	Prbc.g_00889
OG0001065	Prbl.g_02680	Prbc.g_00933
OG0001066	Prbl.g_02683	Prbc.g_00935
OG0001067	Prbl.g_02684	Prbc.g_00936
OG0001068	Prbl.g_01062	Prbc.g_00938
OG0001069	Prbl.g_01061	Prbc.g_00939
OG0001070	Prbl.g_01060	Prbc.g_00940
OG0001071	Prbl.g_01059	Prbc.g_00941
OG0001072	Prbl.g_01058	Prbc.g_00942
OG0001073	Prbl.g_01057	Prbc.g_00943
OG0001074	Prbl.g_01056	Prbc.g_00944
OG0001075	Prbl.g_01055	Prbc.g_00945
OG0001076	Prbl.g_01054	Prbc.g_00946
OG0001077	Prbl.g_01053	Prbc.g_00947
OG0001078	Prbl.g_01051	Prbc.g_00948
OG0001079	Prbl.g_01050	Prbc.g_00949
OG0001080	Prbl.g_01049	Prbc.g_00950
OG0001081	Prbl.g_00954	Prbc.g_00960
