Orthogroup	Syah	Prac
OG0000583	Syah.g_01978	Prac.g_00762
OG0000584	Syah.g_01977	Prac.g_00761
OG0000585	Syah.g_01975	Prac.g_00759
OG0000586	Syah.g_01974	Prac.g_00758
OG0000587	Syah.g_01972	Prac.g_00757
OG0000588	Syah.g_01966	Prac.g_00753
OG0000589	Syah.g_01962	Prac.g_00750
OG0000590	Syah.g_01961	Prac.g_00749
OG0000591	Syah.g_01954	Prac.g_00746
OG0000592	Syah.g_01953	Prac.g_00745
OG0000593	Syah.g_01939	Prac.g_00739
OG0000594	Syah.g_01938	Prac.g_00738
OG0000595	Syah.g_01937	Prac.g_00737
OG0000596	Syah.g_01932	Prac.g_00733
OG0000597	Syah.g_01929	Prac.g_00731
OG0000598	Syah.g_01928	Prac.g_00730
OG0000599	Syah.g_01925	Prac.g_00727
OG0000600	Syah.g_01924	Prac.g_00726
OG0000601	Syah.g_01923	Prac.g_00725
OG0000602	Syah.g_01917	Prac.g_00723
OG0000603	Syah.g_01916	Prac.g_00722
OG0000604	Syah.g_01913	Prac.g_00721
OG0000605	Syah.g_01825	Prac.g_00720
OG0000606	Syah.g_01485	Prac.g_00717
OG0000607	Syah.g_01489	Prac.g_00714
OG0000608	Syah.g_01490	Prac.g_00713
OG0000609	Syah.g_01492	Prac.g_00712
OG0000610	Syah.g_01499	Prac.g_00707
OG0000611	Syah.g_01502	Prac.g_00704
OG0000612	Syah.g_01503	Prac.g_00703
OG0000613	Syah.g_00147	Prac.g_00698
OG0000614	Syah.g_02004	Prac.g_00679
OG0000615	Syah.g_01814	Prac.g_00671
OG0000616	Syah.g_00389	Prac.g_00667
OG0000617	Syah.g_01722	Prac.g_01554
OG0000618	Syah.g_01721	Prac.g_01553
OG0000619	Syah.g_01720	Prac.g_01552
OG0000620	Syah.g_01713	Prac.g_01549
OG0000621	Syah.g_01712	Prac.g_01548
OG0000622	Syah.g_01711	Prac.g_01547
OG0000623	Syah.g_01710	Prac.g_01546
OG0000624	Syah.g_01708	Prac.g_01545
OG0000625	Syah.g_01707	Prac.g_01544
OG0000626	Syah.g_01706	Prac.g_01543
OG0000627	Syah.g_01569	Prac.g_01542
OG0000628	Syah.g_01570	Prac.g_01541
OG0000629	Syah.g_01573	Prac.g_01540
OG0000630	Syah.g_01577	Prac.g_01537
OG0000631	Syah.g_01582	Prac.g_01484
OG0000632	Syah.g_01583	Prac.g_01483
OG0000633	Syah.g_01584	Prac.g_01482
OG0000634	Syah.g_01783	Prac.g_01479
OG0000635	Syah.g_01782	Prac.g_01478
OG0000636	Syah.g_01780	Prac.g_01476
OG0000637	Syah.g_01778	Prac.g_01474
OG0000638	Syah.g_01777	Prac.g_01473
OG0000639	Syah.g_01776	Prac.g_01472
OG0000640	Syah.g_01775	Prac.g_01471
OG0000641	Syah.g_01771	Prac.g_01467
OG0000642	Syah.g_01770	Prac.g_01466
OG0000643	Syah.g_01768	Prac.g_01465
OG0000644	Syah.g_01767	Prac.g_01464
OG0000645	Syah.g_01765	Prac.g_01463
OG0000646	Syah.g_01762	Prac.g_01461
OG0000647	Syah.g_01760	Prac.g_01460
OG0000648	Syah.g_01757	Prac.g_01458
OG0000649	Syah.g_01756	Prac.g_01457
OG0000650	Syah.g_01755	Prac.g_01456
OG0000651	Syah.g_01754	Prac.g_01455
OG0000652	Syah.g_01753	Prac.g_01454
OG0000653	Syah.g_01751	Prac.g_01452
OG0000654	Syah.g_01750	Prac.g_01451
OG0000655	Syah.g_01749	Prac.g_01450
OG0000656	Syah.g_01746	Prac.g_01447
OG0000657	Syah.g_02083	Prac.g_01440
OG0000658	Syah.g_02086	Prac.g_01439
OG0000659	Syah.g_02087	Prac.g_01438
OG0000660	Syah.g_02091	Prac.g_01434
OG0000661	Syah.g_02093	Prac.g_01432
OG0000662	Syah.g_02095	Prac.g_01430
OG0000663	Syah.g_02098	Prac.g_01428
OG0000664	Syah.g_02099	Prac.g_01427
OG0000665	Syah.g_01895	Prac.g_01423
OG0000666	Syah.g_01826	Prac.g_01422
OG0000667	Syah.g_00714	Prac.g_01418
OG0000668	Syah.g_01680	Prac.g_01401
OG0000669	Syah.g_01520	Prac.g_01393
OG0000670	Syah.g_02352	Prac.g_01391
OG0000671	Syah.g_01524	Prac.g_01389
OG0000672	Syah.g_01527	Prac.g_01386
OG0000673	Syah.g_01530	Prac.g_01383
OG0000674	Syah.g_01532	Prac.g_01381
OG0000675	Syah.g_01533	Prac.g_01380
OG0000676	Syah.g_01535	Prac.g_01378
OG0000677	Syah.g_01536	Prac.g_01377
OG0000678	Syah.g_01821	Prac.g_01375
OG0000679	Syah.g_01812	Prac.g_01371
OG0000680	Syah.g_01811	Prac.g_01370
OG0000681	Syah.g_01808	Prac.g_01368
OG0000682	Syah.g_01807	Prac.g_01367
OG0000683	Syah.g_01806	Prac.g_01366
OG0000684	Syah.g_01802	Prac.g_01365
OG0000685	Syah.g_01800	Prac.g_01363
OG0000686	Syah.g_01799	Prac.g_01362
OG0000687	Syah.g_01798	Prac.g_01361
OG0000688	Syah.g_01793	Prac.g_01358
OG0000689	Syah.g_01791	Prac.g_01357
OG0000690	Syah.g_01790	Prac.g_01356
OG0000691	Syah.g_01789	Prac.g_01355
OG0000692	Syah.g_01788	Prac.g_01353
OG0000693	Syah.g_01787	Prac.g_01352
OG0000694	Syah.g_01786	Prac.g_01351
OG0000695	Syah.g_01586	Prac.g_01349
OG0000696	Syah.g_01587	Prac.g_01348
OG0000697	Syah.g_01589	Prac.g_01347
OG0000698	Syah.g_01592	Prac.g_01344
OG0000699	Syah.g_01594	Prac.g_01343
OG0000700	Syah.g_01595	Prac.g_01342
OG0000701	Syah.g_01596	Prac.g_01341
OG0000702	Syah.g_01604	Prac.g_01339
OG0000703	Syah.g_01605	Prac.g_01338
OG0000704	Syah.g_01608	Prac.g_01337
OG0000705	Syah.g_01614	Prac.g_01333
OG0000706	Syah.g_01615	Prac.g_01332
OG0000707	Syah.g_01616	Prac.g_01331
OG0000708	Syah.g_01619	Prac.g_01330
OG0000709	Syah.g_01627	Prac.g_01326
OG0000710	Syah.g_01631	Prac.g_01323
OG0000711	Syah.g_01661	Prac.g_01307
OG0000712	Syah.g_01662	Prac.g_01305
OG0000713	Syah.g_01663	Prac.g_01304
OG0000714	Syah.g_01665	Prac.g_01303
OG0000715	Syah.g_01667	Prac.g_01301
OG0000716	Syah.g_01671	Prac.g_01299
OG0000717	Syah.g_01672	Prac.g_01298
OG0000718	Syah.g_01676	Prac.g_01287
OG0000719	Syah.g_01678	Prac.g_01285
OG0000720	Syah.g_01691	Prac.g_01276
OG0000721	Syah.g_01693	Prac.g_01274
OG0000722	Syah.g_01694	Prac.g_01273
OG0000723	Syah.g_01704	Prac.g_01270
OG0000724	Syah.g_02036	Prac.g_01261
OG0000725	Syah.g_02027	Prac.g_01255
OG0000726	Syah.g_02026	Prac.g_01254
OG0000727	Syah.g_02025	Prac.g_01253
OG0000728	Syah.g_02023	Prac.g_01251
OG0000729	Syah.g_00263	Prac.g_01205
OG0000730	Syah.g_00855	Prac.g_01046
OG0000731	Syah.g_00867	Prac.g_01042
OG0000732	Syah.g_00319	Prac.g_01036
OG0000733	Syah.g_00473	Prac.g_01017
OG0000734	Syah.g_02545	Prac.g_01000
OG0000735	Syah.g_02178	Prac.g_00998
OG0000736	Syah.g_02177	Prac.g_00997
OG0000737	Syah.g_02176	Prac.g_00996
OG0000738	Syah.g_02170	Prac.g_00992
OG0000739	Syah.g_02165	Prac.g_00991
OG0000740	Syah.g_02164	Prac.g_00990
OG0000741	Syah.g_02161	Prac.g_00989
OG0000742	Syah.g_02159	Prac.g_00986
OG0000743	Syah.g_02157	Prac.g_00984
OG0000744	Syah.g_02156	Prac.g_00983
OG0000745	Syah.g_02154	Prac.g_00982
OG0000746	Syah.g_02151	Prac.g_00980
OG0000747	Syah.g_02150	Prac.g_00979
OG0000748	Syah.g_02140	Prac.g_00976
OG0000749	Syah.g_02138	Prac.g_00975
OG0000750	Syah.g_02137	Prac.g_00974
OG0000751	Syah.g_02130	Prac.g_00972
OG0000752	Syah.g_02128	Prac.g_00970
OG0000753	Syah.g_02125	Prac.g_00967
OG0000754	Syah.g_01431	Prac.g_00964
OG0000755	Syah.g_01423	Prac.g_00961
OG0000756	Syah.g_01422	Prac.g_00960
OG0000757	Syah.g_01415	Prac.g_00954
OG0000758	Syah.g_01414	Prac.g_00953
OG0000759	Syah.g_01413	Prac.g_00952
OG0000760	Syah.g_01412	Prac.g_00951
OG0000761	Syah.g_01411	Prac.g_00950
OG0000762	Syah.g_01409	Prac.g_00949
OG0000763	Syah.g_01407	Prac.g_00947
OG0000764	Syah.g_01406	Prac.g_00946
OG0000765	Syah.g_01392	Prac.g_00937
OG0000766	Syah.g_01391	Prac.g_00936
OG0000767	Syah.g_01389	Prac.g_00934
OG0000768	Syah.g_01388	Prac.g_00933
OG0000769	Syah.g_01386	Prac.g_00931
OG0000770	Syah.g_01383	Prac.g_00929
OG0000771	Syah.g_02042	Prac.g_00448
OG0000772	Syah.g_01351	Prac.g_00154
OG0000773	Syah.g_02187	Prac.g_00166
OG0000774	Syah.g_02191	Prac.g_00168
OG0000775	Syah.g_02193	Prac.g_00170
OG0000776	Syah.g_02194	Prac.g_00171
OG0000777	Syah.g_02195	Prac.g_00172
OG0000778	Syah.g_02196	Prac.g_00173
OG0000779	Syah.g_02201	Prac.g_00177
OG0000780	Syah.g_02205	Prac.g_00178
OG0000781	Syah.g_02209	Prac.g_00181
OG0000782	Syah.g_02210	Prac.g_00182
OG0000783	Syah.g_02211	Prac.g_00183
OG0000784	Syah.g_02212	Prac.g_00184
OG0000785	Syah.g_02214	Prac.g_00186
OG0000786	Syah.g_01171	Prac.g_00188
OG0000787	Syah.g_01170	Prac.g_00189
OG0000788	Syah.g_01922	Prac.g_00204
OG0000789	Syah.g_01556	Prac.g_00207
OG0000790	Syah.g_00981	Prac.g_00222
OG0000791	Syah.g_00980	Prac.g_00224
OG0000792	Syah.g_00979	Prac.g_00225
OG0000793	Syah.g_00974	Prac.g_00228
OG0000794	Syah.g_00973	Prac.g_00229
OG0000795	Syah.g_00972	Prac.g_00230
OG0000796	Syah.g_00968	Prac.g_00234
OG0000797	Syah.g_00967	Prac.g_00235
OG0000798	Syah.g_00627	Prac.g_00262
OG0000799	Syah.g_01326	Prac.g_00429
OG0000800	Syah.g_01325	Prac.g_00428
OG0000801	Syah.g_01324	Prac.g_00427
OG0000802	Syah.g_01320	Prac.g_00425
OG0000803	Syah.g_01315	Prac.g_00423
OG0000804	Syah.g_01312	Prac.g_00422
OG0000805	Syah.g_01303	Prac.g_00420
OG0000806	Syah.g_01301	Prac.g_00418
OG0000807	Syah.g_01299	Prac.g_00417
OG0000808	Syah.g_01298	Prac.g_00416
OG0000809	Syah.g_01295	Prac.g_00413
OG0000810	Syah.g_01294	Prac.g_00412
OG0000811	Syah.g_01286	Prac.g_00408
OG0000812	Syah.g_01284	Prac.g_00406
OG0000813	Syah.g_01283	Prac.g_00405
OG0000814	Syah.g_01281	Prac.g_00403
OG0000815	Syah.g_01280	Prac.g_00402
OG0000816	Syah.g_01279	Prac.g_00400
OG0000817	Syah.g_01278	Prac.g_00399
OG0000818	Syah.g_01272	Prac.g_00394
OG0000819	Syah.g_01271	Prac.g_00393
OG0000820	Syah.g_01270	Prac.g_00392
OG0000821	Syah.g_01265	Prac.g_00388
OG0000822	Syah.g_01263	Prac.g_00387
OG0000823	Syah.g_01262	Prac.g_00386
OG0000824	Syah.g_01258	Prac.g_00383
OG0000825	Syah.g_01257	Prac.g_00382
OG0000826	Syah.g_01256	Prac.g_00381
OG0000827	Syah.g_01254	Prac.g_00380
OG0000828	Syah.g_01251	Prac.g_00377
OG0000829	Syah.g_01250	Prac.g_00376
OG0000830	Syah.g_01249	Prac.g_00375
OG0000831	Syah.g_01247	Prac.g_00373
OG0000832	Syah.g_02311	Prac.g_00367
OG0000833	Syah.g_02322	Prac.g_00359
OG0000834	Syah.g_02324	Prac.g_00358
OG0000835	Syah.g_02325	Prac.g_00357
OG0000836	Syah.g_02329	Prac.g_00356
OG0000837	Syah.g_02330	Prac.g_00355
OG0000838	Syah.g_02334	Prac.g_00353
OG0000839	Syah.g_02335	Prac.g_00352
OG0000840	Syah.g_02336	Prac.g_00351
OG0000841	Syah.g_02337	Prac.g_00350
OG0000842	Syah.g_02338	Prac.g_00349
OG0000843	Syah.g_02339	Prac.g_00348
OG0000844	Syah.g_02341	Prac.g_00347
OG0000845	Syah.g_02342	Prac.g_00346
OG0000846	Syah.g_02343	Prac.g_00345
OG0000847	Syah.g_02344	Prac.g_00344
OG0000848	Syah.g_02346	Prac.g_00343
OG0000849	Syah.g_02347	Prac.g_00342
OG0000850	Syah.g_02349	Prac.g_00340
OG0000851	Syah.g_02359	Prac.g_00339
OG0000852	Syah.g_02360	Prac.g_00338
OG0000853	Syah.g_02364	Prac.g_00334
OG0000854	Syah.g_02366	Prac.g_00332
OG0000855	Syah.g_02367	Prac.g_00331
OG0000856	Syah.g_01951	Prac.g_00317
OG0000857	Syah.g_01761	Prac.g_00288
OG0000858	Syah.g_02373	Prac.g_00631
OG0000859	Syah.g_02374	Prac.g_00630
OG0000860	Syah.g_02386	Prac.g_00623
OG0000861	Syah.g_02387	Prac.g_00622
OG0000862	Syah.g_02389	Prac.g_00621
OG0000863	Syah.g_02391	Prac.g_00619
OG0000864	Syah.g_02392	Prac.g_00618
OG0000865	Syah.g_02396	Prac.g_00617
OG0000866	Syah.g_02397	Prac.g_00616
OG0000867	Syah.g_02398	Prac.g_00615
OG0000868	Syah.g_02401	Prac.g_00614
OG0000869	Syah.g_02406	Prac.g_00610
OG0000870	Syah.g_02411	Prac.g_00605
OG0000871	Syah.g_02412	Prac.g_00604
OG0000872	Syah.g_02421	Prac.g_00603
OG0000873	Syah.g_02424	Prac.g_00600
OG0000874	Syah.g_02420	Prac.g_00597
OG0000875	Syah.g_02426	Prac.g_00596
OG0000876	Syah.g_02250	Prac.g_00595
OG0000877	Syah.g_02254	Prac.g_00593
OG0000878	Syah.g_02255	Prac.g_00592
OG0000879	Syah.g_02256	Prac.g_00591
OG0000880	Syah.g_02257	Prac.g_00590
OG0000881	Syah.g_02262	Prac.g_00586
OG0000882	Syah.g_02267	Prac.g_00581
OG0000883	Syah.g_02270	Prac.g_00580
OG0000884	Syah.g_02272	Prac.g_00578
OG0000885	Syah.g_02273	Prac.g_00577
OG0000886	Syah.g_02274	Prac.g_00576
OG0000887	Syah.g_02275	Prac.g_00575
OG0000888	Syah.g_02277	Prac.g_00573
OG0000889	Syah.g_02279	Prac.g_00571
OG0000890	Syah.g_02284	Prac.g_00570
OG0000891	Syah.g_02285	Prac.g_00569
OG0000892	Syah.g_02288	Prac.g_00471
OG0000893	Syah.g_00684	Prac.g_00476
OG0000894	Syah.g_00690	Prac.g_00478
OG0000895	Syah.g_00694	Prac.g_00481
OG0000896	Syah.g_00695	Prac.g_00482
OG0000897	Syah.g_00697	Prac.g_00484
OG0000898	Syah.g_00698	Prac.g_00485
OG0000899	Syah.g_00699	Prac.g_00486
OG0000900	Syah.g_00700	Prac.g_00487
OG0000901	Syah.g_00705	Prac.g_00490
OG0000902	Syah.g_00707	Prac.g_00492
OG0000903	Syah.g_00739	Prac.g_00495
OG0000904	Syah.g_00734	Prac.g_00497
OG0000905	Syah.g_00731	Prac.g_00502
OG0000906	Syah.g_00729	Prac.g_00503
OG0000907	Syah.g_00741	Prac.g_00506
OG0000908	Syah.g_00744	Prac.g_00509
OG0000909	Syah.g_00745	Prac.g_00510
OG0000910	Syah.g_00746	Prac.g_00511
OG0000911	Syah.g_00748	Prac.g_00513
OG0000912	Syah.g_00749	Prac.g_00514
OG0000913	Syah.g_00750	Prac.g_00515
OG0000914	Syah.g_00751	Prac.g_00516
OG0000915	Syah.g_00752	Prac.g_00517
OG0000916	Syah.g_00753	Prac.g_00518
OG0000917	Syah.g_00754	Prac.g_00519
OG0000918	Syah.g_00755	Prac.g_00520
OG0000919	Syah.g_00756	Prac.g_00521
OG0000920	Syah.g_00757	Prac.g_00522
OG0000921	Syah.g_00758	Prac.g_00523
OG0000922	Syah.g_00759	Prac.g_00524
OG0000923	Syah.g_00763	Prac.g_00528
OG0000924	Syah.g_00764	Prac.g_00529
OG0000925	Syah.g_00765	Prac.g_00530
OG0000926	Syah.g_00766	Prac.g_00531
OG0000927	Syah.g_00768	Prac.g_00533
OG0000928	Syah.g_00769	Prac.g_00534
OG0000929	Syah.g_00770	Prac.g_00535
OG0000930	Syah.g_00771	Prac.g_00536
OG0000931	Syah.g_00772	Prac.g_00537
OG0000932	Syah.g_00773	Prac.g_00538
OG0000933	Syah.g_00778	Prac.g_00542
OG0000934	Syah.g_00780	Prac.g_00544
OG0000935	Syah.g_00781	Prac.g_00545
OG0000936	Syah.g_00782	Prac.g_00546
OG0000937	Syah.g_00783	Prac.g_00547
OG0000938	Syah.g_00787	Prac.g_00549
OG0000939	Syah.g_00788	Prac.g_00550
OG0000940	Syah.g_00795	Prac.g_00556
OG0000941	Syah.g_00797	Prac.g_00558
OG0000942	Syah.g_00799	Prac.g_00560
OG0000943	Syah.g_00800	Prac.g_00561
OG0000944	Syah.g_00802	Prac.g_00562
OG0000945	Syah.g_00804	Prac.g_00563
OG0000946	Syah.g_00809	Prac.g_00005
OG0000947	Syah.g_00812	Prac.g_00007
OG0000948	Syah.g_00813	Prac.g_00008
OG0000949	Syah.g_00173	Prac.g_00011
OG0000950	Syah.g_00184	Prac.g_00016
OG0000951	Syah.g_00190	Prac.g_00020
OG0000952	Syah.g_00202	Prac.g_00024
OG0000953	Syah.g_00207	Prac.g_00027
OG0000954	Syah.g_00233	Prac.g_00031
OG0000955	Syah.g_00234	Prac.g_00032
OG0000956	Syah.g_00236	Prac.g_00034
OG0000957	Syah.g_00248	Prac.g_00039
OG0000958	Syah.g_00249	Prac.g_00040
OG0000959	Syah.g_00253	Prac.g_00044
OG0000960	Syah.g_00254	Prac.g_00045
OG0000961	Syah.g_00259	Prac.g_00047
OG0000962	Syah.g_00262	Prac.g_00049
OG0000963	Syah.g_00267	Prac.g_00052
OG0000964	Syah.g_00268	Prac.g_00053
OG0000965	Syah.g_00269	Prac.g_00054
OG0000966	Syah.g_00288	Prac.g_00061
OG0000967	Syah.g_00300	Prac.g_00065
OG0000968	Syah.g_00295	Prac.g_00067
OG0000969	Syah.g_00297	Prac.g_00068
OG0000970	Syah.g_00298	Prac.g_00069
OG0000971	Syah.g_00303	Prac.g_00070
OG0000972	Syah.g_00304	Prac.g_00071
OG0000973	Syah.g_00305	Prac.g_00072
OG0000974	Syah.g_00306	Prac.g_00073
OG0000975	Syah.g_00307	Prac.g_00074
OG0000976	Syah.g_00308	Prac.g_00075
OG0000977	Syah.g_00310	Prac.g_00076
OG0000978	Syah.g_00312	Prac.g_00077
OG0000979	Syah.g_00315	Prac.g_00080
OG0000980	Syah.g_00318	Prac.g_00082
OG0000981	Syah.g_00321	Prac.g_00084
OG0000982	Syah.g_00511	Prac.g_00086
OG0000983	Syah.g_00510	Prac.g_00087
OG0000984	Syah.g_00509	Prac.g_00088
OG0000985	Syah.g_00505	Prac.g_00091
OG0000986	Syah.g_00496	Prac.g_00093
OG0000987	Syah.g_00494	Prac.g_00094
OG0000988	Syah.g_00489	Prac.g_00097
OG0000989	Syah.g_00481	Prac.g_00100
OG0000990	Syah.g_00466	Prac.g_00103
OG0000991	Syah.g_00462	Prac.g_00104
OG0000992	Syah.g_00460	Prac.g_00106
OG0000993	Syah.g_00459	Prac.g_00107
OG0000994	Syah.g_00457	Prac.g_00108
OG0000995	Syah.g_00452	Prac.g_00112
OG0000996	Syah.g_00412	Prac.g_00113
OG0000997	Syah.g_00403	Prac.g_00114
OG0000998	Syah.g_00401	Prac.g_00116
OG0000999	Syah.g_00400	Prac.g_00117
OG0001000	Syah.g_00397	Prac.g_00120
OG0001001	Syah.g_00392	Prac.g_00122
OG0001002	Syah.g_00386	Prac.g_00126
OG0001003	Syah.g_00384	Prac.g_00127
OG0001004	Syah.g_00383	Prac.g_00128
OG0001005	Syah.g_00382	Prac.g_00129
OG0001006	Syah.g_00375	Prac.g_01949
OG0001007	Syah.g_00373	Prac.g_01947
OG0001008	Syah.g_02235	Prac.g_01110
OG0001009	Syah.g_00344	Prac.g_01920
OG0001010	Syah.g_00343	Prac.g_01919
OG0001011	Syah.g_00342	Prac.g_01918
OG0001012	Syah.g_00514	Prac.g_01889
OG0001013	Syah.g_00527	Prac.g_01883
OG0001014	Syah.g_00531	Prac.g_01880
OG0001015	Syah.g_00532	Prac.g_01879
OG0001016	Syah.g_02487	Prac.g_01858
OG0001017	Syah.g_02493	Prac.g_01854
OG0001018	Syah.g_02495	Prac.g_01851
OG0001019	Syah.g_02512	Prac.g_01842
OG0001020	Syah.g_02517	Prac.g_01841
OG0001021	Syah.g_02521	Prac.g_01840
OG0001022	Syah.g_02524	Prac.g_01837
OG0001023	Syah.g_02525	Prac.g_01836
OG0001024	Syah.g_02529	Prac.g_01833
OG0001025	Syah.g_02534	Prac.g_01827
OG0001026	Syah.g_02547	Prac.g_01820
OG0001027	Syah.g_00001	Prac.g_01819
OG0001028	Syah.g_00003	Prac.g_01817
OG0001029	Syah.g_00005	Prac.g_01816
OG0001030	Syah.g_00025	Prac.g_01801
OG0001031	Syah.g_00611	Prac.g_01744
OG0001032	Syah.g_00609	Prac.g_01743
OG0001033	Syah.g_00577	Prac.g_01722
OG0001034	Syah.g_00908	Prac.g_01694
OG0001035	Syah.g_00660	Prac.g_01677
OG0001036	Syah.g_00655	Prac.g_01672
OG0001037	Syah.g_00653	Prac.g_01671
OG0001038	Syah.g_00626	Prac.g_01653
OG0001039	Syah.g_00623	Prac.g_01650
OG0001040	Syah.g_00090	Prac.g_01648
OG0001042	Syah.g_00122	Prac.g_01627
OG0001043	Syah.g_00126	Prac.g_01626
OG0001044	Syah.g_00857	Prac.g_01201
OG0001045	Syah.g_00870	Prac.g_01192
OG0001046	Syah.g_01647	Prac.g_01154
OG0001047	Syah.g_02233	Prac.g_01108
OG0001048	Syah.g_02232	Prac.g_01107
OG0001049	Syah.g_02225	Prac.g_01105
OG0001050	Syah.g_02224	Prac.g_01104
OG0001051	Syah.g_02223	Prac.g_01103
OG0001052	Syah.g_01217	Prac.g_01073
OG0001053	Syah.g_01000	Prac.g_01061
OG0001054	Syah.g_01017	Prac.g_00873
OG0001055	Syah.g_01037	Prac.g_00855
OG0001056	Syah.g_01069	Prac.g_00836
OG0001057	Syah.g_01075	Prac.g_00831
OG0001058	Syah.g_01091	Prac.g_00823
OG0001059	Syah.g_01095	Prac.g_00819
OG0001060	Syah.g_01102	Prac.g_00812
OG0001061	Syah.g_01123	Prac.g_00799
OG0001062	Syah.g_01125	Prac.g_00797
OG0001063	Syah.g_01129	Prac.g_00795
OG0001064	Syah.g_01130	Prac.g_00794
OG0001065	Syah.g_01131	Prac.g_00793
OG0001066	Syah.g_01132	Prac.g_00792
OG0001067	Syah.g_01133	Prac.g_00791
OG0001068	Syah.g_01134	Prac.g_00790
OG0001069	Syah.g_01135	Prac.g_00789
OG0001070	Syah.g_01138	Prac.g_00786
OG0001071	Syah.g_01139	Prac.g_00785
OG0001072	Syah.g_01144	Prac.g_00783
OG0001074	Syah.g_01970	Prac.g_00756
OG0001075	Syah.g_01969	Prac.g_00755
OG0001076	Syah.g_01959	Prac.g_00747
OG0001077	Syah.g_01948	Prac.g_00743
OG0001078	Syah.g_01934	Prac.g_00735
OG0001079	Syah.g_01921	Prac.g_00724
OG0001080	Syah.g_01538	Prac.g_00718
OG0001081	Syah.g_01487	Prac.g_00716
OG0001082	Syah.g_01488	Prac.g_00715
OG0001083	Syah.g_01495	Prac.g_00710
OG0001084	Syah.g_01496	Prac.g_00709
OG0001085	Syah.g_01506	Prac.g_00701
OG0001086	Syah.g_01508	Prac.g_00700
OG0001087	Syah.g_01992	Prac.g_00683
OG0001088	Syah.g_01995	Prac.g_00682
OG0001089	Syah.g_02019	Prac.g_00674
OG0001090	Syah.g_01728	Prac.g_01559
OG0001091	Syah.g_01726	Prac.g_01557
OG0001092	Syah.g_01724	Prac.g_01556
OG0001093	Syah.g_01718	Prac.g_01551
OG0001094	Syah.g_01785	Prac.g_01481
OG0001095	Syah.g_01764	Prac.g_01462
OG0001096	Syah.g_01748	Prac.g_01449
OG0001097	Syah.g_02094	Prac.g_01431
OG0001098	Syah.g_01542	Prac.g_01416
OG0001099	Syah.g_00004	Prac.g_01396
OG0001100	Syah.g_01522	Prac.g_01392
OG0001101	Syah.g_01523	Prac.g_01390
OG0001102	Syah.g_01526	Prac.g_01387
OG0001103	Syah.g_01528	Prac.g_01385
OG0001104	Syah.g_01801	Prac.g_01364
OG0001105	Syah.g_01797	Prac.g_01360
OG0001106	Syah.g_01609	Prac.g_01336
OG0001107	Syah.g_01620	Prac.g_01329
OG0001108	Syah.g_01628	Prac.g_01325
OG0001109	Syah.g_01630	Prac.g_01324
OG0001110	Syah.g_01632	Prac.g_01322
OG0001111	Syah.g_01634	Prac.g_01321
OG0001112	Syah.g_01636	Prac.g_01320
OG0001113	Syah.g_01637	Prac.g_01319
OG0001114	Syah.g_01638	Prac.g_01318
OG0001115	Syah.g_01642	Prac.g_01316
OG0001116	Syah.g_01644	Prac.g_01315
OG0001117	Syah.g_01645	Prac.g_01314
OG0001118	Syah.g_01646	Prac.g_01313
OG0001119	Syah.g_01648	Prac.g_01312
OG0001120	Syah.g_01652	Prac.g_01310
OG0001121	Syah.g_00927, Syah.g_02183	Prac.g_01020
OG0001122	Syah.g_01679	Prac.g_01284
OG0001123	Syah.g_01686	Prac.g_01280
OG0001124	Syah.g_01688	Prac.g_01278
OG0001125	Syah.g_01690	Prac.g_01277
OG0001126	Syah.g_02058	Prac.g_01267
OG0001127	Syah.g_02057	Prac.g_01266
OG0001128	Syah.g_02040	Prac.g_01264
OG0001129	Syah.g_02038	Prac.g_01263
OG0001130	Syah.g_02037	Prac.g_01262
OG0001131	Syah.g_01819	Prac.g_01225
OG0001132	Syah.g_01850	Prac.g_01216
OG0001133	Syah.g_01957	Prac.g_01031
OG0001134	Syah.g_01437	Prac.g_01018
OG0001135	Syah.g_01439	Prac.g_01015
OG0001136	Syah.g_02160	Prac.g_00988
OG0001137	Syah.g_02141	Prac.g_00977
OG0001138	Syah.g_01421	Prac.g_00959
OG0001139	Syah.g_01419	Prac.g_00958
OG0001140	Syah.g_01418	Prac.g_00957
OG0001141	Syah.g_01417	Prac.g_00956
OG0001142	Syah.g_01416	Prac.g_00955
OG0001143	Syah.g_01408	Prac.g_00948
OG0001144	Syah.g_01399	Prac.g_00943
OG0001145	Syah.g_02188	Prac.g_00167
OG0001146	Syah.g_02206	Prac.g_00179
OG0001147	Syah.g_01234	Prac.g_00203
OG0001148	Syah.g_00984	Prac.g_00219
OG0001149	Syah.g_00983	Prac.g_00220
OG0001150	Syah.g_00982	Prac.g_00221
OG0001151	Syah.g_00970	Prac.g_00232
OG0001152	Syah.g_00969	Prac.g_00233
OG0001153	Syah.g_01253	Prac.g_00379
OG0001154	Syah.g_01252	Prac.g_00378
OG0001155	Syah.g_02313	Prac.g_00366
OG0001156	Syah.g_02316	Prac.g_00363
OG0001157	Syah.g_02317	Prac.g_00362
OG0001158	Syah.g_02318	Prac.g_00361
OG0001159	Syah.g_02319	Prac.g_00360
OG0001161	Syah.g_00475	Prac.g_00324
OG0001162	Syah.g_01745	Prac.g_00313
OG0001163	Syah.g_02370	Prac.g_00633
OG0001164	Syah.g_02376	Prac.g_00629
OG0001165	Syah.g_02381	Prac.g_00626
OG0001166	Syah.g_02410	Prac.g_00606
OG0001167	Syah.g_02259	Prac.g_00589
