Orthogroup	Syah	Syat
OG0000603	Syah.g_01916	Syat.g_00374
OG0000604	Syah.g_01913	Syat.g_00372
OG0000605	Syah.g_01825	Syat.g_00370
OG0000606	Syah.g_01485	Syat.g_00367
OG0000607	Syah.g_01489	Syat.g_00364
OG0000608	Syah.g_01490	Syat.g_00363
OG0000609	Syah.g_01492	Syat.g_00344
OG0000610	Syah.g_01499	Syat.g_00399
OG0000611	Syah.g_01502	Syat.g_00402
OG0000612	Syah.g_01503	Syat.g_00403
OG0000613	Syah.g_00147	Syat.g_02129
OG0000614	Syah.g_02004	Syat.g_01084
OG0000615	Syah.g_01814	Syat.g_00442
OG0000616	Syah.g_00389	Syat.g_02397
OG0000617	Syah.g_01722	Syat.g_00665
OG0000618	Syah.g_01721	Syat.g_00666
OG0000619	Syah.g_01720	Syat.g_00667
OG0000620	Syah.g_01713	Syat.g_02591
OG0000621	Syah.g_01712	Syat.g_02590
OG0000622	Syah.g_01711	Syat.g_02572
OG0000623	Syah.g_01710	Syat.g_00672
OG0000624	Syah.g_01708	Syat.g_00673
OG0000625	Syah.g_01707	Syat.g_00674
OG0000626	Syah.g_01706	Syat.g_00675
OG0000627	Syah.g_01569	Syat.g_00641
OG0000628	Syah.g_01570	Syat.g_00640
OG0000629	Syah.g_01573	Syat.g_00637
OG0000630	Syah.g_01577	Syat.g_00631
OG0000631	Syah.g_01582	Syat.g_00624
OG0000632	Syah.g_01583	Syat.g_00623
OG0000633	Syah.g_01584	Syat.g_00622
OG0000634	Syah.g_01783	Syat.g_00475
OG0000635	Syah.g_01782	Syat.g_00476
OG0000636	Syah.g_01780	Syat.g_00478
OG0000637	Syah.g_01778	Syat.g_00480
OG0000638	Syah.g_01777	Syat.g_00481
OG0000639	Syah.g_01776	Syat.g_00482
OG0000640	Syah.g_01775	Syat.g_00483
OG0000641	Syah.g_01771	Syat.g_00488
OG0000642	Syah.g_01770	Syat.g_00489
OG0000643	Syah.g_01768	Syat.g_00494
OG0000644	Syah.g_01767	Syat.g_00495
OG0000645	Syah.g_01765	Syat.g_00496
OG0000646	Syah.g_01762	Syat.g_00499
OG0000647	Syah.g_01760	Syat.g_00501
OG0000648	Syah.g_01757	Syat.g_00504
OG0000649	Syah.g_01756	Syat.g_00505
OG0000650	Syah.g_01755	Syat.g_00506
OG0000651	Syah.g_01754	Syat.g_00507
OG0000652	Syah.g_01753	Syat.g_00508
OG0000653	Syah.g_01751	Syat.g_00510
OG0000654	Syah.g_01750	Syat.g_00514
OG0000655	Syah.g_01749	Syat.g_00515
OG0000656	Syah.g_01746	Syat.g_00518
OG0000657	Syah.g_02083	Syat.g_00720
OG0000658	Syah.g_02086	Syat.g_00723
OG0000659	Syah.g_02087	Syat.g_00724
OG0000660	Syah.g_02091	Syat.g_00740
OG0000662	Syah.g_02095	Syat.g_00746
OG0000663	Syah.g_02098	Syat.g_00749
OG0000664	Syah.g_02099	Syat.g_00752
OG0000665	Syah.g_01895	Syat.g_03302
OG0000666	Syah.g_01826	Syat.g_01415
OG0000667	Syah.g_00714	Syat.g_00958, Syat.g_03278
OG0000668	Syah.g_01680	Syat.g_00710
OG0000669	Syah.g_01520	Syat.g_00416
OG0000670	Syah.g_02352	Syat.g_00419
OG0000671	Syah.g_01524	Syat.g_00421
OG0000672	Syah.g_01527	Syat.g_00424
OG0000673	Syah.g_01530	Syat.g_00430
OG0000674	Syah.g_01532	Syat.g_00432
OG0000675	Syah.g_01533	Syat.g_00433
OG0000676	Syah.g_01535	Syat.g_00436
OG0000677	Syah.g_01536	Syat.g_00437
OG0000678	Syah.g_01821	Syat.g_00439
OG0000679	Syah.g_01812	Syat.g_00448
OG0000680	Syah.g_01811	Syat.g_00449
OG0000681	Syah.g_01808	Syat.g_00452
OG0000682	Syah.g_01807	Syat.g_00453
OG0000683	Syah.g_01806	Syat.g_00454
OG0000684	Syah.g_01802	Syat.g_00457
OG0000685	Syah.g_01800	Syat.g_02571
OG0000686	Syah.g_01799	Syat.g_00459
OG0000687	Syah.g_01798	Syat.g_00460
OG0000688	Syah.g_01793	Syat.g_00463
OG0000689	Syah.g_01791	Syat.g_00465
OG0000690	Syah.g_01790	Syat.g_00466
OG0000691	Syah.g_01789	Syat.g_00467
OG0000692	Syah.g_01788	Syat.g_00469
OG0000693	Syah.g_01787	Syat.g_00471
OG0000694	Syah.g_01786	Syat.g_00472
OG0000695	Syah.g_01586	Syat.g_00619
OG0000696	Syah.g_01587	Syat.g_00618
OG0000697	Syah.g_01589	Syat.g_00616
OG0000698	Syah.g_01592	Syat.g_00613
OG0000699	Syah.g_01594	Syat.g_00611
OG0000700	Syah.g_01595	Syat.g_00610
OG0000701	Syah.g_01596	Syat.g_00609
OG0000702	Syah.g_01604	Syat.g_00606
OG0000703	Syah.g_01605	Syat.g_00601
OG0000704	Syah.g_01608	Syat.g_00599
OG0000705	Syah.g_01614	Syat.g_00592
OG0000706	Syah.g_01615	Syat.g_00591
OG0000707	Syah.g_01616	Syat.g_00590
OG0000708	Syah.g_01619	Syat.g_00587
OG0000709	Syah.g_01627	Syat.g_00573
OG0000710	Syah.g_01631	Syat.g_00567
OG0000711	Syah.g_01661	Syat.g_00539
OG0000712	Syah.g_01662	Syat.g_00537
OG0000713	Syah.g_01663	Syat.g_00536
OG0000714	Syah.g_01665	Syat.g_00532
OG0000715	Syah.g_01667	Syat.g_00530
OG0000716	Syah.g_01671	Syat.g_00527
OG0000717	Syah.g_01672	Syat.g_00526
OG0000718	Syah.g_01676	Syat.g_00522
OG0000719	Syah.g_01678	Syat.g_00712
OG0000720	Syah.g_01691	Syat.g_00699
OG0000721	Syah.g_01693	Syat.g_00697
OG0000722	Syah.g_01694	Syat.g_00696
OG0000723	Syah.g_01704	Syat.g_00686
OG0000724	Syah.g_02036	Syat.g_00782
OG0000725	Syah.g_02027	Syat.g_00810
OG0000726	Syah.g_02026	Syat.g_00811
OG0000727	Syah.g_02025	Syat.g_00812
OG0000728	Syah.g_02023	Syat.g_00814
OG0000729	Syah.g_00263	Syat.g_02224
OG0000730	Syah.g_00855	Syat.g_01617
OG0000731	Syah.g_00867	Syat.g_01605
OG0000732	Syah.g_00319	Syat.g_02290
OG0000733	Syah.g_00473	Syat.g_03285
OG0000734	Syah.g_02545	Syat.g_01579
OG0000735	Syah.g_02178	Syat.g_03235
OG0000736	Syah.g_02177	Syat.g_03236
OG0000737	Syah.g_02176	Syat.g_03237
OG0000738	Syah.g_02170	Syat.g_03251
OG0000739	Syah.g_02165	Syat.g_03252
OG0000740	Syah.g_02164	Syat.g_03253
OG0000741	Syah.g_02161	Syat.g_03256
OG0000742	Syah.g_02159	Syat.g_03259
OG0000743	Syah.g_02157	Syat.g_03262
OG0000744	Syah.g_02156	Syat.g_03263
OG0000745	Syah.g_02154	Syat.g_03266
OG0000746	Syah.g_02151	Syat.g_00314
OG0000747	Syah.g_02150	Syat.g_00313
OG0000748	Syah.g_02140	Syat.g_00305
OG0000749	Syah.g_02138	Syat.g_00303
OG0000750	Syah.g_02137	Syat.g_00302
OG0000751	Syah.g_02130	Syat.g_00296
OG0000752	Syah.g_02128	Syat.g_00294
OG0000753	Syah.g_02125	Syat.g_00291
OG0000754	Syah.g_01431	Syat.g_00250
OG0000755	Syah.g_01423	Syat.g_00217
OG0000756	Syah.g_01422	Syat.g_00216
OG0000757	Syah.g_01415	Syat.g_00205
OG0000758	Syah.g_01414	Syat.g_00204
OG0000759	Syah.g_01413	Syat.g_00203
OG0000760	Syah.g_01412	Syat.g_00202
OG0000761	Syah.g_01411	Syat.g_00201
OG0000762	Syah.g_01409	Syat.g_00199
OG0000763	Syah.g_01407	Syat.g_00924
OG0000764	Syah.g_01406	Syat.g_00923
OG0000765	Syah.g_01392	Syat.g_00897
OG0000766	Syah.g_01391	Syat.g_00896
OG0000767	Syah.g_01389	Syat.g_00894
OG0000768	Syah.g_01388	Syat.g_00893
OG0000769	Syah.g_01386	Syat.g_00891
OG0000770	Syah.g_01383	Syat.g_00886
OG0000771	Syah.g_02042	Syat.g_00788
OG0000772	Syah.g_01351	Syat.g_01768
OG0000773	Syah.g_02187	Syat.g_01114
OG0000774	Syah.g_02191	Syat.g_01146
OG0000775	Syah.g_02193	Syat.g_01148
OG0000776	Syah.g_02194	Syat.g_01149
OG0000777	Syah.g_02195	Syat.g_01150
OG0000778	Syah.g_02196	Syat.g_01151
OG0000779	Syah.g_02201	Syat.g_01154
OG0000780	Syah.g_02205	Syat.g_01157
OG0000781	Syah.g_02209	Syat.g_01161
OG0000782	Syah.g_02210	Syat.g_01162
OG0000783	Syah.g_02211	Syat.g_01163
OG0000784	Syah.g_02212	Syat.g_01164
OG0000785	Syah.g_02214	Syat.g_01166
OG0000786	Syah.g_01171	Syat.g_01170
OG0000787	Syah.g_01170	Syat.g_01171
OG0000788	Syah.g_01922	Syat.g_00087
OG0000789	Syah.g_01556	Syat.g_00845
OG0000790	Syah.g_00981	Syat.g_01300
OG0000791	Syah.g_00980	Syat.g_01302
OG0000792	Syah.g_00979	Syat.g_01303
OG0000793	Syah.g_00974	Syat.g_01412
OG0000794	Syah.g_00973	Syat.g_01414
OG0000795	Syah.g_00972	Syat.g_01416
OG0000796	Syah.g_00968	Syat.g_01422
OG0000797	Syah.g_00967	Syat.g_01423
OG0000798	Syah.g_00627	Syat.g_02057
OG0000799	Syah.g_01326	Syat.g_01256
OG0000800	Syah.g_01325	Syat.g_01255
OG0000801	Syah.g_01324	Syat.g_01253
OG0000802	Syah.g_01320	Syat.g_01245
OG0000803	Syah.g_01315	Syat.g_01241
OG0000804	Syah.g_01312	Syat.g_01238
OG0000805	Syah.g_01303	Syat.g_01236
OG0000806	Syah.g_01301	Syat.g_01234
OG0000807	Syah.g_01299	Syat.g_01233
OG0000808	Syah.g_01298	Syat.g_01232
OG0000809	Syah.g_01295	Syat.g_01229
OG0000810	Syah.g_01294	Syat.g_01228
OG0000811	Syah.g_01286	Syat.g_01186
OG0000812	Syah.g_01284	Syat.g_01182
OG0000813	Syah.g_01283	Syat.g_01181
OG0000814	Syah.g_01281	Syat.g_01179
OG0000815	Syah.g_01280	Syat.g_01177
OG0000816	Syah.g_01279	Syat.g_01175
OG0000817	Syah.g_01278	Syat.g_01279
OG0000818	Syah.g_01272	Syat.g_01325
OG0000819	Syah.g_01271	Syat.g_01326
OG0000820	Syah.g_01270	Syat.g_01327
OG0000821	Syah.g_01265	Syat.g_01333
OG0000822	Syah.g_01263	Syat.g_01335
OG0000823	Syah.g_01262	Syat.g_01336
OG0000824	Syah.g_01258	Syat.g_01342
OG0000825	Syah.g_01257	Syat.g_01343
OG0000826	Syah.g_01256	Syat.g_01344
OG0000827	Syah.g_01254	Syat.g_01345
OG0000828	Syah.g_01251	Syat.g_01348
OG0000829	Syah.g_01250	Syat.g_01349
OG0000830	Syah.g_01249	Syat.g_01350
OG0000831	Syah.g_01247	Syat.g_01353
OG0000832	Syah.g_02311	Syat.g_02982
OG0000833	Syah.g_02322	Syat.g_03072
OG0000834	Syah.g_02324	Syat.g_03073
OG0000835	Syah.g_02325	Syat.g_03075
OG0000836	Syah.g_02329	Syat.g_03078
OG0000837	Syah.g_02330	Syat.g_03079
OG0000838	Syah.g_02334	Syat.g_03083
OG0000839	Syah.g_02335	Syat.g_03084
OG0000840	Syah.g_02336	Syat.g_03085
OG0000841	Syah.g_02337	Syat.g_03086
OG0000842	Syah.g_02338	Syat.g_03087
OG0000843	Syah.g_02339	Syat.g_03088
OG0000844	Syah.g_02341	Syat.g_03090
OG0000845	Syah.g_02342	Syat.g_03091
OG0000846	Syah.g_02343	Syat.g_03092
OG0000847	Syah.g_02344	Syat.g_03093
OG0000848	Syah.g_02346	Syat.g_03095
OG0000849	Syah.g_02347	Syat.g_03096
OG0000850	Syah.g_02349	Syat.g_03098
OG0000851	Syah.g_02359	Syat.g_03101
OG0000852	Syah.g_02360	Syat.g_03102
OG0000853	Syah.g_02364	Syat.g_03106
OG0000854	Syah.g_02366	Syat.g_03108
OG0000855	Syah.g_02367	Syat.g_03109
OG0000856	Syah.g_01951	Syat.g_03305
OG0000857	Syah.g_01761	Syat.g_00500
OG0000858	Syah.g_02373	Syat.g_03114
OG0000859	Syah.g_02374	Syat.g_03115
OG0000860	Syah.g_02386	Syat.g_03126
OG0000861	Syah.g_02387	Syat.g_03127
OG0000862	Syah.g_02389	Syat.g_03136
OG0000863	Syah.g_02391	Syat.g_03138
OG0000864	Syah.g_02392	Syat.g_03139
OG0000865	Syah.g_02396	Syat.g_03140
OG0000866	Syah.g_02397	Syat.g_03141
OG0000867	Syah.g_02398	Syat.g_03142
OG0000868	Syah.g_02401	Syat.g_03067
OG0000869	Syah.g_02406	Syat.g_03054
OG0000870	Syah.g_02411	Syat.g_03049
OG0000871	Syah.g_02412	Syat.g_03048
OG0000872	Syah.g_02421	Syat.g_03042
OG0000873	Syah.g_02424	Syat.g_03039
OG0000874	Syah.g_02420	Syat.g_03037
OG0000875	Syah.g_02426	Syat.g_03035
OG0000876	Syah.g_02250	Syat.g_00745
OG0000877	Syah.g_02254	Syat.g_03024
OG0000878	Syah.g_02255	Syat.g_03023
OG0000879	Syah.g_02256	Syat.g_03022
OG0000880	Syah.g_02257	Syat.g_03021
OG0000881	Syah.g_02262	Syat.g_03016
OG0000882	Syah.g_02267	Syat.g_03011
OG0000883	Syah.g_02270	Syat.g_03007
OG0000884	Syah.g_02272	Syat.g_03005
OG0000885	Syah.g_02273	Syat.g_03004
OG0000886	Syah.g_02274	Syat.g_03003
OG0000887	Syah.g_02275	Syat.g_03002
OG0000888	Syah.g_02277	Syat.g_03000
OG0000889	Syah.g_02279	Syat.g_02997
OG0000890	Syah.g_02284	Syat.g_02994
OG0000891	Syah.g_02285	Syat.g_02993
OG0000892	Syah.g_02288	Syat.g_02992
OG0000893	Syah.g_00684	Syat.g_01864
OG0000894	Syah.g_00690	Syat.g_01860
OG0000895	Syah.g_00694	Syat.g_01856
OG0000896	Syah.g_00695	Syat.g_01855
OG0000897	Syah.g_00697	Syat.g_01853
OG0000898	Syah.g_00698	Syat.g_01852
OG0000899	Syah.g_00699	Syat.g_01851
OG0000900	Syah.g_00700	Syat.g_01850
OG0000901	Syah.g_00705	Syat.g_01845
OG0000902	Syah.g_00707	Syat.g_01843
OG0000903	Syah.g_00739	Syat.g_01830
OG0000904	Syah.g_00734	Syat.g_01834
OG0000905	Syah.g_00731	Syat.g_01839
OG0000906	Syah.g_00729	Syat.g_01841
OG0000907	Syah.g_00741	Syat.g_01828
OG0000908	Syah.g_00744	Syat.g_01825
OG0000909	Syah.g_00745	Syat.g_01824
OG0000910	Syah.g_00746	Syat.g_01823
OG0000911	Syah.g_00748	Syat.g_01821
OG0000912	Syah.g_00749	Syat.g_01820
OG0000913	Syah.g_00750	Syat.g_01819
OG0000914	Syah.g_00751	Syat.g_01818
OG0000915	Syah.g_00752	Syat.g_01816
OG0000916	Syah.g_00753	Syat.g_01815
OG0000917	Syah.g_00754	Syat.g_01814
OG0000918	Syah.g_00755	Syat.g_01813
OG0000919	Syah.g_00756	Syat.g_01812
OG0000920	Syah.g_00757	Syat.g_01811
OG0000921	Syah.g_00758	Syat.g_01810
OG0000922	Syah.g_00759	Syat.g_01809
OG0000923	Syah.g_00763	Syat.g_01805
OG0000924	Syah.g_00764	Syat.g_01804
OG0000925	Syah.g_00765	Syat.g_01803
OG0000926	Syah.g_00766	Syat.g_01802
OG0000927	Syah.g_00768	Syat.g_01800
OG0000928	Syah.g_00769	Syat.g_01799
OG0000929	Syah.g_00770	Syat.g_01798
OG0000930	Syah.g_00771	Syat.g_01797
OG0000931	Syah.g_00772	Syat.g_01796
OG0000932	Syah.g_00773	Syat.g_01794
OG0000933	Syah.g_00778	Syat.g_01788
OG0000934	Syah.g_00780	Syat.g_01786
OG0000935	Syah.g_00781	Syat.g_01665
OG0000936	Syah.g_00782	Syat.g_01664
OG0000937	Syah.g_00783	Syat.g_01663
OG0000938	Syah.g_00787	Syat.g_01659
OG0000939	Syah.g_00788	Syat.g_01658
OG0000940	Syah.g_00795	Syat.g_01651
OG0000941	Syah.g_00797	Syat.g_01649
OG0000942	Syah.g_00799	Syat.g_01647
OG0000943	Syah.g_00800	Syat.g_01646
OG0000944	Syah.g_00802	Syat.g_01644
OG0000945	Syah.g_00804	Syat.g_01643
OG0000946	Syah.g_00809	Syat.g_01633
OG0000947	Syah.g_00812	Syat.g_01630
OG0000948	Syah.g_00813	Syat.g_01629
OG0000949	Syah.g_00173	Syat.g_02142
OG0000950	Syah.g_00184	Syat.g_02152
OG0000951	Syah.g_00190	Syat.g_02157
OG0000952	Syah.g_00202	Syat.g_02162
OG0000953	Syah.g_00207	Syat.g_02166
OG0000954	Syah.g_00233	Syat.g_02187
OG0000955	Syah.g_00234	Syat.g_02188
OG0000956	Syah.g_00236	Syat.g_02191
OG0000957	Syah.g_00248	Syat.g_02204
OG0000958	Syah.g_00249	Syat.g_02205
OG0000959	Syah.g_00253	Syat.g_02212
OG0000960	Syah.g_00254	Syat.g_02213
OG0000961	Syah.g_00259	Syat.g_02873
OG0000962	Syah.g_00262	Syat.g_02223
OG0000963	Syah.g_00267	Syat.g_02226
OG0000964	Syah.g_00268	Syat.g_02227
OG0000965	Syah.g_00269	Syat.g_02228
OG0000966	Syah.g_00288	Syat.g_02259
OG0000967	Syah.g_00300	Syat.g_02263
OG0000968	Syah.g_00295	Syat.g_02269
OG0000969	Syah.g_00297	Syat.g_02271
OG0000970	Syah.g_00298	Syat.g_02272
OG0000971	Syah.g_00303	Syat.g_02274
OG0000972	Syah.g_00304	Syat.g_02275
OG0000973	Syah.g_00305	Syat.g_02276
OG0000974	Syah.g_00306	Syat.g_02277
OG0000975	Syah.g_00307	Syat.g_02278
OG0000976	Syah.g_00308	Syat.g_02279
OG0000977	Syah.g_00310	Syat.g_02281
OG0000978	Syah.g_00312	Syat.g_02283
OG0000979	Syah.g_00315	Syat.g_02286
OG0000980	Syah.g_00318	Syat.g_02289
OG0000981	Syah.g_00321	Syat.g_02292
OG0000982	Syah.g_00511	Syat.g_02691
OG0000983	Syah.g_00510	Syat.g_02690
OG0000984	Syah.g_00509	Syat.g_02689
OG0000985	Syah.g_00505	Syat.g_02685
OG0000986	Syah.g_00496	Syat.g_02680
OG0000987	Syah.g_00494	Syat.g_02678
OG0000988	Syah.g_00489	Syat.g_02672
OG0000989	Syah.g_00481	Syat.g_02657
OG0000990	Syah.g_00466	Syat.g_02500
OG0000991	Syah.g_00462	Syat.g_02503
OG0000992	Syah.g_00460	Syat.g_02507
OG0000993	Syah.g_00459	Syat.g_02508
OG0000994	Syah.g_00457	Syat.g_02512
OG0000995	Syah.g_00452	Syat.g_02517
OG0000996	Syah.g_00412	Syat.g_02446
OG0000997	Syah.g_00403	Syat.g_02417
OG0000998	Syah.g_00401	Syat.g_02415
OG0000999	Syah.g_00400	Syat.g_02414
OG0001001	Syah.g_00392	Syat.g_02400
OG0001002	Syah.g_00386	Syat.g_02394
OG0001003	Syah.g_00384	Syat.g_02392
OG0001004	Syah.g_00383	Syat.g_02391
OG0001005	Syah.g_00382	Syat.g_02390
OG0001006	Syah.g_00375	Syat.g_02378
OG0001007	Syah.g_00373	Syat.g_02376
OG0001008	Syah.g_02235	Syat.g_02971
OG0001009	Syah.g_00344	Syat.g_02311
OG0001010	Syah.g_00343	Syat.g_02310
OG0001011	Syah.g_00342	Syat.g_02308
OG0001012	Syah.g_00514	Syat.g_01004
OG0001013	Syah.g_00527	Syat.g_02716
OG0001014	Syah.g_00531	Syat.g_02721
OG0001015	Syah.g_00532	Syat.g_02722
OG0001016	Syah.g_02487	Syat.g_01474
OG0001017	Syah.g_02493	Syat.g_01480
OG0001018	Syah.g_02495	Syat.g_01482
OG0001019	Syah.g_02512	Syat.g_01532
OG0001020	Syah.g_02517	Syat.g_01539
OG0001021	Syah.g_02521	Syat.g_01552
OG0001022	Syah.g_02524	Syat.g_01555
OG0001023	Syah.g_02525	Syat.g_01556
OG0001024	Syah.g_02529	Syat.g_01560
OG0001025	Syah.g_02534	Syat.g_01566
OG0001026	Syah.g_02547	Syat.g_01582
OG0001027	Syah.g_00001	Syat.g_02947
OG0001028	Syah.g_00003	Syat.g_02944
OG0001029	Syah.g_00005	Syat.g_02942
OG0001030	Syah.g_00025	Syat.g_02922
OG0001031	Syah.g_00611	Syat.g_02836
OG0001032	Syah.g_00609	Syat.g_02834
OG0001033	Syah.g_00577	Syat.g_02784
OG0001034	Syah.g_00908	Syat.g_01448
OG0001035	Syah.g_00660	Syat.g_01885
OG0001036	Syah.g_00655	Syat.g_01939
OG0001037	Syah.g_00653	Syat.g_01941
OG0001038	Syah.g_00626	Syat.g_02058
OG0001039	Syah.g_00623	Syat.g_02061
OG0001040	Syah.g_00090	Syat.g_02064
OG0001042	Syah.g_00122	Syat.g_02100
OG0001043	Syah.g_00126	Syat.g_02103
OG0001044	Syah.g_00857	Syat.g_01615
OG0001045	Syah.g_00870	Syat.g_01602
OG0001046	Syah.g_01647	Syat.g_00552
OG0001047	Syah.g_02233	Syat.g_02973
OG0001048	Syah.g_02232	Syat.g_02974
OG0001049	Syah.g_02225	Syat.g_01290
OG0001050	Syah.g_02224	Syat.g_01289
OG0001051	Syah.g_02223	Syat.g_01288
OG0001052	Syah.g_01217	Syat.g_01375
OG0001053	Syah.g_01000	Syat.g_03173
OG0001054	Syah.g_01017	Syat.g_03192
OG0001055	Syah.g_01037	Syat.g_03224
OG0001056	Syah.g_01069	Syat.g_03275
OG0001057	Syah.g_01075	Syat.g_00102
OG0001058	Syah.g_01091	Syat.g_00079
OG0001059	Syah.g_01095	Syat.g_00075
OG0001061	Syah.g_01123	Syat.g_00051
OG0001062	Syah.g_01125	Syat.g_00048
OG0001063	Syah.g_01129	Syat.g_00042
OG0001064	Syah.g_01130	Syat.g_00041
OG0001065	Syah.g_01131	Syat.g_00040
OG0001066	Syah.g_01132	Syat.g_00039
OG0001067	Syah.g_01133	Syat.g_00038
OG0001068	Syah.g_01134	Syat.g_00037
OG0001069	Syah.g_01135	Syat.g_00036
OG0001070	Syah.g_01138	Syat.g_00032
OG0001071	Syah.g_01139	Syat.g_00031
OG0001072	Syah.g_01144	Syat.g_00028
OG0001074	Syah.g_01970	Syat.g_01015
OG0001075	Syah.g_01969	Syat.g_01037
OG0001076	Syah.g_01959	Syat.g_03315
OG0001077	Syah.g_01948	Syat.g_03290
OG0001078	Syah.g_01934	Syat.g_00118
OG0001079	Syah.g_01921	Syat.g_00378
OG0001080	Syah.g_01538	Syat.g_00368
OG0001081	Syah.g_01487	Syat.g_00366
OG0001082	Syah.g_01488	Syat.g_00365
OG0001083	Syah.g_01495	Syat.g_00390
OG0001084	Syah.g_01496	Syat.g_00391
OG0001085	Syah.g_01506	Syat.g_00408
OG0001086	Syah.g_01508	Syat.g_00410
OG0001087	Syah.g_01992	Syat.g_03277
OG0001088	Syah.g_01995	Syat.g_02496
OG0001089	Syah.g_02019	Syat.g_00818
OG0001090	Syah.g_01728	Syat.g_00659
OG0001091	Syah.g_01726	Syat.g_00661
OG0001092	Syah.g_01724	Syat.g_00663
OG0001093	Syah.g_01718	Syat.g_00669
OG0001094	Syah.g_01785	Syat.g_00473
OG0001095	Syah.g_01764	Syat.g_00497
OG0001096	Syah.g_01748	Syat.g_00516
OG0001097	Syah.g_02094	Syat.g_00743
OG0001098	Syah.g_01542	Syat.g_01672
OG0001099	Syah.g_00004	Syat.g_02943
OG0001100	Syah.g_01522	Syat.g_00418
OG0001101	Syah.g_01523	Syat.g_00420
OG0001102	Syah.g_01526	Syat.g_00423
OG0001103	Syah.g_01528	Syat.g_00425
OG0001104	Syah.g_01801	Syat.g_00458
OG0001105	Syah.g_01797	Syat.g_00461
OG0001106	Syah.g_01609	Syat.g_00598
OG0001107	Syah.g_01620	Syat.g_00580
OG0001108	Syah.g_01628	Syat.g_00570
OG0001109	Syah.g_01630	Syat.g_00568
OG0001110	Syah.g_01632	Syat.g_00566
OG0001111	Syah.g_01634	Syat.g_00564
OG0001112	Syah.g_01636	Syat.g_00562
OG0001113	Syah.g_01637	Syat.g_00561
OG0001114	Syah.g_01638	Syat.g_00560
OG0001115	Syah.g_01642	Syat.g_00557
OG0001116	Syah.g_01644	Syat.g_00555
OG0001117	Syah.g_01645	Syat.g_00554
OG0001118	Syah.g_01646	Syat.g_00553
OG0001119	Syah.g_01648	Syat.g_00551
OG0001120	Syah.g_01652	Syat.g_00546
OG0001122	Syah.g_01679	Syat.g_00711
OG0001123	Syah.g_01686	Syat.g_00704
OG0001124	Syah.g_01688	Syat.g_00702
OG0001125	Syah.g_01690	Syat.g_00700
OG0001126	Syah.g_02058	Syat.g_00790
OG0001127	Syah.g_02057	Syat.g_00789
OG0001128	Syah.g_02040	Syat.g_00786
OG0001129	Syah.g_02038	Syat.g_00784
OG0001130	Syah.g_02037	Syat.g_00783
OG0001131	Syah.g_01819	Syat.g_01674
OG0001132	Syah.g_01850	Syat.g_00965
OG0001133	Syah.g_01957	Syat.g_03311
OG0001136	Syah.g_02160	Syat.g_03257
OG0001137	Syah.g_02141	Syat.g_00306
OG0001138	Syah.g_01421	Syat.g_00214
OG0001139	Syah.g_01419	Syat.g_00209
OG0001140	Syah.g_01418	Syat.g_00208
OG0001141	Syah.g_01417	Syat.g_00207
OG0001142	Syah.g_01416	Syat.g_00206
OG0001143	Syah.g_01408	Syat.g_00925
OG0001144	Syah.g_01399	Syat.g_00906
OG0001145	Syah.g_02188	Syat.g_01117
OG0001146	Syah.g_02206	Syat.g_01158
OG0001147	Syah.g_01234	Syat.g_01368
OG0001148	Syah.g_00984	Syat.g_01297
OG0001149	Syah.g_00983	Syat.g_01298
OG0001150	Syah.g_00982	Syat.g_01299
OG0001151	Syah.g_00970	Syat.g_01420
OG0001152	Syah.g_00969	Syat.g_01421
OG0001153	Syah.g_01253	Syat.g_01346
OG0001154	Syah.g_01252	Syat.g_01347
OG0001155	Syah.g_02313	Syat.g_02774
OG0001156	Syah.g_02316	Syat.g_02978
OG0001157	Syah.g_02317	Syat.g_02977
OG0001158	Syah.g_02318	Syat.g_02976
OG0001159	Syah.g_02319	Syat.g_02975
OG0001161	Syah.g_00475	Syat.g_02384
OG0001162	Syah.g_01745	Syat.g_01528
OG0001163	Syah.g_02370	Syat.g_03112
OG0001164	Syah.g_02376	Syat.g_03116
OG0001165	Syah.g_02381	Syat.g_03121
OG0001166	Syah.g_02410	Syat.g_03050
OG0001167	Syah.g_02259	Syat.g_03019
OG0001168	Syah.g_02261	Syat.g_03017
OG0001169	Syah.g_02263	Syat.g_03015
OG0001170	Syah.g_02265	Syat.g_03013
OG0001171	Syah.g_02276	Syat.g_03001
OG0001172	Syah.g_00692	Syat.g_01858
OG0001173	Syah.g_00693	Syat.g_01857
OG0001174	Syah.g_00701	Syat.g_01849
OG0001175	Syah.g_00702	Syat.g_01848
OG0001176	Syah.g_00738	Syat.g_01831
OG0001178	Syah.g_02390	Syat.g_03137
OG0001180	Syah.g_00792	Syat.g_01654
OG0001181	Syah.g_00796	Syat.g_01650
OG0001182	Syah.g_00805	Syat.g_01642
OG0001183	Syah.g_00810	Syat.g_01632
OG0001184	Syah.g_00192	Syat.g_02160
OG0001185	Syah.g_00244	Syat.g_02200
OG0001186	Syah.g_00294	Syat.g_02235
OG0001187	Syah.g_00289	Syat.g_02256
OG0001188	Syah.g_00299	Syat.g_02261
OG0001189	Syah.g_00316	Syat.g_02287
OG0001190	Syah.g_00512	Syat.g_02692
OG0001191	Syah.g_00491	Syat.g_02675
OG0001192	Syah.g_00485	Syat.g_02663
OG0001193	Syah.g_00456	Syat.g_02513
OG0001194	Syah.g_00454	Syat.g_02515
OG0001195	Syah.g_00453	Syat.g_02516
