Orthogroup	Prab	Syai
OG0000590	Prab.g_00626	Syai.g_01067
OG0000591	Prab.g_00630	Syai.g_01075
OG0000592	Prab.g_00631	Syai.g_01076
OG0000593	Prab.g_00637	Syai.g_01100
OG0000594	Prab.g_00638	Syai.g_01101
OG0000595	Prab.g_00639	Syai.g_01102
OG0000596	Prab.g_00643	Syai.g_01107
OG0000597	Prab.g_00645	Syai.g_01110
OG0000598	Prab.g_00646	Syai.g_01111
OG0000599	Prab.g_00649	Syai.g_01114
OG0000600	Prab.g_00650	Syai.g_01115
OG0000601	Prab.g_00651	Syai.g_01116
OG0000602	Prab.g_00653	Syai.g_01121
OG0000603	Prab.g_00654	Syai.g_01122
OG0000604	Prab.g_00655	Syai.g_01125
OG0000605	Prab.g_00656	Syai.g_01609
OG0000606	Prab.g_00659	Syai.g_01221
OG0000607	Prab.g_00662	Syai.g_01224
OG0000608	Prab.g_00663	Syai.g_01225
OG0000609	Prab.g_00664	Syai.g_01227
OG0000610	Prab.g_00669	Syai.g_01234
OG0000611	Prab.g_00672	Syai.g_01237
OG0000612	Prab.g_00673	Syai.g_01238
OG0000613	Prab.g_00678	Syai.g_00196
OG0000614	Prab.g_00697	Syai.g_01981
OG0000615	Prab.g_00705	Syai.g_01286
OG0000616	Prab.g_00711	Syai.g_02914
OG0000617	Prab.g_00729	Syai.g_01393
OG0000618	Prab.g_00730	Syai.g_01394
OG0000619	Prab.g_00731	Syai.g_01395
OG0000620	Prab.g_00734	Syai.g_01402
OG0000621	Prab.g_00735	Syai.g_01403
OG0000622	Prab.g_00736	Syai.g_01404
OG0000623	Prab.g_00737	Syai.g_01405
OG0000624	Prab.g_00738	Syai.g_01407
OG0000625	Prab.g_00739	Syai.g_01408
OG0000626	Prab.g_00740	Syai.g_01409
OG0000627	Prab.g_00741	Syai.g_01575
OG0000628	Prab.g_00742	Syai.g_01573
OG0000629	Prab.g_00743	Syai.g_01570
OG0000630	Prab.g_00746	Syai.g_01566
OG0000631	Prab.g_00831	Syai.g_01557
OG0000632	Prab.g_00832	Syai.g_01556
OG0000633	Prab.g_00833	Syai.g_01555
OG0000634	Prab.g_00836	Syai.g_01317
OG0000635	Prab.g_00837	Syai.g_01318
OG0000636	Prab.g_00839	Syai.g_01320
OG0000637	Prab.g_00841	Syai.g_01322
OG0000638	Prab.g_00842	Syai.g_01323
OG0000639	Prab.g_00843	Syai.g_01324
OG0000640	Prab.g_00844	Syai.g_01325
OG0000641	Prab.g_00848	Syai.g_01329
OG0000642	Prab.g_00849	Syai.g_01330
OG0000643	Prab.g_00850	Syai.g_01349
OG0000644	Prab.g_00851	Syai.g_01350
OG0000645	Prab.g_00852	Syai.g_01352
OG0000646	Prab.g_00854	Syai.g_01355
OG0000647	Prab.g_00855	Syai.g_01357
OG0000648	Prab.g_00857	Syai.g_01362
OG0000649	Prab.g_00858	Syai.g_01363
OG0000650	Prab.g_00859	Syai.g_01364
OG0000651	Prab.g_00860	Syai.g_01365
OG0000652	Prab.g_00861	Syai.g_01366
OG0000653	Prab.g_00863	Syai.g_01368
OG0000654	Prab.g_00864	Syai.g_01369
OG0000655	Prab.g_00865	Syai.g_01370
OG0000656	Prab.g_00868	Syai.g_01373
OG0000657	Prab.g_00875	Syai.g_02045
OG0000658	Prab.g_00876	Syai.g_02049
OG0000659	Prab.g_00877	Syai.g_02050
OG0000660	Prab.g_00881	Syai.g_02054
OG0000661	Prab.g_00883	Syai.g_02056
OG0000662	Prab.g_00885	Syai.g_02058
OG0000663	Prab.g_00887	Syai.g_02061
OG0000664	Prab.g_00888	Syai.g_02062
OG0000665	Prab.g_00892	Syai.g_02431
OG0000666	Prab.g_00893	Syai.g_01610
OG0000667	Prab.g_00898	Syai.g_01724
OG0000668	Prab.g_01084	Syai.g_01436
OG0000669	Prab.g_01076	Syai.g_01251
OG0000670	Prab.g_01074	Syai.g_00561
OG0000671	Prab.g_01072	Syai.g_01255
OG0000672	Prab.g_01070	Syai.g_01259
OG0000673	Prab.g_01067	Syai.g_01262
OG0000674	Prab.g_01065	Syai.g_01264
OG0000675	Prab.g_01064	Syai.g_01265
OG0000676	Prab.g_01062	Syai.g_01275
OG0000677	Prab.g_01061	Syai.g_01276
OG0000678	Prab.g_01059	Syai.g_01279
OG0000679	Prab.g_01055	Syai.g_01288
OG0000680	Prab.g_01054	Syai.g_01289
OG0000681	Prab.g_01052	Syai.g_01292
OG0000682	Prab.g_01051	Syai.g_01293
OG0000683	Prab.g_01050	Syai.g_01294
OG0000684	Prab.g_01048	Syai.g_01299
OG0000685	Prab.g_01046	Syai.g_01301
OG0000686	Prab.g_01045	Syai.g_01302
OG0000687	Prab.g_01044	Syai.g_01303
OG0000688	Prab.g_01041	Syai.g_01307
OG0000689	Prab.g_01040	Syai.g_01309
OG0000690	Prab.g_01039	Syai.g_01310
OG0000691	Prab.g_01038	Syai.g_01311
OG0000692	Prab.g_01036	Syai.g_01312
OG0000693	Prab.g_01035	Syai.g_01313
OG0000694	Prab.g_01034	Syai.g_01314
OG0000695	Prab.g_01032	Syai.g_01553
OG0000696	Prab.g_01031	Syai.g_01552
OG0000697	Prab.g_01030	Syai.g_01550
OG0000698	Prab.g_01027	Syai.g_01547
OG0000699	Prab.g_01026	Syai.g_01545
OG0000700	Prab.g_01025	Syai.g_01544
OG0000701	Prab.g_01024	Syai.g_01543
OG0000702	Prab.g_01022	Syai.g_01521
OG0000703	Prab.g_01021	Syai.g_01520
OG0000704	Prab.g_01020	Syai.g_01518
OG0000705	Prab.g_01016	Syai.g_01511
OG0000706	Prab.g_01015	Syai.g_01510
OG0000707	Prab.g_01014	Syai.g_01509
OG0000708	Prab.g_01013	Syai.g_01506
OG0000709	Prab.g_01009	Syai.g_01497
OG0000710	Prab.g_01006	Syai.g_01487
OG0000711	Prab.g_00989	Syai.g_01456
OG0000712	Prab.g_00987	Syai.g_01454
OG0000713	Prab.g_00986	Syai.g_01453
OG0000714	Prab.g_00985	Syai.g_01451
OG0000715	Prab.g_00983	Syai.g_01449
OG0000716	Prab.g_00981	Syai.g_01445
OG0000717	Prab.g_00980	Syai.g_01444
OG0000718	Prab.g_00960	Syai.g_01440
OG0000719	Prab.g_00958	Syai.g_01438
OG0000720	Prab.g_00949	Syai.g_01425
OG0000721	Prab.g_00947	Syai.g_01423
OG0000722	Prab.g_00946	Syai.g_01422
OG0000723	Prab.g_00943	Syai.g_01411
OG0000724	Prab.g_00934	Syai.g_02013
OG0000725	Prab.g_00928	Syai.g_02004
OG0000726	Prab.g_00927	Syai.g_02003
OG0000727	Prab.g_00926	Syai.g_02002
OG0000728	Prab.g_00924	Syai.g_02000
OG0000729	Prab.g_01146	Syai.g_00097
OG0000730	Prab.g_01150	Syai.g_00483
OG0000731	Prab.g_01154	Syai.g_00495
OG0000732	Prab.g_01164	Syai.g_00058
OG0000733	Prab.g_01187	Syai.g_02805
OG0000734	Prab.g_01204	Syai.g_02548
OG0000735	Prab.g_01206	Syai.g_02159
OG0000736	Prab.g_01207	Syai.g_02158
OG0000737	Prab.g_01208	Syai.g_02157
OG0000738	Prab.g_01212	Syai.g_02152
OG0000739	Prab.g_01213	Syai.g_02151
OG0000740	Prab.g_01214	Syai.g_02150
OG0000741	Prab.g_01215	Syai.g_02147
OG0000742	Prab.g_01218	Syai.g_02145
OG0000743	Prab.g_01220	Syai.g_02143
OG0000744	Prab.g_01221	Syai.g_02142
OG0000745	Prab.g_01222	Syai.g_02140
OG0000746	Prab.g_01224	Syai.g_02138
OG0000747	Prab.g_01225	Syai.g_02137
OG0000748	Prab.g_01228	Syai.g_02125
OG0000749	Prab.g_01229	Syai.g_02123
OG0000750	Prab.g_01230	Syai.g_02122
OG0000751	Prab.g_01232	Syai.g_02116
OG0000752	Prab.g_01234	Syai.g_02114
OG0000753	Prab.g_01237	Syai.g_02111
OG0000754	Prab.g_01240	Syai.g_01750
OG0000755	Prab.g_01243	Syai.g_01760
OG0000756	Prab.g_01244	Syai.g_01761
OG0000757	Prab.g_01250	Syai.g_01769
OG0000758	Prab.g_01251	Syai.g_01770
OG0000759	Prab.g_01252	Syai.g_01771
OG0000760	Prab.g_01253	Syai.g_01772
OG0000761	Prab.g_01254	Syai.g_01775
OG0000762	Prab.g_01255	Syai.g_01777
OG0000763	Prab.g_01257	Syai.g_01779
OG0000764	Prab.g_01258	Syai.g_01780
OG0000765	Prab.g_01267	Syai.g_01797
OG0000766	Prab.g_01268	Syai.g_01798
OG0000767	Prab.g_01270	Syai.g_01800
OG0000768	Prab.g_01271	Syai.g_01801
OG0000769	Prab.g_01273	Syai.g_01803
OG0000770	Prab.g_01275	Syai.g_01822
OG0000771	Prab.g_01284	Syai.g_02019
OG0000772	Prab.g_01303	Syai.g_01639
OG0000773	Prab.g_01317	Syai.g_02164
OG0000774	Prab.g_01319	Syai.g_02168
OG0000775	Prab.g_01321	Syai.g_02172
OG0000776	Prab.g_01322	Syai.g_02173
OG0000777	Prab.g_01323	Syai.g_02174
OG0000778	Prab.g_01324	Syai.g_02175
OG0000779	Prab.g_01328	Syai.g_02181
OG0000780	Prab.g_01329	Syai.g_02184
OG0000781	Prab.g_01332	Syai.g_02188
OG0000782	Prab.g_01333	Syai.g_02189
OG0000783	Prab.g_01334	Syai.g_02190
OG0000784	Prab.g_01335	Syai.g_02191
OG0000785	Prab.g_01337	Syai.g_02193
OG0000786	Prab.g_01339	Syai.g_00816
OG0000787	Prab.g_01340	Syai.g_00815
OG0000788	Prab.g_01348	Syai.g_01117
OG0000789	Prab.g_01351	Syai.g_01596
OG0000790	Prab.g_01365	Syai.g_00623
OG0000791	Prab.g_01367	Syai.g_00621
OG0000792	Prab.g_01368	Syai.g_00620
OG0000793	Prab.g_01371	Syai.g_00615
OG0000794	Prab.g_01372	Syai.g_00614
OG0000795	Prab.g_01373	Syai.g_00613
OG0000796	Prab.g_01377	Syai.g_00609
OG0000797	Prab.g_01378	Syai.g_00608
OG0000798	Prab.g_01411	Syai.g_00262
OG0000799	Prab.g_01448	Syai.g_00996
OG0000800	Prab.g_01449	Syai.g_00993
OG0000801	Prab.g_01450	Syai.g_00992
OG0000802	Prab.g_01452	Syai.g_00988
OG0000803	Prab.g_01454	Syai.g_00983
OG0000804	Prab.g_01455	Syai.g_00980
OG0000805	Prab.g_01457	Syai.g_00965
OG0000806	Prab.g_01459	Syai.g_00963
OG0000807	Prab.g_01460	Syai.g_00961
OG0000808	Prab.g_01461	Syai.g_00960
OG0000809	Prab.g_01464	Syai.g_00957
OG0000810	Prab.g_01465	Syai.g_00956
OG0000811	Prab.g_01469	Syai.g_00950
OG0000812	Prab.g_01471	Syai.g_00948
OG0000813	Prab.g_01472	Syai.g_00947
OG0000814	Prab.g_01474	Syai.g_00945
OG0000815	Prab.g_01475	Syai.g_00944
OG0000816	Prab.g_01477	Syai.g_00942
OG0000817	Prab.g_01478	Syai.g_00941
OG0000818	Prab.g_01483	Syai.g_00935
OG0000819	Prab.g_01484	Syai.g_00934
OG0000820	Prab.g_01485	Syai.g_00933
OG0000821	Prab.g_01489	Syai.g_00916
OG0000822	Prab.g_01490	Syai.g_00914
OG0000823	Prab.g_01491	Syai.g_00913
OG0000824	Prab.g_01494	Syai.g_00907
OG0000825	Prab.g_01495	Syai.g_00906
OG0000826	Prab.g_01496	Syai.g_00905
OG0000827	Prab.g_01497	Syai.g_00904
OG0000828	Prab.g_01500	Syai.g_00900
OG0000829	Prab.g_01501	Syai.g_00899
OG0000830	Prab.g_01502	Syai.g_00898
OG0000831	Prab.g_01504	Syai.g_00896
OG0000832	Prab.g_01510	Syai.g_02296
OG0000833	Prab.g_01518	Syai.g_02305
OG0000834	Prab.g_01519	Syai.g_02307
OG0000835	Prab.g_01520	Syai.g_02308
OG0000836	Prab.g_01521	Syai.g_02312
OG0000837	Prab.g_01522	Syai.g_02313
OG0000838	Prab.g_01524	Syai.g_02323
OG0000839	Prab.g_01525	Syai.g_02324
OG0000840	Prab.g_01526	Syai.g_02325
OG0000841	Prab.g_01527	Syai.g_02326
OG0000842	Prab.g_01528	Syai.g_02327
OG0000843	Prab.g_01529	Syai.g_02328
OG0000844	Prab.g_01530	Syai.g_02330
OG0000845	Prab.g_01531	Syai.g_02331
OG0000846	Prab.g_01532	Syai.g_02332
OG0000847	Prab.g_01533	Syai.g_02333
OG0000848	Prab.g_01534	Syai.g_02335
OG0000849	Prab.g_01535	Syai.g_02336
OG0000850	Prab.g_01537	Syai.g_02339
OG0000851	Prab.g_01538	Syai.g_02352
OG0000852	Prab.g_01539	Syai.g_02353
OG0000853	Prab.g_01543	Syai.g_02357
OG0000854	Prab.g_01545	Syai.g_02359
OG0000855	Prab.g_01546	Syai.g_02360
OG0000856	Prab.g_01563	Syai.g_01078
OG0000857	Prab.g_01601	Syai.g_01356
OG0000858	Prab.g_01663	Syai.g_02366
OG0000859	Prab.g_01664	Syai.g_02367
OG0000860	Prab.g_01671	Syai.g_02380
OG0000861	Prab.g_01672	Syai.g_02381
OG0000862	Prab.g_01673	Syai.g_02382
OG0000863	Prab.g_01675	Syai.g_02385
OG0000864	Prab.g_01676	Syai.g_02386
OG0000865	Prab.g_01677	Syai.g_02387
OG0000866	Prab.g_01678	Syai.g_02388
OG0000867	Prab.g_01679	Syai.g_02389
OG0000868	Prab.g_01680	Syai.g_02392
OG0000869	Prab.g_01684	Syai.g_02396
OG0000870	Prab.g_01689	Syai.g_02401
OG0000871	Prab.g_01690	Syai.g_02402
OG0000872	Prab.g_01691	Syai.g_02409
OG0000873	Prab.g_01694	Syai.g_02412
OG0000874	Prab.g_01697	Syai.g_02408
OG0000875	Prab.g_01698	Syai.g_02416
OG0000876	Prab.g_01699	Syai.g_02243
OG0000877	Prab.g_01701	Syai.g_02250
OG0000878	Prab.g_01702	Syai.g_02251
OG0000879	Prab.g_01703	Syai.g_02252
OG0000880	Prab.g_01704	Syai.g_02253
OG0000881	Prab.g_01708	Syai.g_02257
OG0000882	Prab.g_01713	Syai.g_02262
OG0000883	Prab.g_01714	Syai.g_02264
OG0000884	Prab.g_01716	Syai.g_02266
OG0000885	Prab.g_01717	Syai.g_02267
OG0000886	Prab.g_01718	Syai.g_02268
OG0000887	Prab.g_01719	Syai.g_02269
OG0000888	Prab.g_01721	Syai.g_02271
OG0000889	Prab.g_01723	Syai.g_02273
OG0000890	Prab.g_01724	Syai.g_02279
OG0000891	Prab.g_01725	Syai.g_02280
OG0000892	Prab.g_01727	Syai.g_02282
OG0000893	Prab.g_01731	Syai.g_00318
OG0000894	Prab.g_01733	Syai.g_00321
OG0000895	Prab.g_01736	Syai.g_00325
OG0000896	Prab.g_01737	Syai.g_00326
OG0000897	Prab.g_01739	Syai.g_00328
OG0000898	Prab.g_01740	Syai.g_00329
OG0000899	Prab.g_01741	Syai.g_00330
OG0000900	Prab.g_01742	Syai.g_00331
OG0000901	Prab.g_01745	Syai.g_00336
OG0000902	Prab.g_01747	Syai.g_00338
OG0000903	Prab.g_01750	Syai.g_00353
OG0000904	Prab.g_01752	Syai.g_00348
OG0000905	Prab.g_01756	Syai.g_00342
OG0000906	Prab.g_01757	Syai.g_00340
OG0000907	Prab.g_01760	Syai.g_00358
OG0000908	Prab.g_01763	Syai.g_00361
OG0000909	Prab.g_01764	Syai.g_00362
OG0000910	Prab.g_01765	Syai.g_00363
OG0000911	Prab.g_01767	Syai.g_00365
OG0000912	Prab.g_01768	Syai.g_00366
OG0000913	Prab.g_01769	Syai.g_00367
OG0000914	Prab.g_01770	Syai.g_00368
OG0000915	Prab.g_01771	Syai.g_00370
OG0000916	Prab.g_01772	Syai.g_00371
OG0000917	Prab.g_01773	Syai.g_00372
OG0000918	Prab.g_01774	Syai.g_00373
OG0000919	Prab.g_01775	Syai.g_00374
OG0000920	Prab.g_01776	Syai.g_00375
OG0000921	Prab.g_01777	Syai.g_00376
OG0000922	Prab.g_01778	Syai.g_00377
OG0000923	Prab.g_01782	Syai.g_00381
OG0000924	Prab.g_01783	Syai.g_00382
OG0000925	Prab.g_01784	Syai.g_00383
OG0000926	Prab.g_01785	Syai.g_00384
OG0000927	Prab.g_01787	Syai.g_00386
OG0000928	Prab.g_01788	Syai.g_00387
OG0000929	Prab.g_01789	Syai.g_00388
OG0000930	Prab.g_01790	Syai.g_00389
OG0000931	Prab.g_01791	Syai.g_00390
OG0000932	Prab.g_01792	Syai.g_00391
OG0000933	Prab.g_01796	Syai.g_00397
OG0000934	Prab.g_01798	Syai.g_00399
OG0000935	Prab.g_01799	Syai.g_00400
OG0000936	Prab.g_01800	Syai.g_00401
OG0000937	Prab.g_01801	Syai.g_00402
OG0000938	Prab.g_01803	Syai.g_00405
OG0000939	Prab.g_01804	Syai.g_00406
OG0000940	Prab.g_01811	Syai.g_00413
OG0000941	Prab.g_01813	Syai.g_00415
OG0000942	Prab.g_01815	Syai.g_00417
OG0000943	Prab.g_01816	Syai.g_00418
OG0000944	Prab.g_01817	Syai.g_00420
OG0000945	Prab.g_01818	Syai.g_00422
OG0000946	Prab.g_01822	Syai.g_00428
OG0000947	Prab.g_01824	Syai.g_00431
OG0000948	Prab.g_01825	Syai.g_00432
OG0000949	Prab.g_01828	Syai.g_00174
OG0000950	Prab.g_01833	Syai.g_00163
OG0000951	Prab.g_01836	Syai.g_00158
OG0000952	Prab.g_01840	Syai.g_00136
OG0000953	Prab.g_01843	Syai.g_00132
OG0000954	Prab.g_01847	Syai.g_00127
OG0000955	Prab.g_01848	Syai.g_00126
OG0000956	Prab.g_01850	Syai.g_00124
OG0000957	Prab.g_01855	Syai.g_00113
OG0000958	Prab.g_01856	Syai.g_00112
OG0000959	Prab.g_01860	Syai.g_00108
OG0000960	Prab.g_01861	Syai.g_00107
OG0000961	Prab.g_01863	Syai.g_00100
OG0000962	Prab.g_01865	Syai.g_00098
OG0000963	Prab.g_01869	Syai.g_00094
OG0000964	Prab.g_01870	Syai.g_00093
OG0000965	Prab.g_01871	Syai.g_00092
OG0000966	Prab.g_01879	Syai.g_00082
OG0000967	Prab.g_01883	Syai.g_00077
OG0000968	Prab.g_01885	Syai.g_00085
OG0000969	Prab.g_01886	Syai.g_00080
OG0000970	Prab.g_01887	Syai.g_00079
OG0000971	Prab.g_01888	Syai.g_00074
OG0000972	Prab.g_01889	Syai.g_00073
OG0000973	Prab.g_01890	Syai.g_00072
OG0000974	Prab.g_01891	Syai.g_00071
OG0000975	Prab.g_01892	Syai.g_00070
OG0000976	Prab.g_01893	Syai.g_00069
OG0000977	Prab.g_01894	Syai.g_00067
OG0000978	Prab.g_01895	Syai.g_00065
OG0000979	Prab.g_01898	Syai.g_00062
OG0000980	Prab.g_01900	Syai.g_00059
OG0000981	Prab.g_01902	Syai.g_00056
OG0000982	Prab.g_01904	Syai.g_02777
OG0000983	Prab.g_01905	Syai.g_02778
OG0000984	Prab.g_01906	Syai.g_02779
OG0000985	Prab.g_01909	Syai.g_02781
OG0000986	Prab.g_01911	Syai.g_02784
OG0000987	Prab.g_01912	Syai.g_02786
OG0000988	Prab.g_01915	Syai.g_02790
OG0000989	Prab.g_01919	Syai.g_02797
OG0000990	Prab.g_01922	Syai.g_02825
OG0000991	Prab.g_01923	Syai.g_02827
OG0000992	Prab.g_01925	Syai.g_02830
OG0000993	Prab.g_01926	Syai.g_02831
OG0000994	Prab.g_01927	Syai.g_02834
OG0000995	Prab.g_01931	Syai.g_02840
OG0000996	Prab.g_01932	Syai.g_02891
OG0000997	Prab.g_01933	Syai.g_02900
OG0000998	Prab.g_01935	Syai.g_02902
OG0000999	Prab.g_01936	Syai.g_02903
OG0001000	Prab.g_01939	Syai.g_02906
OG0001001	Prab.g_01941	Syai.g_02911
OG0001002	Prab.g_01945	Syai.g_02918
OG0001003	Prab.g_01947	Syai.g_02919
OG0001004	Prab.g_01948	Syai.g_02920
OG0001005	Prab.g_01949	Syai.g_02921
OG0001006	Prab.g_01953	Syai.g_02931
OG0001007	Prab.g_01955	Syai.g_02933
OG0001008	Prab.g_00440	Syai.g_02227
OG0001009	Prab.g_00027	Syai.g_00034
OG0001010	Prab.g_00028	Syai.g_00035
OG0001011	Prab.g_00029	Syai.g_00037
OG0001012	Prab.g_00042	Syai.g_02773
OG0001013	Prab.g_00047	Syai.g_02750
OG0001014	Prab.g_00050	Syai.g_02726
OG0001015	Prab.g_00051	Syai.g_02725
OG0001016	Prab.g_00065	Syai.g_02479
OG0001017	Prab.g_00069	Syai.g_02485
OG0001018	Prab.g_00072	Syai.g_02487
OG0001019	Prab.g_00081	Syai.g_02508
OG0001020	Prab.g_00082	Syai.g_02516
OG0001021	Prab.g_00083	Syai.g_02523
OG0001022	Prab.g_00085	Syai.g_02528
OG0001023	Prab.g_00086	Syai.g_02529
OG0001024	Prab.g_00089	Syai.g_02533
OG0001025	Prab.g_00095	Syai.g_02540
OG0001026	Prab.g_00102	Syai.g_02550
OG0001027	Prab.g_00103	Syai.g_02555
OG0001028	Prab.g_00105	Syai.g_02557
OG0001029	Prab.g_00106	Syai.g_02559
OG0001030	Prab.g_00120	Syai.g_02580
OG0001031	Prab.g_00177	Syai.g_02656
OG0001032	Prab.g_00178	Syai.g_02658
OG0001033	Prab.g_00199	Syai.g_02685
OG0001034	Prab.g_00227	Syai.g_00537
OG0001035	Prab.g_00244	Syai.g_00295
OG0001036	Prab.g_00248	Syai.g_00290
OG0001037	Prab.g_00249	Syai.g_00288
OG0001038	Prab.g_00266	Syai.g_00261
OG0001039	Prab.g_00269	Syai.g_00258
OG0001040	Prab.g_00271	Syai.g_00255
OG0001041	Prab.g_00275	Syai.g_00250
OG0001042	Prab.g_00292	Syai.g_00225
OG0001043	Prab.g_00293	Syai.g_00221
OG0001044	Prab.g_00321	Syai.g_00485
OG0001045	Prab.g_00329	Syai.g_00498
OG0001046	Prab.g_00367	Syai.g_01471
OG0001047	Prab.g_00442	Syai.g_02225
OG0001048	Prab.g_00443	Syai.g_02224
OG0001049	Prab.g_00445	Syai.g_02215
OG0001050	Prab.g_00446	Syai.g_02214
OG0001051	Prab.g_00447	Syai.g_02213
OG0001052	Prab.g_00475	Syai.g_00861
OG0001053	Prab.g_00487	Syai.g_00641
OG0001054	Prab.g_00502	Syai.g_00658
OG0001055	Prab.g_00521	Syai.g_00679
OG0001056	Prab.g_00540	Syai.g_00713
OG0001057	Prab.g_00545	Syai.g_00721
OG0001058	Prab.g_00553	Syai.g_00734
OG0001059	Prab.g_00557	Syai.g_00738
OG0001060	Prab.g_00564	Syai.g_00744
OG0001061	Prab.g_00578	Syai.g_00765
OG0001062	Prab.g_00580	Syai.g_00767
OG0001063	Prab.g_00582	Syai.g_00774
OG0001064	Prab.g_00583	Syai.g_00775
OG0001065	Prab.g_00584	Syai.g_00776
OG0001066	Prab.g_00585	Syai.g_00777
OG0001067	Prab.g_00586	Syai.g_00778
OG0001068	Prab.g_00587	Syai.g_00779
OG0001069	Prab.g_00588	Syai.g_00780
OG0001070	Prab.g_00591	Syai.g_00783
OG0001071	Prab.g_00592	Syai.g_00784
OG0001072	Prab.g_00594	Syai.g_00788
OG0001073	Prab.g_00608	Syai.g_00807
OG0001074	Prab.g_00619	Syai.g_01051
OG0001075	Prab.g_00620	Syai.g_01053
OG0001076	Prab.g_00629	Syai.g_01069
OG0001077	Prab.g_00633	Syai.g_01081
OG0001078	Prab.g_00641	Syai.g_01105
OG0001079	Prab.g_00652	Syai.g_01118
OG0001080	Prab.g_00658	Syai.g_01606
OG0001081	Prab.g_00660	Syai.g_01222
OG0001082	Prab.g_00661	Syai.g_01223
OG0001083	Prab.g_00666	Syai.g_01230
OG0001084	Prab.g_00667	Syai.g_01231
OG0001085	Prab.g_00675	Syai.g_01241
OG0001086	Prab.g_00676	Syai.g_01243
OG0001087	Prab.g_00693	Syai.g_01953
OG0001088	Prab.g_00694	Syai.g_01957
OG0001089	Prab.g_00702	Syai.g_01996
OG0001090	Prab.g_00724	Syai.g_01387
OG0001091	Prab.g_00726	Syai.g_01389
OG0001092	Prab.g_00727	Syai.g_01391
OG0001093	Prab.g_00732	Syai.g_01397
OG0001094	Prab.g_00834	Syai.g_01315
OG0001096	Prab.g_00866	Syai.g_01371
OG0001097	Prab.g_00884	Syai.g_02057
OG0001098	Prab.g_00900	Syai.g_01603
OG0001099	Prab.g_01079	Syai.g_02558
OG0001100	Prab.g_01075	Syai.g_01253
OG0001101	Prab.g_01073	Syai.g_01254
OG0001102	Prab.g_01071	Syai.g_01257
OG0001103	Prab.g_01069	Syai.g_01260
OG0001104	Prab.g_01047	Syai.g_01300
OG0001105	Prab.g_01043	Syai.g_01304
OG0001106	Prab.g_01019	Syai.g_01517
OG0001107	Prab.g_01012	Syai.g_01505
OG0001108	Prab.g_01008	Syai.g_01496
OG0001109	Prab.g_01007	Syai.g_01488
OG0001110	Prab.g_01005	Syai.g_01486
OG0001111	Prab.g_01004	Syai.g_01484
OG0001112	Prab.g_01003	Syai.g_01482
OG0001113	Prab.g_01002	Syai.g_01481
OG0001114	Prab.g_01001	Syai.g_01480
OG0001115	Prab.g_00999	Syai.g_01476
OG0001116	Prab.g_00998	Syai.g_01474
OG0001117	Prab.g_00997	Syai.g_01473
OG0001118	Prab.g_00996	Syai.g_01472
OG0001119	Prab.g_00995	Syai.g_01470
OG0001120	Prab.g_00993	Syai.g_01466
OG0001121	Prab.g_01184, Prab.g_00990	Syai.g_01676
OG0001122	Prab.g_00957	Syai.g_01437
OG0001123	Prab.g_00953	Syai.g_01430
OG0001124	Prab.g_00951	Syai.g_01428
OG0001125	Prab.g_00950	Syai.g_01426
OG0001126	Prab.g_00940	Syai.g_02021
OG0001127	Prab.g_00939	Syai.g_02020
OG0001128	Prab.g_00937	Syai.g_02017
OG0001129	Prab.g_00936	Syai.g_02015
OG0001130	Prab.g_00935	Syai.g_02014
OG0001131	Prab.g_01125	Syai.g_01281
OG0001132	Prab.g_01135	Syai.g_01620
OG0001133	Prab.g_01169	Syai.g_01072
OG0001134	Prab.g_01186	Syai.g_01745
OG0001136	Prab.g_01216	Syai.g_02146
OG0001137	Prab.g_01227	Syai.g_02126
OG0001138	Prab.g_01245	Syai.g_01763
OG0001139	Prab.g_01246	Syai.g_01765
OG0001140	Prab.g_01247	Syai.g_01766
OG0001141	Prab.g_01248	Syai.g_01767
OG0001142	Prab.g_01249	Syai.g_01768
OG0001143	Prab.g_01256	Syai.g_01778
OG0001144	Prab.g_01261	Syai.g_01788
OG0001145	Prab.g_01318	Syai.g_02165
OG0001146	Prab.g_01330	Syai.g_02185
OG0001147	Prab.g_01347	Syai.g_00869
OG0001148	Prab.g_01362	Syai.g_00626
OG0001149	Prab.g_01363	Syai.g_00625
OG0001150	Prab.g_01364	Syai.g_00624
OG0001151	Prab.g_01375	Syai.g_00611
OG0001152	Prab.g_01376	Syai.g_00610
OG0001153	Prab.g_01498	Syai.g_00903
OG0001154	Prab.g_01499	Syai.g_00901
OG0001155	Prab.g_01511	Syai.g_02298
OG0001156	Prab.g_01514	Syai.g_02301
OG0001157	Prab.g_01515	Syai.g_02302
OG0001158	Prab.g_01516	Syai.g_02303
OG0001159	Prab.g_01517	Syai.g_02304
OG0001160	Prab.g_01541	Syai.g_02355
OG0001161	Prab.g_01553	Syai.g_02803
OG0001162	Prab.g_01567	Syai.g_01374
OG0001163	Prab.g_01661	Syai.g_02363
OG0001164	Prab.g_01665	Syai.g_02369
OG0001165	Prab.g_01668	Syai.g_02374
OG0001166	Prab.g_01688	Syai.g_02400
OG0001167	Prab.g_01705	Syai.g_02254
OG0001168	Prab.g_01707	Syai.g_02256
OG0001169	Prab.g_01709	Syai.g_02258
OG0001170	Prab.g_01711	Syai.g_02260
OG0001171	Prab.g_01720	Syai.g_02270
OG0001172	Prab.g_01734	Syai.g_00323
OG0001173	Prab.g_01735	Syai.g_00324
