Orthogroup	Prab	Syaa
OG0000571	Prab.g_00577	Syaa.g_01920
OG0000572	Prab.g_00590	Syaa.g_01904
OG0000573	Prab.g_00596	Syaa.g_01896
OG0000574	Prab.g_00597	Syaa.g_01895
OG0000575	Prab.g_00601	Syaa.g_01891
OG0000576	Prab.g_00603	Syaa.g_01889
OG0000577	Prab.g_00604	Syaa.g_01888
OG0000578	Prab.g_00605	Syaa.g_01887
OG0000579	Prab.g_00606	Syaa.g_01886
OG0000580	Prab.g_00607	Syaa.g_01885
OG0000581	Prab.g_00609	Syaa.g_01879
OG0000582	Prab.g_00612	Syaa.g_01687
OG0000583	Prab.g_00613	Syaa.g_01686
OG0000584	Prab.g_00614	Syaa.g_01685
OG0000585	Prab.g_00616	Syaa.g_01683
OG0000586	Prab.g_00617	Syaa.g_01682
OG0000587	Prab.g_00618	Syaa.g_01680
OG0000588	Prab.g_00622	Syaa.g_01666
OG0000589	Prab.g_00625	Syaa.g_01662
OG0000590	Prab.g_00626	Syaa.g_01661
OG0000591	Prab.g_00630	Syaa.g_01653
OG0000592	Prab.g_00631	Syaa.g_01652
OG0000593	Prab.g_00637	Syaa.g_01638
OG0000594	Prab.g_00638	Syaa.g_01637
OG0000595	Prab.g_00639	Syaa.g_01636
OG0000596	Prab.g_00643	Syaa.g_01630
OG0000597	Prab.g_00645	Syaa.g_01627
OG0000598	Prab.g_00646	Syaa.g_01626
OG0000599	Prab.g_00649	Syaa.g_01623
OG0000600	Prab.g_00650	Syaa.g_01622
OG0000601	Prab.g_00651	Syaa.g_01621
OG0000602	Prab.g_00653	Syaa.g_01616
OG0000603	Prab.g_00654	Syaa.g_01615
OG0000604	Prab.g_00655	Syaa.g_01612
OG0000605	Prab.g_00656	Syaa.g_01447
OG0000606	Prab.g_00659	Syaa.g_01055
OG0000607	Prab.g_00662	Syaa.g_01058
OG0000608	Prab.g_00663	Syaa.g_01059
OG0000609	Prab.g_00664	Syaa.g_01061
OG0000610	Prab.g_00669	Syaa.g_01068
OG0000611	Prab.g_00672	Syaa.g_01071
OG0000612	Prab.g_00673	Syaa.g_01072
OG0000613	Prab.g_00678	Syaa.g_00199
OG0000614	Prab.g_00697	Syaa.g_00906
OG0000615	Prab.g_00705	Syaa.g_01113
OG0000616	Prab.g_00711	Syaa.g_02742
OG0000617	Prab.g_00729	Syaa.g_01244
OG0000618	Prab.g_00730	Syaa.g_01245
OG0000619	Prab.g_00731	Syaa.g_01246
OG0000620	Prab.g_00734	Syaa.g_01259
OG0000621	Prab.g_00735	Syaa.g_01260
OG0000622	Prab.g_00736	Syaa.g_01261
OG0000623	Prab.g_00737	Syaa.g_01262
OG0000624	Prab.g_00738	Syaa.g_01264
OG0000625	Prab.g_00739	Syaa.g_01265
OG0000626	Prab.g_00740	Syaa.g_01266
OG0000627	Prab.g_00741	Syaa.g_01414
OG0000628	Prab.g_00742	Syaa.g_01413
OG0000629	Prab.g_00743	Syaa.g_01410
OG0000630	Prab.g_00746	Syaa.g_01406
OG0000631	Prab.g_00831	Syaa.g_01400
OG0000632	Prab.g_00832	Syaa.g_01399
OG0000633	Prab.g_00833	Syaa.g_01397
OG0000634	Prab.g_00836	Syaa.g_01150
OG0000635	Prab.g_00837	Syaa.g_01151
OG0000636	Prab.g_00839	Syaa.g_01153
OG0000637	Prab.g_00841	Syaa.g_01155
OG0000638	Prab.g_00842	Syaa.g_01156
OG0000639	Prab.g_00843	Syaa.g_01157
OG0000640	Prab.g_00844	Syaa.g_01158
OG0000641	Prab.g_00848	Syaa.g_01162
OG0000642	Prab.g_00849	Syaa.g_01163
OG0000643	Prab.g_00850	Syaa.g_01165
OG0000644	Prab.g_00851	Syaa.g_01166
OG0000645	Prab.g_00852	Syaa.g_01184
OG0000646	Prab.g_00854	Syaa.g_01187
OG0000647	Prab.g_00855	Syaa.g_01189
OG0000648	Prab.g_00857	Syaa.g_01191
OG0000649	Prab.g_00858	Syaa.g_01192
OG0000650	Prab.g_00859	Syaa.g_01193
OG0000651	Prab.g_00860	Syaa.g_01194
OG0000652	Prab.g_00861	Syaa.g_01195
OG0000653	Prab.g_00863	Syaa.g_01197
OG0000654	Prab.g_00864	Syaa.g_01198
OG0000655	Prab.g_00865	Syaa.g_01199
OG0000656	Prab.g_00868	Syaa.g_01202
OG0000657	Prab.g_00875	Syaa.g_00838
OG0000658	Prab.g_00876	Syaa.g_00836
OG0000659	Prab.g_00877	Syaa.g_00835
OG0000660	Prab.g_00881	Syaa.g_00831
OG0000661	Prab.g_00883	Syaa.g_00829
OG0000662	Prab.g_00885	Syaa.g_00827
OG0000663	Prab.g_00887	Syaa.g_00824
OG0000664	Prab.g_00888	Syaa.g_00823
OG0000665	Prab.g_00892	Syaa.g_01442
OG0000666	Prab.g_00893	Syaa.g_01448
OG0000668	Prab.g_01084	Syaa.g_01300
OG0000669	Prab.g_01076	Syaa.g_01084
OG0000670	Prab.g_01074	Syaa.g_01087
OG0000671	Prab.g_01072	Syaa.g_01089
OG0000672	Prab.g_01070	Syaa.g_01092
OG0000673	Prab.g_01067	Syaa.g_01095
OG0000674	Prab.g_01065	Syaa.g_01097
OG0000675	Prab.g_01064	Syaa.g_01098
OG0000676	Prab.g_01062	Syaa.g_01100
OG0000677	Prab.g_01061	Syaa.g_01101
OG0000678	Prab.g_01059	Syaa.g_01106
OG0000679	Prab.g_01055	Syaa.g_01116
OG0000680	Prab.g_01054	Syaa.g_01117
OG0000681	Prab.g_01052	Syaa.g_01120
OG0000682	Prab.g_01051	Syaa.g_01121
OG0000683	Prab.g_01050	Syaa.g_01122
OG0000684	Prab.g_01048	Syaa.g_01132
OG0000685	Prab.g_01046	Syaa.g_01134
OG0000686	Prab.g_01045	Syaa.g_01135
OG0000687	Prab.g_01044	Syaa.g_01136
OG0000688	Prab.g_01041	Syaa.g_01140
OG0000689	Prab.g_01040	Syaa.g_01142
OG0000690	Prab.g_01039	Syaa.g_01143
OG0000691	Prab.g_01038	Syaa.g_01144
OG0000692	Prab.g_01036	Syaa.g_01145
OG0000693	Prab.g_01035	Syaa.g_01146
OG0000694	Prab.g_01034	Syaa.g_01147
OG0000695	Prab.g_01032	Syaa.g_01395
OG0000696	Prab.g_01031	Syaa.g_01394
OG0000697	Prab.g_01030	Syaa.g_01392
OG0000698	Prab.g_01027	Syaa.g_01389
OG0000699	Prab.g_01026	Syaa.g_01387
OG0000700	Prab.g_01025	Syaa.g_01386
OG0000701	Prab.g_01024	Syaa.g_01385
OG0000702	Prab.g_01022	Syaa.g_01376
OG0000703	Prab.g_01021	Syaa.g_01375
OG0000704	Prab.g_01020	Syaa.g_01373
OG0000705	Prab.g_01016	Syaa.g_01365
OG0000706	Prab.g_01015	Syaa.g_01364
OG0000707	Prab.g_01014	Syaa.g_01363
OG0000708	Prab.g_01013	Syaa.g_01360
OG0000709	Prab.g_01009	Syaa.g_01351
OG0000710	Prab.g_01006	Syaa.g_01348
OG0000711	Prab.g_00989	Syaa.g_01320
OG0000712	Prab.g_00987	Syaa.g_01318
OG0000713	Prab.g_00986	Syaa.g_01317
OG0000714	Prab.g_00985	Syaa.g_01315
OG0000715	Prab.g_00983	Syaa.g_01313
OG0000716	Prab.g_00981	Syaa.g_01309
OG0000717	Prab.g_00980	Syaa.g_01308
OG0000718	Prab.g_00960	Syaa.g_01304
OG0000719	Prab.g_00958	Syaa.g_01302
OG0000720	Prab.g_00949	Syaa.g_01289
OG0000721	Prab.g_00947	Syaa.g_01287
OG0000722	Prab.g_00946	Syaa.g_01286
OG0000723	Prab.g_00943	Syaa.g_01268
OG0000724	Prab.g_00934	Syaa.g_00872
OG0000725	Prab.g_00928	Syaa.g_00882
OG0000726	Prab.g_00927	Syaa.g_00883
OG0000727	Prab.g_00926	Syaa.g_00884
OG0000728	Prab.g_00924	Syaa.g_00886
OG0000729	Prab.g_01146	Syaa.g_00100
OG0000730	Prab.g_01150	Syaa.g_02185
OG0000731	Prab.g_01154	Syaa.g_02173
OG0000732	Prab.g_01164	Syaa.g_00054
OG0000733	Prab.g_01187	Syaa.g_02621
OG0000734	Prab.g_01204	Syaa.g_02388
OG0000735	Prab.g_01206	Syaa.g_00754
OG0000736	Prab.g_01207	Syaa.g_00755
OG0000737	Prab.g_01208	Syaa.g_00756
OG0000738	Prab.g_01212	Syaa.g_00761
OG0000739	Prab.g_01213	Syaa.g_00762
OG0000740	Prab.g_01214	Syaa.g_00763
OG0000741	Prab.g_01215	Syaa.g_00766
OG0000742	Prab.g_01218	Syaa.g_00769
OG0000743	Prab.g_01220	Syaa.g_00771
OG0000744	Prab.g_01221	Syaa.g_00772
OG0000745	Prab.g_01222	Syaa.g_00774
OG0000746	Prab.g_01224	Syaa.g_00776
OG0000747	Prab.g_01225	Syaa.g_00777
OG0000748	Prab.g_01228	Syaa.g_00787
OG0000749	Prab.g_01229	Syaa.g_00789
OG0000750	Prab.g_01230	Syaa.g_00790
OG0000751	Prab.g_01232	Syaa.g_00797
OG0000752	Prab.g_01234	Syaa.g_00799
OG0000753	Prab.g_01237	Syaa.g_00802
OG0000754	Prab.g_01240	Syaa.g_01025
OG0000755	Prab.g_01243	Syaa.g_01005
OG0000756	Prab.g_01244	Syaa.g_01004
OG0000757	Prab.g_01250	Syaa.g_00996
OG0000758	Prab.g_01251	Syaa.g_00995
OG0000759	Prab.g_01252	Syaa.g_00994
OG0000760	Prab.g_01253	Syaa.g_00993
OG0000761	Prab.g_01254	Syaa.g_00992
OG0000762	Prab.g_01255	Syaa.g_00988
OG0000763	Prab.g_01257	Syaa.g_00986
OG0000764	Prab.g_01258	Syaa.g_00985
OG0000765	Prab.g_01267	Syaa.g_00968
OG0000766	Prab.g_01268	Syaa.g_00967
OG0000767	Prab.g_01270	Syaa.g_00965
OG0000768	Prab.g_01271	Syaa.g_00964
OG0000769	Prab.g_01273	Syaa.g_00962
OG0000770	Prab.g_01275	Syaa.g_00959
OG0000771	Prab.g_01284	Syaa.g_00866
OG0000772	Prab.g_01303	Syaa.g_01526
OG0000773	Prab.g_01317	Syaa.g_00749
OG0000774	Prab.g_01319	Syaa.g_00745
OG0000775	Prab.g_01321	Syaa.g_00742
OG0000776	Prab.g_01322	Syaa.g_00741
OG0000777	Prab.g_01323	Syaa.g_00740
OG0000778	Prab.g_01324	Syaa.g_00739
OG0000779	Prab.g_01328	Syaa.g_00733
OG0000780	Prab.g_01329	Syaa.g_00730
OG0000781	Prab.g_01332	Syaa.g_00726
OG0000782	Prab.g_01333	Syaa.g_00725
OG0000783	Prab.g_01334	Syaa.g_00724
OG0000784	Prab.g_01335	Syaa.g_00723
OG0000785	Prab.g_01337	Syaa.g_00721
OG0000786	Prab.g_01339	Syaa.g_01875
OG0000787	Prab.g_01340	Syaa.g_01876
OG0000788	Prab.g_01348	Syaa.g_01620
OG0000789	Prab.g_01351	Syaa.g_01434
OG0000790	Prab.g_01365	Syaa.g_02064
OG0000791	Prab.g_01367	Syaa.g_02066
OG0000792	Prab.g_01368	Syaa.g_02067
OG0000793	Prab.g_01371	Syaa.g_02072
OG0000794	Prab.g_01372	Syaa.g_02073
OG0000795	Prab.g_01373	Syaa.g_02074
OG0000796	Prab.g_01377	Syaa.g_02078
OG0000797	Prab.g_01378	Syaa.g_02079
OG0000798	Prab.g_01411	Syaa.g_00265, Syaa.g_00494
OG0000799	Prab.g_01448	Syaa.g_01743
OG0000800	Prab.g_01449	Syaa.g_01747
OG0000801	Prab.g_01450	Syaa.g_01748
OG0000802	Prab.g_01452	Syaa.g_01753
OG0000803	Prab.g_01454	Syaa.g_01758
OG0000804	Prab.g_01455	Syaa.g_01761
OG0000805	Prab.g_01457	Syaa.g_01763
OG0000806	Prab.g_01459	Syaa.g_01765
OG0000807	Prab.g_01460	Syaa.g_01767
OG0000808	Prab.g_01461	Syaa.g_01768
OG0000809	Prab.g_01464	Syaa.g_01771
OG0000810	Prab.g_01465	Syaa.g_01772
OG0000811	Prab.g_01469	Syaa.g_01778
OG0000812	Prab.g_01471	Syaa.g_01780
OG0000813	Prab.g_01472	Syaa.g_01781
OG0000814	Prab.g_01474	Syaa.g_01783
OG0000815	Prab.g_01475	Syaa.g_01784
OG0000816	Prab.g_01477	Syaa.g_01785
OG0000817	Prab.g_01478	Syaa.g_01786
OG0000818	Prab.g_01483	Syaa.g_01792
OG0000819	Prab.g_01484	Syaa.g_01793
OG0000820	Prab.g_01485	Syaa.g_01794
OG0000821	Prab.g_01489	Syaa.g_01800
OG0000822	Prab.g_01490	Syaa.g_01802
OG0000823	Prab.g_01491	Syaa.g_01803
OG0000824	Prab.g_01494	Syaa.g_01807
OG0000825	Prab.g_01495	Syaa.g_01808
OG0000826	Prab.g_01496	Syaa.g_01809
OG0000827	Prab.g_01497	Syaa.g_01810
OG0000828	Prab.g_01500	Syaa.g_01813
OG0000829	Prab.g_01501	Syaa.g_01814
OG0000830	Prab.g_01502	Syaa.g_01815
OG0000831	Prab.g_01504	Syaa.g_01817
OG0000832	Prab.g_01510	Syaa.g_00627
OG0000833	Prab.g_01518	Syaa.g_00611
OG0000834	Prab.g_01519	Syaa.g_00608
OG0000835	Prab.g_01520	Syaa.g_00607
OG0000836	Prab.g_01521	Syaa.g_00603
OG0000837	Prab.g_01522	Syaa.g_00601
OG0000838	Prab.g_01524	Syaa.g_00597
OG0000839	Prab.g_01525	Syaa.g_00596
OG0000840	Prab.g_01526	Syaa.g_00595
OG0000841	Prab.g_01527	Syaa.g_00594
OG0000842	Prab.g_01528	Syaa.g_00593
OG0000843	Prab.g_01529	Syaa.g_00592
OG0000844	Prab.g_01530	Syaa.g_00590
OG0000845	Prab.g_01531	Syaa.g_00589
OG0000846	Prab.g_01532	Syaa.g_00588
OG0000847	Prab.g_01533	Syaa.g_00587
OG0000848	Prab.g_01534	Syaa.g_00585
OG0000849	Prab.g_01535	Syaa.g_00584
OG0000850	Prab.g_01537	Syaa.g_00582
OG0000851	Prab.g_01538	Syaa.g_00577
OG0000852	Prab.g_01539	Syaa.g_00576
OG0000853	Prab.g_01543	Syaa.g_00572
OG0000854	Prab.g_01545	Syaa.g_00570
OG0000855	Prab.g_01546	Syaa.g_00569
OG0000856	Prab.g_01563	Syaa.g_01650
OG0000857	Prab.g_01601	Syaa.g_01188
OG0000858	Prab.g_01663	Syaa.g_00563
OG0000859	Prab.g_01664	Syaa.g_00562
OG0000860	Prab.g_01671	Syaa.g_00549
OG0000861	Prab.g_01672	Syaa.g_00548
OG0000862	Prab.g_01673	Syaa.g_00547
OG0000863	Prab.g_01675	Syaa.g_00543
OG0000864	Prab.g_01676	Syaa.g_00542
OG0000865	Prab.g_01677	Syaa.g_00541
OG0000866	Prab.g_01678	Syaa.g_00540
OG0000867	Prab.g_01679	Syaa.g_00539
OG0000868	Prab.g_01680	Syaa.g_00536
OG0000869	Prab.g_01684	Syaa.g_00531
OG0000870	Prab.g_01689	Syaa.g_00526
OG0000871	Prab.g_01690	Syaa.g_00525
OG0000872	Prab.g_01691	Syaa.g_00511
OG0000873	Prab.g_01694	Syaa.g_00497
OG0000874	Prab.g_01697	Syaa.g_00519
OG0000875	Prab.g_01698	Syaa.g_00438
OG0000876	Prab.g_01699	Syaa.g_00682
OG0000877	Prab.g_01701	Syaa.g_00679
OG0000878	Prab.g_01702	Syaa.g_00678
OG0000879	Prab.g_01703	Syaa.g_00677
OG0000880	Prab.g_01704	Syaa.g_00676
OG0000881	Prab.g_01708	Syaa.g_00671
OG0000882	Prab.g_01713	Syaa.g_00666
OG0000883	Prab.g_01714	Syaa.g_00661
OG0000884	Prab.g_01716	Syaa.g_00659
OG0000885	Prab.g_01717	Syaa.g_00658
OG0000886	Prab.g_01718	Syaa.g_00657
OG0000887	Prab.g_01719	Syaa.g_00656
OG0000888	Prab.g_01721	Syaa.g_00654
OG0000889	Prab.g_01723	Syaa.g_00652
OG0000890	Prab.g_01724	Syaa.g_00644
OG0000891	Prab.g_01725	Syaa.g_00643
OG0000892	Prab.g_01727	Syaa.g_00640
OG0000893	Prab.g_01731	Syaa.g_02352
OG0000894	Prab.g_01733	Syaa.g_02349
OG0000895	Prab.g_01736	Syaa.g_02345
OG0000896	Prab.g_01737	Syaa.g_02344
OG0000897	Prab.g_01739	Syaa.g_02342
OG0000898	Prab.g_01740	Syaa.g_02341
OG0000899	Prab.g_01741	Syaa.g_02340
OG0000900	Prab.g_01742	Syaa.g_02339
OG0000901	Prab.g_01745	Syaa.g_02334
OG0000902	Prab.g_01747	Syaa.g_02332
OG0000903	Prab.g_01750	Syaa.g_02313
OG0000904	Prab.g_01752	Syaa.g_02318
OG0000905	Prab.g_01756	Syaa.g_02324
OG0000906	Prab.g_01757	Syaa.g_02327
OG0000907	Prab.g_01760	Syaa.g_02295
OG0000908	Prab.g_01763	Syaa.g_02292
OG0000909	Prab.g_01764	Syaa.g_02291
OG0000910	Prab.g_01765	Syaa.g_02290
OG0000911	Prab.g_01767	Syaa.g_02288
OG0000912	Prab.g_01768	Syaa.g_02287
OG0000913	Prab.g_01769	Syaa.g_02286
OG0000914	Prab.g_01770	Syaa.g_02285
OG0000915	Prab.g_01771	Syaa.g_02283
OG0000916	Prab.g_01772	Syaa.g_02282
OG0000917	Prab.g_01773	Syaa.g_02281
OG0000918	Prab.g_01774	Syaa.g_02280
OG0000919	Prab.g_01775	Syaa.g_02279
OG0000920	Prab.g_01776	Syaa.g_02278
OG0000921	Prab.g_01777	Syaa.g_02277
OG0000922	Prab.g_01778	Syaa.g_02276
OG0000923	Prab.g_01782	Syaa.g_02272
OG0000924	Prab.g_01783	Syaa.g_02271
OG0000925	Prab.g_01784	Syaa.g_02270
OG0000926	Prab.g_01785	Syaa.g_02269
OG0000927	Prab.g_01787	Syaa.g_02267
OG0000928	Prab.g_01788	Syaa.g_02266
OG0000929	Prab.g_01789	Syaa.g_02265
OG0000930	Prab.g_01790	Syaa.g_02264
OG0000931	Prab.g_01791	Syaa.g_02263
OG0000932	Prab.g_01792	Syaa.g_02262
OG0000933	Prab.g_01796	Syaa.g_02256
OG0000934	Prab.g_01798	Syaa.g_02254
OG0000935	Prab.g_01799	Syaa.g_02253
OG0000936	Prab.g_01800	Syaa.g_02252
OG0000937	Prab.g_01801	Syaa.g_02251
OG0000938	Prab.g_01803	Syaa.g_02248
OG0000939	Prab.g_01804	Syaa.g_02247
OG0000940	Prab.g_01811	Syaa.g_02240
OG0000941	Prab.g_01813	Syaa.g_02238
OG0000942	Prab.g_01815	Syaa.g_02236
OG0000943	Prab.g_01816	Syaa.g_02235
OG0000944	Prab.g_01817	Syaa.g_02233
OG0000945	Prab.g_01818	Syaa.g_02231
OG0000946	Prab.g_01822	Syaa.g_02225
OG0000947	Prab.g_01824	Syaa.g_02222
OG0000948	Prab.g_01825	Syaa.g_02221
OG0000949	Prab.g_01828	Syaa.g_00172
OG0000950	Prab.g_01833	Syaa.g_00159
OG0000951	Prab.g_01836	Syaa.g_00153
OG0000952	Prab.g_01840	Syaa.g_00149
OG0000953	Prab.g_01843	Syaa.g_00143
OG0000954	Prab.g_01847	Syaa.g_00138
OG0000955	Prab.g_01848	Syaa.g_00137
OG0000956	Prab.g_01850	Syaa.g_00135
OG0000957	Prab.g_01855	Syaa.g_00125
OG0000958	Prab.g_01856	Syaa.g_00124
OG0000959	Prab.g_01860	Syaa.g_00120
OG0000960	Prab.g_01861	Syaa.g_00119
OG0000961	Prab.g_01863	Syaa.g_00106
OG0000962	Prab.g_01865	Syaa.g_00102
OG0000963	Prab.g_01869	Syaa.g_00097
OG0000964	Prab.g_01870	Syaa.g_00096
OG0000965	Prab.g_01871	Syaa.g_00095
OG0000966	Prab.g_01879	Syaa.g_00083
OG0000967	Prab.g_01883	Syaa.g_00074
OG0000968	Prab.g_01885	Syaa.g_00078
OG0000969	Prab.g_01886	Syaa.g_00077
OG0000970	Prab.g_01887	Syaa.g_00076
OG0000971	Prab.g_01888	Syaa.g_00069
OG0000972	Prab.g_01889	Syaa.g_00068
OG0000973	Prab.g_01890	Syaa.g_00067
OG0000974	Prab.g_01891	Syaa.g_00066
OG0000975	Prab.g_01892	Syaa.g_00065
OG0000976	Prab.g_01893	Syaa.g_00064
OG0000977	Prab.g_01894	Syaa.g_00062
OG0000978	Prab.g_01895	Syaa.g_00061
OG0000979	Prab.g_01898	Syaa.g_00058
OG0000980	Prab.g_01900	Syaa.g_00055
OG0000981	Prab.g_01902	Syaa.g_00052
OG0000982	Prab.g_01904	Syaa.g_02593
OG0000983	Prab.g_01905	Syaa.g_02594
OG0000984	Prab.g_01906	Syaa.g_02595
OG0000985	Prab.g_01909	Syaa.g_02597
OG0000986	Prab.g_01911	Syaa.g_02601
OG0000987	Prab.g_01912	Syaa.g_02603
OG0000988	Prab.g_01915	Syaa.g_02608
OG0000989	Prab.g_01919	Syaa.g_02616
OG0000990	Prab.g_01922	Syaa.g_02647
OG0000991	Prab.g_01923	Syaa.g_02650
OG0000992	Prab.g_01925	Syaa.g_02653
OG0000993	Prab.g_01926	Syaa.g_02654
OG0000994	Prab.g_01927	Syaa.g_02657
OG0000995	Prab.g_01931	Syaa.g_02662
OG0000996	Prab.g_01932	Syaa.g_02705
OG0000997	Prab.g_01933	Syaa.g_02725
OG0000998	Prab.g_01935	Syaa.g_02727
OG0000999	Prab.g_01936	Syaa.g_02728
OG0001000	Prab.g_01939	Syaa.g_02732
OG0001001	Prab.g_01941	Syaa.g_02738
OG0001002	Prab.g_01945	Syaa.g_02745
OG0001003	Prab.g_01947	Syaa.g_02747
OG0001004	Prab.g_01948	Syaa.g_02748
OG0001005	Prab.g_01949	Syaa.g_02749
OG0001006	Prab.g_01953	Syaa.g_02756
OG0001007	Prab.g_01955	Syaa.g_02758
OG0001008	Prab.g_00440	Syaa.g_00704
OG0001009	Prab.g_00027	Syaa.g_00034
OG0001010	Prab.g_00028	Syaa.g_00035
OG0001011	Prab.g_00029	Syaa.g_00037
OG0001012	Prab.g_00042	Syaa.g_02589
OG0001013	Prab.g_00047	Syaa.g_02576
OG0001014	Prab.g_00050	Syaa.g_02572
OG0001015	Prab.g_00051	Syaa.g_02571
OG0001016	Prab.g_00065	Syaa.g_00348
OG0001017	Prab.g_00069	Syaa.g_00342
OG0001018	Prab.g_00072	Syaa.g_00340
OG0001019	Prab.g_00081	Syaa.g_00323
OG0001020	Prab.g_00082	Syaa.g_02355
OG0001021	Prab.g_00083	Syaa.g_02359
OG0001022	Prab.g_00085	Syaa.g_02365
OG0001023	Prab.g_00086	Syaa.g_02366
OG0001024	Prab.g_00089	Syaa.g_02370
OG0001025	Prab.g_00095	Syaa.g_02377
OG0001026	Prab.g_00102	Syaa.g_02390
OG0001027	Prab.g_00103	Syaa.g_02397
OG0001028	Prab.g_00105	Syaa.g_02399
OG0001029	Prab.g_00106	Syaa.g_02401
OG0001030	Prab.g_00120	Syaa.g_02422
OG0001031	Prab.g_00177	Syaa.g_02500
OG0001032	Prab.g_00178	Syaa.g_02502
OG0001033	Prab.g_00199	Syaa.g_02539
OG0001034	Prab.g_00227	Syaa.g_02108
OG0001035	Prab.g_00244	Syaa.g_00298
OG0001036	Prab.g_00248	Syaa.g_00293
OG0001037	Prab.g_00249	Syaa.g_00291
OG0001038	Prab.g_00266	Syaa.g_00264
OG0001039	Prab.g_00269	Syaa.g_00261
OG0001040	Prab.g_00271	Syaa.g_00258
OG0001041	Prab.g_00275	Syaa.g_00253
OG0001042	Prab.g_00292	Syaa.g_00227
OG0001043	Prab.g_00293	Syaa.g_00223
OG0001044	Prab.g_00321	Syaa.g_02183
OG0001045	Prab.g_00329	Syaa.g_02170
OG0001046	Prab.g_00367	Syaa.g_01332
OG0001047	Prab.g_00442	Syaa.g_00706
OG0001048	Prab.g_00443	Syaa.g_00707
OG0001049	Prab.g_00445	Syaa.g_00710
OG0001050	Prab.g_00446	Syaa.g_00711
OG0001051	Prab.g_00447	Syaa.g_00712
OG0001052	Prab.g_00475	Syaa.g_01846
OG0001053	Prab.g_00487	Syaa.g_02048
OG0001054	Prab.g_00502	Syaa.g_02031
OG0001055	Prab.g_00521	Syaa.g_02010
OG0001056	Prab.g_00540	Syaa.g_01975
OG0001057	Prab.g_00545	Syaa.g_01966
OG0001058	Prab.g_00553	Syaa.g_01951
OG0001059	Prab.g_00557	Syaa.g_01947
OG0001060	Prab.g_00564	Syaa.g_01941
OG0001061	Prab.g_00578	Syaa.g_01919
OG0001062	Prab.g_00580	Syaa.g_01917
OG0001063	Prab.g_00582	Syaa.g_01912
OG0001064	Prab.g_00583	Syaa.g_01911
OG0001065	Prab.g_00584	Syaa.g_01910
OG0001066	Prab.g_00585	Syaa.g_01909
OG0001067	Prab.g_00586	Syaa.g_01908
OG0001068	Prab.g_00587	Syaa.g_01907
OG0001069	Prab.g_00588	Syaa.g_01906
OG0001070	Prab.g_00591	Syaa.g_01903
OG0001071	Prab.g_00592	Syaa.g_01902
OG0001072	Prab.g_00594	Syaa.g_01898
OG0001073	Prab.g_00608	Syaa.g_01884
OG0001074	Prab.g_00619	Syaa.g_01678
OG0001075	Prab.g_00620	Syaa.g_01676
OG0001076	Prab.g_00629	Syaa.g_01659
OG0001077	Prab.g_00633	Syaa.g_01647
OG0001078	Prab.g_00641	Syaa.g_01632
OG0001079	Prab.g_00652	Syaa.g_01619
OG0001080	Prab.g_00658	Syaa.g_01443
OG0001081	Prab.g_00660	Syaa.g_01056
OG0001082	Prab.g_00661	Syaa.g_01057
OG0001083	Prab.g_00666	Syaa.g_01064
OG0001084	Prab.g_00667	Syaa.g_01065
OG0001085	Prab.g_00675	Syaa.g_01075
OG0001086	Prab.g_00676	Syaa.g_01077
OG0001087	Prab.g_00693	Syaa.g_00920
OG0001088	Prab.g_00694	Syaa.g_00916
OG0001089	Prab.g_00702	Syaa.g_00890
OG0001090	Prab.g_00724	Syaa.g_01237
OG0001091	Prab.g_00726	Syaa.g_01239
OG0001092	Prab.g_00727	Syaa.g_01242
OG0001093	Prab.g_00732	Syaa.g_01248
OG0001094	Prab.g_00834	Syaa.g_01148
OG0001095	Prab.g_00853	Syaa.g_01185
OG0001096	Prab.g_00866	Syaa.g_01200
OG0001097	Prab.g_00884	Syaa.g_00828
OG0001098	Prab.g_00900	Syaa.g_01441
OG0001099	Prab.g_01079	Syaa.g_02400
OG0001100	Prab.g_01075	Syaa.g_01086
OG0001101	Prab.g_01073	Syaa.g_01088
OG0001102	Prab.g_01071	Syaa.g_01091
OG0001103	Prab.g_01069	Syaa.g_01093
OG0001104	Prab.g_01047	Syaa.g_01133
OG0001105	Prab.g_01043	Syaa.g_01137
OG0001106	Prab.g_01019	Syaa.g_01372
OG0001107	Prab.g_01012	Syaa.g_01359
OG0001108	Prab.g_01008	Syaa.g_01350
OG0001109	Prab.g_01007	Syaa.g_01349
OG0001110	Prab.g_01005	Syaa.g_01347
OG0001111	Prab.g_01004	Syaa.g_01345
OG0001112	Prab.g_01003	Syaa.g_01343
OG0001113	Prab.g_01002	Syaa.g_01342
OG0001114	Prab.g_01001	Syaa.g_01341
OG0001115	Prab.g_00999	Syaa.g_01337
OG0001116	Prab.g_00998	Syaa.g_01335
OG0001117	Prab.g_00997	Syaa.g_01334
OG0001118	Prab.g_00996	Syaa.g_01333
OG0001119	Prab.g_00995	Syaa.g_01331
OG0001120	Prab.g_00993	Syaa.g_01328
OG0001121	Prab.g_01184, Prab.g_00990	Syaa.g_01125
OG0001122	Prab.g_00957	Syaa.g_01301
OG0001123	Prab.g_00953	Syaa.g_01294
OG0001124	Prab.g_00951	Syaa.g_01292
OG0001125	Prab.g_00950	Syaa.g_01290
OG0001126	Prab.g_00940	Syaa.g_00864
OG0001127	Prab.g_00939	Syaa.g_00865
OG0001128	Prab.g_00937	Syaa.g_00868
OG0001129	Prab.g_00936	Syaa.g_00870
