Orthogroup	Prab	Prbm
OG0000543	Prab.g_00511	Prbm.g_00541
OG0000544	Prab.g_00512	Prbm.g_00542
OG0000545	Prab.g_00514	Prbm.g_00544
OG0000546	Prab.g_00517	Prbm.g_00547
OG0000547	Prab.g_00519	Prbm.g_00549
OG0000548	Prab.g_00520	Prbm.g_00550
OG0000549	Prab.g_00522	Prbm.g_00553
OG0000550	Prab.g_00527	Prbm.g_00557
OG0000551	Prab.g_00531	Prbm.g_00560
OG0000552	Prab.g_00532	Prbm.g_00561
OG0000553	Prab.g_00533	Prbm.g_00562
OG0000554	Prab.g_00538	Prbm.g_00567
OG0000555	Prab.g_00546	Prbm.g_00575
OG0000556	Prab.g_00548	Prbm.g_00577
OG0000557	Prab.g_00549	Prbm.g_00578
OG0000558	Prab.g_00551	Prbm.g_00580
OG0000559	Prab.g_00555	Prbm.g_00584
OG0000560	Prab.g_00558	Prbm.g_00587
OG0000561	Prab.g_00559	Prbm.g_00588
OG0000562	Prab.g_00560	Prbm.g_00589
OG0000563	Prab.g_00561	Prbm.g_00590
OG0000564	Prab.g_00562	Prbm.g_00591
OG0000565	Prab.g_00565	Prbm.g_00594
OG0000566	Prab.g_00568	Prbm.g_00596
OG0000567	Prab.g_00572	Prbm.g_00600
OG0000568	Prab.g_00573	Prbm.g_00601
OG0000569	Prab.g_00574	Prbm.g_00602
OG0000570	Prab.g_00575	Prbm.g_00603
OG0000571	Prab.g_00577	Prbm.g_00605
OG0000572	Prab.g_00590	Prbm.g_00616
OG0000573	Prab.g_00596	Prbm.g_00621
OG0000574	Prab.g_00597	Prbm.g_00624
OG0000575	Prab.g_00601	Prbm.g_00627
OG0000576	Prab.g_00603	Prbm.g_00629
OG0000577	Prab.g_00604	Prbm.g_00630
OG0000578	Prab.g_00605	Prbm.g_00631
OG0000579	Prab.g_00606	Prbm.g_00632
OG0000580	Prab.g_00607	Prbm.g_00633
OG0000581	Prab.g_00609	Prbm.g_00636
OG0000582	Prab.g_00612	Prbm.g_00639
OG0000583	Prab.g_00613	Prbm.g_00640
OG0000584	Prab.g_00614	Prbm.g_00641
OG0000585	Prab.g_00616	Prbm.g_00643
OG0000586	Prab.g_00617	Prbm.g_00644
OG0000587	Prab.g_00618	Prbm.g_00645
OG0000588	Prab.g_00622	Prbm.g_00649
OG0000589	Prab.g_00625	Prbm.g_00652
OG0000590	Prab.g_00626	Prbm.g_00653
OG0000591	Prab.g_00630	Prbm.g_00656
OG0000592	Prab.g_00631	Prbm.g_00657
OG0000593	Prab.g_00637	Prbm.g_00663
OG0000594	Prab.g_00638	Prbm.g_00664
OG0000595	Prab.g_00639	Prbm.g_00665
OG0000596	Prab.g_00643	Prbm.g_00669
OG0000597	Prab.g_00645	Prbm.g_00671
OG0000598	Prab.g_00646	Prbm.g_00672
OG0000599	Prab.g_00649	Prbm.g_00675
OG0000600	Prab.g_00650	Prbm.g_00676
OG0000601	Prab.g_00651	Prbm.g_00677
OG0000602	Prab.g_00653	Prbm.g_00679
OG0000603	Prab.g_00654	Prbm.g_00680
OG0000604	Prab.g_00655	Prbm.g_00681
OG0000605	Prab.g_00656	Prbm.g_00682
OG0000606	Prab.g_00659	Prbm.g_00685
OG0000607	Prab.g_00662	Prbm.g_00688
OG0000608	Prab.g_00663	Prbm.g_00689
OG0000609	Prab.g_00664	Prbm.g_00690
OG0000610	Prab.g_00669	Prbm.g_00696
OG0000611	Prab.g_00672	Prbm.g_00699
OG0000612	Prab.g_00673	Prbm.g_00700
OG0000613	Prab.g_00678	Prbm.g_00706
OG0000614	Prab.g_00697	Prbm.g_00730
OG0000615	Prab.g_00705	Prbm.g_00737
OG0000616	Prab.g_00711	Prbm.g_02220
OG0000617	Prab.g_00729	Prbm.g_00748
OG0000618	Prab.g_00730	Prbm.g_00749
OG0000619	Prab.g_00731	Prbm.g_00750
OG0000620	Prab.g_00734	Prbm.g_00753
OG0000621	Prab.g_00735	Prbm.g_00754
OG0000622	Prab.g_00736	Prbm.g_00755
OG0000623	Prab.g_00737	Prbm.g_00756
OG0000624	Prab.g_00738	Prbm.g_00758
OG0000625	Prab.g_00739	Prbm.g_00759
OG0000626	Prab.g_00740	Prbm.g_00760
OG0000627	Prab.g_00741	Prbm.g_00762
OG0000628	Prab.g_00742	Prbm.g_00763
OG0000629	Prab.g_00743	Prbm.g_00764
OG0000630	Prab.g_00746	Prbm.g_00767
OG0000631	Prab.g_00831	Prbm.g_00959
OG0000632	Prab.g_00832	Prbm.g_00960
OG0000633	Prab.g_00833	Prbm.g_00961
OG0000634	Prab.g_00836	Prbm.g_00810
OG0000635	Prab.g_00837	Prbm.g_00811
OG0000636	Prab.g_00839	Prbm.g_00813
OG0000637	Prab.g_00841	Prbm.g_00815
OG0000638	Prab.g_00842	Prbm.g_00816
OG0000639	Prab.g_00843	Prbm.g_00817
OG0000640	Prab.g_00844	Prbm.g_00818
OG0000641	Prab.g_00848	Prbm.g_00822
OG0000642	Prab.g_00849	Prbm.g_00823
OG0000643	Prab.g_00850	Prbm.g_00824
OG0000644	Prab.g_00851	Prbm.g_00825
OG0000645	Prab.g_00852	Prbm.g_00826
OG0000646	Prab.g_00854	Prbm.g_00829
OG0000647	Prab.g_00855	Prbm.g_00831
OG0000648	Prab.g_00857	Prbm.g_00833
OG0000649	Prab.g_00858	Prbm.g_00834
OG0000650	Prab.g_00859	Prbm.g_00835
OG0000651	Prab.g_00860	Prbm.g_00836
OG0000652	Prab.g_00861	Prbm.g_00837
OG0000653	Prab.g_00863	Prbm.g_00839
OG0000654	Prab.g_00864	Prbm.g_00840
OG0000655	Prab.g_00865	Prbm.g_00841
OG0000656	Prab.g_00868	Prbm.g_00844
OG0000657	Prab.g_00875	Prbm.g_00850
OG0000658	Prab.g_00876	Prbm.g_00852
OG0000659	Prab.g_00877	Prbm.g_00853
OG0000660	Prab.g_00881	Prbm.g_00857
OG0000661	Prab.g_00883	Prbm.g_00859
OG0000662	Prab.g_00885	Prbm.g_00861
OG0000663	Prab.g_00887	Prbm.g_00863
OG0000664	Prab.g_00888	Prbm.g_00864
OG0000665	Prab.g_00892	Prbm.g_00868
OG0000666	Prab.g_00893	Prbm.g_00869
OG0000667	Prab.g_00898	Prbm.g_00873
OG0000668	Prab.g_01084	Prbm.g_00911
OG0000669	Prab.g_01076	Prbm.g_00919
OG0000670	Prab.g_01074	Prbm.g_00922
OG0000671	Prab.g_01072	Prbm.g_00924
OG0000672	Prab.g_01070	Prbm.g_00927
OG0000673	Prab.g_01067	Prbm.g_00930
OG0000674	Prab.g_01065	Prbm.g_00932
OG0000675	Prab.g_01064	Prbm.g_00933
OG0000676	Prab.g_01062	Prbm.g_00935
OG0000677	Prab.g_01061	Prbm.g_00936
OG0000678	Prab.g_01059	Prbm.g_00939
OG0000679	Prab.g_01055	Prbm.g_00943
OG0000680	Prab.g_01054	Prbm.g_00944
OG0000681	Prab.g_01052	Prbm.g_00946
OG0000682	Prab.g_01051	Prbm.g_00947
OG0000683	Prab.g_01050	Prbm.g_00948
OG0000684	Prab.g_01048	Prbm.g_00793
OG0000685	Prab.g_01046	Prbm.g_00795
OG0000686	Prab.g_01045	Prbm.g_00796
OG0000687	Prab.g_01044	Prbm.g_00797
OG0000688	Prab.g_01041	Prbm.g_00800
OG0000689	Prab.g_01040	Prbm.g_00801
OG0000690	Prab.g_01039	Prbm.g_00802
OG0000691	Prab.g_01038	Prbm.g_00803
OG0000692	Prab.g_01036	Prbm.g_00805
OG0000693	Prab.g_01035	Prbm.g_00806
OG0000694	Prab.g_01034	Prbm.g_00807
OG0000695	Prab.g_01032	Prbm.g_00963
OG0000696	Prab.g_01031	Prbm.g_00964
OG0000697	Prab.g_01030	Prbm.g_00965
OG0000698	Prab.g_01027	Prbm.g_00968
OG0000699	Prab.g_01026	Prbm.g_00969
OG0000700	Prab.g_01025	Prbm.g_00970
OG0000701	Prab.g_01024	Prbm.g_00971
OG0000702	Prab.g_01022	Prbm.g_00973
OG0000703	Prab.g_01021	Prbm.g_00974
OG0000704	Prab.g_01020	Prbm.g_00975
OG0000705	Prab.g_01016	Prbm.g_00981
OG0000706	Prab.g_01015	Prbm.g_00982
OG0000707	Prab.g_01014	Prbm.g_00983
OG0000708	Prab.g_01013	Prbm.g_00985
OG0000709	Prab.g_01009	Prbm.g_00989
OG0000710	Prab.g_01006	Prbm.g_00992
OG0000711	Prab.g_00989	Prbm.g_01007
OG0000712	Prab.g_00987	Prbm.g_01009
OG0000713	Prab.g_00986	Prbm.g_01010
OG0000714	Prab.g_00985	Prbm.g_01011
OG0000715	Prab.g_00983	Prbm.g_01013
OG0000716	Prab.g_00981	Prbm.g_01014
OG0000717	Prab.g_00980	Prbm.g_01015
OG0000718	Prab.g_00960	Prbm.g_01031
OG0000719	Prab.g_00958	Prbm.g_01032
OG0000720	Prab.g_00949	Prbm.g_01042
OG0000721	Prab.g_00947	Prbm.g_01043
OG0000722	Prab.g_00946	Prbm.g_01044
OG0000723	Prab.g_00943	Prbm.g_01048
OG0000724	Prab.g_00934	Prbm.g_01059
OG0000725	Prab.g_00928	Prbm.g_00887
OG0000726	Prab.g_00927	Prbm.g_00886
OG0000727	Prab.g_00926	Prbm.g_00885
OG0000728	Prab.g_00924	Prbm.g_00883
OG0000729	Prab.g_01146	Prbm.g_02104
OG0000730	Prab.g_01150	Prbm.g_00398
OG0000731	Prab.g_01154	Prbm.g_00406
OG0000732	Prab.g_01164	Prbm.g_02166
OG0000733	Prab.g_01187	Prbm.g_01911
OG0000734	Prab.g_01204	Prbm.g_01565
OG0000735	Prab.g_01206	Prbm.g_01563
OG0000736	Prab.g_01207	Prbm.g_01562
OG0000737	Prab.g_01208	Prbm.g_01561
OG0000738	Prab.g_01212	Prbm.g_01557
OG0000739	Prab.g_01213	Prbm.g_01556
OG0000740	Prab.g_01214	Prbm.g_01555
OG0000741	Prab.g_01215	Prbm.g_01553
OG0000742	Prab.g_01218	Prbm.g_01550
OG0000743	Prab.g_01220	Prbm.g_01548
OG0000744	Prab.g_01221	Prbm.g_01547
OG0000745	Prab.g_01222	Prbm.g_01545
OG0000746	Prab.g_01224	Prbm.g_01543
OG0000747	Prab.g_01225	Prbm.g_01542
OG0000748	Prab.g_01228	Prbm.g_01538
OG0000749	Prab.g_01229	Prbm.g_01537
OG0000750	Prab.g_01230	Prbm.g_01536
OG0000751	Prab.g_01232	Prbm.g_01533
OG0000752	Prab.g_01234	Prbm.g_01531
OG0000753	Prab.g_01237	Prbm.g_01529
OG0000754	Prab.g_01240	Prbm.g_01525
OG0000755	Prab.g_01243	Prbm.g_01520
OG0000756	Prab.g_01244	Prbm.g_01519
OG0000757	Prab.g_01250	Prbm.g_01512
OG0000758	Prab.g_01251	Prbm.g_01511
OG0000759	Prab.g_01252	Prbm.g_01510
OG0000760	Prab.g_01253	Prbm.g_01509
OG0000761	Prab.g_01254	Prbm.g_01508
OG0000762	Prab.g_01255	Prbm.g_01507
OG0000763	Prab.g_01257	Prbm.g_01505
OG0000764	Prab.g_01258	Prbm.g_01504
OG0000765	Prab.g_01267	Prbm.g_01496
OG0000766	Prab.g_01268	Prbm.g_01495
OG0000767	Prab.g_01270	Prbm.g_01494
OG0000768	Prab.g_01271	Prbm.g_01493
OG0000769	Prab.g_01273	Prbm.g_01491
OG0000770	Prab.g_01275	Prbm.g_01490
OG0000771	Prab.g_01284	Prbm.g_01054
OG0000772	Prab.g_01303	Prbm.g_01356
OG0000773	Prab.g_01317	Prbm.g_01602
OG0000774	Prab.g_01319	Prbm.g_01605
OG0000775	Prab.g_01321	Prbm.g_01606
OG0000776	Prab.g_01322	Prbm.g_01607
OG0000777	Prab.g_01323	Prbm.g_01608
OG0000778	Prab.g_01324	Prbm.g_01609
OG0000779	Prab.g_01328	Prbm.g_01613
OG0000780	Prab.g_01329	Prbm.g_01614
OG0000781	Prab.g_01332	Prbm.g_01616
OG0000782	Prab.g_01333	Prbm.g_01617
OG0000783	Prab.g_01334	Prbm.g_01618
OG0000784	Prab.g_01335	Prbm.g_01619
OG0000785	Prab.g_01337	Prbm.g_01621
OG0000786	Prab.g_01339	Prbm.g_01624
OG0000787	Prab.g_01340	Prbm.g_01625
OG0000788	Prab.g_01348	Prbm.g_00777
OG0000789	Prab.g_01351	Prbm.g_01051
OG0000790	Prab.g_01365	Prbm.g_01665
OG0000791	Prab.g_01367	Prbm.g_01667
OG0000792	Prab.g_01368	Prbm.g_01668
OG0000793	Prab.g_01371	Prbm.g_01671
OG0000794	Prab.g_01372	Prbm.g_01672
OG0000795	Prab.g_01373	Prbm.g_01673
OG0000796	Prab.g_01377	Prbm.g_01677
OG0000797	Prab.g_01378	Prbm.g_01678
OG0000799	Prab.g_01448	Prbm.g_01691
OG0000800	Prab.g_01449	Prbm.g_01692
OG0000801	Prab.g_01450	Prbm.g_01693
OG0000802	Prab.g_01452	Prbm.g_01695
OG0000803	Prab.g_01454	Prbm.g_01697
OG0000804	Prab.g_01455	Prbm.g_01698
OG0000805	Prab.g_01457	Prbm.g_01700
OG0000806	Prab.g_01459	Prbm.g_01702
OG0000807	Prab.g_01460	Prbm.g_01703
OG0000808	Prab.g_01461	Prbm.g_01704
OG0000809	Prab.g_01464	Prbm.g_01708
OG0000810	Prab.g_01465	Prbm.g_01709
OG0000811	Prab.g_01469	Prbm.g_01713
OG0000812	Prab.g_01471	Prbm.g_01715
OG0000813	Prab.g_01472	Prbm.g_01716
OG0000814	Prab.g_01474	Prbm.g_01718
OG0000815	Prab.g_01475	Prbm.g_01719
OG0000816	Prab.g_01477	Prbm.g_01721
OG0000817	Prab.g_01478	Prbm.g_01722
OG0000818	Prab.g_01483	Prbm.g_01726
OG0000819	Prab.g_01484	Prbm.g_01727
OG0000820	Prab.g_01485	Prbm.g_01728
OG0000821	Prab.g_01489	Prbm.g_01731
OG0000822	Prab.g_01490	Prbm.g_01732
OG0000823	Prab.g_01491	Prbm.g_01733
OG0000824	Prab.g_01494	Prbm.g_01736
OG0000825	Prab.g_01495	Prbm.g_01737
OG0000826	Prab.g_01496	Prbm.g_01738
OG0000827	Prab.g_01497	Prbm.g_01739
OG0000828	Prab.g_01500	Prbm.g_01742
OG0000829	Prab.g_01501	Prbm.g_01743
OG0000830	Prab.g_01502	Prbm.g_01744
OG0000831	Prab.g_01504	Prbm.g_01746
OG0000832	Prab.g_01510	Prbm.g_01756
OG0000833	Prab.g_01518	Prbm.g_01764
OG0000834	Prab.g_01519	Prbm.g_01765
OG0000835	Prab.g_01520	Prbm.g_01766
OG0000836	Prab.g_01521	Prbm.g_01768
OG0000837	Prab.g_01522	Prbm.g_01769
OG0000838	Prab.g_01524	Prbm.g_01771
OG0000839	Prab.g_01525	Prbm.g_01772
OG0000840	Prab.g_01526	Prbm.g_01773
OG0000841	Prab.g_01527	Prbm.g_01774
OG0000842	Prab.g_01528	Prbm.g_01775
OG0000843	Prab.g_01529	Prbm.g_01776
OG0000844	Prab.g_01530	Prbm.g_01777
OG0000845	Prab.g_01531	Prbm.g_01778
OG0000846	Prab.g_01532	Prbm.g_01779
OG0000847	Prab.g_01533	Prbm.g_01780
OG0000848	Prab.g_01534	Prbm.g_01781
OG0000849	Prab.g_01535	Prbm.g_01782
OG0000850	Prab.g_01537	Prbm.g_01784
OG0000851	Prab.g_01538	Prbm.g_01785
OG0000852	Prab.g_01539	Prbm.g_01786
OG0000853	Prab.g_01543	Prbm.g_01791
OG0000854	Prab.g_01545	Prbm.g_01793
OG0000855	Prab.g_01546	Prbm.g_01794
OG0000856	Prab.g_01563	Prbm.g_01685
OG0000857	Prab.g_01601	Prbm.g_00830
OG0000858	Prab.g_01663	Prbm.g_01835
OG0000859	Prab.g_01664	Prbm.g_01836
OG0000860	Prab.g_01671	Prbm.g_01843
OG0000861	Prab.g_01672	Prbm.g_01844
OG0000862	Prab.g_01673	Prbm.g_01845
OG0000863	Prab.g_01675	Prbm.g_01846
OG0000864	Prab.g_01676	Prbm.g_01847
OG0000865	Prab.g_01677	Prbm.g_01848
OG0000866	Prab.g_01678	Prbm.g_01849
OG0000867	Prab.g_01679	Prbm.g_01850
OG0000868	Prab.g_01680	Prbm.g_01851
OG0000869	Prab.g_01684	Prbm.g_01854
OG0000870	Prab.g_01689	Prbm.g_01859
OG0000871	Prab.g_01690	Prbm.g_01860
OG0000872	Prab.g_01691	Prbm.g_01861
OG0000873	Prab.g_01694	Prbm.g_01864
OG0000874	Prab.g_01697	Prbm.g_01867
OG0000875	Prab.g_01698	Prbm.g_01869
OG0000876	Prab.g_01699	Prbm.g_01870
OG0000877	Prab.g_01701	Prbm.g_01872
OG0000878	Prab.g_01702	Prbm.g_01873
OG0000879	Prab.g_01703	Prbm.g_01874
OG0000880	Prab.g_01704	Prbm.g_01875
OG0000881	Prab.g_01708	Prbm.g_01878
OG0000882	Prab.g_01713	Prbm.g_01883
OG0000883	Prab.g_01714	Prbm.g_01885
OG0000884	Prab.g_01716	Prbm.g_01887
OG0000885	Prab.g_01717	Prbm.g_01888
OG0000886	Prab.g_01718	Prbm.g_01889
OG0000887	Prab.g_01719	Prbm.g_01890
OG0000888	Prab.g_01721	Prbm.g_01892
OG0000889	Prab.g_01723	Prbm.g_01894
OG0000890	Prab.g_01724	Prbm.g_01895
OG0000891	Prab.g_01725	Prbm.g_01896
OG0000892	Prab.g_01727	Prbm.g_01898
OG0000893	Prab.g_01731	Prbm.g_01948
OG0000894	Prab.g_01733	Prbm.g_01951
OG0000895	Prab.g_01736	Prbm.g_01954
OG0000896	Prab.g_01737	Prbm.g_01955
OG0000897	Prab.g_01739	Prbm.g_01957
OG0000898	Prab.g_01740	Prbm.g_01958
OG0000899	Prab.g_01741	Prbm.g_01959
OG0000900	Prab.g_01742	Prbm.g_01960
OG0000901	Prab.g_01745	Prbm.g_01963
OG0000902	Prab.g_01747	Prbm.g_01965
OG0000903	Prab.g_01750	Prbm.g_01975
OG0000904	Prab.g_01752	Prbm.g_01970
OG0000905	Prab.g_01756	Prbm.g_01967
OG0000906	Prab.g_01757	Prbm.g_01966
OG0000907	Prab.g_01760	Prbm.g_01990
OG0000908	Prab.g_01763	Prbm.g_01993
OG0000909	Prab.g_01764	Prbm.g_01994
OG0000910	Prab.g_01765	Prbm.g_01995
OG0000911	Prab.g_01767	Prbm.g_01997
OG0000912	Prab.g_01768	Prbm.g_01998
OG0000913	Prab.g_01769	Prbm.g_01999
OG0000914	Prab.g_01770	Prbm.g_02000
OG0000915	Prab.g_01771	Prbm.g_02001
OG0000916	Prab.g_01772	Prbm.g_02002
OG0000917	Prab.g_01773	Prbm.g_02003
OG0000918	Prab.g_01774	Prbm.g_02004
OG0000919	Prab.g_01775	Prbm.g_02005
OG0000920	Prab.g_01776	Prbm.g_02006
OG0000921	Prab.g_01777	Prbm.g_02007
OG0000922	Prab.g_01778	Prbm.g_02008
OG0000923	Prab.g_01782	Prbm.g_02012
OG0000924	Prab.g_01783	Prbm.g_02013
OG0000925	Prab.g_01784	Prbm.g_02014
OG0000926	Prab.g_01785	Prbm.g_02015
OG0000927	Prab.g_01787	Prbm.g_02017
OG0000928	Prab.g_01788	Prbm.g_02018
OG0000929	Prab.g_01789	Prbm.g_02019
OG0000930	Prab.g_01790	Prbm.g_02020
OG0000931	Prab.g_01791	Prbm.g_02021
OG0000932	Prab.g_01792	Prbm.g_02022
OG0000933	Prab.g_01796	Prbm.g_02026
OG0000934	Prab.g_01798	Prbm.g_02028
OG0000935	Prab.g_01799	Prbm.g_02029
OG0000936	Prab.g_01800	Prbm.g_02030
OG0000937	Prab.g_01801	Prbm.g_02031
OG0000938	Prab.g_01803	Prbm.g_02034
OG0000939	Prab.g_01804	Prbm.g_02035
OG0000940	Prab.g_01811	Prbm.g_02042
OG0000941	Prab.g_01813	Prbm.g_02044
OG0000942	Prab.g_01815	Prbm.g_02046
OG0000943	Prab.g_01816	Prbm.g_02048
OG0000944	Prab.g_01817	Prbm.g_02050
OG0000945	Prab.g_01818	Prbm.g_02051
OG0000946	Prab.g_01822	Prbm.g_02057
OG0000947	Prab.g_01824	Prbm.g_02059
OG0000948	Prab.g_01825	Prbm.g_02060
OG0000949	Prab.g_01828	Prbm.g_02063
OG0000950	Prab.g_01833	Prbm.g_02068
OG0000951	Prab.g_01836	Prbm.g_02072
OG0000952	Prab.g_01840	Prbm.g_02076
OG0000953	Prab.g_01843	Prbm.g_02080
OG0000954	Prab.g_01847	Prbm.g_02084
OG0000955	Prab.g_01848	Prbm.g_02085
OG0000956	Prab.g_01850	Prbm.g_02087
OG0000957	Prab.g_01855	Prbm.g_02092
OG0000958	Prab.g_01856	Prbm.g_02093
OG0000959	Prab.g_01860	Prbm.g_02097
OG0000960	Prab.g_01861	Prbm.g_02098
OG0000961	Prab.g_01863	Prbm.g_02101
OG0000962	Prab.g_01865	Prbm.g_02103
OG0000963	Prab.g_01869	Prbm.g_02107
OG0000964	Prab.g_01870	Prbm.g_02108
OG0000965	Prab.g_01871	Prbm.g_02109
OG0000966	Prab.g_01879	Prbm.g_02144
OG0000967	Prab.g_01883	Prbm.g_02148
OG0000968	Prab.g_01885	Prbm.g_02150
OG0000969	Prab.g_01886	Prbm.g_02151
OG0000970	Prab.g_01887	Prbm.g_02152
OG0000971	Prab.g_01888	Prbm.g_02153
OG0000972	Prab.g_01889	Prbm.g_02154
OG0000973	Prab.g_01890	Prbm.g_02155
OG0000974	Prab.g_01891	Prbm.g_02156
OG0000975	Prab.g_01892	Prbm.g_02157
OG0000976	Prab.g_01893	Prbm.g_02158
OG0000977	Prab.g_01894	Prbm.g_02159
OG0000978	Prab.g_01895	Prbm.g_02160
OG0000979	Prab.g_01898	Prbm.g_02163
OG0000980	Prab.g_01900	Prbm.g_02165
OG0000981	Prab.g_01902	Prbm.g_02168
OG0000982	Prab.g_01904	Prbm.g_02170
OG0000983	Prab.g_01905	Prbm.g_02171
OG0000984	Prab.g_01906	Prbm.g_02172
OG0000985	Prab.g_01909	Prbm.g_02175
OG0000986	Prab.g_01911	Prbm.g_02177
OG0000987	Prab.g_01912	Prbm.g_02178
OG0000988	Prab.g_01915	Prbm.g_02181
OG0000989	Prab.g_01919	Prbm.g_02185
OG0000990	Prab.g_01922	Prbm.g_02190
OG0000991	Prab.g_01923	Prbm.g_02191
OG0000992	Prab.g_01925	Prbm.g_02194
OG0000993	Prab.g_01926	Prbm.g_02195
OG0000994	Prab.g_01927	Prbm.g_02196
OG0000995	Prab.g_01931	Prbm.g_02200
OG0000996	Prab.g_01932	Prbm.g_02201
OG0000997	Prab.g_01933	Prbm.g_02208
OG0000998	Prab.g_01935	Prbm.g_02210
OG0000999	Prab.g_01936	Prbm.g_02211
OG0001000	Prab.g_01939	Prbm.g_02214
OG0001001	Prab.g_01941	Prbm.g_02217
OG0001002	Prab.g_01945	Prbm.g_02222
OG0001003	Prab.g_01947	Prbm.g_02225
OG0001004	Prab.g_01948	Prbm.g_02226
OG0001005	Prab.g_01949	Prbm.g_02227
OG0001006	Prab.g_01953	Prbm.g_02231
OG0001007	Prab.g_01955	Prbm.g_02233
OG0001008	Prab.g_00440	Prbm.g_00447
OG0001009	Prab.g_00027	Prbm.g_00027
OG0001010	Prab.g_00028	Prbm.g_00028
OG0001011	Prab.g_00029	Prbm.g_00029
OG0001012	Prab.g_00042	Prbm.g_00052
OG0001013	Prab.g_00047	Prbm.g_00057
OG0001014	Prab.g_00050	Prbm.g_00060
OG0001015	Prab.g_00051	Prbm.g_00061
OG0001016	Prab.g_00065	Prbm.g_00130
OG0001017	Prab.g_00069	Prbm.g_00134
OG0001018	Prab.g_00072	Prbm.g_00137
OG0001019	Prab.g_00081	Prbm.g_00146
OG0001020	Prab.g_00082	Prbm.g_00147
OG0001021	Prab.g_00083	Prbm.g_00148
OG0001022	Prab.g_00085	Prbm.g_00151
OG0001023	Prab.g_00086	Prbm.g_00152
OG0001024	Prab.g_00089	Prbm.g_00155
OG0001025	Prab.g_00095	Prbm.g_00162
OG0001026	Prab.g_00102	Prbm.g_00170
OG0001027	Prab.g_00103	Prbm.g_00171
OG0001028	Prab.g_00105	Prbm.g_00173
OG0001029	Prab.g_00106	Prbm.g_00175
OG0001030	Prab.g_00120	Prbm.g_00191
OG0001031	Prab.g_00177	Prbm.g_00246
OG0001032	Prab.g_00178	Prbm.g_00247
OG0001033	Prab.g_00199	Prbm.g_00267
OG0001034	Prab.g_00227	Prbm.g_00296
OG0001035	Prab.g_00244	Prbm.g_00313
OG0001036	Prab.g_00248	Prbm.g_00318
OG0001037	Prab.g_00249	Prbm.g_00319
OG0001038	Prab.g_00266	Prbm.g_00335
OG0001039	Prab.g_00269	Prbm.g_00337
OG0001040	Prab.g_00271	Prbm.g_00340
OG0001041	Prab.g_00275	Prbm.g_00344
OG0001042	Prab.g_00292	Prbm.g_00360
OG0001043	Prab.g_00293	Prbm.g_00361
OG0001044	Prab.g_00321	Prbm.g_00399
OG0001045	Prab.g_00329	Prbm.g_00408
OG0001046	Prab.g_00367	Prbm.g_01121
OG0001047	Prab.g_00442	Prbm.g_00449
OG0001048	Prab.g_00443	Prbm.g_00450
OG0001049	Prab.g_00445	Prbm.g_00452
OG0001050	Prab.g_00446	Prbm.g_00453
OG0001051	Prab.g_00447	Prbm.g_00454
OG0001052	Prab.g_00475	Prbm.g_00497
OG0001053	Prab.g_00487	Prbm.g_00509
OG0001054	Prab.g_00502	Prbm.g_00523
OG0001055	Prab.g_00521	Prbm.g_00551
OG0001056	Prab.g_00540	Prbm.g_00569
OG0001057	Prab.g_00545	Prbm.g_00574
OG0001058	Prab.g_00553	Prbm.g_00582
OG0001059	Prab.g_00557	Prbm.g_00586
OG0001060	Prab.g_00564	Prbm.g_00593
OG0001061	Prab.g_00578	Prbm.g_00606
OG0001062	Prab.g_00580	Prbm.g_00608
OG0001063	Prab.g_00582	Prbm.g_00609
OG0001064	Prab.g_00583	Prbm.g_00610
OG0001065	Prab.g_00584	Prbm.g_00611
OG0001066	Prab.g_00585	Prbm.g_00612
OG0001067	Prab.g_00586	Prbm.g_00613
OG0001068	Prab.g_00587	Prbm.g_00614
OG0001069	Prab.g_00588	Prbm.g_00615
OG0001070	Prab.g_00591	Prbm.g_00617
OG0001071	Prab.g_00592	Prbm.g_00618
OG0001072	Prab.g_00594	Prbm.g_00619
OG0001073	Prab.g_00608	Prbm.g_00634
OG0001074	Prab.g_00619	Prbm.g_00646
OG0001075	Prab.g_00620	Prbm.g_00647
OG0001076	Prab.g_00629	Prbm.g_00654
OG0001077	Prab.g_00633	Prbm.g_00659
OG0001078	Prab.g_00641	Prbm.g_00667
OG0001079	Prab.g_00652	Prbm.g_00678
OG0001080	Prab.g_00658	Prbm.g_00684
OG0001081	Prab.g_00660	Prbm.g_00686
OG0001082	Prab.g_00661	Prbm.g_00687
OG0001083	Prab.g_00666	Prbm.g_00692
OG0001084	Prab.g_00667	Prbm.g_00693
OG0001085	Prab.g_00675	Prbm.g_00703
OG0001086	Prab.g_00676	Prbm.g_00704
OG0001087	Prab.g_00693	Prbm.g_00725
OG0001088	Prab.g_00694	Prbm.g_00726
OG0001089	Prab.g_00702	Prbm.g_00734
OG0001090	Prab.g_00724	Prbm.g_00743
OG0001091	Prab.g_00726	Prbm.g_00745
OG0001092	Prab.g_00727	Prbm.g_00746
OG0001093	Prab.g_00732	Prbm.g_00751
OG0001094	Prab.g_00834	Prbm.g_00808
OG0001095	Prab.g_00853	Prbm.g_00827
OG0001096	Prab.g_00866	Prbm.g_00842
OG0001097	Prab.g_00884	Prbm.g_00860
OG0001098	Prab.g_00900	Prbm.g_00877
OG0001099	Prab.g_01079	Prbm.g_00914
OG0001100	Prab.g_01075	Prbm.g_00921
OG0001101	Prab.g_01073	Prbm.g_00923
OG0001102	Prab.g_01071	Prbm.g_00926
