Orthogroup	Prab	Syar
OG0000574	Prab.g_00597	Syar.g_02190
OG0000575	Prab.g_00601	Syar.g_03180
OG0000576	Prab.g_00603	Syar.g_02187
OG0000577	Prab.g_00604	Syar.g_02186
OG0000578	Prab.g_00605	Syar.g_02185
OG0000579	Prab.g_00606	Syar.g_02184
OG0000580	Prab.g_00607	Syar.g_02183
OG0000581	Prab.g_00609	Syar.g_02175
OG0000582	Prab.g_00612	Syar.g_02131
OG0000583	Prab.g_00613	Syar.g_02132
OG0000584	Prab.g_00614	Syar.g_02133
OG0000585	Prab.g_00616	Syar.g_02170
OG0000586	Prab.g_00617	Syar.g_02171
OG0000587	Prab.g_00618	Syar.g_02173
OG0000588	Prab.g_00622	Syar.g_02275
OG0000589	Prab.g_00625	Syar.g_02261
OG0000590	Prab.g_00626	Syar.g_02260
OG0000591	Prab.g_00630	Syar.g_02246
OG0000592	Prab.g_00631	Syar.g_02245
OG0000593	Prab.g_00637	Syar.g_02414
OG0000594	Prab.g_00638	Syar.g_02415
OG0000595	Prab.g_00639	Syar.g_02416
OG0000596	Prab.g_00643	Syar.g_02421
OG0000597	Prab.g_00645	Syar.g_02424
OG0000598	Prab.g_00646	Syar.g_02425
OG0000599	Prab.g_00649	Syar.g_02428
OG0000600	Prab.g_00650	Syar.g_02429
OG0000601	Prab.g_00651	Syar.g_02430
OG0000602	Prab.g_00653	Syar.g_02435
OG0000603	Prab.g_00654	Syar.g_02436
OG0000604	Prab.g_00655	Syar.g_02438
OG0000605	Prab.g_00656	Syar.g_02440
OG0000606	Prab.g_00659	Syar.g_02443
OG0000607	Prab.g_00662	Syar.g_02446
OG0000608	Prab.g_00663	Syar.g_02447
OG0000609	Prab.g_00664	Syar.g_02470
OG0000610	Prab.g_00669	Syar.g_01917
OG0000611	Prab.g_00672	Syar.g_01914
OG0000612	Prab.g_00673	Syar.g_01913
OG0000613	Prab.g_00678	Syar.g_00712
OG0000614	Prab.g_00697	Syar.g_02012, Syar.g_01344
OG0000615	Prab.g_00705	Syar.g_02603
OG0000616	Prab.g_00711	Syar.g_00454
OG0000617	Prab.g_00729	Syar.g_01576
OG0000618	Prab.g_00730	Syar.g_01575
OG0000619	Prab.g_00731	Syar.g_01574
OG0000620	Prab.g_00734	Syar.g_01569
OG0000621	Prab.g_00735	Syar.g_01568
OG0000622	Prab.g_00736	Syar.g_01566
OG0000623	Prab.g_00737	Syar.g_01565
OG0000624	Prab.g_00738	Syar.g_01564
OG0000625	Prab.g_00739	Syar.g_01563
OG0000626	Prab.g_00740	Syar.g_01562
OG0000627	Prab.g_00741	Syar.g_01868
OG0000628	Prab.g_00742	Syar.g_01869
OG0000629	Prab.g_00743	Syar.g_01872
OG0000630	Prab.g_00746	Syar.g_02586
OG0000631	Prab.g_00831	Syar.g_02579
OG0000632	Prab.g_00832	Syar.g_02578
OG0000633	Prab.g_00833	Syar.g_02576
OG0000634	Prab.g_00836	Syar.g_02635
OG0000635	Prab.g_00837	Syar.g_02636
OG0000636	Prab.g_00839	Syar.g_02638
OG0000637	Prab.g_00841	Syar.g_02640
OG0000638	Prab.g_00842	Syar.g_02641
OG0000639	Prab.g_00843	Syar.g_02642
OG0000640	Prab.g_00844	Syar.g_02643
OG0000641	Prab.g_00848	Syar.g_02648
OG0000642	Prab.g_00849	Syar.g_02649
OG0000643	Prab.g_00850	Syar.g_02650
OG0000644	Prab.g_00851	Syar.g_02651
OG0000645	Prab.g_00852	Syar.g_02652
OG0000646	Prab.g_00854	Syar.g_02655
OG0000647	Prab.g_00855	Syar.g_02657
OG0000648	Prab.g_00857	Syar.g_02659
OG0000649	Prab.g_00858	Syar.g_02660
OG0000650	Prab.g_00859	Syar.g_02661
OG0000651	Prab.g_00860	Syar.g_02662
OG0000652	Prab.g_00861	Syar.g_02663
OG0000653	Prab.g_00863	Syar.g_02665
OG0000654	Prab.g_00864	Syar.g_02666
OG0000655	Prab.g_00865	Syar.g_02667
OG0000656	Prab.g_00868	Syar.g_02479
OG0000657	Prab.g_00875	Syar.g_01812
OG0000658	Prab.g_00876	Syar.g_01815
OG0000659	Prab.g_00877	Syar.g_01816
OG0000660	Prab.g_00881	Syar.g_01820
OG0000661	Prab.g_00883	Syar.g_03175, Syar.g_01822
OG0000662	Prab.g_00885	Syar.g_01829
OG0000663	Prab.g_00887	Syar.g_01832
OG0000664	Prab.g_00888	Syar.g_01837
OG0000665	Prab.g_00892	Syar.g_02774
OG0000666	Prab.g_00893	Syar.g_01241
OG0000667	Prab.g_00898	Syar.g_02346
OG0000668	Prab.g_01084	Syar.g_01802
OG0000669	Prab.g_01076	Syar.g_01627
OG0000670	Prab.g_01074	Syar.g_01624
OG0000671	Prab.g_01072	Syar.g_01622
OG0000672	Prab.g_01070	Syar.g_01619
OG0000673	Prab.g_01067	Syar.g_01615
OG0000674	Prab.g_01065	Syar.g_01613
OG0000675	Prab.g_01064	Syar.g_01612
OG0000676	Prab.g_01062	Syar.g_01608
OG0000677	Prab.g_01061	Syar.g_01607
OG0000678	Prab.g_01059	Syar.g_02037
OG0000679	Prab.g_01055	Syar.g_02606
OG0000680	Prab.g_01054	Syar.g_02607
OG0000681	Prab.g_01052	Syar.g_02610
OG0000682	Prab.g_01051	Syar.g_02611
OG0000683	Prab.g_01050	Syar.g_02612
OG0000684	Prab.g_01048	Syar.g_02615
OG0000685	Prab.g_01046	Syar.g_02617
OG0000686	Prab.g_01045	Syar.g_02618
OG0000687	Prab.g_01044	Syar.g_02619
OG0000688	Prab.g_01041	Syar.g_02624
OG0000689	Prab.g_01040	Syar.g_02626
OG0000690	Prab.g_01039	Syar.g_02627
OG0000691	Prab.g_01038	Syar.g_02628
OG0000692	Prab.g_01036	Syar.g_02629
OG0000693	Prab.g_01035	Syar.g_02631
OG0000694	Prab.g_01034	Syar.g_02632
OG0000695	Prab.g_01032	Syar.g_02573
OG0000696	Prab.g_01031	Syar.g_02572
OG0000697	Prab.g_01030	Syar.g_02570
OG0000698	Prab.g_01027	Syar.g_02567
OG0000699	Prab.g_01026	Syar.g_02566
OG0000700	Prab.g_01025	Syar.g_02565
OG0000701	Prab.g_01024	Syar.g_02564
OG0000702	Prab.g_01022	Syar.g_02559
OG0000703	Prab.g_01021	Syar.g_02557
OG0000704	Prab.g_01020	Syar.g_02555
OG0000705	Prab.g_01016	Syar.g_02547
OG0000706	Prab.g_01015	Syar.g_02546
OG0000707	Prab.g_01014	Syar.g_02545
OG0000708	Prab.g_01013	Syar.g_02542
OG0000709	Prab.g_01009	Syar.g_02534
OG0000710	Prab.g_01006	Syar.g_02528
OG0000711	Prab.g_00989	Syar.g_02499
OG0000712	Prab.g_00987	Syar.g_02497
OG0000713	Prab.g_00986	Syar.g_02496
OG0000714	Prab.g_00985	Syar.g_02494
OG0000715	Prab.g_00983	Syar.g_02492
OG0000716	Prab.g_00981	Syar.g_02488
OG0000717	Prab.g_00980	Syar.g_02487
OG0000718	Prab.g_00960	Syar.g_02483
OG0000719	Prab.g_00958	Syar.g_01804
OG0000720	Prab.g_00949	Syar.g_01790
OG0000721	Prab.g_00947	Syar.g_01788
OG0000722	Prab.g_00946	Syar.g_01787
OG0000723	Prab.g_00943	Syar.g_01560
OG0000724	Prab.g_00934	Syar.g_01367, Syar.g_02120
OG0000725	Prab.g_00928	Syar.g_01934
OG0000726	Prab.g_00927	Syar.g_01935
OG0000727	Prab.g_00926	Syar.g_01936
OG0000728	Prab.g_00924	Syar.g_01938
OG0000729	Prab.g_01146	Syar.g_00593
OG0000730	Prab.g_01150	Syar.g_01115
OG0000731	Prab.g_01154	Syar.g_01127
OG0000732	Prab.g_01164	Syar.g_00522
OG0000733	Prab.g_01187	Syar.g_02234
OG0000734	Prab.g_01204	Syar.g_03128
OG0000735	Prab.g_01206	Syar.g_01522
OG0000736	Prab.g_01207	Syar.g_01523
OG0000737	Prab.g_01208	Syar.g_01524
OG0000738	Prab.g_01212	Syar.g_01530
OG0000739	Prab.g_01213	Syar.g_01531
OG0000740	Prab.g_01214	Syar.g_01532
OG0000741	Prab.g_01215	Syar.g_01535
OG0000742	Prab.g_01218	Syar.g_01538
OG0000743	Prab.g_01220	Syar.g_01541
OG0000744	Prab.g_01221	Syar.g_01542
OG0000745	Prab.g_01222	Syar.g_01545
OG0000746	Prab.g_01224	Syar.g_01549
OG0000747	Prab.g_01225	Syar.g_01551
OG0000748	Prab.g_01228	Syar.g_01945
OG0000749	Prab.g_01229	Syar.g_01946
OG0000750	Prab.g_01230	Syar.g_01947
OG0000751	Prab.g_01232	Syar.g_01952
OG0000752	Prab.g_01234	Syar.g_01954
OG0000753	Prab.g_01237	Syar.g_01957
OG0000754	Prab.g_01240	Syar.g_01963
OG0000755	Prab.g_01243	Syar.g_01974
OG0000756	Prab.g_01244	Syar.g_01975
OG0000757	Prab.g_01250	Syar.g_01984
OG0000758	Prab.g_01251	Syar.g_01985
OG0000759	Prab.g_01252	Syar.g_01986
OG0000760	Prab.g_01253	Syar.g_01987
OG0000761	Prab.g_01254	Syar.g_01988
OG0000762	Prab.g_01255	Syar.g_01992
OG0000763	Prab.g_01257	Syar.g_01699
OG0000764	Prab.g_01258	Syar.g_01700
OG0000765	Prab.g_01267	Syar.g_01718
OG0000766	Prab.g_01268	Syar.g_01719
OG0000767	Prab.g_01270	Syar.g_01721
OG0000768	Prab.g_01271	Syar.g_01722
OG0000769	Prab.g_01273	Syar.g_01724
OG0000770	Prab.g_01275	Syar.g_01727
OG0000771	Prab.g_01284	Syar.g_01373
OG0000772	Prab.g_01303	Syar.g_00746
OG0000773	Prab.g_01317	Syar.g_02694
OG0000774	Prab.g_01319	Syar.g_02771
OG0000775	Prab.g_01321	Syar.g_02773
OG0000776	Prab.g_01322	Syar.g_01755
OG0000777	Prab.g_01323	Syar.g_01754
OG0000778	Prab.g_01324	Syar.g_01753
OG0000779	Prab.g_01328	Syar.g_02779
OG0000780	Prab.g_01329	Syar.g_02781
OG0000781	Prab.g_01332	Syar.g_02785
OG0000782	Prab.g_01333	Syar.g_02786
OG0000783	Prab.g_01334	Syar.g_02787
OG0000784	Prab.g_01335	Syar.g_02788
OG0000785	Prab.g_01337	Syar.g_02791
OG0000786	Prab.g_01339	Syar.g_02795
OG0000787	Prab.g_01340	Syar.g_02796
OG0000788	Prab.g_01348	Syar.g_02331
OG0000789	Prab.g_01351	Syar.g_02040
OG0000790	Prab.g_01365	Syar.g_01456
OG0000791	Prab.g_01367	Syar.g_01454
OG0000792	Prab.g_01368	Syar.g_01453
OG0000793	Prab.g_01371	Syar.g_01243
OG0000794	Prab.g_01372	Syar.g_01242
OG0000795	Prab.g_01373	Syar.g_01240
OG0000796	Prab.g_01377	Syar.g_01236
OG0000797	Prab.g_01378	Syar.g_01235
OG0000798	Prab.g_01411	Syar.g_00222, Syar.g_02701
OG0000799	Prab.g_01448	Syar.g_02844
OG0000800	Prab.g_01449	Syar.g_02843
OG0000801	Prab.g_01450	Syar.g_02842
OG0000802	Prab.g_01452	Syar.g_02825
OG0000803	Prab.g_01454	Syar.g_02822
OG0000804	Prab.g_01455	Syar.g_02819
OG0000805	Prab.g_01457	Syar.g_02817
OG0000806	Prab.g_01459	Syar.g_02815
OG0000807	Prab.g_01460	Syar.g_02814
OG0000808	Prab.g_01461	Syar.g_02813
OG0000809	Prab.g_01464	Syar.g_02811
OG0000810	Prab.g_01465	Syar.g_02810
OG0000811	Prab.g_01469	Syar.g_02805
OG0000812	Prab.g_01471	Syar.g_02803
OG0000813	Prab.g_01472	Syar.g_02802
OG0000814	Prab.g_01474	Syar.g_02800
OG0000815	Prab.g_01475	Syar.g_02799
OG0000816	Prab.g_01477	Syar.g_02797
OG0000817	Prab.g_01478	Syar.g_02861
OG0000818	Prab.g_01483	Syar.g_01418
OG0000819	Prab.g_01484	Syar.g_01417
OG0000820	Prab.g_01485	Syar.g_01416
OG0000821	Prab.g_01489	Syar.g_01410
OG0000822	Prab.g_01490	Syar.g_01408
OG0000823	Prab.g_01491	Syar.g_01407
OG0000824	Prab.g_01494	Syar.g_01402
OG0000825	Prab.g_01495	Syar.g_01401
OG0000826	Prab.g_01496	Syar.g_01400
OG0000827	Prab.g_01497	Syar.g_01399
OG0000828	Prab.g_01500	Syar.g_01396
OG0000829	Prab.g_01501	Syar.g_01395
OG0000830	Prab.g_01502	Syar.g_01394
OG0000831	Prab.g_01504	Syar.g_01391
OG0000832	Prab.g_01510	Syar.g_01213
OG0000833	Prab.g_01518	Syar.g_02877
OG0000834	Prab.g_01519	Syar.g_02878
OG0000835	Prab.g_01520	Syar.g_02879
OG0000836	Prab.g_01521	Syar.g_02881
OG0000837	Prab.g_01522	Syar.g_02882
OG0000838	Prab.g_01524	Syar.g_02886
OG0000839	Prab.g_01525	Syar.g_02887
OG0000840	Prab.g_01526	Syar.g_02888
OG0000841	Prab.g_01527	Syar.g_02889
OG0000842	Prab.g_01528	Syar.g_02890
OG0000843	Prab.g_01529	Syar.g_02891
OG0000844	Prab.g_01530	Syar.g_02893
OG0000845	Prab.g_01531	Syar.g_02894
OG0000846	Prab.g_01532	Syar.g_02895
OG0000847	Prab.g_01533	Syar.g_02896
OG0000848	Prab.g_01534	Syar.g_02898
OG0000849	Prab.g_01535	Syar.g_02899
OG0000850	Prab.g_01537	Syar.g_02902
OG0000851	Prab.g_01538	Syar.g_02905
OG0000852	Prab.g_01539	Syar.g_02906
OG0000853	Prab.g_01543	Syar.g_02910
OG0000854	Prab.g_01545	Syar.g_02912
OG0000855	Prab.g_01546	Syar.g_02913
OG0000856	Prab.g_01563	Syar.g_02243
OG0000857	Prab.g_01601	Syar.g_02656
OG0000858	Prab.g_01663	Syar.g_02920
OG0000859	Prab.g_01664	Syar.g_02921
OG0000860	Prab.g_01671	Syar.g_02931
OG0000861	Prab.g_01672	Syar.g_02932
OG0000862	Prab.g_01673	Syar.g_02942
OG0000863	Prab.g_01675	Syar.g_02944
OG0000864	Prab.g_01676	Syar.g_02945
OG0000865	Prab.g_01677	Syar.g_02946
OG0000866	Prab.g_01678	Syar.g_02947
OG0000867	Prab.g_01679	Syar.g_02948
OG0000868	Prab.g_01680	Syar.g_02950
OG0000869	Prab.g_01684	Syar.g_02955
OG0000870	Prab.g_01689	Syar.g_02960
OG0000871	Prab.g_01690	Syar.g_02961
OG0000872	Prab.g_01691	Syar.g_02967
OG0000873	Prab.g_01694	Syar.g_02970
OG0000874	Prab.g_01697	Syar.g_02974
OG0000875	Prab.g_01698	Syar.g_02975
OG0000876	Prab.g_01699	Syar.g_01828
OG0000877	Prab.g_01701	Syar.g_02977
OG0000878	Prab.g_01702	Syar.g_02978
OG0000879	Prab.g_01703	Syar.g_02979
OG0000880	Prab.g_01704	Syar.g_02980
OG0000881	Prab.g_01708	Syar.g_02984
OG0000882	Prab.g_01713	Syar.g_02989
OG0000883	Prab.g_01714	Syar.g_02992
OG0000884	Prab.g_01716	Syar.g_02994
OG0000885	Prab.g_01717	Syar.g_02995
OG0000886	Prab.g_01718	Syar.g_02996
OG0000887	Prab.g_01719	Syar.g_02998
OG0000888	Prab.g_01721	Syar.g_03000
OG0000889	Prab.g_01723	Syar.g_03002
OG0000890	Prab.g_01724	Syar.g_03005
OG0000891	Prab.g_01725	Syar.g_03006
OG0000892	Prab.g_01727	Syar.g_03008
OG0000893	Prab.g_01731	Syar.g_00150
OG0000894	Prab.g_01733	Syar.g_00145
OG0000895	Prab.g_01736	Syar.g_00141
OG0000896	Prab.g_01737	Syar.g_00140
OG0000897	Prab.g_01739	Syar.g_00138
OG0000898	Prab.g_01740	Syar.g_00137
OG0000899	Prab.g_01741	Syar.g_00136
OG0000900	Prab.g_01742	Syar.g_00135
OG0000901	Prab.g_01745	Syar.g_00130
OG0000902	Prab.g_01747	Syar.g_01013
OG0000903	Prab.g_01750	Syar.g_01026
OG0000904	Prab.g_01752	Syar.g_01021
OG0000905	Prab.g_01756	Syar.g_01018
OG0000906	Prab.g_01757	Syar.g_01015
OG0000907	Prab.g_01760	Syar.g_01028
OG0000908	Prab.g_01763	Syar.g_01031
OG0000909	Prab.g_01764	Syar.g_01032
OG0000910	Prab.g_01765	Syar.g_01033
OG0000911	Prab.g_01767	Syar.g_01035
OG0000912	Prab.g_01768	Syar.g_01036
OG0000913	Prab.g_01769	Syar.g_01037
OG0000914	Prab.g_01770	Syar.g_01038
OG0000915	Prab.g_01771	Syar.g_01040
OG0000916	Prab.g_01772	Syar.g_01041
OG0000917	Prab.g_01773	Syar.g_01042
OG0000918	Prab.g_01774	Syar.g_01043
OG0000919	Prab.g_01775	Syar.g_01044
OG0000920	Prab.g_01776	Syar.g_01045
OG0000921	Prab.g_01777	Syar.g_01046
OG0000922	Prab.g_01778	Syar.g_01047
OG0000923	Prab.g_01782	Syar.g_01051
OG0000924	Prab.g_01783	Syar.g_01052
OG0000925	Prab.g_01784	Syar.g_01053
OG0000926	Prab.g_01785	Syar.g_01054
OG0000927	Prab.g_01787	Syar.g_01056
OG0000928	Prab.g_01788	Syar.g_01057
OG0000929	Prab.g_01789	Syar.g_01058
OG0000930	Prab.g_01790	Syar.g_01059
OG0000931	Prab.g_01791	Syar.g_01060
OG0000932	Prab.g_01792	Syar.g_01061
OG0000933	Prab.g_01796	Syar.g_01066
OG0000934	Prab.g_01798	Syar.g_01068
OG0000935	Prab.g_01799	Syar.g_01069
OG0000936	Prab.g_01800	Syar.g_01070
OG0000937	Prab.g_01801	Syar.g_01071
OG0000938	Prab.g_01803	Syar.g_01074
OG0000939	Prab.g_01804	Syar.g_01075
OG0000940	Prab.g_01811	Syar.g_01081
OG0000941	Prab.g_01813	Syar.g_01083
OG0000942	Prab.g_01815	Syar.g_01085
OG0000943	Prab.g_01816	Syar.g_01086
OG0000944	Prab.g_01817	Syar.g_01088
OG0000945	Prab.g_01818	Syar.g_01089
OG0000946	Prab.g_01822	Syar.g_01095
OG0000947	Prab.g_01824	Syar.g_01098
OG0000948	Prab.g_01825	Syar.g_01099
OG0000949	Prab.g_01828	Syar.g_00283
OG0000950	Prab.g_01833	Syar.g_00661
OG0000951	Prab.g_01836	Syar.g_00656
OG0000952	Prab.g_01840	Syar.g_00651
OG0000953	Prab.g_01843	Syar.g_00248
OG0000954	Prab.g_01847	Syar.g_00258
OG0000955	Prab.g_01848	Syar.g_00259
OG0000956	Prab.g_01850	Syar.g_00261
OG0000957	Prab.g_01855	Syar.g_00610
OG0000958	Prab.g_01856	Syar.g_00609
OG0000959	Prab.g_01860	Syar.g_00605
OG0000960	Prab.g_01861	Syar.g_00604
OG0000961	Prab.g_01863	Syar.g_00094
OG0000962	Prab.g_01865	Syar.g_00594
OG0000963	Prab.g_01869	Syar.g_00590
OG0000964	Prab.g_01870	Syar.g_00589
OG0000965	Prab.g_01871	Syar.g_00588
OG0000966	Prab.g_01879	Syar.g_00549
OG0000967	Prab.g_01883	Syar.g_00545
OG0000968	Prab.g_01885	Syar.g_00542
OG0000969	Prab.g_01886	Syar.g_00540
OG0000970	Prab.g_01887	Syar.g_00539
OG0000971	Prab.g_01888	Syar.g_00537
OG0000972	Prab.g_01889	Syar.g_00536
OG0000973	Prab.g_01890	Syar.g_00535
OG0000974	Prab.g_01891	Syar.g_00534
OG0000975	Prab.g_01892	Syar.g_00533
OG0000976	Prab.g_01893	Syar.g_00532
OG0000977	Prab.g_01894	Syar.g_00530
OG0000978	Prab.g_01895	Syar.g_00529
OG0000979	Prab.g_01898	Syar.g_00526
OG0000980	Prab.g_01900	Syar.g_00523
OG0000981	Prab.g_01902	Syar.g_00520
OG0000982	Prab.g_01904	Syar.g_00331
OG0000983	Prab.g_01905	Syar.g_00332
OG0000984	Prab.g_01906	Syar.g_00333
OG0000985	Prab.g_01909	Syar.g_00337
OG0000986	Prab.g_01911	Syar.g_00344
OG0000987	Prab.g_01912	Syar.g_00346
OG0000988	Prab.g_01915	Syar.g_00352
OG0000989	Prab.g_01919	Syar.g_00377
OG0000990	Prab.g_01922	Syar.g_00697
OG0000991	Prab.g_01923	Syar.g_00700
OG0000992	Prab.g_01925	Syar.g_00704
OG0000993	Prab.g_01926	Syar.g_00705
OG0000994	Prab.g_01927	Syar.g_00708
OG0000995	Prab.g_01931	Syar.g_03212, Syar.g_00624
OG0000996	Prab.g_01932	Syar.g_00861
OG0000997	Prab.g_01933	Syar.g_00437
OG0000998	Prab.g_01935	Syar.g_00439
OG0000999	Prab.g_01936	Syar.g_00440
OG0001000	Prab.g_01939	Syar.g_00955, Syar.g_00444
OG0001001	Prab.g_01941	Syar.g_00450
OG0001002	Prab.g_01945	Syar.g_00457
OG0001003	Prab.g_01947	Syar.g_00459
OG0001004	Prab.g_01948	Syar.g_00460
OG0001005	Prab.g_01949	Syar.g_00461
OG0001006	Prab.g_01953	Syar.g_00468
OG0001007	Prab.g_01955	Syar.g_00470
OG0001008	Prab.g_00440	Syar.g_01178
OG0001009	Prab.g_00027	Syar.g_00500
OG0001010	Prab.g_00028	Syar.g_00501
OG0001011	Prab.g_00029	Syar.g_00503
OG0001013	Prab.g_00047	Syar.g_00906
OG0001014	Prab.g_00050	Syar.g_00914
OG0001015	Prab.g_00051	Syar.g_00915
OG0001017	Prab.g_00069	Syar.g_03050
OG0001018	Prab.g_00072	Syar.g_03052
OG0001019	Prab.g_00081	Syar.g_03086
OG0001020	Prab.g_00082	Syar.g_03092
OG0001021	Prab.g_00083	Syar.g_03098
OG0001022	Prab.g_00085	Syar.g_03102
OG0001023	Prab.g_00086	Syar.g_03103
OG0001024	Prab.g_00089	Syar.g_02276
OG0001025	Prab.g_00095	Syar.g_03115
OG0001026	Prab.g_00102	Syar.g_03131
OG0001027	Prab.g_00103	Syar.g_00031
OG0001028	Prab.g_00105	Syar.g_00034
OG0001029	Prab.g_00106	Syar.g_00036
OG0001030	Prab.g_00120	Syar.g_00058
OG0001031	Prab.g_00177	Syar.g_00129
OG0001032	Prab.g_00178	Syar.g_01011
OG0001033	Prab.g_00199	Syar.g_00962
OG0001034	Prab.g_00227	Syar.g_03022
OG0001035	Prab.g_00244	Syar.g_00171
OG0001036	Prab.g_00248	Syar.g_00193
OG0001037	Prab.g_00249	Syar.g_00195
OG0001038	Prab.g_00266	Syar.g_00223
OG0001039	Prab.g_00269	Syar.g_00226
OG0001040	Prab.g_00271	Syar.g_00229
OG0001041	Prab.g_00275	Syar.g_00234
OG0001042	Prab.g_00292	Syar.g_00831
OG0001043	Prab.g_00293	Syar.g_00826
OG0001044	Prab.g_00321	Syar.g_01117
OG0001045	Prab.g_00329	Syar.g_01130
OG0001046	Prab.g_00367	Syar.g_02514
OG0001047	Prab.g_00442	Syar.g_01180
OG0001048	Prab.g_00443	Syar.g_01181
OG0001049	Prab.g_00445	Syar.g_02872
OG0001050	Prab.g_00446	Syar.g_02871
OG0001051	Prab.g_00447	Syar.g_02870
OG0001052	Prab.g_00475	Syar.g_01269
OG0001053	Prab.g_00487	Syar.g_01472
OG0001054	Prab.g_00502	Syar.g_01492
OG0001055	Prab.g_00521	Syar.g_01513
OG0001056	Prab.g_00540	Syar.g_02349
OG0001057	Prab.g_00545	Syar.g_02341
OG0001058	Prab.g_00553	Syar.g_02324
OG0001059	Prab.g_00557	Syar.g_00422
OG0001060	Prab.g_00564	Syar.g_02315
OG0001061	Prab.g_00578	Syar.g_02297
OG0001062	Prab.g_00580	Syar.g_02294
OG0001063	Prab.g_00582	Syar.g_02209
OG0001064	Prab.g_00583	Syar.g_02208
OG0001065	Prab.g_00584	Syar.g_02207
OG0001066	Prab.g_00585	Syar.g_02206
OG0001067	Prab.g_00586	Syar.g_02205
OG0001068	Prab.g_00587	Syar.g_02204
OG0001069	Prab.g_00588	Syar.g_02203
OG0001070	Prab.g_00591	Syar.g_02200
OG0001071	Prab.g_00592	Syar.g_02199
OG0001072	Prab.g_00594	Syar.g_02195
OG0001073	Prab.g_00608	Syar.g_02182
OG0001074	Prab.g_00619	Syar.g_02031
OG0001075	Prab.g_00620	Syar.g_02215
OG0001076	Prab.g_00629	Syar.g_02253
OG0001077	Prab.g_00633	Syar.g_02240
OG0001078	Prab.g_00641	Syar.g_02419
OG0001079	Prab.g_00652	Syar.g_02431
OG0001080	Prab.g_00658	Syar.g_02442
OG0001081	Prab.g_00660	Syar.g_02444
OG0001082	Prab.g_00661	Syar.g_02445
OG0001083	Prab.g_00666	Syar.g_02473
OG0001084	Prab.g_00667	Syar.g_02474
OG0001085	Prab.g_00675	Syar.g_01688
OG0001086	Prab.g_00676	Syar.g_01686
OG0001087	Prab.g_00693	Syar.g_02347
OG0001088	Prab.g_00694	Syar.g_00431
OG0001089	Prab.g_00702	Syar.g_01942
OG0001090	Prab.g_00724	Syar.g_01582
OG0001091	Prab.g_00726	Syar.g_01580
OG0001092	Prab.g_00727	Syar.g_01578
OG0001093	Prab.g_00732	Syar.g_01572
OG0001094	Prab.g_00834	Syar.g_02633
OG0001095	Prab.g_00853	Syar.g_02653
OG0001096	Prab.g_00866	Syar.g_02476
OG0001097	Prab.g_00884	Syar.g_01823
OG0001098	Prab.g_00900	Syar.g_01672
OG0001099	Prab.g_01079	Syar.g_00035
OG0001100	Prab.g_01075	Syar.g_01625
OG0001101	Prab.g_01073	Syar.g_01623
OG0001102	Prab.g_01071	Syar.g_01620
OG0001103	Prab.g_01069	Syar.g_01618
OG0001104	Prab.g_01047	Syar.g_02616
OG0001105	Prab.g_01043	Syar.g_02620
OG0001106	Prab.g_01019	Syar.g_02553
OG0001107	Prab.g_01012	Syar.g_02541
OG0001109	Prab.g_01007	Syar.g_02529
OG0001110	Prab.g_01005	Syar.g_02527
OG0001111	Prab.g_01004	Syar.g_02525
OG0001112	Prab.g_01003	Syar.g_02523
OG0001113	Prab.g_01002	Syar.g_02522
OG0001114	Prab.g_01001	Syar.g_02521
OG0001115	Prab.g_00999	Syar.g_02519
OG0001116	Prab.g_00998	Syar.g_02517
OG0001117	Prab.g_00997	Syar.g_02516
OG0001118	Prab.g_00996	Syar.g_02515
OG0001119	Prab.g_00995	Syar.g_02513
OG0001120	Prab.g_00993	Syar.g_02507
OG0001122	Prab.g_00957	Syar.g_01803
OG0001123	Prab.g_00953	Syar.g_01796
OG0001124	Prab.g_00951	Syar.g_01793
OG0001125	Prab.g_00950	Syar.g_01791
OG0001126	Prab.g_00940	Syar.g_01375
OG0001127	Prab.g_00939	Syar.g_01374
OG0001128	Prab.g_00937	Syar.g_01371
OG0001129	Prab.g_00936	Syar.g_01369
OG0001130	Prab.g_00935	Syar.g_01368
OG0001131	Prab.g_01125	Syar.g_02448
OG0001132	Prab.g_01135	Syar.g_00684
OG0001133	Prab.g_01169	Syar.g_02249
OG0001134	Prab.g_01186	Syar.g_02235
OG0001135	Prab.g_01189	Syar.g_02232
OG0001136	Prab.g_01216	Syar.g_01536
OG0001137	Prab.g_01227	Syar.g_01944
OG0001138	Prab.g_01245	Syar.g_01977
OG0001139	Prab.g_01246	Syar.g_01980
OG0001140	Prab.g_01247	Syar.g_01981
OG0001141	Prab.g_01248	Syar.g_01982
OG0001142	Prab.g_01249	Syar.g_01983
OG0001143	Prab.g_01256	Syar.g_01698
OG0001144	Prab.g_01261	Syar.g_01707
OG0001145	Prab.g_01318	Syar.g_02769
OG0001146	Prab.g_01330	Syar.g_02782
OG0001147	Prab.g_01347	Syar.g_01276
OG0001148	Prab.g_01362	Syar.g_01459
OG0001149	Prab.g_01363	Syar.g_01458
OG0001150	Prab.g_01364	Syar.g_01457
OG0001151	Prab.g_01375	Syar.g_01238
OG0001152	Prab.g_01376	Syar.g_01237
OG0001153	Prab.g_01498	Syar.g_01398
OG0001154	Prab.g_01499	Syar.g_01397
OG0001155	Prab.g_01511	Syar.g_01211
OG0001156	Prab.g_01514	Syar.g_01185
OG0001157	Prab.g_01515	Syar.g_01184
