Orthogroup	Prab	Praj
OG0000565	Prab.g_00565	Praj.g_00552
OG0000566	Prab.g_00568	Praj.g_00554
OG0000567	Prab.g_00572	Praj.g_00558
OG0000568	Prab.g_00573	Praj.g_00559
OG0000569	Prab.g_00574	Praj.g_00560
OG0000570	Prab.g_00575	Praj.g_00561
OG0000571	Prab.g_00577	Praj.g_00563
OG0000572	Prab.g_00590	Praj.g_00574
OG0000573	Prab.g_00596	Praj.g_00579
OG0000574	Prab.g_00597	Praj.g_00581
OG0000575	Prab.g_00601	Praj.g_00584
OG0000576	Prab.g_00603	Praj.g_00586
OG0000577	Prab.g_00604	Praj.g_00587
OG0000578	Prab.g_00605	Praj.g_00588
OG0000579	Prab.g_00606	Praj.g_00589
OG0000580	Prab.g_00607	Praj.g_00590
OG0000581	Prab.g_00609	Praj.g_00593
OG0000582	Prab.g_00612	Praj.g_00596
OG0000583	Prab.g_00613	Praj.g_00597
OG0000584	Prab.g_00614	Praj.g_00598
OG0000585	Prab.g_00616	Praj.g_00600
OG0000586	Prab.g_00617	Praj.g_00601
OG0000587	Prab.g_00618	Praj.g_00602
OG0000588	Prab.g_00622	Praj.g_00606
OG0000589	Prab.g_00625	Praj.g_00609
OG0000590	Prab.g_00626	Praj.g_00610
OG0000591	Prab.g_00630	Praj.g_00613
OG0000592	Prab.g_00631	Praj.g_00614
OG0000593	Prab.g_00637	Praj.g_00620
OG0000594	Prab.g_00638	Praj.g_00621
OG0000595	Prab.g_00639	Praj.g_00622
OG0000596	Prab.g_00643	Praj.g_00626
OG0000597	Prab.g_00645	Praj.g_00628
OG0000598	Prab.g_00646	Praj.g_00629
OG0000599	Prab.g_00649	Praj.g_00632
OG0000600	Prab.g_00650	Praj.g_00633
OG0000601	Prab.g_00651	Praj.g_00634
OG0000602	Prab.g_00653	Praj.g_00636
OG0000603	Prab.g_00654	Praj.g_00637
OG0000604	Prab.g_00655	Praj.g_00638
OG0000605	Prab.g_00656	Praj.g_00639
OG0000606	Prab.g_00659	Praj.g_00642
OG0000607	Prab.g_00662	Praj.g_00645
OG0000608	Prab.g_00663	Praj.g_00646
OG0000609	Prab.g_00664	Praj.g_00647
OG0000610	Prab.g_00669	Praj.g_00653
OG0000611	Prab.g_00672	Praj.g_00656
OG0000612	Prab.g_00673	Praj.g_00657
OG0000613	Prab.g_00678	Praj.g_00663
OG0000614	Prab.g_00697	Praj.g_00686
OG0000615	Prab.g_00705	Praj.g_00693
OG0000616	Prab.g_00711	Praj.g_02137
OG0000617	Prab.g_00729	Praj.g_00704
OG0000618	Prab.g_00730	Praj.g_00705
OG0000619	Prab.g_00731	Praj.g_00706
OG0000620	Prab.g_00734	Praj.g_00709
OG0000621	Prab.g_00735	Praj.g_00710
OG0000622	Prab.g_00736	Praj.g_00711
OG0000623	Prab.g_00737	Praj.g_00712
OG0000624	Prab.g_00738	Praj.g_00714
OG0000625	Prab.g_00739	Praj.g_00715
OG0000626	Prab.g_00740	Praj.g_00716
OG0000627	Prab.g_00741	Praj.g_00718
OG0000628	Prab.g_00742	Praj.g_00719
OG0000629	Prab.g_00743	Praj.g_00720
OG0000630	Prab.g_00746	Praj.g_00723
OG0000631	Prab.g_00831	Praj.g_00917
OG0000632	Prab.g_00832	Praj.g_00918
OG0000633	Prab.g_00833	Praj.g_00919
OG0000634	Prab.g_00836	Praj.g_00765
OG0000635	Prab.g_00837	Praj.g_00766
OG0000636	Prab.g_00839	Praj.g_00768
OG0000637	Prab.g_00841	Praj.g_00770
OG0000638	Prab.g_00842	Praj.g_00771
OG0000639	Prab.g_00843	Praj.g_00772
OG0000640	Prab.g_00844	Praj.g_00773
OG0000641	Prab.g_00848	Praj.g_00777
OG0000642	Prab.g_00849	Praj.g_00778
OG0000643	Prab.g_00850	Praj.g_00779
OG0000644	Prab.g_00851	Praj.g_00780
OG0000645	Prab.g_00852	Praj.g_00781
OG0000646	Prab.g_00854	Praj.g_00784
OG0000647	Prab.g_00855	Praj.g_00786
OG0000648	Prab.g_00857	Praj.g_00788
OG0000649	Prab.g_00858	Praj.g_00789
OG0000650	Prab.g_00859	Praj.g_00790
OG0000651	Prab.g_00860	Praj.g_00791
OG0000652	Prab.g_00861	Praj.g_00792
OG0000653	Prab.g_00863	Praj.g_00794
OG0000654	Prab.g_00864	Praj.g_00795
OG0000655	Prab.g_00865	Praj.g_00796
OG0000656	Prab.g_00868	Praj.g_00799
OG0000657	Prab.g_00875	Praj.g_00806
OG0000658	Prab.g_00876	Praj.g_00808
OG0000659	Prab.g_00877	Praj.g_00809
OG0000660	Prab.g_00881	Praj.g_00814
OG0000661	Prab.g_00883	Praj.g_00816
OG0000662	Prab.g_00885	Praj.g_00818
OG0000663	Prab.g_00887	Praj.g_00820
OG0000664	Prab.g_00888	Praj.g_00821
OG0000665	Prab.g_00892	Praj.g_00826
OG0000666	Prab.g_00893	Praj.g_00827
OG0000667	Prab.g_00898	Praj.g_00831
OG0000668	Prab.g_01084	Praj.g_00869
OG0000669	Prab.g_01076	Praj.g_00877
OG0000670	Prab.g_01074	Praj.g_00880
OG0000671	Prab.g_01072	Praj.g_00882
OG0000672	Prab.g_01070	Praj.g_00885
OG0000673	Prab.g_01067	Praj.g_00888
OG0000674	Prab.g_01065	Praj.g_00890
OG0000675	Prab.g_01064	Praj.g_00891
OG0000676	Prab.g_01062	Praj.g_00893
OG0000677	Prab.g_01061	Praj.g_00894
OG0000678	Prab.g_01059	Praj.g_00897
OG0000679	Prab.g_01055	Praj.g_00901
OG0000680	Prab.g_01054	Praj.g_00902
OG0000681	Prab.g_01052	Praj.g_00905
OG0000682	Prab.g_01051	Praj.g_00906
OG0000683	Prab.g_01050	Praj.g_00907
OG0000684	Prab.g_01048	Praj.g_00748
OG0000685	Prab.g_01046	Praj.g_00750
OG0000686	Prab.g_01045	Praj.g_00751
OG0000687	Prab.g_01044	Praj.g_00752
OG0000688	Prab.g_01041	Praj.g_00755
OG0000689	Prab.g_01040	Praj.g_00756
OG0000690	Prab.g_01039	Praj.g_00757
OG0000691	Prab.g_01038	Praj.g_00758
OG0000692	Prab.g_01036	Praj.g_00760
OG0000693	Prab.g_01035	Praj.g_00761
OG0000694	Prab.g_01034	Praj.g_00762
OG0000695	Prab.g_01032	Praj.g_00921
OG0000696	Prab.g_01031	Praj.g_00922
OG0000697	Prab.g_01030	Praj.g_00923
OG0000698	Prab.g_01027	Praj.g_00926
OG0000699	Prab.g_01026	Praj.g_00927
OG0000700	Prab.g_01025	Praj.g_00928
OG0000701	Prab.g_01024	Praj.g_00929
OG0000702	Prab.g_01022	Praj.g_00931
OG0000703	Prab.g_01021	Praj.g_00932
OG0000704	Prab.g_01020	Praj.g_00933
OG0000705	Prab.g_01016	Praj.g_00939
OG0000706	Prab.g_01015	Praj.g_00940
OG0000707	Prab.g_01014	Praj.g_00941
OG0000708	Prab.g_01013	Praj.g_00943
OG0000709	Prab.g_01009	Praj.g_00947
OG0000710	Prab.g_01006	Praj.g_00950
OG0000711	Prab.g_00989	Praj.g_00966
OG0000712	Prab.g_00987	Praj.g_00968
OG0000713	Prab.g_00986	Praj.g_00969
OG0000714	Prab.g_00985	Praj.g_00970
OG0000715	Prab.g_00983	Praj.g_00972
OG0000716	Prab.g_00981	Praj.g_00973
OG0000717	Prab.g_00980	Praj.g_00974
OG0000718	Prab.g_00960	Praj.g_00991
OG0000719	Prab.g_00958	Praj.g_00992
OG0000720	Prab.g_00949	Praj.g_01002
OG0000721	Prab.g_00947	Praj.g_01003
OG0000722	Prab.g_00946	Praj.g_01004
OG0000723	Prab.g_00943	Praj.g_01008
OG0000724	Prab.g_00934	Praj.g_01019
OG0000725	Prab.g_00928	Praj.g_00845
OG0000726	Prab.g_00927	Praj.g_00844
OG0000727	Prab.g_00926	Praj.g_00843
OG0000728	Prab.g_00924	Praj.g_00841
OG0000729	Prab.g_01146	Praj.g_02022
OG0000730	Prab.g_01150	Praj.g_00378
OG0000731	Prab.g_01154	Praj.g_00386
OG0000732	Prab.g_01164	Praj.g_02081
OG0000733	Prab.g_01187	Praj.g_01833
OG0000734	Prab.g_01204	Praj.g_01476
OG0000735	Prab.g_01206	Praj.g_01474
OG0000736	Prab.g_01207	Praj.g_01473
OG0000737	Prab.g_01208	Praj.g_01472
OG0000738	Prab.g_01212	Praj.g_01468
OG0000739	Prab.g_01213	Praj.g_01467
OG0000740	Prab.g_01214	Praj.g_01466
OG0000741	Prab.g_01215	Praj.g_01464
OG0000742	Prab.g_01218	Praj.g_01462
OG0000743	Prab.g_01220	Praj.g_01460
OG0000744	Prab.g_01221	Praj.g_01459
OG0000745	Prab.g_01222	Praj.g_01458
OG0000746	Prab.g_01224	Praj.g_01456
OG0000747	Prab.g_01225	Praj.g_01455
OG0000748	Prab.g_01228	Praj.g_01451
OG0000749	Prab.g_01229	Praj.g_01450
OG0000750	Prab.g_01230	Praj.g_01449
OG0000751	Prab.g_01232	Praj.g_01446
OG0000752	Prab.g_01234	Praj.g_01444
OG0000753	Prab.g_01237	Praj.g_01442
OG0000754	Prab.g_01240	Praj.g_01438
OG0000755	Prab.g_01243	Praj.g_01434
OG0000756	Prab.g_01244	Praj.g_01433
OG0000757	Prab.g_01250	Praj.g_01426
OG0000758	Prab.g_01251	Praj.g_01425
OG0000759	Prab.g_01252	Praj.g_01424
OG0000760	Prab.g_01253	Praj.g_01423
OG0000761	Prab.g_01254	Praj.g_01422
OG0000762	Prab.g_01255	Praj.g_01421
OG0000763	Prab.g_01257	Praj.g_01419
OG0000764	Prab.g_01258	Praj.g_01418
OG0000765	Prab.g_01267	Praj.g_01409
OG0000766	Prab.g_01268	Praj.g_01408
OG0000767	Prab.g_01270	Praj.g_01407
OG0000768	Prab.g_01271	Praj.g_01406
OG0000769	Prab.g_01273	Praj.g_01404
OG0000770	Prab.g_01275	Praj.g_01403
OG0000771	Prab.g_01284	Praj.g_01014
OG0000772	Prab.g_01303	Praj.g_01246
OG0000773	Prab.g_01317	Praj.g_01519
OG0000774	Prab.g_01319	Praj.g_01522
OG0000775	Prab.g_01321	Praj.g_01523
OG0000776	Prab.g_01322	Praj.g_01524
OG0000777	Prab.g_01323	Praj.g_01525
OG0000778	Prab.g_01324	Praj.g_01526
OG0000779	Prab.g_01328	Praj.g_01530
OG0000780	Prab.g_01329	Praj.g_01531
OG0000781	Prab.g_01332	Praj.g_01534
OG0000782	Prab.g_01333	Praj.g_01535
OG0000783	Prab.g_01334	Praj.g_01536
OG0000784	Prab.g_01335	Praj.g_01537
OG0000785	Prab.g_01337	Praj.g_01539
OG0000786	Prab.g_01339	Praj.g_01542
OG0000787	Prab.g_01340	Praj.g_01543
OG0000788	Prab.g_01348	Praj.g_00732
OG0000789	Prab.g_01351	Praj.g_01011
OG0000790	Prab.g_01365	Praj.g_01580
OG0000791	Prab.g_01367	Praj.g_01582
OG0000792	Prab.g_01368	Praj.g_01583
OG0000793	Prab.g_01371	Praj.g_01586
OG0000794	Prab.g_01372	Praj.g_01587
OG0000795	Prab.g_01373	Praj.g_01588
OG0000796	Prab.g_01377	Praj.g_01592
OG0000797	Prab.g_01378	Praj.g_01593
OG0000799	Prab.g_01448	Praj.g_01613
OG0000800	Prab.g_01449	Praj.g_01614
OG0000801	Prab.g_01450	Praj.g_01615
OG0000802	Prab.g_01452	Praj.g_01617
OG0000803	Prab.g_01454	Praj.g_01619
OG0000804	Prab.g_01455	Praj.g_01620
OG0000805	Prab.g_01457	Praj.g_01622
OG0000806	Prab.g_01459	Praj.g_01624
OG0000807	Prab.g_01460	Praj.g_01625
OG0000808	Prab.g_01461	Praj.g_01626
OG0000809	Prab.g_01464	Praj.g_01630
OG0000810	Prab.g_01465	Praj.g_01631
OG0000811	Prab.g_01469	Praj.g_01635
OG0000812	Prab.g_01471	Praj.g_01637
OG0000813	Prab.g_01472	Praj.g_01638
OG0000814	Prab.g_01474	Praj.g_01640
OG0000815	Prab.g_01475	Praj.g_01641
OG0000816	Prab.g_01477	Praj.g_01643
OG0000817	Prab.g_01478	Praj.g_01644
OG0000818	Prab.g_01483	Praj.g_01648
OG0000819	Prab.g_01484	Praj.g_01649
OG0000820	Prab.g_01485	Praj.g_01650
OG0000821	Prab.g_01489	Praj.g_01653
OG0000822	Prab.g_01490	Praj.g_01654
OG0000823	Prab.g_01491	Praj.g_01655
OG0000824	Prab.g_01494	Praj.g_01658
OG0000825	Prab.g_01495	Praj.g_01659
OG0000826	Prab.g_01496	Praj.g_01660
OG0000827	Prab.g_01497	Praj.g_01661
OG0000828	Prab.g_01500	Praj.g_01664
OG0000829	Prab.g_01501	Praj.g_01665
OG0000830	Prab.g_01502	Praj.g_01666
OG0000831	Prab.g_01504	Praj.g_01668
OG0000832	Prab.g_01510	Praj.g_01678
OG0000833	Prab.g_01518	Praj.g_01686
OG0000834	Prab.g_01519	Praj.g_01687
OG0000835	Prab.g_01520	Praj.g_01688
OG0000836	Prab.g_01521	Praj.g_01690
OG0000837	Prab.g_01522	Praj.g_01691
OG0000838	Prab.g_01524	Praj.g_01693
OG0000839	Prab.g_01525	Praj.g_01694
OG0000840	Prab.g_01526	Praj.g_01695
OG0000841	Prab.g_01527	Praj.g_01696
OG0000842	Prab.g_01528	Praj.g_01697
OG0000843	Prab.g_01529	Praj.g_01698
OG0000844	Prab.g_01530	Praj.g_01699
OG0000845	Prab.g_01531	Praj.g_01700
OG0000846	Prab.g_01532	Praj.g_01701
OG0000847	Prab.g_01533	Praj.g_01702
OG0000848	Prab.g_01534	Praj.g_01703
OG0000849	Prab.g_01535	Praj.g_01704
OG0000850	Prab.g_01537	Praj.g_01706
OG0000851	Prab.g_01538	Praj.g_01707
OG0000852	Prab.g_01539	Praj.g_01708
OG0000853	Prab.g_01543	Praj.g_01713
OG0000854	Prab.g_01545	Praj.g_01715
OG0000855	Prab.g_01546	Praj.g_01716
OG0000856	Prab.g_01563	Praj.g_01599
OG0000857	Prab.g_01601	Praj.g_00785
OG0000858	Prab.g_01663	Praj.g_01763
OG0000859	Prab.g_01664	Praj.g_01764
OG0000860	Prab.g_01671	Praj.g_01770
OG0000861	Prab.g_01672	Praj.g_01771
OG0000862	Prab.g_01673	Praj.g_01772
OG0000863	Prab.g_01675	Praj.g_01773
OG0000864	Prab.g_01676	Praj.g_01774
OG0000865	Prab.g_01677	Praj.g_01775
OG0000866	Prab.g_01678	Praj.g_01776
OG0000867	Prab.g_01679	Praj.g_01777
OG0000868	Prab.g_01680	Praj.g_01778
OG0000869	Prab.g_01684	Praj.g_01781
OG0000870	Prab.g_01689	Praj.g_01786
OG0000871	Prab.g_01690	Praj.g_01787
OG0000872	Prab.g_01691	Praj.g_01788
OG0000873	Prab.g_01694	Praj.g_01791
OG0000874	Prab.g_01697	Praj.g_01794
OG0000875	Prab.g_01698	Praj.g_01796
OG0000876	Prab.g_01699	Praj.g_01797
OG0000877	Prab.g_01701	Praj.g_01799
OG0000878	Prab.g_01702	Praj.g_01800
OG0000879	Prab.g_01703	Praj.g_01801
OG0000880	Prab.g_01704	Praj.g_01802
OG0000881	Prab.g_01708	Praj.g_01805
OG0000882	Prab.g_01713	Praj.g_01810
OG0000883	Prab.g_01714	Praj.g_01812
OG0000884	Prab.g_01716	Praj.g_01814
OG0000885	Prab.g_01717	Praj.g_01815
OG0000886	Prab.g_01718	Praj.g_01816
OG0000887	Prab.g_01719	Praj.g_01817
OG0000888	Prab.g_01721	Praj.g_01819
OG0000889	Prab.g_01723	Praj.g_01821
OG0000890	Prab.g_01724	Praj.g_01822
OG0000891	Prab.g_01725	Praj.g_01823
OG0000892	Prab.g_01727	Praj.g_01825
OG0000893	Prab.g_01731	Praj.g_01868
OG0000894	Prab.g_01733	Praj.g_01871
OG0000895	Prab.g_01736	Praj.g_01874
OG0000896	Prab.g_01737	Praj.g_01875
OG0000897	Prab.g_01739	Praj.g_01877
OG0000898	Prab.g_01740	Praj.g_01878
OG0000899	Prab.g_01741	Praj.g_01879
OG0000900	Prab.g_01742	Praj.g_01880
OG0000901	Prab.g_01745	Praj.g_01883
OG0000902	Prab.g_01747	Praj.g_01885
OG0000903	Prab.g_01750	Praj.g_01894
OG0000904	Prab.g_01752	Praj.g_01889
OG0000905	Prab.g_01756	Praj.g_01887
OG0000906	Prab.g_01757	Praj.g_01886
OG0000907	Prab.g_01760	Praj.g_01909
OG0000908	Prab.g_01763	Praj.g_01912
OG0000909	Prab.g_01764	Praj.g_01913
OG0000910	Prab.g_01765	Praj.g_01914
OG0000911	Prab.g_01767	Praj.g_01916
OG0000912	Prab.g_01768	Praj.g_01917
OG0000913	Prab.g_01769	Praj.g_01918
OG0000914	Prab.g_01770	Praj.g_01919
OG0000915	Prab.g_01771	Praj.g_01920
OG0000916	Prab.g_01772	Praj.g_01921
OG0000917	Prab.g_01773	Praj.g_01922
OG0000918	Prab.g_01774	Praj.g_01923
OG0000919	Prab.g_01775	Praj.g_01924
OG0000920	Prab.g_01776	Praj.g_01925
OG0000921	Prab.g_01777	Praj.g_01926
OG0000922	Prab.g_01778	Praj.g_01927
OG0000923	Prab.g_01782	Praj.g_01931
OG0000924	Prab.g_01783	Praj.g_01932
OG0000925	Prab.g_01784	Praj.g_01933
OG0000926	Prab.g_01785	Praj.g_01934
OG0000927	Prab.g_01787	Praj.g_01936
OG0000928	Prab.g_01788	Praj.g_01937
OG0000929	Prab.g_01789	Praj.g_01938
OG0000930	Prab.g_01790	Praj.g_01939
OG0000931	Prab.g_01791	Praj.g_01940
OG0000932	Prab.g_01792	Praj.g_01941
OG0000933	Prab.g_01796	Praj.g_01945
OG0000934	Prab.g_01798	Praj.g_01947
OG0000935	Prab.g_01799	Praj.g_01948
OG0000936	Prab.g_01800	Praj.g_01949
OG0000937	Prab.g_01801	Praj.g_01950
OG0000938	Prab.g_01803	Praj.g_01953
OG0000939	Prab.g_01804	Praj.g_01954
OG0000940	Prab.g_01811	Praj.g_01961
OG0000941	Prab.g_01813	Praj.g_01963
OG0000942	Prab.g_01815	Praj.g_01965
OG0000943	Prab.g_01816	Praj.g_01966
OG0000944	Prab.g_01817	Praj.g_01968
OG0000945	Prab.g_01818	Praj.g_01969
OG0000946	Prab.g_01822	Praj.g_01975
OG0000947	Prab.g_01824	Praj.g_01977
OG0000948	Prab.g_01825	Praj.g_01978
OG0000949	Prab.g_01828	Praj.g_01981
OG0000950	Prab.g_01833	Praj.g_01986
OG0000951	Prab.g_01836	Praj.g_01990
OG0000952	Prab.g_01840	Praj.g_01994
OG0000953	Prab.g_01843	Praj.g_01998
OG0000954	Prab.g_01847	Praj.g_02002
OG0000955	Prab.g_01848	Praj.g_02003
OG0000956	Prab.g_01850	Praj.g_02005
OG0000957	Prab.g_01855	Praj.g_02010
OG0000958	Prab.g_01856	Praj.g_02011
OG0000959	Prab.g_01860	Praj.g_02015
OG0000960	Prab.g_01861	Praj.g_02016
OG0000961	Prab.g_01863	Praj.g_02019
OG0000962	Prab.g_01865	Praj.g_02021
OG0000963	Prab.g_01869	Praj.g_02026
OG0000964	Prab.g_01870	Praj.g_02027
OG0000965	Prab.g_01871	Praj.g_02028
OG0000966	Prab.g_01879	Praj.g_02059
OG0000967	Prab.g_01883	Praj.g_02063
OG0000968	Prab.g_01885	Praj.g_02065
OG0000969	Prab.g_01886	Praj.g_02066
OG0000970	Prab.g_01887	Praj.g_02067
OG0000971	Prab.g_01888	Praj.g_02068
OG0000972	Prab.g_01889	Praj.g_02069
OG0000973	Prab.g_01890	Praj.g_02070
OG0000974	Prab.g_01891	Praj.g_02071
OG0000975	Prab.g_01892	Praj.g_02072
OG0000976	Prab.g_01893	Praj.g_02073
OG0000977	Prab.g_01894	Praj.g_02074
OG0000978	Prab.g_01895	Praj.g_02075
OG0000979	Prab.g_01898	Praj.g_02078
OG0000980	Prab.g_01900	Praj.g_02080
OG0000981	Prab.g_01902	Praj.g_02083
OG0000982	Prab.g_01904	Praj.g_02085
OG0000983	Prab.g_01905	Praj.g_02086
OG0000984	Prab.g_01906	Praj.g_02087
OG0000985	Prab.g_01909	Praj.g_02090
OG0000986	Prab.g_01911	Praj.g_02092
OG0000987	Prab.g_01912	Praj.g_02093
OG0000988	Prab.g_01915	Praj.g_02096
OG0000989	Prab.g_01919	Praj.g_02100
OG0000990	Prab.g_01922	Praj.g_02105
OG0000991	Prab.g_01923	Praj.g_02106
OG0000992	Prab.g_01925	Praj.g_02109
OG0000993	Prab.g_01926	Praj.g_02110
OG0000994	Prab.g_01927	Praj.g_02111
OG0000995	Prab.g_01931	Praj.g_02115
OG0000996	Prab.g_01932	Praj.g_02116
OG0000997	Prab.g_01933	Praj.g_02124
OG0000998	Prab.g_01935	Praj.g_02126
OG0000999	Prab.g_01936	Praj.g_02127
OG0001000	Prab.g_01939	Praj.g_02130, Praj.g_02131
OG0001001	Prab.g_01941	Praj.g_02134
OG0001002	Prab.g_01945	Praj.g_02139
OG0001003	Prab.g_01947	Praj.g_02141
OG0001004	Prab.g_01948	Praj.g_02142
OG0001005	Prab.g_01949	Praj.g_02143
OG0001006	Prab.g_01953	Praj.g_02147
OG0001007	Prab.g_01955	Praj.g_02149
OG0001008	Prab.g_00440	Praj.g_00431
OG0001009	Prab.g_00027	Praj.g_00027
OG0001010	Prab.g_00028	Praj.g_00028
OG0001011	Prab.g_00029	Praj.g_00029
OG0001012	Prab.g_00042	Praj.g_00047
OG0001013	Prab.g_00047	Praj.g_00052
OG0001014	Prab.g_00050	Praj.g_00055
OG0001015	Prab.g_00051	Praj.g_00056
OG0001016	Prab.g_00065	Praj.g_00111
OG0001017	Prab.g_00069	Praj.g_00115
OG0001018	Prab.g_00072	Praj.g_00118
OG0001019	Prab.g_00081	Praj.g_00127
OG0001020	Prab.g_00082	Praj.g_00128
OG0001021	Prab.g_00083	Praj.g_00129
OG0001022	Prab.g_00085	Praj.g_00132
OG0001023	Prab.g_00086	Praj.g_00133
OG0001024	Prab.g_00089	Praj.g_00136
OG0001025	Prab.g_00095	Praj.g_00143
OG0001026	Prab.g_00102	Praj.g_00151
OG0001027	Prab.g_00103	Praj.g_00152
OG0001028	Prab.g_00105	Praj.g_00154
OG0001029	Prab.g_00106	Praj.g_00156
OG0001030	Prab.g_00120	Praj.g_00172
OG0001031	Prab.g_00177	Praj.g_00226
OG0001032	Prab.g_00178	Praj.g_00227
OG0001033	Prab.g_00199	Praj.g_00247
OG0001034	Prab.g_00227	Praj.g_00276
OG0001035	Prab.g_00244	Praj.g_00293
OG0001036	Prab.g_00248	Praj.g_00297
OG0001037	Prab.g_00249	Praj.g_00298
OG0001038	Prab.g_00266	Praj.g_00314
OG0001039	Prab.g_00269	Praj.g_00316
OG0001040	Prab.g_00271	Praj.g_00319
OG0001041	Prab.g_00275	Praj.g_00323
OG0001042	Prab.g_00292	Praj.g_00339
OG0001043	Prab.g_00293	Praj.g_00340
OG0001044	Prab.g_00321	Praj.g_00379
OG0001045	Prab.g_00329	Praj.g_00388
OG0001046	Prab.g_00367	Praj.g_01081
OG0001047	Prab.g_00442	Praj.g_00433
OG0001048	Prab.g_00443	Praj.g_00434
OG0001049	Prab.g_00445	Praj.g_00436
OG0001050	Prab.g_00446	Praj.g_00437
OG0001051	Prab.g_00447	Praj.g_00438
OG0001052	Prab.g_00475	Praj.g_00464
OG0001053	Prab.g_00487	Praj.g_00476
OG0001054	Prab.g_00502	Praj.g_00490
OG0001055	Prab.g_00521	Praj.g_00509
OG0001056	Prab.g_00540	Praj.g_00527
OG0001057	Prab.g_00545	Praj.g_00532
OG0001058	Prab.g_00553	Praj.g_00540
OG0001059	Prab.g_00557	Praj.g_00544
OG0001060	Prab.g_00564	Praj.g_00551
OG0001061	Prab.g_00578	Praj.g_00564
OG0001062	Prab.g_00580	Praj.g_00566
OG0001063	Prab.g_00582	Praj.g_00567
OG0001064	Prab.g_00583	Praj.g_00568
OG0001065	Prab.g_00584	Praj.g_00569
OG0001066	Prab.g_00585	Praj.g_00570
OG0001067	Prab.g_00586	Praj.g_00571
OG0001068	Prab.g_00587	Praj.g_00572
OG0001069	Prab.g_00588	Praj.g_00573
OG0001070	Prab.g_00591	Praj.g_00575
OG0001071	Prab.g_00592	Praj.g_00576
OG0001072	Prab.g_00594	Praj.g_00577
OG0001073	Prab.g_00608	Praj.g_00591
OG0001074	Prab.g_00619	Praj.g_00603
OG0001075	Prab.g_00620	Praj.g_00604
OG0001076	Prab.g_00629	Praj.g_00611
OG0001077	Prab.g_00633	Praj.g_00616
OG0001078	Prab.g_00641	Praj.g_00624
OG0001079	Prab.g_00652	Praj.g_00635
OG0001080	Prab.g_00658	Praj.g_00641
OG0001081	Prab.g_00660	Praj.g_00643
OG0001082	Prab.g_00661	Praj.g_00644
OG0001083	Prab.g_00666	Praj.g_00649
OG0001084	Prab.g_00667	Praj.g_00650
OG0001085	Prab.g_00675	Praj.g_00660
OG0001086	Prab.g_00676	Praj.g_00661
OG0001087	Prab.g_00693	Praj.g_00681
OG0001088	Prab.g_00694	Praj.g_00682
OG0001089	Prab.g_00702	Praj.g_00690
OG0001090	Prab.g_00724	Praj.g_00699
OG0001091	Prab.g_00726	Praj.g_00701
OG0001092	Prab.g_00727	Praj.g_00702
OG0001093	Prab.g_00732	Praj.g_00707
OG0001094	Prab.g_00834	Praj.g_00763
OG0001095	Prab.g_00853	Praj.g_00782
OG0001096	Prab.g_00866	Praj.g_00797
OG0001097	Prab.g_00884	Praj.g_00817
OG0001098	Prab.g_00900	Praj.g_00835
OG0001099	Prab.g_01079	Praj.g_00872
OG0001100	Prab.g_01075	Praj.g_00879
OG0001101	Prab.g_01073	Praj.g_00881
OG0001102	Prab.g_01071	Praj.g_00884
OG0001103	Prab.g_01069	Praj.g_00886
OG0001104	Prab.g_01047	Praj.g_00749
OG0001105	Prab.g_01043	Praj.g_00753
OG0001106	Prab.g_01019	Praj.g_00934
OG0001107	Prab.g_01012	Praj.g_00944
OG0001108	Prab.g_01008	Praj.g_00948
OG0001109	Prab.g_01007	Praj.g_00949
OG0001110	Prab.g_01005	Praj.g_00951
OG0001111	Prab.g_01004	Praj.g_00952
OG0001112	Prab.g_01003	Praj.g_00953
OG0001113	Prab.g_01002	Praj.g_00954
OG0001114	Prab.g_01001	Praj.g_00955
OG0001115	Prab.g_00999	Praj.g_00957
OG0001116	Prab.g_00998	Praj.g_00958
OG0001117	Prab.g_00997	Praj.g_00959
OG0001118	Prab.g_00996	Praj.g_00960
OG0001119	Prab.g_00995	Praj.g_00961
OG0001120	Prab.g_00993	Praj.g_00963
OG0001121	Prab.g_01184, Prab.g_00990	Praj.g_01563
OG0001122	Prab.g_00957	Praj.g_00993
OG0001123	Prab.g_00953	Praj.g_00997
OG0001124	Prab.g_00951	Praj.g_00999
OG0001125	Prab.g_00950	Praj.g_01001
OG0001126	Prab.g_00940	Praj.g_01012
OG0001127	Prab.g_00939	Praj.g_01013
OG0001128	Prab.g_00937	Praj.g_01016
OG0001129	Prab.g_00936	Praj.g_01017
OG0001130	Prab.g_00935	Praj.g_01018
OG0001131	Prab.g_01125	Praj.g_00852
OG0001132	Prab.g_01135	Praj.g_01063
OG0001133	Prab.g_01169	Praj.g_01040
OG0001134	Prab.g_01186	Praj.g_01832
OG0001135	Prab.g_01189	Praj.g_01835
OG0001136	Prab.g_01216	Praj.g_01463
OG0001137	Prab.g_01227	Praj.g_01452
OG0001138	Prab.g_01245	Praj.g_01432
OG0001139	Prab.g_01246	Praj.g_01430
OG0001140	Prab.g_01247	Praj.g_01429
OG0001141	Prab.g_01248	Praj.g_01428
OG0001142	Prab.g_01249	Praj.g_01427
OG0001143	Prab.g_01256	Praj.g_01420
OG0001144	Prab.g_01261	Praj.g_01415
OG0001145	Prab.g_01318	Praj.g_01520
OG0001146	Prab.g_01330	Praj.g_01532
